# _root_ Az ÖIAG-hoz csapták még — idegen testként — az állami nyomdát , a Staatsdruckereit_és_a_Dorotheum aukciósházat , amelyek privatizációja is a szervezetre vár .
#goldHeads=2,3,0,3,3,7,3,3,11,11,3,3,15,15,3,3,18,22,22,21,22,3,3,
#predictedHeads=2,3,0,3,3,7,3,3,11,11,3,3,14,15,3,3,22,22,22,21,22,3,3,
(11,19),(11,23),0.0434864 # DEPENDENCYPART_SIBL
(11,22),(11,23),0.213907 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.041205 # DEPENDENCYPART_SIBL
(13,12),(13,16),0.0332285 # DEPENDENCYPART_SIBL
(13,12),(13,18),0.041205 # DEPENDENCYPART_SIBL
(13,14),(13,16),0.0874456 # DEPENDENCYPART_SIBL
(13,14),(13,18),0.0331189 # DEPENDENCYPART_SIBL
(13,16),(13,18),0.123877 # DEPENDENCYPART_SIBL
(14,9),(14,11),0.000855746 # DEPENDENCYPART_SIBL
(14,9),(14,13),-0.542227 # DEPENDENCYPART_SIBL
(14,9),(14,18),-0.00571552 # DEPENDENCYPART_SIBL
(14,9),(14,22),-0.0121307 # DEPENDENCYPART_SIBL
(14,11),(14,13),-0.317123 # DEPENDENCYPART_SIBL
(14,11),(14,18),0.00337853 # DEPENDENCYPART_SIBL
(14,11),(14,22),0.00790367 # DEPENDENCYPART_SIBL
(14,13),(14,18),-0.00331961 # DEPENDENCYPART_SIBL
(14,13),(14,22),0.00859944 # DEPENDENCYPART_SIBL
(14,18),(14,22),0.0593376 # DEPENDENCYPART_SIBL
(15,1),(15,2),0.000855746 # DEPENDENCYPART_SIBL
(15,1),(15,3),0.159954 # DEPENDENCYPART_SIBL
(15,1),(15,4),0.0183099 # DEPENDENCYPART_SIBL
(15,1),(15,5),0.401396 # DEPENDENCYPART_SIBL
(15,1),(15,6),0.196579 # DEPENDENCYPART_SIBL
(15,1),(15,7),0.000855746 # DEPENDENCYPART_SIBL
(15,1),(15,8),0.401396 # DEPENDENCYPART_SIBL
(15,1),(15,9),-0.497702 # DEPENDENCYPART_SIBL
(15,1),(15,10),0.177655 # DEPENDENCYPART_SIBL
(15,1),(15,11),0.000855746 # DEPENDENCYPART_SIBL
(15,1),(15,12),0.213182 # DEPENDENCYPART_SIBL
(15,1),(15,13),-0.542227 # DEPENDENCYPART_SIBL
(15,1),(15,14),0.000855746 # DEPENDENCYPART_SIBL
(15,1),(15,16),-0.0165824 # DEPENDENCYPART_SIBL
(15,1),(15,17),-0.0207349 # DEPENDENCYPART_SIBL
(15,1),(15,18),-0.00571552 # DEPENDENCYPART_SIBL
(15,1),(15,19),-0.0446204 # DEPENDENCYPART_SIBL
(15,1),(15,21),-0.00571552 # DEPENDENCYPART_SIBL
(15,1),(15,22),-0.0121307 # DEPENDENCYPART_SIBL
(15,1),(15,23),-0.0202729 # DEPENDENCYPART_SIBL
(15,2),(15,3),0.153199 # DEPENDENCYPART_SIBL
(15,2),(15,4),0.220915 # DEPENDENCYPART_SIBL
(15,2),(15,5),0.481184 # DEPENDENCYPART_SIBL
(15,2),(15,6),0.0468467 # DEPENDENCYPART_SIBL
(15,2),(15,7),-0.018106 # DEPENDENCYPART_SIBL
(15,2),(15,8),0.481184 # DEPENDENCYPART_SIBL
(15,2),(15,9),-0.269111 # DEPENDENCYPART_SIBL
(15,2),(15,10),0.0390308 # DEPENDENCYPART_SIBL
(15,2),(15,11),-0.018106 # DEPENDENCYPART_SIBL
(15,2),(15,12),0.641687 # DEPENDENCYPART_SIBL
(15,2),(15,13),-0.317123 # DEPENDENCYPART_SIBL
(15,2),(15,14),-0.018106 # DEPENDENCYPART_SIBL
(15,2),(15,16),-0.00283849 # DEPENDENCYPART_SIBL
(15,2),(15,17),-0.00922078 # DEPENDENCYPART_SIBL
(15,2),(15,18),0.00337853 # DEPENDENCYPART_SIBL
(15,2),(15,19),-0.0319549 # DEPENDENCYPART_SIBL
(15,2),(15,21),0.00337853 # DEPENDENCYPART_SIBL
(15,2),(15,22),0.00790367 # DEPENDENCYPART_SIBL
(15,2),(15,23),0.041682 # DEPENDENCYPART_SIBL
(15,3),(15,4),0.0621108 # DEPENDENCYPART_SIBL
(15,3),(15,5),0.419854 # DEPENDENCYPART_SIBL
(15,3),(15,6),-0.0650857 # DEPENDENCYPART_SIBL
(15,3),(15,7),-0.0504274 # DEPENDENCYPART_SIBL
(15,3),(15,8),0.419854 # DEPENDENCYPART_SIBL
(15,3),(15,9),-0.270863 # DEPENDENCYPART_SIBL
(15,3),(15,10),-0.0695532 # DEPENDENCYPART_SIBL
(15,3),(15,11),-0.0504274 # DEPENDENCYPART_SIBL
(15,3),(15,12),0.313879 # DEPENDENCYPART_SIBL
(15,3),(15,13),-0.353507 # DEPENDENCYPART_SIBL
(15,3),(15,14),-0.0504274 # DEPENDENCYPART_SIBL
(15,3),(15,16),-0.0137764 # DEPENDENCYPART_SIBL
(15,3),(15,17),0.00314774 # DEPENDENCYPART_SIBL
(15,3),(15,18),-0.00602675 # DEPENDENCYPART_SIBL
(15,3),(15,19),0.00796167 # DEPENDENCYPART_SIBL
(15,3),(15,21),-0.00602675 # DEPENDENCYPART_SIBL
(15,3),(15,22),0.0347212 # DEPENDENCYPART_SIBL
(15,3),(15,23),0.121936 # DEPENDENCYPART_SIBL
(15,4),(15,5),0.199917 # DEPENDENCYPART_SIBL
(15,4),(15,6),-0.0107309 # DEPENDENCYPART_SIBL
(15,4),(15,7),0.0963955 # DEPENDENCYPART_SIBL
(15,4),(15,8),0.199917 # DEPENDENCYPART_SIBL
(15,4),(15,9),-0.348046 # DEPENDENCYPART_SIBL
(15,4),(15,10),-0.0117931 # DEPENDENCYPART_SIBL
(15,4),(15,11),0.0963955 # DEPENDENCYPART_SIBL
(15,4),(15,12),0.0614325 # DEPENDENCYPART_SIBL
(15,4),(15,13),-0.417148 # DEPENDENCYPART_SIBL
(15,4),(15,14),0.0963955 # DEPENDENCYPART_SIBL
(15,4),(15,16),0.0452271 # DEPENDENCYPART_SIBL
(15,4),(15,17),0.0460565 # DEPENDENCYPART_SIBL
(15,4),(15,18),0.0340956 # DEPENDENCYPART_SIBL
(15,4),(15,19),-0.00954544 # DEPENDENCYPART_SIBL
(15,4),(15,21),0.0340956 # DEPENDENCYPART_SIBL
(15,4),(15,22),0.0633584 # DEPENDENCYPART_SIBL
(15,4),(15,23),0.121569 # DEPENDENCYPART_SIBL
(15,5),(15,6),-0.0277582 # DEPENDENCYPART_SIBL
(15,5),(15,7),-0.0200475 # DEPENDENCYPART_SIBL
(15,5),(15,8),0.872954 # DEPENDENCYPART_SIBL
(15,5),(15,9),-0.297081 # DEPENDENCYPART_SIBL
(15,5),(15,10),-0.0343832 # DEPENDENCYPART_SIBL
(15,5),(15,11),-0.0200475 # DEPENDENCYPART_SIBL
(15,5),(15,12),0.00488246 # DEPENDENCYPART_SIBL
(15,5),(15,13),-0.38176 # DEPENDENCYPART_SIBL
(15,5),(15,14),-0.0200475 # DEPENDENCYPART_SIBL
(15,5),(15,16),-0.056362 # DEPENDENCYPART_SIBL
(15,5),(15,17),-0.0615946 # DEPENDENCYPART_SIBL
(15,5),(15,18),-0.0330674 # DEPENDENCYPART_SIBL
(15,5),(15,19),-0.0486886 # DEPENDENCYPART_SIBL
(15,5),(15,21),-0.0330674 # DEPENDENCYPART_SIBL
(15,5),(15,22),-0.0450236 # DEPENDENCYPART_SIBL
(15,5),(15,23),-0.0415529 # DEPENDENCYPART_SIBL
(15,6),(15,7),-0.00667759 # DEPENDENCYPART_SIBL
(15,6),(15,8),0.523515 # DEPENDENCYPART_SIBL
(15,6),(15,9),-0.564145 # DEPENDENCYPART_SIBL
(15,6),(15,10),0.0013774 # DEPENDENCYPART_SIBL
(15,6),(15,11),-0.00667759 # DEPENDENCYPART_SIBL
(15,6),(15,12),0.437199 # DEPENDENCYPART_SIBL
(15,6),(15,13),-0.666221 # DEPENDENCYPART_SIBL
(15,6),(15,14),-0.00667759 # DEPENDENCYPART_SIBL
(15,6),(15,16),-0.0329548 # DEPENDENCYPART_SIBL
(15,6),(15,17),-0.00765431 # DEPENDENCYPART_SIBL
(15,6),(15,18),-0.00415825 # DEPENDENCYPART_SIBL
(15,6),(15,19),-0.0388123 # DEPENDENCYPART_SIBL
(15,6),(15,21),-0.00415825 # DEPENDENCYPART_SIBL
(15,6),(15,22),-0.0382558 # DEPENDENCYPART_SIBL
(15,6),(15,23),-0.0052772 # DEPENDENCYPART_SIBL
(15,7),(15,8),0.481184 # DEPENDENCYPART_SIBL
(15,7),(15,9),-0.269111 # DEPENDENCYPART_SIBL
(15,7),(15,10),0.0390308 # DEPENDENCYPART_SIBL
(15,7),(15,11),-0.018106 # DEPENDENCYPART_SIBL
(15,7),(15,12),0.641687 # DEPENDENCYPART_SIBL
(15,7),(15,13),-0.317123 # DEPENDENCYPART_SIBL
(15,7),(15,14),-0.018106 # DEPENDENCYPART_SIBL
(15,7),(15,16),-0.00283849 # DEPENDENCYPART_SIBL
(15,7),(15,17),-0.00922078 # DEPENDENCYPART_SIBL
(15,7),(15,18),0.00337853 # DEPENDENCYPART_SIBL
(15,7),(15,19),-0.0319549 # DEPENDENCYPART_SIBL
(15,7),(15,21),0.00337853 # DEPENDENCYPART_SIBL
(15,7),(15,22),0.00790367 # DEPENDENCYPART_SIBL
(15,7),(15,23),0.041682 # DEPENDENCYPART_SIBL
(15,8),(15,9),-0.297081 # DEPENDENCYPART_SIBL
(15,8),(15,10),-0.0343832 # DEPENDENCYPART_SIBL
(15,8),(15,11),-0.0200475 # DEPENDENCYPART_SIBL
(15,8),(15,12),0.00488246 # DEPENDENCYPART_SIBL
(15,8),(15,13),-0.38176 # DEPENDENCYPART_SIBL
(15,8),(15,14),-0.0200475 # DEPENDENCYPART_SIBL
(15,8),(15,16),-0.056362 # DEPENDENCYPART_SIBL
(15,8),(15,17),-0.0615946 # DEPENDENCYPART_SIBL
(15,8),(15,18),-0.0330674 # DEPENDENCYPART_SIBL
(15,8),(15,19),-0.0486886 # DEPENDENCYPART_SIBL
(15,8),(15,21),-0.0330674 # DEPENDENCYPART_SIBL
(15,8),(15,22),-0.0450236 # DEPENDENCYPART_SIBL
(15,8),(15,23),-0.0415529 # DEPENDENCYPART_SIBL
(15,9),(15,10),0.177655 # DEPENDENCYPART_SIBL
(15,9),(15,11),0.000855746 # DEPENDENCYPART_SIBL
(15,9),(15,12),0.213182 # DEPENDENCYPART_SIBL
(15,9),(15,13),-0.542227 # DEPENDENCYPART_SIBL
(15,9),(15,14),0.000855746 # DEPENDENCYPART_SIBL
(15,9),(15,16),-0.0165824 # DEPENDENCYPART_SIBL
(15,9),(15,17),-0.0207349 # DEPENDENCYPART_SIBL
(15,9),(15,18),-0.00571552 # DEPENDENCYPART_SIBL
(15,9),(15,19),-0.0446204 # DEPENDENCYPART_SIBL
(15,9),(15,21),-0.00571552 # DEPENDENCYPART_SIBL
(15,9),(15,22),-0.0121307 # DEPENDENCYPART_SIBL
(15,9),(15,23),-0.0202729 # DEPENDENCYPART_SIBL
(15,10),(15,11),-0.0162944 # DEPENDENCYPART_SIBL
(15,10),(15,12),0.434995 # DEPENDENCYPART_SIBL
(15,10),(15,13),-0.670526 # DEPENDENCYPART_SIBL
(15,10),(15,14),-0.0162944 # DEPENDENCYPART_SIBL
(15,10),(15,16),-0.0347977 # DEPENDENCYPART_SIBL
(15,10),(15,17),-0.0092312 # DEPENDENCYPART_SIBL
(15,10),(15,18),-0.00668251 # DEPENDENCYPART_SIBL
(15,10),(15,19),-0.0406625 # DEPENDENCYPART_SIBL
(15,10),(15,21),-0.00668251 # DEPENDENCYPART_SIBL
(15,10),(15,22),-0.0401162 # DEPENDENCYPART_SIBL
(15,10),(15,23),-0.00594409 # DEPENDENCYPART_SIBL
(15,11),(15,12),0.641687 # DEPENDENCYPART_SIBL
(15,11),(15,13),-0.317123 # DEPENDENCYPART_SIBL
(15,11),(15,14),-0.018106 # DEPENDENCYPART_SIBL
(15,11),(15,16),-0.00283849 # DEPENDENCYPART_SIBL
(15,11),(15,17),-0.00922078 # DEPENDENCYPART_SIBL
(15,11),(15,18),0.00337853 # DEPENDENCYPART_SIBL
(15,11),(15,19),-0.0319549 # DEPENDENCYPART_SIBL
(15,11),(15,21),0.00337853 # DEPENDENCYPART_SIBL
(15,11),(15,22),0.00790367 # DEPENDENCYPART_SIBL
(15,11),(15,23),0.041682 # DEPENDENCYPART_SIBL
(15,12),(15,13),-0.408123 # DEPENDENCYPART_SIBL
(15,12),(15,14),0.0569251 # DEPENDENCYPART_SIBL
(15,12),(15,16),-0.0346477 # DEPENDENCYPART_SIBL
(15,12),(15,17),-0.0290407 # DEPENDENCYPART_SIBL
(15,12),(15,18),-0.00844461 # DEPENDENCYPART_SIBL
(15,12),(15,19),-0.0479948 # DEPENDENCYPART_SIBL
(15,12),(15,21),-0.00844461 # DEPENDENCYPART_SIBL
(15,12),(15,22),-0.0298393 # DEPENDENCYPART_SIBL
(15,12),(15,23),0.0238545 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.0129962 # DEPENDENCYPART_SIBL
(15,13),(15,16),-0.00907785 # DEPENDENCYPART_SIBL
(15,13),(15,17),-0.0377026 # DEPENDENCYPART_SIBL
(15,13),(15,18),-0.00331961 # DEPENDENCYPART_SIBL
(15,13),(15,19),-0.0730723 # DEPENDENCYPART_SIBL
(15,13),(15,21),-0.00331961 # DEPENDENCYPART_SIBL
(15,13),(15,22),0.00859944 # DEPENDENCYPART_SIBL
(15,13),(15,23),-0.0285178 # DEPENDENCYPART_SIBL
(15,14),(15,16),-0.00283849 # DEPENDENCYPART_SIBL
(15,14),(15,17),-0.00922078 # DEPENDENCYPART_SIBL
(15,14),(15,18),0.00337853 # DEPENDENCYPART_SIBL
(15,14),(15,19),-0.0319549 # DEPENDENCYPART_SIBL
(15,14),(15,21),0.00337853 # DEPENDENCYPART_SIBL
(15,14),(15,22),0.00790367 # DEPENDENCYPART_SIBL
(15,14),(15,23),0.041682 # DEPENDENCYPART_SIBL
(15,16),(15,17),0.182954 # DEPENDENCYPART_SIBL
(15,16),(15,18),0.342981 # DEPENDENCYPART_SIBL
(15,16),(15,19),0.00563924 # DEPENDENCYPART_SIBL
(15,16),(15,21),0.342981 # DEPENDENCYPART_SIBL
(15,16),(15,22),0.431597 # DEPENDENCYPART_SIBL
(15,16),(15,23),0.0787788 # DEPENDENCYPART_SIBL
(15,17),(15,18),0.0160774 # DEPENDENCYPART_SIBL
(15,17),(15,19),-0.0157284 # DEPENDENCYPART_SIBL
(15,17),(15,21),0.0160774 # DEPENDENCYPART_SIBL
(15,17),(15,22),0.00364272 # DEPENDENCYPART_SIBL
(15,17),(15,23),0.0698354 # DEPENDENCYPART_SIBL
(15,18),(15,19),-0.013255 # DEPENDENCYPART_SIBL
(15,18),(15,21),0.00471394 # DEPENDENCYPART_SIBL
(15,18),(15,22),0.0593376 # DEPENDENCYPART_SIBL
(15,18),(15,23),0.0485651 # DEPENDENCYPART_SIBL
(15,19),(15,21),-0.0141613 # DEPENDENCYPART_SIBL
(15,19),(15,22),0.0211697 # DEPENDENCYPART_SIBL
(15,19),(15,23),0.0434864 # DEPENDENCYPART_SIBL
(15,21),(15,22),0.0593376 # DEPENDENCYPART_SIBL
(15,21),(15,23),0.0485651 # DEPENDENCYPART_SIBL
(15,22),(15,23),0.213907 # DEPENDENCYPART_SIBL
(17,18),(17,19),0.0342505 # DEPENDENCYPART_SIBL
(17,18),(17,21),0.00794891 # DEPENDENCYPART_SIBL
(17,19),(17,21),-0.0112099 # DEPENDENCYPART_SIBL
(18,5),(18,7),-0.0200475 # DEPENDENCYPART_SIBL
(18,5),(18,9),-0.297081 # DEPENDENCYPART_SIBL
(18,5),(18,11),-0.0200475 # DEPENDENCYPART_SIBL
(18,5),(18,12),0.00488246 # DEPENDENCYPART_SIBL
(18,5),(18,13),-0.38176 # DEPENDENCYPART_SIBL
(18,5),(18,14),-0.0200475 # DEPENDENCYPART_SIBL
(18,5),(18,15),-0.0200475 # DEPENDENCYPART_SIBL
(18,5),(18,16),0.00488246 # DEPENDENCYPART_SIBL
(18,5),(18,17),-0.0294542 # DEPENDENCYPART_SIBL
(18,5),(18,19),-0.0486886 # DEPENDENCYPART_SIBL
(18,5),(18,21),-0.0330674 # DEPENDENCYPART_SIBL
(18,7),(18,9),-0.269111 # DEPENDENCYPART_SIBL
(18,7),(18,11),-0.018106 # DEPENDENCYPART_SIBL
(18,7),(18,12),0.641687 # DEPENDENCYPART_SIBL
(18,7),(18,13),-0.317123 # DEPENDENCYPART_SIBL
(18,7),(18,14),-0.018106 # DEPENDENCYPART_SIBL
(18,7),(18,15),-0.018106 # DEPENDENCYPART_SIBL
(18,7),(18,16),0.641687 # DEPENDENCYPART_SIBL
(18,7),(18,17),0.0247669 # DEPENDENCYPART_SIBL
(18,7),(18,19),-0.0319549 # DEPENDENCYPART_SIBL
(18,7),(18,21),0.00337853 # DEPENDENCYPART_SIBL
(18,9),(18,11),0.000855746 # DEPENDENCYPART_SIBL
(18,9),(18,12),0.213182 # DEPENDENCYPART_SIBL
(18,9),(18,13),-0.542227 # DEPENDENCYPART_SIBL
(18,9),(18,14),0.000855746 # DEPENDENCYPART_SIBL
(18,9),(18,15),0.000855746 # DEPENDENCYPART_SIBL
(18,9),(18,16),0.213182 # DEPENDENCYPART_SIBL
(18,9),(18,17),0.0107165 # DEPENDENCYPART_SIBL
(18,9),(18,19),-0.0446204 # DEPENDENCYPART_SIBL
(18,9),(18,21),-0.00571552 # DEPENDENCYPART_SIBL
(18,11),(18,12),0.641687 # DEPENDENCYPART_SIBL
(18,11),(18,13),-0.317123 # DEPENDENCYPART_SIBL
(18,11),(18,14),-0.018106 # DEPENDENCYPART_SIBL
(18,11),(18,15),-0.018106 # DEPENDENCYPART_SIBL
(18,11),(18,16),0.641687 # DEPENDENCYPART_SIBL
(18,11),(18,17),0.0247669 # DEPENDENCYPART_SIBL
(18,11),(18,19),-0.0319549 # DEPENDENCYPART_SIBL
(18,11),(18,21),0.00337853 # DEPENDENCYPART_SIBL
(18,12),(18,13),-0.408123 # DEPENDENCYPART_SIBL
(18,12),(18,14),0.0569251 # DEPENDENCYPART_SIBL
(18,12),(18,15),0.0569251 # DEPENDENCYPART_SIBL
(18,12),(18,16),0.0456326 # DEPENDENCYPART_SIBL
(18,12),(18,17),-0.0596225 # DEPENDENCYPART_SIBL
(18,12),(18,19),-0.0479948 # DEPENDENCYPART_SIBL
(18,12),(18,21),-0.00844461 # DEPENDENCYPART_SIBL
(18,13),(18,14),0.0129962 # DEPENDENCYPART_SIBL
(18,13),(18,15),0.0129962 # DEPENDENCYPART_SIBL
(18,13),(18,16),0.190771 # DEPENDENCYPART_SIBL
(18,13),(18,17),-0.0123681 # DEPENDENCYPART_SIBL
(18,13),(18,19),-0.0730723 # DEPENDENCYPART_SIBL
(18,13),(18,21),-0.00331961 # DEPENDENCYPART_SIBL
(18,14),(18,15),-0.018106 # DEPENDENCYPART_SIBL
(18,14),(18,16),0.641687 # DEPENDENCYPART_SIBL
(18,14),(18,17),0.0247669 # DEPENDENCYPART_SIBL
(18,14),(18,19),-0.0319549 # DEPENDENCYPART_SIBL
(18,14),(18,21),0.00337853 # DEPENDENCYPART_SIBL
(18,15),(18,16),0.641687 # DEPENDENCYPART_SIBL
(18,15),(18,17),0.0247669 # DEPENDENCYPART_SIBL
(18,15),(18,19),-0.0319549 # DEPENDENCYPART_SIBL
(18,15),(18,21),0.00337853 # DEPENDENCYPART_SIBL
(18,16),(18,17),-0.0596225 # DEPENDENCYPART_SIBL
(18,16),(18,19),-0.0479948 # DEPENDENCYPART_SIBL
(18,16),(18,21),-0.00844461 # DEPENDENCYPART_SIBL
(18,17),(18,19),-0.0333022 # DEPENDENCYPART_SIBL
(18,17),(18,21),0.00766447 # DEPENDENCYPART_SIBL
(18,19),(18,21),-0.0141613 # DEPENDENCYPART_SIBL
(19,3),(19,4),0.0403532 # DEPENDENCYPART_SIBL
(19,3),(19,5),0.0265463 # DEPENDENCYPART_SIBL
(19,3),(19,6),-0.0315524 # DEPENDENCYPART_SIBL
(19,3),(19,7),0.0165363 # DEPENDENCYPART_SIBL
(19,3),(19,8),0.0265463 # DEPENDENCYPART_SIBL
(19,3),(19,10),-0.0305224 # DEPENDENCYPART_SIBL
(19,3),(19,11),0.0165363 # DEPENDENCYPART_SIBL
(19,3),(19,12),0.267251 # DEPENDENCYPART_SIBL
(19,3),(19,14),0.0165363 # DEPENDENCYPART_SIBL
(19,3),(19,15),0.0165363 # DEPENDENCYPART_SIBL
(19,3),(19,16),0.267251 # DEPENDENCYPART_SIBL
(19,3),(19,17),-0.0467354 # DEPENDENCYPART_SIBL
(19,3),(19,18),0.0165363 # DEPENDENCYPART_SIBL
(19,3),(19,20),-0.0356673 # DEPENDENCYPART_SIBL
(19,3),(19,21),-0.0138631 # DEPENDENCYPART_SIBL
(19,3),(19,22),0.0705856 # DEPENDENCYPART_SIBL
(19,3),(19,23),0.0218177 # DEPENDENCYPART_SIBL
(19,4),(19,5),-0.132773 # DEPENDENCYPART_SIBL
(19,4),(19,6),0.0510739 # DEPENDENCYPART_SIBL
(19,4),(19,7),0.184648 # DEPENDENCYPART_SIBL
(19,4),(19,8),-0.132773 # DEPENDENCYPART_SIBL
(19,4),(19,10),0.0593842 # DEPENDENCYPART_SIBL
(19,4),(19,11),0.184648 # DEPENDENCYPART_SIBL
(19,4),(19,12),0.122425 # DEPENDENCYPART_SIBL
(19,4),(19,14),0.184648 # DEPENDENCYPART_SIBL
(19,4),(19,15),0.184648 # DEPENDENCYPART_SIBL
(19,4),(19,16),0.122425 # DEPENDENCYPART_SIBL
(19,4),(19,17),0.0619412 # DEPENDENCYPART_SIBL
(19,4),(19,18),0.184648 # DEPENDENCYPART_SIBL
(19,4),(19,20),0.00693465 # DEPENDENCYPART_SIBL
(19,4),(19,21),0.162393 # DEPENDENCYPART_SIBL
(19,4),(19,22),0.0640317 # DEPENDENCYPART_SIBL
(19,4),(19,23),0.0495765 # DEPENDENCYPART_SIBL
(19,5),(19,6),0.0244019 # DEPENDENCYPART_SIBL
(19,5),(19,7),0.112473 # DEPENDENCYPART_SIBL
(19,5),(19,8),0.347477 # DEPENDENCYPART_SIBL
(19,5),(19,10),0.0251511 # DEPENDENCYPART_SIBL
(19,5),(19,11),0.112473 # DEPENDENCYPART_SIBL
(19,5),(19,12),0.0236686 # DEPENDENCYPART_SIBL
(19,5),(19,14),0.112473 # DEPENDENCYPART_SIBL
(19,5),(19,15),0.112473 # DEPENDENCYPART_SIBL
(19,5),(19,16),0.0236686 # DEPENDENCYPART_SIBL
(19,5),(19,17),-0.0026783 # DEPENDENCYPART_SIBL
(19,5),(19,18),0.112473 # DEPENDENCYPART_SIBL
(19,5),(19,20),0.00841274 # DEPENDENCYPART_SIBL
(19,5),(19,21),0.0959642 # DEPENDENCYPART_SIBL
(19,5),(19,22),0.103211 # DEPENDENCYPART_SIBL
(19,5),(19,23),-0.0246666 # DEPENDENCYPART_SIBL
(19,6),(19,7),0.0847902 # DEPENDENCYPART_SIBL
(19,6),(19,8),-0.0285933 # DEPENDENCYPART_SIBL
(19,6),(19,10),0.00787673 # DEPENDENCYPART_SIBL
(19,6),(19,11),0.0847902 # DEPENDENCYPART_SIBL
(19,6),(19,12),0.157125 # DEPENDENCYPART_SIBL
(19,6),(19,14),0.0847902 # DEPENDENCYPART_SIBL
(19,6),(19,15),0.0847902 # DEPENDENCYPART_SIBL
(19,6),(19,16),0.157125 # DEPENDENCYPART_SIBL
(19,6),(19,17),-0.0119242 # DEPENDENCYPART_SIBL
(19,6),(19,18),0.0847902 # DEPENDENCYPART_SIBL
(19,6),(19,20),0.0161096 # DEPENDENCYPART_SIBL
(19,6),(19,21),0.0517455 # DEPENDENCYPART_SIBL
(19,6),(19,22),0.03732 # DEPENDENCYPART_SIBL
(19,6),(19,23),0.0599347 # DEPENDENCYPART_SIBL
(19,7),(19,8),-0.0835849 # DEPENDENCYPART_SIBL
(19,7),(19,10),0.0126281 # DEPENDENCYPART_SIBL
(19,7),(19,11),0.0536145 # DEPENDENCYPART_SIBL
(19,7),(19,12),0.216062 # DEPENDENCYPART_SIBL
(19,7),(19,14),0.0536145 # DEPENDENCYPART_SIBL
(19,7),(19,15),0.0536145 # DEPENDENCYPART_SIBL
(19,7),(19,16),0.216062 # DEPENDENCYPART_SIBL
(19,7),(19,17),-0.0242828 # DEPENDENCYPART_SIBL
(19,7),(19,18),0.0536145 # DEPENDENCYPART_SIBL
(19,7),(19,20),0.0225978 # DEPENDENCYPART_SIBL
(19,7),(19,21),0.168785 # DEPENDENCYPART_SIBL
(19,7),(19,22),0.0267852 # DEPENDENCYPART_SIBL
(19,7),(19,23),0.0788592 # DEPENDENCYPART_SIBL
(19,8),(19,10),0.0251511 # DEPENDENCYPART_SIBL
(19,8),(19,11),0.112473 # DEPENDENCYPART_SIBL
(19,8),(19,12),0.0236686 # DEPENDENCYPART_SIBL
(19,8),(19,14),0.112473 # DEPENDENCYPART_SIBL
(19,8),(19,15),0.112473 # DEPENDENCYPART_SIBL
(19,8),(19,16),0.0236686 # DEPENDENCYPART_SIBL
(19,8),(19,17),-0.0026783 # DEPENDENCYPART_SIBL
(19,8),(19,18),0.112473 # DEPENDENCYPART_SIBL
(19,8),(19,20),0.00841274 # DEPENDENCYPART_SIBL
(19,8),(19,21),0.0959642 # DEPENDENCYPART_SIBL
(19,8),(19,22),0.103211 # DEPENDENCYPART_SIBL
(19,8),(19,23),-0.0246666 # DEPENDENCYPART_SIBL
(19,10),(19,11),0.0821055 # DEPENDENCYPART_SIBL
(19,10),(19,12),0.158138 # DEPENDENCYPART_SIBL
(19,10),(19,14),0.0821055 # DEPENDENCYPART_SIBL
(19,10),(19,15),0.0821055 # DEPENDENCYPART_SIBL
(19,10),(19,16),0.158138 # DEPENDENCYPART_SIBL
(19,10),(19,17),-0.0119176 # DEPENDENCYPART_SIBL
(19,10),(19,18),0.0821055 # DEPENDENCYPART_SIBL
(19,10),(19,20),0.0161612 # DEPENDENCYPART_SIBL
(19,10),(19,21),0.0512907 # DEPENDENCYPART_SIBL
(19,10),(19,22),0.0372563 # DEPENDENCYPART_SIBL
(19,10),(19,23),0.06093 # DEPENDENCYPART_SIBL
(19,11),(19,12),0.216062 # DEPENDENCYPART_SIBL
(19,11),(19,14),0.0536145 # DEPENDENCYPART_SIBL
(19,11),(19,15),0.0536145 # DEPENDENCYPART_SIBL
(19,11),(19,16),0.216062 # DEPENDENCYPART_SIBL
(19,11),(19,17),-0.0242828 # DEPENDENCYPART_SIBL
(19,11),(19,18),0.0536145 # DEPENDENCYPART_SIBL
(19,11),(19,20),0.0225978 # DEPENDENCYPART_SIBL
(19,11),(19,21),0.168785 # DEPENDENCYPART_SIBL
(19,11),(19,22),0.0267852 # DEPENDENCYPART_SIBL
(19,11),(19,23),0.0788592 # DEPENDENCYPART_SIBL
(19,12),(19,14),0.0791384 # DEPENDENCYPART_SIBL
(19,12),(19,15),0.0791384 # DEPENDENCYPART_SIBL
(19,12),(19,16),-0.0682486 # DEPENDENCYPART_SIBL
(19,12),(19,17),-0.0584502 # DEPENDENCYPART_SIBL
(19,12),(19,18),0.0791384 # DEPENDENCYPART_SIBL
(19,12),(19,20),0.00383567 # DEPENDENCYPART_SIBL
(19,12),(19,21),0.0665909 # DEPENDENCYPART_SIBL
(19,12),(19,22),0.105899 # DEPENDENCYPART_SIBL
(19,12),(19,23),0.0859528 # DEPENDENCYPART_SIBL
(19,14),(19,15),0.0536145 # DEPENDENCYPART_SIBL
(19,14),(19,16),0.216062 # DEPENDENCYPART_SIBL
