# _root_ Az érdekvédők továbbra is ragaszkodtak ahhoz , hogy az ÉT még április 9. , a részben helyébe lépő Gazdasági_Tanács összehívása előtt üljön össze .
#goldHeads=2,5,5,5,0,5,5,5,10,22,22,13,21,21,19,18,18,19,20,21,22,6,22,5,
#predictedHeads=2,5,5,5,0,5,5,5,10,13,13,13,5,22,19,18,18,19,20,21,22,6,22,5,
(11,5),(11,16),0.0187104 # DEPENDENCYPART_SIBL
(11,5),(11,19),0.101931 # DEPENDENCYPART_SIBL
(11,5),(11,21),0.0123112 # DEPENDENCYPART_SIBL
(11,5),(11,22),0.0406816 # DEPENDENCYPART_SIBL
(11,5),(11,24),0.106554 # DEPENDENCYPART_SIBL
(11,8),(11,10),0.0581271 # DEPENDENCYPART_SIBL
(11,8),(11,12),0.0696411 # DEPENDENCYPART_SIBL
(11,8),(11,13),0.0696792 # DEPENDENCYPART_SIBL
(11,8),(11,14),-0.0579201 # DEPENDENCYPART_SIBL
(11,8),(11,16),-0.0121635 # DEPENDENCYPART_SIBL
(11,8),(11,19),0.0696792 # DEPENDENCYPART_SIBL
(11,8),(11,21),0.0103173 # DEPENDENCYPART_SIBL
(11,8),(11,22),-0.0324135 # DEPENDENCYPART_SIBL
(11,8),(11,24),0.0735721 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.10177 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.104378 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.00462929 # DEPENDENCYPART_SIBL
(11,10),(11,16),0.0377081 # DEPENDENCYPART_SIBL
(11,10),(11,19),0.104378 # DEPENDENCYPART_SIBL
(11,10),(11,21),0.021467 # DEPENDENCYPART_SIBL
(11,10),(11,22),0.00423441 # DEPENDENCYPART_SIBL
(11,10),(11,24),0.000936853 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.0167717 # DEPENDENCYPART_SIBL
(11,12),(11,14),0.0310407 # DEPENDENCYPART_SIBL
(11,12),(11,16),0.0737077 # DEPENDENCYPART_SIBL
(11,12),(11,19),-0.0167717 # DEPENDENCYPART_SIBL
(11,12),(11,21),0.0486907 # DEPENDENCYPART_SIBL
(11,12),(11,22),0.0125296 # DEPENDENCYPART_SIBL
(11,12),(11,24),-0.0514176 # DEPENDENCYPART_SIBL
(11,13),(11,14),0.0338729 # DEPENDENCYPART_SIBL
(11,13),(11,16),0.0739154 # DEPENDENCYPART_SIBL
(11,13),(11,19),-0.0159816 # DEPENDENCYPART_SIBL
(11,13),(11,21),0.0487192 # DEPENDENCYPART_SIBL
(11,13),(11,22),0.0127522 # DEPENDENCYPART_SIBL
(11,13),(11,24),-0.0497837 # DEPENDENCYPART_SIBL
(11,14),(11,16),0.158079 # DEPENDENCYPART_SIBL
(11,14),(11,19),0.000332769 # DEPENDENCYPART_SIBL
(11,14),(11,21),0.0154719 # DEPENDENCYPART_SIBL
(11,14),(11,22),0.228259 # DEPENDENCYPART_SIBL
(11,14),(11,24),0.0160359 # DEPENDENCYPART_SIBL
(11,16),(11,19),0.0412948 # DEPENDENCYPART_SIBL
(11,16),(11,21),0.0618881 # DEPENDENCYPART_SIBL
(11,16),(11,22),0.021424 # DEPENDENCYPART_SIBL
(11,16),(11,24),0.0139924 # DEPENDENCYPART_SIBL
(11,19),(11,21),0.0487192 # DEPENDENCYPART_SIBL
(11,19),(11,22),0.0127522 # DEPENDENCYPART_SIBL
(11,19),(11,24),-0.0497837 # DEPENDENCYPART_SIBL
(11,21),(11,22),-0.00805601 # DEPENDENCYPART_SIBL
(11,21),(11,24),-0.00460002 # DEPENDENCYPART_SIBL
(11,22),(11,24),0.0150799 # DEPENDENCYPART_SIBL
(12,6),(12,7),0.33049 # DEPENDENCYPART_SIBL
(12,6),(12,8),0.212377 # DEPENDENCYPART_SIBL
(12,6),(12,9),0.0851145 # DEPENDENCYPART_SIBL
(12,6),(12,10),-0.0383026 # DEPENDENCYPART_SIBL
(12,6),(12,11),0.14416 # DEPENDENCYPART_SIBL
(12,6),(12,22),0.0226753 # DEPENDENCYPART_SIBL
(12,7),(12,8),0.105302 # DEPENDENCYPART_SIBL
(12,7),(12,9),-0.27355 # DEPENDENCYPART_SIBL
(12,7),(12,10),0.0519612 # DEPENDENCYPART_SIBL
(12,7),(12,11),0.116889 # DEPENDENCYPART_SIBL
(12,7),(12,22),-0.0281225 # DEPENDENCYPART_SIBL
(12,8),(12,9),-0.287473 # DEPENDENCYPART_SIBL
(12,8),(12,10),-0.0993591 # DEPENDENCYPART_SIBL
(12,8),(12,11),0.0330469 # DEPENDENCYPART_SIBL
(12,8),(12,22),-0.00330431 # DEPENDENCYPART_SIBL
(12,9),(12,10),-0.0152993 # DEPENDENCYPART_SIBL
(12,9),(12,11),0.0118292 # DEPENDENCYPART_SIBL
(12,9),(12,22),-0.0122133 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.222859 # DEPENDENCYPART_SIBL
(12,10),(12,22),0.007512 # DEPENDENCYPART_SIBL
(12,11),(12,22),0.0634931 # DEPENDENCYPART_SIBL
(13,2),(13,3),0.172567 # DEPENDENCYPART_SIBL
(13,2),(13,4),0.354824 # DEPENDENCYPART_SIBL
(13,2),(13,5),0.153199 # DEPENDENCYPART_SIBL
(13,2),(13,6),0.041017 # DEPENDENCYPART_SIBL
(13,2),(13,7),0.641687 # DEPENDENCYPART_SIBL
(13,2),(13,8),0.413639 # DEPENDENCYPART_SIBL
(13,2),(13,9),-0.269111 # DEPENDENCYPART_SIBL
(13,2),(13,10),-0.018106 # DEPENDENCYPART_SIBL
(13,2),(13,11),0.220915 # DEPENDENCYPART_SIBL
(13,2),(13,12),-0.04915 # DEPENDENCYPART_SIBL
(13,2),(13,14),-0.00283849 # DEPENDENCYPART_SIBL
(13,2),(13,17),0.00494322 # DEPENDENCYPART_SIBL
(13,2),(13,19),0.00337853 # DEPENDENCYPART_SIBL
(13,2),(13,20),0.00337853 # DEPENDENCYPART_SIBL
(13,2),(13,21),0.018719 # DEPENDENCYPART_SIBL
(13,2),(13,22),0.00765816 # DEPENDENCYPART_SIBL
(13,2),(13,24),0.041682 # DEPENDENCYPART_SIBL
(13,3),(13,4),0.131322 # DEPENDENCYPART_SIBL
(13,3),(13,5),0.065699 # DEPENDENCYPART_SIBL
(13,3),(13,6),0.0133576 # DEPENDENCYPART_SIBL
(13,3),(13,7),0.0498364 # DEPENDENCYPART_SIBL
(13,3),(13,8),0.11262 # DEPENDENCYPART_SIBL
(13,3),(13,9),-0.349957 # DEPENDENCYPART_SIBL
(13,3),(13,10),0.0293259 # DEPENDENCYPART_SIBL
(13,3),(13,11),0.129592 # DEPENDENCYPART_SIBL
(13,3),(13,12),0.0243445 # DEPENDENCYPART_SIBL
(13,3),(13,14),0.00814205 # DEPENDENCYPART_SIBL
(13,3),(13,17),0.0118792 # DEPENDENCYPART_SIBL
(13,3),(13,19),0.012936 # DEPENDENCYPART_SIBL
(13,3),(13,20),0.012936 # DEPENDENCYPART_SIBL
(13,3),(13,21),0.00825285 # DEPENDENCYPART_SIBL
(13,3),(13,22),0.0454885 # DEPENDENCYPART_SIBL
(13,3),(13,24),0.127082 # DEPENDENCYPART_SIBL
(13,4),(13,5),0.0972633 # DEPENDENCYPART_SIBL
(13,4),(13,6),-0.0626565 # DEPENDENCYPART_SIBL
(13,4),(13,7),-0.0113041 # DEPENDENCYPART_SIBL
(13,4),(13,8),0.0101659 # DEPENDENCYPART_SIBL
(13,4),(13,9),-0.315329 # DEPENDENCYPART_SIBL
(13,4),(13,10),-0.0543027 # DEPENDENCYPART_SIBL
(13,4),(13,11),0.00869744 # DEPENDENCYPART_SIBL
(13,4),(13,12),-0.0597845 # DEPENDENCYPART_SIBL
(13,4),(13,14),-0.00346144 # DEPENDENCYPART_SIBL
(13,4),(13,17),-0.0165882 # DEPENDENCYPART_SIBL
(13,4),(13,19),-0.0158065 # DEPENDENCYPART_SIBL
(13,4),(13,20),-0.0158065 # DEPENDENCYPART_SIBL
(13,4),(13,21),0.0200291 # DEPENDENCYPART_SIBL
(13,4),(13,22),0.0300014 # DEPENDENCYPART_SIBL
(13,4),(13,24),0.0872131 # DEPENDENCYPART_SIBL
(13,5),(13,6),-0.0145596 # DEPENDENCYPART_SIBL
(13,5),(13,7),0.313879 # DEPENDENCYPART_SIBL
(13,5),(13,8),0.101088 # DEPENDENCYPART_SIBL
(13,5),(13,9),-0.270863 # DEPENDENCYPART_SIBL
(13,5),(13,10),-0.0504275 # DEPENDENCYPART_SIBL
(13,5),(13,11),0.0621108 # DEPENDENCYPART_SIBL
(13,5),(13,12),-0.0530145 # DEPENDENCYPART_SIBL
(13,5),(13,14),-0.0137764 # DEPENDENCYPART_SIBL
(13,5),(13,17),-0.00602699 # DEPENDENCYPART_SIBL
(13,5),(13,19),-0.00602675 # DEPENDENCYPART_SIBL
(13,5),(13,20),-0.00602675 # DEPENDENCYPART_SIBL
(13,5),(13,21),-0.00375488 # DEPENDENCYPART_SIBL
(13,5),(13,22),0.035044 # DEPENDENCYPART_SIBL
(13,5),(13,24),0.121936 # DEPENDENCYPART_SIBL
(13,6),(13,7),0.332625 # DEPENDENCYPART_SIBL
(13,6),(13,8),0.213083 # DEPENDENCYPART_SIBL
(13,6),(13,9),0.0858176 # DEPENDENCYPART_SIBL
(13,6),(13,10),-0.0326664 # DEPENDENCYPART_SIBL
(13,6),(13,11),0.144863 # DEPENDENCYPART_SIBL
(13,6),(13,12),-0.0360812 # DEPENDENCYPART_SIBL
(13,6),(13,14),-0.00179651 # DEPENDENCYPART_SIBL
(13,6),(13,17),0.0164859 # DEPENDENCYPART_SIBL
(13,6),(13,19),0.0167579 # DEPENDENCYPART_SIBL
(13,6),(13,20),0.0167579 # DEPENDENCYPART_SIBL
(13,6),(13,21),0.0106088 # DEPENDENCYPART_SIBL
(13,6),(13,22),0.0227815 # DEPENDENCYPART_SIBL
(13,6),(13,24),0.0111227 # DEPENDENCYPART_SIBL
(13,7),(13,8),0.105326 # DEPENDENCYPART_SIBL
(13,7),(13,9),-0.273529 # DEPENDENCYPART_SIBL
(13,7),(13,10),0.0569245 # DEPENDENCYPART_SIBL
(13,7),(13,11),0.116909 # DEPENDENCYPART_SIBL
(13,7),(13,12),0.0266393 # DEPENDENCYPART_SIBL
(13,7),(13,14),-0.0346477 # DEPENDENCYPART_SIBL
(13,7),(13,17),-0.00887879 # DEPENDENCYPART_SIBL
(13,7),(13,19),-0.00844461 # DEPENDENCYPART_SIBL
(13,7),(13,20),-0.00844461 # DEPENDENCYPART_SIBL
(13,7),(13,21),-0.0201936 # DEPENDENCYPART_SIBL
(13,7),(13,22),-0.0278874 # DEPENDENCYPART_SIBL
(13,7),(13,24),0.0238545 # DEPENDENCYPART_SIBL
(13,8),(13,9),-0.287471 # DEPENDENCYPART_SIBL
(13,8),(13,10),-0.0944221 # DEPENDENCYPART_SIBL
(13,8),(13,11),0.0330491 # DEPENDENCYPART_SIBL
(13,8),(13,12),-0.100285 # DEPENDENCYPART_SIBL
(13,8),(13,14),-0.0401258 # DEPENDENCYPART_SIBL
(13,8),(13,17),-0.0117999 # DEPENDENCYPART_SIBL
(13,8),(13,19),-0.0114091 # DEPENDENCYPART_SIBL
(13,8),(13,20),-0.0114091 # DEPENDENCYPART_SIBL
(13,8),(13,21),-0.000959268 # DEPENDENCYPART_SIBL
(13,8),(13,22),-0.00319815 # DEPENDENCYPART_SIBL
(13,8),(13,24),0.0872952 # DEPENDENCYPART_SIBL
(13,9),(13,10),0.000855664 # DEPENDENCYPART_SIBL
(13,9),(13,11),0.0183099 # DEPENDENCYPART_SIBL
(13,9),(13,12),0.0254705 # DEPENDENCYPART_SIBL
(13,9),(13,14),-0.0165824 # DEPENDENCYPART_SIBL
(13,9),(13,17),-0.00571554 # DEPENDENCYPART_SIBL
(13,9),(13,19),-0.00571552 # DEPENDENCYPART_SIBL
(13,9),(13,20),-0.00571552 # DEPENDENCYPART_SIBL
(13,9),(13,21),-0.0227179 # DEPENDENCYPART_SIBL
(13,9),(13,22),-0.0121052 # DEPENDENCYPART_SIBL
(13,9),(13,24),-0.0202729 # DEPENDENCYPART_SIBL
(13,10),(13,11),0.223375 # DEPENDENCYPART_SIBL
(13,10),(13,12),-0.0489294 # DEPENDENCYPART_SIBL
(13,10),(13,14),-0.0028385 # DEPENDENCYPART_SIBL
(13,10),(13,17),0.00270519 # DEPENDENCYPART_SIBL
(13,10),(13,19),0.0011405 # DEPENDENCYPART_SIBL
(13,10),(13,20),0.0011405 # DEPENDENCYPART_SIBL
(13,10),(13,21),0.018719 # DEPENDENCYPART_SIBL
(13,10),(13,22),0.00765814 # DEPENDENCYPART_SIBL
(13,10),(13,24),0.041682 # DEPENDENCYPART_SIBL
(13,11),(13,12),0.0914089 # DEPENDENCYPART_SIBL
(13,11),(13,14),0.0452271 # DEPENDENCYPART_SIBL
(13,11),(13,17),0.0330388 # DEPENDENCYPART_SIBL
(13,11),(13,19),0.0340956 # DEPENDENCYPART_SIBL
(13,11),(13,20),0.0340956 # DEPENDENCYPART_SIBL
(13,11),(13,21),0.0137013 # DEPENDENCYPART_SIBL
(13,11),(13,22),0.0638294 # DEPENDENCYPART_SIBL
(13,11),(13,24),0.121569 # DEPENDENCYPART_SIBL
(13,12),(13,14),-0.0209198 # DEPENDENCYPART_SIBL
(13,12),(13,17),-0.00634906 # DEPENDENCYPART_SIBL
(13,12),(13,19),-0.00791376 # DEPENDENCYPART_SIBL
(13,12),(13,20),-0.00791376 # DEPENDENCYPART_SIBL
(13,12),(13,21),0.0129667 # DEPENDENCYPART_SIBL
(13,12),(13,22),0.0015554 # DEPENDENCYPART_SIBL
(13,12),(13,24),0.0204848 # DEPENDENCYPART_SIBL
(13,14),(13,17),0.342946 # DEPENDENCYPART_SIBL
(13,14),(13,19),0.342981 # DEPENDENCYPART_SIBL
(13,14),(13,20),0.342981 # DEPENDENCYPART_SIBL
(13,14),(13,21),0.0809201 # DEPENDENCYPART_SIBL
(13,14),(13,22),0.425607 # DEPENDENCYPART_SIBL
(13,14),(13,24),0.0787788 # DEPENDENCYPART_SIBL
(13,17),(13,19),0.00471394 # DEPENDENCYPART_SIBL
(13,17),(13,20),0.00471394 # DEPENDENCYPART_SIBL
(13,17),(13,21),0.0244543 # DEPENDENCYPART_SIBL
(13,17),(13,22),0.058216 # DEPENDENCYPART_SIBL
(13,17),(13,24),0.0471493 # DEPENDENCYPART_SIBL
(13,19),(13,20),0.00471394 # DEPENDENCYPART_SIBL
(13,19),(13,21),0.0244543 # DEPENDENCYPART_SIBL
(13,19),(13,22),0.058216 # DEPENDENCYPART_SIBL
(13,19),(13,24),0.0485651 # DEPENDENCYPART_SIBL
(13,20),(13,21),0.0244543 # DEPENDENCYPART_SIBL
(13,20),(13,22),0.058216 # DEPENDENCYPART_SIBL
(13,20),(13,24),0.0485651 # DEPENDENCYPART_SIBL
(13,21),(13,22),0.0723908 # DEPENDENCYPART_SIBL
(13,21),(13,24),0.161522 # DEPENDENCYPART_SIBL
(13,22),(13,24),0.211166 # DEPENDENCYPART_SIBL
(16,11),(16,15),0.000703997 # DEPENDENCYPART_SIBL
(16,11),(16,17),0.14799 # DEPENDENCYPART_SIBL
(16,11),(16,19),0.149047 # DEPENDENCYPART_SIBL
(16,11),(16,21),0.0045034 # DEPENDENCYPART_SIBL
(16,15),(16,17),0.130518 # DEPENDENCYPART_SIBL
(16,15),(16,19),0.130519 # DEPENDENCYPART_SIBL
(16,15),(16,21),0.0353244 # DEPENDENCYPART_SIBL
(16,17),(16,19),0.00316121 # DEPENDENCYPART_SIBL
(16,17),(16,21),0.0643924 # DEPENDENCYPART_SIBL
(16,19),(16,21),0.0643924 # DEPENDENCYPART_SIBL
(17,9),(17,12),0.02534 # DEPENDENCYPART_SIBL
(17,9),(17,13),-0.000144816 # DEPENDENCYPART_SIBL
(17,9),(17,14),0.213182 # DEPENDENCYPART_SIBL
(17,9),(17,15),-0.542227 # DEPENDENCYPART_SIBL
(17,9),(17,16),0.00263065 # DEPENDENCYPART_SIBL
(17,9),(17,18),-0.01286 # DEPENDENCYPART_SIBL
(17,9),(17,19),-0.00571552 # DEPENDENCYPART_SIBL
(17,9),(17,20),-0.00571552 # DEPENDENCYPART_SIBL
(17,9),(17,21),-0.0227179 # DEPENDENCYPART_SIBL
(17,12),(17,13),-0.0390093 # DEPENDENCYPART_SIBL
(17,12),(17,14),0.634746 # DEPENDENCYPART_SIBL
(17,12),(17,15),-0.323207 # DEPENDENCYPART_SIBL
(17,12),(17,16),0.184452 # DEPENDENCYPART_SIBL
(17,12),(17,18),0.0401582 # DEPENDENCYPART_SIBL
(17,12),(17,19),-0.00791376 # DEPENDENCYPART_SIBL
(17,12),(17,20),-0.00791376 # DEPENDENCYPART_SIBL
(17,12),(17,21),0.0129667 # DEPENDENCYPART_SIBL
(17,13),(17,14),0.639294 # DEPENDENCYPART_SIBL
(17,13),(17,15),-0.319499 # DEPENDENCYPART_SIBL
(17,13),(17,16),0.190279 # DEPENDENCYPART_SIBL
(17,13),(17,18),0.0446856 # DEPENDENCYPART_SIBL
(17,13),(17,19),0.00337593 # DEPENDENCYPART_SIBL
(17,13),(17,20),0.00337593 # DEPENDENCYPART_SIBL
(17,13),(17,21),0.0187183 # DEPENDENCYPART_SIBL
(17,14),(17,15),-0.408123 # DEPENDENCYPART_SIBL
(17,14),(17,16),0.0415044 # DEPENDENCYPART_SIBL
(17,14),(17,18),-0.00378444 # DEPENDENCYPART_SIBL
(17,14),(17,19),-0.00844461 # DEPENDENCYPART_SIBL
(17,14),(17,20),-0.00844461 # DEPENDENCYPART_SIBL
(17,14),(17,21),-0.0201936 # DEPENDENCYPART_SIBL
(17,15),(17,16),0.0184236 # DEPENDENCYPART_SIBL
(17,15),(17,18),0.00427009 # DEPENDENCYPART_SIBL
(17,15),(17,19),-0.00331961 # DEPENDENCYPART_SIBL
(17,15),(17,20),-0.00331961 # DEPENDENCYPART_SIBL
(17,15),(17,21),-0.012658 # DEPENDENCYPART_SIBL
(17,16),(17,18),0.0745896 # DEPENDENCYPART_SIBL
(17,16),(17,19),0.000379798 # DEPENDENCYPART_SIBL
(17,16),(17,20),0.000379798 # DEPENDENCYPART_SIBL
(17,16),(17,21),0.00773702 # DEPENDENCYPART_SIBL
(17,18),(17,19),0.0547459 # DEPENDENCYPART_SIBL
(17,18),(17,20),0.0547459 # DEPENDENCYPART_SIBL
(17,18),(17,21),0.0484109 # DEPENDENCYPART_SIBL
(17,19),(17,20),0.00471394 # DEPENDENCYPART_SIBL
(17,19),(17,21),0.0244543 # DEPENDENCYPART_SIBL
(17,20),(17,21),0.0244543 # DEPENDENCYPART_SIBL
(18,2),(18,3),0.135334 # DEPENDENCYPART_SIBL
(18,2),(18,4),0.370792 # DEPENDENCYPART_SIBL
(18,2),(18,5),0.151676 # DEPENDENCYPART_SIBL
(18,2),(18,6),0.0388651 # DEPENDENCYPART_SIBL
(18,2),(18,7),0.282583 # DEPENDENCYPART_SIBL
(18,2),(18,8),0.273114 # DEPENDENCYPART_SIBL
(18,2),(18,10),0.0834383 # DEPENDENCYPART_SIBL
(18,2),(18,11),0.240316 # DEPENDENCYPART_SIBL
(18,2),(18,12),0.065705 # DEPENDENCYPART_SIBL
(18,2),(18,13),0.0825422 # DEPENDENCYPART_SIBL
(18,2),(18,14),0.282583 # DEPENDENCYPART_SIBL
(18,2),(18,15),-0.0375081 # DEPENDENCYPART_SIBL
(18,2),(18,16),0.153251 # DEPENDENCYPART_SIBL
(18,2),(18,17),0.0834383 # DEPENDENCYPART_SIBL
(18,2),(18,19),0.0205558 # DEPENDENCYPART_SIBL
(18,3),(18,4),0.363145 # DEPENDENCYPART_SIBL
(18,3),(18,5),0.16565 # DEPENDENCYPART_SIBL
(18,3),(18,6),0.115262 # DEPENDENCYPART_SIBL
(18,3),(18,7),0.0714443 # DEPENDENCYPART_SIBL
(18,3),(18,8),0.209014 # DEPENDENCYPART_SIBL
(18,3),(18,10),0.196991 # DEPENDENCYPART_SIBL
(18,3),(18,11),0.188724 # DEPENDENCYPART_SIBL
(18,3),(18,12),0.194895 # DEPENDENCYPART_SIBL
(18,3),(18,13),0.196991 # DEPENDENCYPART_SIBL
(18,3),(18,14),0.0714443 # DEPENDENCYPART_SIBL
(18,3),(18,15),-0.0745746 # DEPENDENCYPART_SIBL
(18,3),(18,16),0.128979 # DEPENDENCYPART_SIBL
(18,3),(18,17),0.196991 # DEPENDENCYPART_SIBL
(18,3),(18,19),0.0467607 # DEPENDENCYPART_SIBL
(18,4),(18,5),0.169721 # DEPENDENCYPART_SIBL
(18,4),(18,6),0.0149194 # DEPENDENCYPART_SIBL
(18,4),(18,7),0.0155082 # DEPENDENCYPART_SIBL
(18,4),(18,8),0.0522966 # DEPENDENCYPART_SIBL
(18,4),(18,10),0.00990373 # DEPENDENCYPART_SIBL
(18,4),(18,11),0.0300953 # DEPENDENCYPART_SIBL
(18,4),(18,12),0.00723488 # DEPENDENCYPART_SIBL
(18,4),(18,13),0.00990373 # DEPENDENCYPART_SIBL
(18,4),(18,14),0.0155082 # DEPENDENCYPART_SIBL
(18,4),(18,15),-0.116261 # DEPENDENCYPART_SIBL
(18,4),(18,16),-0.00125381 # DEPENDENCYPART_SIBL
(18,4),(18,17),0.00990373 # DEPENDENCYPART_SIBL
(18,4),(18,19),0.00367332 # DEPENDENCYPART_SIBL
(18,5),(18,6),0.039115 # DEPENDENCYPART_SIBL
(18,5),(18,7),0.256194 # DEPENDENCYPART_SIBL
(18,5),(18,8),0.0696767 # DEPENDENCYPART_SIBL
(18,5),(18,10),0.00739334 # DEPENDENCYPART_SIBL
(18,5),(18,11),0.108053 # DEPENDENCYPART_SIBL
(18,5),(18,12),0.00677197 # DEPENDENCYPART_SIBL
(18,5),(18,13),0.00739334 # DEPENDENCYPART_SIBL
(18,5),(18,14),0.256194 # DEPENDENCYPART_SIBL
(18,5),(18,15),-0.0763072 # DEPENDENCYPART_SIBL
(18,5),(18,16),0.0484414 # DEPENDENCYPART_SIBL
(18,5),(18,17),0.00739334 # DEPENDENCYPART_SIBL
(18,5),(18,19),0.0597656 # DEPENDENCYPART_SIBL
(18,6),(18,7),0.188435 # DEPENDENCYPART_SIBL
(18,6),(18,8),0.235734 # DEPENDENCYPART_SIBL
(18,6),(18,10),0.0819789 # DEPENDENCYPART_SIBL
(18,6),(18,11),0.197816 # DEPENDENCYPART_SIBL
(18,6),(18,12),0.0807147 # DEPENDENCYPART_SIBL
(18,6),(18,13),0.0819789 # DEPENDENCYPART_SIBL
(18,6),(18,14),0.188435 # DEPENDENCYPART_SIBL
(18,6),(18,15),0.127767 # DEPENDENCYPART_SIBL
(18,6),(18,16),0.122679 # DEPENDENCYPART_SIBL
(18,6),(18,17),0.0819789 # DEPENDENCYPART_SIBL
(18,6),(18,19),0.108219 # DEPENDENCYPART_SIBL
(18,7),(18,8),0.0995682 # DEPENDENCYPART_SIBL
(18,7),(18,10),0.0551493 # DEPENDENCYPART_SIBL
(18,7),(18,11),0.101592 # DEPENDENCYPART_SIBL
(18,7),(18,12),0.0389936 # DEPENDENCYPART_SIBL
(18,7),(18,13),0.0551499 # DEPENDENCYPART_SIBL
(18,7),(18,14),0.058626 # DEPENDENCYPART_SIBL
(18,7),(18,15),-0.131391 # DEPENDENCYPART_SIBL
(18,7),(18,16),-0.0108766 # DEPENDENCYPART_SIBL
(18,7),(18,17),0.0551499 # DEPENDENCYPART_SIBL
(18,7),(18,19),0.0206321 # DEPENDENCYPART_SIBL
(18,8),(18,10),-0.0274591 # DEPENDENCYPART_SIBL
(18,8),(18,11),0.0856171 # DEPENDENCYPART_SIBL
(18,8),(18,12),-0.0308904 # DEPENDENCYPART_SIBL
(18,8),(18,13),-0.0274591 # DEPENDENCYPART_SIBL
(18,8),(18,14),0.16076 # DEPENDENCYPART_SIBL
(18,8),(18,15),-0.0987197 # DEPENDENCYPART_SIBL
(18,8),(18,16),0.0462103 # DEPENDENCYPART_SIBL
(18,8),(18,17),-0.0274591 # DEPENDENCYPART_SIBL
(18,8),(18,19),0.0152797 # DEPENDENCYPART_SIBL
(18,10),(18,11),0.240316 # DEPENDENCYPART_SIBL
(18,10),(18,12),0.0634655 # DEPENDENCYPART_SIBL
(18,10),(18,13),0.0803026 # DEPENDENCYPART_SIBL
(18,10),(18,14),0.282583 # DEPENDENCYPART_SIBL
(18,10),(18,15),-0.0375081 # DEPENDENCYPART_SIBL
(18,10),(18,16),0.153251 # DEPENDENCYPART_SIBL
(18,10),(18,17),0.0811988 # DEPENDENCYPART_SIBL
(18,10),(18,19),0.0183178 # DEPENDENCYPART_SIBL
(18,11),(18,12),0.250671 # DEPENDENCYPART_SIBL
(18,11),(18,13),0.252772 # DEPENDENCYPART_SIBL
(18,11),(18,14),0.0800762 # DEPENDENCYPART_SIBL
(18,11),(18,15),-0.0796135 # DEPENDENCYPART_SIBL
(18,11),(18,16),0.149572 # DEPENDENCYPART_SIBL
(18,11),(18,17),0.252772 # DEPENDENCYPART_SIBL
(18,11),(18,19),0.0538394 # DEPENDENCYPART_SIBL
(18,12),(18,13),0.070987 # DEPENDENCYPART_SIBL
(18,12),(18,14),0.281559 # DEPENDENCYPART_SIBL
(18,12),(18,15),-0.0377622 # DEPENDENCYPART_SIBL
(18,12),(18,16),0.15088 # DEPENDENCYPART_SIBL
(18,12),(18,17),0.0727527 # DEPENDENCYPART_SIBL
(18,12),(18,19),0.0145439 # DEPENDENCYPART_SIBL
(18,13),(18,14),0.282575 # DEPENDENCYPART_SIBL
(18,13),(18,15),-0.0375081 # DEPENDENCYPART_SIBL
(18,13),(18,16),0.153251 # DEPENDENCYPART_SIBL
(18,13),(18,17),0.0867537 # DEPENDENCYPART_SIBL
(18,13),(18,19),0.0205545 # DEPENDENCYPART_SIBL
(18,14),(18,15),-0.131391 # DEPENDENCYPART_SIBL
(18,14),(18,16),-0.0108766 # DEPENDENCYPART_SIBL
(18,14),(18,17),0.0551499 # DEPENDENCYPART_SIBL
(18,14),(18,19),0.0206321 # DEPENDENCYPART_SIBL
(18,15),(18,16),-0.0148681 # DEPENDENCYPART_SIBL
(18,15),(18,17),0.0745522 # DEPENDENCYPART_SIBL
(18,15),(18,19),0.0225861 # DEPENDENCYPART_SIBL
(18,16),(18,17),0.186106 # DEPENDENCYPART_SIBL
(18,16),(18,19),0.0251144 # DEPENDENCYPART_SIBL
(18,17),(18,19),0.0205558 # DEPENDENCYPART_SIBL
(19,9),(19,10),0.000855664 # DEPENDENCYPART_SIBL
(19,9),(19,12),0.0254705 # DEPENDENCYPART_SIBL
(19,9),(19,15),-0.542227 # DEPENDENCYPART_SIBL
(19,9),(19,16),0.00263065 # DEPENDENCYPART_SIBL
(19,9),(19,17),0.000855746 # DEPENDENCYPART_SIBL
(19,9),(19,18),0.206651 # DEPENDENCYPART_SIBL
(19,10),(19,12),-0.0489294 # DEPENDENCYPART_SIBL
(19,10),(19,15),-0.314663 # DEPENDENCYPART_SIBL
(19,10),(19,16),0.195117 # DEPENDENCYPART_SIBL
(19,10),(19,17),-0.0178854 # DEPENDENCYPART_SIBL
(19,10),(19,18),0.055597 # DEPENDENCYPART_SIBL
(19,12),(19,15),-0.323082 # DEPENDENCYPART_SIBL
(19,12),(19,16),0.184577 # DEPENDENCYPART_SIBL
(19,12),(19,17),-0.0342544 # DEPENDENCYPART_SIBL
(19,12),(19,18),0.0358501 # DEPENDENCYPART_SIBL
(19,15),(19,16),0.0184236 # DEPENDENCYPART_SIBL
(19,15),(19,17),0.0129962 # DEPENDENCYPART_SIBL
(19,15),(19,18),0.157665 # DEPENDENCYPART_SIBL
(19,16),(19,17),0.0296492 # DEPENDENCYPART_SIBL
