# _root_ A reaktor felhasználási lehetőségei ez évtől kiteljesednek , ugyanis hamarosan üzembe helyezik az úgynevezett hidegneutron forrást , amely tulajdonképpen egy reaktorba helyezett hidrogéncella .
#goldHeads=2,4,4,7,6,7,9,9,0,12,12,9,16,16,16,12,12,12,12,23,22,23,12,9,
#predictedHeads=2,4,4,7,6,7,9,9,0,12,12,9,15,15,16,12,12,19,12,21,22,23,19,9,
(9,17),(9,19),0.105559 # DEPENDENCYPART_SIBL
(9,17),(9,21),0.119852 # DEPENDENCYPART_SIBL
(9,17),(9,22),0.0964482 # DEPENDENCYPART_SIBL
(9,17),(9,23),0.119852 # DEPENDENCYPART_SIBL
(9,17),(9,24),0.0641731 # DEPENDENCYPART_SIBL
(9,19),(9,21),-0.0063457 # DEPENDENCYPART_SIBL
(9,19),(9,22),-0.00302221 # DEPENDENCYPART_SIBL
(9,19),(9,23),-0.0063457 # DEPENDENCYPART_SIBL
(9,19),(9,24),0.012209 # DEPENDENCYPART_SIBL
(9,21),(9,22),0.0548482 # DEPENDENCYPART_SIBL
(9,21),(9,23),-0.00375506 # DEPENDENCYPART_SIBL
(9,21),(9,24),0.0390268 # DEPENDENCYPART_SIBL
(9,22),(9,23),0.027197 # DEPENDENCYPART_SIBL
(9,22),(9,24),0.116495 # DEPENDENCYPART_SIBL
(9,23),(9,24),0.0390268 # DEPENDENCYPART_SIBL
(10,4),(10,7),0.0960387 # DEPENDENCYPART_SIBL
(10,4),(10,8),0.251682 # DEPENDENCYPART_SIBL
(10,4),(10,9),0.156294 # DEPENDENCYPART_SIBL
(10,4),(10,11),0.0963403 # DEPENDENCYPART_SIBL
(10,4),(10,12),0.0129365 # DEPENDENCYPART_SIBL
(10,4),(10,14),0.115328 # DEPENDENCYPART_SIBL
(10,4),(10,15),0.0963595 # DEPENDENCYPART_SIBL
(10,4),(10,16),0.095224 # DEPENDENCYPART_SIBL
(10,4),(10,17),0.00621355 # DEPENDENCYPART_SIBL
(10,4),(10,19),0.0414141 # DEPENDENCYPART_SIBL
(10,4),(10,23),0.0963769 # DEPENDENCYPART_SIBL
(10,4),(10,24),0.0264548 # DEPENDENCYPART_SIBL
(10,7),(10,8),0.452169 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.104618 # DEPENDENCYPART_SIBL
(10,7),(10,11),0.0918897 # DEPENDENCYPART_SIBL
(10,7),(10,12),0.0461648 # DEPENDENCYPART_SIBL
(10,7),(10,14),0.0680013 # DEPENDENCYPART_SIBL
(10,7),(10,15),0.0919053 # DEPENDENCYPART_SIBL
(10,7),(10,16),0.0916795 # DEPENDENCYPART_SIBL
(10,7),(10,17),-0.0222717 # DEPENDENCYPART_SIBL
(10,7),(10,19),0.0208711 # DEPENDENCYPART_SIBL
(10,7),(10,23),0.0919109 # DEPENDENCYPART_SIBL
(10,7),(10,24),0.126353 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.132666 # DEPENDENCYPART_SIBL
(10,8),(10,11),0.0497986 # DEPENDENCYPART_SIBL
(10,8),(10,12),0.00800676 # DEPENDENCYPART_SIBL
(10,8),(10,14),0.068484 # DEPENDENCYPART_SIBL
(10,8),(10,15),0.049837 # DEPENDENCYPART_SIBL
(10,8),(10,16),0.0496354 # DEPENDENCYPART_SIBL
(10,8),(10,17),-0.0632409 # DEPENDENCYPART_SIBL
(10,8),(10,19),-0.0157243 # DEPENDENCYPART_SIBL
(10,8),(10,23),0.0498427 # DEPENDENCYPART_SIBL
(10,8),(10,24),0.0303536 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.0621389 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.0138276 # DEPENDENCYPART_SIBL
(10,9),(10,14),0.0289081 # DEPENDENCYPART_SIBL
(10,9),(10,15),0.0621542 # DEPENDENCYPART_SIBL
(10,9),(10,16),0.061782 # DEPENDENCYPART_SIBL
(10,9),(10,17),-0.00286455 # DEPENDENCYPART_SIBL
(10,9),(10,19),0.00694584 # DEPENDENCYPART_SIBL
(10,9),(10,23),0.0621598 # DEPENDENCYPART_SIBL
(10,9),(10,24),0.0911263 # DEPENDENCYPART_SIBL
(10,11),(10,12),0.0304495 # DEPENDENCYPART_SIBL
(10,11),(10,14),0.114771 # DEPENDENCYPART_SIBL
(10,11),(10,15),0.00541962 # DEPENDENCYPART_SIBL
(10,11),(10,16),0.00513014 # DEPENDENCYPART_SIBL
(10,11),(10,17),0.0550775 # DEPENDENCYPART_SIBL
(10,11),(10,19),0.0912328 # DEPENDENCYPART_SIBL
(10,11),(10,23),0.00541962 # DEPENDENCYPART_SIBL
(10,11),(10,24),0.0194749 # DEPENDENCYPART_SIBL
(10,12),(10,14),0.0419461 # DEPENDENCYPART_SIBL
(10,12),(10,15),0.019416 # DEPENDENCYPART_SIBL
(10,12),(10,16),0.0194014 # DEPENDENCYPART_SIBL
(10,12),(10,17),0.0936393 # DEPENDENCYPART_SIBL
(10,12),(10,19),0.0753139 # DEPENDENCYPART_SIBL
(10,12),(10,23),0.019416 # DEPENDENCYPART_SIBL
(10,12),(10,24),0.0550343 # DEPENDENCYPART_SIBL
(10,14),(10,15),0.0191019 # DEPENDENCYPART_SIBL
(10,14),(10,16),0.0190583 # DEPENDENCYPART_SIBL
(10,14),(10,17),0.00100975 # DEPENDENCYPART_SIBL
(10,14),(10,19),0.0413209 # DEPENDENCYPART_SIBL
(10,14),(10,23),0.0191019 # DEPENDENCYPART_SIBL
(10,14),(10,24),0.00938537 # DEPENDENCYPART_SIBL
(10,15),(10,16),0.00512081 # DEPENDENCYPART_SIBL
(10,15),(10,17),0.0550636 # DEPENDENCYPART_SIBL
(10,15),(10,19),0.0912235 # DEPENDENCYPART_SIBL
(10,15),(10,23),0.00541029 # DEPENDENCYPART_SIBL
(10,15),(10,24),0.0194494 # DEPENDENCYPART_SIBL
(10,16),(10,17),0.0470892 # DEPENDENCYPART_SIBL
(10,16),(10,19),0.0905596 # DEPENDENCYPART_SIBL
(10,16),(10,23),0.00541822 # DEPENDENCYPART_SIBL
(10,16),(10,24),0.0186764 # DEPENDENCYPART_SIBL
(10,17),(10,19),0.161109 # DEPENDENCYPART_SIBL
(10,17),(10,23),0.00727385 # DEPENDENCYPART_SIBL
(10,17),(10,24),0.0552232 # DEPENDENCYPART_SIBL
(10,19),(10,23),0.0456516 # DEPENDENCYPART_SIBL
(10,19),(10,24),0.0456068 # DEPENDENCYPART_SIBL
(10,23),(10,24),0.019481 # DEPENDENCYPART_SIBL
(11,4),(11,5),0.0212351 # DEPENDENCYPART_SIBL
(11,4),(11,7),0.153199 # DEPENDENCYPART_SIBL
(11,4),(11,8),0.641687 # DEPENDENCYPART_SIBL
(11,4),(11,9),0.472783 # DEPENDENCYPART_SIBL
(11,4),(11,10),0.167371 # DEPENDENCYPART_SIBL
(11,4),(11,15),0.0033709 # DEPENDENCYPART_SIBL
(11,4),(11,16),0.00240635 # DEPENDENCYPART_SIBL
(11,4),(11,17),-0.00283849 # DEPENDENCYPART_SIBL
(11,4),(11,19),-0.0176995 # DEPENDENCYPART_SIBL
(11,4),(11,21),0.00337853 # DEPENDENCYPART_SIBL
(11,4),(11,23),0.00337853 # DEPENDENCYPART_SIBL
(11,4),(11,24),0.041682 # DEPENDENCYPART_SIBL
(11,5),(11,7),0.0563146 # DEPENDENCYPART_SIBL
(11,5),(11,8),0.227997 # DEPENDENCYPART_SIBL
(11,5),(11,9),0.139449 # DEPENDENCYPART_SIBL
(11,5),(11,10),0.0409389 # DEPENDENCYPART_SIBL
(11,5),(11,15),0.00248547 # DEPENDENCYPART_SIBL
(11,5),(11,16),0.00391764 # DEPENDENCYPART_SIBL
(11,5),(11,17),0.054321 # DEPENDENCYPART_SIBL
(11,5),(11,19),-0.0339245 # DEPENDENCYPART_SIBL
(11,5),(11,21),0.00248639 # DEPENDENCYPART_SIBL
(11,5),(11,23),0.00248639 # DEPENDENCYPART_SIBL
(11,5),(11,24),0.0288423 # DEPENDENCYPART_SIBL
(11,7),(11,8),0.313879 # DEPENDENCYPART_SIBL
(11,7),(11,9),0.16136 # DEPENDENCYPART_SIBL
(11,7),(11,10),0.0382765 # DEPENDENCYPART_SIBL
(11,7),(11,15),-0.00602766 # DEPENDENCYPART_SIBL
(11,7),(11,16),-0.00612068 # DEPENDENCYPART_SIBL
(11,7),(11,17),-0.0137764 # DEPENDENCYPART_SIBL
(11,7),(11,19),-0.0174224 # DEPENDENCYPART_SIBL
(11,7),(11,21),-0.00602675 # DEPENDENCYPART_SIBL
(11,7),(11,23),-0.00602675 # DEPENDENCYPART_SIBL
(11,7),(11,24),0.121936 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.244351 # DEPENDENCYPART_SIBL
(11,8),(11,10),0.0590096 # DEPENDENCYPART_SIBL
(11,8),(11,15),-0.00844553 # DEPENDENCYPART_SIBL
(11,8),(11,16),-0.00850733 # DEPENDENCYPART_SIBL
(11,8),(11,17),-0.0346477 # DEPENDENCYPART_SIBL
(11,8),(11,19),-0.0701206 # DEPENDENCYPART_SIBL
(11,8),(11,21),-0.00844461 # DEPENDENCYPART_SIBL
(11,8),(11,23),-0.00844461 # DEPENDENCYPART_SIBL
(11,8),(11,24),0.0238545 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.0310499 # DEPENDENCYPART_SIBL
(11,9),(11,15),-0.0056906 # DEPENDENCYPART_SIBL
(11,9),(11,16),-0.00591893 # DEPENDENCYPART_SIBL
(11,9),(11,17),0.00749354 # DEPENDENCYPART_SIBL
(11,9),(11,19),-0.0182648 # DEPENDENCYPART_SIBL
(11,9),(11,21),-0.00568968 # DEPENDENCYPART_SIBL
(11,9),(11,23),-0.00568968 # DEPENDENCYPART_SIBL
(11,9),(11,24),0.0903942 # DEPENDENCYPART_SIBL
(11,10),(11,15),0.0114406 # DEPENDENCYPART_SIBL
(11,10),(11,16),0.0110479 # DEPENDENCYPART_SIBL
(11,10),(11,17),0.0121093 # DEPENDENCYPART_SIBL
(11,10),(11,19),-0.0144583 # DEPENDENCYPART_SIBL
(11,10),(11,21),0.0114415 # DEPENDENCYPART_SIBL
(11,10),(11,23),0.0114415 # DEPENDENCYPART_SIBL
(11,10),(11,24),0.129566 # DEPENDENCYPART_SIBL
(11,15),(11,16),0.0044347 # DEPENDENCYPART_SIBL
(11,15),(11,17),0.103081 # DEPENDENCYPART_SIBL
(11,15),(11,19),0.0226155 # DEPENDENCYPART_SIBL
(11,15),(11,21),0.00471146 # DEPENDENCYPART_SIBL
(11,15),(11,23),0.00471146 # DEPENDENCYPART_SIBL
(11,15),(11,24),0.048553 # DEPENDENCYPART_SIBL
(11,16),(11,17),0.0950981 # DEPENDENCYPART_SIBL
(11,16),(11,19),0.0219453 # DEPENDENCYPART_SIBL
(11,16),(11,21),0.00471258 # DEPENDENCYPART_SIBL
(11,16),(11,23),0.00471258 # DEPENDENCYPART_SIBL
(11,16),(11,24),0.0477656 # DEPENDENCYPART_SIBL
(11,17),(11,19),0.177461 # DEPENDENCYPART_SIBL
(11,17),(11,21),0.342981 # DEPENDENCYPART_SIBL
(11,17),(11,23),0.342981 # DEPENDENCYPART_SIBL
(11,17),(11,24),0.0787788 # DEPENDENCYPART_SIBL
(11,19),(11,21),0.0422388 # DEPENDENCYPART_SIBL
(11,19),(11,23),0.0422388 # DEPENDENCYPART_SIBL
(11,19),(11,24),0.0768713 # DEPENDENCYPART_SIBL
(11,21),(11,23),0.00471394 # DEPENDENCYPART_SIBL
(11,21),(11,24),0.0485651 # DEPENDENCYPART_SIBL
(11,23),(11,24),0.0485651 # DEPENDENCYPART_SIBL
(12,2),(12,3),-0.000896701 # DEPENDENCYPART_SIBL
(12,2),(12,4),-0.0366738 # DEPENDENCYPART_SIBL
(12,2),(12,5),-0.0997347 # DEPENDENCYPART_SIBL
(12,2),(12,6),-0.0429261 # DEPENDENCYPART_SIBL
(12,2),(12,7),-0.0112486 # DEPENDENCYPART_SIBL
(12,2),(12,8),0.0927683 # DEPENDENCYPART_SIBL
(12,2),(12,9),0.140505 # DEPENDENCYPART_SIBL
(12,2),(12,10),-0.0466657 # DEPENDENCYPART_SIBL
(12,2),(12,11),-0.0367203 # DEPENDENCYPART_SIBL
(12,2),(12,13),-0.0282116 # DEPENDENCYPART_SIBL
(12,2),(12,14),-0.00859067 # DEPENDENCYPART_SIBL
(12,2),(12,15),-0.011675 # DEPENDENCYPART_SIBL
(12,2),(12,16),-0.0137471 # DEPENDENCYPART_SIBL
(12,2),(12,17),-0.00735882 # DEPENDENCYPART_SIBL
(12,2),(12,18),0.0104107 # DEPENDENCYPART_SIBL
(12,2),(12,19),-0.0197746 # DEPENDENCYPART_SIBL
(12,2),(12,21),-0.0116688 # DEPENDENCYPART_SIBL
(12,2),(12,22),-0.00535545 # DEPENDENCYPART_SIBL
(12,2),(12,23),-0.0116688 # DEPENDENCYPART_SIBL
(12,2),(12,24),0.00204198 # DEPENDENCYPART_SIBL
(12,3),(12,4),-0.0150119 # DEPENDENCYPART_SIBL
(12,3),(12,5),-0.084537 # DEPENDENCYPART_SIBL
(12,3),(12,6),-0.0178825 # DEPENDENCYPART_SIBL
(12,3),(12,7),-0.0030045 # DEPENDENCYPART_SIBL
(12,3),(12,8),0.048812 # DEPENDENCYPART_SIBL
(12,3),(12,9),0.111669 # DEPENDENCYPART_SIBL
(12,3),(12,10),-0.0438315 # DEPENDENCYPART_SIBL
(12,3),(12,11),-0.0148396 # DEPENDENCYPART_SIBL
(12,3),(12,13),0.0327758 # DEPENDENCYPART_SIBL
(12,3),(12,14),-0.0299805 # DEPENDENCYPART_SIBL
(12,3),(12,15),0.00929095 # DEPENDENCYPART_SIBL
(12,3),(12,16),0.00909326 # DEPENDENCYPART_SIBL
(12,3),(12,17),0.0135504 # DEPENDENCYPART_SIBL
(12,3),(12,18),0.0334285 # DEPENDENCYPART_SIBL
(12,3),(12,19),-0.0139088 # DEPENDENCYPART_SIBL
(12,3),(12,21),0.00929095 # DEPENDENCYPART_SIBL
(12,3),(12,22),-0.0294394 # DEPENDENCYPART_SIBL
(12,3),(12,23),0.00929095 # DEPENDENCYPART_SIBL
(12,3),(12,24),0.0051115 # DEPENDENCYPART_SIBL
(12,4),(12,5),-0.0994671 # DEPENDENCYPART_SIBL
(12,4),(12,6),-0.0372507 # DEPENDENCYPART_SIBL
(12,4),(12,7),-0.00898354 # DEPENDENCYPART_SIBL
(12,4),(12,8),0.0956371 # DEPENDENCYPART_SIBL
(12,4),(12,9),0.143603 # DEPENDENCYPART_SIBL
(12,4),(12,10),-0.0444005 # DEPENDENCYPART_SIBL
(12,4),(12,11),-0.0310449 # DEPENDENCYPART_SIBL
(12,4),(12,13),-0.0272295 # DEPENDENCYPART_SIBL
(12,4),(12,14),-0.00760817 # DEPENDENCYPART_SIBL
(12,4),(12,15),-0.010678 # DEPENDENCYPART_SIBL
(12,4),(12,16),-0.0127501 # DEPENDENCYPART_SIBL
(12,4),(12,17),-0.00637658 # DEPENDENCYPART_SIBL
(12,4),(12,18),0.0113928 # DEPENDENCYPART_SIBL
(12,4),(12,19),-0.0187923 # DEPENDENCYPART_SIBL
(12,4),(12,21),-0.0106718 # DEPENDENCYPART_SIBL
(12,4),(12,22),-0.00437294 # DEPENDENCYPART_SIBL
(12,4),(12,23),-0.0106718 # DEPENDENCYPART_SIBL
(12,4),(12,24),0.00695274 # DEPENDENCYPART_SIBL
(12,5),(12,6),-0.0145582 # DEPENDENCYPART_SIBL
(12,5),(12,7),-0.0182783 # DEPENDENCYPART_SIBL
(12,5),(12,8),-0.000391386 # DEPENDENCYPART_SIBL
(12,5),(12,9),0.068341 # DEPENDENCYPART_SIBL
(12,5),(12,10),-0.045006 # DEPENDENCYPART_SIBL
(12,5),(12,11),-0.0103367 # DEPENDENCYPART_SIBL
(12,5),(12,13),-0.0215348 # DEPENDENCYPART_SIBL
(12,5),(12,14),-0.0494419 # DEPENDENCYPART_SIBL
(12,5),(12,15),-0.0400517 # DEPENDENCYPART_SIBL
(12,5),(12,16),-0.0373801 # DEPENDENCYPART_SIBL
(12,5),(12,17),-0.0133376 # DEPENDENCYPART_SIBL
(12,5),(12,18),-0.0214467 # DEPENDENCYPART_SIBL
(12,5),(12,19),-0.0450228 # DEPENDENCYPART_SIBL
(12,5),(12,21),-0.0400517 # DEPENDENCYPART_SIBL
(12,5),(12,22),-0.0488514 # DEPENDENCYPART_SIBL
(12,5),(12,23),-0.0400517 # DEPENDENCYPART_SIBL
(12,5),(12,24),0.00225034 # DEPENDENCYPART_SIBL
(12,6),(12,7),-0.0102713 # DEPENDENCYPART_SIBL
(12,6),(12,8),0.0943493 # DEPENDENCYPART_SIBL
(12,6),(12,9),0.142315 # DEPENDENCYPART_SIBL
(12,6),(12,10),-0.0473007 # DEPENDENCYPART_SIBL
(12,6),(12,11),-0.0343113 # DEPENDENCYPART_SIBL
(12,6),(12,13),-0.0282753 # DEPENDENCYPART_SIBL
(12,6),(12,14),-0.00865391 # DEPENDENCYPART_SIBL
(12,6),(12,15),-0.0122844 # DEPENDENCYPART_SIBL
(12,6),(12,16),-0.0143565 # DEPENDENCYPART_SIBL
(12,6),(12,17),-0.00742232 # DEPENDENCYPART_SIBL
(12,6),(12,18),0.0103471 # DEPENDENCYPART_SIBL
(12,6),(12,19),-0.0206057 # DEPENDENCYPART_SIBL
(12,6),(12,21),-0.0122782 # DEPENDENCYPART_SIBL
(12,6),(12,22),-0.00541869 # DEPENDENCYPART_SIBL
(12,6),(12,23),-0.0122782 # DEPENDENCYPART_SIBL
(12,6),(12,24),0.00436808 # DEPENDENCYPART_SIBL
(12,7),(12,8),0.0793449 # DEPENDENCYPART_SIBL
(12,7),(12,9),0.00396443 # DEPENDENCYPART_SIBL
(12,7),(12,10),-0.0410105 # DEPENDENCYPART_SIBL
(12,7),(12,11),-0.0249849 # DEPENDENCYPART_SIBL
(12,7),(12,13),-0.0116248 # DEPENDENCYPART_SIBL
(12,7),(12,14),-0.0147815 # DEPENDENCYPART_SIBL
(12,7),(12,15),-0.00872941 # DEPENDENCYPART_SIBL
(12,7),(12,16),-0.00909409 # DEPENDENCYPART_SIBL
(12,7),(12,17),0.00227714 # DEPENDENCYPART_SIBL
(12,7),(12,18),-0.00322629 # DEPENDENCYPART_SIBL
(12,7),(12,19),-0.0193064 # DEPENDENCYPART_SIBL
(12,7),(12,21),-0.00872941 # DEPENDENCYPART_SIBL
(12,7),(12,22),-0.0141978 # DEPENDENCYPART_SIBL
(12,7),(12,23),-0.00872941 # DEPENDENCYPART_SIBL
(12,7),(12,24),0.0157563 # DEPENDENCYPART_SIBL
(12,8),(12,9),0.106309 # DEPENDENCYPART_SIBL
(12,8),(12,10),-0.0542869 # DEPENDENCYPART_SIBL
(12,8),(12,11),-0.00557608 # DEPENDENCYPART_SIBL
(12,8),(12,13),-0.00943395 # DEPENDENCYPART_SIBL
(12,8),(12,14),-0.0180725 # DEPENDENCYPART_SIBL
(12,8),(12,15),-0.0180136 # DEPENDENCYPART_SIBL
(12,8),(12,16),-0.0183084 # DEPENDENCYPART_SIBL
(12,8),(12,17),-0.00490476 # DEPENDENCYPART_SIBL
(12,8),(12,18),0.0166146 # DEPENDENCYPART_SIBL
(12,8),(12,19),-0.0299077 # DEPENDENCYPART_SIBL
(12,8),(12,21),-0.0180136 # DEPENDENCYPART_SIBL
(12,8),(12,22),-0.0172958 # DEPENDENCYPART_SIBL
(12,8),(12,23),-0.0180136 # DEPENDENCYPART_SIBL
(12,8),(12,24),0.0213227 # DEPENDENCYPART_SIBL
(12,9),(12,10),-0.0608379 # DEPENDENCYPART_SIBL
(12,9),(12,11),-0.0233328 # DEPENDENCYPART_SIBL
(12,9),(12,13),0.048921 # DEPENDENCYPART_SIBL
(12,9),(12,14),0.0138552 # DEPENDENCYPART_SIBL
(12,9),(12,15),0.0282236 # DEPENDENCYPART_SIBL
(12,9),(12,16),0.0275991 # DEPENDENCYPART_SIBL
(12,9),(12,17),0.085532 # DEPENDENCYPART_SIBL
(12,9),(12,18),0.0519203 # DEPENDENCYPART_SIBL
(12,9),(12,19),0.04194 # DEPENDENCYPART_SIBL
(12,9),(12,21),0.0282236 # DEPENDENCYPART_SIBL
(12,9),(12,22),0.0145658 # DEPENDENCYPART_SIBL
(12,9),(12,23),0.0282236 # DEPENDENCYPART_SIBL
(12,9),(12,24),0.123651 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.0439925 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.0233106 # DEPENDENCYPART_SIBL
(12,10),(12,14),0.00418409 # DEPENDENCYPART_SIBL
(12,10),(12,15),0.00946681 # DEPENDENCYPART_SIBL
(12,10),(12,16),0.00850433 # DEPENDENCYPART_SIBL
(12,10),(12,17),-0.00310406 # DEPENDENCYPART_SIBL
(12,10),(12,18),0.0268126 # DEPENDENCYPART_SIBL
(12,10),(12,19),-0.00762354 # DEPENDENCYPART_SIBL
(12,10),(12,21),0.00946681 # DEPENDENCYPART_SIBL
(12,10),(12,22),0.0049001 # DEPENDENCYPART_SIBL
(12,10),(12,23),0.00946681 # DEPENDENCYPART_SIBL
(12,10),(12,24),0.0236236 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.0272236 # DEPENDENCYPART_SIBL
(12,11),(12,14),-0.0076022 # DEPENDENCYPART_SIBL
(12,11),(12,15),-0.0106601 # DEPENDENCYPART_SIBL
(12,11),(12,16),-0.0127322 # DEPENDENCYPART_SIBL
(12,11),(12,17),-0.00637062 # DEPENDENCYPART_SIBL
(12,11),(12,18),0.0113988 # DEPENDENCYPART_SIBL
(12,11),(12,19),-0.0187863 # DEPENDENCYPART_SIBL
(12,11),(12,21),-0.0106539 # DEPENDENCYPART_SIBL
(12,11),(12,22),-0.00436698 # DEPENDENCYPART_SIBL
(12,11),(12,23),-0.0106539 # DEPENDENCYPART_SIBL
(12,11),(12,24),0.0069587 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.00141361 # DEPENDENCYPART_SIBL
(12,13),(12,15),0.0520221 # DEPENDENCYPART_SIBL
(12,13),(12,16),0.0510818 # DEPENDENCYPART_SIBL
(12,13),(12,17),0.0263673 # DEPENDENCYPART_SIBL
(12,13),(12,18),0.00939046 # DEPENDENCYPART_SIBL
(12,13),(12,19),0.00787304 # DEPENDENCYPART_SIBL
(12,13),(12,21),0.0520221 # DEPENDENCYPART_SIBL
(12,13),(12,22),-0.00126626 # DEPENDENCYPART_SIBL
(12,13),(12,23),0.0520221 # DEPENDENCYPART_SIBL
(12,13),(12,24),-0.00660792 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.0241232 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.0250813 # DEPENDENCYPART_SIBL
(12,14),(12,17),-0.00128847 # DEPENDENCYPART_SIBL
(12,14),(12,18),-0.00125846 # DEPENDENCYPART_SIBL
(12,14),(12,19),-0.018883 # DEPENDENCYPART_SIBL
(12,14),(12,21),-0.0241232 # DEPENDENCYPART_SIBL
(12,14),(12,22),-0.0350529 # DEPENDENCYPART_SIBL
(12,14),(12,23),-0.0241232 # DEPENDENCYPART_SIBL
(12,14),(12,24),-0.0113592 # DEPENDENCYPART_SIBL
(12,15),(12,16),-0.0205956 # DEPENDENCYPART_SIBL
(12,15),(12,17),0.0430465 # DEPENDENCYPART_SIBL
(12,15),(12,18),0.0681478 # DEPENDENCYPART_SIBL
(12,15),(12,19),0.000866138 # DEPENDENCYPART_SIBL
(12,15),(12,21),-0.0191055 # DEPENDENCYPART_SIBL
(12,15),(12,22),0.0261711 # DEPENDENCYPART_SIBL
(12,15),(12,23),-0.0191055 # DEPENDENCYPART_SIBL
(12,15),(12,24),-2.536e-05 # DEPENDENCYPART_SIBL
(12,16),(12,17),0.0207105 # DEPENDENCYPART_SIBL
(12,16),(12,18),0.0645119 # DEPENDENCYPART_SIBL
(12,16),(12,19),-0.00684503 # DEPENDENCYPART_SIBL
(12,16),(12,21),-0.0254748 # DEPENDENCYPART_SIBL
(12,16),(12,22),0.0198016 # DEPENDENCYPART_SIBL
(12,16),(12,23),-0.0254748 # DEPENDENCYPART_SIBL
(12,16),(12,24),-0.00797725 # DEPENDENCYPART_SIBL
(12,17),(12,18),0.0693805 # DEPENDENCYPART_SIBL
(12,17),(12,19),0.0912275 # DEPENDENCYPART_SIBL
(12,17),(12,21),0.07652 # DEPENDENCYPART_SIBL
(12,17),(12,22),0.0638928 # DEPENDENCYPART_SIBL
(12,17),(12,23),0.07652 # DEPENDENCYPART_SIBL
(12,17),(12,24),0.0489202 # DEPENDENCYPART_SIBL
(12,18),(12,19),0.070088 # DEPENDENCYPART_SIBL
(12,18),(12,21),0.0540016 # DEPENDENCYPART_SIBL
(12,18),(12,22),0.123669 # DEPENDENCYPART_SIBL
(12,18),(12,23),0.0540016 # DEPENDENCYPART_SIBL
(12,18),(12,24),0.0375067 # DEPENDENCYPART_SIBL
(12,19),(12,21),0.0298747 # DEPENDENCYPART_SIBL
(12,19),(12,22),0.0441579 # DEPENDENCYPART_SIBL
(12,19),(12,23),0.0298747 # DEPENDENCYPART_SIBL
(12,19),(12,24),-0.0226075 # DEPENDENCYPART_SIBL
(12,21),(12,22),0.0261711 # DEPENDENCYPART_SIBL
(12,21),(12,23),-0.0191053 # DEPENDENCYPART_SIBL
(12,21),(12,24),-1.62179e-05 # DEPENDENCYPART_SIBL
(12,22),(12,23),-0.0236376 # DEPENDENCYPART_SIBL
(12,22),(12,24),-0.00735811 # DEPENDENCYPART_SIBL
(12,23),(12,24),-1.62179e-05 # DEPENDENCYPART_SIBL
(14,10),(14,11),0.179832 # DEPENDENCYPART_SIBL
(14,10),(14,13),-0.0603067 # DEPENDENCYPART_SIBL
(14,11),(14,13),-0.0497312 # DEPENDENCYPART_SIBL
(15,5),(15,7),0.0563146 # DEPENDENCYPART_SIBL
(15,5),(15,8),0.227997 # DEPENDENCYPART_SIBL
(15,5),(15,9),0.13949 # DEPENDENCYPART_SIBL
(15,5),(15,10),0.0409384 # DEPENDENCYPART_SIBL
(15,5),(15,11),-0.0689335 # DEPENDENCYPART_SIBL
(15,5),(15,13),0.142531 # DEPENDENCYPART_SIBL
(15,5),(15,14),-0.0466406 # DEPENDENCYPART_SIBL
(15,5),(15,16),0.00391764 # DEPENDENCYPART_SIBL
(15,5),(15,23),0.00248639 # DEPENDENCYPART_SIBL
(15,7),(15,8),0.313879 # DEPENDENCYPART_SIBL
(15,7),(15,9),0.161402 # DEPENDENCYPART_SIBL
(15,7),(15,10),0.038276 # DEPENDENCYPART_SIBL
(15,7),(15,11),-0.0504274 # DEPENDENCYPART_SIBL
(15,7),(15,13),-0.270863 # DEPENDENCYPART_SIBL
(15,7),(15,14),-0.0574701 # DEPENDENCYPART_SIBL
(15,7),(15,16),-0.00612068 # DEPENDENCYPART_SIBL
(15,7),(15,23),-0.00602675 # DEPENDENCYPART_SIBL
(15,8),(15,9),0.244393 # DEPENDENCYPART_SIBL
(15,8),(15,10),0.0590091 # DEPENDENCYPART_SIBL
(15,8),(15,11),0.056924 # DEPENDENCYPART_SIBL
(15,8),(15,13),-0.273529 # DEPENDENCYPART_SIBL
(15,8),(15,14),0.027322 # DEPENDENCYPART_SIBL
(15,8),(15,16),-0.00850733 # DEPENDENCYPART_SIBL
(15,8),(15,23),-0.00844461 # DEPENDENCYPART_SIBL
(15,9),(15,10),0.0310926 # DEPENDENCYPART_SIBL
(15,9),(15,11),-0.0290273 # DEPENDENCYPART_SIBL
(15,9),(15,13),-0.292447 # DEPENDENCYPART_SIBL
(15,9),(15,14),-0.0315998 # DEPENDENCYPART_SIBL
(15,9),(15,16),-0.00591893 # DEPENDENCYPART_SIBL
(15,9),(15,23),-0.00568968 # DEPENDENCYPART_SIBL
