# _root_ Egyébként a helyi legenda szerint Bregovity éppen itt , Gucsán szedte össze azokat a bandákat is , amelyekkel aztán a stúdióban feljátszatta az említett filmek slágereit .
#goldHeads=11,4,4,5,11,11,11,11,11,11,0,11,15,15,11,11,11,22,22,21,22,13,25,25,26,22,11,
#predictedHeads=11,4,4,5,11,11,11,11,11,11,0,11,15,15,11,11,11,22,22,21,22,13,25,25,26,22,11,
(1,22),(22,3),0.0679957 # DEPENDENCYPART_GRANDPAR
(1,22),(22,4),0.0784514 # DEPENDENCYPART_GRANDPAR
(1,22),(22,5),0.137835 # DEPENDENCYPART_GRANDPAR
(1,22),(22,6),-0.0195332 # DEPENDENCYPART_GRANDPAR
(1,22),(22,7),-0.00364797 # DEPENDENCYPART_GRANDPAR
(1,22),(22,8),-0.00552302 # DEPENDENCYPART_GRANDPAR
(1,22),(22,9),-0.0908326 # DEPENDENCYPART_GRANDPAR
(1,22),(22,10),-0.14686 # DEPENDENCYPART_GRANDPAR
(1,22),(22,11),0.0784228 # DEPENDENCYPART_GRANDPAR
(1,22),(22,13),-0.17539 # DEPENDENCYPART_GRANDPAR
(1,22),(22,14),-0.162306 # DEPENDENCYPART_GRANDPAR
(1,22),(22,15),-0.228571 # DEPENDENCYPART_GRANDPAR
(1,22),(22,16),-0.163714 # DEPENDENCYPART_GRANDPAR
(1,22),(22,17),-0.125311 # DEPENDENCYPART_GRANDPAR
(1,22),(22,18),-0.0674114 # DEPENDENCYPART_GRANDPAR
(1,22),(22,19),-0.0751578 # DEPENDENCYPART_GRANDPAR
(1,22),(22,20),-0.203109 # DEPENDENCYPART_GRANDPAR
(1,22),(22,21),-0.294704 # DEPENDENCYPART_GRANDPAR
(1,22),(22,23),-0.246729 # DEPENDENCYPART_GRANDPAR
(1,22),(22,24),-0.111064 # DEPENDENCYPART_GRANDPAR
(1,22),(22,25),-0.340266 # DEPENDENCYPART_GRANDPAR
(1,22),(22,26),-0.352712 # DEPENDENCYPART_GRANDPAR
(1,22),(22,27),-0.549081 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.46181 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.621522 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,3),-0.886806 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,4),-0.555097 # DEPENDENCYPART_GRANDPAR
(3,1),(1,5),-0.458286 # DEPENDENCYPART_GRANDPAR
(3,1),(1,6),-0.741119 # DEPENDENCYPART_GRANDPAR
(3,1),(1,7),-0.526289 # DEPENDENCYPART_GRANDPAR
(3,1),(1,9),-0.487391 # DEPENDENCYPART_GRANDPAR
(3,1),(1,10),-0.921103 # DEPENDENCYPART_GRANDPAR
(3,1),(1,11),-0.337765 # DEPENDENCYPART_GRANDPAR
(3,1),(1,15),-0.723824 # DEPENDENCYPART_GRANDPAR
(3,1),(1,16),-0.547701 # DEPENDENCYPART_GRANDPAR
(3,1),(1,17),-0.568671 # DEPENDENCYPART_GRANDPAR
(3,1),(1,22),-0.343213 # DEPENDENCYPART_GRANDPAR
(3,1),(1,27),-1.08416 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-0.896417 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,3),-0.158528 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-1.05223 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,5),-0.490327 # DEPENDENCYPART_GRANDPAR
(4,1),(1,6),-0.683103 # DEPENDENCYPART_GRANDPAR
(4,1),(1,7),-0.584152 # DEPENDENCYPART_GRANDPAR
(4,1),(1,9),-0.60968 # DEPENDENCYPART_GRANDPAR
(4,1),(1,10),-0.661024 # DEPENDENCYPART_GRANDPAR
(4,1),(1,11),-0.63045 # DEPENDENCYPART_GRANDPAR
(4,1),(1,15),-0.681457 # DEPENDENCYPART_GRANDPAR
(4,1),(1,16),-0.641313 # DEPENDENCYPART_GRANDPAR
(4,1),(1,17),-0.595008 # DEPENDENCYPART_GRANDPAR
(4,1),(1,22),-0.458376 # DEPENDENCYPART_GRANDPAR
(4,1),(1,27),-1.14377 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.230759 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.469117 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.565963 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.92558 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-1.10352 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.700267 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.59081 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),-0.154329 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.280942 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.314746 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.259413 # DEPENDENCYPART_GRANDPAR
(4,6),(6,13),-0.217345 # DEPENDENCYPART_GRANDPAR
(4,6),(6,22),-0.087339 # DEPENDENCYPART_GRANDPAR
(4,6),(6,27),-0.789572 # DEPENDENCYPART_GRANDPAR
(4,7),(7,1),-0.865666 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-0.609935 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-0.684955 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),-0.112487 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),-0.31664 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.299712 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.342402 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.355971 # DEPENDENCYPART_GRANDPAR
(4,7),(7,16),-0.389945 # DEPENDENCYPART_GRANDPAR
(4,7),(7,17),-0.28504 # DEPENDENCYPART_GRANDPAR
(4,7),(7,22),-0.183897 # DEPENDENCYPART_GRANDPAR
(4,7),(7,26),-0.532448 # DEPENDENCYPART_GRANDPAR
(4,7),(7,27),-0.852847 # DEPENDENCYPART_GRANDPAR
(4,8),(8,3),-0.609984 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-0.683355 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,6),-0.315041 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),-0.217644 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.317419 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.344712 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-0.35449 # DEPENDENCYPART_GRANDPAR
(4,8),(8,13),-0.301885 # DEPENDENCYPART_GRANDPAR
(4,8),(8,15),-0.365145 # DEPENDENCYPART_GRANDPAR
(4,8),(8,17),-0.302747 # DEPENDENCYPART_GRANDPAR
(4,8),(8,22),-0.182416 # DEPENDENCYPART_GRANDPAR
(4,8),(8,27),-0.847917 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),0.154478 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),0.211949 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-0.786879 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,6),-0.32255 # DEPENDENCYPART_GRANDPAR
(5,1),(1,7),-0.400643 # DEPENDENCYPART_GRANDPAR
(5,1),(1,9),-0.470902 # DEPENDENCYPART_GRANDPAR
(5,1),(1,10),-0.462101 # DEPENDENCYPART_GRANDPAR
(5,1),(1,11),-0.229274 # DEPENDENCYPART_GRANDPAR
(5,1),(1,15),-0.541004 # DEPENDENCYPART_GRANDPAR
(5,1),(1,16),-0.623853 # DEPENDENCYPART_GRANDPAR
(5,1),(1,17),-0.516161 # DEPENDENCYPART_GRANDPAR
(5,1),(1,22),-0.261014 # DEPENDENCYPART_GRANDPAR
(5,1),(1,27),-0.742139 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),0.201512 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.0733264 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),0.285278 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.129003 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),0.121238 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),0.17817 # DEPENDENCYPART_GRANDPAR
(5,4),(4,6),-0.420719 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.434906 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.384917 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-0.460287 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.310777 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.253428 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.253531 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.501609 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,9),-0.109281 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.102066 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),0.158238 # DEPENDENCYPART_GRANDPAR
(5,6),(6,13),0.0266942 # DEPENDENCYPART_GRANDPAR
(5,6),(6,22),0.126499 # DEPENDENCYPART_GRANDPAR
(5,6),(6,27),-0.414022 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-0.426038 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-0.200703 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.155741 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.394554 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),0.0448675 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.123777 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.113361 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),0.111944 # DEPENDENCYPART_GRANDPAR
(5,7),(7,16),-0.319906 # DEPENDENCYPART_GRANDPAR
(5,7),(7,17),-0.169036 # DEPENDENCYPART_GRANDPAR
(5,7),(7,22),0.0802043 # DEPENDENCYPART_GRANDPAR
(5,7),(7,26),-0.239034 # DEPENDENCYPART_GRANDPAR
(5,7),(7,27),-0.430242 # DEPENDENCYPART_GRANDPAR
(5,10),(10,1),-0.460287 # DEPENDENCYPART_GRANDPAR
(5,10),(10,2),-0.310777 # DEPENDENCYPART_GRANDPAR
(5,10),(10,3),-0.253428 # DEPENDENCYPART_GRANDPAR
(5,10),(10,4),-0.253531 # DEPENDENCYPART_GRANDPAR
(5,10),(10,5),-0.501609 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,10),(10,6),0.00340303 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),-0.163406 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),-0.152014 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),0.0266942 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),-0.180969 # DEPENDENCYPART_GRANDPAR
(5,10),(10,17),-0.15454 # DEPENDENCYPART_GRANDPAR
(5,10),(10,22),0.126499 # DEPENDENCYPART_GRANDPAR
(5,10),(10,27),-0.414022 # DEPENDENCYPART_GRANDPAR
(5,22),(22,1),-0.447791 # DEPENDENCYPART_GRANDPAR
(5,22),(22,3),-0.209534 # DEPENDENCYPART_GRANDPAR
(5,22),(22,4),-0.214002 # DEPENDENCYPART_GRANDPAR
(5,22),(22,5),-0.423647 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,22),(22,6),-0.0308327 # DEPENDENCYPART_GRANDPAR
(5,22),(22,7),-0.11629 # DEPENDENCYPART_GRANDPAR
(5,22),(22,8),-0.0729437 # DEPENDENCYPART_GRANDPAR
(5,22),(22,9),-0.215296 # DEPENDENCYPART_GRANDPAR
(5,22),(22,10),-0.170426 # DEPENDENCYPART_GRANDPAR
(5,22),(22,11),0.0970317 # DEPENDENCYPART_GRANDPAR
(5,22),(22,13),0.0487042 # DEPENDENCYPART_GRANDPAR
(5,22),(22,14),-0.268567 # DEPENDENCYPART_GRANDPAR
(5,22),(22,15),-0.249287 # DEPENDENCYPART_GRANDPAR
(5,22),(22,16),-0.227553 # DEPENDENCYPART_GRANDPAR
(5,22),(22,17),-0.260555 # DEPENDENCYPART_GRANDPAR
(5,22),(22,18),0.108161 # DEPENDENCYPART_GRANDPAR
(5,22),(22,19),-0.101881 # DEPENDENCYPART_GRANDPAR
(5,22),(22,20),-0.248835 # DEPENDENCYPART_GRANDPAR
(5,22),(22,21),-0.335558 # DEPENDENCYPART_GRANDPAR
(5,22),(22,23),-0.247877 # DEPENDENCYPART_GRANDPAR
(5,22),(22,24),-0.146737 # DEPENDENCYPART_GRANDPAR
(5,22),(22,25),-0.292551 # DEPENDENCYPART_GRANDPAR
(5,22),(22,26),-0.215753 # DEPENDENCYPART_GRANDPAR
(5,22),(22,27),-0.371268 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),-0.0889806 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),-0.079544 # DEPENDENCYPART_GRANDPAR
(6,1),(1,5),0.071221 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-0.924388 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,1),(1,7),-0.405905 # DEPENDENCYPART_GRANDPAR
(6,1),(1,9),-0.410024 # DEPENDENCYPART_GRANDPAR
(6,1),(1,10),-0.383699 # DEPENDENCYPART_GRANDPAR
(6,1),(1,11),-0.830761 # DEPENDENCYPART_GRANDPAR
(6,1),(1,15),-0.445593 # DEPENDENCYPART_GRANDPAR
(6,1),(1,16),-0.600503 # DEPENDENCYPART_GRANDPAR
(6,1),(1,17),-0.422656 # DEPENDENCYPART_GRANDPAR
(6,1),(1,22),-0.576135 # DEPENDENCYPART_GRANDPAR
(6,1),(1,27),-0.961817 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.16129 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.148469 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.241077 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.236634 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.196267 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.154397 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.05311 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.465804 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-0.532034 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.272297 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.406219 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.203556 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.0748889 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-0.935677 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.421339 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-0.394988 # DEPENDENCYPART_GRANDPAR
(6,5),(5,22),-0.541177 # DEPENDENCYPART_GRANDPAR
(6,10),(10,1),-0.604978 # DEPENDENCYPART_GRANDPAR
(6,10),(10,2),-0.780397 # DEPENDENCYPART_GRANDPAR
(6,10),(10,3),-0.633052 # DEPENDENCYPART_GRANDPAR
(6,10),(10,4),-0.577322 # DEPENDENCYPART_GRANDPAR
(6,10),(10,5),-0.349523 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-0.455176 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,7),-0.111883 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),-0.052385 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-0.119999 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),-0.0973221 # DEPENDENCYPART_GRANDPAR
(6,10),(10,17),-0.0920235 # DEPENDENCYPART_GRANDPAR
(6,10),(10,22),-0.203203 # DEPENDENCYPART_GRANDPAR
(6,10),(10,27),-0.606265 # DEPENDENCYPART_GRANDPAR
(6,11),(11,1),-0.573535 # DEPENDENCYPART_GRANDPAR
(6,11),(11,2),-0.717676 # DEPENDENCYPART_GRANDPAR
(6,11),(11,3),-0.559152 # DEPENDENCYPART_GRANDPAR
(6,11),(11,4),-0.515767 # DEPENDENCYPART_GRANDPAR
(6,11),(11,5),-0.296011 # DEPENDENCYPART_GRANDPAR
(6,11),(11,6),-0.609567 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,11),(11,7),-0.0566095 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),-0.133959 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),-0.172176 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),-0.068921 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.205499 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),-0.209995 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),-0.532179 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),-0.0772865 # DEPENDENCYPART_GRANDPAR
(6,11),(11,16),-0.283947 # DEPENDENCYPART_GRANDPAR
(6,11),(11,17),-0.179273 # DEPENDENCYPART_GRANDPAR
(6,11),(11,18),-0.241492 # DEPENDENCYPART_GRANDPAR
(6,11),(11,19),-0.341272 # DEPENDENCYPART_GRANDPAR
(6,11),(11,21),-0.357003 # DEPENDENCYPART_GRANDPAR
(6,11),(11,22),-0.296409 # DEPENDENCYPART_GRANDPAR
(6,11),(11,24),-0.703745 # DEPENDENCYPART_GRANDPAR
(6,11),(11,25),-0.271107 # DEPENDENCYPART_GRANDPAR
(6,11),(11,26),-0.341106 # DEPENDENCYPART_GRANDPAR
(6,11),(11,27),-0.624414 # DEPENDENCYPART_GRANDPAR
(6,13),(13,4),-0.122494 # DEPENDENCYPART_GRANDPAR
(6,13),(13,6),-0.599377 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,13),(13,7),-0.11527 # DEPENDENCYPART_GRANDPAR
(6,13),(13,9),-0.100662 # DEPENDENCYPART_GRANDPAR
(6,13),(13,10),-0.0586888 # DEPENDENCYPART_GRANDPAR
(6,13),(13,11),-0.497102 # DEPENDENCYPART_GRANDPAR
(6,13),(13,15),-0.109259 # DEPENDENCYPART_GRANDPAR
(6,13),(13,16),-0.367797 # DEPENDENCYPART_GRANDPAR
(6,13),(13,17),-0.149446 # DEPENDENCYPART_GRANDPAR
(6,13),(13,18),-0.269707 # DEPENDENCYPART_GRANDPAR
(6,13),(13,19),-0.370909 # DEPENDENCYPART_GRANDPAR
(6,13),(13,21),-0.388976 # DEPENDENCYPART_GRANDPAR
(6,13),(13,22),-0.266303 # DEPENDENCYPART_GRANDPAR
(6,13),(13,24),-0.675703 # DEPENDENCYPART_GRANDPAR
(6,13),(13,25),-0.30308 # DEPENDENCYPART_GRANDPAR
(6,13),(13,26),-0.373078 # DEPENDENCYPART_GRANDPAR
(6,13),(13,27),-0.649095 # DEPENDENCYPART_GRANDPAR
(6,22),(22,1),-0.573535 # DEPENDENCYPART_GRANDPAR
(6,22),(22,3),-0.559152 # DEPENDENCYPART_GRANDPAR
(6,22),(22,4),-0.515767 # DEPENDENCYPART_GRANDPAR
(6,22),(22,5),-0.296011 # DEPENDENCYPART_GRANDPAR
(6,22),(22,6),-0.612855 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,22),(22,7),-0.0573956 # DEPENDENCYPART_GRANDPAR
(6,22),(22,8),-0.134745 # DEPENDENCYPART_GRANDPAR
(6,22),(22,9),-0.180914 # DEPENDENCYPART_GRANDPAR
(6,22),(22,10),-0.0722094 # DEPENDENCYPART_GRANDPAR
(6,22),(22,11),-0.460057 # DEPENDENCYPART_GRANDPAR
(6,22),(22,13),-0.120157 # DEPENDENCYPART_GRANDPAR
(6,22),(22,14),-0.54492 # DEPENDENCYPART_GRANDPAR
(6,22),(22,15),-0.134061 # DEPENDENCYPART_GRANDPAR
(6,22),(22,16),-0.172215 # DEPENDENCYPART_GRANDPAR
(6,22),(22,17),-0.193547 # DEPENDENCYPART_GRANDPAR
(6,22),(22,18),-0.156589 # DEPENDENCYPART_GRANDPAR
(6,22),(22,19),-0.23931 # DEPENDENCYPART_GRANDPAR
(6,22),(22,20),-0.656778 # DEPENDENCYPART_GRANDPAR
(6,22),(22,21),-0.413777 # DEPENDENCYPART_GRANDPAR
(6,22),(22,23),-0.554015 # DEPENDENCYPART_GRANDPAR
(6,22),(22,24),-0.70374 # DEPENDENCYPART_GRANDPAR
(6,22),(22,25),-0.269603 # DEPENDENCYPART_GRANDPAR
(6,22),(22,26),-0.339601 # DEPENDENCYPART_GRANDPAR
(6,22),(22,27),-0.623118 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),-0.198976 # DEPENDENCYPART_GRANDPAR
(7,1),(1,4),-0.0822063 # DEPENDENCYPART_GRANDPAR
(7,1),(1,5),-0.266322 # DEPENDENCYPART_GRANDPAR
(7,1),(1,6),-0.107038 # DEPENDENCYPART_GRANDPAR
(7,1),(1,7),-0.962374 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,1),(1,9),-0.632802 # DEPENDENCYPART_GRANDPAR
(7,1),(1,10),-0.465936 # DEPENDENCYPART_GRANDPAR
(7,1),(1,11),-0.519405 # DEPENDENCYPART_GRANDPAR
(7,1),(1,15),-0.610156 # DEPENDENCYPART_GRANDPAR
(7,1),(1,16),-0.627154 # DEPENDENCYPART_GRANDPAR
(7,1),(1,17),-0.622122 # DEPENDENCYPART_GRANDPAR
(7,1),(1,22),-0.629394 # DEPENDENCYPART_GRANDPAR
(7,1),(1,27),-1.04151 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.078336 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),0.0807691 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.139484 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.00841131 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.217938 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),0.00695938 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-0.99096 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,8),-0.526071 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.105102 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.0584809 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.229168 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.0706968 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-0.0278066 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-0.982852 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,10),-0.483466 # DEPENDENCYPART_GRANDPAR
(7,5),(5,22),-0.605303 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.138752 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.00734305 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.217219 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.14176 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.373944 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.64523 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.555214 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-0.519402 # DEPENDENCYPART_GRANDPAR
(7,6),(6,13),-0.656785 # DEPENDENCYPART_GRANDPAR
(7,6),(6,22),-0.629392 # DEPENDENCYPART_GRANDPAR
(7,6),(6,27),-1.04908 # DEPENDENCYPART_GRANDPAR
(7,10),(10,1),-0.419546 # DEPENDENCYPART_GRANDPAR
(7,10),(10,2),-0.418661 # DEPENDENCYPART_GRANDPAR
(7,10),(10,3),-0.6094 # DEPENDENCYPART_GRANDPAR
(7,10),(10,4),-0.541283 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),-0.665869 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-0.567181 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-0.621922 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,9),-0.207246 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.307226 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),-0.296937 # DEPENDENCYPART_GRANDPAR
(7,10),(10,17),-0.316547 # DEPENDENCYPART_GRANDPAR
(7,10),(10,22),-0.278703 # DEPENDENCYPART_GRANDPAR
(7,10),(10,27),-0.750471 # DEPENDENCYPART_GRANDPAR
(7,11),(11,1),-0.427814 # DEPENDENCYPART_GRANDPAR
(7,11),(11,2),-0.398889 # DEPENDENCYPART_GRANDPAR
(7,11),(11,3),-0.581649 # DEPENDENCYPART_GRANDPAR
(7,11),(11,4),-0.527763 # DEPENDENCYPART_GRANDPAR
(7,11),(11,5),-0.649888 # DEPENDENCYPART_GRANDPAR
(7,11),(11,6),-0.553661 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-0.589588 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,8),-0.128355 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),-0.367469 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),-0.0894735 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.311221 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),-0.292634 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),-0.23478 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),-0.258999 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),-0.232591 # DEPENDENCYPART_GRANDPAR
(7,11),(11,17),-0.309024 # DEPENDENCYPART_GRANDPAR
(7,11),(11,18),-0.292823 # DEPENDENCYPART_GRANDPAR
(7,11),(11,19),-0.394822 # DEPENDENCYPART_GRANDPAR
(7,11),(11,21),-0.292389 # DEPENDENCYPART_GRANDPAR
(7,11),(11,22),-0.262337 # DEPENDENCYPART_GRANDPAR
(7,11),(11,24),-0.435363 # DEPENDENCYPART_GRANDPAR
(7,11),(11,25),-0.285842 # DEPENDENCYPART_GRANDPAR
(7,11),(11,26),-0.286189 # DEPENDENCYPART_GRANDPAR
(7,11),(11,27),-0.68334 # DEPENDENCYPART_GRANDPAR
(7,16),(16,1),-0.425288 # DEPENDENCYPART_GRANDPAR
(7,16),(16,5),-0.659762 # DEPENDENCYPART_GRANDPAR
(7,16),(16,6),-0.528638 # DEPENDENCYPART_GRANDPAR
(7,16),(16,7),-0.651557 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,16),(16,8),-0.188518 # DEPENDENCYPART_GRANDPAR
(7,16),(16,9),-0.312376 # DEPENDENCYPART_GRANDPAR
(7,16),(16,10),-0.140348 # DEPENDENCYPART_GRANDPAR
(7,16),(16,11),-0.205279 # DEPENDENCYPART_GRANDPAR
(7,16),(16,13),-0.318126 # DEPENDENCYPART_GRANDPAR
(7,16),(16,14),-0.305004 # DEPENDENCYPART_GRANDPAR
(7,16),(16,15),-0.284568 # DEPENDENCYPART_GRANDPAR
(7,16),(16,17),-0.399197 # DEPENDENCYPART_GRANDPAR
(7,16),(16,19),-0.492606 # DEPENDENCYPART_GRANDPAR
(7,16),(16,21),-0.327244 # DEPENDENCYPART_GRANDPAR
(7,16),(16,22),-0.380578 # DEPENDENCYPART_GRANDPAR
