# _root_ E társaság tulajdonosai 150_millió forintot keresnek a Márkus_Kft.-n , mondván , ekkora összegben helyeztek el náluk importletétet .
#goldHeads=2,3,6,5,6,0,8,6,6,6,6,13,14,10,14,14,14,6,
#predictedHeads=2,3,6,5,6,0,8,6,6,6,6,13,14,10,14,14,14,6,
(14,1),(14,9),-0.00577716 # DEPENDENCYPART_SIBL
(14,1),(14,10),-0.0586388 # DEPENDENCYPART_SIBL
(14,1),(14,11),-0.00577716 # DEPENDENCYPART_SIBL
(14,1),(14,12),-0.219784 # DEPENDENCYPART_SIBL
(14,1),(14,13),-0.0895751 # DEPENDENCYPART_SIBL
(14,1),(14,15),-0.0322704 # DEPENDENCYPART_SIBL
(14,1),(14,16),-0.0565669 # DEPENDENCYPART_SIBL
(14,1),(14,17),-0.0715991 # DEPENDENCYPART_SIBL
(14,1),(14,18),-0.0750393 # DEPENDENCYPART_SIBL
(14,2),(14,3),-0.0112807 # DEPENDENCYPART_SIBL
(14,2),(14,4),-0.0039392 # DEPENDENCYPART_SIBL
(14,2),(14,5),0.00945841 # DEPENDENCYPART_SIBL
(14,2),(14,6),-7.64651e-05 # DEPENDENCYPART_SIBL
(14,2),(14,7),-0.0501077 # DEPENDENCYPART_SIBL
(14,2),(14,8),-0.00861558 # DEPENDENCYPART_SIBL
(14,2),(14,9),0.100294 # DEPENDENCYPART_SIBL
(14,2),(14,10),0.0188193 # DEPENDENCYPART_SIBL
(14,2),(14,11),0.100294 # DEPENDENCYPART_SIBL
(14,2),(14,12),-0.0742876 # DEPENDENCYPART_SIBL
(14,2),(14,13),-0.00332794 # DEPENDENCYPART_SIBL
(14,2),(14,15),0.00331278 # DEPENDENCYPART_SIBL
(14,2),(14,16),-0.0139215 # DEPENDENCYPART_SIBL
(14,2),(14,17),-0.0221891 # DEPENDENCYPART_SIBL
(14,2),(14,18),-0.00736588 # DEPENDENCYPART_SIBL
(14,3),(14,4),-0.0106228 # DEPENDENCYPART_SIBL
(14,3),(14,5),0.00539702 # DEPENDENCYPART_SIBL
(14,3),(14,6),-0.00662313 # DEPENDENCYPART_SIBL
(14,3),(14,7),-0.0575379 # DEPENDENCYPART_SIBL
(14,3),(14,8),-0.0117429 # DEPENDENCYPART_SIBL
(14,3),(14,9),0.0950776 # DEPENDENCYPART_SIBL
(14,3),(14,10),0.0112403 # DEPENDENCYPART_SIBL
(14,3),(14,11),0.0950776 # DEPENDENCYPART_SIBL
(14,3),(14,12),-0.0812121 # DEPENDENCYPART_SIBL
(14,3),(14,13),-0.00645525 # DEPENDENCYPART_SIBL
(14,3),(14,15),0.00696785 # DEPENDENCYPART_SIBL
(14,3),(14,16),-0.0102665 # DEPENDENCYPART_SIBL
(14,3),(14,17),-0.00690494 # DEPENDENCYPART_SIBL
(14,3),(14,18),0.00969432 # DEPENDENCYPART_SIBL
(14,4),(14,5),0.0203601 # DEPENDENCYPART_SIBL
(14,4),(14,6),-0.0307235 # DEPENDENCYPART_SIBL
(14,4),(14,7),-0.0726355 # DEPENDENCYPART_SIBL
(14,4),(14,8),0.0203496 # DEPENDENCYPART_SIBL
(14,4),(14,9),0.0544561 # DEPENDENCYPART_SIBL
(14,4),(14,10),0.0179388 # DEPENDENCYPART_SIBL
(14,4),(14,11),0.0544561 # DEPENDENCYPART_SIBL
(14,4),(14,12),-0.105458 # DEPENDENCYPART_SIBL
(14,4),(14,13),0.0221119 # DEPENDENCYPART_SIBL
(14,4),(14,15),0.0797307 # DEPENDENCYPART_SIBL
(14,4),(14,16),0.0511094 # DEPENDENCYPART_SIBL
(14,4),(14,17),0.0148718 # DEPENDENCYPART_SIBL
(14,4),(14,18),0.00056294 # DEPENDENCYPART_SIBL
(14,5),(14,6),-0.0168052 # DEPENDENCYPART_SIBL
(14,5),(14,7),-0.0678798 # DEPENDENCYPART_SIBL
(14,5),(14,8),-0.024153 # DEPENDENCYPART_SIBL
(14,5),(14,9),0.0537096 # DEPENDENCYPART_SIBL
(14,5),(14,10),0.000644485 # DEPENDENCYPART_SIBL
(14,5),(14,11),0.0537096 # DEPENDENCYPART_SIBL
(14,5),(14,12),-0.0909095 # DEPENDENCYPART_SIBL
(14,5),(14,13),-0.0188653 # DEPENDENCYPART_SIBL
(14,5),(14,15),-0.000309471 # DEPENDENCYPART_SIBL
(14,5),(14,16),-0.0175823 # DEPENDENCYPART_SIBL
(14,5),(14,17),-0.0217232 # DEPENDENCYPART_SIBL
(14,5),(14,18),-0.0135538 # DEPENDENCYPART_SIBL
(14,6),(14,7),-0.0718631 # DEPENDENCYPART_SIBL
(14,6),(14,8),-0.0217289 # DEPENDENCYPART_SIBL
(14,6),(14,9),0.0620133 # DEPENDENCYPART_SIBL
(14,6),(14,10),-0.0223883 # DEPENDENCYPART_SIBL
(14,6),(14,11),0.0620133 # DEPENDENCYPART_SIBL
(14,6),(14,12),-0.0845095 # DEPENDENCYPART_SIBL
(14,6),(14,13),-0.0199666 # DEPENDENCYPART_SIBL
(14,6),(14,15),0.00766266 # DEPENDENCYPART_SIBL
(14,6),(14,16),-0.0141988 # DEPENDENCYPART_SIBL
(14,6),(14,17),-0.00683918 # DEPENDENCYPART_SIBL
(14,6),(14,18),0.0117177 # DEPENDENCYPART_SIBL
(14,7),(14,8),0.0296642 # DEPENDENCYPART_SIBL
(14,7),(14,9),0.00270914 # DEPENDENCYPART_SIBL
(14,7),(14,10),-0.049581 # DEPENDENCYPART_SIBL
(14,7),(14,11),0.00270914 # DEPENDENCYPART_SIBL
(14,7),(14,12),-0.104465 # DEPENDENCYPART_SIBL
(14,7),(14,13),0.0314264 # DEPENDENCYPART_SIBL
(14,7),(14,15),0.0130603 # DEPENDENCYPART_SIBL
(14,7),(14,16),-0.00179236 # DEPENDENCYPART_SIBL
(14,7),(14,17),-0.019316 # DEPENDENCYPART_SIBL
(14,7),(14,18),-0.0612638 # DEPENDENCYPART_SIBL
(14,8),(14,9),0.0977845 # DEPENDENCYPART_SIBL
(14,8),(14,10),0.0168441 # DEPENDENCYPART_SIBL
(14,8),(14,11),0.0977845 # DEPENDENCYPART_SIBL
(14,8),(14,12),-0.0756084 # DEPENDENCYPART_SIBL
(14,8),(14,13),0.00115349 # DEPENDENCYPART_SIBL
(14,8),(14,15),0.00904613 # DEPENDENCYPART_SIBL
(14,8),(14,16),-0.00818818 # DEPENDENCYPART_SIBL
(14,8),(14,17),-0.00348107 # DEPENDENCYPART_SIBL
(14,8),(14,18),0.013451 # DEPENDENCYPART_SIBL
(14,9),(14,10),-0.034869 # DEPENDENCYPART_SIBL
(14,9),(14,11),-0.0134403 # DEPENDENCYPART_SIBL
(14,9),(14,12),-0.0651785 # DEPENDENCYPART_SIBL
(14,9),(14,13),-0.00528887 # DEPENDENCYPART_SIBL
(14,9),(14,15),0.0118466 # DEPENDENCYPART_SIBL
(14,9),(14,16),-0.0245382 # DEPENDENCYPART_SIBL
(14,9),(14,17),-0.0183747 # DEPENDENCYPART_SIBL
(14,9),(14,18),0.0139303 # DEPENDENCYPART_SIBL
(14,10),(14,11),-0.00804125 # DEPENDENCYPART_SIBL
(14,10),(14,12),-0.0667264 # DEPENDENCYPART_SIBL
(14,10),(14,13),0.00114576 # DEPENDENCYPART_SIBL
(14,10),(14,15),0.041828 # DEPENDENCYPART_SIBL
(14,10),(14,16),-0.0105113 # DEPENDENCYPART_SIBL
(14,10),(14,17),-0.0167222 # DEPENDENCYPART_SIBL
(14,10),(14,18),-0.00517891 # DEPENDENCYPART_SIBL
(14,11),(14,12),-0.0651785 # DEPENDENCYPART_SIBL
(14,11),(14,13),-0.00528887 # DEPENDENCYPART_SIBL
(14,11),(14,15),0.0118466 # DEPENDENCYPART_SIBL
(14,11),(14,16),-0.0245382 # DEPENDENCYPART_SIBL
(14,11),(14,17),-0.0183747 # DEPENDENCYPART_SIBL
(14,11),(14,18),0.0139303 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.0133245 # DEPENDENCYPART_SIBL
(14,12),(14,15),0.0121493 # DEPENDENCYPART_SIBL
(14,12),(14,16),-0.0121477 # DEPENDENCYPART_SIBL
(14,12),(14,17),-0.0240258 # DEPENDENCYPART_SIBL
(14,12),(14,18),-0.0178601 # DEPENDENCYPART_SIBL
(14,13),(14,15),0.0100191 # DEPENDENCYPART_SIBL
(14,13),(14,16),-0.0072152 # DEPENDENCYPART_SIBL
(14,13),(14,17),-0.000561122 # DEPENDENCYPART_SIBL
(14,13),(14,18),0.014424 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.0266644 # DEPENDENCYPART_SIBL
(14,15),(14,17),0.0218468 # DEPENDENCYPART_SIBL
(14,15),(14,18),0.0070475 # DEPENDENCYPART_SIBL
(14,16),(14,17),0.0365833 # DEPENDENCYPART_SIBL
(14,16),(14,18),-0.0122913 # DEPENDENCYPART_SIBL
(14,17),(14,18),0.00150312 # DEPENDENCYPART_SIBL
(15,6),(15,13),0.119951 # DEPENDENCYPART_SIBL
(15,6),(15,17),0.0891118 # DEPENDENCYPART_SIBL
(15,6),(15,18),0.115305 # DEPENDENCYPART_SIBL
(15,13),(15,17),0.0968333 # DEPENDENCYPART_SIBL
(15,13),(15,18),0.0208623 # DEPENDENCYPART_SIBL
(15,17),(15,18),0.0188862 # DEPENDENCYPART_SIBL
(16,6),(16,11),0.452172 # DEPENDENCYPART_SIBL
(16,6),(16,13),0.121489 # DEPENDENCYPART_SIBL
(16,6),(16,17),0.0920283 # DEPENDENCYPART_SIBL
(16,6),(16,18),0.126363 # DEPENDENCYPART_SIBL
(16,11),(16,13),0.0283621 # DEPENDENCYPART_SIBL
(16,11),(16,17),0.0499608 # DEPENDENCYPART_SIBL
(16,11),(16,18),0.0303641 # DEPENDENCYPART_SIBL
(16,13),(16,17),0.0977081 # DEPENDENCYPART_SIBL
(16,13),(16,18),0.0265955 # DEPENDENCYPART_SIBL
(16,17),(16,18),0.0195126 # DEPENDENCYPART_SIBL
(17,7),(17,8),0.0129962 # DEPENDENCYPART_SIBL
(17,7),(17,10),0.0276259 # DEPENDENCYPART_SIBL
(17,7),(17,12),-5.54874e-05 # DEPENDENCYPART_SIBL
(17,7),(17,13),0.0129962 # DEPENDENCYPART_SIBL
(17,7),(17,15),0.0271189 # DEPENDENCYPART_SIBL
(17,7),(17,16),0.0276408 # DEPENDENCYPART_SIBL
(17,7),(17,18),-0.0285178 # DEPENDENCYPART_SIBL
(17,8),(17,10),0.186985 # DEPENDENCYPART_SIBL
(17,8),(17,12),0.0495627 # DEPENDENCYPART_SIBL
(17,8),(17,13),-0.0163438 # DEPENDENCYPART_SIBL
(17,8),(17,15),0.187102 # DEPENDENCYPART_SIBL
(17,8),(17,16),0.187493 # DEPENDENCYPART_SIBL
(17,8),(17,18),0.041682 # DEPENDENCYPART_SIBL
(17,10),(17,12),0.0144359 # DEPENDENCYPART_SIBL
(17,10),(17,13),0.0229258 # DEPENDENCYPART_SIBL
(17,10),(17,15),0.0699417 # DEPENDENCYPART_SIBL
(17,10),(17,16),0.0865738 # DEPENDENCYPART_SIBL
(17,10),(17,18),0.122366 # DEPENDENCYPART_SIBL
(17,12),(17,13),-0.0386388 # DEPENDENCYPART_SIBL
(17,12),(17,15),0.0943746 # DEPENDENCYPART_SIBL
(17,12),(17,16),0.0955478 # DEPENDENCYPART_SIBL
(17,12),(17,18),0.0121978 # DEPENDENCYPART_SIBL
(17,13),(17,15),0.187097 # DEPENDENCYPART_SIBL
(17,13),(17,16),0.187489 # DEPENDENCYPART_SIBL
(17,13),(17,18),0.041682 # DEPENDENCYPART_SIBL
(17,15),(17,16),0.0827195 # DEPENDENCYPART_SIBL
(17,15),(17,18),0.126058 # DEPENDENCYPART_SIBL
(17,16),(17,18),0.123042 # DEPENDENCYPART_SIBL
(0,1),(1,2),0.366427 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),0.205147 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),-0.0986719 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),-0.138839 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),0.234317 # DEPENDENCYPART_GRANDPAR
(0,1),(1,8),-0.219274 # DEPENDENCYPART_GRANDPAR
(0,1),(1,9),0.160456 # DEPENDENCYPART_GRANDPAR
(0,1),(1,10),0.250276 # DEPENDENCYPART_GRANDPAR
(0,1),(1,11),0.171742 # DEPENDENCYPART_GRANDPAR
(0,1),(1,12),-0.343936 # DEPENDENCYPART_GRANDPAR
(0,1),(1,13),-0.520006 # DEPENDENCYPART_GRANDPAR
(0,1),(1,14),-0.256411 # DEPENDENCYPART_GRANDPAR
(0,1),(1,15),-0.144476 # DEPENDENCYPART_GRANDPAR
(0,1),(1,17),-0.289649 # DEPENDENCYPART_GRANDPAR
(0,1),(1,18),1.715 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.163833 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),0.425623 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),0.20327 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),0.0804921 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),0.679648 # DEPENDENCYPART_GRANDPAR
(0,2),(2,14),0.18892 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.238838 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),0.445369 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),0.215208 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),0.0887779 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),0.693508 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),0.00896602 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),0.42044 # DEPENDENCYPART_GRANDPAR
(0,3),(3,10),0.561569 # DEPENDENCYPART_GRANDPAR
(0,3),(3,11),0.431726 # DEPENDENCYPART_GRANDPAR
(0,3),(3,14),0.20278 # DEPENDENCYPART_GRANDPAR
(0,3),(3,17),-0.0614097 # DEPENDENCYPART_GRANDPAR
(0,3),(3,18),2.01822 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),0.311208 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),0.411945 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),0.266185 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),0.503411 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),-0.207325 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),0.296271 # DEPENDENCYPART_GRANDPAR
(0,4),(4,11),0.307558 # DEPENDENCYPART_GRANDPAR
(0,4),(4,14),0.0126833 # DEPENDENCYPART_GRANDPAR
(0,4),(4,18),1.80858 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),0.162651 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),0.372996 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),0.23041 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),-0.10704 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),-0.00405506 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),0.399848 # DEPENDENCYPART_GRANDPAR
(0,5),(5,10),0.541065 # DEPENDENCYPART_GRANDPAR
(0,5),(5,14),0.188328 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),0.0523007 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),0.322492 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),0.183705 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),-0.138217 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),-0.190039 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),-0.473654 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),-0.0456971 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),0.32865 # DEPENDENCYPART_GRANDPAR
(0,6),(6,10),0.465904 # DEPENDENCYPART_GRANDPAR
(0,6),(6,11),0.339937 # DEPENDENCYPART_GRANDPAR
(0,6),(6,12),-0.133293 # DEPENDENCYPART_GRANDPAR
(0,6),(6,13),-0.348232 # DEPENDENCYPART_GRANDPAR
(0,6),(6,14),-0.0241603 # DEPENDENCYPART_GRANDPAR
(0,6),(6,15),0.0759321 # DEPENDENCYPART_GRANDPAR
(0,6),(6,16),-0.10574 # DEPENDENCYPART_GRANDPAR
(0,6),(6,17),-0.116073 # DEPENDENCYPART_GRANDPAR
(0,6),(6,18),2.16604 # DEPENDENCYPART_GRANDPAR
(0,10),(10,2),0.442529 # DEPENDENCYPART_GRANDPAR
(0,10),(10,3),0.296689 # DEPENDENCYPART_GRANDPAR
(0,10),(10,5),-0.0607697 # DEPENDENCYPART_GRANDPAR
(0,10),(10,8),-0.13808 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),0.276549 # DEPENDENCYPART_GRANDPAR
(0,10),(10,11),0.361116 # DEPENDENCYPART_GRANDPAR
(0,10),(10,12),-0.127663 # DEPENDENCYPART_GRANDPAR
(0,10),(10,13),-0.407395 # DEPENDENCYPART_GRANDPAR
(0,10),(10,14),-0.0178929 # DEPENDENCYPART_GRANDPAR
(0,10),(10,17),-0.176765 # DEPENDENCYPART_GRANDPAR
(0,10),(10,18),1.80949 # DEPENDENCYPART_GRANDPAR
(0,12),(12,2),0.449437 # DEPENDENCYPART_GRANDPAR
(0,12),(12,3),0.302898 # DEPENDENCYPART_GRANDPAR
(0,12),(12,5),-0.0580923 # DEPENDENCYPART_GRANDPAR
(0,12),(12,6),0.491159 # DEPENDENCYPART_GRANDPAR
(0,12),(12,8),-0.131111 # DEPENDENCYPART_GRANDPAR
(0,12),(12,9),0.330873 # DEPENDENCYPART_GRANDPAR
(0,12),(12,10),0.516614 # DEPENDENCYPART_GRANDPAR
(0,12),(12,11),0.342159 # DEPENDENCYPART_GRANDPAR
(0,12),(12,13),-0.493939 # DEPENDENCYPART_GRANDPAR
(0,12),(12,14),-0.231551 # DEPENDENCYPART_GRANDPAR
(0,12),(12,15),-0.128331 # DEPENDENCYPART_GRANDPAR
(0,12),(12,16),-0.284655 # DEPENDENCYPART_GRANDPAR
(0,12),(12,17),-0.263582 # DEPENDENCYPART_GRANDPAR
(0,12),(12,18),1.7418 # DEPENDENCYPART_GRANDPAR
(0,14),(14,1),0.0589185 # DEPENDENCYPART_GRANDPAR
(0,14),(14,2),0.336326 # DEPENDENCYPART_GRANDPAR
(0,14),(14,3),0.19754 # DEPENDENCYPART_GRANDPAR
(0,14),(14,4),-0.134747 # DEPENDENCYPART_GRANDPAR
(0,14),(14,5),-0.176204 # DEPENDENCYPART_GRANDPAR
(0,14),(14,6),0.236974 # DEPENDENCYPART_GRANDPAR
(0,14),(14,7),-0.805354 # DEPENDENCYPART_GRANDPAR
(0,14),(14,8),-0.237337 # DEPENDENCYPART_GRANDPAR
(0,14),(14,9),0.164995 # DEPENDENCYPART_GRANDPAR
(0,14),(14,10),0.27317 # DEPENDENCYPART_GRANDPAR
(0,14),(14,11),0.176282 # DEPENDENCYPART_GRANDPAR
(0,14),(14,12),-0.383409 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),-0.53706 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),0.074313 # DEPENDENCYPART_GRANDPAR
(0,14),(14,16),-0.107183 # DEPENDENCYPART_GRANDPAR
(0,14),(14,17),-0.114976 # DEPENDENCYPART_GRANDPAR
(0,14),(14,18),2.16517 # DEPENDENCYPART_GRANDPAR
(0,15),(15,6),0.588061 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),-0.436074 # DEPENDENCYPART_GRANDPAR
(0,15),(15,17),-0.176056 # DEPENDENCYPART_GRANDPAR
(0,15),(15,18),1.81043 # DEPENDENCYPART_GRANDPAR
(0,16),(16,6),0.601508 # DEPENDENCYPART_GRANDPAR
(0,16),(16,11),0.295791 # DEPENDENCYPART_GRANDPAR
(0,16),(16,13),-0.431719 # DEPENDENCYPART_GRANDPAR
(0,16),(16,17),-0.168718 # DEPENDENCYPART_GRANDPAR
(0,16),(16,18),1.823 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.586571 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),-0.238433 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),-0.181474 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),-0.153636 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),-0.676035 # DEPENDENCYPART_GRANDPAR
(1,2),(2,14),-0.564033 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-0.582733 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),-0.241087 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.182555 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.158627 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),-0.675455 # DEPENDENCYPART_GRANDPAR
(1,3),(3,8),-0.0452197 # DEPENDENCYPART_GRANDPAR
(1,3),(3,9),-0.196649 # DEPENDENCYPART_GRANDPAR
(1,3),(3,10),-0.170682 # DEPENDENCYPART_GRANDPAR
(1,3),(3,11),-0.209741 # DEPENDENCYPART_GRANDPAR
(1,3),(3,14),-0.563454 # DEPENDENCYPART_GRANDPAR
(1,3),(3,17),-0.00448166 # DEPENDENCYPART_GRANDPAR
(1,3),(3,18),-0.894443 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-0.584338 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,2),-0.295577 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),-0.239316 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),-0.70804 # DEPENDENCYPART_GRANDPAR
(1,4),(4,8),-0.101362 # DEPENDENCYPART_GRANDPAR
(1,4),(4,9),-0.226123 # DEPENDENCYPART_GRANDPAR
(1,4),(4,11),-0.239216 # DEPENDENCYPART_GRANDPAR
(1,4),(4,14),-0.596037 # DEPENDENCYPART_GRANDPAR
(1,4),(4,18),-0.90861 # DEPENDENCYPART_GRANDPAR
(1,5),(5,1),-0.586702 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,5),(5,2),-0.239506 # DEPENDENCYPART_GRANDPAR
(1,5),(5,3),-0.175761 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),-0.152466 # DEPENDENCYPART_GRANDPAR
(1,5),(5,8),-0.044091 # DEPENDENCYPART_GRANDPAR
(1,5),(5,9),-0.20285 # DEPENDENCYPART_GRANDPAR
(1,5),(5,10),-0.177035 # DEPENDENCYPART_GRANDPAR
(1,5),(5,14),-0.563599 # DEPENDENCYPART_GRANDPAR
(1,6),(6,1),-0.538817 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,6),(6,2),-0.246538 # DEPENDENCYPART_GRANDPAR
(1,6),(6,3),-0.19092 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),-0.130341 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),-0.113399 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),-0.121529 # DEPENDENCYPART_GRANDPAR
(1,6),(6,8),0.00780627 # DEPENDENCYPART_GRANDPAR
(1,6),(6,9),-0.202263 # DEPENDENCYPART_GRANDPAR
(1,6),(6,10),-0.104815 # DEPENDENCYPART_GRANDPAR
(1,6),(6,11),-0.215356 # DEPENDENCYPART_GRANDPAR
(1,6),(6,12),-0.0069897 # DEPENDENCYPART_GRANDPAR
(1,6),(6,13),-0.227089 # DEPENDENCYPART_GRANDPAR
(1,6),(6,14),-0.517753 # DEPENDENCYPART_GRANDPAR
(1,6),(6,15),0.0262584 # DEPENDENCYPART_GRANDPAR
(1,6),(6,16),-0.134662 # DEPENDENCYPART_GRANDPAR
(1,6),(6,17),0.0485444 # DEPENDENCYPART_GRANDPAR
(1,6),(6,18),-0.827595 # DEPENDENCYPART_GRANDPAR
(1,8),(8,7),-0.0799449 # DEPENDENCYPART_GRANDPAR
(1,8),(8,9),-0.196641 # DEPENDENCYPART_GRANDPAR
(1,8),(8,10),-0.17068 # DEPENDENCYPART_GRANDPAR
(1,8),(8,11),-0.209734 # DEPENDENCYPART_GRANDPAR
(1,8),(8,12),-0.0580579 # DEPENDENCYPART_GRANDPAR
(1,8),(8,13),-0.277102 # DEPENDENCYPART_GRANDPAR
(1,8),(8,14),-0.563452 # DEPENDENCYPART_GRANDPAR
(1,8),(8,17),-0.00206109 # DEPENDENCYPART_GRANDPAR
(1,10),(10,2),-0.364878 # DEPENDENCYPART_GRANDPAR
(1,10),(10,3),-0.308702 # DEPENDENCYPART_GRANDPAR
(1,10),(10,5),-0.22362 # DEPENDENCYPART_GRANDPAR
(1,10),(10,8),-0.114612 # DEPENDENCYPART_GRANDPAR
(1,10),(10,9),-0.278002 # DEPENDENCYPART_GRANDPAR
(1,10),(10,11),-0.282152 # DEPENDENCYPART_GRANDPAR
(1,10),(10,12),-0.120263 # DEPENDENCYPART_GRANDPAR
(1,10),(10,13),-0.356968 # DEPENDENCYPART_GRANDPAR
(1,10),(10,14),-0.61621 # DEPENDENCYPART_GRANDPAR
(1,10),(10,17),-0.0816631 # DEPENDENCYPART_GRANDPAR
(1,10),(10,18),-0.947842 # DEPENDENCYPART_GRANDPAR
(1,12),(12,2),-0.351674 # DEPENDENCYPART_GRANDPAR
(1,12),(12,3),-0.296101 # DEPENDENCYPART_GRANDPAR
(1,12),(12,5),-0.21455 # DEPENDENCYPART_GRANDPAR
(1,12),(12,6),-0.71997 # DEPENDENCYPART_GRANDPAR
(1,12),(12,8),-0.101251 # DEPENDENCYPART_GRANDPAR
(1,12),(12,9),-0.243244 # DEPENDENCYPART_GRANDPAR
(1,12),(12,10),-0.203286 # DEPENDENCYPART_GRANDPAR
(1,12),(12,11),-0.256337 # DEPENDENCYPART_GRANDPAR
(1,12),(12,13),-0.346888 # DEPENDENCYPART_GRANDPAR
(1,12),(12,14),-0.650987 # DEPENDENCYPART_GRANDPAR
(1,12),(12,15),-0.121082 # DEPENDENCYPART_GRANDPAR
(1,12),(12,16),-0.265999 # DEPENDENCYPART_GRANDPAR
(1,12),(12,17),-0.0718558 # DEPENDENCYPART_GRANDPAR
(1,12),(12,18),-0.936799 # DEPENDENCYPART_GRANDPAR
(1,13),(13,1),-0.585831 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,13),(13,2),-0.239419 # DEPENDENCYPART_GRANDPAR
(1,13),(13,3),-0.175674 # DEPENDENCYPART_GRANDPAR
(1,13),(13,4),-0.159955 # DEPENDENCYPART_GRANDPAR
(1,13),(13,5),-0.101309 # DEPENDENCYPART_GRANDPAR
(1,13),(13,6),-0.642597 # DEPENDENCYPART_GRANDPAR
(1,13),(13,7),-0.0799449 # DEPENDENCYPART_GRANDPAR
(1,13),(13,8),0.0132034 # DEPENDENCYPART_GRANDPAR
(1,13),(13,9),-0.124189 # DEPENDENCYPART_GRANDPAR
(1,13),(13,10),-0.149349 # DEPENDENCYPART_GRANDPAR
(1,13),(13,11),-0.137281 # DEPENDENCYPART_GRANDPAR
(1,13),(13,12),-0.0306795 # DEPENDENCYPART_GRANDPAR
(1,13),(13,17),-0.00206206 # DEPENDENCYPART_GRANDPAR
(1,14),(14,1),-0.535669 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,14),(14,2),-0.242388 # DEPENDENCYPART_GRANDPAR
(1,14),(14,3),-0.18677 # DEPENDENCYPART_GRANDPAR
(1,14),(14,4),-0.130341 # DEPENDENCYPART_GRANDPAR
(1,14),(14,5),-0.109248 # DEPENDENCYPART_GRANDPAR
(1,14),(14,6),-0.640973 # DEPENDENCYPART_GRANDPAR
(1,14),(14,7),-0.131683 # DEPENDENCYPART_GRANDPAR
