# _root_ A kormány ülésén elhangzottakkal kapcsolatban az egyik alapvető probléma , hogy azok közérdekű adatnak tekinthetőek -e , vagy sem .
#goldHeads=2,3,4,5,18,9,9,9,18,18,18,16,14,16,16,18,18,0,18,18,
#predictedHeads=2,3,4,5,11,9,9,9,11,11,0,14,14,15,18,12,18,11,18,11,
(15,11),(15,13),-0.0315276 # DEPENDENCYPART_SIBL
(15,11),(15,14),-0.0340738 # DEPENDENCYPART_SIBL
(15,11),(15,17),-0.0392431 # DEPENDENCYPART_SIBL
(15,11),(15,18),-0.0135137 # DEPENDENCYPART_SIBL
(15,11),(15,19),-0.0356722 # DEPENDENCYPART_SIBL
(15,11),(15,20),0.0614156 # DEPENDENCYPART_SIBL
(15,12),(15,13),0.0569094 # DEPENDENCYPART_SIBL
(15,12),(15,14),0.06343 # DEPENDENCYPART_SIBL
(15,12),(15,17),0.0171466 # DEPENDENCYPART_SIBL
(15,12),(15,18),0.00893489 # DEPENDENCYPART_SIBL
(15,12),(15,19),0.0174629 # DEPENDENCYPART_SIBL
(15,12),(15,20),0.0672212 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.0135807 # DEPENDENCYPART_SIBL
(15,13),(15,17),-0.0164578 # DEPENDENCYPART_SIBL
(15,13),(15,18),-4.14633e-05 # DEPENDENCYPART_SIBL
(15,13),(15,19),-0.0180577 # DEPENDENCYPART_SIBL
(15,13),(15,20),-0.0108492 # DEPENDENCYPART_SIBL
(15,14),(15,17),0.0210355 # DEPENDENCYPART_SIBL
(15,14),(15,18),0.00708085 # DEPENDENCYPART_SIBL
(15,14),(15,19),0.0312319 # DEPENDENCYPART_SIBL
(15,14),(15,20),0.0620355 # DEPENDENCYPART_SIBL
(15,17),(15,18),0.110366 # DEPENDENCYPART_SIBL
(15,17),(15,19),0.170029 # DEPENDENCYPART_SIBL
(15,17),(15,20),0.0898977 # DEPENDENCYPART_SIBL
(15,18),(15,19),0.0285802 # DEPENDENCYPART_SIBL
(15,18),(15,20),-0.0275827 # DEPENDENCYPART_SIBL
(15,19),(15,20),0.0223698 # DEPENDENCYPART_SIBL
(16,10),(16,11),0.0692233 # DEPENDENCYPART_SIBL
(16,10),(16,14),0.0378105 # DEPENDENCYPART_SIBL
(16,10),(16,15),0.0300539 # DEPENDENCYPART_SIBL
(16,10),(16,17),-0.0540596 # DEPENDENCYPART_SIBL
(16,10),(16,20),0.044687 # DEPENDENCYPART_SIBL
(16,11),(16,14),0.0518004 # DEPENDENCYPART_SIBL
(16,11),(16,15),0.0826864 # DEPENDENCYPART_SIBL
(16,11),(16,17),-0.0460109 # DEPENDENCYPART_SIBL
(16,11),(16,20),0.103294 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.0571712 # DEPENDENCYPART_SIBL
(16,14),(16,17),-0.00598207 # DEPENDENCYPART_SIBL
(16,14),(16,20),0.0143868 # DEPENDENCYPART_SIBL
(16,15),(16,17),0.0082097 # DEPENDENCYPART_SIBL
(16,15),(16,20),0.0678735 # DEPENDENCYPART_SIBL
(16,17),(16,20),0.0578057 # DEPENDENCYPART_SIBL
(18,2),(18,3),0.0308597 # DEPENDENCYPART_SIBL
(18,2),(18,4),0.0253967 # DEPENDENCYPART_SIBL
(18,2),(18,5),0.0227546 # DEPENDENCYPART_SIBL
(18,2),(18,7),0.0536007 # DEPENDENCYPART_SIBL
(18,2),(18,8),0.0251305 # DEPENDENCYPART_SIBL
(18,2),(18,9),0.0259666 # DEPENDENCYPART_SIBL
(18,2),(18,10),0.385062 # DEPENDENCYPART_SIBL
(18,2),(18,11),0.308977 # DEPENDENCYPART_SIBL
(18,2),(18,12),0.0268824 # DEPENDENCYPART_SIBL
(18,2),(18,13),0.0244524 # DEPENDENCYPART_SIBL
(18,2),(18,14),0.025293 # DEPENDENCYPART_SIBL
(18,2),(18,15),0.0253967 # DEPENDENCYPART_SIBL
(18,2),(18,17),0.385062 # DEPENDENCYPART_SIBL
(18,2),(18,19),0.0198355 # DEPENDENCYPART_SIBL
(18,2),(18,20),-0.00519131 # DEPENDENCYPART_SIBL
(18,3),(18,4),0.0283245 # DEPENDENCYPART_SIBL
(18,3),(18,5),0.0345561 # DEPENDENCYPART_SIBL
(18,3),(18,7),0.0648276 # DEPENDENCYPART_SIBL
(18,3),(18,8),0.0280583 # DEPENDENCYPART_SIBL
(18,3),(18,9),0.0377682 # DEPENDENCYPART_SIBL
(18,3),(18,10),0.386802 # DEPENDENCYPART_SIBL
(18,3),(18,11),0.314086 # DEPENDENCYPART_SIBL
(18,3),(18,12),0.0381074 # DEPENDENCYPART_SIBL
(18,3),(18,13),0.0273802 # DEPENDENCYPART_SIBL
(18,3),(18,14),0.0370945 # DEPENDENCYPART_SIBL
(18,3),(18,15),0.0283245 # DEPENDENCYPART_SIBL
(18,3),(18,17),0.386802 # DEPENDENCYPART_SIBL
(18,3),(18,19),0.0166878 # DEPENDENCYPART_SIBL
(18,3),(18,20),0.000290861 # DEPENDENCYPART_SIBL
(18,4),(18,5),0.00659205 # DEPENDENCYPART_SIBL
(18,4),(18,7),0.00046173 # DEPENDENCYPART_SIBL
(18,4),(18,8),-0.00454957 # DEPENDENCYPART_SIBL
(18,4),(18,9),0.00890885 # DEPENDENCYPART_SIBL
(18,4),(18,10),0.289622 # DEPENDENCYPART_SIBL
(18,4),(18,11),0.262666 # DEPENDENCYPART_SIBL
(18,4),(18,12),0.00749994 # DEPENDENCYPART_SIBL
(18,4),(18,13),-0.00452683 # DEPENDENCYPART_SIBL
(18,4),(18,14),0.00918649 # DEPENDENCYPART_SIBL
(18,4),(18,15),-0.00452678 # DEPENDENCYPART_SIBL
(18,4),(18,17),0.289622 # DEPENDENCYPART_SIBL
(18,4),(18,19),0.0279306 # DEPENDENCYPART_SIBL
(18,4),(18,20),0.012057 # DEPENDENCYPART_SIBL
(18,5),(18,7),0.0686867 # DEPENDENCYPART_SIBL
(18,5),(18,8),0.0270182 # DEPENDENCYPART_SIBL
(18,5),(18,9),0.0421726 # DEPENDENCYPART_SIBL
(18,5),(18,10),0.389719 # DEPENDENCYPART_SIBL
(18,5),(18,11),0.308703 # DEPENDENCYPART_SIBL
(18,5),(18,12),0.0419665 # DEPENDENCYPART_SIBL
(18,5),(18,13),0.0263401 # DEPENDENCYPART_SIBL
(18,5),(18,14),0.041499 # DEPENDENCYPART_SIBL
(18,5),(18,15),0.0272844 # DEPENDENCYPART_SIBL
(18,5),(18,17),0.389719 # DEPENDENCYPART_SIBL
(18,5),(18,19),0.013899 # DEPENDENCYPART_SIBL
(18,5),(18,20),0.023893 # DEPENDENCYPART_SIBL
(18,7),(18,8),0.121667 # DEPENDENCYPART_SIBL
(18,7),(18,9),0.0527661 # DEPENDENCYPART_SIBL
(18,7),(18,10),0.33509 # DEPENDENCYPART_SIBL
(18,7),(18,11),0.261797 # DEPENDENCYPART_SIBL
(18,7),(18,12),-0.00591023 # DEPENDENCYPART_SIBL
(18,7),(18,13),0.115851 # DEPENDENCYPART_SIBL
(18,7),(18,14),0.0527945 # DEPENDENCYPART_SIBL
(18,7),(18,15),0.11921 # DEPENDENCYPART_SIBL
(18,7),(18,17),0.33509 # DEPENDENCYPART_SIBL
(18,7),(18,19),0.0353037 # DEPENDENCYPART_SIBL
(18,7),(18,20),0.0169402 # DEPENDENCYPART_SIBL
(18,8),(18,9),0.00890364 # DEPENDENCYPART_SIBL
(18,8),(18,10),0.2896 # DEPENDENCYPART_SIBL
(18,8),(18,11),0.262663 # DEPENDENCYPART_SIBL
(18,8),(18,12),0.0074999 # DEPENDENCYPART_SIBL
(18,8),(18,13),-0.00392968 # DEPENDENCYPART_SIBL
(18,8),(18,14),0.00918128 # DEPENDENCYPART_SIBL
(18,8),(18,15),-0.00392963 # DEPENDENCYPART_SIBL
(18,8),(18,17),0.2896 # DEPENDENCYPART_SIBL
(18,8),(18,19),0.0279306 # DEPENDENCYPART_SIBL
(18,8),(18,20),0.0120564 # DEPENDENCYPART_SIBL
(18,9),(18,10),0.387467 # DEPENDENCYPART_SIBL
(18,9),(18,11),0.31261 # DEPENDENCYPART_SIBL
(18,9),(18,12),0.0388393 # DEPENDENCYPART_SIBL
(18,9),(18,13),0.0279659 # DEPENDENCYPART_SIBL
(18,9),(18,14),0.0405072 # DEPENDENCYPART_SIBL
(18,9),(18,15),0.0289102 # DEPENDENCYPART_SIBL
(18,9),(18,17),0.387467 # DEPENDENCYPART_SIBL
(18,9),(18,19),0.0175404 # DEPENDENCYPART_SIBL
(18,9),(18,20),0.00597659 # DEPENDENCYPART_SIBL
(18,10),(18,11),0.28043 # DEPENDENCYPART_SIBL
(18,10),(18,12),0.0464781 # DEPENDENCYPART_SIBL
(18,10),(18,13),0.0178566 # DEPENDENCYPART_SIBL
(18,10),(18,14),0.0727381 # DEPENDENCYPART_SIBL
(18,10),(18,15),0.02106 # DEPENDENCYPART_SIBL
(18,10),(18,17),0.0700905 # DEPENDENCYPART_SIBL
(18,10),(18,19),-0.00283556 # DEPENDENCYPART_SIBL
(18,10),(18,20),0.0927207 # DEPENDENCYPART_SIBL
(18,11),(18,12),-0.00190253 # DEPENDENCYPART_SIBL
(18,11),(18,13),-0.0378671 # DEPENDENCYPART_SIBL
(18,11),(18,14),-0.0728152 # DEPENDENCYPART_SIBL
(18,11),(18,15),-0.037748 # DEPENDENCYPART_SIBL
(18,11),(18,17),0.160867 # DEPENDENCYPART_SIBL
(18,11),(18,19),0.0128985 # DEPENDENCYPART_SIBL
(18,11),(18,20),0.155744 # DEPENDENCYPART_SIBL
(18,12),(18,13),0.0565345 # DEPENDENCYPART_SIBL
(18,12),(18,14),0.0437469 # DEPENDENCYPART_SIBL
(18,12),(18,15),0.0598937 # DEPENDENCYPART_SIBL
(18,12),(18,17),0.276751 # DEPENDENCYPART_SIBL
(18,12),(18,19),0.0378772 # DEPENDENCYPART_SIBL
(18,12),(18,20),0.0282609 # DEPENDENCYPART_SIBL
(18,13),(18,14),0.00918603 # DEPENDENCYPART_SIBL
(18,13),(18,15),-0.00516725 # DEPENDENCYPART_SIBL
(18,13),(18,17),0.285838 # DEPENDENCYPART_SIBL
(18,13),(18,19),0.0279291 # DEPENDENCYPART_SIBL
(18,13),(18,20),0.0109775 # DEPENDENCYPART_SIBL
(18,14),(18,15),0.0290928 # DEPENDENCYPART_SIBL
(18,14),(18,17),0.387659 # DEPENDENCYPART_SIBL
(18,14),(18,19),0.0178088 # DEPENDENCYPART_SIBL
(18,14),(18,20),0.00922325 # DEPENDENCYPART_SIBL
(18,15),(18,17),0.289622 # DEPENDENCYPART_SIBL
(18,15),(18,19),0.0279306 # DEPENDENCYPART_SIBL
(18,15),(18,20),0.012057 # DEPENDENCYPART_SIBL
(18,17),(18,19),-0.00283556 # DEPENDENCYPART_SIBL
(18,17),(18,20),0.0927207 # DEPENDENCYPART_SIBL
(18,19),(18,20),-0.00354512 # DEPENDENCYPART_SIBL
(19,2),(19,3),0.132952 # DEPENDENCYPART_SIBL
(19,2),(19,5),0.125023 # DEPENDENCYPART_SIBL
(19,2),(19,9),0.127314 # DEPENDENCYPART_SIBL
(19,2),(19,10),0.238497 # DEPENDENCYPART_SIBL
(19,2),(19,13),0.0716088 # DEPENDENCYPART_SIBL
(19,2),(19,14),0.126631 # DEPENDENCYPART_SIBL
(19,2),(19,15),0.072553 # DEPENDENCYPART_SIBL
(19,2),(19,17),0.238497 # DEPENDENCYPART_SIBL
(19,2),(19,18),0.210234 # DEPENDENCYPART_SIBL
(19,2),(19,20),0.0641721 # DEPENDENCYPART_SIBL
(19,3),(19,5),0.122633 # DEPENDENCYPART_SIBL
(19,3),(19,9),0.124925 # DEPENDENCYPART_SIBL
(19,3),(19,10),0.217215 # DEPENDENCYPART_SIBL
(19,3),(19,13),0.0613764 # DEPENDENCYPART_SIBL
(19,3),(19,14),0.124241 # DEPENDENCYPART_SIBL
(19,3),(19,15),0.0623207 # DEPENDENCYPART_SIBL
(19,3),(19,17),0.217215 # DEPENDENCYPART_SIBL
(19,3),(19,18),0.20236 # DEPENDENCYPART_SIBL
(19,3),(19,20),0.057073 # DEPENDENCYPART_SIBL
(19,5),(19,9),0.12948 # DEPENDENCYPART_SIBL
(19,5),(19,10),0.219831 # DEPENDENCYPART_SIBL
(19,5),(19,13),0.0605084 # DEPENDENCYPART_SIBL
(19,5),(19,14),0.128796 # DEPENDENCYPART_SIBL
(19,5),(19,15),0.0614527 # DEPENDENCYPART_SIBL
(19,5),(19,17),0.219831 # DEPENDENCYPART_SIBL
(19,5),(19,18),0.19365 # DEPENDENCYPART_SIBL
(19,5),(19,20),0.0791858 # DEPENDENCYPART_SIBL
(19,9),(19,10),0.215774 # DEPENDENCYPART_SIBL
(19,9),(19,13),0.061275 # DEPENDENCYPART_SIBL
(19,9),(19,14),0.126977 # DEPENDENCYPART_SIBL
(19,9),(19,15),0.0622192 # DEPENDENCYPART_SIBL
(19,9),(19,17),0.215774 # DEPENDENCYPART_SIBL
(19,9),(19,18),0.200188 # DEPENDENCYPART_SIBL
(19,9),(19,20),0.0604325 # DEPENDENCYPART_SIBL
(19,10),(19,13),-0.00193026 # DEPENDENCYPART_SIBL
(19,10),(19,14),0.0288396 # DEPENDENCYPART_SIBL
(19,10),(19,15),0.0012731 # DEPENDENCYPART_SIBL
(19,10),(19,17),0.0364093 # DEPENDENCYPART_SIBL
(19,10),(19,18),0.147809 # DEPENDENCYPART_SIBL
(19,10),(19,20),-0.0454083 # DEPENDENCYPART_SIBL
(19,13),(19,14),0.0925328 # DEPENDENCYPART_SIBL
(19,13),(19,15),0.0649167 # DEPENDENCYPART_SIBL
(19,13),(19,17),0.182409 # DEPENDENCYPART_SIBL
(19,13),(19,18),0.109717 # DEPENDENCYPART_SIBL
(19,13),(19,20),0.0703322 # DEPENDENCYPART_SIBL
(19,14),(19,15),0.0623675 # DEPENDENCYPART_SIBL
(19,14),(19,17),0.215834 # DEPENDENCYPART_SIBL
(19,14),(19,18),0.20266 # DEPENDENCYPART_SIBL
(19,14),(19,20),0.0633398 # DEPENDENCYPART_SIBL
(19,15),(19,17),0.186192 # DEPENDENCYPART_SIBL
(19,15),(19,18),0.109717 # DEPENDENCYPART_SIBL
(19,15),(19,20),0.0714117 # DEPENDENCYPART_SIBL
(19,17),(19,18),0.147809 # DEPENDENCYPART_SIBL
(19,17),(19,20),-0.0454083 # DEPENDENCYPART_SIBL
(19,18),(19,20),0.0858568 # DEPENDENCYPART_SIBL
(0,5),(5,1),0.0138072 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),0.459997 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),0.401399 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),0.0833407 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),-0.248592 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),0.0937061 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),0.402829 # DEPENDENCYPART_GRANDPAR
(0,5),(5,10),0.274015 # DEPENDENCYPART_GRANDPAR
(0,5),(5,13),-0.0134594 # DEPENDENCYPART_GRANDPAR
(0,5),(5,14),0.136184 # DEPENDENCYPART_GRANDPAR
(0,5),(5,15),0.298699 # DEPENDENCYPART_GRANDPAR
(0,5),(5,17),0.265361 # DEPENDENCYPART_GRANDPAR
(0,5),(5,18),0.302328 # DEPENDENCYPART_GRANDPAR
(0,5),(5,20),2.24415 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),-0.114193 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),-0.176372 # DEPENDENCYPART_GRANDPAR
(0,7),(7,10),0.0660818 # DEPENDENCYPART_GRANDPAR
(0,7),(7,14),-0.0144936 # DEPENDENCYPART_GRANDPAR
(0,7),(7,17),0.0574278 # DEPENDENCYPART_GRANDPAR
(0,7),(7,18),-0.0431934 # DEPENDENCYPART_GRANDPAR
(0,7),(7,20),2.06871 # DEPENDENCYPART_GRANDPAR
(0,11),(11,2),0.77407 # DEPENDENCYPART_GRANDPAR
(0,11),(11,3),0.723219 # DEPENDENCYPART_GRANDPAR
(0,11),(11,4),0.441544 # DEPENDENCYPART_GRANDPAR
(0,11),(11,5),0.774049 # DEPENDENCYPART_GRANDPAR
(0,11),(11,7),-0.0606305 # DEPENDENCYPART_GRANDPAR
(0,11),(11,8),0.131346 # DEPENDENCYPART_GRANDPAR
(0,11),(11,9),0.520601 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),0.57236 # DEPENDENCYPART_GRANDPAR
(0,11),(11,13),0.00517491 # DEPENDENCYPART_GRANDPAR
(0,11),(11,14),-0.0366796 # DEPENDENCYPART_GRANDPAR
(0,11),(11,15),0.315145 # DEPENDENCYPART_GRANDPAR
(0,11),(11,17),0.140876 # DEPENDENCYPART_GRANDPAR
(0,11),(11,18),0.357619 # DEPENDENCYPART_GRANDPAR
(0,11),(11,20),2.42155 # DEPENDENCYPART_GRANDPAR
(0,12),(12,5),0.521387 # DEPENDENCYPART_GRANDPAR
(0,12),(12,9),0.265378 # DEPENDENCYPART_GRANDPAR
(0,12),(12,11),0.585973 # DEPENDENCYPART_GRANDPAR
(0,12),(12,13),-0.355254 # DEPENDENCYPART_GRANDPAR
(0,12),(12,14),-0.116585 # DEPENDENCYPART_GRANDPAR
(0,12),(12,15),-0.0450782 # DEPENDENCYPART_GRANDPAR
(0,12),(12,16),-0.125586 # DEPENDENCYPART_GRANDPAR
(0,12),(12,17),-0.0310008 # DEPENDENCYPART_GRANDPAR
(0,12),(12,18),-0.114673 # DEPENDENCYPART_GRANDPAR
(0,12),(12,19),-0.0543733 # DEPENDENCYPART_GRANDPAR
(0,12),(12,20),1.94801 # DEPENDENCYPART_GRANDPAR
(0,13),(13,3),0.51425 # DEPENDENCYPART_GRANDPAR
(0,13),(13,5),0.563709 # DEPENDENCYPART_GRANDPAR
(0,13),(13,6),-0.376862 # DEPENDENCYPART_GRANDPAR
(0,13),(13,8),-0.14767 # DEPENDENCYPART_GRANDPAR
(0,13),(13,9),0.310642 # DEPENDENCYPART_GRANDPAR
(0,13),(13,10),0.125549 # DEPENDENCYPART_GRANDPAR
(0,13),(13,11),0.550615 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),0.168656 # DEPENDENCYPART_GRANDPAR
(0,13),(13,15),0.113879 # DEPENDENCYPART_GRANDPAR
(0,13),(13,18),0.103689 # DEPENDENCYPART_GRANDPAR
(0,13),(13,19),0.130551 # DEPENDENCYPART_GRANDPAR
(0,14),(14,1),0.019215 # DEPENDENCYPART_GRANDPAR
(0,14),(14,2),0.458184 # DEPENDENCYPART_GRANDPAR
(0,14),(14,3),0.399586 # DEPENDENCYPART_GRANDPAR
(0,14),(14,4),0.0883543 # DEPENDENCYPART_GRANDPAR
(0,14),(14,5),0.450835 # DEPENDENCYPART_GRANDPAR
(0,14),(14,6),-0.518725 # DEPENDENCYPART_GRANDPAR
(0,14),(14,7),-0.348347 # DEPENDENCYPART_GRANDPAR
(0,14),(14,8),-0.220955 # DEPENDENCYPART_GRANDPAR
(0,14),(14,9),0.195955 # DEPENDENCYPART_GRANDPAR
(0,14),(14,10),0.0654351 # DEPENDENCYPART_GRANDPAR
(0,14),(14,11),0.523374 # DEPENDENCYPART_GRANDPAR
(0,14),(14,12),0.0340719 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),-0.320757 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),0.302979 # DEPENDENCYPART_GRANDPAR
(0,14),(14,17),0.270831 # DEPENDENCYPART_GRANDPAR
(0,14),(14,18),0.30777 # DEPENDENCYPART_GRANDPAR
(0,15),(15,2),0.572453 # DEPENDENCYPART_GRANDPAR
(0,15),(15,3),0.51425 # DEPENDENCYPART_GRANDPAR
(0,15),(15,5),0.56371 # DEPENDENCYPART_GRANDPAR
(0,15),(15,8),-0.14767 # DEPENDENCYPART_GRANDPAR
(0,15),(15,9),0.310642 # DEPENDENCYPART_GRANDPAR
(0,15),(15,10),0.125849 # DEPENDENCYPART_GRANDPAR
(0,15),(15,11),0.550615 # DEPENDENCYPART_GRANDPAR
(0,15),(15,12),0.164588 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),-0.251472 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),0.0508818 # DEPENDENCYPART_GRANDPAR
(0,15),(15,17),0.203487 # DEPENDENCYPART_GRANDPAR
(0,15),(15,18),0.103689 # DEPENDENCYPART_GRANDPAR
(0,15),(15,19),0.136172 # DEPENDENCYPART_GRANDPAR
(0,15),(15,20),2.05436 # DEPENDENCYPART_GRANDPAR
(0,16),(16,10),0.16901 # DEPENDENCYPART_GRANDPAR
(0,16),(16,11),0.655967 # DEPENDENCYPART_GRANDPAR
(0,16),(16,14),-0.00425301 # DEPENDENCYPART_GRANDPAR
(0,16),(16,15),0.183514 # DEPENDENCYPART_GRANDPAR
(0,16),(16,17),0.242529 # DEPENDENCYPART_GRANDPAR
(0,16),(16,20),2.10031 # DEPENDENCYPART_GRANDPAR
(0,18),(18,2),0.523472 # DEPENDENCYPART_GRANDPAR
(0,18),(18,3),0.472657 # DEPENDENCYPART_GRANDPAR
(0,18),(18,4),0.274447 # DEPENDENCYPART_GRANDPAR
(0,18),(18,5),0.52407 # DEPENDENCYPART_GRANDPAR
(0,18),(18,7),-0.157597 # DEPENDENCYPART_GRANDPAR
(0,18),(18,8),-0.0357505 # DEPENDENCYPART_GRANDPAR
(0,18),(18,9),0.269616 # DEPENDENCYPART_GRANDPAR
(0,18),(18,10),0.418526 # DEPENDENCYPART_GRANDPAR
(0,18),(18,11),0.710939 # DEPENDENCYPART_GRANDPAR
(0,18),(18,12),0.187584 # DEPENDENCYPART_GRANDPAR
(0,18),(18,13),-0.139569 # DEPENDENCYPART_GRANDPAR
(0,18),(18,14),0.0105321 # DEPENDENCYPART_GRANDPAR
(0,18),(18,15),0.168895 # DEPENDENCYPART_GRANDPAR
(0,18),(18,17),0.409872 # DEPENDENCYPART_GRANDPAR
(0,18),(18,19),0.207216 # DEPENDENCYPART_GRANDPAR
(0,18),(18,20),2.32175 # DEPENDENCYPART_GRANDPAR
(0,19),(19,2),0.549837 # DEPENDENCYPART_GRANDPAR
(0,19),(19,3),0.492766 # DEPENDENCYPART_GRANDPAR
(0,19),(19,5),0.543293 # DEPENDENCYPART_GRANDPAR
(0,19),(19,9),0.289121 # DEPENDENCYPART_GRANDPAR
(0,19),(19,10),0.0804775 # DEPENDENCYPART_GRANDPAR
(0,19),(19,13),-0.141853 # DEPENDENCYPART_GRANDPAR
(0,19),(19,14),0.0298948 # DEPENDENCYPART_GRANDPAR
(0,19),(19,15),0.166594 # DEPENDENCYPART_GRANDPAR
(0,19),(19,17),0.0718235 # DEPENDENCYPART_GRANDPAR
(0,19),(19,18),0.298905 # DEPENDENCYPART_GRANDPAR
(0,19),(19,20),2.14108 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.118207 # DEPENDENCYPART_GRANDPAR
(3,9),(9,1),-0.70658 # DEPENDENCYPART_GRANDPAR
(3,9),(9,2),-0.835201 # DEPENDENCYPART_GRANDPAR
(3,9),(9,3),-0.683306 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,9),(9,4),0.23217 # DEPENDENCYPART_GRANDPAR
(3,9),(9,5),-0.476742 # DEPENDENCYPART_GRANDPAR
(3,9),(9,6),-0.183523 # DEPENDENCYPART_GRANDPAR
(3,9),(9,7),-0.181618 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),-0.224664 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),-0.118444 # DEPENDENCYPART_GRANDPAR
(3,9),(9,13),-0.515734 # DEPENDENCYPART_GRANDPAR
(3,9),(9,14),-0.337979 # DEPENDENCYPART_GRANDPAR
(3,9),(9,15),-0.462699 # DEPENDENCYPART_GRANDPAR
(3,9),(9,17),-0.0711651 # DEPENDENCYPART_GRANDPAR
(3,9),(9,18),-0.0250855 # DEPENDENCYPART_GRANDPAR
(3,9),(9,20),-0.586091 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.0933061 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.0911755 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.105149 # DEPENDENCYPART_GRANDPAR
(4,3),(3,9),-0.712176 # DEPENDENCYPART_GRANDPAR
(4,3),(3,20),-0.798498 # DEPENDENCYPART_GRANDPAR
(4,9),(9,1),-0.574673 # DEPENDENCYPART_GRANDPAR
(4,9),(9,2),-0.673741 # DEPENDENCYPART_GRANDPAR
(4,9),(9,3),-0.65709 # DEPENDENCYPART_GRANDPAR
(4,9),(9,4),-0.467117 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,9),(9,5),0.0934841 # DEPENDENCYPART_GRANDPAR
(4,9),(9,6),-0.00499347 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),-0.0638749 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),-0.0612396 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.105109 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),-0.146723 # DEPENDENCYPART_GRANDPAR
(4,9),(9,14),-0.173335 # DEPENDENCYPART_GRANDPAR
(4,9),(9,15),-0.166023 # DEPENDENCYPART_GRANDPAR
(4,9),(9,17),-0.234256 # DEPENDENCYPART_GRANDPAR
(4,9),(9,18),-0.177357 # DEPENDENCYPART_GRANDPAR
(4,9),(9,20),-0.398373 # DEPENDENCYPART_GRANDPAR
(4,11),(11,2),-0.637219 # DEPENDENCYPART_GRANDPAR
(4,11),(11,3),-0.620713 # DEPENDENCYPART_GRANDPAR
(4,11),(11,4),-0.481139 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,11),(11,5),0.0953375 # DEPENDENCYPART_GRANDPAR
(4,11),(11,7),-0.047106 # DEPENDENCYPART_GRANDPAR
(4,11),(11,8),-0.0761502 # DEPENDENCYPART_GRANDPAR
(4,11),(11,9),-0.177681 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),-0.0941866 # DEPENDENCYPART_GRANDPAR
(4,11),(11,13),-0.298289 # DEPENDENCYPART_GRANDPAR
(4,11),(11,14),-0.341171 # DEPENDENCYPART_GRANDPAR
(4,11),(11,15),-0.319811 # DEPENDENCYPART_GRANDPAR
(4,11),(11,17),-0.41781 # DEPENDENCYPART_GRANDPAR
(4,11),(11,18),-0.310253 # DEPENDENCYPART_GRANDPAR
(4,11),(11,20),-0.431854 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.143057 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.167955 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.129338 # DEPENDENCYPART_GRANDPAR
(5,3),(3,9),-0.506228 # DEPENDENCYPART_GRANDPAR
(5,3),(3,20),-0.819346 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.237328 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.0114523 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),0.279534 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-0.443691 # DEPENDENCYPART_GRANDPAR
(5,4),(4,11),-0.438793 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.515714 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.161645 # DEPENDENCYPART_GRANDPAR
(5,6),(6,13),-0.37405 # DEPENDENCYPART_GRANDPAR
(5,8),(8,1),-0.755651 # DEPENDENCYPART_GRANDPAR
(5,8),(8,2),-0.526167 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-0.263326 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-0.535977 # DEPENDENCYPART_GRANDPAR
