# _root_ — Mivel a legnagyobb vetélytársunk , Turi_Tamás anyagiak hiánya miatt nem indult , elég volt biztonsági autózással teljesíteni a távot .
#goldHeads=15,15,5,5,12,12,12,9,10,12,12,15,15,15,0,17,18,15,20,18,15,
#predictedHeads=12,12,5,5,12,12,8,9,10,12,12,0,12,15,12,17,18,15,20,18,12,
(12,5),(12,11),0.0253734 # DEPENDENCYPART_SIBL
(12,5),(12,13),0.0380509 # DEPENDENCYPART_SIBL
(12,5),(12,14),-0.0279715 # DEPENDENCYPART_SIBL
(12,5),(12,15),0.0132795 # DEPENDENCYPART_SIBL
(12,5),(12,16),0.00848346 # DEPENDENCYPART_SIBL
(12,5),(12,17),-0.00831321 # DEPENDENCYPART_SIBL
(12,5),(12,18),0.0102615 # DEPENDENCYPART_SIBL
(12,5),(12,19),-0.00592772 # DEPENDENCYPART_SIBL
(12,5),(12,20),0.0171541 # DEPENDENCYPART_SIBL
(12,5),(12,21),0.041471 # DEPENDENCYPART_SIBL
(12,6),(12,7),-0.0174543 # DEPENDENCYPART_SIBL
(12,6),(12,8),-0.0174543 # DEPENDENCYPART_SIBL
(12,6),(12,9),-0.0306538 # DEPENDENCYPART_SIBL
(12,6),(12,10),-0.0786453 # DEPENDENCYPART_SIBL
(12,6),(12,11),0.0106421 # DEPENDENCYPART_SIBL
(12,6),(12,13),0.00897971 # DEPENDENCYPART_SIBL
(12,6),(12,14),-0.0613103 # DEPENDENCYPART_SIBL
(12,6),(12,15),-0.014071 # DEPENDENCYPART_SIBL
(12,6),(12,16),-0.0204555 # DEPENDENCYPART_SIBL
(12,6),(12,17),-0.0288699 # DEPENDENCYPART_SIBL
(12,6),(12,18),-0.00548703 # DEPENDENCYPART_SIBL
(12,6),(12,19),-0.0146664 # DEPENDENCYPART_SIBL
(12,6),(12,20),-0.00360788 # DEPENDENCYPART_SIBL
(12,6),(12,21),0.0209391 # DEPENDENCYPART_SIBL
(12,7),(12,8),-0.0228877 # DEPENDENCYPART_SIBL
(12,7),(12,9),-0.0333 # DEPENDENCYPART_SIBL
(12,7),(12,10),-0.0086083 # DEPENDENCYPART_SIBL
(12,7),(12,11),0.0253734 # DEPENDENCYPART_SIBL
(12,7),(12,13),0.0380509 # DEPENDENCYPART_SIBL
(12,7),(12,14),-0.0279715 # DEPENDENCYPART_SIBL
(12,7),(12,15),0.0132795 # DEPENDENCYPART_SIBL
(12,7),(12,16),0.00848346 # DEPENDENCYPART_SIBL
(12,7),(12,17),-0.00831321 # DEPENDENCYPART_SIBL
(12,7),(12,18),0.0102615 # DEPENDENCYPART_SIBL
(12,7),(12,19),-0.00592772 # DEPENDENCYPART_SIBL
(12,7),(12,20),0.0171541 # DEPENDENCYPART_SIBL
(12,7),(12,21),0.041471 # DEPENDENCYPART_SIBL
(12,8),(12,9),-0.0333 # DEPENDENCYPART_SIBL
(12,8),(12,10),-0.0086083 # DEPENDENCYPART_SIBL
(12,8),(12,11),0.0253734 # DEPENDENCYPART_SIBL
(12,8),(12,13),0.0380509 # DEPENDENCYPART_SIBL
(12,8),(12,14),-0.0279715 # DEPENDENCYPART_SIBL
(12,8),(12,15),0.0132795 # DEPENDENCYPART_SIBL
(12,8),(12,16),0.00848346 # DEPENDENCYPART_SIBL
(12,8),(12,17),-0.00831321 # DEPENDENCYPART_SIBL
(12,8),(12,18),0.0102615 # DEPENDENCYPART_SIBL
(12,8),(12,19),-0.00592772 # DEPENDENCYPART_SIBL
(12,8),(12,20),0.0171541 # DEPENDENCYPART_SIBL
(12,8),(12,21),0.041471 # DEPENDENCYPART_SIBL
(12,9),(12,10),-0.00892795 # DEPENDENCYPART_SIBL
(12,9),(12,11),0.025272 # DEPENDENCYPART_SIBL
(12,9),(12,13),0.0372896 # DEPENDENCYPART_SIBL
(12,9),(12,14),-0.0280628 # DEPENDENCYPART_SIBL
(12,9),(12,15),0.013215 # DEPENDENCYPART_SIBL
(12,9),(12,16),0.00839212 # DEPENDENCYPART_SIBL
(12,9),(12,17),-0.00953249 # DEPENDENCYPART_SIBL
(12,9),(12,18),0.0101969 # DEPENDENCYPART_SIBL
(12,9),(12,19),-0.00599228 # DEPENDENCYPART_SIBL
(12,9),(12,20),0.0159348 # DEPENDENCYPART_SIBL
(12,9),(12,21),0.0402575 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.0560421 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.13109 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.0630357 # DEPENDENCYPART_SIBL
(12,10),(12,15),-0.0447506 # DEPENDENCYPART_SIBL
(12,10),(12,16),-0.0322427 # DEPENDENCYPART_SIBL
(12,10),(12,17),-0.00712184 # DEPENDENCYPART_SIBL
(12,10),(12,18),-0.0382679 # DEPENDENCYPART_SIBL
(12,10),(12,19),-0.0478943 # DEPENDENCYPART_SIBL
(12,10),(12,20),0.0075552 # DEPENDENCYPART_SIBL
(12,10),(12,21),-0.0671548 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.0104923 # DEPENDENCYPART_SIBL
(12,11),(12,14),-0.0506496 # DEPENDENCYPART_SIBL
(12,11),(12,15),0.071092 # DEPENDENCYPART_SIBL
(12,11),(12,16),0.00612834 # DEPENDENCYPART_SIBL
(12,11),(12,17),-0.0231046 # DEPENDENCYPART_SIBL
(12,11),(12,18),0.0609473 # DEPENDENCYPART_SIBL
(12,11),(12,19),-0.0798425 # DEPENDENCYPART_SIBL
(12,11),(12,20),-0.00892445 # DEPENDENCYPART_SIBL
(12,11),(12,21),-0.0154905 # DEPENDENCYPART_SIBL
(12,13),(12,14),0.0596373 # DEPENDENCYPART_SIBL
(12,13),(12,15),0.275017 # DEPENDENCYPART_SIBL
(12,13),(12,16),0.0414769 # DEPENDENCYPART_SIBL
(12,13),(12,17),0.0285457 # DEPENDENCYPART_SIBL
(12,13),(12,18),0.176818 # DEPENDENCYPART_SIBL
(12,13),(12,19),0.105191 # DEPENDENCYPART_SIBL
(12,13),(12,20),0.0275581 # DEPENDENCYPART_SIBL
(12,13),(12,21),0.0362975 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.0528185 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.0622159 # DEPENDENCYPART_SIBL
(12,14),(12,17),-0.0616769 # DEPENDENCYPART_SIBL
(12,14),(12,18),-0.0614961 # DEPENDENCYPART_SIBL
(12,14),(12,19),0.022148 # DEPENDENCYPART_SIBL
(12,14),(12,20),-0.0626684 # DEPENDENCYPART_SIBL
(12,14),(12,21),-0.0302752 # DEPENDENCYPART_SIBL
(12,15),(12,16),-0.000349264 # DEPENDENCYPART_SIBL
(12,15),(12,17),-0.0205054 # DEPENDENCYPART_SIBL
(12,15),(12,18),-0.0120655 # DEPENDENCYPART_SIBL
(12,15),(12,19),0.0254418 # DEPENDENCYPART_SIBL
(12,15),(12,20),-0.021493 # DEPENDENCYPART_SIBL
(12,15),(12,21),0.033597 # DEPENDENCYPART_SIBL
(12,16),(12,17),-0.0393999 # DEPENDENCYPART_SIBL
(12,16),(12,18),-0.0278203 # DEPENDENCYPART_SIBL
(12,16),(12,19),0.042826 # DEPENDENCYPART_SIBL
(12,16),(12,20),-0.0403914 # DEPENDENCYPART_SIBL
(12,16),(12,21),-0.00778063 # DEPENDENCYPART_SIBL
(12,17),(12,18),-0.0281775 # DEPENDENCYPART_SIBL
(12,17),(12,19),0.0536647 # DEPENDENCYPART_SIBL
(12,17),(12,20),-0.0581152 # DEPENDENCYPART_SIBL
(12,17),(12,21),-0.0146405 # DEPENDENCYPART_SIBL
(12,18),(12,19),0.0288945 # DEPENDENCYPART_SIBL
(12,18),(12,20),-0.0221207 # DEPENDENCYPART_SIBL
(12,18),(12,21),0.0319045 # DEPENDENCYPART_SIBL
(12,19),(12,20),-0.00574003 # DEPENDENCYPART_SIBL
(12,19),(12,21),-0.0253517 # DEPENDENCYPART_SIBL
(12,20),(12,21),-0.0108714 # DEPENDENCYPART_SIBL
(14,7),(14,8),0.0820558 # DEPENDENCYPART_SIBL
(14,7),(14,9),0.0825348 # DEPENDENCYPART_SIBL
(14,7),(14,10),0.218019 # DEPENDENCYPART_SIBL
(14,7),(14,11),0.248393 # DEPENDENCYPART_SIBL
(14,7),(14,12),0.148572 # DEPENDENCYPART_SIBL
(14,7),(14,13),0.280443 # DEPENDENCYPART_SIBL
(14,7),(14,15),0.00375317 # DEPENDENCYPART_SIBL
(14,7),(14,16),0.0408945 # DEPENDENCYPART_SIBL
(14,7),(14,17),0.0235902 # DEPENDENCYPART_SIBL
(14,7),(14,18),0.00718786 # DEPENDENCYPART_SIBL
(14,7),(14,20),0.0292291 # DEPENDENCYPART_SIBL
(14,7),(14,21),0.060693 # DEPENDENCYPART_SIBL
(14,8),(14,9),0.0825348 # DEPENDENCYPART_SIBL
(14,8),(14,10),0.218019 # DEPENDENCYPART_SIBL
(14,8),(14,11),0.248393 # DEPENDENCYPART_SIBL
(14,8),(14,12),0.148572 # DEPENDENCYPART_SIBL
(14,8),(14,13),0.280443 # DEPENDENCYPART_SIBL
(14,8),(14,15),0.00375317 # DEPENDENCYPART_SIBL
(14,8),(14,16),0.0408945 # DEPENDENCYPART_SIBL
(14,8),(14,17),0.0235902 # DEPENDENCYPART_SIBL
(14,8),(14,18),0.00718786 # DEPENDENCYPART_SIBL
(14,8),(14,20),0.0292291 # DEPENDENCYPART_SIBL
(14,8),(14,21),0.060693 # DEPENDENCYPART_SIBL
(14,9),(14,10),0.217699 # DEPENDENCYPART_SIBL
(14,9),(14,11),0.248291 # DEPENDENCYPART_SIBL
(14,9),(14,12),0.148572 # DEPENDENCYPART_SIBL
(14,9),(14,13),0.280287 # DEPENDENCYPART_SIBL
(14,9),(14,15),0.00375317 # DEPENDENCYPART_SIBL
(14,9),(14,16),0.0408677 # DEPENDENCYPART_SIBL
(14,9),(14,17),0.0224355 # DEPENDENCYPART_SIBL
(14,9),(14,18),0.00718786 # DEPENDENCYPART_SIBL
(14,9),(14,20),0.0280744 # DEPENDENCYPART_SIBL
(14,9),(14,21),0.0597808 # DEPENDENCYPART_SIBL
(14,10),(14,11),0.184725 # DEPENDENCYPART_SIBL
(14,10),(14,12),0.119514 # DEPENDENCYPART_SIBL
(14,10),(14,13),0.125426 # DEPENDENCYPART_SIBL
(14,10),(14,15),-0.00579218 # DEPENDENCYPART_SIBL
(14,10),(14,16),0.0342407 # DEPENDENCYPART_SIBL
(14,10),(14,17),0.0813249 # DEPENDENCYPART_SIBL
(14,10),(14,18),0.00281366 # DEPENDENCYPART_SIBL
(14,10),(14,20),0.0815725 # DEPENDENCYPART_SIBL
(14,10),(14,21),0.067743 # DEPENDENCYPART_SIBL
(14,11),(14,12),0.172475 # DEPENDENCYPART_SIBL
(14,11),(14,13),0.133813 # DEPENDENCYPART_SIBL
(14,11),(14,15),0.0613642 # DEPENDENCYPART_SIBL
(14,11),(14,16),0.0177491 # DEPENDENCYPART_SIBL
(14,11),(14,17),0.0372096 # DEPENDENCYPART_SIBL
(14,11),(14,18),0.0577883 # DEPENDENCYPART_SIBL
(14,11),(14,20),0.0372096 # DEPENDENCYPART_SIBL
(14,11),(14,21),0.0501586 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.25096 # DEPENDENCYPART_SIBL
(14,12),(14,15),0.0421495 # DEPENDENCYPART_SIBL
(14,12),(14,16),0.0378511 # DEPENDENCYPART_SIBL
(14,12),(14,17),0.0645533 # DEPENDENCYPART_SIBL
(14,12),(14,18),0.0475915 # DEPENDENCYPART_SIBL
(14,12),(14,20),0.0645521 # DEPENDENCYPART_SIBL
(14,12),(14,21),0.122296 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.0411857 # DEPENDENCYPART_SIBL
(14,13),(14,16),-0.00949629 # DEPENDENCYPART_SIBL
(14,13),(14,17),0.0191688 # DEPENDENCYPART_SIBL
(14,13),(14,18),-0.0280955 # DEPENDENCYPART_SIBL
(14,13),(14,20),0.0247098 # DEPENDENCYPART_SIBL
(14,13),(14,21),0.0169837 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.0106951 # DEPENDENCYPART_SIBL
(14,15),(14,17),0.024455 # DEPENDENCYPART_SIBL
(14,15),(14,18),0.00428216 # DEPENDENCYPART_SIBL
(14,15),(14,20),0.024455 # DEPENDENCYPART_SIBL
(14,15),(14,21),0.0605953 # DEPENDENCYPART_SIBL
(14,16),(14,17),0.00535712 # DEPENDENCYPART_SIBL
(14,16),(14,18),0.0284829 # DEPENDENCYPART_SIBL
(14,16),(14,20),0.00535521 # DEPENDENCYPART_SIBL
(14,16),(14,21),0.000406461 # DEPENDENCYPART_SIBL
(14,17),(14,18),0.0454546 # DEPENDENCYPART_SIBL
(14,17),(14,20),-0.00234271 # DEPENDENCYPART_SIBL
(14,17),(14,21),0.012813 # DEPENDENCYPART_SIBL
(14,18),(14,20),0.0245472 # DEPENDENCYPART_SIBL
(14,18),(14,21),0.0766619 # DEPENDENCYPART_SIBL
(14,20),(14,21),0.0137412 # DEPENDENCYPART_SIBL
(15,1),(15,2),0.00983771 # DEPENDENCYPART_SIBL
(15,1),(15,3),-0.139825 # DEPENDENCYPART_SIBL
(15,1),(15,4),-0.0162129 # DEPENDENCYPART_SIBL
(15,1),(15,5),-0.122611 # DEPENDENCYPART_SIBL
(15,1),(15,6),-0.0242891 # DEPENDENCYPART_SIBL
(15,1),(15,7),-0.122611 # DEPENDENCYPART_SIBL
(15,1),(15,8),-0.122611 # DEPENDENCYPART_SIBL
(15,1),(15,9),-0.132833 # DEPENDENCYPART_SIBL
(15,1),(15,10),0.0190331 # DEPENDENCYPART_SIBL
(15,1),(15,11),0.00971301 # DEPENDENCYPART_SIBL
(15,1),(15,12),0.0586904 # DEPENDENCYPART_SIBL
(15,1),(15,13),-0.0242891 # DEPENDENCYPART_SIBL
(15,1),(15,14),-0.0412591 # DEPENDENCYPART_SIBL
(15,1),(15,16),0.035667 # DEPENDENCYPART_SIBL
(15,1),(15,17),0.0327764 # DEPENDENCYPART_SIBL
(15,1),(15,18),-0.00312698 # DEPENDENCYPART_SIBL
(15,1),(15,19),-0.0330207 # DEPENDENCYPART_SIBL
(15,1),(15,20),0.0524975 # DEPENDENCYPART_SIBL
(15,1),(15,21),0.121222 # DEPENDENCYPART_SIBL
(15,2),(15,3),-0.0483984 # DEPENDENCYPART_SIBL
(15,2),(15,4),0.0559017 # DEPENDENCYPART_SIBL
(15,2),(15,5),0.0378014 # DEPENDENCYPART_SIBL
(15,2),(15,6),0.268618 # DEPENDENCYPART_SIBL
(15,2),(15,7),0.0378014 # DEPENDENCYPART_SIBL
(15,2),(15,8),0.0378014 # DEPENDENCYPART_SIBL
(15,2),(15,9),0.0283501 # DEPENDENCYPART_SIBL
(15,2),(15,10),-0.0317568 # DEPENDENCYPART_SIBL
(15,2),(15,11),0.0473592 # DEPENDENCYPART_SIBL
(15,2),(15,12),0.201519 # DEPENDENCYPART_SIBL
(15,2),(15,13),0.268618 # DEPENDENCYPART_SIBL
(15,2),(15,14),0.0132961 # DEPENDENCYPART_SIBL
(15,2),(15,16),0.0221036 # DEPENDENCYPART_SIBL
(15,2),(15,17),-0.0263337 # DEPENDENCYPART_SIBL
(15,2),(15,18),-0.027292 # DEPENDENCYPART_SIBL
(15,2),(15,19),-0.0519949 # DEPENDENCYPART_SIBL
(15,2),(15,20),-0.00791995 # DEPENDENCYPART_SIBL
(15,2),(15,21),0.0322286 # DEPENDENCYPART_SIBL
(15,3),(15,4),-0.0250695 # DEPENDENCYPART_SIBL
(15,3),(15,5),-0.0252232 # DEPENDENCYPART_SIBL
(15,3),(15,6),0.0137093 # DEPENDENCYPART_SIBL
(15,3),(15,7),-0.0252232 # DEPENDENCYPART_SIBL
(15,3),(15,8),-0.0252232 # DEPENDENCYPART_SIBL
(15,3),(15,9),-0.0324941 # DEPENDENCYPART_SIBL
(15,3),(15,10),-0.0502639 # DEPENDENCYPART_SIBL
(15,3),(15,11),-0.0637025 # DEPENDENCYPART_SIBL
(15,3),(15,12),0.0218546 # DEPENDENCYPART_SIBL
(15,3),(15,13),0.0137093 # DEPENDENCYPART_SIBL
(15,3),(15,14),-0.0631229 # DEPENDENCYPART_SIBL
(15,3),(15,16),0.0485062 # DEPENDENCYPART_SIBL
(15,3),(15,17),-0.0428927 # DEPENDENCYPART_SIBL
(15,3),(15,18),-0.0201301 # DEPENDENCYPART_SIBL
(15,3),(15,19),0.000466641 # DEPENDENCYPART_SIBL
(15,3),(15,20),-0.0287126 # DEPENDENCYPART_SIBL
(15,3),(15,21),-0.0679558 # DEPENDENCYPART_SIBL
(15,4),(15,5),-0.031525 # DEPENDENCYPART_SIBL
(15,4),(15,6),0.09105 # DEPENDENCYPART_SIBL
(15,4),(15,7),-0.031525 # DEPENDENCYPART_SIBL
(15,4),(15,8),-0.031525 # DEPENDENCYPART_SIBL
(15,4),(15,9),-0.0387694 # DEPENDENCYPART_SIBL
(15,4),(15,10),-0.00412394 # DEPENDENCYPART_SIBL
(15,4),(15,11),0.0010204 # DEPENDENCYPART_SIBL
(15,4),(15,12),0.00500266 # DEPENDENCYPART_SIBL
(15,4),(15,13),0.09105 # DEPENDENCYPART_SIBL
(15,4),(15,14),-0.0522244 # DEPENDENCYPART_SIBL
(15,4),(15,16),-0.00520851 # DEPENDENCYPART_SIBL
(15,4),(15,17),-0.0185672 # DEPENDENCYPART_SIBL
(15,4),(15,18),-0.00101412 # DEPENDENCYPART_SIBL
(15,4),(15,19),-0.0409559 # DEPENDENCYPART_SIBL
(15,4),(15,20),-0.00439046 # DEPENDENCYPART_SIBL
(15,4),(15,21),-0.0206289 # DEPENDENCYPART_SIBL
(15,5),(15,6),0.126382 # DEPENDENCYPART_SIBL
(15,5),(15,7),-0.0690202 # DEPENDENCYPART_SIBL
(15,5),(15,8),-0.0690202 # DEPENDENCYPART_SIBL
(15,5),(15,9),-0.0794325 # DEPENDENCYPART_SIBL
(15,5),(15,10),-0.029223 # DEPENDENCYPART_SIBL
(15,5),(15,11),0.0781842 # DEPENDENCYPART_SIBL
(15,5),(15,12),0.00269733 # DEPENDENCYPART_SIBL
(15,5),(15,13),0.126382 # DEPENDENCYPART_SIBL
(15,5),(15,14),-0.0682842 # DEPENDENCYPART_SIBL
(15,5),(15,16),0.105005 # DEPENDENCYPART_SIBL
(15,5),(15,17),-0.028496 # DEPENDENCYPART_SIBL
(15,5),(15,18),-0.0162562 # DEPENDENCYPART_SIBL
(15,5),(15,19),-0.0303047 # DEPENDENCYPART_SIBL
(15,5),(15,20),-0.00302876 # DEPENDENCYPART_SIBL
(15,5),(15,21),0.0122873 # DEPENDENCYPART_SIBL
(15,6),(15,7),-0.0169712 # DEPENDENCYPART_SIBL
(15,6),(15,8),-0.0169712 # DEPENDENCYPART_SIBL
(15,6),(15,9),-0.0301708 # DEPENDENCYPART_SIBL
(15,6),(15,10),-0.0850712 # DEPENDENCYPART_SIBL
(15,6),(15,11),0.0495463 # DEPENDENCYPART_SIBL
(15,6),(15,12),0.0359165 # DEPENDENCYPART_SIBL
(15,6),(15,13),0.0291647 # DEPENDENCYPART_SIBL
(15,6),(15,14),-0.032964 # DEPENDENCYPART_SIBL
(15,6),(15,16),0.0298551 # DEPENDENCYPART_SIBL
(15,6),(15,17),-0.0304676 # DEPENDENCYPART_SIBL
(15,6),(15,18),-0.0169797 # DEPENDENCYPART_SIBL
(15,6),(15,19),-0.034012 # DEPENDENCYPART_SIBL
(15,6),(15,20),-0.00520559 # DEPENDENCYPART_SIBL
(15,6),(15,21),0.0140318 # DEPENDENCYPART_SIBL
(15,7),(15,8),-0.0690202 # DEPENDENCYPART_SIBL
(15,7),(15,9),-0.0794325 # DEPENDENCYPART_SIBL
(15,7),(15,10),-0.029223 # DEPENDENCYPART_SIBL
(15,7),(15,11),0.0781842 # DEPENDENCYPART_SIBL
(15,7),(15,12),0.00269733 # DEPENDENCYPART_SIBL
(15,7),(15,13),0.126382 # DEPENDENCYPART_SIBL
(15,7),(15,14),-0.0682842 # DEPENDENCYPART_SIBL
(15,7),(15,16),0.105005 # DEPENDENCYPART_SIBL
(15,7),(15,17),-0.028496 # DEPENDENCYPART_SIBL
(15,7),(15,18),-0.0162562 # DEPENDENCYPART_SIBL
(15,7),(15,19),-0.0303047 # DEPENDENCYPART_SIBL
(15,7),(15,20),-0.00302876 # DEPENDENCYPART_SIBL
(15,7),(15,21),0.0122873 # DEPENDENCYPART_SIBL
(15,8),(15,9),-0.0794325 # DEPENDENCYPART_SIBL
(15,8),(15,10),-0.029223 # DEPENDENCYPART_SIBL
(15,8),(15,11),0.0781842 # DEPENDENCYPART_SIBL
(15,8),(15,12),0.00269733 # DEPENDENCYPART_SIBL
(15,8),(15,13),0.126382 # DEPENDENCYPART_SIBL
(15,8),(15,14),-0.0682842 # DEPENDENCYPART_SIBL
(15,8),(15,16),0.105005 # DEPENDENCYPART_SIBL
(15,8),(15,17),-0.028496 # DEPENDENCYPART_SIBL
(15,8),(15,18),-0.0162562 # DEPENDENCYPART_SIBL
(15,8),(15,19),-0.0303047 # DEPENDENCYPART_SIBL
(15,8),(15,20),-0.00302876 # DEPENDENCYPART_SIBL
(15,8),(15,21),0.0122873 # DEPENDENCYPART_SIBL
(15,9),(15,10),-0.0295426 # DEPENDENCYPART_SIBL
(15,9),(15,11),0.0780828 # DEPENDENCYPART_SIBL
(15,9),(15,12),0.00269733 # DEPENDENCYPART_SIBL
(15,9),(15,13),0.126225 # DEPENDENCYPART_SIBL
(15,9),(15,14),-0.0682988 # DEPENDENCYPART_SIBL
(15,9),(15,16),0.104913 # DEPENDENCYPART_SIBL
(15,9),(15,17),-0.0297153 # DEPENDENCYPART_SIBL
(15,9),(15,18),-0.0163208 # DEPENDENCYPART_SIBL
(15,9),(15,19),-0.0303693 # DEPENDENCYPART_SIBL
(15,9),(15,20),-0.00424805 # DEPENDENCYPART_SIBL
(15,9),(15,21),0.0110737 # DEPENDENCYPART_SIBL
(15,10),(15,11),0.074019 # DEPENDENCYPART_SIBL
(15,10),(15,12),-0.0314318 # DEPENDENCYPART_SIBL
(15,10),(15,13),0.04302 # DEPENDENCYPART_SIBL
(15,10),(15,14),0.0550467 # DEPENDENCYPART_SIBL
(15,10),(15,16),0.0102516 # DEPENDENCYPART_SIBL
(15,10),(15,17),-0.014119 # DEPENDENCYPART_SIBL
(15,10),(15,18),-0.0647484 # DEPENDENCYPART_SIBL
(15,10),(15,19),-0.0770941 # DEPENDENCYPART_SIBL
(15,10),(15,20),0.000558065 # DEPENDENCYPART_SIBL
(15,10),(15,21),-0.0843196 # DEPENDENCYPART_SIBL
(15,11),(15,12),-0.0274864 # DEPENDENCYPART_SIBL
(15,11),(15,13),0.12139 # DEPENDENCYPART_SIBL
(15,11),(15,14),0.0223146 # DEPENDENCYPART_SIBL
(15,11),(15,16),0.102132 # DEPENDENCYPART_SIBL
(15,11),(15,17),0.0140931 # DEPENDENCYPART_SIBL
(15,11),(15,18),0.0793637 # DEPENDENCYPART_SIBL
(15,11),(15,19),-0.0750288 # DEPENDENCYPART_SIBL
(15,11),(15,20),0.0282732 # DEPENDENCYPART_SIBL
(15,11),(15,21),0.0119766 # DEPENDENCYPART_SIBL
(15,12),(15,13),0.06739 # DEPENDENCYPART_SIBL
(15,12),(15,14),-0.0446727 # DEPENDENCYPART_SIBL
(15,12),(15,16),0.0100002 # DEPENDENCYPART_SIBL
(15,12),(15,17),-0.0497921 # DEPENDENCYPART_SIBL
(15,12),(15,18),-0.0400885 # DEPENDENCYPART_SIBL
(15,12),(15,19),-0.0725633 # DEPENDENCYPART_SIBL
(15,12),(15,20),-0.0356132 # DEPENDENCYPART_SIBL
(15,12),(15,21),-0.0118114 # DEPENDENCYPART_SIBL
(15,13),(15,14),-0.032964 # DEPENDENCYPART_SIBL
(15,13),(15,16),0.0298551 # DEPENDENCYPART_SIBL
(15,13),(15,17),-0.0304676 # DEPENDENCYPART_SIBL
(15,13),(15,18),-0.0169797 # DEPENDENCYPART_SIBL
(15,13),(15,19),-0.034012 # DEPENDENCYPART_SIBL
(15,13),(15,20),-0.00520559 # DEPENDENCYPART_SIBL
(15,13),(15,21),0.0140318 # DEPENDENCYPART_SIBL
(15,14),(15,16),0.00615317 # DEPENDENCYPART_SIBL
(15,14),(15,17),-0.0126682 # DEPENDENCYPART_SIBL
(15,14),(15,18),0.0124117 # DEPENDENCYPART_SIBL
(15,14),(15,19),-0.0293469 # DEPENDENCYPART_SIBL
(15,14),(15,20),0.00150853 # DEPENDENCYPART_SIBL
(15,14),(15,21),-0.00150627 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.0404562 # DEPENDENCYPART_SIBL
(15,16),(15,18),0.0397919 # DEPENDENCYPART_SIBL
(15,16),(15,19),0.0608359 # DEPENDENCYPART_SIBL
(15,16),(15,20),-0.0414477 # DEPENDENCYPART_SIBL
(15,16),(15,21),0.00416631 # DEPENDENCYPART_SIBL
(15,17),(15,18),0.0270149 # DEPENDENCYPART_SIBL
(15,17),(15,19),0.0562593 # DEPENDENCYPART_SIBL
(15,17),(15,20),-0.0944351 # DEPENDENCYPART_SIBL
(15,17),(15,21),-0.00504017 # DEPENDENCYPART_SIBL
(15,18),(15,19),0.00699368 # DEPENDENCYPART_SIBL
(15,18),(15,20),-0.0596642 # DEPENDENCYPART_SIBL
(15,18),(15,21),0.014793 # DEPENDENCYPART_SIBL
(15,19),(15,20),-0.0286005 # DEPENDENCYPART_SIBL
(15,19),(15,21),-0.021544 # DEPENDENCYPART_SIBL
(15,20),(15,21),-0.00127099 # DEPENDENCYPART_SIBL
(16,10),(16,11),0.18186 # DEPENDENCYPART_SIBL
(16,10),(16,12),0.119518 # DEPENDENCYPART_SIBL
(16,10),(16,13),0.127684 # DEPENDENCYPART_SIBL
(16,10),(16,14),0.0699643 # DEPENDENCYPART_SIBL
(16,10),(16,15),0.119234 # DEPENDENCYPART_SIBL
(16,10),(16,20),0.0767206 # DEPENDENCYPART_SIBL
(16,11),(16,12),0.153464 # DEPENDENCYPART_SIBL
(16,11),(16,13),0.117941 # DEPENDENCYPART_SIBL
(16,11),(16,14),0.106178 # DEPENDENCYPART_SIBL
(16,11),(16,15),0.152673 # DEPENDENCYPART_SIBL
(16,11),(16,20),0.0189315 # DEPENDENCYPART_SIBL
(16,12),(16,13),0.253307 # DEPENDENCYPART_SIBL
(16,12),(16,14),-0.0220629 # DEPENDENCYPART_SIBL
(16,12),(16,15),0.0755624 # DEPENDENCYPART_SIBL
(16,12),(16,20),0.059756 # DEPENDENCYPART_SIBL
(16,13),(16,14),0.00730764 # DEPENDENCYPART_SIBL
(16,13),(16,15),0.176221 # DEPENDENCYPART_SIBL
(16,13),(16,20),0.026173 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.116588 # DEPENDENCYPART_SIBL
(16,14),(16,20),0.0145682 # DEPENDENCYPART_SIBL
(16,15),(16,20),0.0742316 # DEPENDENCYPART_SIBL
(17,2),(17,3),-0.374626 # DEPENDENCYPART_SIBL
(17,2),(17,4),-0.0517869 # DEPENDENCYPART_SIBL
(17,2),(17,7),-0.00527798 # DEPENDENCYPART_SIBL
(17,2),(17,10),-0.0462396 # DEPENDENCYPART_SIBL
(17,2),(17,11),0.1555 # DEPENDENCYPART_SIBL
(17,2),(17,12),0.161612 # DEPENDENCYPART_SIBL
(17,2),(17,13),0.102298 # DEPENDENCYPART_SIBL
(17,2),(17,14),-0.0435343 # DEPENDENCYPART_SIBL
(17,2),(17,15),0.16535 # DEPENDENCYPART_SIBL
(17,2),(17,16),-0.0426298 # DEPENDENCYPART_SIBL
(17,2),(17,20),-0.00418946 # DEPENDENCYPART_SIBL
(17,3),(17,4),0.157947 # DEPENDENCYPART_SIBL
