# _root_ Ígéretei a lakásépítés , az egészségügy , az energetika és az infrastruktúra átalakítására és belendítésére eddig nem váltak be .
#goldHeads=18,3,13,13,6,13,13,9,13,13,12,13,15,15,18,18,18,0,18,18,
#predictedHeads=18,3,18,18,6,18,18,9,13,13,12,13,18,18,18,18,18,0,18,18,
(18,1),(18,9),0.00667949 # DEPENDENCYPART_SIBL
(18,1),(18,10),0.142126 # DEPENDENCYPART_SIBL
(18,1),(18,11),-0.0111489 # DEPENDENCYPART_SIBL
(18,1),(18,12),-0.0146324 # DEPENDENCYPART_SIBL
(18,1),(18,13),0.00667949 # DEPENDENCYPART_SIBL
(18,1),(18,14),0.142126 # DEPENDENCYPART_SIBL
(18,1),(18,15),0.00667949 # DEPENDENCYPART_SIBL
(18,1),(18,16),0.0383818 # DEPENDENCYPART_SIBL
(18,1),(18,17),0.0418648 # DEPENDENCYPART_SIBL
(18,1),(18,19),0.0580932 # DEPENDENCYPART_SIBL
(18,1),(18,20),-0.0232035 # DEPENDENCYPART_SIBL
(18,2),(18,3),0.0319171 # DEPENDENCYPART_SIBL
(18,2),(18,4),0.0226826 # DEPENDENCYPART_SIBL
(18,2),(18,5),-0.106556 # DEPENDENCYPART_SIBL
(18,2),(18,6),0.0319087 # DEPENDENCYPART_SIBL
(18,2),(18,7),0.0226826 # DEPENDENCYPART_SIBL
(18,2),(18,8),-0.106556 # DEPENDENCYPART_SIBL
(18,2),(18,9),0.0319171 # DEPENDENCYPART_SIBL
(18,2),(18,10),0.038413 # DEPENDENCYPART_SIBL
(18,2),(18,11),-0.106556 # DEPENDENCYPART_SIBL
(18,2),(18,12),0.0252984 # DEPENDENCYPART_SIBL
(18,2),(18,13),0.0319171 # DEPENDENCYPART_SIBL
(18,2),(18,14),0.038413 # DEPENDENCYPART_SIBL
(18,2),(18,15),0.0319171 # DEPENDENCYPART_SIBL
(18,2),(18,16),-0.0323062 # DEPENDENCYPART_SIBL
(18,2),(18,17),-0.0582499 # DEPENDENCYPART_SIBL
(18,2),(18,19),0.0654577 # DEPENDENCYPART_SIBL
(18,2),(18,20),-0.0765717 # DEPENDENCYPART_SIBL
(18,3),(18,4),0.130823 # DEPENDENCYPART_SIBL
(18,3),(18,5),-0.0111489 # DEPENDENCYPART_SIBL
(18,3),(18,6),0.00563437 # DEPENDENCYPART_SIBL
(18,3),(18,7),0.130823 # DEPENDENCYPART_SIBL
(18,3),(18,8),-0.0111489 # DEPENDENCYPART_SIBL
(18,3),(18,9),0.00667949 # DEPENDENCYPART_SIBL
(18,3),(18,10),0.142126 # DEPENDENCYPART_SIBL
(18,3),(18,11),-0.0111489 # DEPENDENCYPART_SIBL
(18,3),(18,12),-0.0146324 # DEPENDENCYPART_SIBL
(18,3),(18,13),0.00667949 # DEPENDENCYPART_SIBL
(18,3),(18,14),0.142126 # DEPENDENCYPART_SIBL
(18,3),(18,15),0.00667949 # DEPENDENCYPART_SIBL
(18,3),(18,16),0.0383818 # DEPENDENCYPART_SIBL
(18,3),(18,17),0.0418648 # DEPENDENCYPART_SIBL
(18,3),(18,19),0.0580932 # DEPENDENCYPART_SIBL
(18,3),(18,20),-0.0232035 # DEPENDENCYPART_SIBL
(18,4),(18,5),0.105415 # DEPENDENCYPART_SIBL
(18,4),(18,6),0.0480078 # DEPENDENCYPART_SIBL
(18,4),(18,7),0.0449099 # DEPENDENCYPART_SIBL
(18,4),(18,8),0.105415 # DEPENDENCYPART_SIBL
(18,4),(18,9),0.0480116 # DEPENDENCYPART_SIBL
(18,4),(18,10),0.0655607 # DEPENDENCYPART_SIBL
(18,4),(18,11),0.105415 # DEPENDENCYPART_SIBL
(18,4),(18,12),0.0266067 # DEPENDENCYPART_SIBL
(18,4),(18,13),0.0480116 # DEPENDENCYPART_SIBL
(18,4),(18,14),0.0655607 # DEPENDENCYPART_SIBL
(18,4),(18,15),0.0480116 # DEPENDENCYPART_SIBL
(18,4),(18,16),0.00594358 # DEPENDENCYPART_SIBL
(18,4),(18,17),0.0436362 # DEPENDENCYPART_SIBL
(18,4),(18,19),0.030505 # DEPENDENCYPART_SIBL
(18,4),(18,20),0.00442367 # DEPENDENCYPART_SIBL
(18,5),(18,6),-0.0175997 # DEPENDENCYPART_SIBL
(18,5),(18,7),0.0280644 # DEPENDENCYPART_SIBL
(18,5),(18,8),-0.106348 # DEPENDENCYPART_SIBL
(18,5),(18,9),-0.0175936 # DEPENDENCYPART_SIBL
(18,5),(18,10),0.00118485 # DEPENDENCYPART_SIBL
(18,5),(18,11),-0.106348 # DEPENDENCYPART_SIBL
(18,5),(18,12),-0.0242457 # DEPENDENCYPART_SIBL
(18,5),(18,13),-0.0175936 # DEPENDENCYPART_SIBL
(18,5),(18,14),0.00118485 # DEPENDENCYPART_SIBL
(18,5),(18,15),-0.0175936 # DEPENDENCYPART_SIBL
(18,5),(18,16),-0.0484021 # DEPENDENCYPART_SIBL
(18,5),(18,17),-0.055272 # DEPENDENCYPART_SIBL
(18,5),(18,19),0.0494928 # DEPENDENCYPART_SIBL
(18,5),(18,20),0.00236091 # DEPENDENCYPART_SIBL
(18,6),(18,7),0.13079 # DEPENDENCYPART_SIBL
(18,6),(18,8),-0.0111494 # DEPENDENCYPART_SIBL
(18,6),(18,9),0.00929003 # DEPENDENCYPART_SIBL
(18,6),(18,10),0.144753 # DEPENDENCYPART_SIBL
(18,6),(18,11),-0.0111494 # DEPENDENCYPART_SIBL
(18,6),(18,12),-0.0120219 # DEPENDENCYPART_SIBL
(18,6),(18,13),0.00929003 # DEPENDENCYPART_SIBL
(18,6),(18,14),0.144753 # DEPENDENCYPART_SIBL
(18,6),(18,15),0.00929003 # DEPENDENCYPART_SIBL
(18,6),(18,16),0.0411173 # DEPENDENCYPART_SIBL
(18,6),(18,17),0.0446003 # DEPENDENCYPART_SIBL
(18,6),(18,19),0.0580862 # DEPENDENCYPART_SIBL
(18,6),(18,20),-0.0232208 # DEPENDENCYPART_SIBL
(18,7),(18,8),0.105415 # DEPENDENCYPART_SIBL
(18,7),(18,9),0.0480116 # DEPENDENCYPART_SIBL
(18,7),(18,10),0.0655607 # DEPENDENCYPART_SIBL
(18,7),(18,11),0.105415 # DEPENDENCYPART_SIBL
(18,7),(18,12),0.0266067 # DEPENDENCYPART_SIBL
(18,7),(18,13),0.0480116 # DEPENDENCYPART_SIBL
(18,7),(18,14),0.0655607 # DEPENDENCYPART_SIBL
(18,7),(18,15),0.0480116 # DEPENDENCYPART_SIBL
(18,7),(18,16),0.00594358 # DEPENDENCYPART_SIBL
(18,7),(18,17),0.0436362 # DEPENDENCYPART_SIBL
(18,7),(18,19),0.030505 # DEPENDENCYPART_SIBL
(18,7),(18,20),0.00442367 # DEPENDENCYPART_SIBL
(18,8),(18,9),-0.0175936 # DEPENDENCYPART_SIBL
(18,8),(18,10),0.00118485 # DEPENDENCYPART_SIBL
(18,8),(18,11),-0.106348 # DEPENDENCYPART_SIBL
(18,8),(18,12),-0.0242457 # DEPENDENCYPART_SIBL
(18,8),(18,13),-0.0175936 # DEPENDENCYPART_SIBL
(18,8),(18,14),0.00118485 # DEPENDENCYPART_SIBL
(18,8),(18,15),-0.0175936 # DEPENDENCYPART_SIBL
(18,8),(18,16),-0.0484021 # DEPENDENCYPART_SIBL
(18,8),(18,17),-0.055272 # DEPENDENCYPART_SIBL
(18,8),(18,19),0.0494928 # DEPENDENCYPART_SIBL
(18,8),(18,20),0.00236091 # DEPENDENCYPART_SIBL
(18,9),(18,10),0.142126 # DEPENDENCYPART_SIBL
(18,9),(18,11),-0.0111489 # DEPENDENCYPART_SIBL
(18,9),(18,12),-0.0146324 # DEPENDENCYPART_SIBL
(18,9),(18,13),0.00667949 # DEPENDENCYPART_SIBL
(18,9),(18,14),0.142126 # DEPENDENCYPART_SIBL
(18,9),(18,15),0.00667949 # DEPENDENCYPART_SIBL
(18,9),(18,16),0.0383818 # DEPENDENCYPART_SIBL
(18,9),(18,17),0.0418648 # DEPENDENCYPART_SIBL
(18,9),(18,19),0.0580932 # DEPENDENCYPART_SIBL
(18,9),(18,20),-0.0232035 # DEPENDENCYPART_SIBL
(18,10),(18,11),-0.0170903 # DEPENDENCYPART_SIBL
(18,10),(18,12),0.0239524 # DEPENDENCYPART_SIBL
(18,10),(18,13),0.0305375 # DEPENDENCYPART_SIBL
(18,10),(18,14),-0.129854 # DEPENDENCYPART_SIBL
(18,10),(18,15),0.0305375 # DEPENDENCYPART_SIBL
(18,10),(18,16),-0.0244021 # DEPENDENCYPART_SIBL
(18,10),(18,17),-0.0468724 # DEPENDENCYPART_SIBL
(18,10),(18,19),0.0397019 # DEPENDENCYPART_SIBL
(18,10),(18,20),-0.023115 # DEPENDENCYPART_SIBL
(18,11),(18,12),-0.0242457 # DEPENDENCYPART_SIBL
(18,11),(18,13),-0.0175936 # DEPENDENCYPART_SIBL
(18,11),(18,14),0.00118485 # DEPENDENCYPART_SIBL
(18,11),(18,15),-0.0175936 # DEPENDENCYPART_SIBL
(18,11),(18,16),-0.0484021 # DEPENDENCYPART_SIBL
(18,11),(18,17),-0.055272 # DEPENDENCYPART_SIBL
(18,11),(18,19),0.0494928 # DEPENDENCYPART_SIBL
(18,11),(18,20),0.00236091 # DEPENDENCYPART_SIBL
(18,12),(18,13),-0.00580479 # DEPENDENCYPART_SIBL
(18,12),(18,14),0.133265 # DEPENDENCYPART_SIBL
(18,12),(18,15),-0.00580479 # DEPENDENCYPART_SIBL
(18,12),(18,16),0.0318331 # DEPENDENCYPART_SIBL
(18,12),(18,17),0.0353162 # DEPENDENCYPART_SIBL
(18,12),(18,19),0.041835 # DEPENDENCYPART_SIBL
(18,12),(18,20),-0.0529162 # DEPENDENCYPART_SIBL
(18,13),(18,14),0.142126 # DEPENDENCYPART_SIBL
(18,13),(18,15),0.00667949 # DEPENDENCYPART_SIBL
(18,13),(18,16),0.0383818 # DEPENDENCYPART_SIBL
(18,13),(18,17),0.0418648 # DEPENDENCYPART_SIBL
(18,13),(18,19),0.0580932 # DEPENDENCYPART_SIBL
(18,13),(18,20),-0.0232035 # DEPENDENCYPART_SIBL
(18,14),(18,15),0.0305375 # DEPENDENCYPART_SIBL
(18,14),(18,16),-0.0244021 # DEPENDENCYPART_SIBL
(18,14),(18,17),-0.0468724 # DEPENDENCYPART_SIBL
(18,14),(18,19),0.0397019 # DEPENDENCYPART_SIBL
(18,14),(18,20),-0.023115 # DEPENDENCYPART_SIBL
(18,15),(18,16),0.0383818 # DEPENDENCYPART_SIBL
(18,15),(18,17),0.0418648 # DEPENDENCYPART_SIBL
(18,15),(18,19),0.0580932 # DEPENDENCYPART_SIBL
(18,15),(18,20),-0.0232035 # DEPENDENCYPART_SIBL
(18,16),(18,17),-0.0703163 # DEPENDENCYPART_SIBL
(18,16),(18,19),0.089098 # DEPENDENCYPART_SIBL
(18,16),(18,20),0.00274034 # DEPENDENCYPART_SIBL
(18,17),(18,19),0.113952 # DEPENDENCYPART_SIBL
(18,17),(18,20),-0.0209164 # DEPENDENCYPART_SIBL
(18,19),(18,20),0.0214786 # DEPENDENCYPART_SIBL
(19,4),(19,6),0.0351935 # DEPENDENCYPART_SIBL
(19,4),(19,7),0.0986972 # DEPENDENCYPART_SIBL
(19,4),(19,9),0.0351935 # DEPENDENCYPART_SIBL
(19,4),(19,10),0.14237 # DEPENDENCYPART_SIBL
(19,4),(19,12),0.0214898 # DEPENDENCYPART_SIBL
(19,4),(19,13),0.0351935 # DEPENDENCYPART_SIBL
(19,4),(19,14),0.14237 # DEPENDENCYPART_SIBL
(19,4),(19,15),0.0351935 # DEPENDENCYPART_SIBL
(19,4),(19,17),0.0579988 # DEPENDENCYPART_SIBL
(19,4),(19,18),0.176366 # DEPENDENCYPART_SIBL
(19,4),(19,20),0.0383739 # DEPENDENCYPART_SIBL
(19,6),(19,7),0.261912 # DEPENDENCYPART_SIBL
(19,6),(19,9),0.0980677 # DEPENDENCYPART_SIBL
(19,6),(19,10),0.283777 # DEPENDENCYPART_SIBL
(19,6),(19,12),0.0893663 # DEPENDENCYPART_SIBL
(19,6),(19,13),0.0980677 # DEPENDENCYPART_SIBL
(19,6),(19,14),0.283777 # DEPENDENCYPART_SIBL
(19,6),(19,15),0.0980677 # DEPENDENCYPART_SIBL
(19,6),(19,17),0.178301 # DEPENDENCYPART_SIBL
(19,6),(19,18),0.105004 # DEPENDENCYPART_SIBL
(19,6),(19,20),0.0462845 # DEPENDENCYPART_SIBL
(19,7),(19,9),0.0351935 # DEPENDENCYPART_SIBL
(19,7),(19,10),0.14237 # DEPENDENCYPART_SIBL
(19,7),(19,12),0.0214898 # DEPENDENCYPART_SIBL
(19,7),(19,13),0.0351935 # DEPENDENCYPART_SIBL
(19,7),(19,14),0.14237 # DEPENDENCYPART_SIBL
(19,7),(19,15),0.0351935 # DEPENDENCYPART_SIBL
(19,7),(19,17),0.0579988 # DEPENDENCYPART_SIBL
(19,7),(19,18),0.176366 # DEPENDENCYPART_SIBL
(19,7),(19,20),0.0383739 # DEPENDENCYPART_SIBL
(19,9),(19,10),0.28115 # DEPENDENCYPART_SIBL
(19,9),(19,12),0.0867553 # DEPENDENCYPART_SIBL
(19,9),(19,13),0.0954567 # DEPENDENCYPART_SIBL
(19,9),(19,14),0.28115 # DEPENDENCYPART_SIBL
(19,9),(19,15),0.0954567 # DEPENDENCYPART_SIBL
(19,9),(19,17),0.175565 # DEPENDENCYPART_SIBL
(19,9),(19,18),0.105011 # DEPENDENCYPART_SIBL
(19,9),(19,20),0.0462927 # DEPENDENCYPART_SIBL
(19,10),(19,12),0.179167 # DEPENDENCYPART_SIBL
(19,10),(19,13),0.179167 # DEPENDENCYPART_SIBL
(19,10),(19,14),-0.0208751 # DEPENDENCYPART_SIBL
(19,10),(19,15),0.179167 # DEPENDENCYPART_SIBL
(19,10),(19,17),0.0964786 # DEPENDENCYPART_SIBL
(19,10),(19,18),0.223755 # DEPENDENCYPART_SIBL
(19,10),(19,20),0.0404516 # DEPENDENCYPART_SIBL
(19,12),(19,13),0.0928691 # DEPENDENCYPART_SIBL
(19,12),(19,14),0.285237 # DEPENDENCYPART_SIBL
(19,12),(19,15),0.0928691 # DEPENDENCYPART_SIBL
(19,12),(19,17),0.175565 # DEPENDENCYPART_SIBL
(19,12),(19,18),0.10501 # DEPENDENCYPART_SIBL
(19,12),(19,20),0.0395633 # DEPENDENCYPART_SIBL
(19,13),(19,14),0.28115 # DEPENDENCYPART_SIBL
(19,13),(19,15),0.0954567 # DEPENDENCYPART_SIBL
(19,13),(19,17),0.175565 # DEPENDENCYPART_SIBL
(19,13),(19,18),0.105011 # DEPENDENCYPART_SIBL
(19,13),(19,20),0.0462927 # DEPENDENCYPART_SIBL
(19,14),(19,15),0.179167 # DEPENDENCYPART_SIBL
(19,14),(19,17),0.0964786 # DEPENDENCYPART_SIBL
(19,14),(19,18),0.223755 # DEPENDENCYPART_SIBL
(19,14),(19,20),0.0404516 # DEPENDENCYPART_SIBL
(19,15),(19,17),0.175565 # DEPENDENCYPART_SIBL
(19,15),(19,18),0.105011 # DEPENDENCYPART_SIBL
(19,15),(19,20),0.0462927 # DEPENDENCYPART_SIBL
(19,17),(19,18),0.103214 # DEPENDENCYPART_SIBL
(19,17),(19,20),0.233109 # DEPENDENCYPART_SIBL
(19,18),(19,20),0.134796 # DEPENDENCYPART_SIBL
(0,1),(1,2),0.0679892 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),0.510816 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),0.296204 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),0.289297 # DEPENDENCYPART_GRANDPAR
(0,1),(1,7),0.210742 # DEPENDENCYPART_GRANDPAR
(0,1),(1,9),0.0755336 # DEPENDENCYPART_GRANDPAR
(0,1),(1,10),0.251807 # DEPENDENCYPART_GRANDPAR
(0,1),(1,12),-0.321713 # DEPENDENCYPART_GRANDPAR
(0,1),(1,13),-0.123658 # DEPENDENCYPART_GRANDPAR
(0,1),(1,14),0.145693 # DEPENDENCYPART_GRANDPAR
(0,1),(1,15),-0.13466 # DEPENDENCYPART_GRANDPAR
(0,1),(1,18),0.826767 # DEPENDENCYPART_GRANDPAR
(0,1),(1,20),1.78682 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.878425 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),-0.353537 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),0.296204 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),0.289297 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),0.210742 # DEPENDENCYPART_GRANDPAR
(0,3),(3,14),0.145693 # DEPENDENCYPART_GRANDPAR
(0,3),(3,18),0.826767 # DEPENDENCYPART_GRANDPAR
(0,3),(3,20),1.78682 # DEPENDENCYPART_GRANDPAR
(0,10),(10,1),0.88076 # DEPENDENCYPART_GRANDPAR
(0,10),(10,3),0.310128 # DEPENDENCYPART_GRANDPAR
(0,10),(10,4),0.533873 # DEPENDENCYPART_GRANDPAR
(0,10),(10,5),-0.367825 # DEPENDENCYPART_GRANDPAR
(0,10),(10,6),0.0886312 # DEPENDENCYPART_GRANDPAR
(0,10),(10,7),0.448411 # DEPENDENCYPART_GRANDPAR
(0,10),(10,8),-0.37446 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),-0.125155 # DEPENDENCYPART_GRANDPAR
(0,10),(10,11),-0.30269 # DEPENDENCYPART_GRANDPAR
(0,10),(10,12),-0.580188 # DEPENDENCYPART_GRANDPAR
(0,10),(10,13),-0.381553 # DEPENDENCYPART_GRANDPAR
(0,10),(10,14),0.116734 # DEPENDENCYPART_GRANDPAR
(0,10),(10,15),-0.392554 # DEPENDENCYPART_GRANDPAR
(0,10),(10,17),0.291337 # DEPENDENCYPART_GRANDPAR
(0,10),(10,18),0.980733 # DEPENDENCYPART_GRANDPAR
(0,10),(10,20),1.8882 # DEPENDENCYPART_GRANDPAR
(0,14),(14,1),0.88076 # DEPENDENCYPART_GRANDPAR
(0,14),(14,3),0.310128 # DEPENDENCYPART_GRANDPAR
(0,14),(14,4),0.533873 # DEPENDENCYPART_GRANDPAR
(0,14),(14,6),0.0886312 # DEPENDENCYPART_GRANDPAR
(0,14),(14,7),0.448411 # DEPENDENCYPART_GRANDPAR
(0,14),(14,9),-0.125155 # DEPENDENCYPART_GRANDPAR
(0,14),(14,10),0.102029 # DEPENDENCYPART_GRANDPAR
(0,14),(14,11),-0.332644 # DEPENDENCYPART_GRANDPAR
(0,14),(14,12),-0.527663 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),-0.323331 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),-0.392554 # DEPENDENCYPART_GRANDPAR
(0,14),(14,16),0.0500626 # DEPENDENCYPART_GRANDPAR
(0,14),(14,17),0.291337 # DEPENDENCYPART_GRANDPAR
(0,14),(14,18),0.980733 # DEPENDENCYPART_GRANDPAR
(0,14),(14,20),1.8882 # DEPENDENCYPART_GRANDPAR
(0,16),(16,12),-0.461111 # DEPENDENCYPART_GRANDPAR
(0,16),(16,13),-0.256372 # DEPENDENCYPART_GRANDPAR
(0,16),(16,14),0.00395722 # DEPENDENCYPART_GRANDPAR
(0,16),(16,15),-0.268391 # DEPENDENCYPART_GRANDPAR
(0,16),(16,18),0.615171 # DEPENDENCYPART_GRANDPAR
(0,16),(16,20),1.6232 # DEPENDENCYPART_GRANDPAR
(0,17),(17,1),1.0075 # DEPENDENCYPART_GRANDPAR
(0,17),(17,3),0.436869 # DEPENDENCYPART_GRANDPAR
(0,17),(17,4),0.173762 # DEPENDENCYPART_GRANDPAR
(0,17),(17,6),0.215383 # DEPENDENCYPART_GRANDPAR
(0,17),(17,9),0.00158661 # DEPENDENCYPART_GRANDPAR
(0,17),(17,12),-0.401328 # DEPENDENCYPART_GRANDPAR
(0,17),(17,13),-0.196589 # DEPENDENCYPART_GRANDPAR
(0,17),(17,14),0.0252765 # DEPENDENCYPART_GRANDPAR
(0,17),(17,15),-0.208607 # DEPENDENCYPART_GRANDPAR
(0,17),(17,16),0.244595 # DEPENDENCYPART_GRANDPAR
(0,17),(17,18),0.598252 # DEPENDENCYPART_GRANDPAR
(0,17),(17,20),1.61775 # DEPENDENCYPART_GRANDPAR
(0,18),(18,1),0.810144 # DEPENDENCYPART_GRANDPAR
(0,18),(18,2),-0.355549 # DEPENDENCYPART_GRANDPAR
(0,18),(18,3),0.239512 # DEPENDENCYPART_GRANDPAR
(0,18),(18,4),0.0402399 # DEPENDENCYPART_GRANDPAR
(0,18),(18,5),-0.521013 # DEPENDENCYPART_GRANDPAR
(0,18),(18,6),0.0179867 # DEPENDENCYPART_GRANDPAR
(0,18),(18,7),-0.0452222 # DEPENDENCYPART_GRANDPAR
(0,18),(18,8),-0.527648 # DEPENDENCYPART_GRANDPAR
(0,18),(18,9),-0.195771 # DEPENDENCYPART_GRANDPAR
(0,18),(18,10),-0.0947649 # DEPENDENCYPART_GRANDPAR
(0,18),(18,11),-0.485833 # DEPENDENCYPART_GRANDPAR
(0,18),(18,12),-0.606865 # DEPENDENCYPART_GRANDPAR
(0,18),(18,13),-0.393947 # DEPENDENCYPART_GRANDPAR
(0,18),(18,14),-0.20088 # DEPENDENCYPART_GRANDPAR
(0,18),(18,15),-0.405965 # DEPENDENCYPART_GRANDPAR
(0,18),(18,16),-0.149972 # DEPENDENCYPART_GRANDPAR
(0,18),(18,17),0.0238751 # DEPENDENCYPART_GRANDPAR
(0,18),(18,19),0.0531191 # DEPENDENCYPART_GRANDPAR
(0,18),(18,20),1.95168 # DEPENDENCYPART_GRANDPAR
(0,19),(19,4),0.176806 # DEPENDENCYPART_GRANDPAR
(0,19),(19,6),0.174954 # DEPENDENCYPART_GRANDPAR
(0,19),(19,7),0.0913442 # DEPENDENCYPART_GRANDPAR
(0,19),(19,9),-0.0388425 # DEPENDENCYPART_GRANDPAR
(0,19),(19,10),0.110816 # DEPENDENCYPART_GRANDPAR
(0,19),(19,12),-0.441757 # DEPENDENCYPART_GRANDPAR
(0,19),(19,13),-0.237018 # DEPENDENCYPART_GRANDPAR
(0,19),(19,14),0.00470155 # DEPENDENCYPART_GRANDPAR
(0,19),(19,15),-0.249037 # DEPENDENCYPART_GRANDPAR
(0,19),(19,17),0.453098 # DEPENDENCYPART_GRANDPAR
(0,19),(19,18),0.748117 # DEPENDENCYPART_GRANDPAR
(0,19),(19,20),1.62017 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-0.561142 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),-0.15251 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.0719665 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),-0.215112 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),-0.0705523 # DEPENDENCYPART_GRANDPAR
(1,3),(3,14),-0.213491 # DEPENDENCYPART_GRANDPAR
(1,3),(3,18),-0.216723 # DEPENDENCYPART_GRANDPAR
(1,3),(3,20),-0.526589 # DEPENDENCYPART_GRANDPAR
(1,6),(6,1),-0.561142 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,6),(6,2),-0.154958 # DEPENDENCYPART_GRANDPAR
(1,6),(6,3),-0.112275 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),-0.0449602 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),-0.253905 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),-0.068041 # DEPENDENCYPART_GRANDPAR
(1,6),(6,9),-0.174526 # DEPENDENCYPART_GRANDPAR
(1,6),(6,13),-0.433199 # DEPENDENCYPART_GRANDPAR
(1,6),(6,18),-0.214219 # DEPENDENCYPART_GRANDPAR
(1,6),(6,20),-0.524078 # DEPENDENCYPART_GRANDPAR
(1,9),(9,1),-0.561142 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,9),(9,2),-0.15251 # DEPENDENCYPART_GRANDPAR
(1,9),(9,3),-0.112275 # DEPENDENCYPART_GRANDPAR
(1,9),(9,5),-0.24901 # DEPENDENCYPART_GRANDPAR
(1,9),(9,6),-0.091528 # DEPENDENCYPART_GRANDPAR
(1,9),(9,8),-0.264943 # DEPENDENCYPART_GRANDPAR
(1,10),(10,1),-0.568177 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,10),(10,3),-0.119311 # DEPENDENCYPART_GRANDPAR
(1,10),(10,4),0.0408107 # DEPENDENCYPART_GRANDPAR
(1,10),(10,5),-0.225389 # DEPENDENCYPART_GRANDPAR
(1,10),(10,6),-0.101217 # DEPENDENCYPART_GRANDPAR
(1,10),(10,7),0.0422249 # DEPENDENCYPART_GRANDPAR
(1,10),(10,8),-0.241322 # DEPENDENCYPART_GRANDPAR
(1,10),(10,9),-0.0631325 # DEPENDENCYPART_GRANDPAR
(1,10),(10,11),-0.477658 # DEPENDENCYPART_GRANDPAR
(1,10),(10,12),-0.284186 # DEPENDENCYPART_GRANDPAR
(1,10),(10,13),-0.463752 # DEPENDENCYPART_GRANDPAR
(1,10),(10,14),-0.311479 # DEPENDENCYPART_GRANDPAR
(1,10),(10,15),-0.52952 # DEPENDENCYPART_GRANDPAR
(1,10),(10,17),-0.293734 # DEPENDENCYPART_GRANDPAR
(1,10),(10,18),-0.358158 # DEPENDENCYPART_GRANDPAR
(1,10),(10,20),-0.56659 # DEPENDENCYPART_GRANDPAR
(1,12),(12,5),-0.250818 # DEPENDENCYPART_GRANDPAR
(1,12),(12,8),-0.266751 # DEPENDENCYPART_GRANDPAR
(1,12),(12,9),-0.0561107 # DEPENDENCYPART_GRANDPAR
(1,12),(12,10),-0.252972 # DEPENDENCYPART_GRANDPAR
(1,12),(12,11),-0.340118 # DEPENDENCYPART_GRANDPAR
(1,12),(12,15),-0.504744 # DEPENDENCYPART_GRANDPAR
(1,13),(13,1),-0.561037 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,13),(13,3),-0.112171 # DEPENDENCYPART_GRANDPAR
(1,13),(13,4),-0.0449605 # DEPENDENCYPART_GRANDPAR
(1,13),(13,6),-0.0914235 # DEPENDENCYPART_GRANDPAR
(1,13),(13,7),-0.0435463 # DEPENDENCYPART_GRANDPAR
(1,13),(13,8),-0.264943 # DEPENDENCYPART_GRANDPAR
(1,13),(13,9),-0.0559924 # DEPENDENCYPART_GRANDPAR
(1,13),(13,10),-0.25296 # DEPENDENCYPART_GRANDPAR
(1,13),(13,11),-0.33831 # DEPENDENCYPART_GRANDPAR
(1,13),(13,12),-0.131449 # DEPENDENCYPART_GRANDPAR
(1,13),(13,14),-0.213491 # DEPENDENCYPART_GRANDPAR
(1,13),(13,15),-0.501479 # DEPENDENCYPART_GRANDPAR
(1,13),(13,16),-0.201335 # DEPENDENCYPART_GRANDPAR
(1,14),(14,1),-0.568177 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,14),(14,3),-0.119311 # DEPENDENCYPART_GRANDPAR
(1,14),(14,4),0.0408107 # DEPENDENCYPART_GRANDPAR
(1,14),(14,6),-0.101217 # DEPENDENCYPART_GRANDPAR
(1,14),(14,7),0.0422249 # DEPENDENCYPART_GRANDPAR
(1,14),(14,9),-0.0631325 # DEPENDENCYPART_GRANDPAR
(1,14),(14,10),-0.291754 # DEPENDENCYPART_GRANDPAR
(1,14),(14,11),-0.314689 # DEPENDENCYPART_GRANDPAR
(1,14),(14,12),-0.141513 # DEPENDENCYPART_GRANDPAR
(1,14),(14,13),-0.321805 # DEPENDENCYPART_GRANDPAR
(1,14),(14,15),-0.52952 # DEPENDENCYPART_GRANDPAR
(1,14),(14,16),-0.311625 # DEPENDENCYPART_GRANDPAR
