# _root_ Az oroszok azonban feltűnően békésen viselkednek , s egyelőre semmi jele annak , hogy a katonák erőszakos akcióra készülnének .
#goldHeads=2,6,6,5,6,8,8,0,14,11,14,14,14,8,16,19,18,19,14,8,
#predictedHeads=2,6,6,6,6,8,8,0,14,11,14,14,14,8,16,19,18,19,14,8,
(12,7),(12,11),0.175729 # DEPENDENCYPART_SIBL
(12,7),(12,13),0.0474237 # DEPENDENCYPART_SIBL
(12,7),(12,14),-0.00389974 # DEPENDENCYPART_SIBL
(12,7),(12,16),0.124666 # DEPENDENCYPART_SIBL
(12,7),(12,17),0.0284624 # DEPENDENCYPART_SIBL
(12,7),(12,18),0.122924 # DEPENDENCYPART_SIBL
(12,7),(12,19),0.020102 # DEPENDENCYPART_SIBL
(12,7),(12,20),0.110308 # DEPENDENCYPART_SIBL
(12,8),(12,9),0.0911336 # DEPENDENCYPART_SIBL
(12,8),(12,10),0.0529671 # DEPENDENCYPART_SIBL
(12,8),(12,11),0.0814308 # DEPENDENCYPART_SIBL
(12,8),(12,13),0.0414349 # DEPENDENCYPART_SIBL
(12,8),(12,14),-0.0340305 # DEPENDENCYPART_SIBL
(12,8),(12,16),0.0395008 # DEPENDENCYPART_SIBL
(12,8),(12,17),0.00970962 # DEPENDENCYPART_SIBL
(12,8),(12,18),0.0403453 # DEPENDENCYPART_SIBL
(12,8),(12,19),0.0228927 # DEPENDENCYPART_SIBL
(12,8),(12,20),0.176637 # DEPENDENCYPART_SIBL
(12,9),(12,10),0.0824511 # DEPENDENCYPART_SIBL
(12,9),(12,11),0.180427 # DEPENDENCYPART_SIBL
(12,9),(12,13),0.0255638 # DEPENDENCYPART_SIBL
(12,9),(12,14),-0.031255 # DEPENDENCYPART_SIBL
(12,9),(12,16),0.0513046 # DEPENDENCYPART_SIBL
(12,9),(12,17),0.012298 # DEPENDENCYPART_SIBL
(12,9),(12,18),0.0475927 # DEPENDENCYPART_SIBL
(12,9),(12,19),0.00383494 # DEPENDENCYPART_SIBL
(12,9),(12,20),0.149326 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.162321 # DEPENDENCYPART_SIBL
(12,10),(12,13),0.0347583 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.0136453 # DEPENDENCYPART_SIBL
(12,10),(12,16),0.0655974 # DEPENDENCYPART_SIBL
(12,10),(12,17),0.00203691 # DEPENDENCYPART_SIBL
(12,10),(12,18),0.0655978 # DEPENDENCYPART_SIBL
(12,10),(12,19),0.0079822 # DEPENDENCYPART_SIBL
(12,10),(12,20),0.091216 # DEPENDENCYPART_SIBL
(12,11),(12,13),0.0323389 # DEPENDENCYPART_SIBL
(12,11),(12,14),-0.0423688 # DEPENDENCYPART_SIBL
(12,11),(12,16),0.0456504 # DEPENDENCYPART_SIBL
(12,11),(12,17),0.019979 # DEPENDENCYPART_SIBL
(12,11),(12,18),0.0430744 # DEPENDENCYPART_SIBL
(12,11),(12,19),0.00195585 # DEPENDENCYPART_SIBL
(12,11),(12,20),0.0636274 # DEPENDENCYPART_SIBL
(12,13),(12,14),0.187547 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.0163819 # DEPENDENCYPART_SIBL
(12,13),(12,17),-0.00528651 # DEPENDENCYPART_SIBL
(12,13),(12,18),-0.0204697 # DEPENDENCYPART_SIBL
(12,13),(12,19),0.0370121 # DEPENDENCYPART_SIBL
(12,13),(12,20),0.0160849 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.0507491 # DEPENDENCYPART_SIBL
(12,14),(12,17),-0.00137372 # DEPENDENCYPART_SIBL
(12,14),(12,18),-0.0505309 # DEPENDENCYPART_SIBL
(12,14),(12,19),0.000346022 # DEPENDENCYPART_SIBL
(12,14),(12,20),-0.01253 # DEPENDENCYPART_SIBL
(12,16),(12,17),0.106663 # DEPENDENCYPART_SIBL
(12,16),(12,18),0.0285333 # DEPENDENCYPART_SIBL
(12,16),(12,19),0.000157273 # DEPENDENCYPART_SIBL
(12,16),(12,20),0.0865238 # DEPENDENCYPART_SIBL
(12,17),(12,18),0.0159754 # DEPENDENCYPART_SIBL
(12,17),(12,19),-0.0125823 # DEPENDENCYPART_SIBL
(12,17),(12,20),0.0191752 # DEPENDENCYPART_SIBL
(12,18),(12,19),-0.00194615 # DEPENDENCYPART_SIBL
(12,18),(12,20),0.0831648 # DEPENDENCYPART_SIBL
(12,19),(12,20),-0.00253272 # DEPENDENCYPART_SIBL
(14,2),(14,3),0.0482932 # DEPENDENCYPART_SIBL
(14,2),(14,4),0.0259605 # DEPENDENCYPART_SIBL
(14,2),(14,5),0.0259605 # DEPENDENCYPART_SIBL
(14,2),(14,6),0.0326418 # DEPENDENCYPART_SIBL
(14,2),(14,7),0.395507 # DEPENDENCYPART_SIBL
(14,2),(14,8),-0.0169784 # DEPENDENCYPART_SIBL
(14,2),(14,9),0.00932725 # DEPENDENCYPART_SIBL
(14,2),(14,11),-0.0150019 # DEPENDENCYPART_SIBL
(14,2),(14,12),0.111416 # DEPENDENCYPART_SIBL
(14,2),(14,13),0.395507 # DEPENDENCYPART_SIBL
(14,2),(14,16),0.07864 # DEPENDENCYPART_SIBL
(14,2),(14,17),0.0488883 # DEPENDENCYPART_SIBL
(14,2),(14,18),0.0761095 # DEPENDENCYPART_SIBL
(14,2),(14,19),0.113931 # DEPENDENCYPART_SIBL
(14,2),(14,20),0.136498 # DEPENDENCYPART_SIBL
(14,3),(14,4),-0.00365656 # DEPENDENCYPART_SIBL
(14,3),(14,5),-0.00365657 # DEPENDENCYPART_SIBL
(14,3),(14,6),0.028062 # DEPENDENCYPART_SIBL
(14,3),(14,7),0.126686 # DEPENDENCYPART_SIBL
(14,3),(14,8),-0.0977213 # DEPENDENCYPART_SIBL
(14,3),(14,9),-0.0316871 # DEPENDENCYPART_SIBL
(14,3),(14,11),-0.0408961 # DEPENDENCYPART_SIBL
(14,3),(14,12),0.0245405 # DEPENDENCYPART_SIBL
(14,3),(14,13),0.126686 # DEPENDENCYPART_SIBL
(14,3),(14,16),-0.101139 # DEPENDENCYPART_SIBL
(14,3),(14,17),-0.0268758 # DEPENDENCYPART_SIBL
(14,3),(14,18),-0.100269 # DEPENDENCYPART_SIBL
(14,3),(14,19),0.0378778 # DEPENDENCYPART_SIBL
(14,3),(14,20),0.03665 # DEPENDENCYPART_SIBL
(14,4),(14,5),-0.0115472 # DEPENDENCYPART_SIBL
(14,4),(14,6),0.0280236 # DEPENDENCYPART_SIBL
(14,4),(14,7),0.327313 # DEPENDENCYPART_SIBL
(14,4),(14,8),0.0348341 # DEPENDENCYPART_SIBL
(14,4),(14,9),-0.016286 # DEPENDENCYPART_SIBL
(14,4),(14,11),-0.016257 # DEPENDENCYPART_SIBL
(14,4),(14,12),0.0760385 # DEPENDENCYPART_SIBL
(14,4),(14,13),0.327313 # DEPENDENCYPART_SIBL
(14,4),(14,16),-0.0160772 # DEPENDENCYPART_SIBL
(14,4),(14,17),0.0975906 # DEPENDENCYPART_SIBL
(14,4),(14,18),-0.0154723 # DEPENDENCYPART_SIBL
(14,4),(14,19),0.135109 # DEPENDENCYPART_SIBL
(14,4),(14,20),0.10308 # DEPENDENCYPART_SIBL
(14,5),(14,6),0.0280236 # DEPENDENCYPART_SIBL
(14,5),(14,7),0.327313 # DEPENDENCYPART_SIBL
(14,5),(14,8),0.034834 # DEPENDENCYPART_SIBL
(14,5),(14,9),-0.016286 # DEPENDENCYPART_SIBL
(14,5),(14,11),-0.016257 # DEPENDENCYPART_SIBL
(14,5),(14,12),0.0758701 # DEPENDENCYPART_SIBL
(14,5),(14,13),0.327313 # DEPENDENCYPART_SIBL
(14,5),(14,16),-0.0160772 # DEPENDENCYPART_SIBL
(14,5),(14,17),0.0973956 # DEPENDENCYPART_SIBL
(14,5),(14,18),-0.0154723 # DEPENDENCYPART_SIBL
(14,5),(14,19),0.135109 # DEPENDENCYPART_SIBL
(14,5),(14,20),0.10308 # DEPENDENCYPART_SIBL
(14,6),(14,7),0.434738 # DEPENDENCYPART_SIBL
(14,6),(14,8),0.0709956 # DEPENDENCYPART_SIBL
(14,6),(14,9),-0.0273869 # DEPENDENCYPART_SIBL
(14,6),(14,11),0.000155194 # DEPENDENCYPART_SIBL
(14,6),(14,12),0.0668389 # DEPENDENCYPART_SIBL
(14,6),(14,13),0.434738 # DEPENDENCYPART_SIBL
(14,6),(14,16),-0.124165 # DEPENDENCYPART_SIBL
(14,6),(14,17),-0.0335261 # DEPENDENCYPART_SIBL
(14,6),(14,18),-0.124001 # DEPENDENCYPART_SIBL
(14,6),(14,19),0.098539 # DEPENDENCYPART_SIBL
(14,6),(14,20),0.042562 # DEPENDENCYPART_SIBL
(14,7),(14,8),0.129022 # DEPENDENCYPART_SIBL
(14,7),(14,9),-0.057691 # DEPENDENCYPART_SIBL
(14,7),(14,11),0.00716539 # DEPENDENCYPART_SIBL
(14,7),(14,12),0.106765 # DEPENDENCYPART_SIBL
(14,7),(14,13),0.0255207 # DEPENDENCYPART_SIBL
(14,7),(14,16),0.0192292 # DEPENDENCYPART_SIBL
(14,7),(14,17),0.0754424 # DEPENDENCYPART_SIBL
(14,7),(14,18),0.0175236 # DEPENDENCYPART_SIBL
(14,7),(14,19),0.297142 # DEPENDENCYPART_SIBL
(14,7),(14,20),0.213472 # DEPENDENCYPART_SIBL
(14,8),(14,9),-0.0246469 # DEPENDENCYPART_SIBL
(14,8),(14,11),-0.0112613 # DEPENDENCYPART_SIBL
(14,8),(14,12),0.0852392 # DEPENDENCYPART_SIBL
(14,8),(14,13),0.245361 # DEPENDENCYPART_SIBL
(14,8),(14,16),-0.109411 # DEPENDENCYPART_SIBL
(14,8),(14,17),-0.00618102 # DEPENDENCYPART_SIBL
(14,8),(14,18),-0.108541 # DEPENDENCYPART_SIBL
(14,8),(14,19),0.112783 # DEPENDENCYPART_SIBL
(14,8),(14,20),0.121043 # DEPENDENCYPART_SIBL
(14,9),(14,11),0.0469846 # DEPENDENCYPART_SIBL
(14,9),(14,12),0.165136 # DEPENDENCYPART_SIBL
(14,9),(14,13),0.368004 # DEPENDENCYPART_SIBL
(14,9),(14,16),0.0288128 # DEPENDENCYPART_SIBL
(14,9),(14,17),0.0733103 # DEPENDENCYPART_SIBL
(14,9),(14,18),0.0251264 # DEPENDENCYPART_SIBL
(14,9),(14,19),0.189622 # DEPENDENCYPART_SIBL
(14,9),(14,20),0.0887355 # DEPENDENCYPART_SIBL
(14,11),(14,12),0.117042 # DEPENDENCYPART_SIBL
(14,11),(14,13),0.38799 # DEPENDENCYPART_SIBL
(14,11),(14,16),0.0947678 # DEPENDENCYPART_SIBL
(14,11),(14,17),0.0610545 # DEPENDENCYPART_SIBL
(14,11),(14,18),0.0922372 # DEPENDENCYPART_SIBL
(14,11),(14,19),0.138204 # DEPENDENCYPART_SIBL
(14,11),(14,20),0.153125 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.347756 # DEPENDENCYPART_SIBL
(14,12),(14,16),0.0821009 # DEPENDENCYPART_SIBL
(14,12),(14,17),0.089252 # DEPENDENCYPART_SIBL
(14,12),(14,18),0.0821267 # DEPENDENCYPART_SIBL
(14,12),(14,19),0.341483 # DEPENDENCYPART_SIBL
(14,12),(14,20),0.13722 # DEPENDENCYPART_SIBL
(14,13),(14,16),0.0192292 # DEPENDENCYPART_SIBL
(14,13),(14,17),0.0754424 # DEPENDENCYPART_SIBL
(14,13),(14,18),0.0175236 # DEPENDENCYPART_SIBL
(14,13),(14,19),0.297142 # DEPENDENCYPART_SIBL
(14,13),(14,20),0.213472 # DEPENDENCYPART_SIBL
(14,16),(14,17),0.0210153 # DEPENDENCYPART_SIBL
(14,16),(14,18),-0.0215067 # DEPENDENCYPART_SIBL
(14,16),(14,19),-0.0393078 # DEPENDENCYPART_SIBL
(14,16),(14,20),0.00588017 # DEPENDENCYPART_SIBL
(14,17),(14,18),0.00658454 # DEPENDENCYPART_SIBL
(14,17),(14,19),-0.0247918 # DEPENDENCYPART_SIBL
(14,17),(14,20),0.0333644 # DEPENDENCYPART_SIBL
(14,18),(14,19),-0.0414629 # DEPENDENCYPART_SIBL
(14,18),(14,20),0.00247674 # DEPENDENCYPART_SIBL
(14,19),(14,20),0.0329812 # DEPENDENCYPART_SIBL
(16,10),(16,11),-0.0334222 # DEPENDENCYPART_SIBL
(16,10),(16,12),-0.0792164 # DEPENDENCYPART_SIBL
(16,10),(16,14),0.175701 # DEPENDENCYPART_SIBL
(16,10),(16,15),0.0696095 # DEPENDENCYPART_SIBL
(16,10),(16,18),-0.00530243 # DEPENDENCYPART_SIBL
(16,11),(16,12),0.0380363 # DEPENDENCYPART_SIBL
(16,11),(16,14),0.40972 # DEPENDENCYPART_SIBL
(16,11),(16,15),-0.317123 # DEPENDENCYPART_SIBL
(16,11),(16,18),0.00307375 # DEPENDENCYPART_SIBL
(16,12),(16,14),0.211827 # DEPENDENCYPART_SIBL
(16,12),(16,15),0.147379 # DEPENDENCYPART_SIBL
(16,12),(16,18),0.0160491 # DEPENDENCYPART_SIBL
(16,14),(16,15),-0.403357 # DEPENDENCYPART_SIBL
(16,14),(16,18),-0.0114096 # DEPENDENCYPART_SIBL
(16,15),(16,18),-0.00332015 # DEPENDENCYPART_SIBL
(17,8),(17,9),0.0319584 # DEPENDENCYPART_SIBL
(17,8),(17,11),0.013406 # DEPENDENCYPART_SIBL
(17,8),(17,12),0.0664663 # DEPENDENCYPART_SIBL
(17,8),(17,13),0.141605 # DEPENDENCYPART_SIBL
(17,8),(17,14),0.09172 # DEPENDENCYPART_SIBL
(17,8),(17,15),-0.10174 # DEPENDENCYPART_SIBL
(17,8),(17,16),0.0129753 # DEPENDENCYPART_SIBL
(17,9),(17,11),0.193977 # DEPENDENCYPART_SIBL
(17,9),(17,12),0.141032 # DEPENDENCYPART_SIBL
(17,9),(17,13),0.122141 # DEPENDENCYPART_SIBL
(17,9),(17,14),0.227855 # DEPENDENCYPART_SIBL
(17,9),(17,15),-0.0627539 # DEPENDENCYPART_SIBL
(17,9),(17,16),0.193941 # DEPENDENCYPART_SIBL
(17,11),(17,12),0.0580651 # DEPENDENCYPART_SIBL
(17,11),(17,13),0.275896 # DEPENDENCYPART_SIBL
(17,11),(17,14),0.266774 # DEPENDENCYPART_SIBL
(17,11),(17,15),-0.0391307 # DEPENDENCYPART_SIBL
(17,11),(17,16),0.0731545 # DEPENDENCYPART_SIBL
(17,12),(17,13),0.176017 # DEPENDENCYPART_SIBL
(17,12),(17,14),0.191589 # DEPENDENCYPART_SIBL
(17,12),(17,15),0.129281 # DEPENDENCYPART_SIBL
(17,12),(17,16),0.088549 # DEPENDENCYPART_SIBL
(17,13),(17,14),0.0991795 # DEPENDENCYPART_SIBL
(17,13),(17,15),-0.131379 # DEPENDENCYPART_SIBL
(17,13),(17,16),0.0458468 # DEPENDENCYPART_SIBL
(17,14),(17,15),-0.098754 # DEPENDENCYPART_SIBL
(17,14),(17,16),-0.0349653 # DEPENDENCYPART_SIBL
(17,15),(17,16),0.0668816 # DEPENDENCYPART_SIBL
(18,1),(18,2),0.00377161 # DEPENDENCYPART_SIBL
(18,1),(18,4),0.204725 # DEPENDENCYPART_SIBL
(18,1),(18,5),0.204725 # DEPENDENCYPART_SIBL
(18,1),(18,6),0.159954 # DEPENDENCYPART_SIBL
(18,1),(18,7),0.213182 # DEPENDENCYPART_SIBL
(18,1),(18,8),0.274183 # DEPENDENCYPART_SIBL
(18,1),(18,9),0.009791 # DEPENDENCYPART_SIBL
(18,1),(18,10),0.016141 # DEPENDENCYPART_SIBL
(18,1),(18,11),0.000855222 # DEPENDENCYPART_SIBL
(18,1),(18,12),0.00840021 # DEPENDENCYPART_SIBL
(18,1),(18,13),0.213182 # DEPENDENCYPART_SIBL
(18,1),(18,14),0.0923601 # DEPENDENCYPART_SIBL
(18,1),(18,15),-0.542227 # DEPENDENCYPART_SIBL
(18,1),(18,16),-0.00115584 # DEPENDENCYPART_SIBL
(18,1),(18,17),0.205883 # DEPENDENCYPART_SIBL
(18,2),(18,4),0.0439311 # DEPENDENCYPART_SIBL
(18,2),(18,5),0.0439311 # DEPENDENCYPART_SIBL
(18,2),(18,6),0.153527 # DEPENDENCYPART_SIBL
(18,2),(18,7),0.653305 # DEPENDENCYPART_SIBL
(18,2),(18,8),0.529466 # DEPENDENCYPART_SIBL
(18,2),(18,9),0.18427 # DEPENDENCYPART_SIBL
(18,2),(18,10),0.0520501 # DEPENDENCYPART_SIBL
(18,2),(18,11),-0.0191958 # DEPENDENCYPART_SIBL
(18,2),(18,12),0.0373094 # DEPENDENCYPART_SIBL
(18,2),(18,13),0.653305 # DEPENDENCYPART_SIBL
(18,2),(18,14),0.412024 # DEPENDENCYPART_SIBL
(18,2),(18,15),-0.316794 # DEPENDENCYPART_SIBL
(18,2),(18,16),-0.0222863 # DEPENDENCYPART_SIBL
(18,2),(18,17),0.0414819 # DEPENDENCYPART_SIBL
(18,4),(18,5),0.00535244 # DEPENDENCYPART_SIBL
(18,4),(18,6),0.113554 # DEPENDENCYPART_SIBL
(18,4),(18,7),0.440921 # DEPENDENCYPART_SIBL
(18,4),(18,8),0.46409 # DEPENDENCYPART_SIBL
(18,4),(18,9),0.0663293 # DEPENDENCYPART_SIBL
(18,4),(18,10),-0.00649577 # DEPENDENCYPART_SIBL
(18,4),(18,11),-0.00363505 # DEPENDENCYPART_SIBL
(18,4),(18,12),-0.0153064 # DEPENDENCYPART_SIBL
(18,4),(18,13),0.440921 # DEPENDENCYPART_SIBL
(18,4),(18,14),0.303846 # DEPENDENCYPART_SIBL
(18,4),(18,15),-0.662675 # DEPENDENCYPART_SIBL
(18,4),(18,16),-0.00513868 # DEPENDENCYPART_SIBL
(18,4),(18,17),0.00336445 # DEPENDENCYPART_SIBL
(18,5),(18,6),0.113554 # DEPENDENCYPART_SIBL
(18,5),(18,7),0.440921 # DEPENDENCYPART_SIBL
(18,5),(18,8),0.46409 # DEPENDENCYPART_SIBL
(18,5),(18,9),0.0663293 # DEPENDENCYPART_SIBL
(18,5),(18,10),-0.00666413 # DEPENDENCYPART_SIBL
(18,5),(18,11),-0.00363505 # DEPENDENCYPART_SIBL
(18,5),(18,12),-0.0154748 # DEPENDENCYPART_SIBL
(18,5),(18,13),0.440921 # DEPENDENCYPART_SIBL
(18,5),(18,14),0.303846 # DEPENDENCYPART_SIBL
(18,5),(18,15),-0.662675 # DEPENDENCYPART_SIBL
(18,5),(18,16),-0.00513868 # DEPENDENCYPART_SIBL
(18,5),(18,17),0.00336445 # DEPENDENCYPART_SIBL
(18,6),(18,7),0.313879 # DEPENDENCYPART_SIBL
(18,6),(18,8),0.269884 # DEPENDENCYPART_SIBL
(18,6),(18,9),0.042485 # DEPENDENCYPART_SIBL
(18,6),(18,10),-0.0171232 # DEPENDENCYPART_SIBL
(18,6),(18,11),-0.0504278 # DEPENDENCYPART_SIBL
(18,6),(18,12),-0.025804 # DEPENDENCYPART_SIBL
(18,6),(18,13),0.313879 # DEPENDENCYPART_SIBL
(18,6),(18,14),0.101088 # DEPENDENCYPART_SIBL
(18,6),(18,15),-0.353507 # DEPENDENCYPART_SIBL
(18,6),(18,16),-0.0518023 # DEPENDENCYPART_SIBL
(18,6),(18,17),-0.066225 # DEPENDENCYPART_SIBL
(18,7),(18,8),0.435474 # DEPENDENCYPART_SIBL
(18,7),(18,9),0.0686749 # DEPENDENCYPART_SIBL
(18,7),(18,10),-0.0128244 # DEPENDENCYPART_SIBL
(18,7),(18,11),0.0569248 # DEPENDENCYPART_SIBL
(18,7),(18,12),0.01452 # DEPENDENCYPART_SIBL
(18,7),(18,13),0.0456326 # DEPENDENCYPART_SIBL
(18,7),(18,14),0.105326 # DEPENDENCYPART_SIBL
(18,7),(18,15),-0.408123 # DEPENDENCYPART_SIBL
(18,7),(18,16),0.0532829 # DEPENDENCYPART_SIBL
(18,7),(18,17),0.0232641 # DEPENDENCYPART_SIBL
(18,8),(18,9),0.0718859 # DEPENDENCYPART_SIBL
(18,8),(18,10),0.0100737 # DEPENDENCYPART_SIBL
(18,8),(18,11),-0.00357048 # DEPENDENCYPART_SIBL
(18,8),(18,12),0.00792258 # DEPENDENCYPART_SIBL
(18,8),(18,13),0.117403 # DEPENDENCYPART_SIBL
(18,8),(18,14),0.0804727 # DEPENDENCYPART_SIBL
(18,8),(18,15),-0.373302 # DEPENDENCYPART_SIBL
(18,8),(18,16),-0.00556381 # DEPENDENCYPART_SIBL
(18,8),(18,17),0.0159113 # DEPENDENCYPART_SIBL
(18,9),(18,10),0.00862745 # DEPENDENCYPART_SIBL
(18,9),(18,11),0.0331881 # DEPENDENCYPART_SIBL
(18,9),(18,12),0.00920089 # DEPENDENCYPART_SIBL
(18,9),(18,13),0.0913181 # DEPENDENCYPART_SIBL
(18,9),(18,14),0.119186 # DEPENDENCYPART_SIBL
(18,9),(18,15),-0.415859 # DEPENDENCYPART_SIBL
(18,9),(18,16),0.0318182 # DEPENDENCYPART_SIBL
(18,9),(18,17),-0.00264633 # DEPENDENCYPART_SIBL
(18,10),(18,11),-0.0396324 # DEPENDENCYPART_SIBL
(18,10),(18,12),-0.0839391 # DEPENDENCYPART_SIBL
(18,10),(18,13),0.307481 # DEPENDENCYPART_SIBL
(18,10),(18,14),0.170978 # DEPENDENCYPART_SIBL
(18,10),(18,15),0.0648869 # DEPENDENCYPART_SIBL
(18,10),(18,16),-0.0427866 # DEPENDENCYPART_SIBL
(18,10),(18,17),0.050338 # DEPENDENCYPART_SIBL
(18,11),(18,12),0.0380364 # DEPENDENCYPART_SIBL
(18,11),(18,13),0.636648 # DEPENDENCYPART_SIBL
(18,11),(18,14),0.40972 # DEPENDENCYPART_SIBL
(18,11),(18,15),-0.317123 # DEPENDENCYPART_SIBL
(18,11),(18,16),-0.0213898 # DEPENDENCYPART_SIBL
(18,11),(18,17),0.0431155 # DEPENDENCYPART_SIBL
(18,12),(18,13),0.347497 # DEPENDENCYPART_SIBL
(18,12),(18,14),0.207104 # DEPENDENCYPART_SIBL
(18,12),(18,15),0.142657 # DEPENDENCYPART_SIBL
(18,12),(18,16),-0.00337839 # DEPENDENCYPART_SIBL
(18,12),(18,17),0.0912805 # DEPENDENCYPART_SIBL
(18,13),(18,14),0.105326 # DEPENDENCYPART_SIBL
(18,13),(18,15),-0.408123 # DEPENDENCYPART_SIBL
(18,13),(18,16),0.0532829 # DEPENDENCYPART_SIBL
(18,13),(18,17),0.0232641 # DEPENDENCYPART_SIBL
(18,14),(18,15),-0.403357 # DEPENDENCYPART_SIBL
(18,14),(18,16),-0.0964158 # DEPENDENCYPART_SIBL
(18,14),(18,17),-0.114527 # DEPENDENCYPART_SIBL
(18,15),(18,16),0.010455 # DEPENDENCYPART_SIBL
(18,15),(18,17),0.155359 # DEPENDENCYPART_SIBL
(18,16),(18,17),0.0410123 # DEPENDENCYPART_SIBL
(19,2),(19,3),0.142498 # DEPENDENCYPART_SIBL
(19,2),(19,4),-0.0129594 # DEPENDENCYPART_SIBL
(19,2),(19,5),-0.0129594 # DEPENDENCYPART_SIBL
(19,2),(19,6),-0.0200155 # DEPENDENCYPART_SIBL
(19,2),(19,7),0.0902145 # DEPENDENCYPART_SIBL
(19,2),(19,8),0.0370755 # DEPENDENCYPART_SIBL
(19,2),(19,9),0.0073153 # DEPENDENCYPART_SIBL
(19,2),(19,10),-0.081866 # DEPENDENCYPART_SIBL
(19,2),(19,11),-0.0480572 # DEPENDENCYPART_SIBL
(19,2),(19,12),-0.0243257 # DEPENDENCYPART_SIBL
(19,2),(19,13),0.0902145 # DEPENDENCYPART_SIBL
(19,2),(19,14),0.0343241 # DEPENDENCYPART_SIBL
(19,2),(19,15),-0.0729463 # DEPENDENCYPART_SIBL
(19,2),(19,16),-0.0488018 # DEPENDENCYPART_SIBL
(19,2),(19,17),-0.0132891 # DEPENDENCYPART_SIBL
(19,2),(19,18),-0.0487994 # DEPENDENCYPART_SIBL
(19,2),(19,20),0.00534673 # DEPENDENCYPART_SIBL
(19,3),(19,4),0.0193323 # DEPENDENCYPART_SIBL
(19,3),(19,5),0.0193323 # DEPENDENCYPART_SIBL
(19,3),(19,6),0.119618 # DEPENDENCYPART_SIBL
(19,3),(19,7),0.102312 # DEPENDENCYPART_SIBL
(19,3),(19,8),0.00848655 # DEPENDENCYPART_SIBL
(19,3),(19,9),0.0558531 # DEPENDENCYPART_SIBL
(19,3),(19,10),-0.0478223 # DEPENDENCYPART_SIBL
(19,3),(19,11),-0.00597904 # DEPENDENCYPART_SIBL
(19,3),(19,12),0.0283584 # DEPENDENCYPART_SIBL
(19,3),(19,13),0.102312 # DEPENDENCYPART_SIBL
(19,3),(19,14),0.0099351 # DEPENDENCYPART_SIBL
(19,3),(19,15),-0.0702971 # DEPENDENCYPART_SIBL
(19,3),(19,16),-0.00653488 # DEPENDENCYPART_SIBL
(19,3),(19,17),0.0185768 # DEPENDENCYPART_SIBL
(19,3),(19,18),-0.00583581 # DEPENDENCYPART_SIBL
(19,3),(19,20),0.0912453 # DEPENDENCYPART_SIBL
(19,4),(19,5),-0.0218746 # DEPENDENCYPART_SIBL
(19,4),(19,6),-0.0030045 # DEPENDENCYPART_SIBL
(19,4),(19,7),0.048812 # DEPENDENCYPART_SIBL
(19,4),(19,8),0.108533 # DEPENDENCYPART_SIBL
(19,4),(19,9),-0.00528923 # DEPENDENCYPART_SIBL
(19,4),(19,10),-0.0701552 # DEPENDENCYPART_SIBL
(19,4),(19,11),-0.0157158 # DEPENDENCYPART_SIBL
(19,4),(19,12),-0.0174752 # DEPENDENCYPART_SIBL
(19,4),(19,13),0.048812 # DEPENDENCYPART_SIBL
(19,4),(19,14),0.0789166 # DEPENDENCYPART_SIBL
(19,4),(19,15),-0.20149 # DEPENDENCYPART_SIBL
(19,4),(19,16),-0.0155008 # DEPENDENCYPART_SIBL
(19,4),(19,17),-0.021965 # DEPENDENCYPART_SIBL
(19,4),(19,18),-0.0150119 # DEPENDENCYPART_SIBL
(19,4),(19,20),0.0051115 # DEPENDENCYPART_SIBL
(19,5),(19,6),-0.0030045 # DEPENDENCYPART_SIBL
(19,5),(19,7),0.048812 # DEPENDENCYPART_SIBL
(19,5),(19,8),0.108533 # DEPENDENCYPART_SIBL
(19,5),(19,9),-0.00528923 # DEPENDENCYPART_SIBL
(19,5),(19,10),-0.0703235 # DEPENDENCYPART_SIBL
(19,5),(19,11),-0.0157158 # DEPENDENCYPART_SIBL
(19,5),(19,12),-0.0176435 # DEPENDENCYPART_SIBL
(19,5),(19,13),0.048812 # DEPENDENCYPART_SIBL
(19,5),(19,14),0.0789166 # DEPENDENCYPART_SIBL
(19,5),(19,15),-0.20149 # DEPENDENCYPART_SIBL
(19,5),(19,16),-0.0155008 # DEPENDENCYPART_SIBL
(19,5),(19,17),-0.021965 # DEPENDENCYPART_SIBL
(19,5),(19,18),-0.0150119 # DEPENDENCYPART_SIBL
(19,5),(19,20),0.0051115 # DEPENDENCYPART_SIBL
(19,6),(19,7),0.0793449 # DEPENDENCYPART_SIBL
(19,6),(19,8),0.0231634 # DEPENDENCYPART_SIBL
(19,6),(19,9),0.000417405 # DEPENDENCYPART_SIBL
(19,6),(19,10),-0.069111 # DEPENDENCYPART_SIBL
(19,6),(19,11),-0.026483 # DEPENDENCYPART_SIBL
(19,6),(19,12),-0.0129763 # DEPENDENCYPART_SIBL
(19,6),(19,13),0.0793449 # DEPENDENCYPART_SIBL
(19,6),(19,14),-0.050802 # DEPENDENCYPART_SIBL
(19,6),(19,15),-0.0660861 # DEPENDENCYPART_SIBL
(19,6),(19,16),-0.0264847 # DEPENDENCYPART_SIBL
(19,6),(19,17),-0.00481063 # DEPENDENCYPART_SIBL
(19,6),(19,18),-0.0263397 # DEPENDENCYPART_SIBL
