# _root_ Szakmai ártalom talán , hogy jobb híján statisztikát készítek róluk magamban , hátha kiderül az élet e mindennapi jelenetéből valami .
#goldHeads=2,5,5,5,0,7,9,9,5,9,9,9,14,9,16,19,19,19,14,14,5,
#predictedHeads=2,5,5,5,0,8,9,9,5,9,9,9,14,9,16,19,19,19,14,14,5,
(13,9),(13,21),0.126359 # DEPENDENCYPART_SIBL
(13,12),(13,16),0.0547017 # DEPENDENCYPART_SIBL
(13,12),(13,19),0.0499583 # DEPENDENCYPART_SIBL
(13,12),(13,21),0.0303608 # DEPENDENCYPART_SIBL
(13,16),(13,19),0.00419672 # DEPENDENCYPART_SIBL
(13,16),(13,21),0.0219824 # DEPENDENCYPART_SIBL
(13,19),(13,21),0.0195116 # DEPENDENCYPART_SIBL
(14,1),(14,2),-0.0354214 # DEPENDENCYPART_SIBL
(14,1),(14,3),0.00736175 # DEPENDENCYPART_SIBL
(14,1),(14,4),0.0526909 # DEPENDENCYPART_SIBL
(14,1),(14,5),0.0785827 # DEPENDENCYPART_SIBL
(14,1),(14,6),-0.0278201 # DEPENDENCYPART_SIBL
(14,1),(14,7),0.0414676 # DEPENDENCYPART_SIBL
(14,1),(14,8),-0.0354214 # DEPENDENCYPART_SIBL
(14,1),(14,9),-0.00333082 # DEPENDENCYPART_SIBL
(14,1),(14,10),-0.0216231 # DEPENDENCYPART_SIBL
(14,1),(14,11),-0.069817 # DEPENDENCYPART_SIBL
(14,1),(14,12),0.0526909 # DEPENDENCYPART_SIBL
(14,1),(14,13),-0.0256721 # DEPENDENCYPART_SIBL
(14,1),(14,15),0.030824 # DEPENDENCYPART_SIBL
(14,1),(14,16),0.0108842 # DEPENDENCYPART_SIBL
(14,1),(14,17),0.0111932 # DEPENDENCYPART_SIBL
(14,1),(14,18),-0.0305532 # DEPENDENCYPART_SIBL
(14,1),(14,19),0.00392705 # DEPENDENCYPART_SIBL
(14,1),(14,20),0.013377 # DEPENDENCYPART_SIBL
(14,1),(14,21),0.00897588 # DEPENDENCYPART_SIBL
(14,2),(14,3),0.0175513 # DEPENDENCYPART_SIBL
(14,2),(14,4),0.0551557 # DEPENDENCYPART_SIBL
(14,2),(14,5),0.00782824 # DEPENDENCYPART_SIBL
(14,2),(14,6),-0.0371333 # DEPENDENCYPART_SIBL
(14,2),(14,7),-0.010308 # DEPENDENCYPART_SIBL
(14,2),(14,8),-0.098824 # DEPENDENCYPART_SIBL
(14,2),(14,9),-0.0409563 # DEPENDENCYPART_SIBL
(14,2),(14,10),-0.0289991 # DEPENDENCYPART_SIBL
(14,2),(14,11),-0.11135 # DEPENDENCYPART_SIBL
(14,2),(14,12),0.0551557 # DEPENDENCYPART_SIBL
(14,2),(14,13),-0.0362213 # DEPENDENCYPART_SIBL
(14,2),(14,15),-0.0401265 # DEPENDENCYPART_SIBL
(14,2),(14,16),-0.0175449 # DEPENDENCYPART_SIBL
(14,2),(14,17),-0.0463608 # DEPENDENCYPART_SIBL
(14,2),(14,18),-0.0193232 # DEPENDENCYPART_SIBL
(14,2),(14,19),-0.0274768 # DEPENDENCYPART_SIBL
(14,2),(14,20),-0.0392564 # DEPENDENCYPART_SIBL
(14,2),(14,21),-0.0141768 # DEPENDENCYPART_SIBL
(14,3),(14,4),0.0224236 # DEPENDENCYPART_SIBL
(14,3),(14,5),-0.0195635 # DEPENDENCYPART_SIBL
(14,3),(14,6),-0.00198403 # DEPENDENCYPART_SIBL
(14,3),(14,7),-0.0059138 # DEPENDENCYPART_SIBL
(14,3),(14,8),-0.0352036 # DEPENDENCYPART_SIBL
(14,3),(14,9),-0.0322681 # DEPENDENCYPART_SIBL
(14,3),(14,10),-0.0544708 # DEPENDENCYPART_SIBL
(14,3),(14,11),-0.0706036 # DEPENDENCYPART_SIBL
(14,3),(14,12),0.0224236 # DEPENDENCYPART_SIBL
(14,3),(14,13),-0.0585422 # DEPENDENCYPART_SIBL
(14,3),(14,15),0.0293174 # DEPENDENCYPART_SIBL
(14,3),(14,16),0.0526256 # DEPENDENCYPART_SIBL
(14,3),(14,17),0.0371559 # DEPENDENCYPART_SIBL
(14,3),(14,18),0.0579639 # DEPENDENCYPART_SIBL
(14,3),(14,19),0.0452035 # DEPENDENCYPART_SIBL
(14,3),(14,20),0.0415055 # DEPENDENCYPART_SIBL
(14,3),(14,21),0.0848967 # DEPENDENCYPART_SIBL
(14,4),(14,5),0.0447385 # DEPENDENCYPART_SIBL
(14,4),(14,6),0.00113621 # DEPENDENCYPART_SIBL
(14,4),(14,7),-0.0050784 # DEPENDENCYPART_SIBL
(14,4),(14,8),-0.0276406 # DEPENDENCYPART_SIBL
(14,4),(14,9),0.023208 # DEPENDENCYPART_SIBL
(14,4),(14,10),-0.0164487 # DEPENDENCYPART_SIBL
(14,4),(14,11),-0.0353413 # DEPENDENCYPART_SIBL
(14,4),(14,12),0.0230534 # DEPENDENCYPART_SIBL
(14,4),(14,13),-0.0272657 # DEPENDENCYPART_SIBL
(14,4),(14,15),-0.0108026 # DEPENDENCYPART_SIBL
(14,4),(14,16),-0.00795999 # DEPENDENCYPART_SIBL
(14,4),(14,17),-0.0240189 # DEPENDENCYPART_SIBL
(14,4),(14,18),-0.0186709 # DEPENDENCYPART_SIBL
(14,4),(14,19),-0.0262466 # DEPENDENCYPART_SIBL
(14,4),(14,20),-0.0217881 # DEPENDENCYPART_SIBL
(14,4),(14,21),0.0395263 # DEPENDENCYPART_SIBL
(14,5),(14,6),-0.0396956 # DEPENDENCYPART_SIBL
(14,5),(14,7),-0.0291787 # DEPENDENCYPART_SIBL
(14,5),(14,8),-0.137632 # DEPENDENCYPART_SIBL
(14,5),(14,9),0.0954795 # DEPENDENCYPART_SIBL
(14,5),(14,10),-0.025035 # DEPENDENCYPART_SIBL
(14,5),(14,11),-0.00377269 # DEPENDENCYPART_SIBL
(14,5),(14,12),0.258615 # DEPENDENCYPART_SIBL
(14,5),(14,13),-0.029083 # DEPENDENCYPART_SIBL
(14,5),(14,15),-0.0136042 # DEPENDENCYPART_SIBL
(14,5),(14,16),-0.0143062 # DEPENDENCYPART_SIBL
(14,5),(14,17),-0.0413758 # DEPENDENCYPART_SIBL
(14,5),(14,18),-0.0355014 # DEPENDENCYPART_SIBL
(14,5),(14,19),-0.0269608 # DEPENDENCYPART_SIBL
(14,5),(14,20),-0.0385122 # DEPENDENCYPART_SIBL
(14,5),(14,21),0.0231797 # DEPENDENCYPART_SIBL
(14,6),(14,7),0.0567865 # DEPENDENCYPART_SIBL
(14,6),(14,8),-0.024858 # DEPENDENCYPART_SIBL
(14,6),(14,9),0.0238694 # DEPENDENCYPART_SIBL
(14,6),(14,10),-0.00721913 # DEPENDENCYPART_SIBL
(14,6),(14,11),-0.0537891 # DEPENDENCYPART_SIBL
(14,6),(14,12),0.0926061 # DEPENDENCYPART_SIBL
(14,6),(14,13),-0.0112681 # DEPENDENCYPART_SIBL
(14,6),(14,15),0.0373706 # DEPENDENCYPART_SIBL
(14,6),(14,16),0.0119267 # DEPENDENCYPART_SIBL
(14,6),(14,17),0.0177312 # DEPENDENCYPART_SIBL
(14,6),(14,18),-0.0241739 # DEPENDENCYPART_SIBL
(14,6),(14,19),0.00496961 # DEPENDENCYPART_SIBL
(14,6),(14,20),0.0199151 # DEPENDENCYPART_SIBL
(14,6),(14,21),0.0264462 # DEPENDENCYPART_SIBL
(14,7),(14,8),0.0185803 # DEPENDENCYPART_SIBL
(14,7),(14,9),-0.0303584 # DEPENDENCYPART_SIBL
(14,7),(14,10),0.0365429 # DEPENDENCYPART_SIBL
(14,7),(14,11),-0.0311784 # DEPENDENCYPART_SIBL
(14,7),(14,12),0.0462474 # DEPENDENCYPART_SIBL
(14,7),(14,13),0.0324948 # DEPENDENCYPART_SIBL
(14,7),(14,15),0.00379276 # DEPENDENCYPART_SIBL
(14,7),(14,16),0.0203624 # DEPENDENCYPART_SIBL
(14,7),(14,17),-0.0300294 # DEPENDENCYPART_SIBL
(14,7),(14,18),-0.00707919 # DEPENDENCYPART_SIBL
(14,7),(14,19),0.0128076 # DEPENDENCYPART_SIBL
(14,7),(14,20),-0.0307925 # DEPENDENCYPART_SIBL
(14,7),(14,21),0.00498138 # DEPENDENCYPART_SIBL
(14,8),(14,9),-0.0409563 # DEPENDENCYPART_SIBL
(14,8),(14,10),-0.0289991 # DEPENDENCYPART_SIBL
(14,8),(14,11),-0.11135 # DEPENDENCYPART_SIBL
(14,8),(14,12),0.0551557 # DEPENDENCYPART_SIBL
(14,8),(14,13),-0.0362213 # DEPENDENCYPART_SIBL
(14,8),(14,15),-0.0401265 # DEPENDENCYPART_SIBL
(14,8),(14,16),-0.0175449 # DEPENDENCYPART_SIBL
(14,8),(14,17),-0.0463608 # DEPENDENCYPART_SIBL
(14,8),(14,18),-0.0193232 # DEPENDENCYPART_SIBL
(14,8),(14,19),-0.0274768 # DEPENDENCYPART_SIBL
(14,8),(14,20),-0.0392564 # DEPENDENCYPART_SIBL
(14,8),(14,21),-0.0141768 # DEPENDENCYPART_SIBL
(14,9),(14,10),-0.0180305 # DEPENDENCYPART_SIBL
(14,9),(14,11),-0.07283 # DEPENDENCYPART_SIBL
(14,9),(14,12),0.0830888 # DEPENDENCYPART_SIBL
(14,9),(14,13),-0.0235989 # DEPENDENCYPART_SIBL
(14,9),(14,15),-0.0148653 # DEPENDENCYPART_SIBL
(14,9),(14,16),-0.00520717 # DEPENDENCYPART_SIBL
(14,9),(14,17),-0.0310135 # DEPENDENCYPART_SIBL
(14,9),(14,18),-0.0162691 # DEPENDENCYPART_SIBL
(14,9),(14,19),-0.0152402 # DEPENDENCYPART_SIBL
(14,9),(14,20),-0.0283355 # DEPENDENCYPART_SIBL
(14,9),(14,21),0.01723 # DEPENDENCYPART_SIBL
(14,10),(14,11),-0.0471539 # DEPENDENCYPART_SIBL
(14,10),(14,12),0.0517414 # DEPENDENCYPART_SIBL
(14,10),(14,13),-0.0351612 # DEPENDENCYPART_SIBL
(14,10),(14,15),-0.0108833 # DEPENDENCYPART_SIBL
(14,10),(14,16),0.0240918 # DEPENDENCYPART_SIBL
(14,10),(14,17),0.0149441 # DEPENDENCYPART_SIBL
(14,10),(14,18),0.0244429 # DEPENDENCYPART_SIBL
(14,10),(14,19),0.0166697 # DEPENDENCYPART_SIBL
(14,10),(14,20),0.0193355 # DEPENDENCYPART_SIBL
(14,10),(14,21),0.0281537 # DEPENDENCYPART_SIBL
(14,11),(14,12),0.0804717 # DEPENDENCYPART_SIBL
(14,11),(14,13),0.00540084 # DEPENDENCYPART_SIBL
(14,11),(14,15),0.000379011 # DEPENDENCYPART_SIBL
(14,11),(14,16),-0.00812901 # DEPENDENCYPART_SIBL
(14,11),(14,17),-0.0285312 # DEPENDENCYPART_SIBL
(14,11),(14,18),-0.0265021 # DEPENDENCYPART_SIBL
(14,11),(14,19),-0.0156962 # DEPENDENCYPART_SIBL
(14,11),(14,20),-0.0222696 # DEPENDENCYPART_SIBL
(14,11),(14,21),0.00473465 # DEPENDENCYPART_SIBL
(14,12),(14,13),-0.0272657 # DEPENDENCYPART_SIBL
(14,12),(14,15),-0.0108026 # DEPENDENCYPART_SIBL
(14,12),(14,16),-0.00795999 # DEPENDENCYPART_SIBL
(14,12),(14,17),-0.0240189 # DEPENDENCYPART_SIBL
(14,12),(14,18),-0.0186709 # DEPENDENCYPART_SIBL
(14,12),(14,19),-0.0262466 # DEPENDENCYPART_SIBL
(14,12),(14,20),-0.0217881 # DEPENDENCYPART_SIBL
(14,12),(14,21),0.0395263 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.00943217 # DEPENDENCYPART_SIBL
(14,13),(14,16),0.0265417 # DEPENDENCYPART_SIBL
(14,13),(14,17),0.0163952 # DEPENDENCYPART_SIBL
(14,13),(14,18),0.025894 # DEPENDENCYPART_SIBL
(14,13),(14,19),0.0191196 # DEPENDENCYPART_SIBL
(14,13),(14,20),0.0207866 # DEPENDENCYPART_SIBL
(14,13),(14,21),0.0263224 # DEPENDENCYPART_SIBL
(14,15),(14,16),0.0749296 # DEPENDENCYPART_SIBL
(14,15),(14,17),-0.00370735 # DEPENDENCYPART_SIBL
(14,15),(14,18),0.0131233 # DEPENDENCYPART_SIBL
(14,15),(14,19),0.0718032 # DEPENDENCYPART_SIBL
(14,15),(14,20),-0.00259991 # DEPENDENCYPART_SIBL
(14,15),(14,21),0.0148687 # DEPENDENCYPART_SIBL
(14,16),(14,17),0.0492274 # DEPENDENCYPART_SIBL
(14,16),(14,18),0.0507909 # DEPENDENCYPART_SIBL
(14,16),(14,19),0.00543418 # DEPENDENCYPART_SIBL
(14,16),(14,20),0.0493276 # DEPENDENCYPART_SIBL
(14,16),(14,21),0.0319848 # DEPENDENCYPART_SIBL
(14,17),(14,18),0.0703811 # DEPENDENCYPART_SIBL
(14,17),(14,19),0.0125963 # DEPENDENCYPART_SIBL
(14,17),(14,20),-0.0162439 # DEPENDENCYPART_SIBL
(14,17),(14,21),0.000455645 # DEPENDENCYPART_SIBL
(14,18),(14,19),0.0152021 # DEPENDENCYPART_SIBL
(14,18),(14,20),0.000157136 # DEPENDENCYPART_SIBL
(14,18),(14,21),0.0322766 # DEPENDENCYPART_SIBL
(14,19),(14,20),0.0498727 # DEPENDENCYPART_SIBL
(14,19),(14,21),0.0275409 # DEPENDENCYPART_SIBL
(14,20),(14,21),0.00010437 # DEPENDENCYPART_SIBL
(16,13),(16,15),-0.346353 # DEPENDENCYPART_SIBL
(16,13),(16,18),0.0633235 # DEPENDENCYPART_SIBL
(16,13),(16,19),0.00994041 # DEPENDENCYPART_SIBL
(16,15),(16,18),-0.0131819 # DEPENDENCYPART_SIBL
(16,15),(16,19),-0.00640503 # DEPENDENCYPART_SIBL
(16,18),(16,19),0.0547216 # DEPENDENCYPART_SIBL
(17,5),(17,8),0.0193126 # DEPENDENCYPART_SIBL
(17,5),(17,9),0.157392 # DEPENDENCYPART_SIBL
(17,5),(17,12),0.123678 # DEPENDENCYPART_SIBL
(17,5),(17,13),0.0912122 # DEPENDENCYPART_SIBL
(17,5),(17,14),0.15745 # DEPENDENCYPART_SIBL
(17,5),(17,16),0.0185333 # DEPENDENCYPART_SIBL
(17,5),(17,18),-0.00354801 # DEPENDENCYPART_SIBL
(17,5),(17,19),0.0245814 # DEPENDENCYPART_SIBL
(17,5),(17,20),-0.0104613 # DEPENDENCYPART_SIBL
(17,5),(17,21),0.0817838 # DEPENDENCYPART_SIBL
(17,8),(17,9),0.0948864 # DEPENDENCYPART_SIBL
(17,8),(17,12),0.179221 # DEPENDENCYPART_SIBL
(17,8),(17,13),0.161901 # DEPENDENCYPART_SIBL
(17,8),(17,14),0.0968514 # DEPENDENCYPART_SIBL
(17,8),(17,16),0.0930047 # DEPENDENCYPART_SIBL
(17,8),(17,18),0.0127556 # DEPENDENCYPART_SIBL
(17,8),(17,19),0.00523504 # DEPENDENCYPART_SIBL
(17,8),(17,20),-0.0295894 # DEPENDENCYPART_SIBL
(17,8),(17,21),0.0317465 # DEPENDENCYPART_SIBL
(17,9),(17,12),0.220689 # DEPENDENCYPART_SIBL
(17,9),(17,13),0.0897041 # DEPENDENCYPART_SIBL
(17,9),(17,14),0.0563853 # DEPENDENCYPART_SIBL
(17,9),(17,16),0.0866743 # DEPENDENCYPART_SIBL
(17,9),(17,18),-0.00453904 # DEPENDENCYPART_SIBL
(17,9),(17,19),0.013841 # DEPENDENCYPART_SIBL
(17,9),(17,20),-0.0177233 # DEPENDENCYPART_SIBL
(17,9),(17,21),0.0593341 # DEPENDENCYPART_SIBL
(17,12),(17,13),0.133726 # DEPENDENCYPART_SIBL
(17,12),(17,14),0.222152 # DEPENDENCYPART_SIBL
(17,12),(17,16),0.157221 # DEPENDENCYPART_SIBL
(17,12),(17,18),0.0110589 # DEPENDENCYPART_SIBL
(17,12),(17,19),0.068914 # DEPENDENCYPART_SIBL
(17,12),(17,20),-0.0113891 # DEPENDENCYPART_SIBL
(17,12),(17,21),0.0661453 # DEPENDENCYPART_SIBL
(17,13),(17,14),0.0774456 # DEPENDENCYPART_SIBL
(17,13),(17,16),0.167827 # DEPENDENCYPART_SIBL
(17,13),(17,18),0.0184286 # DEPENDENCYPART_SIBL
(17,13),(17,19),0.0293342 # DEPENDENCYPART_SIBL
(17,13),(17,20),-0.00476901 # DEPENDENCYPART_SIBL
(17,13),(17,21),0.117787 # DEPENDENCYPART_SIBL
(17,14),(17,16),0.0869925 # DEPENDENCYPART_SIBL
(17,14),(17,18),-0.00475445 # DEPENDENCYPART_SIBL
(17,14),(17,19),0.0154248 # DEPENDENCYPART_SIBL
(17,14),(17,20),-0.0177302 # DEPENDENCYPART_SIBL
(17,14),(17,21),0.0586175 # DEPENDENCYPART_SIBL
(17,16),(17,18),0.0127519 # DEPENDENCYPART_SIBL
(17,16),(17,19),0.00381037 # DEPENDENCYPART_SIBL
(17,16),(17,20),-0.0297771 # DEPENDENCYPART_SIBL
(17,16),(17,21),0.031462 # DEPENDENCYPART_SIBL
(17,18),(17,19),0.00763948 # DEPENDENCYPART_SIBL
(17,18),(17,20),-0.0245255 # DEPENDENCYPART_SIBL
(17,18),(17,21),0.0106422 # DEPENDENCYPART_SIBL
(17,19),(17,20),-0.00320347 # DEPENDENCYPART_SIBL
(17,19),(17,21),0.0507856 # DEPENDENCYPART_SIBL
(17,20),(17,21),-0.022222 # DEPENDENCYPART_SIBL
(18,2),(18,3),0.163465 # DEPENDENCYPART_SIBL
(18,2),(18,7),0.177203 # DEPENDENCYPART_SIBL
(18,2),(18,10),0.148701 # DEPENDENCYPART_SIBL
(18,2),(18,13),0.147111 # DEPENDENCYPART_SIBL
(18,2),(18,15),-0.0441161 # DEPENDENCYPART_SIBL
(18,2),(18,16),0.0762905 # DEPENDENCYPART_SIBL
(18,2),(18,17),0.0357967 # DEPENDENCYPART_SIBL
(18,3),(18,7),0.227163 # DEPENDENCYPART_SIBL
(18,3),(18,10),0.129413 # DEPENDENCYPART_SIBL
(18,3),(18,13),0.129399 # DEPENDENCYPART_SIBL
(18,3),(18,15),-0.0417907 # DEPENDENCYPART_SIBL
(18,3),(18,16),0.19699 # DEPENDENCYPART_SIBL
(18,3),(18,17),0.119213 # DEPENDENCYPART_SIBL
(18,7),(18,10),0.115589 # DEPENDENCYPART_SIBL
(18,7),(18,13),0.115587 # DEPENDENCYPART_SIBL
(18,7),(18,15),-0.00566805 # DEPENDENCYPART_SIBL
(18,7),(18,16),0.143274 # DEPENDENCYPART_SIBL
(18,7),(18,17),0.0760816 # DEPENDENCYPART_SIBL
(18,10),(18,13),0.112942 # DEPENDENCYPART_SIBL
(18,10),(18,15),-0.0572522 # DEPENDENCYPART_SIBL
(18,10),(18,16),0.173843 # DEPENDENCYPART_SIBL
(18,10),(18,17),0.104441 # DEPENDENCYPART_SIBL
(18,13),(18,15),-0.057255 # DEPENDENCYPART_SIBL
(18,13),(18,16),0.173839 # DEPENDENCYPART_SIBL
(18,13),(18,17),0.104439 # DEPENDENCYPART_SIBL
(18,15),(18,16),0.0806807 # DEPENDENCYPART_SIBL
(18,15),(18,17),0.0177822 # DEPENDENCYPART_SIBL
(18,16),(18,17),0.041495 # DEPENDENCYPART_SIBL
(19,1),(19,6),-0.0179051 # DEPENDENCYPART_SIBL
(19,1),(19,7),0.0312294 # DEPENDENCYPART_SIBL
(19,1),(19,12),0.438144 # DEPENDENCYPART_SIBL
(19,1),(19,13),0.0669291 # DEPENDENCYPART_SIBL
(19,1),(19,15),-0.562282 # DEPENDENCYPART_SIBL
(19,1),(19,16),-0.00837725 # DEPENDENCYPART_SIBL
(19,1),(19,17),-0.0574562 # DEPENDENCYPART_SIBL
(19,1),(19,18),0.00222829 # DEPENDENCYPART_SIBL
(19,6),(19,7),0.0288878 # DEPENDENCYPART_SIBL
(19,6),(19,12),0.44216 # DEPENDENCYPART_SIBL
(19,6),(19,13),0.0641165 # DEPENDENCYPART_SIBL
(19,6),(19,15),-0.566541 # DEPENDENCYPART_SIBL
(19,6),(19,16),-0.0126518 # DEPENDENCYPART_SIBL
(19,6),(19,17),-0.0594477 # DEPENDENCYPART_SIBL
(19,6),(19,18),0.00139498 # DEPENDENCYPART_SIBL
(19,7),(19,12),0.213921 # DEPENDENCYPART_SIBL
(19,7),(19,13),0.110513 # DEPENDENCYPART_SIBL
(19,7),(19,15),-0.242037 # DEPENDENCYPART_SIBL
(19,7),(19,16),0.0582167 # DEPENDENCYPART_SIBL
(19,7),(19,17),-0.00726012 # DEPENDENCYPART_SIBL
(19,7),(19,18),0.0334514 # DEPENDENCYPART_SIBL
(19,12),(19,13),0.0647707 # DEPENDENCYPART_SIBL
(19,12),(19,15),-0.273529 # DEPENDENCYPART_SIBL
(19,12),(19,16),0.051132 # DEPENDENCYPART_SIBL
(19,12),(19,17),-0.0697682 # DEPENDENCYPART_SIBL
(19,12),(19,18),0.025146 # DEPENDENCYPART_SIBL
(19,13),(19,15),-0.345622 # DEPENDENCYPART_SIBL
(19,13),(19,16),0.0263307 # DEPENDENCYPART_SIBL
(19,13),(19,17),-0.0233912 # DEPENDENCYPART_SIBL
(19,13),(19,18),-0.011149 # DEPENDENCYPART_SIBL
(19,15),(19,16),-0.00130726 # DEPENDENCYPART_SIBL
(19,15),(19,17),-0.0357417 # DEPENDENCYPART_SIBL
(19,15),(19,18),0.204615 # DEPENDENCYPART_SIBL
(19,16),(19,17),0.0244009 # DEPENDENCYPART_SIBL
(19,16),(19,18),0.052142 # DEPENDENCYPART_SIBL
(19,17),(19,18),0.0476936 # DEPENDENCYPART_SIBL
(20,19),(20,21),0.0327224 # DEPENDENCYPART_SIBL
(0,1),(1,3),0.343559 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),0.409228 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),0.320866 # DEPENDENCYPART_GRANDPAR
(0,1),(1,9),0.63464 # DEPENDENCYPART_GRANDPAR
(0,1),(1,14),0.116021 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.33101 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),0.479663 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),0.47734 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),0.237982 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),0.380618 # DEPENDENCYPART_GRANDPAR
(0,2),(2,9),0.835815 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.552759 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),0.555884 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),0.423612 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),0.380137 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),0.0562536 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),0.251019 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),-0.0460766 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),0.607253 # DEPENDENCYPART_GRANDPAR
(0,3),(3,10),-0.150859 # DEPENDENCYPART_GRANDPAR
(0,3),(3,12),0.254228 # DEPENDENCYPART_GRANDPAR
(0,3),(3,13),-0.222396 # DEPENDENCYPART_GRANDPAR
(0,3),(3,14),0.0897866 # DEPENDENCYPART_GRANDPAR
(0,3),(3,16),-0.0909884 # DEPENDENCYPART_GRANDPAR
(0,3),(3,19),-0.132866 # DEPENDENCYPART_GRANDPAR
(0,3),(3,21),1.99589 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),0.689685 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),0.813543 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),0.558874 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),0.770215 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),0.248618 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),-0.1008 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),0.777362 # DEPENDENCYPART_GRANDPAR
(0,5),(5,12),0.178001 # DEPENDENCYPART_GRANDPAR
(0,5),(5,13),-0.172901 # DEPENDENCYPART_GRANDPAR
(0,5),(5,14),0.25182 # DEPENDENCYPART_GRANDPAR
(0,5),(5,18),-0.041211 # DEPENDENCYPART_GRANDPAR
(0,5),(5,21),2.36011 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),0.406264 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),0.5975 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),0.467837 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),0.319136 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),0.299177 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),0.208514 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),-0.112516 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),0.627929 # DEPENDENCYPART_GRANDPAR
(0,6),(6,12),0.232046 # DEPENDENCYPART_GRANDPAR
(0,6),(6,14),0.10931 # DEPENDENCYPART_GRANDPAR
(0,6),(6,16),-0.157417 # DEPENDENCYPART_GRANDPAR
(0,6),(6,21),1.98289 # DEPENDENCYPART_GRANDPAR
(0,7),(7,1),0.282737 # DEPENDENCYPART_GRANDPAR
(0,7),(7,2),0.33096 # DEPENDENCYPART_GRANDPAR
(0,7),(7,3),0.278096 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),0.213598 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),-0.14613 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),-0.105681 # DEPENDENCYPART_GRANDPAR
(0,7),(7,14),0.0878334 # DEPENDENCYPART_GRANDPAR
(0,7),(7,16),-0.150581 # DEPENDENCYPART_GRANDPAR
(0,7),(7,19),-0.19247 # DEPENDENCYPART_GRANDPAR
(0,8),(8,1),0.33101 # DEPENDENCYPART_GRANDPAR
(0,8),(8,2),0.488604 # DEPENDENCYPART_GRANDPAR
(0,8),(8,3),0.402626 # DEPENDENCYPART_GRANDPAR
(0,8),(8,4),0.263296 # DEPENDENCYPART_GRANDPAR
(0,8),(8,5),0.276318 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),-0.0992642 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),0.138027 # DEPENDENCYPART_GRANDPAR
(0,8),(8,12),0.307956 # DEPENDENCYPART_GRANDPAR
(0,8),(8,14),0.317128 # DEPENDENCYPART_GRANDPAR
(0,8),(8,21),2.19128 # DEPENDENCYPART_GRANDPAR
(0,9),(9,1),0.410554 # DEPENDENCYPART_GRANDPAR
(0,9),(9,2),0.44389 # DEPENDENCYPART_GRANDPAR
(0,9),(9,3),0.278534 # DEPENDENCYPART_GRANDPAR
(0,9),(9,4),0.240576 # DEPENDENCYPART_GRANDPAR
(0,9),(9,5),0.103804 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),-0.0101341 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),0.0972569 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),-0.176571 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),-0.142525 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),0.182638 # DEPENDENCYPART_GRANDPAR
(0,9),(9,12),0.230482 # DEPENDENCYPART_GRANDPAR
(0,9),(9,13),-0.214091 # DEPENDENCYPART_GRANDPAR
(0,9),(9,14),0.105715 # DEPENDENCYPART_GRANDPAR
(0,9),(9,15),-0.6391 # DEPENDENCYPART_GRANDPAR
(0,9),(9,16),-0.0154761 # DEPENDENCYPART_GRANDPAR
(0,9),(9,17),-0.374281 # DEPENDENCYPART_GRANDPAR
(0,9),(9,18),-0.207652 # DEPENDENCYPART_GRANDPAR
(0,9),(9,19),-0.0581425 # DEPENDENCYPART_GRANDPAR
