# _root_ Ám csak egy banktól lehet igényelni a termények — búza , kukorica , rozs és árpa — termelési költségeire felvett éven belüli hitel törlesztésének halasztását .
#goldHeads=5,6,4,6,0,5,8,19,19,16,16,16,16,16,16,19,19,19,20,23,22,23,24,5,6,5,
#predictedHeads=5,6,4,6,0,5,8,19,19,12,12,19,19,19,19,19,19,19,20,21,22,23,24,25,6,5,
(5,6),(6,23),-0.231942 # DEPENDENCYPART_GRANDPAR
(5,6),(6,24),-0.14707 # DEPENDENCYPART_GRANDPAR
(5,6),(6,25),-0.0574247 # DEPENDENCYPART_GRANDPAR
(5,6),(6,26),-1.17131 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-0.270023 # DEPENDENCYPART_GRANDPAR
(5,8),(8,6),-0.0157778 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),0.0492475 # DEPENDENCYPART_GRANDPAR
(5,8),(8,25),-0.016898 # DEPENDENCYPART_GRANDPAR
(5,10),(10,1),-0.553233 # DEPENDENCYPART_GRANDPAR
(5,10),(10,2),0.145354 # DEPENDENCYPART_GRANDPAR
(5,10),(10,3),-0.270023 # DEPENDENCYPART_GRANDPAR
(5,10),(10,4),0.285148 # DEPENDENCYPART_GRANDPAR
(5,10),(10,5),-0.743508 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,10),(10,6),-0.016155 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),0.0473617 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),0.259464 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),-0.117403 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.0197072 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),0.0718791 # DEPENDENCYPART_GRANDPAR
(5,10),(10,19),0.00140546 # DEPENDENCYPART_GRANDPAR
(5,10),(10,21),-0.227914 # DEPENDENCYPART_GRANDPAR
(5,10),(10,23),-0.191409 # DEPENDENCYPART_GRANDPAR
(5,10),(10,24),-0.106543 # DEPENDENCYPART_GRANDPAR
(5,10),(10,25),-0.016898 # DEPENDENCYPART_GRANDPAR
(5,10),(10,26),-1.17072 # DEPENDENCYPART_GRANDPAR
(5,12),(12,2),0.145354 # DEPENDENCYPART_GRANDPAR
(5,12),(12,3),-0.270023 # DEPENDENCYPART_GRANDPAR
(5,12),(12,5),-0.743131 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,12),(12,6),-0.0157778 # DEPENDENCYPART_GRANDPAR
(5,12),(12,7),0.0492475 # DEPENDENCYPART_GRANDPAR
(5,12),(12,8),0.259841 # DEPENDENCYPART_GRANDPAR
(5,12),(12,9),-0.117026 # DEPENDENCYPART_GRANDPAR
(5,12),(12,10),0.083365 # DEPENDENCYPART_GRANDPAR
(5,12),(12,11),0.00150072 # DEPENDENCYPART_GRANDPAR
(5,12),(12,13),0.00992579 # DEPENDENCYPART_GRANDPAR
(5,12),(12,21),-0.227957 # DEPENDENCYPART_GRANDPAR
(5,12),(12,23),-0.191452 # DEPENDENCYPART_GRANDPAR
(5,12),(12,24),-0.106586 # DEPENDENCYPART_GRANDPAR
(5,12),(12,25),-0.016941 # DEPENDENCYPART_GRANDPAR
(5,12),(12,26),-1.17077 # DEPENDENCYPART_GRANDPAR
(5,15),(15,1),-0.555874 # DEPENDENCYPART_GRANDPAR
(5,15),(15,5),-0.845264 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,15),(15,6),-0.115494 # DEPENDENCYPART_GRANDPAR
(5,15),(15,14),-0.0546634 # DEPENDENCYPART_GRANDPAR
(5,15),(15,16),-0.251076 # DEPENDENCYPART_GRANDPAR
(5,15),(15,18),-0.740294 # DEPENDENCYPART_GRANDPAR
(5,15),(15,19),-0.191721 # DEPENDENCYPART_GRANDPAR
(5,15),(15,23),-0.38456 # DEPENDENCYPART_GRANDPAR
(5,15),(15,24),-0.299667 # DEPENDENCYPART_GRANDPAR
(5,15),(15,25),-0.210022 # DEPENDENCYPART_GRANDPAR
(5,18),(18,2),0.233798 # DEPENDENCYPART_GRANDPAR
(5,18),(18,5),-0.770703 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,18),(18,14),-0.0399861 # DEPENDENCYPART_GRANDPAR
(5,18),(18,15),-0.133114 # DEPENDENCYPART_GRANDPAR
(5,18),(18,16),-0.156765 # DEPENDENCYPART_GRANDPAR
(5,18),(18,17),-0.0834444 # DEPENDENCYPART_GRANDPAR
(5,18),(18,20),-0.442082 # DEPENDENCYPART_GRANDPAR
(5,20),(20,1),-0.459815 # DEPENDENCYPART_GRANDPAR
(5,20),(20,2),0.233798 # DEPENDENCYPART_GRANDPAR
(5,20),(20,10),-0.00598094 # DEPENDENCYPART_GRANDPAR
(5,20),(20,14),-0.0406584 # DEPENDENCYPART_GRANDPAR
(5,20),(20,15),-0.133767 # DEPENDENCYPART_GRANDPAR
(5,20),(20,16),-0.157438 # DEPENDENCYPART_GRANDPAR
(5,20),(20,17),-0.0841095 # DEPENDENCYPART_GRANDPAR
(5,20),(20,18),-0.51636 # DEPENDENCYPART_GRANDPAR
(5,20),(20,19),-0.0987873 # DEPENDENCYPART_GRANDPAR
(5,21),(21,3),-0.270023 # DEPENDENCYPART_GRANDPAR
(5,21),(21,4),0.285148 # DEPENDENCYPART_GRANDPAR
(5,21),(21,7),0.0491806 # DEPENDENCYPART_GRANDPAR
(5,21),(21,8),0.259765 # DEPENDENCYPART_GRANDPAR
(5,21),(21,9),-0.117087 # DEPENDENCYPART_GRANDPAR
(5,21),(21,10),0.0832892 # DEPENDENCYPART_GRANDPAR
(5,21),(21,11),0.00143632 # DEPENDENCYPART_GRANDPAR
(5,21),(21,12),0.0544407 # DEPENDENCYPART_GRANDPAR
(5,21),(21,13),0.0311124 # DEPENDENCYPART_GRANDPAR
(5,21),(21,14),0.0471025 # DEPENDENCYPART_GRANDPAR
(5,21),(21,15),-0.0670355 # DEPENDENCYPART_GRANDPAR
(5,21),(21,16),-0.0696768 # DEPENDENCYPART_GRANDPAR
(5,21),(21,17),-0.100915 # DEPENDENCYPART_GRANDPAR
(5,21),(21,18),-0.403396 # DEPENDENCYPART_GRANDPAR
(5,21),(21,19),-0.00898741 # DEPENDENCYPART_GRANDPAR
(5,21),(21,20),-0.345353 # DEPENDENCYPART_GRANDPAR
(5,21),(21,23),-0.196374 # DEPENDENCYPART_GRANDPAR
(5,21),(21,24),-0.111508 # DEPENDENCYPART_GRANDPAR
(5,22),(22,1),-0.459815 # DEPENDENCYPART_GRANDPAR
(5,22),(22,4),0.454394 # DEPENDENCYPART_GRANDPAR
(5,22),(22,12),-0.0312022 # DEPENDENCYPART_GRANDPAR
(5,22),(22,14),-0.0404462 # DEPENDENCYPART_GRANDPAR
(5,22),(22,15),-0.133698 # DEPENDENCYPART_GRANDPAR
(5,22),(22,16),-0.157226 # DEPENDENCYPART_GRANDPAR
(5,22),(22,17),-0.0836732 # DEPENDENCYPART_GRANDPAR
(5,22),(22,18),-0.51579 # DEPENDENCYPART_GRANDPAR
(5,22),(22,19),-0.0985751 # DEPENDENCYPART_GRANDPAR
(5,22),(22,20),-0.455536 # DEPENDENCYPART_GRANDPAR
(5,22),(22,21),-0.335779 # DEPENDENCYPART_GRANDPAR
(5,23),(23,4),0.285148 # DEPENDENCYPART_GRANDPAR
(5,23),(23,7),0.049179 # DEPENDENCYPART_GRANDPAR
(5,23),(23,8),0.259838 # DEPENDENCYPART_GRANDPAR
(5,23),(23,9),-0.117029 # DEPENDENCYPART_GRANDPAR
(5,23),(23,11),0.00149812 # DEPENDENCYPART_GRANDPAR
(5,23),(23,13),0.0311742 # DEPENDENCYPART_GRANDPAR
(5,23),(23,14),0.0471757 # DEPENDENCYPART_GRANDPAR
(5,23),(23,15),-0.0669808 # DEPENDENCYPART_GRANDPAR
(5,23),(23,16),-0.0696036 # DEPENDENCYPART_GRANDPAR
(5,23),(23,17),-0.100856 # DEPENDENCYPART_GRANDPAR
(5,23),(23,18),-0.403337 # DEPENDENCYPART_GRANDPAR
(5,23),(23,19),-0.00891423 # DEPENDENCYPART_GRANDPAR
(5,23),(23,20),-0.345295 # DEPENDENCYPART_GRANDPAR
(5,23),(23,21),-0.24755 # DEPENDENCYPART_GRANDPAR
(5,23),(23,22),-0.326481 # DEPENDENCYPART_GRANDPAR
(5,23),(23,24),-0.106516 # DEPENDENCYPART_GRANDPAR
(5,24),(24,4),0.285148 # DEPENDENCYPART_GRANDPAR
(5,24),(24,8),0.259841 # DEPENDENCYPART_GRANDPAR
(5,24),(24,9),-0.117026 # DEPENDENCYPART_GRANDPAR
(5,24),(24,10),0.083365 # DEPENDENCYPART_GRANDPAR
(5,24),(24,11),0.00150072 # DEPENDENCYPART_GRANDPAR
(5,24),(24,12),0.0545165 # DEPENDENCYPART_GRANDPAR
(5,24),(24,13),0.0311768 # DEPENDENCYPART_GRANDPAR
(5,24),(24,14),0.0471783 # DEPENDENCYPART_GRANDPAR
(5,24),(24,15),-0.0669782 # DEPENDENCYPART_GRANDPAR
(5,24),(24,16),-0.069601 # DEPENDENCYPART_GRANDPAR
(5,24),(24,17),-0.100854 # DEPENDENCYPART_GRANDPAR
(5,24),(24,18),-0.403335 # DEPENDENCYPART_GRANDPAR
(5,24),(24,19),-0.00891163 # DEPENDENCYPART_GRANDPAR
(5,24),(24,20),-0.345292 # DEPENDENCYPART_GRANDPAR
(5,24),(24,21),-0.247548 # DEPENDENCYPART_GRANDPAR
(5,24),(24,22),-0.326478 # DEPENDENCYPART_GRANDPAR
(5,24),(24,23),-0.20431 # DEPENDENCYPART_GRANDPAR
(5,24),(24,25),-0.016898 # DEPENDENCYPART_GRANDPAR
(5,25),(25,8),0.259841 # DEPENDENCYPART_GRANDPAR
(5,25),(25,9),-0.117026 # DEPENDENCYPART_GRANDPAR
(5,25),(25,10),0.083365 # DEPENDENCYPART_GRANDPAR
(5,25),(25,11),0.00150072 # DEPENDENCYPART_GRANDPAR
(5,25),(25,12),0.0545165 # DEPENDENCYPART_GRANDPAR
(5,25),(25,13),0.0311768 # DEPENDENCYPART_GRANDPAR
(5,25),(25,14),0.0471783 # DEPENDENCYPART_GRANDPAR
(5,25),(25,15),-0.0669782 # DEPENDENCYPART_GRANDPAR
(5,25),(25,16),-0.069601 # DEPENDENCYPART_GRANDPAR
(5,25),(25,17),-0.100854 # DEPENDENCYPART_GRANDPAR
(5,25),(25,18),-0.403335 # DEPENDENCYPART_GRANDPAR
(5,25),(25,19),-0.00891163 # DEPENDENCYPART_GRANDPAR
(5,25),(25,20),-0.345292 # DEPENDENCYPART_GRANDPAR
(5,25),(25,21),-0.247548 # DEPENDENCYPART_GRANDPAR
(5,25),(25,22),-0.326478 # DEPENDENCYPART_GRANDPAR
(5,25),(25,23),-0.20431 # DEPENDENCYPART_GRANDPAR
(5,25),(25,24),-0.118192 # DEPENDENCYPART_GRANDPAR
(5,25),(25,26),-1.17072 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),0.0526708 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),-0.116773 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),0.00179763 # DEPENDENCYPART_GRANDPAR
(6,1),(1,5),-0.362466 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-1.13864 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,1),(1,25),-0.562531 # DEPENDENCYPART_GRANDPAR
(6,1),(1,26),-1.60053 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.200545 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.0685572 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),0.122635 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),-0.230962 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-0.923191 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,23),-0.34161 # DEPENDENCYPART_GRANDPAR
(6,2),(2,24),-0.51163 # DEPENDENCYPART_GRANDPAR
(6,2),(2,25),-0.311407 # DEPENDENCYPART_GRANDPAR
(6,2),(2,26),-1.44114 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.145651 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),0.080339 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),-0.200826 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-0.96979 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,26),-1.51149 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.170893 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),0.066825 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),0.0522326 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.190839 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.08834 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,26),-1.61861 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.132816 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),0.0797829 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),0.0395318 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),0.160966 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-0.877443 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.130234 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),0.00925025 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.556741 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-0.00364921 # DEPENDENCYPART_GRANDPAR
(6,5),(5,11),-0.446893 # DEPENDENCYPART_GRANDPAR
(6,5),(5,12),-0.0425667 # DEPENDENCYPART_GRANDPAR
(6,5),(5,13),-0.336627 # DEPENDENCYPART_GRANDPAR
(6,5),(5,15),-0.266959 # DEPENDENCYPART_GRANDPAR
(6,5),(5,17),-0.559306 # DEPENDENCYPART_GRANDPAR
(6,5),(5,18),-0.526129 # DEPENDENCYPART_GRANDPAR
(6,5),(5,20),-0.341651 # DEPENDENCYPART_GRANDPAR
(6,5),(5,21),-0.34643 # DEPENDENCYPART_GRANDPAR
(6,5),(5,22),-0.285452 # DEPENDENCYPART_GRANDPAR
(6,5),(5,23),-0.232979 # DEPENDENCYPART_GRANDPAR
(6,5),(5,24),-0.403 # DEPENDENCYPART_GRANDPAR
(6,5),(5,25),-0.202777 # DEPENDENCYPART_GRANDPAR
(6,5),(5,26),-1.3434 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-0.426423 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.584368 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),0.0944544 # DEPENDENCYPART_GRANDPAR
(6,8),(8,25),-0.0193769 # DEPENDENCYPART_GRANDPAR
(6,10),(10,1),-0.618116 # DEPENDENCYPART_GRANDPAR
(6,10),(10,2),-0.175437 # DEPENDENCYPART_GRANDPAR
(6,10),(10,3),-0.426423 # DEPENDENCYPART_GRANDPAR
(6,10),(10,4),-0.360186 # DEPENDENCYPART_GRANDPAR
(6,10),(10,5),-0.689625 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-0.584745 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,7),0.0925687 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),0.185714 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),-0.138424 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.219581 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),0.143686 # DEPENDENCYPART_GRANDPAR
(6,10),(10,19),-0.152391 # DEPENDENCYPART_GRANDPAR
(6,10),(10,21),-0.15819 # DEPENDENCYPART_GRANDPAR
(6,10),(10,23),-0.0495847 # DEPENDENCYPART_GRANDPAR
(6,10),(10,24),-0.219601 # DEPENDENCYPART_GRANDPAR
(6,10),(10,25),-0.0193769 # DEPENDENCYPART_GRANDPAR
(6,10),(10,26),-1.18942 # DEPENDENCYPART_GRANDPAR
(6,12),(12,2),-0.175437 # DEPENDENCYPART_GRANDPAR
(6,12),(12,3),-0.426423 # DEPENDENCYPART_GRANDPAR
(6,12),(12,5),-0.689625 # DEPENDENCYPART_GRANDPAR
(6,12),(12,6),-0.584368 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,12),(12,7),0.0944544 # DEPENDENCYPART_GRANDPAR
(6,12),(12,8),0.186091 # DEPENDENCYPART_GRANDPAR
(6,12),(12,9),-0.138047 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),0.175456 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),-0.170637 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),-0.109357 # DEPENDENCYPART_GRANDPAR
(6,12),(12,21),-0.158234 # DEPENDENCYPART_GRANDPAR
(6,12),(12,23),-0.0496278 # DEPENDENCYPART_GRANDPAR
(6,12),(12,24),-0.219644 # DEPENDENCYPART_GRANDPAR
(6,12),(12,25),-0.01942 # DEPENDENCYPART_GRANDPAR
(6,12),(12,26),-1.18947 # DEPENDENCYPART_GRANDPAR
(6,16),(16,7),0.0944544 # DEPENDENCYPART_GRANDPAR
(6,16),(16,8),0.186091 # DEPENDENCYPART_GRANDPAR
(6,16),(16,9),-0.138047 # DEPENDENCYPART_GRANDPAR
(6,16),(16,10),0.175456 # DEPENDENCYPART_GRANDPAR
(6,16),(16,11),-0.170637 # DEPENDENCYPART_GRANDPAR
(6,16),(16,12),0.131414 # DEPENDENCYPART_GRANDPAR
(6,16),(16,13),-0.0603707 # DEPENDENCYPART_GRANDPAR
(6,16),(16,14),0.167296 # DEPENDENCYPART_GRANDPAR
(6,16),(16,15),-0.0446731 # DEPENDENCYPART_GRANDPAR
(6,16),(16,17),-0.202535 # DEPENDENCYPART_GRANDPAR
(6,16),(16,18),-0.292938 # DEPENDENCYPART_GRANDPAR
(6,16),(16,19),-0.152391 # DEPENDENCYPART_GRANDPAR
(6,16),(16,21),-0.15819 # DEPENDENCYPART_GRANDPAR
(6,16),(16,23),-0.0495847 # DEPENDENCYPART_GRANDPAR
(6,16),(16,24),-0.219601 # DEPENDENCYPART_GRANDPAR
(6,16),(16,25),-0.0193769 # DEPENDENCYPART_GRANDPAR
(6,16),(16,26),-1.18942 # DEPENDENCYPART_GRANDPAR
(6,19),(19,7),0.0965705 # DEPENDENCYPART_GRANDPAR
(6,19),(19,8),0.192475 # DEPENDENCYPART_GRANDPAR
(6,19),(19,9),-0.13593 # DEPENDENCYPART_GRANDPAR
(6,19),(19,10),0.181839 # DEPENDENCYPART_GRANDPAR
(6,19),(19,11),-0.16852 # DEPENDENCYPART_GRANDPAR
(6,19),(19,12),0.137797 # DEPENDENCYPART_GRANDPAR
(6,19),(19,13),-0.0582535 # DEPENDENCYPART_GRANDPAR
(6,19),(19,14),0.17368 # DEPENDENCYPART_GRANDPAR
(6,19),(19,15),-0.0425559 # DEPENDENCYPART_GRANDPAR
(6,19),(19,16),0.0917679 # DEPENDENCYPART_GRANDPAR
(6,19),(19,17),-0.138495 # DEPENDENCYPART_GRANDPAR
(6,19),(19,18),-0.276676 # DEPENDENCYPART_GRANDPAR
(6,19),(19,20),-0.1076 # DEPENDENCYPART_GRANDPAR
(6,19),(19,21),-0.160208 # DEPENDENCYPART_GRANDPAR
(6,20),(20,1),-0.525427 # DEPENDENCYPART_GRANDPAR
(6,20),(20,2),-0.0877749 # DEPENDENCYPART_GRANDPAR
(6,20),(20,10),0.0476153 # DEPENDENCYPART_GRANDPAR
(6,20),(20,14),0.0409653 # DEPENDENCYPART_GRANDPAR
(6,20),(20,15),-0.142852 # DEPENDENCYPART_GRANDPAR
(6,20),(20,16),-0.0409469 # DEPENDENCYPART_GRANDPAR
(6,20),(20,17),-0.157807 # DEPENDENCYPART_GRANDPAR
(6,20),(20,18),-0.421113 # DEPENDENCYPART_GRANDPAR
(6,20),(20,19),-0.285988 # DEPENDENCYPART_GRANDPAR
(6,21),(21,3),-0.426423 # DEPENDENCYPART_GRANDPAR
(6,21),(21,4),-0.360186 # DEPENDENCYPART_GRANDPAR
(6,21),(21,7),0.0943876 # DEPENDENCYPART_GRANDPAR
(6,21),(21,8),0.186015 # DEPENDENCYPART_GRANDPAR
(6,21),(21,9),-0.138108 # DEPENDENCYPART_GRANDPAR
(6,21),(21,10),0.17538 # DEPENDENCYPART_GRANDPAR
(6,21),(21,11),-0.170702 # DEPENDENCYPART_GRANDPAR
(6,21),(21,12),0.131338 # DEPENDENCYPART_GRANDPAR
(6,21),(21,13),-0.0604351 # DEPENDENCYPART_GRANDPAR
(6,21),(21,14),0.167221 # DEPENDENCYPART_GRANDPAR
(6,21),(21,15),-0.0447304 # DEPENDENCYPART_GRANDPAR
(6,21),(21,16),0.0853083 # DEPENDENCYPART_GRANDPAR
(6,21),(21,17),-0.140673 # DEPENDENCYPART_GRANDPAR
(6,21),(21,18),-0.278828 # DEPENDENCYPART_GRANDPAR
(6,21),(21,19),-0.157694 # DEPENDENCYPART_GRANDPAR
(6,21),(21,20),-0.0980378 # DEPENDENCYPART_GRANDPAR
(6,21),(21,23),-0.0545495 # DEPENDENCYPART_GRANDPAR
(6,21),(21,24),-0.224565 # DEPENDENCYPART_GRANDPAR
(6,22),(22,1),-0.525427 # DEPENDENCYPART_GRANDPAR
(6,22),(22,4),-0.191628 # DEPENDENCYPART_GRANDPAR
(6,22),(22,12),0.00720065 # DEPENDENCYPART_GRANDPAR
(6,22),(22,14),0.0411775 # DEPENDENCYPART_GRANDPAR
(6,22),(22,15),-0.142782 # DEPENDENCYPART_GRANDPAR
(6,22),(22,16),-0.0407347 # DEPENDENCYPART_GRANDPAR
(6,22),(22,17),-0.157371 # DEPENDENCYPART_GRANDPAR
(6,22),(22,18),-0.420543 # DEPENDENCYPART_GRANDPAR
(6,22),(22,19),-0.285776 # DEPENDENCYPART_GRANDPAR
(6,22),(22,20),-0.237542 # DEPENDENCYPART_GRANDPAR
(6,22),(22,21),-0.29946 # DEPENDENCYPART_GRANDPAR
(6,23),(23,4),-0.360186 # DEPENDENCYPART_GRANDPAR
(6,23),(23,7),0.094386 # DEPENDENCYPART_GRANDPAR
(6,23),(23,8),0.186089 # DEPENDENCYPART_GRANDPAR
(6,23),(23,9),-0.13805 # DEPENDENCYPART_GRANDPAR
(6,23),(23,11),-0.17064 # DEPENDENCYPART_GRANDPAR
(6,23),(23,13),-0.0603733 # DEPENDENCYPART_GRANDPAR
(6,23),(23,14),0.167294 # DEPENDENCYPART_GRANDPAR
(6,23),(23,15),-0.0446757 # DEPENDENCYPART_GRANDPAR
(6,23),(23,16),0.0853815 # DEPENDENCYPART_GRANDPAR
(6,23),(23,17),-0.140615 # DEPENDENCYPART_GRANDPAR
(6,23),(23,18),-0.27877 # DEPENDENCYPART_GRANDPAR
(6,23),(23,19),-0.157621 # DEPENDENCYPART_GRANDPAR
(6,23),(23,20),-0.0979796 # DEPENDENCYPART_GRANDPAR
(6,23),(23,21),-0.172737 # DEPENDENCYPART_GRANDPAR
(6,23),(23,22),-0.0419677 # DEPENDENCYPART_GRANDPAR
(6,23),(23,24),-0.219573 # DEPENDENCYPART_GRANDPAR
(6,24),(24,4),-0.360186 # DEPENDENCYPART_GRANDPAR
(6,24),(24,8),0.186091 # DEPENDENCYPART_GRANDPAR
(6,24),(24,9),-0.138047 # DEPENDENCYPART_GRANDPAR
(6,24),(24,10),0.175456 # DEPENDENCYPART_GRANDPAR
(6,24),(24,11),-0.170637 # DEPENDENCYPART_GRANDPAR
(6,24),(24,12),0.131414 # DEPENDENCYPART_GRANDPAR
(6,24),(24,13),-0.0603707 # DEPENDENCYPART_GRANDPAR
(6,24),(24,14),0.167296 # DEPENDENCYPART_GRANDPAR
(6,24),(24,15),-0.0446731 # DEPENDENCYPART_GRANDPAR
(6,24),(24,16),0.0853841 # DEPENDENCYPART_GRANDPAR
(6,24),(24,17),-0.140612 # DEPENDENCYPART_GRANDPAR
(6,24),(24,18),-0.278767 # DEPENDENCYPART_GRANDPAR
(6,24),(24,19),-0.157618 # DEPENDENCYPART_GRANDPAR
(6,24),(24,20),-0.097977 # DEPENDENCYPART_GRANDPAR
(6,24),(24,21),-0.172734 # DEPENDENCYPART_GRANDPAR
(6,24),(24,22),-0.0419651 # DEPENDENCYPART_GRANDPAR
(6,24),(24,23),-0.0573966 # DEPENDENCYPART_GRANDPAR
(6,24),(24,25),-0.0193769 # DEPENDENCYPART_GRANDPAR
(6,25),(25,8),0.186091 # DEPENDENCYPART_GRANDPAR
(6,25),(25,9),-0.138047 # DEPENDENCYPART_GRANDPAR
(6,25),(25,10),0.175456 # DEPENDENCYPART_GRANDPAR
(6,25),(25,11),-0.170637 # DEPENDENCYPART_GRANDPAR
(6,25),(25,12),0.131414 # DEPENDENCYPART_GRANDPAR
(6,25),(25,13),-0.0603707 # DEPENDENCYPART_GRANDPAR
(6,25),(25,14),0.167296 # DEPENDENCYPART_GRANDPAR
(6,25),(25,15),-0.0446731 # DEPENDENCYPART_GRANDPAR
(6,25),(25,16),0.0853841 # DEPENDENCYPART_GRANDPAR
(6,25),(25,17),-0.140612 # DEPENDENCYPART_GRANDPAR
(6,25),(25,18),-0.278767 # DEPENDENCYPART_GRANDPAR
(6,25),(25,19),-0.157618 # DEPENDENCYPART_GRANDPAR
(6,25),(25,20),-0.097977 # DEPENDENCYPART_GRANDPAR
(6,25),(25,21),-0.172734 # DEPENDENCYPART_GRANDPAR
(6,25),(25,22),-0.0419651 # DEPENDENCYPART_GRANDPAR
(6,25),(25,23),-0.0573966 # DEPENDENCYPART_GRANDPAR
(6,25),(25,24),-0.226159 # DEPENDENCYPART_GRANDPAR
(6,25),(25,26),-1.18942 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-0.609777 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.888986 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),-0.286607 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),-0.232036 # DEPENDENCYPART_GRANDPAR
(8,3),(3,26),-1.0493 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.540784 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.779111 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.84007 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.348859 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.436357 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.390472 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-1.22892 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.670121 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),-0.718026 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),-0.658245 # DEPENDENCYPART_GRANDPAR
(8,6),(6,12),-0.694714 # DEPENDENCYPART_GRANDPAR
(8,6),(6,13),-0.721593 # DEPENDENCYPART_GRANDPAR
(8,6),(6,16),-0.776652 # DEPENDENCYPART_GRANDPAR
(8,6),(6,19),-0.846099 # DEPENDENCYPART_GRANDPAR
(8,6),(6,20),-0.547195 # DEPENDENCYPART_GRANDPAR
(8,6),(6,21),-0.725767 # DEPENDENCYPART_GRANDPAR
(8,6),(6,22),-0.541677 # DEPENDENCYPART_GRANDPAR
(8,6),(6,23),-0.754255 # DEPENDENCYPART_GRANDPAR
(8,6),(6,24),-1.00496 # DEPENDENCYPART_GRANDPAR
(8,6),(6,25),-0.960022 # DEPENDENCYPART_GRANDPAR
(8,6),(6,26),-1.06054 # DEPENDENCYPART_GRANDPAR
