# _root_ A Gazdasági_Minisztérium utasítja az ITD_Hungary vezérigazgatóját , hogy dolgozzanak ki olyan térségi programokat , amelyek lehetővé teszik a bányászok foglalkoztatását .
#goldHeads=2,3,0,5,6,3,3,3,3,9,13,13,9,9,17,17,11,19,20,17,3,
#predictedHeads=2,3,0,5,6,3,3,3,3,9,13,13,9,9,17,17,11,19,20,17,3,
(11,9),(11,15),-0.00121935 # DEPENDENCYPART_SIBL
(11,9),(11,16),0.00682687 # DEPENDENCYPART_SIBL
(11,9),(11,17),0.00441355 # DEPENDENCYPART_SIBL
(11,9),(11,19),0.0185582 # DEPENDENCYPART_SIBL
(11,9),(11,20),0.0185587 # DEPENDENCYPART_SIBL
(11,9),(11,21),0.0596526 # DEPENDENCYPART_SIBL
(11,12),(11,13),0.00582031 # DEPENDENCYPART_SIBL
(11,12),(11,14),0.0260754 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.0179891 # DEPENDENCYPART_SIBL
(11,12),(11,16),-0.00732287 # DEPENDENCYPART_SIBL
(11,12),(11,17),-0.020994 # DEPENDENCYPART_SIBL
(11,12),(11,19),0.0103399 # DEPENDENCYPART_SIBL
(11,12),(11,20),0.00582162 # DEPENDENCYPART_SIBL
(11,12),(11,21),-0.0221026 # DEPENDENCYPART_SIBL
(11,13),(11,14),0.00571826 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.00279577 # DEPENDENCYPART_SIBL
(11,13),(11,16),0.0896234 # DEPENDENCYPART_SIBL
(11,13),(11,17),-0.0283856 # DEPENDENCYPART_SIBL
(11,13),(11,19),0.00431338 # DEPENDENCYPART_SIBL
(11,13),(11,20),0.000516744 # DEPENDENCYPART_SIBL
(11,13),(11,21),0.0147912 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.0501645 # DEPENDENCYPART_SIBL
(11,14),(11,16),-0.0219401 # DEPENDENCYPART_SIBL
(11,14),(11,17),0.0114872 # DEPENDENCYPART_SIBL
(11,14),(11,19),-0.0326297 # DEPENDENCYPART_SIBL
(11,14),(11,20),-0.0368047 # DEPENDENCYPART_SIBL
(11,14),(11,21),-0.0457953 # DEPENDENCYPART_SIBL
(11,15),(11,16),0.120882 # DEPENDENCYPART_SIBL
(11,15),(11,17),0.0241148 # DEPENDENCYPART_SIBL
(11,15),(11,19),0.113371 # DEPENDENCYPART_SIBL
(11,15),(11,20),0.108853 # DEPENDENCYPART_SIBL
(11,15),(11,21),7.01349e-05 # DEPENDENCYPART_SIBL
(11,16),(11,17),-0.0176342 # DEPENDENCYPART_SIBL
(11,16),(11,19),0.00525308 # DEPENDENCYPART_SIBL
(11,16),(11,20),0.000734786 # DEPENDENCYPART_SIBL
(11,16),(11,21),-0.0198042 # DEPENDENCYPART_SIBL
(11,17),(11,19),-0.013526 # DEPENDENCYPART_SIBL
(11,17),(11,20),-0.0180437 # DEPENDENCYPART_SIBL
(11,17),(11,21),-0.0471759 # DEPENDENCYPART_SIBL
(11,19),(11,20),0.0224078 # DEPENDENCYPART_SIBL
(11,19),(11,21),0.0279507 # DEPENDENCYPART_SIBL
(11,20),(11,21),0.014794 # DEPENDENCYPART_SIBL
(12,2),(12,3),0.151693 # DEPENDENCYPART_SIBL
(12,2),(12,5),0.0749459 # DEPENDENCYPART_SIBL
(12,2),(12,6),0.0749459 # DEPENDENCYPART_SIBL
(12,2),(12,7),0.282618 # DEPENDENCYPART_SIBL
(12,2),(12,8),0.273131 # DEPENDENCYPART_SIBL
(12,2),(12,10),0.13216 # DEPENDENCYPART_SIBL
(12,2),(12,11),0.000580517 # DEPENDENCYPART_SIBL
(12,2),(12,14),0.0210215 # DEPENDENCYPART_SIBL
(12,2),(12,16),0.0434523 # DEPENDENCYPART_SIBL
(12,2),(12,17),0.0223591 # DEPENDENCYPART_SIBL
(12,3),(12,5),0.000778602 # DEPENDENCYPART_SIBL
(12,3),(12,6),0.000778602 # DEPENDENCYPART_SIBL
(12,3),(12,7),0.256209 # DEPENDENCYPART_SIBL
(12,3),(12,8),0.0696767 # DEPENDENCYPART_SIBL
(12,3),(12,10),0.0504857 # DEPENDENCYPART_SIBL
(12,3),(12,11),0.0134865 # DEPENDENCYPART_SIBL
(12,3),(12,14),0.0237382 # DEPENDENCYPART_SIBL
(12,3),(12,16),0.0385283 # DEPENDENCYPART_SIBL
(12,3),(12,17),0.053169 # DEPENDENCYPART_SIBL
(12,5),(12,6),0.076847 # DEPENDENCYPART_SIBL
(12,5),(12,7),0.282618 # DEPENDENCYPART_SIBL
(12,5),(12,8),0.273131 # DEPENDENCYPART_SIBL
(12,5),(12,10),0.13394 # DEPENDENCYPART_SIBL
(12,5),(12,11),0.000580541 # DEPENDENCYPART_SIBL
(12,5),(12,14),0.0211606 # DEPENDENCYPART_SIBL
(12,5),(12,16),0.0434523 # DEPENDENCYPART_SIBL
(12,5),(12,17),0.0224932 # DEPENDENCYPART_SIBL
(12,6),(12,7),0.282618 # DEPENDENCYPART_SIBL
(12,6),(12,8),0.273131 # DEPENDENCYPART_SIBL
(12,6),(12,10),0.13394 # DEPENDENCYPART_SIBL
(12,6),(12,11),0.000580541 # DEPENDENCYPART_SIBL
(12,6),(12,14),0.0211606 # DEPENDENCYPART_SIBL
(12,6),(12,16),0.0434523 # DEPENDENCYPART_SIBL
(12,6),(12,17),0.0224932 # DEPENDENCYPART_SIBL
(12,7),(12,8),0.0995751 # DEPENDENCYPART_SIBL
(12,7),(12,10),0.02658 # DEPENDENCYPART_SIBL
(12,7),(12,11),-0.0166505 # DEPENDENCYPART_SIBL
(12,7),(12,14),-0.0431696 # DEPENDENCYPART_SIBL
(12,7),(12,16),-0.0108436 # DEPENDENCYPART_SIBL
(12,7),(12,17),-0.0167536 # DEPENDENCYPART_SIBL
(12,8),(12,10),0.0473585 # DEPENDENCYPART_SIBL
(12,8),(12,11),0.0397172 # DEPENDENCYPART_SIBL
(12,8),(12,14),-0.0392431 # DEPENDENCYPART_SIBL
(12,8),(12,16),0.00240742 # DEPENDENCYPART_SIBL
(12,8),(12,17),-0.0120589 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.0386551 # DEPENDENCYPART_SIBL
(12,10),(12,14),0.00783801 # DEPENDENCYPART_SIBL
(12,10),(12,16),0.0296549 # DEPENDENCYPART_SIBL
(12,10),(12,17),0.0380712 # DEPENDENCYPART_SIBL
(12,11),(12,14),-0.000993447 # DEPENDENCYPART_SIBL
(12,11),(12,16),0.0190438 # DEPENDENCYPART_SIBL
(12,11),(12,17),0.012774 # DEPENDENCYPART_SIBL
(12,14),(12,16),0.113108 # DEPENDENCYPART_SIBL
(12,14),(12,17),0.384317 # DEPENDENCYPART_SIBL
(12,16),(12,17),0.0341594 # DEPENDENCYPART_SIBL
(13,1),(13,2),0.0160194 # DEPENDENCYPART_SIBL
(13,1),(13,3),0.211796 # DEPENDENCYPART_SIBL
(13,1),(13,4),-0.562628 # DEPENDENCYPART_SIBL
(13,1),(13,5),0.0178026 # DEPENDENCYPART_SIBL
(13,1),(13,6),0.0178026 # DEPENDENCYPART_SIBL
(13,1),(13,7),0.206852 # DEPENDENCYPART_SIBL
(13,1),(13,8),0.102087 # DEPENDENCYPART_SIBL
(13,1),(13,9),0.211796 # DEPENDENCYPART_SIBL
(13,1),(13,11),-0.0342477 # DEPENDENCYPART_SIBL
(13,1),(13,12),0.172429 # DEPENDENCYPART_SIBL
(13,1),(13,14),-0.00907785 # DEPENDENCYPART_SIBL
(13,1),(13,15),-0.0377026 # DEPENDENCYPART_SIBL
(13,1),(13,16),0.0042662 # DEPENDENCYPART_SIBL
(13,1),(13,17),0.00797928 # DEPENDENCYPART_SIBL
(13,1),(13,19),-0.00331965 # DEPENDENCYPART_SIBL
(13,1),(13,20),-0.00331965 # DEPENDENCYPART_SIBL
(13,1),(13,21),-0.0285178 # DEPENDENCYPART_SIBL
(13,2),(13,3),0.155005 # DEPENDENCYPART_SIBL
(13,2),(13,4),-0.267305 # DEPENDENCYPART_SIBL
(13,2),(13,5),-0.0182008 # DEPENDENCYPART_SIBL
(13,2),(13,6),-0.0182008 # DEPENDENCYPART_SIBL
(13,2),(13,7),0.651008 # DEPENDENCYPART_SIBL
(13,2),(13,8),0.415433 # DEPENDENCYPART_SIBL
(13,2),(13,9),0.155005 # DEPENDENCYPART_SIBL
(13,2),(13,11),0.0148837 # DEPENDENCYPART_SIBL
(13,2),(13,12),0.059461 # DEPENDENCYPART_SIBL
(13,2),(13,14),-0.00297759 # DEPENDENCYPART_SIBL
(13,2),(13,15),-0.00922082 # DEPENDENCYPART_SIBL
(13,2),(13,16),0.0448341 # DEPENDENCYPART_SIBL
(13,2),(13,17),0.0105486 # DEPENDENCYPART_SIBL
(13,2),(13,19),0.000183106 # DEPENDENCYPART_SIBL
(13,2),(13,20),0.000183805 # DEPENDENCYPART_SIBL
(13,2),(13,21),0.0413907 # DEPENDENCYPART_SIBL
(13,3),(13,4),-0.270864 # DEPENDENCYPART_SIBL
(13,3),(13,5),-0.0504275 # DEPENDENCYPART_SIBL
(13,3),(13,6),-0.0504275 # DEPENDENCYPART_SIBL
(13,3),(13,7),0.321395 # DEPENDENCYPART_SIBL
(13,3),(13,8),0.101076 # DEPENDENCYPART_SIBL
(13,3),(13,9),0.0345951 # DEPENDENCYPART_SIBL
(13,3),(13,11),-0.0291388 # DEPENDENCYPART_SIBL
(13,3),(13,12),-0.0565638 # DEPENDENCYPART_SIBL
(13,3),(13,14),-0.0137764 # DEPENDENCYPART_SIBL
(13,3),(13,15),0.00314774 # DEPENDENCYPART_SIBL
(13,3),(13,16),0.0232156 # DEPENDENCYPART_SIBL
(13,3),(13,17),0.034296 # DEPENDENCYPART_SIBL
(13,3),(13,19),-0.00602678 # DEPENDENCYPART_SIBL
(13,3),(13,20),-0.00602678 # DEPENDENCYPART_SIBL
(13,3),(13,21),0.121936 # DEPENDENCYPART_SIBL
(13,4),(13,5),0.0111323 # DEPENDENCYPART_SIBL
(13,4),(13,6),0.0111323 # DEPENDENCYPART_SIBL
(13,4),(13,7),0.236613 # DEPENDENCYPART_SIBL
(13,4),(13,8),0.102618 # DEPENDENCYPART_SIBL
(13,4),(13,9),0.170231 # DEPENDENCYPART_SIBL
(13,4),(13,11),0.0115511 # DEPENDENCYPART_SIBL
(13,4),(13,12),0.229864 # DEPENDENCYPART_SIBL
(13,4),(13,14),-0.0165824 # DEPENDENCYPART_SIBL
(13,4),(13,15),-0.0207349 # DEPENDENCYPART_SIBL
(13,4),(13,16),-0.0128627 # DEPENDENCYPART_SIBL
(13,4),(13,17),-0.0127426 # DEPENDENCYPART_SIBL
(13,4),(13,19),-0.00571556 # DEPENDENCYPART_SIBL
(13,4),(13,20),-0.00571556 # DEPENDENCYPART_SIBL
(13,4),(13,21),-0.0202729 # DEPENDENCYPART_SIBL
(13,5),(13,6),-0.0181092 # DEPENDENCYPART_SIBL
(13,5),(13,7),0.649199 # DEPENDENCYPART_SIBL
(13,5),(13,8),0.413623 # DEPENDENCYPART_SIBL
(13,5),(13,9),0.153196 # DEPENDENCYPART_SIBL
(13,5),(13,11),0.0130744 # DEPENDENCYPART_SIBL
(13,5),(13,12),0.0540204 # DEPENDENCYPART_SIBL
(13,5),(13,14),-0.00283852 # DEPENDENCYPART_SIBL
(13,5),(13,15),-0.00922082 # DEPENDENCYPART_SIBL
(13,5),(13,16),0.0448342 # DEPENDENCYPART_SIBL
(13,5),(13,17),0.0106826 # DEPENDENCYPART_SIBL
(13,5),(13,19),0.00337773 # DEPENDENCYPART_SIBL
(13,5),(13,20),0.00337843 # DEPENDENCYPART_SIBL
(13,5),(13,21),0.041682 # DEPENDENCYPART_SIBL
(13,6),(13,7),0.649199 # DEPENDENCYPART_SIBL
(13,6),(13,8),0.413623 # DEPENDENCYPART_SIBL
(13,6),(13,9),0.153196 # DEPENDENCYPART_SIBL
(13,6),(13,11),0.0130744 # DEPENDENCYPART_SIBL
(13,6),(13,12),0.0540204 # DEPENDENCYPART_SIBL
(13,6),(13,14),-0.00283852 # DEPENDENCYPART_SIBL
(13,6),(13,15),-0.00922082 # DEPENDENCYPART_SIBL
(13,6),(13,16),0.0448342 # DEPENDENCYPART_SIBL
(13,6),(13,17),0.0106826 # DEPENDENCYPART_SIBL
(13,6),(13,19),0.00337773 # DEPENDENCYPART_SIBL
(13,6),(13,20),0.00337843 # DEPENDENCYPART_SIBL
(13,6),(13,21),0.041682 # DEPENDENCYPART_SIBL
(13,7),(13,8),0.109057 # DEPENDENCYPART_SIBL
(13,7),(13,9),0.143872 # DEPENDENCYPART_SIBL
(13,7),(13,11),-0.0445823 # DEPENDENCYPART_SIBL
(13,7),(13,12),0.040668 # DEPENDENCYPART_SIBL
(13,7),(13,14),-0.0346477 # DEPENDENCYPART_SIBL
(13,7),(13,15),-0.0290407 # DEPENDENCYPART_SIBL
(13,7),(13,16),-0.00896353 # DEPENDENCYPART_SIBL
(13,7),(13,17),-0.0265716 # DEPENDENCYPART_SIBL
(13,7),(13,19),-0.00844554 # DEPENDENCYPART_SIBL
(13,7),(13,20),-0.00844464 # DEPENDENCYPART_SIBL
(13,7),(13,21),0.0238545 # DEPENDENCYPART_SIBL
(13,8),(13,9),0.116195 # DEPENDENCYPART_SIBL
(13,8),(13,11),-0.034117 # DEPENDENCYPART_SIBL
(13,8),(13,12),-0.102451 # DEPENDENCYPART_SIBL
(13,8),(13,14),-0.0401258 # DEPENDENCYPART_SIBL
(13,8),(13,15),-0.00220031 # DEPENDENCYPART_SIBL
(13,8),(13,16),0.0157667 # DEPENDENCYPART_SIBL
(13,8),(13,17),-0.00193788 # DEPENDENCYPART_SIBL
(13,8),(13,19),-0.0114091 # DEPENDENCYPART_SIBL
(13,8),(13,20),-0.0114091 # DEPENDENCYPART_SIBL
(13,8),(13,21),0.0872952 # DEPENDENCYPART_SIBL
(13,9),(13,11),-0.0291388 # DEPENDENCYPART_SIBL
(13,9),(13,12),-0.0565638 # DEPENDENCYPART_SIBL
(13,9),(13,14),-0.0137764 # DEPENDENCYPART_SIBL
(13,9),(13,15),0.00314774 # DEPENDENCYPART_SIBL
(13,9),(13,16),0.0232156 # DEPENDENCYPART_SIBL
(13,9),(13,17),0.034296 # DEPENDENCYPART_SIBL
(13,9),(13,19),-0.00602678 # DEPENDENCYPART_SIBL
(13,9),(13,20),-0.00602678 # DEPENDENCYPART_SIBL
(13,9),(13,21),0.121936 # DEPENDENCYPART_SIBL
(13,11),(13,12),0.0698103 # DEPENDENCYPART_SIBL
(13,11),(13,14),0.0103542 # DEPENDENCYPART_SIBL
(13,11),(13,15),-0.000485934 # DEPENDENCYPART_SIBL
(13,11),(13,16),0.010806 # DEPENDENCYPART_SIBL
(13,11),(13,17),0.0350839 # DEPENDENCYPART_SIBL
(13,11),(13,19),-0.00908442 # DEPENDENCYPART_SIBL
(13,11),(13,20),-0.00908441 # DEPENDENCYPART_SIBL
(13,11),(13,21),0.00711553 # DEPENDENCYPART_SIBL
(13,12),(13,14),-0.0329118 # DEPENDENCYPART_SIBL
(13,12),(13,15),-0.0076486 # DEPENDENCYPART_SIBL
(13,12),(13,16),6.60869e-05 # DEPENDENCYPART_SIBL
(13,12),(13,17),-0.037013 # DEPENDENCYPART_SIBL
(13,12),(13,19),-0.00411447 # DEPENDENCYPART_SIBL
(13,12),(13,20),-0.00411382 # DEPENDENCYPART_SIBL
(13,12),(13,21),-0.00425058 # DEPENDENCYPART_SIBL
(13,14),(13,15),0.182954 # DEPENDENCYPART_SIBL
(13,14),(13,16),0.150128 # DEPENDENCYPART_SIBL
(13,14),(13,17),0.425213 # DEPENDENCYPART_SIBL
(13,14),(13,19),0.34281 # DEPENDENCYPART_SIBL
(13,14),(13,20),0.342981 # DEPENDENCYPART_SIBL
(13,14),(13,21),0.0787788 # DEPENDENCYPART_SIBL
(13,15),(13,16),0.0190667 # DEPENDENCYPART_SIBL
(13,15),(13,17),0.00234558 # DEPENDENCYPART_SIBL
(13,15),(13,19),0.0160774 # DEPENDENCYPART_SIBL
(13,15),(13,20),0.0160774 # DEPENDENCYPART_SIBL
(13,15),(13,21),0.0698354 # DEPENDENCYPART_SIBL
(13,16),(13,17),0.0563593 # DEPENDENCYPART_SIBL
(13,16),(13,19),0.0496035 # DEPENDENCYPART_SIBL
(13,16),(13,20),0.0496035 # DEPENDENCYPART_SIBL
(13,16),(13,21),0.10824 # DEPENDENCYPART_SIBL
(13,17),(13,19),0.0756873 # DEPENDENCYPART_SIBL
(13,17),(13,20),0.0756876 # DEPENDENCYPART_SIBL
(13,17),(13,21),0.212752 # DEPENDENCYPART_SIBL
(13,19),(13,20),0.00908114 # DEPENDENCYPART_SIBL
(13,19),(13,21),0.0485651 # DEPENDENCYPART_SIBL
(13,20),(13,21),0.0485651 # DEPENDENCYPART_SIBL
(15,16),(15,19),0.0113683 # DEPENDENCYPART_SIBL
(15,16),(15,20),0.00685004 # DEPENDENCYPART_SIBL
(15,19),(15,20),0.02984 # DEPENDENCYPART_SIBL
(16,8),(16,11),0.0397148 # DEPENDENCYPART_SIBL
(16,8),(16,12),-0.0309418 # DEPENDENCYPART_SIBL
(16,8),(16,13),-0.0354161 # DEPENDENCYPART_SIBL
(16,8),(16,14),0.160771 # DEPENDENCYPART_SIBL
(16,8),(16,15),0.0692484 # DEPENDENCYPART_SIBL
(16,8),(16,19),0.0152748 # DEPENDENCYPART_SIBL
(16,8),(16,20),0.0152748 # DEPENDENCYPART_SIBL
(16,11),(16,12),0.0341756 # DEPENDENCYPART_SIBL
(16,11),(16,13),0.0310967 # DEPENDENCYPART_SIBL
(16,11),(16,14),0.162841 # DEPENDENCYPART_SIBL
(16,11),(16,15),-0.00107814 # DEPENDENCYPART_SIBL
(16,11),(16,19),0.0535061 # DEPENDENCYPART_SIBL
(16,11),(16,20),0.0535061 # DEPENDENCYPART_SIBL
(16,12),(16,13),0.013113 # DEPENDENCYPART_SIBL
(16,12),(16,14),0.257198 # DEPENDENCYPART_SIBL
(16,12),(16,15),0.0377503 # DEPENDENCYPART_SIBL
(16,12),(16,19),0.0225768 # DEPENDENCYPART_SIBL
(16,12),(16,20),0.0225774 # DEPENDENCYPART_SIBL
(16,13),(16,14),0.282334 # DEPENDENCYPART_SIBL
(16,13),(16,15),0.0325405 # DEPENDENCYPART_SIBL
(16,13),(16,19),0.0203961 # DEPENDENCYPART_SIBL
(16,13),(16,20),0.0203968 # DEPENDENCYPART_SIBL
(16,14),(16,15),-0.00351922 # DEPENDENCYPART_SIBL
(16,14),(16,19),0.0206285 # DEPENDENCYPART_SIBL
(16,14),(16,20),0.0206294 # DEPENDENCYPART_SIBL
(16,15),(16,19),0.0846993 # DEPENDENCYPART_SIBL
(16,15),(16,20),0.0846993 # DEPENDENCYPART_SIBL
(16,19),(16,20),0.00379273 # DEPENDENCYPART_SIBL
(17,1),(17,2),0.0237178 # DEPENDENCYPART_SIBL
(17,1),(17,3),0.0255464 # DEPENDENCYPART_SIBL
(17,1),(17,4),-0.107835 # DEPENDENCYPART_SIBL
(17,1),(17,5),0.0259449 # DEPENDENCYPART_SIBL
(17,1),(17,6),0.0259449 # DEPENDENCYPART_SIBL
(17,1),(17,7),0.0255716 # DEPENDENCYPART_SIBL
(17,1),(17,8),0.0416876 # DEPENDENCYPART_SIBL
(17,1),(17,9),0.0255464 # DEPENDENCYPART_SIBL
(17,1),(17,10),-0.0530646 # DEPENDENCYPART_SIBL
(17,1),(17,11),-0.156219 # DEPENDENCYPART_SIBL
(17,1),(17,12),-0.0208847 # DEPENDENCYPART_SIBL
(17,1),(17,13),0.0259207 # DEPENDENCYPART_SIBL
(17,1),(17,14),0.0255716 # DEPENDENCYPART_SIBL
(17,1),(17,15),-0.137082 # DEPENDENCYPART_SIBL
(17,1),(17,16),-0.0353942 # DEPENDENCYPART_SIBL
(17,1),(17,18),0.0222769 # DEPENDENCYPART_SIBL
(17,1),(17,19),-0.0145143 # DEPENDENCYPART_SIBL
(17,1),(17,20),-0.0145143 # DEPENDENCYPART_SIBL
(17,1),(17,21),-0.0552691 # DEPENDENCYPART_SIBL
(17,2),(17,3),0.0255351 # DEPENDENCYPART_SIBL
(17,2),(17,4),0.0114646 # DEPENDENCYPART_SIBL
(17,2),(17,5),0.0195195 # DEPENDENCYPART_SIBL
(17,2),(17,6),0.0195195 # DEPENDENCYPART_SIBL
(17,2),(17,7),0.1705 # DEPENDENCYPART_SIBL
(17,2),(17,8),0.0884502 # DEPENDENCYPART_SIBL
(17,2),(17,9),0.0255351 # DEPENDENCYPART_SIBL
(17,2),(17,10),0.0247299 # DEPENDENCYPART_SIBL
(17,2),(17,11),-0.124297 # DEPENDENCYPART_SIBL
(17,2),(17,12),0.0372212 # DEPENDENCYPART_SIBL
(17,2),(17,13),0.0194619 # DEPENDENCYPART_SIBL
(17,2),(17,14),0.1705 # DEPENDENCYPART_SIBL
(17,2),(17,15),-0.10087 # DEPENDENCYPART_SIBL
(17,2),(17,16),0.031828 # DEPENDENCYPART_SIBL
(17,2),(17,18),-0.0195937 # DEPENDENCYPART_SIBL
(17,2),(17,19),-0.00113356 # DEPENDENCYPART_SIBL
(17,2),(17,20),-0.00113286 # DEPENDENCYPART_SIBL
(17,2),(17,21),0.0189367 # DEPENDENCYPART_SIBL
(17,3),(17,4),0.00570466 # DEPENDENCYPART_SIBL
(17,3),(17,5),-0.0243308 # DEPENDENCYPART_SIBL
(17,3),(17,6),-0.0243308 # DEPENDENCYPART_SIBL
(17,3),(17,7),0.0859008 # DEPENDENCYPART_SIBL
(17,3),(17,8),-0.0565554 # DEPENDENCYPART_SIBL
(17,3),(17,9),-0.0390981 # DEPENDENCYPART_SIBL
(17,3),(17,10),-0.02597 # DEPENDENCYPART_SIBL
(17,3),(17,11),-0.123658 # DEPENDENCYPART_SIBL
(17,3),(17,12),-0.0149269 # DEPENDENCYPART_SIBL
(17,3),(17,13),-0.0243549 # DEPENDENCYPART_SIBL
(17,3),(17,14),0.0859008 # DEPENDENCYPART_SIBL
(17,3),(17,15),-0.117111 # DEPENDENCYPART_SIBL
(17,3),(17,16),-0.0330982 # DEPENDENCYPART_SIBL
(17,3),(17,18),-0.0328525 # DEPENDENCYPART_SIBL
(17,3),(17,19),0.000150533 # DEPENDENCYPART_SIBL
(17,3),(17,20),0.000150533 # DEPENDENCYPART_SIBL
(17,3),(17,21),0.0225921 # DEPENDENCYPART_SIBL
(17,4),(17,5),-0.0237631 # DEPENDENCYPART_SIBL
(17,4),(17,6),-0.0237631 # DEPENDENCYPART_SIBL
(17,4),(17,7),0.0308393 # DEPENDENCYPART_SIBL
(17,4),(17,8),0.0505325 # DEPENDENCYPART_SIBL
(17,4),(17,9),0.00995604 # DEPENDENCYPART_SIBL
(17,4),(17,10),-0.0782117 # DEPENDENCYPART_SIBL
(17,4),(17,11),-0.17346 # DEPENDENCYPART_SIBL
(17,4),(17,12),0.0235318 # DEPENDENCYPART_SIBL
(17,4),(17,13),-0.0237873 # DEPENDENCYPART_SIBL
(17,4),(17,14),0.0308393 # DEPENDENCYPART_SIBL
(17,4),(17,15),-0.164386 # DEPENDENCYPART_SIBL
(17,4),(17,16),0.00927142 # DEPENDENCYPART_SIBL
(17,4),(17,18),0.0368874 # DEPENDENCYPART_SIBL
(17,4),(17,19),0.00649892 # DEPENDENCYPART_SIBL
(17,4),(17,20),0.00649892 # DEPENDENCYPART_SIBL
(17,4),(17,21),0.0236049 # DEPENDENCYPART_SIBL
(17,5),(17,6),0.0271366 # DEPENDENCYPART_SIBL
(17,5),(17,7),0.174315 # DEPENDENCYPART_SIBL
(17,5),(17,8),0.0922653 # DEPENDENCYPART_SIBL
(17,5),(17,9),0.0293501 # DEPENDENCYPART_SIBL
(17,5),(17,10),0.0320988 # DEPENDENCYPART_SIBL
(17,5),(17,11),-0.120482 # DEPENDENCYPART_SIBL
(17,5),(17,12),0.039223 # DEPENDENCYPART_SIBL
(17,5),(17,13),0.027079 # DEPENDENCYPART_SIBL
(17,5),(17,14),0.174315 # DEPENDENCYPART_SIBL
(17,5),(17,15),-0.0970546 # DEPENDENCYPART_SIBL
(17,5),(17,16),0.0338297 # DEPENDENCYPART_SIBL
(17,5),(17,18),-0.0159803 # DEPENDENCYPART_SIBL
(17,5),(17,19),0.008869 # DEPENDENCYPART_SIBL
(17,5),(17,20),0.0088697 # DEPENDENCYPART_SIBL
(17,5),(17,21),0.0231326 # DEPENDENCYPART_SIBL
(17,6),(17,7),0.174315 # DEPENDENCYPART_SIBL
(17,6),(17,8),0.0922653 # DEPENDENCYPART_SIBL
(17,6),(17,9),0.0293501 # DEPENDENCYPART_SIBL
(17,6),(17,10),0.0320988 # DEPENDENCYPART_SIBL
(17,6),(17,11),-0.120482 # DEPENDENCYPART_SIBL
(17,6),(17,12),0.039223 # DEPENDENCYPART_SIBL
(17,6),(17,13),0.027079 # DEPENDENCYPART_SIBL
(17,6),(17,14),0.174315 # DEPENDENCYPART_SIBL
(17,6),(17,15),-0.0970546 # DEPENDENCYPART_SIBL
(17,6),(17,16),0.0338297 # DEPENDENCYPART_SIBL
(17,6),(17,18),-0.0159803 # DEPENDENCYPART_SIBL
(17,6),(17,19),0.008869 # DEPENDENCYPART_SIBL
(17,6),(17,20),0.0088697 # DEPENDENCYPART_SIBL
(17,6),(17,21),0.0231326 # DEPENDENCYPART_SIBL
(17,7),(17,8),0.0218508 # DEPENDENCYPART_SIBL
(17,7),(17,9),0.0093286 # DEPENDENCYPART_SIBL
(17,7),(17,10),-0.0285262 # DEPENDENCYPART_SIBL
(17,7),(17,11),-0.113381 # DEPENDENCYPART_SIBL
(17,7),(17,12),-0.0167015 # DEPENDENCYPART_SIBL
(17,7),(17,13),-0.00712077 # DEPENDENCYPART_SIBL
(17,7),(17,14),0.0117351 # DEPENDENCYPART_SIBL
(17,7),(17,15),-0.123084 # DEPENDENCYPART_SIBL
(17,7),(17,16),-0.0499618 # DEPENDENCYPART_SIBL
(17,7),(17,18),0.00510539 # DEPENDENCYPART_SIBL
(17,7),(17,19),0.0134067 # DEPENDENCYPART_SIBL
(17,7),(17,20),0.0134076 # DEPENDENCYPART_SIBL
(17,7),(17,21),0.0540768 # DEPENDENCYPART_SIBL
(17,8),(17,9),0.0762489 # DEPENDENCYPART_SIBL
(17,8),(17,10),-0.0245834 # DEPENDENCYPART_SIBL
(17,8),(17,11),-0.0874909 # DEPENDENCYPART_SIBL
(17,8),(17,12),-0.0789301 # DEPENDENCYPART_SIBL
(17,8),(17,13),-0.122437 # DEPENDENCYPART_SIBL
(17,8),(17,14),0.238087 # DEPENDENCYPART_SIBL
(17,8),(17,15),-0.0780508 # DEPENDENCYPART_SIBL
(17,8),(17,16),-0.112016 # DEPENDENCYPART_SIBL
(17,8),(17,18),-0.0415406 # DEPENDENCYPART_SIBL
(17,8),(17,19),-0.00991722 # DEPENDENCYPART_SIBL
(17,8),(17,20),-0.00991722 # DEPENDENCYPART_SIBL
(17,8),(17,21),0.0257619 # DEPENDENCYPART_SIBL
(17,9),(17,10),-0.02597 # DEPENDENCYPART_SIBL
(17,9),(17,11),-0.123658 # DEPENDENCYPART_SIBL
(17,9),(17,12),-0.0149269 # DEPENDENCYPART_SIBL
(17,9),(17,13),-0.0243549 # DEPENDENCYPART_SIBL
(17,9),(17,14),0.0859008 # DEPENDENCYPART_SIBL
(17,9),(17,15),-0.117111 # DEPENDENCYPART_SIBL
(17,9),(17,16),-0.0330982 # DEPENDENCYPART_SIBL
(17,9),(17,18),-0.0328525 # DEPENDENCYPART_SIBL
(17,9),(17,19),0.000150533 # DEPENDENCYPART_SIBL
(17,9),(17,20),0.000150533 # DEPENDENCYPART_SIBL
(17,9),(17,21),0.0225921 # DEPENDENCYPART_SIBL
(17,10),(17,11),-0.165896 # DEPENDENCYPART_SIBL
