# _root_ — Ha bármilyen módon tudomásunkra jutott , hogy egy elhunyt nem járul hozzá szervei átültetéséhez , eddig sem nyúltunk a tetemhez .
#goldHeads=19,19,4,6,6,19,6,6,10,12,12,6,12,15,12,19,19,19,0,21,19,19,
#predictedHeads=6,6,4,6,6,0,6,6,10,12,12,6,12,15,12,12,19,19,12,21,19,6,
(12,11),(12,18),0.165888 # DEPENDENCYPART_SIBL
(12,11),(12,19),0.0599421 # DEPENDENCYPART_SIBL
(12,11),(12,20),-0.0679541 # DEPENDENCYPART_SIBL
(12,11),(12,21),0.00207447 # DEPENDENCYPART_SIBL
(12,11),(12,22),-0.00775645 # DEPENDENCYPART_SIBL
(12,13),(12,14),0.0722473 # DEPENDENCYPART_SIBL
(12,13),(12,15),0.0722473 # DEPENDENCYPART_SIBL
(12,13),(12,16),0.0512538 # DEPENDENCYPART_SIBL
(12,13),(12,17),-0.00819932 # DEPENDENCYPART_SIBL
(12,13),(12,18),0.0646445 # DEPENDENCYPART_SIBL
(12,13),(12,19),-0.0162172 # DEPENDENCYPART_SIBL
(12,13),(12,20),0.0597973 # DEPENDENCYPART_SIBL
(12,13),(12,21),0.0722473 # DEPENDENCYPART_SIBL
(12,13),(12,22),5.15206e-05 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.0191053 # DEPENDENCYPART_SIBL
(12,14),(12,16),0.0430489 # DEPENDENCYPART_SIBL
(12,14),(12,17),-0.00501726 # DEPENDENCYPART_SIBL
(12,14),(12,18),0.030574 # DEPENDENCYPART_SIBL
(12,14),(12,19),-0.0189344 # DEPENDENCYPART_SIBL
(12,14),(12,20),0.0707783 # DEPENDENCYPART_SIBL
(12,14),(12,21),-0.0191053 # DEPENDENCYPART_SIBL
(12,14),(12,22),-1.62179e-05 # DEPENDENCYPART_SIBL
(12,15),(12,16),0.0430489 # DEPENDENCYPART_SIBL
(12,15),(12,17),-0.00501726 # DEPENDENCYPART_SIBL
(12,15),(12,18),0.030574 # DEPENDENCYPART_SIBL
(12,15),(12,19),-0.0189344 # DEPENDENCYPART_SIBL
(12,15),(12,20),0.0707783 # DEPENDENCYPART_SIBL
(12,15),(12,21),-0.0191053 # DEPENDENCYPART_SIBL
(12,15),(12,22),-1.62179e-05 # DEPENDENCYPART_SIBL
(12,16),(12,17),0.0687986 # DEPENDENCYPART_SIBL
(12,16),(12,18),0.0913808 # DEPENDENCYPART_SIBL
(12,16),(12,19),0.194562 # DEPENDENCYPART_SIBL
(12,16),(12,20),0.124212 # DEPENDENCYPART_SIBL
(12,16),(12,21),0.07652 # DEPENDENCYPART_SIBL
(12,16),(12,22),0.0489202 # DEPENDENCYPART_SIBL
(12,17),(12,18),0.0336815 # DEPENDENCYPART_SIBL
(12,17),(12,19),-0.0384131 # DEPENDENCYPART_SIBL
(12,17),(12,20),0.0331176 # DEPENDENCYPART_SIBL
(12,17),(12,21),0.0156487 # DEPENDENCYPART_SIBL
(12,17),(12,22),-0.0291722 # DEPENDENCYPART_SIBL
(12,18),(12,19),-0.0187765 # DEPENDENCYPART_SIBL
(12,18),(12,20),0.044737 # DEPENDENCYPART_SIBL
(12,18),(12,21),0.022391 # DEPENDENCYPART_SIBL
(12,18),(12,22),-0.00982811 # DEPENDENCYPART_SIBL
(12,19),(12,20),0.0273033 # DEPENDENCYPART_SIBL
(12,19),(12,21),-0.00448328 # DEPENDENCYPART_SIBL
(12,19),(12,22),0.0178063 # DEPENDENCYPART_SIBL
(12,20),(12,21),0.0110333 # DEPENDENCYPART_SIBL
(12,20),(12,22),-0.0284786 # DEPENDENCYPART_SIBL
(12,21),(12,22),-1.62179e-05 # DEPENDENCYPART_SIBL
(13,1),(13,2),0.161159 # DEPENDENCYPART_SIBL
(13,1),(13,4),0.0973789 # DEPENDENCYPART_SIBL
(13,1),(13,6),0.281008 # DEPENDENCYPART_SIBL
(13,1),(13,7),0.171793 # DEPENDENCYPART_SIBL
(13,1),(13,8),0.132519 # DEPENDENCYPART_SIBL
(13,1),(13,10),0.0946851 # DEPENDENCYPART_SIBL
(13,1),(13,11),0.175663 # DEPENDENCYPART_SIBL
(13,1),(13,12),0.257321 # DEPENDENCYPART_SIBL
(13,1),(13,14),0.122371 # DEPENDENCYPART_SIBL
(13,1),(13,15),0.122371 # DEPENDENCYPART_SIBL
(13,1),(13,16),0.0425008 # DEPENDENCYPART_SIBL
(13,1),(13,21),0.122371 # DEPENDENCYPART_SIBL
(13,2),(13,4),0.12236 # DEPENDENCYPART_SIBL
(13,2),(13,6),0.474929 # DEPENDENCYPART_SIBL
(13,2),(13,7),0.668507 # DEPENDENCYPART_SIBL
(13,2),(13,8),0.101612 # DEPENDENCYPART_SIBL
(13,2),(13,10),0.13201 # DEPENDENCYPART_SIBL
(13,2),(13,11),0.199611 # DEPENDENCYPART_SIBL
(13,2),(13,12),0.472482 # DEPENDENCYPART_SIBL
(13,2),(13,14),0.166324 # DEPENDENCYPART_SIBL
(13,2),(13,15),0.166324 # DEPENDENCYPART_SIBL
(13,2),(13,16),0.0087247 # DEPENDENCYPART_SIBL
(13,2),(13,21),0.166324 # DEPENDENCYPART_SIBL
(13,4),(13,6),0.0870491 # DEPENDENCYPART_SIBL
(13,4),(13,7),0.242095 # DEPENDENCYPART_SIBL
(13,4),(13,8),0.129807 # DEPENDENCYPART_SIBL
(13,4),(13,10),0.0690029 # DEPENDENCYPART_SIBL
(13,4),(13,11),0.160212 # DEPENDENCYPART_SIBL
(13,4),(13,12),0.0920763 # DEPENDENCYPART_SIBL
(13,4),(13,14),0.093836 # DEPENDENCYPART_SIBL
(13,4),(13,15),0.093836 # DEPENDENCYPART_SIBL
(13,4),(13,16),0.0181454 # DEPENDENCYPART_SIBL
(13,4),(13,21),0.093836 # DEPENDENCYPART_SIBL
(13,6),(13,7),0.45371 # DEPENDENCYPART_SIBL
(13,6),(13,8),0.0730324 # DEPENDENCYPART_SIBL
(13,6),(13,10),0.120462 # DEPENDENCYPART_SIBL
(13,6),(13,11),0.183268 # DEPENDENCYPART_SIBL
(13,6),(13,12),0.124194 # DEPENDENCYPART_SIBL
(13,6),(13,14),0.0909758 # DEPENDENCYPART_SIBL
(13,6),(13,15),0.0909758 # DEPENDENCYPART_SIBL
(13,6),(13,16),-0.015471 # DEPENDENCYPART_SIBL
(13,6),(13,21),0.0909758 # DEPENDENCYPART_SIBL
(13,7),(13,8),0.0580615 # DEPENDENCYPART_SIBL
(13,7),(13,10),0.0102902 # DEPENDENCYPART_SIBL
(13,7),(13,11),0.0519532 # DEPENDENCYPART_SIBL
(13,7),(13,12),0.172762 # DEPENDENCYPART_SIBL
(13,7),(13,14),0.0465606 # DEPENDENCYPART_SIBL
(13,7),(13,15),0.0465606 # DEPENDENCYPART_SIBL
(13,7),(13,16),-0.0582542 # DEPENDENCYPART_SIBL
(13,7),(13,21),0.0465606 # DEPENDENCYPART_SIBL
(13,8),(13,10),0.0436379 # DEPENDENCYPART_SIBL
(13,8),(13,11),0.139958 # DEPENDENCYPART_SIBL
(13,8),(13,12),0.244562 # DEPENDENCYPART_SIBL
(13,8),(13,14),0.060563 # DEPENDENCYPART_SIBL
(13,8),(13,15),0.060563 # DEPENDENCYPART_SIBL
(13,8),(13,16),-0.0408684 # DEPENDENCYPART_SIBL
(13,8),(13,21),0.060563 # DEPENDENCYPART_SIBL
(13,10),(13,11),0.162618 # DEPENDENCYPART_SIBL
(13,10),(13,12),0.090931 # DEPENDENCYPART_SIBL
(13,10),(13,14),0.0930281 # DEPENDENCYPART_SIBL
(13,10),(13,15),0.0930281 # DEPENDENCYPART_SIBL
(13,10),(13,16),0.0110609 # DEPENDENCYPART_SIBL
(13,10),(13,21),0.0930281 # DEPENDENCYPART_SIBL
(13,11),(13,12),0.10454 # DEPENDENCYPART_SIBL
(13,11),(13,14),0.152139 # DEPENDENCYPART_SIBL
(13,11),(13,15),0.152139 # DEPENDENCYPART_SIBL
(13,11),(13,16),0.0959651 # DEPENDENCYPART_SIBL
(13,11),(13,21),0.152139 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.0915273 # DEPENDENCYPART_SIBL
(13,12),(13,15),0.0915273 # DEPENDENCYPART_SIBL
(13,12),(13,16),-0.0143961 # DEPENDENCYPART_SIBL
(13,12),(13,21),0.0915273 # DEPENDENCYPART_SIBL
(13,14),(13,15),0.00540304 # DEPENDENCYPART_SIBL
(13,14),(13,16),0.0550737 # DEPENDENCYPART_SIBL
(13,14),(13,21),0.00540304 # DEPENDENCYPART_SIBL
(13,15),(13,16),0.0550737 # DEPENDENCYPART_SIBL
(13,15),(13,21),0.00540304 # DEPENDENCYPART_SIBL
(13,16),(13,21),0.0280717 # DEPENDENCYPART_SIBL
(14,2),(14,9),-0.282718 # DEPENDENCYPART_SIBL
(14,2),(14,10),-0.0149801 # DEPENDENCYPART_SIBL
(14,2),(14,11),0.202773 # DEPENDENCYPART_SIBL
(14,2),(14,12),0.327464 # DEPENDENCYPART_SIBL
(14,2),(14,13),0.103968 # DEPENDENCYPART_SIBL
(14,2),(14,15),0.0390189 # DEPENDENCYPART_SIBL
(14,2),(14,17),-0.0384557 # DEPENDENCYPART_SIBL
(14,2),(14,19),0.0180376 # DEPENDENCYPART_SIBL
(14,9),(14,10),0.00445778 # DEPENDENCYPART_SIBL
(14,9),(14,11),0.0980629 # DEPENDENCYPART_SIBL
(14,9),(14,12),0.157886 # DEPENDENCYPART_SIBL
(14,9),(14,13),0.035163 # DEPENDENCYPART_SIBL
(14,9),(14,15),-0.0176379 # DEPENDENCYPART_SIBL
(14,9),(14,17),-0.0829598 # DEPENDENCYPART_SIBL
(14,9),(14,19),-0.031159 # DEPENDENCYPART_SIBL
(14,10),(14,11),0.300586 # DEPENDENCYPART_SIBL
(14,10),(14,12),0.171567 # DEPENDENCYPART_SIBL
(14,10),(14,13),0.219101 # DEPENDENCYPART_SIBL
(14,10),(14,15),0.00323274 # DEPENDENCYPART_SIBL
(14,10),(14,17),-0.0273219 # DEPENDENCYPART_SIBL
(14,10),(14,19),0.00752129 # DEPENDENCYPART_SIBL
(14,11),(14,12),0.0558039 # DEPENDENCYPART_SIBL
(14,11),(14,13),0.0956417 # DEPENDENCYPART_SIBL
(14,11),(14,15),0.0134043 # DEPENDENCYPART_SIBL
(14,11),(14,17),-0.00111578 # DEPENDENCYPART_SIBL
(14,11),(14,19),0.117646 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.0459034 # DEPENDENCYPART_SIBL
(14,12),(14,15),-0.00602675 # DEPENDENCYPART_SIBL
(14,12),(14,17),-0.0175168 # DEPENDENCYPART_SIBL
(14,12),(14,19),0.0352971 # DEPENDENCYPART_SIBL
(14,13),(14,15),0.0051736 # DEPENDENCYPART_SIBL
(14,13),(14,17),-0.0167918 # DEPENDENCYPART_SIBL
(14,13),(14,19),0.0519801 # DEPENDENCYPART_SIBL
(14,15),(14,17),0.0240655 # DEPENDENCYPART_SIBL
(14,15),(14,19),0.058216 # DEPENDENCYPART_SIBL
(14,17),(14,19),0.0310315 # DEPENDENCYPART_SIBL
(15,2),(15,4),-0.0202747 # DEPENDENCYPART_SIBL
(15,2),(15,6),0.336083 # DEPENDENCYPART_SIBL
(15,2),(15,7),0.427058 # DEPENDENCYPART_SIBL
(15,2),(15,8),0.0381897 # DEPENDENCYPART_SIBL
(15,2),(15,9),-0.282718 # DEPENDENCYPART_SIBL
(15,2),(15,10),-0.0149801 # DEPENDENCYPART_SIBL
(15,2),(15,11),0.202773 # DEPENDENCYPART_SIBL
(15,2),(15,12),0.327464 # DEPENDENCYPART_SIBL
(15,2),(15,13),0.103968 # DEPENDENCYPART_SIBL
(15,2),(15,14),-0.0103079 # DEPENDENCYPART_SIBL
(15,2),(15,16),-0.029826 # DEPENDENCYPART_SIBL
(15,2),(15,17),-0.0384557 # DEPENDENCYPART_SIBL
(15,2),(15,19),0.0180376 # DEPENDENCYPART_SIBL
(15,2),(15,21),0.0390189 # DEPENDENCYPART_SIBL
(15,2),(15,22),0.112342 # DEPENDENCYPART_SIBL
(15,4),(15,6),0.154957 # DEPENDENCYPART_SIBL
(15,4),(15,7),0.644174 # DEPENDENCYPART_SIBL
(15,4),(15,8),0.414083 # DEPENDENCYPART_SIBL
(15,4),(15,9),-0.173289 # DEPENDENCYPART_SIBL
(15,4),(15,10),-0.0175882 # DEPENDENCYPART_SIBL
(15,4),(15,11),0.277379 # DEPENDENCYPART_SIBL
(15,4),(15,12),0.154409 # DEPENDENCYPART_SIBL
(15,4),(15,13),0.198365 # DEPENDENCYPART_SIBL
(15,4),(15,14),-0.011002 # DEPENDENCYPART_SIBL
(15,4),(15,16),0.00477919 # DEPENDENCYPART_SIBL
(15,4),(15,17),-0.0236658 # DEPENDENCYPART_SIBL
(15,4),(15,19),0.0056005 # DEPENDENCYPART_SIBL
(15,4),(15,21),0.00464486 # DEPENDENCYPART_SIBL
(15,4),(15,22),0.043873 # DEPENDENCYPART_SIBL
(15,6),(15,7),0.326429 # DEPENDENCYPART_SIBL
(15,6),(15,8),0.105814 # DEPENDENCYPART_SIBL
(15,6),(15,9),-0.273487 # DEPENDENCYPART_SIBL
(15,6),(15,10),-0.0459835 # DEPENDENCYPART_SIBL
(15,6),(15,11),0.125316 # DEPENDENCYPART_SIBL
(15,6),(15,12),0.039456 # DEPENDENCYPART_SIBL
(15,6),(15,13),0.0501942 # DEPENDENCYPART_SIBL
(15,6),(15,14),-0.0413081 # DEPENDENCYPART_SIBL
(15,6),(15,16),-0.014844 # DEPENDENCYPART_SIBL
(15,6),(15,17),-0.0175286 # DEPENDENCYPART_SIBL
(15,6),(15,19),0.0366596 # DEPENDENCYPART_SIBL
(15,6),(15,21),-0.00656971 # DEPENDENCYPART_SIBL
(15,6),(15,22),0.124945 # DEPENDENCYPART_SIBL
(15,7),(15,8),0.105326 # DEPENDENCYPART_SIBL
(15,7),(15,9),-0.373833 # DEPENDENCYPART_SIBL
(15,7),(15,10),0.0417763 # DEPENDENCYPART_SIBL
(15,7),(15,11),0.156434 # DEPENDENCYPART_SIBL
(15,7),(15,12),0.140124 # DEPENDENCYPART_SIBL
(15,7),(15,13),0.0663765 # DEPENDENCYPART_SIBL
(15,7),(15,14),0.0569251 # DEPENDENCYPART_SIBL
(15,7),(15,16),-0.0346477 # DEPENDENCYPART_SIBL
(15,7),(15,17),-0.0684331 # DEPENDENCYPART_SIBL
(15,7),(15,19),-0.0278874 # DEPENDENCYPART_SIBL
(15,7),(15,21),-0.00844461 # DEPENDENCYPART_SIBL
(15,7),(15,22),0.0238545 # DEPENDENCYPART_SIBL
(15,8),(15,9),-0.333732 # DEPENDENCYPART_SIBL
(15,8),(15,10),-0.0990926 # DEPENDENCYPART_SIBL
(15,8),(15,11),0.137194 # DEPENDENCYPART_SIBL
(15,8),(15,12),0.116208 # DEPENDENCYPART_SIBL
(15,8),(15,13),0.0374237 # DEPENDENCYPART_SIBL
(15,8),(15,14),-0.0944221 # DEPENDENCYPART_SIBL
(15,8),(15,16),-0.0401258 # DEPENDENCYPART_SIBL
(15,8),(15,17),-0.0381021 # DEPENDENCYPART_SIBL
(15,8),(15,19),-0.00319815 # DEPENDENCYPART_SIBL
(15,8),(15,21),-0.0114091 # DEPENDENCYPART_SIBL
(15,8),(15,22),0.0872952 # DEPENDENCYPART_SIBL
(15,9),(15,10),0.00445778 # DEPENDENCYPART_SIBL
(15,9),(15,11),0.0980629 # DEPENDENCYPART_SIBL
(15,9),(15,12),0.157886 # DEPENDENCYPART_SIBL
(15,9),(15,13),0.035163 # DEPENDENCYPART_SIBL
(15,9),(15,14),0.00653525 # DEPENDENCYPART_SIBL
(15,9),(15,16),-0.0903453 # DEPENDENCYPART_SIBL
(15,9),(15,17),-0.0829598 # DEPENDENCYPART_SIBL
(15,9),(15,19),-0.031159 # DEPENDENCYPART_SIBL
(15,9),(15,21),-0.0176379 # DEPENDENCYPART_SIBL
(15,9),(15,22),-0.0954496 # DEPENDENCYPART_SIBL
(15,10),(15,11),0.300586 # DEPENDENCYPART_SIBL
(15,10),(15,12),0.171567 # DEPENDENCYPART_SIBL
(15,10),(15,13),0.219101 # DEPENDENCYPART_SIBL
(15,10),(15,14),0.00973216 # DEPENDENCYPART_SIBL
(15,10),(15,16),-0.00297553 # DEPENDENCYPART_SIBL
(15,10),(15,17),-0.0273219 # DEPENDENCYPART_SIBL
(15,10),(15,19),0.00752129 # DEPENDENCYPART_SIBL
(15,10),(15,21),0.00323274 # DEPENDENCYPART_SIBL
(15,10),(15,22),0.0415243 # DEPENDENCYPART_SIBL
(15,11),(15,12),0.0558039 # DEPENDENCYPART_SIBL
(15,11),(15,13),0.0956417 # DEPENDENCYPART_SIBL
(15,11),(15,14),-0.0135451 # DEPENDENCYPART_SIBL
(15,11),(15,16),0.0113354 # DEPENDENCYPART_SIBL
(15,11),(15,17),-0.00111578 # DEPENDENCYPART_SIBL
(15,11),(15,19),0.117646 # DEPENDENCYPART_SIBL
(15,11),(15,21),0.0134043 # DEPENDENCYPART_SIBL
(15,11),(15,22),0.215983 # DEPENDENCYPART_SIBL
(15,12),(15,13),0.0459034 # DEPENDENCYPART_SIBL
(15,12),(15,14),-0.0504274 # DEPENDENCYPART_SIBL
(15,12),(15,16),-0.0137764 # DEPENDENCYPART_SIBL
(15,12),(15,17),-0.0175168 # DEPENDENCYPART_SIBL
(15,12),(15,19),0.0352971 # DEPENDENCYPART_SIBL
(15,12),(15,21),-0.00602675 # DEPENDENCYPART_SIBL
(15,12),(15,22),0.121936 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.0269414 # DEPENDENCYPART_SIBL
(15,13),(15,16),0.0248222 # DEPENDENCYPART_SIBL
(15,13),(15,17),-0.0167918 # DEPENDENCYPART_SIBL
(15,13),(15,19),0.0519801 # DEPENDENCYPART_SIBL
(15,13),(15,21),0.0051736 # DEPENDENCYPART_SIBL
(15,13),(15,22),0.122112 # DEPENDENCYPART_SIBL
(15,14),(15,16),-0.00283849 # DEPENDENCYPART_SIBL
(15,14),(15,17),-0.027185 # DEPENDENCYPART_SIBL
(15,14),(15,19),0.00765816 # DEPENDENCYPART_SIBL
(15,14),(15,21),0.00337853 # DEPENDENCYPART_SIBL
(15,14),(15,22),0.041682 # DEPENDENCYPART_SIBL
(15,16),(15,17),0.168926 # DEPENDENCYPART_SIBL
(15,16),(15,19),0.425607 # DEPENDENCYPART_SIBL
(15,16),(15,21),0.342981 # DEPENDENCYPART_SIBL
(15,16),(15,22),0.0787788 # DEPENDENCYPART_SIBL
(15,17),(15,19),0.0310315 # DEPENDENCYPART_SIBL
(15,17),(15,21),0.0396882 # DEPENDENCYPART_SIBL
(15,17),(15,22),0.0781372 # DEPENDENCYPART_SIBL
(15,19),(15,21),0.0764132 # DEPENDENCYPART_SIBL
(15,19),(15,22),0.211166 # DEPENDENCYPART_SIBL
(15,21),(15,22),0.0485651 # DEPENDENCYPART_SIBL
(17,6),(17,8),0.0730411 # DEPENDENCYPART_SIBL
(17,6),(17,12),0.124295 # DEPENDENCYPART_SIBL
(17,6),(17,14),0.123325 # DEPENDENCYPART_SIBL
(17,6),(17,15),0.123325 # DEPENDENCYPART_SIBL
(17,6),(17,16),0.45725 # DEPENDENCYPART_SIBL
(17,6),(17,19),0.047468 # DEPENDENCYPART_SIBL
(17,6),(17,21),0.0895862 # DEPENDENCYPART_SIBL
(17,6),(17,22),0.129233 # DEPENDENCYPART_SIBL
(17,8),(17,12),0.244668 # DEPENDENCYPART_SIBL
(17,8),(17,14),0.046519 # DEPENDENCYPART_SIBL
(17,8),(17,15),0.046519 # DEPENDENCYPART_SIBL
(17,8),(17,16),0.311127 # DEPENDENCYPART_SIBL
(17,8),(17,19),-0.0258414 # DEPENDENCYPART_SIBL
(17,8),(17,21),0.0588755 # DEPENDENCYPART_SIBL
(17,8),(17,22),0.096512 # DEPENDENCYPART_SIBL
(17,12),(17,14),0.121403 # DEPENDENCYPART_SIBL
(17,12),(17,15),0.121403 # DEPENDENCYPART_SIBL
(17,12),(17,16),0.452131 # DEPENDENCYPART_SIBL
(17,12),(17,19),0.046115 # DEPENDENCYPART_SIBL
(17,12),(17,21),0.0901377 # DEPENDENCYPART_SIBL
(17,12),(17,22),0.126234 # DEPENDENCYPART_SIBL
(17,14),(17,15),0.0724501 # DEPENDENCYPART_SIBL
(17,14),(17,16),0.251648 # DEPENDENCYPART_SIBL
(17,14),(17,19),0.0112151 # DEPENDENCYPART_SIBL
(17,14),(17,21),0.0913575 # DEPENDENCYPART_SIBL
(17,14),(17,22),0.0246227 # DEPENDENCYPART_SIBL
(17,15),(17,16),0.251648 # DEPENDENCYPART_SIBL
(17,15),(17,19),0.0112151 # DEPENDENCYPART_SIBL
(17,15),(17,21),0.0913575 # DEPENDENCYPART_SIBL
(17,15),(17,22),0.0246227 # DEPENDENCYPART_SIBL
(17,16),(17,19),0.00798136 # DEPENDENCYPART_SIBL
(17,16),(17,21),0.0481106 # DEPENDENCYPART_SIBL
(17,16),(17,22),0.0302664 # DEPENDENCYPART_SIBL
(17,19),(17,21),0.0189087 # DEPENDENCYPART_SIBL
(17,19),(17,22),0.0534632 # DEPENDENCYPART_SIBL
(17,21),(17,22),0.0184227 # DEPENDENCYPART_SIBL
(18,1),(18,10),0.139116 # DEPENDENCYPART_SIBL
(18,1),(18,11),0.194465 # DEPENDENCYPART_SIBL
(18,1),(18,14),0.141756 # DEPENDENCYPART_SIBL
(18,1),(18,15),0.141756 # DEPENDENCYPART_SIBL
(18,1),(18,16),0.14147 # DEPENDENCYPART_SIBL
(18,1),(18,17),0.168726 # DEPENDENCYPART_SIBL
(18,1),(18,21),0.0802764 # DEPENDENCYPART_SIBL
(18,1),(18,22),0.000641746 # DEPENDENCYPART_SIBL
(18,10),(18,11),0.185925 # DEPENDENCYPART_SIBL
(18,10),(18,14),0.131917 # DEPENDENCYPART_SIBL
(18,10),(18,15),0.131917 # DEPENDENCYPART_SIBL
(18,10),(18,16),0.220821 # DEPENDENCYPART_SIBL
(18,10),(18,17),0.149961 # DEPENDENCYPART_SIBL
(18,10),(18,21),0.0731967 # DEPENDENCYPART_SIBL
(18,10),(18,22),0.0633388 # DEPENDENCYPART_SIBL
(18,11),(18,14),0.255396 # DEPENDENCYPART_SIBL
(18,11),(18,15),0.255396 # DEPENDENCYPART_SIBL
(18,11),(18,16),0.0909691 # DEPENDENCYPART_SIBL
(18,11),(18,17),0.184844 # DEPENDENCYPART_SIBL
(18,11),(18,21),0.11567 # DEPENDENCYPART_SIBL
(18,11),(18,22),0.230634 # DEPENDENCYPART_SIBL
(18,14),(18,15),0.127197 # DEPENDENCYPART_SIBL
(18,14),(18,16),0.215917 # DEPENDENCYPART_SIBL
(18,14),(18,17),0.147448 # DEPENDENCYPART_SIBL
(18,14),(18,21),0.0732038 # DEPENDENCYPART_SIBL
(18,14),(18,22),0.0633596 # DEPENDENCYPART_SIBL
(18,15),(18,16),0.215917 # DEPENDENCYPART_SIBL
(18,15),(18,17),0.147448 # DEPENDENCYPART_SIBL
(18,15),(18,21),0.0732038 # DEPENDENCYPART_SIBL
(18,15),(18,22),0.0633596 # DEPENDENCYPART_SIBL
(18,16),(18,17),0.0220194 # DEPENDENCYPART_SIBL
(18,16),(18,21),-0.0218715 # DEPENDENCYPART_SIBL
(18,16),(18,22),-0.0454083 # DEPENDENCYPART_SIBL
(18,17),(18,21),0.115944 # DEPENDENCYPART_SIBL
(18,17),(18,22),0.143707 # DEPENDENCYPART_SIBL
(18,21),(18,22),0.0586585 # DEPENDENCYPART_SIBL
(19,1),(19,2),-0.0185248 # DEPENDENCYPART_SIBL
(19,1),(19,4),-0.0743994 # DEPENDENCYPART_SIBL
(19,1),(19,5),-0.0751249 # DEPENDENCYPART_SIBL
(19,1),(19,6),0.0926225 # DEPENDENCYPART_SIBL
(19,1),(19,7),-0.0208054 # DEPENDENCYPART_SIBL
(19,1),(19,8),0.027769 # DEPENDENCYPART_SIBL
(19,1),(19,9),-0.144988 # DEPENDENCYPART_SIBL
(19,1),(19,10),-0.077779 # DEPENDENCYPART_SIBL
(19,1),(19,11),0.0249935 # DEPENDENCYPART_SIBL
(19,1),(19,12),0.0690203 # DEPENDENCYPART_SIBL
(19,1),(19,13),-0.0276906 # DEPENDENCYPART_SIBL
(19,1),(19,14),-0.0751249 # DEPENDENCYPART_SIBL
(19,1),(19,15),-0.0751249 # DEPENDENCYPART_SIBL
(19,1),(19,16),-0.0208054 # DEPENDENCYPART_SIBL
(19,1),(19,17),-0.0191564 # DEPENDENCYPART_SIBL
(19,1),(19,18),-0.0156245 # DEPENDENCYPART_SIBL
(19,1),(19,20),-0.0293929 # DEPENDENCYPART_SIBL
(19,1),(19,21),0.0311363 # DEPENDENCYPART_SIBL
(19,1),(19,22),0.109061 # DEPENDENCYPART_SIBL
(19,2),(19,4),-0.00367244 # DEPENDENCYPART_SIBL
(19,2),(19,5),0.0154133 # DEPENDENCYPART_SIBL
(19,2),(19,6),0.494016 # DEPENDENCYPART_SIBL
(19,2),(19,7),0.775315 # DEPENDENCYPART_SIBL
(19,2),(19,8),0.0677226 # DEPENDENCYPART_SIBL
(19,2),(19,9),0.0125647 # DEPENDENCYPART_SIBL
(19,2),(19,10),0.0153951 # DEPENDENCYPART_SIBL
(19,2),(19,11),0.070887 # DEPENDENCYPART_SIBL
(19,2),(19,12),0.491553 # DEPENDENCYPART_SIBL
(19,2),(19,13),0.0503333 # DEPENDENCYPART_SIBL
(19,2),(19,14),0.0154133 # DEPENDENCYPART_SIBL
(19,2),(19,15),0.0154133 # DEPENDENCYPART_SIBL
(19,2),(19,16),0.775315 # DEPENDENCYPART_SIBL
(19,2),(19,17),0.0753841 # DEPENDENCYPART_SIBL
(19,2),(19,18),0.107608 # DEPENDENCYPART_SIBL
(19,2),(19,20),-0.0321653 # DEPENDENCYPART_SIBL
(19,2),(19,21),0.042228 # DEPENDENCYPART_SIBL
(19,2),(19,22),0.0200598 # DEPENDENCYPART_SIBL
(19,4),(19,5),-0.00417082 # DEPENDENCYPART_SIBL
(19,4),(19,6),-0.000312038 # DEPENDENCYPART_SIBL
(19,4),(19,7),0.107324 # DEPENDENCYPART_SIBL
(19,4),(19,8),0.0586977 # DEPENDENCYPART_SIBL
(19,4),(19,9),-0.0368598 # DEPENDENCYPART_SIBL
(19,4),(19,10),-0.00515772 # DEPENDENCYPART_SIBL
(19,4),(19,11),0.0447128 # DEPENDENCYPART_SIBL
(19,4),(19,12),0.00469972 # DEPENDENCYPART_SIBL
(19,4),(19,13),0.0257213 # DEPENDENCYPART_SIBL
(19,4),(19,14),-0.00417082 # DEPENDENCYPART_SIBL
(19,4),(19,15),-0.00417082 # DEPENDENCYPART_SIBL
(19,4),(19,16),0.107324 # DEPENDENCYPART_SIBL
(19,4),(19,17),0.0436964 # DEPENDENCYPART_SIBL
(19,4),(19,18),0.0674794 # DEPENDENCYPART_SIBL
(19,4),(19,20),-0.00601814 # DEPENDENCYPART_SIBL
(19,4),(19,21),0.00975206 # DEPENDENCYPART_SIBL
(19,4),(19,22),0.0297042 # DEPENDENCYPART_SIBL
(19,5),(19,6),-0.0139953 # DEPENDENCYPART_SIBL
(19,5),(19,7),0.0956371 # DEPENDENCYPART_SIBL
(19,5),(19,8),0.0468174 # DEPENDENCYPART_SIBL
(19,5),(19,9),-0.0476213 # DEPENDENCYPART_SIBL
(19,5),(19,10),-0.0319853 # DEPENDENCYPART_SIBL
(19,5),(19,11),0.0290878 # DEPENDENCYPART_SIBL
(19,5),(19,12),-0.00898354 # DEPENDENCYPART_SIBL
(19,5),(19,13),0.0076297 # DEPENDENCYPART_SIBL
(19,5),(19,14),-0.0309984 # DEPENDENCYPART_SIBL
(19,5),(19,15),-0.0309984 # DEPENDENCYPART_SIBL
