# _root_ Bár sokan emlegetik következő áldozatként a Hyundait , elemzők rámutatnak , hogy helyzete több szempontból sem hasonlítható a Daewooéhoz .
#goldHeads=10,3,10,5,3,7,3,10,10,0,10,10,10,15,10,10,10,19,10,10,
#predictedHeads=10,3,10,5,3,7,3,10,10,0,10,10,10,15,17,17,10,19,17,10,
(10,17),(10,18),0.0428278 # DEPENDENCYPART_SIBL
(10,17),(10,19),-0.0236242 # DEPENDENCYPART_SIBL
(10,17),(10,20),-0.0109015 # DEPENDENCYPART_SIBL
(10,18),(10,19),0.0110333 # DEPENDENCYPART_SIBL
(10,18),(10,20),-0.0284786 # DEPENDENCYPART_SIBL
(10,19),(10,20),-1.62179e-05 # DEPENDENCYPART_SIBL
(12,1),(12,2),0.0215525 # DEPENDENCYPART_SIBL
(12,1),(12,3),0.141519 # DEPENDENCYPART_SIBL
(12,1),(12,4),0.0693633 # DEPENDENCYPART_SIBL
(12,1),(12,5),0.0365856 # DEPENDENCYPART_SIBL
(12,1),(12,7),0.0365856 # DEPENDENCYPART_SIBL
(12,1),(12,8),0.327923 # DEPENDENCYPART_SIBL
(12,1),(12,9),0.0403384 # DEPENDENCYPART_SIBL
(12,1),(12,10),0.14152 # DEPENDENCYPART_SIBL
(12,1),(12,11),0.327923 # DEPENDENCYPART_SIBL
(12,1),(12,13),-0.0256626 # DEPENDENCYPART_SIBL
(12,1),(12,14),-0.0147457 # DEPENDENCYPART_SIBL
(12,1),(12,15),-0.0396325 # DEPENDENCYPART_SIBL
(12,1),(12,17),0.0196917 # DEPENDENCYPART_SIBL
(12,1),(12,19),-0.0392465 # DEPENDENCYPART_SIBL
(12,1),(12,20),0.115361 # DEPENDENCYPART_SIBL
(12,2),(12,3),0.0289085 # DEPENDENCYPART_SIBL
(12,2),(12,4),0.0387179 # DEPENDENCYPART_SIBL
(12,2),(12,5),0.0464314 # DEPENDENCYPART_SIBL
(12,2),(12,7),0.0464314 # DEPENDENCYPART_SIBL
(12,2),(12,8),0.289052 # DEPENDENCYPART_SIBL
(12,2),(12,9),0.0457312 # DEPENDENCYPART_SIBL
(12,2),(12,10),0.0289095 # DEPENDENCYPART_SIBL
(12,2),(12,11),0.289052 # DEPENDENCYPART_SIBL
(12,2),(12,13),0.0338265 # DEPENDENCYPART_SIBL
(12,2),(12,14),-0.0457906 # DEPENDENCYPART_SIBL
(12,2),(12,15),0.00920656 # DEPENDENCYPART_SIBL
(12,2),(12,17),0.0570866 # DEPENDENCYPART_SIBL
(12,2),(12,19),0.0118874 # DEPENDENCYPART_SIBL
(12,2),(12,20),0.034459 # DEPENDENCYPART_SIBL
(12,3),(12,4),0.0117378 # DEPENDENCYPART_SIBL
(12,3),(12,5),-0.00506944 # DEPENDENCYPART_SIBL
(12,3),(12,7),-0.00506944 # DEPENDENCYPART_SIBL
(12,3),(12,8),0.433614 # DEPENDENCYPART_SIBL
(12,3),(12,9),-0.00579107 # DEPENDENCYPART_SIBL
(12,3),(12,10),-0.0127058 # DEPENDENCYPART_SIBL
(12,3),(12,11),0.433614 # DEPENDENCYPART_SIBL
(12,3),(12,13),-0.110429 # DEPENDENCYPART_SIBL
(12,3),(12,14),-0.0753683 # DEPENDENCYPART_SIBL
(12,3),(12,15),-0.124321 # DEPENDENCYPART_SIBL
(12,3),(12,17),-0.033535 # DEPENDENCYPART_SIBL
(12,3),(12,19),-0.124013 # DEPENDENCYPART_SIBL
(12,3),(12,20),0.04245 # DEPENDENCYPART_SIBL
(12,4),(12,5),-0.0235027 # DEPENDENCYPART_SIBL
(12,4),(12,7),-0.0235027 # DEPENDENCYPART_SIBL
(12,4),(12,8),0.33373 # DEPENDENCYPART_SIBL
(12,4),(12,9),-0.0237642 # DEPENDENCYPART_SIBL
(12,4),(12,10),0.0274747 # DEPENDENCYPART_SIBL
(12,4),(12,11),0.33373 # DEPENDENCYPART_SIBL
(12,4),(12,13),0.0132728 # DEPENDENCYPART_SIBL
(12,4),(12,14),0.0188678 # DEPENDENCYPART_SIBL
(12,4),(12,15),-0.0191312 # DEPENDENCYPART_SIBL
(12,4),(12,17),0.0966295 # DEPENDENCYPART_SIBL
(12,4),(12,19),-0.0186334 # DEPENDENCYPART_SIBL
(12,4),(12,20),0.101602 # DEPENDENCYPART_SIBL
(12,5),(12,7),-0.0200428 # DEPENDENCYPART_SIBL
(12,5),(12,8),0.389874 # DEPENDENCYPART_SIBL
(12,5),(12,9),-0.0227378 # DEPENDENCYPART_SIBL
(12,5),(12,10),0.0326418 # DEPENDENCYPART_SIBL
(12,5),(12,11),0.389874 # DEPENDENCYPART_SIBL
(12,5),(12,13),0.0909309 # DEPENDENCYPART_SIBL
(12,5),(12,14),0.0109491 # DEPENDENCYPART_SIBL
(12,5),(12,15),0.0753721 # DEPENDENCYPART_SIBL
(12,5),(12,17),0.0489244 # DEPENDENCYPART_SIBL
(12,5),(12,19),0.0804009 # DEPENDENCYPART_SIBL
(12,5),(12,20),0.13343 # DEPENDENCYPART_SIBL
(12,7),(12,8),0.389874 # DEPENDENCYPART_SIBL
(12,7),(12,9),-0.0227378 # DEPENDENCYPART_SIBL
(12,7),(12,10),0.0326418 # DEPENDENCYPART_SIBL
(12,7),(12,11),0.389874 # DEPENDENCYPART_SIBL
(12,7),(12,13),0.0909309 # DEPENDENCYPART_SIBL
(12,7),(12,14),0.0109491 # DEPENDENCYPART_SIBL
(12,7),(12,15),0.0753721 # DEPENDENCYPART_SIBL
(12,7),(12,17),0.0489244 # DEPENDENCYPART_SIBL
(12,7),(12,19),0.0804009 # DEPENDENCYPART_SIBL
(12,7),(12,20),0.13343 # DEPENDENCYPART_SIBL
(12,8),(12,9),0.00651107 # DEPENDENCYPART_SIBL
(12,8),(12,10),0.0657353 # DEPENDENCYPART_SIBL
(12,8),(12,11),0.0255207 # DEPENDENCYPART_SIBL
(12,8),(12,13),0.0311075 # DEPENDENCYPART_SIBL
(12,8),(12,14),0.0591589 # DEPENDENCYPART_SIBL
(12,8),(12,15),0.0132095 # DEPENDENCYPART_SIBL
(12,8),(12,17),0.075414 # DEPENDENCYPART_SIBL
(12,8),(12,19),0.0175236 # DEPENDENCYPART_SIBL
(12,8),(12,20),0.213472 # DEPENDENCYPART_SIBL
(12,9),(12,10),0.0325876 # DEPENDENCYPART_SIBL
(12,9),(12,11),0.388806 # DEPENDENCYPART_SIBL
(12,9),(12,13),0.0876977 # DEPENDENCYPART_SIBL
(12,9),(12,14),0.0109368 # DEPENDENCYPART_SIBL
(12,9),(12,15),0.072139 # DEPENDENCYPART_SIBL
(12,9),(12,17),0.0488608 # DEPENDENCYPART_SIBL
(12,9),(12,19),0.0771678 # DEPENDENCYPART_SIBL
(12,9),(12,20),0.137559 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.434738 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.110417 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.0753671 # DEPENDENCYPART_SIBL
(12,10),(12,15),-0.124309 # DEPENDENCYPART_SIBL
(12,10),(12,17),-0.0335338 # DEPENDENCYPART_SIBL
(12,10),(12,19),-0.124001 # DEPENDENCYPART_SIBL
(12,10),(12,20),0.042562 # DEPENDENCYPART_SIBL
(12,11),(12,13),0.0311075 # DEPENDENCYPART_SIBL
(12,11),(12,14),0.0591589 # DEPENDENCYPART_SIBL
(12,11),(12,15),0.0132095 # DEPENDENCYPART_SIBL
(12,11),(12,17),0.075414 # DEPENDENCYPART_SIBL
(12,11),(12,19),0.0175236 # DEPENDENCYPART_SIBL
(12,11),(12,20),0.213472 # DEPENDENCYPART_SIBL
(12,13),(12,14),0.00592983 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.0215268 # DEPENDENCYPART_SIBL
(12,13),(12,17),0.0262571 # DEPENDENCYPART_SIBL
(12,13),(12,19),-0.0188162 # DEPENDENCYPART_SIBL
(12,13),(12,20),0.0254749 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.0096626 # DEPENDENCYPART_SIBL
(12,14),(12,17),-0.0118242 # DEPENDENCYPART_SIBL
(12,14),(12,19),-0.00963613 # DEPENDENCYPART_SIBL
(12,14),(12,20),0.0093352 # DEPENDENCYPART_SIBL
(12,15),(12,17),0.0220086 # DEPENDENCYPART_SIBL
(12,15),(12,19),-0.0187025 # DEPENDENCYPART_SIBL
(12,15),(12,20),0.00170466 # DEPENDENCYPART_SIBL
(12,17),(12,19),0.00700761 # DEPENDENCYPART_SIBL
(12,17),(12,20),0.0333639 # DEPENDENCYPART_SIBL
(12,19),(12,20),0.00247674 # DEPENDENCYPART_SIBL
(13,6),(13,11),0.19077 # DEPENDENCYPART_SIBL
(13,6),(13,12),0.0957877 # DEPENDENCYPART_SIBL
(13,6),(13,14),-0.0134485 # DEPENDENCYPART_SIBL
(13,6),(13,15),-0.00331998 # DEPENDENCYPART_SIBL
(13,6),(13,17),0.00427239 # DEPENDENCYPART_SIBL
(13,6),(13,19),-0.00331961 # DEPENDENCYPART_SIBL
(13,6),(13,20),-0.0363539 # DEPENDENCYPART_SIBL
(13,11),(13,12),0.103809 # DEPENDENCYPART_SIBL
(13,11),(13,14),0.0193159 # DEPENDENCYPART_SIBL
(13,11),(13,15),-0.0122071 # DEPENDENCYPART_SIBL
(13,11),(13,17),-0.00379637 # DEPENDENCYPART_SIBL
(13,11),(13,19),-0.00844461 # DEPENDENCYPART_SIBL
(13,11),(13,20),0.0160184 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.0199446 # DEPENDENCYPART_SIBL
(13,12),(13,15),-0.0129319 # DEPENDENCYPART_SIBL
(13,12),(13,17),0.0181501 # DEPENDENCYPART_SIBL
(13,12),(13,19),-0.0128881 # DEPENDENCYPART_SIBL
(13,12),(13,20),0.0750219 # DEPENDENCYPART_SIBL
(13,14),(13,15),0.0215239 # DEPENDENCYPART_SIBL
(13,14),(13,17),0.0133846 # DEPENDENCYPART_SIBL
(13,14),(13,19),0.0215243 # DEPENDENCYPART_SIBL
(13,14),(13,20),0.112878 # DEPENDENCYPART_SIBL
(13,15),(13,17),0.0622855 # DEPENDENCYPART_SIBL
(13,15),(13,19),0.0101901 # DEPENDENCYPART_SIBL
(13,15),(13,20),0.0479971 # DEPENDENCYPART_SIBL
(13,17),(13,19),0.0547435 # DEPENDENCYPART_SIBL
(13,17),(13,20),0.106006 # DEPENDENCYPART_SIBL
(13,19),(13,20),0.0485651 # DEPENDENCYPART_SIBL
(14,1),(14,10),0.208218 # DEPENDENCYPART_SIBL
(14,1),(14,11),0.268484 # DEPENDENCYPART_SIBL
(14,1),(14,12),0.0637541 # DEPENDENCYPART_SIBL
(14,1),(14,13),0.0957348 # DEPENDENCYPART_SIBL
(14,1),(14,19),0.0203014 # DEPENDENCYPART_SIBL
(14,1),(14,20),0.0938719 # DEPENDENCYPART_SIBL
(14,10),(14,11),0.311218 # DEPENDENCYPART_SIBL
(14,10),(14,12),0.0618467 # DEPENDENCYPART_SIBL
(14,10),(14,13),0.0702574 # DEPENDENCYPART_SIBL
(14,10),(14,19),0.00887024 # DEPENDENCYPART_SIBL
(14,10),(14,20),0.0876672 # DEPENDENCYPART_SIBL
(14,11),(14,12),0.119953 # DEPENDENCYPART_SIBL
(14,11),(14,13),0.094779 # DEPENDENCYPART_SIBL
(14,11),(14,19),-0.0119182 # DEPENDENCYPART_SIBL
(14,11),(14,20),0.013079 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.0279901 # DEPENDENCYPART_SIBL
(14,12),(14,19),0.0048493 # DEPENDENCYPART_SIBL
(14,12),(14,20),0.0726582 # DEPENDENCYPART_SIBL
(14,13),(14,19),0.0175463 # DEPENDENCYPART_SIBL
(14,13),(14,20),0.0359085 # DEPENDENCYPART_SIBL
(14,19),(14,20),0.00436556 # DEPENDENCYPART_SIBL
(15,3),(15,6),-0.351351 # DEPENDENCYPART_SIBL
(15,3),(15,7),-0.0541486 # DEPENDENCYPART_SIBL
(15,3),(15,8),0.273183 # DEPENDENCYPART_SIBL
(15,3),(15,9),-0.0548695 # DEPENDENCYPART_SIBL
(15,3),(15,10),0.0319159 # DEPENDENCYPART_SIBL
(15,3),(15,11),0.273183 # DEPENDENCYPART_SIBL
(15,3),(15,12),0.0871139 # DEPENDENCYPART_SIBL
(15,3),(15,13),-0.0541486 # DEPENDENCYPART_SIBL
(15,3),(15,14),0.00079968 # DEPENDENCYPART_SIBL
(15,3),(15,19),-0.00604188 # DEPENDENCYPART_SIBL
(15,6),(15,7),-0.00271857 # DEPENDENCYPART_SIBL
(15,6),(15,8),0.134705 # DEPENDENCYPART_SIBL
(15,6),(15,9),-0.00272054 # DEPENDENCYPART_SIBL
(15,6),(15,10),0.193113 # DEPENDENCYPART_SIBL
(15,6),(15,11),0.134705 # DEPENDENCYPART_SIBL
(15,6),(15,12),0.0701024 # DEPENDENCYPART_SIBL
(15,6),(15,13),-0.00271857 # DEPENDENCYPART_SIBL
(15,6),(15,14),-0.0315832 # DEPENDENCYPART_SIBL
(15,6),(15,19),-0.00332003 # DEPENDENCYPART_SIBL
(15,7),(15,8),0.585878 # DEPENDENCYPART_SIBL
(15,7),(15,9),-0.0317419 # DEPENDENCYPART_SIBL
(15,7),(15,10),0.143234 # DEPENDENCYPART_SIBL
(15,7),(15,11),0.585878 # DEPENDENCYPART_SIBL
(15,7),(15,12),0.389552 # DEPENDENCYPART_SIBL
(15,7),(15,13),-0.0323416 # DEPENDENCYPART_SIBL
(15,7),(15,14),-0.0171275 # DEPENDENCYPART_SIBL
(15,7),(15,19),0.00337821 # DEPENDENCYPART_SIBL
(15,8),(15,9),0.0288974 # DEPENDENCYPART_SIBL
(15,8),(15,10),0.108853 # DEPENDENCYPART_SIBL
(15,8),(15,11),-0.0344996 # DEPENDENCYPART_SIBL
(15,8),(15,12),0.0522756 # DEPENDENCYPART_SIBL
(15,8),(15,13),0.0246771 # DEPENDENCYPART_SIBL
(15,8),(15,14),-0.0540483 # DEPENDENCYPART_SIBL
(15,8),(15,19),-0.00844566 # DEPENDENCYPART_SIBL
(15,9),(15,10),0.141438 # DEPENDENCYPART_SIBL
(15,9),(15,11),0.58226 # DEPENDENCYPART_SIBL
(15,9),(15,12),0.387173 # DEPENDENCYPART_SIBL
(15,9),(15,13),-0.0345736 # DEPENDENCYPART_SIBL
(15,9),(15,14),-0.018884 # DEPENDENCYPART_SIBL
(15,9),(15,19),0.000159194 # DEPENDENCYPART_SIBL
(15,10),(15,11),0.276913 # DEPENDENCYPART_SIBL
(15,10),(15,12),0.089008 # DEPENDENCYPART_SIBL
(15,10),(15,13),-0.0518453 # DEPENDENCYPART_SIBL
(15,10),(15,14),0.00243393 # DEPENDENCYPART_SIBL
(15,10),(15,19),-0.00602801 # DEPENDENCYPART_SIBL
(15,11),(15,12),0.0522756 # DEPENDENCYPART_SIBL
(15,11),(15,13),0.0246771 # DEPENDENCYPART_SIBL
(15,11),(15,14),-0.0540483 # DEPENDENCYPART_SIBL
(15,11),(15,19),-0.00844566 # DEPENDENCYPART_SIBL
(15,12),(15,13),-0.102221 # DEPENDENCYPART_SIBL
(15,12),(15,14),0.00710886 # DEPENDENCYPART_SIBL
(15,12),(15,19),-0.0114091 # DEPENDENCYPART_SIBL
(15,13),(15,14),-0.0171279 # DEPENDENCYPART_SIBL
(15,13),(15,19),0.00337791 # DEPENDENCYPART_SIBL
(15,14),(15,19),0.00358939 # DEPENDENCYPART_SIBL
(16,5),(16,9),0.124451 # DEPENDENCYPART_SIBL
(16,5),(16,11),0.215917 # DEPENDENCYPART_SIBL
(16,5),(16,12),0.10968 # DEPENDENCYPART_SIBL
(16,5),(16,13),0.129134 # DEPENDENCYPART_SIBL
(16,5),(16,15),0.129049 # DEPENDENCYPART_SIBL
(16,5),(16,17),0.113598 # DEPENDENCYPART_SIBL
(16,5),(16,20),0.0633596 # DEPENDENCYPART_SIBL
(16,9),(16,11),0.214845 # DEPENDENCYPART_SIBL
(16,9),(16,12),0.109355 # DEPENDENCYPART_SIBL
(16,9),(16,13),0.128644 # DEPENDENCYPART_SIBL
(16,9),(16,15),0.128559 # DEPENDENCYPART_SIBL
(16,9),(16,17),0.113498 # DEPENDENCYPART_SIBL
(16,9),(16,20),0.0674563 # DEPENDENCYPART_SIBL
(16,11),(16,12),0.01187 # DEPENDENCYPART_SIBL
(16,11),(16,13),0.034229 # DEPENDENCYPART_SIBL
(16,11),(16,15),0.0187045 # DEPENDENCYPART_SIBL
(16,11),(16,17),0.0171436 # DEPENDENCYPART_SIBL
(16,11),(16,20),-0.0454083 # DEPENDENCYPART_SIBL
(16,12),(16,13),0.0751308 # DEPENDENCYPART_SIBL
(16,12),(16,15),0.064723 # DEPENDENCYPART_SIBL
(16,12),(16,17),0.0174587 # DEPENDENCYPART_SIBL
(16,12),(16,20),0.0902261 # DEPENDENCYPART_SIBL
(16,13),(16,15),0.124599 # DEPENDENCYPART_SIBL
(16,13),(16,17),0.13078 # DEPENDENCYPART_SIBL
(16,13),(16,20),0.0997448 # DEPENDENCYPART_SIBL
(16,15),(16,17),0.11344 # DEPENDENCYPART_SIBL
(16,15),(16,20),0.0732295 # DEPENDENCYPART_SIBL
(16,17),(16,20),0.0246599 # DEPENDENCYPART_SIBL
(17,1),(17,2),0.0729949 # DEPENDENCYPART_SIBL
(17,1),(17,3),0.263748 # DEPENDENCYPART_SIBL
(17,1),(17,5),0.0642483 # DEPENDENCYPART_SIBL
(17,1),(17,7),0.0642483 # DEPENDENCYPART_SIBL
(17,1),(17,8),0.230174 # DEPENDENCYPART_SIBL
(17,1),(17,9),0.0680022 # DEPENDENCYPART_SIBL
(17,1),(17,10),0.263748 # DEPENDENCYPART_SIBL
(17,1),(17,11),0.230174 # DEPENDENCYPART_SIBL
(17,1),(17,12),0.0991052 # DEPENDENCYPART_SIBL
(17,1),(17,13),0.0642483 # DEPENDENCYPART_SIBL
(17,1),(17,14),0.0963426 # DEPENDENCYPART_SIBL
(17,1),(17,15),0.0549581 # DEPENDENCYPART_SIBL
(17,1),(17,16),0.0965929 # DEPENDENCYPART_SIBL
(17,1),(17,19),0.0419454 # DEPENDENCYPART_SIBL
(17,1),(17,20),0.0847015 # DEPENDENCYPART_SIBL
(17,2),(17,3),0.161348 # DEPENDENCYPART_SIBL
(17,2),(17,5),0.186805 # DEPENDENCYPART_SIBL
(17,2),(17,7),0.186805 # DEPENDENCYPART_SIBL
(17,2),(17,8),0.0719502 # DEPENDENCYPART_SIBL
(17,2),(17,9),0.186106 # DEPENDENCYPART_SIBL
(17,2),(17,10),0.161348 # DEPENDENCYPART_SIBL
(17,2),(17,11),0.0719502 # DEPENDENCYPART_SIBL
(17,2),(17,12),0.20418 # DEPENDENCYPART_SIBL
(17,2),(17,13),0.184707 # DEPENDENCYPART_SIBL
(17,2),(17,14),0.149411 # DEPENDENCYPART_SIBL
(17,2),(17,15),0.186695 # DEPENDENCYPART_SIBL
(17,2),(17,16),0.174429 # DEPENDENCYPART_SIBL
(17,2),(17,19),0.0461839 # DEPENDENCYPART_SIBL
(17,2),(17,20),0.0626164 # DEPENDENCYPART_SIBL
(17,3),(17,5),0.00042746 # DEPENDENCYPART_SIBL
(17,3),(17,7),0.00042746 # DEPENDENCYPART_SIBL
(17,3),(17,8),0.255087 # DEPENDENCYPART_SIBL
(17,3),(17,9),-0.000293627 # DEPENDENCYPART_SIBL
(17,3),(17,10),0.0733934 # DEPENDENCYPART_SIBL
(17,3),(17,11),0.255087 # DEPENDENCYPART_SIBL
(17,3),(17,12),0.0695467 # DEPENDENCYPART_SIBL
(17,3),(17,13),0.000427443 # DEPENDENCYPART_SIBL
(17,3),(17,14),0.0123589 # DEPENDENCYPART_SIBL
(17,3),(17,15),-0.00340734 # DEPENDENCYPART_SIBL
(17,3),(17,16),0.0645962 # DEPENDENCYPART_SIBL
(17,3),(17,19),0.0597542 # DEPENDENCYPART_SIBL
(17,3),(17,20),0.125128 # DEPENDENCYPART_SIBL
(17,5),(17,7),0.0768467 # DEPENDENCYPART_SIBL
(17,5),(17,8),0.282618 # DEPENDENCYPART_SIBL
(17,5),(17,9),0.0741508 # DEPENDENCYPART_SIBL
(17,5),(17,10),0.151693 # DEPENDENCYPART_SIBL
(17,5),(17,11),0.282618 # DEPENDENCYPART_SIBL
(17,5),(17,12),0.273131 # DEPENDENCYPART_SIBL
(17,5),(17,13),0.0735524 # DEPENDENCYPART_SIBL
(17,5),(17,14),-0.00924075 # DEPENDENCYPART_SIBL
(17,5),(17,15),0.0740094 # DEPENDENCYPART_SIBL
(17,5),(17,16),0.195087 # DEPENDENCYPART_SIBL
(17,5),(17,19),0.0205572 # DEPENDENCYPART_SIBL
(17,5),(17,20),0.0621801 # DEPENDENCYPART_SIBL
(17,7),(17,8),0.282618 # DEPENDENCYPART_SIBL
(17,7),(17,9),0.0741508 # DEPENDENCYPART_SIBL
(17,7),(17,10),0.151693 # DEPENDENCYPART_SIBL
(17,7),(17,11),0.282618 # DEPENDENCYPART_SIBL
(17,7),(17,12),0.273131 # DEPENDENCYPART_SIBL
(17,7),(17,13),0.0735524 # DEPENDENCYPART_SIBL
(17,7),(17,14),-0.00924075 # DEPENDENCYPART_SIBL
(17,7),(17,15),0.0740094 # DEPENDENCYPART_SIBL
(17,7),(17,16),0.195087 # DEPENDENCYPART_SIBL
(17,7),(17,19),0.0205572 # DEPENDENCYPART_SIBL
(17,7),(17,20),0.0621801 # DEPENDENCYPART_SIBL
(17,8),(17,9),0.0527666 # DEPENDENCYPART_SIBL
(17,8),(17,10),0.190937 # DEPENDENCYPART_SIBL
(17,8),(17,11),0.0586475 # DEPENDENCYPART_SIBL
(17,8),(17,12),0.0995751 # DEPENDENCYPART_SIBL
(17,8),(17,13),0.0485462 # DEPENDENCYPART_SIBL
(17,8),(17,14),-0.0168824 # DEPENDENCYPART_SIBL
(17,8),(17,15),0.0312748 # DEPENDENCYPART_SIBL
(17,8),(17,16),0.0479283 # DEPENDENCYPART_SIBL
(17,8),(17,19),0.0206321 # DEPENDENCYPART_SIBL
(17,8),(17,20),0.0204113 # DEPENDENCYPART_SIBL
(17,9),(17,10),0.151626 # DEPENDENCYPART_SIBL
(17,9),(17,11),0.281539 # DEPENDENCYPART_SIBL
(17,9),(17,12),0.272789 # DEPENDENCYPART_SIBL
(17,9),(17,13),0.0730381 # DEPENDENCYPART_SIBL
(17,9),(17,14),-0.00926761 # DEPENDENCYPART_SIBL
(17,9),(17,15),0.0734951 # DEPENDENCYPART_SIBL
(17,9),(17,16),0.195059 # DEPENDENCYPART_SIBL
(17,9),(17,19),0.017336 # DEPENDENCYPART_SIBL
(17,9),(17,20),0.0663158 # DEPENDENCYPART_SIBL
(17,10),(17,11),0.256209 # DEPENDENCYPART_SIBL
(17,10),(17,12),0.0696767 # DEPENDENCYPART_SIBL
(17,10),(17,13),0.000778304 # DEPENDENCYPART_SIBL
(17,10),(17,14),0.0123589 # DEPENDENCYPART_SIBL
(17,10),(17,15),-0.00305648 # DEPENDENCYPART_SIBL
(17,10),(17,16),0.0646345 # DEPENDENCYPART_SIBL
(17,10),(17,19),0.0597656 # DEPENDENCYPART_SIBL
(17,10),(17,20),0.125238 # DEPENDENCYPART_SIBL
(17,11),(17,12),0.0995751 # DEPENDENCYPART_SIBL
(17,11),(17,13),0.0485462 # DEPENDENCYPART_SIBL
(17,11),(17,14),-0.0168824 # DEPENDENCYPART_SIBL
(17,11),(17,15),0.0312748 # DEPENDENCYPART_SIBL
(17,11),(17,16),0.0479283 # DEPENDENCYPART_SIBL
(17,11),(17,19),0.0206321 # DEPENDENCYPART_SIBL
(17,11),(17,20),0.0204113 # DEPENDENCYPART_SIBL
(17,12),(17,13),-0.0340741 # DEPENDENCYPART_SIBL
(17,12),(17,14),0.0560934 # DEPENDENCYPART_SIBL
(17,12),(17,15),-0.0433651 # DEPENDENCYPART_SIBL
(17,12),(17,16),0.0771477 # DEPENDENCYPART_SIBL
(17,12),(17,19),0.0152797 # DEPENDENCYPART_SIBL
(17,12),(17,20),0.0614156 # DEPENDENCYPART_SIBL
(17,13),(17,14),-0.00924207 # DEPENDENCYPART_SIBL
(17,13),(17,15),0.0695584 # DEPENDENCYPART_SIBL
(17,13),(17,16),0.190057 # DEPENDENCYPART_SIBL
(17,13),(17,19),0.0205569 # DEPENDENCYPART_SIBL
(17,13),(17,20),0.0736331 # DEPENDENCYPART_SIBL
(17,14),(17,15),0.0299744 # DEPENDENCYPART_SIBL
(17,14),(17,16),0.119571 # DEPENDENCYPART_SIBL
(17,14),(17,19),0.00911379 # DEPENDENCYPART_SIBL
(17,14),(17,20),-0.0195468 # DEPENDENCYPART_SIBL
(17,15),(17,16),0.194139 # DEPENDENCYPART_SIBL
(17,15),(17,19),0.0213524 # DEPENDENCYPART_SIBL
(17,15),(17,20),0.0770302 # DEPENDENCYPART_SIBL
(17,16),(17,19),0.0457566 # DEPENDENCYPART_SIBL
(17,16),(17,20),0.0919302 # DEPENDENCYPART_SIBL
(17,19),(17,20),0.0136211 # DEPENDENCYPART_SIBL
(19,15),(19,17),0.0542739 # DEPENDENCYPART_SIBL
(19,15),(19,18),-0.317233 # DEPENDENCYPART_SIBL
(19,17),(19,18),-0.662676 # DEPENDENCYPART_SIBL
(0,1),(1,2),0.13985 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),0.917399 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),0.167491 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),0.183838 # DEPENDENCYPART_GRANDPAR
(0,1),(1,7),-0.189461 # DEPENDENCYPART_GRANDPAR
(0,1),(1,8),0.204314 # DEPENDENCYPART_GRANDPAR
(0,1),(1,10),0.657118 # DEPENDENCYPART_GRANDPAR
(0,1),(1,11),0.356808 # DEPENDENCYPART_GRANDPAR
(0,1),(1,12),0.200343 # DEPENDENCYPART_GRANDPAR
(0,1),(1,13),0.114429 # DEPENDENCYPART_GRANDPAR
(0,1),(1,15),-0.236872 # DEPENDENCYPART_GRANDPAR
(0,1),(1,17),0.259014 # DEPENDENCYPART_GRANDPAR
(0,1),(1,20),1.99368 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.91982 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),0.70794 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),-0.019815 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),0.246355 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),-0.126944 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),0.295107 # DEPENDENCYPART_GRANDPAR
(0,2),(2,10),0.447659 # DEPENDENCYPART_GRANDPAR
(0,2),(2,12),-0.0065954 # DEPENDENCYPART_GRANDPAR
(0,2),(2,20),1.73727 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.747372 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),0.016167 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),0.0126969 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),0.315746 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),-0.456852 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),-0.0575523 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),0.270319 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),0.0778321 # DEPENDENCYPART_GRANDPAR
(0,3),(3,10),0.472488 # DEPENDENCYPART_GRANDPAR
(0,3),(3,11),0.422813 # DEPENDENCYPART_GRANDPAR
(0,3),(3,12),0.199457 # DEPENDENCYPART_GRANDPAR
(0,3),(3,13),0.230745 # DEPENDENCYPART_GRANDPAR
(0,3),(3,14),-0.210435 # DEPENDENCYPART_GRANDPAR
(0,3),(3,15),-0.103999 # DEPENDENCYPART_GRANDPAR
