# _root_ A francia hadseregben ma már mindenütt szolgálnak nők , még a haditengerészetnél és a légierőnél is , csak az idegenlégióban nem .
#goldHeads=3,3,7,7,7,7,0,7,7,16,12,13,16,15,13,7,7,21,20,21,7,7,
#predictedHeads=3,3,7,7,7,7,0,7,7,7,12,13,7,15,13,7,7,21,20,21,7,7,
(13,7),(13,14),0.0626272 # DEPENDENCYPART_SIBL
(13,7),(13,15),-0.0124633 # DEPENDENCYPART_SIBL
(13,7),(13,16),0.071712 # DEPENDENCYPART_SIBL
(13,7),(13,17),0.0442454 # DEPENDENCYPART_SIBL
(13,7),(13,18),0.0827944 # DEPENDENCYPART_SIBL
(13,7),(13,20),-0.0124633 # DEPENDENCYPART_SIBL
(13,7),(13,21),0.0722708 # DEPENDENCYPART_SIBL
(13,7),(13,22),0.183631 # DEPENDENCYPART_SIBL
(13,8),(13,9),0.358921 # DEPENDENCYPART_SIBL
(13,8),(13,10),0.079187 # DEPENDENCYPART_SIBL
(13,8),(13,11),-0.022431 # DEPENDENCYPART_SIBL
(13,8),(13,12),-0.00516424 # DEPENDENCYPART_SIBL
(13,8),(13,14),0.0485066 # DEPENDENCYPART_SIBL
(13,8),(13,15),0.238097 # DEPENDENCYPART_SIBL
(13,8),(13,16),-0.00554388 # DEPENDENCYPART_SIBL
(13,8),(13,17),-0.00700679 # DEPENDENCYPART_SIBL
(13,8),(13,18),0.0168408 # DEPENDENCYPART_SIBL
(13,8),(13,20),0.238097 # DEPENDENCYPART_SIBL
(13,8),(13,21),-0.00206071 # DEPENDENCYPART_SIBL
(13,8),(13,22),-0.0118702 # DEPENDENCYPART_SIBL
(13,9),(13,10),0.0445396 # DEPENDENCYPART_SIBL
(13,9),(13,11),0.00113436 # DEPENDENCYPART_SIBL
(13,9),(13,12),0.0324195 # DEPENDENCYPART_SIBL
(13,9),(13,14),0.0876369 # DEPENDENCYPART_SIBL
(13,9),(13,15),0.0218518 # DEPENDENCYPART_SIBL
(13,9),(13,16),0.0297933 # DEPENDENCYPART_SIBL
(13,9),(13,17),-0.00185448 # DEPENDENCYPART_SIBL
(13,9),(13,18),0.0601997 # DEPENDENCYPART_SIBL
(13,9),(13,20),0.0218518 # DEPENDENCYPART_SIBL
(13,9),(13,21),0.0327957 # DEPENDENCYPART_SIBL
(13,9),(13,22),0.198796 # DEPENDENCYPART_SIBL
(13,10),(13,11),-0.069688 # DEPENDENCYPART_SIBL
(13,10),(13,12),0.0404954 # DEPENDENCYPART_SIBL
(13,10),(13,14),-0.0315559 # DEPENDENCYPART_SIBL
(13,10),(13,15),0.0266487 # DEPENDENCYPART_SIBL
(13,10),(13,16),-0.0609415 # DEPENDENCYPART_SIBL
(13,10),(13,17),-0.0546713 # DEPENDENCYPART_SIBL
(13,10),(13,18),-0.0553959 # DEPENDENCYPART_SIBL
(13,10),(13,20),0.0266487 # DEPENDENCYPART_SIBL
(13,10),(13,21),-0.0471142 # DEPENDENCYPART_SIBL
(13,10),(13,22),-0.0500651 # DEPENDENCYPART_SIBL
(13,11),(13,12),-0.0116838 # DEPENDENCYPART_SIBL
(13,11),(13,14),0.12504 # DEPENDENCYPART_SIBL
(13,11),(13,15),0.0114531 # DEPENDENCYPART_SIBL
(13,11),(13,16),-0.0510351 # DEPENDENCYPART_SIBL
(13,11),(13,17),-0.047854 # DEPENDENCYPART_SIBL
(13,11),(13,18),-0.03515 # DEPENDENCYPART_SIBL
(13,11),(13,20),0.0114531 # DEPENDENCYPART_SIBL
(13,11),(13,21),-0.0414388 # DEPENDENCYPART_SIBL
(13,11),(13,22),-0.0952526 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.0477941 # DEPENDENCYPART_SIBL
(13,12),(13,15),0.233831 # DEPENDENCYPART_SIBL
(13,12),(13,16),-0.00470338 # DEPENDENCYPART_SIBL
(13,12),(13,17),-0.000560421 # DEPENDENCYPART_SIBL
(13,12),(13,18),0.0186051 # DEPENDENCYPART_SIBL
(13,12),(13,20),0.233831 # DEPENDENCYPART_SIBL
(13,12),(13,21),-0.000237296 # DEPENDENCYPART_SIBL
(13,12),(13,22),-0.00815188 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.0307177 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.0470865 # DEPENDENCYPART_SIBL
(13,14),(13,17),-0.0426384 # DEPENDENCYPART_SIBL
(13,14),(13,18),-0.057822 # DEPENDENCYPART_SIBL
(13,14),(13,20),-0.0307177 # DEPENDENCYPART_SIBL
(13,14),(13,21),-0.0583554 # DEPENDENCYPART_SIBL
(13,14),(13,22),-0.0413139 # DEPENDENCYPART_SIBL
(13,15),(13,16),-0.0499353 # DEPENDENCYPART_SIBL
(13,15),(13,17),-0.00941697 # DEPENDENCYPART_SIBL
(13,15),(13,18),-0.0595891 # DEPENDENCYPART_SIBL
(13,15),(13,20),-0.0462163 # DEPENDENCYPART_SIBL
(13,15),(13,21),-0.0634182 # DEPENDENCYPART_SIBL
(13,15),(13,22),-0.0584892 # DEPENDENCYPART_SIBL
(13,16),(13,17),0.0109573 # DEPENDENCYPART_SIBL
(13,16),(13,18),-0.023112 # DEPENDENCYPART_SIBL
(13,16),(13,20),-0.0409662 # DEPENDENCYPART_SIBL
(13,16),(13,21),-0.0352288 # DEPENDENCYPART_SIBL
(13,16),(13,22),0.0270585 # DEPENDENCYPART_SIBL
(13,17),(13,18),0.0555807 # DEPENDENCYPART_SIBL
(13,17),(13,20),0.0670661 # DEPENDENCYPART_SIBL
(13,17),(13,21),0.0748357 # DEPENDENCYPART_SIBL
(13,17),(13,22),0.00726496 # DEPENDENCYPART_SIBL
(13,18),(13,20),-0.0388096 # DEPENDENCYPART_SIBL
(13,18),(13,21),-0.100278 # DEPENDENCYPART_SIBL
(13,18),(13,22),-0.00585253 # DEPENDENCYPART_SIBL
(13,20),(13,21),-0.0634182 # DEPENDENCYPART_SIBL
(13,20),(13,22),-0.0584892 # DEPENDENCYPART_SIBL
(13,21),(13,22),0.0303775 # DEPENDENCYPART_SIBL
(14,13),(14,16),0.0199271 # DEPENDENCYPART_SIBL
(14,13),(14,17),0.05047 # DEPENDENCYPART_SIBL
(14,16),(14,17),0.0389488 # DEPENDENCYPART_SIBL
(15,10),(15,11),-0.417148 # DEPENDENCYPART_SIBL
(15,10),(15,12),0.0963955 # DEPENDENCYPART_SIBL
(15,10),(15,13),0.20759 # DEPENDENCYPART_SIBL
(15,10),(15,14),-0.417148 # DEPENDENCYPART_SIBL
(15,10),(15,18),-0.0152429 # DEPENDENCYPART_SIBL
(15,10),(15,20),0.0340956 # DEPENDENCYPART_SIBL
(15,11),(15,12),0.0129962 # DEPENDENCYPART_SIBL
(15,11),(15,13),0.138025 # DEPENDENCYPART_SIBL
(15,11),(15,14),-0.662013 # DEPENDENCYPART_SIBL
(15,11),(15,18),-0.0807166 # DEPENDENCYPART_SIBL
(15,11),(15,20),-0.00331961 # DEPENDENCYPART_SIBL
(15,12),(15,13),0.794005 # DEPENDENCYPART_SIBL
(15,12),(15,14),-0.317123 # DEPENDENCYPART_SIBL
(15,12),(15,18),-0.0107932 # DEPENDENCYPART_SIBL
(15,12),(15,20),0.00337853 # DEPENDENCYPART_SIBL
(15,13),(15,14),-0.38659 # DEPENDENCYPART_SIBL
(15,13),(15,18),-0.0194749 # DEPENDENCYPART_SIBL
(15,13),(15,20),-0.00798823 # DEPENDENCYPART_SIBL
(15,14),(15,18),-0.0807166 # DEPENDENCYPART_SIBL
(15,14),(15,20),-0.00331961 # DEPENDENCYPART_SIBL
(15,18),(15,20),0.0428736 # DEPENDENCYPART_SIBL
(16,3),(16,4),0.122655 # DEPENDENCYPART_SIBL
(16,3),(16,5),0.101711 # DEPENDENCYPART_SIBL
(16,3),(16,6),0.0900942 # DEPENDENCYPART_SIBL
(16,3),(16,7),0.036275 # DEPENDENCYPART_SIBL
(16,3),(16,8),0.0521486 # DEPENDENCYPART_SIBL
(16,3),(16,9),0.216062 # DEPENDENCYPART_SIBL
(16,3),(16,10),0.153189 # DEPENDENCYPART_SIBL
(16,3),(16,11),-0.0488551 # DEPENDENCYPART_SIBL
(16,3),(16,12),0.0536145 # DEPENDENCYPART_SIBL
(16,3),(16,13),0.0792269 # DEPENDENCYPART_SIBL
(16,3),(16,14),-0.0488551 # DEPENDENCYPART_SIBL
(16,3),(16,15),0.0536145 # DEPENDENCYPART_SIBL
(16,3),(16,17),0.106547 # DEPENDENCYPART_SIBL
(16,3),(16,18),0.00779138 # DEPENDENCYPART_SIBL
(16,3),(16,20),0.168785 # DEPENDENCYPART_SIBL
(16,3),(16,21),0.00943723 # DEPENDENCYPART_SIBL
(16,3),(16,22),0.0788592 # DEPENDENCYPART_SIBL
(16,4),(16,5),0.154653 # DEPENDENCYPART_SIBL
(16,4),(16,6),0.098294 # DEPENDENCYPART_SIBL
(16,4),(16,7),0.0373648 # DEPENDENCYPART_SIBL
(16,4),(16,8),0.119384 # DEPENDENCYPART_SIBL
(16,4),(16,9),0.0828084 # DEPENDENCYPART_SIBL
(16,4),(16,10),0.165263 # DEPENDENCYPART_SIBL
(16,4),(16,11),-0.0489706 # DEPENDENCYPART_SIBL
(16,4),(16,12),0.116122 # DEPENDENCYPART_SIBL
(16,4),(16,13),0.0110543 # DEPENDENCYPART_SIBL
(16,4),(16,14),-0.0489706 # DEPENDENCYPART_SIBL
(16,4),(16,15),0.116122 # DEPENDENCYPART_SIBL
(16,4),(16,17),0.111543 # DEPENDENCYPART_SIBL
(16,4),(16,18),0.0227283 # DEPENDENCYPART_SIBL
(16,4),(16,20),0.16659 # DEPENDENCYPART_SIBL
(16,4),(16,21),0.0583045 # DEPENDENCYPART_SIBL
(16,4),(16,22),0.134013 # DEPENDENCYPART_SIBL
(16,5),(16,6),0.0553367 # DEPENDENCYPART_SIBL
(16,5),(16,7),0.020202 # DEPENDENCYPART_SIBL
(16,5),(16,8),0.102924 # DEPENDENCYPART_SIBL
(16,5),(16,9),0.0781564 # DEPENDENCYPART_SIBL
(16,5),(16,10),0.113849 # DEPENDENCYPART_SIBL
(16,5),(16,11),-0.0652527 # DEPENDENCYPART_SIBL
(16,5),(16,12),0.101009 # DEPENDENCYPART_SIBL
(16,5),(16,13),-0.0187367 # DEPENDENCYPART_SIBL
(16,5),(16,14),-0.0652527 # DEPENDENCYPART_SIBL
(16,5),(16,15),0.101009 # DEPENDENCYPART_SIBL
(16,5),(16,17),0.0954194 # DEPENDENCYPART_SIBL
(16,5),(16,18),0.000395812 # DEPENDENCYPART_SIBL
(16,5),(16,20),0.169596 # DEPENDENCYPART_SIBL
(16,5),(16,21),0.0332786 # DEPENDENCYPART_SIBL
(16,5),(16,22),0.093226 # DEPENDENCYPART_SIBL
(16,6),(16,7),0.0219098 # DEPENDENCYPART_SIBL
(16,6),(16,8),0.0965734 # DEPENDENCYPART_SIBL
(16,6),(16,9),0.0897334 # DEPENDENCYPART_SIBL
(16,6),(16,10),0.0997502 # DEPENDENCYPART_SIBL
(16,6),(16,11),-0.0615313 # DEPENDENCYPART_SIBL
(16,6),(16,12),0.0932907 # DEPENDENCYPART_SIBL
(16,6),(16,13),-0.000654101 # DEPENDENCYPART_SIBL
(16,6),(16,14),-0.0615313 # DEPENDENCYPART_SIBL
(16,6),(16,15),0.0932907 # DEPENDENCYPART_SIBL
(16,6),(16,17),0.105874 # DEPENDENCYPART_SIBL
(16,6),(16,18),0.000249614 # DEPENDENCYPART_SIBL
(16,6),(16,20),0.143724 # DEPENDENCYPART_SIBL
(16,6),(16,21),0.0352685 # DEPENDENCYPART_SIBL
(16,6),(16,22),0.0766217 # DEPENDENCYPART_SIBL
(16,7),(16,8),0.0188035 # DEPENDENCYPART_SIBL
(16,7),(16,9),0.267251 # DEPENDENCYPART_SIBL
(16,7),(16,10),0.0403532 # DEPENDENCYPART_SIBL
(16,7),(16,11),-0.0672003 # DEPENDENCYPART_SIBL
(16,7),(16,12),0.0165363 # DEPENDENCYPART_SIBL
(16,7),(16,13),1.35875e-05 # DEPENDENCYPART_SIBL
(16,7),(16,14),-0.0672003 # DEPENDENCYPART_SIBL
(16,7),(16,15),0.0165363 # DEPENDENCYPART_SIBL
(16,7),(16,17),0.0278224 # DEPENDENCYPART_SIBL
(16,7),(16,18),-0.0168382 # DEPENDENCYPART_SIBL
(16,7),(16,20),-0.0138631 # DEPENDENCYPART_SIBL
(16,7),(16,21),-0.00651008 # DEPENDENCYPART_SIBL
(16,7),(16,22),0.0218177 # DEPENDENCYPART_SIBL
(16,8),(16,9),0.199335 # DEPENDENCYPART_SIBL
(16,8),(16,10),0.146089 # DEPENDENCYPART_SIBL
(16,8),(16,11),-0.0553146 # DEPENDENCYPART_SIBL
(16,8),(16,12),0.0429254 # DEPENDENCYPART_SIBL
(16,8),(16,13),0.0639973 # DEPENDENCYPART_SIBL
(16,8),(16,14),-0.0553146 # DEPENDENCYPART_SIBL
(16,8),(16,15),0.0429254 # DEPENDENCYPART_SIBL
(16,8),(16,17),0.100212 # DEPENDENCYPART_SIBL
(16,8),(16,18),0.00613159 # DEPENDENCYPART_SIBL
(16,8),(16,20),0.173216 # DEPENDENCYPART_SIBL
(16,8),(16,21),0.00771827 # DEPENDENCYPART_SIBL
(16,8),(16,22),0.075257 # DEPENDENCYPART_SIBL
(16,9),(16,10),0.142556 # DEPENDENCYPART_SIBL
(16,9),(16,11),-0.0607685 # DEPENDENCYPART_SIBL
(16,9),(16,12),0.0791384 # DEPENDENCYPART_SIBL
(16,9),(16,13),0.0336015 # DEPENDENCYPART_SIBL
(16,9),(16,14),-0.0607685 # DEPENDENCYPART_SIBL
(16,9),(16,15),0.0791384 # DEPENDENCYPART_SIBL
(16,9),(16,17),0.0532847 # DEPENDENCYPART_SIBL
(16,9),(16,18),0.0076834 # DEPENDENCYPART_SIBL
(16,9),(16,20),0.0665909 # DEPENDENCYPART_SIBL
(16,9),(16,21),0.00261604 # DEPENDENCYPART_SIBL
(16,9),(16,22),0.0859528 # DEPENDENCYPART_SIBL
(16,10),(16,11),-0.0454569 # DEPENDENCYPART_SIBL
(16,10),(16,12),0.184648 # DEPENDENCYPART_SIBL
(16,10),(16,13),0.030747 # DEPENDENCYPART_SIBL
(16,10),(16,14),-0.0454569 # DEPENDENCYPART_SIBL
(16,10),(16,15),0.184648 # DEPENDENCYPART_SIBL
(16,10),(16,17),0.104972 # DEPENDENCYPART_SIBL
(16,10),(16,18),-0.0076714 # DEPENDENCYPART_SIBL
(16,10),(16,20),0.162393 # DEPENDENCYPART_SIBL
(16,10),(16,21),0.0278265 # DEPENDENCYPART_SIBL
(16,10),(16,22),0.0495765 # DEPENDENCYPART_SIBL
(16,11),(16,12),0.0391508 # DEPENDENCYPART_SIBL
(16,11),(16,13),-0.0855733 # DEPENDENCYPART_SIBL
(16,11),(16,14),-0.159886 # DEPENDENCYPART_SIBL
(16,11),(16,15),0.0391508 # DEPENDENCYPART_SIBL
(16,11),(16,17),0.0276708 # DEPENDENCYPART_SIBL
(16,11),(16,18),-0.05648 # DEPENDENCYPART_SIBL
(16,11),(16,20),0.0344946 # DEPENDENCYPART_SIBL
(16,11),(16,21),-0.0442478 # DEPENDENCYPART_SIBL
(16,11),(16,22),-0.0858304 # DEPENDENCYPART_SIBL
(16,12),(16,13),0.0792269 # DEPENDENCYPART_SIBL
(16,12),(16,14),-0.0488551 # DEPENDENCYPART_SIBL
(16,12),(16,15),0.0536145 # DEPENDENCYPART_SIBL
(16,12),(16,17),0.106547 # DEPENDENCYPART_SIBL
(16,12),(16,18),0.00779138 # DEPENDENCYPART_SIBL
(16,12),(16,20),0.168785 # DEPENDENCYPART_SIBL
(16,12),(16,21),0.00943723 # DEPENDENCYPART_SIBL
(16,12),(16,22),0.0788592 # DEPENDENCYPART_SIBL
(16,13),(16,14),-0.0678957 # DEPENDENCYPART_SIBL
(16,13),(16,15),0.0776869 # DEPENDENCYPART_SIBL
(16,13),(16,17),0.0928348 # DEPENDENCYPART_SIBL
(16,13),(16,18),0.00964227 # DEPENDENCYPART_SIBL
(16,13),(16,20),0.0441099 # DEPENDENCYPART_SIBL
(16,13),(16,21),0.0175084 # DEPENDENCYPART_SIBL
(16,13),(16,22),0.061471 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.0391508 # DEPENDENCYPART_SIBL
(16,14),(16,17),0.0276708 # DEPENDENCYPART_SIBL
(16,14),(16,18),-0.05648 # DEPENDENCYPART_SIBL
(16,14),(16,20),0.0344946 # DEPENDENCYPART_SIBL
(16,14),(16,21),-0.0442478 # DEPENDENCYPART_SIBL
(16,14),(16,22),-0.0858304 # DEPENDENCYPART_SIBL
(16,15),(16,17),0.106547 # DEPENDENCYPART_SIBL
(16,15),(16,18),0.00779138 # DEPENDENCYPART_SIBL
(16,15),(16,20),0.168785 # DEPENDENCYPART_SIBL
(16,15),(16,21),0.00943723 # DEPENDENCYPART_SIBL
(16,15),(16,22),0.0788592 # DEPENDENCYPART_SIBL
(16,17),(16,18),0.126512 # DEPENDENCYPART_SIBL
(16,17),(16,20),0.108991 # DEPENDENCYPART_SIBL
(16,17),(16,21),0.158325 # DEPENDENCYPART_SIBL
(16,17),(16,22),0.0480349 # DEPENDENCYPART_SIBL
(16,18),(16,20),-0.0342831 # DEPENDENCYPART_SIBL
(16,18),(16,21),-0.0740259 # DEPENDENCYPART_SIBL
(16,18),(16,22),-0.0364146 # DEPENDENCYPART_SIBL
(16,20),(16,21),-0.0040157 # DEPENDENCYPART_SIBL
(16,20),(16,22),0.0425335 # DEPENDENCYPART_SIBL
(16,21),(16,22),-0.0041599 # DEPENDENCYPART_SIBL
(18,7),(18,8),0.12933 # DEPENDENCYPART_SIBL
(18,7),(18,9),0.456087 # DEPENDENCYPART_SIBL
(18,7),(18,10),0.151318 # DEPENDENCYPART_SIBL
(18,7),(18,12),0.123355 # DEPENDENCYPART_SIBL
(18,7),(18,13),0.177193 # DEPENDENCYPART_SIBL
(18,7),(18,15),0.123355 # DEPENDENCYPART_SIBL
(18,7),(18,16),0.120439 # DEPENDENCYPART_SIBL
(18,7),(18,17),0.456087 # DEPENDENCYPART_SIBL
(18,7),(18,20),0.135554 # DEPENDENCYPART_SIBL
(18,7),(18,22),0.11209 # DEPENDENCYPART_SIBL
(18,8),(18,9),0.230948 # DEPENDENCYPART_SIBL
(18,8),(18,10),0.119919 # DEPENDENCYPART_SIBL
(18,8),(18,12),0.0624139 # DEPENDENCYPART_SIBL
(18,8),(18,13),0.285147 # DEPENDENCYPART_SIBL
(18,8),(18,15),0.0624139 # DEPENDENCYPART_SIBL
(18,8),(18,16),0.170207 # DEPENDENCYPART_SIBL
(18,8),(18,17),0.230948 # DEPENDENCYPART_SIBL
(18,8),(18,20),0.168635 # DEPENDENCYPART_SIBL
(18,8),(18,22),0.0246872 # DEPENDENCYPART_SIBL
(18,9),(18,10),0.0384547 # DEPENDENCYPART_SIBL
(18,9),(18,12),0.0224794 # DEPENDENCYPART_SIBL
(18,9),(18,13),0.155005 # DEPENDENCYPART_SIBL
(18,9),(18,15),0.0224794 # DEPENDENCYPART_SIBL
(18,9),(18,16),0.0676964 # DEPENDENCYPART_SIBL
(18,9),(18,17),0.0883679 # DEPENDENCYPART_SIBL
(18,9),(18,20),0.0833692 # DEPENDENCYPART_SIBL
(18,9),(18,22),0.00958973 # DEPENDENCYPART_SIBL
(18,10),(18,12),0.302287 # DEPENDENCYPART_SIBL
(18,10),(18,13),0.18903 # DEPENDENCYPART_SIBL
(18,10),(18,15),0.302287 # DEPENDENCYPART_SIBL
(18,10),(18,16),0.307567 # DEPENDENCYPART_SIBL
(18,10),(18,17),0.10188 # DEPENDENCYPART_SIBL
(18,10),(18,20),0.25343 # DEPENDENCYPART_SIBL
(18,10),(18,22),0.097167 # DEPENDENCYPART_SIBL
(18,12),(18,13),0.291351 # DEPENDENCYPART_SIBL
(18,12),(18,15),0.0649218 # DEPENDENCYPART_SIBL
(18,12),(18,16),0.17569 # DEPENDENCYPART_SIBL
(18,12),(18,17),0.237986 # DEPENDENCYPART_SIBL
(18,12),(18,20),0.156542 # DEPENDENCYPART_SIBL
(18,12),(18,22),0.011632 # DEPENDENCYPART_SIBL
(18,13),(18,15),0.15995 # DEPENDENCYPART_SIBL
(18,13),(18,16),0.0440717 # DEPENDENCYPART_SIBL
(18,13),(18,17),0.141804 # DEPENDENCYPART_SIBL
(18,13),(18,20),0.100694 # DEPENDENCYPART_SIBL
(18,13),(18,22),0.00348933 # DEPENDENCYPART_SIBL
(18,15),(18,16),0.17569 # DEPENDENCYPART_SIBL
(18,15),(18,17),0.237986 # DEPENDENCYPART_SIBL
(18,15),(18,20),0.156542 # DEPENDENCYPART_SIBL
(18,15),(18,22),0.011632 # DEPENDENCYPART_SIBL
(18,16),(18,17),0.180432 # DEPENDENCYPART_SIBL
(18,16),(18,20),0.15694 # DEPENDENCYPART_SIBL
(18,16),(18,22),0.0955997 # DEPENDENCYPART_SIBL
(18,17),(18,20),0.0833692 # DEPENDENCYPART_SIBL
(18,17),(18,22),0.00958973 # DEPENDENCYPART_SIBL
(18,20),(18,22),0.0372624 # DEPENDENCYPART_SIBL
(20,11),(20,12),0.0129962 # DEPENDENCYPART_SIBL
(20,11),(20,13),0.138025 # DEPENDENCYPART_SIBL
(20,11),(20,14),-0.662013 # DEPENDENCYPART_SIBL
(20,11),(20,15),0.0129962 # DEPENDENCYPART_SIBL
(20,11),(20,16),0.0280396 # DEPENDENCYPART_SIBL
(20,11),(20,17),0.190771 # DEPENDENCYPART_SIBL
(20,11),(20,18),-0.0248363 # DEPENDENCYPART_SIBL
(20,11),(20,19),-0.567434 # DEPENDENCYPART_SIBL
(20,12),(20,13),0.794005 # DEPENDENCYPART_SIBL
(20,12),(20,14),-0.317123 # DEPENDENCYPART_SIBL
(20,12),(20,15),-0.018106 # DEPENDENCYPART_SIBL
(20,12),(20,16),0.354824 # DEPENDENCYPART_SIBL
(20,12),(20,17),0.641687 # DEPENDENCYPART_SIBL
(20,12),(20,18),0.167076 # DEPENDENCYPART_SIBL
(20,12),(20,19),-0.269111 # DEPENDENCYPART_SIBL
(20,13),(20,14),-0.38659 # DEPENDENCYPART_SIBL
(20,13),(20,15),0.102991 # DEPENDENCYPART_SIBL
(20,13),(20,16),-0.0837862 # DEPENDENCYPART_SIBL
(20,13),(20,17),-0.0394076 # DEPENDENCYPART_SIBL
(20,13),(20,18),-0.0481948 # DEPENDENCYPART_SIBL
(20,13),(20,19),-0.291422 # DEPENDENCYPART_SIBL
(20,14),(20,15),0.0129962 # DEPENDENCYPART_SIBL
(20,14),(20,16),0.0280396 # DEPENDENCYPART_SIBL
(20,14),(20,17),0.190771 # DEPENDENCYPART_SIBL
(20,14),(20,18),-0.0248363 # DEPENDENCYPART_SIBL
(20,14),(20,19),-0.567434 # DEPENDENCYPART_SIBL
(20,15),(20,16),0.354824 # DEPENDENCYPART_SIBL
(20,15),(20,17),0.641687 # DEPENDENCYPART_SIBL
(20,15),(20,18),0.167076 # DEPENDENCYPART_SIBL
(20,15),(20,19),-0.269111 # DEPENDENCYPART_SIBL
(20,16),(20,17),-0.0113041 # DEPENDENCYPART_SIBL
(20,16),(20,18),-0.0441713 # DEPENDENCYPART_SIBL
(20,16),(20,19),-0.315329 # DEPENDENCYPART_SIBL
(20,17),(20,18),-0.0025842 # DEPENDENCYPART_SIBL
(20,17),(20,19),-0.273529 # DEPENDENCYPART_SIBL
(20,18),(20,19),-0.385231 # DEPENDENCYPART_SIBL
(21,3),(21,8),0.0770436 # DEPENDENCYPART_SIBL
(21,3),(21,9),0.367034 # DEPENDENCYPART_SIBL
(21,3),(21,12),0.0750037 # DEPENDENCYPART_SIBL
(21,3),(21,15),0.0750037 # DEPENDENCYPART_SIBL
(21,3),(21,17),0.367034 # DEPENDENCYPART_SIBL
(21,3),(21,18),0.275093 # DEPENDENCYPART_SIBL
(21,3),(21,20),0.0750037 # DEPENDENCYPART_SIBL
(21,3),(21,22),0.101702 # DEPENDENCYPART_SIBL
(21,8),(21,9),0.358197 # DEPENDENCYPART_SIBL
(21,8),(21,12),0.0707075 # DEPENDENCYPART_SIBL
(21,8),(21,15),0.0707075 # DEPENDENCYPART_SIBL
(21,8),(21,17),0.358197 # DEPENDENCYPART_SIBL
(21,8),(21,18),0.273406 # DEPENDENCYPART_SIBL
(21,8),(21,20),0.0707075 # DEPENDENCYPART_SIBL
(21,8),(21,22),0.113052 # DEPENDENCYPART_SIBL
(21,9),(21,12),0.00748133 # DEPENDENCYPART_SIBL
(21,9),(21,15),0.00748133 # DEPENDENCYPART_SIBL
(21,9),(21,17),0.200028 # DEPENDENCYPART_SIBL
(21,9),(21,18),0.124317 # DEPENDENCYPART_SIBL
(21,9),(21,20),0.00748133 # DEPENDENCYPART_SIBL
(21,9),(21,22),0.0642981 # DEPENDENCYPART_SIBL
(21,12),(21,15),0.0750037 # DEPENDENCYPART_SIBL
(21,12),(21,17),0.367034 # DEPENDENCYPART_SIBL
(21,12),(21,18),0.275093 # DEPENDENCYPART_SIBL
(21,12),(21,20),0.0750037 # DEPENDENCYPART_SIBL
(21,12),(21,22),0.101702 # DEPENDENCYPART_SIBL
(21,15),(21,17),0.367034 # DEPENDENCYPART_SIBL
(21,15),(21,18),0.275093 # DEPENDENCYPART_SIBL
(21,15),(21,20),0.0750037 # DEPENDENCYPART_SIBL
(21,15),(21,22),0.101702 # DEPENDENCYPART_SIBL
(21,17),(21,18),0.124317 # DEPENDENCYPART_SIBL
(21,17),(21,20),0.00748133 # DEPENDENCYPART_SIBL
(21,17),(21,22),0.0642981 # DEPENDENCYPART_SIBL
(21,18),(21,20),0.275405 # DEPENDENCYPART_SIBL
(21,18),(21,22),0.253488 # DEPENDENCYPART_SIBL
(21,20),(21,22),0.101702 # DEPENDENCYPART_SIBL
(0,3),(3,1),0.0378092 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),0.255801 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),0.50372 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),0.257875 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),0.866262 # DEPENDENCYPART_GRANDPAR
(0,3),(3,18),0.0927 # DEPENDENCYPART_GRANDPAR
(0,3),(3,22),1.92152 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),0.431065 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),0.420811 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),0.108975 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),0.600094 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),-0.104757 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),0.36063 # DEPENDENCYPART_GRANDPAR
(0,4),(4,10),0.126212 # DEPENDENCYPART_GRANDPAR
(0,4),(4,13),0.176449 # DEPENDENCYPART_GRANDPAR
(0,4),(4,16),0.0591626 # DEPENDENCYPART_GRANDPAR
(0,4),(4,17),0.426129 # DEPENDENCYPART_GRANDPAR
(0,4),(4,20),-0.453692 # DEPENDENCYPART_GRANDPAR
(0,4),(4,22),1.66974 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),0.467442 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),0.463287 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),0.627753 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),0.679152 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),0.00272935 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),0.463604 # DEPENDENCYPART_GRANDPAR
(0,5),(5,10),0.197938 # DEPENDENCYPART_GRANDPAR
(0,5),(5,12),-0.228391 # DEPENDENCYPART_GRANDPAR
(0,5),(5,13),0.255933 # DEPENDENCYPART_GRANDPAR
