# _root_ Olyanok is egyszerűen együtt élnek csak , akiknek semmi kifogásuk sincs sem az egyházi , sem a világi esküvő ellen — írja Trost .
#goldHeads=5,5,5,5,22,5,5,11,10,11,1,11,11,13,11,11,19,19,20,11,22,0,22,22,
#predictedHeads=5,5,5,5,22,5,5,11,10,11,22,11,14,11,22,22,19,19,20,22,22,0,22,22,
(0,22),(22,12),0.397032 # DEPENDENCYPART_GRANDPAR
(0,22),(22,13),-0.462201 # DEPENDENCYPART_GRANDPAR
(0,22),(22,14),-0.170309 # DEPENDENCYPART_GRANDPAR
(0,22),(22,15),-0.131978 # DEPENDENCYPART_GRANDPAR
(0,22),(22,16),0.702072 # DEPENDENCYPART_GRANDPAR
(0,22),(22,17),-1.14372 # DEPENDENCYPART_GRANDPAR
(0,22),(22,18),-0.463702 # DEPENDENCYPART_GRANDPAR
(0,22),(22,19),-0.517011 # DEPENDENCYPART_GRANDPAR
(0,22),(22,20),-0.548184 # DEPENDENCYPART_GRANDPAR
(0,22),(22,21),0.611245 # DEPENDENCYPART_GRANDPAR
(0,22),(22,23),0.304619 # DEPENDENCYPART_GRANDPAR
(0,22),(22,24),2.5592 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.545379 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),-0.0292016 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),-0.281621 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),-0.692127 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),-0.292928 # DEPENDENCYPART_GRANDPAR
(1,2),(2,7),-0.187275 # DEPENDENCYPART_GRANDPAR
(1,2),(2,11),-0.463547 # DEPENDENCYPART_GRANDPAR
(1,2),(2,16),-0.161715 # DEPENDENCYPART_GRANDPAR
(1,2),(2,20),-0.114732 # DEPENDENCYPART_GRANDPAR
(1,2),(2,21),-0.173725 # DEPENDENCYPART_GRANDPAR
(1,2),(2,22),-0.307637 # DEPENDENCYPART_GRANDPAR
(1,2),(2,24),-0.876815 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-0.456633 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),-0.317167 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.137692 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.570502 # DEPENDENCYPART_GRANDPAR
(1,3),(3,9),-0.197857 # DEPENDENCYPART_GRANDPAR
(1,3),(3,10),-0.0322205 # DEPENDENCYPART_GRANDPAR
(1,3),(3,11),-0.339813 # DEPENDENCYPART_GRANDPAR
(1,3),(3,22),-0.178961 # DEPENDENCYPART_GRANDPAR
(1,3),(3,24),-0.886806 # DEPENDENCYPART_GRANDPAR
(1,4),(4,2),-0.274076 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),0.036608 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),-0.214421 # DEPENDENCYPART_GRANDPAR
(1,4),(4,22),-0.208032 # DEPENDENCYPART_GRANDPAR
(1,4),(4,24),-0.920874 # DEPENDENCYPART_GRANDPAR
(1,5),(5,1),-0.338924 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,5),(5,2),-0.126032 # DEPENDENCYPART_GRANDPAR
(1,5),(5,3),0.202871 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),-0.0748059 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),-0.0746797 # DEPENDENCYPART_GRANDPAR
(1,5),(5,7),-0.0310292 # DEPENDENCYPART_GRANDPAR
(1,5),(5,8),0.222151 # DEPENDENCYPART_GRANDPAR
(1,5),(5,9),-0.135008 # DEPENDENCYPART_GRANDPAR
(1,5),(5,10),0.0593323 # DEPENDENCYPART_GRANDPAR
(1,5),(5,11),-0.23408 # DEPENDENCYPART_GRANDPAR
(1,5),(5,12),0.0234821 # DEPENDENCYPART_GRANDPAR
(1,5),(5,13),-0.0250794 # DEPENDENCYPART_GRANDPAR
(1,5),(5,14),0.0681759 # DEPENDENCYPART_GRANDPAR
(1,5),(5,15),-0.0104435 # DEPENDENCYPART_GRANDPAR
(1,5),(5,16),-0.036094 # DEPENDENCYPART_GRANDPAR
(1,5),(5,18),0.0267459 # DEPENDENCYPART_GRANDPAR
(1,5),(5,20),0.0532446 # DEPENDENCYPART_GRANDPAR
(1,5),(5,21),-0.0837957 # DEPENDENCYPART_GRANDPAR
(1,5),(5,22),-0.0784211 # DEPENDENCYPART_GRANDPAR
(1,5),(5,23),-0.289568 # DEPENDENCYPART_GRANDPAR
(1,5),(5,24),-0.790864 # DEPENDENCYPART_GRANDPAR
(1,6),(6,3),0.0304763 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),-0.179576 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),-0.562704 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),-0.111477 # DEPENDENCYPART_GRANDPAR
(1,6),(6,10),-0.084585 # DEPENDENCYPART_GRANDPAR
(1,6),(6,11),-0.370765 # DEPENDENCYPART_GRANDPAR
(1,6),(6,20),-0.0718278 # DEPENDENCYPART_GRANDPAR
(1,6),(6,22),-0.212353 # DEPENDENCYPART_GRANDPAR
(1,6),(6,24),-0.903569 # DEPENDENCYPART_GRANDPAR
(1,8),(8,10),-0.0679502 # DEPENDENCYPART_GRANDPAR
(1,8),(8,12),-0.127182 # DEPENDENCYPART_GRANDPAR
(1,8),(8,14),-0.0291983 # DEPENDENCYPART_GRANDPAR
(1,8),(8,19),-0.191747 # DEPENDENCYPART_GRANDPAR
(1,10),(10,1),-0.420803 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,10),(10,5),-0.507345 # DEPENDENCYPART_GRANDPAR
(1,10),(10,6),-0.147529 # DEPENDENCYPART_GRANDPAR
(1,10),(10,7),0.0472573 # DEPENDENCYPART_GRANDPAR
(1,10),(10,8),0.189289 # DEPENDENCYPART_GRANDPAR
(1,10),(10,9),-0.165321 # DEPENDENCYPART_GRANDPAR
(1,10),(10,20),-0.0536564 # DEPENDENCYPART_GRANDPAR
(1,11),(11,1),-0.381978 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,11),(11,2),-0.155321 # DEPENDENCYPART_GRANDPAR
(1,11),(11,3),0.177993 # DEPENDENCYPART_GRANDPAR
(1,11),(11,4),-0.116059 # DEPENDENCYPART_GRANDPAR
(1,11),(11,5),-0.493202 # DEPENDENCYPART_GRANDPAR
(1,11),(11,6),-0.0996666 # DEPENDENCYPART_GRANDPAR
(1,11),(11,7),-0.0668244 # DEPENDENCYPART_GRANDPAR
(1,11),(11,8),0.242619 # DEPENDENCYPART_GRANDPAR
(1,11),(11,9),-0.135186 # DEPENDENCYPART_GRANDPAR
(1,11),(11,10),0.0705878 # DEPENDENCYPART_GRANDPAR
(1,11),(11,12),0.0324079 # DEPENDENCYPART_GRANDPAR
(1,11),(11,13),-0.0310001 # DEPENDENCYPART_GRANDPAR
(1,11),(11,14),0.062047 # DEPENDENCYPART_GRANDPAR
(1,11),(11,15),-0.00236521 # DEPENDENCYPART_GRANDPAR
(1,11),(11,16),-0.0271683 # DEPENDENCYPART_GRANDPAR
(1,11),(11,17),0.0200486 # DEPENDENCYPART_GRANDPAR
(1,11),(11,18),0.0206169 # DEPENDENCYPART_GRANDPAR
(1,11),(11,19),-0.0769612 # DEPENDENCYPART_GRANDPAR
(1,11),(11,20),0.0479711 # DEPENDENCYPART_GRANDPAR
(1,11),(11,21),-0.0803642 # DEPENDENCYPART_GRANDPAR
(1,11),(11,22),-0.084392 # DEPENDENCYPART_GRANDPAR
(1,11),(11,23),-0.302065 # DEPENDENCYPART_GRANDPAR
(1,11),(11,24),-0.795288 # DEPENDENCYPART_GRANDPAR
(1,12),(12,1),-0.540914 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,12),(12,2),-0.383096 # DEPENDENCYPART_GRANDPAR
(1,12),(12,3),-0.0366987 # DEPENDENCYPART_GRANDPAR
(1,12),(12,4),-0.269209 # DEPENDENCYPART_GRANDPAR
(1,12),(12,5),-0.633515 # DEPENDENCYPART_GRANDPAR
(1,12),(12,6),-0.230992 # DEPENDENCYPART_GRANDPAR
(1,12),(12,7),-0.194806 # DEPENDENCYPART_GRANDPAR
(1,12),(12,8),0.0621461 # DEPENDENCYPART_GRANDPAR
(1,12),(12,9),-0.298916 # DEPENDENCYPART_GRANDPAR
(1,12),(12,10),-0.0834642 # DEPENDENCYPART_GRANDPAR
(1,12),(12,11),-0.406321 # DEPENDENCYPART_GRANDPAR
(1,12),(12,13),-0.15162 # DEPENDENCYPART_GRANDPAR
(1,12),(12,14),-0.0648852 # DEPENDENCYPART_GRANDPAR
(1,12),(12,15),-0.14252 # DEPENDENCYPART_GRANDPAR
(1,12),(12,16),-0.157705 # DEPENDENCYPART_GRANDPAR
(1,12),(12,18),-0.106258 # DEPENDENCYPART_GRANDPAR
(1,12),(12,19),-0.252446 # DEPENDENCYPART_GRANDPAR
(1,12),(12,20),-0.108716 # DEPENDENCYPART_GRANDPAR
(1,12),(12,21),-0.151088 # DEPENDENCYPART_GRANDPAR
(1,12),(12,22),-0.284427 # DEPENDENCYPART_GRANDPAR
(1,12),(12,23),-0.47755 # DEPENDENCYPART_GRANDPAR
(1,12),(12,24),-0.876711 # DEPENDENCYPART_GRANDPAR
(1,14),(14,1),-0.456649 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,14),(14,8),0.153443 # DEPENDENCYPART_GRANDPAR
(1,14),(14,11),-0.340635 # DEPENDENCYPART_GRANDPAR
(1,14),(14,12),-0.06927 # DEPENDENCYPART_GRANDPAR
(1,14),(14,13),-0.0711854 # DEPENDENCYPART_GRANDPAR
(1,14),(14,15),-0.0284498 # DEPENDENCYPART_GRANDPAR
(1,16),(16,1),-0.540914 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,16),(16,2),-0.383096 # DEPENDENCYPART_GRANDPAR
(1,16),(16,3),-0.0366987 # DEPENDENCYPART_GRANDPAR
(1,16),(16,4),-0.269209 # DEPENDENCYPART_GRANDPAR
(1,16),(16,5),-0.633515 # DEPENDENCYPART_GRANDPAR
(1,16),(16,6),-0.230992 # DEPENDENCYPART_GRANDPAR
(1,16),(16,7),-0.194806 # DEPENDENCYPART_GRANDPAR
(1,16),(16,10),-0.0834642 # DEPENDENCYPART_GRANDPAR
(1,16),(16,11),-0.406321 # DEPENDENCYPART_GRANDPAR
(1,16),(16,12),-0.141572 # DEPENDENCYPART_GRANDPAR
(1,16),(16,13),-0.122185 # DEPENDENCYPART_GRANDPAR
(1,16),(16,14),-0.0658082 # DEPENDENCYPART_GRANDPAR
(1,16),(16,15),-0.17422 # DEPENDENCYPART_GRANDPAR
(1,16),(16,17),-0.103809 # DEPENDENCYPART_GRANDPAR
(1,16),(16,18),-0.106258 # DEPENDENCYPART_GRANDPAR
(1,16),(16,19),-0.252446 # DEPENDENCYPART_GRANDPAR
(1,16),(16,20),-0.108716 # DEPENDENCYPART_GRANDPAR
(1,16),(16,21),-0.151088 # DEPENDENCYPART_GRANDPAR
(1,16),(16,22),-0.284427 # DEPENDENCYPART_GRANDPAR
(1,16),(16,23),-0.47755 # DEPENDENCYPART_GRANDPAR
(1,16),(16,24),-0.876711 # DEPENDENCYPART_GRANDPAR
(1,18),(18,8),0.15346 # DEPENDENCYPART_GRANDPAR
(1,18),(18,13),-0.0711811 # DEPENDENCYPART_GRANDPAR
(1,18),(18,17),0.0110084 # DEPENDENCYPART_GRANDPAR
(1,19),(19,9),-0.165321 # DEPENDENCYPART_GRANDPAR
(1,19),(19,13),-0.0339758 # DEPENDENCYPART_GRANDPAR
(1,19),(19,14),0.127412 # DEPENDENCYPART_GRANDPAR
(1,19),(19,15),0.067843 # DEPENDENCYPART_GRANDPAR
(1,19),(19,16),-0.0357304 # DEPENDENCYPART_GRANDPAR
(1,19),(19,17),0.0614797 # DEPENDENCYPART_GRANDPAR
(1,19),(19,18),0.0811815 # DEPENDENCYPART_GRANDPAR
(1,19),(19,21),-0.114068 # DEPENDENCYPART_GRANDPAR
(1,20),(20,2),-0.269144 # DEPENDENCYPART_GRANDPAR
(1,20),(20,7),-0.0632699 # DEPENDENCYPART_GRANDPAR
(1,20),(20,10),0.00359504 # DEPENDENCYPART_GRANDPAR
(1,20),(20,12),-0.03446 # DEPENDENCYPART_GRANDPAR
(1,20),(20,14),0.0133434 # DEPENDENCYPART_GRANDPAR
(1,20),(20,15),-0.0426843 # DEPENDENCYPART_GRANDPAR
(1,20),(20,16),-0.0940361 # DEPENDENCYPART_GRANDPAR
(1,20),(20,17),0.00333064 # DEPENDENCYPART_GRANDPAR
(1,20),(20,18),-0.0297722 # DEPENDENCYPART_GRANDPAR
(1,20),(20,19),-0.120201 # DEPENDENCYPART_GRANDPAR
(1,20),(20,21),-0.129585 # DEPENDENCYPART_GRANDPAR
(1,20),(20,23),-0.408806 # DEPENDENCYPART_GRANDPAR
(1,22),(22,1),-0.369548 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,22),(22,2),-0.142713 # DEPENDENCYPART_GRANDPAR
(1,22),(22,3),0.175788 # DEPENDENCYPART_GRANDPAR
(1,22),(22,4),-0.113631 # DEPENDENCYPART_GRANDPAR
(1,22),(22,5),-0.485489 # DEPENDENCYPART_GRANDPAR
(1,22),(22,6),-0.0973392 # DEPENDENCYPART_GRANDPAR
(1,22),(22,7),-0.0428554 # DEPENDENCYPART_GRANDPAR
(1,22),(22,8),0.255049 # DEPENDENCYPART_GRANDPAR
(1,22),(22,10),0.072376 # DEPENDENCYPART_GRANDPAR
(1,22),(22,11),-0.252413 # DEPENDENCYPART_GRANDPAR
(1,22),(22,12),0.0574114 # DEPENDENCYPART_GRANDPAR
(1,22),(22,13),-0.0386005 # DEPENDENCYPART_GRANDPAR
(1,22),(22,14),0.144408 # DEPENDENCYPART_GRANDPAR
(1,22),(22,15),-0.0222697 # DEPENDENCYPART_GRANDPAR
(1,22),(22,16),-0.00216479 # DEPENDENCYPART_GRANDPAR
(1,22),(22,17),0.0258282 # DEPENDENCYPART_GRANDPAR
(1,22),(22,18),0.101257 # DEPENDENCYPART_GRANDPAR
(1,22),(22,19),-0.0514204 # DEPENDENCYPART_GRANDPAR
(1,22),(22,20),0.0844264 # DEPENDENCYPART_GRANDPAR
(1,22),(22,21),-0.0143636 # DEPENDENCYPART_GRANDPAR
(1,22),(22,23),-0.289256 # DEPENDENCYPART_GRANDPAR
(1,22),(22,24),-0.771885 # DEPENDENCYPART_GRANDPAR
(1,23),(23,13),-0.0339758 # DEPENDENCYPART_GRANDPAR
(1,23),(23,17),0.0614797 # DEPENDENCYPART_GRANDPAR
(1,23),(23,20),0.0127686 # DEPENDENCYPART_GRANDPAR
(1,23),(23,21),-0.103907 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-0.774745 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.167302 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),-0.304577 # DEPENDENCYPART_GRANDPAR
(2,1),(1,5),-0.37898 # DEPENDENCYPART_GRANDPAR
(2,1),(1,6),-0.354552 # DEPENDENCYPART_GRANDPAR
(2,1),(1,7),-0.400222 # DEPENDENCYPART_GRANDPAR
(2,1),(1,8),-0.445079 # DEPENDENCYPART_GRANDPAR
(2,1),(1,9),-0.408391 # DEPENDENCYPART_GRANDPAR
(2,1),(1,10),-0.704127 # DEPENDENCYPART_GRANDPAR
(2,1),(1,11),-0.568142 # DEPENDENCYPART_GRANDPAR
(2,1),(1,12),-0.318636 # DEPENDENCYPART_GRANDPAR
(2,1),(1,14),-0.555706 # DEPENDENCYPART_GRANDPAR
(2,1),(1,15),-0.515813 # DEPENDENCYPART_GRANDPAR
(2,1),(1,16),-0.347505 # DEPENDENCYPART_GRANDPAR
(2,1),(1,18),-0.663195 # DEPENDENCYPART_GRANDPAR
(2,1),(1,19),-0.964854 # DEPENDENCYPART_GRANDPAR
(2,1),(1,20),-0.740463 # DEPENDENCYPART_GRANDPAR
(2,1),(1,21),-0.446028 # DEPENDENCYPART_GRANDPAR
(2,1),(1,22),-0.74329 # DEPENDENCYPART_GRANDPAR
(2,1),(1,23),-0.892823 # DEPENDENCYPART_GRANDPAR
(2,1),(1,24),-0.988108 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.366252 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.254501 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),0.170646 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),0.119078 # DEPENDENCYPART_GRANDPAR
(2,3),(3,9),0.0504157 # DEPENDENCYPART_GRANDPAR
(2,3),(3,10),-0.105746 # DEPENDENCYPART_GRANDPAR
(2,3),(3,11),-0.0704778 # DEPENDENCYPART_GRANDPAR
(2,3),(3,22),-0.24615 # DEPENDENCYPART_GRANDPAR
(2,3),(3,24),-0.597809 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.171827 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),0.29317 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),0.137592 # DEPENDENCYPART_GRANDPAR
(2,4),(4,22),-0.194562 # DEPENDENCYPART_GRANDPAR
(2,4),(4,24),-0.556866 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-0.624685 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-0.207575 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),0.200562 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),0.090141 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),0.122737 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.0467509 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),-0.0643606 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),-0.0241876 # DEPENDENCYPART_GRANDPAR
(2,5),(5,10),-0.145554 # DEPENDENCYPART_GRANDPAR
(2,5),(5,11),-0.0557024 # DEPENDENCYPART_GRANDPAR
(2,5),(5,12),0.123719 # DEPENDENCYPART_GRANDPAR
(2,5),(5,13),-0.418484 # DEPENDENCYPART_GRANDPAR
(2,5),(5,14),-0.165656 # DEPENDENCYPART_GRANDPAR
(2,5),(5,15),-0.162343 # DEPENDENCYPART_GRANDPAR
(2,5),(5,16),0.0948492 # DEPENDENCYPART_GRANDPAR
(2,5),(5,18),-0.27314 # DEPENDENCYPART_GRANDPAR
(2,5),(5,20),-0.284952 # DEPENDENCYPART_GRANDPAR
(2,5),(5,21),-0.117598 # DEPENDENCYPART_GRANDPAR
(2,5),(5,22),-0.236841 # DEPENDENCYPART_GRANDPAR
(2,5),(5,23),-0.33425 # DEPENDENCYPART_GRANDPAR
(2,5),(5,24),-0.588638 # DEPENDENCYPART_GRANDPAR
(2,6),(6,3),0.302913 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),0.275291 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),0.264914 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),0.079106 # DEPENDENCYPART_GRANDPAR
(2,6),(6,10),-0.00500647 # DEPENDENCYPART_GRANDPAR
(2,6),(6,11),0.00344578 # DEPENDENCYPART_GRANDPAR
(2,6),(6,20),-0.230444 # DEPENDENCYPART_GRANDPAR
(2,6),(6,22),-0.174665 # DEPENDENCYPART_GRANDPAR
(2,6),(6,24),-0.517472 # DEPENDENCYPART_GRANDPAR
(2,11),(11,1),-0.624975 # DEPENDENCYPART_GRANDPAR
(2,11),(11,2),-0.224567 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,11),(11,3),0.19188 # DEPENDENCYPART_GRANDPAR
(2,11),(11,4),0.0690276 # DEPENDENCYPART_GRANDPAR
(2,11),(11,5),0.0720201 # DEPENDENCYPART_GRANDPAR
(2,11),(11,6),0.0252569 # DEPENDENCYPART_GRANDPAR
(2,11),(11,7),-0.0515515 # DEPENDENCYPART_GRANDPAR
(2,11),(11,8),-0.112971 # DEPENDENCYPART_GRANDPAR
(2,11),(11,9),-0.0962867 # DEPENDENCYPART_GRANDPAR
(2,11),(11,10),-0.225395 # DEPENDENCYPART_GRANDPAR
(2,11),(11,12),0.166487 # DEPENDENCYPART_GRANDPAR
(2,11),(11,13),-0.393974 # DEPENDENCYPART_GRANDPAR
(2,11),(11,14),-0.141443 # DEPENDENCYPART_GRANDPAR
(2,11),(11,15),-0.115494 # DEPENDENCYPART_GRANDPAR
(2,11),(11,16),0.137617 # DEPENDENCYPART_GRANDPAR
(2,11),(11,17),-0.282543 # DEPENDENCYPART_GRANDPAR
(2,11),(11,18),-0.248927 # DEPENDENCYPART_GRANDPAR
(2,11),(11,19),-0.378263 # DEPENDENCYPART_GRANDPAR
(2,11),(11,20),-0.261902 # DEPENDENCYPART_GRANDPAR
(2,11),(11,21),-0.0795952 # DEPENDENCYPART_GRANDPAR
(2,11),(11,22),-0.212667 # DEPENDENCYPART_GRANDPAR
(2,11),(11,23),-0.306232 # DEPENDENCYPART_GRANDPAR
(2,11),(11,24),-0.562627 # DEPENDENCYPART_GRANDPAR
(2,16),(16,1),-0.4056 # DEPENDENCYPART_GRANDPAR
(2,16),(16,2),-0.300019 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,16),(16,3),0.255753 # DEPENDENCYPART_GRANDPAR
(2,16),(16,4),0.176968 # DEPENDENCYPART_GRANDPAR
(2,16),(16,5),0.198912 # DEPENDENCYPART_GRANDPAR
(2,16),(16,6),0.166422 # DEPENDENCYPART_GRANDPAR
(2,16),(16,7),0.0655548 # DEPENDENCYPART_GRANDPAR
(2,16),(16,10),-0.0880962 # DEPENDENCYPART_GRANDPAR
(2,16),(16,11),0.0107039 # DEPENDENCYPART_GRANDPAR
(2,16),(16,12),0.14927 # DEPENDENCYPART_GRANDPAR
(2,16),(16,13),-0.356533 # DEPENDENCYPART_GRANDPAR
(2,16),(16,14),-0.13292 # DEPENDENCYPART_GRANDPAR
(2,16),(16,15),-0.0500369 # DEPENDENCYPART_GRANDPAR
(2,16),(16,17),-0.327793 # DEPENDENCYPART_GRANDPAR
(2,16),(16,18),-0.276172 # DEPENDENCYPART_GRANDPAR
(2,16),(16,19),-0.368152 # DEPENDENCYPART_GRANDPAR
(2,16),(16,20),-0.302031 # DEPENDENCYPART_GRANDPAR
(2,16),(16,21),-0.0242966 # DEPENDENCYPART_GRANDPAR
(2,16),(16,22),-0.26062 # DEPENDENCYPART_GRANDPAR
(2,16),(16,23),-0.296121 # DEPENDENCYPART_GRANDPAR
(2,16),(16,24),-0.523815 # DEPENDENCYPART_GRANDPAR
(2,20),(20,2),-0.310485 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,20),(20,7),0.0483032 # DEPENDENCYPART_GRANDPAR
(2,20),(20,10),-0.136528 # DEPENDENCYPART_GRANDPAR
(2,20),(20,12),0.124102 # DEPENDENCYPART_GRANDPAR
(2,20),(20,14),-0.209223 # DEPENDENCYPART_GRANDPAR
(2,20),(20,15),-0.0672884 # DEPENDENCYPART_GRANDPAR
(2,20),(20,16),0.0952323 # DEPENDENCYPART_GRANDPAR
(2,20),(20,17),-0.388044 # DEPENDENCYPART_GRANDPAR
(2,20),(20,18),-0.316495 # DEPENDENCYPART_GRANDPAR
(2,20),(20,19),-0.397255 # DEPENDENCYPART_GRANDPAR
(2,20),(20,21),-0.053112 # DEPENDENCYPART_GRANDPAR
(2,20),(20,23),-0.289697 # DEPENDENCYPART_GRANDPAR
(2,22),(22,1),-0.624511 # DEPENDENCYPART_GRANDPAR
(2,22),(22,2),-0.235094 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,22),(22,3),0.168417 # DEPENDENCYPART_GRANDPAR
(2,22),(22,4),0.0474053 # DEPENDENCYPART_GRANDPAR
(2,22),(22,5),0.0569565 # DEPENDENCYPART_GRANDPAR
(2,22),(22,6),0.00400966 # DEPENDENCYPART_GRANDPAR
(2,22),(22,7),-0.0487968 # DEPENDENCYPART_GRANDPAR
(2,22),(22,8),-0.123835 # DEPENDENCYPART_GRANDPAR
(2,22),(22,10),-0.254002 # DEPENDENCYPART_GRANDPAR
(2,22),(22,11),-0.124787 # DEPENDENCYPART_GRANDPAR
(2,22),(22,12),0.119214 # DEPENDENCYPART_GRANDPAR
(2,22),(22,13),-0.524817 # DEPENDENCYPART_GRANDPAR
(2,22),(22,14),-0.220213 # DEPENDENCYPART_GRANDPAR
(2,22),(22,15),-0.164389 # DEPENDENCYPART_GRANDPAR
(2,22),(22,16),0.0903447 # DEPENDENCYPART_GRANDPAR
(2,22),(22,17),-0.498279 # DEPENDENCYPART_GRANDPAR
(2,22),(22,18),-0.327504 # DEPENDENCYPART_GRANDPAR
(2,22),(22,19),-0.514729 # DEPENDENCYPART_GRANDPAR
(2,22),(22,20),-0.327659 # DEPENDENCYPART_GRANDPAR
(2,22),(22,21),-0.0583176 # DEPENDENCYPART_GRANDPAR
(2,22),(22,23),-0.338348 # DEPENDENCYPART_GRANDPAR
(2,22),(22,24),-0.572668 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.308996 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-0.633284 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,4),-0.180856 # DEPENDENCYPART_GRANDPAR
(3,1),(1,5),-0.498851 # DEPENDENCYPART_GRANDPAR
(3,1),(1,6),-0.307688 # DEPENDENCYPART_GRANDPAR
(3,1),(1,7),-0.294271 # DEPENDENCYPART_GRANDPAR
(3,1),(1,8),-0.233264 # DEPENDENCYPART_GRANDPAR
(3,1),(1,9),-0.296641 # DEPENDENCYPART_GRANDPAR
(3,1),(1,10),-0.337709 # DEPENDENCYPART_GRANDPAR
(3,1),(1,11),-0.187784 # DEPENDENCYPART_GRANDPAR
(3,1),(1,12),-0.3144 # DEPENDENCYPART_GRANDPAR
(3,1),(1,14),-0.442811 # DEPENDENCYPART_GRANDPAR
(3,1),(1,15),-0.421583 # DEPENDENCYPART_GRANDPAR
(3,1),(1,16),-0.365763 # DEPENDENCYPART_GRANDPAR
(3,1),(1,18),-0.455572 # DEPENDENCYPART_GRANDPAR
(3,1),(1,19),-0.634238 # DEPENDENCYPART_GRANDPAR
(3,1),(1,20),-0.324617 # DEPENDENCYPART_GRANDPAR
(3,1),(1,21),-0.525136 # DEPENDENCYPART_GRANDPAR
(3,1),(1,22),0.0499278 # DEPENDENCYPART_GRANDPAR
(3,1),(1,23),-0.820971 # DEPENDENCYPART_GRANDPAR
(3,1),(1,24),-0.789216 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.706625 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-0.74917 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.256904 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-0.72571 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.387483 # DEPENDENCYPART_GRANDPAR
(3,2),(2,7),-0.39737 # DEPENDENCYPART_GRANDPAR
(3,2),(2,11),-0.410529 # DEPENDENCYPART_GRANDPAR
(3,2),(2,16),-0.459456 # DEPENDENCYPART_GRANDPAR
(3,2),(2,20),-0.364684 # DEPENDENCYPART_GRANDPAR
(3,2),(2,21),-0.600383 # DEPENDENCYPART_GRANDPAR
(3,2),(2,22),-0.176816 # DEPENDENCYPART_GRANDPAR
(3,2),(2,24),-0.817793 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.658457 # DEPENDENCYPART_GRANDPAR
