# _root_ Orbán egyetlen " házon belüli " kritikusa , Tölgyessy_Péter már hónapokkal ezelőtt jelezte , hogy a kormányfő megválasztása után egyfajta elnöki rendszer kiépítésébe fogott .
#goldHeads=7,7,7,5,7,7,13,13,13,13,12,13,0,13,13,17,24,19,24,22,22,23,24,13,13,
#predictedHeads=2,4,4,5,7,7,13,13,13,13,12,13,0,13,13,17,18,19,24,22,22,23,24,13,13,
(4,12),(12,22),-0.386943 # DEPENDENCYPART_GRANDPAR
(4,12),(12,24),-0.302371 # DEPENDENCYPART_GRANDPAR
(4,13),(13,1),-0.783905 # DEPENDENCYPART_GRANDPAR
(4,13),(13,2),-0.521132 # DEPENDENCYPART_GRANDPAR
(4,13),(13,3),-0.422733 # DEPENDENCYPART_GRANDPAR
(4,13),(13,4),-0.725035 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,13),(13,5),0.0216382 # DEPENDENCYPART_GRANDPAR
(4,13),(13,6),-0.221002 # DEPENDENCYPART_GRANDPAR
(4,13),(13,7),-0.450788 # DEPENDENCYPART_GRANDPAR
(4,13),(13,8),-0.409298 # DEPENDENCYPART_GRANDPAR
(4,13),(13,9),-0.383962 # DEPENDENCYPART_GRANDPAR
(4,13),(13,10),-0.187649 # DEPENDENCYPART_GRANDPAR
(4,13),(13,11),-0.344234 # DEPENDENCYPART_GRANDPAR
(4,13),(13,12),-0.201826 # DEPENDENCYPART_GRANDPAR
(4,13),(13,14),-0.285043 # DEPENDENCYPART_GRANDPAR
(4,13),(13,15),-0.220978 # DEPENDENCYPART_GRANDPAR
(4,13),(13,16),-0.486812 # DEPENDENCYPART_GRANDPAR
(4,13),(13,17),-0.352675 # DEPENDENCYPART_GRANDPAR
(4,13),(13,18),-0.502568 # DEPENDENCYPART_GRANDPAR
(4,13),(13,19),-0.33081 # DEPENDENCYPART_GRANDPAR
(4,13),(13,20),-0.644417 # DEPENDENCYPART_GRANDPAR
(4,13),(13,21),-0.660603 # DEPENDENCYPART_GRANDPAR
(4,13),(13,22),-0.369727 # DEPENDENCYPART_GRANDPAR
(4,13),(13,23),-0.715913 # DEPENDENCYPART_GRANDPAR
(4,13),(13,24),-0.351914 # DEPENDENCYPART_GRANDPAR
(4,13),(13,25),-0.786961 # DEPENDENCYPART_GRANDPAR
(4,24),(24,1),-0.783667 # DEPENDENCYPART_GRANDPAR
(4,24),(24,3),-0.422733 # DEPENDENCYPART_GRANDPAR
(4,24),(24,4),-0.724801 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,24),(24,5),0.0229886 # DEPENDENCYPART_GRANDPAR
(4,24),(24,6),-0.222861 # DEPENDENCYPART_GRANDPAR
(4,24),(24,7),-0.450554 # DEPENDENCYPART_GRANDPAR
(4,24),(24,8),-0.418004 # DEPENDENCYPART_GRANDPAR
(4,24),(24,9),-0.383729 # DEPENDENCYPART_GRANDPAR
(4,24),(24,10),-0.177269 # DEPENDENCYPART_GRANDPAR
(4,24),(24,11),-0.344001 # DEPENDENCYPART_GRANDPAR
(4,24),(24,12),-0.202009 # DEPENDENCYPART_GRANDPAR
(4,24),(24,13),-0.128117 # DEPENDENCYPART_GRANDPAR
(4,24),(24,14),-0.29795 # DEPENDENCYPART_GRANDPAR
(4,24),(24,15),-0.21556 # DEPENDENCYPART_GRANDPAR
(4,24),(24,16),-0.498234 # DEPENDENCYPART_GRANDPAR
(4,24),(24,17),-0.397132 # DEPENDENCYPART_GRANDPAR
(4,24),(24,18),-0.554218 # DEPENDENCYPART_GRANDPAR
(4,24),(24,19),-0.30031 # DEPENDENCYPART_GRANDPAR
(4,24),(24,20),-0.414367 # DEPENDENCYPART_GRANDPAR
(4,24),(24,21),-0.440185 # DEPENDENCYPART_GRANDPAR
(4,24),(24,22),-0.417038 # DEPENDENCYPART_GRANDPAR
(4,24),(24,23),-0.76756 # DEPENDENCYPART_GRANDPAR
(4,24),(24,25),-0.788209 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.124808 # DEPENDENCYPART_GRANDPAR
(5,1),(1,13),-0.243379 # DEPENDENCYPART_GRANDPAR
(5,1),(1,24),-0.487037 # DEPENDENCYPART_GRANDPAR
(5,1),(1,25),-0.966864 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.320322 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.112134 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),0.00180809 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-0.870756 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),-0.522248 # DEPENDENCYPART_GRANDPAR
(5,2),(2,7),-0.382621 # DEPENDENCYPART_GRANDPAR
(5,2),(2,8),-0.435373 # DEPENDENCYPART_GRANDPAR
(5,2),(2,13),-0.229295 # DEPENDENCYPART_GRANDPAR
(5,2),(2,24),-0.47305 # DEPENDENCYPART_GRANDPAR
(5,2),(2,25),-0.956217 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.127412 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.280774 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.0349966 # DEPENDENCYPART_GRANDPAR
(5,4),(4,6),-0.541683 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.455274 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-0.647333 # DEPENDENCYPART_GRANDPAR
(5,4),(4,12),-0.362704 # DEPENDENCYPART_GRANDPAR
(5,4),(4,13),-0.243379 # DEPENDENCYPART_GRANDPAR
(5,4),(4,24),-0.487037 # DEPENDENCYPART_GRANDPAR
(5,4),(4,25),-0.966864 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-0.712483 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-0.77209 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-0.531942 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.529616 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.464014 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),-0.134549 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.0599245 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.0613497 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.054049 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),0.249509 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),0.0211967 # DEPENDENCYPART_GRANDPAR
(5,7),(7,19),0.00394382 # DEPENDENCYPART_GRANDPAR
(5,7),(7,24),-0.0222319 # DEPENDENCYPART_GRANDPAR
(5,7),(7,25),-0.560942 # DEPENDENCYPART_GRANDPAR
(5,9),(9,2),-0.77209 # DEPENDENCYPART_GRANDPAR
(5,9),(9,3),-0.531942 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),-0.529616 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-0.464014 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,6),-0.134549 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),0.086489 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),-0.105247 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),0.249509 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),0.0211967 # DEPENDENCYPART_GRANDPAR
(5,9),(9,19),0.00394382 # DEPENDENCYPART_GRANDPAR
(5,9),(9,25),-0.560942 # DEPENDENCYPART_GRANDPAR
(5,11),(11,1),-0.712483 # DEPENDENCYPART_GRANDPAR
(5,11),(11,2),-0.77209 # DEPENDENCYPART_GRANDPAR
(5,11),(11,3),-0.531942 # DEPENDENCYPART_GRANDPAR
(5,11),(11,4),-0.529616 # DEPENDENCYPART_GRANDPAR
(5,11),(11,5),-0.464014 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,11),(11,6),-0.134549 # DEPENDENCYPART_GRANDPAR
(5,11),(11,7),0.086489 # DEPENDENCYPART_GRANDPAR
(5,11),(11,8),-0.105247 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),-0.116315 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),-0.145185 # DEPENDENCYPART_GRANDPAR
(5,11),(11,19),0.00394365 # DEPENDENCYPART_GRANDPAR
(5,13),(13,1),-0.674044 # DEPENDENCYPART_GRANDPAR
(5,13),(13,2),-0.728503 # DEPENDENCYPART_GRANDPAR
(5,13),(13,3),-0.568027 # DEPENDENCYPART_GRANDPAR
(5,13),(13,4),-0.491156 # DEPENDENCYPART_GRANDPAR
(5,13),(13,5),-0.492854 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,13),(13,6),-0.239115 # DEPENDENCYPART_GRANDPAR
(5,13),(13,7),-0.0153772 # DEPENDENCYPART_GRANDPAR
(5,13),(13,8),-0.233914 # DEPENDENCYPART_GRANDPAR
(5,13),(13,9),-0.218182 # DEPENDENCYPART_GRANDPAR
(5,13),(13,10),-0.119522 # DEPENDENCYPART_GRANDPAR
(5,13),(13,11),0.0944563 # DEPENDENCYPART_GRANDPAR
(5,13),(13,12),0.000713468 # DEPENDENCYPART_GRANDPAR
(5,13),(13,14),-0.0823646 # DEPENDENCYPART_GRANDPAR
(5,13),(13,15),-0.0142544 # DEPENDENCYPART_GRANDPAR
(5,13),(13,16),-0.405458 # DEPENDENCYPART_GRANDPAR
(5,13),(13,17),-0.322495 # DEPENDENCYPART_GRANDPAR
(5,13),(13,18),-0.348246 # DEPENDENCYPART_GRANDPAR
(5,13),(13,19),-0.00519355 # DEPENDENCYPART_GRANDPAR
(5,13),(13,20),-0.28822 # DEPENDENCYPART_GRANDPAR
(5,13),(13,21),-0.315589 # DEPENDENCYPART_GRANDPAR
(5,13),(13,22),-0.343614 # DEPENDENCYPART_GRANDPAR
(5,13),(13,23),-0.190688 # DEPENDENCYPART_GRANDPAR
(5,13),(13,24),-0.0968024 # DEPENDENCYPART_GRANDPAR
(5,13),(13,25),-0.578158 # DEPENDENCYPART_GRANDPAR
(5,20),(20,10),-0.0643252 # DEPENDENCYPART_GRANDPAR
(5,20),(20,11),0.192441 # DEPENDENCYPART_GRANDPAR
(5,20),(20,12),0.0483167 # DEPENDENCYPART_GRANDPAR
(5,20),(20,13),0.171295 # DEPENDENCYPART_GRANDPAR
(5,20),(20,14),-0.0554873 # DEPENDENCYPART_GRANDPAR
(5,20),(20,15),-0.104606 # DEPENDENCYPART_GRANDPAR
(5,20),(20,16),-0.410473 # DEPENDENCYPART_GRANDPAR
(5,20),(20,17),-0.32373 # DEPENDENCYPART_GRANDPAR
(5,20),(20,18),-0.349302 # DEPENDENCYPART_GRANDPAR
(5,20),(20,19),0.0277711 # DEPENDENCYPART_GRANDPAR
(5,20),(20,21),-0.37037 # DEPENDENCYPART_GRANDPAR
(5,20),(20,22),-0.470912 # DEPENDENCYPART_GRANDPAR
(5,20),(20,23),-0.316062 # DEPENDENCYPART_GRANDPAR
(5,24),(24,1),-0.673806 # DEPENDENCYPART_GRANDPAR
(5,24),(24,3),-0.568026 # DEPENDENCYPART_GRANDPAR
(5,24),(24,4),-0.490918 # DEPENDENCYPART_GRANDPAR
(5,24),(24,5),-0.490508 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,24),(24,6),-0.239405 # DEPENDENCYPART_GRANDPAR
(5,24),(24,7),-0.0144377 # DEPENDENCYPART_GRANDPAR
(5,24),(24,8),-0.240486 # DEPENDENCYPART_GRANDPAR
(5,24),(24,9),-0.217242 # DEPENDENCYPART_GRANDPAR
(5,24),(24,10),-0.108146 # DEPENDENCYPART_GRANDPAR
(5,24),(24,11),0.0953957 # DEPENDENCYPART_GRANDPAR
(5,24),(24,12),0.00162555 # DEPENDENCYPART_GRANDPAR
(5,24),(24,13),0.0930792 # DEPENDENCYPART_GRANDPAR
(5,24),(24,14),-0.184895 # DEPENDENCYPART_GRANDPAR
(5,24),(24,15),-0.172103 # DEPENDENCYPART_GRANDPAR
(5,24),(24,16),-0.51946 # DEPENDENCYPART_GRANDPAR
(5,24),(24,17),-0.414232 # DEPENDENCYPART_GRANDPAR
(5,24),(24,18),-0.447509 # DEPENDENCYPART_GRANDPAR
(5,24),(24,19),0.00417118 # DEPENDENCYPART_GRANDPAR
(5,24),(24,20),-0.265464 # DEPENDENCYPART_GRANDPAR
(5,24),(24,21),-0.29343 # DEPENDENCYPART_GRANDPAR
(5,24),(24,22),-0.441499 # DEPENDENCYPART_GRANDPAR
(5,24),(24,23),-0.28995 # DEPENDENCYPART_GRANDPAR
(5,24),(24,25),-0.578942 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),0.258356 # DEPENDENCYPART_GRANDPAR
(7,1),(1,13),-0.828906 # DEPENDENCYPART_GRANDPAR
(7,1),(1,24),-0.965073 # DEPENDENCYPART_GRANDPAR
(7,1),(1,25),-1.11377 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),0.0374531 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),0.218315 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),0.00346149 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),0.583248 # DEPENDENCYPART_GRANDPAR
(7,2),(2,6),0.262583 # DEPENDENCYPART_GRANDPAR
(7,2),(2,7),-1.37665 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,2),(2,8),-0.730479 # DEPENDENCYPART_GRANDPAR
(7,2),(2,13),-0.814779 # DEPENDENCYPART_GRANDPAR
(7,2),(2,24),-0.951042 # DEPENDENCYPART_GRANDPAR
(7,2),(2,25),-1.1012 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.0533478 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),0.327788 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),0.191063 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),0.302624 # DEPENDENCYPART_GRANDPAR
(7,4),(4,8),-0.754136 # DEPENDENCYPART_GRANDPAR
(7,4),(4,9),-0.796761 # DEPENDENCYPART_GRANDPAR
(7,4),(4,12),-0.609816 # DEPENDENCYPART_GRANDPAR
(7,4),(4,13),-0.828906 # DEPENDENCYPART_GRANDPAR
(7,4),(4,24),-0.965073 # DEPENDENCYPART_GRANDPAR
(7,4),(4,25),-1.11377 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),0.0973029 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),0.358368 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),0.173378 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),0.114756 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),0.256713 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.37636 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.730302 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),-0.734227 # DEPENDENCYPART_GRANDPAR
(7,5),(5,11),-0.735191 # DEPENDENCYPART_GRANDPAR
(7,5),(5,13),-0.814207 # DEPENDENCYPART_GRANDPAR
(7,5),(5,14),-0.577325 # DEPENDENCYPART_GRANDPAR
(7,5),(5,20),-0.79383 # DEPENDENCYPART_GRANDPAR
(7,5),(5,24),-0.95047 # DEPENDENCYPART_GRANDPAR
(7,5),(5,25),-1.10063 # DEPENDENCYPART_GRANDPAR
(7,9),(9,2),-0.149239 # DEPENDENCYPART_GRANDPAR
(7,9),(9,3),-0.259414 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-0.510014 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),0.0299272 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.215146 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.840966 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),-0.353101 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.320749 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.229657 # DEPENDENCYPART_GRANDPAR
(7,9),(9,19),-0.307061 # DEPENDENCYPART_GRANDPAR
(7,9),(9,25),-0.718002 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-0.946896 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,9),-0.30476 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.36891 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.266603 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),-0.463678 # DEPENDENCYPART_GRANDPAR
(7,10),(10,19),-0.350845 # DEPENDENCYPART_GRANDPAR
(7,10),(10,22),-0.431694 # DEPENDENCYPART_GRANDPAR
(7,10),(10,24),-0.66629 # DEPENDENCYPART_GRANDPAR
(7,10),(10,25),-0.785546 # DEPENDENCYPART_GRANDPAR
(7,11),(11,1),-0.524665 # DEPENDENCYPART_GRANDPAR
(7,11),(11,2),-0.149239 # DEPENDENCYPART_GRANDPAR
(7,11),(11,3),-0.259414 # DEPENDENCYPART_GRANDPAR
(7,11),(11,4),-0.510014 # DEPENDENCYPART_GRANDPAR
(7,11),(11,5),0.0299272 # DEPENDENCYPART_GRANDPAR
(7,11),(11,6),-0.215146 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-0.840966 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,8),-0.353102 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),-0.19883 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),-0.279463 # DEPENDENCYPART_GRANDPAR
(7,11),(11,19),-0.307061 # DEPENDENCYPART_GRANDPAR
(7,12),(12,1),-0.405214 # DEPENDENCYPART_GRANDPAR
(7,12),(12,2),-0.053185 # DEPENDENCYPART_GRANDPAR
(7,12),(12,3),-0.201599 # DEPENDENCYPART_GRANDPAR
(7,12),(12,4),-0.390562 # DEPENDENCYPART_GRANDPAR
(7,12),(12,5),0.125652 # DEPENDENCYPART_GRANDPAR
(7,12),(12,6),-0.157331 # DEPENDENCYPART_GRANDPAR
(7,12),(12,7),-0.914438 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,12),(12,8),-0.379424 # DEPENDENCYPART_GRANDPAR
(7,12),(12,9),-0.272302 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),-0.261289 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),-0.27357 # DEPENDENCYPART_GRANDPAR
(7,12),(12,17),-0.291218 # DEPENDENCYPART_GRANDPAR
(7,12),(12,22),-0.383819 # DEPENDENCYPART_GRANDPAR
(7,12),(12,24),-0.609017 # DEPENDENCYPART_GRANDPAR
(7,19),(19,9),-0.296751 # DEPENDENCYPART_GRANDPAR
(7,19),(19,11),-0.298019 # DEPENDENCYPART_GRANDPAR
(7,19),(19,14),-0.230978 # DEPENDENCYPART_GRANDPAR
(7,19),(19,16),-0.688192 # DEPENDENCYPART_GRANDPAR
(7,19),(19,17),-0.266459 # DEPENDENCYPART_GRANDPAR
(7,19),(19,18),-0.54558 # DEPENDENCYPART_GRANDPAR
(7,19),(19,20),-0.429038 # DEPENDENCYPART_GRANDPAR
(7,19),(19,21),-0.409302 # DEPENDENCYPART_GRANDPAR
(7,19),(19,22),-0.368144 # DEPENDENCYPART_GRANDPAR
(7,19),(19,23),-0.736606 # DEPENDENCYPART_GRANDPAR
(7,24),(24,1),-0.463131 # DEPENDENCYPART_GRANDPAR
(7,24),(24,3),-0.27451 # DEPENDENCYPART_GRANDPAR
(7,24),(24,4),-0.448458 # DEPENDENCYPART_GRANDPAR
(7,24),(24,5),0.103899 # DEPENDENCYPART_GRANDPAR
(7,24),(24,6),-0.230242 # DEPENDENCYPART_GRANDPAR
(7,24),(24,7),-0.998553 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,24),(24,8),-0.482319 # DEPENDENCYPART_GRANDPAR
(7,24),(24,9),-0.356417 # DEPENDENCYPART_GRANDPAR
(7,24),(24,10),-0.197247 # DEPENDENCYPART_GRANDPAR
(7,24),(24,11),-0.356232 # DEPENDENCYPART_GRANDPAR
(7,24),(24,12),-0.204182 # DEPENDENCYPART_GRANDPAR
(7,24),(24,13),-0.429075 # DEPENDENCYPART_GRANDPAR
(7,24),(24,14),-0.329341 # DEPENDENCYPART_GRANDPAR
(7,24),(24,15),-0.411479 # DEPENDENCYPART_GRANDPAR
(7,24),(24,16),-0.715835 # DEPENDENCYPART_GRANDPAR
(7,24),(24,17),-0.319535 # DEPENDENCYPART_GRANDPAR
(7,24),(24,18),-0.605247 # DEPENDENCYPART_GRANDPAR
(7,24),(24,19),-0.275395 # DEPENDENCYPART_GRANDPAR
(7,24),(24,20),-0.244455 # DEPENDENCYPART_GRANDPAR
(7,24),(24,21),-0.233986 # DEPENDENCYPART_GRANDPAR
(7,24),(24,22),-0.413914 # DEPENDENCYPART_GRANDPAR
(7,24),(24,23),-0.788713 # DEPENDENCYPART_GRANDPAR
(7,24),(24,25),-0.737839 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),-0.314688 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),0.0420084 # DEPENDENCYPART_GRANDPAR
(9,2),(2,4),0.0234338 # DEPENDENCYPART_GRANDPAR
(9,2),(2,5),-0.171818 # DEPENDENCYPART_GRANDPAR
(9,2),(2,6),0.0928129 # DEPENDENCYPART_GRANDPAR
(9,2),(2,7),-0.0750869 # DEPENDENCYPART_GRANDPAR
(9,2),(2,8),-0.137223 # DEPENDENCYPART_GRANDPAR
(9,2),(2,13),-0.762292 # DEPENDENCYPART_GRANDPAR
(9,2),(2,24),-0.71603 # DEPENDENCYPART_GRANDPAR
(9,2),(2,25),-0.879186 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),-0.405489 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.33168 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),0.0147564 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),0.132854 # DEPENDENCYPART_GRANDPAR
(9,4),(4,8),-0.107355 # DEPENDENCYPART_GRANDPAR
(9,4),(4,9),-1.01137 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,4),(4,12),-0.375992 # DEPENDENCYPART_GRANDPAR
(9,4),(4,13),-0.776419 # DEPENDENCYPART_GRANDPAR
(9,4),(4,24),-0.730062 # DEPENDENCYPART_GRANDPAR
(9,4),(4,25),-0.891761 # DEPENDENCYPART_GRANDPAR
(9,5),(5,1),-0.254838 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),-0.301101 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-0.00292916 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),0.134728 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),0.0869428 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),-0.0780609 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),-0.149778 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-0.948837 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,11),-0.514165 # DEPENDENCYPART_GRANDPAR
(9,5),(5,13),-0.76172 # DEPENDENCYPART_GRANDPAR
(9,5),(5,14),-0.445995 # DEPENDENCYPART_GRANDPAR
(9,5),(5,20),-0.713808 # DEPENDENCYPART_GRANDPAR
(9,5),(5,24),-0.715459 # DEPENDENCYPART_GRANDPAR
(9,5),(5,25),-0.87862 # DEPENDENCYPART_GRANDPAR
(9,7),(7,1),-0.405489 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-0.33168 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),0.0147564 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.0130508 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.261627 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),0.0655608 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.107355 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-1.01137 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.401328 # DEPENDENCYPART_GRANDPAR
(9,7),(7,11),-0.576699 # DEPENDENCYPART_GRANDPAR
(9,7),(7,12),-0.375992 # DEPENDENCYPART_GRANDPAR
(9,7),(7,19),-0.493638 # DEPENDENCYPART_GRANDPAR
(9,7),(7,24),-0.730062 # DEPENDENCYPART_GRANDPAR
(9,7),(7,25),-0.891761 # DEPENDENCYPART_GRANDPAR
(9,11),(11,1),-0.876807 # DEPENDENCYPART_GRANDPAR
(9,11),(11,2),-0.808708 # DEPENDENCYPART_GRANDPAR
(9,11),(11,3),-0.435721 # DEPENDENCYPART_GRANDPAR
(9,11),(11,4),-0.490041 # DEPENDENCYPART_GRANDPAR
(9,11),(11,5),-0.725138 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-0.384916 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-0.588562 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.50839 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.41344 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),-0.0570876 # DEPENDENCYPART_GRANDPAR
(9,11),(11,19),-0.105396 # DEPENDENCYPART_GRANDPAR
(9,12),(12,1),-0.757355 # DEPENDENCYPART_GRANDPAR
(9,12),(12,2),-0.712653 # DEPENDENCYPART_GRANDPAR
(9,12),(12,3),-0.377906 # DEPENDENCYPART_GRANDPAR
(9,12),(12,4),-0.37059 # DEPENDENCYPART_GRANDPAR
(9,12),(12,5),-0.629413 # DEPENDENCYPART_GRANDPAR
(9,12),(12,6),-0.327101 # DEPENDENCYPART_GRANDPAR
(9,12),(12,7),-0.469111 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),-0.448696 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-0.486913 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,10),-0.0389137 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),-0.0525439 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),-0.131921 # DEPENDENCYPART_GRANDPAR
(9,12),(12,22),-0.237611 # DEPENDENCYPART_GRANDPAR
(9,12),(12,24),-0.374006 # DEPENDENCYPART_GRANDPAR
(9,19),(19,9),-0.511361 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,19),(19,11),-0.0769927 # DEPENDENCYPART_GRANDPAR
(9,19),(19,14),-0.0996479 # DEPENDENCYPART_GRANDPAR
(9,19),(19,16),-0.388464 # DEPENDENCYPART_GRANDPAR
(9,19),(19,17),-0.107163 # DEPENDENCYPART_GRANDPAR
(9,19),(19,18),-0.291267 # DEPENDENCYPART_GRANDPAR
(9,19),(19,20),-0.349016 # DEPENDENCYPART_GRANDPAR
(9,19),(19,21),-0.383707 # DEPENDENCYPART_GRANDPAR
(9,19),(19,22),-0.221936 # DEPENDENCYPART_GRANDPAR
(9,19),(19,23),-0.418489 # DEPENDENCYPART_GRANDPAR
(10,7),(7,1),-0.2589 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),-0.407485 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),-0.0555575 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.222652 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.268808 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.0179069 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),-0.127106 # DEPENDENCYPART_GRANDPAR
