# _root_ A Realbank kárvallott , körülbelül 2600 részvényesének soraiban még nem tört ki a pereskedési láz , de várható .
#goldHeads=2,7,7,7,7,7,8,11,11,11,17,11,15,15,11,17,0,17,17,
#predictedHeads=2,7,7,7,7,7,11,11,11,11,17,11,15,15,11,17,0,17,17,
(17,2),(17,7),-0.00178691 # DEPENDENCYPART_SIBL
(17,2),(17,8),-0.00178691 # DEPENDENCYPART_SIBL
(17,2),(17,9),0.0986049 # DEPENDENCYPART_SIBL
(17,2),(17,10),0.0301426 # DEPENDENCYPART_SIBL
(17,2),(17,11),0.0405634 # DEPENDENCYPART_SIBL
(17,2),(17,13),-0.0355438 # DEPENDENCYPART_SIBL
(17,2),(17,14),-0.0189956 # DEPENDENCYPART_SIBL
(17,2),(17,15),0.000691019 # DEPENDENCYPART_SIBL
(17,2),(17,16),0.244943 # DEPENDENCYPART_SIBL
(17,2),(17,18),-0.00122508 # DEPENDENCYPART_SIBL
(17,2),(17,19),0.0165661 # DEPENDENCYPART_SIBL
(17,3),(17,4),0.14783 # DEPENDENCYPART_SIBL
(17,3),(17,5),-0.0403202 # DEPENDENCYPART_SIBL
(17,3),(17,6),-0.0477319 # DEPENDENCYPART_SIBL
(17,3),(17,7),-0.0275788 # DEPENDENCYPART_SIBL
(17,3),(17,8),-0.0275788 # DEPENDENCYPART_SIBL
(17,3),(17,9),0.00138078 # DEPENDENCYPART_SIBL
(17,3),(17,10),-0.0680578 # DEPENDENCYPART_SIBL
(17,3),(17,11),0.0175266 # DEPENDENCYPART_SIBL
(17,3),(17,13),-0.20462 # DEPENDENCYPART_SIBL
(17,3),(17,14),-0.0532955 # DEPENDENCYPART_SIBL
(17,3),(17,15),-0.0275788 # DEPENDENCYPART_SIBL
(17,3),(17,16),0.14783 # DEPENDENCYPART_SIBL
(17,3),(17,18),0.0579278 # DEPENDENCYPART_SIBL
(17,3),(17,19),0.0499465 # DEPENDENCYPART_SIBL
(17,4),(17,5),-0.0293023 # DEPENDENCYPART_SIBL
(17,4),(17,6),-0.00850651 # DEPENDENCYPART_SIBL
(17,4),(17,7),0.00120525 # DEPENDENCYPART_SIBL
(17,4),(17,8),0.00120525 # DEPENDENCYPART_SIBL
(17,4),(17,9),0.0657204 # DEPENDENCYPART_SIBL
(17,4),(17,10),-0.0315806 # DEPENDENCYPART_SIBL
(17,4),(17,11),0.0620766 # DEPENDENCYPART_SIBL
(17,4),(17,13),-0.0550173 # DEPENDENCYPART_SIBL
(17,4),(17,14),-0.0428492 # DEPENDENCYPART_SIBL
(17,4),(17,15),0.00120525 # DEPENDENCYPART_SIBL
(17,4),(17,16),-0.0198355 # DEPENDENCYPART_SIBL
(17,4),(17,18),0.00686033 # DEPENDENCYPART_SIBL
(17,4),(17,19),0.29769 # DEPENDENCYPART_SIBL
(17,5),(17,6),0.0645173 # DEPENDENCYPART_SIBL
(17,5),(17,7),-0.0361733 # DEPENDENCYPART_SIBL
(17,5),(17,8),-0.0361733 # DEPENDENCYPART_SIBL
(17,5),(17,9),0.0370881 # DEPENDENCYPART_SIBL
(17,5),(17,10),-0.0420523 # DEPENDENCYPART_SIBL
(17,5),(17,11),-0.0179475 # DEPENDENCYPART_SIBL
(17,5),(17,13),-0.0901444 # DEPENDENCYPART_SIBL
(17,5),(17,14),-0.042126 # DEPENDENCYPART_SIBL
(17,5),(17,15),-0.033874 # DEPENDENCYPART_SIBL
(17,5),(17,16),0.052576 # DEPENDENCYPART_SIBL
(17,5),(17,18),-0.0195757 # DEPENDENCYPART_SIBL
(17,5),(17,19),-0.0428781 # DEPENDENCYPART_SIBL
(17,6),(17,7),0.0186621 # DEPENDENCYPART_SIBL
(17,6),(17,8),0.0186621 # DEPENDENCYPART_SIBL
(17,6),(17,9),0.0748395 # DEPENDENCYPART_SIBL
(17,6),(17,10),0.0128868 # DEPENDENCYPART_SIBL
(17,6),(17,11),0.0389521 # DEPENDENCYPART_SIBL
(17,6),(17,13),-0.00870305 # DEPENDENCYPART_SIBL
(17,6),(17,14),0.00758648 # DEPENDENCYPART_SIBL
(17,6),(17,15),0.0186621 # DEPENDENCYPART_SIBL
(17,6),(17,16),0.260788 # DEPENDENCYPART_SIBL
(17,6),(17,18),-0.00804213 # DEPENDENCYPART_SIBL
(17,6),(17,19),0.0160889 # DEPENDENCYPART_SIBL
(17,7),(17,8),-0.00366867 # DEPENDENCYPART_SIBL
(17,7),(17,9),0.100738 # DEPENDENCYPART_SIBL
(17,7),(17,10),0.0322755 # DEPENDENCYPART_SIBL
(17,7),(17,11),0.0405878 # DEPENDENCYPART_SIBL
(17,7),(17,13),-0.0347551 # DEPENDENCYPART_SIBL
(17,7),(17,14),-0.0160136 # DEPENDENCYPART_SIBL
(17,7),(17,15),-0.00119074 # DEPENDENCYPART_SIBL
(17,7),(17,16),0.245333 # DEPENDENCYPART_SIBL
(17,7),(17,18),-0.00111749 # DEPENDENCYPART_SIBL
(17,7),(17,19),0.0190015 # DEPENDENCYPART_SIBL
(17,8),(17,9),0.100738 # DEPENDENCYPART_SIBL
(17,8),(17,10),0.0322755 # DEPENDENCYPART_SIBL
(17,8),(17,11),0.0405878 # DEPENDENCYPART_SIBL
(17,8),(17,13),-0.0347551 # DEPENDENCYPART_SIBL
(17,8),(17,14),-0.0160136 # DEPENDENCYPART_SIBL
(17,8),(17,15),-0.00119074 # DEPENDENCYPART_SIBL
(17,8),(17,16),0.245333 # DEPENDENCYPART_SIBL
(17,8),(17,18),-0.00111749 # DEPENDENCYPART_SIBL
(17,8),(17,19),0.0190015 # DEPENDENCYPART_SIBL
(17,9),(17,10),0.0135405 # DEPENDENCYPART_SIBL
(17,9),(17,11),0.0144121 # DEPENDENCYPART_SIBL
(17,9),(17,13),-0.0726363 # DEPENDENCYPART_SIBL
(17,9),(17,14),-0.0359774 # DEPENDENCYPART_SIBL
(17,9),(17,15),0.0678994 # DEPENDENCYPART_SIBL
(17,9),(17,16),0.0978191 # DEPENDENCYPART_SIBL
(17,9),(17,18),0.0118522 # DEPENDENCYPART_SIBL
(17,9),(17,19),-0.0392907 # DEPENDENCYPART_SIBL
(17,10),(17,11),-0.0401276 # DEPENDENCYPART_SIBL
(17,10),(17,13),-0.127999 # DEPENDENCYPART_SIBL
(17,10),(17,14),-0.0263221 # DEPENDENCYPART_SIBL
(17,10),(17,15),-0.0473595 # DEPENDENCYPART_SIBL
(17,10),(17,16),0.114356 # DEPENDENCYPART_SIBL
(17,10),(17,18),-0.0250894 # DEPENDENCYPART_SIBL
(17,10),(17,19),0.00848728 # DEPENDENCYPART_SIBL
(17,11),(17,13),-0.0576656 # DEPENDENCYPART_SIBL
(17,11),(17,14),-0.064421 # DEPENDENCYPART_SIBL
(17,11),(17,15),-0.036832 # DEPENDENCYPART_SIBL
(17,11),(17,16),0.29052 # DEPENDENCYPART_SIBL
(17,11),(17,18),-0.0235608 # DEPENDENCYPART_SIBL
(17,11),(17,19),0.11983 # DEPENDENCYPART_SIBL
(17,13),(17,14),-0.01081 # DEPENDENCYPART_SIBL
(17,13),(17,15),-0.0185365 # DEPENDENCYPART_SIBL
(17,13),(17,16),0.0198274 # DEPENDENCYPART_SIBL
(17,13),(17,18),-0.0233555 # DEPENDENCYPART_SIBL
(17,13),(17,19),-0.065348 # DEPENDENCYPART_SIBL
(17,14),(17,15),-0.0275781 # DEPENDENCYPART_SIBL
(17,14),(17,16),0.14783 # DEPENDENCYPART_SIBL
(17,14),(17,18),0.0579294 # DEPENDENCYPART_SIBL
(17,14),(17,19),0.0499465 # DEPENDENCYPART_SIBL
(17,15),(17,16),0.245331 # DEPENDENCYPART_SIBL
(17,15),(17,18),-0.00111929 # DEPENDENCYPART_SIBL
(17,15),(17,19),0.0195388 # DEPENDENCYPART_SIBL
(17,16),(17,18),0.00686033 # DEPENDENCYPART_SIBL
(17,16),(17,19),0.29769 # DEPENDENCYPART_SIBL
(17,18),(17,19),0.0346308 # DEPENDENCYPART_SIBL
(18,2),(18,5),0.116653 # DEPENDENCYPART_SIBL
(18,2),(18,6),0.0350205 # DEPENDENCYPART_SIBL
(18,2),(18,7),0.0930937 # DEPENDENCYPART_SIBL
(18,2),(18,8),0.0930937 # DEPENDENCYPART_SIBL
(18,2),(18,9),0.22191 # DEPENDENCYPART_SIBL
(18,2),(18,10),0.213321 # DEPENDENCYPART_SIBL
(18,2),(18,11),0.157604 # DEPENDENCYPART_SIBL
(18,2),(18,13),-0.0323396 # DEPENDENCYPART_SIBL
(18,2),(18,14),0.0305519 # DEPENDENCYPART_SIBL
(18,2),(18,15),0.0955717 # DEPENDENCYPART_SIBL
(18,2),(18,16),0.308557 # DEPENDENCYPART_SIBL
(18,2),(18,17),0.261794 # DEPENDENCYPART_SIBL
(18,2),(18,19),0.0694435 # DEPENDENCYPART_SIBL
(18,5),(18,6),0.216587 # DEPENDENCYPART_SIBL
(18,5),(18,7),0.155998 # DEPENDENCYPART_SIBL
(18,5),(18,8),0.155998 # DEPENDENCYPART_SIBL
(18,5),(18,9),0.167877 # DEPENDENCYPART_SIBL
(18,5),(18,10),0.143308 # DEPENDENCYPART_SIBL
(18,5),(18,11),0.161087 # DEPENDENCYPART_SIBL
(18,5),(18,13),-0.0772968 # DEPENDENCYPART_SIBL
(18,5),(18,14),0.0874545 # DEPENDENCYPART_SIBL
(18,5),(18,15),0.158297 # DEPENDENCYPART_SIBL
(18,5),(18,16),0.0850269 # DEPENDENCYPART_SIBL
(18,5),(18,17),0.198093 # DEPENDENCYPART_SIBL
(18,5),(18,19),0.0224973 # DEPENDENCYPART_SIBL
(18,6),(18,7),0.0526396 # DEPENDENCYPART_SIBL
(18,6),(18,8),0.0526396 # DEPENDENCYPART_SIBL
(18,6),(18,9),0.103905 # DEPENDENCYPART_SIBL
(18,6),(18,10),0.0901144 # DEPENDENCYPART_SIBL
(18,6),(18,11),0.117481 # DEPENDENCYPART_SIBL
(18,6),(18,13),-0.0704324 # DEPENDENCYPART_SIBL
(18,6),(18,14),0.00749624 # DEPENDENCYPART_SIBL
(18,6),(18,15),0.0526396 # DEPENDENCYPART_SIBL
(18,6),(18,16),0.231503 # DEPENDENCYPART_SIBL
(18,6),(18,17),0.268685 # DEPENDENCYPART_SIBL
(18,6),(18,19),-0.0142721 # DEPENDENCYPART_SIBL
(18,7),(18,8),0.0912538 # DEPENDENCYPART_SIBL
(18,7),(18,9),0.22407 # DEPENDENCYPART_SIBL
(18,7),(18,10),0.215481 # DEPENDENCYPART_SIBL
(18,7),(18,11),0.157653 # DEPENDENCYPART_SIBL
(18,7),(18,13),-0.0315258 # DEPENDENCYPART_SIBL
(18,7),(18,14),0.0335593 # DEPENDENCYPART_SIBL
(18,7),(18,15),0.0937317 # DEPENDENCYPART_SIBL
(18,7),(18,16),0.308955 # DEPENDENCYPART_SIBL
(18,7),(18,17),0.262655 # DEPENDENCYPART_SIBL
(18,7),(18,19),0.0718359 # DEPENDENCYPART_SIBL
(18,8),(18,9),0.22407 # DEPENDENCYPART_SIBL
(18,8),(18,10),0.215481 # DEPENDENCYPART_SIBL
(18,8),(18,11),0.157653 # DEPENDENCYPART_SIBL
(18,8),(18,13),-0.0315258 # DEPENDENCYPART_SIBL
(18,8),(18,14),0.0335593 # DEPENDENCYPART_SIBL
(18,8),(18,15),0.0937317 # DEPENDENCYPART_SIBL
(18,8),(18,16),0.308955 # DEPENDENCYPART_SIBL
(18,8),(18,17),0.262655 # DEPENDENCYPART_SIBL
(18,8),(18,19),0.0718359 # DEPENDENCYPART_SIBL
(18,9),(18,10),0.167188 # DEPENDENCYPART_SIBL
(18,9),(18,11),0.165198 # DEPENDENCYPART_SIBL
(18,9),(18,13),-0.0901141 # DEPENDENCYPART_SIBL
(18,9),(18,14),0.0734301 # DEPENDENCYPART_SIBL
(18,9),(18,15),0.238858 # DEPENDENCYPART_SIBL
(18,9),(18,16),0.0791876 # DEPENDENCYPART_SIBL
(18,9),(18,17),0.190435 # DEPENDENCYPART_SIBL
(18,9),(18,19),0.0224506 # DEPENDENCYPART_SIBL
(18,10),(18,11),0.145959 # DEPENDENCYPART_SIBL
(18,10),(18,13),-0.110916 # DEPENDENCYPART_SIBL
(18,10),(18,14),0.133001 # DEPENDENCYPART_SIBL
(18,10),(18,15),0.135639 # DEPENDENCYPART_SIBL
(18,10),(18,16),0.121979 # DEPENDENCYPART_SIBL
(18,10),(18,17),0.181959 # DEPENDENCYPART_SIBL
(18,10),(18,19),0.0112133 # DEPENDENCYPART_SIBL
(18,11),(18,13),-0.0812716 # DEPENDENCYPART_SIBL
(18,11),(18,14),-0.0143209 # DEPENDENCYPART_SIBL
(18,11),(18,15),0.00370218 # DEPENDENCYPART_SIBL
(18,11),(18,16),0.258959 # DEPENDENCYPART_SIBL
(18,11),(18,17),0.136664 # DEPENDENCYPART_SIBL
(18,11),(18,19),0.114721 # DEPENDENCYPART_SIBL
(18,13),(18,14),0.0490987 # DEPENDENCYPART_SIBL
(18,13),(18,15),0.0729054 # DEPENDENCYPART_SIBL
(18,13),(18,16),0.0466922 # DEPENDENCYPART_SIBL
(18,13),(18,17),0.132778 # DEPENDENCYPART_SIBL
(18,13),(18,19),-0.0411987 # DEPENDENCYPART_SIBL
(18,14),(18,15),0.0203525 # DEPENDENCYPART_SIBL
(18,14),(18,16),0.265831 # DEPENDENCYPART_SIBL
(18,14),(18,17),0.245217 # DEPENDENCYPART_SIBL
(18,14),(18,19),-0.0123361 # DEPENDENCYPART_SIBL
(18,15),(18,16),0.308954 # DEPENDENCYPART_SIBL
(18,15),(18,17),0.262655 # DEPENDENCYPART_SIBL
(18,15),(18,19),0.0723751 # DEPENDENCYPART_SIBL
(18,16),(18,17),0.317329 # DEPENDENCYPART_SIBL
(18,16),(18,19),0.0340426 # DEPENDENCYPART_SIBL
(18,17),(18,19),0.141903 # DEPENDENCYPART_SIBL
(0,2),(2,1),0.0224068 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),0.386852 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),0.0432257 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),0.388195 # DEPENDENCYPART_GRANDPAR
(0,2),(2,11),0.91705 # DEPENDENCYPART_GRANDPAR
(0,2),(2,18),0.430429 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.152386 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),0.572927 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),0.319509 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),-0.0737483 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),-0.108802 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),0.21322 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),0.0804579 # DEPENDENCYPART_GRANDPAR
(0,3),(3,10),0.0162796 # DEPENDENCYPART_GRANDPAR
(0,3),(3,11),0.716154 # DEPENDENCYPART_GRANDPAR
(0,3),(3,15),-0.0279711 # DEPENDENCYPART_GRANDPAR
(0,3),(3,16),0.291785 # DEPENDENCYPART_GRANDPAR
(0,3),(3,17),0.431738 # DEPENDENCYPART_GRANDPAR
(0,3),(3,18),0.243307 # DEPENDENCYPART_GRANDPAR
(0,3),(3,19),1.72542 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),0.527358 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),0.379781 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),0.26142 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),-0.0633105 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),0.28069 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),0.147928 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),0.251923 # DEPENDENCYPART_GRANDPAR
(0,5),(5,11),0.700501 # DEPENDENCYPART_GRANDPAR
(0,5),(5,15),0.039499 # DEPENDENCYPART_GRANDPAR
(0,5),(5,16),0.318532 # DEPENDENCYPART_GRANDPAR
(0,5),(5,17),0.464169 # DEPENDENCYPART_GRANDPAR
(0,5),(5,19),1.75633 # DEPENDENCYPART_GRANDPAR
(0,9),(9,2),0.515379 # DEPENDENCYPART_GRANDPAR
(0,9),(9,3),0.380978 # DEPENDENCYPART_GRANDPAR
(0,9),(9,5),0.0799273 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),-0.129842 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),0.242315 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),0.109554 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),0.643196 # DEPENDENCYPART_GRANDPAR
(0,9),(9,15),-0.0547256 # DEPENDENCYPART_GRANDPAR
(0,9),(9,16),0.271814 # DEPENDENCYPART_GRANDPAR
(0,9),(9,17),0.397473 # DEPENDENCYPART_GRANDPAR
(0,9),(9,19),1.65558 # DEPENDENCYPART_GRANDPAR
(0,10),(10,4),0.264411 # DEPENDENCYPART_GRANDPAR
(0,10),(10,7),0.314259 # DEPENDENCYPART_GRANDPAR
(0,10),(10,8),0.181497 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),0.461466 # DEPENDENCYPART_GRANDPAR
(0,10),(10,15),0.00438175 # DEPENDENCYPART_GRANDPAR
(0,10),(10,16),0.347854 # DEPENDENCYPART_GRANDPAR
(0,10),(10,17),0.507151 # DEPENDENCYPART_GRANDPAR
(0,10),(10,19),1.75471 # DEPENDENCYPART_GRANDPAR
(0,11),(11,1),0.0589558 # DEPENDENCYPART_GRANDPAR
(0,11),(11,2),0.463672 # DEPENDENCYPART_GRANDPAR
(0,11),(11,3),0.282888 # DEPENDENCYPART_GRANDPAR
(0,11),(11,4),0.17757 # DEPENDENCYPART_GRANDPAR
(0,11),(11,5),-0.18019 # DEPENDENCYPART_GRANDPAR
(0,11),(11,6),-0.267576 # DEPENDENCYPART_GRANDPAR
(0,11),(11,7),0.190693 # DEPENDENCYPART_GRANDPAR
(0,11),(11,8),0.0579317 # DEPENDENCYPART_GRANDPAR
(0,11),(11,9),0.0918482 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),-0.058713 # DEPENDENCYPART_GRANDPAR
(0,11),(11,12),0.230782 # DEPENDENCYPART_GRANDPAR
(0,11),(11,13),-0.514294 # DEPENDENCYPART_GRANDPAR
(0,11),(11,14),-0.0895392 # DEPENDENCYPART_GRANDPAR
(0,11),(11,15),0.141886 # DEPENDENCYPART_GRANDPAR
(0,11),(11,16),0.315618 # DEPENDENCYPART_GRANDPAR
(0,11),(11,17),0.38666 # DEPENDENCYPART_GRANDPAR
(0,11),(11,18),0.322037 # DEPENDENCYPART_GRANDPAR
(0,11),(11,19),2.15496 # DEPENDENCYPART_GRANDPAR
(0,12),(12,3),0.358772 # DEPENDENCYPART_GRANDPAR
(0,12),(12,7),0.242306 # DEPENDENCYPART_GRANDPAR
(0,12),(12,8),0.109545 # DEPENDENCYPART_GRANDPAR
(0,12),(12,9),0.342852 # DEPENDENCYPART_GRANDPAR
(0,12),(12,10),0.261467 # DEPENDENCYPART_GRANDPAR
(0,12),(12,11),0.797896 # DEPENDENCYPART_GRANDPAR
(0,12),(12,15),0.0398226 # DEPENDENCYPART_GRANDPAR
(0,12),(12,16),0.312924 # DEPENDENCYPART_GRANDPAR
(0,12),(12,17),0.459348 # DEPENDENCYPART_GRANDPAR
(0,12),(12,19),1.73068 # DEPENDENCYPART_GRANDPAR
(0,17),(17,2),0.542453 # DEPENDENCYPART_GRANDPAR
(0,17),(17,3),0.406412 # DEPENDENCYPART_GRANDPAR
(0,17),(17,4),0.75626 # DEPENDENCYPART_GRANDPAR
(0,17),(17,5),-0.0881701 # DEPENDENCYPART_GRANDPAR
(0,17),(17,6),-0.0986235 # DEPENDENCYPART_GRANDPAR
(0,17),(17,7),0.2696 # DEPENDENCYPART_GRANDPAR
(0,17),(17,8),0.136839 # DEPENDENCYPART_GRANDPAR
(0,17),(17,9),0.208397 # DEPENDENCYPART_GRANDPAR
(0,17),(17,10),0.0900501 # DEPENDENCYPART_GRANDPAR
(0,17),(17,11),0.922935 # DEPENDENCYPART_GRANDPAR
(0,17),(17,13),-0.658796 # DEPENDENCYPART_GRANDPAR
(0,17),(17,14),-0.058892 # DEPENDENCYPART_GRANDPAR
(0,17),(17,15),0.0287586 # DEPENDENCYPART_GRANDPAR
(0,17),(17,16),0.728536 # DEPENDENCYPART_GRANDPAR
(0,17),(17,18),0.500656 # DEPENDENCYPART_GRANDPAR
(0,17),(17,19),2.15007 # DEPENDENCYPART_GRANDPAR
(0,18),(18,2),0.582841 # DEPENDENCYPART_GRANDPAR
(0,18),(18,5),-0.00929335 # DEPENDENCYPART_GRANDPAR
(0,18),(18,6),-0.218097 # DEPENDENCYPART_GRANDPAR
(0,18),(18,7),0.309774 # DEPENDENCYPART_GRANDPAR
(0,18),(18,8),0.177013 # DEPENDENCYPART_GRANDPAR
(0,18),(18,9),0.287177 # DEPENDENCYPART_GRANDPAR
(0,18),(18,10),0.115864 # DEPENDENCYPART_GRANDPAR
(0,18),(18,11),0.759508 # DEPENDENCYPART_GRANDPAR
(0,18),(18,13),-0.75956 # DEPENDENCYPART_GRANDPAR
(0,18),(18,14),-0.21229 # DEPENDENCYPART_GRANDPAR
(0,18),(18,15),0.0689332 # DEPENDENCYPART_GRANDPAR
(0,18),(18,16),0.210577 # DEPENDENCYPART_GRANDPAR
(0,18),(18,17),0.695218 # DEPENDENCYPART_GRANDPAR
(0,18),(18,19),1.72768 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-0.555489 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),0.0651117 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.119109 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.0376918 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),-0.032392 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),-0.216018 # DEPENDENCYPART_GRANDPAR
(1,3),(3,8),-0.215875 # DEPENDENCYPART_GRANDPAR
(1,3),(3,10),0.01094 # DEPENDENCYPART_GRANDPAR
(1,3),(3,11),-0.195137 # DEPENDENCYPART_GRANDPAR
(1,3),(3,15),-0.355536 # DEPENDENCYPART_GRANDPAR
(1,3),(3,16),-0.222557 # DEPENDENCYPART_GRANDPAR
(1,3),(3,17),-0.211919 # DEPENDENCYPART_GRANDPAR
(1,3),(3,18),-0.305364 # DEPENDENCYPART_GRANDPAR
(1,3),(3,19),-0.249767 # DEPENDENCYPART_GRANDPAR
(2,1),(1,3),-0.292634 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-0.590516 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,4),-0.115016 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),0.0378328 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),-0.449148 # DEPENDENCYPART_GRANDPAR
(2,6),(6,11),-0.41722 # DEPENDENCYPART_GRANDPAR
(2,6),(6,15),-0.542585 # DEPENDENCYPART_GRANDPAR
(2,6),(6,18),-0.767634 # DEPENDENCYPART_GRANDPAR
(2,6),(6,19),-0.628272 # DEPENDENCYPART_GRANDPAR
(2,7),(7,1),-0.94419 # DEPENDENCYPART_GRANDPAR
(2,7),(7,2),-0.521836 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,7),(7,3),0.238664 # DEPENDENCYPART_GRANDPAR
(2,7),(7,4),-0.103344 # DEPENDENCYPART_GRANDPAR
(2,7),(7,5),-0.0226809 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),0.083202 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),-0.342092 # DEPENDENCYPART_GRANDPAR
(2,11),(11,1),-0.881468 # DEPENDENCYPART_GRANDPAR
(2,11),(11,2),-0.671144 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,11),(11,3),0.267952 # DEPENDENCYPART_GRANDPAR
(2,11),(11,4),-0.231866 # DEPENDENCYPART_GRANDPAR
(2,11),(11,5),-0.000740278 # DEPENDENCYPART_GRANDPAR
(2,11),(11,6),0.07634 # DEPENDENCYPART_GRANDPAR
(2,11),(11,7),-0.31039 # DEPENDENCYPART_GRANDPAR
(2,11),(11,8),-0.371801 # DEPENDENCYPART_GRANDPAR
(2,11),(11,9),-0.107928 # DEPENDENCYPART_GRANDPAR
(2,11),(11,10),0.0888684 # DEPENDENCYPART_GRANDPAR
(2,11),(11,12),-0.162227 # DEPENDENCYPART_GRANDPAR
(2,11),(11,13),-0.546169 # DEPENDENCYPART_GRANDPAR
(2,11),(11,14),-0.607866 # DEPENDENCYPART_GRANDPAR
(2,11),(11,15),-0.410911 # DEPENDENCYPART_GRANDPAR
(2,11),(11,16),-0.128217 # DEPENDENCYPART_GRANDPAR
(2,11),(11,17),-0.0584063 # DEPENDENCYPART_GRANDPAR
(2,11),(11,18),-0.707718 # DEPENDENCYPART_GRANDPAR
(2,11),(11,19),-0.530228 # DEPENDENCYPART_GRANDPAR
(2,18),(18,2),-0.601924 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,18),(18,5),0.0190112 # DEPENDENCYPART_GRANDPAR
(2,18),(18,6),0.0629134 # DEPENDENCYPART_GRANDPAR
(2,18),(18,7),-0.240325 # DEPENDENCYPART_GRANDPAR
(2,18),(18,8),-0.301735 # DEPENDENCYPART_GRANDPAR
(2,18),(18,9),-0.112132 # DEPENDENCYPART_GRANDPAR
(2,18),(18,10),0.0581457 # DEPENDENCYPART_GRANDPAR
(2,18),(18,11),-0.265465 # DEPENDENCYPART_GRANDPAR
(2,18),(18,13),-0.509276 # DEPENDENCYPART_GRANDPAR
(2,18),(18,14),-0.433366 # DEPENDENCYPART_GRANDPAR
(2,18),(18,15),-0.395172 # DEPENDENCYPART_GRANDPAR
(2,18),(18,16),-0.0587352 # DEPENDENCYPART_GRANDPAR
(2,18),(18,17),0.0395613 # DEPENDENCYPART_GRANDPAR
(2,18),(18,19),-0.467581 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-0.816406 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,1),-0.242892 # DEPENDENCYPART_GRANDPAR
(3,2),(2,4),-0.476364 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.617489 # DEPENDENCYPART_GRANDPAR
(3,2),(2,7),-0.486367 # DEPENDENCYPART_GRANDPAR
(3,2),(2,11),-0.450829 # DEPENDENCYPART_GRANDPAR
(3,2),(2,18),-0.663907 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.411253 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.431491 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),-0.154846 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),-0.298022 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.0495282 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),0.0559451 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),-0.0975349 # DEPENDENCYPART_GRANDPAR
(3,5),(5,11),-0.130236 # DEPENDENCYPART_GRANDPAR
(3,5),(5,15),-0.306882 # DEPENDENCYPART_GRANDPAR
(3,5),(5,16),-0.0138858 # DEPENDENCYPART_GRANDPAR
(3,5),(5,17),-0.069092 # DEPENDENCYPART_GRANDPAR
(3,5),(5,19),-0.490451 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-0.404002 # DEPENDENCYPART_GRANDPAR
(3,6),(6,4),-0.143403 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),0.0152424 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),0.0903271 # DEPENDENCYPART_GRANDPAR
