# _root_ Aki elsőnek ér a tájékozódási pontokra , azé a tojás , és a legtöbb tojás tulajdonosa lesz a tojáskereső verseny győztese .
#goldHeads=3,3,8,6,6,3,8,12,10,8,12,0,15,15,16,17,12,20,20,21,17,12,
#predictedHeads=3,3,12,6,6,3,3,10,10,3,12,0,15,15,16,17,12,20,20,21,17,12,
(15,5),(15,16),-0.00539169 # DEPENDENCYPART_SIBL
(15,5),(15,20),-0.00411401 # DEPENDENCYPART_SIBL
(15,5),(15,21),-0.00430571 # DEPENDENCYPART_SIBL
(15,6),(15,7),0.641668 # DEPENDENCYPART_SIBL
(15,6),(15,8),0.0546145 # DEPENDENCYPART_SIBL
(15,6),(15,9),-0.317125 # DEPENDENCYPART_SIBL
(15,6),(15,10),-0.0181155 # DEPENDENCYPART_SIBL
(15,6),(15,11),0.641668 # DEPENDENCYPART_SIBL
(15,6),(15,12),0.794003 # DEPENDENCYPART_SIBL
(15,6),(15,13),-0.317125 # DEPENDENCYPART_SIBL
(15,6),(15,14),0.0292929 # DEPENDENCYPART_SIBL
(15,6),(15,16),0.00681713 # DEPENDENCYPART_SIBL
(15,6),(15,20),0.0033537 # DEPENDENCYPART_SIBL
(15,6),(15,21),0.0031729 # DEPENDENCYPART_SIBL
(15,7),(15,8),-0.0278281 # DEPENDENCYPART_SIBL
(15,7),(15,9),-0.408123 # DEPENDENCYPART_SIBL
(15,7),(15,10),0.0569251 # DEPENDENCYPART_SIBL
(15,7),(15,11),0.0456326 # DEPENDENCYPART_SIBL
(15,7),(15,12),0.231586 # DEPENDENCYPART_SIBL
(15,7),(15,13),-0.408123 # DEPENDENCYPART_SIBL
(15,7),(15,14),-0.024018 # DEPENDENCYPART_SIBL
(15,7),(15,16),-0.00505741 # DEPENDENCYPART_SIBL
(15,7),(15,20),-0.00845018 # DEPENDENCYPART_SIBL
(15,7),(15,21),-0.00863653 # DEPENDENCYPART_SIBL
(15,8),(15,9),0.0681594 # DEPENDENCYPART_SIBL
(15,8),(15,10),-0.0306822 # DEPENDENCYPART_SIBL
(15,8),(15,11),0.31979 # DEPENDENCYPART_SIBL
(15,8),(15,12),0.306101 # DEPENDENCYPART_SIBL
(15,8),(15,13),0.0681594 # DEPENDENCYPART_SIBL
(15,8),(15,14),0.0437189 # DEPENDENCYPART_SIBL
(15,8),(15,16),0.00394978 # DEPENDENCYPART_SIBL
(15,8),(15,20),0.00582959 # DEPENDENCYPART_SIBL
(15,8),(15,21),0.00564155 # DEPENDENCYPART_SIBL
(15,9),(15,10),0.0129962 # DEPENDENCYPART_SIBL
(15,9),(15,11),0.190771 # DEPENDENCYPART_SIBL
(15,9),(15,12),0.138025 # DEPENDENCYPART_SIBL
(15,9),(15,13),-0.662013 # DEPENDENCYPART_SIBL
(15,9),(15,14),0.0858411 # DEPENDENCYPART_SIBL
(15,9),(15,16),-0.00440504 # DEPENDENCYPART_SIBL
(15,9),(15,20),-0.00331961 # DEPENDENCYPART_SIBL
(15,9),(15,21),-0.00351153 # DEPENDENCYPART_SIBL
(15,10),(15,11),0.641687 # DEPENDENCYPART_SIBL
(15,10),(15,12),0.794005 # DEPENDENCYPART_SIBL
(15,10),(15,13),-0.317123 # DEPENDENCYPART_SIBL
(15,10),(15,14),0.0292946 # DEPENDENCYPART_SIBL
(15,10),(15,16),0.00683085 # DEPENDENCYPART_SIBL
(15,10),(15,20),0.00336742 # DEPENDENCYPART_SIBL
(15,10),(15,21),0.00318661 # DEPENDENCYPART_SIBL
(15,11),(15,12),0.231586 # DEPENDENCYPART_SIBL
(15,11),(15,13),-0.408123 # DEPENDENCYPART_SIBL
(15,11),(15,14),-0.024018 # DEPENDENCYPART_SIBL
(15,11),(15,16),-0.00505741 # DEPENDENCYPART_SIBL
(15,11),(15,20),-0.00845018 # DEPENDENCYPART_SIBL
(15,11),(15,21),-0.00863653 # DEPENDENCYPART_SIBL
(15,12),(15,13),-0.38659 # DEPENDENCYPART_SIBL
(15,12),(15,14),-0.000926507 # DEPENDENCYPART_SIBL
(15,12),(15,16),-0.00994508 # DEPENDENCYPART_SIBL
(15,12),(15,20),-0.00798823 # DEPENDENCYPART_SIBL
(15,12),(15,21),-0.00818015 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.0858411 # DEPENDENCYPART_SIBL
(15,13),(15,16),-0.00440504 # DEPENDENCYPART_SIBL
(15,13),(15,20),-0.00331961 # DEPENDENCYPART_SIBL
(15,13),(15,21),-0.00351153 # DEPENDENCYPART_SIBL
(15,14),(15,16),0.00903494 # DEPENDENCYPART_SIBL
(15,14),(15,20),0.0118518 # DEPENDENCYPART_SIBL
(15,14),(15,21),0.0112761 # DEPENDENCYPART_SIBL
(15,16),(15,20),0.00663372 # DEPENDENCYPART_SIBL
(15,16),(15,21),0.00663476 # DEPENDENCYPART_SIBL
(15,20),(15,21),0.00471362 # DEPENDENCYPART_SIBL
(16,3),(16,6),-0.0587211 # DEPENDENCYPART_SIBL
(16,3),(16,7),0.313441 # DEPENDENCYPART_SIBL
(16,3),(16,8),-0.0165901 # DEPENDENCYPART_SIBL
(16,3),(16,9),-0.353581 # DEPENDENCYPART_SIBL
(16,3),(16,10),-0.0587082 # DEPENDENCYPART_SIBL
(16,3),(16,11),0.313441 # DEPENDENCYPART_SIBL
(16,3),(16,12),0.28751 # DEPENDENCYPART_SIBL
(16,3),(16,13),-0.353581 # DEPENDENCYPART_SIBL
(16,3),(16,14),0.00778217 # DEPENDENCYPART_SIBL
(16,3),(16,15),-0.0587082 # DEPENDENCYPART_SIBL
(16,3),(16,20),-0.00664229 # DEPENDENCYPART_SIBL
(16,3),(16,21),-0.00683393 # DEPENDENCYPART_SIBL
(16,3),(16,22),0.116847 # DEPENDENCYPART_SIBL
(16,6),(16,7),0.638986 # DEPENDENCYPART_SIBL
(16,6),(16,8),0.0524049 # DEPENDENCYPART_SIBL
(16,6),(16,9),-0.319288 # DEPENDENCYPART_SIBL
(16,6),(16,10),-0.0328155 # DEPENDENCYPART_SIBL
(16,6),(16,11),0.638986 # DEPENDENCYPART_SIBL
(16,6),(16,12),0.791489 # DEPENDENCYPART_SIBL
(16,6),(16,13),-0.319288 # DEPENDENCYPART_SIBL
(16,6),(16,14),0.0271438 # DEPENDENCYPART_SIBL
(16,6),(16,15),-0.0328155 # DEPENDENCYPART_SIBL
(16,6),(16,20),0.00940563 # DEPENDENCYPART_SIBL
(16,6),(16,21),0.00922483 # DEPENDENCYPART_SIBL
(16,6),(16,22),0.0411334 # DEPENDENCYPART_SIBL
(16,7),(16,8),-0.028371 # DEPENDENCYPART_SIBL
(16,7),(16,9),-0.408592 # DEPENDENCYPART_SIBL
(16,7),(16,10),0.0481139 # DEPENDENCYPART_SIBL
(16,7),(16,11),0.0446795 # DEPENDENCYPART_SIBL
(16,7),(16,12),0.230649 # DEPENDENCYPART_SIBL
(16,7),(16,13),-0.408592 # DEPENDENCYPART_SIBL
(16,7),(16,14),-0.0244729 # DEPENDENCYPART_SIBL
(16,7),(16,15),0.0481139 # DEPENDENCYPART_SIBL
(16,7),(16,20),-0.00912817 # DEPENDENCYPART_SIBL
(16,7),(16,21),-0.00931451 # DEPENDENCYPART_SIBL
(16,7),(16,22),0.0187171 # DEPENDENCYPART_SIBL
(16,8),(16,9),0.0677804 # DEPENDENCYPART_SIBL
(16,8),(16,10),-0.0393742 # DEPENDENCYPART_SIBL
(16,8),(16,11),0.31896 # DEPENDENCYPART_SIBL
(16,8),(16,12),0.305387 # DEPENDENCYPART_SIBL
(16,8),(16,13),0.0677804 # DEPENDENCYPART_SIBL
(16,8),(16,14),0.0433695 # DEPENDENCYPART_SIBL
(16,8),(16,15),-0.0393742 # DEPENDENCYPART_SIBL
(16,8),(16,20),0.00436171 # DEPENDENCYPART_SIBL
(16,8),(16,21),0.00417367 # DEPENDENCYPART_SIBL
(16,8),(16,22),0.0170257 # DEPENDENCYPART_SIBL
(16,9),(16,10),0.00410132 # DEPENDENCYPART_SIBL
(16,9),(16,11),0.189767 # DEPENDENCYPART_SIBL
(16,9),(16,12),0.137118 # DEPENDENCYPART_SIBL
(16,9),(16,13),-0.662594 # DEPENDENCYPART_SIBL
(16,9),(16,14),0.0852752 # DEPENDENCYPART_SIBL
(16,9),(16,15),0.00410132 # DEPENDENCYPART_SIBL
(16,9),(16,20),-0.00398654 # DEPENDENCYPART_SIBL
(16,9),(16,21),-0.00417846 # DEPENDENCYPART_SIBL
(16,9),(16,22),-0.0336369 # DEPENDENCYPART_SIBL
(16,10),(16,11),0.639005 # DEPENDENCYPART_SIBL
(16,10),(16,12),0.791491 # DEPENDENCYPART_SIBL
(16,10),(16,13),-0.319287 # DEPENDENCYPART_SIBL
(16,10),(16,14),0.0271456 # DEPENDENCYPART_SIBL
(16,10),(16,15),-0.032806 # DEPENDENCYPART_SIBL
(16,10),(16,20),0.00941935 # DEPENDENCYPART_SIBL
(16,10),(16,21),0.00923854 # DEPENDENCYPART_SIBL
(16,10),(16,22),0.0411346 # DEPENDENCYPART_SIBL
(16,11),(16,12),0.230649 # DEPENDENCYPART_SIBL
(16,11),(16,13),-0.408592 # DEPENDENCYPART_SIBL
(16,11),(16,14),-0.0244729 # DEPENDENCYPART_SIBL
(16,11),(16,15),0.0481139 # DEPENDENCYPART_SIBL
(16,11),(16,20),-0.00912817 # DEPENDENCYPART_SIBL
(16,11),(16,21),-0.00931451 # DEPENDENCYPART_SIBL
(16,11),(16,22),0.0187171 # DEPENDENCYPART_SIBL
(16,12),(16,13),-0.386722 # DEPENDENCYPART_SIBL
(16,12),(16,14),-0.00104285 # DEPENDENCYPART_SIBL
(16,12),(16,15),0.0945342 # DEPENDENCYPART_SIBL
(16,12),(16,20),-0.00861346 # DEPENDENCYPART_SIBL
(16,12),(16,21),-0.00880538 # DEPENDENCYPART_SIBL
(16,12),(16,22),0.0146299 # DEPENDENCYPART_SIBL
(16,13),(16,14),0.0852752 # DEPENDENCYPART_SIBL
(16,13),(16,15),0.00410132 # DEPENDENCYPART_SIBL
(16,13),(16,20),-0.00398654 # DEPENDENCYPART_SIBL
(16,13),(16,21),-0.00417846 # DEPENDENCYPART_SIBL
(16,13),(16,22),-0.0336369 # DEPENDENCYPART_SIBL
(16,14),(16,15),-0.0139567 # DEPENDENCYPART_SIBL
(16,14),(16,20),0.0112383 # DEPENDENCYPART_SIBL
(16,14),(16,21),0.0106626 # DEPENDENCYPART_SIBL
(16,14),(16,22),0.0142251 # DEPENDENCYPART_SIBL
(16,15),(16,20),0.00941935 # DEPENDENCYPART_SIBL
(16,15),(16,21),0.00923854 # DEPENDENCYPART_SIBL
(16,15),(16,22),0.0411346 # DEPENDENCYPART_SIBL
(16,20),(16,21),0.00897117 # DEPENDENCYPART_SIBL
(16,20),(16,22),0.0708201 # DEPENDENCYPART_SIBL
(16,21),(16,22),0.0706269 # DEPENDENCYPART_SIBL
(17,1),(17,3),0.00730758 # DEPENDENCYPART_SIBL
(17,1),(17,4),0.053431 # DEPENDENCYPART_SIBL
(17,1),(17,5),0.054803 # DEPENDENCYPART_SIBL
(17,1),(17,6),0.0838421 # DEPENDENCYPART_SIBL
(17,1),(17,7),0.0814483 # DEPENDENCYPART_SIBL
(17,1),(17,8),-0.145601 # DEPENDENCYPART_SIBL
(17,1),(17,9),0.053431 # DEPENDENCYPART_SIBL
(17,1),(17,10),0.0838421 # DEPENDENCYPART_SIBL
(17,1),(17,11),0.0814483 # DEPENDENCYPART_SIBL
(17,1),(17,12),0.0219172 # DEPENDENCYPART_SIBL
(17,1),(17,13),0.053431 # DEPENDENCYPART_SIBL
(17,1),(17,14),0.016017 # DEPENDENCYPART_SIBL
(17,1),(17,15),0.0838421 # DEPENDENCYPART_SIBL
(17,1),(17,16),0.0717589 # DEPENDENCYPART_SIBL
(17,1),(17,18),0.0087291 # DEPENDENCYPART_SIBL
(17,1),(17,19),-0.00341514 # DEPENDENCYPART_SIBL
(17,1),(17,20),0.0312907 # DEPENDENCYPART_SIBL
(17,1),(17,21),0.0312946 # DEPENDENCYPART_SIBL
(17,1),(17,22),-0.0911729 # DEPENDENCYPART_SIBL
(17,3),(17,4),-0.0912033 # DEPENDENCYPART_SIBL
(17,3),(17,5),0.0117415 # DEPENDENCYPART_SIBL
(17,3),(17,6),-0.0281426 # DEPENDENCYPART_SIBL
(17,3),(17,7),0.0605707 # DEPENDENCYPART_SIBL
(17,3),(17,8),-0.107528 # DEPENDENCYPART_SIBL
(17,3),(17,9),-0.0912033 # DEPENDENCYPART_SIBL
(17,3),(17,10),-0.0281298 # DEPENDENCYPART_SIBL
(17,3),(17,11),0.0605707 # DEPENDENCYPART_SIBL
(17,3),(17,12),-0.0479101 # DEPENDENCYPART_SIBL
(17,3),(17,13),-0.0912033 # DEPENDENCYPART_SIBL
(17,3),(17,14),-0.0488372 # DEPENDENCYPART_SIBL
(17,3),(17,15),-0.0281298 # DEPENDENCYPART_SIBL
(17,3),(17,16),-0.0385947 # DEPENDENCYPART_SIBL
(17,3),(17,18),-0.0489545 # DEPENDENCYPART_SIBL
(17,3),(17,19),-0.0221733 # DEPENDENCYPART_SIBL
(17,3),(17,20),-0.0309025 # DEPENDENCYPART_SIBL
(17,3),(17,21),-0.0309022 # DEPENDENCYPART_SIBL
(17,3),(17,22),-0.0259062 # DEPENDENCYPART_SIBL
(17,4),(17,5),0.0154125 # DEPENDENCYPART_SIBL
(17,4),(17,6),0.0295127 # DEPENDENCYPART_SIBL
(17,4),(17,7),0.0178263 # DEPENDENCYPART_SIBL
(17,4),(17,8),-0.114961 # DEPENDENCYPART_SIBL
(17,4),(17,9),-0.133383 # DEPENDENCYPART_SIBL
(17,4),(17,10),0.0295127 # DEPENDENCYPART_SIBL
(17,4),(17,11),0.0178263 # DEPENDENCYPART_SIBL
(17,4),(17,12),0.0166506 # DEPENDENCYPART_SIBL
(17,4),(17,13),-0.133383 # DEPENDENCYPART_SIBL
(17,4),(17,14),-0.00780057 # DEPENDENCYPART_SIBL
(17,4),(17,15),0.0295127 # DEPENDENCYPART_SIBL
(17,4),(17,16),0.0199905 # DEPENDENCYPART_SIBL
(17,4),(17,18),0.0228389 # DEPENDENCYPART_SIBL
(17,4),(17,19),0.0131892 # DEPENDENCYPART_SIBL
(17,4),(17,20),-0.013283 # DEPENDENCYPART_SIBL
(17,4),(17,21),-0.013283 # DEPENDENCYPART_SIBL
(17,4),(17,22),-0.0865165 # DEPENDENCYPART_SIBL
(17,5),(17,6),0.0127885 # DEPENDENCYPART_SIBL
(17,5),(17,7),0.0802444 # DEPENDENCYPART_SIBL
(17,5),(17,8),-0.0738795 # DEPENDENCYPART_SIBL
(17,5),(17,9),-0.196723 # DEPENDENCYPART_SIBL
(17,5),(17,10),0.0127899 # DEPENDENCYPART_SIBL
(17,5),(17,11),0.0802444 # DEPENDENCYPART_SIBL
(17,5),(17,12),0.145882 # DEPENDENCYPART_SIBL
(17,5),(17,13),-0.196723 # DEPENDENCYPART_SIBL
(17,5),(17,14),-0.0259857 # DEPENDENCYPART_SIBL
(17,5),(17,15),0.0127899 # DEPENDENCYPART_SIBL
(17,5),(17,16),0.00310364 # DEPENDENCYPART_SIBL
(17,5),(17,18),0.0109969 # DEPENDENCYPART_SIBL
(17,5),(17,19),-0.00618181 # DEPENDENCYPART_SIBL
(17,5),(17,20),0.049576 # DEPENDENCYPART_SIBL
(17,5),(17,21),0.0495762 # DEPENDENCYPART_SIBL
(17,5),(17,22),-0.00403153 # DEPENDENCYPART_SIBL
(17,6),(17,7),0.110904 # DEPENDENCYPART_SIBL
(17,6),(17,8),-0.082244 # DEPENDENCYPART_SIBL
(17,6),(17,9),-0.0621541 # DEPENDENCYPART_SIBL
(17,6),(17,10),-0.0159677 # DEPENDENCYPART_SIBL
(17,6),(17,11),0.110904 # DEPENDENCYPART_SIBL
(17,6),(17,12),0.111673 # DEPENDENCYPART_SIBL
(17,6),(17,13),-0.0621541 # DEPENDENCYPART_SIBL
(17,6),(17,14),-0.00672574 # DEPENDENCYPART_SIBL
(17,6),(17,15),-0.0159677 # DEPENDENCYPART_SIBL
(17,6),(17,16),-0.0210371 # DEPENDENCYPART_SIBL
(17,6),(17,18),-0.0109118 # DEPENDENCYPART_SIBL
(17,6),(17,19),0.0214317 # DEPENDENCYPART_SIBL
(17,6),(17,20),-0.00113432 # DEPENDENCYPART_SIBL
(17,6),(17,21),-0.00112321 # DEPENDENCYPART_SIBL
(17,6),(17,22),-0.0188501 # DEPENDENCYPART_SIBL
(17,7),(17,8),-0.0870757 # DEPENDENCYPART_SIBL
(17,7),(17,9),-0.133717 # DEPENDENCYPART_SIBL
(17,7),(17,10),-0.000273502 # DEPENDENCYPART_SIBL
(17,7),(17,11),-0.0104383 # DEPENDENCYPART_SIBL
(17,7),(17,12),-0.0131143 # DEPENDENCYPART_SIBL
(17,7),(17,13),-0.133717 # DEPENDENCYPART_SIBL
(17,7),(17,14),-0.054968 # DEPENDENCYPART_SIBL
(17,7),(17,15),-0.000273502 # DEPENDENCYPART_SIBL
(17,7),(17,16),-0.0233505 # DEPENDENCYPART_SIBL
(17,7),(17,18),-0.0324453 # DEPENDENCYPART_SIBL
(17,7),(17,19),-0.0326469 # DEPENDENCYPART_SIBL
(17,7),(17,20),-0.0300084 # DEPENDENCYPART_SIBL
(17,7),(17,21),-0.0300028 # DEPENDENCYPART_SIBL
(17,7),(17,22),-0.0207218 # DEPENDENCYPART_SIBL
(17,8),(17,9),0.0630736 # DEPENDENCYPART_SIBL
(17,8),(17,10),0.0323162 # DEPENDENCYPART_SIBL
(17,8),(17,11),0.0942762 # DEPENDENCYPART_SIBL
(17,8),(17,12),0.00946785 # DEPENDENCYPART_SIBL
(17,8),(17,13),0.0630736 # DEPENDENCYPART_SIBL
(17,8),(17,14),0.00416944 # DEPENDENCYPART_SIBL
(17,8),(17,15),0.0323162 # DEPENDENCYPART_SIBL
(17,8),(17,16),0.020233 # DEPENDENCYPART_SIBL
(17,8),(17,18),-0.0183532 # DEPENDENCYPART_SIBL
(17,8),(17,19),-0.013667 # DEPENDENCYPART_SIBL
(17,8),(17,20),-0.000850068 # DEPENDENCYPART_SIBL
(17,8),(17,21),-0.000846187 # DEPENDENCYPART_SIBL
(17,8),(17,22),-0.0130846 # DEPENDENCYPART_SIBL
(17,9),(17,10),0.0295127 # DEPENDENCYPART_SIBL
(17,9),(17,11),0.0178263 # DEPENDENCYPART_SIBL
(17,9),(17,12),0.0166506 # DEPENDENCYPART_SIBL
(17,9),(17,13),-0.133383 # DEPENDENCYPART_SIBL
(17,9),(17,14),-0.00780057 # DEPENDENCYPART_SIBL
(17,9),(17,15),0.0295127 # DEPENDENCYPART_SIBL
(17,9),(17,16),0.0199905 # DEPENDENCYPART_SIBL
(17,9),(17,18),0.0228389 # DEPENDENCYPART_SIBL
(17,9),(17,19),0.0131892 # DEPENDENCYPART_SIBL
(17,9),(17,20),-0.013283 # DEPENDENCYPART_SIBL
(17,9),(17,21),-0.013283 # DEPENDENCYPART_SIBL
(17,9),(17,22),-0.0865165 # DEPENDENCYPART_SIBL
(17,10),(17,11),0.11092 # DEPENDENCYPART_SIBL
(17,10),(17,12),0.111673 # DEPENDENCYPART_SIBL
(17,10),(17,13),-0.0621541 # DEPENDENCYPART_SIBL
(17,10),(17,14),-0.00672574 # DEPENDENCYPART_SIBL
(17,10),(17,15),-0.0159605 # DEPENDENCYPART_SIBL
(17,10),(17,16),-0.0210299 # DEPENDENCYPART_SIBL
(17,10),(17,18),-0.0109116 # DEPENDENCYPART_SIBL
(17,10),(17,19),0.0214317 # DEPENDENCYPART_SIBL
(17,10),(17,20),-0.00112066 # DEPENDENCYPART_SIBL
(17,10),(17,21),-0.00110954 # DEPENDENCYPART_SIBL
(17,10),(17,22),-0.018849 # DEPENDENCYPART_SIBL
(17,11),(17,12),-0.0131143 # DEPENDENCYPART_SIBL
(17,11),(17,13),-0.133717 # DEPENDENCYPART_SIBL
(17,11),(17,14),-0.054968 # DEPENDENCYPART_SIBL
(17,11),(17,15),-0.000273502 # DEPENDENCYPART_SIBL
(17,11),(17,16),-0.0233505 # DEPENDENCYPART_SIBL
(17,11),(17,18),-0.0324453 # DEPENDENCYPART_SIBL
(17,11),(17,19),-0.0326469 # DEPENDENCYPART_SIBL
(17,11),(17,20),-0.0300084 # DEPENDENCYPART_SIBL
(17,11),(17,21),-0.0300028 # DEPENDENCYPART_SIBL
(17,11),(17,22),-0.0207218 # DEPENDENCYPART_SIBL
(17,12),(17,13),-0.143661 # DEPENDENCYPART_SIBL
(17,12),(17,14),-0.0735129 # DEPENDENCYPART_SIBL
(17,12),(17,15),0.0206592 # DEPENDENCYPART_SIBL
(17,12),(17,16),0.00618118 # DEPENDENCYPART_SIBL
(17,12),(17,18),-0.0692232 # DEPENDENCYPART_SIBL
(17,12),(17,19),-0.0411431 # DEPENDENCYPART_SIBL
(17,12),(17,20),-0.0223229 # DEPENDENCYPART_SIBL
(17,12),(17,21),-0.0223229 # DEPENDENCYPART_SIBL
(17,12),(17,22),-0.0583482 # DEPENDENCYPART_SIBL
(17,13),(17,14),-0.00780057 # DEPENDENCYPART_SIBL
(17,13),(17,15),0.0295127 # DEPENDENCYPART_SIBL
(17,13),(17,16),0.0199905 # DEPENDENCYPART_SIBL
(17,13),(17,18),0.0228389 # DEPENDENCYPART_SIBL
(17,13),(17,19),0.0131892 # DEPENDENCYPART_SIBL
(17,13),(17,20),-0.013283 # DEPENDENCYPART_SIBL
(17,13),(17,21),-0.013283 # DEPENDENCYPART_SIBL
(17,13),(17,22),-0.0865165 # DEPENDENCYPART_SIBL
(17,14),(17,15),0.0128067 # DEPENDENCYPART_SIBL
(17,14),(17,16),0.00303489 # DEPENDENCYPART_SIBL
(17,14),(17,18),-0.00105987 # DEPENDENCYPART_SIBL
(17,14),(17,19),-0.0107952 # DEPENDENCYPART_SIBL
(17,14),(17,20),0.013999 # DEPENDENCYPART_SIBL
(17,14),(17,21),0.013807 # DEPENDENCYPART_SIBL
(17,14),(17,22),-0.0316059 # DEPENDENCYPART_SIBL
(17,15),(17,16),-0.0210299 # DEPENDENCYPART_SIBL
(17,15),(17,18),-0.0109116 # DEPENDENCYPART_SIBL
(17,15),(17,19),0.0214317 # DEPENDENCYPART_SIBL
(17,15),(17,20),-0.00112066 # DEPENDENCYPART_SIBL
(17,15),(17,21),-0.00110954 # DEPENDENCYPART_SIBL
(17,15),(17,22),-0.018849 # DEPENDENCYPART_SIBL
(17,16),(17,18),-0.0208941 # DEPENDENCYPART_SIBL
(17,16),(17,19),0.00888578 # DEPENDENCYPART_SIBL
(17,16),(17,20),-0.0118396 # DEPENDENCYPART_SIBL
(17,16),(17,21),-0.0118285 # DEPENDENCYPART_SIBL
(17,16),(17,22),-0.0370978 # DEPENDENCYPART_SIBL
(17,18),(17,19),-0.00609333 # DEPENDENCYPART_SIBL
(17,18),(17,20),0.0387072 # DEPENDENCYPART_SIBL
(17,18),(17,21),0.0387113 # DEPENDENCYPART_SIBL
(17,18),(17,22),-0.0393482 # DEPENDENCYPART_SIBL
(17,19),(17,20),0.0132593 # DEPENDENCYPART_SIBL
(17,19),(17,21),0.0132645 # DEPENDENCYPART_SIBL
(17,19),(17,22),-0.015101 # DEPENDENCYPART_SIBL
(17,20),(17,21),0.0198636 # DEPENDENCYPART_SIBL
(17,20),(17,22),0.00327815 # DEPENDENCYPART_SIBL
(17,21),(17,22),0.00322988 # DEPENDENCYPART_SIBL
(18,19),(18,21),0.0310297 # DEPENDENCYPART_SIBL
(19,13),(19,14),0.0612862 # DEPENDENCYPART_SIBL
(19,13),(19,18),-0.229753 # DEPENDENCYPART_SIBL
(19,14),(19,18),-0.0695149 # DEPENDENCYPART_SIBL
(20,8),(20,12),0.306085 # DEPENDENCYPART_SIBL
(20,8),(20,13),0.068145 # DEPENDENCYPART_SIBL
(20,8),(20,14),0.0437107 # DEPENDENCYPART_SIBL
(20,8),(20,15),-0.0306903 # DEPENDENCYPART_SIBL
(20,8),(20,16),-0.0265175 # DEPENDENCYPART_SIBL
(20,8),(20,17),0.0935698 # DEPENDENCYPART_SIBL
(20,8),(20,18),0.068145 # DEPENDENCYPART_SIBL
(20,8),(20,19),0.0511994 # DEPENDENCYPART_SIBL
(20,8),(20,21),0.00564155 # DEPENDENCYPART_SIBL
(20,12),(20,13),-0.386594 # DEPENDENCYPART_SIBL
(20,12),(20,14),-0.000926507 # DEPENDENCYPART_SIBL
(20,12),(20,15),0.102991 # DEPENDENCYPART_SIBL
(20,12),(20,16),0.105969 # DEPENDENCYPART_SIBL
(20,12),(20,17),0.12726 # DEPENDENCYPART_SIBL
(20,12),(20,18),-0.386594 # DEPENDENCYPART_SIBL
(20,12),(20,19),-0.00206713 # DEPENDENCYPART_SIBL
(20,12),(20,21),-0.00818027 # DEPENDENCYPART_SIBL
(20,13),(20,14),0.0780673 # DEPENDENCYPART_SIBL
(20,13),(20,15),0.00522238 # DEPENDENCYPART_SIBL
(20,13),(20,16),0.0106785 # DEPENDENCYPART_SIBL
(20,13),(20,17),0.199032 # DEPENDENCYPART_SIBL
(20,13),(20,18),-0.66979 # DEPENDENCYPART_SIBL
(20,13),(20,19),0.13533 # DEPENDENCYPART_SIBL
(20,13),(20,21),-0.00351153 # DEPENDENCYPART_SIBL
(20,14),(20,15),-0.00535231 # DEPENDENCYPART_SIBL
(20,14),(20,16),-9.85523e-06 # DEPENDENCYPART_SIBL
(20,14),(20,17),0.10233 # DEPENDENCYPART_SIBL
(20,14),(20,18),-0.377476 # DEPENDENCYPART_SIBL
(20,14),(20,19),0.0261687 # DEPENDENCYPART_SIBL
(20,14),(20,21),0.0112761 # DEPENDENCYPART_SIBL
(20,15),(20,16),-0.00630108 # DEPENDENCYPART_SIBL
(20,15),(20,17),0.152348 # DEPENDENCYPART_SIBL
(20,15),(20,18),-0.317134 # DEPENDENCYPART_SIBL
(20,15),(20,19),0.0412495 # DEPENDENCYPART_SIBL
(20,15),(20,21),0.00318661 # DEPENDENCYPART_SIBL
(20,16),(20,17),0.15966 # DEPENDENCYPART_SIBL
(20,16),(20,18),-0.309846 # DEPENDENCYPART_SIBL
(20,16),(20,19),0.0482618 # DEPENDENCYPART_SIBL
(20,16),(20,21),0.00237801 # DEPENDENCYPART_SIBL
(20,17),(20,18),-0.3551 # DEPENDENCYPART_SIBL
(20,17),(20,19),-0.0719534 # DEPENDENCYPART_SIBL
(20,17),(20,21),-0.00682913 # DEPENDENCYPART_SIBL
(20,18),(20,19),0.13533 # DEPENDENCYPART_SIBL
(20,18),(20,21),-0.00351153 # DEPENDENCYPART_SIBL
(20,19),(20,21),-0.00430571 # DEPENDENCYPART_SIBL
(21,6),(21,8),0.0533911 # DEPENDENCYPART_SIBL
(21,6),(21,10),-0.021439 # DEPENDENCYPART_SIBL
(21,6),(21,11),0.640445 # DEPENDENCYPART_SIBL
(21,6),(21,12),0.792779 # DEPENDENCYPART_SIBL
(21,6),(21,13),-0.318348 # DEPENDENCYPART_SIBL
(21,6),(21,14),0.0280694 # DEPENDENCYPART_SIBL
(21,6),(21,15),-0.021439 # DEPENDENCYPART_SIBL
(21,6),(21,16),-0.00962644 # DEPENDENCYPART_SIBL
(21,6),(21,17),0.151131 # DEPENDENCYPART_SIBL
(21,6),(21,18),-0.318348 # DEPENDENCYPART_SIBL
(21,6),(21,19),0.0440006 # DEPENDENCYPART_SIBL
(21,6),(21,20),-0.03728 # DEPENDENCYPART_SIBL
(21,6),(21,22),0.0413244 # DEPENDENCYPART_SIBL
(21,8),(21,10),-0.0320586 # DEPENDENCYPART_SIBL
(21,8),(21,11),0.31979 # DEPENDENCYPART_SIBL
(21,8),(21,12),0.306101 # DEPENDENCYPART_SIBL
(21,8),(21,13),0.0681594 # DEPENDENCYPART_SIBL
