# _root_ 1998 márciusában az ÁPTF a Riverbank név használatát sem engedélyezte egy kft számára , mondván , nem végez pénzügyi szolgáltatási tevékenységet .
#goldHeads=2,10,4,10,7,7,8,10,10,0,12,13,10,10,10,10,18,15,20,21,18,10,
#predictedHeads=2,10,4,10,7,7,8,10,10,0,12,13,10,10,10,10,18,10,21,21,18,10,
(13,18),(13,22),0.109832 # DEPENDENCYPART_SIBL
(13,19),(13,21),0.0452874 # DEPENDENCYPART_SIBL
(13,19),(13,22),0.0658407 # DEPENDENCYPART_SIBL
(13,21),(13,22),0.0843171 # DEPENDENCYPART_SIBL
(15,2),(15,7),0.0654384 # DEPENDENCYPART_SIBL
(15,2),(15,8),0.0654367 # DEPENDENCYPART_SIBL
(15,2),(15,13),0.0790939 # DEPENDENCYPART_SIBL
(15,2),(15,14),0.237642 # DEPENDENCYPART_SIBL
(15,2),(15,16),-0.0148461 # DEPENDENCYPART_SIBL
(15,2),(15,17),0.0412461 # DEPENDENCYPART_SIBL
(15,2),(15,18),-0.0012038 # DEPENDENCYPART_SIBL
(15,2),(15,19),0.104276 # DEPENDENCYPART_SIBL
(15,2),(15,20),0.104358 # DEPENDENCYPART_SIBL
(15,2),(15,21),0.0802367 # DEPENDENCYPART_SIBL
(15,2),(15,22),0.0155747 # DEPENDENCYPART_SIBL
(15,7),(15,8),0.065443 # DEPENDENCYPART_SIBL
(15,7),(15,13),0.0790958 # DEPENDENCYPART_SIBL
(15,7),(15,14),0.237646 # DEPENDENCYPART_SIBL
(15,7),(15,16),-0.013398 # DEPENDENCYPART_SIBL
(15,7),(15,17),0.0414476 # DEPENDENCYPART_SIBL
(15,7),(15,18),-0.00132143 # DEPENDENCYPART_SIBL
(15,7),(15,19),0.104276 # DEPENDENCYPART_SIBL
(15,7),(15,20),0.104358 # DEPENDENCYPART_SIBL
(15,7),(15,21),0.0794794 # DEPENDENCYPART_SIBL
(15,7),(15,22),0.0142999 # DEPENDENCYPART_SIBL
(15,8),(15,13),0.0790958 # DEPENDENCYPART_SIBL
(15,8),(15,14),0.237642 # DEPENDENCYPART_SIBL
(15,8),(15,16),-0.013401 # DEPENDENCYPART_SIBL
(15,8),(15,17),0.0414476 # DEPENDENCYPART_SIBL
(15,8),(15,18),-0.00139539 # DEPENDENCYPART_SIBL
(15,8),(15,19),0.104276 # DEPENDENCYPART_SIBL
(15,8),(15,20),0.104357 # DEPENDENCYPART_SIBL
(15,8),(15,21),0.0794783 # DEPENDENCYPART_SIBL
(15,8),(15,22),0.014284 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.148631 # DEPENDENCYPART_SIBL
(15,13),(15,16),0.0204906 # DEPENDENCYPART_SIBL
(15,13),(15,17),0.0358333 # DEPENDENCYPART_SIBL
(15,13),(15,18),0.023778 # DEPENDENCYPART_SIBL
(15,13),(15,19),0.0911602 # DEPENDENCYPART_SIBL
(15,13),(15,20),0.0911942 # DEPENDENCYPART_SIBL
(15,13),(15,21),0.139698 # DEPENDENCYPART_SIBL
(15,13),(15,22),0.113088 # DEPENDENCYPART_SIBL
(15,14),(15,16),-0.0872095 # DEPENDENCYPART_SIBL
(15,14),(15,17),-0.0150962 # DEPENDENCYPART_SIBL
(15,14),(15,18),-0.0103884 # DEPENDENCYPART_SIBL
(15,14),(15,19),0.0538915 # DEPENDENCYPART_SIBL
(15,14),(15,20),0.0539579 # DEPENDENCYPART_SIBL
(15,14),(15,21),0.0313872 # DEPENDENCYPART_SIBL
(15,14),(15,22),0.0150733 # DEPENDENCYPART_SIBL
(15,16),(15,17),0.181012 # DEPENDENCYPART_SIBL
(15,16),(15,18),0.234019 # DEPENDENCYPART_SIBL
(15,16),(15,19),0.0546989 # DEPENDENCYPART_SIBL
(15,16),(15,20),0.0547334 # DEPENDENCYPART_SIBL
(15,16),(15,21),-0.00746405 # DEPENDENCYPART_SIBL
(15,16),(15,22),0.031541 # DEPENDENCYPART_SIBL
(15,17),(15,18),0.0830737 # DEPENDENCYPART_SIBL
(15,17),(15,19),0.155795 # DEPENDENCYPART_SIBL
(15,17),(15,20),0.155818 # DEPENDENCYPART_SIBL
(15,17),(15,21),0.0710356 # DEPENDENCYPART_SIBL
(15,17),(15,22),0.0949809 # DEPENDENCYPART_SIBL
(15,18),(15,19),0.0530217 # DEPENDENCYPART_SIBL
(15,18),(15,20),0.0530499 # DEPENDENCYPART_SIBL
(15,18),(15,21),0.0193194 # DEPENDENCYPART_SIBL
(15,18),(15,22),0.0465333 # DEPENDENCYPART_SIBL
(15,19),(15,20),0.0310302 # DEPENDENCYPART_SIBL
(15,19),(15,21),0.0276066 # DEPENDENCYPART_SIBL
(15,19),(15,22),0.0115546 # DEPENDENCYPART_SIBL
(15,20),(15,21),0.0276846 # DEPENDENCYPART_SIBL
(15,20),(15,22),0.0116169 # DEPENDENCYPART_SIBL
(15,21),(15,22),0.0280727 # DEPENDENCYPART_SIBL
(17,2),(17,13),0.115586 # DEPENDENCYPART_SIBL
(17,2),(17,14),0.36703 # DEPENDENCYPART_SIBL
(17,2),(17,16),0.36703 # DEPENDENCYPART_SIBL
(17,2),(17,19),0.192194 # DEPENDENCYPART_SIBL
(17,2),(17,21),0.192197 # DEPENDENCYPART_SIBL
(17,2),(17,22),0.102977 # DEPENDENCYPART_SIBL
(17,13),(17,14),0.245921 # DEPENDENCYPART_SIBL
(17,13),(17,16),0.245921 # DEPENDENCYPART_SIBL
(17,13),(17,19),0.119837 # DEPENDENCYPART_SIBL
(17,13),(17,21),0.184333 # DEPENDENCYPART_SIBL
(17,13),(17,22),0.148362 # DEPENDENCYPART_SIBL
(17,14),(17,16),0.200028 # DEPENDENCYPART_SIBL
(17,14),(17,19),0.114753 # DEPENDENCYPART_SIBL
(17,14),(17,21),0.121937 # DEPENDENCYPART_SIBL
(17,14),(17,22),0.0642981 # DEPENDENCYPART_SIBL
(17,16),(17,19),0.114753 # DEPENDENCYPART_SIBL
(17,16),(17,21),0.121937 # DEPENDENCYPART_SIBL
(17,16),(17,22),0.0642981 # DEPENDENCYPART_SIBL
(17,19),(17,21),0.0492711 # DEPENDENCYPART_SIBL
(17,19),(17,22),0.0838477 # DEPENDENCYPART_SIBL
(17,21),(17,22),0.0124502 # DEPENDENCYPART_SIBL
(18,1),(18,2),0.0116802 # DEPENDENCYPART_SIBL
(18,1),(18,3),-0.0233054 # DEPENDENCYPART_SIBL
(18,1),(18,4),0.0148588 # DEPENDENCYPART_SIBL
(18,1),(18,5),-0.0726331 # DEPENDENCYPART_SIBL
(18,1),(18,6),0.012596 # DEPENDENCYPART_SIBL
(18,1),(18,7),0.012596 # DEPENDENCYPART_SIBL
(18,1),(18,8),0.012596 # DEPENDENCYPART_SIBL
(18,1),(18,9),0.035665 # DEPENDENCYPART_SIBL
(18,1),(18,10),-0.025112 # DEPENDENCYPART_SIBL
(18,1),(18,11),-0.0867181 # DEPENDENCYPART_SIBL
(18,1),(18,12),0.0084521 # DEPENDENCYPART_SIBL
(18,1),(18,13),-0.0032848 # DEPENDENCYPART_SIBL
(18,1),(18,14),0.0685545 # DEPENDENCYPART_SIBL
(18,1),(18,15),0.0148719 # DEPENDENCYPART_SIBL
(18,1),(18,16),0.0685545 # DEPENDENCYPART_SIBL
(18,1),(18,17),0.013752 # DEPENDENCYPART_SIBL
(18,1),(18,19),-0.0180625 # DEPENDENCYPART_SIBL
(18,1),(18,20),-0.0180566 # DEPENDENCYPART_SIBL
(18,1),(18,21),0.00436363 # DEPENDENCYPART_SIBL
(18,1),(18,22),0.00240813 # DEPENDENCYPART_SIBL
(18,2),(18,3),-0.0183062 # DEPENDENCYPART_SIBL
(18,2),(18,4),-0.00814424 # DEPENDENCYPART_SIBL
(18,2),(18,5),-0.0562947 # DEPENDENCYPART_SIBL
(18,2),(18,6),-0.014129 # DEPENDENCYPART_SIBL
(18,2),(18,7),-0.014129 # DEPENDENCYPART_SIBL
(18,2),(18,8),-0.0141307 # DEPENDENCYPART_SIBL
(18,2),(18,9),0.0557699 # DEPENDENCYPART_SIBL
(18,2),(18,10),-0.00336855 # DEPENDENCYPART_SIBL
(18,2),(18,11),-0.0420017 # DEPENDENCYPART_SIBL
(18,2),(18,12),0.00142301 # DEPENDENCYPART_SIBL
(18,2),(18,13),-0.0205623 # DEPENDENCYPART_SIBL
(18,2),(18,14),0.10125 # DEPENDENCYPART_SIBL
(18,2),(18,15),0.00585239 # DEPENDENCYPART_SIBL
(18,2),(18,16),0.10125 # DEPENDENCYPART_SIBL
(18,2),(18,17),0.0347072 # DEPENDENCYPART_SIBL
(18,2),(18,19),-0.0105767 # DEPENDENCYPART_SIBL
(18,2),(18,20),-0.0105306 # DEPENDENCYPART_SIBL
(18,2),(18,21),-0.0240299 # DEPENDENCYPART_SIBL
(18,2),(18,22),0.00134379 # DEPENDENCYPART_SIBL
(18,3),(18,4),-0.0258708 # DEPENDENCYPART_SIBL
(18,3),(18,5),-0.127998 # DEPENDENCYPART_SIBL
(18,3),(18,6),-0.0264183 # DEPENDENCYPART_SIBL
(18,3),(18,7),-0.0264183 # DEPENDENCYPART_SIBL
(18,3),(18,8),-0.0264204 # DEPENDENCYPART_SIBL
(18,3),(18,9),-0.0390358 # DEPENDENCYPART_SIBL
(18,3),(18,10),0.0118049 # DEPENDENCYPART_SIBL
(18,3),(18,11),-0.15107 # DEPENDENCYPART_SIBL
(18,3),(18,12),0.0353139 # DEPENDENCYPART_SIBL
(18,3),(18,13),-0.0198456 # DEPENDENCYPART_SIBL
(18,3),(18,14),0.015601 # DEPENDENCYPART_SIBL
(18,3),(18,15),-0.0769584 # DEPENDENCYPART_SIBL
(18,3),(18,16),0.015601 # DEPENDENCYPART_SIBL
(18,3),(18,17),-0.055272 # DEPENDENCYPART_SIBL
(18,3),(18,19),0.014 # DEPENDENCYPART_SIBL
(18,3),(18,20),0.0140088 # DEPENDENCYPART_SIBL
(18,3),(18,21),-0.00839795 # DEPENDENCYPART_SIBL
(18,3),(18,22),0.0136383 # DEPENDENCYPART_SIBL
(18,4),(18,5),-0.0518075 # DEPENDENCYPART_SIBL
(18,4),(18,6),0.00183107 # DEPENDENCYPART_SIBL
(18,4),(18,7),0.00183107 # DEPENDENCYPART_SIBL
(18,4),(18,8),0.00182945 # DEPENDENCYPART_SIBL
(18,4),(18,9),0.0602573 # DEPENDENCYPART_SIBL
(18,4),(18,10),0.00112319 # DEPENDENCYPART_SIBL
(18,4),(18,11),-0.0375145 # DEPENDENCYPART_SIBL
(18,4),(18,12),0.00591021 # DEPENDENCYPART_SIBL
(18,4),(18,13),-0.0160713 # DEPENDENCYPART_SIBL
(18,4),(18,14),0.0980695 # DEPENDENCYPART_SIBL
(18,4),(18,15),0.0103398 # DEPENDENCYPART_SIBL
(18,4),(18,16),0.0980695 # DEPENDENCYPART_SIBL
(18,4),(18,17),0.0391946 # DEPENDENCYPART_SIBL
(18,4),(18,19),0.00954087 # DEPENDENCYPART_SIBL
(18,4),(18,20),0.00958697 # DEPENDENCYPART_SIBL
(18,4),(18,21),0.00694975 # DEPENDENCYPART_SIBL
(18,4),(18,22),0.0311082 # DEPENDENCYPART_SIBL
(18,5),(18,6),0.0230924 # DEPENDENCYPART_SIBL
(18,5),(18,7),0.0230924 # DEPENDENCYPART_SIBL
(18,5),(18,8),0.0230914 # DEPENDENCYPART_SIBL
(18,5),(18,9),-0.0314293 # DEPENDENCYPART_SIBL
(18,5),(18,10),0.0272811 # DEPENDENCYPART_SIBL
(18,5),(18,11),-0.14059 # DEPENDENCYPART_SIBL
(18,5),(18,12),0.0801202 # DEPENDENCYPART_SIBL
(18,5),(18,13),-0.00983638 # DEPENDENCYPART_SIBL
(18,5),(18,14),0.0102192 # DEPENDENCYPART_SIBL
(18,5),(18,15),-0.0526491 # DEPENDENCYPART_SIBL
(18,5),(18,16),0.0102192 # DEPENDENCYPART_SIBL
(18,5),(18,17),-0.0582499 # DEPENDENCYPART_SIBL
(18,5),(18,19),0.00253003 # DEPENDENCYPART_SIBL
(18,5),(18,20),0.0025406 # DEPENDENCYPART_SIBL
(18,5),(18,21),-0.029436 # DEPENDENCYPART_SIBL
(18,5),(18,22),-0.0652943 # DEPENDENCYPART_SIBL
(18,6),(18,7),-0.014113 # DEPENDENCYPART_SIBL
(18,6),(18,8),-0.0141147 # DEPENDENCYPART_SIBL
(18,6),(18,9),0.0557789 # DEPENDENCYPART_SIBL
(18,6),(18,10),-0.0033551 # DEPENDENCYPART_SIBL
(18,6),(18,11),-0.0419929 # DEPENDENCYPART_SIBL
(18,6),(18,12),0.00143181 # DEPENDENCYPART_SIBL
(18,6),(18,13),-0.0205497 # DEPENDENCYPART_SIBL
(18,6),(18,14),0.101266 # DEPENDENCYPART_SIBL
(18,6),(18,15),0.00586141 # DEPENDENCYPART_SIBL
(18,6),(18,16),0.101266 # DEPENDENCYPART_SIBL
(18,6),(18,17),0.0347162 # DEPENDENCYPART_SIBL
(18,6),(18,19),-0.00947197 # DEPENDENCYPART_SIBL
(18,6),(18,20),-0.00942587 # DEPENDENCYPART_SIBL
(18,6),(18,21),-0.0244399 # DEPENDENCYPART_SIBL
(18,6),(18,22),-0.000101726 # DEPENDENCYPART_SIBL
(18,7),(18,8),-0.0141147 # DEPENDENCYPART_SIBL
(18,7),(18,9),0.0557789 # DEPENDENCYPART_SIBL
(18,7),(18,10),-0.0033551 # DEPENDENCYPART_SIBL
(18,7),(18,11),-0.0419929 # DEPENDENCYPART_SIBL
(18,7),(18,12),0.00143181 # DEPENDENCYPART_SIBL
(18,7),(18,13),-0.0205497 # DEPENDENCYPART_SIBL
(18,7),(18,14),0.101266 # DEPENDENCYPART_SIBL
(18,7),(18,15),0.00586141 # DEPENDENCYPART_SIBL
(18,7),(18,16),0.101266 # DEPENDENCYPART_SIBL
(18,7),(18,17),0.0347162 # DEPENDENCYPART_SIBL
(18,7),(18,19),-0.00947197 # DEPENDENCYPART_SIBL
(18,7),(18,20),-0.00942587 # DEPENDENCYPART_SIBL
(18,7),(18,21),-0.0244399 # DEPENDENCYPART_SIBL
(18,7),(18,22),-0.000101726 # DEPENDENCYPART_SIBL
(18,8),(18,9),0.0563044 # DEPENDENCYPART_SIBL
(18,8),(18,10),-0.00282974 # DEPENDENCYPART_SIBL
(18,8),(18,11),-0.0414667 # DEPENDENCYPART_SIBL
(18,8),(18,12),0.001958 # DEPENDENCYPART_SIBL
(18,8),(18,13),-0.0200235 # DEPENDENCYPART_SIBL
(18,8),(18,14),0.101788 # DEPENDENCYPART_SIBL
(18,8),(18,15),0.00638686 # DEPENDENCYPART_SIBL
(18,8),(18,16),0.101788 # DEPENDENCYPART_SIBL
(18,8),(18,17),0.0352417 # DEPENDENCYPART_SIBL
(18,8),(18,19),-0.00953896 # DEPENDENCYPART_SIBL
(18,8),(18,20),-0.00949285 # DEPENDENCYPART_SIBL
(18,8),(18,21),-0.0245075 # DEPENDENCYPART_SIBL
(18,8),(18,22),-0.000184136 # DEPENDENCYPART_SIBL
(18,9),(18,10),-0.0426799 # DEPENDENCYPART_SIBL
(18,9),(18,11),-0.0828487 # DEPENDENCYPART_SIBL
(18,9),(18,12),0.03218 # DEPENDENCYPART_SIBL
(18,9),(18,13),-0.0405845 # DEPENDENCYPART_SIBL
(18,9),(18,14),0.0208452 # DEPENDENCYPART_SIBL
(18,9),(18,15),-0.0313964 # DEPENDENCYPART_SIBL
(18,9),(18,16),0.0208452 # DEPENDENCYPART_SIBL
(18,9),(18,17),-0.0147006 # DEPENDENCYPART_SIBL
(18,9),(18,19),0.0328433 # DEPENDENCYPART_SIBL
(18,9),(18,20),0.032874 # DEPENDENCYPART_SIBL
(18,9),(18,21),-0.0321415 # DEPENDENCYPART_SIBL
(18,9),(18,22),0.0324472 # DEPENDENCYPART_SIBL
(18,10),(18,11),-0.077584 # DEPENDENCYPART_SIBL
(18,10),(18,12),-0.0278826 # DEPENDENCYPART_SIBL
(18,10),(18,13),-0.0661168 # DEPENDENCYPART_SIBL
(18,10),(18,14),0.0793449 # DEPENDENCYPART_SIBL
(18,10),(18,15),-0.0196794 # DEPENDENCYPART_SIBL
(18,10),(18,16),0.0793449 # DEPENDENCYPART_SIBL
(18,10),(18,17),-3.00631e-05 # DEPENDENCYPART_SIBL
(18,10),(18,19),-0.0142026 # DEPENDENCYPART_SIBL
(18,10),(18,20),-0.014192 # DEPENDENCYPART_SIBL
(18,10),(18,21),-0.0136868 # DEPENDENCYPART_SIBL
(18,10),(18,22),0.0138738 # DEPENDENCYPART_SIBL
(18,11),(18,12),0.0320678 # DEPENDENCYPART_SIBL
(18,11),(18,13),-0.023695 # DEPENDENCYPART_SIBL
(18,11),(18,14),0.0703436 # DEPENDENCYPART_SIBL
(18,11),(18,15),-0.0781494 # DEPENDENCYPART_SIBL
(18,11),(18,16),0.0703436 # DEPENDENCYPART_SIBL
(18,11),(18,17),-0.080926 # DEPENDENCYPART_SIBL
(18,11),(18,19),-0.0338684 # DEPENDENCYPART_SIBL
(18,11),(18,20),-0.03386 # DEPENDENCYPART_SIBL
(18,11),(18,21),-0.0330037 # DEPENDENCYPART_SIBL
(18,11),(18,22),-0.112162 # DEPENDENCYPART_SIBL
(18,12),(18,13),0.0192836 # DEPENDENCYPART_SIBL
(18,12),(18,14),0.0540415 # DEPENDENCYPART_SIBL
(18,12),(18,15),0.0244484 # DEPENDENCYPART_SIBL
(18,12),(18,16),0.0540415 # DEPENDENCYPART_SIBL
(18,12),(18,17),0.0226126 # DEPENDENCYPART_SIBL
(18,12),(18,19),-4.06015e-05 # DEPENDENCYPART_SIBL
(18,12),(18,20),-3.48655e-05 # DEPENDENCYPART_SIBL
(18,12),(18,21),-0.0324482 # DEPENDENCYPART_SIBL
(18,12),(18,22),0.0025998 # DEPENDENCYPART_SIBL
(18,13),(18,14),0.0159132 # DEPENDENCYPART_SIBL
(18,13),(18,15),0.012982 # DEPENDENCYPART_SIBL
(18,13),(18,16),0.0159132 # DEPENDENCYPART_SIBL
(18,13),(18,17),0.0241871 # DEPENDENCYPART_SIBL
(18,13),(18,19),-0.00389565 # DEPENDENCYPART_SIBL
(18,13),(18,20),-0.00388818 # DEPENDENCYPART_SIBL
(18,13),(18,21),-0.00648991 # DEPENDENCYPART_SIBL
(18,13),(18,22),-0.0119428 # DEPENDENCYPART_SIBL
(18,14),(18,15),-0.0287048 # DEPENDENCYPART_SIBL
(18,14),(18,16),0.00513268 # DEPENDENCYPART_SIBL
(18,14),(18,17),0.0222991 # DEPENDENCYPART_SIBL
(18,14),(18,19),-0.0173292 # DEPENDENCYPART_SIBL
(18,14),(18,20),-0.0172899 # DEPENDENCYPART_SIBL
(18,14),(18,21),-0.0229877 # DEPENDENCYPART_SIBL
(18,14),(18,22),0.0194401 # DEPENDENCYPART_SIBL
(18,15),(18,16),-0.00359955 # DEPENDENCYPART_SIBL
(18,15),(18,17),-0.0621591 # DEPENDENCYPART_SIBL
(18,15),(18,19),-0.0106241 # DEPENDENCYPART_SIBL
(18,15),(18,20),-0.0105934 # DEPENDENCYPART_SIBL
(18,15),(18,21),-0.0305638 # DEPENDENCYPART_SIBL
(18,15),(18,22),-0.0122778 # DEPENDENCYPART_SIBL
(18,16),(18,17),0.0222991 # DEPENDENCYPART_SIBL
(18,16),(18,19),-0.0173292 # DEPENDENCYPART_SIBL
(18,16),(18,20),-0.0172899 # DEPENDENCYPART_SIBL
(18,16),(18,21),-0.0229877 # DEPENDENCYPART_SIBL
(18,16),(18,22),0.0194401 # DEPENDENCYPART_SIBL
(18,17),(18,19),0.0181622 # DEPENDENCYPART_SIBL
(18,17),(18,20),0.0181929 # DEPENDENCYPART_SIBL
(18,17),(18,21),-0.00350348 # DEPENDENCYPART_SIBL
(18,17),(18,22),-0.00963902 # DEPENDENCYPART_SIBL
(18,19),(18,20),-0.034558 # DEPENDENCYPART_SIBL
(18,19),(18,21),-0.0252269 # DEPENDENCYPART_SIBL
(18,19),(18,22),-0.013244 # DEPENDENCYPART_SIBL
(18,20),(18,21),-0.0251801 # DEPENDENCYPART_SIBL
(18,20),(18,22),-0.0131995 # DEPENDENCYPART_SIBL
(18,21),(18,22),-0.0143263 # DEPENDENCYPART_SIBL
(19,1),(19,10),0.121058 # DEPENDENCYPART_SIBL
(19,1),(19,12),0.0954458 # DEPENDENCYPART_SIBL
(19,1),(19,13),0.135905 # DEPENDENCYPART_SIBL
(19,1),(19,15),0.0802047 # DEPENDENCYPART_SIBL
(19,1),(19,16),0.229455 # DEPENDENCYPART_SIBL
(19,1),(19,17),0.12145 # DEPENDENCYPART_SIBL
(19,1),(19,18),0.121058 # DEPENDENCYPART_SIBL
(19,1),(19,20),-0.015981 # DEPENDENCYPART_SIBL
(19,1),(19,21),0.0141147 # DEPENDENCYPART_SIBL
(19,10),(19,12),0.0424123 # DEPENDENCYPART_SIBL
(19,10),(19,13),0.0563388 # DEPENDENCYPART_SIBL
(19,10),(19,15),0.050974 # DEPENDENCYPART_SIBL
(19,10),(19,16),0.256204 # DEPENDENCYPART_SIBL
(19,10),(19,17),0.115493 # DEPENDENCYPART_SIBL
(19,10),(19,18),0.073694 # DEPENDENCYPART_SIBL
(19,10),(19,20),0.0385578 # DEPENDENCYPART_SIBL
(19,10),(19,21),0.0597329 # DEPENDENCYPART_SIBL
(19,12),(19,13),0.114429 # DEPENDENCYPART_SIBL
(19,12),(19,15),0.0635155 # DEPENDENCYPART_SIBL
(19,12),(19,16),0.121557 # DEPENDENCYPART_SIBL
(19,12),(19,17),0.107883 # DEPENDENCYPART_SIBL
(19,12),(19,18),0.109549 # DEPENDENCYPART_SIBL
(19,12),(19,20),0.0169375 # DEPENDENCYPART_SIBL
(19,12),(19,21),0.0108444 # DEPENDENCYPART_SIBL
(19,13),(19,15),0.13085 # DEPENDENCYPART_SIBL
(19,13),(19,16),0.155138 # DEPENDENCYPART_SIBL
(19,13),(19,17),0.186274 # DEPENDENCYPART_SIBL
(19,13),(19,18),0.14001 # DEPENDENCYPART_SIBL
(19,13),(19,20),0.0303383 # DEPENDENCYPART_SIBL
(19,13),(19,21),0.0554866 # DEPENDENCYPART_SIBL
(19,15),(19,16),0.0652271 # DEPENDENCYPART_SIBL
(19,15),(19,17),0.168345 # DEPENDENCYPART_SIBL
(19,15),(19,18),0.163247 # DEPENDENCYPART_SIBL
(19,15),(19,20),0.0313702 # DEPENDENCYPART_SIBL
(19,15),(19,21),0.036429 # DEPENDENCYPART_SIBL
(19,16),(19,17),0.105599 # DEPENDENCYPART_SIBL
(19,16),(19,18),0.190936 # DEPENDENCYPART_SIBL
(19,16),(19,20),-0.005666 # DEPENDENCYPART_SIBL
(19,16),(19,21),0.0205827 # DEPENDENCYPART_SIBL
(19,17),(19,18),0.154643 # DEPENDENCYPART_SIBL
(19,17),(19,20),0.0123869 # DEPENDENCYPART_SIBL
(19,17),(19,21),0.0186049 # DEPENDENCYPART_SIBL
(19,18),(19,20),0.0385578 # DEPENDENCYPART_SIBL
(19,18),(19,21),0.0597254 # DEPENDENCYPART_SIBL
(19,20),(19,21),0.00651541 # DEPENDENCYPART_SIBL
(20,1),(20,10),0.121059 # DEPENDENCYPART_SIBL
(20,1),(20,12),0.0954458 # DEPENDENCYPART_SIBL
(20,1),(20,13),0.135905 # DEPENDENCYPART_SIBL
(20,1),(20,14),0.229458 # DEPENDENCYPART_SIBL
(20,1),(20,15),0.080325 # DEPENDENCYPART_SIBL
(20,1),(20,16),0.229458 # DEPENDENCYPART_SIBL
(20,1),(20,17),0.12157 # DEPENDENCYPART_SIBL
(20,1),(20,19),0.00576068 # DEPENDENCYPART_SIBL
(20,10),(20,12),0.0424131 # DEPENDENCYPART_SIBL
(20,10),(20,13),0.0563396 # DEPENDENCYPART_SIBL
(20,10),(20,14),0.256209 # DEPENDENCYPART_SIBL
(20,10),(20,15),0.0510951 # DEPENDENCYPART_SIBL
(20,10),(20,16),0.256209 # DEPENDENCYPART_SIBL
(20,10),(20,17),0.115614 # DEPENDENCYPART_SIBL
(20,10),(20,19),-0.0105844 # DEPENDENCYPART_SIBL
(20,12),(20,13),0.114429 # DEPENDENCYPART_SIBL
(20,12),(20,14),0.121559 # DEPENDENCYPART_SIBL
(20,12),(20,15),0.0636358 # DEPENDENCYPART_SIBL
(20,12),(20,16),0.121559 # DEPENDENCYPART_SIBL
(20,12),(20,17),0.108003 # DEPENDENCYPART_SIBL
(20,12),(20,19),0.0300149 # DEPENDENCYPART_SIBL
(20,13),(20,14),0.155141 # DEPENDENCYPART_SIBL
(20,13),(20,15),0.13097 # DEPENDENCYPART_SIBL
(20,13),(20,16),0.155141 # DEPENDENCYPART_SIBL
(20,13),(20,17),0.186394 # DEPENDENCYPART_SIBL
(20,13),(20,19),0.0669942 # DEPENDENCYPART_SIBL
(20,14),(20,15),0.0243577 # DEPENDENCYPART_SIBL
(20,14),(20,16),0.0586475 # DEPENDENCYPART_SIBL
(20,14),(20,17),0.10572 # DEPENDENCYPART_SIBL
(20,14),(20,19),0.0279879 # DEPENDENCYPART_SIBL
(20,15),(20,16),0.0653434 # DEPENDENCYPART_SIBL
(20,15),(20,17),0.168581 # DEPENDENCYPART_SIBL
(20,15),(20,19),0.086572 # DEPENDENCYPART_SIBL
(20,16),(20,17),0.10572 # DEPENDENCYPART_SIBL
(20,16),(20,19),0.0279879 # DEPENDENCYPART_SIBL
(20,17),(20,19),0.139916 # DEPENDENCYPART_SIBL
(21,1),(21,3),-0.326988 # DEPENDENCYPART_SIBL
(21,1),(21,5),-0.394394 # DEPENDENCYPART_SIBL
(21,1),(21,6),-0.0227279 # DEPENDENCYPART_SIBL
(21,1),(21,10),0.0892014 # DEPENDENCYPART_SIBL
(21,1),(21,11),-0.304827 # DEPENDENCYPART_SIBL
(21,1),(21,12),0.0406697 # DEPENDENCYPART_SIBL
(21,1),(21,13),0.0326279 # DEPENDENCYPART_SIBL
(21,1),(21,14),0.390617 # DEPENDENCYPART_SIBL
(21,1),(21,15),0.0809067 # DEPENDENCYPART_SIBL
(21,1),(21,16),0.390617 # DEPENDENCYPART_SIBL
(21,1),(21,17),0.141545 # DEPENDENCYPART_SIBL
(21,1),(21,18),0.0892005 # DEPENDENCYPART_SIBL
(21,1),(21,19),0.00641842 # DEPENDENCYPART_SIBL
(21,1),(21,20),-0.00804772 # DEPENDENCYPART_SIBL
(21,3),(21,5),-0.545799 # DEPENDENCYPART_SIBL
(21,3),(21,6),-0.00247289 # DEPENDENCYPART_SIBL
(21,3),(21,10),0.156625 # DEPENDENCYPART_SIBL
(21,3),(21,11),-0.442087 # DEPENDENCYPART_SIBL
(21,3),(21,12),0.0793707 # DEPENDENCYPART_SIBL
(21,3),(21,13),0.0273438 # DEPENDENCYPART_SIBL
(21,3),(21,14),0.209853 # DEPENDENCYPART_SIBL
(21,3),(21,15),0.00878105 # DEPENDENCYPART_SIBL
(21,3),(21,16),0.209853 # DEPENDENCYPART_SIBL
(21,3),(21,17),0.090512 # DEPENDENCYPART_SIBL
(21,3),(21,18),0.156624 # DEPENDENCYPART_SIBL
(21,3),(21,19),0.204606 # DEPENDENCYPART_SIBL
(21,3),(21,20),0.195239 # DEPENDENCYPART_SIBL
(21,5),(21,6),0.00633989 # DEPENDENCYPART_SIBL
(21,5),(21,10),0.200333 # DEPENDENCYPART_SIBL
(21,5),(21,11),-0.502216 # DEPENDENCYPART_SIBL
(21,5),(21,12),0.124185 # DEPENDENCYPART_SIBL
(21,5),(21,13),0.0391618 # DEPENDENCYPART_SIBL
(21,5),(21,14),0.184115 # DEPENDENCYPART_SIBL
(21,5),(21,15),0.0209696 # DEPENDENCYPART_SIBL
(21,5),(21,16),0.184115 # DEPENDENCYPART_SIBL
(21,5),(21,17),0.0855298 # DEPENDENCYPART_SIBL
