# _root_ Az ezredfordulón nemcsak a közlekedés és a hírközlés , de a háztartás , a munka és a szórakozás tempója is a sokszorosa a száz évvel ezelőttinek .
#goldHeads=2,20,20,5,6,20,8,6,20,20,12,19,19,15,19,19,18,19,20,0,22,20,26,25,26,20,20,
#predictedHeads=2,3,10,5,6,10,8,6,10,0,12,19,19,15,19,19,18,19,20,26,22,26,25,25,26,10,10,
(3,20),(20,12),-0.616943 # DEPENDENCYPART_GRANDPAR
(3,20),(20,13),-0.405465 # DEPENDENCYPART_GRANDPAR
(3,20),(20,15),-0.799531 # DEPENDENCYPART_GRANDPAR
(3,20),(20,16),-0.331237 # DEPENDENCYPART_GRANDPAR
(3,20),(20,17),-0.26631 # DEPENDENCYPART_GRANDPAR
(3,20),(20,18),-0.833639 # DEPENDENCYPART_GRANDPAR
(3,20),(20,19),-0.761019 # DEPENDENCYPART_GRANDPAR
(3,20),(20,21),-0.337948 # DEPENDENCYPART_GRANDPAR
(3,20),(20,22),-0.929292 # DEPENDENCYPART_GRANDPAR
(3,20),(20,24),-0.246474 # DEPENDENCYPART_GRANDPAR
(3,20),(20,25),-1.14917 # DEPENDENCYPART_GRANDPAR
(3,20),(20,26),-0.533847 # DEPENDENCYPART_GRANDPAR
(3,20),(20,27),-0.649516 # DEPENDENCYPART_GRANDPAR
(3,24),(24,21),-0.303433 # DEPENDENCYPART_GRANDPAR
(3,24),(24,22),-0.893626 # DEPENDENCYPART_GRANDPAR
(3,24),(24,23),-0.425106 # DEPENDENCYPART_GRANDPAR
(3,24),(24,25),-1.15343 # DEPENDENCYPART_GRANDPAR
(3,25),(25,15),-0.873767 # DEPENDENCYPART_GRANDPAR
(3,25),(25,16),-0.4429 # DEPENDENCYPART_GRANDPAR
(3,25),(25,17),-0.442475 # DEPENDENCYPART_GRANDPAR
(3,25),(25,18),-0.905538 # DEPENDENCYPART_GRANDPAR
(3,25),(25,19),-0.832918 # DEPENDENCYPART_GRANDPAR
(3,25),(25,20),-0.680064 # DEPENDENCYPART_GRANDPAR
(3,25),(25,21),-0.4487 # DEPENDENCYPART_GRANDPAR
(3,25),(25,22),-0.925732 # DEPENDENCYPART_GRANDPAR
(3,25),(25,23),-0.570373 # DEPENDENCYPART_GRANDPAR
(3,25),(25,24),-0.199405 # DEPENDENCYPART_GRANDPAR
(3,26),(26,2),-0.6971 # DEPENDENCYPART_GRANDPAR
(3,26),(26,3),-0.658639 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,26),(26,5),-0.269987 # DEPENDENCYPART_GRANDPAR
(3,26),(26,6),-0.217485 # DEPENDENCYPART_GRANDPAR
(3,26),(26,8),-0.439367 # DEPENDENCYPART_GRANDPAR
(3,26),(26,9),-0.392485 # DEPENDENCYPART_GRANDPAR
(3,26),(26,10),-0.338101 # DEPENDENCYPART_GRANDPAR
(3,26),(26,12),-0.667056 # DEPENDENCYPART_GRANDPAR
(3,26),(26,13),-0.547308 # DEPENDENCYPART_GRANDPAR
(3,26),(26,15),-0.84968 # DEPENDENCYPART_GRANDPAR
(3,26),(26,16),-0.399685 # DEPENDENCYPART_GRANDPAR
(3,26),(26,18),-0.883893 # DEPENDENCYPART_GRANDPAR
(3,26),(26,19),-0.81128 # DEPENDENCYPART_GRANDPAR
(3,26),(26,20),-0.621977 # DEPENDENCYPART_GRANDPAR
(3,26),(26,21),-0.324937 # DEPENDENCYPART_GRANDPAR
(3,26),(26,22),-0.904087 # DEPENDENCYPART_GRANDPAR
(3,26),(26,23),-0.44661 # DEPENDENCYPART_GRANDPAR
(3,26),(26,24),-0.192726 # DEPENDENCYPART_GRANDPAR
(3,26),(26,25),-1.1248 # DEPENDENCYPART_GRANDPAR
(3,26),(26,27),-0.742303 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.263309 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.348788 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-0.985901 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.499078 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-0.536748 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-0.630078 # DEPENDENCYPART_GRANDPAR
(4,3),(3,9),-0.56207 # DEPENDENCYPART_GRANDPAR
(4,3),(3,10),-0.562937 # DEPENDENCYPART_GRANDPAR
(4,3),(3,12),-0.652071 # DEPENDENCYPART_GRANDPAR
(4,3),(3,13),-0.551011 # DEPENDENCYPART_GRANDPAR
(4,3),(3,16),-0.590384 # DEPENDENCYPART_GRANDPAR
(4,3),(3,19),-0.728485 # DEPENDENCYPART_GRANDPAR
(4,3),(3,20),-0.605592 # DEPENDENCYPART_GRANDPAR
(4,3),(3,24),-0.507855 # DEPENDENCYPART_GRANDPAR
(4,3),(3,25),-0.632591 # DEPENDENCYPART_GRANDPAR
(4,3),(3,26),-0.677196 # DEPENDENCYPART_GRANDPAR
(4,3),(3,27),-0.622316 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.560145 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.693141 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.567733 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.661222 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),-0.0449504 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.377836 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.274062 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.330307 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.239703 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),-0.296055 # DEPENDENCYPART_GRANDPAR
(4,6),(6,13),-0.319248 # DEPENDENCYPART_GRANDPAR
(4,6),(6,15),-0.340764 # DEPENDENCYPART_GRANDPAR
(4,6),(6,16),-0.284212 # DEPENDENCYPART_GRANDPAR
(4,6),(6,18),-0.359197 # DEPENDENCYPART_GRANDPAR
(4,6),(6,19),-0.372469 # DEPENDENCYPART_GRANDPAR
(4,6),(6,20),-0.262784 # DEPENDENCYPART_GRANDPAR
(4,6),(6,22),-0.365328 # DEPENDENCYPART_GRANDPAR
(4,6),(6,24),-0.191212 # DEPENDENCYPART_GRANDPAR
(4,6),(6,25),-0.277225 # DEPENDENCYPART_GRANDPAR
(4,6),(6,26),-0.356922 # DEPENDENCYPART_GRANDPAR
(4,6),(6,27),-0.272559 # DEPENDENCYPART_GRANDPAR
(4,8),(8,1),-0.597174 # DEPENDENCYPART_GRANDPAR
(4,8),(8,2),-0.725858 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-0.714342 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,5),-0.0626272 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),-0.173067 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),-0.4048 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.240615 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),-0.270256 # DEPENDENCYPART_GRANDPAR
(4,8),(8,13),-0.229556 # DEPENDENCYPART_GRANDPAR
(4,8),(8,26),-0.299961 # DEPENDENCYPART_GRANDPAR
(4,8),(8,27),-0.300781 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.57703 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-1.10173 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,1),-0.787359 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.24083 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,10),-0.655843 # DEPENDENCYPART_GRANDPAR
(5,2),(2,27),-1.15154 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-1.00199 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.51585 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.701722 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.17068 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.585956 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-0.771646 # DEPENDENCYPART_GRANDPAR
(5,3),(3,9),-0.63804 # DEPENDENCYPART_GRANDPAR
(5,3),(3,10),-0.63543 # DEPENDENCYPART_GRANDPAR
(5,3),(3,12),-0.828235 # DEPENDENCYPART_GRANDPAR
(5,3),(3,13),-0.667266 # DEPENDENCYPART_GRANDPAR
(5,3),(3,16),-0.726335 # DEPENDENCYPART_GRANDPAR
(5,3),(3,19),-1.00308 # DEPENDENCYPART_GRANDPAR
(5,3),(3,20),-0.649274 # DEPENDENCYPART_GRANDPAR
(5,3),(3,24),-1.03812 # DEPENDENCYPART_GRANDPAR
(5,3),(3,25),-1.00856 # DEPENDENCYPART_GRANDPAR
(5,3),(3,26),-0.760802 # DEPENDENCYPART_GRANDPAR
(5,3),(3,27),-1.12055 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.568729 # DEPENDENCYPART_GRANDPAR
(5,4),(4,6),-0.577755 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.729961 # DEPENDENCYPART_GRANDPAR
(5,8),(8,1),-1.34701 # DEPENDENCYPART_GRANDPAR
(5,8),(8,2),-0.948652 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-1.13516 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-0.642895 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),-0.220622 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),-0.310713 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.296084 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),-0.421033 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),-0.32531 # DEPENDENCYPART_GRANDPAR
(5,8),(8,26),-0.363217 # DEPENDENCYPART_GRANDPAR
(5,8),(8,27),-0.755771 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),-0.0737641 # DEPENDENCYPART_GRANDPAR
(6,1),(1,5),0.0955109 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.103263 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),0.14005 # DEPENDENCYPART_GRANDPAR
(6,2),(2,10),-0.475169 # DEPENDENCYPART_GRANDPAR
(6,2),(2,27),-0.711116 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.138518 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.0222295 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.00586126 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),0.0282264 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-1.00675 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,8),-0.74869 # DEPENDENCYPART_GRANDPAR
(6,3),(3,9),-0.556008 # DEPENDENCYPART_GRANDPAR
(6,3),(3,10),-0.507633 # DEPENDENCYPART_GRANDPAR
(6,3),(3,12),-1.02309 # DEPENDENCYPART_GRANDPAR
(6,3),(3,13),-0.769244 # DEPENDENCYPART_GRANDPAR
(6,3),(3,16),-0.565594 # DEPENDENCYPART_GRANDPAR
(6,3),(3,19),-1.05703 # DEPENDENCYPART_GRANDPAR
(6,3),(3,20),-0.719984 # DEPENDENCYPART_GRANDPAR
(6,3),(3,24),-0.67001 # DEPENDENCYPART_GRANDPAR
(6,3),(3,25),-1.24674 # DEPENDENCYPART_GRANDPAR
(6,3),(3,26),-1.38205 # DEPENDENCYPART_GRANDPAR
(6,3),(3,27),-0.728565 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.140466 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-0.945028 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,8),-0.655089 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.103263 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.0249824 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.16947 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),0.0531139 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.768574 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.492131 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,9),-0.0853977 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),-0.331243 # DEPENDENCYPART_GRANDPAR
(6,8),(8,1),-0.537945 # DEPENDENCYPART_GRANDPAR
(6,8),(8,2),-0.760235 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-0.43068 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.657639 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.501762 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),0.523146 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.0936265 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.309326 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),-0.306863 # DEPENDENCYPART_GRANDPAR
(6,8),(8,26),-0.929671 # DEPENDENCYPART_GRANDPAR
(6,8),(8,27),-0.375227 # DEPENDENCYPART_GRANDPAR
(6,10),(10,2),-0.743018 # DEPENDENCYPART_GRANDPAR
(6,10),(10,3),-0.608875 # DEPENDENCYPART_GRANDPAR
(6,10),(10,5),-0.640423 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-0.599246 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,7),0.481831 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),-0.11028 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),-0.10051 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),0.0299705 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-0.336757 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-0.448667 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),-0.431474 # DEPENDENCYPART_GRANDPAR
(6,10),(10,16),-0.164319 # DEPENDENCYPART_GRANDPAR
(6,10),(10,18),-0.491184 # DEPENDENCYPART_GRANDPAR
(6,10),(10,19),-0.369908 # DEPENDENCYPART_GRANDPAR
(6,10),(10,20),-0.276851 # DEPENDENCYPART_GRANDPAR
(6,10),(10,22),-0.44296 # DEPENDENCYPART_GRANDPAR
(6,10),(10,24),-0.317402 # DEPENDENCYPART_GRANDPAR
(6,10),(10,25),-0.560805 # DEPENDENCYPART_GRANDPAR
(6,10),(10,26),-0.965755 # DEPENDENCYPART_GRANDPAR
(6,10),(10,27),-0.311755 # DEPENDENCYPART_GRANDPAR
(6,12),(12,4),-0.43068 # DEPENDENCYPART_GRANDPAR
(6,12),(12,5),-0.657639 # DEPENDENCYPART_GRANDPAR
(6,12),(12,6),-0.501786 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,12),(12,7),0.523122 # DEPENDENCYPART_GRANDPAR
(6,12),(12,8),0.0290269 # DEPENDENCYPART_GRANDPAR
(6,12),(12,9),-0.0614533 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),0.00160668 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),0.078023 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),-0.306995 # DEPENDENCYPART_GRANDPAR
(6,12),(12,15),-0.394911 # DEPENDENCYPART_GRANDPAR
(6,12),(12,18),-0.463318 # DEPENDENCYPART_GRANDPAR
(6,12),(12,19),-0.342042 # DEPENDENCYPART_GRANDPAR
(6,12),(12,20),-0.33841 # DEPENDENCYPART_GRANDPAR
(6,12),(12,26),-0.929772 # DEPENDENCYPART_GRANDPAR
(6,12),(12,27),-0.375325 # DEPENDENCYPART_GRANDPAR
(6,15),(15,7),0.522268 # DEPENDENCYPART_GRANDPAR
(6,15),(15,11),0.0771688 # DEPENDENCYPART_GRANDPAR
(6,15),(15,12),-0.244928 # DEPENDENCYPART_GRANDPAR
(6,15),(15,14),-0.143834 # DEPENDENCYPART_GRANDPAR
(6,16),(16,2),-0.74563 # DEPENDENCYPART_GRANDPAR
(6,16),(16,3),-0.609536 # DEPENDENCYPART_GRANDPAR
(6,16),(16,5),-0.643034 # DEPENDENCYPART_GRANDPAR
(6,16),(16,6),-0.601102 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,16),(16,8),-0.046825 # DEPENDENCYPART_GRANDPAR
(6,16),(16,9),-0.0423166 # DEPENDENCYPART_GRANDPAR
(6,16),(16,10),-0.0880759 # DEPENDENCYPART_GRANDPAR
(6,16),(16,11),0.0496229 # DEPENDENCYPART_GRANDPAR
(6,16),(16,12),-0.321996 # DEPENDENCYPART_GRANDPAR
(6,16),(16,13),-0.255553 # DEPENDENCYPART_GRANDPAR
(6,16),(16,14),-0.17138 # DEPENDENCYPART_GRANDPAR
(6,16),(16,15),-0.416337 # DEPENDENCYPART_GRANDPAR
(6,16),(16,17),-0.146792 # DEPENDENCYPART_GRANDPAR
(6,16),(16,18),-0.49877 # DEPENDENCYPART_GRANDPAR
(6,16),(16,19),-0.377494 # DEPENDENCYPART_GRANDPAR
(6,16),(16,20),-0.269453 # DEPENDENCYPART_GRANDPAR
(6,16),(16,22),-0.450546 # DEPENDENCYPART_GRANDPAR
(6,16),(16,24),-0.317433 # DEPENDENCYPART_GRANDPAR
(6,16),(16,25),-0.568396 # DEPENDENCYPART_GRANDPAR
(6,16),(16,26),-0.96762 # DEPENDENCYPART_GRANDPAR
(6,16),(16,27),-0.348149 # DEPENDENCYPART_GRANDPAR
(6,18),(18,11),0.0780471 # DEPENDENCYPART_GRANDPAR
(6,18),(18,14),-0.142956 # DEPENDENCYPART_GRANDPAR
(6,18),(18,15),-0.342734 # DEPENDENCYPART_GRANDPAR
(6,18),(18,16),-0.0606066 # DEPENDENCYPART_GRANDPAR
(6,18),(18,17),-0.0942245 # DEPENDENCYPART_GRANDPAR
(6,18),(18,22),-0.414714 # DEPENDENCYPART_GRANDPAR
(6,19),(19,2),-0.760235 # DEPENDENCYPART_GRANDPAR
(6,19),(19,3),-0.567406 # DEPENDENCYPART_GRANDPAR
(6,19),(19,5),-0.657639 # DEPENDENCYPART_GRANDPAR
(6,19),(19,6),-0.501762 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,19),(19,8),0.0291075 # DEPENDENCYPART_GRANDPAR
(6,19),(19,9),-0.0613743 # DEPENDENCYPART_GRANDPAR
(6,19),(19,10),0.00163081 # DEPENDENCYPART_GRANDPAR
(6,19),(19,11),0.0780467 # DEPENDENCYPART_GRANDPAR
(6,19),(19,12),-0.243825 # DEPENDENCYPART_GRANDPAR
(6,19),(19,13),-0.27461 # DEPENDENCYPART_GRANDPAR
(6,19),(19,14),-0.142956 # DEPENDENCYPART_GRANDPAR
(6,19),(19,15),-0.342742 # DEPENDENCYPART_GRANDPAR
(6,19),(19,16),-0.0606066 # DEPENDENCYPART_GRANDPAR
(6,19),(19,17),-0.094225 # DEPENDENCYPART_GRANDPAR
(6,19),(19,18),-0.400509 # DEPENDENCYPART_GRANDPAR
(6,19),(19,20),-0.338327 # DEPENDENCYPART_GRANDPAR
(6,19),(19,22),-0.418352 # DEPENDENCYPART_GRANDPAR
(6,19),(19,24),-0.278273 # DEPENDENCYPART_GRANDPAR
(6,19),(19,25),-0.536997 # DEPENDENCYPART_GRANDPAR
(6,20),(20,2),-0.74144 # DEPENDENCYPART_GRANDPAR
(6,20),(20,3),-0.608096 # DEPENDENCYPART_GRANDPAR
(6,20),(20,8),0.0586854 # DEPENDENCYPART_GRANDPAR
(6,20),(20,9),0.0793724 # DEPENDENCYPART_GRANDPAR
(6,20),(20,10),0.104241 # DEPENDENCYPART_GRANDPAR
(6,20),(20,12),-0.216486 # DEPENDENCYPART_GRANDPAR
(6,20),(20,13),-0.133864 # DEPENDENCYPART_GRANDPAR
(6,20),(20,15),-0.310826 # DEPENDENCYPART_GRANDPAR
(6,20),(20,16),0.0218477 # DEPENDENCYPART_GRANDPAR
(6,20),(20,17),0.00839189 # DEPENDENCYPART_GRANDPAR
(6,20),(20,18),-0.370931 # DEPENDENCYPART_GRANDPAR
(6,20),(20,19),-0.249654 # DEPENDENCYPART_GRANDPAR
(6,20),(20,21),-0.173869 # DEPENDENCYPART_GRANDPAR
(6,20),(20,22),-0.355487 # DEPENDENCYPART_GRANDPAR
(6,20),(20,24),-0.259994 # DEPENDENCYPART_GRANDPAR
(6,20),(20,25),-0.473333 # DEPENDENCYPART_GRANDPAR
(6,20),(20,26),-0.878208 # DEPENDENCYPART_GRANDPAR
(6,20),(20,27),-0.260421 # DEPENDENCYPART_GRANDPAR
(6,22),(22,14),-0.142956 # DEPENDENCYPART_GRANDPAR
(6,22),(22,17),-0.0942245 # DEPENDENCYPART_GRANDPAR
(6,22),(22,18),-0.400501 # DEPENDENCYPART_GRANDPAR
(6,22),(22,19),-0.279225 # DEPENDENCYPART_GRANDPAR
(6,22),(22,20),-0.198121 # DEPENDENCYPART_GRANDPAR
(6,22),(22,21),-0.186512 # DEPENDENCYPART_GRANDPAR
(6,22),(22,23),-0.277056 # DEPENDENCYPART_GRANDPAR
(6,22),(22,24),-0.278273 # DEPENDENCYPART_GRANDPAR
(6,22),(22,25),-0.533358 # DEPENDENCYPART_GRANDPAR
(6,22),(22,26),-0.929671 # DEPENDENCYPART_GRANDPAR
(6,22),(22,27),-0.375227 # DEPENDENCYPART_GRANDPAR
(6,24),(24,21),-0.100253 # DEPENDENCYPART_GRANDPAR
(6,24),(24,22),-0.340216 # DEPENDENCYPART_GRANDPAR
(6,24),(24,23),-0.226185 # DEPENDENCYPART_GRANDPAR
(6,24),(24,25),-0.470739 # DEPENDENCYPART_GRANDPAR
(6,25),(25,15),-0.344045 # DEPENDENCYPART_GRANDPAR
(6,25),(25,16),-0.0617708 # DEPENDENCYPART_GRANDPAR
(6,25),(25,17),-0.0971613 # DEPENDENCYPART_GRANDPAR
(6,25),(25,18),-0.401812 # DEPENDENCYPART_GRANDPAR
(6,25),(25,19),-0.280535 # DEPENDENCYPART_GRANDPAR
(6,25),(25,20),-0.199283 # DEPENDENCYPART_GRANDPAR
(6,25),(25,21),-0.189449 # DEPENDENCYPART_GRANDPAR
(6,25),(25,22),-0.353588 # DEPENDENCYPART_GRANDPAR
(6,25),(25,23),-0.315381 # DEPENDENCYPART_GRANDPAR
(6,25),(25,24),-0.20015 # DEPENDENCYPART_GRANDPAR
(6,26),(26,2),-0.691581 # DEPENDENCYPART_GRANDPAR
(6,26),(26,3),-0.552789 # DEPENDENCYPART_GRANDPAR
(6,26),(26,5),-0.588985 # DEPENDENCYPART_GRANDPAR
(6,26),(26,6),-0.510926 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,26),(26,8),-0.0230607 # DEPENDENCYPART_GRANDPAR
(6,26),(26,9),-0.110667 # DEPENDENCYPART_GRANDPAR
(6,26),(26,10),-0.0201851 # DEPENDENCYPART_GRANDPAR
(6,26),(26,12),-0.298092 # DEPENDENCYPART_GRANDPAR
(6,26),(26,13),-0.323903 # DEPENDENCYPART_GRANDPAR
(6,26),(26,15),-0.392468 # DEPENDENCYPART_GRANDPAR
(6,26),(26,16),-0.0697708 # DEPENDENCYPART_GRANDPAR
(6,26),(26,18),-0.452677 # DEPENDENCYPART_GRANDPAR
(6,26),(26,19),-0.331407 # DEPENDENCYPART_GRANDPAR
(6,26),(26,20),-0.189207 # DEPENDENCYPART_GRANDPAR
(6,26),(26,21),-0.164076 # DEPENDENCYPART_GRANDPAR
(6,26),(26,22),-0.404453 # DEPENDENCYPART_GRANDPAR
(6,26),(26,23),-0.290008 # DEPENDENCYPART_GRANDPAR
(6,26),(26,24),-0.229055 # DEPENDENCYPART_GRANDPAR
(6,26),(26,25),-0.522488 # DEPENDENCYPART_GRANDPAR
(6,26),(26,27),-0.33707 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.296744 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.435742 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.200151 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.23843 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.31939 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-0.907539 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.424851 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.493968 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.419984 # DEPENDENCYPART_GRANDPAR
(7,6),(6,12),-0.5658 # DEPENDENCYPART_GRANDPAR
(7,6),(6,13),-0.461547 # DEPENDENCYPART_GRANDPAR
(7,6),(6,15),-0.570012 # DEPENDENCYPART_GRANDPAR
(7,6),(6,16),-0.514722 # DEPENDENCYPART_GRANDPAR
(7,6),(6,18),-0.622481 # DEPENDENCYPART_GRANDPAR
(7,6),(6,19),-0.668646 # DEPENDENCYPART_GRANDPAR
(7,6),(6,20),-0.513745 # DEPENDENCYPART_GRANDPAR
(7,6),(6,22),-0.66078 # DEPENDENCYPART_GRANDPAR
(7,6),(6,24),-0.427003 # DEPENDENCYPART_GRANDPAR
(7,6),(6,25),-0.567002 # DEPENDENCYPART_GRANDPAR
(7,6),(6,26),-0.581091 # DEPENDENCYPART_GRANDPAR
(7,6),(6,27),-0.557405 # DEPENDENCYPART_GRANDPAR
(7,12),(12,4),-0.580737 # DEPENDENCYPART_GRANDPAR
(7,12),(12,5),-0.711273 # DEPENDENCYPART_GRANDPAR
(7,12),(12,6),-0.53924 # DEPENDENCYPART_GRANDPAR
(7,12),(12,7),-0.635892 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,12),(12,8),0.0146985 # DEPENDENCYPART_GRANDPAR
(7,12),(12,9),-0.12363 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),-0.0525668 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),-0.36793 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),-0.139244 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),-0.176048 # DEPENDENCYPART_GRANDPAR
(7,12),(12,18),-0.237154 # DEPENDENCYPART_GRANDPAR
(7,12),(12,19),-0.283319 # DEPENDENCYPART_GRANDPAR
(7,12),(12,20),-0.235135 # DEPENDENCYPART_GRANDPAR
(7,12),(12,26),-0.202344 # DEPENDENCYPART_GRANDPAR
(7,12),(12,27),-0.235666 # DEPENDENCYPART_GRANDPAR
(8,1),(1,3),-0.482892 # DEPENDENCYPART_GRANDPAR
(8,1),(1,5),-0.512476 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.775795 # DEPENDENCYPART_GRANDPAR
(8,2),(2,5),-0.372608 # DEPENDENCYPART_GRANDPAR
(8,2),(2,10),-0.53892 # DEPENDENCYPART_GRANDPAR
(8,2),(2,27),-0.903947 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.474591 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),-0.419179 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-1.02339 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,1),-0.775795 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.584087 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.476874 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.568206 # DEPENDENCYPART_GRANDPAR
