# _root_ A laikus már-már azt hinné : a megbírált játékos serényen magába száll , s a legközelebbi buszjárattal kolostorba vonul , hogy csöndes magányban felülvizsgálja nézeteit a védekezést illetően .
#goldHeads=2,5,5,5,0,5,9,9,12,12,12,4,4,4,17,17,19,19,4,19,19,23,24,19,24,27,28,24,5,
#predictedHeads=2,5,5,5,0,5,9,9,12,12,12,4,12,4,17,17,19,19,4,19,19,23,24,4,24,27,28,24,5,
(3,12),(12,27),-0.434047 # DEPENDENCYPART_GRANDPAR
(3,12),(12,28),-0.234151 # DEPENDENCYPART_GRANDPAR
(3,12),(12,29),-0.663588 # DEPENDENCYPART_GRANDPAR
(3,19),(19,2),-0.54985 # DEPENDENCYPART_GRANDPAR
(3,19),(19,3),-0.465914 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,19),(19,4),0.0806903 # DEPENDENCYPART_GRANDPAR
(3,19),(19,5),-0.175609 # DEPENDENCYPART_GRANDPAR
(3,19),(19,6),-0.282959 # DEPENDENCYPART_GRANDPAR
(3,19),(19,7),-0.239913 # DEPENDENCYPART_GRANDPAR
(3,19),(19,8),-0.118339 # DEPENDENCYPART_GRANDPAR
(3,19),(19,9),-0.217325 # DEPENDENCYPART_GRANDPAR
(3,19),(19,10),-0.131765 # DEPENDENCYPART_GRANDPAR
(3,19),(19,11),-0.137855 # DEPENDENCYPART_GRANDPAR
(3,19),(19,12),-0.131335 # DEPENDENCYPART_GRANDPAR
(3,19),(19,13),-0.276024 # DEPENDENCYPART_GRANDPAR
(3,19),(19,14),-0.277909 # DEPENDENCYPART_GRANDPAR
(3,19),(19,15),-0.407473 # DEPENDENCYPART_GRANDPAR
(3,19),(19,16),-0.296489 # DEPENDENCYPART_GRANDPAR
(3,19),(19,17),-0.3229 # DEPENDENCYPART_GRANDPAR
(3,19),(19,18),-0.347777 # DEPENDENCYPART_GRANDPAR
(3,19),(19,20),-0.281501 # DEPENDENCYPART_GRANDPAR
(3,19),(19,21),-0.28087 # DEPENDENCYPART_GRANDPAR
(3,19),(19,22),-0.347967 # DEPENDENCYPART_GRANDPAR
(3,19),(19,23),-0.369808 # DEPENDENCYPART_GRANDPAR
(3,19),(19,24),-0.234487 # DEPENDENCYPART_GRANDPAR
(3,19),(19,25),-0.449792 # DEPENDENCYPART_GRANDPAR
(3,19),(19,26),-0.212812 # DEPENDENCYPART_GRANDPAR
(3,19),(19,27),-0.433946 # DEPENDENCYPART_GRANDPAR
(3,19),(19,28),-0.234493 # DEPENDENCYPART_GRANDPAR
(3,19),(19,29),-0.655728 # DEPENDENCYPART_GRANDPAR
(3,24),(24,2),-0.549638 # DEPENDENCYPART_GRANDPAR
(3,24),(24,3),-0.465914 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,24),(24,4),0.0806903 # DEPENDENCYPART_GRANDPAR
(3,24),(24,5),-0.175167 # DEPENDENCYPART_GRANDPAR
(3,24),(24,6),-0.287683 # DEPENDENCYPART_GRANDPAR
(3,24),(24,9),-0.221422 # DEPENDENCYPART_GRANDPAR
(3,24),(24,10),-0.137713 # DEPENDENCYPART_GRANDPAR
(3,24),(24,12),-0.130893 # DEPENDENCYPART_GRANDPAR
(3,24),(24,13),-0.286486 # DEPENDENCYPART_GRANDPAR
(3,24),(24,14),-0.279568 # DEPENDENCYPART_GRANDPAR
(3,24),(24,15),-0.407472 # DEPENDENCYPART_GRANDPAR
(3,24),(24,16),-0.302437 # DEPENDENCYPART_GRANDPAR
(3,24),(24,17),-0.326997 # DEPENDENCYPART_GRANDPAR
(3,24),(24,18),-0.351874 # DEPENDENCYPART_GRANDPAR
(3,24),(24,19),-0.16179 # DEPENDENCYPART_GRANDPAR
(3,24),(24,20),-0.349649 # DEPENDENCYPART_GRANDPAR
(3,24),(24,21),-0.350243 # DEPENDENCYPART_GRANDPAR
(3,24),(24,22),-0.315924 # DEPENDENCYPART_GRANDPAR
(3,24),(24,23),-0.374918 # DEPENDENCYPART_GRANDPAR
(3,24),(24,25),-0.450184 # DEPENDENCYPART_GRANDPAR
(3,24),(24,26),-0.212812 # DEPENDENCYPART_GRANDPAR
(3,24),(24,27),-0.434338 # DEPENDENCYPART_GRANDPAR
(3,24),(24,28),-0.234149 # DEPENDENCYPART_GRANDPAR
(3,24),(24,29),-0.659691 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.0230193 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.0625146 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.0988388 # DEPENDENCYPART_GRANDPAR
(4,3),(3,5),-0.630261 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-0.594006 # DEPENDENCYPART_GRANDPAR
(4,3),(3,9),-0.548909 # DEPENDENCYPART_GRANDPAR
(4,3),(3,12),-0.453048 # DEPENDENCYPART_GRANDPAR
(4,3),(3,19),-0.385445 # DEPENDENCYPART_GRANDPAR
(4,3),(3,24),-0.382993 # DEPENDENCYPART_GRANDPAR
(4,3),(3,29),-1.27964 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.445541 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.556049 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.514644 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.219227 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.136316 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.0745319 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),0.0465291 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.00618687 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),0.167255 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),0.241659 # DEPENDENCYPART_GRANDPAR
(4,5),(5,12),0.0403977 # DEPENDENCYPART_GRANDPAR
(4,5),(5,13),-0.00330029 # DEPENDENCYPART_GRANDPAR
(4,5),(5,14),-0.0545815 # DEPENDENCYPART_GRANDPAR
(4,5),(5,17),0.13036 # DEPENDENCYPART_GRANDPAR
(4,5),(5,18),0.117097 # DEPENDENCYPART_GRANDPAR
(4,5),(5,19),0.109306 # DEPENDENCYPART_GRANDPAR
(4,5),(5,20),0.0462569 # DEPENDENCYPART_GRANDPAR
(4,5),(5,21),-0.154674 # DEPENDENCYPART_GRANDPAR
(4,5),(5,22),0.158634 # DEPENDENCYPART_GRANDPAR
(4,5),(5,23),-0.0657471 # DEPENDENCYPART_GRANDPAR
(4,5),(5,24),0.110449 # DEPENDENCYPART_GRANDPAR
(4,5),(5,25),0.0873405 # DEPENDENCYPART_GRANDPAR
(4,5),(5,27),-0.0566743 # DEPENDENCYPART_GRANDPAR
(4,5),(5,28),0.476408 # DEPENDENCYPART_GRANDPAR
(4,5),(5,29),-0.844613 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),-0.138658 # DEPENDENCYPART_GRANDPAR
(4,9),(9,1),-0.428023 # DEPENDENCYPART_GRANDPAR
(4,9),(9,4),-0.295822 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,9),(9,5),-0.20395 # DEPENDENCYPART_GRANDPAR
(4,9),(9,6),-0.248434 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),-0.098939 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),0.066812 # DEPENDENCYPART_GRANDPAR
(4,10),(10,2),-0.471577 # DEPENDENCYPART_GRANDPAR
(4,10),(10,3),-0.470827 # DEPENDENCYPART_GRANDPAR
(4,10),(10,4),-0.34632 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,10),(10,5),-0.262588 # DEPENDENCYPART_GRANDPAR
(4,10),(10,6),-0.265439 # DEPENDENCYPART_GRANDPAR
(4,10),(10,7),-0.138658 # DEPENDENCYPART_GRANDPAR
(4,10),(10,8),-0.0206682 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),-0.187302 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),-0.0912784 # DEPENDENCYPART_GRANDPAR
(4,10),(10,29),-0.970092 # DEPENDENCYPART_GRANDPAR
(4,12),(12,1),-0.445541 # DEPENDENCYPART_GRANDPAR
(4,12),(12,2),-0.556049 # DEPENDENCYPART_GRANDPAR
(4,12),(12,3),-0.514644 # DEPENDENCYPART_GRANDPAR
(4,12),(12,4),-0.217603 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,12),(12,5),-0.104669 # DEPENDENCYPART_GRANDPAR
(4,12),(12,6),-0.233824 # DEPENDENCYPART_GRANDPAR
(4,12),(12,7),-0.0568834 # DEPENDENCYPART_GRANDPAR
(4,12),(12,8),0.155004 # DEPENDENCYPART_GRANDPAR
(4,12),(12,9),0.0632892 # DEPENDENCYPART_GRANDPAR
(4,12),(12,10),0.27573 # DEPENDENCYPART_GRANDPAR
(4,12),(12,11),0.271 # DEPENDENCYPART_GRANDPAR
(4,12),(12,13),-0.00192558 # DEPENDENCYPART_GRANDPAR
(4,12),(12,14),-0.0493811 # DEPENDENCYPART_GRANDPAR
(4,12),(12,15),-0.0693505 # DEPENDENCYPART_GRANDPAR
(4,12),(12,16),0.395454 # DEPENDENCYPART_GRANDPAR
(4,12),(12,17),0.138535 # DEPENDENCYPART_GRANDPAR
(4,12),(12,18),0.125272 # DEPENDENCYPART_GRANDPAR
(4,12),(12,19),0.114571 # DEPENDENCYPART_GRANDPAR
(4,12),(12,20),0.0476316 # DEPENDENCYPART_GRANDPAR
(4,12),(12,21),-0.149474 # DEPENDENCYPART_GRANDPAR
(4,12),(12,22),0.163899 # DEPENDENCYPART_GRANDPAR
(4,12),(12,23),-0.0575723 # DEPENDENCYPART_GRANDPAR
(4,12),(12,24),0.115715 # DEPENDENCYPART_GRANDPAR
(4,12),(12,25),0.0955153 # DEPENDENCYPART_GRANDPAR
(4,12),(12,27),-0.0484995 # DEPENDENCYPART_GRANDPAR
(4,12),(12,28),0.481673 # DEPENDENCYPART_GRANDPAR
(4,12),(12,29),-0.843243 # DEPENDENCYPART_GRANDPAR
(4,14),(14,2),-0.489297 # DEPENDENCYPART_GRANDPAR
(4,14),(14,3),-0.481985 # DEPENDENCYPART_GRANDPAR
(4,14),(14,4),-0.508967 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,14),(14,5),-0.389436 # DEPENDENCYPART_GRANDPAR
(4,14),(14,6),-0.428167 # DEPENDENCYPART_GRANDPAR
(4,14),(14,8),-0.17981 # DEPENDENCYPART_GRANDPAR
(4,14),(14,9),-0.272817 # DEPENDENCYPART_GRANDPAR
(4,14),(14,10),-0.0590848 # DEPENDENCYPART_GRANDPAR
(4,14),(14,12),-0.212855 # DEPENDENCYPART_GRANDPAR
(4,14),(14,13),-0.235219 # DEPENDENCYPART_GRANDPAR
(4,14),(14,15),-0.260832 # DEPENDENCYPART_GRANDPAR
(4,14),(14,16),0.202673 # DEPENDENCYPART_GRANDPAR
(4,14),(14,17),-0.131051 # DEPENDENCYPART_GRANDPAR
(4,14),(14,18),-0.144315 # DEPENDENCYPART_GRANDPAR
(4,14),(14,19),-0.146659 # DEPENDENCYPART_GRANDPAR
(4,14),(14,20),-0.204563 # DEPENDENCYPART_GRANDPAR
(4,14),(14,21),-0.36009 # DEPENDENCYPART_GRANDPAR
(4,14),(14,22),-0.0288815 # DEPENDENCYPART_GRANDPAR
(4,14),(14,23),-0.327159 # DEPENDENCYPART_GRANDPAR
(4,14),(14,24),-0.141825 # DEPENDENCYPART_GRANDPAR
(4,14),(14,25),-0.173267 # DEPENDENCYPART_GRANDPAR
(4,14),(14,27),-0.318086 # DEPENDENCYPART_GRANDPAR
(4,14),(14,28),0.271039 # DEPENDENCYPART_GRANDPAR
(4,14),(14,29),-0.947869 # DEPENDENCYPART_GRANDPAR
(4,16),(16,11),0.117997 # DEPENDENCYPART_GRANDPAR
(4,16),(16,15),-0.138742 # DEPENDENCYPART_GRANDPAR
(4,17),(17,4),-0.289942 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,17),(17,7),-0.0928593 # DEPENDENCYPART_GRANDPAR
(4,17),(17,8),0.0822574 # DEPENDENCYPART_GRANDPAR
(4,17),(17,10),0.202983 # DEPENDENCYPART_GRANDPAR
(4,17),(17,12),-0.0179211 # DEPENDENCYPART_GRANDPAR
(4,17),(17,13),0.0480974 # DEPENDENCYPART_GRANDPAR
(4,17),(17,14),-0.0133243 # DEPENDENCYPART_GRANDPAR
(4,17),(17,15),-0.0929431 # DEPENDENCYPART_GRANDPAR
(4,17),(17,16),0.42823 # DEPENDENCYPART_GRANDPAR
(4,18),(18,7),-0.0928593 # DEPENDENCYPART_GRANDPAR
(4,18),(18,9),-0.0686631 # DEPENDENCYPART_GRANDPAR
(4,18),(18,13),0.0480974 # DEPENDENCYPART_GRANDPAR
(4,18),(18,14),-0.0133243 # DEPENDENCYPART_GRANDPAR
(4,18),(18,15),-0.0929431 # DEPENDENCYPART_GRANDPAR
(4,18),(18,16),0.42823 # DEPENDENCYPART_GRANDPAR
(4,18),(18,17),0.0686834 # DEPENDENCYPART_GRANDPAR
(4,18),(18,23),-0.167463 # DEPENDENCYPART_GRANDPAR
(4,18),(18,28),0.408974 # DEPENDENCYPART_GRANDPAR
(4,19),(19,2),-0.55626 # DEPENDENCYPART_GRANDPAR
(4,19),(19,3),-0.514644 # DEPENDENCYPART_GRANDPAR
(4,19),(19,4),-0.219227 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,19),(19,5),-0.107446 # DEPENDENCYPART_GRANDPAR
(4,19),(19,6),-0.230294 # DEPENDENCYPART_GRANDPAR
(4,19),(19,7),-0.0592247 # DEPENDENCYPART_GRANDPAR
(4,19),(19,8),0.158612 # DEPENDENCYPART_GRANDPAR
(4,19),(19,9),0.0671581 # DEPENDENCYPART_GRANDPAR
(4,19),(19,10),0.279337 # DEPENDENCYPART_GRANDPAR
(4,19),(19,11),0.269377 # DEPENDENCYPART_GRANDPAR
(4,19),(19,12),0.0697672 # DEPENDENCYPART_GRANDPAR
(4,19),(19,13),0.0448919 # DEPENDENCYPART_GRANDPAR
(4,19),(19,14),0.0459437 # DEPENDENCYPART_GRANDPAR
(4,19),(19,15),-0.0593085 # DEPENDENCYPART_GRANDPAR
(4,19),(19,16),0.502272 # DEPENDENCYPART_GRANDPAR
(4,19),(19,17),0.204 # DEPENDENCYPART_GRANDPAR
(4,19),(19,18),0.190737 # DEPENDENCYPART_GRANDPAR
(4,19),(19,20),0.0462568 # DEPENDENCYPART_GRANDPAR
(4,19),(19,21),-0.155241 # DEPENDENCYPART_GRANDPAR
(4,19),(19,22),0.15829 # DEPENDENCYPART_GRANDPAR
(4,19),(19,23),-0.0653551 # DEPENDENCYPART_GRANDPAR
(4,19),(19,24),0.110449 # DEPENDENCYPART_GRANDPAR
(4,19),(19,25),0.0877325 # DEPENDENCYPART_GRANDPAR
(4,19),(19,26),-0.27251 # DEPENDENCYPART_GRANDPAR
(4,19),(19,27),-0.0562823 # DEPENDENCYPART_GRANDPAR
(4,19),(19,28),0.476064 # DEPENDENCYPART_GRANDPAR
(4,19),(19,29),-0.84065 # DEPENDENCYPART_GRANDPAR
(4,21),(21,2),-0.500942 # DEPENDENCYPART_GRANDPAR
(4,21),(21,3),-0.486861 # DEPENDENCYPART_GRANDPAR
(4,21),(21,4),-0.492689 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,21),(21,5),-0.361016 # DEPENDENCYPART_GRANDPAR
(4,21),(21,6),-0.416216 # DEPENDENCYPART_GRANDPAR
(4,21),(21,9),-0.236058 # DEPENDENCYPART_GRANDPAR
(4,21),(21,10),-0.0227137 # DEPENDENCYPART_GRANDPAR
(4,21),(21,12),-0.184435 # DEPENDENCYPART_GRANDPAR
(4,21),(21,13),-0.22837 # DEPENDENCYPART_GRANDPAR
(4,21),(21,14),-0.247008 # DEPENDENCYPART_GRANDPAR
(4,21),(21,16),0.20022 # DEPENDENCYPART_GRANDPAR
(4,21),(21,17),-0.0993409 # DEPENDENCYPART_GRANDPAR
(4,21),(21,18),-0.112604 # DEPENDENCYPART_GRANDPAR
(4,21),(21,19),-0.116204 # DEPENDENCYPART_GRANDPAR
(4,21),(21,20),-0.178813 # DEPENDENCYPART_GRANDPAR
(4,21),(21,22),-0.0113036 # DEPENDENCYPART_GRANDPAR
(4,21),(21,23),-0.334347 # DEPENDENCYPART_GRANDPAR
(4,21),(21,24),-0.153824 # DEPENDENCYPART_GRANDPAR
(4,21),(21,25),-0.180455 # DEPENDENCYPART_GRANDPAR
(4,21),(21,27),-0.325274 # DEPENDENCYPART_GRANDPAR
(4,21),(21,28),0.288617 # DEPENDENCYPART_GRANDPAR
(4,21),(21,29),-0.951955 # DEPENDENCYPART_GRANDPAR
(4,22),(22,20),-0.0353329 # DEPENDENCYPART_GRANDPAR
(4,22),(22,21),-0.2788 # DEPENDENCYPART_GRANDPAR
(4,23),(23,7),-0.0928593 # DEPENDENCYPART_GRANDPAR
(4,23),(23,8),0.0822574 # DEPENDENCYPART_GRANDPAR
(4,23),(23,10),0.202983 # DEPENDENCYPART_GRANDPAR
(4,23),(23,13),0.0480974 # DEPENDENCYPART_GRANDPAR
(4,23),(23,14),-0.0133243 # DEPENDENCYPART_GRANDPAR
(4,23),(23,15),-0.0929431 # DEPENDENCYPART_GRANDPAR
(4,23),(23,16),0.42823 # DEPENDENCYPART_GRANDPAR
(4,23),(23,17),0.0686834 # DEPENDENCYPART_GRANDPAR
(4,23),(23,18),0.0554199 # DEPENDENCYPART_GRANDPAR
(4,23),(23,19),0.0496815 # DEPENDENCYPART_GRANDPAR
(4,23),(23,20),0.0976546 # DEPENDENCYPART_GRANDPAR
(4,23),(23,21),-0.179293 # DEPENDENCYPART_GRANDPAR
(4,23),(23,22),0.194362 # DEPENDENCYPART_GRANDPAR
(4,23),(23,25),-0.0135709 # DEPENDENCYPART_GRANDPAR
(4,23),(23,27),-0.15839 # DEPENDENCYPART_GRANDPAR
(4,23),(23,28),0.408974 # DEPENDENCYPART_GRANDPAR
(4,24),(24,2),-0.556049 # DEPENDENCYPART_GRANDPAR
(4,24),(24,3),-0.514644 # DEPENDENCYPART_GRANDPAR
(4,24),(24,4),-0.219227 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,24),(24,5),-0.107004 # DEPENDENCYPART_GRANDPAR
(4,24),(24,6),-0.235019 # DEPENDENCYPART_GRANDPAR
(4,24),(24,9),0.0630613 # DEPENDENCYPART_GRANDPAR
(4,24),(24,10),0.27339 # DEPENDENCYPART_GRANDPAR
(4,24),(24,12),0.0702091 # DEPENDENCYPART_GRANDPAR
(4,24),(24,13),0.0344297 # DEPENDENCYPART_GRANDPAR
(4,24),(24,14),0.0442847 # DEPENDENCYPART_GRANDPAR
(4,24),(24,15),-0.0593077 # DEPENDENCYPART_GRANDPAR
(4,24),(24,16),0.496324 # DEPENDENCYPART_GRANDPAR
(4,24),(24,17),0.199903 # DEPENDENCYPART_GRANDPAR
(4,24),(24,18),0.18664 # DEPENDENCYPART_GRANDPAR
(4,24),(24,19),0.137812 # DEPENDENCYPART_GRANDPAR
(4,24),(24,20),0.0839868 # DEPENDENCYPART_GRANDPAR
(4,24),(24,21),-0.142273 # DEPENDENCYPART_GRANDPAR
(4,24),(24,22),0.264769 # DEPENDENCYPART_GRANDPAR
(4,24),(24,23),0.00379603 # DEPENDENCYPART_GRANDPAR
(4,24),(24,25),0.0873405 # DEPENDENCYPART_GRANDPAR
(4,24),(24,26),-0.27251 # DEPENDENCYPART_GRANDPAR
(4,24),(24,27),-0.0566743 # DEPENDENCYPART_GRANDPAR
(4,24),(24,28),0.476408 # DEPENDENCYPART_GRANDPAR
(4,24),(24,29),-0.844613 # DEPENDENCYPART_GRANDPAR
(4,25),(25,15),-0.0930321 # DEPENDENCYPART_GRANDPAR
(4,25),(25,22),0.194573 # DEPENDENCYPART_GRANDPAR
(4,25),(25,23),-0.127513 # DEPENDENCYPART_GRANDPAR
(4,25),(25,24),0.0520448 # DEPENDENCYPART_GRANDPAR
(4,25),(25,26),-0.324349 # DEPENDENCYPART_GRANDPAR
(4,25),(25,27),-0.158391 # DEPENDENCYPART_GRANDPAR
(4,25),(25,28),0.408624 # DEPENDENCYPART_GRANDPAR
(4,27),(27,25),0.0272778 # DEPENDENCYPART_GRANDPAR
(4,27),(27,26),-0.290838 # DEPENDENCYPART_GRANDPAR
(4,28),(28,17),-0.0401252 # DEPENDENCYPART_GRANDPAR
(4,28),(28,18),-0.0533887 # DEPENDENCYPART_GRANDPAR
(4,28),(28,19),-0.0190091 # DEPENDENCYPART_GRANDPAR
(4,28),(28,20),-0.0251794 # DEPENDENCYPART_GRANDPAR
(4,28),(28,21),-0.28078 # DEPENDENCYPART_GRANDPAR
(4,28),(28,22),0.0904085 # DEPENDENCYPART_GRANDPAR
(4,28),(28,23),-0.236233 # DEPENDENCYPART_GRANDPAR
(4,28),(28,24),-0.0165569 # DEPENDENCYPART_GRANDPAR
(4,28),(28,25),-0.081148 # DEPENDENCYPART_GRANDPAR
(4,28),(28,26),-0.337243 # DEPENDENCYPART_GRANDPAR
(4,28),(28,27),-0.22716 # DEPENDENCYPART_GRANDPAR
(4,28),(28,29),-0.970218 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),0.306599 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),0.0704247 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.107948 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.04092 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.392246 # DEPENDENCYPART_GRANDPAR
(5,3),(3,9),-0.33309 # DEPENDENCYPART_GRANDPAR
(5,3),(3,12),-0.208465 # DEPENDENCYPART_GRANDPAR
(5,3),(3,19),-0.204855 # DEPENDENCYPART_GRANDPAR
(5,3),(3,24),-0.492287 # DEPENDENCYPART_GRANDPAR
(5,3),(3,29),-1.40033 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.0861803 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),0.0834281 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-0.455655 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.084073 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),0.047347 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-0.00848839 # DEPENDENCYPART_GRANDPAR
(5,4),(4,10),0.271788 # DEPENDENCYPART_GRANDPAR
(5,4),(4,12),0.376796 # DEPENDENCYPART_GRANDPAR
(5,4),(4,13),0.165065 # DEPENDENCYPART_GRANDPAR
(5,4),(4,14),0.222502 # DEPENDENCYPART_GRANDPAR
(5,4),(4,16),-0.389155 # DEPENDENCYPART_GRANDPAR
(5,4),(4,17),-0.348855 # DEPENDENCYPART_GRANDPAR
(5,4),(4,18),-0.128204 # DEPENDENCYPART_GRANDPAR
(5,4),(4,19),0.380405 # DEPENDENCYPART_GRANDPAR
(5,4),(4,20),0.133927 # DEPENDENCYPART_GRANDPAR
(5,4),(4,21),0.254276 # DEPENDENCYPART_GRANDPAR
(5,4),(4,22),-0.295565 # DEPENDENCYPART_GRANDPAR
(5,4),(4,23),-0.307901 # DEPENDENCYPART_GRANDPAR
(5,4),(4,24),0.0929741 # DEPENDENCYPART_GRANDPAR
(5,4),(4,25),-0.115691 # DEPENDENCYPART_GRANDPAR
(5,4),(4,27),-0.286471 # DEPENDENCYPART_GRANDPAR
(5,4),(4,28),0.074098 # DEPENDENCYPART_GRANDPAR
(5,4),(4,29),-1.17106 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),0.0299179 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),0.254359 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),0.0233345 # DEPENDENCYPART_GRANDPAR
(5,9),(9,1),-0.302043 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),0.0471401 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-0.707152 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,6),-0.116359 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),0.0384395 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),0.0325459 # DEPENDENCYPART_GRANDPAR
(5,10),(10,2),-0.491805 # DEPENDENCYPART_GRANDPAR
(5,10),(10,3),-0.180395 # DEPENDENCYPART_GRANDPAR
(5,10),(10,4),0.159171 # DEPENDENCYPART_GRANDPAR
(5,10),(10,5),-0.76335 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,10),(10,6),-0.133419 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),0.0233345 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),-0.10229 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),-0.175099 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),0.0158109 # DEPENDENCYPART_GRANDPAR
(5,10),(10,29),-1.22068 # DEPENDENCYPART_GRANDPAR
(5,12),(12,1),0.0185424 # DEPENDENCYPART_GRANDPAR
(5,12),(12,2),-0.216004 # DEPENDENCYPART_GRANDPAR
(5,12),(12,3),0.082186 # DEPENDENCYPART_GRANDPAR
(5,12),(12,4),0.420898 # DEPENDENCYPART_GRANDPAR
(5,12),(12,5),-0.760149 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,12),(12,6),-0.297726 # DEPENDENCYPART_GRANDPAR
(5,12),(12,7),-0.0426827 # DEPENDENCYPART_GRANDPAR
(5,12),(12,8),-0.0892712 # DEPENDENCYPART_GRANDPAR
(5,12),(12,9),-0.143405 # DEPENDENCYPART_GRANDPAR
(5,12),(12,10),0.13517 # DEPENDENCYPART_GRANDPAR
(5,12),(12,11),-0.166496 # DEPENDENCYPART_GRANDPAR
(5,12),(12,13),0.0264806 # DEPENDENCYPART_GRANDPAR
(5,12),(12,14),0.0942474 # DEPENDENCYPART_GRANDPAR
(5,12),(12,15),-0.175812 # DEPENDENCYPART_GRANDPAR
(5,12),(12,16),-0.519019 # DEPENDENCYPART_GRANDPAR
(5,12),(12,17),-0.440829 # DEPENDENCYPART_GRANDPAR
(5,12),(12,18),-0.220178 # DEPENDENCYPART_GRANDPAR
(5,12),(12,19),0.106586 # DEPENDENCYPART_GRANDPAR
(5,12),(12,20),-0.00465683 # DEPENDENCYPART_GRANDPAR
(5,12),(12,21),0.252718 # DEPENDENCYPART_GRANDPAR
(5,12),(12,22),-0.423625 # DEPENDENCYPART_GRANDPAR
(5,12),(12,23),-0.399876 # DEPENDENCYPART_GRANDPAR
(5,12),(12,24),-0.185273 # DEPENDENCYPART_GRANDPAR
(5,12),(12,25),-0.200916 # DEPENDENCYPART_GRANDPAR
(5,12),(12,27),-0.378445 # DEPENDENCYPART_GRANDPAR
(5,12),(12,28),-0.0390066 # DEPENDENCYPART_GRANDPAR
(5,12),(12,29),-1.17438 # DEPENDENCYPART_GRANDPAR
(5,14),(14,2),-0.603008 # DEPENDENCYPART_GRANDPAR
(5,14),(14,3),-0.280614 # DEPENDENCYPART_GRANDPAR
(5,14),(14,4),0.0419335 # DEPENDENCYPART_GRANDPAR
(5,14),(14,5),-0.93127 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,14),(14,6),-0.302052 # DEPENDENCYPART_GRANDPAR
(5,14),(14,8),-0.295822 # DEPENDENCYPART_GRANDPAR
(5,14),(14,9),-0.332598 # DEPENDENCYPART_GRANDPAR
(5,14),(14,10),-0.0713805 # DEPENDENCYPART_GRANDPAR
(5,14),(14,12),-0.0994517 # DEPENDENCYPART_GRANDPAR
