# _root_ Külön biztató , hogy a részvények nemcsak a hazai , hanem a külföldi befektetők számára is újra vonzóak .
#goldHeads=4,4,4,0,6,18,18,18,8,18,18,14,14,15,18,18,18,4,4,
#predictedHeads=4,4,4,0,6,7,4,14,14,11,4,14,14,15,18,18,18,11,4,
(15,3),(15,7),0.182239 # DEPENDENCYPART_SIBL
(15,3),(15,9),-0.00544262 # DEPENDENCYPART_SIBL
(15,3),(15,10),-0.00534608 # DEPENDENCYPART_SIBL
(15,3),(15,11),0.197409 # DEPENDENCYPART_SIBL
(15,3),(15,12),-0.0730694 # DEPENDENCYPART_SIBL
(15,3),(15,13),-0.00637501 # DEPENDENCYPART_SIBL
(15,3),(15,14),-0.0361054 # DEPENDENCYPART_SIBL
(15,3),(15,16),-0.064217 # DEPENDENCYPART_SIBL
(15,3),(15,17),-0.0426542 # DEPENDENCYPART_SIBL
(15,3),(15,18),-0.0213772 # DEPENDENCYPART_SIBL
(15,3),(15,19),-0.0784668 # DEPENDENCYPART_SIBL
(15,6),(15,7),0.290649 # DEPENDENCYPART_SIBL
(15,6),(15,9),-0.0348344 # DEPENDENCYPART_SIBL
(15,6),(15,10),0.309148 # DEPENDENCYPART_SIBL
(15,6),(15,11),0.246082 # DEPENDENCYPART_SIBL
(15,6),(15,12),-0.0498641 # DEPENDENCYPART_SIBL
(15,6),(15,13),-0.0294112 # DEPENDENCYPART_SIBL
(15,6),(15,14),-0.195382 # DEPENDENCYPART_SIBL
(15,6),(15,16),-0.11804 # DEPENDENCYPART_SIBL
(15,6),(15,17),-0.0587631 # DEPENDENCYPART_SIBL
(15,6),(15,18),-0.0380704 # DEPENDENCYPART_SIBL
(15,6),(15,19),-0.193522 # DEPENDENCYPART_SIBL
(15,7),(15,9),-0.032189 # DEPENDENCYPART_SIBL
(15,7),(15,10),0.0464886 # DEPENDENCYPART_SIBL
(15,7),(15,11),0.0134727 # DEPENDENCYPART_SIBL
(15,7),(15,12),-0.0730313 # DEPENDENCYPART_SIBL
(15,7),(15,13),-0.028428 # DEPENDENCYPART_SIBL
(15,7),(15,14),-0.13028 # DEPENDENCYPART_SIBL
(15,7),(15,16),-0.0498677 # DEPENDENCYPART_SIBL
(15,7),(15,17),-0.0241187 # DEPENDENCYPART_SIBL
(15,7),(15,18),-0.0271285 # DEPENDENCYPART_SIBL
(15,7),(15,19),-0.102092 # DEPENDENCYPART_SIBL
(15,9),(15,10),0.1584 # DEPENDENCYPART_SIBL
(15,9),(15,11),0.152802 # DEPENDENCYPART_SIBL
(15,9),(15,12),-0.189992 # DEPENDENCYPART_SIBL
(15,9),(15,13),-0.0140193 # DEPENDENCYPART_SIBL
(15,9),(15,14),-0.136153 # DEPENDENCYPART_SIBL
(15,9),(15,16),-0.030123 # DEPENDENCYPART_SIBL
(15,9),(15,17),-0.0018348 # DEPENDENCYPART_SIBL
(15,9),(15,18),0.00631476 # DEPENDENCYPART_SIBL
(15,9),(15,19),-0.0810309 # DEPENDENCYPART_SIBL
(15,10),(15,11),0.197409 # DEPENDENCYPART_SIBL
(15,10),(15,12),-0.0730694 # DEPENDENCYPART_SIBL
(15,10),(15,13),-0.00637501 # DEPENDENCYPART_SIBL
(15,10),(15,14),-0.0361054 # DEPENDENCYPART_SIBL
(15,10),(15,16),-0.064217 # DEPENDENCYPART_SIBL
(15,10),(15,17),-0.0426542 # DEPENDENCYPART_SIBL
(15,10),(15,18),-0.0213772 # DEPENDENCYPART_SIBL
(15,10),(15,19),-0.0784668 # DEPENDENCYPART_SIBL
(15,11),(15,12),-0.0736375 # DEPENDENCYPART_SIBL
(15,11),(15,13),-0.0469275 # DEPENDENCYPART_SIBL
(15,11),(15,14),-0.128443 # DEPENDENCYPART_SIBL
(15,11),(15,16),-0.0530373 # DEPENDENCYPART_SIBL
(15,11),(15,17),-0.0182205 # DEPENDENCYPART_SIBL
(15,11),(15,18),-0.0209878 # DEPENDENCYPART_SIBL
(15,11),(15,19),-0.0554311 # DEPENDENCYPART_SIBL
(15,12),(15,13),0.0057565 # DEPENDENCYPART_SIBL
(15,12),(15,14),-0.116429 # DEPENDENCYPART_SIBL
(15,12),(15,16),-0.0483334 # DEPENDENCYPART_SIBL
(15,12),(15,17),-0.0139677 # DEPENDENCYPART_SIBL
(15,12),(15,18),0.00986248 # DEPENDENCYPART_SIBL
(15,12),(15,19),-0.108767 # DEPENDENCYPART_SIBL
(15,13),(15,14),-0.134943 # DEPENDENCYPART_SIBL
(15,13),(15,16),-0.0289978 # DEPENDENCYPART_SIBL
(15,13),(15,17),-0.000727726 # DEPENDENCYPART_SIBL
(15,13),(15,18),0.00647873 # DEPENDENCYPART_SIBL
(15,13),(15,19),-0.077097 # DEPENDENCYPART_SIBL
(15,14),(15,16),-0.121545 # DEPENDENCYPART_SIBL
(15,14),(15,17),-0.0589049 # DEPENDENCYPART_SIBL
(15,14),(15,18),-0.0379186 # DEPENDENCYPART_SIBL
(15,14),(15,19),-0.194939 # DEPENDENCYPART_SIBL
(15,16),(15,17),0.00439874 # DEPENDENCYPART_SIBL
(15,16),(15,18),0.0369135 # DEPENDENCYPART_SIBL
(15,16),(15,19),-0.0380223 # DEPENDENCYPART_SIBL
(15,17),(15,18),0.040541 # DEPENDENCYPART_SIBL
(15,17),(15,19),0.05627 # DEPENDENCYPART_SIBL
(15,18),(15,19),0.0658812 # DEPENDENCYPART_SIBL
(16,1),(16,2),0.0418404 # DEPENDENCYPART_SIBL
(16,1),(16,3),0.0913311 # DEPENDENCYPART_SIBL
(16,1),(16,4),0.195664 # DEPENDENCYPART_SIBL
(16,1),(16,7),0.0546881 # DEPENDENCYPART_SIBL
(16,1),(16,9),0.0404636 # DEPENDENCYPART_SIBL
(16,1),(16,10),0.0913311 # DEPENDENCYPART_SIBL
(16,1),(16,11),0.113471 # DEPENDENCYPART_SIBL
(16,1),(16,12),-0.0606436 # DEPENDENCYPART_SIBL
(16,1),(16,13),0.0385385 # DEPENDENCYPART_SIBL
(16,1),(16,14),0.0943628 # DEPENDENCYPART_SIBL
(16,1),(16,15),0.108416 # DEPENDENCYPART_SIBL
(16,1),(16,17),0.00766154 # DEPENDENCYPART_SIBL
(16,1),(16,18),0.100065 # DEPENDENCYPART_SIBL
(16,1),(16,19),0.0761358 # DEPENDENCYPART_SIBL
(16,2),(16,3),0.157261 # DEPENDENCYPART_SIBL
(16,2),(16,4),0.163236 # DEPENDENCYPART_SIBL
(16,2),(16,7),0.0504751 # DEPENDENCYPART_SIBL
(16,2),(16,9),0.009733 # DEPENDENCYPART_SIBL
(16,2),(16,10),0.157261 # DEPENDENCYPART_SIBL
(16,2),(16,11),0.0774721 # DEPENDENCYPART_SIBL
(16,2),(16,12),-0.192549 # DEPENDENCYPART_SIBL
(16,2),(16,13),0.00633019 # DEPENDENCYPART_SIBL
(16,2),(16,14),0.084507 # DEPENDENCYPART_SIBL
(16,2),(16,15),0.0278518 # DEPENDENCYPART_SIBL
(16,2),(16,17),0.00032675 # DEPENDENCYPART_SIBL
(16,2),(16,18),0.0974563 # DEPENDENCYPART_SIBL
(16,2),(16,19),0.0610313 # DEPENDENCYPART_SIBL
(16,3),(16,4),0.141225 # DEPENDENCYPART_SIBL
(16,3),(16,7),0.130816 # DEPENDENCYPART_SIBL
(16,3),(16,9),0.00352162 # DEPENDENCYPART_SIBL
(16,3),(16,10),-0.0682486 # DEPENDENCYPART_SIBL
(16,3),(16,11),0.240578 # DEPENDENCYPART_SIBL
(16,3),(16,12),-0.0607685 # DEPENDENCYPART_SIBL
(16,3),(16,13),0.00337193 # DEPENDENCYPART_SIBL
(16,3),(16,14),0.0801148 # DEPENDENCYPART_SIBL
(16,3),(16,15),0.012765 # DEPENDENCYPART_SIBL
(16,3),(16,17),-0.0173899 # DEPENDENCYPART_SIBL
(16,3),(16,18),0.038521 # DEPENDENCYPART_SIBL
(16,3),(16,19),0.0859528 # DEPENDENCYPART_SIBL
(16,4),(16,7),-0.0520997 # DEPENDENCYPART_SIBL
(16,4),(16,9),-0.038511 # DEPENDENCYPART_SIBL
(16,4),(16,10),0.0397518 # DEPENDENCYPART_SIBL
(16,4),(16,11),-0.0172654 # DEPENDENCYPART_SIBL
(16,4),(16,12),-0.0849369 # DEPENDENCYPART_SIBL
(16,4),(16,13),-0.0340444 # DEPENDENCYPART_SIBL
(16,4),(16,14),-0.0352378 # DEPENDENCYPART_SIBL
(16,4),(16,15),-0.0111779 # DEPENDENCYPART_SIBL
(16,4),(16,17),-0.0126806 # DEPENDENCYPART_SIBL
(16,4),(16,18),0.0433385 # DEPENDENCYPART_SIBL
(16,4),(16,19),0.111122 # DEPENDENCYPART_SIBL
(16,7),(16,9),0.0719498 # DEPENDENCYPART_SIBL
(16,7),(16,10),0.114251 # DEPENDENCYPART_SIBL
(16,7),(16,11),0.105505 # DEPENDENCYPART_SIBL
(16,7),(16,12),-0.0107246 # DEPENDENCYPART_SIBL
(16,7),(16,13),0.0765667 # DEPENDENCYPART_SIBL
(16,7),(16,14),0.110026 # DEPENDENCYPART_SIBL
(16,7),(16,15),0.0708084 # DEPENDENCYPART_SIBL
(16,7),(16,17),0.00190754 # DEPENDENCYPART_SIBL
(16,7),(16,18),0.044447 # DEPENDENCYPART_SIBL
(16,7),(16,19),0.0959995 # DEPENDENCYPART_SIBL
(16,9),(16,10),0.148031 # DEPENDENCYPART_SIBL
(16,9),(16,11),0.0782495 # DEPENDENCYPART_SIBL
(16,9),(16,12),-0.196304 # DEPENDENCYPART_SIBL
(16,9),(16,13),0.00757314 # DEPENDENCYPART_SIBL
(16,9),(16,14),0.078661 # DEPENDENCYPART_SIBL
(16,9),(16,15),0.0234231 # DEPENDENCYPART_SIBL
(16,9),(16,17),-0.00872571 # DEPENDENCYPART_SIBL
(16,9),(16,18),0.0891724 # DEPENDENCYPART_SIBL
(16,9),(16,19),0.0415787 # DEPENDENCYPART_SIBL
(16,10),(16,11),0.240578 # DEPENDENCYPART_SIBL
(16,10),(16,12),-0.0607685 # DEPENDENCYPART_SIBL
(16,10),(16,13),0.00337193 # DEPENDENCYPART_SIBL
(16,10),(16,14),0.0801148 # DEPENDENCYPART_SIBL
(16,10),(16,15),0.012765 # DEPENDENCYPART_SIBL
(16,10),(16,17),-0.0173899 # DEPENDENCYPART_SIBL
(16,10),(16,18),0.038521 # DEPENDENCYPART_SIBL
(16,10),(16,19),0.0859528 # DEPENDENCYPART_SIBL
(16,11),(16,12),-0.0538872 # DEPENDENCYPART_SIBL
(16,11),(16,13),0.00916065 # DEPENDENCYPART_SIBL
(16,11),(16,14),0.0711349 # DEPENDENCYPART_SIBL
(16,11),(16,15),0.0178766 # DEPENDENCYPART_SIBL
(16,11),(16,17),0.0181685 # DEPENDENCYPART_SIBL
(16,11),(16,18),0.0597154 # DEPENDENCYPART_SIBL
(16,11),(16,19),0.147741 # DEPENDENCYPART_SIBL
(16,12),(16,13),0.0167844 # DEPENDENCYPART_SIBL
(16,12),(16,14),0.0383856 # DEPENDENCYPART_SIBL
(16,12),(16,15),0.0261317 # DEPENDENCYPART_SIBL
(16,12),(16,17),-0.0567492 # DEPENDENCYPART_SIBL
(16,12),(16,18),0.0159737 # DEPENDENCYPART_SIBL
(16,12),(16,19),-0.0858304 # DEPENDENCYPART_SIBL
(16,13),(16,14),0.0837816 # DEPENDENCYPART_SIBL
(16,13),(16,15),0.0273932 # DEPENDENCYPART_SIBL
(16,13),(16,17),2.08573e-05 # DEPENDENCYPART_SIBL
(16,13),(16,18),0.0971425 # DEPENDENCYPART_SIBL
(16,13),(16,19),0.0604467 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.0224569 # DEPENDENCYPART_SIBL
(16,14),(16,17),-0.00480146 # DEPENDENCYPART_SIBL
(16,14),(16,18),0.064461 # DEPENDENCYPART_SIBL
(16,14),(16,19),0.076774 # DEPENDENCYPART_SIBL
(16,15),(16,17),-0.00453703 # DEPENDENCYPART_SIBL
(16,15),(16,18),0.0942401 # DEPENDENCYPART_SIBL
(16,15),(16,19),0.0133721 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.0137326 # DEPENDENCYPART_SIBL
(16,17),(16,19),-0.0272985 # DEPENDENCYPART_SIBL
(16,18),(16,19),0.0452303 # DEPENDENCYPART_SIBL
(17,2),(17,4),0.134342 # DEPENDENCYPART_SIBL
(17,2),(17,6),0.0731743 # DEPENDENCYPART_SIBL
(17,2),(17,9),0.0829692 # DEPENDENCYPART_SIBL
(17,2),(17,10),0.230969 # DEPENDENCYPART_SIBL
(17,2),(17,11),0.150617 # DEPENDENCYPART_SIBL
(17,2),(17,13),0.079456 # DEPENDENCYPART_SIBL
(17,2),(17,14),0.0730808 # DEPENDENCYPART_SIBL
(17,2),(17,15),0.0943878 # DEPENDENCYPART_SIBL
(17,2),(17,16),0.128462 # DEPENDENCYPART_SIBL
(17,2),(17,18),0.0659687 # DEPENDENCYPART_SIBL
(17,2),(17,19),0.066638 # DEPENDENCYPART_SIBL
(17,4),(17,6),0.0453198 # DEPENDENCYPART_SIBL
(17,4),(17,9),0.0863139 # DEPENDENCYPART_SIBL
(17,4),(17,10),0.310987 # DEPENDENCYPART_SIBL
(17,4),(17,11),0.0806648 # DEPENDENCYPART_SIBL
(17,4),(17,13),0.0906773 # DEPENDENCYPART_SIBL
(17,4),(17,14),0.0477528 # DEPENDENCYPART_SIBL
(17,4),(17,15),0.0999291 # DEPENDENCYPART_SIBL
(17,4),(17,16),0.0473499 # DEPENDENCYPART_SIBL
(17,4),(17,18),0.0320555 # DEPENDENCYPART_SIBL
(17,4),(17,19),0.0966824 # DEPENDENCYPART_SIBL
(17,6),(17,9),0.0645594 # DEPENDENCYPART_SIBL
(17,6),(17,10),0.250738 # DEPENDENCYPART_SIBL
(17,6),(17,11),0.179162 # DEPENDENCYPART_SIBL
(17,6),(17,13),0.0707746 # DEPENDENCYPART_SIBL
(17,6),(17,14),0.0687332 # DEPENDENCYPART_SIBL
(17,6),(17,15),0.0829836 # DEPENDENCYPART_SIBL
(17,6),(17,16),0.135685 # DEPENDENCYPART_SIBL
(17,6),(17,18),0.115815 # DEPENDENCYPART_SIBL
(17,6),(17,19),0.0262796 # DEPENDENCYPART_SIBL
(17,9),(17,10),0.232894 # DEPENDENCYPART_SIBL
(17,9),(17,11),0.15515 # DEPENDENCYPART_SIBL
(17,9),(17,13),0.0844405 # DEPENDENCYPART_SIBL
(17,9),(17,14),0.0709978 # DEPENDENCYPART_SIBL
(17,9),(17,15),0.0937084 # DEPENDENCYPART_SIBL
(17,9),(17,16),0.132269 # DEPENDENCYPART_SIBL
(17,9),(17,18),0.0657815 # DEPENDENCYPART_SIBL
(17,9),(17,19),0.0625128 # DEPENDENCYPART_SIBL
(17,10),(17,11),0.236892 # DEPENDENCYPART_SIBL
(17,10),(17,13),0.0359985 # DEPENDENCYPART_SIBL
(17,10),(17,14),0.0290791 # DEPENDENCYPART_SIBL
(17,10),(17,15),0.0232809 # DEPENDENCYPART_SIBL
(17,10),(17,16),0.0440931 # DEPENDENCYPART_SIBL
(17,10),(17,18),0.0687076 # DEPENDENCYPART_SIBL
(17,10),(17,19),0.030301 # DEPENDENCYPART_SIBL
(17,11),(17,13),0.118917 # DEPENDENCYPART_SIBL
(17,11),(17,14),0.125639 # DEPENDENCYPART_SIBL
(17,11),(17,15),0.104054 # DEPENDENCYPART_SIBL
(17,11),(17,16),0.0613097 # DEPENDENCYPART_SIBL
(17,11),(17,18),0.0295644 # DEPENDENCYPART_SIBL
(17,11),(17,19),0.103384 # DEPENDENCYPART_SIBL
(17,13),(17,14),0.0724277 # DEPENDENCYPART_SIBL
(17,13),(17,15),0.0940222 # DEPENDENCYPART_SIBL
(17,13),(17,16),0.127369 # DEPENDENCYPART_SIBL
(17,13),(17,18),0.065775 # DEPENDENCYPART_SIBL
(17,13),(17,19),0.0662359 # DEPENDENCYPART_SIBL
(17,14),(17,15),0.0838588 # DEPENDENCYPART_SIBL
(17,14),(17,16),0.136739 # DEPENDENCYPART_SIBL
(17,14),(17,18),0.115967 # DEPENDENCYPART_SIBL
(17,14),(17,19),0.0248632 # DEPENDENCYPART_SIBL
(17,15),(17,16),0.119107 # DEPENDENCYPART_SIBL
(17,15),(17,18),0.0933234 # DEPENDENCYPART_SIBL
(17,15),(17,19),0.115607 # DEPENDENCYPART_SIBL
(17,16),(17,18),0.0468831 # DEPENDENCYPART_SIBL
(17,16),(17,19),0.112492 # DEPENDENCYPART_SIBL
(17,18),(17,19),0.0096669 # DEPENDENCYPART_SIBL
(18,1),(18,3),0.0796214 # DEPENDENCYPART_SIBL
(18,1),(18,4),0.207999 # DEPENDENCYPART_SIBL
(18,1),(18,6),0.173374 # DEPENDENCYPART_SIBL
(18,1),(18,7),0.216609 # DEPENDENCYPART_SIBL
(18,1),(18,9),0.0833631 # DEPENDENCYPART_SIBL
(18,1),(18,10),0.0796214 # DEPENDENCYPART_SIBL
(18,1),(18,11),0.230551 # DEPENDENCYPART_SIBL
(18,1),(18,12),-0.0762107 # DEPENDENCYPART_SIBL
(18,1),(18,13),0.0808152 # DEPENDENCYPART_SIBL
(18,1),(18,14),0.174266 # DEPENDENCYPART_SIBL
(18,1),(18,15),0.182993 # DEPENDENCYPART_SIBL
(18,1),(18,16),0.361003 # DEPENDENCYPART_SIBL
(18,1),(18,17),0.129333 # DEPENDENCYPART_SIBL
(18,1),(18,19),0.0563788 # DEPENDENCYPART_SIBL
(18,3),(18,4),0.0995751 # DEPENDENCYPART_SIBL
(18,3),(18,6),0.0458688 # DEPENDENCYPART_SIBL
(18,3),(18,7),0.216277 # DEPENDENCYPART_SIBL
(18,3),(18,9),0.0298202 # DEPENDENCYPART_SIBL
(18,3),(18,10),0.0586475 # DEPENDENCYPART_SIBL
(18,3),(18,11),0.229245 # DEPENDENCYPART_SIBL
(18,3),(18,12),-0.131379 # DEPENDENCYPART_SIBL
(18,3),(18,13),0.0298435 # DEPENDENCYPART_SIBL
(18,3),(18,14),0.0494274 # DEPENDENCYPART_SIBL
(18,3),(18,15),0.0575349 # DEPENDENCYPART_SIBL
(18,3),(18,16),0.108411 # DEPENDENCYPART_SIBL
(18,3),(18,17),0.0482342 # DEPENDENCYPART_SIBL
(18,3),(18,19),0.0204113 # DEPENDENCYPART_SIBL
(18,4),(18,6),-0.0356223 # DEPENDENCYPART_SIBL
(18,4),(18,7),0.0945245 # DEPENDENCYPART_SIBL
(18,4),(18,9),-0.0326103 # DEPENDENCYPART_SIBL
(18,4),(18,10),0.160775 # DEPENDENCYPART_SIBL
(18,4),(18,11),0.0638129 # DEPENDENCYPART_SIBL
(18,4),(18,12),-0.0987147 # DEPENDENCYPART_SIBL
(18,4),(18,13),-0.0280106 # DEPENDENCYPART_SIBL
(18,4),(18,14),-0.0327319 # DEPENDENCYPART_SIBL
(18,4),(18,15),0.0343765 # DEPENDENCYPART_SIBL
(18,4),(18,16),0.110026 # DEPENDENCYPART_SIBL
(18,4),(18,17),0.0483835 # DEPENDENCYPART_SIBL
(18,4),(18,19),0.0614156 # DEPENDENCYPART_SIBL
(18,6),(18,7),0.346182 # DEPENDENCYPART_SIBL
(18,6),(18,9),0.0265638 # DEPENDENCYPART_SIBL
(18,6),(18,10),0.280867 # DEPENDENCYPART_SIBL
(18,6),(18,11),0.290891 # DEPENDENCYPART_SIBL
(18,6),(18,12),-0.0381536 # DEPENDENCYPART_SIBL
(18,6),(18,13),0.0330612 # DEPENDENCYPART_SIBL
(18,6),(18,14),0.0721822 # DEPENDENCYPART_SIBL
(18,6),(18,15),0.125259 # DEPENDENCYPART_SIBL
(18,6),(18,16),0.36989 # DEPENDENCYPART_SIBL
(18,6),(18,17),0.143949 # DEPENDENCYPART_SIBL
(18,6),(18,19),0.0618515 # DEPENDENCYPART_SIBL
(18,7),(18,9),0.0335014 # DEPENDENCYPART_SIBL
(18,7),(18,10),0.143247 # DEPENDENCYPART_SIBL
(18,7),(18,11),0.116285 # DEPENDENCYPART_SIBL
(18,7),(18,12),-0.0748486 # DEPENDENCYPART_SIBL
(18,7),(18,13),0.0382787 # DEPENDENCYPART_SIBL
(18,7),(18,14),0.0604148 # DEPENDENCYPART_SIBL
(18,7),(18,15),0.0599742 # DEPENDENCYPART_SIBL
(18,7),(18,16),0.164032 # DEPENDENCYPART_SIBL
(18,7),(18,17),0.0714185 # DEPENDENCYPART_SIBL
(18,7),(18,19),0.0451295 # DEPENDENCYPART_SIBL
(18,9),(18,10),0.258943 # DEPENDENCYPART_SIBL
(18,9),(18,11),0.22343 # DEPENDENCYPART_SIBL
(18,9),(18,12),-0.229672 # DEPENDENCYPART_SIBL
(18,9),(18,13),0.0393734 # DEPENDENCYPART_SIBL
(18,9),(18,14),0.0108468 # DEPENDENCYPART_SIBL
(18,9),(18,15),0.0964775 # DEPENDENCYPART_SIBL
(18,9),(18,16),0.280768 # DEPENDENCYPART_SIBL
(18,9),(18,17),0.0342353 # DEPENDENCYPART_SIBL
(18,9),(18,19),-0.0139639 # DEPENDENCYPART_SIBL
(18,10),(18,11),0.229245 # DEPENDENCYPART_SIBL
(18,10),(18,12),-0.131379 # DEPENDENCYPART_SIBL
(18,10),(18,13),0.0298435 # DEPENDENCYPART_SIBL
(18,10),(18,14),0.0494274 # DEPENDENCYPART_SIBL
(18,10),(18,15),0.0575349 # DEPENDENCYPART_SIBL
(18,10),(18,16),0.108411 # DEPENDENCYPART_SIBL
(18,10),(18,17),0.0482342 # DEPENDENCYPART_SIBL
(18,10),(18,19),0.0204113 # DEPENDENCYPART_SIBL
(18,11),(18,12),-0.0879806 # DEPENDENCYPART_SIBL
(18,11),(18,13),0.0045118 # DEPENDENCYPART_SIBL
(18,11),(18,14),0.0493851 # DEPENDENCYPART_SIBL
(18,11),(18,15),0.0422531 # DEPENDENCYPART_SIBL
(18,11),(18,16),0.126888 # DEPENDENCYPART_SIBL
(18,11),(18,17),0.0502643 # DEPENDENCYPART_SIBL
(18,11),(18,19),0.0664549 # DEPENDENCYPART_SIBL
(18,12),(18,13),0.0488466 # DEPENDENCYPART_SIBL
(18,12),(18,14),0.0670896 # DEPENDENCYPART_SIBL
(18,12),(18,15),0.105284 # DEPENDENCYPART_SIBL
(18,12),(18,16),0.14583 # DEPENDENCYPART_SIBL
(18,12),(18,17),0.00211398 # DEPENDENCYPART_SIBL
(18,12),(18,19),-0.0375479 # DEPENDENCYPART_SIBL
(18,13),(18,14),0.0125546 # DEPENDENCYPART_SIBL
(18,13),(18,15),0.0970814 # DEPENDENCYPART_SIBL
(18,13),(18,16),0.27624 # DEPENDENCYPART_SIBL
(18,13),(18,17),0.0366685 # DEPENDENCYPART_SIBL
(18,13),(18,19),-0.00995268 # DEPENDENCYPART_SIBL
(18,14),(18,15),0.126771 # DEPENDENCYPART_SIBL
(18,14),(18,16),0.371721 # DEPENDENCYPART_SIBL
(18,14),(18,17),0.14518 # DEPENDENCYPART_SIBL
(18,14),(18,19),0.0604884 # DEPENDENCYPART_SIBL
(18,15),(18,16),0.31517 # DEPENDENCYPART_SIBL
(18,15),(18,17),0.139283 # DEPENDENCYPART_SIBL
(18,15),(18,19),0.0624349 # DEPENDENCYPART_SIBL
(18,16),(18,17),0.0032191 # DEPENDENCYPART_SIBL
(18,16),(18,19),0.0450153 # DEPENDENCYPART_SIBL
(18,17),(18,19),0.0680448 # DEPENDENCYPART_SIBL
(0,1),(1,2),0.662565 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),0.277861 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),0.441751 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),0.0457711 # DEPENDENCYPART_GRANDPAR
(0,1),(1,7),0.0356361 # DEPENDENCYPART_GRANDPAR
(0,1),(1,11),0.348889 # DEPENDENCYPART_GRANDPAR
(0,1),(1,14),-0.329308 # DEPENDENCYPART_GRANDPAR
(0,1),(1,15),-0.0149284 # DEPENDENCYPART_GRANDPAR
(0,1),(1,16),-0.227656 # DEPENDENCYPART_GRANDPAR
(0,1),(1,19),1.71792 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.558459 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),0.245338 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),0.373504 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),-0.02934 # DEPENDENCYPART_GRANDPAR
(0,2),(2,9),-0.120925 # DEPENDENCYPART_GRANDPAR
(0,2),(2,10),0.0566405 # DEPENDENCYPART_GRANDPAR
(0,2),(2,11),0.317291 # DEPENDENCYPART_GRANDPAR
(0,2),(2,14),-0.404002 # DEPENDENCYPART_GRANDPAR
(0,2),(2,16),-0.227467 # DEPENDENCYPART_GRANDPAR
(0,2),(2,18),0.0959599 # DEPENDENCYPART_GRANDPAR
(0,2),(2,19),1.68038 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),0.607791 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),0.869006 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),0.605556 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),-0.0263404 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),0.203486 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),0.0753412 # DEPENDENCYPART_GRANDPAR
(0,4),(4,10),-0.00597048 # DEPENDENCYPART_GRANDPAR
(0,4),(4,11),0.596329 # DEPENDENCYPART_GRANDPAR
(0,4),(4,13),-0.318862 # DEPENDENCYPART_GRANDPAR
(0,4),(4,14),-0.400767 # DEPENDENCYPART_GRANDPAR
(0,4),(4,16),0.0470877 # DEPENDENCYPART_GRANDPAR
(0,4),(4,17),-0.0943513 # DEPENDENCYPART_GRANDPAR
(0,4),(4,18),0.297226 # DEPENDENCYPART_GRANDPAR
(0,4),(4,19),2.04757 # DEPENDENCYPART_GRANDPAR
(0,7),(7,1),0.482482 # DEPENDENCYPART_GRANDPAR
(0,7),(7,2),0.71154 # DEPENDENCYPART_GRANDPAR
(0,7),(7,3),0.498333 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),0.452791 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),-0.651577 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),-0.0023727 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),-0.543711 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),0.0846985 # DEPENDENCYPART_GRANDPAR
(0,7),(7,10),-0.0023838 # DEPENDENCYPART_GRANDPAR
(0,7),(7,11),0.570936 # DEPENDENCYPART_GRANDPAR
(0,7),(7,13),-0.309506 # DEPENDENCYPART_GRANDPAR
(0,7),(7,14),-0.398992 # DEPENDENCYPART_GRANDPAR
(0,7),(7,15),0.0780845 # DEPENDENCYPART_GRANDPAR
(0,7),(7,16),0.0441868 # DEPENDENCYPART_GRANDPAR
(0,7),(7,17),-0.117308 # DEPENDENCYPART_GRANDPAR
(0,7),(7,18),0.306582 # DEPENDENCYPART_GRANDPAR
(0,7),(7,19),1.98358 # DEPENDENCYPART_GRANDPAR
(0,11),(11,1),0.549978 # DEPENDENCYPART_GRANDPAR
(0,11),(11,2),0.777191 # DEPENDENCYPART_GRANDPAR
(0,11),(11,3),0.634803 # DEPENDENCYPART_GRANDPAR
(0,11),(11,4),0.523042 # DEPENDENCYPART_GRANDPAR
(0,11),(11,6),0.0763578 # DEPENDENCYPART_GRANDPAR
(0,11),(11,7),0.231923 # DEPENDENCYPART_GRANDPAR
(0,11),(11,8),-0.645201 # DEPENDENCYPART_GRANDPAR
(0,11),(11,9),-0.0121721 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),0.446106 # DEPENDENCYPART_GRANDPAR
(0,11),(11,12),-0.510125 # DEPENDENCYPART_GRANDPAR
