# _root_ De például a májjal már más a helyzet : a sertés mája más enzimeket termel , mint az emberé , más nagyságú vörösvérsejteket hoz létre és így tovább .
#goldHeads=0,6,4,6,6,1,8,6,1,11,12,15,14,15,26,15,15,19,15,26,22,23,24,26,24,1,28,26,1,
#predictedHeads=0,15,4,2,15,8,8,15,1,11,12,15,14,15,1,15,15,19,24,24,23,23,24,26,24,13,28,24,1,
(0,24),(24,2),0.216673 # DEPENDENCYPART_GRANDPAR
(0,24),(24,4),0.0683137 # DEPENDENCYPART_GRANDPAR
(0,24),(24,5),0.174376 # DEPENDENCYPART_GRANDPAR
(0,24),(24,6),-0.160452 # DEPENDENCYPART_GRANDPAR
(0,24),(24,8),0.129708 # DEPENDENCYPART_GRANDPAR
(0,24),(24,9),0.0532393 # DEPENDENCYPART_GRANDPAR
(0,24),(24,11),-0.108292 # DEPENDENCYPART_GRANDPAR
(0,24),(24,12),0.0582042 # DEPENDENCYPART_GRANDPAR
(0,24),(24,13),-0.0215126 # DEPENDENCYPART_GRANDPAR
(0,24),(24,14),-0.425086 # DEPENDENCYPART_GRANDPAR
(0,24),(24,15),0.271126 # DEPENDENCYPART_GRANDPAR
(0,24),(24,16),0.145573 # DEPENDENCYPART_GRANDPAR
(0,24),(24,17),0.00357826 # DEPENDENCYPART_GRANDPAR
(0,24),(24,18),-0.413768 # DEPENDENCYPART_GRANDPAR
(0,24),(24,19),-0.405918 # DEPENDENCYPART_GRANDPAR
(0,24),(24,20),0.0369774 # DEPENDENCYPART_GRANDPAR
(0,24),(24,21),0.0646096 # DEPENDENCYPART_GRANDPAR
(0,24),(24,22),-0.427785 # DEPENDENCYPART_GRANDPAR
(0,24),(24,23),-0.450627 # DEPENDENCYPART_GRANDPAR
(0,24),(24,25),-0.277878 # DEPENDENCYPART_GRANDPAR
(0,24),(24,26),0.0150323 # DEPENDENCYPART_GRANDPAR
(0,24),(24,27),-0.0175053 # DEPENDENCYPART_GRANDPAR
(0,24),(24,28),0.461151 # DEPENDENCYPART_GRANDPAR
(0,24),(24,29),2.67399 # DEPENDENCYPART_GRANDPAR
(0,25),(25,22),-0.3308 # DEPENDENCYPART_GRANDPAR
(0,25),(25,23),-0.375235 # DEPENDENCYPART_GRANDPAR
(0,26),(26,1),1.26742 # DEPENDENCYPART_GRANDPAR
(0,26),(26,9),0.376209 # DEPENDENCYPART_GRANDPAR
(0,26),(26,13),0.207925 # DEPENDENCYPART_GRANDPAR
(0,26),(26,15),0.689549 # DEPENDENCYPART_GRANDPAR
(0,26),(26,16),0.563087 # DEPENDENCYPART_GRANDPAR
(0,26),(26,17),0.174612 # DEPENDENCYPART_GRANDPAR
(0,26),(26,19),-0.400553 # DEPENDENCYPART_GRANDPAR
(0,26),(26,20),0.454492 # DEPENDENCYPART_GRANDPAR
(0,26),(26,21),0.294047 # DEPENDENCYPART_GRANDPAR
(0,26),(26,22),-0.375727 # DEPENDENCYPART_GRANDPAR
(0,26),(26,23),-0.445262 # DEPENDENCYPART_GRANDPAR
(0,26),(26,24),0.269721 # DEPENDENCYPART_GRANDPAR
(0,26),(26,27),0.0115259 # DEPENDENCYPART_GRANDPAR
(0,26),(26,28),0.496418 # DEPENDENCYPART_GRANDPAR
(0,26),(26,29),2.58187 # DEPENDENCYPART_GRANDPAR
(0,27),(27,15),0.711695 # DEPENDENCYPART_GRANDPAR
(0,27),(27,17),0.325247 # DEPENDENCYPART_GRANDPAR
(0,27),(27,23),-0.280655 # DEPENDENCYPART_GRANDPAR
(0,27),(27,24),0.291867 # DEPENDENCYPART_GRANDPAR
(0,27),(27,26),0.308306 # DEPENDENCYPART_GRANDPAR
(0,27),(27,29),2.47899 # DEPENDENCYPART_GRANDPAR
(0,28),(28,15),0.590678 # DEPENDENCYPART_GRANDPAR
(0,28),(28,17),0.161991 # DEPENDENCYPART_GRANDPAR
(0,28),(28,19),-0.339883 # DEPENDENCYPART_GRANDPAR
(0,28),(28,22),-0.343834 # DEPENDENCYPART_GRANDPAR
(0,28),(28,23),-0.384592 # DEPENDENCYPART_GRANDPAR
(0,28),(28,26),0.142938 # DEPENDENCYPART_GRANDPAR
(0,28),(28,27),0.205694 # DEPENDENCYPART_GRANDPAR
(0,28),(28,29),2.31077 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.412663 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,4),0.104509 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),0.0281271 # DEPENDENCYPART_GRANDPAR
(1,2),(2,8),0.120469 # DEPENDENCYPART_GRANDPAR
(1,2),(2,9),-0.0881048 # DEPENDENCYPART_GRANDPAR
(1,2),(2,11),-0.0297486 # DEPENDENCYPART_GRANDPAR
(1,2),(2,12),0.151971 # DEPENDENCYPART_GRANDPAR
(1,2),(2,14),0.0652991 # DEPENDENCYPART_GRANDPAR
(1,2),(2,15),-0.0323644 # DEPENDENCYPART_GRANDPAR
(1,2),(2,16),-0.213391 # DEPENDENCYPART_GRANDPAR
(1,2),(2,19),0.0491145 # DEPENDENCYPART_GRANDPAR
(1,2),(2,20),-0.159908 # DEPENDENCYPART_GRANDPAR
(1,2),(2,24),-0.273355 # DEPENDENCYPART_GRANDPAR
(1,2),(2,26),0.260091 # DEPENDENCYPART_GRANDPAR
(1,2),(2,29),-0.890345 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-0.557682 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,2),0.145864 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),-0.299885 # DEPENDENCYPART_GRANDPAR
(1,5),(5,1),-0.392114 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,5),(5,2),0.318328 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),0.143207 # DEPENDENCYPART_GRANDPAR
(1,5),(5,8),0.0915598 # DEPENDENCYPART_GRANDPAR
(1,5),(5,9),-0.0909701 # DEPENDENCYPART_GRANDPAR
(1,5),(5,11),-0.0586581 # DEPENDENCYPART_GRANDPAR
(1,5),(5,12),0.123062 # DEPENDENCYPART_GRANDPAR
(1,5),(5,14),0.0363897 # DEPENDENCYPART_GRANDPAR
(1,5),(5,15),-0.0318997 # DEPENDENCYPART_GRANDPAR
(1,5),(5,17),-0.079207 # DEPENDENCYPART_GRANDPAR
(1,5),(5,24),-0.272891 # DEPENDENCYPART_GRANDPAR
(1,5),(5,26),0.267237 # DEPENDENCYPART_GRANDPAR
(1,5),(5,29),-0.891576 # DEPENDENCYPART_GRANDPAR
(1,8),(8,1),-0.558346 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,8),(8,2),0.145191 # DEPENDENCYPART_GRANDPAR
(1,8),(8,3),-0.27607 # DEPENDENCYPART_GRANDPAR
(1,8),(8,4),0.0316461 # DEPENDENCYPART_GRANDPAR
(1,8),(8,5),-0.0320825 # DEPENDENCYPART_GRANDPAR
(1,8),(8,6),-0.0953586 # DEPENDENCYPART_GRANDPAR
(1,8),(8,7),-0.55238 # DEPENDENCYPART_GRANDPAR
(1,8),(8,9),-0.258044 # DEPENDENCYPART_GRANDPAR
(1,8),(8,11),-0.107439 # DEPENDENCYPART_GRANDPAR
(1,8),(8,12),0.0742814 # DEPENDENCYPART_GRANDPAR
(1,8),(8,14),-0.0123908 # DEPENDENCYPART_GRANDPAR
(1,8),(8,28),-0.0341224 # DEPENDENCYPART_GRANDPAR
(1,8),(8,29),-0.958847 # DEPENDENCYPART_GRANDPAR
(1,12),(12,1),-0.557682 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,12),(12,2),0.145864 # DEPENDENCYPART_GRANDPAR
(1,12),(12,3),-0.299885 # DEPENDENCYPART_GRANDPAR
(1,12),(12,4),0.0329978 # DEPENDENCYPART_GRANDPAR
(1,12),(12,5),-0.0314089 # DEPENDENCYPART_GRANDPAR
(1,12),(12,6),-0.0889632 # DEPENDENCYPART_GRANDPAR
(1,12),(12,7),-0.576195 # DEPENDENCYPART_GRANDPAR
(1,12),(12,8),0.0318984 # DEPENDENCYPART_GRANDPAR
(1,12),(12,9),-0.303862 # DEPENDENCYPART_GRANDPAR
(1,12),(12,10),-0.591 # DEPENDENCYPART_GRANDPAR
(1,12),(12,11),-0.101259 # DEPENDENCYPART_GRANDPAR
(1,12),(12,14),-0.0151812 # DEPENDENCYPART_GRANDPAR
(1,12),(12,28),-0.0367433 # DEPENDENCYPART_GRANDPAR
(1,15),(15,1),-0.538703 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,15),(15,2),0.204507 # DEPENDENCYPART_GRANDPAR
(1,15),(15,3),-0.29597 # DEPENDENCYPART_GRANDPAR
(1,15),(15,4),-0.0143035 # DEPENDENCYPART_GRANDPAR
(1,15),(15,5),0.0465528 # DEPENDENCYPART_GRANDPAR
(1,15),(15,6),-0.136519 # DEPENDENCYPART_GRANDPAR
(1,15),(15,7),-0.572279 # DEPENDENCYPART_GRANDPAR
(1,15),(15,8),-0.00599321 # DEPENDENCYPART_GRANDPAR
(1,15),(15,9),-0.356282 # DEPENDENCYPART_GRANDPAR
(1,15),(15,10),-0.587085 # DEPENDENCYPART_GRANDPAR
(1,15),(15,11),-0.148561 # DEPENDENCYPART_GRANDPAR
(1,15),(15,12),0.0331593 # DEPENDENCYPART_GRANDPAR
(1,15),(15,13),-0.172874 # DEPENDENCYPART_GRANDPAR
(1,15),(15,14),-0.0535129 # DEPENDENCYPART_GRANDPAR
(1,15),(15,16),-0.281843 # DEPENDENCYPART_GRANDPAR
(1,15),(15,17),-0.0803234 # DEPENDENCYPART_GRANDPAR
(1,15),(15,18),-0.680344 # DEPENDENCYPART_GRANDPAR
(1,15),(15,19),-0.00331108 # DEPENDENCYPART_GRANDPAR
(1,15),(15,20),-0.228361 # DEPENDENCYPART_GRANDPAR
(1,15),(15,21),-0.070585 # DEPENDENCYPART_GRANDPAR
(1,15),(15,22),-0.11756 # DEPENDENCYPART_GRANDPAR
(1,15),(15,23),-0.216354 # DEPENDENCYPART_GRANDPAR
(1,15),(15,24),-0.258163 # DEPENDENCYPART_GRANDPAR
(1,15),(15,25),0.0794283 # DEPENDENCYPART_GRANDPAR
(1,15),(15,26),0.210805 # DEPENDENCYPART_GRANDPAR
(1,15),(15,27),0.254549 # DEPENDENCYPART_GRANDPAR
(1,15),(15,28),0.0126912 # DEPENDENCYPART_GRANDPAR
(1,15),(15,29),-0.872746 # DEPENDENCYPART_GRANDPAR
(1,17),(17,1),-0.465879 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,17),(17,2),0.339874 # DEPENDENCYPART_GRANDPAR
(1,17),(17,4),0.109786 # DEPENDENCYPART_GRANDPAR
(1,17),(17,5),0.113245 # DEPENDENCYPART_GRANDPAR
(1,17),(17,6),0.0914113 # DEPENDENCYPART_GRANDPAR
(1,17),(17,8),0.119883 # DEPENDENCYPART_GRANDPAR
(1,17),(17,9),-0.154958 # DEPENDENCYPART_GRANDPAR
(1,17),(17,11),-0.0244716 # DEPENDENCYPART_GRANDPAR
(1,17),(17,12),0.157248 # DEPENDENCYPART_GRANDPAR
(1,17),(17,13),0.0550571 # DEPENDENCYPART_GRANDPAR
(1,17),(17,14),0.0705761 # DEPENDENCYPART_GRANDPAR
(1,17),(17,15),0.0923113 # DEPENDENCYPART_GRANDPAR
(1,17),(17,16),-0.203872 # DEPENDENCYPART_GRANDPAR
(1,17),(17,19),0.157517 # DEPENDENCYPART_GRANDPAR
(1,17),(17,20),-0.0273752 # DEPENDENCYPART_GRANDPAR
(1,17),(17,22),-0.0664326 # DEPENDENCYPART_GRANDPAR
(1,17),(17,23),-0.0555264 # DEPENDENCYPART_GRANDPAR
(1,17),(17,24),-0.211571 # DEPENDENCYPART_GRANDPAR
(1,17),(17,25),0.260652 # DEPENDENCYPART_GRANDPAR
(1,17),(17,26),0.280606 # DEPENDENCYPART_GRANDPAR
(1,17),(17,28),0.200193 # DEPENDENCYPART_GRANDPAR
(1,17),(17,29),-0.748639 # DEPENDENCYPART_GRANDPAR
(1,22),(22,18),-0.652993 # DEPENDENCYPART_GRANDPAR
(1,22),(22,19),0.0378906 # DEPENDENCYPART_GRANDPAR
(1,22),(22,20),-0.155141 # DEPENDENCYPART_GRANDPAR
(1,22),(22,21),-0.0529438 # DEPENDENCYPART_GRANDPAR
(1,24),(24,1),-0.534374 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,24),(24,2),0.204507 # DEPENDENCYPART_GRANDPAR
(1,24),(24,4),-0.0103074 # DEPENDENCYPART_GRANDPAR
(1,24),(24,5),0.0465528 # DEPENDENCYPART_GRANDPAR
(1,24),(24,6),-0.137099 # DEPENDENCYPART_GRANDPAR
(1,24),(24,8),-0.00199716 # DEPENDENCYPART_GRANDPAR
(1,24),(24,9),-0.350711 # DEPENDENCYPART_GRANDPAR
(1,24),(24,11),-0.144565 # DEPENDENCYPART_GRANDPAR
(1,24),(24,12),0.0371554 # DEPENDENCYPART_GRANDPAR
(1,24),(24,13),-0.173453 # DEPENDENCYPART_GRANDPAR
(1,24),(24,14),-0.0495169 # DEPENDENCYPART_GRANDPAR
(1,24),(24,15),-0.0569678 # DEPENDENCYPART_GRANDPAR
(1,24),(24,16),-0.27299 # DEPENDENCYPART_GRANDPAR
(1,24),(24,17),-0.139044 # DEPENDENCYPART_GRANDPAR
(1,24),(24,18),-0.782881 # DEPENDENCYPART_GRANDPAR
(1,24),(24,19),-0.0657015 # DEPENDENCYPART_GRANDPAR
(1,24),(24,20),-0.219507 # DEPENDENCYPART_GRANDPAR
(1,24),(24,21),-0.17296 # DEPENDENCYPART_GRANDPAR
(1,24),(24,22),-0.18662 # DEPENDENCYPART_GRANDPAR
(1,24),(24,23),-0.278745 # DEPENDENCYPART_GRANDPAR
(1,24),(24,25),0.0801044 # DEPENDENCYPART_GRANDPAR
(1,24),(24,26),0.210805 # DEPENDENCYPART_GRANDPAR
(1,24),(24,27),0.254887 # DEPENDENCYPART_GRANDPAR
(1,24),(24,28),0.0130292 # DEPENDENCYPART_GRANDPAR
(1,24),(24,29),-0.871498 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-0.842052 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,4),-0.316473 # DEPENDENCYPART_GRANDPAR
(2,1),(1,5),-0.277447 # DEPENDENCYPART_GRANDPAR
(2,1),(1,8),-0.340689 # DEPENDENCYPART_GRANDPAR
(2,1),(1,9),-0.470224 # DEPENDENCYPART_GRANDPAR
(2,1),(1,12),-0.298736 # DEPENDENCYPART_GRANDPAR
(2,1),(1,15),-0.35425 # DEPENDENCYPART_GRANDPAR
(2,1),(1,16),-0.478421 # DEPENDENCYPART_GRANDPAR
(2,1),(1,17),-0.598352 # DEPENDENCYPART_GRANDPAR
(2,1),(1,20),-0.502973 # DEPENDENCYPART_GRANDPAR
(2,1),(1,22),-0.705869 # DEPENDENCYPART_GRANDPAR
(2,1),(1,24),-0.443539 # DEPENDENCYPART_GRANDPAR
(2,1),(1,29),-0.99975 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.551618 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.461018 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),0.158633 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-0.548055 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-0.423733 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,4),0.10538 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),0.0464663 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),-0.129772 # DEPENDENCYPART_GRANDPAR
(2,5),(5,11),0.114314 # DEPENDENCYPART_GRANDPAR
(2,5),(5,12),0.0802061 # DEPENDENCYPART_GRANDPAR
(2,5),(5,14),0.0533091 # DEPENDENCYPART_GRANDPAR
(2,5),(5,15),0.0193872 # DEPENDENCYPART_GRANDPAR
(2,5),(5,17),-0.271674 # DEPENDENCYPART_GRANDPAR
(2,5),(5,24),-0.0699021 # DEPENDENCYPART_GRANDPAR
(2,5),(5,26),-0.326602 # DEPENDENCYPART_GRANDPAR
(2,5),(5,29),-0.697076 # DEPENDENCYPART_GRANDPAR
(2,8),(8,1),-0.551618 # DEPENDENCYPART_GRANDPAR
(2,8),(8,2),-0.459765 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,8),(8,3),0.202059 # DEPENDENCYPART_GRANDPAR
(2,8),(8,4),0.206627 # DEPENDENCYPART_GRANDPAR
(2,8),(8,5),0.113031 # DEPENDENCYPART_GRANDPAR
(2,8),(8,6),0.00647559 # DEPENDENCYPART_GRANDPAR
(2,8),(8,7),-0.0196429 # DEPENDENCYPART_GRANDPAR
(2,8),(8,9),-0.216153 # DEPENDENCYPART_GRANDPAR
(2,8),(8,11),0.0815357 # DEPENDENCYPART_GRANDPAR
(2,8),(8,12),0.0474274 # DEPENDENCYPART_GRANDPAR
(2,8),(8,14),0.0205304 # DEPENDENCYPART_GRANDPAR
(2,8),(8,28),-0.327785 # DEPENDENCYPART_GRANDPAR
(2,8),(8,29),-0.727558 # DEPENDENCYPART_GRANDPAR
(2,11),(11,3),0.158633 # DEPENDENCYPART_GRANDPAR
(2,11),(11,6),0.0178463 # DEPENDENCYPART_GRANDPAR
(2,11),(11,7),-0.0630692 # DEPENDENCYPART_GRANDPAR
(2,11),(11,10),-0.158213 # DEPENDENCYPART_GRANDPAR
(2,12),(12,1),-0.551618 # DEPENDENCYPART_GRANDPAR
(2,12),(12,2),-0.461018 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,12),(12,3),0.158633 # DEPENDENCYPART_GRANDPAR
(2,12),(12,4),0.205727 # DEPENDENCYPART_GRANDPAR
(2,12),(12,5),0.111778 # DEPENDENCYPART_GRANDPAR
(2,12),(12,6),0.0178463 # DEPENDENCYPART_GRANDPAR
(2,12),(12,7),-0.0630692 # DEPENDENCYPART_GRANDPAR
(2,12),(12,8),0.177033 # DEPENDENCYPART_GRANDPAR
(2,12),(12,9),-0.122723 # DEPENDENCYPART_GRANDPAR
(2,12),(12,10),-0.158213 # DEPENDENCYPART_GRANDPAR
(2,12),(12,11),0.257572 # DEPENDENCYPART_GRANDPAR
(2,12),(12,14),0.0228075 # DEPENDENCYPART_GRANDPAR
(2,12),(12,28),-0.325176 # DEPENDENCYPART_GRANDPAR
(2,14),(14,2),-0.461018 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,14),(14,4),0.205727 # DEPENDENCYPART_GRANDPAR
(2,14),(14,5),0.111778 # DEPENDENCYPART_GRANDPAR
(2,14),(14,6),0.0178463 # DEPENDENCYPART_GRANDPAR
(2,14),(14,7),-0.0630692 # DEPENDENCYPART_GRANDPAR
(2,14),(14,8),0.177033 # DEPENDENCYPART_GRANDPAR
(2,14),(14,10),-0.158213 # DEPENDENCYPART_GRANDPAR
(2,14),(14,11),0.257572 # DEPENDENCYPART_GRANDPAR
(2,14),(14,12),0.223464 # DEPENDENCYPART_GRANDPAR
(2,14),(14,13),-0.055891 # DEPENDENCYPART_GRANDPAR
(2,14),(14,28),-0.325176 # DEPENDENCYPART_GRANDPAR
(2,15),(15,1),-0.623357 # DEPENDENCYPART_GRANDPAR
(2,15),(15,2),-0.459695 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,15),(15,3),0.0739672 # DEPENDENCYPART_GRANDPAR
(2,15),(15,4),0.0572204 # DEPENDENCYPART_GRANDPAR
(2,15),(15,5),0.130589 # DEPENDENCYPART_GRANDPAR
(2,15),(15,6),-0.045357 # DEPENDENCYPART_GRANDPAR
(2,15),(15,7),-0.147735 # DEPENDENCYPART_GRANDPAR
(2,15),(15,8),0.0422175 # DEPENDENCYPART_GRANDPAR
(2,15),(15,9),-0.299526 # DEPENDENCYPART_GRANDPAR
(2,15),(15,10),-0.242879 # DEPENDENCYPART_GRANDPAR
(2,15),(15,11),0.109065 # DEPENDENCYPART_GRANDPAR
(2,15),(15,12),0.0749568 # DEPENDENCYPART_GRANDPAR
(2,15),(15,13),-0.119094 # DEPENDENCYPART_GRANDPAR
(2,15),(15,14),0.0480598 # DEPENDENCYPART_GRANDPAR
(2,15),(15,16),-0.186513 # DEPENDENCYPART_GRANDPAR
(2,15),(15,17),-0.254468 # DEPENDENCYPART_GRANDPAR
(2,15),(15,18),-0.329356 # DEPENDENCYPART_GRANDPAR
(2,15),(15,19),-0.0103264 # DEPENDENCYPART_GRANDPAR
(2,15),(15,20),-0.211065 # DEPENDENCYPART_GRANDPAR
(2,15),(15,21),-0.0852569 # DEPENDENCYPART_GRANDPAR
(2,15),(15,22),-0.394391 # DEPENDENCYPART_GRANDPAR
(2,15),(15,23),0.0364265 # DEPENDENCYPART_GRANDPAR
(2,15),(15,24),-0.0459039 # DEPENDENCYPART_GRANDPAR
(2,15),(15,25),-0.247077 # DEPENDENCYPART_GRANDPAR
(2,15),(15,26),-0.355114 # DEPENDENCYPART_GRANDPAR
(2,15),(15,27),-0.363942 # DEPENDENCYPART_GRANDPAR
(2,15),(15,28),-0.285782 # DEPENDENCYPART_GRANDPAR
(2,15),(15,29),-0.655625 # DEPENDENCYPART_GRANDPAR
(2,19),(19,6),0.0178463 # DEPENDENCYPART_GRANDPAR
(2,19),(19,13),-0.055891 # DEPENDENCYPART_GRANDPAR
(2,19),(19,16),-0.028911 # DEPENDENCYPART_GRANDPAR
(2,19),(19,17),-0.182258 # DEPENDENCYPART_GRANDPAR
(2,19),(19,18),-0.291763 # DEPENDENCYPART_GRANDPAR
(2,19),(19,20),-0.207046 # DEPENDENCYPART_GRANDPAR
(2,19),(19,22),-0.386818 # DEPENDENCYPART_GRANDPAR
(2,19),(19,23),-0.000495339 # DEPENDENCYPART_GRANDPAR
(2,19),(19,28),-0.325176 # DEPENDENCYPART_GRANDPAR
(2,24),(24,1),-0.623357 # DEPENDENCYPART_GRANDPAR
(2,24),(24,2),-0.459695 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,24),(24,4),0.0612165 # DEPENDENCYPART_GRANDPAR
(2,24),(24,5),0.130589 # DEPENDENCYPART_GRANDPAR
(2,24),(24,6),-0.0459365 # DEPENDENCYPART_GRANDPAR
(2,24),(24,8),0.0462136 # DEPENDENCYPART_GRANDPAR
(2,24),(24,9),-0.293955 # DEPENDENCYPART_GRANDPAR
(2,24),(24,11),0.113061 # DEPENDENCYPART_GRANDPAR
(2,24),(24,12),0.0789529 # DEPENDENCYPART_GRANDPAR
(2,24),(24,13),-0.119674 # DEPENDENCYPART_GRANDPAR
(2,24),(24,14),0.0520559 # DEPENDENCYPART_GRANDPAR
(2,24),(24,15),0.0382123 # DEPENDENCYPART_GRANDPAR
(2,24),(24,16),-0.238041 # DEPENDENCYPART_GRANDPAR
(2,24),(24,17),-0.239686 # DEPENDENCYPART_GRANDPAR
(2,24),(24,18),-0.343622 # DEPENDENCYPART_GRANDPAR
(2,24),(24,19),-0.0179998 # DEPENDENCYPART_GRANDPAR
(2,24),(24,20),-0.262594 # DEPENDENCYPART_GRANDPAR
(2,24),(24,21),-0.119183 # DEPENDENCYPART_GRANDPAR
(2,24),(24,22),-0.348031 # DEPENDENCYPART_GRANDPAR
(2,24),(24,23),0.028753 # DEPENDENCYPART_GRANDPAR
(2,24),(24,25),-0.246401 # DEPENDENCYPART_GRANDPAR
(2,24),(24,26),-0.355114 # DEPENDENCYPART_GRANDPAR
(2,24),(24,27),-0.363603 # DEPENDENCYPART_GRANDPAR
(2,24),(24,28),-0.285444 # DEPENDENCYPART_GRANDPAR
(2,24),(24,29),-0.654377 # DEPENDENCYPART_GRANDPAR
(2,26),(26,1),-0.553601 # DEPENDENCYPART_GRANDPAR
(2,26),(26,9),-0.0875014 # DEPENDENCYPART_GRANDPAR
(2,26),(26,13),-0.0552588 # DEPENDENCYPART_GRANDPAR
(2,26),(26,15),0.134565 # DEPENDENCYPART_GRANDPAR
(2,26),(26,16),-0.00594843 # DEPENDENCYPART_GRANDPAR
(2,26),(26,17),-0.209248 # DEPENDENCYPART_GRANDPAR
(2,26),(26,19),0.139464 # DEPENDENCYPART_GRANDPAR
(2,26),(26,20),-0.0305009 # DEPENDENCYPART_GRANDPAR
(2,26),(26,21),-0.0547676 # DEPENDENCYPART_GRANDPAR
(2,26),(26,22),-0.355868 # DEPENDENCYPART_GRANDPAR
(2,26),(26,23),0.186217 # DEPENDENCYPART_GRANDPAR
(2,26),(26,24),0.0452754 # DEPENDENCYPART_GRANDPAR
(2,26),(26,27),-0.38088 # DEPENDENCYPART_GRANDPAR
(2,26),(26,28),-0.299006 # DEPENDENCYPART_GRANDPAR
(2,26),(26,29),-0.638355 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.701369 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-1.07761 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,5),-0.501736 # DEPENDENCYPART_GRANDPAR
(4,1),(1,8),-0.576163 # DEPENDENCYPART_GRANDPAR
(4,1),(1,9),-0.600203 # DEPENDENCYPART_GRANDPAR
(4,1),(1,12),-0.566179 # DEPENDENCYPART_GRANDPAR
(4,1),(1,15),-0.407793 # DEPENDENCYPART_GRANDPAR
(4,1),(1,16),-0.420075 # DEPENDENCYPART_GRANDPAR
(4,1),(1,17),-0.557274 # DEPENDENCYPART_GRANDPAR
(4,1),(1,20),-0.538638 # DEPENDENCYPART_GRANDPAR
(4,1),(1,22),-1.02307 # DEPENDENCYPART_GRANDPAR
(4,1),(1,24),-0.395811 # DEPENDENCYPART_GRANDPAR
(4,1),(1,29),-1.1159 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.594945 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.01868 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.457804 # DEPENDENCYPART_GRANDPAR
(4,2),(2,8),-0.517231 # DEPENDENCYPART_GRANDPAR
(4,2),(2,9),-0.590212 # DEPENDENCYPART_GRANDPAR
(4,2),(2,11),-0.443091 # DEPENDENCYPART_GRANDPAR
(4,2),(2,12),-0.507246 # DEPENDENCYPART_GRANDPAR
(4,2),(2,14),-0.35478 # DEPENDENCYPART_GRANDPAR
(4,2),(2,15),-0.347744 # DEPENDENCYPART_GRANDPAR
(4,2),(2,16),-0.407992 # DEPENDENCYPART_GRANDPAR
(4,2),(2,19),-0.672858 # DEPENDENCYPART_GRANDPAR
(4,2),(2,20),-0.526556 # DEPENDENCYPART_GRANDPAR
(4,2),(2,24),-0.335761 # DEPENDENCYPART_GRANDPAR
(4,2),(2,26),-0.398962 # DEPENDENCYPART_GRANDPAR
(4,2),(2,29),-1.10509 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.0386219 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),-0.15412 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-0.920569 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,8),-0.491512 # DEPENDENCYPART_GRANDPAR
(5,1),(1,9),-0.531308 # DEPENDENCYPART_GRANDPAR
(5,1),(1,12),-0.567994 # DEPENDENCYPART_GRANDPAR
(5,1),(1,15),-0.425533 # DEPENDENCYPART_GRANDPAR
(5,1),(1,16),-0.461793 # DEPENDENCYPART_GRANDPAR
(5,1),(1,17),-0.784828 # DEPENDENCYPART_GRANDPAR
(5,1),(1,20),-0.40647 # DEPENDENCYPART_GRANDPAR
(5,1),(1,22),-0.622614 # DEPENDENCYPART_GRANDPAR
