# _root_ Európában elsősorban az olaszok és a franciák híresek kávézóikról , ahol a fekete ital számos változatát készítik , fogyasztásuk pedig mindennapos szertartássá vált .
#goldHeads=9,9,4,5,9,7,5,9,0,9,17,14,14,16,16,17,9,17,23,23,22,23,17,9,
#predictedHeads=17,23,4,5,17,7,8,9,5,23,17,14,14,16,16,17,0,17,23,23,22,23,17,17,
(2,14),(14,9),0.151273 # DEPENDENCYPART_GRANDPAR
(2,14),(14,10),0.131722 # DEPENDENCYPART_GRANDPAR
(2,14),(14,11),0.117562 # DEPENDENCYPART_GRANDPAR
(2,14),(14,12),-0.187678 # DEPENDENCYPART_GRANDPAR
(2,14),(14,13),-0.0918213 # DEPENDENCYPART_GRANDPAR
(2,14),(14,15),-0.139675 # DEPENDENCYPART_GRANDPAR
(2,14),(14,16),-0.183829 # DEPENDENCYPART_GRANDPAR
(2,14),(14,19),-0.280759 # DEPENDENCYPART_GRANDPAR
(2,14),(14,20),-0.226264 # DEPENDENCYPART_GRANDPAR
(2,14),(14,23),-0.203746 # DEPENDENCYPART_GRANDPAR
(2,14),(14,24),-0.71577 # DEPENDENCYPART_GRANDPAR
(2,16),(16,1),-0.611131 # DEPENDENCYPART_GRANDPAR
(2,16),(16,2),-0.43979 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,16),(16,3),0.100921 # DEPENDENCYPART_GRANDPAR
(2,16),(16,5),0.18342 # DEPENDENCYPART_GRANDPAR
(2,16),(16,6),-0.146715 # DEPENDENCYPART_GRANDPAR
(2,16),(16,7),0.187786 # DEPENDENCYPART_GRANDPAR
(2,16),(16,8),0.00871964 # DEPENDENCYPART_GRANDPAR
(2,16),(16,9),0.151273 # DEPENDENCYPART_GRANDPAR
(2,16),(16,10),0.131722 # DEPENDENCYPART_GRANDPAR
(2,16),(16,11),0.117562 # DEPENDENCYPART_GRANDPAR
(2,16),(16,12),-0.187678 # DEPENDENCYPART_GRANDPAR
(2,16),(16,13),-0.0918213 # DEPENDENCYPART_GRANDPAR
(2,16),(16,14),0.13261 # DEPENDENCYPART_GRANDPAR
(2,16),(16,15),-0.0438025 # DEPENDENCYPART_GRANDPAR
(2,16),(16,19),-0.280759 # DEPENDENCYPART_GRANDPAR
(2,16),(16,23),-0.203746 # DEPENDENCYPART_GRANDPAR
(2,17),(17,1),-0.597513 # DEPENDENCYPART_GRANDPAR
(2,17),(17,2),-0.4227 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,17),(17,3),0.0568837 # DEPENDENCYPART_GRANDPAR
(2,17),(17,4),0.135566 # DEPENDENCYPART_GRANDPAR
(2,17),(17,5),0.0569731 # DEPENDENCYPART_GRANDPAR
(2,17),(17,6),-0.221485 # DEPENDENCYPART_GRANDPAR
(2,17),(17,7),0.0455489 # DEPENDENCYPART_GRANDPAR
(2,17),(17,8),-0.0464295 # DEPENDENCYPART_GRANDPAR
(2,17),(17,9),0.00903012 # DEPENDENCYPART_GRANDPAR
(2,17),(17,10),-0.099998 # DEPENDENCYPART_GRANDPAR
(2,17),(17,11),0.133154 # DEPENDENCYPART_GRANDPAR
(2,17),(17,12),-0.262448 # DEPENDENCYPART_GRANDPAR
(2,17),(17,13),-0.149084 # DEPENDENCYPART_GRANDPAR
(2,17),(17,14),-0.00823523 # DEPENDENCYPART_GRANDPAR
(2,17),(17,15),-0.112575 # DEPENDENCYPART_GRANDPAR
(2,17),(17,16),-0.101522 # DEPENDENCYPART_GRANDPAR
(2,17),(17,18),-0.0503809 # DEPENDENCYPART_GRANDPAR
(2,17),(17,19),-0.201621 # DEPENDENCYPART_GRANDPAR
(2,17),(17,20),-0.104327 # DEPENDENCYPART_GRANDPAR
(2,17),(17,21),-0.164713 # DEPENDENCYPART_GRANDPAR
(2,17),(17,22),-0.204801 # DEPENDENCYPART_GRANDPAR
(2,17),(17,23),-0.152903 # DEPENDENCYPART_GRANDPAR
(2,17),(17,24),-0.615077 # DEPENDENCYPART_GRANDPAR
(2,19),(19,12),-0.187678 # DEPENDENCYPART_GRANDPAR
(2,19),(19,13),-0.0918213 # DEPENDENCYPART_GRANDPAR
(2,19),(19,14),0.13261 # DEPENDENCYPART_GRANDPAR
(2,19),(19,15),-0.0438025 # DEPENDENCYPART_GRANDPAR
(2,19),(19,16),0.0407203 # DEPENDENCYPART_GRANDPAR
(2,19),(19,17),0.0436807 # DEPENDENCYPART_GRANDPAR
(2,19),(19,18),0.119816 # DEPENDENCYPART_GRANDPAR
(2,19),(19,20),-0.225981 # DEPENDENCYPART_GRANDPAR
(2,19),(19,21),-0.19432 # DEPENDENCYPART_GRANDPAR
(2,19),(19,22),-0.283939 # DEPENDENCYPART_GRANDPAR
(2,20),(20,2),-0.497794 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,20),(20,10),0.000938307 # DEPENDENCYPART_GRANDPAR
(2,20),(20,15),-0.124367 # DEPENDENCYPART_GRANDPAR
(2,20),(20,16),-0.0944073 # DEPENDENCYPART_GRANDPAR
(2,20),(20,17),-0.0342986 # DEPENDENCYPART_GRANDPAR
(2,20),(20,18),-0.0109677 # DEPENDENCYPART_GRANDPAR
(2,20),(20,19),-0.191337 # DEPENDENCYPART_GRANDPAR
(2,20),(20,21),-0.201058 # DEPENDENCYPART_GRANDPAR
(2,20),(20,22),-0.229526 # DEPENDENCYPART_GRANDPAR
(2,20),(20,23),-0.254206 # DEPENDENCYPART_GRANDPAR
(2,20),(20,24),-0.660361 # DEPENDENCYPART_GRANDPAR
(2,23),(23,1),-0.602049 # DEPENDENCYPART_GRANDPAR
(2,23),(23,2),-0.429579 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,23),(23,3),0.0528051 # DEPENDENCYPART_GRANDPAR
(2,23),(23,4),0.127553 # DEPENDENCYPART_GRANDPAR
(2,23),(23,5),0.0477345 # DEPENDENCYPART_GRANDPAR
(2,23),(23,7),0.0375351 # DEPENDENCYPART_GRANDPAR
(2,23),(23,8),-0.0560186 # DEPENDENCYPART_GRANDPAR
(2,23),(23,9),0.00101629 # DEPENDENCYPART_GRANDPAR
(2,23),(23,10),-0.0977477 # DEPENDENCYPART_GRANDPAR
(2,23),(23,11),0.12422 # DEPENDENCYPART_GRANDPAR
(2,23),(23,12),-0.268211 # DEPENDENCYPART_GRANDPAR
(2,23),(23,13),-0.158673 # DEPENDENCYPART_GRANDPAR
(2,23),(23,14),-0.0162491 # DEPENDENCYPART_GRANDPAR
(2,23),(23,15),-0.123434 # DEPENDENCYPART_GRANDPAR
(2,23),(23,16),-0.109536 # DEPENDENCYPART_GRANDPAR
(2,23),(23,17),-0.0349037 # DEPENDENCYPART_GRANDPAR
(2,23),(23,18),-0.109654 # DEPENDENCYPART_GRANDPAR
(2,23),(23,19),-0.206466 # DEPENDENCYPART_GRANDPAR
(2,23),(23,20),-0.0218472 # DEPENDENCYPART_GRANDPAR
(2,23),(23,21),-0.158941 # DEPENDENCYPART_GRANDPAR
(2,23),(23,22),-0.209646 # DEPENDENCYPART_GRANDPAR
(2,23),(23,24),-0.60888 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-1.32742 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,9),-0.994292 # DEPENDENCYPART_GRANDPAR
(4,1),(1,10),-0.718405 # DEPENDENCYPART_GRANDPAR
(4,1),(1,17),-0.664176 # DEPENDENCYPART_GRANDPAR
(4,1),(1,23),-0.646004 # DEPENDENCYPART_GRANDPAR
(4,1),(1,24),-1.22644 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.28359 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.19903 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.599137 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-0.754845 # DEPENDENCYPART_GRANDPAR
(4,2),(2,9),-0.8661 # DEPENDENCYPART_GRANDPAR
(4,2),(2,10),-0.675049 # DEPENDENCYPART_GRANDPAR
(4,2),(2,11),-0.623042 # DEPENDENCYPART_GRANDPAR
(4,2),(2,14),-0.791236 # DEPENDENCYPART_GRANDPAR
(4,2),(2,16),-1.04196 # DEPENDENCYPART_GRANDPAR
(4,2),(2,17),-0.632561 # DEPENDENCYPART_GRANDPAR
(4,2),(2,18),-0.612104 # DEPENDENCYPART_GRANDPAR
(4,2),(2,19),-1.07983 # DEPENDENCYPART_GRANDPAR
(4,2),(2,20),-0.735044 # DEPENDENCYPART_GRANDPAR
(4,2),(2,23),-0.614221 # DEPENDENCYPART_GRANDPAR
(4,2),(2,24),-1.18621 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),0.0545482 # DEPENDENCYPART_GRANDPAR
(5,1),(1,9),-0.676961 # DEPENDENCYPART_GRANDPAR
(5,1),(1,10),-0.540986 # DEPENDENCYPART_GRANDPAR
(5,1),(1,17),-0.657146 # DEPENDENCYPART_GRANDPAR
(5,1),(1,23),-0.823348 # DEPENDENCYPART_GRANDPAR
(5,1),(1,24),-0.784186 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.0193565 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),0.0312937 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-0.956843 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,7),-0.733975 # DEPENDENCYPART_GRANDPAR
(5,2),(2,9),-0.570345 # DEPENDENCYPART_GRANDPAR
(5,2),(2,10),-0.51749 # DEPENDENCYPART_GRANDPAR
(5,2),(2,11),-0.536404 # DEPENDENCYPART_GRANDPAR
(5,2),(2,14),-0.765773 # DEPENDENCYPART_GRANDPAR
(5,2),(2,16),-0.74006 # DEPENDENCYPART_GRANDPAR
(5,2),(2,17),-0.646265 # DEPENDENCYPART_GRANDPAR
(5,2),(2,18),-0.590523 # DEPENDENCYPART_GRANDPAR
(5,2),(2,19),-0.859829 # DEPENDENCYPART_GRANDPAR
(5,2),(2,20),-0.791986 # DEPENDENCYPART_GRANDPAR
(5,2),(2,23),-0.812385 # DEPENDENCYPART_GRANDPAR
(5,2),(2,24),-0.766476 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.124586 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.00492466 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),0.0224331 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-0.411957 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.742154 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.497978 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),0.52693 # DEPENDENCYPART_GRANDPAR
(5,8),(8,1),-0.78813 # DEPENDENCYPART_GRANDPAR
(5,8),(8,2),-0.45716 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-0.353753 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-0.673305 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-0.507142 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),0.549366 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),-0.0950788 # DEPENDENCYPART_GRANDPAR
(5,9),(9,1),-0.856569 # DEPENDENCYPART_GRANDPAR
(5,9),(9,2),-0.467925 # DEPENDENCYPART_GRANDPAR
(5,9),(9,3),-0.411957 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),-0.742154 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-0.497978 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,6),0.52693 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),-0.0429057 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),0.189739 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.0976754 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),-0.137137 # DEPENDENCYPART_GRANDPAR
(5,9),(9,15),-0.199314 # DEPENDENCYPART_GRANDPAR
(5,9),(9,24),-0.448297 # DEPENDENCYPART_GRANDPAR
(5,11),(11,4),-0.634693 # DEPENDENCYPART_GRANDPAR
(5,11),(11,7),-0.0637081 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),0.0999232 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),-0.0366112 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),-0.0417886 # DEPENDENCYPART_GRANDPAR
(5,11),(11,16),-0.0160762 # DEPENDENCYPART_GRANDPAR
(5,11),(11,17),-0.0279446 # DEPENDENCYPART_GRANDPAR
(5,11),(11,18),-0.07006 # DEPENDENCYPART_GRANDPAR
(5,11),(11,19),-0.135845 # DEPENDENCYPART_GRANDPAR
(5,11),(11,22),-0.296671 # DEPENDENCYPART_GRANDPAR
(5,11),(11,23),-0.190354 # DEPENDENCYPART_GRANDPAR
(5,11),(11,24),-0.390285 # DEPENDENCYPART_GRANDPAR
(5,13),(13,9),0.0763965 # DEPENDENCYPART_GRANDPAR
(5,13),(13,11),-0.0500847 # DEPENDENCYPART_GRANDPAR
(5,13),(13,12),-0.068718 # DEPENDENCYPART_GRANDPAR
(5,14),(14,1),-0.856569 # DEPENDENCYPART_GRANDPAR
(5,14),(14,2),-0.467925 # DEPENDENCYPART_GRANDPAR
(5,14),(14,3),-0.411957 # DEPENDENCYPART_GRANDPAR
(5,14),(14,4),-0.742154 # DEPENDENCYPART_GRANDPAR
(5,14),(14,5),-0.498548 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,14),(14,6),0.52636 # DEPENDENCYPART_GRANDPAR
(5,14),(14,7),-0.0434756 # DEPENDENCYPART_GRANDPAR
(5,14),(14,8),0.189169 # DEPENDENCYPART_GRANDPAR
(5,14),(14,9),0.120157 # DEPENDENCYPART_GRANDPAR
(5,14),(14,10),-0.0659911 # DEPENDENCYPART_GRANDPAR
(5,14),(14,11),-0.17689 # DEPENDENCYPART_GRANDPAR
(5,14),(14,12),-0.103798 # DEPENDENCYPART_GRANDPAR
(5,14),(14,13),-0.133317 # DEPENDENCYPART_GRANDPAR
(5,14),(14,15),-0.198762 # DEPENDENCYPART_GRANDPAR
(5,14),(14,16),-0.111425 # DEPENDENCYPART_GRANDPAR
(5,14),(14,19),-0.231194 # DEPENDENCYPART_GRANDPAR
(5,14),(14,20),-0.423374 # DEPENDENCYPART_GRANDPAR
(5,14),(14,23),-0.216221 # DEPENDENCYPART_GRANDPAR
(5,14),(14,24),-0.448298 # DEPENDENCYPART_GRANDPAR
(5,15),(15,9),0.122772 # DEPENDENCYPART_GRANDPAR
(5,15),(15,11),-0.0704911 # DEPENDENCYPART_GRANDPAR
(5,15),(15,12),-0.0267611 # DEPENDENCYPART_GRANDPAR
(5,15),(15,13),-0.112075 # DEPENDENCYPART_GRANDPAR
(5,15),(15,14),-0.0708698 # DEPENDENCYPART_GRANDPAR
(5,15),(15,18),-0.148345 # DEPENDENCYPART_GRANDPAR
(5,15),(15,19),-0.193789 # DEPENDENCYPART_GRANDPAR
(5,15),(15,20),-0.356634 # DEPENDENCYPART_GRANDPAR
(5,15),(15,23),-0.226572 # DEPENDENCYPART_GRANDPAR
(5,15),(15,24),-0.41454 # DEPENDENCYPART_GRANDPAR
(5,16),(16,1),-0.856569 # DEPENDENCYPART_GRANDPAR
(5,16),(16,2),-0.467925 # DEPENDENCYPART_GRANDPAR
(5,16),(16,3),-0.411957 # DEPENDENCYPART_GRANDPAR
(5,16),(16,5),-0.497978 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,16),(16,6),0.52693 # DEPENDENCYPART_GRANDPAR
(5,16),(16,7),-0.0429057 # DEPENDENCYPART_GRANDPAR
(5,16),(16,8),0.189739 # DEPENDENCYPART_GRANDPAR
(5,16),(16,9),0.120727 # DEPENDENCYPART_GRANDPAR
(5,16),(16,10),-0.0654211 # DEPENDENCYPART_GRANDPAR
(5,16),(16,11),-0.17632 # DEPENDENCYPART_GRANDPAR
(5,16),(16,12),-0.103228 # DEPENDENCYPART_GRANDPAR
(5,16),(16,13),-0.132748 # DEPENDENCYPART_GRANDPAR
(5,16),(16,14),-0.072915 # DEPENDENCYPART_GRANDPAR
(5,16),(16,15),-0.141456 # DEPENDENCYPART_GRANDPAR
(5,16),(16,19),-0.231193 # DEPENDENCYPART_GRANDPAR
(5,16),(16,23),-0.21622 # DEPENDENCYPART_GRANDPAR
(5,17),(17,1),-1.21831 # DEPENDENCYPART_GRANDPAR
(5,17),(17,2),-0.784084 # DEPENDENCYPART_GRANDPAR
(5,17),(17,3),-0.666928 # DEPENDENCYPART_GRANDPAR
(5,17),(17,4),-1.10371 # DEPENDENCYPART_GRANDPAR
(5,17),(17,5),-0.512104 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,17),(17,6),0.4639 # DEPENDENCYPART_GRANDPAR
(5,17),(17,7),-0.12146 # DEPENDENCYPART_GRANDPAR
(5,17),(17,8),0.145355 # DEPENDENCYPART_GRANDPAR
(5,17),(17,9),0.0421703 # DEPENDENCYPART_GRANDPAR
(5,17),(17,10),-0.11388 # DEPENDENCYPART_GRANDPAR
(5,17),(17,11),-0.178143 # DEPENDENCYPART_GRANDPAR
(5,17),(17,12),-0.166259 # DEPENDENCYPART_GRANDPAR
(5,17),(17,13),-0.179271 # DEPENDENCYPART_GRANDPAR
(5,17),(17,14),-0.148265 # DEPENDENCYPART_GRANDPAR
(5,17),(17,15),-0.16624 # DEPENDENCYPART_GRANDPAR
(5,17),(17,16),-0.127545 # DEPENDENCYPART_GRANDPAR
(5,17),(17,18),-0.152812 # DEPENDENCYPART_GRANDPAR
(5,17),(17,19),-0.18676 # DEPENDENCYPART_GRANDPAR
(5,17),(17,20),-0.339928 # DEPENDENCYPART_GRANDPAR
(5,17),(17,21),-0.453628 # DEPENDENCYPART_GRANDPAR
(5,17),(17,22),-0.347586 # DEPENDENCYPART_GRANDPAR
(5,17),(17,23),-0.151556 # DEPENDENCYPART_GRANDPAR
(5,17),(17,24),-0.364542 # DEPENDENCYPART_GRANDPAR
(5,20),(20,2),-0.498127 # DEPENDENCYPART_GRANDPAR
(5,20),(20,10),-0.0682593 # DEPENDENCYPART_GRANDPAR
(5,20),(20,15),-0.161363 # DEPENDENCYPART_GRANDPAR
(5,20),(20,16),-0.109003 # DEPENDENCYPART_GRANDPAR
(5,20),(20,17),-0.0581917 # DEPENDENCYPART_GRANDPAR
(5,20),(20,18),-0.141292 # DEPENDENCYPART_GRANDPAR
(5,20),(20,19),-0.228772 # DEPENDENCYPART_GRANDPAR
(5,20),(20,21),-0.53893 # DEPENDENCYPART_GRANDPAR
(5,20),(20,22),-0.375183 # DEPENDENCYPART_GRANDPAR
(5,20),(20,23),-0.288261 # DEPENDENCYPART_GRANDPAR
(5,20),(20,24),-0.413419 # DEPENDENCYPART_GRANDPAR
(5,23),(23,1),-1.22615 # DEPENDENCYPART_GRANDPAR
(5,23),(23,2),-0.790995 # DEPENDENCYPART_GRANDPAR
(5,23),(23,3),-0.670286 # DEPENDENCYPART_GRANDPAR
(5,23),(23,4),-1.11155 # DEPENDENCYPART_GRANDPAR
(5,23),(23,5),-0.544877 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,23),(23,7),-0.147571 # DEPENDENCYPART_GRANDPAR
(5,23),(23,8),0.123154 # DEPENDENCYPART_GRANDPAR
(5,23),(23,9),0.0160594 # DEPENDENCYPART_GRANDPAR
(5,23),(23,10),-0.134267 # DEPENDENCYPART_GRANDPAR
(5,23),(23,11),-0.215176 # DEPENDENCYPART_GRANDPAR
(5,23),(23,12),-0.190188 # DEPENDENCYPART_GRANDPAR
(5,23),(23,13),-0.201472 # DEPENDENCYPART_GRANDPAR
(5,23),(23,14),-0.174376 # DEPENDENCYPART_GRANDPAR
(5,23),(23,15),-0.201091 # DEPENDENCYPART_GRANDPAR
(5,23),(23,16),-0.153656 # DEPENDENCYPART_GRANDPAR
(5,23),(23,17),-0.118477 # DEPENDENCYPART_GRANDPAR
(5,23),(23,18),-0.2073 # DEPENDENCYPART_GRANDPAR
(5,23),(23,19),-0.273425 # DEPENDENCYPART_GRANDPAR
(5,23),(23,20),-0.330783 # DEPENDENCYPART_GRANDPAR
(5,23),(23,21),-0.552303 # DEPENDENCYPART_GRANDPAR
(5,23),(23,22),-0.434251 # DEPENDENCYPART_GRANDPAR
(5,23),(23,24),-0.351563 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.713609 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.627081 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.448289 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.741607 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.747316 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.687126 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.61876 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-0.473775 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.06124 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.144869 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),-0.712701 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),-0.509378 # DEPENDENCYPART_GRANDPAR
(7,5),(5,11),-0.419146 # DEPENDENCYPART_GRANDPAR
(7,5),(5,13),-0.607707 # DEPENDENCYPART_GRANDPAR
(7,5),(5,14),-0.62339 # DEPENDENCYPART_GRANDPAR
(7,5),(5,15),-0.592308 # DEPENDENCYPART_GRANDPAR
(7,5),(5,16),-0.807359 # DEPENDENCYPART_GRANDPAR
(7,5),(5,17),-0.560227 # DEPENDENCYPART_GRANDPAR
(7,5),(5,18),-0.415907 # DEPENDENCYPART_GRANDPAR
(7,5),(5,20),-0.53807 # DEPENDENCYPART_GRANDPAR
(7,5),(5,23),-0.588181 # DEPENDENCYPART_GRANDPAR
(7,5),(5,24),-0.962633 # DEPENDENCYPART_GRANDPAR
(8,1),(1,4),-0.277563 # DEPENDENCYPART_GRANDPAR
(8,1),(1,9),-0.239916 # DEPENDENCYPART_GRANDPAR
(8,1),(1,10),-0.569989 # DEPENDENCYPART_GRANDPAR
(8,1),(1,17),-0.584051 # DEPENDENCYPART_GRANDPAR
(8,1),(1,23),-0.705878 # DEPENDENCYPART_GRANDPAR
(8,1),(1,24),-0.948527 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.5257 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),-0.363161 # DEPENDENCYPART_GRANDPAR
(8,2),(2,5),-0.152684 # DEPENDENCYPART_GRANDPAR
(8,2),(2,7),-0.225097 # DEPENDENCYPART_GRANDPAR
(8,2),(2,9),-0.153429 # DEPENDENCYPART_GRANDPAR
(8,2),(2,10),-0.562417 # DEPENDENCYPART_GRANDPAR
(8,2),(2,11),-0.429458 # DEPENDENCYPART_GRANDPAR
(8,2),(2,14),-0.710832 # DEPENDENCYPART_GRANDPAR
(8,2),(2,16),-0.566982 # DEPENDENCYPART_GRANDPAR
(8,2),(2,17),-0.586423 # DEPENDENCYPART_GRANDPAR
(8,2),(2,18),-0.489147 # DEPENDENCYPART_GRANDPAR
(8,2),(2,19),-0.687444 # DEPENDENCYPART_GRANDPAR
(8,2),(2,20),-0.38983 # DEPENDENCYPART_GRANDPAR
(8,2),(2,23),-0.708155 # DEPENDENCYPART_GRANDPAR
(8,2),(2,24),-0.94409 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),-0.38474 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.206299 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.191554 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),-0.524751 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.360051 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.373073 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.364248 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.155517 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),-0.0603674 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-0.821607 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,9),-0.197111 # DEPENDENCYPART_GRANDPAR
(8,5),(5,10),-0.56119 # DEPENDENCYPART_GRANDPAR
(8,5),(5,11),-0.458981 # DEPENDENCYPART_GRANDPAR
(8,5),(5,13),-0.460953 # DEPENDENCYPART_GRANDPAR
(8,5),(5,14),-0.754515 # DEPENDENCYPART_GRANDPAR
(8,5),(5,15),-0.764901 # DEPENDENCYPART_GRANDPAR
(8,5),(5,16),-0.610664 # DEPENDENCYPART_GRANDPAR
(8,5),(5,17),-0.630719 # DEPENDENCYPART_GRANDPAR
(8,5),(5,18),-0.487919 # DEPENDENCYPART_GRANDPAR
(8,5),(5,20),-0.390623 # DEPENDENCYPART_GRANDPAR
(8,5),(5,23),-0.752711 # DEPENDENCYPART_GRANDPAR
(8,5),(5,24),-0.938898 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.191096 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.221331 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),0.00898223 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.130282 # DEPENDENCYPART_GRANDPAR
(9,1),(1,4),0.368517 # DEPENDENCYPART_GRANDPAR
(9,1),(1,9),-0.922886 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,1),(1,10),-0.528938 # DEPENDENCYPART_GRANDPAR
(9,1),(1,17),-0.400758 # DEPENDENCYPART_GRANDPAR
(9,1),(1,23),-0.469755 # DEPENDENCYPART_GRANDPAR
(9,1),(1,24),-0.845543 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),-0.190822 # DEPENDENCYPART_GRANDPAR
(9,2),(2,4),0.267785 # DEPENDENCYPART_GRANDPAR
(9,2),(2,5),-0.0192795 # DEPENDENCYPART_GRANDPAR
(9,2),(2,7),0.637661 # DEPENDENCYPART_GRANDPAR
(9,2),(2,9),-0.794695 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,2),(2,10),-0.485581 # DEPENDENCYPART_GRANDPAR
(9,2),(2,11),-0.342061 # DEPENDENCYPART_GRANDPAR
(9,2),(2,14),-0.343291 # DEPENDENCYPART_GRANDPAR
(9,2),(2,16),-0.483471 # DEPENDENCYPART_GRANDPAR
(9,2),(2,17),-0.369144 # DEPENDENCYPART_GRANDPAR
(9,2),(2,18),-0.296702 # DEPENDENCYPART_GRANDPAR
(9,2),(2,19),-0.497366 # DEPENDENCYPART_GRANDPAR
(9,2),(2,20),-0.477509 # DEPENDENCYPART_GRANDPAR
(9,2),(2,23),-0.437973 # DEPENDENCYPART_GRANDPAR
(9,2),(2,24),-0.805316 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),-0.159632 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.312453 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),0.327354 # DEPENDENCYPART_GRANDPAR
(9,5),(5,1),-0.187629 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),-0.432688 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),0.0885178 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),0.227443 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),0.261006 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),0.73967 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),-0.257523 # DEPENDENCYPART_GRANDPAR
