# _root_ Önkéntesek hordták a vizet és az élelmet , a törmelék elszállítását — ha kellett , puszta kézzel — maguk szervezték meg .
#goldHeads=2,0,4,2,2,7,2,2,10,11,20,13,20,13,14,17,14,13,20,2,20,2,
#predictedHeads=2,0,4,2,2,7,2,2,10,11,2,13,2,2,14,17,20,20,20,2,20,2,
(13,7),(13,11),0.0150096 # DEPENDENCYPART_SIBL
(13,7),(13,12),0.0378201 # DEPENDENCYPART_SIBL
(13,7),(13,14),0.0792525 # DEPENDENCYPART_SIBL
(13,7),(13,15),-0.0282282 # DEPENDENCYPART_SIBL
(13,7),(13,16),0.0201061 # DEPENDENCYPART_SIBL
(13,7),(13,17),0.095034 # DEPENDENCYPART_SIBL
(13,7),(13,18),0.00166135 # DEPENDENCYPART_SIBL
(13,7),(13,19),-0.00794048 # DEPENDENCYPART_SIBL
(13,7),(13,20),0.0491073 # DEPENDENCYPART_SIBL
(13,7),(13,21),0.0496697 # DEPENDENCYPART_SIBL
(13,7),(13,22),0.0507991 # DEPENDENCYPART_SIBL
(13,8),(13,10),0.0229185 # DEPENDENCYPART_SIBL
(13,8),(13,11),0.0229185 # DEPENDENCYPART_SIBL
(13,8),(13,12),-0.126362 # DEPENDENCYPART_SIBL
(13,8),(13,14),0.20022 # DEPENDENCYPART_SIBL
(13,8),(13,15),-0.108601 # DEPENDENCYPART_SIBL
(13,8),(13,16),-0.0302141 # DEPENDENCYPART_SIBL
(13,8),(13,17),-0.048447 # DEPENDENCYPART_SIBL
(13,8),(13,18),-0.0369887 # DEPENDENCYPART_SIBL
(13,8),(13,19),-0.0412464 # DEPENDENCYPART_SIBL
(13,8),(13,20),0.111196 # DEPENDENCYPART_SIBL
(13,8),(13,21),0.00203165 # DEPENDENCYPART_SIBL
(13,8),(13,22),0.0861549 # DEPENDENCYPART_SIBL
(13,10),(13,11),0.0150096 # DEPENDENCYPART_SIBL
(13,10),(13,12),0.0378201 # DEPENDENCYPART_SIBL
(13,10),(13,14),0.0792525 # DEPENDENCYPART_SIBL
(13,10),(13,15),-0.0282282 # DEPENDENCYPART_SIBL
(13,10),(13,16),0.0201061 # DEPENDENCYPART_SIBL
(13,10),(13,17),0.0950319 # DEPENDENCYPART_SIBL
(13,10),(13,18),0.00166135 # DEPENDENCYPART_SIBL
(13,10),(13,19),-0.00794048 # DEPENDENCYPART_SIBL
(13,10),(13,20),0.0491073 # DEPENDENCYPART_SIBL
(13,10),(13,21),0.0496697 # DEPENDENCYPART_SIBL
(13,10),(13,22),0.0508233 # DEPENDENCYPART_SIBL
(13,11),(13,12),0.0378201 # DEPENDENCYPART_SIBL
(13,11),(13,14),0.0792525 # DEPENDENCYPART_SIBL
(13,11),(13,15),-0.0282282 # DEPENDENCYPART_SIBL
(13,11),(13,16),0.0201061 # DEPENDENCYPART_SIBL
(13,11),(13,17),0.0950319 # DEPENDENCYPART_SIBL
(13,11),(13,18),0.00166135 # DEPENDENCYPART_SIBL
(13,11),(13,19),-0.00794048 # DEPENDENCYPART_SIBL
(13,11),(13,20),0.0491073 # DEPENDENCYPART_SIBL
(13,11),(13,21),0.0496697 # DEPENDENCYPART_SIBL
(13,11),(13,22),0.0508233 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.207409 # DEPENDENCYPART_SIBL
(13,12),(13,15),-0.0309565 # DEPENDENCYPART_SIBL
(13,12),(13,16),-0.0111621 # DEPENDENCYPART_SIBL
(13,12),(13,17),0.0074773 # DEPENDENCYPART_SIBL
(13,12),(13,18),0.508744 # DEPENDENCYPART_SIBL
(13,12),(13,19),-0.0276959 # DEPENDENCYPART_SIBL
(13,12),(13,20),0.133568 # DEPENDENCYPART_SIBL
(13,12),(13,21),0.0638345 # DEPENDENCYPART_SIBL
(13,12),(13,22),0.00581156 # DEPENDENCYPART_SIBL
(13,14),(13,15),0.217173 # DEPENDENCYPART_SIBL
(13,14),(13,16),0.0339259 # DEPENDENCYPART_SIBL
(13,14),(13,17),0.171545 # DEPENDENCYPART_SIBL
(13,14),(13,18),0.23952 # DEPENDENCYPART_SIBL
(13,14),(13,19),0.146082 # DEPENDENCYPART_SIBL
(13,14),(13,20),-0.0127975 # DEPENDENCYPART_SIBL
(13,14),(13,21),0.0347036 # DEPENDENCYPART_SIBL
(13,14),(13,22),0.0966032 # DEPENDENCYPART_SIBL
(13,15),(13,16),0.13401 # DEPENDENCYPART_SIBL
(13,15),(13,17),0.252351 # DEPENDENCYPART_SIBL
(13,15),(13,18),0.0408836 # DEPENDENCYPART_SIBL
(13,15),(13,19),0.266457 # DEPENDENCYPART_SIBL
(13,15),(13,20),0.248737 # DEPENDENCYPART_SIBL
(13,15),(13,21),0.139422 # DEPENDENCYPART_SIBL
(13,15),(13,22),0.0830139 # DEPENDENCYPART_SIBL
(13,16),(13,17),0.0541957 # DEPENDENCYPART_SIBL
(13,16),(13,18),0.0317781 # DEPENDENCYPART_SIBL
(13,16),(13,19),0.0734979 # DEPENDENCYPART_SIBL
(13,16),(13,20),-0.0404584 # DEPENDENCYPART_SIBL
(13,16),(13,21),-0.0196444 # DEPENDENCYPART_SIBL
(13,16),(13,22),0.0375219 # DEPENDENCYPART_SIBL
(13,17),(13,18),0.101403 # DEPENDENCYPART_SIBL
(13,17),(13,19),0.147747 # DEPENDENCYPART_SIBL
(13,17),(13,20),-0.01447 # DEPENDENCYPART_SIBL
(13,17),(13,21),0.00984983 # DEPENDENCYPART_SIBL
(13,17),(13,22),0.0415644 # DEPENDENCYPART_SIBL
(13,18),(13,19),0.150344 # DEPENDENCYPART_SIBL
(13,18),(13,20),-0.00236965 # DEPENDENCYPART_SIBL
(13,18),(13,21),0.0214667 # DEPENDENCYPART_SIBL
(13,18),(13,22),-0.0236834 # DEPENDENCYPART_SIBL
(13,19),(13,20),-0.0466588 # DEPENDENCYPART_SIBL
(13,19),(13,21),-0.00902399 # DEPENDENCYPART_SIBL
(13,19),(13,22),0.0304267 # DEPENDENCYPART_SIBL
(13,20),(13,21),0.0261186 # DEPENDENCYPART_SIBL
(13,20),(13,22),0.0757013 # DEPENDENCYPART_SIBL
(13,21),(13,22),0.0232909 # DEPENDENCYPART_SIBL
(14,1),(14,2),-0.0217054 # DEPENDENCYPART_SIBL
(14,1),(14,4),-0.0803867 # DEPENDENCYPART_SIBL
(14,1),(14,5),0.108157 # DEPENDENCYPART_SIBL
(14,1),(14,7),-0.0801159 # DEPENDENCYPART_SIBL
(14,1),(14,8),0.0588306 # DEPENDENCYPART_SIBL
(14,1),(14,10),-0.0728776 # DEPENDENCYPART_SIBL
(14,1),(14,11),-0.0728776 # DEPENDENCYPART_SIBL
(14,1),(14,12),0.0272172 # DEPENDENCYPART_SIBL
(14,1),(14,13),0.0148418 # DEPENDENCYPART_SIBL
(14,1),(14,15),-0.0620019 # DEPENDENCYPART_SIBL
(14,1),(14,16),-0.0523847 # DEPENDENCYPART_SIBL
(14,1),(14,17),-0.0636062 # DEPENDENCYPART_SIBL
(14,1),(14,18),-0.0749703 # DEPENDENCYPART_SIBL
(14,1),(14,19),-0.0738899 # DEPENDENCYPART_SIBL
(14,1),(14,20),-0.0617803 # DEPENDENCYPART_SIBL
(14,1),(14,21),0.0370165 # DEPENDENCYPART_SIBL
(14,1),(14,22),-0.0194539 # DEPENDENCYPART_SIBL
(14,2),(14,4),-0.0589333 # DEPENDENCYPART_SIBL
(14,2),(14,5),-0.0203256 # DEPENDENCYPART_SIBL
(14,2),(14,7),-0.0587405 # DEPENDENCYPART_SIBL
(14,2),(14,8),0.0487362 # DEPENDENCYPART_SIBL
(14,2),(14,10),-0.0561098 # DEPENDENCYPART_SIBL
(14,2),(14,11),-0.0561098 # DEPENDENCYPART_SIBL
(14,2),(14,12),0.303425 # DEPENDENCYPART_SIBL
(14,2),(14,13),-0.069869 # DEPENDENCYPART_SIBL
(14,2),(14,15),0.00185343 # DEPENDENCYPART_SIBL
(14,2),(14,16),-0.0252058 # DEPENDENCYPART_SIBL
(14,2),(14,17),-0.0290614 # DEPENDENCYPART_SIBL
(14,2),(14,18),0.00750358 # DEPENDENCYPART_SIBL
(14,2),(14,19),-0.0324858 # DEPENDENCYPART_SIBL
(14,2),(14,20),-0.0167039 # DEPENDENCYPART_SIBL
(14,2),(14,21),0.0173745 # DEPENDENCYPART_SIBL
(14,2),(14,22),0.0510991 # DEPENDENCYPART_SIBL
(14,4),(14,5),0.109274 # DEPENDENCYPART_SIBL
(14,4),(14,7),-0.0797971 # DEPENDENCYPART_SIBL
(14,4),(14,8),0.0575621 # DEPENDENCYPART_SIBL
(14,4),(14,10),-0.0726529 # DEPENDENCYPART_SIBL
(14,4),(14,11),-0.0726529 # DEPENDENCYPART_SIBL
(14,4),(14,12),0.0272096 # DEPENDENCYPART_SIBL
(14,4),(14,13),0.0155962 # DEPENDENCYPART_SIBL
(14,4),(14,15),-0.0628729 # DEPENDENCYPART_SIBL
(14,4),(14,16),-0.0516964 # DEPENDENCYPART_SIBL
(14,4),(14,17),-0.0628299 # DEPENDENCYPART_SIBL
(14,4),(14,18),-0.0756974 # DEPENDENCYPART_SIBL
(14,4),(14,19),-0.0732016 # DEPENDENCYPART_SIBL
(14,4),(14,20),-0.0597658 # DEPENDENCYPART_SIBL
(14,4),(14,21),0.0375885 # DEPENDENCYPART_SIBL
(14,4),(14,22),-0.0201503 # DEPENDENCYPART_SIBL
(14,5),(14,7),0.000663921 # DEPENDENCYPART_SIBL
(14,5),(14,8),-0.0105572 # DEPENDENCYPART_SIBL
(14,5),(14,10),0.00268096 # DEPENDENCYPART_SIBL
(14,5),(14,11),0.00268096 # DEPENDENCYPART_SIBL
(14,5),(14,12),0.0318216 # DEPENDENCYPART_SIBL
(14,5),(14,13),-0.0581045 # DEPENDENCYPART_SIBL
(14,5),(14,15),-0.0309176 # DEPENDENCYPART_SIBL
(14,5),(14,16),-0.0467429 # DEPENDENCYPART_SIBL
(14,5),(14,17),-0.04231 # DEPENDENCYPART_SIBL
(14,5),(14,18),-0.0330627 # DEPENDENCYPART_SIBL
(14,5),(14,19),-0.0428061 # DEPENDENCYPART_SIBL
(14,5),(14,20),-0.0759658 # DEPENDENCYPART_SIBL
(14,5),(14,21),0.00478228 # DEPENDENCYPART_SIBL
(14,5),(14,22),0.0406115 # DEPENDENCYPART_SIBL
(14,7),(14,8),0.0588306 # DEPENDENCYPART_SIBL
(14,7),(14,10),-0.0728776 # DEPENDENCYPART_SIBL
(14,7),(14,11),-0.0728776 # DEPENDENCYPART_SIBL
(14,7),(14,12),0.0272172 # DEPENDENCYPART_SIBL
(14,7),(14,13),0.0148418 # DEPENDENCYPART_SIBL
(14,7),(14,15),-0.0620118 # DEPENDENCYPART_SIBL
(14,7),(14,16),-0.0523946 # DEPENDENCYPART_SIBL
(14,7),(14,17),-0.0636117 # DEPENDENCYPART_SIBL
(14,7),(14,18),-0.0749802 # DEPENDENCYPART_SIBL
(14,7),(14,19),-0.0738998 # DEPENDENCYPART_SIBL
(14,7),(14,20),-0.0617902 # DEPENDENCYPART_SIBL
(14,7),(14,21),0.0370066 # DEPENDENCYPART_SIBL
(14,7),(14,22),-0.0195123 # DEPENDENCYPART_SIBL
(14,8),(14,10),-0.00687268 # DEPENDENCYPART_SIBL
(14,8),(14,11),-0.00687268 # DEPENDENCYPART_SIBL
(14,8),(14,12),0.0590796 # DEPENDENCYPART_SIBL
(14,8),(14,13),0.0593839 # DEPENDENCYPART_SIBL
(14,8),(14,15),0.0146655 # DEPENDENCYPART_SIBL
(14,8),(14,16),-0.00817099 # DEPENDENCYPART_SIBL
(14,8),(14,17),-0.0208547 # DEPENDENCYPART_SIBL
(14,8),(14,18),-0.0210868 # DEPENDENCYPART_SIBL
(14,8),(14,19),-0.0058723 # DEPENDENCYPART_SIBL
(14,8),(14,20),0.0229182 # DEPENDENCYPART_SIBL
(14,8),(14,21),0.0471606 # DEPENDENCYPART_SIBL
(14,8),(14,22),0.0911802 # DEPENDENCYPART_SIBL
(14,10),(14,11),-0.0728776 # DEPENDENCYPART_SIBL
(14,10),(14,12),0.0272172 # DEPENDENCYPART_SIBL
(14,10),(14,13),0.0148418 # DEPENDENCYPART_SIBL
(14,10),(14,15),-0.0620019 # DEPENDENCYPART_SIBL
(14,10),(14,16),-0.0523847 # DEPENDENCYPART_SIBL
(14,10),(14,17),-0.0636062 # DEPENDENCYPART_SIBL
(14,10),(14,18),-0.0749703 # DEPENDENCYPART_SIBL
(14,10),(14,19),-0.0738899 # DEPENDENCYPART_SIBL
(14,10),(14,20),-0.0617803 # DEPENDENCYPART_SIBL
(14,10),(14,21),0.0370165 # DEPENDENCYPART_SIBL
(14,10),(14,22),-0.0194539 # DEPENDENCYPART_SIBL
(14,11),(14,12),0.0272172 # DEPENDENCYPART_SIBL
(14,11),(14,13),0.0148418 # DEPENDENCYPART_SIBL
(14,11),(14,15),-0.0620019 # DEPENDENCYPART_SIBL
(14,11),(14,16),-0.0523847 # DEPENDENCYPART_SIBL
(14,11),(14,17),-0.0636062 # DEPENDENCYPART_SIBL
(14,11),(14,18),-0.0749703 # DEPENDENCYPART_SIBL
(14,11),(14,19),-0.0738899 # DEPENDENCYPART_SIBL
(14,11),(14,20),-0.0617803 # DEPENDENCYPART_SIBL
(14,11),(14,21),0.0370165 # DEPENDENCYPART_SIBL
(14,11),(14,22),-0.0194539 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.0621759 # DEPENDENCYPART_SIBL
(14,12),(14,15),0.0539409 # DEPENDENCYPART_SIBL
(14,12),(14,16),0.0117523 # DEPENDENCYPART_SIBL
(14,12),(14,17),0.064567 # DEPENDENCYPART_SIBL
(14,12),(14,18),0.297264 # DEPENDENCYPART_SIBL
(14,12),(14,19),-0.0110357 # DEPENDENCYPART_SIBL
(14,12),(14,20),0.0383147 # DEPENDENCYPART_SIBL
(14,12),(14,21),0.0569789 # DEPENDENCYPART_SIBL
(14,12),(14,22),0.221382 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.0492784 # DEPENDENCYPART_SIBL
(14,13),(14,16),-0.0191747 # DEPENDENCYPART_SIBL
(14,13),(14,17),0.0263004 # DEPENDENCYPART_SIBL
(14,13),(14,18),-0.0285902 # DEPENDENCYPART_SIBL
(14,13),(14,19),-0.0280646 # DEPENDENCYPART_SIBL
(14,13),(14,20),-0.00756728 # DEPENDENCYPART_SIBL
(14,13),(14,21),-0.00158669 # DEPENDENCYPART_SIBL
(14,13),(14,22),0.0833654 # DEPENDENCYPART_SIBL
(14,15),(14,16),0.0319127 # DEPENDENCYPART_SIBL
(14,15),(14,17),0.0253539 # DEPENDENCYPART_SIBL
(14,15),(14,18),-0.0177299 # DEPENDENCYPART_SIBL
(14,15),(14,19),-0.00510034 # DEPENDENCYPART_SIBL
(14,15),(14,20),0.186611 # DEPENDENCYPART_SIBL
(14,15),(14,21),0.00603038 # DEPENDENCYPART_SIBL
(14,15),(14,22),0.0377925 # DEPENDENCYPART_SIBL
(14,16),(14,17),-0.050549 # DEPENDENCYPART_SIBL
(14,16),(14,18),0.0151826 # DEPENDENCYPART_SIBL
(14,16),(14,19),-0.0169456 # DEPENDENCYPART_SIBL
(14,16),(14,20),-0.0226555 # DEPENDENCYPART_SIBL
(14,16),(14,21),-0.0506988 # DEPENDENCYPART_SIBL
(14,16),(14,22),-0.0124928 # DEPENDENCYPART_SIBL
(14,17),(14,18),0.0291501 # DEPENDENCYPART_SIBL
(14,17),(14,19),0.036011 # DEPENDENCYPART_SIBL
(14,17),(14,20),-0.0118225 # DEPENDENCYPART_SIBL
(14,17),(14,21),-0.0422962 # DEPENDENCYPART_SIBL
(14,17),(14,22),-0.010123 # DEPENDENCYPART_SIBL
(14,18),(14,19),0.0132322 # DEPENDENCYPART_SIBL
(14,18),(14,20),0.0299605 # DEPENDENCYPART_SIBL
(14,18),(14,21),-0.00652673 # DEPENDENCYPART_SIBL
(14,18),(14,22),0.023445 # DEPENDENCYPART_SIBL
(14,19),(14,20),-0.0238754 # DEPENDENCYPART_SIBL
(14,19),(14,21),-0.00274379 # DEPENDENCYPART_SIBL
(14,19),(14,22),0.00259264 # DEPENDENCYPART_SIBL
(14,20),(14,21),-0.00483678 # DEPENDENCYPART_SIBL
(14,20),(14,22),0.0577604 # DEPENDENCYPART_SIBL
(14,21),(14,22),0.00981172 # DEPENDENCYPART_SIBL
(16,10),(16,11),0.076847 # DEPENDENCYPART_SIBL
(16,10),(16,12),0.293303 # DEPENDENCYPART_SIBL
(16,10),(16,13),0.292346 # DEPENDENCYPART_SIBL
(16,10),(16,14),0.147908 # DEPENDENCYPART_SIBL
(16,10),(16,15),0.282618 # DEPENDENCYPART_SIBL
(16,10),(16,18),-0.00358035 # DEPENDENCYPART_SIBL
(16,10),(16,20),0.0108504 # DEPENDENCYPART_SIBL
(16,11),(16,12),0.293303 # DEPENDENCYPART_SIBL
(16,11),(16,13),0.292346 # DEPENDENCYPART_SIBL
(16,11),(16,14),0.147908 # DEPENDENCYPART_SIBL
(16,11),(16,15),0.282618 # DEPENDENCYPART_SIBL
(16,11),(16,18),-0.00358035 # DEPENDENCYPART_SIBL
(16,11),(16,20),0.0108504 # DEPENDENCYPART_SIBL
(16,12),(16,13),0.126222 # DEPENDENCYPART_SIBL
(16,12),(16,14),0.180227 # DEPENDENCYPART_SIBL
(16,12),(16,15),0.0421268 # DEPENDENCYPART_SIBL
(16,12),(16,18),0.420307 # DEPENDENCYPART_SIBL
(16,12),(16,20),0.00761798 # DEPENDENCYPART_SIBL
(16,13),(16,14),0.395154 # DEPENDENCYPART_SIBL
(16,13),(16,15),0.477422 # DEPENDENCYPART_SIBL
(16,13),(16,18),-0.00267128 # DEPENDENCYPART_SIBL
(16,13),(16,20),0.00588274 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.236646 # DEPENDENCYPART_SIBL
(16,14),(16,18),0.00647529 # DEPENDENCYPART_SIBL
(16,14),(16,20),0.0427562 # DEPENDENCYPART_SIBL
(16,15),(16,18),0.0180759 # DEPENDENCYPART_SIBL
(16,15),(16,20),-0.0220023 # DEPENDENCYPART_SIBL
(16,18),(16,20),0.120019 # DEPENDENCYPART_SIBL
(17,2),(17,3),-0.353527 # DEPENDENCYPART_SIBL
(17,2),(17,4),-0.0529921 # DEPENDENCYPART_SIBL
(17,2),(17,5),0.287833 # DEPENDENCYPART_SIBL
(17,2),(17,6),-0.270882 # DEPENDENCYPART_SIBL
(17,2),(17,7),-0.0505493 # DEPENDENCYPART_SIBL
(17,2),(17,8),0.313409 # DEPENDENCYPART_SIBL
(17,2),(17,9),-0.353527 # DEPENDENCYPART_SIBL
(17,2),(17,10),-0.0505493 # DEPENDENCYPART_SIBL
(17,2),(17,11),-0.0505493 # DEPENDENCYPART_SIBL
(17,2),(17,12),0.419497 # DEPENDENCYPART_SIBL
(17,2),(17,13),0.157451 # DEPENDENCYPART_SIBL
(17,2),(17,14),0.0300031 # DEPENDENCYPART_SIBL
(17,2),(17,15),0.313409 # DEPENDENCYPART_SIBL
(17,2),(17,16),-0.0620953 # DEPENDENCYPART_SIBL
(17,2),(17,18),-0.0339646 # DEPENDENCYPART_SIBL
(17,2),(17,20),0.0351734 # DEPENDENCYPART_SIBL
(17,3),(17,4),0.0102627 # DEPENDENCYPART_SIBL
(17,3),(17,5),0.137767 # DEPENDENCYPART_SIBL
(17,3),(17,6),-0.567693 # DEPENDENCYPART_SIBL
(17,3),(17,7),0.0127055 # DEPENDENCYPART_SIBL
(17,3),(17,8),0.190432 # DEPENDENCYPART_SIBL
(17,3),(17,9),-0.662274 # DEPENDENCYPART_SIBL
(17,3),(17,10),0.0127055 # DEPENDENCYPART_SIBL
(17,3),(17,11),0.0127055 # DEPENDENCYPART_SIBL
(17,3),(17,12),0.464571 # DEPENDENCYPART_SIBL
(17,3),(17,13),0.154461 # DEPENDENCYPART_SIBL
(17,3),(17,14),0.206593 # DEPENDENCYPART_SIBL
(17,3),(17,15),0.190432 # DEPENDENCYPART_SIBL
(17,3),(17,16),0.162809 # DEPENDENCYPART_SIBL
(17,3),(17,18),-0.0532372 # DEPENDENCYPART_SIBL
(17,3),(17,20),0.00861031 # DEPENDENCYPART_SIBL
(17,4),(17,5),0.793472 # DEPENDENCYPART_SIBL
(17,4),(17,6),-0.269139 # DEPENDENCYPART_SIBL
(17,4),(17,7),-0.0214851 # DEPENDENCYPART_SIBL
(17,4),(17,8),0.639052 # DEPENDENCYPART_SIBL
(17,4),(17,9),-0.317152 # DEPENDENCYPART_SIBL
(17,4),(17,10),-0.0192284 # DEPENDENCYPART_SIBL
(17,4),(17,11),-0.0192284 # DEPENDENCYPART_SIBL
(17,4),(17,12),0.479821 # DEPENDENCYPART_SIBL
(17,4),(17,13),0.466124 # DEPENDENCYPART_SIBL
(17,4),(17,14),0.149146 # DEPENDENCYPART_SIBL
(17,4),(17,15),0.639052 # DEPENDENCYPART_SIBL
(17,4),(17,16),0.0511733 # DEPENDENCYPART_SIBL
(17,4),(17,18),-0.0454378 # DEPENDENCYPART_SIBL
(17,4),(17,20),0.00779001 # DEPENDENCYPART_SIBL
(17,5),(17,6),-0.291424 # DEPENDENCYPART_SIBL
(17,5),(17,7),0.103281 # DEPENDENCYPART_SIBL
(17,5),(17,8),-0.0394796 # DEPENDENCYPART_SIBL
(17,5),(17,9),-0.386594 # DEPENDENCYPART_SIBL
(17,5),(17,10),0.102974 # DEPENDENCYPART_SIBL
(17,5),(17,11),0.102974 # DEPENDENCYPART_SIBL
(17,5),(17,12),0.266817 # DEPENDENCYPART_SIBL
(17,5),(17,13),0.00218192 # DEPENDENCYPART_SIBL
(17,5),(17,14),0.122596 # DEPENDENCYPART_SIBL
(17,5),(17,15),-0.0394796 # DEPENDENCYPART_SIBL
(17,5),(17,16),0.00525088 # DEPENDENCYPART_SIBL
(17,5),(17,18),0.0083063 # DEPENDENCYPART_SIBL
(17,5),(17,20),-0.0141083 # DEPENDENCYPART_SIBL
(17,6),(17,7),0.000311163 # DEPENDENCYPART_SIBL
(17,6),(17,8),0.21261 # DEPENDENCYPART_SIBL
(17,6),(17,9),-0.542724 # DEPENDENCYPART_SIBL
(17,6),(17,10),0.000311163 # DEPENDENCYPART_SIBL
(17,6),(17,11),0.000311163 # DEPENDENCYPART_SIBL
(17,6),(17,12),0.400829 # DEPENDENCYPART_SIBL
(17,6),(17,13),0.135522 # DEPENDENCYPART_SIBL
(17,6),(17,14),0.159152 # DEPENDENCYPART_SIBL
(17,6),(17,15),0.21261 # DEPENDENCYPART_SIBL
(17,6),(17,16),0.208678 # DEPENDENCYPART_SIBL
(17,6),(17,18),-0.080822 # DEPENDENCYPART_SIBL
(17,6),(17,20),-0.0121089 # DEPENDENCYPART_SIBL
(17,7),(17,8),0.641611 # DEPENDENCYPART_SIBL
(17,7),(17,9),-0.317128 # DEPENDENCYPART_SIBL
(17,7),(17,10),-0.0181245 # DEPENDENCYPART_SIBL
(17,7),(17,11),-0.0181245 # DEPENDENCYPART_SIBL
(17,7),(17,12),0.481112 # DEPENDENCYPART_SIBL
(17,7),(17,13),0.466835 # DEPENDENCYPART_SIBL
(17,7),(17,14),0.149297 # DEPENDENCYPART_SIBL
(17,7),(17,15),0.641611 # DEPENDENCYPART_SIBL
(17,7),(17,16),0.0511971 # DEPENDENCYPART_SIBL
(17,7),(17,18),-0.0429619 # DEPENDENCYPART_SIBL
(17,7),(17,20),0.00765816 # DEPENDENCYPART_SIBL
(17,8),(17,9),-0.408127 # DEPENDENCYPART_SIBL
(17,8),(17,10),0.0569078 # DEPENDENCYPART_SIBL
(17,8),(17,11),0.0569078 # DEPENDENCYPART_SIBL
(17,8),(17,12),0.082392 # DEPENDENCYPART_SIBL
(17,8),(17,13),0.225531 # DEPENDENCYPART_SIBL
(17,8),(17,14),0.117673 # DEPENDENCYPART_SIBL
(17,8),(17,15),0.0455603 # DEPENDENCYPART_SIBL
(17,8),(17,16),0.0276821 # DEPENDENCYPART_SIBL
(17,8),(17,18),-0.051075 # DEPENDENCYPART_SIBL
(17,8),(17,20),-0.0280154 # DEPENDENCYPART_SIBL
(17,9),(17,10),0.0127055 # DEPENDENCYPART_SIBL
(17,9),(17,11),0.0127055 # DEPENDENCYPART_SIBL
(17,9),(17,12),0.464571 # DEPENDENCYPART_SIBL
(17,9),(17,13),0.154461 # DEPENDENCYPART_SIBL
(17,9),(17,14),0.206593 # DEPENDENCYPART_SIBL
(17,9),(17,15),0.190432 # DEPENDENCYPART_SIBL
(17,9),(17,16),0.162809 # DEPENDENCYPART_SIBL
(17,9),(17,18),-0.0532372 # DEPENDENCYPART_SIBL
(17,9),(17,20),0.00861031 # DEPENDENCYPART_SIBL
(17,10),(17,11),-0.0181245 # DEPENDENCYPART_SIBL
(17,10),(17,12),0.481112 # DEPENDENCYPART_SIBL
(17,10),(17,13),0.466835 # DEPENDENCYPART_SIBL
(17,10),(17,14),0.149297 # DEPENDENCYPART_SIBL
(17,10),(17,15),0.641611 # DEPENDENCYPART_SIBL
(17,10),(17,16),0.0511971 # DEPENDENCYPART_SIBL
(17,10),(17,18),-0.0429619 # DEPENDENCYPART_SIBL
(17,10),(17,20),0.00765816 # DEPENDENCYPART_SIBL
(17,11),(17,12),0.481112 # DEPENDENCYPART_SIBL
(17,11),(17,13),0.466835 # DEPENDENCYPART_SIBL
(17,11),(17,14),0.149297 # DEPENDENCYPART_SIBL
(17,11),(17,15),0.641611 # DEPENDENCYPART_SIBL
(17,11),(17,16),0.0511971 # DEPENDENCYPART_SIBL
(17,11),(17,18),-0.0429619 # DEPENDENCYPART_SIBL
(17,11),(17,20),0.00765816 # DEPENDENCYPART_SIBL
(17,12),(17,13),0.17431 # DEPENDENCYPART_SIBL
(17,12),(17,14),0.137897 # DEPENDENCYPART_SIBL
(17,12),(17,15),0.00481037 # DEPENDENCYPART_SIBL
(17,12),(17,16),-0.02298 # DEPENDENCYPART_SIBL
(17,12),(17,18),0.288633 # DEPENDENCYPART_SIBL
(17,12),(17,20),-0.0441704 # DEPENDENCYPART_SIBL
(17,13),(17,14),0.318469 # DEPENDENCYPART_SIBL
(17,13),(17,15),0.426986 # DEPENDENCYPART_SIBL
(17,13),(17,16),0.00872607 # DEPENDENCYPART_SIBL
(17,13),(17,18),-0.0164184 # DEPENDENCYPART_SIBL
(17,13),(17,20),0.0180374 # DEPENDENCYPART_SIBL
(17,14),(17,15),0.294047 # DEPENDENCYPART_SIBL
(17,14),(17,16),-0.064276 # DEPENDENCYPART_SIBL
(17,14),(17,18),-0.0400621 # DEPENDENCYPART_SIBL
(17,14),(17,20),0.0289832 # DEPENDENCYPART_SIBL
(17,15),(17,16),0.0276821 # DEPENDENCYPART_SIBL
(17,15),(17,18),-0.051075 # DEPENDENCYPART_SIBL
(17,15),(17,20),-0.0280154 # DEPENDENCYPART_SIBL
(17,16),(17,18),-0.0544761 # DEPENDENCYPART_SIBL
(17,16),(17,20),-0.0396558 # DEPENDENCYPART_SIBL
(17,18),(17,20),0.164151 # DEPENDENCYPART_SIBL
(19,2),(19,13),0.0875078 # DEPENDENCYPART_SIBL
(19,2),(19,14),0.0544051 # DEPENDENCYPART_SIBL
(19,2),(19,18),0.15396 # DEPENDENCYPART_SIBL
(19,2),(19,22),0.0610876 # DEPENDENCYPART_SIBL
(19,13),(19,14),0.336045 # DEPENDENCYPART_SIBL
(19,13),(19,18),0.115892 # DEPENDENCYPART_SIBL
(19,13),(19,22),0.112293 # DEPENDENCYPART_SIBL
(19,14),(19,18),0.137924 # DEPENDENCYPART_SIBL
(19,14),(19,22),0.0361271 # DEPENDENCYPART_SIBL
(19,18),(19,22),0.0774401 # DEPENDENCYPART_SIBL
(20,1),(20,2),-0.00899066 # DEPENDENCYPART_SIBL
(20,1),(20,4),-0.0385075 # DEPENDENCYPART_SIBL
