# _root_ Még inkább meglepődtek a vizsgálódók azon , hogy az idősek és fiatalok értékválasztása alig különbözött : az 55 éven felüliek 97 százaléka , a 15-24 évesek 93 százaléka említette első helyen a családot .
#goldHeads=2,3,0,5,3,3,3,3,10,13,13,13,15,15,6,3,20,19,20,22,22,29,29,26,26,28,28,29,3,31,29,33,29,3,
#predictedHeads=3,3,0,5,3,3,3,3,10,15,13,13,15,15,3,15,19,19,20,22,22,29,29,26,26,28,28,29,15,31,29,33,29,3,
(3,13),(13,10),0.086726 # DEPENDENCYPART_GRANDPAR
(3,13),(13,11),-0.0385141 # DEPENDENCYPART_GRANDPAR
(3,13),(13,12),-0.151576 # DEPENDENCYPART_GRANDPAR
(3,13),(13,14),-0.105863 # DEPENDENCYPART_GRANDPAR
(3,14),(14,3),-0.83921 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,14),(14,7),-0.0254568 # DEPENDENCYPART_GRANDPAR
(3,14),(14,8),-0.0410173 # DEPENDENCYPART_GRANDPAR
(3,14),(14,10),-0.0596329 # DEPENDENCYPART_GRANDPAR
(3,14),(14,11),-0.134474 # DEPENDENCYPART_GRANDPAR
(3,14),(14,12),-0.276455 # DEPENDENCYPART_GRANDPAR
(3,14),(14,13),0.0137639 # DEPENDENCYPART_GRANDPAR
(3,14),(14,16),-0.0347786 # DEPENDENCYPART_GRANDPAR
(3,14),(14,19),-0.46054 # DEPENDENCYPART_GRANDPAR
(3,14),(14,22),0.0891853 # DEPENDENCYPART_GRANDPAR
(3,14),(14,29),-0.328531 # DEPENDENCYPART_GRANDPAR
(3,15),(15,1),0.250142 # DEPENDENCYPART_GRANDPAR
(3,15),(15,2),0.105281 # DEPENDENCYPART_GRANDPAR
(3,15),(15,3),-0.850934 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,15),(15,4),0.151519 # DEPENDENCYPART_GRANDPAR
(3,15),(15,5),0.202895 # DEPENDENCYPART_GRANDPAR
(3,15),(15,6),-0.086173 # DEPENDENCYPART_GRANDPAR
(3,15),(15,7),-0.0549298 # DEPENDENCYPART_GRANDPAR
(3,15),(15,8),-0.0672326 # DEPENDENCYPART_GRANDPAR
(3,15),(15,9),-0.108219 # DEPENDENCYPART_GRANDPAR
(3,15),(15,10),-0.0415511 # DEPENDENCYPART_GRANDPAR
(3,15),(15,11),-0.155136 # DEPENDENCYPART_GRANDPAR
(3,15),(15,12),-0.236897 # DEPENDENCYPART_GRANDPAR
(3,15),(15,13),0.0507649 # DEPENDENCYPART_GRANDPAR
(3,15),(15,14),-0.180688 # DEPENDENCYPART_GRANDPAR
(3,15),(15,16),0.013257 # DEPENDENCYPART_GRANDPAR
(3,15),(15,17),-0.198715 # DEPENDENCYPART_GRANDPAR
(3,15),(15,18),-0.137084 # DEPENDENCYPART_GRANDPAR
(3,15),(15,19),-0.447155 # DEPENDENCYPART_GRANDPAR
(3,15),(15,20),-0.0499966 # DEPENDENCYPART_GRANDPAR
(3,15),(15,21),-0.111285 # DEPENDENCYPART_GRANDPAR
(3,15),(15,22),0.113755 # DEPENDENCYPART_GRANDPAR
(3,15),(15,23),-0.0896549 # DEPENDENCYPART_GRANDPAR
(3,15),(15,25),-0.130315 # DEPENDENCYPART_GRANDPAR
(3,15),(15,26),-0.179709 # DEPENDENCYPART_GRANDPAR
(3,15),(15,27),-0.0968961 # DEPENDENCYPART_GRANDPAR
(3,15),(15,28),0.129299 # DEPENDENCYPART_GRANDPAR
(3,15),(15,29),-0.290709 # DEPENDENCYPART_GRANDPAR
(3,15),(15,31),-0.389854 # DEPENDENCYPART_GRANDPAR
(3,15),(15,33),-0.166256 # DEPENDENCYPART_GRANDPAR
(3,15),(15,34),-1.35548 # DEPENDENCYPART_GRANDPAR
(3,18),(18,17),-0.111149 # DEPENDENCYPART_GRANDPAR
(3,19),(19,4),0.232044 # DEPENDENCYPART_GRANDPAR
(3,19),(19,9),-0.0286945 # DEPENDENCYPART_GRANDPAR
(3,19),(19,14),-0.141092 # DEPENDENCYPART_GRANDPAR
(3,19),(19,16),-0.00994955 # DEPENDENCYPART_GRANDPAR
(3,19),(19,17),-0.172958 # DEPENDENCYPART_GRANDPAR
(3,19),(19,18),-0.15675 # DEPENDENCYPART_GRANDPAR
(3,19),(19,22),0.140517 # DEPENDENCYPART_GRANDPAR
(3,20),(20,1),-0.0460775 # DEPENDENCYPART_GRANDPAR
(3,20),(20,2),-0.103859 # DEPENDENCYPART_GRANDPAR
(3,20),(20,6),-0.0978181 # DEPENDENCYPART_GRANDPAR
(3,20),(20,12),-0.277216 # DEPENDENCYPART_GRANDPAR
(3,20),(20,13),0.0130065 # DEPENDENCYPART_GRANDPAR
(3,20),(20,14),-0.113997 # DEPENDENCYPART_GRANDPAR
(3,20),(20,15),-0.245457 # DEPENDENCYPART_GRANDPAR
(3,20),(20,16),-0.0300204 # DEPENDENCYPART_GRANDPAR
(3,20),(20,17),-0.197725 # DEPENDENCYPART_GRANDPAR
(3,20),(20,18),-0.246831 # DEPENDENCYPART_GRANDPAR
(3,20),(20,19),-0.534946 # DEPENDENCYPART_GRANDPAR
(3,20),(20,21),-0.169461 # DEPENDENCYPART_GRANDPAR
(3,20),(20,22),-0.00732122 # DEPENDENCYPART_GRANDPAR
(3,20),(20,23),-0.0943749 # DEPENDENCYPART_GRANDPAR
(3,20),(20,25),-0.188491 # DEPENDENCYPART_GRANDPAR
(3,20),(20,26),-0.291388 # DEPENDENCYPART_GRANDPAR
(3,20),(20,27),-0.155072 # DEPENDENCYPART_GRANDPAR
(3,20),(20,28),0.00822242 # DEPENDENCYPART_GRANDPAR
(3,20),(20,29),-0.37819 # DEPENDENCYPART_GRANDPAR
(3,20),(20,31),-0.503377 # DEPENDENCYPART_GRANDPAR
(3,21),(21,17),-0.111149 # DEPENDENCYPART_GRANDPAR
(3,21),(21,18),-0.148337 # DEPENDENCYPART_GRANDPAR
(3,21),(21,19),-0.459976 # DEPENDENCYPART_GRANDPAR
(3,21),(21,20),-0.00411758 # DEPENDENCYPART_GRANDPAR
(3,21),(21,26),-0.188525 # DEPENDENCYPART_GRANDPAR
(3,21),(21,29),-0.295366 # DEPENDENCYPART_GRANDPAR
(3,21),(21,34),-1.33046 # DEPENDENCYPART_GRANDPAR
(3,22),(22,4),0.24397 # DEPENDENCYPART_GRANDPAR
(3,22),(22,9),-0.016713 # DEPENDENCYPART_GRANDPAR
(3,22),(22,11),-0.0315546 # DEPENDENCYPART_GRANDPAR
(3,22),(22,12),-0.137644 # DEPENDENCYPART_GRANDPAR
(3,22),(22,13),0.152598 # DEPENDENCYPART_GRANDPAR
(3,22),(22,14),-0.124822 # DEPENDENCYPART_GRANDPAR
(3,22),(22,16),0.00726668 # DEPENDENCYPART_GRANDPAR
(3,22),(22,17),-0.160977 # DEPENDENCYPART_GRANDPAR
(3,22),(22,18),-0.131311 # DEPENDENCYPART_GRANDPAR
(3,22),(22,19),-0.394748 # DEPENDENCYPART_GRANDPAR
(3,22),(22,20),0.0865168 # DEPENDENCYPART_GRANDPAR
(3,22),(22,21),-0.107625 # DEPENDENCYPART_GRANDPAR
(3,22),(22,23),0.00266728 # DEPENDENCYPART_GRANDPAR
(3,22),(22,25),-0.130318 # DEPENDENCYPART_GRANDPAR
(3,22),(22,26),-0.0976008 # DEPENDENCYPART_GRANDPAR
(3,22),(22,27),-0.0968781 # DEPENDENCYPART_GRANDPAR
(3,22),(22,28),0.188923 # DEPENDENCYPART_GRANDPAR
(3,22),(22,29),-0.246169 # DEPENDENCYPART_GRANDPAR
(3,22),(22,31),-0.308616 # DEPENDENCYPART_GRANDPAR
(3,22),(22,33),-0.0838419 # DEPENDENCYPART_GRANDPAR
(3,25),(25,24),-0.136239 # DEPENDENCYPART_GRANDPAR
(3,25),(25,27),-0.10113 # DEPENDENCYPART_GRANDPAR
(3,26),(26,4),0.23211 # DEPENDENCYPART_GRANDPAR
(3,26),(26,9),-0.0286308 # DEPENDENCYPART_GRANDPAR
(3,26),(26,17),-0.172895 # DEPENDENCYPART_GRANDPAR
(3,26),(26,18),-0.15646 # DEPENDENCYPART_GRANDPAR
(3,26),(26,19),-0.408681 # DEPENDENCYPART_GRANDPAR
(3,26),(26,20),0.0662431 # DEPENDENCYPART_GRANDPAR
(3,26),(26,21),-0.132774 # DEPENDENCYPART_GRANDPAR
(3,26),(26,22),0.129189 # DEPENDENCYPART_GRANDPAR
(3,26),(26,23),0.0416167 # DEPENDENCYPART_GRANDPAR
(3,26),(26,24),-0.232938 # DEPENDENCYPART_GRANDPAR
(3,26),(26,25),-0.151803 # DEPENDENCYPART_GRANDPAR
(3,26),(26,27),-0.118539 # DEPENDENCYPART_GRANDPAR
(3,26),(26,28),0.161025 # DEPENDENCYPART_GRANDPAR
(3,26),(26,31),-0.340845 # DEPENDENCYPART_GRANDPAR
(3,26),(26,33),-0.116071 # DEPENDENCYPART_GRANDPAR
(3,27),(27,21),-0.124653 # DEPENDENCYPART_GRANDPAR
(3,27),(27,22),0.0882608 # DEPENDENCYPART_GRANDPAR
(3,27),(27,24),-0.136239 # DEPENDENCYPART_GRANDPAR
(3,27),(27,25),-0.143682 # DEPENDENCYPART_GRANDPAR
(3,27),(27,26),-0.187774 # DEPENDENCYPART_GRANDPAR
(3,27),(27,31),-0.399614 # DEPENDENCYPART_GRANDPAR
(3,27),(27,33),-0.174766 # DEPENDENCYPART_GRANDPAR
(3,28),(28,4),0.24397 # DEPENDENCYPART_GRANDPAR
(3,28),(28,14),-0.124822 # DEPENDENCYPART_GRANDPAR
(3,28),(28,17),-0.160977 # DEPENDENCYPART_GRANDPAR
(3,28),(28,18),-0.131311 # DEPENDENCYPART_GRANDPAR
(3,28),(28,19),-0.394748 # DEPENDENCYPART_GRANDPAR
(3,28),(28,20),0.0865168 # DEPENDENCYPART_GRANDPAR
(3,28),(28,21),-0.107625 # DEPENDENCYPART_GRANDPAR
(3,28),(28,22),0.142091 # DEPENDENCYPART_GRANDPAR
(3,28),(28,23),0.0643276 # DEPENDENCYPART_GRANDPAR
(3,28),(28,24),-0.221078 # DEPENDENCYPART_GRANDPAR
(3,28),(28,25),-0.126654 # DEPENDENCYPART_GRANDPAR
(3,28),(28,26),-0.122455 # DEPENDENCYPART_GRANDPAR
(3,28),(28,27),-0.0932495 # DEPENDENCYPART_GRANDPAR
(3,28),(28,31),-0.308616 # DEPENDENCYPART_GRANDPAR
(3,28),(28,33),-0.0838419 # DEPENDENCYPART_GRANDPAR
(3,29),(29,1),0.249636 # DEPENDENCYPART_GRANDPAR
(3,29),(29,2),0.104775 # DEPENDENCYPART_GRANDPAR
(3,29),(29,3),-0.851134 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,29),(29,6),-0.0870496 # DEPENDENCYPART_GRANDPAR
(3,29),(29,7),-0.052851 # DEPENDENCYPART_GRANDPAR
(3,29),(29,8),-0.0675117 # DEPENDENCYPART_GRANDPAR
(3,29),(29,9),-0.108418 # DEPENDENCYPART_GRANDPAR
(3,29),(29,10),-0.0422613 # DEPENDENCYPART_GRANDPAR
(3,29),(29,11),-0.155409 # DEPENDENCYPART_GRANDPAR
(3,29),(29,12),-0.240189 # DEPENDENCYPART_GRANDPAR
(3,29),(29,13),0.0474729 # DEPENDENCYPART_GRANDPAR
(3,29),(29,14),-0.181674 # DEPENDENCYPART_GRANDPAR
(3,29),(29,15),-0.242201 # DEPENDENCYPART_GRANDPAR
(3,29),(29,16),-0.190293 # DEPENDENCYPART_GRANDPAR
(3,29),(29,17),-0.252682 # DEPENDENCYPART_GRANDPAR
(3,29),(29,18),-0.222225 # DEPENDENCYPART_GRANDPAR
(3,29),(29,19),-0.500102 # DEPENDENCYPART_GRANDPAR
(3,29),(29,20),-0.0606807 # DEPENDENCYPART_GRANDPAR
(3,29),(29,21),-0.198538 # DEPENDENCYPART_GRANDPAR
(3,29),(29,22),0.0622946 # DEPENDENCYPART_GRANDPAR
(3,29),(29,23),-0.101801 # DEPENDENCYPART_GRANDPAR
(3,29),(29,24),-0.313727 # DEPENDENCYPART_GRANDPAR
(3,29),(29,25),-0.217568 # DEPENDENCYPART_GRANDPAR
(3,29),(29,26),-0.22758 # DEPENDENCYPART_GRANDPAR
(3,29),(29,27),-0.184171 # DEPENDENCYPART_GRANDPAR
(3,29),(29,28),0.0778383 # DEPENDENCYPART_GRANDPAR
(3,29),(29,30),-0.0314062 # DEPENDENCYPART_GRANDPAR
(3,29),(29,31),-0.397075 # DEPENDENCYPART_GRANDPAR
(3,29),(29,32),-0.163218 # DEPENDENCYPART_GRANDPAR
(3,29),(29,33),-0.173476 # DEPENDENCYPART_GRANDPAR
(3,29),(29,34),-1.35754 # DEPENDENCYPART_GRANDPAR
(3,31),(31,17),-0.177527 # DEPENDENCYPART_GRANDPAR
(3,31),(31,21),-0.135003 # DEPENDENCYPART_GRANDPAR
(3,31),(31,24),-0.23921 # DEPENDENCYPART_GRANDPAR
(3,31),(31,25),-0.154032 # DEPENDENCYPART_GRANDPAR
(3,31),(31,26),-0.137212 # DEPENDENCYPART_GRANDPAR
(3,31),(31,27),-0.120628 # DEPENDENCYPART_GRANDPAR
(3,31),(31,28),0.143909 # DEPENDENCYPART_GRANDPAR
(3,31),(31,30),0.0429383 # DEPENDENCYPART_GRANDPAR
(3,31),(31,32),-0.122359 # DEPENDENCYPART_GRANDPAR
(3,31),(31,33),-0.100526 # DEPENDENCYPART_GRANDPAR
(3,33),(33,24),-0.228739 # DEPENDENCYPART_GRANDPAR
(3,33),(33,30),0.0459572 # DEPENDENCYPART_GRANDPAR
(3,33),(33,31),-0.343263 # DEPENDENCYPART_GRANDPAR
(3,33),(33,32),-0.217098 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.586633 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.621453 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.589553 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.659587 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,7),-0.23661 # DEPENDENCYPART_GRANDPAR
(4,5),(5,15),-0.332606 # DEPENDENCYPART_GRANDPAR
(4,5),(5,34),-0.42433 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.456157 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.95151 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-0.67551 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,8),-0.361599 # DEPENDENCYPART_GRANDPAR
(5,1),(1,15),-0.525411 # DEPENDENCYPART_GRANDPAR
(5,1),(1,34),-1.02616 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.517652 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.945245 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-0.675273 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,15),-0.525423 # DEPENDENCYPART_GRANDPAR
(5,2),(2,34),-1.02614 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.470734 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.429154 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.523738 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-0.674578 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.166426 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-0.537809 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-0.434406 # DEPENDENCYPART_GRANDPAR
(5,3),(3,9),-0.366607 # DEPENDENCYPART_GRANDPAR
(5,3),(3,10),-0.343064 # DEPENDENCYPART_GRANDPAR
(5,3),(3,11),-0.529538 # DEPENDENCYPART_GRANDPAR
(5,3),(3,12),-0.574749 # DEPENDENCYPART_GRANDPAR
(5,3),(3,13),-0.64674 # DEPENDENCYPART_GRANDPAR
(5,3),(3,14),-0.377782 # DEPENDENCYPART_GRANDPAR
(5,3),(3,15),-0.560611 # DEPENDENCYPART_GRANDPAR
(5,3),(3,16),-0.592911 # DEPENDENCYPART_GRANDPAR
(5,3),(3,18),-0.687053 # DEPENDENCYPART_GRANDPAR
(5,3),(3,19),-0.875913 # DEPENDENCYPART_GRANDPAR
(5,3),(3,20),-0.513843 # DEPENDENCYPART_GRANDPAR
(5,3),(3,21),-0.673202 # DEPENDENCYPART_GRANDPAR
(5,3),(3,22),-0.805349 # DEPENDENCYPART_GRANDPAR
(5,3),(3,23),-0.531138 # DEPENDENCYPART_GRANDPAR
(5,3),(3,25),-0.669393 # DEPENDENCYPART_GRANDPAR
(5,3),(3,26),-0.779542 # DEPENDENCYPART_GRANDPAR
(5,3),(3,27),-0.657323 # DEPENDENCYPART_GRANDPAR
(5,3),(3,28),-0.849717 # DEPENDENCYPART_GRANDPAR
(5,3),(3,29),-0.446998 # DEPENDENCYPART_GRANDPAR
(5,3),(3,31),-0.960845 # DEPENDENCYPART_GRANDPAR
(5,3),(3,33),-0.885014 # DEPENDENCYPART_GRANDPAR
(5,3),(3,34),-1.02344 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-0.685194 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,15),(15,1),-0.812222 # DEPENDENCYPART_GRANDPAR
(5,15),(15,2),-0.815868 # DEPENDENCYPART_GRANDPAR
(5,15),(15,3),-1.38328 # DEPENDENCYPART_GRANDPAR
(5,15),(15,4),-0.803072 # DEPENDENCYPART_GRANDPAR
(5,15),(15,5),-0.294749 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,15),(15,6),0.157946 # DEPENDENCYPART_GRANDPAR
(5,15),(15,7),-0.292577 # DEPENDENCYPART_GRANDPAR
(5,15),(15,8),-0.0697019 # DEPENDENCYPART_GRANDPAR
(5,15),(15,9),-0.050612 # DEPENDENCYPART_GRANDPAR
(5,15),(15,10),0.0357083 # DEPENDENCYPART_GRANDPAR
(5,15),(15,11),-0.217325 # DEPENDENCYPART_GRANDPAR
(5,15),(15,12),-0.177038 # DEPENDENCYPART_GRANDPAR
(5,15),(15,13),-0.251803 # DEPENDENCYPART_GRANDPAR
(5,15),(15,14),-0.0886586 # DEPENDENCYPART_GRANDPAR
(5,15),(15,16),-0.140702 # DEPENDENCYPART_GRANDPAR
(5,15),(15,17),-0.286123 # DEPENDENCYPART_GRANDPAR
(5,15),(15,18),-0.347453 # DEPENDENCYPART_GRANDPAR
(5,15),(15,19),-0.381379 # DEPENDENCYPART_GRANDPAR
(5,15),(15,20),-0.16016 # DEPENDENCYPART_GRANDPAR
(5,15),(15,21),-0.333601 # DEPENDENCYPART_GRANDPAR
(5,15),(15,22),-0.296957 # DEPENDENCYPART_GRANDPAR
(5,15),(15,23),-0.179653 # DEPENDENCYPART_GRANDPAR
(5,15),(15,25),-0.329792 # DEPENDENCYPART_GRANDPAR
(5,15),(15,26),-0.279415 # DEPENDENCYPART_GRANDPAR
(5,15),(15,27),-0.317722 # DEPENDENCYPART_GRANDPAR
(5,15),(15,28),-0.341325 # DEPENDENCYPART_GRANDPAR
(5,15),(15,29),-0.0138208 # DEPENDENCYPART_GRANDPAR
(5,15),(15,31),-0.455751 # DEPENDENCYPART_GRANDPAR
(5,15),(15,33),-0.385838 # DEPENDENCYPART_GRANDPAR
(5,15),(15,34),-0.640003 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.183581 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),-0.497218 # DEPENDENCYPART_GRANDPAR
(6,1),(1,5),-0.212935 # DEPENDENCYPART_GRANDPAR
(6,1),(1,8),-0.84671 # DEPENDENCYPART_GRANDPAR
(6,1),(1,15),-0.751162 # DEPENDENCYPART_GRANDPAR
(6,1),(1,34),-1.46533 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.209006 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.495319 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),-0.22148 # DEPENDENCYPART_GRANDPAR
(6,2),(2,15),-0.751193 # DEPENDENCYPART_GRANDPAR
(6,2),(2,34),-1.46533 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.101932 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.0841492 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.18729 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),-0.0559623 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-0.988433 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,7),-0.853724 # DEPENDENCYPART_GRANDPAR
(6,3),(3,8),-0.969268 # DEPENDENCYPART_GRANDPAR
(6,3),(3,9),-0.622972 # DEPENDENCYPART_GRANDPAR
(6,3),(3,10),-0.555255 # DEPENDENCYPART_GRANDPAR
(6,3),(3,11),-0.663843 # DEPENDENCYPART_GRANDPAR
(6,3),(3,12),-0.437359 # DEPENDENCYPART_GRANDPAR
(6,3),(3,13),-0.442038 # DEPENDENCYPART_GRANDPAR
(6,3),(3,14),-0.679648 # DEPENDENCYPART_GRANDPAR
(6,3),(3,15),-0.836635 # DEPENDENCYPART_GRANDPAR
(6,3),(3,16),-0.677896 # DEPENDENCYPART_GRANDPAR
(6,3),(3,18),-0.657168 # DEPENDENCYPART_GRANDPAR
(6,3),(3,19),-0.843741 # DEPENDENCYPART_GRANDPAR
(6,3),(3,20),-0.653899 # DEPENDENCYPART_GRANDPAR
(6,3),(3,21),-0.650671 # DEPENDENCYPART_GRANDPAR
(6,3),(3,22),-0.655203 # DEPENDENCYPART_GRANDPAR
(6,3),(3,23),-0.809231 # DEPENDENCYPART_GRANDPAR
(6,3),(3,25),-0.633344 # DEPENDENCYPART_GRANDPAR
(6,3),(3,26),-0.712514 # DEPENDENCYPART_GRANDPAR
(6,3),(3,27),-0.653457 # DEPENDENCYPART_GRANDPAR
(6,3),(3,28),-0.749234 # DEPENDENCYPART_GRANDPAR
(6,3),(3,29),-1.18413 # DEPENDENCYPART_GRANDPAR
(6,3),(3,31),-0.825365 # DEPENDENCYPART_GRANDPAR
(6,3),(3,33),-1.01336 # DEPENDENCYPART_GRANDPAR
(6,3),(3,34),-1.51035 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.161724 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.15179 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.511402 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.177839 # DEPENDENCYPART_GRANDPAR
(6,5),(5,7),-0.760024 # DEPENDENCYPART_GRANDPAR
(6,5),(5,15),-0.741968 # DEPENDENCYPART_GRANDPAR
(6,5),(5,34),-1.46597 # DEPENDENCYPART_GRANDPAR
(6,8),(8,1),-0.57684 # DEPENDENCYPART_GRANDPAR
(6,8),(8,2),-0.550354 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-0.923502 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.575144 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.691558 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),-0.573135 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.245109 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.328034 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.0369157 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),-0.0418103 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),-0.347996 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),-0.511508 # DEPENDENCYPART_GRANDPAR
(6,8),(8,16),-0.327795 # DEPENDENCYPART_GRANDPAR
(6,8),(8,20),-0.343759 # DEPENDENCYPART_GRANDPAR
(6,8),(8,23),-0.532312 # DEPENDENCYPART_GRANDPAR
(6,8),(8,29),-0.858755 # DEPENDENCYPART_GRANDPAR
(6,8),(8,34),-1.12341 # DEPENDENCYPART_GRANDPAR
(6,10),(10,4),-0.600515 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-0.577473 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,8),-0.524054 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),-0.251226 # DEPENDENCYPART_GRANDPAR
(6,11),(11,1),-0.570843 # DEPENDENCYPART_GRANDPAR
(6,11),(11,2),-0.544648 # DEPENDENCYPART_GRANDPAR
(6,11),(11,3),-0.928069 # DEPENDENCYPART_GRANDPAR
(6,11),(11,5),-0.570354 # DEPENDENCYPART_GRANDPAR
(6,11),(11,6),-0.676423 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,11),(11,7),-0.512741 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),-0.58976 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),-0.285345 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),-0.255172 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),0.00637037 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),0.00147576 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),-0.459727 # DEPENDENCYPART_GRANDPAR
(6,11),(11,16),-0.327785 # DEPENDENCYPART_GRANDPAR
(6,11),(11,23),-0.532938 # DEPENDENCYPART_GRANDPAR
(6,11),(11,29),-0.806974 # DEPENDENCYPART_GRANDPAR
(6,11),(11,34),-1.15421 # DEPENDENCYPART_GRANDPAR
(6,12),(12,4),-0.647154 # DEPENDENCYPART_GRANDPAR
(6,12),(12,5),-0.596179 # DEPENDENCYPART_GRANDPAR
(6,12),(12,6),-0.52159 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,12),(12,7),-0.332592 # DEPENDENCYPART_GRANDPAR
(6,12),(12,9),-0.199546 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),-0.0606993 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),-0.132108 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),0.0891439 # DEPENDENCYPART_GRANDPAR
(6,13),(13,4),-0.647154 # DEPENDENCYPART_GRANDPAR
(6,13),(13,5),-0.596179 # DEPENDENCYPART_GRANDPAR
(6,13),(13,6),-0.521311 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,13),(13,7),-0.332312 # DEPENDENCYPART_GRANDPAR
(6,13),(13,8),-0.406832 # DEPENDENCYPART_GRANDPAR
(6,13),(13,9),-0.198987 # DEPENDENCYPART_GRANDPAR
(6,13),(13,10),-0.0601392 # DEPENDENCYPART_GRANDPAR
(6,13),(13,11),-0.131829 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),0.138698 # DEPENDENCYPART_GRANDPAR
(6,13),(13,14),-0.25895 # DEPENDENCYPART_GRANDPAR
(6,14),(14,3),-0.875566 # DEPENDENCYPART_GRANDPAR
(6,14),(14,7),-0.484169 # DEPENDENCYPART_GRANDPAR
(6,14),(14,8),-0.498232 # DEPENDENCYPART_GRANDPAR
(6,14),(14,10),-0.176358 # DEPENDENCYPART_GRANDPAR
(6,14),(14,11),-0.251316 # DEPENDENCYPART_GRANDPAR
(6,14),(14,12),0.00395711 # DEPENDENCYPART_GRANDPAR
(6,14),(14,13),-0.00351575 # DEPENDENCYPART_GRANDPAR
(6,14),(14,16),-0.263587 # DEPENDENCYPART_GRANDPAR
(6,14),(14,19),-0.397448 # DEPENDENCYPART_GRANDPAR
(6,14),(14,22),-0.203858 # DEPENDENCYPART_GRANDPAR
(6,14),(14,29),-0.764264 # DEPENDENCYPART_GRANDPAR
(6,15),(15,1),-0.581693 # DEPENDENCYPART_GRANDPAR
