# _root_ Mert csupán úgy adták elő a falhoz tapadó , földön vonagló vagy ölelkező " koreográfiákat " , amilyen szinten prózai színészektől kitelik .
#goldHeads=4,4,4,0,4,7,8,15,15,11,15,15,15,15,4,15,4,19,22,21,22,4,4,
#predictedHeads=4,4,4,0,4,7,8,15,4,11,15,15,15,15,4,15,4,22,20,21,22,4,4,
(12,14),(12,23),0.0306352 # DEPENDENCYPART_SIBL
(12,15),(12,19),-0.0274198 # DEPENDENCYPART_SIBL
(12,15),(12,22),-0.028309 # DEPENDENCYPART_SIBL
(12,15),(12,23),-0.0150007 # DEPENDENCYPART_SIBL
(12,19),(12,22),-0.0283137 # DEPENDENCYPART_SIBL
(12,19),(12,23),-0.0156435 # DEPENDENCYPART_SIBL
(12,22),(12,23),0.10144 # DEPENDENCYPART_SIBL
(13,1),(13,2),0.0537081 # DEPENDENCYPART_SIBL
(13,1),(13,3),0.0364282 # DEPENDENCYPART_SIBL
(13,1),(13,4),0.220822 # DEPENDENCYPART_SIBL
(13,1),(13,6),-0.0761953 # DEPENDENCYPART_SIBL
(13,1),(13,7),0.0419337 # DEPENDENCYPART_SIBL
(13,1),(13,8),0.0251302 # DEPENDENCYPART_SIBL
(13,1),(13,9),0.15974 # DEPENDENCYPART_SIBL
(13,1),(13,10),0.0392688 # DEPENDENCYPART_SIBL
(13,1),(13,11),0.0251302 # DEPENDENCYPART_SIBL
(13,1),(13,12),0.0440662 # DEPENDENCYPART_SIBL
(13,1),(13,14),-0.00730354 # DEPENDENCYPART_SIBL
(13,1),(13,15),0.000420277 # DEPENDENCYPART_SIBL
(13,1),(13,16),-0.00730354 # DEPENDENCYPART_SIBL
(13,1),(13,17),-0.00486055 # DEPENDENCYPART_SIBL
(13,1),(13,19),0.000113167 # DEPENDENCYPART_SIBL
(13,1),(13,20),0.00817832 # DEPENDENCYPART_SIBL
(13,1),(13,21),0.000420277 # DEPENDENCYPART_SIBL
(13,1),(13,22),-0.00824382 # DEPENDENCYPART_SIBL
(13,1),(13,23),0.0182588 # DEPENDENCYPART_SIBL
(13,2),(13,3),0.116115 # DEPENDENCYPART_SIBL
(13,2),(13,4),0.159775 # DEPENDENCYPART_SIBL
(13,2),(13,6),-0.0841793 # DEPENDENCYPART_SIBL
(13,2),(13,7),0.154934 # DEPENDENCYPART_SIBL
(13,2),(13,8),0.0819227 # DEPENDENCYPART_SIBL
(13,2),(13,9),0.0810882 # DEPENDENCYPART_SIBL
(13,2),(13,10),0.151707 # DEPENDENCYPART_SIBL
(13,2),(13,11),0.0819227 # DEPENDENCYPART_SIBL
(13,2),(13,12),0.17488 # DEPENDENCYPART_SIBL
(13,2),(13,14),0.0522353 # DEPENDENCYPART_SIBL
(13,2),(13,15),0.0350543 # DEPENDENCYPART_SIBL
(13,2),(13,16),0.0522353 # DEPENDENCYPART_SIBL
(13,2),(13,17),0.0350373 # DEPENDENCYPART_SIBL
(13,2),(13,19),0.0350543 # DEPENDENCYPART_SIBL
(13,2),(13,20),0.0357151 # DEPENDENCYPART_SIBL
(13,2),(13,21),0.0350543 # DEPENDENCYPART_SIBL
(13,2),(13,22),0.0215742 # DEPENDENCYPART_SIBL
(13,2),(13,23),0.0656283 # DEPENDENCYPART_SIBL
(13,3),(13,4),0.157949 # DEPENDENCYPART_SIBL
(13,3),(13,6),-0.0802059 # DEPENDENCYPART_SIBL
(13,3),(13,7),0.15183 # DEPENDENCYPART_SIBL
(13,3),(13,8),0.079163 # DEPENDENCYPART_SIBL
(13,3),(13,9),0.0705411 # DEPENDENCYPART_SIBL
(13,3),(13,10),0.148604 # DEPENDENCYPART_SIBL
(13,3),(13,11),0.079163 # DEPENDENCYPART_SIBL
(13,3),(13,12),0.172068 # DEPENDENCYPART_SIBL
(13,3),(13,14),0.0442477 # DEPENDENCYPART_SIBL
(13,3),(13,15),0.019771 # DEPENDENCYPART_SIBL
(13,3),(13,16),0.0442477 # DEPENDENCYPART_SIBL
(13,3),(13,17),0.0402788 # DEPENDENCYPART_SIBL
(13,3),(13,19),0.019771 # DEPENDENCYPART_SIBL
(13,3),(13,20),0.0315547 # DEPENDENCYPART_SIBL
(13,3),(13,21),0.019771 # DEPENDENCYPART_SIBL
(13,3),(13,22),0.034184 # DEPENDENCYPART_SIBL
(13,3),(13,23),0.0606545 # DEPENDENCYPART_SIBL
(13,4),(13,6),-0.0763022 # DEPENDENCYPART_SIBL
(13,4),(13,7),0.000602956 # DEPENDENCYPART_SIBL
(13,4),(13,8),-0.010624 # DEPENDENCYPART_SIBL
(13,4),(13,9),0.254393 # DEPENDENCYPART_SIBL
(13,4),(13,10),-0.00137628 # DEPENDENCYPART_SIBL
(13,4),(13,11),-0.010624 # DEPENDENCYPART_SIBL
(13,4),(13,12),0.101413 # DEPENDENCYPART_SIBL
(13,4),(13,14),0.0294916 # DEPENDENCYPART_SIBL
(13,4),(13,15),0.0592375 # DEPENDENCYPART_SIBL
(13,4),(13,16),0.0294916 # DEPENDENCYPART_SIBL
(13,4),(13,17),0.0233856 # DEPENDENCYPART_SIBL
(13,4),(13,19),0.0591762 # DEPENDENCYPART_SIBL
(13,4),(13,20),0.0384572 # DEPENDENCYPART_SIBL
(13,4),(13,21),0.0592375 # DEPENDENCYPART_SIBL
(13,4),(13,22),0.048687 # DEPENDENCYPART_SIBL
(13,4),(13,23),0.124086 # DEPENDENCYPART_SIBL
(13,6),(13,7),0.0679518 # DEPENDENCYPART_SIBL
(13,6),(13,8),0.0509195 # DEPENDENCYPART_SIBL
(13,6),(13,9),0.0398805 # DEPENDENCYPART_SIBL
(13,6),(13,10),0.0656891 # DEPENDENCYPART_SIBL
(13,6),(13,11),0.0509195 # DEPENDENCYPART_SIBL
(13,6),(13,12),0.0921059 # DEPENDENCYPART_SIBL
(13,6),(13,14),0.0593277 # DEPENDENCYPART_SIBL
(13,6),(13,15),0.0225869 # DEPENDENCYPART_SIBL
(13,6),(13,16),0.0593277 # DEPENDENCYPART_SIBL
(13,6),(13,17),-0.000880212 # DEPENDENCYPART_SIBL
(13,6),(13,19),0.0225869 # DEPENDENCYPART_SIBL
(13,6),(13,20),0.0370992 # DEPENDENCYPART_SIBL
(13,6),(13,21),0.0225869 # DEPENDENCYPART_SIBL
(13,6),(13,22),-0.00548556 # DEPENDENCYPART_SIBL
(13,6),(13,23),-0.0375479 # DEPENDENCYPART_SIBL
(13,7),(13,8),0.0266294 # DEPENDENCYPART_SIBL
(13,7),(13,9),0.282618 # DEPENDENCYPART_SIBL
(13,7),(13,10),0.0741388 # DEPENDENCYPART_SIBL
(13,7),(13,11),0.0266294 # DEPENDENCYPART_SIBL
(13,7),(13,12),0.356875 # DEPENDENCYPART_SIBL
(13,7),(13,14),0.0110767 # DEPENDENCYPART_SIBL
(13,7),(13,15),0.0205572 # DEPENDENCYPART_SIBL
(13,7),(13,16),0.0110767 # DEPENDENCYPART_SIBL
(13,7),(13,17),0.0211606 # DEPENDENCYPART_SIBL
(13,7),(13,19),0.0202308 # DEPENDENCYPART_SIBL
(13,7),(13,20),0.0433031 # DEPENDENCYPART_SIBL
(13,7),(13,21),0.0205572 # DEPENDENCYPART_SIBL
(13,7),(13,22),0.0108504 # DEPENDENCYPART_SIBL
(13,7),(13,23),0.0621801 # DEPENDENCYPART_SIBL
(13,8),(13,9),0.257201 # DEPENDENCYPART_SIBL
(13,8),(13,10),0.0116085 # DEPENDENCYPART_SIBL
(13,8),(13,11),0.0336596 # DEPENDENCYPART_SIBL
(13,8),(13,12),0.241192 # DEPENDENCYPART_SIBL
(13,8),(13,14),0.0472924 # DEPENDENCYPART_SIBL
(13,8),(13,15),0.0225794 # DEPENDENCYPART_SIBL
(13,8),(13,16),0.0472924 # DEPENDENCYPART_SIBL
(13,8),(13,17),-0.0162773 # DEPENDENCYPART_SIBL
(13,8),(13,19),0.0225794 # DEPENDENCYPART_SIBL
(13,8),(13,20),0.0032229 # DEPENDENCYPART_SIBL
(13,8),(13,21),0.0225794 # DEPENDENCYPART_SIBL
(13,8),(13,22),-0.0155444 # DEPENDENCYPART_SIBL
(13,8),(13,23),-0.00976971 # DEPENDENCYPART_SIBL
(13,9),(13,10),0.044751 # DEPENDENCYPART_SIBL
(13,9),(13,11),0.0242569 # DEPENDENCYPART_SIBL
(13,9),(13,12),0.213519 # DEPENDENCYPART_SIBL
(13,9),(13,14),-0.000281135 # DEPENDENCYPART_SIBL
(13,9),(13,15),0.0206321 # DEPENDENCYPART_SIBL
(13,9),(13,16),-0.000281135 # DEPENDENCYPART_SIBL
(13,9),(13,17),-0.0431696 # DEPENDENCYPART_SIBL
(13,9),(13,19),0.0206251 # DEPENDENCYPART_SIBL
(13,9),(13,20),-0.005666 # DEPENDENCYPART_SIBL
(13,9),(13,21),0.0206321 # DEPENDENCYPART_SIBL
(13,9),(13,22),-0.0220022 # DEPENDENCYPART_SIBL
(13,9),(13,23),0.0204113 # DEPENDENCYPART_SIBL
(13,10),(13,11),0.0264769 # DEPENDENCYPART_SIBL
(13,10),(13,12),0.354961 # DEPENDENCYPART_SIBL
(13,10),(13,14),0.00937986 # DEPENDENCYPART_SIBL
(13,10),(13,15),0.020429 # DEPENDENCYPART_SIBL
(13,10),(13,16),0.00937986 # DEPENDENCYPART_SIBL
(13,10),(13,17),0.0186086 # DEPENDENCYPART_SIBL
(13,10),(13,19),0.0201026 # DEPENDENCYPART_SIBL
(13,10),(13,20),0.0432092 # DEPENDENCYPART_SIBL
(13,10),(13,21),0.020429 # DEPENDENCYPART_SIBL
(13,10),(13,22),0.0132602 # DEPENDENCYPART_SIBL
(13,10),(13,23),0.0614951 # DEPENDENCYPART_SIBL
(13,11),(13,12),0.241192 # DEPENDENCYPART_SIBL
(13,11),(13,14),0.0472924 # DEPENDENCYPART_SIBL
(13,11),(13,15),0.0225794 # DEPENDENCYPART_SIBL
(13,11),(13,16),0.0472924 # DEPENDENCYPART_SIBL
(13,11),(13,17),-0.0162773 # DEPENDENCYPART_SIBL
(13,11),(13,19),0.0225794 # DEPENDENCYPART_SIBL
(13,11),(13,20),0.0032229 # DEPENDENCYPART_SIBL
(13,11),(13,21),0.0225794 # DEPENDENCYPART_SIBL
(13,11),(13,22),-0.0155444 # DEPENDENCYPART_SIBL
(13,11),(13,23),-0.00976971 # DEPENDENCYPART_SIBL
(13,12),(13,14),-0.0319426 # DEPENDENCYPART_SIBL
(13,12),(13,15),-0.0037222 # DEPENDENCYPART_SIBL
(13,12),(13,16),-0.0319426 # DEPENDENCYPART_SIBL
(13,12),(13,17),-0.051291 # DEPENDENCYPART_SIBL
(13,12),(13,19),-0.00402931 # DEPENDENCYPART_SIBL
(13,12),(13,20),0.0116127 # DEPENDENCYPART_SIBL
(13,12),(13,21),-0.0037222 # DEPENDENCYPART_SIBL
(13,12),(13,22),-0.00607637 # DEPENDENCYPART_SIBL
(13,12),(13,23),0.027796 # DEPENDENCYPART_SIBL
(13,14),(13,15),0.00740767 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.0500075 # DEPENDENCYPART_SIBL
(13,14),(13,17),-0.0558607 # DEPENDENCYPART_SIBL
(13,14),(13,19),0.00708485 # DEPENDENCYPART_SIBL
(13,14),(13,20),0.014402 # DEPENDENCYPART_SIBL
(13,14),(13,21),0.00740767 # DEPENDENCYPART_SIBL
(13,14),(13,22),0.110896 # DEPENDENCYPART_SIBL
(13,14),(13,23),0.0113038 # DEPENDENCYPART_SIBL
(13,15),(13,16),-0.00138767 # DEPENDENCYPART_SIBL
(13,15),(13,17),0.0904807 # DEPENDENCYPART_SIBL
(13,15),(13,19),-0.000574103 # DEPENDENCYPART_SIBL
(13,15),(13,20),0.0301087 # DEPENDENCYPART_SIBL
(13,15),(13,21),-0.000574103 # DEPENDENCYPART_SIBL
(13,15),(13,22),0.0437356 # DEPENDENCYPART_SIBL
(13,15),(13,23),0.0136211 # DEPENDENCYPART_SIBL
(13,16),(13,17),-0.0558607 # DEPENDENCYPART_SIBL
(13,16),(13,19),0.00708485 # DEPENDENCYPART_SIBL
(13,16),(13,20),0.014402 # DEPENDENCYPART_SIBL
(13,16),(13,21),0.00740767 # DEPENDENCYPART_SIBL
(13,16),(13,22),0.110896 # DEPENDENCYPART_SIBL
(13,16),(13,23),0.0113038 # DEPENDENCYPART_SIBL
(13,17),(13,19),0.161754 # DEPENDENCYPART_SIBL
(13,17),(13,20),0.116213 # DEPENDENCYPART_SIBL
(13,17),(13,21),0.162399 # DEPENDENCYPART_SIBL
(13,17),(13,22),0.377582 # DEPENDENCYPART_SIBL
(13,17),(13,23),0.0898977 # DEPENDENCYPART_SIBL
(13,19),(13,20),0.0301064 # DEPENDENCYPART_SIBL
(13,19),(13,21),-0.000574104 # DEPENDENCYPART_SIBL
(13,19),(13,22),0.0437356 # DEPENDENCYPART_SIBL
(13,19),(13,23),0.0129878 # DEPENDENCYPART_SIBL
(13,20),(13,21),0.00649892 # DEPENDENCYPART_SIBL
(13,20),(13,22),0.0291025 # DEPENDENCYPART_SIBL
(13,20),(13,23),0.000824751 # DEPENDENCYPART_SIBL
(13,21),(13,22),0.0437356 # DEPENDENCYPART_SIBL
(13,21),(13,23),0.0136211 # DEPENDENCYPART_SIBL
(13,22),(13,23),0.0759838 # DEPENDENCYPART_SIBL
(15,1),(15,6),-0.379132 # DEPENDENCYPART_SIBL
(15,1),(15,7),-0.0285742 # DEPENDENCYPART_SIBL
(15,1),(15,8),-0.0499562 # DEPENDENCYPART_SIBL
(15,1),(15,9),0.0927272 # DEPENDENCYPART_SIBL
(15,1),(15,10),-0.0288124 # DEPENDENCYPART_SIBL
(15,1),(15,11),-0.0499562 # DEPENDENCYPART_SIBL
(15,1),(15,12),0.0679194 # DEPENDENCYPART_SIBL
(15,1),(15,13),-0.0499562 # DEPENDENCYPART_SIBL
(15,1),(15,14),0.0309798 # DEPENDENCYPART_SIBL
(15,1),(15,16),0.0395077 # DEPENDENCYPART_SIBL
(15,1),(15,17),0.00437057 # DEPENDENCYPART_SIBL
(15,1),(15,19),-0.0133919 # DEPENDENCYPART_SIBL
(15,1),(15,20),0.0331582 # DEPENDENCYPART_SIBL
(15,1),(15,21),-0.0130848 # DEPENDENCYPART_SIBL
(15,1),(15,22),0.0204505 # DEPENDENCYPART_SIBL
(15,1),(15,23),0.0846219 # DEPENDENCYPART_SIBL
(15,6),(15,7),0.0129962 # DEPENDENCYPART_SIBL
(15,6),(15,8),0.155843 # DEPENDENCYPART_SIBL
(15,6),(15,9),0.190771 # DEPENDENCYPART_SIBL
(15,6),(15,10),0.0128485 # DEPENDENCYPART_SIBL
(15,6),(15,11),0.155843 # DEPENDENCYPART_SIBL
(15,6),(15,12),0.179405 # DEPENDENCYPART_SIBL
(15,6),(15,13),0.155843 # DEPENDENCYPART_SIBL
(15,6),(15,14),0.361265 # DEPENDENCYPART_SIBL
(15,6),(15,16),0.118008 # DEPENDENCYPART_SIBL
(15,6),(15,17),-0.00907785 # DEPENDENCYPART_SIBL
(15,6),(15,19),-0.00331961 # DEPENDENCYPART_SIBL
(15,6),(15,20),0.00427239 # DEPENDENCYPART_SIBL
(15,6),(15,21),-0.00331961 # DEPENDENCYPART_SIBL
(15,6),(15,22),0.0086177 # DEPENDENCYPART_SIBL
(15,6),(15,23),-0.0285178 # DEPENDENCYPART_SIBL
(15,7),(15,8),0.0462258 # DEPENDENCYPART_SIBL
(15,7),(15,9),0.641687 # DEPENDENCYPART_SIBL
(15,7),(15,10),-0.0188428 # DEPENDENCYPART_SIBL
(15,7),(15,11),0.0462258 # DEPENDENCYPART_SIBL
(15,7),(15,12),0.672687 # DEPENDENCYPART_SIBL
(15,7),(15,13),0.0462258 # DEPENDENCYPART_SIBL
(15,7),(15,14),0.2264 # DEPENDENCYPART_SIBL
(15,7),(15,16),0.0131405 # DEPENDENCYPART_SIBL
(15,7),(15,17),-0.00283849 # DEPENDENCYPART_SIBL
(15,7),(15,19),0.00305212 # DEPENDENCYPART_SIBL
(15,7),(15,20),0.0446881 # DEPENDENCYPART_SIBL
(15,7),(15,21),0.00337853 # DEPENDENCYPART_SIBL
(15,7),(15,22),0.00765816 # DEPENDENCYPART_SIBL
(15,7),(15,23),0.041682 # DEPENDENCYPART_SIBL
(15,8),(15,9),0.440921 # DEPENDENCYPART_SIBL
(15,8),(15,10),-0.00307534 # DEPENDENCYPART_SIBL
(15,8),(15,11),0.00535244 # DEPENDENCYPART_SIBL
(15,8),(15,12),0.430139 # DEPENDENCYPART_SIBL
(15,8),(15,13),0.00535244 # DEPENDENCYPART_SIBL
(15,8),(15,14),0.237265 # DEPENDENCYPART_SIBL
(15,8),(15,16),0.129943 # DEPENDENCYPART_SIBL
(15,8),(15,17),-0.0329118 # DEPENDENCYPART_SIBL
(15,8),(15,19),-0.00411379 # DEPENDENCYPART_SIBL
(15,8),(15,20),0.000216547 # DEPENDENCYPART_SIBL
(15,8),(15,21),-0.00411379 # DEPENDENCYPART_SIBL
(15,8),(15,22),-0.0400735 # DEPENDENCYPART_SIBL
(15,8),(15,23),-0.00425058 # DEPENDENCYPART_SIBL
(15,9),(15,10),0.0551011 # DEPENDENCYPART_SIBL
(15,9),(15,11),0.0253304 # DEPENDENCYPART_SIBL
(15,9),(15,12),0.397369 # DEPENDENCYPART_SIBL
(15,9),(15,13),0.0253304 # DEPENDENCYPART_SIBL
(15,9),(15,14),-0.0935034 # DEPENDENCYPART_SIBL
(15,9),(15,16),0.0483807 # DEPENDENCYPART_SIBL
(15,9),(15,17),-0.0346477 # DEPENDENCYPART_SIBL
(15,9),(15,19),-0.00845161 # DEPENDENCYPART_SIBL
(15,9),(15,20),-0.00378308 # DEPENDENCYPART_SIBL
(15,9),(15,21),-0.00844461 # DEPENDENCYPART_SIBL
(15,9),(15,22),-0.0278874 # DEPENDENCYPART_SIBL
(15,9),(15,23),0.0238545 # DEPENDENCYPART_SIBL
(15,10),(15,11),0.0461668 # DEPENDENCYPART_SIBL
(15,10),(15,12),0.670868 # DEPENDENCYPART_SIBL
(15,10),(15,13),0.0461668 # DEPENDENCYPART_SIBL
(15,10),(15,14),0.225201 # DEPENDENCYPART_SIBL
(15,10),(15,16),0.0114472 # DEPENDENCYPART_SIBL
(15,10),(15,17),-0.0053867 # DEPENDENCYPART_SIBL
(15,10),(15,19),0.00292903 # DEPENDENCYPART_SIBL
(15,10),(15,20),0.0445976 # DEPENDENCYPART_SIBL
(15,10),(15,21),0.00325544 # DEPENDENCYPART_SIBL
(15,10),(15,22),0.0100712 # DEPENDENCYPART_SIBL
(15,10),(15,23),0.0410021 # DEPENDENCYPART_SIBL
(15,11),(15,12),0.430139 # DEPENDENCYPART_SIBL
(15,11),(15,13),0.00535244 # DEPENDENCYPART_SIBL
(15,11),(15,14),0.237265 # DEPENDENCYPART_SIBL
(15,11),(15,16),0.129943 # DEPENDENCYPART_SIBL
(15,11),(15,17),-0.0329118 # DEPENDENCYPART_SIBL
(15,11),(15,19),-0.00411379 # DEPENDENCYPART_SIBL
(15,11),(15,20),0.000216547 # DEPENDENCYPART_SIBL
(15,11),(15,21),-0.00411379 # DEPENDENCYPART_SIBL
(15,11),(15,22),-0.0400735 # DEPENDENCYPART_SIBL
(15,11),(15,23),-0.00425058 # DEPENDENCYPART_SIBL
(15,12),(15,13),-0.0247679 # DEPENDENCYPART_SIBL
(15,12),(15,14),-0.0205395 # DEPENDENCYPART_SIBL
(15,12),(15,16),0.027765 # DEPENDENCYPART_SIBL
(15,12),(15,17),-0.0328602 # DEPENDENCYPART_SIBL
(15,12),(15,19),-0.0158601 # DEPENDENCYPART_SIBL
(15,12),(15,20),0.0446408 # DEPENDENCYPART_SIBL
(15,12),(15,21),-0.0155529 # DEPENDENCYPART_SIBL
(15,12),(15,22),0.0248084 # DEPENDENCYPART_SIBL
(15,12),(15,23),0.082308 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.237265 # DEPENDENCYPART_SIBL
(15,13),(15,16),0.129943 # DEPENDENCYPART_SIBL
(15,13),(15,17),-0.0329118 # DEPENDENCYPART_SIBL
(15,13),(15,19),-0.00411379 # DEPENDENCYPART_SIBL
(15,13),(15,20),0.000216547 # DEPENDENCYPART_SIBL
(15,13),(15,21),-0.00411379 # DEPENDENCYPART_SIBL
(15,13),(15,22),-0.0400735 # DEPENDENCYPART_SIBL
(15,13),(15,23),-0.00425058 # DEPENDENCYPART_SIBL
(15,14),(15,16),0.616632 # DEPENDENCYPART_SIBL
(15,14),(15,17),0.0607558 # DEPENDENCYPART_SIBL
(15,14),(15,19),-0.0116243 # DEPENDENCYPART_SIBL
(15,14),(15,20),0.0271429 # DEPENDENCYPART_SIBL
(15,14),(15,21),-0.0116208 # DEPENDENCYPART_SIBL
(15,14),(15,22),-0.0134393 # DEPENDENCYPART_SIBL
(15,14),(15,23),-0.0142176 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.0349967 # DEPENDENCYPART_SIBL
(15,16),(15,19),0.0698607 # DEPENDENCYPART_SIBL
(15,16),(15,20),0.0264155 # DEPENDENCYPART_SIBL
(15,16),(15,21),0.0701835 # DEPENDENCYPART_SIBL
(15,16),(15,22),0.135197 # DEPENDENCYPART_SIBL
(15,16),(15,23),0.0261875 # DEPENDENCYPART_SIBL
(15,17),(15,19),0.342336 # DEPENDENCYPART_SIBL
(15,17),(15,20),0.153217 # DEPENDENCYPART_SIBL
(15,17),(15,21),0.342981 # DEPENDENCYPART_SIBL
(15,17),(15,22),0.425607 # DEPENDENCYPART_SIBL
(15,17),(15,23),0.0787788 # DEPENDENCYPART_SIBL
(15,19),(15,20),0.061155 # DEPENDENCYPART_SIBL
(15,19),(15,21),0.00471393 # DEPENDENCYPART_SIBL
(15,19),(15,22),0.058216 # DEPENDENCYPART_SIBL
(15,19),(15,23),0.0479318 # DEPENDENCYPART_SIBL
(15,20),(15,21),0.0546583 # DEPENDENCYPART_SIBL
(15,20),(15,22),0.0558156 # DEPENDENCYPART_SIBL
(15,20),(15,23),0.105797 # DEPENDENCYPART_SIBL
(15,21),(15,22),0.058216 # DEPENDENCYPART_SIBL
(15,21),(15,23),0.0485651 # DEPENDENCYPART_SIBL
(15,22),(15,23),0.211166 # DEPENDENCYPART_SIBL
(18,19),(18,20),0.0930118 # DEPENDENCYPART_SIBL
(18,19),(18,21),0.00794686 # DEPENDENCYPART_SIBL
(18,20),(18,21),0.0119415 # DEPENDENCYPART_SIBL
(19,6),(19,8),0.160423 # DEPENDENCYPART_SIBL
(19,6),(19,11),0.160423 # DEPENDENCYPART_SIBL
(19,6),(19,12),0.181228 # DEPENDENCYPART_SIBL
(19,6),(19,13),0.160423 # DEPENDENCYPART_SIBL
(19,6),(19,14),0.363089 # DEPENDENCYPART_SIBL
(19,6),(19,15),0.0148249 # DEPENDENCYPART_SIBL
(19,6),(19,16),0.363089 # DEPENDENCYPART_SIBL
(19,6),(19,17),0.192592 # DEPENDENCYPART_SIBL
(19,6),(19,18),0.000346767 # DEPENDENCYPART_SIBL
(19,6),(19,20),0.00288295 # DEPENDENCYPART_SIBL
(19,6),(19,21),-0.00745894 # DEPENDENCYPART_SIBL
(19,8),(19,11),0.00626904 # DEPENDENCYPART_SIBL
(19,8),(19,12),0.430137 # DEPENDENCYPART_SIBL
(19,8),(19,13),0.00626904 # DEPENDENCYPART_SIBL
(19,8),(19,14),0.237263 # DEPENDENCYPART_SIBL
(19,8),(19,15),-0.0030741 # DEPENDENCYPART_SIBL
(19,8),(19,16),0.237263 # DEPENDENCYPART_SIBL
(19,8),(19,17),0.440917 # DEPENDENCYPART_SIBL
(19,8),(19,18),-0.00250343 # DEPENDENCYPART_SIBL
(19,8),(19,20),-0.000476026 # DEPENDENCYPART_SIBL
(19,8),(19,21),-0.00686719 # DEPENDENCYPART_SIBL
(19,11),(19,12),0.430137 # DEPENDENCYPART_SIBL
(19,11),(19,13),0.00626904 # DEPENDENCYPART_SIBL
(19,11),(19,14),0.237263 # DEPENDENCYPART_SIBL
(19,11),(19,15),-0.0030741 # DEPENDENCYPART_SIBL
(19,11),(19,16),0.237263 # DEPENDENCYPART_SIBL
(19,11),(19,17),0.440917 # DEPENDENCYPART_SIBL
(19,11),(19,18),-0.00250343 # DEPENDENCYPART_SIBL
(19,11),(19,20),-0.000476026 # DEPENDENCYPART_SIBL
(19,11),(19,21),-0.00686719 # DEPENDENCYPART_SIBL
(19,12),(19,13),-0.0238513 # DEPENDENCYPART_SIBL
(19,12),(19,14),-0.0205414 # DEPENDENCYPART_SIBL
(19,12),(19,15),0.0141049 # DEPENDENCYPART_SIBL
(19,12),(19,16),-0.0205414 # DEPENDENCYPART_SIBL
(19,12),(19,17),0.03512 # DEPENDENCYPART_SIBL
(19,12),(19,18),-0.0212857 # DEPENDENCYPART_SIBL
(19,12),(19,20),0.044637 # DEPENDENCYPART_SIBL
(19,12),(19,21),-0.016931 # DEPENDENCYPART_SIBL
(19,13),(19,14),0.237263 # DEPENDENCYPART_SIBL
(19,13),(19,15),-0.0030741 # DEPENDENCYPART_SIBL
(19,13),(19,16),0.237263 # DEPENDENCYPART_SIBL
(19,13),(19,17),0.440917 # DEPENDENCYPART_SIBL
(19,13),(19,18),-0.00250343 # DEPENDENCYPART_SIBL
(19,13),(19,20),-0.000476026 # DEPENDENCYPART_SIBL
(19,13),(19,21),-0.00686719 # DEPENDENCYPART_SIBL
(19,14),(19,15),0.0232743 # DEPENDENCYPART_SIBL
(19,14),(19,16),0.138497 # DEPENDENCYPART_SIBL
(19,14),(19,17),0.0127268 # DEPENDENCYPART_SIBL
(19,14),(19,18),-0.0186873 # DEPENDENCYPART_SIBL
(19,14),(19,20),0.0271396 # DEPENDENCYPART_SIBL
(19,14),(19,21),-0.0129984 # DEPENDENCYPART_SIBL
(19,15),(19,16),0.226397 # DEPENDENCYPART_SIBL
(19,15),(19,17),0.641683 # DEPENDENCYPART_SIBL
(19,15),(19,18),0.0490026 # DEPENDENCYPART_SIBL
(19,15),(19,20),0.044688 # DEPENDENCYPART_SIBL
(19,15),(19,21),0.00200421 # DEPENDENCYPART_SIBL
(19,16),(19,17),0.0127268 # DEPENDENCYPART_SIBL
(19,16),(19,18),-0.0186873 # DEPENDENCYPART_SIBL
(19,16),(19,20),0.0271396 # DEPENDENCYPART_SIBL
(19,16),(19,21),-0.0129984 # DEPENDENCYPART_SIBL
(19,17),(19,18),-0.0291359 # DEPENDENCYPART_SIBL
(19,17),(19,20),-0.00378963 # DEPENDENCYPART_SIBL
(19,17),(19,21),-0.00982547 # DEPENDENCYPART_SIBL
(19,18),(19,20),0.00558018 # DEPENDENCYPART_SIBL
(19,18),(19,21),0.00372946 # DEPENDENCYPART_SIBL
(19,20),(19,21),0.0546488 # DEPENDENCYPART_SIBL
(20,3),(20,7),0.15183 # DEPENDENCYPART_SIBL
(20,3),(20,10),0.148604 # DEPENDENCYPART_SIBL
(20,3),(20,11),0.079163 # DEPENDENCYPART_SIBL
(20,3),(20,12),0.172068 # DEPENDENCYPART_SIBL
(20,3),(20,13),0.079163 # DEPENDENCYPART_SIBL
(20,3),(20,14),0.0104282 # DEPENDENCYPART_SIBL
(20,3),(20,15),0.15183 # DEPENDENCYPART_SIBL
(20,3),(20,16),0.0104282 # DEPENDENCYPART_SIBL
(20,3),(20,17),0.0705411 # DEPENDENCYPART_SIBL
(20,3),(20,18),0.105468 # DEPENDENCYPART_SIBL
(20,3),(20,19),0.151777 # DEPENDENCYPART_SIBL
(20,7),(20,10),0.0741388 # DEPENDENCYPART_SIBL
(20,7),(20,11),0.0266294 # DEPENDENCYPART_SIBL
(20,7),(20,12),0.356875 # DEPENDENCYPART_SIBL
(20,7),(20,13),0.0266294 # DEPENDENCYPART_SIBL
(20,7),(20,14),0.0895525 # DEPENDENCYPART_SIBL
