# _root_ Nem volt nagy , ám a másodikhoz már elkelt a segítség , én nyúltam alá a merítőhálóval .
#goldHeads=2,5,2,5,0,7,9,9,5,11,9,5,14,5,14,17,14,5,
#predictedHeads=2,5,2,5,0,7,9,9,5,11,9,9,14,5,14,17,14,5,
(14,10),(14,13),-0.0835978 # DEPENDENCYPART_SIBL
(14,10),(14,15),0.00542289 # DEPENDENCYPART_SIBL
(14,10),(14,16),0.0223062 # DEPENDENCYPART_SIBL
(14,10),(14,17),-0.0245112 # DEPENDENCYPART_SIBL
(14,10),(14,18),-0.0634118 # DEPENDENCYPART_SIBL
(14,11),(14,12),0.0945006 # DEPENDENCYPART_SIBL
(14,11),(14,13),-0.0622739 # DEPENDENCYPART_SIBL
(14,11),(14,15),0.0110411 # DEPENDENCYPART_SIBL
(14,11),(14,16),-0.0181239 # DEPENDENCYPART_SIBL
(14,11),(14,17),-0.00808064 # DEPENDENCYPART_SIBL
(14,11),(14,18),0.0149776 # DEPENDENCYPART_SIBL
(14,12),(14,13),-0.0245776 # DEPENDENCYPART_SIBL
(14,12),(14,15),0.0121185 # DEPENDENCYPART_SIBL
(14,12),(14,16),-0.0116264 # DEPENDENCYPART_SIBL
(14,12),(14,17),-0.0180136 # DEPENDENCYPART_SIBL
(14,12),(14,18),0.0213227 # DEPENDENCYPART_SIBL
(14,13),(14,15),0.011708 # DEPENDENCYPART_SIBL
(14,13),(14,16),-0.016222 # DEPENDENCYPART_SIBL
(14,13),(14,17),-0.00476147 # DEPENDENCYPART_SIBL
(14,13),(14,18),-0.00609019 # DEPENDENCYPART_SIBL
(14,15),(14,16),0.0383103 # DEPENDENCYPART_SIBL
(14,15),(14,17),0.0321385 # DEPENDENCYPART_SIBL
(14,15),(14,18),0.000415773 # DEPENDENCYPART_SIBL
(14,16),(14,17),0.0110333 # DEPENDENCYPART_SIBL
(14,16),(14,18),-0.0284786 # DEPENDENCYPART_SIBL
(14,17),(14,18),-1.62179e-05 # DEPENDENCYPART_SIBL
(15,2),(15,3),0.108281 # DEPENDENCYPART_SIBL
(15,2),(15,4),0.483345 # DEPENDENCYPART_SIBL
(15,2),(15,5),0.131898 # DEPENDENCYPART_SIBL
(15,2),(15,7),0.0971334 # DEPENDENCYPART_SIBL
(15,2),(15,9),0.126957 # DEPENDENCYPART_SIBL
(15,2),(15,11),0.0971334 # DEPENDENCYPART_SIBL
(15,2),(15,12),0.483345 # DEPENDENCYPART_SIBL
(15,2),(15,13),0.112607 # DEPENDENCYPART_SIBL
(15,2),(15,14),0.126957 # DEPENDENCYPART_SIBL
(15,2),(15,17),0.102104 # DEPENDENCYPART_SIBL
(15,2),(15,18),0.108324 # DEPENDENCYPART_SIBL
(15,3),(15,4),0.206257 # DEPENDENCYPART_SIBL
(15,3),(15,5),0.144206 # DEPENDENCYPART_SIBL
(15,3),(15,7),0.0545291 # DEPENDENCYPART_SIBL
(15,3),(15,9),0.0970866 # DEPENDENCYPART_SIBL
(15,3),(15,11),0.0545291 # DEPENDENCYPART_SIBL
(15,3),(15,12),0.206257 # DEPENDENCYPART_SIBL
(15,3),(15,13),0.0376669 # DEPENDENCYPART_SIBL
(15,3),(15,14),0.0970866 # DEPENDENCYPART_SIBL
(15,3),(15,17),0.117064 # DEPENDENCYPART_SIBL
(15,3),(15,18),0.0518658 # DEPENDENCYPART_SIBL
(15,4),(15,5),0.175041 # DEPENDENCYPART_SIBL
(15,4),(15,7),-0.000340144 # DEPENDENCYPART_SIBL
(15,4),(15,9),0.167426 # DEPENDENCYPART_SIBL
(15,4),(15,11),-0.000487595 # DEPENDENCYPART_SIBL
(15,4),(15,12),0.0875304 # DEPENDENCYPART_SIBL
(15,4),(15,13),0.016198 # DEPENDENCYPART_SIBL
(15,4),(15,14),0.167426 # DEPENDENCYPART_SIBL
(15,4),(15,17),0.0486107 # DEPENDENCYPART_SIBL
(15,4),(15,18),0.0229561 # DEPENDENCYPART_SIBL
(15,5),(15,7),0.0771009 # DEPENDENCYPART_SIBL
(15,5),(15,9),0.246618 # DEPENDENCYPART_SIBL
(15,5),(15,11),0.0771009 # DEPENDENCYPART_SIBL
(15,5),(15,12),0.265857 # DEPENDENCYPART_SIBL
(15,5),(15,13),0.101076 # DEPENDENCYPART_SIBL
(15,5),(15,14),0.246618 # DEPENDENCYPART_SIBL
(15,5),(15,17),0.0668802 # DEPENDENCYPART_SIBL
(15,5),(15,18),0.0932842 # DEPENDENCYPART_SIBL
(15,7),(15,9),0.0825947 # DEPENDENCYPART_SIBL
(15,7),(15,11),0.0375857 # DEPENDENCYPART_SIBL
(15,7),(15,12),0.23375 # DEPENDENCYPART_SIBL
(15,7),(15,13),0.00939501 # DEPENDENCYPART_SIBL
(15,7),(15,14),0.0825947 # DEPENDENCYPART_SIBL
(15,7),(15,17),0.0962791 # DEPENDENCYPART_SIBL
(15,7),(15,18),0.0212338 # DEPENDENCYPART_SIBL
(15,9),(15,11),0.104361 # DEPENDENCYPART_SIBL
(15,9),(15,12),0.44839 # DEPENDENCYPART_SIBL
(15,9),(15,13),0.120828 # DEPENDENCYPART_SIBL
(15,9),(15,14),0.122238 # DEPENDENCYPART_SIBL
(15,9),(15,17),0.0910912 # DEPENDENCYPART_SIBL
(15,9),(15,18),0.11952 # DEPENDENCYPART_SIBL
(15,11),(15,12),0.2329 # DEPENDENCYPART_SIBL
(15,11),(15,13),0.00939501 # DEPENDENCYPART_SIBL
(15,11),(15,14),0.0824492 # DEPENDENCYPART_SIBL
(15,11),(15,17),0.0962646 # DEPENDENCYPART_SIBL
(15,11),(15,18),0.0239361 # DEPENDENCYPART_SIBL
(15,12),(15,13),0.016198 # DEPENDENCYPART_SIBL
(15,12),(15,14),0.167426 # DEPENDENCYPART_SIBL
(15,12),(15,17),0.0486107 # DEPENDENCYPART_SIBL
(15,12),(15,18),0.0229561 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.145651 # DEPENDENCYPART_SIBL
(15,13),(15,17),0.240641 # DEPENDENCYPART_SIBL
(15,13),(15,18),0.115203 # DEPENDENCYPART_SIBL
(15,14),(15,17),0.0910912 # DEPENDENCYPART_SIBL
(15,14),(15,18),0.11952 # DEPENDENCYPART_SIBL
(15,17),(15,18),0.0195075 # DEPENDENCYPART_SIBL
(17,10),(17,13),0.00981964 # DEPENDENCYPART_SIBL
(17,10),(17,15),0.0268842 # DEPENDENCYPART_SIBL
(17,10),(17,16),-0.662013 # DEPENDENCYPART_SIBL
(17,13),(17,15),0.0888519 # DEPENDENCYPART_SIBL
(17,13),(17,16),0.0500927 # DEPENDENCYPART_SIBL
(17,15),(17,16),-0.413337 # DEPENDENCYPART_SIBL
(0,1),(1,2),0.846806 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),0.258086 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),0.336262 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),0.320147 # DEPENDENCYPART_GRANDPAR
(0,1),(1,7),-0.168501 # DEPENDENCYPART_GRANDPAR
(0,1),(1,9),0.413849 # DEPENDENCYPART_GRANDPAR
(0,1),(1,11),-0.166083 # DEPENDENCYPART_GRANDPAR
(0,1),(1,12),0.318518 # DEPENDENCYPART_GRANDPAR
(0,1),(1,14),0.374694 # DEPENDENCYPART_GRANDPAR
(0,1),(1,18),1.65638 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.233665 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),0.252742 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),0.264435 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),0.270787 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),-0.582927 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),-0.0812955 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),0.00923364 # DEPENDENCYPART_GRANDPAR
(0,2),(2,9),0.412893 # DEPENDENCYPART_GRANDPAR
(0,2),(2,10),-0.659445 # DEPENDENCYPART_GRANDPAR
(0,2),(2,11),-0.0781328 # DEPENDENCYPART_GRANDPAR
(0,2),(2,12),0.246691 # DEPENDENCYPART_GRANDPAR
(0,2),(2,14),0.373738 # DEPENDENCYPART_GRANDPAR
(0,2),(2,15),-0.00880658 # DEPENDENCYPART_GRANDPAR
(0,2),(2,17),0.0592713 # DEPENDENCYPART_GRANDPAR
(0,2),(2,18),2.03458 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.526921 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),0.943431 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),0.294726 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),0.237107 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),-0.20719 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),0.451707 # DEPENDENCYPART_GRANDPAR
(0,3),(3,11),-0.204028 # DEPENDENCYPART_GRANDPAR
(0,3),(3,12),0.276982 # DEPENDENCYPART_GRANDPAR
(0,3),(3,14),0.412552 # DEPENDENCYPART_GRANDPAR
(0,3),(3,17),-0.0666234 # DEPENDENCYPART_GRANDPAR
(0,3),(3,18),1.65083 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),0.559164 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),1.06708 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),0.301549 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),0.682553 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),-0.504208 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),-0.137448 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),0.0737812 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),0.72571 # DEPENDENCYPART_GRANDPAR
(0,5),(5,11),-0.134285 # DEPENDENCYPART_GRANDPAR
(0,5),(5,12),0.234086 # DEPENDENCYPART_GRANDPAR
(0,5),(5,14),0.686555 # DEPENDENCYPART_GRANDPAR
(0,5),(5,17),0.00311905 # DEPENDENCYPART_GRANDPAR
(0,5),(5,18),2.09997 # DEPENDENCYPART_GRANDPAR
(0,9),(9,1),0.249067 # DEPENDENCYPART_GRANDPAR
(0,9),(9,2),0.664276 # DEPENDENCYPART_GRANDPAR
(0,9),(9,3),0.140743 # DEPENDENCYPART_GRANDPAR
(0,9),(9,4),0.109552 # DEPENDENCYPART_GRANDPAR
(0,9),(9,5),0.242528 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),-0.912211 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),-0.276214 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),-0.0520906 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),-0.653138 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),-0.0652251 # DEPENDENCYPART_GRANDPAR
(0,9),(9,12),0.252318 # DEPENDENCYPART_GRANDPAR
(0,9),(9,13),-0.205632 # DEPENDENCYPART_GRANDPAR
(0,9),(9,14),0.39093 # DEPENDENCYPART_GRANDPAR
(0,9),(9,15),-0.0407536 # DEPENDENCYPART_GRANDPAR
(0,9),(9,16),-0.804336 # DEPENDENCYPART_GRANDPAR
(0,9),(9,17),0.072179 # DEPENDENCYPART_GRANDPAR
(0,9),(9,18),2.00893 # DEPENDENCYPART_GRANDPAR
(0,13),(13,2),0.906282 # DEPENDENCYPART_GRANDPAR
(0,13),(13,9),0.475829 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),0.283021 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),0.186964 # DEPENDENCYPART_GRANDPAR
(0,13),(13,17),-0.0712117 # DEPENDENCYPART_GRANDPAR
(0,13),(13,18),1.59455 # DEPENDENCYPART_GRANDPAR
(0,14),(14,1),0.250287 # DEPENDENCYPART_GRANDPAR
(0,14),(14,2),0.665496 # DEPENDENCYPART_GRANDPAR
(0,14),(14,3),0.141963 # DEPENDENCYPART_GRANDPAR
(0,14),(14,4),0.110772 # DEPENDENCYPART_GRANDPAR
(0,14),(14,5),0.243748 # DEPENDENCYPART_GRANDPAR
(0,14),(14,6),-0.910991 # DEPENDENCYPART_GRANDPAR
(0,14),(14,7),-0.273606 # DEPENDENCYPART_GRANDPAR
(0,14),(14,8),-0.0508704 # DEPENDENCYPART_GRANDPAR
(0,14),(14,9),0.20021 # DEPENDENCYPART_GRANDPAR
(0,14),(14,10),-0.987509 # DEPENDENCYPART_GRANDPAR
(0,14),(14,11),-0.264285 # DEPENDENCYPART_GRANDPAR
(0,14),(14,12),0.0930276 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),-0.442437 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),-0.0407536 # DEPENDENCYPART_GRANDPAR
(0,14),(14,16),-0.804336 # DEPENDENCYPART_GRANDPAR
(0,14),(14,17),0.072179 # DEPENDENCYPART_GRANDPAR
(0,14),(14,18),2.00893 # DEPENDENCYPART_GRANDPAR
(0,15),(15,2),0.981751 # DEPENDENCYPART_GRANDPAR
(0,15),(15,3),0.261154 # DEPENDENCYPART_GRANDPAR
(0,15),(15,4),0.215237 # DEPENDENCYPART_GRANDPAR
(0,15),(15,5),0.429005 # DEPENDENCYPART_GRANDPAR
(0,15),(15,7),-0.161403 # DEPENDENCYPART_GRANDPAR
(0,15),(15,9),0.553527 # DEPENDENCYPART_GRANDPAR
(0,15),(15,11),-0.155777 # DEPENDENCYPART_GRANDPAR
(0,15),(15,12),0.197493 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),-0.172964 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),0.514372 # DEPENDENCYPART_GRANDPAR
(0,15),(15,17),0.0124362 # DEPENDENCYPART_GRANDPAR
(0,15),(15,18),1.65858 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.369308 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),0.103021 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),-0.059575 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),-0.0583169 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),-0.110269 # DEPENDENCYPART_GRANDPAR
(1,2),(2,7),-0.109687 # DEPENDENCYPART_GRANDPAR
(1,2),(2,8),-0.0567149 # DEPENDENCYPART_GRANDPAR
(1,2),(2,9),0.00660542 # DEPENDENCYPART_GRANDPAR
(1,2),(2,10),-0.152046 # DEPENDENCYPART_GRANDPAR
(1,2),(2,11),-0.194106 # DEPENDENCYPART_GRANDPAR
(1,2),(2,12),-0.0613445 # DEPENDENCYPART_GRANDPAR
(1,2),(2,14),0.0031751 # DEPENDENCYPART_GRANDPAR
(1,2),(2,15),-0.228157 # DEPENDENCYPART_GRANDPAR
(1,2),(2,17),-0.317687 # DEPENDENCYPART_GRANDPAR
(1,2),(2,18),-0.433876 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-0.26196 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),0.091032 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.0939281 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.111886 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),-0.243396 # DEPENDENCYPART_GRANDPAR
(1,3),(3,9),-0.05517 # DEPENDENCYPART_GRANDPAR
(1,3),(3,11),-0.327816 # DEPENDENCYPART_GRANDPAR
(1,3),(3,12),-0.0956976 # DEPENDENCYPART_GRANDPAR
(1,3),(3,14),-0.0586004 # DEPENDENCYPART_GRANDPAR
(1,3),(3,17),-0.451397 # DEPENDENCYPART_GRANDPAR
(1,3),(3,18),-0.533517 # DEPENDENCYPART_GRANDPAR
(1,5),(5,1),-0.414317 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,5),(5,2),-0.0150808 # DEPENDENCYPART_GRANDPAR
(1,5),(5,3),0.0037197 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),0.0221635 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),-0.158289 # DEPENDENCYPART_GRANDPAR
(1,5),(5,7),-0.127825 # DEPENDENCYPART_GRANDPAR
(1,5),(5,8),-0.122399 # DEPENDENCYPART_GRANDPAR
(1,5),(5,9),-0.0705983 # DEPENDENCYPART_GRANDPAR
(1,5),(5,11),-0.212244 # DEPENDENCYPART_GRANDPAR
(1,5),(5,12),-0.149578 # DEPENDENCYPART_GRANDPAR
(1,5),(5,14),-0.0740286 # DEPENDENCYPART_GRANDPAR
(1,5),(5,17),-0.335825 # DEPENDENCYPART_GRANDPAR
(1,5),(5,18),-0.408424 # DEPENDENCYPART_GRANDPAR
(1,7),(7,2),0.0461684 # DEPENDENCYPART_GRANDPAR
(1,7),(7,3),0.0944493 # DEPENDENCYPART_GRANDPAR
(1,7),(7,4),0.102576 # DEPENDENCYPART_GRANDPAR
(1,7),(7,5),-0.00584127 # DEPENDENCYPART_GRANDPAR
(1,7),(7,6),-0.118267 # DEPENDENCYPART_GRANDPAR
(1,7),(7,8),-0.191614 # DEPENDENCYPART_GRANDPAR
(1,7),(7,9),-0.0325843 # DEPENDENCYPART_GRANDPAR
(1,7),(7,11),-0.271502 # DEPENDENCYPART_GRANDPAR
(1,7),(7,17),-0.395083 # DEPENDENCYPART_GRANDPAR
(1,9),(9,1),-0.387742 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,9),(9,2),0.00819607 # DEPENDENCYPART_GRANDPAR
(1,9),(9,3),0.0666601 # DEPENDENCYPART_GRANDPAR
(1,9),(9,4),-0.109805 # DEPENDENCYPART_GRANDPAR
(1,9),(9,5),-0.0311924 # DEPENDENCYPART_GRANDPAR
(1,9),(9,6),-0.170263 # DEPENDENCYPART_GRANDPAR
(1,9),(9,7),-0.131795 # DEPENDENCYPART_GRANDPAR
(1,9),(9,8),0.017999 # DEPENDENCYPART_GRANDPAR
(1,9),(9,10),-0.141247 # DEPENDENCYPART_GRANDPAR
(1,9),(9,11),-0.1848 # DEPENDENCYPART_GRANDPAR
(1,9),(9,12),-0.0450241 # DEPENDENCYPART_GRANDPAR
(1,9),(9,13),-0.0925246 # DEPENDENCYPART_GRANDPAR
(1,9),(9,14),0.0169069 # DEPENDENCYPART_GRANDPAR
(1,9),(9,15),-0.247599 # DEPENDENCYPART_GRANDPAR
(1,9),(9,16),-0.174147 # DEPENDENCYPART_GRANDPAR
(1,9),(9,17),-0.308381 # DEPENDENCYPART_GRANDPAR
(1,9),(9,18),-0.440276 # DEPENDENCYPART_GRANDPAR
(1,11),(11,4),0.103315 # DEPENDENCYPART_GRANDPAR
(1,11),(11,6),-0.119763 # DEPENDENCYPART_GRANDPAR
(1,11),(11,7),-0.00228255 # DEPENDENCYPART_GRANDPAR
(1,11),(11,8),-0.0300226 # DEPENDENCYPART_GRANDPAR
(1,11),(11,9),0.0563028 # DEPENDENCYPART_GRANDPAR
(1,11),(11,10),-0.161541 # DEPENDENCYPART_GRANDPAR
(1,11),(11,12),-0.106608 # DEPENDENCYPART_GRANDPAR
(1,11),(11,14),-0.036921 # DEPENDENCYPART_GRANDPAR
(1,11),(11,17),-0.395083 # DEPENDENCYPART_GRANDPAR
(1,11),(11,18),-0.54801 # DEPENDENCYPART_GRANDPAR
(1,14),(14,1),-0.387742 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,14),(14,2),0.00819607 # DEPENDENCYPART_GRANDPAR
(1,14),(14,3),0.0666601 # DEPENDENCYPART_GRANDPAR
(1,14),(14,4),-0.109805 # DEPENDENCYPART_GRANDPAR
(1,14),(14,5),-0.0311924 # DEPENDENCYPART_GRANDPAR
(1,14),(14,6),-0.170263 # DEPENDENCYPART_GRANDPAR
(1,14),(14,7),-0.131333 # DEPENDENCYPART_GRANDPAR
(1,14),(14,8),0.017999 # DEPENDENCYPART_GRANDPAR
(1,14),(14,9),0.00567472 # DEPENDENCYPART_GRANDPAR
(1,14),(14,10),-0.21204 # DEPENDENCYPART_GRANDPAR
(1,14),(14,11),-0.21452 # DEPENDENCYPART_GRANDPAR
(1,14),(14,12),-0.111574 # DEPENDENCYPART_GRANDPAR
(1,14),(14,13),-0.0924938 # DEPENDENCYPART_GRANDPAR
(1,14),(14,15),-0.247599 # DEPENDENCYPART_GRANDPAR
(1,14),(14,16),-0.174147 # DEPENDENCYPART_GRANDPAR
(1,14),(14,17),-0.308381 # DEPENDENCYPART_GRANDPAR
(1,14),(14,18),-0.440276 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-1.24822 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.248809 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),-0.567965 # DEPENDENCYPART_GRANDPAR
(2,1),(1,5),-0.439122 # DEPENDENCYPART_GRANDPAR
(2,1),(1,7),-0.272005 # DEPENDENCYPART_GRANDPAR
(2,1),(1,9),-0.506263 # DEPENDENCYPART_GRANDPAR
(2,1),(1,11),-0.403475 # DEPENDENCYPART_GRANDPAR
(2,1),(1,12),-0.331692 # DEPENDENCYPART_GRANDPAR
(2,1),(1,14),-0.672735 # DEPENDENCYPART_GRANDPAR
(2,1),(1,18),-1.26412 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.205488 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.984206 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.322277 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),-0.166092 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),-0.147207 # DEPENDENCYPART_GRANDPAR
(2,3),(3,9),-0.270677 # DEPENDENCYPART_GRANDPAR
(2,3),(3,11),-0.279438 # DEPENDENCYPART_GRANDPAR
(2,3),(3,12),-0.086003 # DEPENDENCYPART_GRANDPAR
(2,3),(3,14),-0.43715 # DEPENDENCYPART_GRANDPAR
(2,3),(3,17),-0.434888 # DEPENDENCYPART_GRANDPAR
(2,3),(3,18),-1.0465 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-0.300747 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-1.21273 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),-0.26294 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),-0.574935 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.485481 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.332573 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),-0.579051 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),-0.682139 # DEPENDENCYPART_GRANDPAR
(2,5),(5,11),-0.464804 # DEPENDENCYPART_GRANDPAR
(2,5),(5,12),-0.383126 # DEPENDENCYPART_GRANDPAR
(2,5),(5,14),-0.848612 # DEPENDENCYPART_GRANDPAR
(2,5),(5,17),-0.620254 # DEPENDENCYPART_GRANDPAR
(2,5),(5,18),-1.17853 # DEPENDENCYPART_GRANDPAR
(2,6),(6,3),0.182211 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),-0.0544688 # DEPENDENCYPART_GRANDPAR
(2,6),(6,11),-0.181146 # DEPENDENCYPART_GRANDPAR
(2,7),(7,2),-0.945084 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,7),(7,3),0.0708482 # DEPENDENCYPART_GRANDPAR
(2,7),(7,4),-0.220759 # DEPENDENCYPART_GRANDPAR
(2,7),(7,5),-0.082881 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),-0.306131 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),-0.346167 # DEPENDENCYPART_GRANDPAR
(2,7),(7,9),-0.183072 # DEPENDENCYPART_GRANDPAR
(2,7),(7,11),-0.0928807 # DEPENDENCYPART_GRANDPAR
(2,7),(7,17),-0.248331 # DEPENDENCYPART_GRANDPAR
(2,8),(8,1),-0.0526057 # DEPENDENCYPART_GRANDPAR
(2,8),(8,2),-1.0222 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,8),(8,3),-0.0888429 # DEPENDENCYPART_GRANDPAR
(2,8),(8,4),-0.399976 # DEPENDENCYPART_GRANDPAR
(2,8),(8,5),-0.192599 # DEPENDENCYPART_GRANDPAR
(2,8),(8,7),-0.191069 # DEPENDENCYPART_GRANDPAR
(2,8),(8,11),-0.273091 # DEPENDENCYPART_GRANDPAR
(2,8),(8,12),-0.155276 # DEPENDENCYPART_GRANDPAR
(2,8),(8,14),-0.486538 # DEPENDENCYPART_GRANDPAR
(2,8),(8,17),-0.427052 # DEPENDENCYPART_GRANDPAR
(2,8),(8,18),-1.1069 # DEPENDENCYPART_GRANDPAR
(2,9),(9,1),-0.0502406 # DEPENDENCYPART_GRANDPAR
(2,9),(9,2),-0.972322 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,9),(9,3),-0.0380073 # DEPENDENCYPART_GRANDPAR
(2,9),(9,4),-0.391336 # DEPENDENCYPART_GRANDPAR
(2,9),(9,5),-0.123982 # DEPENDENCYPART_GRANDPAR
(2,9),(9,6),-0.375928 # DEPENDENCYPART_GRANDPAR
(2,9),(9,7),-0.127167 # DEPENDENCYPART_GRANDPAR
(2,9),(9,8),-0.256863 # DEPENDENCYPART_GRANDPAR
(2,9),(9,10),-0.386009 # DEPENDENCYPART_GRANDPAR
(2,9),(9,11),-0.160246 # DEPENDENCYPART_GRANDPAR
(2,9),(9,12),-0.101221 # DEPENDENCYPART_GRANDPAR
(2,9),(9,13),-0.155314 # DEPENDENCYPART_GRANDPAR
(2,9),(9,14),-0.384134 # DEPENDENCYPART_GRANDPAR
(2,9),(9,15),-0.432296 # DEPENDENCYPART_GRANDPAR
(2,9),(9,16),-0.544095 # DEPENDENCYPART_GRANDPAR
(2,9),(9,17),-0.315696 # DEPENDENCYPART_GRANDPAR
(2,9),(9,18),-1.03244 # DEPENDENCYPART_GRANDPAR
(2,11),(11,4),-0.216731 # DEPENDENCYPART_GRANDPAR
(2,11),(11,6),-0.305984 # DEPENDENCYPART_GRANDPAR
(2,11),(11,7),-0.0358347 # DEPENDENCYPART_GRANDPAR
(2,11),(11,8),-0.261616 # DEPENDENCYPART_GRANDPAR
(2,11),(11,9),-0.190142 # DEPENDENCYPART_GRANDPAR
(2,11),(11,10),-0.446558 # DEPENDENCYPART_GRANDPAR
(2,11),(11,12),-0.011637 # DEPENDENCYPART_GRANDPAR
(2,11),(11,14),-0.347985 # DEPENDENCYPART_GRANDPAR
(2,11),(11,17),-0.245865 # DEPENDENCYPART_GRANDPAR
(2,11),(11,18),-1.00625 # DEPENDENCYPART_GRANDPAR
(2,14),(14,1),-0.0502406 # DEPENDENCYPART_GRANDPAR
(2,14),(14,2),-0.972322 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,14),(14,3),-0.0380073 # DEPENDENCYPART_GRANDPAR
(2,14),(14,4),-0.391336 # DEPENDENCYPART_GRANDPAR
(2,14),(14,5),-0.123982 # DEPENDENCYPART_GRANDPAR
(2,14),(14,6),-0.375928 # DEPENDENCYPART_GRANDPAR
(2,14),(14,7),-0.126704 # DEPENDENCYPART_GRANDPAR
(2,14),(14,8),-0.256863 # DEPENDENCYPART_GRANDPAR
(2,14),(14,9),-0.24027 # DEPENDENCYPART_GRANDPAR
(2,14),(14,10),-0.516503 # DEPENDENCYPART_GRANDPAR
(2,14),(14,11),-0.256942 # DEPENDENCYPART_GRANDPAR
(2,14),(14,12),-0.155062 # DEPENDENCYPART_GRANDPAR
(2,14),(14,13),-0.238855 # DEPENDENCYPART_GRANDPAR
(2,14),(14,15),-0.432296 # DEPENDENCYPART_GRANDPAR
(2,14),(14,16),-0.544095 # DEPENDENCYPART_GRANDPAR
