# _root_ Kouchnerhez hasonlóan a tanács többi tagja sem tudja még , miképpen lehetne szavatolni a szerb kisebbség biztonságát , s így a kérdés valószínűleg még többször napirendre kerül a testület ülésein .
#goldHeads=2,8,4,6,6,8,8,19,8,8,13,8,12,16,16,17,13,19,0,27,22,27,27,27,27,27,19,29,30,27,19,
#predictedHeads=2,8,4,6,6,8,8,19,8,8,12,8,12,16,16,17,13,19,0,27,22,27,27,26,26,27,19,29,30,27,19,
(2,27),(27,28),-0.533681 # DEPENDENCYPART_GRANDPAR
(2,27),(27,29),-0.333759 # DEPENDENCYPART_GRANDPAR
(2,27),(27,30),-0.491162 # DEPENDENCYPART_GRANDPAR
(2,27),(27,31),-0.618336 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.29006 # DEPENDENCYPART_GRANDPAR
(3,2),(2,4),-0.519782 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-0.592101 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.632357 # DEPENDENCYPART_GRANDPAR
(3,2),(2,7),-0.478068 # DEPENDENCYPART_GRANDPAR
(3,2),(2,8),-0.660612 # DEPENDENCYPART_GRANDPAR
(3,2),(2,10),-0.590807 # DEPENDENCYPART_GRANDPAR
(3,2),(2,12),-0.666919 # DEPENDENCYPART_GRANDPAR
(3,2),(2,13),-0.566797 # DEPENDENCYPART_GRANDPAR
(3,2),(2,17),-0.805612 # DEPENDENCYPART_GRANDPAR
(3,2),(2,19),-0.674945 # DEPENDENCYPART_GRANDPAR
(3,2),(2,27),-0.845316 # DEPENDENCYPART_GRANDPAR
(3,2),(2,31),-0.758989 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-1.0995 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,6),-0.762809 # DEPENDENCYPART_GRANDPAR
(4,1),(1,8),-0.552143 # DEPENDENCYPART_GRANDPAR
(4,1),(1,12),-0.465019 # DEPENDENCYPART_GRANDPAR
(4,1),(1,31),-1.13584 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.427051 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.03697 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.318773 # DEPENDENCYPART_GRANDPAR
(4,2),(2,6),-0.700297 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-0.443627 # DEPENDENCYPART_GRANDPAR
(4,2),(2,8),-0.537541 # DEPENDENCYPART_GRANDPAR
(4,2),(2,10),-0.458389 # DEPENDENCYPART_GRANDPAR
(4,2),(2,12),-0.450407 # DEPENDENCYPART_GRANDPAR
(4,2),(2,13),-0.415779 # DEPENDENCYPART_GRANDPAR
(4,2),(2,17),-0.92694 # DEPENDENCYPART_GRANDPAR
(4,2),(2,19),-0.28015 # DEPENDENCYPART_GRANDPAR
(4,2),(2,27),-0.837556 # DEPENDENCYPART_GRANDPAR
(4,2),(2,31),-1.1227 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.389017 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-1.05044 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.841642 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-1.1417 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.512531 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.202496 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),0.0438237 # DEPENDENCYPART_GRANDPAR
(5,1),(1,6),-0.687726 # DEPENDENCYPART_GRANDPAR
(5,1),(1,8),-0.355469 # DEPENDENCYPART_GRANDPAR
(5,1),(1,12),-0.586598 # DEPENDENCYPART_GRANDPAR
(5,1),(1,31),-1.11218 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.381073 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),0.0401083 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-0.941184 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),-0.625524 # DEPENDENCYPART_GRANDPAR
(5,2),(2,7),-0.545286 # DEPENDENCYPART_GRANDPAR
(5,2),(2,8),-0.340826 # DEPENDENCYPART_GRANDPAR
(5,2),(2,10),-0.561928 # DEPENDENCYPART_GRANDPAR
(5,2),(2,12),-0.57195 # DEPENDENCYPART_GRANDPAR
(5,2),(2,13),-0.698054 # DEPENDENCYPART_GRANDPAR
(5,2),(2,17),-0.895395 # DEPENDENCYPART_GRANDPAR
(5,2),(2,19),-0.405656 # DEPENDENCYPART_GRANDPAR
(5,2),(2,27),-0.667787 # DEPENDENCYPART_GRANDPAR
(5,2),(2,31),-1.101 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.208575 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.225988 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.142477 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.160619 # DEPENDENCYPART_GRANDPAR
(5,4),(4,6),-0.687726 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.402174 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.576947 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),-0.249909 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.251107 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.25818 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),-0.384212 # DEPENDENCYPART_GRANDPAR
(5,7),(7,17),-0.536324 # DEPENDENCYPART_GRANDPAR
(5,7),(7,19),-0.117238 # DEPENDENCYPART_GRANDPAR
(5,7),(7,31),-0.821274 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),0.436875 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-1.13865 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,1),(1,8),-0.973059 # DEPENDENCYPART_GRANDPAR
(6,1),(1,12),-0.722133 # DEPENDENCYPART_GRANDPAR
(6,1),(1,31),-1.04243 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.0453242 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),0.327086 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),0.34818 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-1.07614 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,7),-0.389409 # DEPENDENCYPART_GRANDPAR
(6,2),(2,8),-0.958456 # DEPENDENCYPART_GRANDPAR
(6,2),(2,10),-0.443348 # DEPENDENCYPART_GRANDPAR
(6,2),(2,12),-0.707521 # DEPENDENCYPART_GRANDPAR
(6,2),(2,13),-0.527168 # DEPENDENCYPART_GRANDPAR
(6,2),(2,17),-0.957412 # DEPENDENCYPART_GRANDPAR
(6,2),(2,19),-0.367386 # DEPENDENCYPART_GRANDPAR
(6,2),(2,27),-1.07597 # DEPENDENCYPART_GRANDPAR
(6,2),(2,31),-1.02929 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.288515 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.197082 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.274839 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),0.472217 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.13865 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,1),-0.0655693 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.228966 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),0.465751 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),0.416839 # DEPENDENCYPART_GRANDPAR
(6,5),(5,7),-0.389409 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.182801 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.109821 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.117134 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),-6.92964e-06 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.233473 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.145585 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.0107332 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.162687 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-0.866213 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,1),-0.173177 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.112723 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.120454 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.103572 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.156834 # DEPENDENCYPART_GRANDPAR
(7,12),(12,1),-0.592557 # DEPENDENCYPART_GRANDPAR
(7,12),(12,2),-0.482836 # DEPENDENCYPART_GRANDPAR
(7,12),(12,4),-0.521762 # DEPENDENCYPART_GRANDPAR
(7,12),(12,5),-0.50883 # DEPENDENCYPART_GRANDPAR
(7,12),(12,6),-0.497868 # DEPENDENCYPART_GRANDPAR
(7,12),(12,7),-0.479781 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,12),(12,8),-0.114716 # DEPENDENCYPART_GRANDPAR
(7,12),(12,9),-0.175903 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),-0.335314 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),-0.127797 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),-0.190083 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),-0.177368 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),-0.28201 # DEPENDENCYPART_GRANDPAR
(7,12),(12,16),-0.267251 # DEPENDENCYPART_GRANDPAR
(7,12),(12,17),-0.245668 # DEPENDENCYPART_GRANDPAR
(7,12),(12,18),-0.424401 # DEPENDENCYPART_GRANDPAR
(7,12),(12,19),-0.378756 # DEPENDENCYPART_GRANDPAR
(7,12),(12,20),-0.437104 # DEPENDENCYPART_GRANDPAR
(7,12),(12,22),-0.168115 # DEPENDENCYPART_GRANDPAR
(7,12),(12,23),-0.441781 # DEPENDENCYPART_GRANDPAR
(7,12),(12,24),-0.401838 # DEPENDENCYPART_GRANDPAR
(7,12),(12,25),-0.315801 # DEPENDENCYPART_GRANDPAR
(7,12),(12,26),-0.116414 # DEPENDENCYPART_GRANDPAR
(7,12),(12,27),-0.425593 # DEPENDENCYPART_GRANDPAR
(7,12),(12,29),-0.0802159 # DEPENDENCYPART_GRANDPAR
(7,12),(12,30),-0.0200624 # DEPENDENCYPART_GRANDPAR
(7,12),(12,31),-0.646618 # DEPENDENCYPART_GRANDPAR
(7,13),(13,1),-0.589702 # DEPENDENCYPART_GRANDPAR
(7,13),(13,2),-0.482836 # DEPENDENCYPART_GRANDPAR
(7,13),(13,3),-0.494323 # DEPENDENCYPART_GRANDPAR
(7,13),(13,4),-0.518907 # DEPENDENCYPART_GRANDPAR
(7,13),(13,5),-0.50883 # DEPENDENCYPART_GRANDPAR
(7,13),(13,6),-0.495013 # DEPENDENCYPART_GRANDPAR
(7,13),(13,7),-0.478181 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,13),(13,8),-0.116915 # DEPENDENCYPART_GRANDPAR
(7,13),(13,9),-0.172302 # DEPENDENCYPART_GRANDPAR
(7,13),(13,10),-0.329027 # DEPENDENCYPART_GRANDPAR
(7,13),(13,11),-0.124817 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),-0.21189 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),-0.177063 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),-0.281993 # DEPENDENCYPART_GRANDPAR
(7,13),(13,16),-0.257618 # DEPENDENCYPART_GRANDPAR
(7,13),(13,17),-0.236035 # DEPENDENCYPART_GRANDPAR
(7,13),(13,18),-0.447454 # DEPENDENCYPART_GRANDPAR
(7,13),(13,19),-0.378159 # DEPENDENCYPART_GRANDPAR
(7,13),(13,20),-0.436738 # DEPENDENCYPART_GRANDPAR
(7,13),(13,21),-0.25584 # DEPENDENCYPART_GRANDPAR
(7,13),(13,22),-0.158481 # DEPENDENCYPART_GRANDPAR
(7,13),(13,23),-0.441415 # DEPENDENCYPART_GRANDPAR
(7,13),(13,24),-0.400555 # DEPENDENCYPART_GRANDPAR
(7,13),(13,25),-0.315069 # DEPENDENCYPART_GRANDPAR
(7,13),(13,26),-0.106781 # DEPENDENCYPART_GRANDPAR
(7,13),(13,27),-0.433803 # DEPENDENCYPART_GRANDPAR
(7,13),(13,29),-0.0705826 # DEPENDENCYPART_GRANDPAR
(7,13),(13,30),-0.0104291 # DEPENDENCYPART_GRANDPAR
(7,13),(13,31),-0.650415 # DEPENDENCYPART_GRANDPAR
(7,17),(17,7),-0.528639 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,17),(17,9),-0.220511 # DEPENDENCYPART_GRANDPAR
(7,17),(17,10),-0.172656 # DEPENDENCYPART_GRANDPAR
(7,17),(17,14),-0.222056 # DEPENDENCYPART_GRANDPAR
(7,17),(17,15),-0.235461 # DEPENDENCYPART_GRANDPAR
(7,17),(17,16),-0.185115 # DEPENDENCYPART_GRANDPAR
(7,17),(17,18),-0.427448 # DEPENDENCYPART_GRANDPAR
(7,17),(17,19),-0.358949 # DEPENDENCYPART_GRANDPAR
(7,17),(17,27),-0.417528 # DEPENDENCYPART_GRANDPAR
(7,19),(19,1),-0.560659 # DEPENDENCYPART_GRANDPAR
(7,19),(19,2),-0.47835 # DEPENDENCYPART_GRANDPAR
(7,19),(19,4),-0.489864 # DEPENDENCYPART_GRANDPAR
(7,19),(19,5),-0.504129 # DEPENDENCYPART_GRANDPAR
(7,19),(19,6),-0.468191 # DEPENDENCYPART_GRANDPAR
(7,19),(19,7),-0.552484 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,19),(19,8),-0.139115 # DEPENDENCYPART_GRANDPAR
(7,19),(19,9),-0.23983 # DEPENDENCYPART_GRANDPAR
(7,19),(19,10),-0.23931 # DEPENDENCYPART_GRANDPAR
(7,19),(19,12),-0.240064 # DEPENDENCYPART_GRANDPAR
(7,19),(19,13),-0.218667 # DEPENDENCYPART_GRANDPAR
(7,19),(19,14),-0.229711 # DEPENDENCYPART_GRANDPAR
(7,19),(19,15),-0.339386 # DEPENDENCYPART_GRANDPAR
(7,19),(19,16),-0.277982 # DEPENDENCYPART_GRANDPAR
(7,19),(19,17),-0.254145 # DEPENDENCYPART_GRANDPAR
(7,19),(19,18),-0.426143 # DEPENDENCYPART_GRANDPAR
(7,19),(19,20),-0.503474 # DEPENDENCYPART_GRANDPAR
(7,19),(19,22),-0.187213 # DEPENDENCYPART_GRANDPAR
(7,19),(19,23),-0.505446 # DEPENDENCYPART_GRANDPAR
(7,19),(19,24),-0.464758 # DEPENDENCYPART_GRANDPAR
(7,19),(19,25),-0.357295 # DEPENDENCYPART_GRANDPAR
(7,19),(19,26),-0.127972 # DEPENDENCYPART_GRANDPAR
(7,19),(19,27),-0.504492 # DEPENDENCYPART_GRANDPAR
(7,19),(19,29),-0.0870871 # DEPENDENCYPART_GRANDPAR
(7,19),(19,30),-0.0336507 # DEPENDENCYPART_GRANDPAR
(7,19),(19,31),-0.620303 # DEPENDENCYPART_GRANDPAR
(8,1),(1,4),-0.0619989 # DEPENDENCYPART_GRANDPAR
(8,1),(1,6),0.168043 # DEPENDENCYPART_GRANDPAR
(8,1),(1,8),-1.0974 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,1),(1,12),-0.245522 # DEPENDENCYPART_GRANDPAR
(8,1),(1,31),-1.40345 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.00924465 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),-0.16619 # DEPENDENCYPART_GRANDPAR
(8,2),(2,5),-0.0513143 # DEPENDENCYPART_GRANDPAR
(8,2),(2,6),0.0660315 # DEPENDENCYPART_GRANDPAR
(8,2),(2,7),0.131921 # DEPENDENCYPART_GRANDPAR
(8,2),(2,8),-0.996877 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,2),(2,10),-0.281901 # DEPENDENCYPART_GRANDPAR
(8,2),(2,12),-0.144998 # DEPENDENCYPART_GRANDPAR
(8,2),(2,13),-0.118819 # DEPENDENCYPART_GRANDPAR
(8,2),(2,17),-0.207106 # DEPENDENCYPART_GRANDPAR
(8,2),(2,19),-0.28768 # DEPENDENCYPART_GRANDPAR
(8,2),(2,27),-0.156586 # DEPENDENCYPART_GRANDPAR
(8,2),(2,31),-1.31008 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.0302255 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),0.144511 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.0241397 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),0.120159 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),0.168042 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),-0.0206301 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.127444 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),0.320037 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.207661 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),0.132367 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),0.143748 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.041899 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),0.10455 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.0452977 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),0.0478355 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.18736 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.0904335 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),0.0452001 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.205826 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-0.078776 # DEPENDENCYPART_GRANDPAR
(8,7),(7,13),-0.0525973 # DEPENDENCYPART_GRANDPAR
(8,7),(7,17),-0.0525487 # DEPENDENCYPART_GRANDPAR
(8,7),(7,19),-0.205731 # DEPENDENCYPART_GRANDPAR
(8,7),(7,31),-1.22437 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),-0.152644 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.100743 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.0493461 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.669384 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.0241561 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),0.153288 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),0.180809 # DEPENDENCYPART_GRANDPAR
(8,9),(9,27),0.142688 # DEPENDENCYPART_GRANDPAR
(8,9),(9,31),-1.06129 # DEPENDENCYPART_GRANDPAR
(8,11),(11,9),0.257799 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),0.0130936 # DEPENDENCYPART_GRANDPAR
(8,12),(12,1),-0.029231 # DEPENDENCYPART_GRANDPAR
(8,12),(12,2),-0.248782 # DEPENDENCYPART_GRANDPAR
(8,12),(12,4),-0.214991 # DEPENDENCYPART_GRANDPAR
(8,12),(12,5),-0.147711 # DEPENDENCYPART_GRANDPAR
(8,12),(12,6),0.0273634 # DEPENDENCYPART_GRANDPAR
(8,12),(12,7),0.0589092 # DEPENDENCYPART_GRANDPAR
(8,12),(12,8),-0.663499 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,12),(12,9),0.239323 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),-0.0217611 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),0.258284 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),0.276778 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),0.0333823 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),-0.0407221 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),0.0692126 # DEPENDENCYPART_GRANDPAR
(8,12),(12,17),0.19142 # DEPENDENCYPART_GRANDPAR
(8,12),(12,18),0.110352 # DEPENDENCYPART_GRANDPAR
(8,12),(12,19),0.0339885 # DEPENDENCYPART_GRANDPAR
(8,12),(12,20),-0.00138371 # DEPENDENCYPART_GRANDPAR
(8,12),(12,22),-0.154331 # DEPENDENCYPART_GRANDPAR
(8,12),(12,23),0.0147077 # DEPENDENCYPART_GRANDPAR
(8,12),(12,24),0.0865533 # DEPENDENCYPART_GRANDPAR
(8,12),(12,25),-0.0364086 # DEPENDENCYPART_GRANDPAR
(8,12),(12,26),-0.140348 # DEPENDENCYPART_GRANDPAR
(8,12),(12,27),0.235278 # DEPENDENCYPART_GRANDPAR
(8,12),(12,29),-0.136214 # DEPENDENCYPART_GRANDPAR
(8,12),(12,30),0.121495 # DEPENDENCYPART_GRANDPAR
(8,12),(12,31),-0.974922 # DEPENDENCYPART_GRANDPAR
(8,13),(13,1),-0.0201427 # DEPENDENCYPART_GRANDPAR
(8,13),(13,2),-0.245402 # DEPENDENCYPART_GRANDPAR
(8,13),(13,3),-0.155642 # DEPENDENCYPART_GRANDPAR
(8,13),(13,4),-0.205903 # DEPENDENCYPART_GRANDPAR
(8,13),(13,5),-0.144332 # DEPENDENCYPART_GRANDPAR
(8,13),(13,6),0.0364517 # DEPENDENCYPART_GRANDPAR
(8,13),(13,7),0.0628883 # DEPENDENCYPART_GRANDPAR
(8,13),(13,8),-0.649691 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,13),(13,9),0.266026 # DEPENDENCYPART_GRANDPAR
(8,13),(13,10),0.00479946 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),0.284366 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),0.201892 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),0.0398532 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),-0.034521 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),0.0913658 # DEPENDENCYPART_GRANDPAR
(8,13),(13,17),0.213574 # DEPENDENCYPART_GRANDPAR
(8,13),(13,18),0.0850436 # DEPENDENCYPART_GRANDPAR
(8,13),(13,19),0.0411848 # DEPENDENCYPART_GRANDPAR
(8,13),(13,20),0.00941007 # DEPENDENCYPART_GRANDPAR
(8,13),(13,21),0.210327 # DEPENDENCYPART_GRANDPAR
(8,13),(13,22),-0.132178 # DEPENDENCYPART_GRANDPAR
(8,13),(13,23),0.0255015 # DEPENDENCYPART_GRANDPAR
(8,13),(13,24),0.0982643 # DEPENDENCYPART_GRANDPAR
(8,13),(13,25),-0.0294922 # DEPENDENCYPART_GRANDPAR
(8,13),(13,26),-0.118195 # DEPENDENCYPART_GRANDPAR
(8,13),(13,27),0.230477 # DEPENDENCYPART_GRANDPAR
(8,13),(13,29),-0.11406 # DEPENDENCYPART_GRANDPAR
(8,13),(13,30),0.143648 # DEPENDENCYPART_GRANDPAR
(8,13),(13,31),-0.972553 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),0.0488516 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),-0.0363462 # DEPENDENCYPART_GRANDPAR
(8,16),(16,3),-0.485385 # DEPENDENCYPART_GRANDPAR
(8,16),(16,9),0.267208 # DEPENDENCYPART_GRANDPAR
(8,16),(16,13),0.27097 # DEPENDENCYPART_GRANDPAR
(8,16),(16,14),-0.0217187 # DEPENDENCYPART_GRANDPAR
(8,16),(16,15),0.0472274 # DEPENDENCYPART_GRANDPAR
(8,17),(17,7),-0.274753 # DEPENDENCYPART_GRANDPAR
(8,17),(17,9),0.263947 # DEPENDENCYPART_GRANDPAR
(8,17),(17,10),0.123567 # DEPENDENCYPART_GRANDPAR
(8,17),(17,14),-0.0254216 # DEPENDENCYPART_GRANDPAR
(8,17),(17,15),0.0430623 # DEPENDENCYPART_GRANDPAR
(8,17),(17,16),0.0902934 # DEPENDENCYPART_GRANDPAR
(8,17),(17,18),0.147746 # DEPENDENCYPART_GRANDPAR
(8,17),(17,19),0.0718135 # DEPENDENCYPART_GRANDPAR
(8,17),(17,27),0.246261 # DEPENDENCYPART_GRANDPAR
(8,19),(19,1),-0.419618 # DEPENDENCYPART_GRANDPAR
(8,19),(19,2),-0.566995 # DEPENDENCYPART_GRANDPAR
(8,19),(19,4),-0.605378 # DEPENDENCYPART_GRANDPAR
(8,19),(19,5),-0.465635 # DEPENDENCYPART_GRANDPAR
(8,19),(19,6),-0.367597 # DEPENDENCYPART_GRANDPAR
(8,19),(19,7),-0.287963 # DEPENDENCYPART_GRANDPAR
(8,19),(19,8),-0.827084 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,19),(19,9),0.148965 # DEPENDENCYPART_GRANDPAR
(8,19),(19,10),-0.154835 # DEPENDENCYPART_GRANDPAR
(8,19),(19,12),0.0172078 # DEPENDENCYPART_GRANDPAR
(8,19),(19,13),0.044153 # DEPENDENCYPART_GRANDPAR
(8,19),(19,14),-0.169001 # DEPENDENCYPART_GRANDPAR
(8,19),(19,15),-0.279401 # DEPENDENCYPART_GRANDPAR
(8,19),(19,16),-0.18303 # DEPENDENCYPART_GRANDPAR
(8,19),(19,17),-0.0516477 # DEPENDENCYPART_GRANDPAR
(8,19),(19,18),-0.0754755 # DEPENDENCYPART_GRANDPAR
(8,19),(19,20),-0.287784 # DEPENDENCYPART_GRANDPAR
(8,19),(19,22),-0.431681 # DEPENDENCYPART_GRANDPAR
(8,19),(19,23),-0.26884 # DEPENDENCYPART_GRANDPAR
(8,19),(19,24),-0.190782 # DEPENDENCYPART_GRANDPAR
(8,19),(19,25),-0.336539 # DEPENDENCYPART_GRANDPAR
(8,19),(19,26),-0.410183 # DEPENDENCYPART_GRANDPAR
(8,19),(19,27),-0.208695 # DEPENDENCYPART_GRANDPAR
(8,19),(19,29),-0.401641 # DEPENDENCYPART_GRANDPAR
(8,19),(19,30),-0.150763 # DEPENDENCYPART_GRANDPAR
(8,19),(19,31),-1.12675 # DEPENDENCYPART_GRANDPAR
(8,20),(20,8),-0.655148 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,20),(20,12),0.191006 # DEPENDENCYPART_GRANDPAR
(8,20),(20,13),0.216801 # DEPENDENCYPART_GRANDPAR
(8,20),(20,15),-0.104812 # DEPENDENCYPART_GRANDPAR
(8,20),(20,16),-0.0368405 # DEPENDENCYPART_GRANDPAR
(8,20),(20,17),0.0945297 # DEPENDENCYPART_GRANDPAR
(8,20),(20,18),0.100382 # DEPENDENCYPART_GRANDPAR
(8,20),(20,19),0.0681137 # DEPENDENCYPART_GRANDPAR
(8,20),(20,22),-0.234254 # DEPENDENCYPART_GRANDPAR
(8,20),(20,26),-0.211595 # DEPENDENCYPART_GRANDPAR
(8,20),(20,27),0.160371 # DEPENDENCYPART_GRANDPAR
(8,20),(20,29),-0.203157 # DEPENDENCYPART_GRANDPAR
(8,20),(20,30),0.0478193 # DEPENDENCYPART_GRANDPAR
(8,20),(20,31),-0.994695 # DEPENDENCYPART_GRANDPAR
(8,22),(22,14),-0.0131865 # DEPENDENCYPART_GRANDPAR
(8,22),(22,20),-0.0243062 # DEPENDENCYPART_GRANDPAR
(8,22),(22,21),0.157287 # DEPENDENCYPART_GRANDPAR
(8,22),(22,23),-0.00786712 # DEPENDENCYPART_GRANDPAR
