# _root_ Wrighték repülésének évében Henry_Ford autógyárat alapított , ahol 1924-ig 10_millió , 1927-ig 15_millió darab készült a legendás T-modellből .
#goldHeads=2,6,6,6,6,0,6,6,6,6,6,15,14,15,6,18,18,15,6,
#predictedHeads=2,6,6,5,6,0,6,15,10,12,12,15,14,15,6,18,18,15,6,
(14,1),(14,2),-0.0181143 # DEPENDENCYPART_SIBL
(14,1),(14,3),-0.022767 # DEPENDENCYPART_SIBL
(14,1),(14,4),-0.0191496 # DEPENDENCYPART_SIBL
(14,1),(14,6),0.163745 # DEPENDENCYPART_SIBL
(14,1),(14,7),0.641683 # DEPENDENCYPART_SIBL
(14,1),(14,8),0.161512 # DEPENDENCYPART_SIBL
(14,1),(14,9),-0.0108519 # DEPENDENCYPART_SIBL
(14,1),(14,10),-0.0139171 # DEPENDENCYPART_SIBL
(14,1),(14,11),0.641683 # DEPENDENCYPART_SIBL
(14,1),(14,12),-0.0106776 # DEPENDENCYPART_SIBL
(14,1),(14,13),-0.0136631 # DEPENDENCYPART_SIBL
(14,1),(14,18),0.00329873 # DEPENDENCYPART_SIBL
(14,2),(14,3),-0.022767 # DEPENDENCYPART_SIBL
(14,2),(14,4),-0.0191496 # DEPENDENCYPART_SIBL
(14,2),(14,6),0.163745 # DEPENDENCYPART_SIBL
(14,2),(14,7),0.641683 # DEPENDENCYPART_SIBL
(14,2),(14,8),0.161512 # DEPENDENCYPART_SIBL
(14,2),(14,9),-0.0108519 # DEPENDENCYPART_SIBL
(14,2),(14,10),-0.0139171 # DEPENDENCYPART_SIBL
(14,2),(14,11),0.641683 # DEPENDENCYPART_SIBL
(14,2),(14,12),-0.0106776 # DEPENDENCYPART_SIBL
(14,2),(14,13),-0.0136631 # DEPENDENCYPART_SIBL
(14,2),(14,18),0.00329873 # DEPENDENCYPART_SIBL
(14,3),(14,4),-0.0215667 # DEPENDENCYPART_SIBL
(14,3),(14,6),0.163609 # DEPENDENCYPART_SIBL
(14,3),(14,7),0.640884 # DEPENDENCYPART_SIBL
(14,3),(14,8),0.160805 # DEPENDENCYPART_SIBL
(14,3),(14,9),-0.0108709 # DEPENDENCYPART_SIBL
(14,3),(14,10),-0.0139361 # DEPENDENCYPART_SIBL
(14,3),(14,11),0.640884 # DEPENDENCYPART_SIBL
(14,3),(14,12),-0.0106966 # DEPENDENCYPART_SIBL
(14,3),(14,13),-0.0136821 # DEPENDENCYPART_SIBL
(14,3),(14,18),0.00210948 # DEPENDENCYPART_SIBL
(14,4),(14,6),0.163744 # DEPENDENCYPART_SIBL
(14,4),(14,7),0.641683 # DEPENDENCYPART_SIBL
(14,4),(14,8),0.161512 # DEPENDENCYPART_SIBL
(14,4),(14,9),-0.0108519 # DEPENDENCYPART_SIBL
(14,4),(14,10),-0.0139171 # DEPENDENCYPART_SIBL
(14,4),(14,11),0.641683 # DEPENDENCYPART_SIBL
(14,4),(14,12),-0.0106776 # DEPENDENCYPART_SIBL
(14,4),(14,13),-0.0136631 # DEPENDENCYPART_SIBL
(14,4),(14,18),0.00710983 # DEPENDENCYPART_SIBL
(14,6),(14,7),0.342677 # DEPENDENCYPART_SIBL
(14,6),(14,8),0.0623401 # DEPENDENCYPART_SIBL
(14,6),(14,9),-0.00587415 # DEPENDENCYPART_SIBL
(14,6),(14,10),-0.00874138 # DEPENDENCYPART_SIBL
(14,6),(14,11),0.342677 # DEPENDENCYPART_SIBL
(14,6),(14,12),-0.00550192 # DEPENDENCYPART_SIBL
(14,6),(14,13),-0.00550192 # DEPENDENCYPART_SIBL
(14,6),(14,18),-0.00807597 # DEPENDENCYPART_SIBL
(14,7),(14,8),0.0202899 # DEPENDENCYPART_SIBL
(14,7),(14,9),-0.0561911 # DEPENDENCYPART_SIBL
(14,7),(14,10),-0.0574474 # DEPENDENCYPART_SIBL
(14,7),(14,11),0.0456279 # DEPENDENCYPART_SIBL
(14,7),(14,12),-0.054208 # DEPENDENCYPART_SIBL
(14,7),(14,13),-0.054208 # DEPENDENCYPART_SIBL
(14,7),(14,18),-0.00852178 # DEPENDENCYPART_SIBL
(14,8),(14,9),0.115498 # DEPENDENCYPART_SIBL
(14,8),(14,10),0.112259 # DEPENDENCYPART_SIBL
(14,8),(14,11),0.0858007 # DEPENDENCYPART_SIBL
(14,8),(14,12),0.115498 # DEPENDENCYPART_SIBL
(14,8),(14,13),0.115498 # DEPENDENCYPART_SIBL
(14,8),(14,18),0.0150738 # DEPENDENCYPART_SIBL
(14,9),(14,10),0.0152831 # DEPENDENCYPART_SIBL
(14,9),(14,11),0.388581 # DEPENDENCYPART_SIBL
(14,9),(14,12),0.0185226 # DEPENDENCYPART_SIBL
(14,9),(14,13),0.0185226 # DEPENDENCYPART_SIBL
(14,9),(14,18),0.0160438 # DEPENDENCYPART_SIBL
(14,10),(14,11),0.387518 # DEPENDENCYPART_SIBL
(14,10),(14,12),0.0174597 # DEPENDENCYPART_SIBL
(14,10),(14,13),0.0174597 # DEPENDENCYPART_SIBL
(14,10),(14,18),0.0149738 # DEPENDENCYPART_SIBL
(14,11),(14,12),-0.054208 # DEPENDENCYPART_SIBL
(14,11),(14,13),-0.054208 # DEPENDENCYPART_SIBL
(14,11),(14,18),-0.00852178 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.0185226 # DEPENDENCYPART_SIBL
(14,12),(14,18),0.0149868 # DEPENDENCYPART_SIBL
(14,13),(14,18),0.0149868 # DEPENDENCYPART_SIBL
(15,1),(15,2),-0.0544816 # DEPENDENCYPART_SIBL
(15,1),(15,3),-0.0633394 # DEPENDENCYPART_SIBL
(15,1),(15,4),-0.0549932 # DEPENDENCYPART_SIBL
(15,1),(15,5),-0.0444132 # DEPENDENCYPART_SIBL
(15,1),(15,6),-0.028484 # DEPENDENCYPART_SIBL
(15,1),(15,7),0.082074 # DEPENDENCYPART_SIBL
(15,1),(15,8),-0.121994 # DEPENDENCYPART_SIBL
(15,1),(15,9),-0.0244964 # DEPENDENCYPART_SIBL
(15,1),(15,10),-0.0233572 # DEPENDENCYPART_SIBL
(15,1),(15,11),0.082074 # DEPENDENCYPART_SIBL
(15,1),(15,12),-0.0233572 # DEPENDENCYPART_SIBL
(15,1),(15,13),-0.0263426 # DEPENDENCYPART_SIBL
(15,1),(15,14),-0.0632372 # DEPENDENCYPART_SIBL
(15,1),(15,16),-0.0353718 # DEPENDENCYPART_SIBL
(15,1),(15,17),-0.0208047 # DEPENDENCYPART_SIBL
(15,1),(15,18),-0.0276835 # DEPENDENCYPART_SIBL
(15,1),(15,19),-0.0236852 # DEPENDENCYPART_SIBL
(15,2),(15,3),-0.0633394 # DEPENDENCYPART_SIBL
(15,2),(15,4),-0.0549932 # DEPENDENCYPART_SIBL
(15,2),(15,5),-0.0444132 # DEPENDENCYPART_SIBL
(15,2),(15,6),-0.028484 # DEPENDENCYPART_SIBL
(15,2),(15,7),0.082074 # DEPENDENCYPART_SIBL
(15,2),(15,8),-0.121994 # DEPENDENCYPART_SIBL
(15,2),(15,9),-0.0244964 # DEPENDENCYPART_SIBL
(15,2),(15,10),-0.0233572 # DEPENDENCYPART_SIBL
(15,2),(15,11),0.082074 # DEPENDENCYPART_SIBL
(15,2),(15,12),-0.0233572 # DEPENDENCYPART_SIBL
(15,2),(15,13),-0.0263426 # DEPENDENCYPART_SIBL
(15,2),(15,14),-0.0632372 # DEPENDENCYPART_SIBL
(15,2),(15,16),-0.0353718 # DEPENDENCYPART_SIBL
(15,2),(15,17),-0.0208047 # DEPENDENCYPART_SIBL
(15,2),(15,18),-0.0276835 # DEPENDENCYPART_SIBL
(15,2),(15,19),-0.0236852 # DEPENDENCYPART_SIBL
(15,3),(15,4),-0.0643954 # DEPENDENCYPART_SIBL
(15,3),(15,5),-0.0538154 # DEPENDENCYPART_SIBL
(15,3),(15,6),-0.0333255 # DEPENDENCYPART_SIBL
(15,3),(15,7),0.075911 # DEPENDENCYPART_SIBL
(15,3),(15,8),-0.127977 # DEPENDENCYPART_SIBL
(15,3),(15,9),-0.0290899 # DEPENDENCYPART_SIBL
(15,3),(15,10),-0.0279508 # DEPENDENCYPART_SIBL
(15,3),(15,11),0.075911 # DEPENDENCYPART_SIBL
(15,3),(15,12),-0.0279508 # DEPENDENCYPART_SIBL
(15,3),(15,13),-0.0309362 # DEPENDENCYPART_SIBL
(15,3),(15,14),-0.0726394 # DEPENDENCYPART_SIBL
(15,3),(15,16),-0.0368091 # DEPENDENCYPART_SIBL
(15,3),(15,17),-0.0224389 # DEPENDENCYPART_SIBL
(15,3),(15,18),-0.0314933 # DEPENDENCYPART_SIBL
(15,3),(15,19),-0.0257688 # DEPENDENCYPART_SIBL
(15,4),(15,5),-0.0259895 # DEPENDENCYPART_SIBL
(15,4),(15,6),-0.0247992 # DEPENDENCYPART_SIBL
(15,4),(15,7),0.0857588 # DEPENDENCYPART_SIBL
(15,4),(15,8),-0.118309 # DEPENDENCYPART_SIBL
(15,4),(15,9),-0.0208116 # DEPENDENCYPART_SIBL
(15,4),(15,10),-0.0196724 # DEPENDENCYPART_SIBL
(15,4),(15,11),0.0857588 # DEPENDENCYPART_SIBL
(15,4),(15,12),-0.0196724 # DEPENDENCYPART_SIBL
(15,4),(15,13),-0.0226579 # DEPENDENCYPART_SIBL
(15,4),(15,14),-0.052183 # DEPENDENCYPART_SIBL
(15,4),(15,16),-0.0327906 # DEPENDENCYPART_SIBL
(15,4),(15,17),-0.0182234 # DEPENDENCYPART_SIBL
(15,4),(15,18),-0.01748 # DEPENDENCYPART_SIBL
(15,4),(15,19),-0.0235461 # DEPENDENCYPART_SIBL
(15,5),(15,6),-0.0298783 # DEPENDENCYPART_SIBL
(15,5),(15,7),0.0751026 # DEPENDENCYPART_SIBL
(15,5),(15,8),-0.123388 # DEPENDENCYPART_SIBL
(15,5),(15,9),-0.0258906 # DEPENDENCYPART_SIBL
(15,5),(15,10),-0.0247515 # DEPENDENCYPART_SIBL
(15,5),(15,11),0.0751026 # DEPENDENCYPART_SIBL
(15,5),(15,12),-0.0247515 # DEPENDENCYPART_SIBL
(15,5),(15,13),-0.0277369 # DEPENDENCYPART_SIBL
(15,5),(15,14),-0.0646314 # DEPENDENCYPART_SIBL
(15,5),(15,16),-0.0369037 # DEPENDENCYPART_SIBL
(15,5),(15,17),-0.0223365 # DEPENDENCYPART_SIBL
(15,5),(15,18),-0.0241133 # DEPENDENCYPART_SIBL
(15,5),(15,19),-0.0293756 # DEPENDENCYPART_SIBL
(15,6),(15,7),0.0740495 # DEPENDENCYPART_SIBL
(15,6),(15,8),-0.102269 # DEPENDENCYPART_SIBL
(15,6),(15,9),-0.0329372 # DEPENDENCYPART_SIBL
(15,6),(15,10),-0.0314021 # DEPENDENCYPART_SIBL
(15,6),(15,11),0.0740495 # DEPENDENCYPART_SIBL
(15,6),(15,12),-0.0314021 # DEPENDENCYPART_SIBL
(15,6),(15,13),-0.0314021 # DEPENDENCYPART_SIBL
(15,6),(15,14),-0.0517433 # DEPENDENCYPART_SIBL
(15,6),(15,16),-0.0363442 # DEPENDENCYPART_SIBL
(15,6),(15,17),-0.0189733 # DEPENDENCYPART_SIBL
(15,6),(15,18),-0.0193521 # DEPENDENCYPART_SIBL
(15,6),(15,19),-0.00856403 # DEPENDENCYPART_SIBL
(15,7),(15,8),-0.211708 # DEPENDENCYPART_SIBL
(15,7),(15,9),-0.0571463 # DEPENDENCYPART_SIBL
(15,7),(15,10),-0.0523894 # DEPENDENCYPART_SIBL
(15,7),(15,11),-0.0195519 # DEPENDENCYPART_SIBL
(15,7),(15,12),-0.0523894 # DEPENDENCYPART_SIBL
(15,7),(15,13),-0.0523894 # DEPENDENCYPART_SIBL
(15,7),(15,14),-0.0523662 # DEPENDENCYPART_SIBL
(15,7),(15,16),-0.0150702 # DEPENDENCYPART_SIBL
(15,7),(15,17),-0.020744 # DEPENDENCYPART_SIBL
(15,7),(15,18),-0.0250521 # DEPENDENCYPART_SIBL
(15,7),(15,19),0.00494351 # DEPENDENCYPART_SIBL
(15,8),(15,9),0.132153 # DEPENDENCYPART_SIBL
(15,8),(15,10),0.132943 # DEPENDENCYPART_SIBL
(15,8),(15,11),0.187408 # DEPENDENCYPART_SIBL
(15,8),(15,12),0.132943 # DEPENDENCYPART_SIBL
(15,8),(15,13),0.132943 # DEPENDENCYPART_SIBL
(15,8),(15,14),0.185889 # DEPENDENCYPART_SIBL
(15,8),(15,16),-0.115683 # DEPENDENCYPART_SIBL
(15,8),(15,17),-0.0274668 # DEPENDENCYPART_SIBL
(15,8),(15,18),-0.0159212 # DEPENDENCYPART_SIBL
(15,8),(15,19),-0.0965861 # DEPENDENCYPART_SIBL
(15,9),(15,10),-0.0273703 # DEPENDENCYPART_SIBL
(15,9),(15,11),0.0619634 # DEPENDENCYPART_SIBL
(15,9),(15,12),-0.0273703 # DEPENDENCYPART_SIBL
(15,9),(15,13),-0.0273703 # DEPENDENCYPART_SIBL
(15,9),(15,14),-0.00176713 # DEPENDENCYPART_SIBL
(15,9),(15,16),0.0032735 # DEPENDENCYPART_SIBL
(15,9),(15,17),-0.0166342 # DEPENDENCYPART_SIBL
(15,9),(15,18),0.0108905 # DEPENDENCYPART_SIBL
(15,9),(15,19),-0.01195 # DEPENDENCYPART_SIBL
(15,10),(15,11),0.0619634 # DEPENDENCYPART_SIBL
(15,10),(15,12),-0.0273703 # DEPENDENCYPART_SIBL
(15,10),(15,13),-0.0273703 # DEPENDENCYPART_SIBL
(15,10),(15,14),-0.0022959 # DEPENDENCYPART_SIBL
(15,10),(15,16),0.00188042 # DEPENDENCYPART_SIBL
(15,10),(15,17),-0.0180273 # DEPENDENCYPART_SIBL
(15,10),(15,18),0.00738102 # DEPENDENCYPART_SIBL
(15,10),(15,19),-0.0130603 # DEPENDENCYPART_SIBL
(15,11),(15,12),-0.0523894 # DEPENDENCYPART_SIBL
(15,11),(15,13),-0.0523894 # DEPENDENCYPART_SIBL
(15,11),(15,14),-0.0523662 # DEPENDENCYPART_SIBL
(15,11),(15,16),-0.0150702 # DEPENDENCYPART_SIBL
(15,11),(15,17),-0.020744 # DEPENDENCYPART_SIBL
(15,11),(15,18),-0.0250521 # DEPENDENCYPART_SIBL
(15,11),(15,19),0.00494351 # DEPENDENCYPART_SIBL
(15,12),(15,13),-0.0273703 # DEPENDENCYPART_SIBL
(15,12),(15,14),-0.00176713 # DEPENDENCYPART_SIBL
(15,12),(15,16),0.00188042 # DEPENDENCYPART_SIBL
(15,12),(15,17),-0.0180273 # DEPENDENCYPART_SIBL
(15,12),(15,18),0.00738338 # DEPENDENCYPART_SIBL
(15,12),(15,19),-0.0130603 # DEPENDENCYPART_SIBL
(15,13),(15,14),-0.00176713 # DEPENDENCYPART_SIBL
(15,13),(15,16),0.00188042 # DEPENDENCYPART_SIBL
(15,13),(15,17),-0.0180273 # DEPENDENCYPART_SIBL
(15,13),(15,18),0.00738338 # DEPENDENCYPART_SIBL
(15,13),(15,19),-0.0130603 # DEPENDENCYPART_SIBL
(15,14),(15,16),-0.0478119 # DEPENDENCYPART_SIBL
(15,14),(15,17),-0.0335571 # DEPENDENCYPART_SIBL
(15,14),(15,18),-0.044906 # DEPENDENCYPART_SIBL
(15,14),(15,19),-0.0459215 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.00982789 # DEPENDENCYPART_SIBL
(15,16),(15,18),0.0116215 # DEPENDENCYPART_SIBL
(15,16),(15,19),-0.0428797 # DEPENDENCYPART_SIBL
(15,17),(15,18),-0.0230394 # DEPENDENCYPART_SIBL
(15,17),(15,19),-0.0253073 # DEPENDENCYPART_SIBL
(15,18),(15,19),-0.0172246 # DEPENDENCYPART_SIBL
(17,9),(17,12),0.0960556 # DEPENDENCYPART_SIBL
(17,9),(17,13),0.0930702 # DEPENDENCYPART_SIBL
(17,9),(17,14),0.0411333 # DEPENDENCYPART_SIBL
(17,9),(17,16),-0.0694531 # DEPENDENCYPART_SIBL
(17,12),(17,13),0.0930702 # DEPENDENCYPART_SIBL
(17,12),(17,14),0.0411333 # DEPENDENCYPART_SIBL
(17,12),(17,16),-0.0694531 # DEPENDENCYPART_SIBL
(17,13),(17,14),0.0411333 # DEPENDENCYPART_SIBL
(17,13),(17,16),-0.0694531 # DEPENDENCYPART_SIBL
(17,14),(17,16),-0.0389214 # DEPENDENCYPART_SIBL
(18,2),(18,6),0.163748 # DEPENDENCYPART_SIBL
(18,2),(18,9),-0.0018454 # DEPENDENCYPART_SIBL
(18,2),(18,10),-0.00491058 # DEPENDENCYPART_SIBL
(18,2),(18,11),0.641687 # DEPENDENCYPART_SIBL
(18,2),(18,12),-0.00167112 # DEPENDENCYPART_SIBL
(18,2),(18,13),-0.00465656 # DEPENDENCYPART_SIBL
(18,2),(18,14),-0.0171657 # DEPENDENCYPART_SIBL
(18,2),(18,16),-0.317123 # DEPENDENCYPART_SIBL
(18,2),(18,17),0.0513826 # DEPENDENCYPART_SIBL
(18,2),(18,19),0.041682 # DEPENDENCYPART_SIBL
(18,6),(18,9),0.0031293 # DEPENDENCYPART_SIBL
(18,6),(18,10),0.000262068 # DEPENDENCYPART_SIBL
(18,6),(18,11),0.342678 # DEPENDENCYPART_SIBL
(18,6),(18,12),0.00350153 # DEPENDENCYPART_SIBL
(18,6),(18,13),0.00350153 # DEPENDENCYPART_SIBL
(18,6),(18,14),-0.032254 # DEPENDENCYPART_SIBL
(18,6),(18,16),-0.335683 # DEPENDENCYPART_SIBL
(18,6),(18,17),-0.0347219 # DEPENDENCYPART_SIBL
(18,6),(18,19),0.116893 # DEPENDENCYPART_SIBL
(18,9),(18,10),0.0242998 # DEPENDENCYPART_SIBL
(18,9),(18,11),0.388592 # DEPENDENCYPART_SIBL
(18,9),(18,12),0.0275393 # DEPENDENCYPART_SIBL
(18,9),(18,13),0.0275393 # DEPENDENCYPART_SIBL
(18,9),(18,14),-0.017811 # DEPENDENCYPART_SIBL
(18,9),(18,16),-0.390221 # DEPENDENCYPART_SIBL
(18,9),(18,17),0.00838617 # DEPENDENCYPART_SIBL
(18,9),(18,19),0.0207425 # DEPENDENCYPART_SIBL
(18,10),(18,11),0.387529 # DEPENDENCYPART_SIBL
(18,10),(18,12),0.0264764 # DEPENDENCYPART_SIBL
(18,10),(18,13),0.0264764 # DEPENDENCYPART_SIBL
(18,10),(18,14),-0.0199314 # DEPENDENCYPART_SIBL
(18,10),(18,16),-0.391284 # DEPENDENCYPART_SIBL
(18,10),(18,17),0.00625511 # DEPENDENCYPART_SIBL
(18,10),(18,19),0.0208756 # DEPENDENCYPART_SIBL
(18,11),(18,12),-0.0452011 # DEPENDENCYPART_SIBL
(18,11),(18,13),-0.0452011 # DEPENDENCYPART_SIBL
(18,11),(18,14),0.0561381 # DEPENDENCYPART_SIBL
(18,11),(18,16),-0.408123 # DEPENDENCYPART_SIBL
(18,11),(18,17),0.0304872 # DEPENDENCYPART_SIBL
(18,11),(18,19),0.0238545 # DEPENDENCYPART_SIBL
(18,12),(18,13),0.0275393 # DEPENDENCYPART_SIBL
(18,12),(18,14),-0.017811 # DEPENDENCYPART_SIBL
(18,12),(18,16),-0.390221 # DEPENDENCYPART_SIBL
(18,12),(18,17),0.00838617 # DEPENDENCYPART_SIBL
(18,12),(18,19),0.0208839 # DEPENDENCYPART_SIBL
(18,13),(18,14),-0.017811 # DEPENDENCYPART_SIBL
(18,13),(18,16),-0.390221 # DEPENDENCYPART_SIBL
(18,13),(18,17),0.00838617 # DEPENDENCYPART_SIBL
(18,13),(18,19),0.0208839 # DEPENDENCYPART_SIBL
(18,14),(18,16),-0.292836 # DEPENDENCYPART_SIBL
(18,14),(18,17),0.0909936 # DEPENDENCYPART_SIBL
(18,14),(18,19),0.0363109 # DEPENDENCYPART_SIBL
(18,16),(18,17),0.173915 # DEPENDENCYPART_SIBL
(18,16),(18,19),-0.0285178 # DEPENDENCYPART_SIBL
(18,17),(18,19),-0.00426735 # DEPENDENCYPART_SIBL
(0,1),(1,2),0.851445 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),0.448158 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),0.394721 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),0.3081 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),0.901917 # DEPENDENCYPART_GRANDPAR
(0,1),(1,15),0.878479 # DEPENDENCYPART_GRANDPAR
(0,1),(1,19),1.96841 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.549843 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),0.448158 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),0.394721 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),0.901917 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.549625 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),0.648203 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),0.391335 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),0.304713 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),0.900759 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),0.645552 # DEPENDENCYPART_GRANDPAR
(0,3),(3,10),0.387802 # DEPENDENCYPART_GRANDPAR
(0,3),(3,15),0.877322 # DEPENDENCYPART_GRANDPAR
(0,3),(3,18),0.0959975 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),0.549843 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),0.648421 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),0.244902 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),0.193552 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),0.647511 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),0.287949 # DEPENDENCYPART_GRANDPAR
(0,5),(5,10),0.379598 # DEPENDENCYPART_GRANDPAR
(0,5),(5,11),0.369637 # DEPENDENCYPART_GRANDPAR
(0,5),(5,12),0.382937 # DEPENDENCYPART_GRANDPAR
(0,5),(5,13),0.20478 # DEPENDENCYPART_GRANDPAR
(0,5),(5,14),-0.267174 # DEPENDENCYPART_GRANDPAR
(0,5),(5,15),0.878479 # DEPENDENCYPART_GRANDPAR
(0,5),(5,18),0.096306 # DEPENDENCYPART_GRANDPAR
(0,5),(5,19),1.96841 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),0.495693 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),0.594271 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),0.186245 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),0.140924 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),0.0490047 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),0.571277 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),-0.203329 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),0.159487 # DEPENDENCYPART_GRANDPAR
(0,6),(6,10),0.25135 # DEPENDENCYPART_GRANDPAR
(0,6),(6,11),0.293403 # DEPENDENCYPART_GRANDPAR
(0,6),(6,12),0.254689 # DEPENDENCYPART_GRANDPAR
(0,6),(6,13),0.0765325 # DEPENDENCYPART_GRANDPAR
(0,6),(6,14),-0.323968 # DEPENDENCYPART_GRANDPAR
(0,6),(6,15),0.658603 # DEPENDENCYPART_GRANDPAR
(0,6),(6,17),-0.211651 # DEPENDENCYPART_GRANDPAR
(0,6),(6,18),0.0571194 # DEPENDENCYPART_GRANDPAR
(0,6),(6,19),2.14803 # DEPENDENCYPART_GRANDPAR
(0,8),(8,2),0.707279 # DEPENDENCYPART_GRANDPAR
(0,8),(8,3),0.303783 # DEPENDENCYPART_GRANDPAR
(0,8),(8,5),0.162518 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),0.50818 # DEPENDENCYPART_GRANDPAR
(0,8),(8,11),0.312751 # DEPENDENCYPART_GRANDPAR
(0,8),(8,14),-0.390804 # DEPENDENCYPART_GRANDPAR
(0,8),(8,15),0.651981 # DEPENDENCYPART_GRANDPAR
(0,8),(8,18),-0.0179 # DEPENDENCYPART_GRANDPAR
(0,8),(8,19),1.7878 # DEPENDENCYPART_GRANDPAR
(0,9),(9,3),0.284154 # DEPENDENCYPART_GRANDPAR
(0,9),(9,4),0.230292 # DEPENDENCYPART_GRANDPAR
(0,9),(9,5),0.140399 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),0.690711 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),0.459951 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),-0.223913 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),0.155151 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),0.259258 # DEPENDENCYPART_GRANDPAR
(0,9),(9,12),0.15849 # DEPENDENCYPART_GRANDPAR
(0,9),(9,13),-0.019666 # DEPENDENCYPART_GRANDPAR
(0,9),(9,14),-0.478081 # DEPENDENCYPART_GRANDPAR
(0,9),(9,15),0.702362 # DEPENDENCYPART_GRANDPAR
(0,9),(9,18),-0.105412 # DEPENDENCYPART_GRANDPAR
(0,9),(9,19),1.79326 # DEPENDENCYPART_GRANDPAR
(0,10),(10,1),0.586582 # DEPENDENCYPART_GRANDPAR
(0,10),(10,4),0.230292 # DEPENDENCYPART_GRANDPAR
(0,10),(10,5),0.140399 # DEPENDENCYPART_GRANDPAR
(0,10),(10,6),0.690711 # DEPENDENCYPART_GRANDPAR
(0,10),(10,7),0.459951 # DEPENDENCYPART_GRANDPAR
(0,10),(10,8),-0.223913 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),0.0715459 # DEPENDENCYPART_GRANDPAR
(0,10),(10,11),0.259258 # DEPENDENCYPART_GRANDPAR
(0,10),(10,12),0.15875 # DEPENDENCYPART_GRANDPAR
(0,10),(10,13),-0.0194063 # DEPENDENCYPART_GRANDPAR
(0,10),(10,14),-0.478081 # DEPENDENCYPART_GRANDPAR
(0,10),(10,15),0.702362 # DEPENDENCYPART_GRANDPAR
(0,10),(10,17),-0.242055 # DEPENDENCYPART_GRANDPAR
(0,10),(10,18),-0.105412 # DEPENDENCYPART_GRANDPAR
(0,10),(10,19),1.79326 # DEPENDENCYPART_GRANDPAR
(0,12),(12,1),0.586582 # DEPENDENCYPART_GRANDPAR
(0,12),(12,4),0.230292 # DEPENDENCYPART_GRANDPAR
(0,12),(12,7),0.459951 # DEPENDENCYPART_GRANDPAR
(0,12),(12,8),-0.223913 # DEPENDENCYPART_GRANDPAR
(0,12),(12,9),0.0715459 # DEPENDENCYPART_GRANDPAR
(0,12),(12,10),0.163275 # DEPENDENCYPART_GRANDPAR
(0,12),(12,11),0.182077 # DEPENDENCYPART_GRANDPAR
(0,12),(12,13),-0.0194063 # DEPENDENCYPART_GRANDPAR
(0,12),(12,14),-0.478081 # DEPENDENCYPART_GRANDPAR
(0,12),(12,15),0.702362 # DEPENDENCYPART_GRANDPAR
(0,12),(12,17),-0.242055 # DEPENDENCYPART_GRANDPAR
(0,12),(12,18),-0.105412 # DEPENDENCYPART_GRANDPAR
(0,12),(12,19),1.79326 # DEPENDENCYPART_GRANDPAR
(0,15),(15,1),0.488061 # DEPENDENCYPART_GRANDPAR
(0,15),(15,2),0.586638 # DEPENDENCYPART_GRANDPAR
(0,15),(15,3),0.178613 # DEPENDENCYPART_GRANDPAR
(0,15),(15,4),0.133291 # DEPENDENCYPART_GRANDPAR
(0,15),(15,5),0.0413723 # DEPENDENCYPART_GRANDPAR
(0,15),(15,6),0.429517 # DEPENDENCYPART_GRANDPAR
(0,15),(15,7),0.391197 # DEPENDENCYPART_GRANDPAR
(0,15),(15,8),-0.436153 # DEPENDENCYPART_GRANDPAR
(0,15),(15,9),-0.0585508 # DEPENDENCYPART_GRANDPAR
(0,15),(15,10),0.0329766 # DEPENDENCYPART_GRANDPAR
