# _root_ 1994-ben Márkus_Gyulával közösen alapítója volt a privatizációk lebonyolítására szakosodott Márkus_Pénzügyi_Gazdasági_Tanácsadó_Kft.-nek , amely utóbb fiktív cégnek bizonyult ( HVG , 1998. február 28. ) .
#goldHeads=5,3,5,5,0,7,8,9,10,5,5,16,16,15,16,5,18,5,18,22,22,18,18,5,
#predictedHeads=5,3,5,5,0,7,8,9,10,5,5,16,16,15,16,5,18,16,18,22,22,18,18,5,
(10,14),(10,17),0.0788804 # DEPENDENCYPART_SIBL
(10,14),(10,18),0.0533821 # DEPENDENCYPART_SIBL
(10,14),(10,19),0.0902066 # DEPENDENCYPART_SIBL
(10,14),(10,22),0.0547432 # DEPENDENCYPART_SIBL
(10,14),(10,23),0.121575 # DEPENDENCYPART_SIBL
(10,14),(10,24),0.106008 # DEPENDENCYPART_SIBL
(10,15),(10,16),0.0569364 # DEPENDENCYPART_SIBL
(10,15),(10,17),0.0365001 # DEPENDENCYPART_SIBL
(10,15),(10,18),0.00277276 # DEPENDENCYPART_SIBL
(10,15),(10,19),0.103086 # DEPENDENCYPART_SIBL
(10,15),(10,22),0.00470093 # DEPENDENCYPART_SIBL
(10,15),(10,23),0.13015 # DEPENDENCYPART_SIBL
(10,15),(10,24),0.0485651 # DEPENDENCYPART_SIBL
(10,16),(10,17),0.136266 # DEPENDENCYPART_SIBL
(10,16),(10,18),0.0791939 # DEPENDENCYPART_SIBL
(10,16),(10,19),0.17269 # DEPENDENCYPART_SIBL
(10,16),(10,22),0.0762329 # DEPENDENCYPART_SIBL
(10,16),(10,23),0.205546 # DEPENDENCYPART_SIBL
(10,16),(10,24),0.214485 # DEPENDENCYPART_SIBL
(10,17),(10,18),0.0841515 # DEPENDENCYPART_SIBL
(10,17),(10,19),-0.0261999 # DEPENDENCYPART_SIBL
(10,17),(10,22),0.0741756 # DEPENDENCYPART_SIBL
(10,17),(10,23),0.0878173 # DEPENDENCYPART_SIBL
(10,17),(10,24),0.0332239 # DEPENDENCYPART_SIBL
(10,18),(10,19),0.104204 # DEPENDENCYPART_SIBL
(10,18),(10,22),0.00278621 # DEPENDENCYPART_SIBL
(10,18),(10,23),0.133517 # DEPENDENCYPART_SIBL
(10,18),(10,24),0.0563924 # DEPENDENCYPART_SIBL
(10,19),(10,22),0.342981 # DEPENDENCYPART_SIBL
(10,19),(10,23),0.0670589 # DEPENDENCYPART_SIBL
(10,19),(10,24),0.0787788 # DEPENDENCYPART_SIBL
(10,22),(10,23),0.13015 # DEPENDENCYPART_SIBL
(10,22),(10,24),0.0485651 # DEPENDENCYPART_SIBL
(10,23),(10,24),0.0285417 # DEPENDENCYPART_SIBL
(12,14),(12,15),0.0126271 # DEPENDENCYPART_SIBL
(12,14),(12,21),0.0126419 # DEPENDENCYPART_SIBL
(12,14),(12,22),0.0126419 # DEPENDENCYPART_SIBL
(12,15),(12,21),0.00255642 # DEPENDENCYPART_SIBL
(12,15),(12,22),0.00256052 # DEPENDENCYPART_SIBL
(12,21),(12,22),0.00262285 # DEPENDENCYPART_SIBL
(13,5),(13,8),0.114258 # DEPENDENCYPART_SIBL
(13,5),(13,10),0.114258 # DEPENDENCYPART_SIBL
(13,5),(13,12),0.104553 # DEPENDENCYPART_SIBL
(13,5),(13,14),0.069448 # DEPENDENCYPART_SIBL
(13,5),(13,15),0.103034 # DEPENDENCYPART_SIBL
(13,5),(13,17),-0.000873647 # DEPENDENCYPART_SIBL
(13,5),(13,18),0.10165 # DEPENDENCYPART_SIBL
(13,5),(13,19),-0.00682343 # DEPENDENCYPART_SIBL
(13,5),(13,21),0.103038 # DEPENDENCYPART_SIBL
(13,5),(13,22),0.103038 # DEPENDENCYPART_SIBL
(13,5),(13,23),0.0352812 # DEPENDENCYPART_SIBL
(13,5),(13,24),0.115168 # DEPENDENCYPART_SIBL
(13,8),(13,10),0.0726452 # DEPENDENCYPART_SIBL
(13,8),(13,12),-0.00277989 # DEPENDENCYPART_SIBL
(13,8),(13,14),0.115984 # DEPENDENCYPART_SIBL
(13,8),(13,15),0.0967265 # DEPENDENCYPART_SIBL
(13,8),(13,17),-0.0249724 # DEPENDENCYPART_SIBL
(13,8),(13,18),0.112742 # DEPENDENCYPART_SIBL
(13,8),(13,19),0.00634654 # DEPENDENCYPART_SIBL
(13,8),(13,21),0.0967258 # DEPENDENCYPART_SIBL
(13,8),(13,22),0.0967265 # DEPENDENCYPART_SIBL
(13,8),(13,23),-0.000395765 # DEPENDENCYPART_SIBL
(13,8),(13,24),0.0265937 # DEPENDENCYPART_SIBL
(13,10),(13,12),-0.00277989 # DEPENDENCYPART_SIBL
(13,10),(13,14),0.115984 # DEPENDENCYPART_SIBL
(13,10),(13,15),0.0967265 # DEPENDENCYPART_SIBL
(13,10),(13,17),-0.0249724 # DEPENDENCYPART_SIBL
(13,10),(13,18),0.112742 # DEPENDENCYPART_SIBL
(13,10),(13,19),0.00634654 # DEPENDENCYPART_SIBL
(13,10),(13,21),0.0967258 # DEPENDENCYPART_SIBL
(13,10),(13,22),0.0967265 # DEPENDENCYPART_SIBL
(13,10),(13,23),-0.000395765 # DEPENDENCYPART_SIBL
(13,10),(13,24),0.0265937 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.0982442 # DEPENDENCYPART_SIBL
(13,12),(13,15),0.24725 # DEPENDENCYPART_SIBL
(13,12),(13,17),0.0415965 # DEPENDENCYPART_SIBL
(13,12),(13,18),0.24617 # DEPENDENCYPART_SIBL
(13,12),(13,19),0.049145 # DEPENDENCYPART_SIBL
(13,12),(13,21),0.24725 # DEPENDENCYPART_SIBL
(13,12),(13,22),0.24725 # DEPENDENCYPART_SIBL
(13,12),(13,23),0.0622941 # DEPENDENCYPART_SIBL
(13,12),(13,24),0.0836413 # DEPENDENCYPART_SIBL
(13,14),(13,15),0.0194686 # DEPENDENCYPART_SIBL
(13,14),(13,17),0.0101094 # DEPENDENCYPART_SIBL
(13,14),(13,18),0.0180072 # DEPENDENCYPART_SIBL
(13,14),(13,19),0.00146682 # DEPENDENCYPART_SIBL
(13,14),(13,21),0.0194722 # DEPENDENCYPART_SIBL
(13,14),(13,22),0.0194722 # DEPENDENCYPART_SIBL
(13,14),(13,23),0.0173934 # DEPENDENCYPART_SIBL
(13,14),(13,24),0.00970569 # DEPENDENCYPART_SIBL
(13,15),(13,17),0.0289512 # DEPENDENCYPART_SIBL
(13,15),(13,18),0.00329664 # DEPENDENCYPART_SIBL
(13,15),(13,19),0.0550935 # DEPENDENCYPART_SIBL
(13,15),(13,21),0.0054145 # DEPENDENCYPART_SIBL
(13,15),(13,22),0.00541862 # DEPENDENCYPART_SIBL
(13,15),(13,23),0.100326 # DEPENDENCYPART_SIBL
(13,15),(13,24),0.019512 # DEPENDENCYPART_SIBL
(13,17),(13,18),-0.0436491 # DEPENDENCYPART_SIBL
(13,17),(13,19),-0.0629704 # DEPENDENCYPART_SIBL
(13,17),(13,21),-0.0535586 # DEPENDENCYPART_SIBL
(13,17),(13,22),-0.0535516 # DEPENDENCYPART_SIBL
(13,17),(13,23),0.015667 # DEPENDENCYPART_SIBL
(13,17),(13,24),0.0251091 # DEPENDENCYPART_SIBL
(13,18),(13,19),0.0566509 # DEPENDENCYPART_SIBL
(13,18),(13,21),0.00373873 # DEPENDENCYPART_SIBL
(13,18),(13,22),0.00374286 # DEPENDENCYPART_SIBL
(13,18),(13,23),0.104129 # DEPENDENCYPART_SIBL
(13,18),(13,24),0.0274323 # DEPENDENCYPART_SIBL
(13,19),(13,21),0.00727045 # DEPENDENCYPART_SIBL
(13,19),(13,22),0.00728446 # DEPENDENCYPART_SIBL
(13,19),(13,23),-0.0348817 # DEPENDENCYPART_SIBL
(13,19),(13,24),0.0552564 # DEPENDENCYPART_SIBL
(13,21),(13,22),0.00542813 # DEPENDENCYPART_SIBL
(13,21),(13,23),0.10031 # DEPENDENCYPART_SIBL
(13,21),(13,24),0.0195065 # DEPENDENCYPART_SIBL
(13,22),(13,23),0.100326 # DEPENDENCYPART_SIBL
(13,22),(13,24),0.019512 # DEPENDENCYPART_SIBL
(13,23),(13,24),0.0243967 # DEPENDENCYPART_SIBL
(14,1),(14,4),0.0374313 # DEPENDENCYPART_SIBL
(14,1),(14,5),0.112516 # DEPENDENCYPART_SIBL
(14,1),(14,7),0.0374406 # DEPENDENCYPART_SIBL
(14,1),(14,8),0.0374406 # DEPENDENCYPART_SIBL
(14,1),(14,9),0.00562496 # DEPENDENCYPART_SIBL
(14,1),(14,10),0.0374406 # DEPENDENCYPART_SIBL
(14,1),(14,11),0.210833 # DEPENDENCYPART_SIBL
(14,1),(14,12),0.0388105 # DEPENDENCYPART_SIBL
(14,1),(14,13),0.0792001 # DEPENDENCYPART_SIBL
(14,1),(14,18),0.0125201 # DEPENDENCYPART_SIBL
(14,1),(14,22),0.0131834 # DEPENDENCYPART_SIBL
(14,4),(14,5),0.145174 # DEPENDENCYPART_SIBL
(14,4),(14,7),0.0758339 # DEPENDENCYPART_SIBL
(14,4),(14,8),0.0758339 # DEPENDENCYPART_SIBL
(14,4),(14,9),0.024881 # DEPENDENCYPART_SIBL
(14,4),(14,10),0.0758339 # DEPENDENCYPART_SIBL
(14,4),(14,11),0.278846 # DEPENDENCYPART_SIBL
(14,4),(14,12),0.0217386 # DEPENDENCYPART_SIBL
(14,4),(14,13),0.150418 # DEPENDENCYPART_SIBL
(14,4),(14,18),0.0391271 # DEPENDENCYPART_SIBL
(14,4),(14,22),0.0236676 # DEPENDENCYPART_SIBL
(14,5),(14,7),-0.00400195 # DEPENDENCYPART_SIBL
(14,5),(14,8),-0.00400195 # DEPENDENCYPART_SIBL
(14,5),(14,9),-0.0166955 # DEPENDENCYPART_SIBL
(14,5),(14,10),-0.00400195 # DEPENDENCYPART_SIBL
(14,5),(14,11),0.295313 # DEPENDENCYPART_SIBL
(14,5),(14,12),0.0246948 # DEPENDENCYPART_SIBL
(14,5),(14,13),0.0486668 # DEPENDENCYPART_SIBL
(14,5),(14,18),0.0723865 # DEPENDENCYPART_SIBL
(14,5),(14,22),0.0742328 # DEPENDENCYPART_SIBL
(14,7),(14,8),0.0768028 # DEPENDENCYPART_SIBL
(14,7),(14,9),0.0265938 # DEPENDENCYPART_SIBL
(14,7),(14,10),0.0768028 # DEPENDENCYPART_SIBL
(14,7),(14,11),0.282554 # DEPENDENCYPART_SIBL
(14,7),(14,12),0.0232545 # DEPENDENCYPART_SIBL
(14,7),(14,13),0.15092 # DEPENDENCYPART_SIBL
(14,7),(14,18),0.0360167 # DEPENDENCYPART_SIBL
(14,7),(14,22),0.0205572 # DEPENDENCYPART_SIBL
(14,8),(14,9),0.0265938 # DEPENDENCYPART_SIBL
(14,8),(14,10),0.0768028 # DEPENDENCYPART_SIBL
(14,8),(14,11),0.282554 # DEPENDENCYPART_SIBL
(14,8),(14,12),0.0232545 # DEPENDENCYPART_SIBL
(14,8),(14,13),0.15092 # DEPENDENCYPART_SIBL
(14,8),(14,18),0.0360167 # DEPENDENCYPART_SIBL
(14,8),(14,22),0.0205572 # DEPENDENCYPART_SIBL
(14,9),(14,10),0.0135447 # DEPENDENCYPART_SIBL
(14,9),(14,11),0.257145 # DEPENDENCYPART_SIBL
(14,9),(14,12),0.0378594 # DEPENDENCYPART_SIBL
(14,9),(14,13),0.0327089 # DEPENDENCYPART_SIBL
(14,9),(14,18),0.0248679 # DEPENDENCYPART_SIBL
(14,9),(14,22),0.0225794 # DEPENDENCYPART_SIBL
(14,10),(14,11),0.282554 # DEPENDENCYPART_SIBL
(14,10),(14,12),0.0232545 # DEPENDENCYPART_SIBL
(14,10),(14,13),0.15092 # DEPENDENCYPART_SIBL
(14,10),(14,18),0.0360167 # DEPENDENCYPART_SIBL
(14,10),(14,22),0.0205572 # DEPENDENCYPART_SIBL
(14,11),(14,12),-0.028145 # DEPENDENCYPART_SIBL
(14,11),(14,13),0.0209296 # DEPENDENCYPART_SIBL
(14,11),(14,18),0.0143123 # DEPENDENCYPART_SIBL
(14,11),(14,22),0.0206321 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.0895673 # DEPENDENCYPART_SIBL
(14,12),(14,18),0.101098 # DEPENDENCYPART_SIBL
(14,12),(14,22),0.102336 # DEPENDENCYPART_SIBL
(14,13),(14,18),0.0542983 # DEPENDENCYPART_SIBL
(14,13),(14,22),0.0450575 # DEPENDENCYPART_SIBL
(14,18),(14,22),-0.00203002 # DEPENDENCYPART_SIBL
(15,1),(15,3),0.00323715 # DEPENDENCYPART_SIBL
(15,1),(15,5),0.0933344 # DEPENDENCYPART_SIBL
(15,1),(15,6),-0.390284 # DEPENDENCYPART_SIBL
(15,1),(15,7),-0.0158091 # DEPENDENCYPART_SIBL
(15,1),(15,8),-0.0158091 # DEPENDENCYPART_SIBL
(15,1),(15,9),0.00362484 # DEPENDENCYPART_SIBL
(15,1),(15,10),-0.0158091 # DEPENDENCYPART_SIBL
(15,1),(15,11),0.377497 # DEPENDENCYPART_SIBL
(15,1),(15,12),-0.000281323 # DEPENDENCYPART_SIBL
(15,1),(15,13),0.0835622 # DEPENDENCYPART_SIBL
(15,1),(15,14),0.00969026 # DEPENDENCYPART_SIBL
(15,1),(15,17),-0.0309062 # DEPENDENCYPART_SIBL
(15,1),(15,18),0.0257044 # DEPENDENCYPART_SIBL
(15,1),(15,19),-0.000229904 # DEPENDENCYPART_SIBL
(15,1),(15,22),0.0260715 # DEPENDENCYPART_SIBL
(15,1),(15,23),-0.0430159 # DEPENDENCYPART_SIBL
(15,3),(15,5),0.103334 # DEPENDENCYPART_SIBL
(15,3),(15,6),-0.659163 # DEPENDENCYPART_SIBL
(15,3),(15,7),0.013189 # DEPENDENCYPART_SIBL
(15,3),(15,8),0.013189 # DEPENDENCYPART_SIBL
(15,3),(15,9),0.00882885 # DEPENDENCYPART_SIBL
(15,3),(15,10),0.013189 # DEPENDENCYPART_SIBL
(15,3),(15,11),0.444896 # DEPENDENCYPART_SIBL
(15,3),(15,12),-0.00967753 # DEPENDENCYPART_SIBL
(15,3),(15,13),0.0751757 # DEPENDENCYPART_SIBL
(15,3),(15,14),0.0149824 # DEPENDENCYPART_SIBL
(15,3),(15,17),-0.0556873 # DEPENDENCYPART_SIBL
(15,3),(15,18),-0.00143086 # DEPENDENCYPART_SIBL
(15,3),(15,19),-0.0281769 # DEPENDENCYPART_SIBL
(15,3),(15,22),-0.00387323 # DEPENDENCYPART_SIBL
(15,3),(15,23),-0.0535898 # DEPENDENCYPART_SIBL
(15,5),(15,6),-0.357729 # DEPENDENCYPART_SIBL
(15,5),(15,7),-0.0500194 # DEPENDENCYPART_SIBL
(15,5),(15,8),-0.0500194 # DEPENDENCYPART_SIBL
(15,5),(15,9),-0.07085 # DEPENDENCYPART_SIBL
(15,5),(15,10),-0.0500194 # DEPENDENCYPART_SIBL
(15,5),(15,11),0.34949 # DEPENDENCYPART_SIBL
(15,5),(15,12),-0.0379055 # DEPENDENCYPART_SIBL
(15,5),(15,13),0.0383461 # DEPENDENCYPART_SIBL
(15,5),(15,14),-0.0647846 # DEPENDENCYPART_SIBL
(15,5),(15,17),-0.0264805 # DEPENDENCYPART_SIBL
(15,5),(15,18),0.0128675 # DEPENDENCYPART_SIBL
(15,5),(15,19),0.0120969 # DEPENDENCYPART_SIBL
(15,5),(15,22),0.0143227 # DEPENDENCYPART_SIBL
(15,5),(15,23),-0.0240238 # DEPENDENCYPART_SIBL
(15,6),(15,7),0.0320389 # DEPENDENCYPART_SIBL
(15,6),(15,8),0.0320389 # DEPENDENCYPART_SIBL
(15,6),(15,9),0.159941 # DEPENDENCYPART_SIBL
(15,6),(15,10),0.0320389 # DEPENDENCYPART_SIBL
(15,6),(15,11),0.198389 # DEPENDENCYPART_SIBL
(15,6),(15,12),-0.0101584 # DEPENDENCYPART_SIBL
(15,6),(15,13),0.0347451 # DEPENDENCYPART_SIBL
(15,6),(15,14),0.167119 # DEPENDENCYPART_SIBL
(15,6),(15,17),-0.0765128 # DEPENDENCYPART_SIBL
(15,6),(15,18),-0.00485635 # DEPENDENCYPART_SIBL
(15,6),(15,19),-0.00944958 # DEPENDENCYPART_SIBL
(15,6),(15,22),-0.00386806 # DEPENDENCYPART_SIBL
(15,6),(15,23),-0.0861478 # DEPENDENCYPART_SIBL
(15,7),(15,8),-0.0104889 # DEPENDENCYPART_SIBL
(15,7),(15,9),0.0478073 # DEPENDENCYPART_SIBL
(15,7),(15,10),-0.0104889 # DEPENDENCYPART_SIBL
(15,7),(15,11),0.641687 # DEPENDENCYPART_SIBL
(15,7),(15,12),0.0173024 # DEPENDENCYPART_SIBL
(15,7),(15,13),0.189268 # DEPENDENCYPART_SIBL
(15,7),(15,14),0.0529524 # DEPENDENCYPART_SIBL
(15,7),(15,17),-0.0657147 # DEPENDENCYPART_SIBL
(15,7),(15,18),0.0193112 # DEPENDENCYPART_SIBL
(15,7),(15,19),-0.00283849 # DEPENDENCYPART_SIBL
(15,7),(15,22),0.00331963 # DEPENDENCYPART_SIBL
(15,7),(15,23),-0.0785934 # DEPENDENCYPART_SIBL
(15,8),(15,9),0.0478073 # DEPENDENCYPART_SIBL
(15,8),(15,10),-0.0104889 # DEPENDENCYPART_SIBL
(15,8),(15,11),0.641687 # DEPENDENCYPART_SIBL
(15,8),(15,12),0.0173024 # DEPENDENCYPART_SIBL
(15,8),(15,13),0.189268 # DEPENDENCYPART_SIBL
(15,8),(15,14),0.0529524 # DEPENDENCYPART_SIBL
(15,8),(15,17),-0.0657147 # DEPENDENCYPART_SIBL
(15,8),(15,18),0.0193112 # DEPENDENCYPART_SIBL
(15,8),(15,19),-0.00283849 # DEPENDENCYPART_SIBL
(15,8),(15,22),0.00331963 # DEPENDENCYPART_SIBL
(15,8),(15,23),-0.0785934 # DEPENDENCYPART_SIBL
(15,9),(15,10),0.0121601 # DEPENDENCYPART_SIBL
(15,9),(15,11),0.444729 # DEPENDENCYPART_SIBL
(15,9),(15,12),-0.00963138 # DEPENDENCYPART_SIBL
(15,9),(15,13),0.0719107 # DEPENDENCYPART_SIBL
(15,9),(15,14),0.016896 # DEPENDENCYPART_SIBL
(15,9),(15,17),-0.0578376 # DEPENDENCYPART_SIBL
(15,9),(15,18),-0.00173033 # DEPENDENCYPART_SIBL
(15,9),(15,19),-0.0329118 # DEPENDENCYPART_SIBL
(15,9),(15,22),-0.0041727 # DEPENDENCYPART_SIBL
(15,9),(15,23),-0.05574 # DEPENDENCYPART_SIBL
(15,10),(15,11),0.641687 # DEPENDENCYPART_SIBL
(15,10),(15,12),0.0173024 # DEPENDENCYPART_SIBL
(15,10),(15,13),0.189268 # DEPENDENCYPART_SIBL
(15,10),(15,14),0.0529524 # DEPENDENCYPART_SIBL
(15,10),(15,17),-0.0657147 # DEPENDENCYPART_SIBL
(15,10),(15,18),0.0193112 # DEPENDENCYPART_SIBL
(15,10),(15,19),-0.00283849 # DEPENDENCYPART_SIBL
(15,10),(15,22),0.00331963 # DEPENDENCYPART_SIBL
(15,10),(15,23),-0.0785934 # DEPENDENCYPART_SIBL
(15,11),(15,12),-0.0825811 # DEPENDENCYPART_SIBL
(15,11),(15,13),0.0617565 # DEPENDENCYPART_SIBL
(15,11),(15,14),0.0495393 # DEPENDENCYPART_SIBL
(15,11),(15,17),-0.105794 # DEPENDENCYPART_SIBL
(15,11),(15,18),-0.0144414 # DEPENDENCYPART_SIBL
(15,11),(15,19),-0.0346477 # DEPENDENCYPART_SIBL
(15,11),(15,22),-0.00850352 # DEPENDENCYPART_SIBL
(15,11),(15,23),-0.0292323 # DEPENDENCYPART_SIBL
(15,12),(15,13),0.0291824 # DEPENDENCYPART_SIBL
(15,12),(15,14),-0.0323658 # DEPENDENCYPART_SIBL
(15,12),(15,17),-0.059532 # DEPENDENCYPART_SIBL
(15,12),(15,18),0.0146743 # DEPENDENCYPART_SIBL
(15,12),(15,19),-0.00749087 # DEPENDENCYPART_SIBL
(15,12),(15,22),0.0155654 # DEPENDENCYPART_SIBL
(15,12),(15,23),-0.0709923 # DEPENDENCYPART_SIBL
(15,13),(15,14),-0.00596894 # DEPENDENCYPART_SIBL
(15,13),(15,17),-0.032749 # DEPENDENCYPART_SIBL
(15,13),(15,18),0.0206312 # DEPENDENCYPART_SIBL
(15,13),(15,19),-0.000373614 # DEPENDENCYPART_SIBL
(15,13),(15,22),0.0110915 # DEPENDENCYPART_SIBL
(15,13),(15,23),-0.0216051 # DEPENDENCYPART_SIBL
(15,14),(15,17),-0.0579491 # DEPENDENCYPART_SIBL
(15,14),(15,18),-0.00176753 # DEPENDENCYPART_SIBL
(15,14),(15,19),-0.0330249 # DEPENDENCYPART_SIBL
(15,14),(15,22),-0.00420989 # DEPENDENCYPART_SIBL
(15,14),(15,23),-0.0558516 # DEPENDENCYPART_SIBL
(15,17),(15,18),0.0840812 # DEPENDENCYPART_SIBL
(15,17),(15,19),-0.0261999 # DEPENDENCYPART_SIBL
(15,17),(15,22),0.0741054 # DEPENDENCYPART_SIBL
(15,17),(15,23),0.0878173 # DEPENDENCYPART_SIBL
(15,18),(15,19),0.104133 # DEPENDENCYPART_SIBL
(15,18),(15,22),0.00264472 # DEPENDENCYPART_SIBL
(15,18),(15,23),0.133445 # DEPENDENCYPART_SIBL
(15,19),(15,22),0.342911 # DEPENDENCYPART_SIBL
(15,19),(15,23),0.0670589 # DEPENDENCYPART_SIBL
(15,22),(15,23),0.130079 # DEPENDENCYPART_SIBL
(16,1),(16,2),-0.0436333 # DEPENDENCYPART_SIBL
(16,1),(16,3),-0.0391332 # DEPENDENCYPART_SIBL
(16,1),(16,4),-0.0323739 # DEPENDENCYPART_SIBL
(16,1),(16,5),-0.046299 # DEPENDENCYPART_SIBL
(16,1),(16,6),-0.0930389 # DEPENDENCYPART_SIBL
(16,1),(16,7),-0.0436333 # DEPENDENCYPART_SIBL
(16,1),(16,8),-0.0436333 # DEPENDENCYPART_SIBL
(16,1),(16,9),-0.0394111 # DEPENDENCYPART_SIBL
(16,1),(16,10),-0.0436333 # DEPENDENCYPART_SIBL
(16,1),(16,11),0.0200023 # DEPENDENCYPART_SIBL
(16,1),(16,12),-0.190059 # DEPENDENCYPART_SIBL
(16,1),(16,13),-0.00299502 # DEPENDENCYPART_SIBL
(16,1),(16,14),-0.0394111 # DEPENDENCYPART_SIBL
(16,1),(16,15),-0.046308 # DEPENDENCYPART_SIBL
(16,1),(16,17),-0.0512047 # DEPENDENCYPART_SIBL
(16,1),(16,18),0.000324794 # DEPENDENCYPART_SIBL
(16,1),(16,19),-0.0443546 # DEPENDENCYPART_SIBL
(16,1),(16,21),-0.013242 # DEPENDENCYPART_SIBL
(16,1),(16,22),-0.013242 # DEPENDENCYPART_SIBL
(16,1),(16,23),-0.0611557 # DEPENDENCYPART_SIBL
(16,1),(16,24),-0.0308302 # DEPENDENCYPART_SIBL
(16,2),(16,3),-0.00377084 # DEPENDENCYPART_SIBL
(16,2),(16,4),-0.0447357 # DEPENDENCYPART_SIBL
(16,2),(16,5),-0.0207529 # DEPENDENCYPART_SIBL
(16,2),(16,6),-0.068324 # DEPENDENCYPART_SIBL
(16,2),(16,7),-0.0632248 # DEPENDENCYPART_SIBL
(16,2),(16,8),-0.0632248 # DEPENDENCYPART_SIBL
(16,2),(16,9),0.00235133 # DEPENDENCYPART_SIBL
(16,2),(16,10),-0.0632248 # DEPENDENCYPART_SIBL
(16,2),(16,11),0.0892938 # DEPENDENCYPART_SIBL
(16,2),(16,12),-0.196685 # DEPENDENCYPART_SIBL
(16,2),(16,13),0.006932 # DEPENDENCYPART_SIBL
(16,2),(16,14),0.00189117 # DEPENDENCYPART_SIBL
(16,2),(16,15),-0.0705115 # DEPENDENCYPART_SIBL
(16,2),(16,17),-0.0553914 # DEPENDENCYPART_SIBL
(16,2),(16,18),0.0293483 # DEPENDENCYPART_SIBL
(16,2),(16,19),-0.0217792 # DEPENDENCYPART_SIBL
(16,2),(16,21),-0.0174375 # DEPENDENCYPART_SIBL
(16,2),(16,22),-0.0174372 # DEPENDENCYPART_SIBL
(16,2),(16,23),-0.074366 # DEPENDENCYPART_SIBL
(16,2),(16,24),0.00377046 # DEPENDENCYPART_SIBL
(16,3),(16,4),-0.0171437 # DEPENDENCYPART_SIBL
(16,3),(16,5),-0.00387642 # DEPENDENCYPART_SIBL
(16,3),(16,6),-0.197601 # DEPENDENCYPART_SIBL
(16,3),(16,7),-0.0284009 # DEPENDENCYPART_SIBL
(16,3),(16,8),-0.0284009 # DEPENDENCYPART_SIBL
(16,3),(16,9),-0.00986683 # DEPENDENCYPART_SIBL
(16,3),(16,10),-0.0284009 # DEPENDENCYPART_SIBL
(16,3),(16,11),0.053113 # DEPENDENCYPART_SIBL
(16,3),(16,12),-0.136598 # DEPENDENCYPART_SIBL
(16,3),(16,13),-0.0127542 # DEPENDENCYPART_SIBL
(16,3),(16,14),-0.00982275 # DEPENDENCYPART_SIBL
(16,3),(16,15),-0.0310756 # DEPENDENCYPART_SIBL
(16,3),(16,17),-0.0469456 # DEPENDENCYPART_SIBL
(16,3),(16,18),0.0236832 # DEPENDENCYPART_SIBL
(16,3),(16,19),0.0158368 # DEPENDENCYPART_SIBL
(16,3),(16,21),0.0066638 # DEPENDENCYPART_SIBL
(16,3),(16,22),0.00666381 # DEPENDENCYPART_SIBL
(16,3),(16,23),-0.0363218 # DEPENDENCYPART_SIBL
(16,3),(16,24),0.00346147 # DEPENDENCYPART_SIBL
(16,4),(16,5),-0.0223322 # DEPENDENCYPART_SIBL
(16,4),(16,6),-0.0699371 # DEPENDENCYPART_SIBL
(16,4),(16,7),-0.064043 # DEPENDENCYPART_SIBL
(16,4),(16,8),-0.064043 # DEPENDENCYPART_SIBL
(16,4),(16,9),-0.00220233 # DEPENDENCYPART_SIBL
(16,4),(16,10),-0.064043 # DEPENDENCYPART_SIBL
(16,4),(16,11),0.085074 # DEPENDENCYPART_SIBL
(16,4),(16,12),-0.200831 # DEPENDENCYPART_SIBL
(16,4),(16,13),0.00492523 # DEPENDENCYPART_SIBL
(16,4),(16,14),-0.00266249 # DEPENDENCYPART_SIBL
(16,4),(16,15),-0.0713296 # DEPENDENCYPART_SIBL
(16,4),(16,17),-0.0470375 # DEPENDENCYPART_SIBL
(16,4),(16,18),0.0396453 # DEPENDENCYPART_SIBL
(16,4),(16,19),-0.0104232 # DEPENDENCYPART_SIBL
(16,4),(16,21),-0.00714043 # DEPENDENCYPART_SIBL
(16,4),(16,22),-0.00714019 # DEPENDENCYPART_SIBL
(16,4),(16,23),-0.066012 # DEPENDENCYPART_SIBL
(16,4),(16,24),0.0183544 # DEPENDENCYPART_SIBL
(16,5),(16,6),-0.0562635 # DEPENDENCYPART_SIBL
(16,5),(16,7),-0.0414969 # DEPENDENCYPART_SIBL
(16,5),(16,8),-0.0414969 # DEPENDENCYPART_SIBL
(16,5),(16,9),0.00390592 # DEPENDENCYPART_SIBL
(16,5),(16,10),-0.0414969 # DEPENDENCYPART_SIBL
(16,5),(16,11),0.160539 # DEPENDENCYPART_SIBL
(16,5),(16,12),-0.148862 # DEPENDENCYPART_SIBL
(16,5),(16,13),-0.00413156 # DEPENDENCYPART_SIBL
(16,5),(16,14),0.00390592 # DEPENDENCYPART_SIBL
(16,5),(16,15),-0.0441716 # DEPENDENCYPART_SIBL
(16,5),(16,17),-0.0298353 # DEPENDENCYPART_SIBL
(16,5),(16,18),0.0252343 # DEPENDENCYPART_SIBL
(16,5),(16,19),0.0102481 # DEPENDENCYPART_SIBL
(16,5),(16,21),0.0164565 # DEPENDENCYPART_SIBL
(16,5),(16,22),0.0164565 # DEPENDENCYPART_SIBL
(16,5),(16,23),-0.0233968 # DEPENDENCYPART_SIBL
(16,5),(16,24),0.0369323 # DEPENDENCYPART_SIBL
