# _root_ Óriási tévedés azt gondolni , hogy szórólapot terjeszteni semmivel sem nehezebb , mint mondjuk influenzát .
#goldHeads=2,4,4,0,4,4,8,3,8,8,8,8,8,3,14,4,
#predictedHeads=2,4,4,0,4,4,8,3,8,8,8,3,3,3,14,4,
(13,5),(13,12),0.0739929 # DEPENDENCYPART_SIBL
(13,5),(13,14),0.147202 # DEPENDENCYPART_SIBL
(13,5),(13,15),0.177356 # DEPENDENCYPART_SIBL
(13,5),(13,16),0.151895 # DEPENDENCYPART_SIBL
(13,6),(13,7),-0.106417 # DEPENDENCYPART_SIBL
(13,6),(13,8),0.00193916 # DEPENDENCYPART_SIBL
(13,6),(13,10),-0.0332202 # DEPENDENCYPART_SIBL
(13,6),(13,11),-0.0817929 # DEPENDENCYPART_SIBL
(13,6),(13,12),0.153135 # DEPENDENCYPART_SIBL
(13,6),(13,14),-0.00941127 # DEPENDENCYPART_SIBL
(13,6),(13,15),0.0160298 # DEPENDENCYPART_SIBL
(13,6),(13,16),0.0306391 # DEPENDENCYPART_SIBL
(13,7),(13,8),0.0600548 # DEPENDENCYPART_SIBL
(13,7),(13,10),0.118471 # DEPENDENCYPART_SIBL
(13,7),(13,11),0.0194304 # DEPENDENCYPART_SIBL
(13,7),(13,12),0.472387 # DEPENDENCYPART_SIBL
(13,7),(13,14),0.0055256 # DEPENDENCYPART_SIBL
(13,7),(13,15),0.156402 # DEPENDENCYPART_SIBL
(13,7),(13,16),-0.00161408 # DEPENDENCYPART_SIBL
(13,8),(13,10),-0.0178706 # DEPENDENCYPART_SIBL
(13,8),(13,11),-0.0270801 # DEPENDENCYPART_SIBL
(13,8),(13,12),0.454643 # DEPENDENCYPART_SIBL
(13,8),(13,14),0.0769077 # DEPENDENCYPART_SIBL
(13,8),(13,15),0.0178487 # DEPENDENCYPART_SIBL
(13,8),(13,16),0.0645453 # DEPENDENCYPART_SIBL
(13,10),(13,11),0.042017 # DEPENDENCYPART_SIBL
(13,10),(13,12),0.365628 # DEPENDENCYPART_SIBL
(13,10),(13,14),0.0490749 # DEPENDENCYPART_SIBL
(13,10),(13,15),0.125532 # DEPENDENCYPART_SIBL
(13,10),(13,16),0.00601352 # DEPENDENCYPART_SIBL
(13,11),(13,12),0.288856 # DEPENDENCYPART_SIBL
(13,11),(13,14),0.00804237 # DEPENDENCYPART_SIBL
(13,11),(13,15),0.076433 # DEPENDENCYPART_SIBL
(13,11),(13,16),0.013246 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.147202 # DEPENDENCYPART_SIBL
(13,12),(13,15),0.177356 # DEPENDENCYPART_SIBL
(13,12),(13,16),0.151895 # DEPENDENCYPART_SIBL
(13,14),(13,15),0.0762635 # DEPENDENCYPART_SIBL
(13,14),(13,16),0.100337 # DEPENDENCYPART_SIBL
(13,15),(13,16),0.029798 # DEPENDENCYPART_SIBL
(14,2),(14,3),-0.0146119 # DEPENDENCYPART_SIBL
(14,2),(14,4),-0.02016 # DEPENDENCYPART_SIBL
(14,2),(14,5),0.0712123 # DEPENDENCYPART_SIBL
(14,2),(14,6),0.0318252 # DEPENDENCYPART_SIBL
(14,2),(14,7),-0.0373836 # DEPENDENCYPART_SIBL
(14,2),(14,8),-0.0201609 # DEPENDENCYPART_SIBL
(14,2),(14,9),-0.0976745 # DEPENDENCYPART_SIBL
(14,2),(14,10),0.0378637 # DEPENDENCYPART_SIBL
(14,2),(14,11),-0.0176374 # DEPENDENCYPART_SIBL
(14,2),(14,12),0.0712123 # DEPENDENCYPART_SIBL
(14,2),(14,13),0.0716188 # DEPENDENCYPART_SIBL
(14,2),(14,15),-0.0307873 # DEPENDENCYPART_SIBL
(14,2),(14,16),-0.0270119 # DEPENDENCYPART_SIBL
(14,3),(14,4),-0.0334588 # DEPENDENCYPART_SIBL
(14,3),(14,5),0.0636421 # DEPENDENCYPART_SIBL
(14,3),(14,6),0.0981571 # DEPENDENCYPART_SIBL
(14,3),(14,7),-0.00849887 # DEPENDENCYPART_SIBL
(14,3),(14,8),-0.0334667 # DEPENDENCYPART_SIBL
(14,3),(14,9),-0.184309 # DEPENDENCYPART_SIBL
(14,3),(14,10),0.0953196 # DEPENDENCYPART_SIBL
(14,3),(14,11),-0.0156972 # DEPENDENCYPART_SIBL
(14,3),(14,12),0.0636421 # DEPENDENCYPART_SIBL
(14,3),(14,13),0.0934147 # DEPENDENCYPART_SIBL
(14,3),(14,15),-0.150075 # DEPENDENCYPART_SIBL
(14,3),(14,16),-0.0151335 # DEPENDENCYPART_SIBL
(14,4),(14,5),0.0673122 # DEPENDENCYPART_SIBL
(14,4),(14,6),-0.0568842 # DEPENDENCYPART_SIBL
(14,4),(14,7),-0.028248 # DEPENDENCYPART_SIBL
(14,4),(14,8),-0.0341208 # DEPENDENCYPART_SIBL
(14,4),(14,9),-0.080154 # DEPENDENCYPART_SIBL
(14,4),(14,10),-0.0106302 # DEPENDENCYPART_SIBL
(14,4),(14,11),-0.0124211 # DEPENDENCYPART_SIBL
(14,4),(14,12),0.0673122 # DEPENDENCYPART_SIBL
(14,4),(14,13),-0.00192935 # DEPENDENCYPART_SIBL
(14,4),(14,15),-0.024473 # DEPENDENCYPART_SIBL
(14,4),(14,16),-0.0114953 # DEPENDENCYPART_SIBL
(14,5),(14,6),0.0306087 # DEPENDENCYPART_SIBL
(14,5),(14,7),-0.0031946 # DEPENDENCYPART_SIBL
(14,5),(14,8),0.0194892 # DEPENDENCYPART_SIBL
(14,5),(14,9),-0.0549778 # DEPENDENCYPART_SIBL
(14,5),(14,10),0.0227236 # DEPENDENCYPART_SIBL
(14,5),(14,11),-0.0256147 # DEPENDENCYPART_SIBL
(14,5),(14,12),0.00500304 # DEPENDENCYPART_SIBL
(14,5),(14,13),0.128847 # DEPENDENCYPART_SIBL
(14,5),(14,15),-0.0342046 # DEPENDENCYPART_SIBL
(14,5),(14,16),-0.00507094 # DEPENDENCYPART_SIBL
(14,6),(14,7),-0.132849 # DEPENDENCYPART_SIBL
(14,6),(14,8),0.0766884 # DEPENDENCYPART_SIBL
(14,6),(14,9),-0.0381437 # DEPENDENCYPART_SIBL
(14,6),(14,10),-0.0016433 # DEPENDENCYPART_SIBL
(14,6),(14,11),-0.0739801 # DEPENDENCYPART_SIBL
(14,6),(14,12),0.209372 # DEPENDENCYPART_SIBL
(14,6),(14,13),0.0151518 # DEPENDENCYPART_SIBL
(14,6),(14,15),-0.0458453 # DEPENDENCYPART_SIBL
(14,6),(14,16),-0.0301671 # DEPENDENCYPART_SIBL
(14,7),(14,8),-0.0141333 # DEPENDENCYPART_SIBL
(14,7),(14,9),-0.091647 # DEPENDENCYPART_SIBL
(14,7),(14,10),0.0438913 # DEPENDENCYPART_SIBL
(14,7),(14,11),-0.0116098 # DEPENDENCYPART_SIBL
(14,7),(14,12),0.0778811 # DEPENDENCYPART_SIBL
(14,7),(14,13),0.0758712 # DEPENDENCYPART_SIBL
(14,7),(14,15),-0.0307872 # DEPENDENCYPART_SIBL
(14,7),(14,16),-0.0270117 # DEPENDENCYPART_SIBL
(14,8),(14,9),-0.0807214 # DEPENDENCYPART_SIBL
(14,8),(14,10),-0.0118576 # DEPENDENCYPART_SIBL
(14,8),(14,11),-0.0130003 # DEPENDENCYPART_SIBL
(14,8),(14,12),0.0682554 # DEPENDENCYPART_SIBL
(14,8),(14,13),-0.00273249 # DEPENDENCYPART_SIBL
(14,8),(14,15),-0.0249199 # DEPENDENCYPART_SIBL
(14,8),(14,16),-0.0102445 # DEPENDENCYPART_SIBL
(14,9),(14,10),0.0742772 # DEPENDENCYPART_SIBL
(14,9),(14,11),-7.46421e-05 # DEPENDENCYPART_SIBL
(14,9),(14,12),0.0568529 # DEPENDENCYPART_SIBL
(14,9),(14,13),0.0885524 # DEPENDENCYPART_SIBL
(14,9),(14,15),-0.0327838 # DEPENDENCYPART_SIBL
(14,9),(14,16),-0.0399317 # DEPENDENCYPART_SIBL
(14,10),(14,11),0.0035603 # DEPENDENCYPART_SIBL
(14,10),(14,12),0.0114088 # DEPENDENCYPART_SIBL
(14,10),(14,13),0.0233856 # DEPENDENCYPART_SIBL
(14,10),(14,15),-0.0373818 # DEPENDENCYPART_SIBL
(14,10),(14,16),0.0171049 # DEPENDENCYPART_SIBL
(14,11),(14,12),0.0377995 # DEPENDENCYPART_SIBL
(14,11),(14,13),0.115351 # DEPENDENCYPART_SIBL
(14,11),(14,15),-0.00211377 # DEPENDENCYPART_SIBL
(14,11),(14,16),-0.0193861 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.128847 # DEPENDENCYPART_SIBL
(14,12),(14,15),-0.0342046 # DEPENDENCYPART_SIBL
(14,12),(14,16),-0.00507094 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.0350529 # DEPENDENCYPART_SIBL
(14,13),(14,16),-0.021456 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.0609047 # DEPENDENCYPART_SIBL
(15,7),(15,9),0.0420302 # DEPENDENCYPART_SIBL
(15,7),(15,10),0.223144 # DEPENDENCYPART_SIBL
(15,7),(15,11),0.039734 # DEPENDENCYPART_SIBL
(15,7),(15,12),0.641687 # DEPENDENCYPART_SIBL
(15,7),(15,13),0.459197 # DEPENDENCYPART_SIBL
(15,7),(15,14),0.150437 # DEPENDENCYPART_SIBL
(15,7),(15,16),0.041682 # DEPENDENCYPART_SIBL
(15,9),(15,10),0.1275 # DEPENDENCYPART_SIBL
(15,9),(15,11),0.0456485 # DEPENDENCYPART_SIBL
(15,9),(15,12),0.313914 # DEPENDENCYPART_SIBL
(15,9),(15,13),0.201424 # DEPENDENCYPART_SIBL
(15,9),(15,14),0.0843945 # DEPENDENCYPART_SIBL
(15,9),(15,16),0.0113319 # DEPENDENCYPART_SIBL
(15,10),(15,11),0.00242304 # DEPENDENCYPART_SIBL
(15,10),(15,12),0.0748931 # DEPENDENCYPART_SIBL
(15,10),(15,13),0.129181 # DEPENDENCYPART_SIBL
(15,10),(15,14),0.0629637 # DEPENDENCYPART_SIBL
(15,10),(15,16),0.141847 # DEPENDENCYPART_SIBL
(15,11),(15,12),0.440284 # DEPENDENCYPART_SIBL
(15,11),(15,13),0.37191 # DEPENDENCYPART_SIBL
(15,11),(15,14),0.108743 # DEPENDENCYPART_SIBL
(15,11),(15,16),-0.00342975 # DEPENDENCYPART_SIBL
(15,12),(15,13),0.210532 # DEPENDENCYPART_SIBL
(15,12),(15,14),0.143154 # DEPENDENCYPART_SIBL
(15,12),(15,16),0.0238545 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.165061 # DEPENDENCYPART_SIBL
(15,13),(15,16),0.0746242 # DEPENDENCYPART_SIBL
(15,14),(15,16),0.128188 # DEPENDENCYPART_SIBL
(0,1),(1,4),0.225869 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),0.421217 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),0.0870029 # DEPENDENCYPART_GRANDPAR
(0,1),(1,8),0.0812997 # DEPENDENCYPART_GRANDPAR
(0,1),(1,9),0.0213897 # DEPENDENCYPART_GRANDPAR
(0,1),(1,10),0.135179 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.359828 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),0.42699 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),0.488561 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),-0.111621 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),0.282405 # DEPENDENCYPART_GRANDPAR
(0,2),(2,11),0.335489 # DEPENDENCYPART_GRANDPAR
(0,2),(2,15),0.078233 # DEPENDENCYPART_GRANDPAR
(0,2),(2,16),1.76763 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.467523 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),0.703495 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),-0.0543918 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),0.200095 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),-0.136935 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),-0.357761 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),-0.198955 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),-0.216068 # DEPENDENCYPART_GRANDPAR
(0,3),(3,10),-0.0490478 # DEPENDENCYPART_GRANDPAR
(0,3),(3,11),0.00425172 # DEPENDENCYPART_GRANDPAR
(0,3),(3,12),-0.147925 # DEPENDENCYPART_GRANDPAR
(0,3),(3,13),-0.272471 # DEPENDENCYPART_GRANDPAR
(0,3),(3,14),-0.451529 # DEPENDENCYPART_GRANDPAR
(0,3),(3,15),-0.167907 # DEPENDENCYPART_GRANDPAR
(0,3),(3,16),1.47216 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),0.447577 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),0.617725 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),-0.082949 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),0.413144 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),0.34686 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),-0.152105 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),0.0713167 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),0.0323483 # DEPENDENCYPART_GRANDPAR
(0,4),(4,10),0.181002 # DEPENDENCYPART_GRANDPAR
(0,4),(4,11),0.188301 # DEPENDENCYPART_GRANDPAR
(0,4),(4,12),0.065124 # DEPENDENCYPART_GRANDPAR
(0,4),(4,13),0.033817 # DEPENDENCYPART_GRANDPAR
(0,4),(4,14),-0.183744 # DEPENDENCYPART_GRANDPAR
(0,4),(4,15),0.0377491 # DEPENDENCYPART_GRANDPAR
(0,4),(4,16),1.95831 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),0.714467 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),0.978568 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),0.164948 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),0.455326 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),0.781436 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),-0.283589 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),0.223971 # DEPENDENCYPART_GRANDPAR
(0,6),(6,11),0.341779 # DEPENDENCYPART_GRANDPAR
(0,6),(6,12),0.0105864 # DEPENDENCYPART_GRANDPAR
(0,6),(6,13),0.179773 # DEPENDENCYPART_GRANDPAR
(0,6),(6,14),-0.0144491 # DEPENDENCYPART_GRANDPAR
(0,6),(6,15),-0.0937345 # DEPENDENCYPART_GRANDPAR
(0,6),(6,16),1.93646 # DEPENDENCYPART_GRANDPAR
(0,8),(8,1),0.433529 # DEPENDENCYPART_GRANDPAR
(0,8),(8,2),0.60403 # DEPENDENCYPART_GRANDPAR
(0,8),(8,3),-0.0980121 # DEPENDENCYPART_GRANDPAR
(0,8),(8,4),-0.0138567 # DEPENDENCYPART_GRANDPAR
(0,8),(8,5),0.249828 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),-0.131773 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),-0.362881 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),0.0295627 # DEPENDENCYPART_GRANDPAR
(0,8),(8,10),0.177226 # DEPENDENCYPART_GRANDPAR
(0,8),(8,11),0.185189 # DEPENDENCYPART_GRANDPAR
(0,8),(8,12),0.0588424 # DEPENDENCYPART_GRANDPAR
(0,8),(8,13),0.0300416 # DEPENDENCYPART_GRANDPAR
(0,8),(8,14),-0.187545 # DEPENDENCYPART_GRANDPAR
(0,8),(8,15),0.0329771 # DEPENDENCYPART_GRANDPAR
(0,8),(8,16),1.9469 # DEPENDENCYPART_GRANDPAR
(0,10),(10,2),0.746809 # DEPENDENCYPART_GRANDPAR
(0,10),(10,6),0.151074 # DEPENDENCYPART_GRANDPAR
(0,10),(10,7),-0.221466 # DEPENDENCYPART_GRANDPAR
(0,10),(10,8),0.164367 # DEPENDENCYPART_GRANDPAR
(0,10),(10,11),0.179118 # DEPENDENCYPART_GRANDPAR
(0,10),(10,12),0.200709 # DEPENDENCYPART_GRANDPAR
(0,10),(10,13),0.0380964 # DEPENDENCYPART_GRANDPAR
(0,10),(10,14),-0.125273 # DEPENDENCYPART_GRANDPAR
(0,10),(10,15),-0.000589803 # DEPENDENCYPART_GRANDPAR
(0,10),(10,16),1.65598 # DEPENDENCYPART_GRANDPAR
(0,13),(13,1),0.504706 # DEPENDENCYPART_GRANDPAR
(0,13),(13,2),0.699972 # DEPENDENCYPART_GRANDPAR
(0,13),(13,3),0.0989454 # DEPENDENCYPART_GRANDPAR
(0,13),(13,4),0.363925 # DEPENDENCYPART_GRANDPAR
(0,13),(13,5),0.610966 # DEPENDENCYPART_GRANDPAR
(0,13),(13,6),0.126899 # DEPENDENCYPART_GRANDPAR
(0,13),(13,7),-0.268302 # DEPENDENCYPART_GRANDPAR
(0,13),(13,8),0.222129 # DEPENDENCYPART_GRANDPAR
(0,13),(13,10),0.150107 # DEPENDENCYPART_GRANDPAR
(0,13),(13,11),0.159692 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),0.262946 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),0.0405171 # DEPENDENCYPART_GRANDPAR
(0,13),(13,15),0.012331 # DEPENDENCYPART_GRANDPAR
(0,13),(13,16),1.87056 # DEPENDENCYPART_GRANDPAR
(0,14),(14,2),0.585135 # DEPENDENCYPART_GRANDPAR
(0,14),(14,3),-0.105329 # DEPENDENCYPART_GRANDPAR
(0,14),(14,4),-0.0300513 # DEPENDENCYPART_GRANDPAR
(0,14),(14,5),0.240432 # DEPENDENCYPART_GRANDPAR
(0,14),(14,6),-0.156933 # DEPENDENCYPART_GRANDPAR
(0,14),(14,7),-0.381777 # DEPENDENCYPART_GRANDPAR
(0,14),(14,8),-0.174807 # DEPENDENCYPART_GRANDPAR
(0,14),(14,9),-0.235724 # DEPENDENCYPART_GRANDPAR
(0,14),(14,10),0.0727912 # DEPENDENCYPART_GRANDPAR
(0,14),(14,11),0.0810445 # DEPENDENCYPART_GRANDPAR
(0,14),(14,12),-0.107588 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),-0.087717 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),-0.00992165 # DEPENDENCYPART_GRANDPAR
(0,14),(14,16),1.89824 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-0.456519 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,2),-0.15769 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),-0.272775 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),-0.240945 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),-0.0992027 # DEPENDENCYPART_GRANDPAR
(1,4),(4,7),-0.161892 # DEPENDENCYPART_GRANDPAR
(1,4),(4,8),-0.189845 # DEPENDENCYPART_GRANDPAR
(1,4),(4,9),-0.168713 # DEPENDENCYPART_GRANDPAR
(1,4),(4,10),-0.222783 # DEPENDENCYPART_GRANDPAR
(1,4),(4,11),-0.399161 # DEPENDENCYPART_GRANDPAR
(1,4),(4,12),-0.3493 # DEPENDENCYPART_GRANDPAR
(1,4),(4,13),-0.216695 # DEPENDENCYPART_GRANDPAR
(1,4),(4,14),-0.22739 # DEPENDENCYPART_GRANDPAR
(1,4),(4,15),-0.361421 # DEPENDENCYPART_GRANDPAR
(1,4),(4,16),-0.496875 # DEPENDENCYPART_GRANDPAR
(1,6),(6,1),-0.445303 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,6),(6,2),-0.0553401 # DEPENDENCYPART_GRANDPAR
(1,6),(6,3),-0.244869 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),-0.200248 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),-0.163423 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),-0.283501 # DEPENDENCYPART_GRANDPAR
(1,6),(6,8),-0.341087 # DEPENDENCYPART_GRANDPAR
(1,6),(6,11),-0.48433 # DEPENDENCYPART_GRANDPAR
(1,6),(6,12),-0.466254 # DEPENDENCYPART_GRANDPAR
(1,6),(6,13),-0.302225 # DEPENDENCYPART_GRANDPAR
(1,6),(6,14),-0.371133 # DEPENDENCYPART_GRANDPAR
(1,6),(6,15),-0.483031 # DEPENDENCYPART_GRANDPAR
(1,6),(6,16),-0.52319 # DEPENDENCYPART_GRANDPAR
(1,8),(8,1),-0.456708 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,8),(8,2),-0.158381 # DEPENDENCYPART_GRANDPAR
(1,8),(8,3),-0.273989 # DEPENDENCYPART_GRANDPAR
(1,8),(8,4),-0.274182 # DEPENDENCYPART_GRANDPAR
(1,8),(8,5),-0.347555 # DEPENDENCYPART_GRANDPAR
(1,8),(8,6),-0.252599 # DEPENDENCYPART_GRANDPAR
(1,8),(8,7),-0.267756 # DEPENDENCYPART_GRANDPAR
(1,8),(8,9),-0.167726 # DEPENDENCYPART_GRANDPAR
(1,8),(8,10),-0.222785 # DEPENDENCYPART_GRANDPAR
(1,8),(8,11),-0.398501 # DEPENDENCYPART_GRANDPAR
(1,8),(8,12),-0.350532 # DEPENDENCYPART_GRANDPAR
(1,8),(8,13),-0.216698 # DEPENDENCYPART_GRANDPAR
(1,8),(8,14),-0.227403 # DEPENDENCYPART_GRANDPAR
(1,8),(8,15),-0.362423 # DEPENDENCYPART_GRANDPAR
(1,8),(8,16),-0.500154 # DEPENDENCYPART_GRANDPAR
(1,10),(10,2),-0.147886 # DEPENDENCYPART_GRANDPAR
(1,10),(10,6),-0.21064 # DEPENDENCYPART_GRANDPAR
(1,10),(10,7),-0.258624 # DEPENDENCYPART_GRANDPAR
(1,10),(10,8),-0.207326 # DEPENDENCYPART_GRANDPAR
(1,10),(10,11),-0.48624 # DEPENDENCYPART_GRANDPAR
(1,10),(10,12),-0.341354 # DEPENDENCYPART_GRANDPAR
(1,10),(10,13),-0.302406 # DEPENDENCYPART_GRANDPAR
(1,10),(10,14),-0.294479 # DEPENDENCYPART_GRANDPAR
(1,10),(10,15),-0.477639 # DEPENDENCYPART_GRANDPAR
(1,10),(10,16),-0.598927 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),-0.520762 # DEPENDENCYPART_GRANDPAR
(2,1),(1,5),-0.267679 # DEPENDENCYPART_GRANDPAR
(2,1),(1,6),-0.388852 # DEPENDENCYPART_GRANDPAR
(2,1),(1,8),-0.292548 # DEPENDENCYPART_GRANDPAR
(2,1),(1,9),-0.460831 # DEPENDENCYPART_GRANDPAR
(2,1),(1,10),-0.553983 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.454228 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.504187 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),0.0819412 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-0.00167073 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.0509296 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.0308574 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),0.00527089 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),-0.108918 # DEPENDENCYPART_GRANDPAR
(2,4),(4,10),-0.262534 # DEPENDENCYPART_GRANDPAR
(2,4),(4,11),-0.334171 # DEPENDENCYPART_GRANDPAR
(2,4),(4,12),0.0373879 # DEPENDENCYPART_GRANDPAR
(2,4),(4,13),-0.0512254 # DEPENDENCYPART_GRANDPAR
(2,4),(4,14),-0.217733 # DEPENDENCYPART_GRANDPAR
(2,4),(4,15),-0.180153 # DEPENDENCYPART_GRANDPAR
(2,4),(4,16),-0.47745 # DEPENDENCYPART_GRANDPAR
(2,7),(7,2),-0.345141 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,7),(7,3),0.0716326 # DEPENDENCYPART_GRANDPAR
(2,7),(7,4),-0.110807 # DEPENDENCYPART_GRANDPAR
(2,7),(7,5),0.109523 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),-0.00794656 # DEPENDENCYPART_GRANDPAR
(2,7),(7,11),-0.251006 # DEPENDENCYPART_GRANDPAR
(2,7),(7,12),0.121575 # DEPENDENCYPART_GRANDPAR
(2,7),(7,14),-0.123265 # DEPENDENCYPART_GRANDPAR
(2,7),(7,15),-0.201672 # DEPENDENCYPART_GRANDPAR
(2,8),(8,1),-0.45288 # DEPENDENCYPART_GRANDPAR
(2,8),(8,2),-0.504901 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,8),(8,3),0.0807051 # DEPENDENCYPART_GRANDPAR
(2,8),(8,4),-0.131875 # DEPENDENCYPART_GRANDPAR
(2,8),(8,5),-0.0193846 # DEPENDENCYPART_GRANDPAR
(2,8),(8,6),-0.0414196 # DEPENDENCYPART_GRANDPAR
(2,8),(8,7),-0.0898347 # DEPENDENCYPART_GRANDPAR
(2,8),(8,9),-0.107949 # DEPENDENCYPART_GRANDPAR
(2,8),(8,10),-0.262545 # DEPENDENCYPART_GRANDPAR
(2,8),(8,11),-0.33352 # DEPENDENCYPART_GRANDPAR
(2,8),(8,12),0.0361482 # DEPENDENCYPART_GRANDPAR
(2,8),(8,13),-0.0512368 # DEPENDENCYPART_GRANDPAR
(2,8),(8,14),-0.217754 # DEPENDENCYPART_GRANDPAR
(2,8),(8,15),-0.181161 # DEPENDENCYPART_GRANDPAR
(2,8),(8,16),-0.480737 # DEPENDENCYPART_GRANDPAR
(2,11),(11,1),-0.473993 # DEPENDENCYPART_GRANDPAR
(2,11),(11,2),-0.432369 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,11),(11,3),0.0643549 # DEPENDENCYPART_GRANDPAR
(2,11),(11,4),-0.112218 # DEPENDENCYPART_GRANDPAR
(2,11),(11,5),0.0649494 # DEPENDENCYPART_GRANDPAR
(2,11),(11,6),-0.0205154 # DEPENDENCYPART_GRANDPAR
(2,11),(11,7),-0.0186648 # DEPENDENCYPART_GRANDPAR
(2,11),(11,8),0.115992 # DEPENDENCYPART_GRANDPAR
(2,11),(11,9),-0.0427377 # DEPENDENCYPART_GRANDPAR
(2,11),(11,10),-0.134171 # DEPENDENCYPART_GRANDPAR
(2,11),(11,12),0.189002 # DEPENDENCYPART_GRANDPAR
(2,11),(11,13),0.0959925 # DEPENDENCYPART_GRANDPAR
(2,11),(11,14),-0.0984973 # DEPENDENCYPART_GRANDPAR
(2,11),(11,15),-0.0641955 # DEPENDENCYPART_GRANDPAR
(2,11),(11,16),-0.41155 # DEPENDENCYPART_GRANDPAR
(2,15),(15,7),0.0685633 # DEPENDENCYPART_GRANDPAR
(2,15),(15,9),-0.0540124 # DEPENDENCYPART_GRANDPAR
(2,15),(15,10),-0.208469 # DEPENDENCYPART_GRANDPAR
(2,15),(15,11),-0.151699 # DEPENDENCYPART_GRANDPAR
(2,15),(15,12),0.148581 # DEPENDENCYPART_GRANDPAR
(2,15),(15,13),0.00172525 # DEPENDENCYPART_GRANDPAR
(2,15),(15,14),-0.110375 # DEPENDENCYPART_GRANDPAR
(2,15),(15,16),-0.462654 # DEPENDENCYPART_GRANDPAR
(3,1),(1,4),-0.489324 # DEPENDENCYPART_GRANDPAR
(3,1),(1,5),-0.540532 # DEPENDENCYPART_GRANDPAR
(3,1),(1,6),-0.405867 # DEPENDENCYPART_GRANDPAR
(3,1),(1,8),-0.35395 # DEPENDENCYPART_GRANDPAR
(3,1),(1,9),-0.327965 # DEPENDENCYPART_GRANDPAR
(3,1),(1,10),-0.143812 # DEPENDENCYPART_GRANDPAR
