# _root_ A jogszabályok nem voltak ilyen szabadok , de utasításba adtam , hogy minden kétes esetben a kutató javára kell dönteni .
#goldHeads=2,4,4,8,6,4,8,0,10,8,10,10,15,15,20,17,18,20,10,19,8,
#predictedHeads=2,4,4,8,4,4,8,0,10,8,10,10,15,15,20,17,18,20,10,19,8,
(10,4),(10,6),-0.00629694 # DEPENDENCYPART_SIBL
(10,4),(10,7),0.100013 # DEPENDENCYPART_SIBL
(10,4),(10,8),0.0314501 # DEPENDENCYPART_SIBL
(10,4),(10,9),-0.0280718 # DEPENDENCYPART_SIBL
(10,4),(10,11),0.026542 # DEPENDENCYPART_SIBL
(10,4),(10,12),0.00916464 # DEPENDENCYPART_SIBL
(10,4),(10,13),-0.018512 # DEPENDENCYPART_SIBL
(10,4),(10,14),0.00230542 # DEPENDENCYPART_SIBL
(10,4),(10,15),-0.00450266 # DEPENDENCYPART_SIBL
(10,4),(10,16),-0.0205793 # DEPENDENCYPART_SIBL
(10,4),(10,17),0.0209052 # DEPENDENCYPART_SIBL
(10,4),(10,18),0.00449744 # DEPENDENCYPART_SIBL
(10,4),(10,19),-0.0132496 # DEPENDENCYPART_SIBL
(10,4),(10,20),0.00343901 # DEPENDENCYPART_SIBL
(10,4),(10,21),0.0368095 # DEPENDENCYPART_SIBL
(10,5),(10,6),-0.0595928 # DEPENDENCYPART_SIBL
(10,5),(10,7),0.0133438 # DEPENDENCYPART_SIBL
(10,5),(10,8),0.00907075 # DEPENDENCYPART_SIBL
(10,5),(10,9),-0.0442127 # DEPENDENCYPART_SIBL
(10,5),(10,11),-0.0434254 # DEPENDENCYPART_SIBL
(10,5),(10,12),-0.00059293 # DEPENDENCYPART_SIBL
(10,5),(10,13),-0.0187488 # DEPENDENCYPART_SIBL
(10,5),(10,14),-0.0146695 # DEPENDENCYPART_SIBL
(10,5),(10,15),-0.0305982 # DEPENDENCYPART_SIBL
(10,5),(10,16),-0.0945956 # DEPENDENCYPART_SIBL
(10,5),(10,17),-0.00857035 # DEPENDENCYPART_SIBL
(10,5),(10,18),-0.0209579 # DEPENDENCYPART_SIBL
(10,5),(10,19),-0.0825605 # DEPENDENCYPART_SIBL
(10,5),(10,20),-0.0411338 # DEPENDENCYPART_SIBL
(10,5),(10,21),-0.0358353 # DEPENDENCYPART_SIBL
(10,6),(10,7),0.0462618 # DEPENDENCYPART_SIBL
(10,6),(10,8),0.112898 # DEPENDENCYPART_SIBL
(10,6),(10,9),-0.0185736 # DEPENDENCYPART_SIBL
(10,6),(10,11),0.0128327 # DEPENDENCYPART_SIBL
(10,6),(10,12),0.0381536 # DEPENDENCYPART_SIBL
(10,6),(10,13),0.00979973 # DEPENDENCYPART_SIBL
(10,6),(10,14),-0.0301514 # DEPENDENCYPART_SIBL
(10,6),(10,15),-0.00271044 # DEPENDENCYPART_SIBL
(10,6),(10,16),-0.00654774 # DEPENDENCYPART_SIBL
(10,6),(10,17),0.0206203 # DEPENDENCYPART_SIBL
(10,6),(10,18),0.00843678 # DEPENDENCYPART_SIBL
(10,6),(10,19),-0.00905855 # DEPENDENCYPART_SIBL
(10,6),(10,20),-0.00626882 # DEPENDENCYPART_SIBL
(10,6),(10,21),0.00235793 # DEPENDENCYPART_SIBL
(10,7),(10,8),0.248283 # DEPENDENCYPART_SIBL
(10,7),(10,9),-0.0108395 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.0062438 # DEPENDENCYPART_SIBL
(10,7),(10,12),0.00114593 # DEPENDENCYPART_SIBL
(10,7),(10,13),-0.0352557 # DEPENDENCYPART_SIBL
(10,7),(10,14),-0.0186291 # DEPENDENCYPART_SIBL
(10,7),(10,15),-0.0335146 # DEPENDENCYPART_SIBL
(10,7),(10,16),-0.0129655 # DEPENDENCYPART_SIBL
(10,7),(10,17),0.00712867 # DEPENDENCYPART_SIBL
(10,7),(10,18),-0.0205738 # DEPENDENCYPART_SIBL
(10,7),(10,19),-0.0119448 # DEPENDENCYPART_SIBL
(10,7),(10,20),-0.0120949 # DEPENDENCYPART_SIBL
(10,7),(10,21),0.0170506 # DEPENDENCYPART_SIBL
(10,8),(10,9),-0.0750025 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.00400796 # DEPENDENCYPART_SIBL
(10,8),(10,12),0.0250998 # DEPENDENCYPART_SIBL
(10,8),(10,13),-0.0192013 # DEPENDENCYPART_SIBL
(10,8),(10,14),-0.0235415 # DEPENDENCYPART_SIBL
(10,8),(10,15),-0.0114257 # DEPENDENCYPART_SIBL
(10,8),(10,16),-0.0111425 # DEPENDENCYPART_SIBL
(10,8),(10,17),0.0272041 # DEPENDENCYPART_SIBL
(10,8),(10,18),0.00394942 # DEPENDENCYPART_SIBL
(10,8),(10,19),0.028122 # DEPENDENCYPART_SIBL
(10,8),(10,20),0.0396195 # DEPENDENCYPART_SIBL
(10,8),(10,21),0.20236 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.0063939 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.002919 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.0367346 # DEPENDENCYPART_SIBL
(10,9),(10,14),-0.00615413 # DEPENDENCYPART_SIBL
(10,9),(10,15),-0.018831 # DEPENDENCYPART_SIBL
(10,9),(10,16),-0.0207324 # DEPENDENCYPART_SIBL
(10,9),(10,17),0.00129691 # DEPENDENCYPART_SIBL
(10,9),(10,18),-0.0119846 # DEPENDENCYPART_SIBL
(10,9),(10,19),0.0103655 # DEPENDENCYPART_SIBL
(10,9),(10,20),-0.0170032 # DEPENDENCYPART_SIBL
(10,9),(10,21),0.00488673 # DEPENDENCYPART_SIBL
(10,11),(10,12),0.81544 # DEPENDENCYPART_SIBL
(10,11),(10,13),0.0369901 # DEPENDENCYPART_SIBL
(10,11),(10,14),0.0604981 # DEPENDENCYPART_SIBL
(10,11),(10,15),0.0639785 # DEPENDENCYPART_SIBL
(10,11),(10,16),0.124212 # DEPENDENCYPART_SIBL
(10,11),(10,17),0.0795226 # DEPENDENCYPART_SIBL
(10,11),(10,18),0.0775124 # DEPENDENCYPART_SIBL
(10,11),(10,19),0.256421 # DEPENDENCYPART_SIBL
(10,11),(10,20),0.203604 # DEPENDENCYPART_SIBL
(10,11),(10,21),0.0484902 # DEPENDENCYPART_SIBL
(10,12),(10,13),0.0689925 # DEPENDENCYPART_SIBL
(10,12),(10,14),0.0821932 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.02379 # DEPENDENCYPART_SIBL
(10,12),(10,16),0.0755384 # DEPENDENCYPART_SIBL
(10,12),(10,17),-0.0112191 # DEPENDENCYPART_SIBL
(10,12),(10,18),-0.00982115 # DEPENDENCYPART_SIBL
(10,12),(10,19),0.142981 # DEPENDENCYPART_SIBL
(10,12),(10,20),0.113494 # DEPENDENCYPART_SIBL
(10,12),(10,21),0.123649 # DEPENDENCYPART_SIBL
(10,13),(10,14),0.0520222 # DEPENDENCYPART_SIBL
(10,13),(10,15),-0.0284906 # DEPENDENCYPART_SIBL
(10,13),(10,16),0.0768481 # DEPENDENCYPART_SIBL
(10,13),(10,17),-0.00946995 # DEPENDENCYPART_SIBL
(10,13),(10,18),-0.0137444 # DEPENDENCYPART_SIBL
(10,13),(10,19),-0.035122 # DEPENDENCYPART_SIBL
(10,13),(10,20),-0.0442543 # DEPENDENCYPART_SIBL
(10,13),(10,21),-0.0289654 # DEPENDENCYPART_SIBL
(10,14),(10,15),-0.0324236 # DEPENDENCYPART_SIBL
(10,14),(10,16),0.0428273 # DEPENDENCYPART_SIBL
(10,14),(10,17),-0.0206104 # DEPENDENCYPART_SIBL
(10,14),(10,18),-0.0211994 # DEPENDENCYPART_SIBL
(10,14),(10,19),0.00279462 # DEPENDENCYPART_SIBL
(10,14),(10,20),-0.0281533 # DEPENDENCYPART_SIBL
(10,14),(10,21),-0.01133 # DEPENDENCYPART_SIBL
(10,15),(10,16),0.0975727 # DEPENDENCYPART_SIBL
(10,15),(10,17),0.00351185 # DEPENDENCYPART_SIBL
(10,15),(10,18),0.00452328 # DEPENDENCYPART_SIBL
(10,15),(10,19),-0.0015813 # DEPENDENCYPART_SIBL
(10,15),(10,20),-0.0132277 # DEPENDENCYPART_SIBL
(10,15),(10,21),-0.0128489 # DEPENDENCYPART_SIBL
(10,16),(10,17),0.0140693 # DEPENDENCYPART_SIBL
(10,16),(10,18),0.0134802 # DEPENDENCYPART_SIBL
(10,16),(10,19),-0.0189307 # DEPENDENCYPART_SIBL
(10,16),(10,20),-0.0343381 # DEPENDENCYPART_SIBL
(10,16),(10,21),-0.0289086 # DEPENDENCYPART_SIBL
(10,17),(10,18),-0.00961474 # DEPENDENCYPART_SIBL
(10,17),(10,19),-0.00917824 # DEPENDENCYPART_SIBL
(10,17),(10,20),-0.0208253 # DEPENDENCYPART_SIBL
(10,17),(10,21),0.00987222 # DEPENDENCYPART_SIBL
(10,18),(10,19),-0.0174126 # DEPENDENCYPART_SIBL
(10,18),(10,20),-0.0290597 # DEPENDENCYPART_SIBL
(10,18),(10,21),-0.0108017 # DEPENDENCYPART_SIBL
(10,19),(10,20),-0.0125748 # DEPENDENCYPART_SIBL
(10,19),(10,21),0.0422504 # DEPENDENCYPART_SIBL
(10,20),(10,21),0.0187435 # DEPENDENCYPART_SIBL
(12,2),(12,3),0.00138917 # DEPENDENCYPART_SIBL
(12,2),(12,4),0.0456807 # DEPENDENCYPART_SIBL
(12,2),(12,5),-0.00258585 # DEPENDENCYPART_SIBL
(12,2),(12,6),0.0272548 # DEPENDENCYPART_SIBL
(12,2),(12,7),0.389552 # DEPENDENCYPART_SIBL
(12,2),(12,8),0.0337427 # DEPENDENCYPART_SIBL
(12,2),(12,9),-0.020383 # DEPENDENCYPART_SIBL
(12,2),(12,10),0.0324621 # DEPENDENCYPART_SIBL
(12,2),(12,11),0.389552 # DEPENDENCYPART_SIBL
(12,2),(12,14),0.0474349 # DEPENDENCYPART_SIBL
(12,2),(12,15),0.0802675 # DEPENDENCYPART_SIBL
(12,2),(12,17),0.0802451 # DEPENDENCYPART_SIBL
(12,2),(12,18),0.0787258 # DEPENDENCYPART_SIBL
(12,2),(12,19),0.162775 # DEPENDENCYPART_SIBL
(12,2),(12,20),0.113353 # DEPENDENCYPART_SIBL
(12,2),(12,21),0.132961 # DEPENDENCYPART_SIBL
(12,3),(12,4),0.030555 # DEPENDENCYPART_SIBL
(12,3),(12,5),-0.0253066 # DEPENDENCYPART_SIBL
(12,3),(12,6),0.0659668 # DEPENDENCYPART_SIBL
(12,3),(12,7),0.38192 # DEPENDENCYPART_SIBL
(12,3),(12,8),0.0422226 # DEPENDENCYPART_SIBL
(12,3),(12,9),0.011395 # DEPENDENCYPART_SIBL
(12,3),(12,10),0.0210247 # DEPENDENCYPART_SIBL
(12,3),(12,11),0.38192 # DEPENDENCYPART_SIBL
(12,3),(12,14),0.0557885 # DEPENDENCYPART_SIBL
(12,3),(12,15),0.0255273 # DEPENDENCYPART_SIBL
(12,3),(12,17),0.0277637 # DEPENDENCYPART_SIBL
(12,3),(12,18),0.0288334 # DEPENDENCYPART_SIBL
(12,3),(12,19),0.206855 # DEPENDENCYPART_SIBL
(12,3),(12,20),0.234053 # DEPENDENCYPART_SIBL
(12,3),(12,21),0.0833736 # DEPENDENCYPART_SIBL
(12,4),(12,5),-0.00718794 # DEPENDENCYPART_SIBL
(12,4),(12,6),0.0316289 # DEPENDENCYPART_SIBL
(12,4),(12,7),0.504972 # DEPENDENCYPART_SIBL
(12,4),(12,8),0.173191 # DEPENDENCYPART_SIBL
(12,4),(12,9),0.0137647 # DEPENDENCYPART_SIBL
(12,4),(12,10),0.0218518 # DEPENDENCYPART_SIBL
(12,4),(12,11),0.504972 # DEPENDENCYPART_SIBL
(12,4),(12,14),-0.0206393 # DEPENDENCYPART_SIBL
(12,4),(12,15),-0.112716 # DEPENDENCYPART_SIBL
(12,4),(12,17),-0.108519 # DEPENDENCYPART_SIBL
(12,4),(12,18),-0.110639 # DEPENDENCYPART_SIBL
(12,4),(12,19),0.10289 # DEPENDENCYPART_SIBL
(12,4),(12,20),0.107854 # DEPENDENCYPART_SIBL
(12,4),(12,21),0.08435 # DEPENDENCYPART_SIBL
(12,5),(12,6),-0.00928338 # DEPENDENCYPART_SIBL
(12,5),(12,7),0.285789 # DEPENDENCYPART_SIBL
(12,5),(12,8),0.0800102 # DEPENDENCYPART_SIBL
(12,5),(12,9),0.0127249 # DEPENDENCYPART_SIBL
(12,5),(12,10),0.0259549 # DEPENDENCYPART_SIBL
(12,5),(12,11),0.285789 # DEPENDENCYPART_SIBL
(12,5),(12,14),0.048053 # DEPENDENCYPART_SIBL
(12,5),(12,15),-0.00697737 # DEPENDENCYPART_SIBL
(12,5),(12,17),-0.00477984 # DEPENDENCYPART_SIBL
(12,5),(12,18),-0.00372344 # DEPENDENCYPART_SIBL
(12,5),(12,19),0.12611 # DEPENDENCYPART_SIBL
(12,5),(12,20),0.137193 # DEPENDENCYPART_SIBL
(12,5),(12,21),0.00270298 # DEPENDENCYPART_SIBL
(12,6),(12,7),0.327313 # DEPENDENCYPART_SIBL
(12,6),(12,8),0.094729 # DEPENDENCYPART_SIBL
(12,6),(12,9),-0.0194483 # DEPENDENCYPART_SIBL
(12,6),(12,10),0.0280236 # DEPENDENCYPART_SIBL
(12,6),(12,11),0.327313 # DEPENDENCYPART_SIBL
(12,6),(12,14),0.097602 # DEPENDENCYPART_SIBL
(12,6),(12,15),-0.0190445 # DEPENDENCYPART_SIBL
(12,6),(12,17),-0.0162025 # DEPENDENCYPART_SIBL
(12,6),(12,18),-0.0169498 # DEPENDENCYPART_SIBL
(12,6),(12,19),0.15861 # DEPENDENCYPART_SIBL
(12,6),(12,20),0.130956 # DEPENDENCYPART_SIBL
(12,6),(12,21),0.10308 # DEPENDENCYPART_SIBL
(12,7),(12,8),0.310776 # DEPENDENCYPART_SIBL
(12,7),(12,9),0.00229214 # DEPENDENCYPART_SIBL
(12,7),(12,10),0.0657353 # DEPENDENCYPART_SIBL
(12,7),(12,11),0.0255207 # DEPENDENCYPART_SIBL
(12,7),(12,14),0.0754555 # DEPENDENCYPART_SIBL
(12,7),(12,15),0.00995471 # DEPENDENCYPART_SIBL
(12,7),(12,17),0.02401 # DEPENDENCYPART_SIBL
(12,7),(12,18),0.015468 # DEPENDENCYPART_SIBL
(12,7),(12,19),0.379045 # DEPENDENCYPART_SIBL
(12,7),(12,20),0.289888 # DEPENDENCYPART_SIBL
(12,7),(12,21),0.213472 # DEPENDENCYPART_SIBL
(12,8),(12,9),0.0117749 # DEPENDENCYPART_SIBL
(12,8),(12,10),0.066086 # DEPENDENCYPART_SIBL
(12,8),(12,11),0.24519 # DEPENDENCYPART_SIBL
(12,8),(12,14),0.0205707 # DEPENDENCYPART_SIBL
(12,8),(12,15),-0.0264269 # DEPENDENCYPART_SIBL
(12,8),(12,17),-0.0156595 # DEPENDENCYPART_SIBL
(12,8),(12,18),-0.0212053 # DEPENDENCYPART_SIBL
(12,8),(12,19),0.218819 # DEPENDENCYPART_SIBL
(12,8),(12,20),0.148155 # DEPENDENCYPART_SIBL
(12,8),(12,21),0.264398 # DEPENDENCYPART_SIBL
(12,9),(12,10),0.0326418 # DEPENDENCYPART_SIBL
(12,9),(12,11),0.389874 # DEPENDENCYPART_SIBL
(12,9),(12,14),0.0489426 # DEPENDENCYPART_SIBL
(12,9),(12,15),0.0796628 # DEPENDENCYPART_SIBL
(12,9),(12,17),0.0796404 # DEPENDENCYPART_SIBL
(12,9),(12,18),0.0781211 # DEPENDENCYPART_SIBL
(12,9),(12,19),0.160721 # DEPENDENCYPART_SIBL
(12,9),(12,20),0.111299 # DEPENDENCYPART_SIBL
(12,9),(12,21),0.13343 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.434738 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.0335064 # DEPENDENCYPART_SIBL
(12,10),(12,15),-0.126079 # DEPENDENCYPART_SIBL
(12,10),(12,17),-0.121882 # DEPENDENCYPART_SIBL
(12,10),(12,18),-0.124002 # DEPENDENCYPART_SIBL
(12,10),(12,19),0.0890748 # DEPENDENCYPART_SIBL
(12,10),(12,20),0.0940396 # DEPENDENCYPART_SIBL
(12,10),(12,21),0.042562 # DEPENDENCYPART_SIBL
(12,11),(12,14),0.0754555 # DEPENDENCYPART_SIBL
(12,11),(12,15),0.00995471 # DEPENDENCYPART_SIBL
(12,11),(12,17),0.02401 # DEPENDENCYPART_SIBL
(12,11),(12,18),0.015468 # DEPENDENCYPART_SIBL
(12,11),(12,19),0.379045 # DEPENDENCYPART_SIBL
(12,11),(12,20),0.289888 # DEPENDENCYPART_SIBL
(12,11),(12,21),0.213472 # DEPENDENCYPART_SIBL
(12,14),(12,15),0.00605829 # DEPENDENCYPART_SIBL
(12,14),(12,17),0.00699139 # DEPENDENCYPART_SIBL
(12,14),(12,18),0.00699198 # DEPENDENCYPART_SIBL
(12,14),(12,19),-0.00184207 # DEPENDENCYPART_SIBL
(12,14),(12,20),-0.0248025 # DEPENDENCYPART_SIBL
(12,14),(12,21),0.0333717 # DEPENDENCYPART_SIBL
(12,15),(12,17),-0.0195828 # DEPENDENCYPART_SIBL
(12,15),(12,18),-0.0182238 # DEPENDENCYPART_SIBL
(12,15),(12,19),-0.0427834 # DEPENDENCYPART_SIBL
(12,15),(12,20),-0.0449552 # DEPENDENCYPART_SIBL
(12,15),(12,21),-0.00903702 # DEPENDENCYPART_SIBL
(12,17),(12,18),-0.0214749 # DEPENDENCYPART_SIBL
(12,17),(12,19),-0.0427436 # DEPENDENCYPART_SIBL
(12,17),(12,20),-0.044916 # DEPENDENCYPART_SIBL
(12,17),(12,21),0.00612487 # DEPENDENCYPART_SIBL
(12,18),(12,19),-0.0424262 # DEPENDENCYPART_SIBL
(12,18),(12,20),-0.0445986 # DEPENDENCYPART_SIBL
(12,18),(12,21),-0.00143092 # DEPENDENCYPART_SIBL
(12,19),(12,20),-0.0432518 # DEPENDENCYPART_SIBL
(12,19),(12,21),0.0653803 # DEPENDENCYPART_SIBL
(12,20),(12,21),0.0318207 # DEPENDENCYPART_SIBL
(14,5),(14,9),0.168414 # DEPENDENCYPART_SIBL
(14,5),(14,10),0.172476 # DEPENDENCYPART_SIBL
(14,5),(14,11),0.0836084 # DEPENDENCYPART_SIBL
(14,5),(14,12),0.227329 # DEPENDENCYPART_SIBL
(14,5),(14,13),0.106323 # DEPENDENCYPART_SIBL
(14,5),(14,17),0.0281177 # DEPENDENCYPART_SIBL
(14,5),(14,18),0.0291766 # DEPENDENCYPART_SIBL
(14,9),(14,10),0.151691 # DEPENDENCYPART_SIBL
(14,9),(14,11),0.282611 # DEPENDENCYPART_SIBL
(14,9),(14,12),0.273122 # DEPENDENCYPART_SIBL
(14,9),(14,13),0.0315384 # DEPENDENCYPART_SIBL
(14,9),(14,17),0.019796 # DEPENDENCYPART_SIBL
(14,9),(14,18),0.0182789 # DEPENDENCYPART_SIBL
(14,10),(14,11),0.256198 # DEPENDENCYPART_SIBL
(14,10),(14,12),0.0696638 # DEPENDENCYPART_SIBL
(14,10),(14,13),0.0213072 # DEPENDENCYPART_SIBL
(14,10),(14,17),0.0618835 # DEPENDENCYPART_SIBL
(14,10),(14,18),0.0597656 # DEPENDENCYPART_SIBL
(14,11),(14,12),0.0995594 # DEPENDENCYPART_SIBL
(14,11),(14,13),-0.0120929 # DEPENDENCYPART_SIBL
(14,11),(14,17),0.0271179 # DEPENDENCYPART_SIBL
(14,11),(14,18),0.0185781 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.0572559 # DEPENDENCYPART_SIBL
(14,12),(14,17),0.0223943 # DEPENDENCYPART_SIBL
(14,12),(14,18),0.0150992 # DEPENDENCYPART_SIBL
(14,13),(14,17),0.0688193 # DEPENDENCYPART_SIBL
(14,13),(14,18),0.070269 # DEPENDENCYPART_SIBL
(14,17),(14,18),0.00199453 # DEPENDENCYPART_SIBL
(15,1),(15,2),0.005433 # DEPENDENCYPART_SIBL
(15,1),(15,4),0.19983 # DEPENDENCYPART_SIBL
(15,1),(15,6),0.138908 # DEPENDENCYPART_SIBL
(15,1),(15,7),0.178124 # DEPENDENCYPART_SIBL
(15,1),(15,8),0.297517 # DEPENDENCYPART_SIBL
(15,1),(15,9),0.00549984 # DEPENDENCYPART_SIBL
(15,1),(15,10),0.20056 # DEPENDENCYPART_SIBL
(15,1),(15,11),0.178124 # DEPENDENCYPART_SIBL
(15,1),(15,12),0.0894491 # DEPENDENCYPART_SIBL
(15,1),(15,13),-0.0641392 # DEPENDENCYPART_SIBL
(15,1),(15,14),0.13678 # DEPENDENCYPART_SIBL
(15,1),(15,16),-0.0112287 # DEPENDENCYPART_SIBL
(15,1),(15,17),-0.00358317 # DEPENDENCYPART_SIBL
(15,1),(15,18),-0.0148248 # DEPENDENCYPART_SIBL
(15,1),(15,21),-0.0286384 # DEPENDENCYPART_SIBL
(15,2),(15,4),0.154178 # DEPENDENCYPART_SIBL
(15,2),(15,6),0.0362471 # DEPENDENCYPART_SIBL
(15,2),(15,7),0.635893 # DEPENDENCYPART_SIBL
(15,2),(15,8),0.535196 # DEPENDENCYPART_SIBL
(15,2),(15,9),-0.0202021 # DEPENDENCYPART_SIBL
(15,2),(15,10),0.151779 # DEPENDENCYPART_SIBL
(15,2),(15,11),0.635893 # DEPENDENCYPART_SIBL
(15,2),(15,12),0.410683 # DEPENDENCYPART_SIBL
(15,2),(15,13),0.0221037 # DEPENDENCYPART_SIBL
(15,2),(15,14),0.0358079 # DEPENDENCYPART_SIBL
(15,2),(15,16),-0.0194768 # DEPENDENCYPART_SIBL
(15,2),(15,17),0.00307494 # DEPENDENCYPART_SIBL
(15,2),(15,18),-0.00399583 # DEPENDENCYPART_SIBL
(15,2),(15,21),0.0412006 # DEPENDENCYPART_SIBL
(15,4),(15,6),-0.0747755 # DEPENDENCYPART_SIBL
(15,4),(15,7),0.332972 # DEPENDENCYPART_SIBL
(15,4),(15,8),0.298972 # DEPENDENCYPART_SIBL
(15,4),(15,9),-0.0519429 # DEPENDENCYPART_SIBL
(15,4),(15,10),0.0415044 # DEPENDENCYPART_SIBL
(15,4),(15,11),0.332972 # DEPENDENCYPART_SIBL
(15,4),(15,12),0.0993823 # DEPENDENCYPART_SIBL
(15,4),(15,13),-0.0485833 # DEPENDENCYPART_SIBL
(15,4),(15,14),-0.0752148 # DEPENDENCYPART_SIBL
(15,4),(15,16),-0.0190604 # DEPENDENCYPART_SIBL
(15,4),(15,17),-0.00454502 # DEPENDENCYPART_SIBL
(15,4),(15,18),-0.0112628 # DEPENDENCYPART_SIBL
(15,4),(15,21),0.13318 # DEPENDENCYPART_SIBL
(15,6),(15,7),0.433449 # DEPENDENCYPART_SIBL
(15,6),(15,8),0.504831 # DEPENDENCYPART_SIBL
(15,6),(15,9),-0.00696455 # DEPENDENCYPART_SIBL
(15,6),(15,10),0.110179 # DEPENDENCYPART_SIBL
(15,6),(15,11),0.433449 # DEPENDENCYPART_SIBL
(15,6),(15,12),0.297621 # DEPENDENCYPART_SIBL
(15,6),(15,13),-0.0509666 # DEPENDENCYPART_SIBL
(15,6),(15,14),-0.0085244 # DEPENDENCYPART_SIBL
(15,6),(15,16),-0.0418975 # DEPENDENCYPART_SIBL
(15,6),(15,17),-0.0065519 # DEPENDENCYPART_SIBL
(15,6),(15,18),-0.0133715 # DEPENDENCYPART_SIBL
(15,6),(15,21),-0.00571455 # DEPENDENCYPART_SIBL
(15,7),(15,8),0.564019 # DEPENDENCYPART_SIBL
(15,7),(15,9),0.052835 # DEPENDENCYPART_SIBL
(15,7),(15,10),0.13655 # DEPENDENCYPART_SIBL
(15,7),(15,11),0.038121 # DEPENDENCYPART_SIBL
(15,7),(15,12),0.100316 # DEPENDENCYPART_SIBL
(15,7),(15,13),-0.0830715 # DEPENDENCYPART_SIBL
(15,7),(15,14),0.00967842 # DEPENDENCYPART_SIBL
(15,7),(15,16),-0.0391493 # DEPENDENCYPART_SIBL
(15,7),(15,17),-0.00247787 # DEPENDENCYPART_SIBL
(15,7),(15,18),-0.0156175 # DEPENDENCYPART_SIBL
(15,7),(15,21),0.0234703 # DEPENDENCYPART_SIBL
(15,8),(15,9),0.00360779 # DEPENDENCYPART_SIBL
(15,8),(15,10),0.152565 # DEPENDENCYPART_SIBL
(15,8),(15,11),0.105967 # DEPENDENCYPART_SIBL
(15,8),(15,12),0.0444363 # DEPENDENCYPART_SIBL
(15,8),(15,13),-0.0217424 # DEPENDENCYPART_SIBL
(15,8),(15,14),0.0322529 # DEPENDENCYPART_SIBL
(15,8),(15,16),-0.0230319 # DEPENDENCYPART_SIBL
(15,8),(15,17),-0.00805363 # DEPENDENCYPART_SIBL
(15,8),(15,18),-0.0181971 # DEPENDENCYPART_SIBL
(15,8),(15,21),0.194893 # DEPENDENCYPART_SIBL
(15,9),(15,10),0.151959 # DEPENDENCYPART_SIBL
(15,9),(15,11),0.636215 # DEPENDENCYPART_SIBL
(15,9),(15,12),0.410971 # DEPENDENCYPART_SIBL
(15,9),(15,13),0.0221039 # DEPENDENCYPART_SIBL
(15,9),(15,14),0.0358323 # DEPENDENCYPART_SIBL
(15,9),(15,16),-0.0194767 # DEPENDENCYPART_SIBL
(15,9),(15,17),0.00246942 # DEPENDENCYPART_SIBL
(15,9),(15,18),-0.00460135 # DEPENDENCYPART_SIBL
(15,9),(15,21),0.0416691 # DEPENDENCYPART_SIBL
(15,10),(15,11),0.309943 # DEPENDENCYPART_SIBL
(15,10),(15,12),0.0996598 # DEPENDENCYPART_SIBL
(15,10),(15,13),-0.0490695 # DEPENDENCYPART_SIBL
(15,10),(15,14),-0.0732813 # DEPENDENCYPART_SIBL
(15,10),(15,16),-0.017444 # DEPENDENCYPART_SIBL
(15,10),(15,17),-0.00404375 # DEPENDENCYPART_SIBL
(15,10),(15,18),-0.0107615 # DEPENDENCYPART_SIBL
(15,10),(15,21),0.12193 # DEPENDENCYPART_SIBL
(15,11),(15,12),0.100316 # DEPENDENCYPART_SIBL
(15,11),(15,13),-0.0830715 # DEPENDENCYPART_SIBL
(15,11),(15,14),0.00967842 # DEPENDENCYPART_SIBL
(15,11),(15,16),-0.0391493 # DEPENDENCYPART_SIBL
(15,11),(15,17),-0.00247787 # DEPENDENCYPART_SIBL
(15,11),(15,18),-0.0156175 # DEPENDENCYPART_SIBL
(15,11),(15,21),0.0234703 # DEPENDENCYPART_SIBL
(15,12),(15,13),-0.0501746 # DEPENDENCYPART_SIBL
(15,12),(15,14),-0.123126 # DEPENDENCYPART_SIBL
(15,12),(15,16),-0.0252722 # DEPENDENCYPART_SIBL
(15,12),(15,17),-0.00443251 # DEPENDENCYPART_SIBL
(15,12),(15,18),-0.0163274 # DEPENDENCYPART_SIBL
(15,12),(15,21),0.0872875 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.0882027 # DEPENDENCYPART_SIBL
(15,13),(15,16),-0.0306424 # DEPENDENCYPART_SIBL
(15,13),(15,17),-0.0234876 # DEPENDENCYPART_SIBL
(15,13),(15,18),-0.0266378 # DEPENDENCYPART_SIBL
(15,13),(15,21),-0.0114872 # DEPENDENCYPART_SIBL
(15,14),(15,16),-0.0418982 # DEPENDENCYPART_SIBL
(15,14),(15,17),-0.00655393 # DEPENDENCYPART_SIBL
(15,14),(15,18),-0.0133735 # DEPENDENCYPART_SIBL
(15,14),(15,21),-0.00571522 # DEPENDENCYPART_SIBL
(15,16),(15,17),0.0175299 # DEPENDENCYPART_SIBL
(15,16),(15,18),0.0146213 # DEPENDENCYPART_SIBL
(15,16),(15,21),0.0356704 # DEPENDENCYPART_SIBL
(15,17),(15,18),0.00356736 # DEPENDENCYPART_SIBL
(15,17),(15,21),0.0521783 # DEPENDENCYPART_SIBL
