# _root_ És van egy elvem , ami lehet , hogy sokak szemében nem lesz szimpatikus : nem szeretnék semminek a mártírja lenni .
#goldHeads=0,1,4,2,2,7,2,7,7,11,13,13,7,13,1,17,1,17,20,21,17,1,
#predictedHeads=2,0,4,2,2,7,2,7,7,11,13,13,9,13,13,17,13,21,20,21,17,2,
(13,1),(13,3),-0.107257 # DEPENDENCYPART_SIBL
(13,1),(13,4),-0.0242072 # DEPENDENCYPART_SIBL
(13,1),(13,5),0.179451 # DEPENDENCYPART_SIBL
(13,1),(13,6),-0.179768 # DEPENDENCYPART_SIBL
(13,1),(13,7),0.0709944 # DEPENDENCYPART_SIBL
(13,1),(13,8),0.179451 # DEPENDENCYPART_SIBL
(13,1),(13,9),-0.0309386 # DEPENDENCYPART_SIBL
(13,1),(13,10),-0.0174083 # DEPENDENCYPART_SIBL
(13,1),(13,11),-0.0139115 # DEPENDENCYPART_SIBL
(13,1),(13,12),-0.0466743 # DEPENDENCYPART_SIBL
(13,1),(13,14),0.000925963 # DEPENDENCYPART_SIBL
(13,1),(13,15),-0.0421551 # DEPENDENCYPART_SIBL
(13,1),(13,16),-0.0649403 # DEPENDENCYPART_SIBL
(13,1),(13,17),0.0170637 # DEPENDENCYPART_SIBL
(13,1),(13,18),-0.0449073 # DEPENDENCYPART_SIBL
(13,1),(13,19),-0.0303982 # DEPENDENCYPART_SIBL
(13,1),(13,20),0.0205315 # DEPENDENCYPART_SIBL
(13,1),(13,21),0.0351023 # DEPENDENCYPART_SIBL
(13,1),(13,22),0.0533572 # DEPENDENCYPART_SIBL
(13,2),(13,3),-0.100086 # DEPENDENCYPART_SIBL
(13,2),(13,4),-0.0261608 # DEPENDENCYPART_SIBL
(13,2),(13,5),0.0529327 # DEPENDENCYPART_SIBL
(13,2),(13,6),-0.156277 # DEPENDENCYPART_SIBL
(13,2),(13,7),-0.0616411 # DEPENDENCYPART_SIBL
(13,2),(13,8),0.0529327 # DEPENDENCYPART_SIBL
(13,2),(13,9),-0.0784944 # DEPENDENCYPART_SIBL
(13,2),(13,10),-0.0450296 # DEPENDENCYPART_SIBL
(13,2),(13,11),-0.0235262 # DEPENDENCYPART_SIBL
(13,2),(13,12),-0.063289 # DEPENDENCYPART_SIBL
(13,2),(13,14),-0.00719978 # DEPENDENCYPART_SIBL
(13,2),(13,15),0.0148679 # DEPENDENCYPART_SIBL
(13,2),(13,16),0.000919015 # DEPENDENCYPART_SIBL
(13,2),(13,17),-0.000928319 # DEPENDENCYPART_SIBL
(13,2),(13,18),-0.0283323 # DEPENDENCYPART_SIBL
(13,2),(13,19),-0.0303397 # DEPENDENCYPART_SIBL
(13,2),(13,20),-0.0243791 # DEPENDENCYPART_SIBL
(13,2),(13,21),0.00991941 # DEPENDENCYPART_SIBL
(13,2),(13,22),-0.0285256 # DEPENDENCYPART_SIBL
(13,3),(13,4),-0.00705518 # DEPENDENCYPART_SIBL
(13,3),(13,5),0.0780571 # DEPENDENCYPART_SIBL
(13,3),(13,6),-0.155245 # DEPENDENCYPART_SIBL
(13,3),(13,7),-0.0255282 # DEPENDENCYPART_SIBL
(13,3),(13,8),0.0780571 # DEPENDENCYPART_SIBL
(13,3),(13,9),-0.000918756 # DEPENDENCYPART_SIBL
(13,3),(13,10),-0.0829711 # DEPENDENCYPART_SIBL
(13,3),(13,11),-0.00398449 # DEPENDENCYPART_SIBL
(13,3),(13,12),-0.112617 # DEPENDENCYPART_SIBL
(13,3),(13,14),-0.0231514 # DEPENDENCYPART_SIBL
(13,3),(13,15),-0.0954523 # DEPENDENCYPART_SIBL
(13,3),(13,16),-0.0449127 # DEPENDENCYPART_SIBL
(13,3),(13,17),-0.0369048 # DEPENDENCYPART_SIBL
(13,3),(13,18),-0.0483327 # DEPENDENCYPART_SIBL
(13,3),(13,19),-0.00686588 # DEPENDENCYPART_SIBL
(13,3),(13,20),-0.0168145 # DEPENDENCYPART_SIBL
(13,3),(13,21),-0.0257946 # DEPENDENCYPART_SIBL
(13,3),(13,22),-0.13335 # DEPENDENCYPART_SIBL
(13,4),(13,5),0.11092 # DEPENDENCYPART_SIBL
(13,4),(13,6),-0.165077 # DEPENDENCYPART_SIBL
(13,4),(13,7),-0.0192774 # DEPENDENCYPART_SIBL
(13,4),(13,8),0.11092 # DEPENDENCYPART_SIBL
(13,4),(13,9),0.0337821 # DEPENDENCYPART_SIBL
(13,4),(13,10),-0.00882695 # DEPENDENCYPART_SIBL
(13,4),(13,11),-0.0214748 # DEPENDENCYPART_SIBL
(13,4),(13,12),0.0118794 # DEPENDENCYPART_SIBL
(13,4),(13,14),0.0214317 # DEPENDENCYPART_SIBL
(13,4),(13,15),-0.0137395 # DEPENDENCYPART_SIBL
(13,4),(13,16),-0.0141996 # DEPENDENCYPART_SIBL
(13,4),(13,17),-0.00834147 # DEPENDENCYPART_SIBL
(13,4),(13,18),-0.0274473 # DEPENDENCYPART_SIBL
(13,4),(13,19),-0.0109116 # DEPENDENCYPART_SIBL
(13,4),(13,20),-0.00110954 # DEPENDENCYPART_SIBL
(13,4),(13,21),0.017205 # DEPENDENCYPART_SIBL
(13,4),(13,22),-0.018849 # DEPENDENCYPART_SIBL
(13,5),(13,6),-0.211764 # DEPENDENCYPART_SIBL
(13,5),(13,7),-0.0189244 # DEPENDENCYPART_SIBL
(13,5),(13,8),-0.0104383 # DEPENDENCYPART_SIBL
(13,5),(13,9),-0.024457 # DEPENDENCYPART_SIBL
(13,5),(13,10),-0.0520452 # DEPENDENCYPART_SIBL
(13,5),(13,11),-0.00353003 # DEPENDENCYPART_SIBL
(13,5),(13,12),-0.0408276 # DEPENDENCYPART_SIBL
(13,5),(13,14),-0.0326469 # DEPENDENCYPART_SIBL
(13,5),(13,15),-0.0323647 # DEPENDENCYPART_SIBL
(13,5),(13,16),-0.0723841 # DEPENDENCYPART_SIBL
(13,5),(13,17),-0.0141402 # DEPENDENCYPART_SIBL
(13,5),(13,18),-0.0594108 # DEPENDENCYPART_SIBL
(13,5),(13,19),-0.0324453 # DEPENDENCYPART_SIBL
(13,5),(13,20),-0.0300028 # DEPENDENCYPART_SIBL
(13,5),(13,21),-0.00200135 # DEPENDENCYPART_SIBL
(13,5),(13,22),-0.0207218 # DEPENDENCYPART_SIBL
(13,6),(13,7),-0.0220119 # DEPENDENCYPART_SIBL
(13,6),(13,8),0.0822158 # DEPENDENCYPART_SIBL
(13,6),(13,9),0.0891687 # DEPENDENCYPART_SIBL
(13,6),(13,10),0.0219939 # DEPENDENCYPART_SIBL
(13,6),(13,11),0.0658008 # DEPENDENCYPART_SIBL
(13,6),(13,12),-0.0193615 # DEPENDENCYPART_SIBL
(13,6),(13,14),-0.0148819 # DEPENDENCYPART_SIBL
(13,6),(13,15),0.0121756 # DEPENDENCYPART_SIBL
(13,6),(13,16),-0.0116154 # DEPENDENCYPART_SIBL
(13,6),(13,17),-0.0558784 # DEPENDENCYPART_SIBL
(13,6),(13,18),-0.0306089 # DEPENDENCYPART_SIBL
(13,6),(13,19),-0.0184624 # DEPENDENCYPART_SIBL
(13,6),(13,20),-0.0140204 # DEPENDENCYPART_SIBL
(13,6),(13,21),-0.0428738 # DEPENDENCYPART_SIBL
(13,6),(13,22),-0.0705618 # DEPENDENCYPART_SIBL
(13,7),(13,8),0.0392744 # DEPENDENCYPART_SIBL
(13,7),(13,9),-0.110864 # DEPENDENCYPART_SIBL
(13,7),(13,10),-0.0722801 # DEPENDENCYPART_SIBL
(13,7),(13,11),-0.0728221 # DEPENDENCYPART_SIBL
(13,7),(13,12),-0.0960803 # DEPENDENCYPART_SIBL
(13,7),(13,14),-0.008552 # DEPENDENCYPART_SIBL
(13,7),(13,15),-0.0472005 # DEPENDENCYPART_SIBL
(13,7),(13,16),-0.0260365 # DEPENDENCYPART_SIBL
(13,7),(13,17),-0.000982959 # DEPENDENCYPART_SIBL
(13,7),(13,18),-0.0479765 # DEPENDENCYPART_SIBL
(13,7),(13,19),-0.0397844 # DEPENDENCYPART_SIBL
(13,7),(13,20),-0.00733868 # DEPENDENCYPART_SIBL
(13,7),(13,21),0.00986477 # DEPENDENCYPART_SIBL
(13,7),(13,22),-0.0100187 # DEPENDENCYPART_SIBL
(13,8),(13,9),-0.024457 # DEPENDENCYPART_SIBL
(13,8),(13,10),-0.0520452 # DEPENDENCYPART_SIBL
(13,8),(13,11),-0.00353003 # DEPENDENCYPART_SIBL
(13,8),(13,12),-0.0408276 # DEPENDENCYPART_SIBL
(13,8),(13,14),-0.0326469 # DEPENDENCYPART_SIBL
(13,8),(13,15),-0.0323647 # DEPENDENCYPART_SIBL
(13,8),(13,16),-0.0723841 # DEPENDENCYPART_SIBL
(13,8),(13,17),-0.0141402 # DEPENDENCYPART_SIBL
(13,8),(13,18),-0.0594108 # DEPENDENCYPART_SIBL
(13,8),(13,19),-0.0324453 # DEPENDENCYPART_SIBL
(13,8),(13,20),-0.0300028 # DEPENDENCYPART_SIBL
(13,8),(13,21),-0.00200135 # DEPENDENCYPART_SIBL
(13,8),(13,22),-0.0207218 # DEPENDENCYPART_SIBL
(13,9),(13,10),-0.0408986 # DEPENDENCYPART_SIBL
(13,9),(13,11),-0.113068 # DEPENDENCYPART_SIBL
(13,9),(13,12),-0.037596 # DEPENDENCYPART_SIBL
(13,9),(13,14),-0.0459761 # DEPENDENCYPART_SIBL
(13,9),(13,15),-0.0530491 # DEPENDENCYPART_SIBL
(13,9),(13,16),-0.0736038 # DEPENDENCYPART_SIBL
(13,9),(13,17),-0.0680437 # DEPENDENCYPART_SIBL
(13,9),(13,18),-0.0738981 # DEPENDENCYPART_SIBL
(13,9),(13,19),-0.065895 # DEPENDENCYPART_SIBL
(13,9),(13,20),-0.0316473 # DEPENDENCYPART_SIBL
(13,9),(13,21),-0.0403985 # DEPENDENCYPART_SIBL
(13,9),(13,22),-0.0382262 # DEPENDENCYPART_SIBL
(13,10),(13,11),0.0180562 # DEPENDENCYPART_SIBL
(13,10),(13,12),-0.0274125 # DEPENDENCYPART_SIBL
(13,10),(13,14),-0.00905751 # DEPENDENCYPART_SIBL
(13,10),(13,15),-0.0372208 # DEPENDENCYPART_SIBL
(13,10),(13,16),0.0151071 # DEPENDENCYPART_SIBL
(13,10),(13,17),-0.00880719 # DEPENDENCYPART_SIBL
(13,10),(13,18),-0.0158934 # DEPENDENCYPART_SIBL
(13,10),(13,19),0.000666548 # DEPENDENCYPART_SIBL
(13,10),(13,20),0.0207234 # DEPENDENCYPART_SIBL
(13,10),(13,21),0.0022033 # DEPENDENCYPART_SIBL
(13,10),(13,22),-0.0295058 # DEPENDENCYPART_SIBL
(13,11),(13,12),0.00591617 # DEPENDENCYPART_SIBL
(13,11),(13,14),0.0212633 # DEPENDENCYPART_SIBL
(13,11),(13,15),-0.0141662 # DEPENDENCYPART_SIBL
(13,11),(13,16),-0.0143681 # DEPENDENCYPART_SIBL
(13,11),(13,17),-0.00851045 # DEPENDENCYPART_SIBL
(13,11),(13,18),-0.0276158 # DEPENDENCYPART_SIBL
(13,11),(13,19),-0.0110801 # DEPENDENCYPART_SIBL
(13,11),(13,20),-0.00409537 # DEPENDENCYPART_SIBL
(13,11),(13,21),0.017036 # DEPENDENCYPART_SIBL
(13,11),(13,22),-0.0150388 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.0829526 # DEPENDENCYPART_SIBL
(13,12),(13,15),0.00631772 # DEPENDENCYPART_SIBL
(13,12),(13,16),0.0683206 # DEPENDENCYPART_SIBL
(13,12),(13,17),0.10326 # DEPENDENCYPART_SIBL
(13,12),(13,18),0.0546668 # DEPENDENCYPART_SIBL
(13,12),(13,19),-0.0234737 # DEPENDENCYPART_SIBL
(13,12),(13,20),0.0877209 # DEPENDENCYPART_SIBL
(13,12),(13,21),0.13178 # DEPENDENCYPART_SIBL
(13,12),(13,22),0.00985179 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.0125519 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.00619539 # DEPENDENCYPART_SIBL
(13,14),(13,17),-0.0463893 # DEPENDENCYPART_SIBL
(13,14),(13,18),-0.0198316 # DEPENDENCYPART_SIBL
(13,14),(13,19),0.0417865 # DEPENDENCYPART_SIBL
(13,14),(13,20),0.0132645 # DEPENDENCYPART_SIBL
(13,14),(13,21),-0.0499635 # DEPENDENCYPART_SIBL
(13,14),(13,22),-0.015101 # DEPENDENCYPART_SIBL
(13,15),(13,16),0.0558081 # DEPENDENCYPART_SIBL
(13,15),(13,17),0.23267 # DEPENDENCYPART_SIBL
(13,15),(13,18),-0.00806449 # DEPENDENCYPART_SIBL
(13,15),(13,19),0.0772737 # DEPENDENCYPART_SIBL
(13,15),(13,20),0.00461799 # DEPENDENCYPART_SIBL
(13,15),(13,21),0.227673 # DEPENDENCYPART_SIBL
(13,15),(13,22),0.413257 # DEPENDENCYPART_SIBL
(13,16),(13,17),-0.048649 # DEPENDENCYPART_SIBL
(13,16),(13,18),0.0184997 # DEPENDENCYPART_SIBL
(13,16),(13,19),0.0489127 # DEPENDENCYPART_SIBL
(13,16),(13,20),0.0807402 # DEPENDENCYPART_SIBL
(13,16),(13,21),-0.05228 # DEPENDENCYPART_SIBL
(13,16),(13,22),-0.0130914 # DEPENDENCYPART_SIBL
(13,17),(13,18),-0.0395204 # DEPENDENCYPART_SIBL
(13,17),(13,19),0.0179657 # DEPENDENCYPART_SIBL
(13,17),(13,20),0.0167416 # DEPENDENCYPART_SIBL
(13,17),(13,21),-0.0387844 # DEPENDENCYPART_SIBL
(13,17),(13,22),-0.0150386 # DEPENDENCYPART_SIBL
(13,18),(13,19),0.0848484 # DEPENDENCYPART_SIBL
(13,18),(13,20),0.0386957 # DEPENDENCYPART_SIBL
(13,18),(13,21),-0.0603211 # DEPENDENCYPART_SIBL
(13,18),(13,22),-0.0227035 # DEPENDENCYPART_SIBL
(13,19),(13,20),0.0387113 # DEPENDENCYPART_SIBL
(13,19),(13,21),-0.0605538 # DEPENDENCYPART_SIBL
(13,19),(13,22),-0.0393482 # DEPENDENCYPART_SIBL
(13,20),(13,21),-0.0427268 # DEPENDENCYPART_SIBL
(13,20),(13,22),0.0032847 # DEPENDENCYPART_SIBL
(13,21),(13,22),-0.000758254 # DEPENDENCYPART_SIBL
(14,1),(14,2),0.243095 # DEPENDENCYPART_SIBL
(14,1),(14,4),0.040941 # DEPENDENCYPART_SIBL
(14,1),(14,5),0.172633 # DEPENDENCYPART_SIBL
(14,1),(14,6),0.0403874 # DEPENDENCYPART_SIBL
(14,1),(14,8),0.172633 # DEPENDENCYPART_SIBL
(14,1),(14,10),0.084754 # DEPENDENCYPART_SIBL
(14,1),(14,11),0.0436151 # DEPENDENCYPART_SIBL
(14,1),(14,12),0.118518 # DEPENDENCYPART_SIBL
(14,1),(14,13),0.23358 # DEPENDENCYPART_SIBL
(14,1),(14,15),0.0140014 # DEPENDENCYPART_SIBL
(14,1),(14,16),-0.0185001 # DEPENDENCYPART_SIBL
(14,1),(14,17),0.0165684 # DEPENDENCYPART_SIBL
(14,1),(14,18),0.00268783 # DEPENDENCYPART_SIBL
(14,1),(14,20),0.0380823 # DEPENDENCYPART_SIBL
(14,1),(14,21),0.0200976 # DEPENDENCYPART_SIBL
(14,1),(14,22),0.079135 # DEPENDENCYPART_SIBL
(14,2),(14,4),-0.00215163 # DEPENDENCYPART_SIBL
(14,2),(14,5),0.244514 # DEPENDENCYPART_SIBL
(14,2),(14,6),0.0397517 # DEPENDENCYPART_SIBL
(14,2),(14,8),0.244514 # DEPENDENCYPART_SIBL
(14,2),(14,10),0.0282087 # DEPENDENCYPART_SIBL
(14,2),(14,11),-0.00330811 # DEPENDENCYPART_SIBL
(14,2),(14,12),0.115388 # DEPENDENCYPART_SIBL
(14,2),(14,13),0.091498 # DEPENDENCYPART_SIBL
(14,2),(14,15),0.0456315 # DEPENDENCYPART_SIBL
(14,2),(14,16),0.0486429 # DEPENDENCYPART_SIBL
(14,2),(14,17),0.041685 # DEPENDENCYPART_SIBL
(14,2),(14,18),0.029704 # DEPENDENCYPART_SIBL
(14,2),(14,20),0.0481737 # DEPENDENCYPART_SIBL
(14,2),(14,21),0.0416401 # DEPENDENCYPART_SIBL
(14,2),(14,22),0.102225 # DEPENDENCYPART_SIBL
(14,4),(14,5),0.282618 # DEPENDENCYPART_SIBL
(14,4),(14,6),0.0333508 # DEPENDENCYPART_SIBL
(14,4),(14,8),0.282618 # DEPENDENCYPART_SIBL
(14,4),(14,10),0.0293115 # DEPENDENCYPART_SIBL
(14,4),(14,11),0.0714364 # DEPENDENCYPART_SIBL
(14,4),(14,12),0.246031 # DEPENDENCYPART_SIBL
(14,4),(14,13),0.158357 # DEPENDENCYPART_SIBL
(14,4),(14,15),0.0515742 # DEPENDENCYPART_SIBL
(14,4),(14,16),0.0374338 # DEPENDENCYPART_SIBL
(14,4),(14,17),0.0100462 # DEPENDENCYPART_SIBL
(14,4),(14,18),0.00637997 # DEPENDENCYPART_SIBL
(14,4),(14,20),0.0205572 # DEPENDENCYPART_SIBL
(14,4),(14,21),0.0175192 # DEPENDENCYPART_SIBL
(14,4),(14,22),0.0621801 # DEPENDENCYPART_SIBL
(14,5),(14,6),-0.0181074 # DEPENDENCYPART_SIBL
(14,5),(14,8),0.0586475 # DEPENDENCYPART_SIBL
(14,5),(14,10),0.0052533 # DEPENDENCYPART_SIBL
(14,5),(14,11),0.0444412 # DEPENDENCYPART_SIBL
(14,5),(14,12),0.10572 # DEPENDENCYPART_SIBL
(14,5),(14,13),0.22032 # DEPENDENCYPART_SIBL
(14,5),(14,15),-0.00401625 # DEPENDENCYPART_SIBL
(14,5),(14,16),-0.0352525 # DEPENDENCYPART_SIBL
(14,5),(14,17),-0.0232594 # DEPENDENCYPART_SIBL
(14,5),(14,18),-0.0153006 # DEPENDENCYPART_SIBL
(14,5),(14,20),0.0206321 # DEPENDENCYPART_SIBL
(14,5),(14,21),-0.0199881 # DEPENDENCYPART_SIBL
(14,5),(14,22),0.0204113 # DEPENDENCYPART_SIBL
(14,6),(14,8),0.136678 # DEPENDENCYPART_SIBL
(14,6),(14,10),0.0520243 # DEPENDENCYPART_SIBL
(14,6),(14,11),0.0595187 # DEPENDENCYPART_SIBL
(14,6),(14,12),0.152273 # DEPENDENCYPART_SIBL
(14,6),(14,13),0.121011 # DEPENDENCYPART_SIBL
(14,6),(14,15),0.0331346 # DEPENDENCYPART_SIBL
(14,6),(14,16),0.0347321 # DEPENDENCYPART_SIBL
(14,6),(14,17),0.0176988 # DEPENDENCYPART_SIBL
(14,6),(14,18),0.0289166 # DEPENDENCYPART_SIBL
(14,6),(14,20),0.0836251 # DEPENDENCYPART_SIBL
(14,6),(14,21),0.0194892 # DEPENDENCYPART_SIBL
(14,6),(14,22),0.0202214 # DEPENDENCYPART_SIBL
(14,8),(14,10),0.0052533 # DEPENDENCYPART_SIBL
(14,8),(14,11),0.0444412 # DEPENDENCYPART_SIBL
(14,8),(14,12),0.10572 # DEPENDENCYPART_SIBL
(14,8),(14,13),0.22032 # DEPENDENCYPART_SIBL
(14,8),(14,15),-0.00401625 # DEPENDENCYPART_SIBL
(14,8),(14,16),-0.0352525 # DEPENDENCYPART_SIBL
(14,8),(14,17),-0.0232594 # DEPENDENCYPART_SIBL
(14,8),(14,18),-0.0153006 # DEPENDENCYPART_SIBL
(14,8),(14,20),0.0206321 # DEPENDENCYPART_SIBL
(14,8),(14,21),-0.0199881 # DEPENDENCYPART_SIBL
(14,8),(14,22),0.0204113 # DEPENDENCYPART_SIBL
(14,10),(14,11),0.0436956 # DEPENDENCYPART_SIBL
(14,10),(14,12),0.120618 # DEPENDENCYPART_SIBL
(14,10),(14,13),0.123252 # DEPENDENCYPART_SIBL
(14,10),(14,15),-0.0032922 # DEPENDENCYPART_SIBL
(14,10),(14,16),-0.00459766 # DEPENDENCYPART_SIBL
(14,10),(14,17),-0.0208318 # DEPENDENCYPART_SIBL
(14,10),(14,18),-0.0113843 # DEPENDENCYPART_SIBL
(14,10),(14,20),0.0139984 # DEPENDENCYPART_SIBL
(14,10),(14,21),-0.0207983 # DEPENDENCYPART_SIBL
(14,10),(14,22),-0.0140335 # DEPENDENCYPART_SIBL
(14,11),(14,12),0.244403 # DEPENDENCYPART_SIBL
(14,11),(14,13),0.158357 # DEPENDENCYPART_SIBL
(14,11),(14,15),0.051443 # DEPENDENCYPART_SIBL
(14,11),(14,16),0.0374338 # DEPENDENCYPART_SIBL
(14,11),(14,17),0.0100457 # DEPENDENCYPART_SIBL
(14,11),(14,18),0.00637995 # DEPENDENCYPART_SIBL
(14,11),(14,20),0.018928 # DEPENDENCYPART_SIBL
(14,11),(14,21),0.0175187 # DEPENDENCYPART_SIBL
(14,11),(14,22),0.0641693 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.16215 # DEPENDENCYPART_SIBL
(14,12),(14,15),0.0222866 # DEPENDENCYPART_SIBL
(14,12),(14,16),-0.0201809 # DEPENDENCYPART_SIBL
(14,12),(14,17),0.0484446 # DEPENDENCYPART_SIBL
(14,12),(14,18),0.00504952 # DEPENDENCYPART_SIBL
(14,12),(14,20),0.0189315 # DEPENDENCYPART_SIBL
(14,12),(14,21),0.0592866 # DEPENDENCYPART_SIBL
(14,12),(14,22),0.0444202 # DEPENDENCYPART_SIBL
(14,13),(14,15),0.0274706 # DEPENDENCYPART_SIBL
(14,13),(14,16),0.0306159 # DEPENDENCYPART_SIBL
(14,13),(14,17),0.0452649 # DEPENDENCYPART_SIBL
(14,13),(14,18),0.0297274 # DEPENDENCYPART_SIBL
(14,13),(14,20),0.0596562 # DEPENDENCYPART_SIBL
(14,13),(14,21),0.0452199 # DEPENDENCYPART_SIBL
(14,13),(14,22),0.13776 # DEPENDENCYPART_SIBL
(14,15),(14,16),0.144678 # DEPENDENCYPART_SIBL
(14,15),(14,17),0.370695 # DEPENDENCYPART_SIBL
(14,15),(14,18),0.100991 # DEPENDENCYPART_SIBL
(14,15),(14,20),0.00976931 # DEPENDENCYPART_SIBL
(14,15),(14,21),0.370856 # DEPENDENCYPART_SIBL
(14,15),(14,22),0.393208 # DEPENDENCYPART_SIBL
(14,16),(14,17),0.0383946 # DEPENDENCYPART_SIBL
(14,16),(14,18),0.0428108 # DEPENDENCYPART_SIBL
(14,16),(14,20),0.0551621 # DEPENDENCYPART_SIBL
(14,16),(14,21),0.0383573 # DEPENDENCYPART_SIBL
(14,16),(14,22),0.0365096 # DEPENDENCYPART_SIBL
(14,17),(14,18),0.0349621 # DEPENDENCYPART_SIBL
(14,17),(14,20),0.0265986 # DEPENDENCYPART_SIBL
(14,17),(14,21),0.0111926 # DEPENDENCYPART_SIBL
(14,17),(14,22),0.0661502 # DEPENDENCYPART_SIBL
(14,18),(14,20),0.0253194 # DEPENDENCYPART_SIBL
(14,18),(14,21),0.026384 # DEPENDENCYPART_SIBL
(14,18),(14,22),0.0255471 # DEPENDENCYPART_SIBL
(14,20),(14,21),0.0399546 # DEPENDENCYPART_SIBL
(14,20),(14,22),0.0136211 # DEPENDENCYPART_SIBL
(14,21),(14,22),0.078612 # DEPENDENCYPART_SIBL
(16,12),(16,13),0.123131 # DEPENDENCYPART_SIBL
(16,12),(16,14),0.159872 # DEPENDENCYPART_SIBL
(16,12),(16,15),0.0198686 # DEPENDENCYPART_SIBL
(16,12),(16,20),0.192172 # DEPENDENCYPART_SIBL
(16,12),(16,21),0.119638 # DEPENDENCYPART_SIBL
(16,13),(16,14),0.143286 # DEPENDENCYPART_SIBL
(16,13),(16,15),0.341843 # DEPENDENCYPART_SIBL
(16,13),(16,20),0.163032 # DEPENDENCYPART_SIBL
(16,13),(16,21),0.0519506 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.0923308 # DEPENDENCYPART_SIBL
(16,14),(16,20),0.137424 # DEPENDENCYPART_SIBL
(16,14),(16,21),-0.023629 # DEPENDENCYPART_SIBL
(16,15),(16,20),0.0407628 # DEPENDENCYPART_SIBL
(16,15),(16,21),-0.0173176 # DEPENDENCYPART_SIBL
(16,20),(16,21),-0.00632202 # DEPENDENCYPART_SIBL
(17,1),(17,2),0.132389 # DEPENDENCYPART_SIBL
(17,1),(17,4),-0.0381632 # DEPENDENCYPART_SIBL
(17,1),(17,5),0.167434 # DEPENDENCYPART_SIBL
(17,1),(17,6),-0.154199 # DEPENDENCYPART_SIBL
(17,1),(17,7),0.0618802 # DEPENDENCYPART_SIBL
(17,1),(17,8),0.167434 # DEPENDENCYPART_SIBL
(17,1),(17,9),-0.0252848 # DEPENDENCYPART_SIBL
(17,1),(17,10),-0.024999 # DEPENDENCYPART_SIBL
(17,1),(17,11),-0.0278676 # DEPENDENCYPART_SIBL
(17,1),(17,12),-0.0325391 # DEPENDENCYPART_SIBL
(17,1),(17,13),0.0831909 # DEPENDENCYPART_SIBL
(17,1),(17,14),-0.0418307 # DEPENDENCYPART_SIBL
(17,1),(17,15),-0.00272371 # DEPENDENCYPART_SIBL
(17,1),(17,16),-0.0325391 # DEPENDENCYPART_SIBL
(17,1),(17,18),-0.0115032 # DEPENDENCYPART_SIBL
(17,1),(17,19),-0.0156259 # DEPENDENCYPART_SIBL
(17,1),(17,20),0.0140158 # DEPENDENCYPART_SIBL
(17,1),(17,21),0.0578029 # DEPENDENCYPART_SIBL
(17,1),(17,22),0.127941 # DEPENDENCYPART_SIBL
(17,2),(17,4),-0.00698024 # DEPENDENCYPART_SIBL
(17,2),(17,5),0.104061 # DEPENDENCYPART_SIBL
(17,2),(17,6),-0.0936773 # DEPENDENCYPART_SIBL
(17,2),(17,7),-0.0353709 # DEPENDENCYPART_SIBL
(17,2),(17,8),0.104061 # DEPENDENCYPART_SIBL
(17,2),(17,9),-0.0373227 # DEPENDENCYPART_SIBL
(17,2),(17,10),-0.0158217 # DEPENDENCYPART_SIBL
(17,2),(17,11),-0.00434566 # DEPENDENCYPART_SIBL
(17,2),(17,12),0.00853683 # DEPENDENCYPART_SIBL
(17,2),(17,13),-0.0133918 # DEPENDENCYPART_SIBL
(17,2),(17,14),0.0112305 # DEPENDENCYPART_SIBL
(17,2),(17,15),0.042992 # DEPENDENCYPART_SIBL
(17,2),(17,16),0.00853683 # DEPENDENCYPART_SIBL
(17,2),(17,18),0.00637051 # DEPENDENCYPART_SIBL
(17,2),(17,19),-0.00956528 # DEPENDENCYPART_SIBL
(17,2),(17,20),-0.00224956 # DEPENDENCYPART_SIBL
(17,2),(17,21),0.0232804 # DEPENDENCYPART_SIBL
(17,2),(17,22),0.038699 # DEPENDENCYPART_SIBL
(17,4),(17,5),0.129971 # DEPENDENCYPART_SIBL
(17,4),(17,6),-0.122009 # DEPENDENCYPART_SIBL
(17,4),(17,7),-0.0122353 # DEPENDENCYPART_SIBL
(17,4),(17,8),0.129971 # DEPENDENCYPART_SIBL
(17,4),(17,9),0.0580245 # DEPENDENCYPART_SIBL
(17,4),(17,10),-0.00164792 # DEPENDENCYPART_SIBL
(17,4),(17,11),-0.00734088 # DEPENDENCYPART_SIBL
(17,4),(17,12),0.0487411 # DEPENDENCYPART_SIBL
(17,4),(17,13),-0.00275345 # DEPENDENCYPART_SIBL
(17,4),(17,14),0.0125972 # DEPENDENCYPART_SIBL
(17,4),(17,15),0.00795569 # DEPENDENCYPART_SIBL
(17,4),(17,16),0.0487411 # DEPENDENCYPART_SIBL
(17,4),(17,18),-0.0119445 # DEPENDENCYPART_SIBL
(17,4),(17,19),-0.00899589 # DEPENDENCYPART_SIBL
(17,4),(17,20),-0.00367644 # DEPENDENCYPART_SIBL
(17,4),(17,21),0.0346333 # DEPENDENCYPART_SIBL
(17,4),(17,22),0.0544497 # DEPENDENCYPART_SIBL
(17,5),(17,6),-0.131363 # DEPENDENCYPART_SIBL
(17,5),(17,7),0.0127599 # DEPENDENCYPART_SIBL
