# _root_ — Azt a határtalan boldogságot nem lehet leírni , amikor a bagi fiúk a második vonalba jutottak — mondja Lajtos_István , a RO-LA_Kft. egyik társtulajdonosa .
#goldHeads=19,5,5,5,8,7,19,7,7,17,13,13,17,16,16,17,2,19,0,19,19,23,25,25,19,19,
#predictedHeads=19,8,5,5,8,7,19,7,19,17,13,13,17,16,16,17,19,19,0,19,19,23,25,25,19,19,
(0,8),(8,3),-0.56758 # DEPENDENCYPART_GRANDPAR
(0,8),(8,4),-0.120987 # DEPENDENCYPART_GRANDPAR
(0,8),(8,5),0.0360749 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),-0.0859444 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),0.360184 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),0.532995 # DEPENDENCYPART_GRANDPAR
(0,8),(8,10),-0.10093 # DEPENDENCYPART_GRANDPAR
(0,8),(8,11),-0.544146 # DEPENDENCYPART_GRANDPAR
(0,8),(8,12),-0.321877 # DEPENDENCYPART_GRANDPAR
(0,8),(8,13),0.107183 # DEPENDENCYPART_GRANDPAR
(0,8),(8,14),-0.553408 # DEPENDENCYPART_GRANDPAR
(0,8),(8,16),-0.311394 # DEPENDENCYPART_GRANDPAR
(0,8),(8,17),0.553828 # DEPENDENCYPART_GRANDPAR
(0,8),(8,18),0.707464 # DEPENDENCYPART_GRANDPAR
(0,8),(8,19),0.335295 # DEPENDENCYPART_GRANDPAR
(0,8),(8,21),0.218018 # DEPENDENCYPART_GRANDPAR
(0,8),(8,23),0.0707974 # DEPENDENCYPART_GRANDPAR
(0,8),(8,25),0.358104 # DEPENDENCYPART_GRANDPAR
(0,8),(8,26),2.56868 # DEPENDENCYPART_GRANDPAR
(0,10),(10,5),0.145553 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),0.482837 # DEPENDENCYPART_GRANDPAR
(0,10),(10,13),0.0348683 # DEPENDENCYPART_GRANDPAR
(0,10),(10,16),-0.383709 # DEPENDENCYPART_GRANDPAR
(0,10),(10,17),0.528659 # DEPENDENCYPART_GRANDPAR
(0,10),(10,18),0.864875 # DEPENDENCYPART_GRANDPAR
(0,10),(10,19),0.336129 # DEPENDENCYPART_GRANDPAR
(0,10),(10,21),0.23397 # DEPENDENCYPART_GRANDPAR
(0,10),(10,25),0.285789 # DEPENDENCYPART_GRANDPAR
(0,10),(10,26),2.20456 # DEPENDENCYPART_GRANDPAR
(0,17),(17,1),1.17065 # DEPENDENCYPART_GRANDPAR
(0,17),(17,2),0.0853185 # DEPENDENCYPART_GRANDPAR
(0,17),(17,3),-0.56758 # DEPENDENCYPART_GRANDPAR
(0,17),(17,4),-0.123836 # DEPENDENCYPART_GRANDPAR
(0,17),(17,5),0.0374365 # DEPENDENCYPART_GRANDPAR
(0,17),(17,6),-0.0851187 # DEPENDENCYPART_GRANDPAR
(0,17),(17,7),0.360186 # DEPENDENCYPART_GRANDPAR
(0,17),(17,8),-0.210788 # DEPENDENCYPART_GRANDPAR
(0,17),(17,9),0.373921 # DEPENDENCYPART_GRANDPAR
(0,17),(17,10),-0.472447 # DEPENDENCYPART_GRANDPAR
(0,17),(17,11),-0.878356 # DEPENDENCYPART_GRANDPAR
(0,17),(17,12),-0.415428 # DEPENDENCYPART_GRANDPAR
(0,17),(17,13),-0.0975016 # DEPENDENCYPART_GRANDPAR
(0,17),(17,14),-0.887618 # DEPENDENCYPART_GRANDPAR
(0,17),(17,15),-0.536777 # DEPENDENCYPART_GRANDPAR
(0,17),(17,16),-0.516079 # DEPENDENCYPART_GRANDPAR
(0,17),(17,18),0.707658 # DEPENDENCYPART_GRANDPAR
(0,17),(17,19),0.335456 # DEPENDENCYPART_GRANDPAR
(0,17),(17,20),-0.00843771 # DEPENDENCYPART_GRANDPAR
(0,17),(17,21),0.218233 # DEPENDENCYPART_GRANDPAR
(0,17),(17,22),-0.550159 # DEPENDENCYPART_GRANDPAR
(0,17),(17,23),0.0709588 # DEPENDENCYPART_GRANDPAR
(0,17),(17,24),-0.506578 # DEPENDENCYPART_GRANDPAR
(0,17),(17,25),0.358265 # DEPENDENCYPART_GRANDPAR
(0,17),(17,26),2.56889 # DEPENDENCYPART_GRANDPAR
(0,19),(19,1),1.36914 # DEPENDENCYPART_GRANDPAR
(0,19),(19,2),0.0969795 # DEPENDENCYPART_GRANDPAR
(0,19),(19,3),-0.520661 # DEPENDENCYPART_GRANDPAR
(0,19),(19,4),-0.0560256 # DEPENDENCYPART_GRANDPAR
(0,19),(19,5),0.0691148 # DEPENDENCYPART_GRANDPAR
(0,19),(19,6),-0.0796182 # DEPENDENCYPART_GRANDPAR
(0,19),(19,7),0.433173 # DEPENDENCYPART_GRANDPAR
(0,19),(19,8),-0.141285 # DEPENDENCYPART_GRANDPAR
(0,19),(19,9),0.507402 # DEPENDENCYPART_GRANDPAR
(0,19),(19,10),-0.463956 # DEPENDENCYPART_GRANDPAR
(0,19),(19,11),-0.831437 # DEPENDENCYPART_GRANDPAR
(0,19),(19,12),-0.347617 # DEPENDENCYPART_GRANDPAR
(0,19),(19,13),-0.0658233 # DEPENDENCYPART_GRANDPAR
(0,19),(19,14),-0.840699 # DEPENDENCYPART_GRANDPAR
(0,19),(19,15),-0.490589 # DEPENDENCYPART_GRANDPAR
(0,19),(19,16),-0.484401 # DEPENDENCYPART_GRANDPAR
(0,19),(19,17),0.381401 # DEPENDENCYPART_GRANDPAR
(0,19),(19,18),1.39763 # DEPENDENCYPART_GRANDPAR
(0,19),(19,20),-6.45214e-05 # DEPENDENCYPART_GRANDPAR
(0,19),(19,21),0.238265 # DEPENDENCYPART_GRANDPAR
(0,19),(19,22),-0.549848 # DEPENDENCYPART_GRANDPAR
(0,19),(19,23),0.079332 # DEPENDENCYPART_GRANDPAR
(0,19),(19,24),-0.514742 # DEPENDENCYPART_GRANDPAR
(0,19),(19,25),0.366638 # DEPENDENCYPART_GRANDPAR
(0,19),(19,26),2.62495 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.617344 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.236665 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),0.000301673 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-0.629805 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-0.18029 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),0.0460998 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),0.015792 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.258607 # DEPENDENCYPART_GRANDPAR
(2,5),(5,13),-0.0436729 # DEPENDENCYPART_GRANDPAR
(2,5),(5,26),-0.950904 # DEPENDENCYPART_GRANDPAR
(2,6),(6,1),-0.624639 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),-0.124222 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),-0.116196 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),-0.343017 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),0.0631638 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),-0.0688486 # DEPENDENCYPART_GRANDPAR
(2,6),(6,13),-0.176866 # DEPENDENCYPART_GRANDPAR
(2,6),(6,17),-0.158537 # DEPENDENCYPART_GRANDPAR
(2,6),(6,19),-0.333414 # DEPENDENCYPART_GRANDPAR
(2,6),(6,26),-1.00738 # DEPENDENCYPART_GRANDPAR
(2,7),(7,1),-0.747862 # DEPENDENCYPART_GRANDPAR
(2,7),(7,2),-0.128075 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,7),(7,3),0.0704672 # DEPENDENCYPART_GRANDPAR
(2,7),(7,4),0.0703999 # DEPENDENCYPART_GRANDPAR
(2,7),(7,5),0.0563542 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),0.320294 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),0.232349 # DEPENDENCYPART_GRANDPAR
(2,7),(7,9),-0.0123576 # DEPENDENCYPART_GRANDPAR
(2,7),(7,10),0.290973 # DEPENDENCYPART_GRANDPAR
(2,7),(7,11),-0.179534 # DEPENDENCYPART_GRANDPAR
(2,7),(7,12),-0.166909 # DEPENDENCYPART_GRANDPAR
(2,7),(7,13),0.0279782 # DEPENDENCYPART_GRANDPAR
(2,7),(7,14),-0.167965 # DEPENDENCYPART_GRANDPAR
(2,7),(7,16),-0.1595 # DEPENDENCYPART_GRANDPAR
(2,7),(7,17),0.0131113 # DEPENDENCYPART_GRANDPAR
(2,7),(7,18),-0.248217 # DEPENDENCYPART_GRANDPAR
(2,7),(7,19),-0.175275 # DEPENDENCYPART_GRANDPAR
(2,7),(7,20),-0.266575 # DEPENDENCYPART_GRANDPAR
(2,7),(7,21),-0.0334644 # DEPENDENCYPART_GRANDPAR
(2,7),(7,23),-0.292393 # DEPENDENCYPART_GRANDPAR
(2,7),(7,25),-0.107608 # DEPENDENCYPART_GRANDPAR
(2,7),(7,26),-0.85734 # DEPENDENCYPART_GRANDPAR
(2,8),(8,1),-0.746803 # DEPENDENCYPART_GRANDPAR
(2,8),(8,2),-0.10998 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,8),(8,3),0.0797356 # DEPENDENCYPART_GRANDPAR
(2,8),(8,4),0.0863539 # DEPENDENCYPART_GRANDPAR
(2,8),(8,5),0.105764 # DEPENDENCYPART_GRANDPAR
(2,8),(8,6),0.31418 # DEPENDENCYPART_GRANDPAR
(2,8),(8,7),-0.128162 # DEPENDENCYPART_GRANDPAR
(2,8),(8,9),-0.0013193 # DEPENDENCYPART_GRANDPAR
(2,8),(8,10),0.303163 # DEPENDENCYPART_GRANDPAR
(2,8),(8,11),-0.166242 # DEPENDENCYPART_GRANDPAR
(2,8),(8,12),-0.145139 # DEPENDENCYPART_GRANDPAR
(2,8),(8,13),0.0580474 # DEPENDENCYPART_GRANDPAR
(2,8),(8,14),-0.154673 # DEPENDENCYPART_GRANDPAR
(2,8),(8,16),-0.129431 # DEPENDENCYPART_GRANDPAR
(2,8),(8,17),0.00875874 # DEPENDENCYPART_GRANDPAR
(2,8),(8,18),-0.236145 # DEPENDENCYPART_GRANDPAR
(2,8),(8,19),-0.179622 # DEPENDENCYPART_GRANDPAR
(2,8),(8,21),-0.022426 # DEPENDENCYPART_GRANDPAR
(2,8),(8,23),-0.262323 # DEPENDENCYPART_GRANDPAR
(2,8),(8,25),-0.0775388 # DEPENDENCYPART_GRANDPAR
(2,8),(8,26),-0.846369 # DEPENDENCYPART_GRANDPAR
(2,10),(10,5),-0.163455 # DEPENDENCYPART_GRANDPAR
(2,10),(10,9),-0.110697 # DEPENDENCYPART_GRANDPAR
(2,10),(10,13),-0.151303 # DEPENDENCYPART_GRANDPAR
(2,10),(10,16),-0.338781 # DEPENDENCYPART_GRANDPAR
(2,10),(10,17),-0.154844 # DEPENDENCYPART_GRANDPAR
(2,10),(10,18),-0.329825 # DEPENDENCYPART_GRANDPAR
(2,10),(10,19),-0.329719 # DEPENDENCYPART_GRANDPAR
(2,10),(10,21),-0.117707 # DEPENDENCYPART_GRANDPAR
(2,10),(10,25),-0.286889 # DEPENDENCYPART_GRANDPAR
(2,10),(10,26),-1.00938 # DEPENDENCYPART_GRANDPAR
(2,12),(12,2),-0.236665 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,12),(12,5),-0.146978 # DEPENDENCYPART_GRANDPAR
(2,12),(12,7),-0.292727 # DEPENDENCYPART_GRANDPAR
(2,12),(12,8),0.102227 # DEPENDENCYPART_GRANDPAR
(2,12),(12,9),-0.0828873 # DEPENDENCYPART_GRANDPAR
(2,12),(12,10),0.161508 # DEPENDENCYPART_GRANDPAR
(2,12),(12,11),-0.230368 # DEPENDENCYPART_GRANDPAR
(2,13),(13,1),-0.629805 # DEPENDENCYPART_GRANDPAR
(2,13),(13,2),-0.180287 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,13),(13,3),0.0461002 # DEPENDENCYPART_GRANDPAR
(2,13),(13,4),0.015792 # DEPENDENCYPART_GRANDPAR
(2,13),(13,5),-0.0242301 # DEPENDENCYPART_GRANDPAR
(2,13),(13,6),0.199588 # DEPENDENCYPART_GRANDPAR
(2,13),(13,7),-0.225242 # DEPENDENCYPART_GRANDPAR
(2,13),(13,8),0.169681 # DEPENDENCYPART_GRANDPAR
(2,13),(13,9),0.0501002 # DEPENDENCYPART_GRANDPAR
(2,13),(13,10),0.200777 # DEPENDENCYPART_GRANDPAR
(2,13),(13,11),-0.184569 # DEPENDENCYPART_GRANDPAR
(2,13),(13,12),-0.109365 # DEPENDENCYPART_GRANDPAR
(2,13),(13,14),-0.206512 # DEPENDENCYPART_GRANDPAR
(2,13),(13,16),-0.231146 # DEPENDENCYPART_GRANDPAR
(2,13),(13,17),-0.0753765 # DEPENDENCYPART_GRANDPAR
(2,13),(13,18),-0.291641 # DEPENDENCYPART_GRANDPAR
(2,13),(13,19),-0.250147 # DEPENDENCYPART_GRANDPAR
(2,13),(13,20),-0.338221 # DEPENDENCYPART_GRANDPAR
(2,13),(13,21),-0.0351821 # DEPENDENCYPART_GRANDPAR
(2,13),(13,23),-0.364039 # DEPENDENCYPART_GRANDPAR
(2,13),(13,26),-0.950904 # DEPENDENCYPART_GRANDPAR
(2,16),(16,2),-0.180287 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,16),(16,6),0.199588 # DEPENDENCYPART_GRANDPAR
(2,16),(16,7),-0.225242 # DEPENDENCYPART_GRANDPAR
(2,16),(16,8),0.169681 # DEPENDENCYPART_GRANDPAR
(2,16),(16,9),0.0501002 # DEPENDENCYPART_GRANDPAR
(2,16),(16,10),0.200777 # DEPENDENCYPART_GRANDPAR
(2,16),(16,11),-0.184569 # DEPENDENCYPART_GRANDPAR
(2,16),(16,12),-0.109365 # DEPENDENCYPART_GRANDPAR
(2,16),(16,13),-0.00362956 # DEPENDENCYPART_GRANDPAR
(2,16),(16,14),-0.173001 # DEPENDENCYPART_GRANDPAR
(2,16),(16,15),0.0503197 # DEPENDENCYPART_GRANDPAR
(2,16),(16,18),-0.291641 # DEPENDENCYPART_GRANDPAR
(2,16),(16,19),-0.250147 # DEPENDENCYPART_GRANDPAR
(2,16),(16,20),-0.338221 # DEPENDENCYPART_GRANDPAR
(2,16),(16,23),-0.364039 # DEPENDENCYPART_GRANDPAR
(2,17),(17,1),-0.746803 # DEPENDENCYPART_GRANDPAR
(2,17),(17,2),-0.108932 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,17),(17,3),0.0796056 # DEPENDENCYPART_GRANDPAR
(2,17),(17,4),0.0833747 # DEPENDENCYPART_GRANDPAR
(2,17),(17,5),0.106931 # DEPENDENCYPART_GRANDPAR
(2,17),(17,6),0.314876 # DEPENDENCYPART_GRANDPAR
(2,17),(17,7),-0.12829 # DEPENDENCYPART_GRANDPAR
(2,17),(17,8),0.257681 # DEPENDENCYPART_GRANDPAR
(2,17),(17,9),0.0363021 # DEPENDENCYPART_GRANDPAR
(2,17),(17,10),0.339783 # DEPENDENCYPART_GRANDPAR
(2,17),(17,11),-0.151064 # DEPENDENCYPART_GRANDPAR
(2,17),(17,12),-0.04096 # DEPENDENCYPART_GRANDPAR
(2,17),(17,13),0.127768 # DEPENDENCYPART_GRANDPAR
(2,17),(17,14),-0.139495 # DEPENDENCYPART_GRANDPAR
(2,17),(17,15),0.148426 # DEPENDENCYPART_GRANDPAR
(2,17),(17,16),-0.0597104 # DEPENDENCYPART_GRANDPAR
(2,17),(17,18),-0.236134 # DEPENDENCYPART_GRANDPAR
(2,17),(17,19),-0.179622 # DEPENDENCYPART_GRANDPAR
(2,17),(17,20),-0.236505 # DEPENDENCYPART_GRANDPAR
(2,17),(17,21),-0.0224043 # DEPENDENCYPART_GRANDPAR
(2,17),(17,22),-0.363566 # DEPENDENCYPART_GRANDPAR
(2,17),(17,23),-0.262323 # DEPENDENCYPART_GRANDPAR
(2,17),(17,24),-0.0681273 # DEPENDENCYPART_GRANDPAR
(2,17),(17,25),-0.0775388 # DEPENDENCYPART_GRANDPAR
(2,17),(17,26),-0.846351 # DEPENDENCYPART_GRANDPAR
(2,19),(19,1),-0.747149 # DEPENDENCYPART_GRANDPAR
(2,19),(19,2),-0.126517 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,19),(19,3),0.0735933 # DEPENDENCYPART_GRANDPAR
(2,19),(19,4),0.0847506 # DEPENDENCYPART_GRANDPAR
(2,19),(19,5),0.0915668 # DEPENDENCYPART_GRANDPAR
(2,19),(19,6),0.297677 # DEPENDENCYPART_GRANDPAR
(2,19),(19,7),-0.130969 # DEPENDENCYPART_GRANDPAR
(2,19),(19,8),0.253804 # DEPENDENCYPART_GRANDPAR
(2,19),(19,9),0.0494157 # DEPENDENCYPART_GRANDPAR
(2,19),(19,10),0.322643 # DEPENDENCYPART_GRANDPAR
(2,19),(19,11),-0.157076 # DEPENDENCYPART_GRANDPAR
(2,19),(19,12),-0.0395841 # DEPENDENCYPART_GRANDPAR
(2,19),(19,13),0.112404 # DEPENDENCYPART_GRANDPAR
(2,19),(19,14),-0.145508 # DEPENDENCYPART_GRANDPAR
(2,19),(19,15),0.141484 # DEPENDENCYPART_GRANDPAR
(2,19),(19,16),-0.0750742 # DEPENDENCYPART_GRANDPAR
(2,19),(19,17),0.0321038 # DEPENDENCYPART_GRANDPAR
(2,19),(19,18),-0.135325 # DEPENDENCYPART_GRANDPAR
(2,19),(19,20),-0.24221 # DEPENDENCYPART_GRANDPAR
(2,19),(19,21),0.0101032 # DEPENDENCYPART_GRANDPAR
(2,19),(19,22),-0.354077 # DEPENDENCYPART_GRANDPAR
(2,19),(19,23),-0.268028 # DEPENDENCYPART_GRANDPAR
(2,19),(19,24),-0.051865 # DEPENDENCYPART_GRANDPAR
(2,19),(19,25),-0.0832432 # DEPENDENCYPART_GRANDPAR
(2,19),(19,26),-0.816343 # DEPENDENCYPART_GRANDPAR
(2,20),(20,14),-0.173001 # DEPENDENCYPART_GRANDPAR
(2,20),(20,15),0.0503197 # DEPENDENCYPART_GRANDPAR
(2,20),(20,17),-0.0520193 # DEPENDENCYPART_GRANDPAR
(2,20),(20,18),-0.308521 # DEPENDENCYPART_GRANDPAR
(2,20),(20,21),-0.0351821 # DEPENDENCYPART_GRANDPAR
(2,20),(20,23),-0.364039 # DEPENDENCYPART_GRANDPAR
(2,20),(20,24),-0.129802 # DEPENDENCYPART_GRANDPAR
(2,20),(20,25),-0.17926 # DEPENDENCYPART_GRANDPAR
(2,20),(20,26),-0.950904 # DEPENDENCYPART_GRANDPAR
(2,23),(23,22),-0.381893 # DEPENDENCYPART_GRANDPAR
(2,23),(23,24),-0.129802 # DEPENDENCYPART_GRANDPAR
(2,23),(23,25),-0.17926 # DEPENDENCYPART_GRANDPAR
(2,24),(24,25),-0.257181 # DEPENDENCYPART_GRANDPAR
(2,25),(25,14),-0.173001 # DEPENDENCYPART_GRANDPAR
(2,25),(25,15),0.0503197 # DEPENDENCYPART_GRANDPAR
(2,25),(25,17),-0.0520193 # DEPENDENCYPART_GRANDPAR
(2,25),(25,18),-0.308521 # DEPENDENCYPART_GRANDPAR
(2,25),(25,20),-0.298186 # DEPENDENCYPART_GRANDPAR
(2,25),(25,21),0.0289935 # DEPENDENCYPART_GRANDPAR
(2,25),(25,22),-0.381893 # DEPENDENCYPART_GRANDPAR
(2,25),(25,23),-0.324004 # DEPENDENCYPART_GRANDPAR
(2,25),(25,24),-0.124107 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.597661 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.480617 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.745201 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,1),-0.472558 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-0.753779 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.321255 # DEPENDENCYPART_GRANDPAR
(4,2),(2,6),-0.431519 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-0.264735 # DEPENDENCYPART_GRANDPAR
(4,2),(2,8),-0.459789 # DEPENDENCYPART_GRANDPAR
(4,2),(2,9),-0.482087 # DEPENDENCYPART_GRANDPAR
(4,2),(2,10),-0.548667 # DEPENDENCYPART_GRANDPAR
(4,2),(2,12),-0.569831 # DEPENDENCYPART_GRANDPAR
(4,2),(2,13),-0.597161 # DEPENDENCYPART_GRANDPAR
(4,2),(2,16),-0.582065 # DEPENDENCYPART_GRANDPAR
(4,2),(2,17),-0.613892 # DEPENDENCYPART_GRANDPAR
(4,2),(2,18),-0.607624 # DEPENDENCYPART_GRANDPAR
(4,2),(2,19),-0.14561 # DEPENDENCYPART_GRANDPAR
(4,2),(2,20),-0.876064 # DEPENDENCYPART_GRANDPAR
(4,2),(2,21),-0.368432 # DEPENDENCYPART_GRANDPAR
(4,2),(2,23),-0.898231 # DEPENDENCYPART_GRANDPAR
(4,2),(2,24),-0.735926 # DEPENDENCYPART_GRANDPAR
(4,2),(2,25),-0.819945 # DEPENDENCYPART_GRANDPAR
(4,2),(2,26),-1.03738 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.472591 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-0.898159 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,1),-0.469057 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-0.0558377 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-0.385067 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),-0.0238114 # DEPENDENCYPART_GRANDPAR
(5,2),(2,7),-0.0839371 # DEPENDENCYPART_GRANDPAR
(5,2),(2,8),0.141949 # DEPENDENCYPART_GRANDPAR
(5,2),(2,9),-0.109346 # DEPENDENCYPART_GRANDPAR
(5,2),(2,10),-0.13824 # DEPENDENCYPART_GRANDPAR
(5,2),(2,12),-0.351896 # DEPENDENCYPART_GRANDPAR
(5,2),(2,13),0.067153 # DEPENDENCYPART_GRANDPAR
(5,2),(2,16),-0.219188 # DEPENDENCYPART_GRANDPAR
(5,2),(2,17),0.0378828 # DEPENDENCYPART_GRANDPAR
(5,2),(2,18),-0.0621094 # DEPENDENCYPART_GRANDPAR
(5,2),(2,19),0.0879207 # DEPENDENCYPART_GRANDPAR
(5,2),(2,20),-0.221906 # DEPENDENCYPART_GRANDPAR
(5,2),(2,21),-0.0151501 # DEPENDENCYPART_GRANDPAR
(5,2),(2,23),-0.187414 # DEPENDENCYPART_GRANDPAR
(5,2),(2,24),-0.123286 # DEPENDENCYPART_GRANDPAR
(5,2),(2,25),-0.163423 # DEPENDENCYPART_GRANDPAR
(5,2),(2,26),-0.688132 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.411845 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.0293648 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.325798 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.197281 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.547475 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-0.825627 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-0.66256 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-1.04606 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.430103 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.473131 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),0.0564888 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.096848 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.179292 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.135758 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.275891 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.43279 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),0.042509 # DEPENDENCYPART_GRANDPAR
(5,7),(7,14),-0.216836 # DEPENDENCYPART_GRANDPAR
(5,7),(7,16),-0.243831 # DEPENDENCYPART_GRANDPAR
(5,7),(7,17),-0.198242 # DEPENDENCYPART_GRANDPAR
(5,7),(7,18),-0.0866609 # DEPENDENCYPART_GRANDPAR
(5,7),(7,19),-0.160433 # DEPENDENCYPART_GRANDPAR
(5,7),(7,20),-0.24655 # DEPENDENCYPART_GRANDPAR
(5,7),(7,21),-0.0850962 # DEPENDENCYPART_GRANDPAR
(5,7),(7,23),-0.212058 # DEPENDENCYPART_GRANDPAR
(5,7),(7,25),-0.188058 # DEPENDENCYPART_GRANDPAR
(5,7),(7,26),-0.593922 # DEPENDENCYPART_GRANDPAR
(5,13),(13,1),-0.783131 # DEPENDENCYPART_GRANDPAR
(5,13),(13,2),-0.726677 # DEPENDENCYPART_GRANDPAR
(5,13),(13,3),-1.10866 # DEPENDENCYPART_GRANDPAR
(5,13),(13,4),-0.503353 # DEPENDENCYPART_GRANDPAR
(5,13),(13,5),-0.290099 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,13),(13,6),0.00130695 # DEPENDENCYPART_GRANDPAR
(5,13),(13,7),-0.21877 # DEPENDENCYPART_GRANDPAR
(5,13),(13,8),0.00647617 # DEPENDENCYPART_GRANDPAR
(5,13),(13,9),-0.0601349 # DEPENDENCYPART_GRANDPAR
(5,13),(13,10),-0.129924 # DEPENDENCYPART_GRANDPAR
(5,13),(13,11),-0.255972 # DEPENDENCYPART_GRANDPAR
(5,13),(13,12),-0.228389 # DEPENDENCYPART_GRANDPAR
(5,13),(13,14),-0.044008 # DEPENDENCYPART_GRANDPAR
(5,13),(13,16),-0.245161 # DEPENDENCYPART_GRANDPAR
(5,13),(13,17),-0.116099 # DEPENDENCYPART_GRANDPAR
(5,13),(13,18),-0.0131997 # DEPENDENCYPART_GRANDPAR
(5,13),(13,19),-0.0654877 # DEPENDENCYPART_GRANDPAR
(5,13),(13,20),-0.247879 # DEPENDENCYPART_GRANDPAR
(5,13),(13,21),0.00705433 # DEPENDENCYPART_GRANDPAR
(5,13),(13,23),-0.213388 # DEPENDENCYPART_GRANDPAR
(5,13),(13,26),-0.572333 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.215764 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.0133319 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),0.124608 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.241797 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.0284494 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),0.00884661 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.108336 # DEPENDENCYPART_GRANDPAR
(6,5),(5,7),-0.476023 # DEPENDENCYPART_GRANDPAR
(6,5),(5,13),-0.752124 # DEPENDENCYPART_GRANDPAR
(6,5),(5,26),-1.00196 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-0.572102 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-0.330011 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-0.317283 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.438745 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.411581 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.493603 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),-0.191372 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.266908 # DEPENDENCYPART_GRANDPAR
