# _root_ E párt a gyakorlatban szigorúan hierarchikus rendet szab , még akkor is , ha hivatalos ideológiája — mint a kommunistáké — egalitárius .
#goldHeads=2,8,4,8,6,7,8,0,8,14,14,14,14,8,16,22,18,22,20,18,18,14,8,
#predictedHeads=2,8,4,8,6,7,8,0,8,18,8,8,8,8,16,18,18,8,20,22,22,18,8,
(1,11),(11,8),-0.463727 # DEPENDENCYPART_GRANDPAR
(1,11),(11,9),-0.278827 # DEPENDENCYPART_GRANDPAR
(1,11),(11,10),-0.118012 # DEPENDENCYPART_GRANDPAR
(1,11),(11,12),-0.232411 # DEPENDENCYPART_GRANDPAR
(1,11),(11,13),-0.241936 # DEPENDENCYPART_GRANDPAR
(1,11),(11,15),-0.303956 # DEPENDENCYPART_GRANDPAR
(1,11),(11,16),0.011333 # DEPENDENCYPART_GRANDPAR
(1,11),(11,17),-0.239307 # DEPENDENCYPART_GRANDPAR
(1,11),(11,20),-0.164935 # DEPENDENCYPART_GRANDPAR
(1,11),(11,21),-0.193936 # DEPENDENCYPART_GRANDPAR
(1,11),(11,23),-1.06752 # DEPENDENCYPART_GRANDPAR
(1,12),(12,5),-0.261805 # DEPENDENCYPART_GRANDPAR
(1,12),(12,7),-0.19682 # DEPENDENCYPART_GRANDPAR
(1,12),(12,8),-0.556913 # DEPENDENCYPART_GRANDPAR
(1,12),(12,9),-0.33024 # DEPENDENCYPART_GRANDPAR
(1,12),(12,10),-0.162046 # DEPENDENCYPART_GRANDPAR
(1,12),(12,11),-0.162835 # DEPENDENCYPART_GRANDPAR
(1,12),(12,13),-0.352851 # DEPENDENCYPART_GRANDPAR
(1,12),(12,14),-0.226856 # DEPENDENCYPART_GRANDPAR
(1,12),(12,15),-0.327523 # DEPENDENCYPART_GRANDPAR
(1,12),(12,16),-0.00862743 # DEPENDENCYPART_GRANDPAR
(1,12),(12,17),-0.288349 # DEPENDENCYPART_GRANDPAR
(1,12),(12,18),-0.357861 # DEPENDENCYPART_GRANDPAR
(1,12),(12,20),-0.184896 # DEPENDENCYPART_GRANDPAR
(1,12),(12,21),-0.242978 # DEPENDENCYPART_GRANDPAR
(1,12),(12,22),-0.382198 # DEPENDENCYPART_GRANDPAR
(1,12),(12,23),-1.04002 # DEPENDENCYPART_GRANDPAR
(1,14),(14,1),-0.689917 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,14),(14,2),-0.286392 # DEPENDENCYPART_GRANDPAR
(1,14),(14,4),-0.520326 # DEPENDENCYPART_GRANDPAR
(1,14),(14,5),-0.28038 # DEPENDENCYPART_GRANDPAR
(1,14),(14,6),-0.342956 # DEPENDENCYPART_GRANDPAR
(1,14),(14,7),-0.166672 # DEPENDENCYPART_GRANDPAR
(1,14),(14,8),-0.522906 # DEPENDENCYPART_GRANDPAR
(1,14),(14,9),-0.347959 # DEPENDENCYPART_GRANDPAR
(1,14),(14,10),-0.143599 # DEPENDENCYPART_GRANDPAR
(1,14),(14,11),-0.139332 # DEPENDENCYPART_GRANDPAR
(1,14),(14,12),-0.293332 # DEPENDENCYPART_GRANDPAR
(1,14),(14,13),-0.346359 # DEPENDENCYPART_GRANDPAR
(1,14),(14,15),-0.32643 # DEPENDENCYPART_GRANDPAR
(1,14),(14,16),-0.00228545 # DEPENDENCYPART_GRANDPAR
(1,14),(14,17),-0.292234 # DEPENDENCYPART_GRANDPAR
(1,14),(14,18),-0.352066 # DEPENDENCYPART_GRANDPAR
(1,14),(14,20),-0.178554 # DEPENDENCYPART_GRANDPAR
(1,14),(14,21),-0.246863 # DEPENDENCYPART_GRANDPAR
(1,14),(14,22),-0.381106 # DEPENDENCYPART_GRANDPAR
(1,14),(14,23),-1.07164 # DEPENDENCYPART_GRANDPAR
(1,15),(15,10),-0.112302 # DEPENDENCYPART_GRANDPAR
(1,15),(15,11),-0.0861565 # DEPENDENCYPART_GRANDPAR
(1,15),(15,12),-0.249611 # DEPENDENCYPART_GRANDPAR
(1,15),(15,13),-0.258901 # DEPENDENCYPART_GRANDPAR
(1,15),(15,14),-0.166739 # DEPENDENCYPART_GRANDPAR
(1,15),(15,18),-0.273157 # DEPENDENCYPART_GRANDPAR
(1,15),(15,20),-0.107951 # DEPENDENCYPART_GRANDPAR
(1,16),(16,1),-0.58711 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,16),(16,3),-0.0306219 # DEPENDENCYPART_GRANDPAR
(1,16),(16,4),-0.390031 # DEPENDENCYPART_GRANDPAR
(1,16),(16,5),-0.108142 # DEPENDENCYPART_GRANDPAR
(1,16),(16,6),-0.17072 # DEPENDENCYPART_GRANDPAR
(1,16),(16,7),-0.0387211 # DEPENDENCYPART_GRANDPAR
(1,16),(16,8),-0.408315 # DEPENDENCYPART_GRANDPAR
(1,16),(16,9),-0.122657 # DEPENDENCYPART_GRANDPAR
(1,16),(16,10),-0.0842914 # DEPENDENCYPART_GRANDPAR
(1,16),(16,11),-0.0546856 # DEPENDENCYPART_GRANDPAR
(1,16),(16,12),-0.144453 # DEPENDENCYPART_GRANDPAR
(1,16),(16,13),-0.121057 # DEPENDENCYPART_GRANDPAR
(1,16),(16,14),-0.0597911 # DEPENDENCYPART_GRANDPAR
(1,16),(16,15),-0.140219 # DEPENDENCYPART_GRANDPAR
(1,16),(16,17),-0.230784 # DEPENDENCYPART_GRANDPAR
(1,16),(16,20),-0.0673975 # DEPENDENCYPART_GRANDPAR
(1,16),(16,21),-0.185412 # DEPENDENCYPART_GRANDPAR
(1,16),(16,22),-0.288594 # DEPENDENCYPART_GRANDPAR
(1,18),(18,1),-0.683995 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,18),(18,2),-0.296784 # DEPENDENCYPART_GRANDPAR
(1,18),(18,4),-0.530714 # DEPENDENCYPART_GRANDPAR
(1,18),(18,5),-0.303111 # DEPENDENCYPART_GRANDPAR
(1,18),(18,6),-0.365686 # DEPENDENCYPART_GRANDPAR
(1,18),(18,7),-0.177064 # DEPENDENCYPART_GRANDPAR
(1,18),(18,8),-0.506065 # DEPENDENCYPART_GRANDPAR
(1,18),(18,9),-0.356568 # DEPENDENCYPART_GRANDPAR
(1,18),(18,10),-0.175199 # DEPENDENCYPART_GRANDPAR
(1,18),(18,11),-0.169676 # DEPENDENCYPART_GRANDPAR
(1,18),(18,12),-0.315351 # DEPENDENCYPART_GRANDPAR
(1,18),(18,13),-0.354967 # DEPENDENCYPART_GRANDPAR
(1,18),(18,14),-0.237169 # DEPENDENCYPART_GRANDPAR
(1,18),(18,15),-0.338646 # DEPENDENCYPART_GRANDPAR
(1,18),(18,16),0.0265615 # DEPENDENCYPART_GRANDPAR
(1,18),(18,17),-0.315849 # DEPENDENCYPART_GRANDPAR
(1,18),(18,20),-0.149159 # DEPENDENCYPART_GRANDPAR
(1,18),(18,21),-0.194178 # DEPENDENCYPART_GRANDPAR
(1,18),(18,22),-0.372858 # DEPENDENCYPART_GRANDPAR
(1,18),(18,23),-1.05942 # DEPENDENCYPART_GRANDPAR
(1,20),(20,14),-0.0597911 # DEPENDENCYPART_GRANDPAR
(1,20),(20,15),-0.140219 # DEPENDENCYPART_GRANDPAR
(1,20),(20,16),0.164874 # DEPENDENCYPART_GRANDPAR
(1,20),(20,17),-0.221197 # DEPENDENCYPART_GRANDPAR
(1,20),(20,18),-0.231379 # DEPENDENCYPART_GRANDPAR
(1,20),(20,19),-0.0409111 # DEPENDENCYPART_GRANDPAR
(1,20),(20,21),-0.185412 # DEPENDENCYPART_GRANDPAR
(1,20),(20,22),-0.288594 # DEPENDENCYPART_GRANDPAR
(1,22),(22,2),-0.283789 # DEPENDENCYPART_GRANDPAR
(1,22),(22,4),-0.513321 # DEPENDENCYPART_GRANDPAR
(1,22),(22,7),-0.164992 # DEPENDENCYPART_GRANDPAR
(1,22),(22,8),-0.4729 # DEPENDENCYPART_GRANDPAR
(1,22),(22,9),-0.260425 # DEPENDENCYPART_GRANDPAR
(1,22),(22,10),-0.112289 # DEPENDENCYPART_GRANDPAR
(1,22),(22,11),-0.086144 # DEPENDENCYPART_GRANDPAR
(1,22),(22,12),-0.249609 # DEPENDENCYPART_GRANDPAR
(1,22),(22,13),-0.258824 # DEPENDENCYPART_GRANDPAR
(1,22),(22,14),-0.166737 # DEPENDENCYPART_GRANDPAR
(1,22),(22,15),-0.242417 # DEPENDENCYPART_GRANDPAR
(1,22),(22,16),0.0386026 # DEPENDENCYPART_GRANDPAR
(1,22),(22,17),-0.228964 # DEPENDENCYPART_GRANDPAR
(1,22),(22,18),-0.330458 # DEPENDENCYPART_GRANDPAR
(1,22),(22,19),-0.0907558 # DEPENDENCYPART_GRANDPAR
(1,22),(22,20),-0.137666 # DEPENDENCYPART_GRANDPAR
(1,22),(22,21),-0.183593 # DEPENDENCYPART_GRANDPAR
(1,22),(22,23),-1.04862 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-0.303072 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,4),-0.0372475 # DEPENDENCYPART_GRANDPAR
(2,1),(1,5),0.173975 # DEPENDENCYPART_GRANDPAR
(2,1),(1,6),-0.0143889 # DEPENDENCYPART_GRANDPAR
(2,1),(1,7),0.163068 # DEPENDENCYPART_GRANDPAR
(2,1),(1,8),0.0967538 # DEPENDENCYPART_GRANDPAR
(2,1),(1,9),0.0850729 # DEPENDENCYPART_GRANDPAR
(2,1),(1,10),-0.0444197 # DEPENDENCYPART_GRANDPAR
(2,1),(1,11),0.00872631 # DEPENDENCYPART_GRANDPAR
(2,1),(1,12),0.0643492 # DEPENDENCYPART_GRANDPAR
(2,1),(1,13),0.122893 # DEPENDENCYPART_GRANDPAR
(2,1),(1,14),0.0727232 # DEPENDENCYPART_GRANDPAR
(2,1),(1,15),-0.460195 # DEPENDENCYPART_GRANDPAR
(2,1),(1,16),-0.289307 # DEPENDENCYPART_GRANDPAR
(2,1),(1,17),-0.0510135 # DEPENDENCYPART_GRANDPAR
(2,1),(1,18),0.0736957 # DEPENDENCYPART_GRANDPAR
(2,1),(1,20),-0.202961 # DEPENDENCYPART_GRANDPAR
(2,1),(1,21),-0.121295 # DEPENDENCYPART_GRANDPAR
(2,1),(1,22),-0.566425 # DEPENDENCYPART_GRANDPAR
(2,1),(1,23),-0.541196 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.647143 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.161268 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),0.225187 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-0.628727 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-0.245892 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),0.25309 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),0.0223729 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),0.0870412 # DEPENDENCYPART_GRANDPAR
(2,5),(5,23),-0.363898 # DEPENDENCYPART_GRANDPAR
(2,6),(6,1),-0.628727 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-0.24569 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,3),0.253192 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),0.0225751 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),0.307424 # DEPENDENCYPART_GRANDPAR
(2,7),(7,1),-0.647143 # DEPENDENCYPART_GRANDPAR
(2,7),(7,2),-0.159839 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,7),(7,3),0.227822 # DEPENDENCYPART_GRANDPAR
(2,7),(7,4),0.106614 # DEPENDENCYPART_GRANDPAR
(2,7),(7,5),0.322859 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),0.134501 # DEPENDENCYPART_GRANDPAR
(2,7),(7,11),0.0627439 # DEPENDENCYPART_GRANDPAR
(2,7),(7,22),-0.518507 # DEPENDENCYPART_GRANDPAR
(2,8),(8,1),-0.602074 # DEPENDENCYPART_GRANDPAR
(2,8),(8,2),-0.316591 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,8),(8,3),0.202229 # DEPENDENCYPART_GRANDPAR
(2,8),(8,4),-0.049471 # DEPENDENCYPART_GRANDPAR
(2,8),(8,5),0.35269 # DEPENDENCYPART_GRANDPAR
(2,8),(8,6),0.163809 # DEPENDENCYPART_GRANDPAR
(2,8),(8,7),0.150913 # DEPENDENCYPART_GRANDPAR
(2,8),(8,9),0.0110718 # DEPENDENCYPART_GRANDPAR
(2,8),(8,10),-0.035152 # DEPENDENCYPART_GRANDPAR
(2,8),(8,11),-0.0082211 # DEPENDENCYPART_GRANDPAR
(2,8),(8,12),0.0708479 # DEPENDENCYPART_GRANDPAR
(2,8),(8,13),0.048892 # DEPENDENCYPART_GRANDPAR
(2,8),(8,14),0.0310507 # DEPENDENCYPART_GRANDPAR
(2,8),(8,15),-0.501405 # DEPENDENCYPART_GRANDPAR
(2,8),(8,16),-0.248592 # DEPENDENCYPART_GRANDPAR
(2,8),(8,17),-0.0768792 # DEPENDENCYPART_GRANDPAR
(2,8),(8,18),0.065217 # DEPENDENCYPART_GRANDPAR
(2,8),(8,20),-0.162246 # DEPENDENCYPART_GRANDPAR
(2,8),(8,21),-0.147161 # DEPENDENCYPART_GRANDPAR
(2,8),(8,22),-0.606769 # DEPENDENCYPART_GRANDPAR
(2,8),(8,23),-0.436021 # DEPENDENCYPART_GRANDPAR
(2,16),(16,1),-0.647143 # DEPENDENCYPART_GRANDPAR
(2,16),(16,3),0.227822 # DEPENDENCYPART_GRANDPAR
(2,16),(16,4),0.106614 # DEPENDENCYPART_GRANDPAR
(2,16),(16,5),0.322859 # DEPENDENCYPART_GRANDPAR
(2,16),(16,6),0.134501 # DEPENDENCYPART_GRANDPAR
(2,16),(16,7),0.306926 # DEPENDENCYPART_GRANDPAR
(2,16),(16,8),0.0258221 # DEPENDENCYPART_GRANDPAR
(2,16),(16,9),0.124243 # DEPENDENCYPART_GRANDPAR
(2,16),(16,10),-0.0181195 # DEPENDENCYPART_GRANDPAR
(2,16),(16,11),0.0447541 # DEPENDENCYPART_GRANDPAR
(2,16),(16,12),0.0990378 # DEPENDENCYPART_GRANDPAR
(2,16),(16,13),0.162063 # DEPENDENCYPART_GRANDPAR
(2,16),(16,14),0.112199 # DEPENDENCYPART_GRANDPAR
(2,16),(16,15),-0.308477 # DEPENDENCYPART_GRANDPAR
(2,16),(16,17),-0.00750724 # DEPENDENCYPART_GRANDPAR
(2,16),(16,20),-0.181482 # DEPENDENCYPART_GRANDPAR
(2,16),(16,21),-0.0777891 # DEPENDENCYPART_GRANDPAR
(2,16),(16,22),-0.518502 # DEPENDENCYPART_GRANDPAR
(2,22),(22,2),-0.24569 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,22),(22,4),0.0225751 # DEPENDENCYPART_GRANDPAR
(2,22),(22,7),0.219907 # DEPENDENCYPART_GRANDPAR
(2,22),(22,8),0.0256965 # DEPENDENCYPART_GRANDPAR
(2,22),(22,9),0.082249 # DEPENDENCYPART_GRANDPAR
(2,22),(22,10),0.0462065 # DEPENDENCYPART_GRANDPAR
(2,22),(22,11),0.107086 # DEPENDENCYPART_GRANDPAR
(2,22),(22,12),0.0894072 # DEPENDENCYPART_GRANDPAR
(2,22),(22,13),0.120069 # DEPENDENCYPART_GRANDPAR
(2,22),(22,14),0.0911952 # DEPENDENCYPART_GRANDPAR
(2,22),(22,15),-0.327066 # DEPENDENCYPART_GRANDPAR
(2,22),(22,16),-0.232465 # DEPENDENCYPART_GRANDPAR
(2,22),(22,17),0.0165448 # DEPENDENCYPART_GRANDPAR
(2,22),(22,18),0.102177 # DEPENDENCYPART_GRANDPAR
(2,22),(22,19),-0.284517 # DEPENDENCYPART_GRANDPAR
(2,22),(22,20),-0.146119 # DEPENDENCYPART_GRANDPAR
(2,22),(22,21),-0.0537371 # DEPENDENCYPART_GRANDPAR
(2,22),(22,23),-0.363897 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.75613 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-0.755231 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,5),0.0263059 # DEPENDENCYPART_GRANDPAR
(4,1),(1,6),-0.147194 # DEPENDENCYPART_GRANDPAR
(4,1),(1,7),-0.132347 # DEPENDENCYPART_GRANDPAR
(4,1),(1,8),-0.0888645 # DEPENDENCYPART_GRANDPAR
(4,1),(1,9),-0.18322 # DEPENDENCYPART_GRANDPAR
(4,1),(1,10),-0.215555 # DEPENDENCYPART_GRANDPAR
(4,1),(1,11),-0.140237 # DEPENDENCYPART_GRANDPAR
(4,1),(1,12),-0.125106 # DEPENDENCYPART_GRANDPAR
(4,1),(1,13),-0.0837664 # DEPENDENCYPART_GRANDPAR
(4,1),(1,14),-0.131577 # DEPENDENCYPART_GRANDPAR
(4,1),(1,15),-0.626129 # DEPENDENCYPART_GRANDPAR
(4,1),(1,16),-0.535796 # DEPENDENCYPART_GRANDPAR
(4,1),(1,17),-0.280768 # DEPENDENCYPART_GRANDPAR
(4,1),(1,18),-0.135669 # DEPENDENCYPART_GRANDPAR
(4,1),(1,20),-0.446394 # DEPENDENCYPART_GRANDPAR
(4,1),(1,21),-0.338678 # DEPENDENCYPART_GRANDPAR
(4,1),(1,22),-0.771369 # DEPENDENCYPART_GRANDPAR
(4,1),(1,23),-0.72187 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.484582 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.512278 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.20935 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.394665 # DEPENDENCYPART_GRANDPAR
(4,2),(2,6),-0.568165 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-0.586471 # DEPENDENCYPART_GRANDPAR
(4,2),(2,8),-0.58309 # DEPENDENCYPART_GRANDPAR
(4,2),(2,9),-0.545113 # DEPENDENCYPART_GRANDPAR
(4,2),(2,16),-0.989919 # DEPENDENCYPART_GRANDPAR
(4,2),(2,22),-1.19234 # DEPENDENCYPART_GRANDPAR
(4,2),(2,23),-0.995737 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.480475 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),-0.1461 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-0.75814 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,6),-0.199507 # DEPENDENCYPART_GRANDPAR
(5,1),(1,7),-0.341716 # DEPENDENCYPART_GRANDPAR
(5,1),(1,8),-0.287898 # DEPENDENCYPART_GRANDPAR
(5,1),(1,9),-0.474653 # DEPENDENCYPART_GRANDPAR
(5,1),(1,10),-0.428751 # DEPENDENCYPART_GRANDPAR
(5,1),(1,11),-0.432033 # DEPENDENCYPART_GRANDPAR
(5,1),(1,12),-0.391313 # DEPENDENCYPART_GRANDPAR
(5,1),(1,13),-0.38239 # DEPENDENCYPART_GRANDPAR
(5,1),(1,14),-0.573207 # DEPENDENCYPART_GRANDPAR
(5,1),(1,15),-0.538491 # DEPENDENCYPART_GRANDPAR
(5,1),(1,16),-0.733521 # DEPENDENCYPART_GRANDPAR
(5,1),(1,17),-0.587783 # DEPENDENCYPART_GRANDPAR
(5,1),(1,18),-0.563323 # DEPENDENCYPART_GRANDPAR
(5,1),(1,20),-0.712009 # DEPENDENCYPART_GRANDPAR
(5,1),(1,21),-0.616754 # DEPENDENCYPART_GRANDPAR
(5,1),(1,22),-0.653323 # DEPENDENCYPART_GRANDPAR
(5,1),(1,23),-0.856997 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.164957 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.253952 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-0.0700963 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-0.910437 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),-0.351804 # DEPENDENCYPART_GRANDPAR
(5,2),(2,7),-0.512518 # DEPENDENCYPART_GRANDPAR
(5,2),(2,8),-0.487669 # DEPENDENCYPART_GRANDPAR
(5,2),(2,9),-0.595083 # DEPENDENCYPART_GRANDPAR
(5,2),(2,16),-0.904323 # DEPENDENCYPART_GRANDPAR
(5,2),(2,22),-0.80562 # DEPENDENCYPART_GRANDPAR
(5,2),(2,23),-0.896999 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.161057 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.343647 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.136584 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-0.674389 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.874032 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.555957 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.539823 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.453988 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,1),(1,2),-0.457125 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),-0.253756 # DEPENDENCYPART_GRANDPAR
(6,1),(1,5),-0.150962 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-0.712019 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,1),(1,7),-0.318366 # DEPENDENCYPART_GRANDPAR
(6,1),(1,8),-0.428314 # DEPENDENCYPART_GRANDPAR
(6,1),(1,9),-0.40204 # DEPENDENCYPART_GRANDPAR
(6,1),(1,10),-0.468929 # DEPENDENCYPART_GRANDPAR
(6,1),(1,11),-0.491581 # DEPENDENCYPART_GRANDPAR
(6,1),(1,12),-0.412724 # DEPENDENCYPART_GRANDPAR
(6,1),(1,13),-0.332881 # DEPENDENCYPART_GRANDPAR
(6,1),(1,14),-0.516355 # DEPENDENCYPART_GRANDPAR
(6,1),(1,15),-0.553807 # DEPENDENCYPART_GRANDPAR
(6,1),(1,16),-0.736555 # DEPENDENCYPART_GRANDPAR
(6,1),(1,17),-0.540409 # DEPENDENCYPART_GRANDPAR
(6,1),(1,18),-0.541734 # DEPENDENCYPART_GRANDPAR
(6,1),(1,20),-0.819092 # DEPENDENCYPART_GRANDPAR
(6,1),(1,21),-0.593805 # DEPENDENCYPART_GRANDPAR
(6,1),(1,22),-0.664813 # DEPENDENCYPART_GRANDPAR
(6,1),(1,23),-0.862079 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.0948303 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.190209 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),-0.177752 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),-0.0930369 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-0.864316 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,7),-0.489168 # DEPENDENCYPART_GRANDPAR
(6,2),(2,8),-0.628086 # DEPENDENCYPART_GRANDPAR
(6,2),(2,9),-0.52247 # DEPENDENCYPART_GRANDPAR
(6,2),(2,16),-0.907356 # DEPENDENCYPART_GRANDPAR
(6,2),(2,22),-0.81711 # DEPENDENCYPART_GRANDPAR
(6,2),(2,23),-0.90208 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.0909297 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.31972 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.06996 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.262543 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.503089 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.108085 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.299411 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-0.822168 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,23),-0.890897 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),-0.547839 # DEPENDENCYPART_GRANDPAR
(7,1),(1,4),0.0744522 # DEPENDENCYPART_GRANDPAR
(7,1),(1,5),0.144449 # DEPENDENCYPART_GRANDPAR
(7,1),(1,6),0.21126 # DEPENDENCYPART_GRANDPAR
(7,1),(1,7),-0.465278 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,1),(1,8),-0.0717488 # DEPENDENCYPART_GRANDPAR
(7,1),(1,9),-0.184192 # DEPENDENCYPART_GRANDPAR
(7,1),(1,10),-0.12035 # DEPENDENCYPART_GRANDPAR
(7,1),(1,11),-0.119124 # DEPENDENCYPART_GRANDPAR
(7,1),(1,12),-0.115085 # DEPENDENCYPART_GRANDPAR
(7,1),(1,13),0.0175336 # DEPENDENCYPART_GRANDPAR
(7,1),(1,14),-0.0669975 # DEPENDENCYPART_GRANDPAR
(7,1),(1,15),-0.420106 # DEPENDENCYPART_GRANDPAR
(7,1),(1,16),-0.27307 # DEPENDENCYPART_GRANDPAR
(7,1),(1,17),-0.0876312 # DEPENDENCYPART_GRANDPAR
(7,1),(1,18),-0.0651061 # DEPENDENCYPART_GRANDPAR
(7,1),(1,20),-0.197032 # DEPENDENCYPART_GRANDPAR
(7,1),(1,21),-0.226365 # DEPENDENCYPART_GRANDPAR
(7,1),(1,22),-0.595457 # DEPENDENCYPART_GRANDPAR
(7,1),(1,23),-0.601924 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),0.0710613 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),-0.419343 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),0.226505 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),0.259099 # DEPENDENCYPART_GRANDPAR
(7,2),(2,6),0.325912 # DEPENDENCYPART_GRANDPAR
(7,2),(2,7),-0.919401 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,2),(2,8),-0.565974 # DEPENDENCYPART_GRANDPAR
(7,2),(2,9),-0.546085 # DEPENDENCYPART_GRANDPAR
(7,2),(2,16),-0.727193 # DEPENDENCYPART_GRANDPAR
(7,2),(2,22),-1.01643 # DEPENDENCYPART_GRANDPAR
(7,2),(2,23),-0.875791 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),0.0680593 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.517249 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.277357 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),0.0842331 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.38508 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.30195 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),0.23732 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),0.308457 # DEPENDENCYPART_GRANDPAR
(7,5),(5,23),-0.862524 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),0.0842332 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.384503 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.299875 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),0.237897 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),0.208984 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-0.426561 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,8),-0.118162 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),-0.161998 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),-0.0164395 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.179056 # DEPENDENCYPART_GRANDPAR
