# _root_ Elébb egy , majd két téesz alakult a falu földjein : a Dózsa és a Petőfi , majd ezek egyesültek a nagy Egyetértésben .
#goldHeads=2,4,4,18,6,7,4,9,10,7,4,13,14,4,16,14,18,0,20,18,23,23,20,18,
#predictedHeads=4,4,4,0,6,7,4,9,10,7,7,13,14,7,16,14,18,7,20,18,23,23,20,4,
(1,6),(6,18),-0.408 # DEPENDENCYPART_GRANDPAR
(1,7),(7,1),-0.403154 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,7),(7,2),0.187517 # DEPENDENCYPART_GRANDPAR
(1,7),(7,3),-0.14027 # DEPENDENCYPART_GRANDPAR
(1,7),(7,4),0.098563 # DEPENDENCYPART_GRANDPAR
(1,7),(7,5),0.0361999 # DEPENDENCYPART_GRANDPAR
(1,7),(7,6),-0.104553 # DEPENDENCYPART_GRANDPAR
(1,7),(7,8),-0.153418 # DEPENDENCYPART_GRANDPAR
(1,7),(7,9),-0.213235 # DEPENDENCYPART_GRANDPAR
(1,7),(7,10),-0.22845 # DEPENDENCYPART_GRANDPAR
(1,7),(7,11),-0.0955716 # DEPENDENCYPART_GRANDPAR
(1,7),(7,12),-0.202426 # DEPENDENCYPART_GRANDPAR
(1,7),(7,13),-0.258615 # DEPENDENCYPART_GRANDPAR
(1,7),(7,14),-0.254132 # DEPENDENCYPART_GRANDPAR
(1,7),(7,15),-0.357202 # DEPENDENCYPART_GRANDPAR
(1,7),(7,16),-0.241543 # DEPENDENCYPART_GRANDPAR
(1,7),(7,17),-0.0880167 # DEPENDENCYPART_GRANDPAR
(1,7),(7,18),-0.322067 # DEPENDENCYPART_GRANDPAR
(1,7),(7,19),-0.235884 # DEPENDENCYPART_GRANDPAR
(1,7),(7,20),0.0716459 # DEPENDENCYPART_GRANDPAR
(1,7),(7,22),-0.28997 # DEPENDENCYPART_GRANDPAR
(1,7),(7,23),-0.324711 # DEPENDENCYPART_GRANDPAR
(1,7),(7,24),-0.569437 # DEPENDENCYPART_GRANDPAR
(1,9),(9,5),0.066586 # DEPENDENCYPART_GRANDPAR
(1,9),(9,8),-0.179229 # DEPENDENCYPART_GRANDPAR
(1,10),(10,1),-0.429292 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,10),(10,2),0.200719 # DEPENDENCYPART_GRANDPAR
(1,10),(10,3),0.0256703 # DEPENDENCYPART_GRANDPAR
(1,10),(10,4),0.125904 # DEPENDENCYPART_GRANDPAR
(1,10),(10,5),0.0666302 # DEPENDENCYPART_GRANDPAR
(1,10),(10,6),-0.0263313 # DEPENDENCYPART_GRANDPAR
(1,10),(10,7),0.107465 # DEPENDENCYPART_GRANDPAR
(1,10),(10,8),-0.182203 # DEPENDENCYPART_GRANDPAR
(1,10),(10,9),-0.140884 # DEPENDENCYPART_GRANDPAR
(1,10),(10,11),-0.225094 # DEPENDENCYPART_GRANDPAR
(1,10),(10,13),-0.313024 # DEPENDENCYPART_GRANDPAR
(1,10),(10,14),-0.286129 # DEPENDENCYPART_GRANDPAR
(1,10),(10,16),-0.295668 # DEPENDENCYPART_GRANDPAR
(1,10),(10,17),-0.125863 # DEPENDENCYPART_GRANDPAR
(1,10),(10,18),-0.408 # DEPENDENCYPART_GRANDPAR
(1,10),(10,20),0.0402676 # DEPENDENCYPART_GRANDPAR
(1,10),(10,22),-0.256788 # DEPENDENCYPART_GRANDPAR
(1,10),(10,24),-0.66144 # DEPENDENCYPART_GRANDPAR
(1,14),(14,1),-0.461886 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,14),(14,2),0.213311 # DEPENDENCYPART_GRANDPAR
(1,14),(14,3),0.0197489 # DEPENDENCYPART_GRANDPAR
(1,14),(14,4),0.0851607 # DEPENDENCYPART_GRANDPAR
(1,14),(14,5),0.0490277 # DEPENDENCYPART_GRANDPAR
(1,14),(14,6),-0.0246275 # DEPENDENCYPART_GRANDPAR
(1,14),(14,7),0.126849 # DEPENDENCYPART_GRANDPAR
(1,14),(14,9),-0.139541 # DEPENDENCYPART_GRANDPAR
(1,14),(14,10),-0.141537 # DEPENDENCYPART_GRANDPAR
(1,14),(14,11),-0.141088 # DEPENDENCYPART_GRANDPAR
(1,14),(14,12),-0.218258 # DEPENDENCYPART_GRANDPAR
(1,14),(14,13),-0.171702 # DEPENDENCYPART_GRANDPAR
(1,14),(14,15),-0.396603 # DEPENDENCYPART_GRANDPAR
(1,14),(14,16),-0.208848 # DEPENDENCYPART_GRANDPAR
(1,14),(14,17),-0.175278 # DEPENDENCYPART_GRANDPAR
(1,14),(14,18),-0.366392 # DEPENDENCYPART_GRANDPAR
(1,14),(14,19),-0.262725 # DEPENDENCYPART_GRANDPAR
(1,14),(14,20),0.0223894 # DEPENDENCYPART_GRANDPAR
(1,14),(14,22),-0.300676 # DEPENDENCYPART_GRANDPAR
(1,14),(14,23),-0.292363 # DEPENDENCYPART_GRANDPAR
(1,14),(14,24),-0.584255 # DEPENDENCYPART_GRANDPAR
(1,18),(18,1),-0.44417 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,18),(18,2),0.198466 # DEPENDENCYPART_GRANDPAR
(1,18),(18,3),-0.0351851 # DEPENDENCYPART_GRANDPAR
(1,18),(18,4),0.0828339 # DEPENDENCYPART_GRANDPAR
(1,18),(18,5),0.0336805 # DEPENDENCYPART_GRANDPAR
(1,18),(18,6),-0.107561 # DEPENDENCYPART_GRANDPAR
(1,18),(18,7),0.084796 # DEPENDENCYPART_GRANDPAR
(1,18),(18,9),-0.222478 # DEPENDENCYPART_GRANDPAR
(1,18),(18,10),-0.224474 # DEPENDENCYPART_GRANDPAR
(1,18),(18,11),-0.175014 # DEPENDENCYPART_GRANDPAR
(1,18),(18,13),-0.254639 # DEPENDENCYPART_GRANDPAR
(1,18),(18,14),-0.245672 # DEPENDENCYPART_GRANDPAR
(1,18),(18,15),-0.395978 # DEPENDENCYPART_GRANDPAR
(1,18),(18,16),-0.237283 # DEPENDENCYPART_GRANDPAR
(1,18),(18,17),-0.0612337 # DEPENDENCYPART_GRANDPAR
(1,18),(18,19),-0.287007 # DEPENDENCYPART_GRANDPAR
(1,18),(18,20),-0.014528 # DEPENDENCYPART_GRANDPAR
(1,18),(18,22),-0.307292 # DEPENDENCYPART_GRANDPAR
(1,18),(18,23),-0.355137 # DEPENDENCYPART_GRANDPAR
(1,18),(18,24),-0.583257 # DEPENDENCYPART_GRANDPAR
(1,20),(20,1),-0.399678 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,20),(20,2),0.186063 # DEPENDENCYPART_GRANDPAR
(1,20),(20,3),-0.141025 # DEPENDENCYPART_GRANDPAR
(1,20),(20,4),0.0979307 # DEPENDENCYPART_GRANDPAR
(1,20),(20,5),0.0347462 # DEPENDENCYPART_GRANDPAR
(1,20),(20,6),-0.114612 # DEPENDENCYPART_GRANDPAR
(1,20),(20,7),0.0784231 # DEPENDENCYPART_GRANDPAR
(1,20),(20,8),-0.207742 # DEPENDENCYPART_GRANDPAR
(1,20),(20,9),-0.234346 # DEPENDENCYPART_GRANDPAR
(1,20),(20,10),-0.227538 # DEPENDENCYPART_GRANDPAR
(1,20),(20,11),-0.284786 # DEPENDENCYPART_GRANDPAR
(1,20),(20,12),-0.25675 # DEPENDENCYPART_GRANDPAR
(1,20),(20,13),-0.257703 # DEPENDENCYPART_GRANDPAR
(1,20),(20,14),-0.245382 # DEPENDENCYPART_GRANDPAR
(1,20),(20,15),-0.411525 # DEPENDENCYPART_GRANDPAR
(1,20),(20,16),-0.240347 # DEPENDENCYPART_GRANDPAR
(1,20),(20,17),-0.167073 # DEPENDENCYPART_GRANDPAR
(1,20),(20,18),-0.314314 # DEPENDENCYPART_GRANDPAR
(1,20),(20,19),-0.245722 # DEPENDENCYPART_GRANDPAR
(1,20),(20,21),-0.421446 # DEPENDENCYPART_GRANDPAR
(1,20),(20,22),-0.289827 # DEPENDENCYPART_GRANDPAR
(1,20),(20,23),-0.31903 # DEPENDENCYPART_GRANDPAR
(1,20),(20,24),-0.575877 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-0.743164 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.425887 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),-0.381959 # DEPENDENCYPART_GRANDPAR
(2,1),(1,5),-0.331572 # DEPENDENCYPART_GRANDPAR
(2,1),(1,6),-0.235977 # DEPENDENCYPART_GRANDPAR
(2,1),(1,7),-0.297643 # DEPENDENCYPART_GRANDPAR
(2,1),(1,9),-0.41136 # DEPENDENCYPART_GRANDPAR
(2,1),(1,10),-0.325148 # DEPENDENCYPART_GRANDPAR
(2,1),(1,11),-0.442568 # DEPENDENCYPART_GRANDPAR
(2,1),(1,14),-0.463241 # DEPENDENCYPART_GRANDPAR
(2,1),(1,17),-0.40915 # DEPENDENCYPART_GRANDPAR
(2,1),(1,18),-0.555312 # DEPENDENCYPART_GRANDPAR
(2,1),(1,20),-0.231925 # DEPENDENCYPART_GRANDPAR
(2,1),(1,24),-1.01026 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.364282 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.362617 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),-0.0560335 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-0.00810427 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),0.0956218 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),0.0296465 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),-0.0797527 # DEPENDENCYPART_GRANDPAR
(2,4),(4,10),0.00645099 # DEPENDENCYPART_GRANDPAR
(2,4),(4,11),-0.116114 # DEPENDENCYPART_GRANDPAR
(2,4),(4,13),-0.222449 # DEPENDENCYPART_GRANDPAR
(2,4),(4,14),-0.123822 # DEPENDENCYPART_GRANDPAR
(2,4),(4,16),-0.292986 # DEPENDENCYPART_GRANDPAR
(2,4),(4,17),-0.128123 # DEPENDENCYPART_GRANDPAR
(2,4),(4,18),-0.21691 # DEPENDENCYPART_GRANDPAR
(2,4),(4,20),0.0954043 # DEPENDENCYPART_GRANDPAR
(2,4),(4,22),-0.103912 # DEPENDENCYPART_GRANDPAR
(2,4),(4,23),-0.0917878 # DEPENDENCYPART_GRANDPAR
(2,4),(4,24),-0.627674 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-0.354063 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-0.354356 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),-0.121743 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),-0.0171201 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),0.0633076 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),-0.0965725 # DEPENDENCYPART_GRANDPAR
(2,5),(5,10),-0.0103689 # DEPENDENCYPART_GRANDPAR
(2,5),(5,11),-0.0427193 # DEPENDENCYPART_GRANDPAR
(2,5),(5,13),-0.239269 # DEPENDENCYPART_GRANDPAR
(2,5),(5,24),-0.698673 # DEPENDENCYPART_GRANDPAR
(2,6),(6,1),-0.354975 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-0.376489 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,3),-0.0763358 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),-0.0127065 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),0.0407915 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),-0.0490952 # DEPENDENCYPART_GRANDPAR
(2,6),(6,10),0.0394614 # DEPENDENCYPART_GRANDPAR
(2,6),(6,18),-0.219501 # DEPENDENCYPART_GRANDPAR
(2,7),(7,1),-0.353589 # DEPENDENCYPART_GRANDPAR
(2,7),(7,2),-0.378048 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,7),(7,3),-0.160551 # DEPENDENCYPART_GRANDPAR
(2,7),(7,4),0.00210402 # DEPENDENCYPART_GRANDPAR
(2,7),(7,5),0.0395518 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),0.106556 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),-0.12081 # DEPENDENCYPART_GRANDPAR
(2,7),(7,9),0.0131689 # DEPENDENCYPART_GRANDPAR
(2,7),(7,10),0.0886835 # DEPENDENCYPART_GRANDPAR
(2,7),(7,11),0.00242612 # DEPENDENCYPART_GRANDPAR
(2,7),(7,12),-0.210369 # DEPENDENCYPART_GRANDPAR
(2,7),(7,13),-0.140216 # DEPENDENCYPART_GRANDPAR
(2,7),(7,14),-0.0889034 # DEPENDENCYPART_GRANDPAR
(2,7),(7,15),-0.297346 # DEPENDENCYPART_GRANDPAR
(2,7),(7,16),-0.211036 # DEPENDENCYPART_GRANDPAR
(2,7),(7,17),-0.0259364 # DEPENDENCYPART_GRANDPAR
(2,7),(7,18),-0.163856 # DEPENDENCYPART_GRANDPAR
(2,7),(7,19),-0.300151 # DEPENDENCYPART_GRANDPAR
(2,7),(7,20),0.175828 # DEPENDENCYPART_GRANDPAR
(2,7),(7,22),-0.0839446 # DEPENDENCYPART_GRANDPAR
(2,7),(7,23),-0.00949057 # DEPENDENCYPART_GRANDPAR
(2,7),(7,24),-0.614659 # DEPENDENCYPART_GRANDPAR
(2,9),(9,5),0.0407913 # DEPENDENCYPART_GRANDPAR
(2,9),(9,8),-0.16438 # DEPENDENCYPART_GRANDPAR
(2,10),(10,1),-0.354975 # DEPENDENCYPART_GRANDPAR
(2,10),(10,2),-0.376489 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,10),(10,3),-0.0760486 # DEPENDENCYPART_GRANDPAR
(2,10),(10,4),-0.0127065 # DEPENDENCYPART_GRANDPAR
(2,10),(10,5),0.0407915 # DEPENDENCYPART_GRANDPAR
(2,10),(10,6),0.168742 # DEPENDENCYPART_GRANDPAR
(2,10),(10,7),0.102105 # DEPENDENCYPART_GRANDPAR
(2,10),(10,8),-0.167417 # DEPENDENCYPART_GRANDPAR
(2,10),(10,9),-0.0056809 # DEPENDENCYPART_GRANDPAR
(2,10),(10,11),-0.143634 # DEPENDENCYPART_GRANDPAR
(2,10),(10,13),-0.188584 # DEPENDENCYPART_GRANDPAR
(2,10),(10,14),-0.0857459 # DEPENDENCYPART_GRANDPAR
(2,10),(10,16),-0.259121 # DEPENDENCYPART_GRANDPAR
(2,10),(10,17),-0.0681877 # DEPENDENCYPART_GRANDPAR
(2,10),(10,18),-0.219501 # DEPENDENCYPART_GRANDPAR
(2,10),(10,20),0.165529 # DEPENDENCYPART_GRANDPAR
(2,10),(10,22),-0.0681299 # DEPENDENCYPART_GRANDPAR
(2,10),(10,24),-0.688517 # DEPENDENCYPART_GRANDPAR
(2,13),(13,8),-0.167417 # DEPENDENCYPART_GRANDPAR
(2,13),(13,12),-0.256976 # DEPENDENCYPART_GRANDPAR
(2,13),(13,16),-0.259121 # DEPENDENCYPART_GRANDPAR
(2,13),(13,19),-0.285637 # DEPENDENCYPART_GRANDPAR
(2,16),(16,12),-0.256976 # DEPENDENCYPART_GRANDPAR
(2,16),(16,13),-0.149347 # DEPENDENCYPART_GRANDPAR
(2,16),(16,14),-0.0907572 # DEPENDENCYPART_GRANDPAR
(2,16),(16,15),-0.343953 # DEPENDENCYPART_GRANDPAR
(2,16),(16,17),-0.068188 # DEPENDENCYPART_GRANDPAR
(2,16),(16,19),-0.285637 # DEPENDENCYPART_GRANDPAR
(2,16),(16,20),0.165529 # DEPENDENCYPART_GRANDPAR
(2,16),(16,23),-0.0584164 # DEPENDENCYPART_GRANDPAR
(2,20),(20,1),-0.353566 # DEPENDENCYPART_GRANDPAR
(2,20),(20,2),-0.379668 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,20),(20,3),-0.161449 # DEPENDENCYPART_GRANDPAR
(2,20),(20,4),0.00133067 # DEPENDENCYPART_GRANDPAR
(2,20),(20,5),0.0379316 # DEPENDENCYPART_GRANDPAR
(2,20),(20,6),0.0962783 # DEPENDENCYPART_GRANDPAR
(2,20),(20,7),0.0844515 # DEPENDENCYPART_GRANDPAR
(2,20),(20,8),-0.191659 # DEPENDENCYPART_GRANDPAR
(2,20),(20,9),-0.0833221 # DEPENDENCYPART_GRANDPAR
(2,20),(20,10),0.0113788 # DEPENDENCYPART_GRANDPAR
(2,20),(20,11),-0.235435 # DEPENDENCYPART_GRANDPAR
(2,20),(20,12),-0.281219 # DEPENDENCYPART_GRANDPAR
(2,20),(20,13),-0.217521 # DEPENDENCYPART_GRANDPAR
(2,20),(20,14),-0.0892993 # DEPENDENCYPART_GRANDPAR
(2,20),(20,15),-0.368195 # DEPENDENCYPART_GRANDPAR
(2,20),(20,16),-0.288058 # DEPENDENCYPART_GRANDPAR
(2,20),(20,17),-0.144713 # DEPENDENCYPART_GRANDPAR
(2,20),(20,18),-0.172022 # DEPENDENCYPART_GRANDPAR
(2,20),(20,19),-0.35215 # DEPENDENCYPART_GRANDPAR
(2,20),(20,21),-0.399344 # DEPENDENCYPART_GRANDPAR
(2,20),(20,22),-0.0839221 # DEPENDENCYPART_GRANDPAR
(2,20),(20,23),-0.00394149 # DEPENDENCYPART_GRANDPAR
(2,20),(20,24),-0.621207 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),0.203929 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),-0.13672 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-0.670684 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,5),-0.0310849 # DEPENDENCYPART_GRANDPAR
(4,1),(1,6),-0.255048 # DEPENDENCYPART_GRANDPAR
(4,1),(1,7),-0.105947 # DEPENDENCYPART_GRANDPAR
(4,1),(1,9),-0.566729 # DEPENDENCYPART_GRANDPAR
(4,1),(1,10),-0.364775 # DEPENDENCYPART_GRANDPAR
(4,1),(1,11),-0.203924 # DEPENDENCYPART_GRANDPAR
(4,1),(1,14),-0.534214 # DEPENDENCYPART_GRANDPAR
(4,1),(1,17),-0.413064 # DEPENDENCYPART_GRANDPAR
(4,1),(1,18),-0.577573 # DEPENDENCYPART_GRANDPAR
(4,1),(1,20),-0.470649 # DEPENDENCYPART_GRANDPAR
(4,1),(1,24),-0.817864 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),0.203873 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.10449 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-0.657416 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.0296285 # DEPENDENCYPART_GRANDPAR
(4,2),(2,6),-0.252489 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-0.0837898 # DEPENDENCYPART_GRANDPAR
(4,2),(2,9),-0.564162 # DEPENDENCYPART_GRANDPAR
(4,2),(2,10),-0.362216 # DEPENDENCYPART_GRANDPAR
(4,2),(2,11),-0.190473 # DEPENDENCYPART_GRANDPAR
(4,2),(2,13),-0.496401 # DEPENDENCYPART_GRANDPAR
(4,2),(2,16),-0.602261 # DEPENDENCYPART_GRANDPAR
(4,2),(2,17),-0.39783 # DEPENDENCYPART_GRANDPAR
(4,2),(2,20),-0.448491 # DEPENDENCYPART_GRANDPAR
(4,2),(2,24),-0.808463 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.239804 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.236564 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.559462 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.211239 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,7),0.444287 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),0.0416833 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),0.239402 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),0.29817 # DEPENDENCYPART_GRANDPAR
(4,5),(5,13),0.105217 # DEPENDENCYPART_GRANDPAR
(4,5),(5,24),-0.474801 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.259684 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.273377 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.593248 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.260556 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.391442 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),0.0387656 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),0.238916 # DEPENDENCYPART_GRANDPAR
(4,6),(6,18),-0.168054 # DEPENDENCYPART_GRANDPAR
(4,7),(7,1),-0.524687 # DEPENDENCYPART_GRANDPAR
(4,7),(7,2),-0.479805 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-0.898264 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-0.305097 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),0.334722 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),0.25602 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.0667439 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),0.126471 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),0.311344 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),0.373885 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),-0.134878 # DEPENDENCYPART_GRANDPAR
(4,7),(7,13),0.177159 # DEPENDENCYPART_GRANDPAR
(4,7),(7,14),-0.075761 # DEPENDENCYPART_GRANDPAR
(4,7),(7,15),-0.169666 # DEPENDENCYPART_GRANDPAR
(4,7),(7,16),0.0710164 # DEPENDENCYPART_GRANDPAR
(4,7),(7,17),0.0859091 # DEPENDENCYPART_GRANDPAR
(4,7),(7,18),-0.0586661 # DEPENDENCYPART_GRANDPAR
(4,7),(7,19),-0.00463813 # DEPENDENCYPART_GRANDPAR
(4,7),(7,20),0.163086 # DEPENDENCYPART_GRANDPAR
(4,7),(7,22),-0.415148 # DEPENDENCYPART_GRANDPAR
(4,7),(7,23),0.210776 # DEPENDENCYPART_GRANDPAR
(4,7),(7,24),-0.384461 # DEPENDENCYPART_GRANDPAR
(4,9),(9,5),0.391441 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),-0.25665 # DEPENDENCYPART_GRANDPAR
(4,10),(10,1),-0.259684 # DEPENDENCYPART_GRANDPAR
(4,10),(10,2),-0.273377 # DEPENDENCYPART_GRANDPAR
(4,10),(10,3),-0.593248 # DEPENDENCYPART_GRANDPAR
(4,10),(10,4),-0.260556 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,10),(10,5),0.391442 # DEPENDENCYPART_GRANDPAR
(4,10),(10,6),0.354874 # DEPENDENCYPART_GRANDPAR
(4,10),(10,7),0.449002 # DEPENDENCYPART_GRANDPAR
(4,10),(10,8),-0.259684 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),0.043333 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),0.149979 # DEPENDENCYPART_GRANDPAR
(4,10),(10,13),0.105868 # DEPENDENCYPART_GRANDPAR
(4,10),(10,14),-0.0897083 # DEPENDENCYPART_GRANDPAR
(4,10),(10,16),8.43153e-06 # DEPENDENCYPART_GRANDPAR
(4,10),(10,17),0.0137386 # DEPENDENCYPART_GRANDPAR
(4,10),(10,18),-0.167771 # DEPENDENCYPART_GRANDPAR
(4,10),(10,20),0.0885141 # DEPENDENCYPART_GRANDPAR
(4,10),(10,22),-0.501278 # DEPENDENCYPART_GRANDPAR
(4,10),(10,24),-0.501956 # DEPENDENCYPART_GRANDPAR
(4,13),(13,8),-0.259684 # DEPENDENCYPART_GRANDPAR
(4,13),(13,12),-0.327819 # DEPENDENCYPART_GRANDPAR
(4,13),(13,16),8.43153e-06 # DEPENDENCYPART_GRANDPAR
(4,13),(13,19),0.00973083 # DEPENDENCYPART_GRANDPAR
(4,14),(14,1),-0.293903 # DEPENDENCYPART_GRANDPAR
(4,14),(14,2),-0.278223 # DEPENDENCYPART_GRANDPAR
(4,14),(14,3),-0.614766 # DEPENDENCYPART_GRANDPAR
(4,14),(14,4),-0.287956 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,14),(14,5),0.397024 # DEPENDENCYPART_GRANDPAR
(4,14),(14,6),0.366048 # DEPENDENCYPART_GRANDPAR
(4,14),(14,7),0.532854 # DEPENDENCYPART_GRANDPAR
(4,14),(14,9),0.0538447 # DEPENDENCYPART_GRANDPAR
(4,14),(14,10),0.25765 # DEPENDENCYPART_GRANDPAR
(4,14),(14,11),0.194227 # DEPENDENCYPART_GRANDPAR
(4,14),(14,12),-0.255282 # DEPENDENCYPART_GRANDPAR
(4,14),(14,13),0.123465 # DEPENDENCYPART_GRANDPAR
(4,14),(14,15),-0.295187 # DEPENDENCYPART_GRANDPAR
(4,14),(14,16),-0.0284141 # DEPENDENCYPART_GRANDPAR
(4,14),(14,17),-0.0573155 # DEPENDENCYPART_GRANDPAR
(4,14),(14,18),-0.155148 # DEPENDENCYPART_GRANDPAR
(4,14),(14,19),-0.0379265 # DEPENDENCYPART_GRANDPAR
(4,14),(14,20),0.0839567 # DEPENDENCYPART_GRANDPAR
(4,14),(14,22),-0.524894 # DEPENDENCYPART_GRANDPAR
(4,14),(14,23),0.110994 # DEPENDENCYPART_GRANDPAR
(4,14),(14,24),-0.445703 # DEPENDENCYPART_GRANDPAR
(4,16),(16,12),-0.327819 # DEPENDENCYPART_GRANDPAR
(4,16),(16,13),0.111983 # DEPENDENCYPART_GRANDPAR
(4,16),(16,14),-0.100128 # DEPENDENCYPART_GRANDPAR
(4,16),(16,15),-0.362606 # DEPENDENCYPART_GRANDPAR
(4,16),(16,17),0.0137383 # DEPENDENCYPART_GRANDPAR
(4,16),(16,19),0.00973077 # DEPENDENCYPART_GRANDPAR
(4,16),(16,20),0.0885141 # DEPENDENCYPART_GRANDPAR
(4,16),(16,23),0.138913 # DEPENDENCYPART_GRANDPAR
(4,18),(18,1),-0.289978 # DEPENDENCYPART_GRANDPAR
(4,18),(18,2),-0.274291 # DEPENDENCYPART_GRANDPAR
(4,18),(18,3),-0.609876 # DEPENDENCYPART_GRANDPAR
(4,18),(18,4),-0.280684 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,18),(18,5),0.388681 # DEPENDENCYPART_GRANDPAR
(4,18),(18,6),0.313274 # DEPENDENCYPART_GRANDPAR
(4,18),(18,7),0.47236 # DEPENDENCYPART_GRANDPAR
(4,18),(18,9),0.00106679 # DEPENDENCYPART_GRANDPAR
(4,18),(18,10),0.204872 # DEPENDENCYPART_GRANDPAR
(4,18),(18,11),0.152559 # DEPENDENCYPART_GRANDPAR
(4,18),(18,13),0.0706874 # DEPENDENCYPART_GRANDPAR
(4,18),(18,14),-0.130288 # DEPENDENCYPART_GRANDPAR
(4,18),(18,15),-0.310942 # DEPENDENCYPART_GRANDPAR
(4,18),(18,16),-0.0351721 # DEPENDENCYPART_GRANDPAR
(4,18),(18,17),0.0205586 # DEPENDENCYPART_GRANDPAR
(4,18),(18,19),-0.0499945 # DEPENDENCYPART_GRANDPAR
(4,18),(18,20),0.0315822 # DEPENDENCYPART_GRANDPAR
(4,18),(18,22),-0.519678 # DEPENDENCYPART_GRANDPAR
(4,18),(18,23),0.099421 # DEPENDENCYPART_GRANDPAR
(4,18),(18,24),-0.434383 # DEPENDENCYPART_GRANDPAR
(4,20),(20,1),-0.522618 # DEPENDENCYPART_GRANDPAR
(4,20),(20,2),-0.477781 # DEPENDENCYPART_GRANDPAR
