# _root_ Akkoriban a cég — átmeneti sikerrel — megszerezte a Magyar_Nemzet , az Esti_Hírlap és az Expressz kiadói jogát , 1997 végén pedig megindította a Napi_Magyarország című napilapot .
#goldHeads=8,3,8,8,6,8,8,0,10,18,18,13,18,18,16,18,18,8,8,21,23,23,8,27,26,27,23,8,
#predictedHeads=8,3,8,8,6,8,8,0,10,8,8,13,18,18,16,18,18,8,8,21,23,23,8,27,26,27,23,8,
(0,23),(23,25),-0.219201 # DEPENDENCYPART_GRANDPAR
(0,23),(23,26),-0.630451 # DEPENDENCYPART_GRANDPAR
(0,23),(23,27),0.0181342 # DEPENDENCYPART_GRANDPAR
(0,23),(23,28),2.53283 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-0.466946 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),0.103329 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.0637339 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),-0.0951794 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),-0.0974787 # DEPENDENCYPART_GRANDPAR
(1,3),(3,8),0.0594571 # DEPENDENCYPART_GRANDPAR
(1,3),(3,28),-0.779007 # DEPENDENCYPART_GRANDPAR
(1,5),(5,1),-0.356729 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,5),(5,2),0.146384 # DEPENDENCYPART_GRANDPAR
(1,5),(5,3),0.111395 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),0.0538411 # DEPENDENCYPART_GRANDPAR
(1,5),(5,7),-0.0727403 # DEPENDENCYPART_GRANDPAR
(1,5),(5,8),0.0415326 # DEPENDENCYPART_GRANDPAR
(1,5),(5,10),-0.289827 # DEPENDENCYPART_GRANDPAR
(1,5),(5,23),-0.120014 # DEPENDENCYPART_GRANDPAR
(1,5),(5,28),-0.764142 # DEPENDENCYPART_GRANDPAR
(1,6),(6,1),-0.449472 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,6),(6,2),0.115574 # DEPENDENCYPART_GRANDPAR
(1,6),(6,3),0.147671 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),-0.0232033 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),0.0231121 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),-0.0967742 # DEPENDENCYPART_GRANDPAR
(1,6),(6,8),0.0585257 # DEPENDENCYPART_GRANDPAR
(1,6),(6,10),-0.268983 # DEPENDENCYPART_GRANDPAR
(1,6),(6,11),-0.0769083 # DEPENDENCYPART_GRANDPAR
(1,6),(6,22),-0.125807 # DEPENDENCYPART_GRANDPAR
(1,6),(6,23),-0.103021 # DEPENDENCYPART_GRANDPAR
(1,6),(6,28),-0.777832 # DEPENDENCYPART_GRANDPAR
(1,8),(8,1),-0.432816 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,8),(8,2),0.0830535 # DEPENDENCYPART_GRANDPAR
(1,8),(8,3),0.0678912 # DEPENDENCYPART_GRANDPAR
(1,8),(8,4),-0.0266345 # DEPENDENCYPART_GRANDPAR
(1,8),(8,5),-0.00711869 # DEPENDENCYPART_GRANDPAR
(1,8),(8,6),-0.0554148 # DEPENDENCYPART_GRANDPAR
(1,8),(8,7),-0.0603793 # DEPENDENCYPART_GRANDPAR
(1,8),(8,9),-0.0968896 # DEPENDENCYPART_GRANDPAR
(1,8),(8,10),-0.212007 # DEPENDENCYPART_GRANDPAR
(1,8),(8,11),-0.0522371 # DEPENDENCYPART_GRANDPAR
(1,8),(8,12),-0.133665 # DEPENDENCYPART_GRANDPAR
(1,8),(8,13),-0.254875 # DEPENDENCYPART_GRANDPAR
(1,8),(8,14),-0.297042 # DEPENDENCYPART_GRANDPAR
(1,8),(8,15),-0.239982 # DEPENDENCYPART_GRANDPAR
(1,8),(8,16),-0.305463 # DEPENDENCYPART_GRANDPAR
(1,8),(8,17),-0.200972 # DEPENDENCYPART_GRANDPAR
(1,8),(8,18),-0.291694 # DEPENDENCYPART_GRANDPAR
(1,8),(8,19),-0.0583756 # DEPENDENCYPART_GRANDPAR
(1,8),(8,20),-0.152683 # DEPENDENCYPART_GRANDPAR
(1,8),(8,21),-0.326193 # DEPENDENCYPART_GRANDPAR
(1,8),(8,22),-0.0243495 # DEPENDENCYPART_GRANDPAR
(1,8),(8,23),-0.0716305 # DEPENDENCYPART_GRANDPAR
(1,8),(8,25),-0.414982 # DEPENDENCYPART_GRANDPAR
(1,8),(8,26),-0.254864 # DEPENDENCYPART_GRANDPAR
(1,8),(8,27),-0.333503 # DEPENDENCYPART_GRANDPAR
(1,8),(8,28),-0.694453 # DEPENDENCYPART_GRANDPAR
(2,6),(6,1),-0.525894 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-0.657473 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,3),-0.00878076 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),-0.216795 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),-0.159569 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),-0.214748 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),-0.153778 # DEPENDENCYPART_GRANDPAR
(2,6),(6,10),-0.228679 # DEPENDENCYPART_GRANDPAR
(2,6),(6,11),-0.233556 # DEPENDENCYPART_GRANDPAR
(2,6),(6,22),-0.295778 # DEPENDENCYPART_GRANDPAR
(2,6),(6,23),-0.363065 # DEPENDENCYPART_GRANDPAR
(2,6),(6,28),-0.305399 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-1.06338 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,4),-0.573023 # DEPENDENCYPART_GRANDPAR
(3,1),(1,5),-0.398144 # DEPENDENCYPART_GRANDPAR
(3,1),(1,6),-0.576785 # DEPENDENCYPART_GRANDPAR
(3,1),(1,7),-0.587882 # DEPENDENCYPART_GRANDPAR
(3,1),(1,8),-0.506094 # DEPENDENCYPART_GRANDPAR
(3,1),(1,11),-0.613133 # DEPENDENCYPART_GRANDPAR
(3,1),(1,28),-1.15758 # DEPENDENCYPART_GRANDPAR
(3,2),(2,4),-0.576633 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.5937 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-0.93858 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-1.01766 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-0.585146 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),-0.240873 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),0.0900844 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.267096 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),-0.147928 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),-0.385497 # DEPENDENCYPART_GRANDPAR
(3,6),(6,11),-0.29573 # DEPENDENCYPART_GRANDPAR
(3,6),(6,22),-0.383668 # DEPENDENCYPART_GRANDPAR
(3,6),(6,23),-0.0309126 # DEPENDENCYPART_GRANDPAR
(3,6),(6,28),-0.811023 # DEPENDENCYPART_GRANDPAR
(3,8),(8,1),-0.90282 # DEPENDENCYPART_GRANDPAR
(3,8),(8,2),-0.954937 # DEPENDENCYPART_GRANDPAR
(3,8),(8,3),-0.72802 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,8),(8,4),-0.240102 # DEPENDENCYPART_GRANDPAR
(3,8),(8,5),0.11737 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),-0.265638 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),-0.25496 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),-0.374141 # DEPENDENCYPART_GRANDPAR
(3,8),(8,10),-0.346222 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),-0.366182 # DEPENDENCYPART_GRANDPAR
(3,8),(8,12),-0.195312 # DEPENDENCYPART_GRANDPAR
(3,8),(8,13),-0.2759 # DEPENDENCYPART_GRANDPAR
(3,8),(8,14),-0.300338 # DEPENDENCYPART_GRANDPAR
(3,8),(8,15),-0.323298 # DEPENDENCYPART_GRANDPAR
(3,8),(8,16),-0.350374 # DEPENDENCYPART_GRANDPAR
(3,8),(8,17),-0.356995 # DEPENDENCYPART_GRANDPAR
(3,8),(8,18),-0.397717 # DEPENDENCYPART_GRANDPAR
(3,8),(8,19),-0.338807 # DEPENDENCYPART_GRANDPAR
(3,8),(8,20),-0.506991 # DEPENDENCYPART_GRANDPAR
(3,8),(8,21),-0.305549 # DEPENDENCYPART_GRANDPAR
(3,8),(8,22),-0.392796 # DEPENDENCYPART_GRANDPAR
(3,8),(8,23),-0.110369 # DEPENDENCYPART_GRANDPAR
(3,8),(8,25),-0.450727 # DEPENDENCYPART_GRANDPAR
(3,8),(8,26),-0.259047 # DEPENDENCYPART_GRANDPAR
(3,8),(8,27),-0.230598 # DEPENDENCYPART_GRANDPAR
(3,8),(8,28),-0.814349 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.0987522 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),-0.0519324 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-0.819961 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,6),-0.240193 # DEPENDENCYPART_GRANDPAR
(5,1),(1,7),-0.579469 # DEPENDENCYPART_GRANDPAR
(5,1),(1,8),-0.3426 # DEPENDENCYPART_GRANDPAR
(5,1),(1,11),-0.455726 # DEPENDENCYPART_GRANDPAR
(5,1),(1,28),-1.04623 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-0.0248372 # DEPENDENCYPART_GRANDPAR
(5,2),(2,6),-0.231215 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.0352482 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.133911 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.112592 # DEPENDENCYPART_GRANDPAR
(5,3),(3,6),-0.327859 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-0.584341 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-0.340574 # DEPENDENCYPART_GRANDPAR
(5,3),(3,28),-1.05099 # DEPENDENCYPART_GRANDPAR
(5,8),(8,1),-0.431898 # DEPENDENCYPART_GRANDPAR
(5,8),(8,2),-0.578231 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-0.512705 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-0.475069 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-0.439435 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),0.104661 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),-0.282205 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.232896 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.30616 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.141867 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),-0.290146 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),-0.322661 # DEPENDENCYPART_GRANDPAR
(5,8),(8,14),-0.149576 # DEPENDENCYPART_GRANDPAR
(5,8),(8,15),-0.340115 # DEPENDENCYPART_GRANDPAR
(5,8),(8,16),-0.46737 # DEPENDENCYPART_GRANDPAR
(5,8),(8,17),-0.281589 # DEPENDENCYPART_GRANDPAR
(5,8),(8,18),-0.284011 # DEPENDENCYPART_GRANDPAR
(5,8),(8,19),-0.194471 # DEPENDENCYPART_GRANDPAR
(5,8),(8,20),-0.436656 # DEPENDENCYPART_GRANDPAR
(5,8),(8,21),-0.469668 # DEPENDENCYPART_GRANDPAR
(5,8),(8,22),0.1704 # DEPENDENCYPART_GRANDPAR
(5,8),(8,23),0.134188 # DEPENDENCYPART_GRANDPAR
(5,8),(8,25),-0.610515 # DEPENDENCYPART_GRANDPAR
(5,8),(8,26),-0.150731 # DEPENDENCYPART_GRANDPAR
(5,8),(8,27),-0.432169 # DEPENDENCYPART_GRANDPAR
(5,8),(8,28),-0.66011 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),-0.294687 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.0811868 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-0.281515 # DEPENDENCYPART_GRANDPAR
(5,10),(10,18),-0.242626 # DEPENDENCYPART_GRANDPAR
(5,10),(10,19),-0.133791 # DEPENDENCYPART_GRANDPAR
(5,10),(10,20),-0.383856 # DEPENDENCYPART_GRANDPAR
(5,10),(10,23),0.192818 # DEPENDENCYPART_GRANDPAR
(5,10),(10,27),-0.391024 # DEPENDENCYPART_GRANDPAR
(5,23),(23,1),-0.431771 # DEPENDENCYPART_GRANDPAR
(5,23),(23,3),-0.512665 # DEPENDENCYPART_GRANDPAR
(5,23),(23,4),-0.475069 # DEPENDENCYPART_GRANDPAR
(5,23),(23,5),-0.439435 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,23),(23,6),0.104794 # DEPENDENCYPART_GRANDPAR
(5,23),(23,7),-0.282199 # DEPENDENCYPART_GRANDPAR
(5,23),(23,8),-0.000373421 # DEPENDENCYPART_GRANDPAR
(5,23),(23,9),-0.338112 # DEPENDENCYPART_GRANDPAR
(5,23),(23,10),-0.405105 # DEPENDENCYPART_GRANDPAR
(5,23),(23,11),-0.246961 # DEPENDENCYPART_GRANDPAR
(5,23),(23,12),-0.325241 # DEPENDENCYPART_GRANDPAR
(5,23),(23,13),-0.421606 # DEPENDENCYPART_GRANDPAR
(5,23),(23,14),-0.25027 # DEPENDENCYPART_GRANDPAR
(5,23),(23,15),-0.37521 # DEPENDENCYPART_GRANDPAR
(5,23),(23,16),-0.566315 # DEPENDENCYPART_GRANDPAR
(5,23),(23,17),-0.255418 # DEPENDENCYPART_GRANDPAR
(5,23),(23,18),-0.382726 # DEPENDENCYPART_GRANDPAR
(5,23),(23,19),-0.299565 # DEPENDENCYPART_GRANDPAR
(5,23),(23,20),-0.475461 # DEPENDENCYPART_GRANDPAR
(5,23),(23,21),-0.57777 # DEPENDENCYPART_GRANDPAR
(5,23),(23,22),0.182641 # DEPENDENCYPART_GRANDPAR
(5,23),(23,24),-0.555859 # DEPENDENCYPART_GRANDPAR
(5,23),(23,25),-0.607809 # DEPENDENCYPART_GRANDPAR
(5,23),(23,26),-0.150731 # DEPENDENCYPART_GRANDPAR
(5,23),(23,27),-0.429463 # DEPENDENCYPART_GRANDPAR
(5,23),(23,28),-0.660084 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),-0.20701 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),-0.306257 # DEPENDENCYPART_GRANDPAR
(6,1),(1,5),-0.00562229 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-0.93545 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,1),(1,7),-0.445896 # DEPENDENCYPART_GRANDPAR
(6,1),(1,8),-0.702835 # DEPENDENCYPART_GRANDPAR
(6,1),(1,11),-0.548483 # DEPENDENCYPART_GRANDPAR
(6,1),(1,28),-1.02583 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),-0.392348 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-0.952365 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,1),-0.50766 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.402943 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.384204 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-1.0642 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,7),-0.485803 # DEPENDENCYPART_GRANDPAR
(6,3),(3,8),-0.734496 # DEPENDENCYPART_GRANDPAR
(6,3),(3,28),-1.06607 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.421816 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.509889 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.111747 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.294335 # DEPENDENCYPART_GRANDPAR
(6,5),(5,7),-0.463831 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.719892 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-0.592128 # DEPENDENCYPART_GRANDPAR
(6,5),(5,23),-0.476067 # DEPENDENCYPART_GRANDPAR
(6,5),(5,28),-1.05293 # DEPENDENCYPART_GRANDPAR
(6,8),(8,1),-0.867109 # DEPENDENCYPART_GRANDPAR
(6,8),(8,2),-1.00588 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-0.64965 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-0.790622 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.476779 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.625064 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),-0.114879 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.168237 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.160443 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.302139 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.0880894 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),-0.10457 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),-0.244923 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),-0.244017 # DEPENDENCYPART_GRANDPAR
(6,8),(8,16),-0.105325 # DEPENDENCYPART_GRANDPAR
(6,8),(8,17),-0.461784 # DEPENDENCYPART_GRANDPAR
(6,8),(8,18),-0.357271 # DEPENDENCYPART_GRANDPAR
(6,8),(8,19),-0.242171 # DEPENDENCYPART_GRANDPAR
(6,8),(8,20),-0.34633 # DEPENDENCYPART_GRANDPAR
(6,8),(8,21),-0.175347 # DEPENDENCYPART_GRANDPAR
(6,8),(8,22),-0.299258 # DEPENDENCYPART_GRANDPAR
(6,8),(8,23),-0.179393 # DEPENDENCYPART_GRANDPAR
(6,8),(8,25),-0.268659 # DEPENDENCYPART_GRANDPAR
(6,8),(8,26),-0.439905 # DEPENDENCYPART_GRANDPAR
(6,8),(8,27),-0.231883 # DEPENDENCYPART_GRANDPAR
(6,8),(8,28),-0.687184 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),-0.155352 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.22081 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-0.126625 # DEPENDENCYPART_GRANDPAR
(6,10),(10,18),-0.379086 # DEPENDENCYPART_GRANDPAR
(6,10),(10,19),-0.160843 # DEPENDENCYPART_GRANDPAR
(6,10),(10,20),-0.26796 # DEPENDENCYPART_GRANDPAR
(6,10),(10,23),-0.0889943 # DEPENDENCYPART_GRANDPAR
(6,10),(10,27),-0.253938 # DEPENDENCYPART_GRANDPAR
(6,22),(22,1),-0.888489 # DEPENDENCYPART_GRANDPAR
(6,22),(22,4),-0.718809 # DEPENDENCYPART_GRANDPAR
(6,22),(22,6),-0.554231 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,22),(22,7),-0.0736656 # DEPENDENCYPART_GRANDPAR
(6,22),(22,8),-0.325939 # DEPENDENCYPART_GRANDPAR
(6,22),(22,10),-0.144702 # DEPENDENCYPART_GRANDPAR
(6,22),(22,11),-0.167676 # DEPENDENCYPART_GRANDPAR
(6,22),(22,13),-0.088829 # DEPENDENCYPART_GRANDPAR
(6,22),(22,14),-0.19595 # DEPENDENCYPART_GRANDPAR
(6,22),(22,16),-0.0895838 # DEPENDENCYPART_GRANDPAR
(6,22),(22,17),-0.360629 # DEPENDENCYPART_GRANDPAR
(6,22),(22,18),-0.34129 # DEPENDENCYPART_GRANDPAR
(6,22),(22,19),-0.107709 # DEPENDENCYPART_GRANDPAR
(6,22),(22,20),-0.284725 # DEPENDENCYPART_GRANDPAR
(6,22),(22,21),-0.159851 # DEPENDENCYPART_GRANDPAR
(6,22),(22,23),-0.245745 # DEPENDENCYPART_GRANDPAR
(6,22),(22,25),-0.316961 # DEPENDENCYPART_GRANDPAR
(6,22),(22,27),-0.280184 # DEPENDENCYPART_GRANDPAR
(6,22),(22,28),-0.717495 # DEPENDENCYPART_GRANDPAR
(6,23),(23,1),-0.866981 # DEPENDENCYPART_GRANDPAR
(6,23),(23,3),-0.64961 # DEPENDENCYPART_GRANDPAR
(6,23),(23,4),-0.790622 # DEPENDENCYPART_GRANDPAR
(6,23),(23,5),-0.476779 # DEPENDENCYPART_GRANDPAR
(6,23),(23,6),-0.62493 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,23),(23,7),-0.114873 # DEPENDENCYPART_GRANDPAR
(6,23),(23,8),-0.335058 # DEPENDENCYPART_GRANDPAR
(6,23),(23,9),-0.180977 # DEPENDENCYPART_GRANDPAR
(6,23),(23,10),-0.214417 # DEPENDENCYPART_GRANDPAR
(6,23),(23,11),-0.319422 # DEPENDENCYPART_GRANDPAR
(6,23),(23,12),-0.0160737 # DEPENDENCYPART_GRANDPAR
(6,23),(23,13),-0.158544 # DEPENDENCYPART_GRANDPAR
(6,23),(23,14),-0.186269 # DEPENDENCYPART_GRANDPAR
(6,23),(23,15),-0.172001 # DEPENDENCYPART_GRANDPAR
(6,23),(23,16),-0.159299 # DEPENDENCYPART_GRANDPAR
(6,23),(23,17),-0.239835 # DEPENDENCYPART_GRANDPAR
(6,23),(23,18),-0.411013 # DEPENDENCYPART_GRANDPAR
(6,23),(23,19),-0.259455 # DEPENDENCYPART_GRANDPAR
(6,23),(23,20),-0.291477 # DEPENDENCYPART_GRANDPAR
(6,23),(23,21),-0.235131 # DEPENDENCYPART_GRANDPAR
(6,23),(23,22),-0.145786 # DEPENDENCYPART_GRANDPAR
(6,23),(23,24),-0.341534 # DEPENDENCYPART_GRANDPAR
(6,23),(23,25),-0.265952 # DEPENDENCYPART_GRANDPAR
(6,23),(23,26),-0.439905 # DEPENDENCYPART_GRANDPAR
(6,23),(23,27),-0.229176 # DEPENDENCYPART_GRANDPAR
(6,23),(23,28),-0.687158 # DEPENDENCYPART_GRANDPAR
(8,1),(1,3),0.0353908 # DEPENDENCYPART_GRANDPAR
(8,1),(1,4),0.280983 # DEPENDENCYPART_GRANDPAR
(8,1),(1,5),0.0980574 # DEPENDENCYPART_GRANDPAR
(8,1),(1,6),0.293436 # DEPENDENCYPART_GRANDPAR
(8,1),(1,7),0.146853 # DEPENDENCYPART_GRANDPAR
(8,1),(1,8),-1.20188 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,1),(1,11),-0.29024 # DEPENDENCYPART_GRANDPAR
(8,1),(1,28),-1.27809 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),0.348747 # DEPENDENCYPART_GRANDPAR
(8,2),(2,6),0.427042 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),0.194305 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),0.0601365 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),0.271242 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),0.425009 # DEPENDENCYPART_GRANDPAR
(8,3),(3,7),0.137112 # DEPENDENCYPART_GRANDPAR
(8,3),(3,8),-1.3696 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,3),(3,28),-1.45738 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),0.109737 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),0.137596 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.0165644 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),0.157526 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),0.105915 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-1.2693 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,10),-0.1903 # DEPENDENCYPART_GRANDPAR
(8,5),(5,23),-0.539655 # DEPENDENCYPART_GRANDPAR
(8,5),(5,28),-1.36423 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),0.158483 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.022999 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),0.129309 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),0.189655 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),0.221989 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),0.124253 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-1.37035 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,10),-0.361156 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),-0.471393 # DEPENDENCYPART_GRANDPAR
(8,6),(6,22),-0.360896 # DEPENDENCYPART_GRANDPAR
(8,6),(6,23),-0.640706 # DEPENDENCYPART_GRANDPAR
(8,6),(6,28),-1.45814 # DEPENDENCYPART_GRANDPAR
(8,10),(10,9),0.212601 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.0168742 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),0.160608 # DEPENDENCYPART_GRANDPAR
(8,10),(10,18),0.0361288 # DEPENDENCYPART_GRANDPAR
(8,10),(10,19),-0.0201221 # DEPENDENCYPART_GRANDPAR
(8,10),(10,20),-0.279586 # DEPENDENCYPART_GRANDPAR
(8,10),(10,23),-0.135136 # DEPENDENCYPART_GRANDPAR
(8,10),(10,27),-0.145422 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),0.0496728 # DEPENDENCYPART_GRANDPAR
(8,13),(13,9),0.212601 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),-0.115326 # DEPENDENCYPART_GRANDPAR
(8,13),(13,18),0.0361288 # DEPENDENCYPART_GRANDPAR
(8,14),(14,1),-0.198464 # DEPENDENCYPART_GRANDPAR
(8,14),(14,3),-0.410958 # DEPENDENCYPART_GRANDPAR
(8,14),(14,4),-0.303115 # DEPENDENCYPART_GRANDPAR
(8,14),(14,6),-0.141593 # DEPENDENCYPART_GRANDPAR
(8,14),(14,7),-0.437246 # DEPENDENCYPART_GRANDPAR
(8,14),(14,8),-0.983509 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,14),(14,9),0.182776 # DEPENDENCYPART_GRANDPAR
(8,14),(14,10),0.121051 # DEPENDENCYPART_GRANDPAR
(8,14),(14,11),-0.12258 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),-0.180627 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),0.0290178 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),-0.317049 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),-0.224781 # DEPENDENCYPART_GRANDPAR
(8,14),(14,17),-0.195411 # DEPENDENCYPART_GRANDPAR
(8,14),(14,18),-0.170966 # DEPENDENCYPART_GRANDPAR
(8,14),(14,19),-0.273088 # DEPENDENCYPART_GRANDPAR
(8,14),(14,20),-0.49321 # DEPENDENCYPART_GRANDPAR
(8,14),(14,21),-0.13376 # DEPENDENCYPART_GRANDPAR
(8,14),(14,22),-0.105707 # DEPENDENCYPART_GRANDPAR
(8,14),(14,23),-0.538946 # DEPENDENCYPART_GRANDPAR
(8,14),(14,25),-0.424961 # DEPENDENCYPART_GRANDPAR
(8,14),(14,27),-0.352516 # DEPENDENCYPART_GRANDPAR
(8,14),(14,28),-1.18539 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),0.0667928 # DEPENDENCYPART_GRANDPAR
(8,16),(16,9),0.212601 # DEPENDENCYPART_GRANDPAR
