# _root_ Azon fáradozunk , hogy az utánpótlás-nevelésre fordítható öszszeg évről évre emelkedjen , ezzel is segítve a hazai labdarúgás kimozdulását a mély kátyúból .
#goldHeads=2,0,2,2,6,7,8,11,11,11,1,11,15,11,11,18,18,19,15,22,22,15,2,
#predictedHeads=2,0,2,2,6,7,9,9,11,11,1,11,15,15,1,18,18,19,15,22,22,15,2,
(11,2),(11,8),-0.0278826 # DEPENDENCYPART_SIBL
(11,2),(11,9),-0.0249989 # DEPENDENCYPART_SIBL
(11,2),(11,10),-0.0403767 # DEPENDENCYPART_SIBL
(11,2),(11,12),0.00227714 # DEPENDENCYPART_SIBL
(11,2),(11,13),-0.0345657 # DEPENDENCYPART_SIBL
(11,2),(11,14),0.0163928 # DEPENDENCYPART_SIBL
(11,2),(11,15),-0.0144327 # DEPENDENCYPART_SIBL
(11,2),(11,16),-0.0321 # DEPENDENCYPART_SIBL
(11,2),(11,17),-0.0144507 # DEPENDENCYPART_SIBL
(11,2),(11,18),-0.00872973 # DEPENDENCYPART_SIBL
(11,2),(11,19),-0.00872941 # DEPENDENCYPART_SIBL
(11,2),(11,21),-0.0142859 # DEPENDENCYPART_SIBL
(11,2),(11,22),-0.00872941 # DEPENDENCYPART_SIBL
(11,2),(11,23),0.0157563 # DEPENDENCYPART_SIBL
(11,3),(11,4),0.0307099 # DEPENDENCYPART_SIBL
(11,3),(11,5),0.084078 # DEPENDENCYPART_SIBL
(11,3),(11,6),-0.00692861 # DEPENDENCYPART_SIBL
(11,3),(11,7),-0.00899597 # DEPENDENCYPART_SIBL
(11,3),(11,8),0.0113175 # DEPENDENCYPART_SIBL
(11,3),(11,9),-0.00558783 # DEPENDENCYPART_SIBL
(11,3),(11,10),-0.0303022 # DEPENDENCYPART_SIBL
(11,3),(11,12),-0.00490476 # DEPENDENCYPART_SIBL
(11,3),(11,13),-0.0385965 # DEPENDENCYPART_SIBL
(11,3),(11,14),-0.0020993 # DEPENDENCYPART_SIBL
(11,3),(11,15),-0.0212006 # DEPENDENCYPART_SIBL
(11,3),(11,16),-0.0116264 # DEPENDENCYPART_SIBL
(11,3),(11,17),-0.0175543 # DEPENDENCYPART_SIBL
(11,3),(11,18),-0.0180137 # DEPENDENCYPART_SIBL
(11,3),(11,19),-0.0180136 # DEPENDENCYPART_SIBL
(11,3),(11,21),-0.0173838 # DEPENDENCYPART_SIBL
(11,3),(11,22),-0.0180136 # DEPENDENCYPART_SIBL
(11,3),(11,23),0.0213227 # DEPENDENCYPART_SIBL
(11,4),(11,5),0.0420669 # DEPENDENCYPART_SIBL
(11,4),(11,6),-0.128377 # DEPENDENCYPART_SIBL
(11,4),(11,7),-0.066874 # DEPENDENCYPART_SIBL
(11,4),(11,8),-0.0155749 # DEPENDENCYPART_SIBL
(11,4),(11,9),-0.127036 # DEPENDENCYPART_SIBL
(11,4),(11,10),-0.144114 # DEPENDENCYPART_SIBL
(11,4),(11,12),-0.044926 # DEPENDENCYPART_SIBL
(11,4),(11,13),-0.039446 # DEPENDENCYPART_SIBL
(11,4),(11,14),-0.0315824 # DEPENDENCYPART_SIBL
(11,4),(11,15),-0.0312996 # DEPENDENCYPART_SIBL
(11,4),(11,16),-0.042521 # DEPENDENCYPART_SIBL
(11,4),(11,17),-0.0320182 # DEPENDENCYPART_SIBL
(11,4),(11,18),-0.0197711 # DEPENDENCYPART_SIBL
(11,4),(11,19),-0.019771 # DEPENDENCYPART_SIBL
(11,4),(11,21),-0.0318261 # DEPENDENCYPART_SIBL
(11,4),(11,22),-0.019771 # DEPENDENCYPART_SIBL
(11,4),(11,23),0.0165303 # DEPENDENCYPART_SIBL
(11,5),(11,6),-0.0320467 # DEPENDENCYPART_SIBL
(11,5),(11,7),0.0248083 # DEPENDENCYPART_SIBL
(11,5),(11,8),0.038134 # DEPENDENCYPART_SIBL
(11,5),(11,9),-0.0307059 # DEPENDENCYPART_SIBL
(11,5),(11,10),-0.0452429 # DEPENDENCYPART_SIBL
(11,5),(11,12),0.0122401 # DEPENDENCYPART_SIBL
(11,5),(11,13),0.00517643 # DEPENDENCYPART_SIBL
(11,5),(11,14),0.0277421 # DEPENDENCYPART_SIBL
(11,5),(11,15),-0.00554216 # DEPENDENCYPART_SIBL
(11,5),(11,16),0.036946 # DEPENDENCYPART_SIBL
(11,5),(11,17),0.0137534 # DEPENDENCYPART_SIBL
(11,5),(11,18),-0.0034688 # DEPENDENCYPART_SIBL
(11,5),(11,19),-0.00346869 # DEPENDENCYPART_SIBL
(11,5),(11,21),0.0139149 # DEPENDENCYPART_SIBL
(11,5),(11,22),-0.00346869 # DEPENDENCYPART_SIBL
(11,5),(11,23),0.0155209 # DEPENDENCYPART_SIBL
(11,6),(11,7),0.0041673 # DEPENDENCYPART_SIBL
(11,6),(11,8),-0.00202012 # DEPENDENCYPART_SIBL
(11,6),(11,9),-0.0298284 # DEPENDENCYPART_SIBL
(11,6),(11,10),-0.052192 # DEPENDENCYPART_SIBL
(11,6),(11,12),-0.00637658 # DEPENDENCYPART_SIBL
(11,6),(11,13),-0.0410829 # DEPENDENCYPART_SIBL
(11,6),(11,14),-0.0226755 # DEPENDENCYPART_SIBL
(11,6),(11,15),-0.0124007 # DEPENDENCYPART_SIBL
(11,6),(11,16),-0.0207151 # DEPENDENCYPART_SIBL
(11,6),(11,17),-0.00643051 # DEPENDENCYPART_SIBL
(11,6),(11,18),-0.0106719 # DEPENDENCYPART_SIBL
(11,6),(11,19),-0.0106718 # DEPENDENCYPART_SIBL
(11,6),(11,21),-0.00641824 # DEPENDENCYPART_SIBL
(11,6),(11,22),-0.0106718 # DEPENDENCYPART_SIBL
(11,6),(11,23),0.00695274 # DEPENDENCYPART_SIBL
(11,7),(11,8),0.0197327 # DEPENDENCYPART_SIBL
(11,7),(11,9),-0.0136711 # DEPENDENCYPART_SIBL
(11,7),(11,10),-0.0282363 # DEPENDENCYPART_SIBL
(11,7),(11,12),0.0135504 # DEPENDENCYPART_SIBL
(11,7),(11,13),0.00819892 # DEPENDENCYPART_SIBL
(11,7),(11,14),0.000763799 # DEPENDENCYPART_SIBL
(11,7),(11,15),-0.00799 # DEPENDENCYPART_SIBL
(11,7),(11,16),-0.00583005 # DEPENDENCYPART_SIBL
(11,7),(11,17),-0.0296918 # DEPENDENCYPART_SIBL
(11,7),(11,18),0.0115963 # DEPENDENCYPART_SIBL
(11,7),(11,19),0.0115964 # DEPENDENCYPART_SIBL
(11,7),(11,21),-0.0295275 # DEPENDENCYPART_SIBL
(11,7),(11,22),0.0115964 # DEPENDENCYPART_SIBL
(11,7),(11,23),0.00972344 # DEPENDENCYPART_SIBL
(11,8),(11,9),-0.0122123 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.0267367 # DEPENDENCYPART_SIBL
(11,8),(11,12),-0.0394493 # DEPENDENCYPART_SIBL
(11,8),(11,13),0.00593718 # DEPENDENCYPART_SIBL
(11,8),(11,14),-0.00479148 # DEPENDENCYPART_SIBL
(11,8),(11,15),0.0145526 # DEPENDENCYPART_SIBL
(11,8),(11,16),-0.00449544 # DEPENDENCYPART_SIBL
(11,8),(11,17),-0.00266054 # DEPENDENCYPART_SIBL
(11,8),(11,18),-0.0298888 # DEPENDENCYPART_SIBL
(11,8),(11,19),-0.0298887 # DEPENDENCYPART_SIBL
(11,8),(11,21),-0.00249794 # DEPENDENCYPART_SIBL
(11,8),(11,22),-0.0298887 # DEPENDENCYPART_SIBL
(11,8),(11,23),-0.00733357 # DEPENDENCYPART_SIBL
(11,9),(11,10),-0.0471285 # DEPENDENCYPART_SIBL
(11,9),(11,12),0.00484801 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.0369878 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.0185803 # DEPENDENCYPART_SIBL
(11,9),(11,15),-0.00830556 # DEPENDENCYPART_SIBL
(11,9),(11,16),-0.0166199 # DEPENDENCYPART_SIBL
(11,9),(11,17),-0.00330001 # DEPENDENCYPART_SIBL
(11,9),(11,18),-0.00455136 # DEPENDENCYPART_SIBL
(11,9),(11,19),-0.00455125 # DEPENDENCYPART_SIBL
(11,9),(11,21),-0.00328774 # DEPENDENCYPART_SIBL
(11,9),(11,22),-0.00455125 # DEPENDENCYPART_SIBL
(11,9),(11,23),0.0110479 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.017631 # DEPENDENCYPART_SIBL
(11,10),(11,13),-0.0315926 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.00413006 # DEPENDENCYPART_SIBL
(11,10),(11,15),-0.00292022 # DEPENDENCYPART_SIBL
(11,10),(11,16),-0.0112263 # DEPENDENCYPART_SIBL
(11,10),(11,17),0.00209257 # DEPENDENCYPART_SIBL
(11,10),(11,18),0.00156714 # DEPENDENCYPART_SIBL
(11,10),(11,19),0.00156725 # DEPENDENCYPART_SIBL
(11,10),(11,21),0.00210484 # DEPENDENCYPART_SIBL
(11,10),(11,22),0.00156725 # DEPENDENCYPART_SIBL
(11,10),(11,23),0.0193675 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.00239327 # DEPENDENCYPART_SIBL
(11,12),(11,14),0.0235503 # DEPENDENCYPART_SIBL
(11,12),(11,15),0.10013 # DEPENDENCYPART_SIBL
(11,12),(11,16),0.124212 # DEPENDENCYPART_SIBL
(11,12),(11,17),0.0603791 # DEPENDENCYPART_SIBL
(11,12),(11,18),0.0765195 # DEPENDENCYPART_SIBL
(11,12),(11,19),0.07652 # DEPENDENCYPART_SIBL
(11,12),(11,21),0.0604985 # DEPENDENCYPART_SIBL
(11,12),(11,22),0.07652 # DEPENDENCYPART_SIBL
(11,12),(11,23),0.0489202 # DEPENDENCYPART_SIBL
(11,13),(11,14),0.0232041 # DEPENDENCYPART_SIBL
(11,13),(11,15),0.0162688 # DEPENDENCYPART_SIBL
(11,13),(11,16),0.0804619 # DEPENDENCYPART_SIBL
(11,13),(11,17),0.057094 # DEPENDENCYPART_SIBL
(11,13),(11,18),0.00590852 # DEPENDENCYPART_SIBL
(11,13),(11,19),0.00590863 # DEPENDENCYPART_SIBL
(11,13),(11,21),0.0571735 # DEPENDENCYPART_SIBL
(11,13),(11,22),0.00590863 # DEPENDENCYPART_SIBL
(11,13),(11,23),-0.0217477 # DEPENDENCYPART_SIBL
(11,14),(11,15),0.100694 # DEPENDENCYPART_SIBL
(11,14),(11,16),0.124103 # DEPENDENCYPART_SIBL
(11,14),(11,17),0.173063 # DEPENDENCYPART_SIBL
(11,14),(11,18),0.0841889 # DEPENDENCYPART_SIBL
(11,14),(11,19),0.0841891 # DEPENDENCYPART_SIBL
(11,14),(11,21),0.173179 # DEPENDENCYPART_SIBL
(11,14),(11,22),0.0841891 # DEPENDENCYPART_SIBL
(11,14),(11,23),0.036328 # DEPENDENCYPART_SIBL
(11,15),(11,16),0.0454997 # DEPENDENCYPART_SIBL
(11,15),(11,17),0.0496185 # DEPENDENCYPART_SIBL
(11,15),(11,18),0.0329895 # DEPENDENCYPART_SIBL
(11,15),(11,19),0.0329896 # DEPENDENCYPART_SIBL
(11,15),(11,21),0.049718 # DEPENDENCYPART_SIBL
(11,15),(11,22),0.0329896 # DEPENDENCYPART_SIBL
(11,15),(11,23),-0.0115944 # DEPENDENCYPART_SIBL
(11,16),(11,17),-0.00987819 # DEPENDENCYPART_SIBL
(11,16),(11,18),0.0110332 # DEPENDENCYPART_SIBL
(11,16),(11,19),0.0110333 # DEPENDENCYPART_SIBL
(11,16),(11,21),-0.00981097 # DEPENDENCYPART_SIBL
(11,16),(11,22),0.0110333 # DEPENDENCYPART_SIBL
(11,16),(11,23),-0.0284786 # DEPENDENCYPART_SIBL
(11,17),(11,18),-0.0238516 # DEPENDENCYPART_SIBL
(11,17),(11,19),-0.0238515 # DEPENDENCYPART_SIBL
(11,17),(11,21),-0.0346034 # DEPENDENCYPART_SIBL
(11,17),(11,22),-0.0238515 # DEPENDENCYPART_SIBL
(11,17),(11,23),-0.0109796 # DEPENDENCYPART_SIBL
(11,18),(11,19),-0.0191057 # DEPENDENCYPART_SIBL
(11,18),(11,21),0.0263353 # DEPENDENCYPART_SIBL
(11,18),(11,22),-0.0191057 # DEPENDENCYPART_SIBL
(11,18),(11,23),-1.66808e-05 # DEPENDENCYPART_SIBL
(11,19),(11,21),0.0263357 # DEPENDENCYPART_SIBL
(11,19),(11,22),-0.0191053 # DEPENDENCYPART_SIBL
(11,19),(11,23),-1.62179e-05 # DEPENDENCYPART_SIBL
(11,21),(11,22),-0.0237144 # DEPENDENCYPART_SIBL
(11,21),(11,23),-0.0110399 # DEPENDENCYPART_SIBL
(11,22),(11,23),-1.62179e-05 # DEPENDENCYPART_SIBL
(13,2),(13,3),0.223481 # DEPENDENCYPART_SIBL
(13,2),(13,4),0.0770774 # DEPENDENCYPART_SIBL
(13,2),(13,7),0.0900073 # DEPENDENCYPART_SIBL
(13,2),(13,8),0.0442961 # DEPENDENCYPART_SIBL
(13,2),(13,9),0.0860784 # DEPENDENCYPART_SIBL
(13,2),(13,10),0.0852483 # DEPENDENCYPART_SIBL
(13,2),(13,11),0.0575195 # DEPENDENCYPART_SIBL
(13,2),(13,12),0.223481 # DEPENDENCYPART_SIBL
(13,2),(13,14),-0.00433783 # DEPENDENCYPART_SIBL
(13,2),(13,15),-0.0157546 # DEPENDENCYPART_SIBL
(13,2),(13,17),-0.0036142 # DEPENDENCYPART_SIBL
(13,2),(13,18),0.0152135 # DEPENDENCYPART_SIBL
(13,2),(13,19),0.0152136 # DEPENDENCYPART_SIBL
(13,2),(13,21),-0.00360815 # DEPENDENCYPART_SIBL
(13,2),(13,22),0.0152136 # DEPENDENCYPART_SIBL
(13,2),(13,23),0.0556139 # DEPENDENCYPART_SIBL
(13,3),(13,4),0.179338 # DEPENDENCYPART_SIBL
(13,3),(13,7),0.144956 # DEPENDENCYPART_SIBL
(13,3),(13,8),0.128984 # DEPENDENCYPART_SIBL
(13,3),(13,9),0.159328 # DEPENDENCYPART_SIBL
(13,3),(13,10),0.153301 # DEPENDENCYPART_SIBL
(13,3),(13,11),0.217953 # DEPENDENCYPART_SIBL
(13,3),(13,12),0.0484966 # DEPENDENCYPART_SIBL
(13,3),(13,14),-0.0280102 # DEPENDENCYPART_SIBL
(13,3),(13,15),-0.0198486 # DEPENDENCYPART_SIBL
(13,3),(13,17),0.0124656 # DEPENDENCYPART_SIBL
(13,3),(13,18),0.0708131 # DEPENDENCYPART_SIBL
(13,3),(13,19),0.0708131 # DEPENDENCYPART_SIBL
(13,3),(13,21),0.0124782 # DEPENDENCYPART_SIBL
(13,3),(13,22),0.0708131 # DEPENDENCYPART_SIBL
(13,3),(13,23),0.0643499 # DEPENDENCYPART_SIBL
(13,4),(13,7),0.0469484 # DEPENDENCYPART_SIBL
(13,4),(13,8),0.0359848 # DEPENDENCYPART_SIBL
(13,4),(13,9),0.0190309 # DEPENDENCYPART_SIBL
(13,4),(13,10),0.017446 # DEPENDENCYPART_SIBL
(13,4),(13,11),0.158058 # DEPENDENCYPART_SIBL
(13,4),(13,12),0.125506 # DEPENDENCYPART_SIBL
(13,4),(13,14),-0.0437556 # DEPENDENCYPART_SIBL
(13,4),(13,15),-0.0177 # DEPENDENCYPART_SIBL
(13,4),(13,17),-0.003302 # DEPENDENCYPART_SIBL
(13,4),(13,18),0.0252338 # DEPENDENCYPART_SIBL
(13,4),(13,19),0.0252338 # DEPENDENCYPART_SIBL
(13,4),(13,21),-0.00328079 # DEPENDENCYPART_SIBL
(13,4),(13,22),0.0252338 # DEPENDENCYPART_SIBL
(13,4),(13,23),0.0784595 # DEPENDENCYPART_SIBL
(13,7),(13,8),0.0782043 # DEPENDENCYPART_SIBL
(13,7),(13,9),0.0948519 # DEPENDENCYPART_SIBL
(13,7),(13,10),0.0948108 # DEPENDENCYPART_SIBL
(13,7),(13,11),0.100496 # DEPENDENCYPART_SIBL
(13,7),(13,12),0.157884 # DEPENDENCYPART_SIBL
(13,7),(13,14),-0.0281663 # DEPENDENCYPART_SIBL
(13,7),(13,15),-0.0186693 # DEPENDENCYPART_SIBL
(13,7),(13,17),-0.000321082 # DEPENDENCYPART_SIBL
(13,7),(13,18),0.0178689 # DEPENDENCYPART_SIBL
(13,7),(13,19),0.0178689 # DEPENDENCYPART_SIBL
(13,7),(13,21),-0.000315841 # DEPENDENCYPART_SIBL
(13,7),(13,22),0.0178689 # DEPENDENCYPART_SIBL
(13,7),(13,23),0.0341555 # DEPENDENCYPART_SIBL
(13,8),(13,9),0.0941857 # DEPENDENCYPART_SIBL
(13,8),(13,10),0.0941854 # DEPENDENCYPART_SIBL
(13,8),(13,11),0.0653494 # DEPENDENCYPART_SIBL
(13,8),(13,12),0.0651322 # DEPENDENCYPART_SIBL
(13,8),(13,14),-0.0206422 # DEPENDENCYPART_SIBL
(13,8),(13,15),0.00121867 # DEPENDENCYPART_SIBL
(13,8),(13,17),0.0108517 # DEPENDENCYPART_SIBL
(13,8),(13,18),0.0134181 # DEPENDENCYPART_SIBL
(13,8),(13,19),0.0134181 # DEPENDENCYPART_SIBL
(13,8),(13,21),0.0108555 # DEPENDENCYPART_SIBL
(13,8),(13,22),0.0134181 # DEPENDENCYPART_SIBL
(13,8),(13,23),0.0336208 # DEPENDENCYPART_SIBL
(13,9),(13,10),0.0919245 # DEPENDENCYPART_SIBL
(13,9),(13,11),0.0967581 # DEPENDENCYPART_SIBL
(13,9),(13,12),0.182512 # DEPENDENCYPART_SIBL
(13,9),(13,14),-0.0506981 # DEPENDENCYPART_SIBL
(13,9),(13,15),-0.0234991 # DEPENDENCYPART_SIBL
(13,9),(13,17),0.0122133 # DEPENDENCYPART_SIBL
(13,9),(13,18),0.00674014 # DEPENDENCYPART_SIBL
(13,9),(13,19),0.00674014 # DEPENDENCYPART_SIBL
(13,9),(13,21),0.012147 # DEPENDENCYPART_SIBL
(13,9),(13,22),0.00674014 # DEPENDENCYPART_SIBL
(13,9),(13,23),0.0274596 # DEPENDENCYPART_SIBL
(13,10),(13,11),0.0967566 # DEPENDENCYPART_SIBL
(13,10),(13,12),0.195216 # DEPENDENCYPART_SIBL
(13,10),(13,14),-0.0461789 # DEPENDENCYPART_SIBL
(13,10),(13,15),-0.0235053 # DEPENDENCYPART_SIBL
(13,10),(13,17),0.0122112 # DEPENDENCYPART_SIBL
(13,10),(13,18),0.00840622 # DEPENDENCYPART_SIBL
(13,10),(13,19),0.00840622 # DEPENDENCYPART_SIBL
(13,10),(13,21),0.0121449 # DEPENDENCYPART_SIBL
(13,10),(13,22),0.00840622 # DEPENDENCYPART_SIBL
(13,10),(13,23),0.0281311 # DEPENDENCYPART_SIBL
(13,11),(13,12),0.223481 # DEPENDENCYPART_SIBL
(13,11),(13,14),-0.00433783 # DEPENDENCYPART_SIBL
(13,11),(13,15),-0.0157546 # DEPENDENCYPART_SIBL
(13,11),(13,17),-0.0036142 # DEPENDENCYPART_SIBL
(13,11),(13,18),0.0152135 # DEPENDENCYPART_SIBL
(13,11),(13,19),0.0152136 # DEPENDENCYPART_SIBL
(13,11),(13,21),-0.00360815 # DEPENDENCYPART_SIBL
(13,11),(13,22),0.0152136 # DEPENDENCYPART_SIBL
(13,11),(13,23),0.0556139 # DEPENDENCYPART_SIBL
(13,12),(13,14),-0.0280102 # DEPENDENCYPART_SIBL
(13,12),(13,15),-0.0198486 # DEPENDENCYPART_SIBL
(13,12),(13,17),0.0124656 # DEPENDENCYPART_SIBL
(13,12),(13,18),0.0708131 # DEPENDENCYPART_SIBL
(13,12),(13,19),0.0708131 # DEPENDENCYPART_SIBL
(13,12),(13,21),0.0124782 # DEPENDENCYPART_SIBL
(13,12),(13,22),0.0708131 # DEPENDENCYPART_SIBL
(13,12),(13,23),0.0643499 # DEPENDENCYPART_SIBL
(13,14),(13,15),0.00106502 # DEPENDENCYPART_SIBL
(13,14),(13,17),0.0593098 # DEPENDENCYPART_SIBL
(13,14),(13,18),-0.0116622 # DEPENDENCYPART_SIBL
(13,14),(13,19),-0.0116622 # DEPENDENCYPART_SIBL
(13,14),(13,21),0.0594214 # DEPENDENCYPART_SIBL
(13,14),(13,22),-0.0116622 # DEPENDENCYPART_SIBL
(13,14),(13,23),-0.0720761 # DEPENDENCYPART_SIBL
(13,15),(13,17),0.0753206 # DEPENDENCYPART_SIBL
(13,15),(13,18),0.102102 # DEPENDENCYPART_SIBL
(13,15),(13,19),0.102102 # DEPENDENCYPART_SIBL
(13,15),(13,21),0.075421 # DEPENDENCYPART_SIBL
(13,15),(13,22),0.102102 # DEPENDENCYPART_SIBL
(13,15),(13,23),0.0188256 # DEPENDENCYPART_SIBL
(13,17),(13,18),0.0115237 # DEPENDENCYPART_SIBL
(13,17),(13,19),0.0115237 # DEPENDENCYPART_SIBL
(13,17),(13,21),-0.00914431 # DEPENDENCYPART_SIBL
(13,17),(13,22),0.0115237 # DEPENDENCYPART_SIBL
(13,17),(13,23),0.0153329 # DEPENDENCYPART_SIBL
(13,18),(13,19),0.00708533 # DEPENDENCYPART_SIBL
(13,18),(13,21),0.0922081 # DEPENDENCYPART_SIBL
(13,18),(13,22),0.00708533 # DEPENDENCYPART_SIBL
(13,18),(13,23),0.0610089 # DEPENDENCYPART_SIBL
(13,19),(13,21),0.0922081 # DEPENDENCYPART_SIBL
(13,19),(13,22),0.00708533 # DEPENDENCYPART_SIBL
(13,19),(13,23),0.0610089 # DEPENDENCYPART_SIBL
(13,21),(13,22),0.0117026 # DEPENDENCYPART_SIBL
(13,21),(13,23),0.0153765 # DEPENDENCYPART_SIBL
(13,22),(13,23),0.0610089 # DEPENDENCYPART_SIBL
(14,2),(14,11),-0.0478589 # DEPENDENCYPART_SIBL
(14,2),(14,12),0.267251 # DEPENDENCYPART_SIBL
(14,2),(14,13),-0.0454534 # DEPENDENCYPART_SIBL
(14,2),(14,15),-0.0274425 # DEPENDENCYPART_SIBL
(14,2),(14,17),0.00872988 # DEPENDENCYPART_SIBL
(14,2),(14,18),-0.0138632 # DEPENDENCYPART_SIBL
(14,2),(14,19),-0.0138631 # DEPENDENCYPART_SIBL
(14,2),(14,22),-0.0138631 # DEPENDENCYPART_SIBL
(14,2),(14,23),0.0218177 # DEPENDENCYPART_SIBL
(14,11),(14,12),0.267251 # DEPENDENCYPART_SIBL
(14,11),(14,13),-0.0454534 # DEPENDENCYPART_SIBL
(14,11),(14,15),-0.0274425 # DEPENDENCYPART_SIBL
(14,11),(14,17),0.00872988 # DEPENDENCYPART_SIBL
(14,11),(14,18),-0.0138632 # DEPENDENCYPART_SIBL
(14,11),(14,19),-0.0138631 # DEPENDENCYPART_SIBL
(14,11),(14,22),-0.0138631 # DEPENDENCYPART_SIBL
(14,11),(14,23),0.0218177 # DEPENDENCYPART_SIBL
(14,12),(14,13),-0.0459601 # DEPENDENCYPART_SIBL
(14,12),(14,15),-0.011276 # DEPENDENCYPART_SIBL
(14,12),(14,17),0.0384931 # DEPENDENCYPART_SIBL
(14,12),(14,18),0.0665909 # DEPENDENCYPART_SIBL
(14,12),(14,19),0.0665909 # DEPENDENCYPART_SIBL
(14,12),(14,22),0.0665909 # DEPENDENCYPART_SIBL
(14,12),(14,23),0.0859528 # DEPENDENCYPART_SIBL
(14,13),(14,15),0.0598025 # DEPENDENCYPART_SIBL
(14,13),(14,17),0.0787122 # DEPENDENCYPART_SIBL
(14,13),(14,18),0.166716 # DEPENDENCYPART_SIBL
(14,13),(14,19),0.166716 # DEPENDENCYPART_SIBL
(14,13),(14,22),0.166716 # DEPENDENCYPART_SIBL
(14,13),(14,23),0.0706369 # DEPENDENCYPART_SIBL
(14,15),(14,17),-0.0135313 # DEPENDENCYPART_SIBL
(14,15),(14,18),-0.0243962 # DEPENDENCYPART_SIBL
(14,15),(14,19),-0.0243962 # DEPENDENCYPART_SIBL
(14,15),(14,22),-0.0243962 # DEPENDENCYPART_SIBL
(14,15),(14,23),-0.025696 # DEPENDENCYPART_SIBL
(14,17),(14,18),0.0268286 # DEPENDENCYPART_SIBL
(14,17),(14,19),0.0268286 # DEPENDENCYPART_SIBL
(14,17),(14,22),0.0268286 # DEPENDENCYPART_SIBL
(14,17),(14,23),0.0452048 # DEPENDENCYPART_SIBL
(14,18),(14,19),-0.00370302 # DEPENDENCYPART_SIBL
(14,18),(14,22),-0.00370302 # DEPENDENCYPART_SIBL
(14,18),(14,23),0.0425335 # DEPENDENCYPART_SIBL
(14,19),(14,22),-0.00370302 # DEPENDENCYPART_SIBL
(14,19),(14,23),0.0425335 # DEPENDENCYPART_SIBL
(14,22),(14,23),0.0425335 # DEPENDENCYPART_SIBL
(15,3),(15,6),0.0283621 # DEPENDENCYPART_SIBL
(15,3),(15,9),0.0283621 # DEPENDENCYPART_SIBL
(15,3),(15,10),0.0188365 # DEPENDENCYPART_SIBL
(15,3),(15,12),0.0995979 # DEPENDENCYPART_SIBL
(15,3),(15,13),0.00516779 # DEPENDENCYPART_SIBL
(15,3),(15,14),0.040642 # DEPENDENCYPART_SIBL
(15,3),(15,17),0.0687284 # DEPENDENCYPART_SIBL
(15,3),(15,18),0.0499608 # DEPENDENCYPART_SIBL
(15,3),(15,19),0.0499608 # DEPENDENCYPART_SIBL
(15,3),(15,22),0.0499608 # DEPENDENCYPART_SIBL
(15,3),(15,23),0.0303641 # DEPENDENCYPART_SIBL
(15,6),(15,9),0.0725636 # DEPENDENCYPART_SIBL
(15,6),(15,10),0.0660382 # DEPENDENCYPART_SIBL
(15,6),(15,12),0.251811 # DEPENDENCYPART_SIBL
(15,6),(15,13),0.0117778 # DEPENDENCYPART_SIBL
(15,6),(15,14),0.13238 # DEPENDENCYPART_SIBL
(15,6),(15,17),0.11596 # DEPENDENCYPART_SIBL
(15,6),(15,18),0.0967348 # DEPENDENCYPART_SIBL
(15,6),(15,19),0.0967348 # DEPENDENCYPART_SIBL
(15,6),(15,22),0.0967348 # DEPENDENCYPART_SIBL
(15,6),(15,23),0.0265955 # DEPENDENCYPART_SIBL
(15,9),(15,10),0.0680636 # DEPENDENCYPART_SIBL
(15,9),(15,12),0.251811 # DEPENDENCYPART_SIBL
(15,9),(15,13),0.0117778 # DEPENDENCYPART_SIBL
(15,9),(15,14),0.13238 # DEPENDENCYPART_SIBL
(15,9),(15,17),0.115478 # DEPENDENCYPART_SIBL
(15,9),(15,18),0.0977475 # DEPENDENCYPART_SIBL
(15,9),(15,19),0.0977475 # DEPENDENCYPART_SIBL
(15,9),(15,22),0.0977475 # DEPENDENCYPART_SIBL
(15,9),(15,23),0.0265955 # DEPENDENCYPART_SIBL
(15,10),(15,12),0.264516 # DEPENDENCYPART_SIBL
(15,10),(15,13),0.013177 # DEPENDENCYPART_SIBL
(15,10),(15,14),0.133129 # DEPENDENCYPART_SIBL
(15,10),(15,17),0.110045 # DEPENDENCYPART_SIBL
(15,10),(15,18),0.0900689 # DEPENDENCYPART_SIBL
(15,10),(15,19),0.0900689 # DEPENDENCYPART_SIBL
(15,10),(15,22),0.0900689 # DEPENDENCYPART_SIBL
(15,10),(15,23),0.0202695 # DEPENDENCYPART_SIBL
(15,12),(15,13),0.00516779 # DEPENDENCYPART_SIBL
(15,12),(15,14),0.040642 # DEPENDENCYPART_SIBL
(15,12),(15,17),0.0687284 # DEPENDENCYPART_SIBL
(15,12),(15,18),0.0499608 # DEPENDENCYPART_SIBL
(15,12),(15,19),0.0499608 # DEPENDENCYPART_SIBL
(15,12),(15,22),0.0499608 # DEPENDENCYPART_SIBL
(15,12),(15,23),0.0303641 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.178234 # DEPENDENCYPART_SIBL
(15,13),(15,17),0.100091 # DEPENDENCYPART_SIBL
(15,13),(15,18),0.259868 # DEPENDENCYPART_SIBL
(15,13),(15,19),0.259868 # DEPENDENCYPART_SIBL
