# _root_ Szép_Tibor egyelőre nem kívánt nyilatkozni lapunknak , de annyit elmondott , hogy a munkakör betöltésének napjáig a munkavállaló visszaléphet .
#goldHeads=4,4,4,8,4,5,8,0,10,8,10,10,14,15,19,19,18,19,9,8,
#predictedHeads=4,4,4,8,4,5,8,0,10,8,10,10,14,15,19,19,18,19,9,8,
(10,2),(10,12),0.0158874 # DEPENDENCYPART_SIBL
(10,2),(10,13),-0.0770855 # DEPENDENCYPART_SIBL
(10,2),(10,14),0.00375332 # DEPENDENCYPART_SIBL
(10,2),(10,15),0.00375332 # DEPENDENCYPART_SIBL
(10,2),(10,16),0.00375332 # DEPENDENCYPART_SIBL
(10,2),(10,17),-0.0770855 # DEPENDENCYPART_SIBL
(10,2),(10,18),0.00312892 # DEPENDENCYPART_SIBL
(10,2),(10,19),-0.0195865 # DEPENDENCYPART_SIBL
(10,2),(10,20),0.0169551 # DEPENDENCYPART_SIBL
(10,3),(10,4),-0.0246559 # DEPENDENCYPART_SIBL
(10,3),(10,5),-0.0243112 # DEPENDENCYPART_SIBL
(10,3),(10,6),-0.0344824 # DEPENDENCYPART_SIBL
(10,3),(10,7),0.105898 # DEPENDENCYPART_SIBL
(10,3),(10,8),0.0508933 # DEPENDENCYPART_SIBL
(10,3),(10,9),-0.0523072 # DEPENDENCYPART_SIBL
(10,3),(10,11),-0.00960268 # DEPENDENCYPART_SIBL
(10,3),(10,12),0.0331637 # DEPENDENCYPART_SIBL
(10,3),(10,13),-0.0679544 # DEPENDENCYPART_SIBL
(10,3),(10,14),0.00207158 # DEPENDENCYPART_SIBL
(10,3),(10,15),0.00207158 # DEPENDENCYPART_SIBL
(10,3),(10,16),0.00207158 # DEPENDENCYPART_SIBL
(10,3),(10,17),-0.0679544 # DEPENDENCYPART_SIBL
(10,3),(10,18),0.00144717 # DEPENDENCYPART_SIBL
(10,3),(10,19),0.0599418 # DEPENDENCYPART_SIBL
(10,3),(10,20),-0.00775673 # DEPENDENCYPART_SIBL
(10,4),(10,5),-0.033073 # DEPENDENCYPART_SIBL
(10,4),(10,6),-0.0259402 # DEPENDENCYPART_SIBL
(10,4),(10,7),0.0781158 # DEPENDENCYPART_SIBL
(10,4),(10,8),0.0318384 # DEPENDENCYPART_SIBL
(10,4),(10,9),-0.0719581 # DEPENDENCYPART_SIBL
(10,4),(10,11),0.00209109 # DEPENDENCYPART_SIBL
(10,4),(10,12),-0.0104673 # DEPENDENCYPART_SIBL
(10,4),(10,13),-0.0322789 # DEPENDENCYPART_SIBL
(10,4),(10,14),-0.00905262 # DEPENDENCYPART_SIBL
(10,4),(10,15),-0.00905262 # DEPENDENCYPART_SIBL
(10,4),(10,16),-0.00905262 # DEPENDENCYPART_SIBL
(10,4),(10,17),-0.0322789 # DEPENDENCYPART_SIBL
(10,4),(10,18),-0.00905431 # DEPENDENCYPART_SIBL
(10,4),(10,19),-0.0123976 # DEPENDENCYPART_SIBL
(10,4),(10,20),0.0153806 # DEPENDENCYPART_SIBL
(10,5),(10,6),-0.0241699 # DEPENDENCYPART_SIBL
(10,5),(10,7),0.0784582 # DEPENDENCYPART_SIBL
(10,5),(10,8),0.0325456 # DEPENDENCYPART_SIBL
(10,5),(10,9),-0.0712473 # DEPENDENCYPART_SIBL
(10,5),(10,11),0.00221974 # DEPENDENCYPART_SIBL
(10,5),(10,12),-0.0102611 # DEPENDENCYPART_SIBL
(10,5),(10,13),-0.0321261 # DEPENDENCYPART_SIBL
(10,5),(10,14),-0.00877519 # DEPENDENCYPART_SIBL
(10,5),(10,15),-0.00877519 # DEPENDENCYPART_SIBL
(10,5),(10,16),-0.00877519 # DEPENDENCYPART_SIBL
(10,5),(10,17),-0.0321261 # DEPENDENCYPART_SIBL
(10,5),(10,18),-0.00877688 # DEPENDENCYPART_SIBL
(10,5),(10,19),-0.0127054 # DEPENDENCYPART_SIBL
(10,5),(10,20),0.0149813 # DEPENDENCYPART_SIBL
(10,6),(10,7),0.0944806 # DEPENDENCYPART_SIBL
(10,6),(10,8),0.0485758 # DEPENDENCYPART_SIBL
(10,6),(10,9),-0.0623063 # DEPENDENCYPART_SIBL
(10,6),(10,11),-0.0153324 # DEPENDENCYPART_SIBL
(10,6),(10,12),-0.0052447 # DEPENDENCYPART_SIBL
(10,6),(10,13),-0.0162228 # DEPENDENCYPART_SIBL
(10,6),(10,14),-0.00338202 # DEPENDENCYPART_SIBL
(10,6),(10,15),-0.00338202 # DEPENDENCYPART_SIBL
(10,6),(10,16),-0.00338202 # DEPENDENCYPART_SIBL
(10,6),(10,17),-0.0162228 # DEPENDENCYPART_SIBL
(10,6),(10,18),-0.00381777 # DEPENDENCYPART_SIBL
(10,6),(10,19),-0.0172568 # DEPENDENCYPART_SIBL
(10,6),(10,20),0.0208194 # DEPENDENCYPART_SIBL
(10,7),(10,8),0.252808 # DEPENDENCYPART_SIBL
(10,7),(10,9),-0.0562636 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.00490755 # DEPENDENCYPART_SIBL
(10,7),(10,12),0.00248497 # DEPENDENCYPART_SIBL
(10,7),(10,13),-0.0116264 # DEPENDENCYPART_SIBL
(10,7),(10,14),-0.0180161 # DEPENDENCYPART_SIBL
(10,7),(10,15),-0.0180161 # DEPENDENCYPART_SIBL
(10,7),(10,16),-0.0180161 # DEPENDENCYPART_SIBL
(10,7),(10,17),-0.0116264 # DEPENDENCYPART_SIBL
(10,7),(10,18),-0.0186016 # DEPENDENCYPART_SIBL
(10,7),(10,19),-0.00508159 # DEPENDENCYPART_SIBL
(10,7),(10,20),0.0213227 # DEPENDENCYPART_SIBL
(10,8),(10,9),-0.0734389 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.00165292 # DEPENDENCYPART_SIBL
(10,8),(10,12),0.0274577 # DEPENDENCYPART_SIBL
(10,8),(10,13),-0.00878471 # DEPENDENCYPART_SIBL
(10,8),(10,14),0.00532499 # DEPENDENCYPART_SIBL
(10,8),(10,15),0.00532499 # DEPENDENCYPART_SIBL
(10,8),(10,16),0.00532499 # DEPENDENCYPART_SIBL
(10,8),(10,17),-0.00878471 # DEPENDENCYPART_SIBL
(10,8),(10,18),0.00531991 # DEPENDENCYPART_SIBL
(10,8),(10,19),0.0394684 # DEPENDENCYPART_SIBL
(10,8),(10,20),0.207337 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.0206496 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.0385391 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.0187135 # DEPENDENCYPART_SIBL
(10,9),(10,14),-0.0113191 # DEPENDENCYPART_SIBL
(10,9),(10,15),-0.0113191 # DEPENDENCYPART_SIBL
(10,9),(10,16),-0.0113191 # DEPENDENCYPART_SIBL
(10,9),(10,17),-0.0187135 # DEPENDENCYPART_SIBL
(10,9),(10,18),-0.0113203 # DEPENDENCYPART_SIBL
(10,9),(10,19),-0.0666136 # DEPENDENCYPART_SIBL
(10,9),(10,20),0.00747251 # DEPENDENCYPART_SIBL
(10,11),(10,12),0.815437 # DEPENDENCYPART_SIBL
(10,11),(10,13),0.12421 # DEPENDENCYPART_SIBL
(10,11),(10,14),0.0765153 # DEPENDENCYPART_SIBL
(10,11),(10,15),0.0765153 # DEPENDENCYPART_SIBL
(10,11),(10,16),0.0765153 # DEPENDENCYPART_SIBL
(10,11),(10,17),0.12421 # DEPENDENCYPART_SIBL
(10,11),(10,18),0.0755092 # DEPENDENCYPART_SIBL
(10,11),(10,19),0.19456 # DEPENDENCYPART_SIBL
(10,11),(10,20),0.0489179 # DEPENDENCYPART_SIBL
(10,12),(10,13),0.0755384 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.0142567 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.0142567 # DEPENDENCYPART_SIBL
(10,12),(10,16),-0.0142567 # DEPENDENCYPART_SIBL
(10,12),(10,17),0.0755384 # DEPENDENCYPART_SIBL
(10,12),(10,18),-0.0151824 # DEPENDENCYPART_SIBL
(10,12),(10,19),0.108302 # DEPENDENCYPART_SIBL
(10,12),(10,20),0.124079 # DEPENDENCYPART_SIBL
(10,13),(10,14),0.0110323 # DEPENDENCYPART_SIBL
(10,13),(10,15),0.0110323 # DEPENDENCYPART_SIBL
(10,13),(10,16),0.0110323 # DEPENDENCYPART_SIBL
(10,13),(10,17),0.0888948 # DEPENDENCYPART_SIBL
(10,13),(10,18),0.0105767 # DEPENDENCYPART_SIBL
(10,13),(10,19),-0.0359816 # DEPENDENCYPART_SIBL
(10,13),(10,20),-0.0284786 # DEPENDENCYPART_SIBL
(10,14),(10,15),-0.0191063 # DEPENDENCYPART_SIBL
(10,14),(10,16),-0.0191063 # DEPENDENCYPART_SIBL
(10,14),(10,17),0.0707783 # DEPENDENCYPART_SIBL
(10,14),(10,18),-0.0196253 # DEPENDENCYPART_SIBL
(10,14),(10,19),-0.0189344 # DEPENDENCYPART_SIBL
(10,14),(10,20),-1.62179e-05 # DEPENDENCYPART_SIBL
(10,15),(10,16),-0.0191063 # DEPENDENCYPART_SIBL
(10,15),(10,17),0.0707783 # DEPENDENCYPART_SIBL
(10,15),(10,18),-0.0196253 # DEPENDENCYPART_SIBL
(10,15),(10,19),-0.0189344 # DEPENDENCYPART_SIBL
(10,15),(10,20),-1.62179e-05 # DEPENDENCYPART_SIBL
(10,16),(10,17),0.0707783 # DEPENDENCYPART_SIBL
(10,16),(10,18),-0.0196253 # DEPENDENCYPART_SIBL
(10,16),(10,19),-0.0189344 # DEPENDENCYPART_SIBL
(10,16),(10,20),-1.62179e-05 # DEPENDENCYPART_SIBL
(10,17),(10,18),0.0105767 # DEPENDENCYPART_SIBL
(10,17),(10,19),-0.0359816 # DEPENDENCYPART_SIBL
(10,17),(10,20),-0.0284786 # DEPENDENCYPART_SIBL
(10,18),(10,19),-0.0226536 # DEPENDENCYPART_SIBL
(10,18),(10,20),-0.00438075 # DEPENDENCYPART_SIBL
(10,19),(10,20),0.0178063 # DEPENDENCYPART_SIBL
(12,1),(12,2),0.0160535 # DEPENDENCYPART_SIBL
(12,1),(12,3),0.00160768 # DEPENDENCYPART_SIBL
(12,1),(12,4),0.0321073 # DEPENDENCYPART_SIBL
(12,1),(12,5),0.0316806 # DEPENDENCYPART_SIBL
(12,1),(12,6),-0.0149388 # DEPENDENCYPART_SIBL
(12,1),(12,7),0.389595 # DEPENDENCYPART_SIBL
(12,1),(12,8),0.0340307 # DEPENDENCYPART_SIBL
(12,1),(12,9),0.0186852 # DEPENDENCYPART_SIBL
(12,1),(12,10),0.0326267 # DEPENDENCYPART_SIBL
(12,1),(12,11),0.389595 # DEPENDENCYPART_SIBL
(12,1),(12,14),0.0804009 # DEPENDENCYPART_SIBL
(12,1),(12,15),0.0804009 # DEPENDENCYPART_SIBL
(12,1),(12,16),0.0804009 # DEPENDENCYPART_SIBL
(12,1),(12,18),0.0799608 # DEPENDENCYPART_SIBL
(12,1),(12,19),0.113961 # DEPENDENCYPART_SIBL
(12,1),(12,20),0.13343 # DEPENDENCYPART_SIBL
(12,2),(12,3),0.00706762 # DEPENDENCYPART_SIBL
(12,2),(12,4),0.038883 # DEPENDENCYPART_SIBL
(12,2),(12,5),0.0376203 # DEPENDENCYPART_SIBL
(12,2),(12,6),0.0421402 # DEPENDENCYPART_SIBL
(12,2),(12,7),0.368004 # DEPENDENCYPART_SIBL
(12,2),(12,8),0.0905968 # DEPENDENCYPART_SIBL
(12,2),(12,9),0.0794339 # DEPENDENCYPART_SIBL
(12,2),(12,10),0.0389102 # DEPENDENCYPART_SIBL
(12,2),(12,11),0.368004 # DEPENDENCYPART_SIBL
(12,2),(12,14),0.0251264 # DEPENDENCYPART_SIBL
(12,2),(12,15),0.0251264 # DEPENDENCYPART_SIBL
(12,2),(12,16),0.0251264 # DEPENDENCYPART_SIBL
(12,2),(12,18),0.0244981 # DEPENDENCYPART_SIBL
(12,2),(12,19),0.189622 # DEPENDENCYPART_SIBL
(12,2),(12,20),0.0887355 # DEPENDENCYPART_SIBL
(12,3),(12,4),0.0209878 # DEPENDENCYPART_SIBL
(12,3),(12,5),0.0197325 # DEPENDENCYPART_SIBL
(12,3),(12,6),0.0114238 # DEPENDENCYPART_SIBL
(12,3),(12,7),0.38192 # DEPENDENCYPART_SIBL
(12,3),(12,8),0.0422226 # DEPENDENCYPART_SIBL
(12,3),(12,9),0.0539363 # DEPENDENCYPART_SIBL
(12,3),(12,10),0.0210237 # DEPENDENCYPART_SIBL
(12,3),(12,11),0.38192 # DEPENDENCYPART_SIBL
(12,3),(12,14),0.0259028 # DEPENDENCYPART_SIBL
(12,3),(12,15),0.0259028 # DEPENDENCYPART_SIBL
(12,3),(12,16),0.0259028 # DEPENDENCYPART_SIBL
(12,3),(12,18),0.0252745 # DEPENDENCYPART_SIBL
(12,3),(12,19),0.232427 # DEPENDENCYPART_SIBL
(12,3),(12,20),0.0833736 # DEPENDENCYPART_SIBL
(12,4),(12,5),-0.0135492 # DEPENDENCYPART_SIBL
(12,4),(12,6),-0.00528746 # DEPENDENCYPART_SIBL
(12,4),(12,7),0.434319 # DEPENDENCYPART_SIBL
(12,4),(12,8),0.15262 # DEPENDENCYPART_SIBL
(12,4),(12,9),-0.00133656 # DEPENDENCYPART_SIBL
(12,4),(12,10),-0.0124562 # DEPENDENCYPART_SIBL
(12,4),(12,11),0.434319 # DEPENDENCYPART_SIBL
(12,4),(12,14),-0.124116 # DEPENDENCYPART_SIBL
(12,4),(12,15),-0.124116 # DEPENDENCYPART_SIBL
(12,4),(12,16),-0.124116 # DEPENDENCYPART_SIBL
(12,4),(12,18),-0.124121 # DEPENDENCYPART_SIBL
(12,4),(12,19),0.0982359 # DEPENDENCYPART_SIBL
(12,4),(12,20),0.0423855 # DEPENDENCYPART_SIBL
(12,5),(12,6),-0.00508388 # DEPENDENCYPART_SIBL
(12,5),(12,7),0.43287 # DEPENDENCYPART_SIBL
(12,5),(12,8),0.152288 # DEPENDENCYPART_SIBL
(12,5),(12,9),-0.00166617 # DEPENDENCYPART_SIBL
(12,5),(12,10),-0.0127765 # DEPENDENCYPART_SIBL
(12,5),(12,11),0.43287 # DEPENDENCYPART_SIBL
(12,5),(12,14),-0.125085 # DEPENDENCYPART_SIBL
(12,5),(12,15),-0.125085 # DEPENDENCYPART_SIBL
(12,5),(12,16),-0.125085 # DEPENDENCYPART_SIBL
(12,5),(12,18),-0.12509 # DEPENDENCYPART_SIBL
(12,5),(12,19),0.0960551 # DEPENDENCYPART_SIBL
(12,5),(12,20),0.0400331 # DEPENDENCYPART_SIBL
(12,6),(12,7),0.389402 # DEPENDENCYPART_SIBL
(12,6),(12,8),0.0340461 # DEPENDENCYPART_SIBL
(12,6),(12,9),0.0187328 # DEPENDENCYPART_SIBL
(12,6),(12,10),0.0324643 # DEPENDENCYPART_SIBL
(12,6),(12,11),0.389402 # DEPENDENCYPART_SIBL
(12,6),(12,14),0.0816475 # DEPENDENCYPART_SIBL
(12,6),(12,15),0.0816475 # DEPENDENCYPART_SIBL
(12,6),(12,16),0.0816475 # DEPENDENCYPART_SIBL
(12,6),(12,18),0.0812074 # DEPENDENCYPART_SIBL
(12,6),(12,19),0.110845 # DEPENDENCYPART_SIBL
(12,6),(12,20),0.13801 # DEPENDENCYPART_SIBL
(12,7),(12,8),0.310776 # DEPENDENCYPART_SIBL
(12,7),(12,9),-0.0434488 # DEPENDENCYPART_SIBL
(12,7),(12,10),0.0679181 # DEPENDENCYPART_SIBL
(12,7),(12,11),0.0255207 # DEPENDENCYPART_SIBL
(12,7),(12,14),0.0175236 # DEPENDENCYPART_SIBL
(12,7),(12,15),0.0175236 # DEPENDENCYPART_SIBL
(12,7),(12,16),0.0175236 # DEPENDENCYPART_SIBL
(12,7),(12,18),0.0169351 # DEPENDENCYPART_SIBL
(12,7),(12,19),0.297142 # DEPENDENCYPART_SIBL
(12,7),(12,20),0.213472 # DEPENDENCYPART_SIBL
(12,8),(12,9),-0.00191601 # DEPENDENCYPART_SIBL
(12,8),(12,10),0.0660818 # DEPENDENCYPART_SIBL
(12,8),(12,11),0.24519 # DEPENDENCYPART_SIBL
(12,8),(12,14),-0.0210233 # DEPENDENCYPART_SIBL
(12,8),(12,15),-0.0210233 # DEPENDENCYPART_SIBL
(12,8),(12,16),-0.0210233 # DEPENDENCYPART_SIBL
(12,8),(12,18),-0.0210314 # DEPENDENCYPART_SIBL
(12,8),(12,19),0.148918 # DEPENDENCYPART_SIBL
(12,8),(12,20),0.264398 # DEPENDENCYPART_SIBL
(12,9),(12,10),0.0209587 # DEPENDENCYPART_SIBL
(12,9),(12,11),0.323578 # DEPENDENCYPART_SIBL
(12,9),(12,14),0.0606559 # DEPENDENCYPART_SIBL
(12,9),(12,15),0.0606559 # DEPENDENCYPART_SIBL
(12,9),(12,16),0.0606559 # DEPENDENCYPART_SIBL
(12,9),(12,18),0.0606507 # DEPENDENCYPART_SIBL
(12,9),(12,19),0.268925 # DEPENDENCYPART_SIBL
(12,9),(12,20),0.0548823 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.43361 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.124122 # DEPENDENCYPART_SIBL
(12,10),(12,15),-0.124122 # DEPENDENCYPART_SIBL
(12,10),(12,16),-0.124122 # DEPENDENCYPART_SIBL
(12,10),(12,18),-0.124127 # DEPENDENCYPART_SIBL
(12,10),(12,19),0.0984215 # DEPENDENCYPART_SIBL
(12,10),(12,20),0.042465 # DEPENDENCYPART_SIBL
(12,11),(12,14),0.0175236 # DEPENDENCYPART_SIBL
(12,11),(12,15),0.0175236 # DEPENDENCYPART_SIBL
(12,11),(12,16),0.0175236 # DEPENDENCYPART_SIBL
(12,11),(12,18),0.0169351 # DEPENDENCYPART_SIBL
(12,11),(12,19),0.297142 # DEPENDENCYPART_SIBL
(12,11),(12,20),0.213472 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.0240434 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.0240434 # DEPENDENCYPART_SIBL
(12,14),(12,18),-0.0241068 # DEPENDENCYPART_SIBL
(12,14),(12,19),-0.0414629 # DEPENDENCYPART_SIBL
(12,14),(12,20),0.00247674 # DEPENDENCYPART_SIBL
(12,15),(12,16),-0.0240434 # DEPENDENCYPART_SIBL
(12,15),(12,18),-0.0241068 # DEPENDENCYPART_SIBL
(12,15),(12,19),-0.0414629 # DEPENDENCYPART_SIBL
(12,15),(12,20),0.00247674 # DEPENDENCYPART_SIBL
(12,16),(12,18),-0.0241068 # DEPENDENCYPART_SIBL
(12,16),(12,19),-0.0414629 # DEPENDENCYPART_SIBL
(12,16),(12,20),0.00247674 # DEPENDENCYPART_SIBL
(12,18),(12,19),-0.0418862 # DEPENDENCYPART_SIBL
(12,18),(12,20),0.0017424 # DEPENDENCYPART_SIBL
(12,19),(12,20),0.0329812 # DEPENDENCYPART_SIBL
(14,11),(14,13),-0.408123 # DEPENDENCYPART_SIBL
(14,11),(14,15),-0.00844461 # DEPENDENCYPART_SIBL
(14,11),(14,16),-0.00844461 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.00331961 # DEPENDENCYPART_SIBL
(14,13),(14,16),-0.00331961 # DEPENDENCYPART_SIBL
(14,15),(14,16),0.00471394 # DEPENDENCYPART_SIBL
(15,8),(15,9),0.0180075 # DEPENDENCYPART_SIBL
(15,8),(15,11),0.111435 # DEPENDENCYPART_SIBL
(15,8),(15,12),0.0473897 # DEPENDENCYPART_SIBL
(15,8),(15,13),-0.347663 # DEPENDENCYPART_SIBL
(15,8),(15,14),0.00565405 # DEPENDENCYPART_SIBL
(15,8),(15,16),-0.0132787 # DEPENDENCYPART_SIBL
(15,8),(15,18),-0.0137459 # DEPENDENCYPART_SIBL
(15,9),(15,11),0.320499 # DEPENDENCYPART_SIBL
(15,9),(15,12),0.172753 # DEPENDENCYPART_SIBL
(15,9),(15,13),0.0690898 # DEPENDENCYPART_SIBL
(15,9),(15,14),-0.0390409 # DEPENDENCYPART_SIBL
(15,9),(15,16),0.00905374 # DEPENDENCYPART_SIBL
(15,9),(15,18),0.00859 # DEPENDENCYPART_SIBL
(15,11),(15,12),0.105326 # DEPENDENCYPART_SIBL
(15,11),(15,13),-0.408123 # DEPENDENCYPART_SIBL
(15,11),(15,14),0.0569251 # DEPENDENCYPART_SIBL
(15,11),(15,16),-0.00844461 # DEPENDENCYPART_SIBL
(15,11),(15,18),-0.00949217 # DEPENDENCYPART_SIBL
(15,12),(15,13),-0.403357 # DEPENDENCYPART_SIBL
(15,12),(15,14),-0.0944221 # DEPENDENCYPART_SIBL
(15,12),(15,16),-0.0114091 # DEPENDENCYPART_SIBL
(15,12),(15,18),-0.0118763 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.0129962 # DEPENDENCYPART_SIBL
(15,13),(15,16),-0.00331961 # DEPENDENCYPART_SIBL
(15,13),(15,18),-0.00378174 # DEPENDENCYPART_SIBL
(15,14),(15,16),0.00337853 # DEPENDENCYPART_SIBL
(15,14),(15,18),0.00224878 # DEPENDENCYPART_SIBL
(15,16),(15,18),0.00429785 # DEPENDENCYPART_SIBL
(16,9),(16,11),0.320499 # DEPENDENCYPART_SIBL
(16,9),(16,12),0.172753 # DEPENDENCYPART_SIBL
(16,9),(16,13),0.0690898 # DEPENDENCYPART_SIBL
(16,9),(16,14),-0.0390409 # DEPENDENCYPART_SIBL
(16,9),(16,15),-0.0390409 # DEPENDENCYPART_SIBL
(16,9),(16,17),-0.0194379 # DEPENDENCYPART_SIBL
(16,9),(16,18),0.00859 # DEPENDENCYPART_SIBL
(16,9),(16,20),0.0211565 # DEPENDENCYPART_SIBL
(16,11),(16,12),0.105326 # DEPENDENCYPART_SIBL
(16,11),(16,13),-0.408123 # DEPENDENCYPART_SIBL
(16,11),(16,14),0.0569251 # DEPENDENCYPART_SIBL
(16,11),(16,15),0.0569251 # DEPENDENCYPART_SIBL
(16,11),(16,17),-0.0387249 # DEPENDENCYPART_SIBL
(16,11),(16,18),-0.00949217 # DEPENDENCYPART_SIBL
(16,11),(16,20),0.0238545 # DEPENDENCYPART_SIBL
(16,12),(16,13),-0.403357 # DEPENDENCYPART_SIBL
(16,12),(16,14),-0.0944221 # DEPENDENCYPART_SIBL
(16,12),(16,15),-0.0944221 # DEPENDENCYPART_SIBL
(16,12),(16,17),-0.0252216 # DEPENDENCYPART_SIBL
(16,12),(16,18),-0.0118763 # DEPENDENCYPART_SIBL
(16,12),(16,20),0.0872952 # DEPENDENCYPART_SIBL
(16,13),(16,14),0.0129962 # DEPENDENCYPART_SIBL
(16,13),(16,15),0.0129962 # DEPENDENCYPART_SIBL
(16,13),(16,17),-0.0110338 # DEPENDENCYPART_SIBL
(16,13),(16,18),-0.00378174 # DEPENDENCYPART_SIBL
(16,13),(16,20),-0.0285178 # DEPENDENCYPART_SIBL
(16,14),(16,15),-0.018106 # DEPENDENCYPART_SIBL
(16,14),(16,17),-0.019421 # DEPENDENCYPART_SIBL
(16,14),(16,18),0.00224878 # DEPENDENCYPART_SIBL
(16,14),(16,20),0.041682 # DEPENDENCYPART_SIBL
(16,15),(16,17),-0.019421 # DEPENDENCYPART_SIBL
(16,15),(16,18),0.00224878 # DEPENDENCYPART_SIBL
(16,15),(16,20),0.041682 # DEPENDENCYPART_SIBL
(16,17),(16,18),0.0173165 # DEPENDENCYPART_SIBL
(16,17),(16,20),0.0357031 # DEPENDENCYPART_SIBL
(16,18),(16,20),0.0476854 # DEPENDENCYPART_SIBL
(18,13),(18,14),0.0126282 # DEPENDENCYPART_SIBL
(18,13),(18,15),0.0126282 # DEPENDENCYPART_SIBL
(18,13),(18,16),0.0126282 # DEPENDENCYPART_SIBL
(18,13),(18,17),-0.662381 # DEPENDENCYPART_SIBL
(18,14),(18,15),-0.0181063 # DEPENDENCYPART_SIBL
(18,14),(18,16),-0.0181063 # DEPENDENCYPART_SIBL
(18,14),(18,17),-0.317123 # DEPENDENCYPART_SIBL
(18,15),(18,16),-0.0181063 # DEPENDENCYPART_SIBL
(18,15),(18,17),-0.317123 # DEPENDENCYPART_SIBL
(18,16),(18,17),-0.317123 # DEPENDENCYPART_SIBL
(19,1),(19,2),0.0317999 # DEPENDENCYPART_SIBL
(19,1),(19,3),0.0290878 # DEPENDENCYPART_SIBL
(19,1),(19,4),-0.0105276 # DEPENDENCYPART_SIBL
(19,1),(19,5),-0.00900787 # DEPENDENCYPART_SIBL
(19,1),(19,6),-0.0181961 # DEPENDENCYPART_SIBL
(19,1),(19,7),0.0953586 # DEPENDENCYPART_SIBL
(19,1),(19,8),0.0491184 # DEPENDENCYPART_SIBL
(19,1),(19,9),-0.0618242 # DEPENDENCYPART_SIBL
(19,1),(19,10),-0.00908105 # DEPENDENCYPART_SIBL
(19,1),(19,11),0.0953586 # DEPENDENCYPART_SIBL
(19,1),(19,12),0.0468174 # DEPENDENCYPART_SIBL
(19,1),(19,13),-0.0619144 # DEPENDENCYPART_SIBL
(19,1),(19,14),-0.0313098 # DEPENDENCYPART_SIBL
(19,1),(19,15),-0.0313098 # DEPENDENCYPART_SIBL
(19,1),(19,16),-0.0313098 # DEPENDENCYPART_SIBL
(19,1),(19,17),-0.0619144 # DEPENDENCYPART_SIBL
(19,1),(19,18),-0.00893212 # DEPENDENCYPART_SIBL
(19,1),(19,20),0.00695274 # DEPENDENCYPART_SIBL
(19,2),(19,3),-0.022701 # DEPENDENCYPART_SIBL
(19,2),(19,4),-0.000308169 # DEPENDENCYPART_SIBL
(19,2),(19,5),3.22548e-05 # DEPENDENCYPART_SIBL
(19,2),(19,6),0.0432398 # DEPENDENCYPART_SIBL
(19,2),(19,7),0.0770164 # DEPENDENCYPART_SIBL
(19,2),(19,8),0.067557 # DEPENDENCYPART_SIBL
(19,2),(19,9),-0.0149529 # DEPENDENCYPART_SIBL
(19,2),(19,10),0.00014181 # DEPENDENCYPART_SIBL
(19,2),(19,11),0.0770164 # DEPENDENCYPART_SIBL
(19,2),(19,12),0.0542614 # DEPENDENCYPART_SIBL
(19,2),(19,13),-0.0785082 # DEPENDENCYPART_SIBL
(19,2),(19,14),0.0409572 # DEPENDENCYPART_SIBL
(19,2),(19,15),0.0409572 # DEPENDENCYPART_SIBL
(19,2),(19,16),0.0409572 # DEPENDENCYPART_SIBL
(19,2),(19,17),-0.0785082 # DEPENDENCYPART_SIBL
(19,2),(19,18),0.0590488 # DEPENDENCYPART_SIBL
(19,2),(19,20),0.0169554 # DEPENDENCYPART_SIBL
(19,3),(19,4),-0.0246552 # DEPENDENCYPART_SIBL
(19,3),(19,5),-0.0243106 # DEPENDENCYPART_SIBL
(19,3),(19,6),-0.0344799 # DEPENDENCYPART_SIBL
(19,3),(19,7),0.105898 # DEPENDENCYPART_SIBL
(19,3),(19,8),0.0508939 # DEPENDENCYPART_SIBL
(19,3),(19,9),-0.0523066 # DEPENDENCYPART_SIBL
(19,3),(19,10),-0.024199 # DEPENDENCYPART_SIBL
(19,3),(19,11),0.105898 # DEPENDENCYPART_SIBL
(19,3),(19,12),0.0290667 # DEPENDENCYPART_SIBL
(19,3),(19,13),-0.114208 # DEPENDENCYPART_SIBL
(19,3),(19,14),-0.0367625 # DEPENDENCYPART_SIBL
(19,3),(19,15),-0.0367625 # DEPENDENCYPART_SIBL
(19,3),(19,16),-0.0367625 # DEPENDENCYPART_SIBL
(19,3),(19,17),-0.114208 # DEPENDENCYPART_SIBL
(19,3),(19,18),-0.0186709 # DEPENDENCYPART_SIBL
(19,3),(19,20),-0.00775645 # DEPENDENCYPART_SIBL
(19,4),(19,5),-0.033073 # DEPENDENCYPART_SIBL
(19,4),(19,6),-0.0259388 # DEPENDENCYPART_SIBL
(19,4),(19,7),0.0781158 # DEPENDENCYPART_SIBL
