# _root_ Mint mondja , ősszel ők ketten lőtték a csapat góljainak felét , és ők vittek látványosságot a játékba .
#goldHeads=2,0,2,7,7,7,2,9,10,7,7,2,2,15,2,15,18,15,2,
#predictedHeads=2,13,2,7,7,7,13,9,10,7,7,13,0,15,13,15,18,15,13,
(13,6),(13,11),-0.00239139 # DEPENDENCYPART_SIBL
(13,6),(13,12),0.337001 # DEPENDENCYPART_SIBL
(13,6),(13,15),0.0473147 # DEPENDENCYPART_SIBL
(13,6),(13,16),0.0620447 # DEPENDENCYPART_SIBL
(13,6),(13,18),0.0620447 # DEPENDENCYPART_SIBL
(13,6),(13,19),0.0137722 # DEPENDENCYPART_SIBL
(13,7),(13,8),-0.01647 # DEPENDENCYPART_SIBL
(13,7),(13,9),-0.0249229 # DEPENDENCYPART_SIBL
(13,7),(13,10),-0.0242734 # DEPENDENCYPART_SIBL
(13,7),(13,11),-0.0246217 # DEPENDENCYPART_SIBL
(13,7),(13,12),0.437808 # DEPENDENCYPART_SIBL
(13,7),(13,15),0.213428 # DEPENDENCYPART_SIBL
(13,7),(13,16),-0.0124633 # DEPENDENCYPART_SIBL
(13,7),(13,18),-0.0124633 # DEPENDENCYPART_SIBL
(13,7),(13,19),0.183631 # DEPENDENCYPART_SIBL
(13,8),(13,9),-0.0116838 # DEPENDENCYPART_SIBL
(13,8),(13,10),-0.0116838 # DEPENDENCYPART_SIBL
(13,8),(13,11),-0.0116839 # DEPENDENCYPART_SIBL
(13,8),(13,12),0.144914 # DEPENDENCYPART_SIBL
(13,8),(13,15),-0.0130756 # DEPENDENCYPART_SIBL
(13,8),(13,16),0.0114531 # DEPENDENCYPART_SIBL
(13,8),(13,18),0.0114531 # DEPENDENCYPART_SIBL
(13,8),(13,19),-0.0952526 # DEPENDENCYPART_SIBL
(13,9),(13,10),0.00675665 # DEPENDENCYPART_SIBL
(13,9),(13,11),0.0107017 # DEPENDENCYPART_SIBL
(13,9),(13,12),0.374388 # DEPENDENCYPART_SIBL
(13,9),(13,15),-0.000179189 # DEPENDENCYPART_SIBL
(13,9),(13,16),0.233081 # DEPENDENCYPART_SIBL
(13,9),(13,18),0.233081 # DEPENDENCYPART_SIBL
(13,9),(13,19),-0.00960243 # DEPENDENCYPART_SIBL
(13,10),(13,11),0.00969398 # DEPENDENCYPART_SIBL
(13,10),(13,12),0.375892 # DEPENDENCYPART_SIBL
(13,10),(13,15),-0.000171722 # DEPENDENCYPART_SIBL
(13,10),(13,16),0.233831 # DEPENDENCYPART_SIBL
(13,10),(13,18),0.233831 # DEPENDENCYPART_SIBL
(13,10),(13,19),-0.00815188 # DEPENDENCYPART_SIBL
(13,11),(13,12),0.375891 # DEPENDENCYPART_SIBL
(13,11),(13,15),-0.000911889 # DEPENDENCYPART_SIBL
(13,11),(13,16),0.234178 # DEPENDENCYPART_SIBL
(13,11),(13,18),0.234178 # DEPENDENCYPART_SIBL
(13,11),(13,19),-0.00930713 # DEPENDENCYPART_SIBL
(13,12),(13,15),0.195911 # DEPENDENCYPART_SIBL
(13,12),(13,16),0.0218518 # DEPENDENCYPART_SIBL
(13,12),(13,18),0.0218518 # DEPENDENCYPART_SIBL
(13,12),(13,19),0.198796 # DEPENDENCYPART_SIBL
(13,15),(13,16),0.0850633 # DEPENDENCYPART_SIBL
(13,15),(13,18),0.0850633 # DEPENDENCYPART_SIBL
(13,15),(13,19),0.173438 # DEPENDENCYPART_SIBL
(13,16),(13,18),-0.0462163 # DEPENDENCYPART_SIBL
(13,16),(13,19),-0.0584892 # DEPENDENCYPART_SIBL
(13,18),(13,19),-0.0584892 # DEPENDENCYPART_SIBL
(14,2),(14,7),0.0584516 # DEPENDENCYPART_SIBL
(14,2),(14,12),0.234818 # DEPENDENCYPART_SIBL
(14,2),(14,13),0.17765 # DEPENDENCYPART_SIBL
(14,2),(14,16),0.0297886 # DEPENDENCYPART_SIBL
(14,2),(14,18),0.0297886 # DEPENDENCYPART_SIBL
(14,2),(14,19),0.0743406 # DEPENDENCYPART_SIBL
(14,7),(14,12),0.224384 # DEPENDENCYPART_SIBL
(14,7),(14,13),0.173219 # DEPENDENCYPART_SIBL
(14,7),(14,16),0.0289633 # DEPENDENCYPART_SIBL
(14,7),(14,18),0.0289633 # DEPENDENCYPART_SIBL
(14,7),(14,19),0.0718679 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.249316 # DEPENDENCYPART_SIBL
(14,12),(14,16),0.0850688 # DEPENDENCYPART_SIBL
(14,12),(14,18),0.0850688 # DEPENDENCYPART_SIBL
(14,12),(14,19),0.0814772 # DEPENDENCYPART_SIBL
(14,13),(14,16),0.0721609 # DEPENDENCYPART_SIBL
(14,13),(14,18),0.0721609 # DEPENDENCYPART_SIBL
(14,13),(14,19),0.089532 # DEPENDENCYPART_SIBL
(14,16),(14,18),0.0151699 # DEPENDENCYPART_SIBL
(14,16),(14,19),0.0818795 # DEPENDENCYPART_SIBL
(14,18),(14,19),0.0818795 # DEPENDENCYPART_SIBL
(15,1),(15,2),0.0193964 # DEPENDENCYPART_SIBL
(15,1),(15,3),0.0828185 # DEPENDENCYPART_SIBL
(15,1),(15,4),0.00765365 # DEPENDENCYPART_SIBL
(15,1),(15,5),-0.0218121 # DEPENDENCYPART_SIBL
(15,1),(15,6),0.129476 # DEPENDENCYPART_SIBL
(15,1),(15,7),0.00273764 # DEPENDENCYPART_SIBL
(15,1),(15,8),-0.0506309 # DEPENDENCYPART_SIBL
(15,1),(15,9),0.0300502 # DEPENDENCYPART_SIBL
(15,1),(15,10),0.0309863 # DEPENDENCYPART_SIBL
(15,1),(15,11),0.0407351 # DEPENDENCYPART_SIBL
(15,1),(15,12),0.0828185 # DEPENDENCYPART_SIBL
(15,1),(15,13),0.0452015 # DEPENDENCYPART_SIBL
(15,1),(15,14),-0.0218121 # DEPENDENCYPART_SIBL
(15,1),(15,16),-0.00730948 # DEPENDENCYPART_SIBL
(15,1),(15,17),-0.0984868 # DEPENDENCYPART_SIBL
(15,1),(15,18),-0.00730948 # DEPENDENCYPART_SIBL
(15,1),(15,19),-0.0359961 # DEPENDENCYPART_SIBL
(15,2),(15,3),0.0787228 # DEPENDENCYPART_SIBL
(15,2),(15,4),-0.017419 # DEPENDENCYPART_SIBL
(15,2),(15,5),-0.0763559 # DEPENDENCYPART_SIBL
(15,2),(15,6),-0.00898705 # DEPENDENCYPART_SIBL
(15,2),(15,7),-0.0351609 # DEPENDENCYPART_SIBL
(15,2),(15,8),-0.0657763 # DEPENDENCYPART_SIBL
(15,2),(15,9),-0.0202395 # DEPENDENCYPART_SIBL
(15,2),(15,10),-0.0180045 # DEPENDENCYPART_SIBL
(15,2),(15,11),-0.0130529 # DEPENDENCYPART_SIBL
(15,2),(15,12),0.0787228 # DEPENDENCYPART_SIBL
(15,2),(15,13),-0.00833997 # DEPENDENCYPART_SIBL
(15,2),(15,14),-0.0763559 # DEPENDENCYPART_SIBL
(15,2),(15,16),-0.0107157 # DEPENDENCYPART_SIBL
(15,2),(15,17),-0.0314061 # DEPENDENCYPART_SIBL
(15,2),(15,18),-0.0107157 # DEPENDENCYPART_SIBL
(15,2),(15,19),0.0142334 # DEPENDENCYPART_SIBL
(15,3),(15,4),-0.0267293 # DEPENDENCYPART_SIBL
(15,3),(15,5),-0.0511705 # DEPENDENCYPART_SIBL
(15,3),(15,6),-0.0179044 # DEPENDENCYPART_SIBL
(15,3),(15,7),0.0158325 # DEPENDENCYPART_SIBL
(15,3),(15,8),-0.10614 # DEPENDENCYPART_SIBL
(15,3),(15,9),-0.0083812 # DEPENDENCYPART_SIBL
(15,3),(15,10),-0.00744522 # DEPENDENCYPART_SIBL
(15,3),(15,11),-0.00179945 # DEPENDENCYPART_SIBL
(15,3),(15,12),0.00513268 # DEPENDENCYPART_SIBL
(15,3),(15,13),0.0442236 # DEPENDENCYPART_SIBL
(15,3),(15,14),-0.0511705 # DEPENDENCYPART_SIBL
(15,3),(15,16),-0.0187259 # DEPENDENCYPART_SIBL
(15,3),(15,17),-0.0116264 # DEPENDENCYPART_SIBL
(15,3),(15,18),-0.0187259 # DEPENDENCYPART_SIBL
(15,3),(15,19),0.0198561 # DEPENDENCYPART_SIBL
(15,4),(15,5),-0.0602004 # DEPENDENCYPART_SIBL
(15,4),(15,6),0.0651345 # DEPENDENCYPART_SIBL
(15,4),(15,7),-0.0176314 # DEPENDENCYPART_SIBL
(15,4),(15,8),-0.0953809 # DEPENDENCYPART_SIBL
(15,4),(15,9),0.00826327 # DEPENDENCYPART_SIBL
(15,4),(15,10),0.00919936 # DEPENDENCYPART_SIBL
(15,4),(15,11),0.0189482 # DEPENDENCYPART_SIBL
(15,4),(15,12),0.0392432 # DEPENDENCYPART_SIBL
(15,4),(15,13),-0.0052468 # DEPENDENCYPART_SIBL
(15,4),(15,14),-0.0602004 # DEPENDENCYPART_SIBL
(15,4),(15,16),-0.00535809 # DEPENDENCYPART_SIBL
(15,4),(15,17),-0.0827015 # DEPENDENCYPART_SIBL
(15,4),(15,18),-0.00535809 # DEPENDENCYPART_SIBL
(15,4),(15,19),0.00182079 # DEPENDENCYPART_SIBL
(15,5),(15,6),0.0156242 # DEPENDENCYPART_SIBL
(15,5),(15,7),-0.00175953 # DEPENDENCYPART_SIBL
(15,5),(15,8),0.0570077 # DEPENDENCYPART_SIBL
(15,5),(15,9),0.012542 # DEPENDENCYPART_SIBL
(15,5),(15,10),0.0134779 # DEPENDENCYPART_SIBL
(15,5),(15,11),0.0191263 # DEPENDENCYPART_SIBL
(15,5),(15,12),0.0654946 # DEPENDENCYPART_SIBL
(15,5),(15,13),0.0320194 # DEPENDENCYPART_SIBL
(15,5),(15,14),-0.158552 # DEPENDENCYPART_SIBL
(15,5),(15,16),-0.00813869 # DEPENDENCYPART_SIBL
(15,5),(15,17),-0.0269985 # DEPENDENCYPART_SIBL
(15,5),(15,18),-0.00813869 # DEPENDENCYPART_SIBL
(15,5),(15,19),-0.0300929 # DEPENDENCYPART_SIBL
(15,6),(15,7),-0.0324673 # DEPENDENCYPART_SIBL
(15,6),(15,8),-0.0758396 # DEPENDENCYPART_SIBL
(15,6),(15,9),0.00689769 # DEPENDENCYPART_SIBL
(15,6),(15,10),0.00783367 # DEPENDENCYPART_SIBL
(15,6),(15,11),0.013482 # DEPENDENCYPART_SIBL
(15,6),(15,12),0.0527166 # DEPENDENCYPART_SIBL
(15,6),(15,13),0.100748 # DEPENDENCYPART_SIBL
(15,6),(15,14),-0.11167 # DEPENDENCYPART_SIBL
(15,6),(15,16),0.00115101 # DEPENDENCYPART_SIBL
(15,6),(15,17),-0.00236639 # DEPENDENCYPART_SIBL
(15,6),(15,18),0.00115101 # DEPENDENCYPART_SIBL
(15,6),(15,19),-0.00536037 # DEPENDENCYPART_SIBL
(15,7),(15,8),-0.0660861 # DEPENDENCYPART_SIBL
(15,7),(15,9),-0.0290914 # DEPENDENCYPART_SIBL
(15,7),(15,10),-0.0268563 # DEPENDENCYPART_SIBL
(15,7),(15,11),-0.0219047 # DEPENDENCYPART_SIBL
(15,7),(15,12),0.0793449 # DEPENDENCYPART_SIBL
(15,7),(15,13),-0.00868443 # DEPENDENCYPART_SIBL
(15,7),(15,14),-0.0812806 # DEPENDENCYPART_SIBL
(15,7),(15,16),-0.00944175 # DEPENDENCYPART_SIBL
(15,7),(15,17),-0.0321 # DEPENDENCYPART_SIBL
(15,7),(15,18),-0.00944175 # DEPENDENCYPART_SIBL
(15,7),(15,19),0.0142897 # DEPENDENCYPART_SIBL
(15,8),(15,9),0.0160114 # DEPENDENCYPART_SIBL
(15,8),(15,10),0.0169473 # DEPENDENCYPART_SIBL
(15,8),(15,11),0.0225954 # DEPENDENCYPART_SIBL
(15,8),(15,12),0.0102192 # DEPENDENCYPART_SIBL
(15,8),(15,13),0.038413 # DEPENDENCYPART_SIBL
(15,8),(15,14),-0.106694 # DEPENDENCYPART_SIBL
(15,8),(15,16),-0.0252236 # DEPENDENCYPART_SIBL
(15,8),(15,17),0.0223062 # DEPENDENCYPART_SIBL
(15,8),(15,18),-0.0252236 # DEPENDENCYPART_SIBL
(15,8),(15,19),-0.0648784 # DEPENDENCYPART_SIBL
(15,9),(15,10),-0.0301161 # DEPENDENCYPART_SIBL
(15,9),(15,11),-0.0165761 # DEPENDENCYPART_SIBL
(15,9),(15,12),0.0925332 # DEPENDENCYPART_SIBL
(15,9),(15,13),0.128664 # DEPENDENCYPART_SIBL
(15,9),(15,14),-0.0833788 # DEPENDENCYPART_SIBL
(15,9),(15,16),-0.0147558 # DEPENDENCYPART_SIBL
(15,9),(15,17),-0.0218776 # DEPENDENCYPART_SIBL
(15,9),(15,18),-0.0147558 # DEPENDENCYPART_SIBL
(15,9),(15,19),-3.73378e-05 # DEPENDENCYPART_SIBL
(15,10),(15,11),-0.0190082 # DEPENDENCYPART_SIBL
(15,10),(15,12),0.0951205 # DEPENDENCYPART_SIBL
(15,10),(15,13),0.128833 # DEPENDENCYPART_SIBL
(15,10),(15,14),-0.0837929 # DEPENDENCYPART_SIBL
(15,10),(15,16),-0.0117296 # DEPENDENCYPART_SIBL
(15,10),(15,17),-0.0203482 # DEPENDENCYPART_SIBL
(15,10),(15,18),-0.0117296 # DEPENDENCYPART_SIBL
(15,10),(15,19),0.00438645 # DEPENDENCYPART_SIBL
(15,11),(15,12),0.0951202 # DEPENDENCYPART_SIBL
(15,11),(15,13),0.128832 # DEPENDENCYPART_SIBL
(15,11),(15,14),-0.0837929 # DEPENDENCYPART_SIBL
(15,11),(15,16),-0.0217749 # DEPENDENCYPART_SIBL
(15,11),(15,17),-0.0310877 # DEPENDENCYPART_SIBL
(15,11),(15,18),-0.0217749 # DEPENDENCYPART_SIBL
(15,11),(15,19),-0.00866159 # DEPENDENCYPART_SIBL
(15,12),(15,13),0.0442236 # DEPENDENCYPART_SIBL
(15,12),(15,14),-0.0511705 # DEPENDENCYPART_SIBL
(15,12),(15,16),-0.0187259 # DEPENDENCYPART_SIBL
(15,12),(15,17),-0.0116264 # DEPENDENCYPART_SIBL
(15,12),(15,18),-0.0187259 # DEPENDENCYPART_SIBL
(15,12),(15,19),0.0198561 # DEPENDENCYPART_SIBL
(15,13),(15,14),-0.130439 # DEPENDENCYPART_SIBL
(15,13),(15,16),-0.0129618 # DEPENDENCYPART_SIBL
(15,13),(15,17),-0.0463679 # DEPENDENCYPART_SIBL
(15,13),(15,18),-0.0129618 # DEPENDENCYPART_SIBL
(15,13),(15,19),-0.00537169 # DEPENDENCYPART_SIBL
(15,14),(15,16),-0.00813869 # DEPENDENCYPART_SIBL
(15,14),(15,17),-0.0269985 # DEPENDENCYPART_SIBL
(15,14),(15,18),-0.00813869 # DEPENDENCYPART_SIBL
(15,14),(15,19),-0.0300929 # DEPENDENCYPART_SIBL
(15,16),(15,17),0.0707783 # DEPENDENCYPART_SIBL
(15,16),(15,18),-0.0178324 # DEPENDENCYPART_SIBL
(15,16),(15,19),0.00252963 # DEPENDENCYPART_SIBL
(15,17),(15,18),0.0123062 # DEPENDENCYPART_SIBL
(15,17),(15,19),-0.0259327 # DEPENDENCYPART_SIBL
(15,18),(15,19),0.00252963 # DEPENDENCYPART_SIBL
(16,4),(16,6),0.144099 # DEPENDENCYPART_SIBL
(16,4),(16,8),-0.414482 # DEPENDENCYPART_SIBL
(16,4),(16,9),0.0289218 # DEPENDENCYPART_SIBL
(16,4),(16,10),0.0289219 # DEPENDENCYPART_SIBL
(16,4),(16,11),0.0309715 # DEPENDENCYPART_SIBL
(16,4),(16,13),0.188646 # DEPENDENCYPART_SIBL
(16,4),(16,14),0.0149004 # DEPENDENCYPART_SIBL
(16,4),(16,15),0.0691284 # DEPENDENCYPART_SIBL
(16,4),(16,17),-0.02593 # DEPENDENCYPART_SIBL
(16,4),(16,18),0.00854838 # DEPENDENCYPART_SIBL
(16,4),(16,19),0.124627 # DEPENDENCYPART_SIBL
(16,6),(16,8),-0.390222 # DEPENDENCYPART_SIBL
(16,6),(16,9),-0.015024 # DEPENDENCYPART_SIBL
(16,6),(16,10),-0.015024 # DEPENDENCYPART_SIBL
(16,6),(16,11),-0.015024 # DEPENDENCYPART_SIBL
(16,6),(16,13),0.49136 # DEPENDENCYPART_SIBL
(16,6),(16,14),0.00872311 # DEPENDENCYPART_SIBL
(16,6),(16,15),0.089256 # DEPENDENCYPART_SIBL
(16,6),(16,17),-0.0159292 # DEPENDENCYPART_SIBL
(16,6),(16,18),0.0136223 # DEPENDENCYPART_SIBL
(16,6),(16,19),0.0216058 # DEPENDENCYPART_SIBL
(16,8),(16,9),0.0129962 # DEPENDENCYPART_SIBL
(16,8),(16,10),0.0129962 # DEPENDENCYPART_SIBL
(16,8),(16,11),0.012996 # DEPENDENCYPART_SIBL
(16,8),(16,13),0.138025 # DEPENDENCYPART_SIBL
(16,8),(16,14),-0.00180751 # DEPENDENCYPART_SIBL
(16,8),(16,15),0.20699 # DEPENDENCYPART_SIBL
(16,8),(16,17),-0.0110338 # DEPENDENCYPART_SIBL
(16,8),(16,18),-0.00331961 # DEPENDENCYPART_SIBL
(16,8),(16,19),-0.0285178 # DEPENDENCYPART_SIBL
(16,9),(16,10),-0.017097 # DEPENDENCYPART_SIBL
(16,9),(16,11),-0.013152 # DEPENDENCYPART_SIBL
(16,9),(16,13),0.793713 # DEPENDENCYPART_SIBL
(16,9),(16,14),0.0508416 # DEPENDENCYPART_SIBL
(16,9),(16,15),0.153199 # DEPENDENCYPART_SIBL
(16,9),(16,17),-0.019421 # DEPENDENCYPART_SIBL
(16,9),(16,18),0.00263016 # DEPENDENCYPART_SIBL
(16,9),(16,19),0.0402343 # DEPENDENCYPART_SIBL
(16,10),(16,11),-0.0141609 # DEPENDENCYPART_SIBL
(16,10),(16,13),0.794005 # DEPENDENCYPART_SIBL
(16,10),(16,14),0.0508417 # DEPENDENCYPART_SIBL
(16,10),(16,15),0.153199 # DEPENDENCYPART_SIBL
(16,10),(16,17),-0.019421 # DEPENDENCYPART_SIBL
(16,10),(16,18),0.00337853 # DEPENDENCYPART_SIBL
(16,10),(16,19),0.041682 # DEPENDENCYPART_SIBL
(16,11),(16,13),0.794004 # DEPENDENCYPART_SIBL
(16,11),(16,14),0.0508417 # DEPENDENCYPART_SIBL
(16,11),(16,15),0.153198 # DEPENDENCYPART_SIBL
(16,11),(16,17),-0.019421 # DEPENDENCYPART_SIBL
(16,11),(16,18),0.00372513 # DEPENDENCYPART_SIBL
(16,11),(16,19),0.0405268 # DEPENDENCYPART_SIBL
(16,13),(16,14),-0.0346916 # DEPENDENCYPART_SIBL
(16,13),(16,15),0.131112 # DEPENDENCYPART_SIBL
(16,13),(16,17),-0.0295425 # DEPENDENCYPART_SIBL
(16,13),(16,18),-0.00798823 # DEPENDENCYPART_SIBL
(16,13),(16,19),0.0197197 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.0920223 # DEPENDENCYPART_SIBL
(16,14),(16,17),-0.0204498 # DEPENDENCYPART_SIBL
(16,14),(16,18),0.0162266 # DEPENDENCYPART_SIBL
(16,14),(16,19),0.00841417 # DEPENDENCYPART_SIBL
(16,15),(16,17),-0.0173962 # DEPENDENCYPART_SIBL
(16,15),(16,18),-0.00602675 # DEPENDENCYPART_SIBL
(16,15),(16,19),0.121936 # DEPENDENCYPART_SIBL
(16,17),(16,18),0.0176082 # DEPENDENCYPART_SIBL
(16,17),(16,19),0.0357031 # DEPENDENCYPART_SIBL
(16,18),(16,19),0.0485651 # DEPENDENCYPART_SIBL
(18,13),(18,14),-0.0346916 # DEPENDENCYPART_SIBL
(18,13),(18,16),0.102991 # DEPENDENCYPART_SIBL
(18,13),(18,17),-0.38659 # DEPENDENCYPART_SIBL
(18,14),(18,16),-0.0430724 # DEPENDENCYPART_SIBL
(18,14),(18,17),0.0288928 # DEPENDENCYPART_SIBL
(18,16),(18,17),-0.317123 # DEPENDENCYPART_SIBL
(0,1),(1,3),0.760785 # DEPENDENCYPART_GRANDPAR
(0,1),(1,7),0.422174 # DEPENDENCYPART_GRANDPAR
(0,1),(1,10),0.128244 # DEPENDENCYPART_GRANDPAR
(0,1),(1,11),-0.120785 # DEPENDENCYPART_GRANDPAR
(0,1),(1,12),0.219855 # DEPENDENCYPART_GRANDPAR
(0,1),(1,15),0.256508 # DEPENDENCYPART_GRANDPAR
(0,1),(1,19),1.80876 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.185778 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),0.684473 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),0.0268335 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),-0.0869712 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),-0.125879 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),0.454873 # DEPENDENCYPART_GRANDPAR
(0,2),(2,9),0.0313094 # DEPENDENCYPART_GRANDPAR
(0,2),(2,10),0.119793 # DEPENDENCYPART_GRANDPAR
(0,2),(2,11),-0.129229 # DEPENDENCYPART_GRANDPAR
(0,2),(2,12),0.143542 # DEPENDENCYPART_GRANDPAR
(0,2),(2,13),0.315029 # DEPENDENCYPART_GRANDPAR
(0,2),(2,15),0.289206 # DEPENDENCYPART_GRANDPAR
(0,2),(2,16),-0.0786488 # DEPENDENCYPART_GRANDPAR
(0,2),(2,18),0.135396 # DEPENDENCYPART_GRANDPAR
(0,2),(2,19),2.23288 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),0.513331 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),0.976765 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),0.618988 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),-0.100722 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),0.448994 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),-0.0324152 # DEPENDENCYPART_GRANDPAR
(0,4),(4,10),0.0570416 # DEPENDENCYPART_GRANDPAR
(0,4),(4,11),-0.191987 # DEPENDENCYPART_GRANDPAR
(0,4),(4,12),0.165655 # DEPENDENCYPART_GRANDPAR
(0,4),(4,13),0.459414 # DEPENDENCYPART_GRANDPAR
(0,4),(4,15),0.283327 # DEPENDENCYPART_GRANDPAR
(0,4),(4,16),-0.1414 # DEPENDENCYPART_GRANDPAR
(0,4),(4,18),0.0726448 # DEPENDENCYPART_GRANDPAR
(0,4),(4,19),1.83103 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),0.898169 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),0.694261 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),0.259789 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),-0.0799996 # DEPENDENCYPART_GRANDPAR
(0,5),(5,10),0.00945723 # DEPENDENCYPART_GRANDPAR
(0,5),(5,11),-0.239563 # DEPENDENCYPART_GRANDPAR
(0,5),(5,15),0.0941223 # DEPENDENCYPART_GRANDPAR
(0,5),(5,16),-0.188984 # DEPENDENCYPART_GRANDPAR
(0,5),(5,18),0.0250604 # DEPENDENCYPART_GRANDPAR
(0,5),(5,19),1.79286 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),0.382425 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),0.857928 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),0.554327 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),0.0537672 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),0.482868 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),-0.140402 # DEPENDENCYPART_GRANDPAR
(0,6),(6,10),-0.0509453 # DEPENDENCYPART_GRANDPAR
(0,6),(6,11),-0.299966 # DEPENDENCYPART_GRANDPAR
(0,6),(6,12),0.0905648 # DEPENDENCYPART_GRANDPAR
(0,6),(6,15),0.317201 # DEPENDENCYPART_GRANDPAR
(0,6),(6,16),-0.249387 # DEPENDENCYPART_GRANDPAR
(0,6),(6,18),-0.0353421 # DEPENDENCYPART_GRANDPAR
(0,6),(6,19),1.81814 # DEPENDENCYPART_GRANDPAR
(0,7),(7,1),0.17191 # DEPENDENCYPART_GRANDPAR
(0,7),(7,2),0.612548 # DEPENDENCYPART_GRANDPAR
(0,7),(7,3),0.50515 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),-0.119789 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),-0.346096 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),-0.339227 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),-0.595229 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),0.0229362 # DEPENDENCYPART_GRANDPAR
(0,7),(7,10),0.11142 # DEPENDENCYPART_GRANDPAR
(0,7),(7,11),-0.137602 # DEPENDENCYPART_GRANDPAR
(0,7),(7,12),0.12351 # DEPENDENCYPART_GRANDPAR
(0,7),(7,13),0.351977 # DEPENDENCYPART_GRANDPAR
(0,7),(7,14),-0.380589 # DEPENDENCYPART_GRANDPAR
(0,7),(7,15),0.281047 # DEPENDENCYPART_GRANDPAR
(0,7),(7,16),-0.087022 # DEPENDENCYPART_GRANDPAR
(0,7),(7,18),0.127023 # DEPENDENCYPART_GRANDPAR
(0,7),(7,19),2.17682 # DEPENDENCYPART_GRANDPAR
(0,13),(13,2),1.0485 # DEPENDENCYPART_GRANDPAR
(0,13),(13,3),0.979583 # DEPENDENCYPART_GRANDPAR
(0,13),(13,4),-0.0719243 # DEPENDENCYPART_GRANDPAR
(0,13),(13,6),-0.20911 # DEPENDENCYPART_GRANDPAR
(0,13),(13,7),0.664151 # DEPENDENCYPART_GRANDPAR
(0,13),(13,8),-0.794839 # DEPENDENCYPART_GRANDPAR
(0,13),(13,9),-0.138157 # DEPENDENCYPART_GRANDPAR
(0,13),(13,10),-0.0467489 # DEPENDENCYPART_GRANDPAR
(0,13),(13,11),-0.29646 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),0.438653 # DEPENDENCYPART_GRANDPAR
(0,13),(13,15),0.648819 # DEPENDENCYPART_GRANDPAR
(0,13),(13,16),-0.302395 # DEPENDENCYPART_GRANDPAR
(0,13),(13,18),-0.0883504 # DEPENDENCYPART_GRANDPAR
(0,13),(13,19),2.09472 # DEPENDENCYPART_GRANDPAR
(0,14),(14,2),0.898169 # DEPENDENCYPART_GRANDPAR
(0,14),(14,7),0.492998 # DEPENDENCYPART_GRANDPAR
(0,14),(14,12),0.153331 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),0.555586 # DEPENDENCYPART_GRANDPAR
(0,14),(14,16),-0.188984 # DEPENDENCYPART_GRANDPAR
(0,14),(14,18),0.0250604 # DEPENDENCYPART_GRANDPAR
(0,14),(14,19),1.79286 # DEPENDENCYPART_GRANDPAR
(0,15),(15,1),0.170443 # DEPENDENCYPART_GRANDPAR
(0,15),(15,2),0.611081 # DEPENDENCYPART_GRANDPAR
(0,15),(15,3),0.503684 # DEPENDENCYPART_GRANDPAR
(0,15),(15,4),-0.121256 # DEPENDENCYPART_GRANDPAR
(0,15),(15,5),-0.347563 # DEPENDENCYPART_GRANDPAR
(0,15),(15,6),-0.340693 # DEPENDENCYPART_GRANDPAR
(0,15),(15,7),0.215371 # DEPENDENCYPART_GRANDPAR
(0,15),(15,8),-0.931067 # DEPENDENCYPART_GRANDPAR
(0,15),(15,9),-0.189554 # DEPENDENCYPART_GRANDPAR
(0,15),(15,10),-0.0974654 # DEPENDENCYPART_GRANDPAR
(0,15),(15,11),-0.347815 # DEPENDENCYPART_GRANDPAR
(0,15),(15,12),-0.0372465 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),0.314718 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),-0.649345 # DEPENDENCYPART_GRANDPAR
