# _root_ A képmutató terminus technicus jelentése , hogy az egyik etnikum fegyveres alakulatai tömegesen elüldözik a másik népcsoport civil lakosságát , hogy egy adott területet a sajátjai számára " megtisztítson " .
#goldHeads=4,4,4,5,7,7,0,10,10,12,12,14,14,7,17,17,19,19,14,14,14,24,24,29,26,27,29,29,14,29,7,
#predictedHeads=3,3,5,5,7,7,0,10,10,12,12,14,14,7,17,17,19,19,14,14,14,24,24,29,26,27,29,29,14,29,7,
(0,21),(21,29),0.0275307 # DEPENDENCYPART_GRANDPAR
(0,21),(21,30),0.307734 # DEPENDENCYPART_GRANDPAR
(0,21),(21,31),2.82672 # DEPENDENCYPART_GRANDPAR
(0,29),(29,2),0.304487 # DEPENDENCYPART_GRANDPAR
(0,29),(29,3),0.326855 # DEPENDENCYPART_GRANDPAR
(0,29),(29,5),0.393692 # DEPENDENCYPART_GRANDPAR
(0,29),(29,6),0.0612134 # DEPENDENCYPART_GRANDPAR
(0,29),(29,7),0.226815 # DEPENDENCYPART_GRANDPAR
(0,29),(29,8),-0.385888 # DEPENDENCYPART_GRANDPAR
(0,29),(29,9),-0.510267 # DEPENDENCYPART_GRANDPAR
(0,29),(29,10),-0.0455542 # DEPENDENCYPART_GRANDPAR
(0,29),(29,11),-0.147288 # DEPENDENCYPART_GRANDPAR
(0,29),(29,12),0.0306579 # DEPENDENCYPART_GRANDPAR
(0,29),(29,13),-0.0792564 # DEPENDENCYPART_GRANDPAR
(0,29),(29,14),0.494966 # DEPENDENCYPART_GRANDPAR
(0,29),(29,15),-0.659661 # DEPENDENCYPART_GRANDPAR
(0,29),(29,16),-0.363065 # DEPENDENCYPART_GRANDPAR
(0,29),(29,17),-0.312815 # DEPENDENCYPART_GRANDPAR
(0,29),(29,18),-0.292194 # DEPENDENCYPART_GRANDPAR
(0,29),(29,19),-0.166085 # DEPENDENCYPART_GRANDPAR
(0,29),(29,20),-0.043075 # DEPENDENCYPART_GRANDPAR
(0,29),(29,21),0.153226 # DEPENDENCYPART_GRANDPAR
(0,29),(29,22),-1.00451 # DEPENDENCYPART_GRANDPAR
(0,29),(29,23),-0.455713 # DEPENDENCYPART_GRANDPAR
(0,29),(29,24),-0.613971 # DEPENDENCYPART_GRANDPAR
(0,29),(29,25),-0.81493 # DEPENDENCYPART_GRANDPAR
(0,29),(29,26),-0.519018 # DEPENDENCYPART_GRANDPAR
(0,29),(29,27),-0.508064 # DEPENDENCYPART_GRANDPAR
(0,29),(29,28),0.167874 # DEPENDENCYPART_GRANDPAR
(0,29),(29,30),0.278778 # DEPENDENCYPART_GRANDPAR
(0,29),(29,31),2.84137 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.59992 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,2),-0.867097 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,2),-0.149263 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.476617 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.939683 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.523705 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.544324 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),-0.28058 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.122392 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.161821 # DEPENDENCYPART_GRANDPAR
(3,4),(4,10),-0.0862889 # DEPENDENCYPART_GRANDPAR
(3,4),(4,12),-0.217641 # DEPENDENCYPART_GRANDPAR
(3,4),(4,17),-0.263417 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-1.03861 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.623283 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.449604 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),-0.00182499 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),-0.113506 # DEPENDENCYPART_GRANDPAR
(3,5),(5,14),-0.0502295 # DEPENDENCYPART_GRANDPAR
(3,5),(5,24),-0.202149 # DEPENDENCYPART_GRANDPAR
(3,5),(5,27),-0.214622 # DEPENDENCYPART_GRANDPAR
(3,5),(5,29),-0.124599 # DEPENDENCYPART_GRANDPAR
(3,5),(5,30),-0.623018 # DEPENDENCYPART_GRANDPAR
(3,5),(5,31),-0.792853 # DEPENDENCYPART_GRANDPAR
(3,14),(14,1),-0.975888 # DEPENDENCYPART_GRANDPAR
(3,14),(14,2),-0.54928 # DEPENDENCYPART_GRANDPAR
(3,14),(14,3),-0.60223 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,14),(14,4),-0.018939 # DEPENDENCYPART_GRANDPAR
(3,14),(14,5),-0.359555 # DEPENDENCYPART_GRANDPAR
(3,14),(14,6),-0.219958 # DEPENDENCYPART_GRANDPAR
(3,14),(14,7),-0.157916 # DEPENDENCYPART_GRANDPAR
(3,14),(14,8),-0.209645 # DEPENDENCYPART_GRANDPAR
(3,14),(14,9),-0.162404 # DEPENDENCYPART_GRANDPAR
(3,14),(14,10),-0.163946 # DEPENDENCYPART_GRANDPAR
(3,14),(14,11),-0.0125137 # DEPENDENCYPART_GRANDPAR
(3,14),(14,12),-0.295298 # DEPENDENCYPART_GRANDPAR
(3,14),(14,13),-0.0368578 # DEPENDENCYPART_GRANDPAR
(3,14),(14,15),-0.393575 # DEPENDENCYPART_GRANDPAR
(3,14),(14,16),-0.335892 # DEPENDENCYPART_GRANDPAR
(3,14),(14,17),-0.283242 # DEPENDENCYPART_GRANDPAR
(3,14),(14,18),-0.418347 # DEPENDENCYPART_GRANDPAR
(3,14),(14,19),-0.455503 # DEPENDENCYPART_GRANDPAR
(3,14),(14,20),-0.120188 # DEPENDENCYPART_GRANDPAR
(3,14),(14,21),-0.149105 # DEPENDENCYPART_GRANDPAR
(3,14),(14,23),-0.681681 # DEPENDENCYPART_GRANDPAR
(3,14),(14,24),-0.178354 # DEPENDENCYPART_GRANDPAR
(3,14),(14,26),-0.430052 # DEPENDENCYPART_GRANDPAR
(3,14),(14,27),-0.213099 # DEPENDENCYPART_GRANDPAR
(3,14),(14,28),-0.698098 # DEPENDENCYPART_GRANDPAR
(3,14),(14,29),-0.217805 # DEPENDENCYPART_GRANDPAR
(3,14),(14,30),-0.728283 # DEPENDENCYPART_GRANDPAR
(3,14),(14,31),-0.809822 # DEPENDENCYPART_GRANDPAR
(3,27),(27,17),-0.26108 # DEPENDENCYPART_GRANDPAR
(3,27),(27,18),-0.311383 # DEPENDENCYPART_GRANDPAR
(3,27),(27,19),-0.43334 # DEPENDENCYPART_GRANDPAR
(3,27),(27,20),-0.0314893 # DEPENDENCYPART_GRANDPAR
(3,27),(27,23),-0.576881 # DEPENDENCYPART_GRANDPAR
(3,27),(27,24),-0.166605 # DEPENDENCYPART_GRANDPAR
(3,27),(27,25),-0.383955 # DEPENDENCYPART_GRANDPAR
(3,27),(27,26),-0.407889 # DEPENDENCYPART_GRANDPAR
(3,27),(27,28),-0.68876 # DEPENDENCYPART_GRANDPAR
(3,27),(27,30),-0.718945 # DEPENDENCYPART_GRANDPAR
(3,27),(27,31),-0.870553 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),0.175548 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),0.0207801 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.0471521 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),0.0862917 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-0.85646 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.434405 # DEPENDENCYPART_GRANDPAR
(4,3),(3,14),-0.380899 # DEPENDENCYPART_GRANDPAR
(4,3),(3,27),-0.584051 # DEPENDENCYPART_GRANDPAR
(4,3),(3,31),-0.6837 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.472469 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.324624 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.459354 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.501694 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.190731 # DEPENDENCYPART_GRANDPAR
(4,5),(5,14),0.00616346 # DEPENDENCYPART_GRANDPAR
(4,5),(5,24),-0.207587 # DEPENDENCYPART_GRANDPAR
(4,5),(5,27),-0.248132 # DEPENDENCYPART_GRANDPAR
(4,5),(5,29),-0.126933 # DEPENDENCYPART_GRANDPAR
(4,5),(5,30),-0.263852 # DEPENDENCYPART_GRANDPAR
(4,5),(5,31),-0.342097 # DEPENDENCYPART_GRANDPAR
(4,7),(7,2),-0.303011 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-0.434406 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-0.507724 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),0.00173868 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),-0.207433 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.185653 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.264076 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),-0.180164 # DEPENDENCYPART_GRANDPAR
(4,7),(7,13),-0.275998 # DEPENDENCYPART_GRANDPAR
(4,7),(7,14),-0.114577 # DEPENDENCYPART_GRANDPAR
(4,7),(7,20),-0.308 # DEPENDENCYPART_GRANDPAR
(4,7),(7,21),-0.273538 # DEPENDENCYPART_GRANDPAR
(4,7),(7,28),-0.371691 # DEPENDENCYPART_GRANDPAR
(4,7),(7,29),-0.248188 # DEPENDENCYPART_GRANDPAR
(4,7),(7,30),-0.368126 # DEPENDENCYPART_GRANDPAR
(4,7),(7,31),-0.28282 # DEPENDENCYPART_GRANDPAR
(4,10),(10,1),-0.472469 # DEPENDENCYPART_GRANDPAR
(4,10),(10,2),-0.324592 # DEPENDENCYPART_GRANDPAR
(4,10),(10,3),-0.459354 # DEPENDENCYPART_GRANDPAR
(4,10),(10,4),-0.501672 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,10),(10,5),0.0273748 # DEPENDENCYPART_GRANDPAR
(4,10),(10,6),-0.18968 # DEPENDENCYPART_GRANDPAR
(4,10),(10,7),-0.0761009 # DEPENDENCYPART_GRANDPAR
(4,10),(10,8),-0.125532 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),-0.177812 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),-0.210434 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),-0.123905 # DEPENDENCYPART_GRANDPAR
(4,10),(10,27),-0.248132 # DEPENDENCYPART_GRANDPAR
(4,10),(10,31),-0.342097 # DEPENDENCYPART_GRANDPAR
(4,12),(12,1),-0.472469 # DEPENDENCYPART_GRANDPAR
(4,12),(12,2),-0.324592 # DEPENDENCYPART_GRANDPAR
(4,12),(12,3),-0.459354 # DEPENDENCYPART_GRANDPAR
(4,12),(12,4),-0.501672 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,12),(12,5),0.0273748 # DEPENDENCYPART_GRANDPAR
(4,12),(12,6),-0.18968 # DEPENDENCYPART_GRANDPAR
(4,12),(12,7),-0.0761009 # DEPENDENCYPART_GRANDPAR
(4,12),(12,8),-0.125532 # DEPENDENCYPART_GRANDPAR
(4,12),(12,9),-0.177812 # DEPENDENCYPART_GRANDPAR
(4,12),(12,10),-0.109426 # DEPENDENCYPART_GRANDPAR
(4,12),(12,11),-0.207348 # DEPENDENCYPART_GRANDPAR
(4,12),(12,13),-0.222676 # DEPENDENCYPART_GRANDPAR
(4,12),(12,27),-0.248132 # DEPENDENCYPART_GRANDPAR
(4,17),(17,4),-0.501672 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,17),(17,8),-0.125532 # DEPENDENCYPART_GRANDPAR
(4,17),(17,9),-0.177812 # DEPENDENCYPART_GRANDPAR
(4,17),(17,12),-0.103938 # DEPENDENCYPART_GRANDPAR
(4,17),(17,13),-0.215601 # DEPENDENCYPART_GRANDPAR
(4,17),(17,14),0.00280697 # DEPENDENCYPART_GRANDPAR
(4,17),(17,15),-0.275586 # DEPENDENCYPART_GRANDPAR
(4,17),(17,16),-0.276671 # DEPENDENCYPART_GRANDPAR
(4,17),(17,19),-0.213413 # DEPENDENCYPART_GRANDPAR
(4,17),(17,20),-0.218736 # DEPENDENCYPART_GRANDPAR
(4,17),(17,24),-0.210472 # DEPENDENCYPART_GRANDPAR
(4,17),(17,27),-0.248132 # DEPENDENCYPART_GRANDPAR
(4,17),(17,28),-0.271836 # DEPENDENCYPART_GRANDPAR
(4,17),(17,29),-0.126933 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),0.426626 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),0.576735 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),0.606703 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),0.425501 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),0.433619 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.20273 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,14),-0.534173 # DEPENDENCYPART_GRANDPAR
(5,3),(3,27),-0.513171 # DEPENDENCYPART_GRANDPAR
(5,3),(3,31),-1.01618 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),0.50033 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),0.423847 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),0.419764 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.06809 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.428198 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.519973 # DEPENDENCYPART_GRANDPAR
(5,4),(4,10),-0.381011 # DEPENDENCYPART_GRANDPAR
(5,4),(4,12),-0.416634 # DEPENDENCYPART_GRANDPAR
(5,4),(4,17),-0.55418 # DEPENDENCYPART_GRANDPAR
(5,14),(14,1),0.0675021 # DEPENDENCYPART_GRANDPAR
(5,14),(14,2),0.0265764 # DEPENDENCYPART_GRANDPAR
(5,14),(14,3),-0.0433641 # DEPENDENCYPART_GRANDPAR
(5,14),(14,4),0.0582302 # DEPENDENCYPART_GRANDPAR
(5,14),(14,5),-0.763339 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,14),(14,6),-0.218572 # DEPENDENCYPART_GRANDPAR
(5,14),(14,7),-0.208402 # DEPENDENCYPART_GRANDPAR
(5,14),(14,8),-0.205191 # DEPENDENCYPART_GRANDPAR
(5,14),(14,9),-0.250715 # DEPENDENCYPART_GRANDPAR
(5,14),(14,10),-0.0749429 # DEPENDENCYPART_GRANDPAR
(5,14),(14,11),0.126169 # DEPENDENCYPART_GRANDPAR
(5,14),(14,12),-0.110566 # DEPENDENCYPART_GRANDPAR
(5,14),(14,13),0.232733 # DEPENDENCYPART_GRANDPAR
(5,14),(14,15),-0.41435 # DEPENDENCYPART_GRANDPAR
(5,14),(14,16),-0.411729 # DEPENDENCYPART_GRANDPAR
(5,14),(14,17),-0.183154 # DEPENDENCYPART_GRANDPAR
(5,14),(14,18),-0.279195 # DEPENDENCYPART_GRANDPAR
(5,14),(14,19),-0.497059 # DEPENDENCYPART_GRANDPAR
(5,14),(14,20),-0.0769679 # DEPENDENCYPART_GRANDPAR
(5,14),(14,21),-0.188095 # DEPENDENCYPART_GRANDPAR
(5,14),(14,23),-0.507808 # DEPENDENCYPART_GRANDPAR
(5,14),(14,24),-0.163001 # DEPENDENCYPART_GRANDPAR
(5,14),(14,26),-0.319841 # DEPENDENCYPART_GRANDPAR
(5,14),(14,27),-0.108751 # DEPENDENCYPART_GRANDPAR
(5,14),(14,28),-0.585362 # DEPENDENCYPART_GRANDPAR
(5,14),(14,29),-0.442589 # DEPENDENCYPART_GRANDPAR
(5,14),(14,30),-0.638638 # DEPENDENCYPART_GRANDPAR
(5,14),(14,31),-0.637384 # DEPENDENCYPART_GRANDPAR
(5,24),(24,8),-0.188946 # DEPENDENCYPART_GRANDPAR
(5,24),(24,9),-0.261205 # DEPENDENCYPART_GRANDPAR
(5,24),(24,14),-0.110981 # DEPENDENCYPART_GRANDPAR
(5,24),(24,15),-0.405913 # DEPENDENCYPART_GRANDPAR
(5,24),(24,16),-0.341224 # DEPENDENCYPART_GRANDPAR
(5,24),(24,17),-0.0908271 # DEPENDENCYPART_GRANDPAR
(5,24),(24,18),-0.0972504 # DEPENDENCYPART_GRANDPAR
(5,24),(24,19),-0.404731 # DEPENDENCYPART_GRANDPAR
(5,24),(24,20),0.0341129 # DEPENDENCYPART_GRANDPAR
(5,24),(24,21),-0.144869 # DEPENDENCYPART_GRANDPAR
(5,24),(24,22),-0.239053 # DEPENDENCYPART_GRANDPAR
(5,24),(24,23),-0.331313 # DEPENDENCYPART_GRANDPAR
(5,24),(24,25),-0.262595 # DEPENDENCYPART_GRANDPAR
(5,24),(24,26),-0.324019 # DEPENDENCYPART_GRANDPAR
(5,24),(24,27),-0.100223 # DEPENDENCYPART_GRANDPAR
(5,24),(24,28),-0.474673 # DEPENDENCYPART_GRANDPAR
(5,24),(24,30),-0.527948 # DEPENDENCYPART_GRANDPAR
(5,27),(27,17),-0.168118 # DEPENDENCYPART_GRANDPAR
(5,27),(27,18),-0.172291 # DEPENDENCYPART_GRANDPAR
(5,27),(27,19),-0.482023 # DEPENDENCYPART_GRANDPAR
(5,27),(27,20),0.0116259 # DEPENDENCYPART_GRANDPAR
(5,27),(27,23),-0.403068 # DEPENDENCYPART_GRANDPAR
(5,27),(27,24),-0.158379 # DEPENDENCYPART_GRANDPAR
(5,27),(27,25),-0.430709 # DEPENDENCYPART_GRANDPAR
(5,27),(27,26),-0.304805 # DEPENDENCYPART_GRANDPAR
(5,27),(27,28),-0.576024 # DEPENDENCYPART_GRANDPAR
(5,27),(27,30),-0.629299 # DEPENDENCYPART_GRANDPAR
(5,27),(27,31),-0.698114 # DEPENDENCYPART_GRANDPAR
(5,29),(29,2),0.0265764 # DEPENDENCYPART_GRANDPAR
(5,29),(29,3),-0.0433629 # DEPENDENCYPART_GRANDPAR
(5,29),(29,5),-0.763724 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,29),(29,6),-0.217843 # DEPENDENCYPART_GRANDPAR
(5,29),(29,7),-0.2097 # DEPENDENCYPART_GRANDPAR
(5,29),(29,8),-0.205191 # DEPENDENCYPART_GRANDPAR
(5,29),(29,9),-0.251079 # DEPENDENCYPART_GRANDPAR
(5,29),(29,10),-0.0753283 # DEPENDENCYPART_GRANDPAR
(5,29),(29,11),0.126233 # DEPENDENCYPART_GRANDPAR
(5,29),(29,12),-0.110951 # DEPENDENCYPART_GRANDPAR
(5,29),(29,13),0.232797 # DEPENDENCYPART_GRANDPAR
(5,29),(29,14),-0.131918 # DEPENDENCYPART_GRANDPAR
(5,29),(29,15),-0.429809 # DEPENDENCYPART_GRANDPAR
(5,29),(29,16),-0.325208 # DEPENDENCYPART_GRANDPAR
(5,29),(29,17),-0.248498 # DEPENDENCYPART_GRANDPAR
(5,29),(29,18),-0.0670909 # DEPENDENCYPART_GRANDPAR
(5,29),(29,19),-0.562402 # DEPENDENCYPART_GRANDPAR
(5,29),(29,20),-0.0944092 # DEPENDENCYPART_GRANDPAR
(5,29),(29,21),-0.178299 # DEPENDENCYPART_GRANDPAR
(5,29),(29,22),-0.222397 # DEPENDENCYPART_GRANDPAR
(5,29),(29,23),-0.297286 # DEPENDENCYPART_GRANDPAR
(5,29),(29,24),-0.237842 # DEPENDENCYPART_GRANDPAR
(5,29),(29,25),-0.457556 # DEPENDENCYPART_GRANDPAR
(5,29),(29,26),-0.385185 # DEPENDENCYPART_GRANDPAR
(5,29),(29,27),-0.123335 # DEPENDENCYPART_GRANDPAR
(5,29),(29,28),-0.525136 # DEPENDENCYPART_GRANDPAR
(5,29),(29,30),-0.638638 # DEPENDENCYPART_GRANDPAR
(5,29),(29,31),-0.637267 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),0.185541 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),0.168318 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),0.0054119 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),-0.164886 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),-0.0508047 # DEPENDENCYPART_GRANDPAR
(7,3),(3,14),-0.420323 # DEPENDENCYPART_GRANDPAR
(7,3),(3,27),-0.500029 # DEPENDENCYPART_GRANDPAR
(7,3),(3,31),-1.19807 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),0.159153 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.017446 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.175067 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),-0.0101337 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),-0.325694 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-0.66946 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,10),-0.456917 # DEPENDENCYPART_GRANDPAR
(7,4),(4,12),-0.477545 # DEPENDENCYPART_GRANDPAR
(7,4),(4,17),-0.782543 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),0.167983 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),0.00894563 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.151278 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.107769 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-0.413249 # DEPENDENCYPART_GRANDPAR
(7,5),(5,14),-0.420354 # DEPENDENCYPART_GRANDPAR
(7,5),(5,24),-0.866907 # DEPENDENCYPART_GRANDPAR
(7,5),(5,27),-0.500061 # DEPENDENCYPART_GRANDPAR
(7,5),(5,29),-0.909286 # DEPENDENCYPART_GRANDPAR
(7,5),(5,30),-0.906257 # DEPENDENCYPART_GRANDPAR
(7,5),(5,31),-1.1981 # DEPENDENCYPART_GRANDPAR
(7,10),(10,1),-0.356876 # DEPENDENCYPART_GRANDPAR
(7,10),(10,2),-0.522109 # DEPENDENCYPART_GRANDPAR
(7,10),(10,3),-0.923658 # DEPENDENCYPART_GRANDPAR
(7,10),(10,4),-0.510577 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),-0.71809 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-0.853804 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-0.311888 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),-0.165118 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),-0.131049 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),0.089686 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),0.188466 # DEPENDENCYPART_GRANDPAR
(7,10),(10,27),-0.0634102 # DEPENDENCYPART_GRANDPAR
(7,10),(10,31),-0.822289 # DEPENDENCYPART_GRANDPAR
(7,11),(11,3),-0.864664 # DEPENDENCYPART_GRANDPAR
(7,11),(11,4),-0.500393 # DEPENDENCYPART_GRANDPAR
(7,11),(11,5),-0.659096 # DEPENDENCYPART_GRANDPAR
(7,11),(11,6),-0.833601 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-0.219675 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,8),0.0181885 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),-0.0357062 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),0.183857 # DEPENDENCYPART_GRANDPAR
(7,12),(12,1),-0.356876 # DEPENDENCYPART_GRANDPAR
(7,12),(12,2),-0.522109 # DEPENDENCYPART_GRANDPAR
(7,12),(12,3),-0.923658 # DEPENDENCYPART_GRANDPAR
(7,12),(12,4),-0.510577 # DEPENDENCYPART_GRANDPAR
(7,12),(12,5),-0.71809 # DEPENDENCYPART_GRANDPAR
(7,12),(12,6),-0.853804 # DEPENDENCYPART_GRANDPAR
(7,12),(12,7),-0.311888 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,12),(12,8),-0.165118 # DEPENDENCYPART_GRANDPAR
(7,12),(12,9),-0.131049 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),0.106227 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),-0.0497227 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),0.0873675 # DEPENDENCYPART_GRANDPAR
(7,12),(12,27),-0.0634102 # DEPENDENCYPART_GRANDPAR
(7,13),(13,3),-0.864664 # DEPENDENCYPART_GRANDPAR
(7,13),(13,4),-0.500393 # DEPENDENCYPART_GRANDPAR
(7,13),(13,5),-0.659096 # DEPENDENCYPART_GRANDPAR
(7,13),(13,6),-0.833601 # DEPENDENCYPART_GRANDPAR
(7,13),(13,7),-0.220072 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,13),(13,8),0.0179353 # DEPENDENCYPART_GRANDPAR
(7,13),(13,10),0.183458 # DEPENDENCYPART_GRANDPAR
(7,13),(13,11),0.0657475 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),0.162831 # DEPENDENCYPART_GRANDPAR
(7,13),(13,17),-0.196823 # DEPENDENCYPART_GRANDPAR
(7,13),(13,19),-0.0999568 # DEPENDENCYPART_GRANDPAR
(7,13),(13,21),-0.193943 # DEPENDENCYPART_GRANDPAR
(7,13),(13,29),-0.334714 # DEPENDENCYPART_GRANDPAR
(7,13),(13,31),-0.872882 # DEPENDENCYPART_GRANDPAR
(7,14),(14,1),-0.578077 # DEPENDENCYPART_GRANDPAR
(7,14),(14,2),-0.745021 # DEPENDENCYPART_GRANDPAR
(7,14),(14,3),-1.24016 # DEPENDENCYPART_GRANDPAR
(7,14),(14,4),-0.754636 # DEPENDENCYPART_GRANDPAR
(7,14),(14,5),-1.0352 # DEPENDENCYPART_GRANDPAR
(7,14),(14,6),-1.16236 # DEPENDENCYPART_GRANDPAR
(7,14),(14,7),-0.248179 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,14),(14,8),-0.076086 # DEPENDENCYPART_GRANDPAR
(7,14),(14,9),-0.130384 # DEPENDENCYPART_GRANDPAR
(7,14),(14,10),0.137558 # DEPENDENCYPART_GRANDPAR
(7,14),(14,11),0.0590769 # DEPENDENCYPART_GRANDPAR
(7,14),(14,12),0.116931 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),0.0573377 # DEPENDENCYPART_GRANDPAR
(7,14),(14,15),-0.288495 # DEPENDENCYPART_GRANDPAR
(7,14),(14,16),-0.19397 # DEPENDENCYPART_GRANDPAR
(7,14),(14,17),-0.125567 # DEPENDENCYPART_GRANDPAR
(7,14),(14,18),-0.168637 # DEPENDENCYPART_GRANDPAR
(7,14),(14,19),-0.0287005 # DEPENDENCYPART_GRANDPAR
(7,14),(14,20),-0.0959613 # DEPENDENCYPART_GRANDPAR
(7,14),(14,21),-0.0974952 # DEPENDENCYPART_GRANDPAR
(7,14),(14,23),-0.231024 # DEPENDENCYPART_GRANDPAR
(7,14),(14,24),-0.106779 # DEPENDENCYPART_GRANDPAR
(7,14),(14,26),-0.458276 # DEPENDENCYPART_GRANDPAR
(7,14),(14,27),-0.012868 # DEPENDENCYPART_GRANDPAR
(7,14),(14,28),-0.57152 # DEPENDENCYPART_GRANDPAR
(7,14),(14,29),-0.249219 # DEPENDENCYPART_GRANDPAR
(7,14),(14,30),-0.491391 # DEPENDENCYPART_GRANDPAR
