# _root_ Az egynapos betétekre a múlt hét elején az üzletek zömét 13 7/8 százalékon kötötték , a hét vége felé viszont már a jegybank egynapos betéti kamatának szintjén , 12 3/4 százalékon .
#goldHeads=3,3,14,6,6,7,14,9,10,14,13,13,14,0,14,17,18,19,21,21,14,23,26,26,26,27,21,27,31,31,27,14,
#predictedHeads=3,3,14,6,6,7,14,9,10,14,13,13,14,0,14,17,18,19,14,26,24,23,26,26,26,27,14,14,31,31,14,14,
(10,27),(27,32),-0.697123 # DEPENDENCYPART_GRANDPAR
(11,6),(6,1),-0.0763207 # DEPENDENCYPART_GRANDPAR
(11,6),(6,2),-0.496 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),-0.152805 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),-0.0668462 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.451493 # DEPENDENCYPART_GRANDPAR
(11,7),(7,1),-0.0690236 # DEPENDENCYPART_GRANDPAR
(11,7),(7,2),-0.499302 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),-0.145695 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),-0.0595362 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.455794 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.144232 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),-0.0917969 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),-0.0972115 # DEPENDENCYPART_GRANDPAR
(11,7),(7,10),-0.111683 # DEPENDENCYPART_GRANDPAR
(11,7),(7,11),-0.664022 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,7),(7,12),-0.117436 # DEPENDENCYPART_GRANDPAR
(11,7),(7,13),-0.0720765 # DEPENDENCYPART_GRANDPAR
(11,7),(7,15),-0.472073 # DEPENDENCYPART_GRANDPAR
(11,7),(7,19),-0.446479 # DEPENDENCYPART_GRANDPAR
(11,7),(7,26),-0.791856 # DEPENDENCYPART_GRANDPAR
(11,7),(7,28),-0.478761 # DEPENDENCYPART_GRANDPAR
(11,7),(7,32),-0.944087 # DEPENDENCYPART_GRANDPAR
(11,9),(9,1),-0.0671422 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),-0.0578339 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),-0.454623 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.149474 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.31365 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.0706087 # DEPENDENCYPART_GRANDPAR
(11,10),(10,1),-0.06713 # DEPENDENCYPART_GRANDPAR
(11,10),(10,3),-0.149986 # DEPENDENCYPART_GRANDPAR
(11,10),(10,4),-0.0578096 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),-0.454608 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),-0.149147 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-0.313323 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.0705965 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.118425 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-0.664022 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-0.117436 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-0.0720506 # DEPENDENCYPART_GRANDPAR
(11,10),(10,19),-0.446479 # DEPENDENCYPART_GRANDPAR
(11,10),(10,27),-0.607926 # DEPENDENCYPART_GRANDPAR
(11,10),(10,32),-0.944087 # DEPENDENCYPART_GRANDPAR
(11,13),(13,1),-0.483946 # DEPENDENCYPART_GRANDPAR
(11,13),(13,3),-0.612297 # DEPENDENCYPART_GRANDPAR
(11,13),(13,4),-0.470435 # DEPENDENCYPART_GRANDPAR
(11,13),(13,5),-0.859647 # DEPENDENCYPART_GRANDPAR
(11,13),(13,6),-0.614398 # DEPENDENCYPART_GRANDPAR
(11,13),(13,7),-0.775498 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-0.487413 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-0.582 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.596618 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.268015 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),0.279019 # DEPENDENCYPART_GRANDPAR
(11,13),(13,27),-0.145403 # DEPENDENCYPART_GRANDPAR
(11,14),(14,1),-0.465637 # DEPENDENCYPART_GRANDPAR
(11,14),(14,2),-0.880423 # DEPENDENCYPART_GRANDPAR
(11,14),(14,3),-0.590354 # DEPENDENCYPART_GRANDPAR
(11,14),(14,4),-0.449371 # DEPENDENCYPART_GRANDPAR
(11,14),(14,5),-0.829485 # DEPENDENCYPART_GRANDPAR
(11,14),(14,6),-0.592717 # DEPENDENCYPART_GRANDPAR
(11,14),(14,7),-0.753701 # DEPENDENCYPART_GRANDPAR
(11,14),(14,8),-0.469104 # DEPENDENCYPART_GRANDPAR
(11,14),(14,9),-0.560057 # DEPENDENCYPART_GRANDPAR
(11,14),(14,10),-0.574675 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-0.260835 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,12),0.285993 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),0.362955 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-0.0887886 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.0880721 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),0.0633117 # DEPENDENCYPART_GRANDPAR
(11,14),(14,18),-0.0608626 # DEPENDENCYPART_GRANDPAR
(11,14),(14,19),-0.0434788 # DEPENDENCYPART_GRANDPAR
(11,14),(14,20),-0.131167 # DEPENDENCYPART_GRANDPAR
(11,14),(14,21),-0.0430271 # DEPENDENCYPART_GRANDPAR
(11,14),(14,22),-0.222099 # DEPENDENCYPART_GRANDPAR
(11,14),(14,23),-0.121385 # DEPENDENCYPART_GRANDPAR
(11,14),(14,24),-0.102943 # DEPENDENCYPART_GRANDPAR
(11,14),(14,25),-0.109697 # DEPENDENCYPART_GRANDPAR
(11,14),(14,26),-0.280457 # DEPENDENCYPART_GRANDPAR
(11,14),(14,27),-0.0923943 # DEPENDENCYPART_GRANDPAR
(11,14),(14,28),-0.0954767 # DEPENDENCYPART_GRANDPAR
(11,14),(14,29),-0.16803 # DEPENDENCYPART_GRANDPAR
(11,14),(14,31),0.148659 # DEPENDENCYPART_GRANDPAR
(11,14),(14,32),-0.549395 # DEPENDENCYPART_GRANDPAR
(11,18),(18,9),-0.582 # DEPENDENCYPART_GRANDPAR
(11,18),(18,11),-0.267991 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,18),(18,13),0.418752 # DEPENDENCYPART_GRANDPAR
(11,18),(18,14),0.141892 # DEPENDENCYPART_GRANDPAR
(11,18),(18,15),-0.115655 # DEPENDENCYPART_GRANDPAR
(11,18),(18,16),-0.145323 # DEPENDENCYPART_GRANDPAR
(11,18),(18,17),0.0416153 # DEPENDENCYPART_GRANDPAR
(11,18),(18,26),-0.328151 # DEPENDENCYPART_GRANDPAR
(11,18),(18,27),-0.144247 # DEPENDENCYPART_GRANDPAR
(11,18),(18,31),0.0997943 # DEPENDENCYPART_GRANDPAR
(11,24),(24,3),-0.562197 # DEPENDENCYPART_GRANDPAR
(11,24),(24,6),-0.564298 # DEPENDENCYPART_GRANDPAR
(11,24),(24,7),-0.725436 # DEPENDENCYPART_GRANDPAR
(11,24),(24,9),-0.5319 # DEPENDENCYPART_GRANDPAR
(11,24),(24,10),-0.546518 # DEPENDENCYPART_GRANDPAR
(11,24),(24,11),-0.311991 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,24),(24,13),0.348688 # DEPENDENCYPART_GRANDPAR
(11,24),(24,14),0.128646 # DEPENDENCYPART_GRANDPAR
(11,24),(24,15),-0.157542 # DEPENDENCYPART_GRANDPAR
(11,24),(24,17),-0.0261267 # DEPENDENCYPART_GRANDPAR
(11,24),(24,18),-0.151196 # DEPENDENCYPART_GRANDPAR
(11,24),(24,19),-0.0902759 # DEPENDENCYPART_GRANDPAR
(11,24),(24,20),-0.17877 # DEPENDENCYPART_GRANDPAR
(11,24),(24,21),-0.0467962 # DEPENDENCYPART_GRANDPAR
(11,24),(24,22),-0.261363 # DEPENDENCYPART_GRANDPAR
(11,24),(24,23),-0.211969 # DEPENDENCYPART_GRANDPAR
(11,24),(24,25),-0.119062 # DEPENDENCYPART_GRANDPAR
(11,24),(24,28),-0.118548 # DEPENDENCYPART_GRANDPAR
(11,24),(24,29),-0.189082 # DEPENDENCYPART_GRANDPAR
(11,24),(24,31),0.0669902 # DEPENDENCYPART_GRANDPAR
(11,29),(29,21),-0.0458672 # DEPENDENCYPART_GRANDPAR
(11,29),(29,23),-0.184832 # DEPENDENCYPART_GRANDPAR
(11,29),(29,26),-0.343957 # DEPENDENCYPART_GRANDPAR
(11,29),(29,27),-0.160053 # DEPENDENCYPART_GRANDPAR
(11,29),(29,28),-0.166293 # DEPENDENCYPART_GRANDPAR
(11,29),(29,31),0.0450037 # DEPENDENCYPART_GRANDPAR
(11,29),(29,32),-0.627759 # DEPENDENCYPART_GRANDPAR
(12,3),(3,1),-0.283436 # DEPENDENCYPART_GRANDPAR
(12,3),(3,2),-0.691472 # DEPENDENCYPART_GRANDPAR
(12,3),(3,4),-0.265587 # DEPENDENCYPART_GRANDPAR
(12,3),(3,5),-0.614124 # DEPENDENCYPART_GRANDPAR
(12,3),(3,6),-0.324026 # DEPENDENCYPART_GRANDPAR
(12,3),(3,7),-0.457604 # DEPENDENCYPART_GRANDPAR
(12,3),(3,9),-0.288291 # DEPENDENCYPART_GRANDPAR
(12,3),(3,10),-0.290953 # DEPENDENCYPART_GRANDPAR
(12,3),(3,13),-0.445165 # DEPENDENCYPART_GRANDPAR
(12,3),(3,14),-0.668502 # DEPENDENCYPART_GRANDPAR
(12,3),(3,19),-0.726194 # DEPENDENCYPART_GRANDPAR
(12,3),(3,28),-0.729637 # DEPENDENCYPART_GRANDPAR
(12,3),(3,32),-1.226 # DEPENDENCYPART_GRANDPAR
(12,6),(6,1),-0.293979 # DEPENDENCYPART_GRANDPAR
(12,6),(6,2),-0.690462 # DEPENDENCYPART_GRANDPAR
(12,6),(6,3),-0.330883 # DEPENDENCYPART_GRANDPAR
(12,6),(6,4),-0.24197 # DEPENDENCYPART_GRANDPAR
(12,6),(6,5),-0.629317 # DEPENDENCYPART_GRANDPAR
(12,7),(7,1),-0.286681 # DEPENDENCYPART_GRANDPAR
(12,7),(7,2),-0.693765 # DEPENDENCYPART_GRANDPAR
(12,7),(7,3),-0.323773 # DEPENDENCYPART_GRANDPAR
(12,7),(7,4),-0.23466 # DEPENDENCYPART_GRANDPAR
(12,7),(7,5),-0.633617 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),-0.349428 # DEPENDENCYPART_GRANDPAR
(12,7),(7,8),-0.276187 # DEPENDENCYPART_GRANDPAR
(12,7),(7,9),-0.294312 # DEPENDENCYPART_GRANDPAR
(12,7),(7,10),-0.296974 # DEPENDENCYPART_GRANDPAR
(12,7),(7,11),-0.239623 # DEPENDENCYPART_GRANDPAR
(12,7),(7,12),-0.975381 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,7),(7,13),-0.445191 # DEPENDENCYPART_GRANDPAR
(12,7),(7,15),-0.68163 # DEPENDENCYPART_GRANDPAR
(12,7),(7,19),-0.726194 # DEPENDENCYPART_GRANDPAR
(12,7),(7,26),-1.26637 # DEPENDENCYPART_GRANDPAR
(12,7),(7,28),-0.729637 # DEPENDENCYPART_GRANDPAR
(12,7),(7,32),-1.226 # DEPENDENCYPART_GRANDPAR
(12,9),(9,1),-0.2848 # DEPENDENCYPART_GRANDPAR
(12,9),(9,4),-0.232957 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),-0.632447 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),-0.354669 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.493596 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.275804 # DEPENDENCYPART_GRANDPAR
(12,10),(10,1),-0.284788 # DEPENDENCYPART_GRANDPAR
(12,10),(10,3),-0.328064 # DEPENDENCYPART_GRANDPAR
(12,10),(10,4),-0.232933 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),-0.632432 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),-0.354342 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),-0.493269 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.275792 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.322461 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),-0.238858 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-0.975381 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),-0.445165 # DEPENDENCYPART_GRANDPAR
(12,10),(10,19),-0.726194 # DEPENDENCYPART_GRANDPAR
(12,10),(10,27),-1.06173 # DEPENDENCYPART_GRANDPAR
(12,10),(10,32),-1.226 # DEPENDENCYPART_GRANDPAR
(12,11),(11,6),-0.406092 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),-0.541157 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),-0.311428 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.37149 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.374281 # DEPENDENCYPART_GRANDPAR
(12,11),(11,13),-0.370275 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-0.660278 # DEPENDENCYPART_GRANDPAR
(12,11),(11,15),-0.66933 # DEPENDENCYPART_GRANDPAR
(12,11),(11,18),-0.939241 # DEPENDENCYPART_GRANDPAR
(12,11),(11,24),-0.724321 # DEPENDENCYPART_GRANDPAR
(12,11),(11,29),-0.943228 # DEPENDENCYPART_GRANDPAR
(12,11),(11,32),-1.22259 # DEPENDENCYPART_GRANDPAR
(13,1),(1,2),-1.02876 # DEPENDENCYPART_GRANDPAR
(13,1),(1,5),-0.849207 # DEPENDENCYPART_GRANDPAR
(13,1),(1,6),-0.633003 # DEPENDENCYPART_GRANDPAR
(13,3),(3,1),-1.23476 # DEPENDENCYPART_GRANDPAR
(13,3),(3,2),-1.04509 # DEPENDENCYPART_GRANDPAR
(13,3),(3,4),-1.09812 # DEPENDENCYPART_GRANDPAR
(13,3),(3,5),-0.772855 # DEPENDENCYPART_GRANDPAR
(13,3),(3,6),-0.495682 # DEPENDENCYPART_GRANDPAR
(13,3),(3,7),-0.551042 # DEPENDENCYPART_GRANDPAR
(13,3),(3,9),-0.340048 # DEPENDENCYPART_GRANDPAR
(13,3),(3,10),-0.484769 # DEPENDENCYPART_GRANDPAR
(13,3),(3,13),-0.982157 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,3),(3,14),-0.656048 # DEPENDENCYPART_GRANDPAR
(13,3),(3,19),-0.499497 # DEPENDENCYPART_GRANDPAR
(13,3),(3,28),-0.48791 # DEPENDENCYPART_GRANDPAR
(13,3),(3,32),-0.937699 # DEPENDENCYPART_GRANDPAR
(13,4),(4,5),-0.855347 # DEPENDENCYPART_GRANDPAR
(13,5),(5,1),-1.28879 # DEPENDENCYPART_GRANDPAR
(13,5),(5,3),-0.447878 # DEPENDENCYPART_GRANDPAR
(13,5),(5,4),-0.976607 # DEPENDENCYPART_GRANDPAR
(13,6),(6,1),-1.25497 # DEPENDENCYPART_GRANDPAR
(13,6),(6,2),-1.05064 # DEPENDENCYPART_GRANDPAR
(13,6),(6,3),-0.56519 # DEPENDENCYPART_GRANDPAR
(13,6),(6,4),-0.958398 # DEPENDENCYPART_GRANDPAR
(13,6),(6,5),-0.873305 # DEPENDENCYPART_GRANDPAR
(13,7),(7,1),-1.23815 # DEPENDENCYPART_GRANDPAR
(13,7),(7,2),-1.04753 # DEPENDENCYPART_GRANDPAR
(13,7),(7,3),-0.553837 # DEPENDENCYPART_GRANDPAR
(13,7),(7,4),-0.9455 # DEPENDENCYPART_GRANDPAR
(13,7),(7,5),-0.865653 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),-0.601211 # DEPENDENCYPART_GRANDPAR
(13,7),(7,8),-0.7921 # DEPENDENCYPART_GRANDPAR
(13,7),(7,9),-0.345969 # DEPENDENCYPART_GRANDPAR
(13,7),(7,10),-0.49069 # DEPENDENCYPART_GRANDPAR
(13,7),(7,11),-0.372638 # DEPENDENCYPART_GRANDPAR
(13,7),(7,12),-0.258652 # DEPENDENCYPART_GRANDPAR
(13,7),(7,13),-0.982181 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,7),(7,15),-0.587553 # DEPENDENCYPART_GRANDPAR
(13,7),(7,19),-0.499495 # DEPENDENCYPART_GRANDPAR
(13,7),(7,26),-0.969661 # DEPENDENCYPART_GRANDPAR
(13,7),(7,28),-0.487908 # DEPENDENCYPART_GRANDPAR
(13,7),(7,32),-0.937697 # DEPENDENCYPART_GRANDPAR
(13,9),(9,1),-1.23614 # DEPENDENCYPART_GRANDPAR
(13,9),(9,4),-0.943676 # DEPENDENCYPART_GRANDPAR
(13,9),(9,5),-0.864356 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),-0.606142 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),-0.670368 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),-0.699206 # DEPENDENCYPART_GRANDPAR
(13,10),(10,1),-1.23607 # DEPENDENCYPART_GRANDPAR
(13,10),(10,3),-0.557768 # DEPENDENCYPART_GRANDPAR
(13,10),(10,4),-0.943584 # DEPENDENCYPART_GRANDPAR
(13,10),(10,5),-0.864281 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),-0.605766 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),-0.669992 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.699135 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.459571 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),-0.371828 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),-0.257841 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-0.982155 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,19),-0.499495 # DEPENDENCYPART_GRANDPAR
(13,10),(10,27),-1.02149 # DEPENDENCYPART_GRANDPAR
(13,10),(10,32),-0.937697 # DEPENDENCYPART_GRANDPAR
(13,11),(11,6),-0.718015 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),-0.776977 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),-0.961389 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),-0.5677 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.712567 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-0.86111 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),-0.611983 # DEPENDENCYPART_GRANDPAR
(13,11),(11,15),-0.537875 # DEPENDENCYPART_GRANDPAR
(13,11),(11,18),-0.590346 # DEPENDENCYPART_GRANDPAR
(13,11),(11,24),-0.783984 # DEPENDENCYPART_GRANDPAR
(13,11),(11,29),-0.635628 # DEPENDENCYPART_GRANDPAR
(13,11),(11,32),-0.896215 # DEPENDENCYPART_GRANDPAR
(13,12),(12,3),-0.664661 # DEPENDENCYPART_GRANDPAR
(13,12),(12,6),-0.71801 # DEPENDENCYPART_GRANDPAR
(13,12),(12,7),-0.776973 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),-0.567695 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.712562 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.542985 # DEPENDENCYPART_GRANDPAR
(13,27),(27,15),-0.186518 # DEPENDENCYPART_GRANDPAR
(13,27),(27,16),-0.0722316 # DEPENDENCYPART_GRANDPAR
(13,27),(27,17),0.0978675 # DEPENDENCYPART_GRANDPAR
(13,27),(27,18),-0.112254 # DEPENDENCYPART_GRANDPAR
(13,27),(27,19),-0.116061 # DEPENDENCYPART_GRANDPAR
(13,27),(27,20),0.0623103 # DEPENDENCYPART_GRANDPAR
(13,27),(27,22),-0.192637 # DEPENDENCYPART_GRANDPAR
(13,27),(27,23),-0.0419238 # DEPENDENCYPART_GRANDPAR
(13,27),(27,24),-0.304 # DEPENDENCYPART_GRANDPAR
(13,27),(27,25),-0.386197 # DEPENDENCYPART_GRANDPAR
(13,27),(27,26),-0.369456 # DEPENDENCYPART_GRANDPAR
(13,27),(27,28),-0.113881 # DEPENDENCYPART_GRANDPAR
(13,27),(27,29),-0.213751 # DEPENDENCYPART_GRANDPAR
(13,27),(27,30),-0.235707 # DEPENDENCYPART_GRANDPAR
(13,27),(27,31),-0.305896 # DEPENDENCYPART_GRANDPAR
(13,27),(27,32),-0.541926 # DEPENDENCYPART_GRANDPAR
(14,1),(1,2),0.437782 # DEPENDENCYPART_GRANDPAR
(14,1),(1,5),0.193419 # DEPENDENCYPART_GRANDPAR
(14,1),(1,6),0.199238 # DEPENDENCYPART_GRANDPAR
(14,2),(2,1),0.616998 # DEPENDENCYPART_GRANDPAR
(14,3),(3,1),0.571133 # DEPENDENCYPART_GRANDPAR
(14,3),(3,2),0.371497 # DEPENDENCYPART_GRANDPAR
(14,3),(3,4),0.18247 # DEPENDENCYPART_GRANDPAR
(14,3),(3,5),0.113369 # DEPENDENCYPART_GRANDPAR
(14,3),(3,6),0.213163 # DEPENDENCYPART_GRANDPAR
(14,3),(3,7),-0.0809143 # DEPENDENCYPART_GRANDPAR
(14,3),(3,9),0.106257 # DEPENDENCYPART_GRANDPAR
(14,3),(3,10),0.226774 # DEPENDENCYPART_GRANDPAR
(14,3),(3,13),0.440972 # DEPENDENCYPART_GRANDPAR
(14,3),(3,14),-1.41587 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,3),(3,19),-0.358659 # DEPENDENCYPART_GRANDPAR
(14,3),(3,28),-0.449413 # DEPENDENCYPART_GRANDPAR
(14,3),(3,32),-1.30209 # DEPENDENCYPART_GRANDPAR
(14,4),(4,5),0.236479 # DEPENDENCYPART_GRANDPAR
(14,5),(5,1),0.614664 # DEPENDENCYPART_GRANDPAR
(14,5),(5,3),-0.0576522 # DEPENDENCYPART_GRANDPAR
(14,5),(5,4),0.414366 # DEPENDENCYPART_GRANDPAR
(14,6),(6,1),0.549886 # DEPENDENCYPART_GRANDPAR
(14,6),(6,2),0.360894 # DEPENDENCYPART_GRANDPAR
(14,6),(6,3),0.107341 # DEPENDENCYPART_GRANDPAR
(14,6),(6,4),0.256336 # DEPENDENCYPART_GRANDPAR
(14,6),(6,5),0.104989 # DEPENDENCYPART_GRANDPAR
(14,7),(7,1),0.560957 # DEPENDENCYPART_GRANDPAR
(14,7),(7,2),0.362967 # DEPENDENCYPART_GRANDPAR
(14,7),(7,3),0.117757 # DEPENDENCYPART_GRANDPAR
(14,7),(7,4),0.270691 # DEPENDENCYPART_GRANDPAR
(14,7),(7,5),0.107867 # DEPENDENCYPART_GRANDPAR
(14,7),(7,6),0.230471 # DEPENDENCYPART_GRANDPAR
(14,7),(7,8),0.0699347 # DEPENDENCYPART_GRANDPAR
(14,7),(7,9),0.0915828 # DEPENDENCYPART_GRANDPAR
(14,7),(7,10),0.2121 # DEPENDENCYPART_GRANDPAR
(14,7),(7,11),0.25124 # DEPENDENCYPART_GRANDPAR
(14,7),(7,12),0.349703 # DEPENDENCYPART_GRANDPAR
(14,7),(7,13),0.426298 # DEPENDENCYPART_GRANDPAR
(14,7),(7,15),-0.672322 # DEPENDENCYPART_GRANDPAR
(14,7),(7,19),-0.358663 # DEPENDENCYPART_GRANDPAR
(14,7),(7,26),-0.619578 # DEPENDENCYPART_GRANDPAR
(14,7),(7,28),-0.449417 # DEPENDENCYPART_GRANDPAR
(14,7),(7,32),-1.30209 # DEPENDENCYPART_GRANDPAR
(14,9),(9,1),0.569429 # DEPENDENCYPART_GRANDPAR
(14,9),(9,4),0.278817 # DEPENDENCYPART_GRANDPAR
(14,9),(9,5),0.114928 # DEPENDENCYPART_GRANDPAR
(14,9),(9,6),0.229827 # DEPENDENCYPART_GRANDPAR
(14,9),(9,7),-0.0782178 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),0.126732 # DEPENDENCYPART_GRANDPAR
(14,10),(10,1),0.569877 # DEPENDENCYPART_GRANDPAR
(14,10),(10,3),0.117957 # DEPENDENCYPART_GRANDPAR
(14,10),(10,4),0.279279 # DEPENDENCYPART_GRANDPAR
(14,10),(10,5),0.115378 # DEPENDENCYPART_GRANDPAR
(14,10),(10,6),0.230914 # DEPENDENCYPART_GRANDPAR
(14,10),(10,7),-0.0771314 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),0.12718 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),0.119658 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),0.258376 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),0.356839 # DEPENDENCYPART_GRANDPAR
(14,10),(10,13),0.442518 # DEPENDENCYPART_GRANDPAR
(14,10),(10,19),-0.358659 # DEPENDENCYPART_GRANDPAR
(14,10),(10,27),-0.626001 # DEPENDENCYPART_GRANDPAR
(14,10),(10,32),-1.30209 # DEPENDENCYPART_GRANDPAR
(14,11),(11,6),0.163368 # DEPENDENCYPART_GRANDPAR
(14,11),(11,7),-0.140272 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),0.124182 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),0.0546681 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),0.173986 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),0.391324 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-1.29687 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,15),-0.553222 # DEPENDENCYPART_GRANDPAR
(14,11),(11,18),-0.241574 # DEPENDENCYPART_GRANDPAR
(14,11),(11,24),-0.611829 # DEPENDENCYPART_GRANDPAR
(14,11),(11,29),-0.514993 # DEPENDENCYPART_GRANDPAR
(14,11),(11,32),-1.19496 # DEPENDENCYPART_GRANDPAR
(14,12),(12,3),0.0550228 # DEPENDENCYPART_GRANDPAR
(14,12),(12,6),0.163391 # DEPENDENCYPART_GRANDPAR
(14,12),(12,7),-0.140249 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),0.0546912 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),0.174009 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),0.268997 # DEPENDENCYPART_GRANDPAR
(14,13),(13,1),0.577986 # DEPENDENCYPART_GRANDPAR
(14,13),(13,3),0.122247 # DEPENDENCYPART_GRANDPAR
(14,13),(13,4),0.291208 # DEPENDENCYPART_GRANDPAR
(14,13),(13,5),0.122096 # DEPENDENCYPART_GRANDPAR
(14,13),(13,6),0.235204 # DEPENDENCYPART_GRANDPAR
(14,13),(13,7),-0.0728416 # DEPENDENCYPART_GRANDPAR
(14,13),(13,8),0.135289 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),0.123948 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),0.241543 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),0.261471 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),0.365102 # DEPENDENCYPART_GRANDPAR
(14,13),(13,27),-0.626001 # DEPENDENCYPART_GRANDPAR
