# _root_ Ugyanaz év júniusában a felügyelet felszólította a Bank_Austria_Creditanstalt_Hungary_Rt.-t , hogy tudatosítsa hirdetményeiben : a Nonstopbank nem különálló vállalkozása , hanem csak egy szolgáltatása .
#goldHeads=2,3,6,5,6,0,8,6,6,6,6,11,11,15,11,18,18,15,11,11,11,23,21,6,
#predictedHeads=2,3,6,5,6,0,8,6,6,6,6,11,6,15,18,17,18,11,20,6,20,23,21,6,
(1,12),(12,23),-0.328496 # DEPENDENCYPART_GRANDPAR
(1,12),(12,24),-1.10906 # DEPENDENCYPART_GRANDPAR
(1,15),(15,14),-0.149268 # DEPENDENCYPART_GRANDPAR
(1,15),(15,18),-0.232765 # DEPENDENCYPART_GRANDPAR
(1,15),(15,23),-0.328496 # DEPENDENCYPART_GRANDPAR
(1,16),(16,2),-0.311285 # DEPENDENCYPART_GRANDPAR
(1,16),(16,3),-0.366355 # DEPENDENCYPART_GRANDPAR
(1,16),(16,10),-0.194157 # DEPENDENCYPART_GRANDPAR
(1,16),(16,11),-0.202052 # DEPENDENCYPART_GRANDPAR
(1,16),(16,12),-0.415294 # DEPENDENCYPART_GRANDPAR
(1,16),(16,13),-0.222914 # DEPENDENCYPART_GRANDPAR
(1,16),(16,15),-0.301291 # DEPENDENCYPART_GRANDPAR
(1,16),(16,17),-0.416655 # DEPENDENCYPART_GRANDPAR
(1,16),(16,18),-0.348593 # DEPENDENCYPART_GRANDPAR
(1,16),(16,19),-0.28507 # DEPENDENCYPART_GRANDPAR
(1,16),(16,20),-0.153204 # DEPENDENCYPART_GRANDPAR
(1,16),(16,23),-0.442273 # DEPENDENCYPART_GRANDPAR
(1,16),(16,24),-1.15631 # DEPENDENCYPART_GRANDPAR
(1,17),(17,2),-0.347087 # DEPENDENCYPART_GRANDPAR
(1,17),(17,3),-0.408377 # DEPENDENCYPART_GRANDPAR
(1,17),(17,5),-0.347858 # DEPENDENCYPART_GRANDPAR
(1,17),(17,6),-0.527286 # DEPENDENCYPART_GRANDPAR
(1,17),(17,8),-0.215795 # DEPENDENCYPART_GRANDPAR
(1,17),(17,9),-0.304423 # DEPENDENCYPART_GRANDPAR
(1,17),(17,10),-0.220267 # DEPENDENCYPART_GRANDPAR
(1,17),(17,12),-0.457316 # DEPENDENCYPART_GRANDPAR
(1,17),(17,13),-0.186034 # DEPENDENCYPART_GRANDPAR
(1,17),(17,14),-0.199964 # DEPENDENCYPART_GRANDPAR
(1,17),(17,15),-0.343313 # DEPENDENCYPART_GRANDPAR
(1,17),(17,16),-0.287372 # DEPENDENCYPART_GRANDPAR
(1,17),(17,23),-0.363671 # DEPENDENCYPART_GRANDPAR
(1,18),(18,1),-0.539242 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,18),(18,5),-0.222169 # DEPENDENCYPART_GRANDPAR
(1,18),(18,6),-0.4635 # DEPENDENCYPART_GRANDPAR
(1,18),(18,7),-0.0535073 # DEPENDENCYPART_GRANDPAR
(1,18),(18,8),-0.0900468 # DEPENDENCYPART_GRANDPAR
(1,18),(18,9),-0.168063 # DEPENDENCYPART_GRANDPAR
(1,18),(18,10),-0.123058 # DEPENDENCYPART_GRANDPAR
(1,18),(18,12),-0.331567 # DEPENDENCYPART_GRANDPAR
(1,18),(18,13),-0.159447 # DEPENDENCYPART_GRANDPAR
(1,18),(18,14),-0.149326 # DEPENDENCYPART_GRANDPAR
(1,18),(18,15),-0.217564 # DEPENDENCYPART_GRANDPAR
(1,18),(18,16),-0.22206 # DEPENDENCYPART_GRANDPAR
(1,18),(18,17),-0.264351 # DEPENDENCYPART_GRANDPAR
(1,18),(18,19),-0.231331 # DEPENDENCYPART_GRANDPAR
(1,18),(18,20),-0.155186 # DEPENDENCYPART_GRANDPAR
(1,18),(18,21),-0.276225 # DEPENDENCYPART_GRANDPAR
(1,18),(18,23),-0.326219 # DEPENDENCYPART_GRANDPAR
(1,20),(20,1),-0.651516 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,20),(20,2),-0.374908 # DEPENDENCYPART_GRANDPAR
(1,20),(20,3),-0.426897 # DEPENDENCYPART_GRANDPAR
(1,20),(20,5),-0.366665 # DEPENDENCYPART_GRANDPAR
(1,20),(20,6),-0.5522 # DEPENDENCYPART_GRANDPAR
(1,20),(20,8),-0.234315 # DEPENDENCYPART_GRANDPAR
(1,20),(20,9),-0.333324 # DEPENDENCYPART_GRANDPAR
(1,20),(20,10),-0.270296 # DEPENDENCYPART_GRANDPAR
(1,20),(20,11),-0.255395 # DEPENDENCYPART_GRANDPAR
(1,20),(20,12),-0.475835 # DEPENDENCYPART_GRANDPAR
(1,20),(20,13),-0.265175 # DEPENDENCYPART_GRANDPAR
(1,20),(20,15),-0.361832 # DEPENDENCYPART_GRANDPAR
(1,20),(20,16),-0.338447 # DEPENDENCYPART_GRANDPAR
(1,20),(20,17),-0.427116 # DEPENDENCYPART_GRANDPAR
(1,20),(20,18),-0.317168 # DEPENDENCYPART_GRANDPAR
(1,20),(20,19),-0.321854 # DEPENDENCYPART_GRANDPAR
(1,20),(20,21),-0.347669 # DEPENDENCYPART_GRANDPAR
(1,20),(20,23),-0.439699 # DEPENDENCYPART_GRANDPAR
(1,20),(20,24),-1.07428 # DEPENDENCYPART_GRANDPAR
(1,21),(21,6),-0.518891 # DEPENDENCYPART_GRANDPAR
(1,21),(21,10),-0.19913 # DEPENDENCYPART_GRANDPAR
(1,21),(21,11),-0.222085 # DEPENDENCYPART_GRANDPAR
(1,21),(21,12),-0.459516 # DEPENDENCYPART_GRANDPAR
(1,21),(21,13),-0.233274 # DEPENDENCYPART_GRANDPAR
(1,21),(21,15),-0.345513 # DEPENDENCYPART_GRANDPAR
(1,21),(21,16),-0.285818 # DEPENDENCYPART_GRANDPAR
(1,21),(21,17),-0.389881 # DEPENDENCYPART_GRANDPAR
(1,21),(21,18),-0.300849 # DEPENDENCYPART_GRANDPAR
(1,21),(21,19),-0.312631 # DEPENDENCYPART_GRANDPAR
(1,21),(21,20),-0.144937 # DEPENDENCYPART_GRANDPAR
(1,21),(21,23),-0.41712 # DEPENDENCYPART_GRANDPAR
(1,21),(21,24),-1.13963 # DEPENDENCYPART_GRANDPAR
(1,23),(23,14),-0.154524 # DEPENDENCYPART_GRANDPAR
(1,23),(23,15),-0.224885 # DEPENDENCYPART_GRANDPAR
(1,23),(23,16),-0.226332 # DEPENDENCYPART_GRANDPAR
(1,23),(23,17),-0.276579 # DEPENDENCYPART_GRANDPAR
(1,23),(23,18),-0.180499 # DEPENDENCYPART_GRANDPAR
(1,23),(23,19),-0.169352 # DEPENDENCYPART_GRANDPAR
(1,23),(23,20),-0.0676396 # DEPENDENCYPART_GRANDPAR
(1,23),(23,21),-0.244428 # DEPENDENCYPART_GRANDPAR
(1,23),(23,22),-0.242974 # DEPENDENCYPART_GRANDPAR
(1,23),(23,24),-1.10735 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-0.329879 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.104206 # DEPENDENCYPART_GRANDPAR
(2,1),(1,5),0.0651685 # DEPENDENCYPART_GRANDPAR
(2,1),(1,6),0.0144304 # DEPENDENCYPART_GRANDPAR
(2,1),(1,8),-0.0146675 # DEPENDENCYPART_GRANDPAR
(2,1),(1,9),0.0781919 # DEPENDENCYPART_GRANDPAR
(2,1),(1,10),-0.0176582 # DEPENDENCYPART_GRANDPAR
(2,1),(1,11),-0.0336636 # DEPENDENCYPART_GRANDPAR
(2,1),(1,12),-0.200803 # DEPENDENCYPART_GRANDPAR
(2,1),(1,13),-0.152691 # DEPENDENCYPART_GRANDPAR
(2,1),(1,15),-0.153254 # DEPENDENCYPART_GRANDPAR
(2,1),(1,16),-0.0995447 # DEPENDENCYPART_GRANDPAR
(2,1),(1,17),-0.311926 # DEPENDENCYPART_GRANDPAR
(2,1),(1,18),-0.217428 # DEPENDENCYPART_GRANDPAR
(2,1),(1,19),0.0816629 # DEPENDENCYPART_GRANDPAR
(2,1),(1,20),0.0185953 # DEPENDENCYPART_GRANDPAR
(2,1),(1,21),-0.00674686 # DEPENDENCYPART_GRANDPAR
(2,1),(1,23),-0.230563 # DEPENDENCYPART_GRANDPAR
(2,1),(1,24),-0.688296 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.893 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.159027 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),0.193118 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),0.095788 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-0.0560566 # DEPENDENCYPART_GRANDPAR
(2,3),(3,8),0.015887 # DEPENDENCYPART_GRANDPAR
(2,3),(3,9),0.106502 # DEPENDENCYPART_GRANDPAR
(2,3),(3,11),-0.10469 # DEPENDENCYPART_GRANDPAR
(2,3),(3,18),-0.187147 # DEPENDENCYPART_GRANDPAR
(2,3),(3,21),0.0124918 # DEPENDENCYPART_GRANDPAR
(2,3),(3,24),-0.555547 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-0.893 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-0.159017 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),0.0573284 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),0.0518949 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),0.0172368 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.109828 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-1.02636 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,5),-0.152667 # DEPENDENCYPART_GRANDPAR
(3,1),(1,6),-0.395462 # DEPENDENCYPART_GRANDPAR
(3,1),(1,8),-0.479881 # DEPENDENCYPART_GRANDPAR
(3,1),(1,9),-0.164337 # DEPENDENCYPART_GRANDPAR
(3,1),(1,10),-0.307468 # DEPENDENCYPART_GRANDPAR
(3,1),(1,11),-0.475931 # DEPENDENCYPART_GRANDPAR
(3,1),(1,12),-0.616558 # DEPENDENCYPART_GRANDPAR
(3,1),(1,13),-0.315883 # DEPENDENCYPART_GRANDPAR
(3,1),(1,15),-0.425582 # DEPENDENCYPART_GRANDPAR
(3,1),(1,16),-0.324228 # DEPENDENCYPART_GRANDPAR
(3,1),(1,17),-0.485007 # DEPENDENCYPART_GRANDPAR
(3,1),(1,18),-0.471552 # DEPENDENCYPART_GRANDPAR
(3,1),(1,19),-0.194618 # DEPENDENCYPART_GRANDPAR
(3,1),(1,20),-0.318574 # DEPENDENCYPART_GRANDPAR
(3,1),(1,21),-0.261196 # DEPENDENCYPART_GRANDPAR
(3,1),(1,23),-0.557326 # DEPENDENCYPART_GRANDPAR
(3,1),(1,24),-0.820912 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.204123 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-1.46202 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,5),-0.588711 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-0.670671 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.564782 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.86408 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),-0.177274 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),-0.440546 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-0.624936 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-0.503829 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-1.02344 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),-0.202898 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),-0.148707 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.348279 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),-0.417381 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),-0.210765 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),-0.294354 # DEPENDENCYPART_GRANDPAR
(3,6),(6,11),-0.637023 # DEPENDENCYPART_GRANDPAR
(3,6),(6,12),-0.554058 # DEPENDENCYPART_GRANDPAR
(3,6),(6,13),-0.246383 # DEPENDENCYPART_GRANDPAR
(3,6),(6,14),-0.476453 # DEPENDENCYPART_GRANDPAR
(3,6),(6,15),-0.363081 # DEPENDENCYPART_GRANDPAR
(3,6),(6,16),-0.337328 # DEPENDENCYPART_GRANDPAR
(3,6),(6,17),-0.508266 # DEPENDENCYPART_GRANDPAR
(3,6),(6,18),-0.409051 # DEPENDENCYPART_GRANDPAR
(3,6),(6,19),-0.241046 # DEPENDENCYPART_GRANDPAR
(3,6),(6,20),-0.364847 # DEPENDENCYPART_GRANDPAR
(3,6),(6,21),-0.260619 # DEPENDENCYPART_GRANDPAR
(3,6),(6,23),-0.496365 # DEPENDENCYPART_GRANDPAR
(3,6),(6,24),-0.700236 # DEPENDENCYPART_GRANDPAR
(3,8),(8,4),-0.177274 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),-0.335392 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),-0.13011 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),-0.546367 # DEPENDENCYPART_GRANDPAR
(3,8),(8,12),-0.576846 # DEPENDENCYPART_GRANDPAR
(3,11),(11,1),-0.624936 # DEPENDENCYPART_GRANDPAR
(3,11),(11,2),-0.503801 # DEPENDENCYPART_GRANDPAR
(3,11),(11,3),-1.02217 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,11),(11,5),-0.147437 # DEPENDENCYPART_GRANDPAR
(3,11),(11,6),-0.466089 # DEPENDENCYPART_GRANDPAR
(3,11),(11,7),-0.361015 # DEPENDENCYPART_GRANDPAR
(3,11),(11,8),-0.475284 # DEPENDENCYPART_GRANDPAR
(3,11),(11,9),-0.230009 # DEPENDENCYPART_GRANDPAR
(3,11),(11,10),-0.28583 # DEPENDENCYPART_GRANDPAR
(3,11),(11,12),-0.553681 # DEPENDENCYPART_GRANDPAR
(3,11),(11,13),-0.247337 # DEPENDENCYPART_GRANDPAR
(3,11),(11,14),-0.476453 # DEPENDENCYPART_GRANDPAR
(3,11),(11,15),-0.362705 # DEPENDENCYPART_GRANDPAR
(3,11),(11,16),-0.337217 # DEPENDENCYPART_GRANDPAR
(3,11),(11,17),-0.508266 # DEPENDENCYPART_GRANDPAR
(3,11),(11,18),-0.408675 # DEPENDENCYPART_GRANDPAR
(3,11),(11,19),-0.242954 # DEPENDENCYPART_GRANDPAR
(3,11),(11,20),-0.365247 # DEPENDENCYPART_GRANDPAR
(3,11),(11,21),-0.260508 # DEPENDENCYPART_GRANDPAR
(3,11),(11,23),-0.495988 # DEPENDENCYPART_GRANDPAR
(3,11),(11,24),-0.699838 # DEPENDENCYPART_GRANDPAR
(3,18),(18,1),-0.670671 # DEPENDENCYPART_GRANDPAR
(3,18),(18,5),0.00915933 # DEPENDENCYPART_GRANDPAR
(3,18),(18,6),-0.445993 # DEPENDENCYPART_GRANDPAR
(3,18),(18,7),-0.336444 # DEPENDENCYPART_GRANDPAR
(3,18),(18,8),-0.317996 # DEPENDENCYPART_GRANDPAR
(3,18),(18,9),-0.104015 # DEPENDENCYPART_GRANDPAR
(3,18),(18,10),-0.254413 # DEPENDENCYPART_GRANDPAR
(3,18),(18,12),-0.454673 # DEPENDENCYPART_GRANDPAR
(3,18),(18,13),-0.249385 # DEPENDENCYPART_GRANDPAR
(3,18),(18,14),-0.464618 # DEPENDENCYPART_GRANDPAR
(3,18),(18,15),-0.263696 # DEPENDENCYPART_GRANDPAR
(3,18),(18,16),-0.26873 # DEPENDENCYPART_GRANDPAR
(3,18),(18,17),-0.316855 # DEPENDENCYPART_GRANDPAR
(3,18),(18,19),-0.154523 # DEPENDENCYPART_GRANDPAR
(3,18),(18,20),-0.316426 # DEPENDENCYPART_GRANDPAR
(3,18),(18,21),-0.236634 # DEPENDENCYPART_GRANDPAR
(3,18),(18,23),-0.516805 # DEPENDENCYPART_GRANDPAR
(3,21),(21,6),-0.41954 # DEPENDENCYPART_GRANDPAR
(3,21),(21,10),-0.22545 # DEPENDENCYPART_GRANDPAR
(3,21),(21,11),-0.500548 # DEPENDENCYPART_GRANDPAR
(3,21),(21,12),-0.556993 # DEPENDENCYPART_GRANDPAR
(3,21),(21,13),-0.21024 # DEPENDENCYPART_GRANDPAR
(3,21),(21,15),-0.366017 # DEPENDENCYPART_GRANDPAR
(3,21),(21,16),-0.2119 # DEPENDENCYPART_GRANDPAR
(3,21),(21,17),-0.348594 # DEPENDENCYPART_GRANDPAR
(3,21),(21,18),-0.412029 # DEPENDENCYPART_GRANDPAR
(3,21),(21,19),-0.148591 # DEPENDENCYPART_GRANDPAR
(3,21),(21,20),-0.249448 # DEPENDENCYPART_GRANDPAR
(3,21),(21,23),-0.559236 # DEPENDENCYPART_GRANDPAR
(3,21),(21,24),-0.737086 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.628608 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.461666 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-0.637886 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,6),-0.15079 # DEPENDENCYPART_GRANDPAR
(5,1),(1,8),-0.228078 # DEPENDENCYPART_GRANDPAR
(5,1),(1,9),-0.179917 # DEPENDENCYPART_GRANDPAR
(5,1),(1,10),-0.18085 # DEPENDENCYPART_GRANDPAR
(5,1),(1,11),-0.0683897 # DEPENDENCYPART_GRANDPAR
(5,1),(1,12),-0.461018 # DEPENDENCYPART_GRANDPAR
(5,1),(1,13),-0.317447 # DEPENDENCYPART_GRANDPAR
(5,1),(1,15),-0.360542 # DEPENDENCYPART_GRANDPAR
(5,1),(1,16),-0.260324 # DEPENDENCYPART_GRANDPAR
(5,1),(1,17),-0.451765 # DEPENDENCYPART_GRANDPAR
(5,1),(1,18),-0.539928 # DEPENDENCYPART_GRANDPAR
(5,1),(1,19),-0.175555 # DEPENDENCYPART_GRANDPAR
(5,1),(1,20),-0.171526 # DEPENDENCYPART_GRANDPAR
(5,1),(1,21),-0.221504 # DEPENDENCYPART_GRANDPAR
(5,1),(1,23),-0.569498 # DEPENDENCYPART_GRANDPAR
(5,1),(1,24),-0.75256 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.483512 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.320844 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.07393 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,1),-0.504135 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.590312 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.595559 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.07392 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.623546 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-0.663732 # DEPENDENCYPART_GRANDPAR
(5,3),(3,9),-0.518094 # DEPENDENCYPART_GRANDPAR
(5,3),(3,11),-0.541685 # DEPENDENCYPART_GRANDPAR
(5,3),(3,18),-0.975581 # DEPENDENCYPART_GRANDPAR
(5,3),(3,21),-0.526104 # DEPENDENCYPART_GRANDPAR
(5,3),(3,24),-1.0104 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-1.02728 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),-0.178265 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.144067 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.137203 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),-0.419684 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.0842261 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),-0.235154 # DEPENDENCYPART_GRANDPAR
(6,1),(1,5),0.0576766 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-0.729284 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,1),(1,8),0.170848 # DEPENDENCYPART_GRANDPAR
(6,1),(1,9),-0.0297325 # DEPENDENCYPART_GRANDPAR
(6,1),(1,10),0.0286244 # DEPENDENCYPART_GRANDPAR
(6,1),(1,11),0.255622 # DEPENDENCYPART_GRANDPAR
(6,1),(1,12),-0.0862899 # DEPENDENCYPART_GRANDPAR
(6,1),(1,13),-0.0556713 # DEPENDENCYPART_GRANDPAR
(6,1),(1,15),0.00310473 # DEPENDENCYPART_GRANDPAR
(6,1),(1,16),-0.0619652 # DEPENDENCYPART_GRANDPAR
(6,1),(1,17),-0.341988 # DEPENDENCYPART_GRANDPAR
(6,1),(1,18),-0.130901 # DEPENDENCYPART_GRANDPAR
(6,1),(1,19),-0.028694 # DEPENDENCYPART_GRANDPAR
(6,1),(1,20),0.000981608 # DEPENDENCYPART_GRANDPAR
(6,1),(1,21),0.0519561 # DEPENDENCYPART_GRANDPAR
(6,1),(1,23),-0.166071 # DEPENDENCYPART_GRANDPAR
(6,1),(1,24),-1.05819 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),0.115212 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.0432276 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),0.249484 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),0.134969 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),0.152969 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.0260771 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),0.255866 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-1.29318 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,8),-0.3306 # DEPENDENCYPART_GRANDPAR
(6,3),(3,9),-0.456689 # DEPENDENCYPART_GRANDPAR
(6,3),(3,11),-0.30924 # DEPENDENCYPART_GRANDPAR
(6,3),(3,18),-0.632349 # DEPENDENCYPART_GRANDPAR
(6,3),(3,21),-0.308833 # DEPENDENCYPART_GRANDPAR
(6,3),(3,24),-1.38176 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),0.137438 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),0.158893 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.028132 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),0.0450285 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.3306 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-0.561295 # DEPENDENCYPART_GRANDPAR
(6,8),(8,7),0.218594 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.00357331 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),0.194985 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),0.0247375 # DEPENDENCYPART_GRANDPAR
(6,10),(10,1),-0.473046 # DEPENDENCYPART_GRANDPAR
(6,10),(10,2),-0.481522 # DEPENDENCYPART_GRANDPAR
(6,10),(10,3),-0.627292 # DEPENDENCYPART_GRANDPAR
(6,10),(10,5),-0.337984 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-1.04978 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,7),0.0270859 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),-0.0755612 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),-0.366939 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.378957 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-0.357971 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-0.279829 # DEPENDENCYPART_GRANDPAR
(6,10),(10,17),-0.651339 # DEPENDENCYPART_GRANDPAR
(6,10),(10,19),-0.344542 # DEPENDENCYPART_GRANDPAR
(6,10),(10,20),-0.252287 # DEPENDENCYPART_GRANDPAR
(6,10),(10,21),-0.339439 # DEPENDENCYPART_GRANDPAR
(6,10),(10,24),-1.16256 # DEPENDENCYPART_GRANDPAR
(6,11),(11,1),-0.0908592 # DEPENDENCYPART_GRANDPAR
(6,11),(11,2),-0.0496397 # DEPENDENCYPART_GRANDPAR
(6,11),(11,3),-0.188943 # DEPENDENCYPART_GRANDPAR
(6,11),(11,5),0.0950684 # DEPENDENCYPART_GRANDPAR
(6,11),(11,6),-0.843367 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,11),(11,7),0.138297 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),0.188109 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),-0.0990766 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),0.0460989 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.022002 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),0.019704 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),-0.260373 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),0.0673927 # DEPENDENCYPART_GRANDPAR
(6,11),(11,16),0.0363309 # DEPENDENCYPART_GRANDPAR
(6,11),(11,17),-0.35543 # DEPENDENCYPART_GRANDPAR
(6,11),(11,18),-0.0666131 # DEPENDENCYPART_GRANDPAR
(6,11),(11,19),-0.0824926 # DEPENDENCYPART_GRANDPAR
(6,11),(11,20),-0.00654338 # DEPENDENCYPART_GRANDPAR
(6,11),(11,21),-0.0239635 # DEPENDENCYPART_GRANDPAR
(6,11),(11,23),-0.106331 # DEPENDENCYPART_GRANDPAR
(6,11),(11,24),-0.969262 # DEPENDENCYPART_GRANDPAR
(6,12),(12,1),-0.424524 # DEPENDENCYPART_GRANDPAR
(6,12),(12,4),-0.561295 # DEPENDENCYPART_GRANDPAR
(6,12),(12,5),-0.350042 # DEPENDENCYPART_GRANDPAR
(6,12),(12,6),-0.78875 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,12),(12,7),0.218594 # DEPENDENCYPART_GRANDPAR
(6,12),(12,8),0.274438 # DEPENDENCYPART_GRANDPAR
(6,12),(12,9),0.0458474 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),0.121476 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),0.194757 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),-0.0647125 # DEPENDENCYPART_GRANDPAR
(6,12),(12,15),0.114132 # DEPENDENCYPART_GRANDPAR
(6,12),(12,17),-0.257846 # DEPENDENCYPART_GRANDPAR
(6,12),(12,18),-0.020147 # DEPENDENCYPART_GRANDPAR
(6,12),(12,19),-0.00253482 # DEPENDENCYPART_GRANDPAR
(6,12),(12,20),-0.000442256 # DEPENDENCYPART_GRANDPAR
(6,12),(12,21),-0.0661993 # DEPENDENCYPART_GRANDPAR
(6,12),(12,23),-0.0593816 # DEPENDENCYPART_GRANDPAR
(6,12),(12,24),-0.953233 # DEPENDENCYPART_GRANDPAR
(6,15),(15,14),-0.320551 # DEPENDENCYPART_GRANDPAR
(6,15),(15,18),-0.020147 # DEPENDENCYPART_GRANDPAR
(6,15),(15,23),-0.0593816 # DEPENDENCYPART_GRANDPAR
(6,16),(16,2),-0.174661 # DEPENDENCYPART_GRANDPAR
(6,16),(16,3),-0.320458 # DEPENDENCYPART_GRANDPAR
(6,16),(16,10),0.064385 # DEPENDENCYPART_GRANDPAR
(6,16),(16,11),0.15915 # DEPENDENCYPART_GRANDPAR
(6,16),(16,12),-0.0890911 # DEPENDENCYPART_GRANDPAR
(6,16),(16,13),-0.0443417 # DEPENDENCYPART_GRANDPAR
(6,16),(16,15),0.000303502 # DEPENDENCYPART_GRANDPAR
