# _root_ Egy hétre 14 1/4 százalékon hangzottak el ajánlatok , hosszabb távra viszont drágábban , 14 1/2-3/8 százalékon lehetett pénzhez jutni .
#goldHeads=2,6,5,5,6,0,6,6,6,11,20,18,20,18,17,17,20,6,20,18,6,
#predictedHeads=2,6,5,5,6,0,6,6,6,11,20,18,20,6,17,17,20,6,20,18,6,
(13,11),(13,18),0.0164005 # DEPENDENCYPART_SIBL
(13,11),(13,19),0.0205572 # DEPENDENCYPART_SIBL
(13,11),(13,20),0.0151662 # DEPENDENCYPART_SIBL
(13,11),(13,21),0.0621801 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.00148438 # DEPENDENCYPART_SIBL
(13,12),(13,15),-0.00241429 # DEPENDENCYPART_SIBL
(13,12),(13,16),-0.00240903 # DEPENDENCYPART_SIBL
(13,12),(13,17),-0.00937621 # DEPENDENCYPART_SIBL
(13,12),(13,18),-0.0100212 # DEPENDENCYPART_SIBL
(13,12),(13,19),-0.00937083 # DEPENDENCYPART_SIBL
(13,12),(13,20),4.81357e-05 # DEPENDENCYPART_SIBL
(13,12),(13,21),0.0521066 # DEPENDENCYPART_SIBL
(13,14),(13,15),0.141323 # DEPENDENCYPART_SIBL
(13,14),(13,16),0.141337 # DEPENDENCYPART_SIBL
(13,14),(13,17),0.162364 # DEPENDENCYPART_SIBL
(13,14),(13,18),0.376037 # DEPENDENCYPART_SIBL
(13,14),(13,19),0.162399 # DEPENDENCYPART_SIBL
(13,14),(13,20),0.377506 # DEPENDENCYPART_SIBL
(13,14),(13,21),0.0898977 # DEPENDENCYPART_SIBL
(13,15),(13,16),0.0465936 # DEPENDENCYPART_SIBL
(13,15),(13,17),0.0268347 # DEPENDENCYPART_SIBL
(13,15),(13,18),0.0569072 # DEPENDENCYPART_SIBL
(13,15),(13,19),0.0268351 # DEPENDENCYPART_SIBL
(13,15),(13,20),0.0569608 # DEPENDENCYPART_SIBL
(13,15),(13,21),0.0485364 # DEPENDENCYPART_SIBL
(13,16),(13,17),0.026849 # DEPENDENCYPART_SIBL
(13,16),(13,18),0.0569239 # DEPENDENCYPART_SIBL
(13,16),(13,19),0.0268495 # DEPENDENCYPART_SIBL
(13,16),(13,20),0.0569775 # DEPENDENCYPART_SIBL
(13,16),(13,21),0.0485459 # DEPENDENCYPART_SIBL
(13,17),(13,18),0.04471 # DEPENDENCYPART_SIBL
(13,17),(13,19),-0.000575693 # DEPENDENCYPART_SIBL
(13,17),(13,20),0.0435842 # DEPENDENCYPART_SIBL
(13,17),(13,21),0.0136041 # DEPENDENCYPART_SIBL
(13,18),(13,19),0.0250099 # DEPENDENCYPART_SIBL
(13,18),(13,20),0.0221453 # DEPENDENCYPART_SIBL
(13,18),(13,21),0.10341 # DEPENDENCYPART_SIBL
(13,19),(13,20),0.0435852 # DEPENDENCYPART_SIBL
(13,19),(13,21),0.0136211 # DEPENDENCYPART_SIBL
(13,20),(13,21),0.0855443 # DEPENDENCYPART_SIBL
(15,9),(15,11),0.102178 # DEPENDENCYPART_SIBL
(15,9),(15,13),0.100068 # DEPENDENCYPART_SIBL
(15,9),(15,14),0.180644 # DEPENDENCYPART_SIBL
(15,9),(15,17),-0.0117198 # DEPENDENCYPART_SIBL
(15,9),(15,18),0.0235877 # DEPENDENCYPART_SIBL
(15,9),(15,19),-0.0115506 # DEPENDENCYPART_SIBL
(15,9),(15,20),0.0220686 # DEPENDENCYPART_SIBL
(15,9),(15,21),0.0154346 # DEPENDENCYPART_SIBL
(15,11),(15,13),0.064142 # DEPENDENCYPART_SIBL
(15,11),(15,14),0.298168 # DEPENDENCYPART_SIBL
(15,11),(15,17),0.0227289 # DEPENDENCYPART_SIBL
(15,11),(15,18),0.0737579 # DEPENDENCYPART_SIBL
(15,11),(15,19),0.0227658 # DEPENDENCYPART_SIBL
(15,11),(15,20),0.0722828 # DEPENDENCYPART_SIBL
(15,11),(15,21),0.0355001 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.236732 # DEPENDENCYPART_SIBL
(15,13),(15,17),0.00648511 # DEPENDENCYPART_SIBL
(15,13),(15,18),0.00905136 # DEPENDENCYPART_SIBL
(15,13),(15,19),0.006495 # DEPENDENCYPART_SIBL
(15,13),(15,20),0.00962629 # DEPENDENCYPART_SIBL
(15,13),(15,21),0.00806177 # DEPENDENCYPART_SIBL
(15,14),(15,17),-0.0117198 # DEPENDENCYPART_SIBL
(15,14),(15,18),0.0235877 # DEPENDENCYPART_SIBL
(15,14),(15,19),-0.0115506 # DEPENDENCYPART_SIBL
(15,14),(15,20),0.0220686 # DEPENDENCYPART_SIBL
(15,14),(15,21),0.0154346 # DEPENDENCYPART_SIBL
(15,17),(15,18),0.047139 # DEPENDENCYPART_SIBL
(15,17),(15,19),-0.0403757 # DEPENDENCYPART_SIBL
(15,17),(15,20),0.045978 # DEPENDENCYPART_SIBL
(15,17),(15,21),-0.00653519 # DEPENDENCYPART_SIBL
(15,18),(15,19),-0.00465092 # DEPENDENCYPART_SIBL
(15,18),(15,20),0.0364325 # DEPENDENCYPART_SIBL
(15,18),(15,21),0.138217 # DEPENDENCYPART_SIBL
(15,19),(15,20),0.0459791 # DEPENDENCYPART_SIBL
(15,19),(15,21),-0.00651811 # DEPENDENCYPART_SIBL
(15,20),(15,21),0.120397 # DEPENDENCYPART_SIBL
(16,11),(16,14),0.29817 # DEPENDENCYPART_SIBL
(16,11),(16,15),0.0723157 # DEPENDENCYPART_SIBL
(16,11),(16,19),0.0227659 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.157284 # DEPENDENCYPART_SIBL
(16,14),(16,19),-0.0115497 # DEPENDENCYPART_SIBL
(16,15),(16,19),0.0207423 # DEPENDENCYPART_SIBL
(17,1),(17,8),-0.0149555 # DEPENDENCYPART_SIBL
(17,1),(17,9),0.51349 # DEPENDENCYPART_SIBL
(17,1),(17,10),0.100463 # DEPENDENCYPART_SIBL
(17,1),(17,11),-0.0149555 # DEPENDENCYPART_SIBL
(17,1),(17,12),0.382681 # DEPENDENCYPART_SIBL
(17,1),(17,13),0.107416 # DEPENDENCYPART_SIBL
(17,1),(17,14),0.51349 # DEPENDENCYPART_SIBL
(17,1),(17,15),-0.027502 # DEPENDENCYPART_SIBL
(17,1),(17,16),-0.0238042 # DEPENDENCYPART_SIBL
(17,1),(17,19),-0.00416759 # DEPENDENCYPART_SIBL
(17,8),(17,9),0.641678 # DEPENDENCYPART_SIBL
(17,8),(17,10),0.0340118 # DEPENDENCYPART_SIBL
(17,8),(17,11),-0.0181086 # DEPENDENCYPART_SIBL
(17,8),(17,12),0.447083 # DEPENDENCYPART_SIBL
(17,8),(17,13),0.0481119 # DEPENDENCYPART_SIBL
(17,8),(17,14),0.641678 # DEPENDENCYPART_SIBL
(17,8),(17,15),-0.00167942 # DEPENDENCYPART_SIBL
(17,8),(17,16),0.00142798 # DEPENDENCYPART_SIBL
(17,8),(17,19),0.00337848 # DEPENDENCYPART_SIBL
(17,9),(17,10),0.0177106 # DEPENDENCYPART_SIBL
(17,9),(17,11),0.056918 # DEPENDENCYPART_SIBL
(17,9),(17,12),0.194445 # DEPENDENCYPART_SIBL
(17,9),(17,13),0.0272136 # DEPENDENCYPART_SIBL
(17,9),(17,14),0.0456244 # DEPENDENCYPART_SIBL
(17,9),(17,15),-0.0454134 # DEPENDENCYPART_SIBL
(17,9),(17,16),-0.0421081 # DEPENDENCYPART_SIBL
(17,9),(17,19),-0.00844465 # DEPENDENCYPART_SIBL
(17,10),(17,11),-0.00571717 # DEPENDENCYPART_SIBL
(17,10),(17,12),0.345642 # DEPENDENCYPART_SIBL
(17,10),(17,13),-0.00307256 # DEPENDENCYPART_SIBL
(17,10),(17,14),0.438281 # DEPENDENCYPART_SIBL
(17,10),(17,15),-0.0122983 # DEPENDENCYPART_SIBL
(17,10),(17,16),-0.0082271 # DEPENDENCYPART_SIBL
(17,10),(17,19),-0.00466126 # DEPENDENCYPART_SIBL
(17,11),(17,12),0.447083 # DEPENDENCYPART_SIBL
(17,11),(17,13),0.0481119 # DEPENDENCYPART_SIBL
(17,11),(17,14),0.641678 # DEPENDENCYPART_SIBL
(17,11),(17,15),-0.00167942 # DEPENDENCYPART_SIBL
(17,11),(17,16),0.00142798 # DEPENDENCYPART_SIBL
(17,11),(17,19),0.00337848 # DEPENDENCYPART_SIBL
(17,12),(17,13),-0.0536514 # DEPENDENCYPART_SIBL
(17,12),(17,14),0.00436461 # DEPENDENCYPART_SIBL
(17,12),(17,15),-0.00501841 # DEPENDENCYPART_SIBL
(17,12),(17,16),0.000407987 # DEPENDENCYPART_SIBL
(17,12),(17,19),-0.0396982 # DEPENDENCYPART_SIBL
(17,13),(17,14),0.442132 # DEPENDENCYPART_SIBL
(17,13),(17,15),-0.00845315 # DEPENDENCYPART_SIBL
(17,13),(17,16),-0.00438193 # DEPENDENCYPART_SIBL
(17,13),(17,19),-0.00411384 # DEPENDENCYPART_SIBL
(17,14),(17,15),-0.0454134 # DEPENDENCYPART_SIBL
(17,14),(17,16),-0.0421081 # DEPENDENCYPART_SIBL
(17,14),(17,19),-0.00844465 # DEPENDENCYPART_SIBL
(17,15),(17,16),0.0254811 # DEPENDENCYPART_SIBL
(17,15),(17,19),0.0154023 # DEPENDENCYPART_SIBL
(17,16),(17,19),0.0154454 # DEPENDENCYPART_SIBL
(18,1),(18,2),-0.0155247 # DEPENDENCYPART_SIBL
(18,1),(18,3),-0.0834825 # DEPENDENCYPART_SIBL
(18,1),(18,5),-0.0105809 # DEPENDENCYPART_SIBL
(18,1),(18,6),-0.0430396 # DEPENDENCYPART_SIBL
(18,1),(18,8),-0.0136247 # DEPENDENCYPART_SIBL
(18,1),(18,9),0.097701 # DEPENDENCYPART_SIBL
(18,1),(18,10),0.00246441 # DEPENDENCYPART_SIBL
(18,1),(18,11),-0.0136247 # DEPENDENCYPART_SIBL
(18,1),(18,12),0.115409 # DEPENDENCYPART_SIBL
(18,1),(18,13),0.00247613 # DEPENDENCYPART_SIBL
(18,1),(18,14),0.097701 # DEPENDENCYPART_SIBL
(18,1),(18,15),-0.0834825 # DEPENDENCYPART_SIBL
(18,1),(18,16),-0.0830815 # DEPENDENCYPART_SIBL
(18,1),(18,17),-0.0105809 # DEPENDENCYPART_SIBL
(18,1),(18,19),-0.023661 # DEPENDENCYPART_SIBL
(18,1),(18,20),-0.0513959 # DEPENDENCYPART_SIBL
(18,1),(18,21),-0.0204874 # DEPENDENCYPART_SIBL
(18,2),(18,3),-0.0156618 # DEPENDENCYPART_SIBL
(18,2),(18,5),-0.021603 # DEPENDENCYPART_SIBL
(18,2),(18,6),-0.0069663 # DEPENDENCYPART_SIBL
(18,2),(18,8),-0.0236284 # DEPENDENCYPART_SIBL
(18,2),(18,9),0.0773507 # DEPENDENCYPART_SIBL
(18,2),(18,10),-0.00475494 # DEPENDENCYPART_SIBL
(18,2),(18,11),-0.0236284 # DEPENDENCYPART_SIBL
(18,2),(18,12),0.0853552 # DEPENDENCYPART_SIBL
(18,2),(18,13),-0.00116632 # DEPENDENCYPART_SIBL
(18,2),(18,14),0.0773507 # DEPENDENCYPART_SIBL
(18,2),(18,15),-0.0156618 # DEPENDENCYPART_SIBL
(18,2),(18,16),-0.0157533 # DEPENDENCYPART_SIBL
(18,2),(18,17),-0.021603 # DEPENDENCYPART_SIBL
(18,2),(18,19),-0.0481323 # DEPENDENCYPART_SIBL
(18,2),(18,20),-0.0556241 # DEPENDENCYPART_SIBL
(18,2),(18,21),-0.00323065 # DEPENDENCYPART_SIBL
(18,3),(18,5),0.0202748 # DEPENDENCYPART_SIBL
(18,3),(18,6),-0.0245482 # DEPENDENCYPART_SIBL
(18,3),(18,8),0.0172311 # DEPENDENCYPART_SIBL
(18,3),(18,9),0.049068 # DEPENDENCYPART_SIBL
(18,3),(18,10),-0.0277873 # DEPENDENCYPART_SIBL
(18,3),(18,11),0.0172311 # DEPENDENCYPART_SIBL
(18,3),(18,12),0.12714 # DEPENDENCYPART_SIBL
(18,3),(18,13),-0.0277756 # DEPENDENCYPART_SIBL
(18,3),(18,14),0.049068 # DEPENDENCYPART_SIBL
(18,3),(18,15),-0.0298745 # DEPENDENCYPART_SIBL
(18,3),(18,16),-0.0294748 # DEPENDENCYPART_SIBL
(18,3),(18,17),0.0202748 # DEPENDENCYPART_SIBL
(18,3),(18,19),-0.00114339 # DEPENDENCYPART_SIBL
(18,3),(18,20),-0.0290972 # DEPENDENCYPART_SIBL
(18,3),(18,21),0.01146 # DEPENDENCYPART_SIBL
(18,5),(18,6),-0.00158948 # DEPENDENCYPART_SIBL
(18,5),(18,8),-0.0101806 # DEPENDENCYPART_SIBL
(18,5),(18,9),0.0827787 # DEPENDENCYPART_SIBL
(18,5),(18,10),0.00109814 # DEPENDENCYPART_SIBL
(18,5),(18,11),-0.0101806 # DEPENDENCYPART_SIBL
(18,5),(18,12),0.0930238 # DEPENDENCYPART_SIBL
(18,5),(18,13),0.00468676 # DEPENDENCYPART_SIBL
(18,5),(18,14),0.0827787 # DEPENDENCYPART_SIBL
(18,5),(18,15),-0.0102849 # DEPENDENCYPART_SIBL
(18,5),(18,16),-0.0103765 # DEPENDENCYPART_SIBL
(18,5),(18,17),-0.00815523 # DEPENDENCYPART_SIBL
(18,5),(18,19),-0.0408752 # DEPENDENCYPART_SIBL
(18,5),(18,20),-0.0483296 # DEPENDENCYPART_SIBL
(18,5),(18,21),0.017766 # DEPENDENCYPART_SIBL
(18,6),(18,8),-0.0166436 # DEPENDENCYPART_SIBL
(18,6),(18,9),0.060703 # DEPENDENCYPART_SIBL
(18,6),(18,10),-0.00530857 # DEPENDENCYPART_SIBL
(18,6),(18,11),-0.0166436 # DEPENDENCYPART_SIBL
(18,6),(18,12),-0.00832402 # DEPENDENCYPART_SIBL
(18,6),(18,13),-0.00528713 # DEPENDENCYPART_SIBL
(18,6),(18,14),0.060703 # DEPENDENCYPART_SIBL
(18,6),(18,15),-0.02482 # DEPENDENCYPART_SIBL
(18,6),(18,16),-0.0248149 # DEPENDENCYPART_SIBL
(18,6),(18,17),-0.00845032 # DEPENDENCYPART_SIBL
(18,6),(18,19),-0.0266941 # DEPENDENCYPART_SIBL
(18,6),(18,20),-0.038732 # DEPENDENCYPART_SIBL
(18,6),(18,21),0.0156737 # DEPENDENCYPART_SIBL
(18,8),(18,9),0.0781515 # DEPENDENCYPART_SIBL
(18,8),(18,10),-0.00352904 # DEPENDENCYPART_SIBL
(18,8),(18,11),-0.0217704 # DEPENDENCYPART_SIBL
(18,8),(18,12),0.0861049 # DEPENDENCYPART_SIBL
(18,8),(18,13),5.95783e-05 # DEPENDENCYPART_SIBL
(18,8),(18,14),0.0781515 # DEPENDENCYPART_SIBL
(18,8),(18,15),-0.0149121 # DEPENDENCYPART_SIBL
(18,8),(18,16),-0.0150037 # DEPENDENCYPART_SIBL
(18,8),(18,17),-0.019745 # DEPENDENCYPART_SIBL
(18,8),(18,19),-0.0457692 # DEPENDENCYPART_SIBL
(18,8),(18,20),-0.0520301 # DEPENDENCYPART_SIBL
(18,8),(18,21),-0.000868613 # DEPENDENCYPART_SIBL
(18,9),(18,10),-0.00676 # DEPENDENCYPART_SIBL
(18,9),(18,11),0.00362698 # DEPENDENCYPART_SIBL
(18,9),(18,12),0.0478392 # DEPENDENCYPART_SIBL
(18,9),(18,13),-0.00546225 # DEPENDENCYPART_SIBL
(18,9),(18,14),-0.00811155 # DEPENDENCYPART_SIBL
(18,9),(18,15),-0.026051 # DEPENDENCYPART_SIBL
(18,9),(18,16),-0.0260409 # DEPENDENCYPART_SIBL
(18,9),(18,17),0.0169019 # DEPENDENCYPART_SIBL
(18,9),(18,19),-0.0698139 # DEPENDENCYPART_SIBL
(18,9),(18,20),-0.0701594 # DEPENDENCYPART_SIBL
(18,9),(18,21),-0.0212225 # DEPENDENCYPART_SIBL
(18,10),(18,11),-0.00788963 # DEPENDENCYPART_SIBL
(18,10),(18,12),0.115394 # DEPENDENCYPART_SIBL
(18,10),(18,13),-0.0262006 # DEPENDENCYPART_SIBL
(18,10),(18,14),0.0350354 # DEPENDENCYPART_SIBL
(18,10),(18,15),-0.0371828 # DEPENDENCYPART_SIBL
(18,10),(18,16),-0.036783 # DEPENDENCYPART_SIBL
(18,10),(18,17),-0.00542208 # DEPENDENCYPART_SIBL
(18,10),(18,19),-0.00236706 # DEPENDENCYPART_SIBL
(18,10),(18,20),-0.0161306 # DEPENDENCYPART_SIBL
(18,10),(18,21),0.019879 # DEPENDENCYPART_SIBL
(18,11),(18,12),0.0861049 # DEPENDENCYPART_SIBL
(18,11),(18,13),5.95783e-05 # DEPENDENCYPART_SIBL
(18,11),(18,14),0.0781515 # DEPENDENCYPART_SIBL
(18,11),(18,15),-0.0149121 # DEPENDENCYPART_SIBL
(18,11),(18,16),-0.0150037 # DEPENDENCYPART_SIBL
(18,11),(18,17),-0.019745 # DEPENDENCYPART_SIBL
(18,11),(18,19),-0.0457692 # DEPENDENCYPART_SIBL
(18,11),(18,20),-0.0520301 # DEPENDENCYPART_SIBL
(18,11),(18,21),-0.000868613 # DEPENDENCYPART_SIBL
(18,12),(18,13),0.000670056 # DEPENDENCYPART_SIBL
(18,12),(18,14),0.0161486 # DEPENDENCYPART_SIBL
(18,12),(18,15),-0.0122036 # DEPENDENCYPART_SIBL
(18,12),(18,16),-0.0110308 # DEPENDENCYPART_SIBL
(18,12),(18,17),-0.018914 # DEPENDENCYPART_SIBL
(18,12),(18,19),-0.024364 # DEPENDENCYPART_SIBL
(18,12),(18,20),0.0639157 # DEPENDENCYPART_SIBL
(18,12),(18,21),0.147496 # DEPENDENCYPART_SIBL
(18,13),(18,14),0.0350421 # DEPENDENCYPART_SIBL
(18,13),(18,15),-0.0371812 # DEPENDENCYPART_SIBL
(18,13),(18,16),-0.0367813 # DEPENDENCYPART_SIBL
(18,13),(18,17),-0.00540977 # DEPENDENCYPART_SIBL
(18,13),(18,19),-0.00221558 # DEPENDENCYPART_SIBL
(18,13),(18,20),-0.0160887 # DEPENDENCYPART_SIBL
(18,13),(18,21),0.0199413 # DEPENDENCYPART_SIBL
(18,14),(18,15),-0.026051 # DEPENDENCYPART_SIBL
(18,14),(18,16),-0.0260409 # DEPENDENCYPART_SIBL
(18,14),(18,17),0.0169019 # DEPENDENCYPART_SIBL
(18,14),(18,19),-0.0698139 # DEPENDENCYPART_SIBL
(18,14),(18,20),-0.0701594 # DEPENDENCYPART_SIBL
(18,14),(18,21),-0.0212225 # DEPENDENCYPART_SIBL
(18,15),(18,16),-0.0294748 # DEPENDENCYPART_SIBL
(18,15),(18,17),0.0202748 # DEPENDENCYPART_SIBL
(18,15),(18,19),-0.00114339 # DEPENDENCYPART_SIBL
(18,15),(18,20),-0.0290972 # DEPENDENCYPART_SIBL
(18,15),(18,21),0.01146 # DEPENDENCYPART_SIBL
(18,16),(18,17),0.0202865 # DEPENDENCYPART_SIBL
(18,16),(18,19),-0.00111821 # DEPENDENCYPART_SIBL
(18,16),(18,20),-0.0290878 # DEPENDENCYPART_SIBL
(18,16),(18,21),0.0114839 # DEPENDENCYPART_SIBL
(18,17),(18,19),-0.0408752 # DEPENDENCYPART_SIBL
(18,17),(18,20),-0.0483296 # DEPENDENCYPART_SIBL
(18,17),(18,21),0.017766 # DEPENDENCYPART_SIBL
(18,19),(18,20),-0.0225044 # DEPENDENCYPART_SIBL
(18,19),(18,21),-0.0164344 # DEPENDENCYPART_SIBL
(18,20),(18,21),0.0660053 # DEPENDENCYPART_SIBL
(19,10),(19,12),0.344428 # DEPENDENCYPART_SIBL
(19,10),(19,13),-0.00617496 # DEPENDENCYPART_SIBL
(19,10),(19,14),0.43707 # DEPENDENCYPART_SIBL
(19,10),(19,15),-0.0178282 # DEPENDENCYPART_SIBL
(19,10),(19,17),-0.00860231 # DEPENDENCYPART_SIBL
(19,10),(19,18),0.108424 # DEPENDENCYPART_SIBL
(19,12),(19,13),-0.0555393 # DEPENDENCYPART_SIBL
(19,12),(19,14),0.00436816 # DEPENDENCYPART_SIBL
(19,12),(19,15),-0.00811927 # DEPENDENCYPART_SIBL
(19,12),(19,17),-0.0475835 # DEPENDENCYPART_SIBL
(19,12),(19,18),0.0990213 # DEPENDENCYPART_SIBL
(19,13),(19,14),0.440921 # DEPENDENCYPART_SIBL
(19,13),(19,15),-0.013983 # DEPENDENCYPART_SIBL
(19,13),(19,17),-0.00474551 # DEPENDENCYPART_SIBL
(19,13),(19,18),0.112277 # DEPENDENCYPART_SIBL
(19,14),(19,15),-0.0485064 # DEPENDENCYPART_SIBL
(19,14),(19,17),0.0613246 # DEPENDENCYPART_SIBL
(19,14),(19,18),0.137171 # DEPENDENCYPART_SIBL
(19,15),(19,17),-0.0218597 # DEPENDENCYPART_SIBL
(19,15),(19,18),0.0843398 # DEPENDENCYPART_SIBL
(19,17),(19,18),0.149507 # DEPENDENCYPART_SIBL
(20,1),(20,2),-0.0337081 # DEPENDENCYPART_SIBL
(20,1),(20,3),-0.0850584 # DEPENDENCYPART_SIBL
(20,1),(20,5),-0.0287643 # DEPENDENCYPART_SIBL
(20,1),(20,6),-0.0529777 # DEPENDENCYPART_SIBL
(20,1),(20,8),-0.0318081 # DEPENDENCYPART_SIBL
(20,1),(20,9),0.09545 # DEPENDENCYPART_SIBL
(20,1),(20,10),0.0125656 # DEPENDENCYPART_SIBL
(20,1),(20,11),-0.0318081 # DEPENDENCYPART_SIBL
(20,1),(20,12),0.115806 # DEPENDENCYPART_SIBL
(20,1),(20,13),0.0125773 # DEPENDENCYPART_SIBL
(20,1),(20,14),0.09545 # DEPENDENCYPART_SIBL
(20,1),(20,15),-0.0850584 # DEPENDENCYPART_SIBL
(20,1),(20,16),-0.0846573 # DEPENDENCYPART_SIBL
(20,1),(20,17),-0.0287643 # DEPENDENCYPART_SIBL
(20,1),(20,18),-0.0544412 # DEPENDENCYPART_SIBL
(20,1),(20,19),-0.0318081 # DEPENDENCYPART_SIBL
(20,1),(20,21),-0.04972 # DEPENDENCYPART_SIBL
(20,2),(20,3),-0.0256949 # DEPENDENCYPART_SIBL
(20,2),(20,5),-0.0512213 # DEPENDENCYPART_SIBL
(20,2),(20,6),-0.0263283 # DEPENDENCYPART_SIBL
(20,2),(20,8),-0.0532467 # DEPENDENCYPART_SIBL
(20,2),(20,9),0.0645385 # DEPENDENCYPART_SIBL
(20,2),(20,10),0.00225029 # DEPENDENCYPART_SIBL
(20,2),(20,11),-0.0532467 # DEPENDENCYPART_SIBL
(20,2),(20,12),0.0803287 # DEPENDENCYPART_SIBL
(20,2),(20,13),0.00583891 # DEPENDENCYPART_SIBL
(20,2),(20,14),0.0645385 # DEPENDENCYPART_SIBL
(20,2),(20,15),-0.0256949 # DEPENDENCYPART_SIBL
(20,2),(20,16),-0.0257864 # DEPENDENCYPART_SIBL
(20,2),(20,17),-0.0512213 # DEPENDENCYPART_SIBL
(20,2),(20,18),-0.0336095 # DEPENDENCYPART_SIBL
(20,2),(20,19),-0.0532467 # DEPENDENCYPART_SIBL
(20,2),(20,21),-0.0157139 # DEPENDENCYPART_SIBL
(20,3),(20,5),0.00209082 # DEPENDENCYPART_SIBL
(20,3),(20,6),-0.0344868 # DEPENDENCYPART_SIBL
(20,3),(20,8),-0.000952925 # DEPENDENCYPART_SIBL
(20,3),(20,9),0.0468166 # DEPENDENCYPART_SIBL
(20,3),(20,10),-0.0176867 # DEPENDENCYPART_SIBL
(20,3),(20,11),-0.000952925 # DEPENDENCYPART_SIBL
(20,3),(20,12),0.127537 # DEPENDENCYPART_SIBL
(20,3),(20,13),-0.017675 # DEPENDENCYPART_SIBL
(20,3),(20,14),0.0468166 # DEPENDENCYPART_SIBL
(20,3),(20,15),-0.0314507 # DEPENDENCYPART_SIBL
(20,3),(20,16),-0.031051 # DEPENDENCYPART_SIBL
(20,3),(20,17),0.00209082 # DEPENDENCYPART_SIBL
(20,3),(20,18),-0.0359502 # DEPENDENCYPART_SIBL
(20,3),(20,19),-0.000952946 # DEPENDENCYPART_SIBL
(20,3),(20,21),-0.0177727 # DEPENDENCYPART_SIBL
(20,5),(20,6),-0.0209515 # DEPENDENCYPART_SIBL
(20,5),(20,8),-0.0397989 # DEPENDENCYPART_SIBL
(20,5),(20,9),0.0699665 # DEPENDENCYPART_SIBL
(20,5),(20,10),0.00810337 # DEPENDENCYPART_SIBL
(20,5),(20,11),-0.0397989 # DEPENDENCYPART_SIBL
(20,5),(20,12),0.0879973 # DEPENDENCYPART_SIBL
(20,5),(20,13),0.011692 # DEPENDENCYPART_SIBL
(20,5),(20,14),0.0699665 # DEPENDENCYPART_SIBL
(20,5),(20,15),-0.0203181 # DEPENDENCYPART_SIBL
(20,5),(20,16),-0.0204096 # DEPENDENCYPART_SIBL
(20,5),(20,17),-0.0377735 # DEPENDENCYPART_SIBL
(20,5),(20,18),-0.0282327 # DEPENDENCYPART_SIBL
(20,5),(20,19),-0.039799 # DEPENDENCYPART_SIBL
(20,5),(20,21),0.00528279 # DEPENDENCYPART_SIBL
(20,6),(20,8),-0.034604 # DEPENDENCYPART_SIBL
(20,6),(20,9),0.0655469 # DEPENDENCYPART_SIBL
(20,6),(20,10),0.00688184 # DEPENDENCYPART_SIBL
(20,6),(20,11),-0.034604 # DEPENDENCYPART_SIBL
(20,6),(20,12),-0.00608766 # DEPENDENCYPART_SIBL
(20,6),(20,13),0.00690328 # DEPENDENCYPART_SIBL
(20,6),(20,14),0.0655469 # DEPENDENCYPART_SIBL
(20,6),(20,15),-0.0248009 # DEPENDENCYPART_SIBL
(20,6),(20,16),-0.0247959 # DEPENDENCYPART_SIBL
(20,6),(20,17),-0.0264107 # DEPENDENCYPART_SIBL
(20,6),(20,18),-0.0362205 # DEPENDENCYPART_SIBL
(20,6),(20,19),-0.034604 # DEPENDENCYPART_SIBL
(20,6),(20,21),-0.00586083 # DEPENDENCYPART_SIBL
(20,8),(20,9),0.0653393 # DEPENDENCYPART_SIBL
(20,8),(20,10),0.00347619 # DEPENDENCYPART_SIBL
(20,8),(20,11),-0.0513887 # DEPENDENCYPART_SIBL
(20,8),(20,12),0.0810784 # DEPENDENCYPART_SIBL
(20,8),(20,13),0.00706481 # DEPENDENCYPART_SIBL
(20,8),(20,14),0.0653393 # DEPENDENCYPART_SIBL
(20,8),(20,15),-0.0249452 # DEPENDENCYPART_SIBL
(20,8),(20,16),-0.0250368 # DEPENDENCYPART_SIBL
(20,8),(20,17),-0.0493633 # DEPENDENCYPART_SIBL
(20,8),(20,18),-0.0328599 # DEPENDENCYPART_SIBL
(20,8),(20,19),-0.0513887 # DEPENDENCYPART_SIBL
(20,8),(20,21),-0.0133518 # DEPENDENCYPART_SIBL
(20,9),(20,10),-0.0365973 # DEPENDENCYPART_SIBL
(20,9),(20,11),-0.070044 # DEPENDENCYPART_SIBL
(20,9),(20,12),0.0108043 # DEPENDENCYPART_SIBL
(20,9),(20,13),-0.0352996 # DEPENDENCYPART_SIBL
(20,9),(20,14),-0.0481772 # DEPENDENCYPART_SIBL
(20,9),(20,15),-0.0663787 # DEPENDENCYPART_SIBL
(20,9),(20,16),-0.0663687 # DEPENDENCYPART_SIBL
(20,9),(20,17),-0.0567691 # DEPENDENCYPART_SIBL
(20,9),(20,18),-0.0295503 # DEPENDENCYPART_SIBL
(20,9),(20,19),-0.070044 # DEPENDENCYPART_SIBL
(20,9),(20,21),-0.00742556 # DEPENDENCYPART_SIBL
(20,10),(20,11),-0.0278245 # DEPENDENCYPART_SIBL
(20,10),(20,12),0.11459 # DEPENDENCYPART_SIBL
(20,10),(20,13),-0.0173313 # DEPENDENCYPART_SIBL
(20,10),(20,14),0.0316994 # DEPENDENCYPART_SIBL
(20,10),(20,15),-0.0401084 # DEPENDENCYPART_SIBL
