# _root_ A versenyeken továbbra is lassúak voltunk , és egy idő után arra a következtetésre jutottunk , hogy valószínűleg nem bennünk van a hiba .
#goldHeads=2,6,6,6,6,8,8,0,10,11,15,14,14,15,8,15,15,21,21,21,12,23,21,8,
#predictedHeads=2,6,6,6,6,8,8,0,10,11,15,14,14,15,8,15,15,21,21,21,12,23,21,8,
(11,3),(11,21),0.0288717 # DEPENDENCYPART_SIBL
(11,3),(11,23),-0.00580435 # DEPENDENCYPART_SIBL
(11,4),(11,5),-0.0446111 # DEPENDENCYPART_SIBL
(11,4),(11,7),-0.0434091 # DEPENDENCYPART_SIBL
(11,4),(11,8),-0.0337866 # DEPENDENCYPART_SIBL
(11,4),(11,10),-0.176651 # DEPENDENCYPART_SIBL
(11,4),(11,14),-0.0597885 # DEPENDENCYPART_SIBL
(11,4),(11,16),-0.0368279 # DEPENDENCYPART_SIBL
(11,4),(11,18),-0.0314276 # DEPENDENCYPART_SIBL
(11,4),(11,21),-0.00193489 # DEPENDENCYPART_SIBL
(11,4),(11,23),-0.0597896 # DEPENDENCYPART_SIBL
(11,5),(11,7),0.170414 # DEPENDENCYPART_SIBL
(11,5),(11,8),0.339894 # DEPENDENCYPART_SIBL
(11,5),(11,10),-0.109491 # DEPENDENCYPART_SIBL
(11,5),(11,14),-0.0173951 # DEPENDENCYPART_SIBL
(11,5),(11,16),-0.0303003 # DEPENDENCYPART_SIBL
(11,5),(11,18),-0.00419567 # DEPENDENCYPART_SIBL
(11,5),(11,21),-0.0112998 # DEPENDENCYPART_SIBL
(11,5),(11,23),-0.0173951 # DEPENDENCYPART_SIBL
(11,7),(11,8),0.179055 # DEPENDENCYPART_SIBL
(11,7),(11,10),0.0062699 # DEPENDENCYPART_SIBL
(11,7),(11,14),-0.0529054 # DEPENDENCYPART_SIBL
(11,7),(11,16),-0.0882452 # DEPENDENCYPART_SIBL
(11,7),(11,18),-0.0410514 # DEPENDENCYPART_SIBL
(11,7),(11,21),0.031492 # DEPENDENCYPART_SIBL
(11,7),(11,23),-0.0529065 # DEPENDENCYPART_SIBL
(11,8),(11,10),0.00658892 # DEPENDENCYPART_SIBL
(11,8),(11,14),-0.0540991 # DEPENDENCYPART_SIBL
(11,8),(11,16),-0.0527443 # DEPENDENCYPART_SIBL
(11,8),(11,18),-0.0217985 # DEPENDENCYPART_SIBL
(11,8),(11,21),-0.0357219 # DEPENDENCYPART_SIBL
(11,8),(11,23),-0.0541002 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.062354 # DEPENDENCYPART_SIBL
(11,10),(11,16),-0.065569 # DEPENDENCYPART_SIBL
(11,10),(11,18),-0.0520936 # DEPENDENCYPART_SIBL
(11,10),(11,21),-0.0134242 # DEPENDENCYPART_SIBL
(11,10),(11,23),-0.0623585 # DEPENDENCYPART_SIBL
(11,14),(11,16),0.142846 # DEPENDENCYPART_SIBL
(11,14),(11,18),0.0570695 # DEPENDENCYPART_SIBL
(11,14),(11,21),0.130717 # DEPENDENCYPART_SIBL
(11,14),(11,23),0.0853586 # DEPENDENCYPART_SIBL
(11,16),(11,18),0.106439 # DEPENDENCYPART_SIBL
(11,16),(11,21),0.336233 # DEPENDENCYPART_SIBL
(11,16),(11,23),0.112803 # DEPENDENCYPART_SIBL
(11,18),(11,21),0.0542444 # DEPENDENCYPART_SIBL
(11,18),(11,23),0.0623459 # DEPENDENCYPART_SIBL
(11,21),(11,23),0.0551032 # DEPENDENCYPART_SIBL
(12,2),(12,3),0.166922 # DEPENDENCYPART_SIBL
(12,2),(12,4),0.19085 # DEPENDENCYPART_SIBL
(12,2),(12,5),0.105671 # DEPENDENCYPART_SIBL
(12,2),(12,6),0.0949953 # DEPENDENCYPART_SIBL
(12,2),(12,7),0.188199 # DEPENDENCYPART_SIBL
(12,2),(12,8),0.345586 # DEPENDENCYPART_SIBL
(12,2),(12,10),0.0844452 # DEPENDENCYPART_SIBL
(12,2),(12,11),0.0704591 # DEPENDENCYPART_SIBL
(12,2),(12,14),0.000621931 # DEPENDENCYPART_SIBL
(12,2),(12,15),-0.0145583 # DEPENDENCYPART_SIBL
(12,2),(12,16),0.0181009 # DEPENDENCYPART_SIBL
(12,2),(12,17),-0.050488 # DEPENDENCYPART_SIBL
(12,2),(12,18),-0.0247834 # DEPENDENCYPART_SIBL
(12,2),(12,19),-0.0175711 # DEPENDENCYPART_SIBL
(12,2),(12,20),-0.0245682 # DEPENDENCYPART_SIBL
(12,2),(12,21),0.000410984 # DEPENDENCYPART_SIBL
(12,2),(12,23),0.000617364 # DEPENDENCYPART_SIBL
(12,2),(12,24),0.0481501 # DEPENDENCYPART_SIBL
(12,3),(12,4),0.189027 # DEPENDENCYPART_SIBL
(12,3),(12,5),0.106384 # DEPENDENCYPART_SIBL
(12,3),(12,6),0.0806278 # DEPENDENCYPART_SIBL
(12,3),(12,7),0.0311461 # DEPENDENCYPART_SIBL
(12,3),(12,8),0.129568 # DEPENDENCYPART_SIBL
(12,3),(12,10),0.171665 # DEPENDENCYPART_SIBL
(12,3),(12,11),0.0935097 # DEPENDENCYPART_SIBL
(12,3),(12,14),0.035807 # DEPENDENCYPART_SIBL
(12,3),(12,15),-0.00114617 # DEPENDENCYPART_SIBL
(12,3),(12,16),0.0361694 # DEPENDENCYPART_SIBL
(12,3),(12,17),-0.0197776 # DEPENDENCYPART_SIBL
(12,3),(12,18),-0.0118482 # DEPENDENCYPART_SIBL
(12,3),(12,19),0.00202323 # DEPENDENCYPART_SIBL
(12,3),(12,20),-0.0109094 # DEPENDENCYPART_SIBL
(12,3),(12,21),0.0156981 # DEPENDENCYPART_SIBL
(12,3),(12,23),0.0357958 # DEPENDENCYPART_SIBL
(12,3),(12,24),0.151167 # DEPENDENCYPART_SIBL
(12,4),(12,5),0.118577 # DEPENDENCYPART_SIBL
(12,4),(12,6),0.161189 # DEPENDENCYPART_SIBL
(12,4),(12,7),0.0521466 # DEPENDENCYPART_SIBL
(12,4),(12,8),0.0161615 # DEPENDENCYPART_SIBL
(12,4),(12,10),0.0801671 # DEPENDENCYPART_SIBL
(12,4),(12,11),0.0419545 # DEPENDENCYPART_SIBL
(12,4),(12,14),0.025338 # DEPENDENCYPART_SIBL
(12,4),(12,15),0.0195014 # DEPENDENCYPART_SIBL
(12,4),(12,16),0.0717356 # DEPENDENCYPART_SIBL
(12,4),(12,17),0.00159388 # DEPENDENCYPART_SIBL
(12,4),(12,18),-0.010686 # DEPENDENCYPART_SIBL
(12,4),(12,19),0.00570884 # DEPENDENCYPART_SIBL
(12,4),(12,20),-0.010686 # DEPENDENCYPART_SIBL
(12,4),(12,21),0.0172858 # DEPENDENCYPART_SIBL
(12,4),(12,23),0.0253369 # DEPENDENCYPART_SIBL
(12,4),(12,24),0.111059 # DEPENDENCYPART_SIBL
(12,5),(12,6),0.0984315 # DEPENDENCYPART_SIBL
(12,5),(12,7),0.163721 # DEPENDENCYPART_SIBL
(12,5),(12,8),0.301384 # DEPENDENCYPART_SIBL
(12,5),(12,10),0.0900768 # DEPENDENCYPART_SIBL
(12,5),(12,11),0.0732153 # DEPENDENCYPART_SIBL
(12,5),(12,14),0.0066599 # DEPENDENCYPART_SIBL
(12,5),(12,15),-0.0217277 # DEPENDENCYPART_SIBL
(12,5),(12,16),0.00528418 # DEPENDENCYPART_SIBL
(12,5),(12,17),-0.0212909 # DEPENDENCYPART_SIBL
(12,5),(12,18),-0.0247248 # DEPENDENCYPART_SIBL
(12,5),(12,19),-0.013121 # DEPENDENCYPART_SIBL
(12,5),(12,20),-0.0246006 # DEPENDENCYPART_SIBL
(12,5),(12,21),-0.0332217 # DEPENDENCYPART_SIBL
(12,5),(12,23),0.0066599 # DEPENDENCYPART_SIBL
(12,5),(12,24),0.0448196 # DEPENDENCYPART_SIBL
(12,6),(12,7),0.232444 # DEPENDENCYPART_SIBL
(12,6),(12,8),0.170883 # DEPENDENCYPART_SIBL
(12,6),(12,10),0.0839187 # DEPENDENCYPART_SIBL
(12,6),(12,11),0.042218 # DEPENDENCYPART_SIBL
(12,6),(12,14),0.0155022 # DEPENDENCYPART_SIBL
(12,6),(12,15),0.0115094 # DEPENDENCYPART_SIBL
(12,6),(12,16),0.0319826 # DEPENDENCYPART_SIBL
(12,6),(12,17),-0.00350686 # DEPENDENCYPART_SIBL
(12,6),(12,18),-0.0111742 # DEPENDENCYPART_SIBL
(12,6),(12,19),0.000970508 # DEPENDENCYPART_SIBL
(12,6),(12,20),-0.0110407 # DEPENDENCYPART_SIBL
(12,6),(12,21),0.0215766 # DEPENDENCYPART_SIBL
(12,6),(12,23),0.0154997 # DEPENDENCYPART_SIBL
(12,6),(12,24),0.0865848 # DEPENDENCYPART_SIBL
(12,7),(12,8),0.245622 # DEPENDENCYPART_SIBL
(12,7),(12,10),0.15509 # DEPENDENCYPART_SIBL
(12,7),(12,11),0.103291 # DEPENDENCYPART_SIBL
(12,7),(12,14),0.0822815 # DEPENDENCYPART_SIBL
(12,7),(12,15),0.0168266 # DEPENDENCYPART_SIBL
(12,7),(12,16),0.0432059 # DEPENDENCYPART_SIBL
(12,7),(12,17),-0.00845038 # DEPENDENCYPART_SIBL
(12,7),(12,18),-0.00802212 # DEPENDENCYPART_SIBL
(12,7),(12,19),-0.000864932 # DEPENDENCYPART_SIBL
(12,7),(12,20),-0.00802174 # DEPENDENCYPART_SIBL
(12,7),(12,21),0.0594507 # DEPENDENCYPART_SIBL
(12,7),(12,23),0.0822804 # DEPENDENCYPART_SIBL
(12,7),(12,24),0.107553 # DEPENDENCYPART_SIBL
(12,8),(12,10),0.163596 # DEPENDENCYPART_SIBL
(12,8),(12,11),0.0235254 # DEPENDENCYPART_SIBL
(12,8),(12,14),0.0441699 # DEPENDENCYPART_SIBL
(12,8),(12,15),-0.00303845 # DEPENDENCYPART_SIBL
(12,8),(12,16),0.0720354 # DEPENDENCYPART_SIBL
(12,8),(12,17),-0.0172108 # DEPENDENCYPART_SIBL
(12,8),(12,18),0.0102518 # DEPENDENCYPART_SIBL
(12,8),(12,19),0.0289965 # DEPENDENCYPART_SIBL
(12,8),(12,20),0.0102518 # DEPENDENCYPART_SIBL
(12,8),(12,21),-0.00276455 # DEPENDENCYPART_SIBL
(12,8),(12,23),0.0441688 # DEPENDENCYPART_SIBL
(12,8),(12,24),0.0922284 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.0687051 # DEPENDENCYPART_SIBL
(12,10),(12,14),0.00229573 # DEPENDENCYPART_SIBL
(12,10),(12,15),-0.0151865 # DEPENDENCYPART_SIBL
(12,10),(12,16),0.0172161 # DEPENDENCYPART_SIBL
(12,10),(12,17),-0.0504886 # DEPENDENCYPART_SIBL
(12,10),(12,18),-0.0255635 # DEPENDENCYPART_SIBL
(12,10),(12,19),-0.0183512 # DEPENDENCYPART_SIBL
(12,10),(12,20),-0.0253484 # DEPENDENCYPART_SIBL
(12,10),(12,21),-0.00021723 # DEPENDENCYPART_SIBL
(12,10),(12,23),0.00229116 # DEPENDENCYPART_SIBL
(12,10),(12,24),0.0406054 # DEPENDENCYPART_SIBL
(12,11),(12,14),0.027438 # DEPENDENCYPART_SIBL
(12,11),(12,15),-0.0334015 # DEPENDENCYPART_SIBL
(12,11),(12,16),0.00703404 # DEPENDENCYPART_SIBL
(12,11),(12,17),-0.0248075 # DEPENDENCYPART_SIBL
(12,11),(12,18),-0.0211182 # DEPENDENCYPART_SIBL
(12,11),(12,19),-0.0180966 # DEPENDENCYPART_SIBL
(12,11),(12,20),-0.0211182 # DEPENDENCYPART_SIBL
(12,11),(12,21),-0.036887 # DEPENDENCYPART_SIBL
(12,11),(12,23),0.0274356 # DEPENDENCYPART_SIBL
(12,11),(12,24),0.0658416 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.0249796 # DEPENDENCYPART_SIBL
(12,14),(12,16),0.00732772 # DEPENDENCYPART_SIBL
(12,14),(12,17),-0.00506991 # DEPENDENCYPART_SIBL
(12,14),(12,18),0.0254666 # DEPENDENCYPART_SIBL
(12,14),(12,19),0.0228516 # DEPENDENCYPART_SIBL
(12,14),(12,20),0.0310872 # DEPENDENCYPART_SIBL
(12,14),(12,21),-0.00992377 # DEPENDENCYPART_SIBL
(12,14),(12,23),0.00690586 # DEPENDENCYPART_SIBL
(12,14),(12,24),0.0645702 # DEPENDENCYPART_SIBL
(12,15),(12,16),0.0253517 # DEPENDENCYPART_SIBL
(12,15),(12,17),-0.023733 # DEPENDENCYPART_SIBL
(12,15),(12,18),-0.00325617 # DEPENDENCYPART_SIBL
(12,15),(12,19),0.0103061 # DEPENDENCYPART_SIBL
(12,15),(12,20),0.0022881 # DEPENDENCYPART_SIBL
(12,15),(12,21),-0.0140975 # DEPENDENCYPART_SIBL
(12,15),(12,23),-0.00770735 # DEPENDENCYPART_SIBL
(12,15),(12,24),-0.00395997 # DEPENDENCYPART_SIBL
(12,16),(12,17),0.184458 # DEPENDENCYPART_SIBL
(12,16),(12,18),-0.0151822 # DEPENDENCYPART_SIBL
(12,16),(12,19),0.0244305 # DEPENDENCYPART_SIBL
(12,16),(12,20),-0.0108535 # DEPENDENCYPART_SIBL
(12,16),(12,21),0.0310929 # DEPENDENCYPART_SIBL
(12,16),(12,23),-0.0246717 # DEPENDENCYPART_SIBL
(12,16),(12,24),0.0150886 # DEPENDENCYPART_SIBL
(12,17),(12,18),-0.0243215 # DEPENDENCYPART_SIBL
(12,17),(12,19),-0.023173 # DEPENDENCYPART_SIBL
(12,17),(12,20),-0.0168659 # DEPENDENCYPART_SIBL
(12,17),(12,21),-0.0271768 # DEPENDENCYPART_SIBL
(12,17),(12,23),-0.0541483 # DEPENDENCYPART_SIBL
(12,17),(12,24),-0.01733 # DEPENDENCYPART_SIBL
(12,18),(12,19),0.0165057 # DEPENDENCYPART_SIBL
(12,18),(12,20),0.028891 # DEPENDENCYPART_SIBL
(12,18),(12,21),-0.00362168 # DEPENDENCYPART_SIBL
(12,18),(12,23),0.124996 # DEPENDENCYPART_SIBL
(12,18),(12,24),0.0329876 # DEPENDENCYPART_SIBL
(12,19),(12,20),0.0445336 # DEPENDENCYPART_SIBL
(12,19),(12,21),0.0155995 # DEPENDENCYPART_SIBL
(12,19),(12,23),0.144834 # DEPENDENCYPART_SIBL
(12,19),(12,24),0.0727026 # DEPENDENCYPART_SIBL
(12,20),(12,21),0.000147588 # DEPENDENCYPART_SIBL
(12,20),(12,23),0.12823 # DEPENDENCYPART_SIBL
(12,20),(12,24),0.0375365 # DEPENDENCYPART_SIBL
(12,21),(12,23),-0.0274062 # DEPENDENCYPART_SIBL
(12,21),(12,24),0.0112879 # DEPENDENCYPART_SIBL
(12,23),(12,24),0.0645578 # DEPENDENCYPART_SIBL
(14,9),(14,10),0.00524441 # DEPENDENCYPART_SIBL
(14,9),(14,11),0.0433195 # DEPENDENCYPART_SIBL
(14,9),(14,12),0.0768378 # DEPENDENCYPART_SIBL
(14,9),(14,13),-0.607701 # DEPENDENCYPART_SIBL
(14,10),(14,11),0.0507204 # DEPENDENCYPART_SIBL
(14,10),(14,12),0.0608829 # DEPENDENCYPART_SIBL
(14,10),(14,13),-0.313687 # DEPENDENCYPART_SIBL
(14,11),(14,12),0.0218993 # DEPENDENCYPART_SIBL
(14,11),(14,13),-0.295692 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.144186 # DEPENDENCYPART_SIBL
(15,1),(15,2),0.0174639 # DEPENDENCYPART_SIBL
(15,1),(15,3),-0.0382724 # DEPENDENCYPART_SIBL
(15,1),(15,4),0.0806165 # DEPENDENCYPART_SIBL
(15,1),(15,5),-0.0164009 # DEPENDENCYPART_SIBL
(15,1),(15,6),0.0272811 # DEPENDENCYPART_SIBL
(15,1),(15,7),0.0102192 # DEPENDENCYPART_SIBL
(15,1),(15,8),0.038413 # DEPENDENCYPART_SIBL
(15,1),(15,9),-0.14059 # DEPENDENCYPART_SIBL
(15,1),(15,10),-0.00359168 # DEPENDENCYPART_SIBL
(15,1),(15,11),0.0365172 # DEPENDENCYPART_SIBL
(15,1),(15,12),-0.0588306 # DEPENDENCYPART_SIBL
(15,1),(15,13),-0.125584 # DEPENDENCYPART_SIBL
(15,1),(15,14),0.0149698 # DEPENDENCYPART_SIBL
(15,1),(15,16),-0.037162 # DEPENDENCYPART_SIBL
(15,1),(15,17),-0.025875 # DEPENDENCYPART_SIBL
(15,1),(15,18),-0.00889013 # DEPENDENCYPART_SIBL
(15,1),(15,19),-0.0304653 # DEPENDENCYPART_SIBL
(15,1),(15,20),-0.00691739 # DEPENDENCYPART_SIBL
(15,1),(15,21),0.0189309 # DEPENDENCYPART_SIBL
(15,1),(15,23),-0.0249735 # DEPENDENCYPART_SIBL
(15,1),(15,24),-0.0625408 # DEPENDENCYPART_SIBL
(15,2),(15,3),0.0109119 # DEPENDENCYPART_SIBL
(15,2),(15,4),0.0881556 # DEPENDENCYPART_SIBL
(15,2),(15,5),-0.000608091 # DEPENDENCYPART_SIBL
(15,2),(15,6),-0.00898373 # DEPENDENCYPART_SIBL
(15,2),(15,7),0.0956371 # DEPENDENCYPART_SIBL
(15,2),(15,8),0.129349 # DEPENDENCYPART_SIBL
(15,2),(15,9),-0.0476213 # DEPENDENCYPART_SIBL
(15,2),(15,10),-0.0626255 # DEPENDENCYPART_SIBL
(15,2),(15,11),0.0487489 # DEPENDENCYPART_SIBL
(15,2),(15,12),-0.014392 # DEPENDENCYPART_SIBL
(15,2),(15,13),-0.0619144 # DEPENDENCYPART_SIBL
(15,2),(15,14),-0.0334925 # DEPENDENCYPART_SIBL
(15,2),(15,16),-0.00582667 # DEPENDENCYPART_SIBL
(15,2),(15,17),-0.00283721 # DEPENDENCYPART_SIBL
(15,2),(15,18),-0.0145892 # DEPENDENCYPART_SIBL
(15,2),(15,19),-0.0364213 # DEPENDENCYPART_SIBL
(15,2),(15,20),-0.0124025 # DEPENDENCYPART_SIBL
(15,2),(15,21),0.0397044 # DEPENDENCYPART_SIBL
(15,2),(15,23),-0.0111386 # DEPENDENCYPART_SIBL
(15,2),(15,24),0.00782375 # DEPENDENCYPART_SIBL
(15,3),(15,4),0.210946 # DEPENDENCYPART_SIBL
(15,3),(15,5),0.0253543 # DEPENDENCYPART_SIBL
(15,3),(15,6),-0.00280913 # DEPENDENCYPART_SIBL
(15,3),(15,7),0.0362623 # DEPENDENCYPART_SIBL
(15,3),(15,8),0.0257299 # DEPENDENCYPART_SIBL
(15,3),(15,9),-0.0500958 # DEPENDENCYPART_SIBL
(15,3),(15,10),0.00426418 # DEPENDENCYPART_SIBL
(15,3),(15,11),0.0406292 # DEPENDENCYPART_SIBL
(15,3),(15,12),0.0294305 # DEPENDENCYPART_SIBL
(15,3),(15,13),-0.0801356 # DEPENDENCYPART_SIBL
(15,3),(15,14),0.0268755 # DEPENDENCYPART_SIBL
(15,3),(15,16),-0.00272306 # DEPENDENCYPART_SIBL
(15,3),(15,17),0.0329076 # DEPENDENCYPART_SIBL
(15,3),(15,18),-0.00194306 # DEPENDENCYPART_SIBL
(15,3),(15,19),-0.0242409 # DEPENDENCYPART_SIBL
(15,3),(15,20),0.00190258 # DEPENDENCYPART_SIBL
(15,3),(15,21),0.0384465 # DEPENDENCYPART_SIBL
(15,3),(15,23),0.0115592 # DEPENDENCYPART_SIBL
(15,3),(15,24),0.0195227 # DEPENDENCYPART_SIBL
(15,4),(15,5),0.0313207 # DEPENDENCYPART_SIBL
(15,4),(15,6),0.0501155 # DEPENDENCYPART_SIBL
(15,4),(15,7),-0.0348034 # DEPENDENCYPART_SIBL
(15,4),(15,8),-0.101338 # DEPENDENCYPART_SIBL
(15,4),(15,9),-0.110144 # DEPENDENCYPART_SIBL
(15,4),(15,10),-0.0905509 # DEPENDENCYPART_SIBL
(15,4),(15,11),-0.0211599 # DEPENDENCYPART_SIBL
(15,4),(15,12),-0.0726021 # DEPENDENCYPART_SIBL
(15,4),(15,13),-0.111263 # DEPENDENCYPART_SIBL
(15,4),(15,14),-0.0634248 # DEPENDENCYPART_SIBL
(15,4),(15,16),0.0225112 # DEPENDENCYPART_SIBL
(15,4),(15,17),0.057561 # DEPENDENCYPART_SIBL
(15,4),(15,18),-0.0310733 # DEPENDENCYPART_SIBL
(15,4),(15,19),-0.0390614 # DEPENDENCYPART_SIBL
(15,4),(15,20),-0.0291053 # DEPENDENCYPART_SIBL
(15,4),(15,21),0.0278207 # DEPENDENCYPART_SIBL
(15,4),(15,23),-0.044033 # DEPENDENCYPART_SIBL
(15,4),(15,24),0.030257 # DEPENDENCYPART_SIBL
(15,5),(15,6),-0.00300452 # DEPENDENCYPART_SIBL
(15,5),(15,7),0.048812 # DEPENDENCYPART_SIBL
(15,5),(15,8),0.154784 # DEPENDENCYPART_SIBL
(15,5),(15,9),-0.169922 # DEPENDENCYPART_SIBL
(15,5),(15,10),-0.0359678 # DEPENDENCYPART_SIBL
(15,5),(15,11),0.0771033 # DEPENDENCYPART_SIBL
(15,5),(15,12),-0.0262874 # DEPENDENCYPART_SIBL
(15,5),(15,13),-0.20149 # DEPENDENCYPART_SIBL
(15,5),(15,14),-0.017506 # DEPENDENCYPART_SIBL
(15,5),(15,16),0.0141003 # DEPENDENCYPART_SIBL
(15,5),(15,17),0.0389358 # DEPENDENCYPART_SIBL
(15,5),(15,18),-0.0101956 # DEPENDENCYPART_SIBL
(15,5),(15,19),-0.0183244 # DEPENDENCYPART_SIBL
(15,5),(15,20),-0.00799178 # DEPENDENCYPART_SIBL
(15,5),(15,21),0.0191334 # DEPENDENCYPART_SIBL
(15,5),(15,23),0.0088287 # DEPENDENCYPART_SIBL
(15,5),(15,24),0.00598251 # DEPENDENCYPART_SIBL
(15,6),(15,7),0.082388 # DEPENDENCYPART_SIBL
(15,6),(15,8),-0.00940612 # DEPENDENCYPART_SIBL
(15,6),(15,9),-0.0780699 # DEPENDENCYPART_SIBL
(15,6),(15,10),-0.0475578 # DEPENDENCYPART_SIBL
(15,6),(15,11),-0.000353272 # DEPENDENCYPART_SIBL
(15,6),(15,12),-0.0281268 # DEPENDENCYPART_SIBL
(15,6),(15,13),-0.0665719 # DEPENDENCYPART_SIBL
(15,6),(15,14),-0.0293199 # DEPENDENCYPART_SIBL
(15,6),(15,16),0.00228143 # DEPENDENCYPART_SIBL
(15,6),(15,17),-0.0107633 # DEPENDENCYPART_SIBL
(15,6),(15,18),-0.0169927 # DEPENDENCYPART_SIBL
(15,6),(15,19),-0.0238444 # DEPENDENCYPART_SIBL
(15,6),(15,20),-0.0148903 # DEPENDENCYPART_SIBL
(15,6),(15,21),0.0276007 # DEPENDENCYPART_SIBL
(15,6),(15,23),-0.00991348 # DEPENDENCYPART_SIBL
(15,6),(15,24),0.0196975 # DEPENDENCYPART_SIBL
(15,7),(15,8),0.0442236 # DEPENDENCYPART_SIBL
(15,7),(15,9),-0.179384 # DEPENDENCYPART_SIBL
(15,7),(15,10),-0.0342831 # DEPENDENCYPART_SIBL
(15,7),(15,11),0.0470682 # DEPENDENCYPART_SIBL
(15,7),(15,12),0.014587 # DEPENDENCYPART_SIBL
(15,7),(15,13),-0.10614 # DEPENDENCYPART_SIBL
(15,7),(15,14),-0.00942272 # DEPENDENCYPART_SIBL
(15,7),(15,16),-0.00435485 # DEPENDENCYPART_SIBL
(15,7),(15,17),0.00254945 # DEPENDENCYPART_SIBL
(15,7),(15,18),-0.0231708 # DEPENDENCYPART_SIBL
(15,7),(15,19),-0.0395279 # DEPENDENCYPART_SIBL
(15,7),(15,20),-0.0212024 # DEPENDENCYPART_SIBL
(15,7),(15,21),0.067876 # DEPENDENCYPART_SIBL
(15,7),(15,23),-0.0184769 # DEPENDENCYPART_SIBL
(15,7),(15,24),0.0221937 # DEPENDENCYPART_SIBL
(15,8),(15,9),-0.124842 # DEPENDENCYPART_SIBL
(15,8),(15,10),-0.00719349 # DEPENDENCYPART_SIBL
(15,8),(15,11),-0.073529 # DEPENDENCYPART_SIBL
(15,8),(15,12),-0.0897149 # DEPENDENCYPART_SIBL
(15,8),(15,13),-0.1201 # DEPENDENCYPART_SIBL
(15,8),(15,14),0.0216557 # DEPENDENCYPART_SIBL
(15,8),(15,16),-0.0250584 # DEPENDENCYPART_SIBL
(15,8),(15,17),0.0116252 # DEPENDENCYPART_SIBL
(15,8),(15,18),-0.0218686 # DEPENDENCYPART_SIBL
(15,8),(15,19),-0.0247264 # DEPENDENCYPART_SIBL
(15,8),(15,20),-0.0199005 # DEPENDENCYPART_SIBL
(15,8),(15,21),-0.0176421 # DEPENDENCYPART_SIBL
(15,8),(15,23),-0.0127129 # DEPENDENCYPART_SIBL
(15,8),(15,24),-0.00303408 # DEPENDENCYPART_SIBL
(15,9),(15,10),-0.040267 # DEPENDENCYPART_SIBL
(15,9),(15,11),0.0235917 # DEPENDENCYPART_SIBL
(15,9),(15,12),-0.0416721 # DEPENDENCYPART_SIBL
(15,9),(15,13),-0.162653 # DEPENDENCYPART_SIBL
(15,9),(15,14),-0.0217055 # DEPENDENCYPART_SIBL
(15,9),(15,16),-0.101634 # DEPENDENCYPART_SIBL
(15,9),(15,17),-0.0354284 # DEPENDENCYPART_SIBL
(15,9),(15,18),-0.0254539 # DEPENDENCYPART_SIBL
(15,9),(15,19),-0.0459096 # DEPENDENCYPART_SIBL
(15,9),(15,20),-0.0234812 # DEPENDENCYPART_SIBL
(15,9),(15,21),-0.0162002 # DEPENDENCYPART_SIBL
(15,9),(15,23),-0.0285412 # DEPENDENCYPART_SIBL
(15,9),(15,24),-0.109408 # DEPENDENCYPART_SIBL
(15,10),(15,11),0.0326168 # DEPENDENCYPART_SIBL
(15,10),(15,12),-0.0270236 # DEPENDENCYPART_SIBL
(15,10),(15,13),-0.0745458 # DEPENDENCYPART_SIBL
(15,10),(15,14),-0.0502212 # DEPENDENCYPART_SIBL
(15,10),(15,16),-0.0124291 # DEPENDENCYPART_SIBL
(15,10),(15,17),-0.00779943 # DEPENDENCYPART_SIBL
(15,10),(15,18),-0.0211096 # DEPENDENCYPART_SIBL
(15,10),(15,19),-0.0429417 # DEPENDENCYPART_SIBL
(15,10),(15,20),-0.0189229 # DEPENDENCYPART_SIBL
(15,10),(15,21),0.0338073 # DEPENDENCYPART_SIBL
(15,10),(15,23),-0.0156038 # DEPENDENCYPART_SIBL
(15,10),(15,24),-0.0090002 # DEPENDENCYPART_SIBL
(15,11),(15,12),0.0271451 # DEPENDENCYPART_SIBL
(15,11),(15,13),-0.00047628 # DEPENDENCYPART_SIBL
(15,11),(15,14),0.0597489 # DEPENDENCYPART_SIBL
(15,11),(15,16),-0.0013829 # DEPENDENCYPART_SIBL
(15,11),(15,17),0.0170656 # DEPENDENCYPART_SIBL
(15,11),(15,18),0.0133396 # DEPENDENCYPART_SIBL
(15,11),(15,19),-0.0114909 # DEPENDENCYPART_SIBL
(15,11),(15,20),0.0153076 # DEPENDENCYPART_SIBL
(15,11),(15,21),0.0122998 # DEPENDENCYPART_SIBL
(15,11),(15,23),0.0338429 # DEPENDENCYPART_SIBL
(15,11),(15,24),0.016618 # DEPENDENCYPART_SIBL
(15,12),(15,13),0.0497409 # DEPENDENCYPART_SIBL
(15,12),(15,14),-0.0785265 # DEPENDENCYPART_SIBL
(15,12),(15,16),-0.0145531 # DEPENDENCYPART_SIBL
(15,12),(15,17),0.0358497 # DEPENDENCYPART_SIBL
(15,12),(15,18),-0.030536 # DEPENDENCYPART_SIBL
(15,12),(15,19),-0.0502641 # DEPENDENCYPART_SIBL
(15,12),(15,20),-0.0285679 # DEPENDENCYPART_SIBL
(15,12),(15,21),-0.0434224 # DEPENDENCYPART_SIBL
(15,12),(15,23),-0.0499897 # DEPENDENCYPART_SIBL
(15,12),(15,24),-0.00156504 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.0149698 # DEPENDENCYPART_SIBL
