# _root_ Akkor voltak 350-en , most 250 körüli a létszáma a 310_millió forint jegyzett tőkéjű vállalkozásnak , amely ma tipikus középvállalkozásnak mondható — mondja Erdész_András elnök-vezérigazgató .
#goldHeads=2,23,2,23,23,7,5,9,5,15,12,15,14,15,5,5,21,21,20,21,5,23,0,25,23,23,
#predictedHeads=2,0,2,2,7,7,2,9,2,15,12,13,15,15,2,2,23,23,20,21,23,23,2,25,23,2,
(3,23),(23,25),-0.144062 # DEPENDENCYPART_GRANDPAR
(3,23),(23,26),-0.51358 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),-0.316911 # DEPENDENCYPART_GRANDPAR
(5,1),(1,26),-0.930431 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.127265 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.136868 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-0.393558 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-0.819221 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),-0.308863 # DEPENDENCYPART_GRANDPAR
(5,2),(2,7),-0.429988 # DEPENDENCYPART_GRANDPAR
(5,2),(2,8),-0.354571 # DEPENDENCYPART_GRANDPAR
(5,2),(2,9),-0.444389 # DEPENDENCYPART_GRANDPAR
(5,2),(2,10),-0.473959 # DEPENDENCYPART_GRANDPAR
(5,2),(2,11),-0.468803 # DEPENDENCYPART_GRANDPAR
(5,2),(2,12),-0.566468 # DEPENDENCYPART_GRANDPAR
(5,2),(2,13),-0.46886 # DEPENDENCYPART_GRANDPAR
(5,2),(2,14),-0.534289 # DEPENDENCYPART_GRANDPAR
(5,2),(2,15),-0.440385 # DEPENDENCYPART_GRANDPAR
(5,2),(2,16),-0.592116 # DEPENDENCYPART_GRANDPAR
(5,2),(2,17),-0.35902 # DEPENDENCYPART_GRANDPAR
(5,2),(2,18),-0.429872 # DEPENDENCYPART_GRANDPAR
(5,2),(2,19),-0.581045 # DEPENDENCYPART_GRANDPAR
(5,2),(2,20),-0.567608 # DEPENDENCYPART_GRANDPAR
(5,2),(2,21),-0.526369 # DEPENDENCYPART_GRANDPAR
(5,2),(2,22),-0.548487 # DEPENDENCYPART_GRANDPAR
(5,2),(2,23),-0.610866 # DEPENDENCYPART_GRANDPAR
(5,2),(2,24),-0.71348 # DEPENDENCYPART_GRANDPAR
(5,2),(2,25),-0.757921 # DEPENDENCYPART_GRANDPAR
(5,2),(2,26),-0.948149 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.0704696 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.265947 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-0.407527 # DEPENDENCYPART_GRANDPAR
(5,3),(3,21),-0.503906 # DEPENDENCYPART_GRANDPAR
(5,3),(3,22),-0.448644 # DEPENDENCYPART_GRANDPAR
(5,3),(3,23),-0.537027 # DEPENDENCYPART_GRANDPAR
(5,3),(3,26),-0.926802 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.405959 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.486173 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.636956 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.379261 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,9),-0.0472316 # DEPENDENCYPART_GRANDPAR
(5,6),(6,23),-0.201028 # DEPENDENCYPART_GRANDPAR
(5,6),(6,26),-0.613054 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-0.433465 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-0.411541 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-0.48943 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.639878 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.344417 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),0.0489995 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.056598 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.131935 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.154417 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),-0.122022 # DEPENDENCYPART_GRANDPAR
(5,7),(7,15),-0.0531253 # DEPENDENCYPART_GRANDPAR
(5,7),(7,16),-0.232418 # DEPENDENCYPART_GRANDPAR
(5,7),(7,19),-0.239755 # DEPENDENCYPART_GRANDPAR
(5,7),(7,20),-0.180348 # DEPENDENCYPART_GRANDPAR
(5,7),(7,21),-0.184287 # DEPENDENCYPART_GRANDPAR
(5,7),(7,22),-0.155675 # DEPENDENCYPART_GRANDPAR
(5,7),(7,23),-0.231079 # DEPENDENCYPART_GRANDPAR
(5,7),(7,25),-0.370661 # DEPENDENCYPART_GRANDPAR
(5,7),(7,26),-0.637361 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-0.456615 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,6),0.0604099 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),-0.0301339 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),0.00448916 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.119685 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),-0.163789 # DEPENDENCYPART_GRANDPAR
(5,9),(9,15),-0.0446753 # DEPENDENCYPART_GRANDPAR
(5,9),(9,16),-0.217118 # DEPENDENCYPART_GRANDPAR
(5,9),(9,18),-0.145837 # DEPENDENCYPART_GRANDPAR
(5,9),(9,23),-0.20527 # DEPENDENCYPART_GRANDPAR
(5,9),(9,26),-0.642229 # DEPENDENCYPART_GRANDPAR
(5,15),(15,2),-0.422315 # DEPENDENCYPART_GRANDPAR
(5,15),(15,3),-0.507267 # DEPENDENCYPART_GRANDPAR
(5,15),(15,4),-0.658624 # DEPENDENCYPART_GRANDPAR
(5,15),(15,5),-0.456203 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,15),(15,6),0.0607987 # DEPENDENCYPART_GRANDPAR
(5,15),(15,7),-0.0297276 # DEPENDENCYPART_GRANDPAR
(5,15),(15,8),0.00490998 # DEPENDENCYPART_GRANDPAR
(5,15),(15,9),0.0843996 # DEPENDENCYPART_GRANDPAR
(5,15),(15,10),-0.114478 # DEPENDENCYPART_GRANDPAR
(5,15),(15,11),-0.0980217 # DEPENDENCYPART_GRANDPAR
(5,15),(15,12),-0.0414341 # DEPENDENCYPART_GRANDPAR
(5,15),(15,13),-0.0654893 # DEPENDENCYPART_GRANDPAR
(5,15),(15,14),-0.131148 # DEPENDENCYPART_GRANDPAR
(5,15),(15,16),-0.217014 # DEPENDENCYPART_GRANDPAR
(5,15),(15,17),-0.0624036 # DEPENDENCYPART_GRANDPAR
(5,15),(15,18),-0.145834 # DEPENDENCYPART_GRANDPAR
(5,15),(15,19),-0.225456 # DEPENDENCYPART_GRANDPAR
(5,15),(15,20),-0.171786 # DEPENDENCYPART_GRANDPAR
(5,15),(15,21),-0.169934 # DEPENDENCYPART_GRANDPAR
(5,15),(15,22),-0.16514 # DEPENDENCYPART_GRANDPAR
(5,15),(15,23),-0.205262 # DEPENDENCYPART_GRANDPAR
(5,15),(15,24),-0.317658 # DEPENDENCYPART_GRANDPAR
(5,15),(15,25),-0.362099 # DEPENDENCYPART_GRANDPAR
(5,15),(15,26),-0.642127 # DEPENDENCYPART_GRANDPAR
(5,20),(20,8),0.00490998 # DEPENDENCYPART_GRANDPAR
(5,20),(20,10),-0.114478 # DEPENDENCYPART_GRANDPAR
(5,20),(20,11),-0.0980217 # DEPENDENCYPART_GRANDPAR
(5,20),(20,12),-0.0414341 # DEPENDENCYPART_GRANDPAR
(5,20),(20,13),-0.0654893 # DEPENDENCYPART_GRANDPAR
(5,20),(20,14),-0.131148 # DEPENDENCYPART_GRANDPAR
(5,20),(20,15),0.0879643 # DEPENDENCYPART_GRANDPAR
(5,20),(20,16),-0.120056 # DEPENDENCYPART_GRANDPAR
(5,20),(20,17),0.0126101 # DEPENDENCYPART_GRANDPAR
(5,20),(20,18),-0.0560715 # DEPENDENCYPART_GRANDPAR
(5,20),(20,19),-0.177889 # DEPENDENCYPART_GRANDPAR
(5,20),(20,21),-0.169934 # DEPENDENCYPART_GRANDPAR
(5,20),(20,24),-0.317658 # DEPENDENCYPART_GRANDPAR
(5,20),(20,25),-0.362099 # DEPENDENCYPART_GRANDPAR
(5,23),(23,1),-0.422616 # DEPENDENCYPART_GRANDPAR
(5,23),(23,2),-0.480294 # DEPENDENCYPART_GRANDPAR
(5,23),(23,3),-0.475416 # DEPENDENCYPART_GRANDPAR
(5,23),(23,4),-0.706372 # DEPENDENCYPART_GRANDPAR
(5,23),(23,5),-0.428974 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,23),(23,6),0.0325813 # DEPENDENCYPART_GRANDPAR
(5,23),(23,7),-0.04828 # DEPENDENCYPART_GRANDPAR
(5,23),(23,8),-0.0200527 # DEPENDENCYPART_GRANDPAR
(5,23),(23,9),-0.0195973 # DEPENDENCYPART_GRANDPAR
(5,23),(23,10),-0.139441 # DEPENDENCYPART_GRANDPAR
(5,23),(23,11),-0.127279 # DEPENDENCYPART_GRANDPAR
(5,23),(23,12),-0.150507 # DEPENDENCYPART_GRANDPAR
(5,23),(23,13),-0.0868171 # DEPENDENCYPART_GRANDPAR
(5,23),(23,14),-0.152241 # DEPENDENCYPART_GRANDPAR
(5,23),(23,15),-0.0143586 # DEPENDENCYPART_GRANDPAR
(5,23),(23,16),-0.266931 # DEPENDENCYPART_GRANDPAR
(5,23),(23,17),0.0925453 # DEPENDENCYPART_GRANDPAR
(5,23),(23,18),-0.0464192 # DEPENDENCYPART_GRANDPAR
(5,23),(23,19),-0.199005 # DEPENDENCYPART_GRANDPAR
(5,23),(23,20),-0.141582 # DEPENDENCYPART_GRANDPAR
(5,23),(23,21),-0.145589 # DEPENDENCYPART_GRANDPAR
(5,23),(23,22),-0.103397 # DEPENDENCYPART_GRANDPAR
(5,23),(23,24),-0.289176 # DEPENDENCYPART_GRANDPAR
(5,23),(23,25),-0.333617 # DEPENDENCYPART_GRANDPAR
(5,23),(23,26),-0.54693 # DEPENDENCYPART_GRANDPAR
(5,25),(25,10),-0.114478 # DEPENDENCYPART_GRANDPAR
(5,25),(25,13),-0.0654893 # DEPENDENCYPART_GRANDPAR
(5,25),(25,15),0.0879643 # DEPENDENCYPART_GRANDPAR
(5,25),(25,16),-0.120056 # DEPENDENCYPART_GRANDPAR
(5,25),(25,18),-0.0560715 # DEPENDENCYPART_GRANDPAR
(5,25),(25,19),-0.177889 # DEPENDENCYPART_GRANDPAR
(5,25),(25,20),-0.0392589 # DEPENDENCYPART_GRANDPAR
(5,25),(25,21),-0.125977 # DEPENDENCYPART_GRANDPAR
(5,25),(25,22),-0.154317 # DEPENDENCYPART_GRANDPAR
(5,25),(25,24),-0.185131 # DEPENDENCYPART_GRANDPAR
(5,25),(25,26),-0.642127 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.206021 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.221901 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),-0.424757 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),-0.168613 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-0.867016 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,7),-0.305485 # DEPENDENCYPART_GRANDPAR
(6,2),(2,8),-0.369861 # DEPENDENCYPART_GRANDPAR
(6,2),(2,9),-0.65503 # DEPENDENCYPART_GRANDPAR
(6,2),(2,10),-0.548303 # DEPENDENCYPART_GRANDPAR
(6,2),(2,11),-0.53581 # DEPENDENCYPART_GRANDPAR
(6,2),(2,12),-0.651495 # DEPENDENCYPART_GRANDPAR
(6,2),(2,13),-0.474536 # DEPENDENCYPART_GRANDPAR
(6,2),(2,14),-0.47696 # DEPENDENCYPART_GRANDPAR
(6,2),(2,15),-0.680722 # DEPENDENCYPART_GRANDPAR
(6,2),(2,16),-0.639444 # DEPENDENCYPART_GRANDPAR
(6,2),(2,17),-0.754669 # DEPENDENCYPART_GRANDPAR
(6,2),(2,18),-0.686534 # DEPENDENCYPART_GRANDPAR
(6,2),(2,19),-0.529933 # DEPENDENCYPART_GRANDPAR
(6,2),(2,20),-0.707077 # DEPENDENCYPART_GRANDPAR
(6,2),(2,21),-0.496407 # DEPENDENCYPART_GRANDPAR
(6,2),(2,22),-0.558448 # DEPENDENCYPART_GRANDPAR
(6,2),(2,23),-0.528825 # DEPENDENCYPART_GRANDPAR
(6,2),(2,24),-0.805302 # DEPENDENCYPART_GRANDPAR
(6,2),(2,25),-0.741433 # DEPENDENCYPART_GRANDPAR
(6,2),(2,26),-1.1096 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.28809 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.38554 # DEPENDENCYPART_GRANDPAR
(6,3),(3,7),-0.295161 # DEPENDENCYPART_GRANDPAR
(6,3),(3,21),-0.486082 # DEPENDENCYPART_GRANDPAR
(6,3),(3,22),-0.472704 # DEPENDENCYPART_GRANDPAR
(6,3),(3,23),-0.467907 # DEPENDENCYPART_GRANDPAR
(6,3),(3,26),-1.10043 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.279887 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.302299 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.272027 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.36731 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-0.88311 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.292913 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.590576 # DEPENDENCYPART_GRANDPAR
(6,5),(5,15),-0.6168 # DEPENDENCYPART_GRANDPAR
(6,5),(5,16),-0.591868 # DEPENDENCYPART_GRANDPAR
(6,5),(5,20),-0.643155 # DEPENDENCYPART_GRANDPAR
(6,5),(5,22),-0.480189 # DEPENDENCYPART_GRANDPAR
(6,5),(5,23),-0.482381 # DEPENDENCYPART_GRANDPAR
(6,5),(5,25),-0.67751 # DEPENDENCYPART_GRANDPAR
(6,5),(5,26),-1.10118 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-0.527402 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-0.510982 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),0.083491 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),-0.023385 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.170633 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.213033 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),-0.249936 # DEPENDENCYPART_GRANDPAR
(6,9),(9,16),-0.24906 # DEPENDENCYPART_GRANDPAR
(6,9),(9,18),-0.355893 # DEPENDENCYPART_GRANDPAR
(6,9),(9,23),-0.0823535 # DEPENDENCYPART_GRANDPAR
(6,9),(9,26),-0.778075 # DEPENDENCYPART_GRANDPAR
(6,23),(23,1),-0.557694 # DEPENDENCYPART_GRANDPAR
(6,23),(23,2),-0.698635 # DEPENDENCYPART_GRANDPAR
(6,23),(23,3),-0.570652 # DEPENDENCYPART_GRANDPAR
(6,23),(23,4),-0.740152 # DEPENDENCYPART_GRANDPAR
(6,23),(23,5),-0.515073 # DEPENDENCYPART_GRANDPAR
(6,23),(23,6),-0.51819 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,23),(23,7),0.0958921 # DEPENDENCYPART_GRANDPAR
(6,23),(23,8),-0.0550961 # DEPENDENCYPART_GRANDPAR
(6,23),(23,9),-0.274522 # DEPENDENCYPART_GRANDPAR
(6,23),(23,10),-0.233538 # DEPENDENCYPART_GRANDPAR
(6,23),(23,11),-0.186905 # DEPENDENCYPART_GRANDPAR
(6,23),(23,12),-0.284399 # DEPENDENCYPART_GRANDPAR
(6,23),(23,13),-0.0718307 # DEPENDENCYPART_GRANDPAR
(6,23),(23,14),-0.0752413 # DEPENDENCYPART_GRANDPAR
(6,23),(23,15),-0.299098 # DEPENDENCYPART_GRANDPAR
(6,23),(23,16),-0.314653 # DEPENDENCYPART_GRANDPAR
(6,23),(23,17),-0.352051 # DEPENDENCYPART_GRANDPAR
(6,23),(23,18),-0.358994 # DEPENDENCYPART_GRANDPAR
(6,23),(23,19),-0.128223 # DEPENDENCYPART_GRANDPAR
(6,23),(23,20),-0.325453 # DEPENDENCYPART_GRANDPAR
(6,23),(23,21),-0.0951779 # DEPENDENCYPART_GRANDPAR
(6,23),(23,22),-0.0758568 # DEPENDENCYPART_GRANDPAR
(6,23),(23,24),-0.340549 # DEPENDENCYPART_GRANDPAR
(6,23),(23,25),-0.27668 # DEPENDENCYPART_GRANDPAR
(6,23),(23,26),-0.693138 # DEPENDENCYPART_GRANDPAR
(7,1),(1,4),-0.168433 # DEPENDENCYPART_GRANDPAR
(7,1),(1,26),-0.815748 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.174855 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),-0.320038 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),-0.260216 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),-0.119132 # DEPENDENCYPART_GRANDPAR
(7,2),(2,6),0.110151 # DEPENDENCYPART_GRANDPAR
(7,2),(2,7),-0.706333 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,2),(2,8),-0.0807247 # DEPENDENCYPART_GRANDPAR
(7,2),(2,9),-0.452562 # DEPENDENCYPART_GRANDPAR
(7,2),(2,10),-0.333171 # DEPENDENCYPART_GRANDPAR
(7,2),(2,11),-0.591544 # DEPENDENCYPART_GRANDPAR
(7,2),(2,12),-0.492015 # DEPENDENCYPART_GRANDPAR
(7,2),(2,13),-0.371124 # DEPENDENCYPART_GRANDPAR
(7,2),(2,14),-0.336927 # DEPENDENCYPART_GRANDPAR
(7,2),(2,15),-0.518511 # DEPENDENCYPART_GRANDPAR
(7,2),(2,16),-0.483592 # DEPENDENCYPART_GRANDPAR
(7,2),(2,17),-0.379408 # DEPENDENCYPART_GRANDPAR
(7,2),(2,18),-0.357806 # DEPENDENCYPART_GRANDPAR
(7,2),(2,19),-0.466368 # DEPENDENCYPART_GRANDPAR
(7,2),(2,20),-0.626237 # DEPENDENCYPART_GRANDPAR
(7,2),(2,21),-0.495408 # DEPENDENCYPART_GRANDPAR
(7,2),(2,22),-0.672444 # DEPENDENCYPART_GRANDPAR
(7,2),(2,23),-0.299593 # DEPENDENCYPART_GRANDPAR
(7,2),(2,24),-0.797082 # DEPENDENCYPART_GRANDPAR
(7,2),(2,25),-0.733219 # DEPENDENCYPART_GRANDPAR
(7,2),(2,26),-0.812872 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.411387 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),-0.150115 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-0.695791 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,21),-0.484864 # DEPENDENCYPART_GRANDPAR
(7,3),(3,22),-0.586331 # DEPENDENCYPART_GRANDPAR
(7,3),(3,23),-0.237627 # DEPENDENCYPART_GRANDPAR
(7,3),(3,26),-0.80333 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.261592 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.465646 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.333581 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.194753 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),0.115836 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-0.706976 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,9),-0.401764 # DEPENDENCYPART_GRANDPAR
(7,5),(5,15),-0.468243 # DEPENDENCYPART_GRANDPAR
(7,5),(5,16),-0.447129 # DEPENDENCYPART_GRANDPAR
(7,5),(5,20),-0.57597 # DEPENDENCYPART_GRANDPAR
(7,5),(5,22),-0.605356 # DEPENDENCYPART_GRANDPAR
(7,5),(5,23),-0.264204 # DEPENDENCYPART_GRANDPAR
(7,5),(5,25),-0.682952 # DEPENDENCYPART_GRANDPAR
(7,5),(5,26),-0.815587 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.411388 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.31558 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.138767 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.0969449 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.394616 # DEPENDENCYPART_GRANDPAR
(7,6),(6,23),-0.237627 # DEPENDENCYPART_GRANDPAR
(7,6),(6,26),-0.80333 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-0.428927 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.236694 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.304112 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),0.242012 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),0.125114 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),0.0897124 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),0.0441652 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),-0.049342 # DEPENDENCYPART_GRANDPAR
(7,9),(9,18),0.0661491 # DEPENDENCYPART_GRANDPAR
(7,9),(9,23),0.213569 # DEPENDENCYPART_GRANDPAR
(7,9),(9,26),-0.404042 # DEPENDENCYPART_GRANDPAR
(7,11),(11,8),0.331722 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),0.0792754 # DEPENDENCYPART_GRANDPAR
(7,12),(12,3),-0.667785 # DEPENDENCYPART_GRANDPAR
(7,12),(12,5),-0.428943 # DEPENDENCYPART_GRANDPAR
(7,12),(12,6),-0.237434 # DEPENDENCYPART_GRANDPAR
(7,12),(12,7),-0.31445 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,12),(12,8),0.234583 # DEPENDENCYPART_GRANDPAR
(7,12),(12,9),0.0394423 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),-0.0178633 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),-0.269608 # DEPENDENCYPART_GRANDPAR
(7,12),(12,18),0.0938224 # DEPENDENCYPART_GRANDPAR
(7,12),(12,20),-0.0542248 # DEPENDENCYPART_GRANDPAR
(7,12),(12,23),0.2251 # DEPENDENCYPART_GRANDPAR
(7,13),(13,1),-0.529789 # DEPENDENCYPART_GRANDPAR
(7,13),(13,2),-0.768867 # DEPENDENCYPART_GRANDPAR
(7,13),(13,3),-0.646342 # DEPENDENCYPART_GRANDPAR
(7,13),(13,4),-0.462969 # DEPENDENCYPART_GRANDPAR
(7,13),(13,5),-0.422173 # DEPENDENCYPART_GRANDPAR
(7,13),(13,6),-0.215991 # DEPENDENCYPART_GRANDPAR
(7,13),(13,7),-0.293713 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,13),(13,8),0.306347 # DEPENDENCYPART_GRANDPAR
(7,13),(13,9),0.0400408 # DEPENDENCYPART_GRANDPAR
(7,13),(13,10),0.0539004 # DEPENDENCYPART_GRANDPAR
(7,13),(13,11),-0.2567 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),0.00342958 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),-0.0415044 # DEPENDENCYPART_GRANDPAR
(7,13),(13,23),0.0523559 # DEPENDENCYPART_GRANDPAR
(7,15),(15,2),-0.783455 # DEPENDENCYPART_GRANDPAR
(7,15),(15,3),-0.667045 # DEPENDENCYPART_GRANDPAR
(7,15),(15,4),-0.483075 # DEPENDENCYPART_GRANDPAR
(7,15),(15,5),-0.428927 # DEPENDENCYPART_GRANDPAR
(7,15),(15,6),-0.236694 # DEPENDENCYPART_GRANDPAR
(7,15),(15,7),-0.304095 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,15),(15,8),0.242033 # DEPENDENCYPART_GRANDPAR
(7,15),(15,9),0.0428507 # DEPENDENCYPART_GRANDPAR
(7,15),(15,10),-0.0104131 # DEPENDENCYPART_GRANDPAR
(7,15),(15,11),-0.27644 # DEPENDENCYPART_GRANDPAR
(7,15),(15,12),0.00480318 # DEPENDENCYPART_GRANDPAR
(7,15),(15,13),0.0342176 # DEPENDENCYPART_GRANDPAR
(7,15),(15,14),0.0681933 # DEPENDENCYPART_GRANDPAR
(7,15),(15,16),-0.0492375 # DEPENDENCYPART_GRANDPAR
(7,15),(15,17),0.0393715 # DEPENDENCYPART_GRANDPAR
(7,15),(15,18),0.0661526 # DEPENDENCYPART_GRANDPAR
(7,15),(15,19),-0.0235275 # DEPENDENCYPART_GRANDPAR
(7,15),(15,20),-0.0634492 # DEPENDENCYPART_GRANDPAR
(7,15),(15,21),-0.052279 # DEPENDENCYPART_GRANDPAR
(7,15),(15,22),-0.212643 # DEPENDENCYPART_GRANDPAR
(7,15),(15,23),0.213576 # DEPENDENCYPART_GRANDPAR
(7,15),(15,24),-0.234294 # DEPENDENCYPART_GRANDPAR
(7,15),(15,25),-0.170431 # DEPENDENCYPART_GRANDPAR
(7,15),(15,26),-0.40394 # DEPENDENCYPART_GRANDPAR
(7,19),(19,11),-0.256643 # DEPENDENCYPART_GRANDPAR
(7,19),(19,12),0.00360299 # DEPENDENCYPART_GRANDPAR
(7,19),(19,13),0.0413958 # DEPENDENCYPART_GRANDPAR
(7,19),(19,14),0.0757057 # DEPENDENCYPART_GRANDPAR
(7,19),(19,15),-0.0263346 # DEPENDENCYPART_GRANDPAR
(7,19),(19,16),-0.110881 # DEPENDENCYPART_GRANDPAR
(7,19),(19,17),0.0319302 # DEPENDENCYPART_GRANDPAR
(7,19),(19,18),0.00789502 # DEPENDENCYPART_GRANDPAR
(7,19),(19,24),-0.426417 # DEPENDENCYPART_GRANDPAR
(7,20),(20,8),0.242033 # DEPENDENCYPART_GRANDPAR
(7,20),(20,10),-0.0104131 # DEPENDENCYPART_GRANDPAR
(7,20),(20,11),-0.27644 # DEPENDENCYPART_GRANDPAR
(7,20),(20,12),0.00480318 # DEPENDENCYPART_GRANDPAR
(7,20),(20,13),0.0342176 # DEPENDENCYPART_GRANDPAR
(7,20),(20,14),0.0681933 # DEPENDENCYPART_GRANDPAR
(7,20),(20,15),-0.0236085 # DEPENDENCYPART_GRANDPAR
(7,20),(20,16),-0.105013 # DEPENDENCYPART_GRANDPAR
(7,20),(20,17),-0.0248567 # DEPENDENCYPART_GRANDPAR
(7,20),(20,18),-0.064652 # DEPENDENCYPART_GRANDPAR
(7,20),(20,19),-0.0612291 # DEPENDENCYPART_GRANDPAR
(7,20),(20,21),-0.052279 # DEPENDENCYPART_GRANDPAR
(7,20),(20,24),-0.234294 # DEPENDENCYPART_GRANDPAR
(7,20),(20,25),-0.170431 # DEPENDENCYPART_GRANDPAR
(7,21),(21,1),-0.529789 # DEPENDENCYPART_GRANDPAR
(7,21),(21,2),-0.768867 # DEPENDENCYPART_GRANDPAR
(7,21),(21,3),-0.646342 # DEPENDENCYPART_GRANDPAR
(7,21),(21,4),-0.462969 # DEPENDENCYPART_GRANDPAR
(7,21),(21,5),-0.422173 # DEPENDENCYPART_GRANDPAR
(7,21),(21,6),-0.215991 # DEPENDENCYPART_GRANDPAR
(7,21),(21,9),0.0337341 # DEPENDENCYPART_GRANDPAR
