# _root_ Jelenleg a határőrség nyolc közösségi szállásán mintegy 1500 külföldit helyezhetnek el , ám igazán jó körülményeket csupán 500-nak nyújthatnak , miközben a tényleges létszám megközelíti az 1200-at .
#goldHeads=10,3,10,6,6,10,9,9,10,0,10,10,10,15,16,19,19,19,10,19,25,24,24,25,19,27,25,10,
#predictedHeads=10,3,6,6,6,10,9,9,10,13,10,13,0,19,16,19,19,19,13,19,25,24,24,25,19,27,25,13,
(4,8),(8,7),-0.139929 # DEPENDENCYPART_GRANDPAR
(4,8),(8,19),-0.0106303 # DEPENDENCYPART_GRANDPAR
(4,8),(8,27),-0.499789 # DEPENDENCYPART_GRANDPAR
(4,8),(8,28),-0.756306 # DEPENDENCYPART_GRANDPAR
(4,9),(9,1),-0.535004 # DEPENDENCYPART_GRANDPAR
(4,9),(9,2),-0.575803 # DEPENDENCYPART_GRANDPAR
(4,9),(9,3),-0.591547 # DEPENDENCYPART_GRANDPAR
(4,9),(9,4),-0.493105 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,9),(9,5),0.0697369 # DEPENDENCYPART_GRANDPAR
(4,9),(9,6),0.0617494 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),-0.170488 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),-0.163855 # DEPENDENCYPART_GRANDPAR
(4,19),(19,1),-0.531486 # DEPENDENCYPART_GRANDPAR
(4,19),(19,3),-0.569242 # DEPENDENCYPART_GRANDPAR
(4,19),(19,4),-0.501002 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,19),(19,5),0.0755949 # DEPENDENCYPART_GRANDPAR
(4,19),(19,6),-0.0130738 # DEPENDENCYPART_GRANDPAR
(4,19),(19,7),-0.199624 # DEPENDENCYPART_GRANDPAR
(4,19),(19,8),-0.171599 # DEPENDENCYPART_GRANDPAR
(4,19),(19,9),-0.0037245 # DEPENDENCYPART_GRANDPAR
(4,19),(19,10),0.0768897 # DEPENDENCYPART_GRANDPAR
(4,19),(19,11),-0.27518 # DEPENDENCYPART_GRANDPAR
(4,19),(19,12),-0.396248 # DEPENDENCYPART_GRANDPAR
(4,19),(19,13),-0.316141 # DEPENDENCYPART_GRANDPAR
(4,19),(19,14),-0.310428 # DEPENDENCYPART_GRANDPAR
(4,19),(19,15),-0.328032 # DEPENDENCYPART_GRANDPAR
(4,19),(19,16),-0.220567 # DEPENDENCYPART_GRANDPAR
(4,19),(19,17),-0.333434 # DEPENDENCYPART_GRANDPAR
(4,19),(19,18),-0.476421 # DEPENDENCYPART_GRANDPAR
(4,19),(19,20),-0.351333 # DEPENDENCYPART_GRANDPAR
(4,19),(19,21),-0.358198 # DEPENDENCYPART_GRANDPAR
(4,19),(19,22),-0.487565 # DEPENDENCYPART_GRANDPAR
(4,19),(19,23),-0.356808 # DEPENDENCYPART_GRANDPAR
(4,19),(19,24),-0.264096 # DEPENDENCYPART_GRANDPAR
(4,19),(19,25),-0.214707 # DEPENDENCYPART_GRANDPAR
(4,19),(19,26),-0.557473 # DEPENDENCYPART_GRANDPAR
(4,19),(19,27),-0.426128 # DEPENDENCYPART_GRANDPAR
(4,19),(19,28),-0.683848 # DEPENDENCYPART_GRANDPAR
(4,27),(27,21),-0.382861 # DEPENDENCYPART_GRANDPAR
(4,27),(27,24),-0.317448 # DEPENDENCYPART_GRANDPAR
(4,27),(27,25),-0.233467 # DEPENDENCYPART_GRANDPAR
(4,27),(27,26),-0.511059 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.218464 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),-0.105495 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-0.905474 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,6),-0.696775 # DEPENDENCYPART_GRANDPAR
(5,1),(1,7),-0.545389 # DEPENDENCYPART_GRANDPAR
(5,1),(1,8),-0.777371 # DEPENDENCYPART_GRANDPAR
(5,1),(1,9),-0.624681 # DEPENDENCYPART_GRANDPAR
(5,1),(1,10),-0.868024 # DEPENDENCYPART_GRANDPAR
(5,1),(1,12),-0.52203 # DEPENDENCYPART_GRANDPAR
(5,1),(1,13),-0.593181 # DEPENDENCYPART_GRANDPAR
(5,1),(1,19),-0.83187 # DEPENDENCYPART_GRANDPAR
(5,1),(1,20),-0.586156 # DEPENDENCYPART_GRANDPAR
(5,1),(1,21),-0.766208 # DEPENDENCYPART_GRANDPAR
(5,1),(1,25),-0.405514 # DEPENDENCYPART_GRANDPAR
(5,1),(1,28),-1.05137 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.179432 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.205677 # DEPENDENCYPART_GRANDPAR
(5,3),(3,6),-0.784411 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.270308 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.203068 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.202682 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-0.894297 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,8),-0.771914 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-0.617567 # DEPENDENCYPART_GRANDPAR
(5,4),(4,19),-0.805542 # DEPENDENCYPART_GRANDPAR
(5,4),(4,27),-0.817726 # DEPENDENCYPART_GRANDPAR
(5,4),(4,28),-1.03912 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),-0.184451 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),-0.288144 # DEPENDENCYPART_GRANDPAR
(6,1),(1,5),0.336644 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-1.08642 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,1),(1,7),-0.35661 # DEPENDENCYPART_GRANDPAR
(6,1),(1,8),-0.208034 # DEPENDENCYPART_GRANDPAR
(6,1),(1,9),-0.659338 # DEPENDENCYPART_GRANDPAR
(6,1),(1,10),-0.867013 # DEPENDENCYPART_GRANDPAR
(6,1),(1,12),-0.319818 # DEPENDENCYPART_GRANDPAR
(6,1),(1,13),-0.439757 # DEPENDENCYPART_GRANDPAR
(6,1),(1,19),-0.86178 # DEPENDENCYPART_GRANDPAR
(6,1),(1,20),-0.410682 # DEPENDENCYPART_GRANDPAR
(6,1),(1,21),-0.512624 # DEPENDENCYPART_GRANDPAR
(6,1),(1,25),-0.70865 # DEPENDENCYPART_GRANDPAR
(6,1),(1,28),-0.944164 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.26852 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),0.360324 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-1.2151 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,1),-0.403582 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),0.12588 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.313021 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),0.335808 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-0.213505 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-0.666975 # DEPENDENCYPART_GRANDPAR
(6,4),(4,19),-0.849312 # DEPENDENCYPART_GRANDPAR
(6,4),(4,27),-1.00709 # DEPENDENCYPART_GRANDPAR
(6,4),(4,28),-0.942899 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.141629 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),0.350756 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.0544602 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.204894 # DEPENDENCYPART_GRANDPAR
(6,9),(9,1),-0.641724 # DEPENDENCYPART_GRANDPAR
(6,9),(9,2),-0.217248 # DEPENDENCYPART_GRANDPAR
(6,9),(9,3),-0.685841 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-0.725945 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-0.207395 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-0.617167 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),-0.0628866 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),0.181085 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),-0.200826 # DEPENDENCYPART_GRANDPAR
(7,1),(1,4),-0.0977639 # DEPENDENCYPART_GRANDPAR
(7,1),(1,5),-0.245974 # DEPENDENCYPART_GRANDPAR
(7,1),(1,6),-0.125505 # DEPENDENCYPART_GRANDPAR
(7,1),(1,7),-0.917547 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,1),(1,8),-0.327299 # DEPENDENCYPART_GRANDPAR
(7,1),(1,9),-0.530964 # DEPENDENCYPART_GRANDPAR
(7,1),(1,10),-0.42649 # DEPENDENCYPART_GRANDPAR
(7,1),(1,12),-0.714512 # DEPENDENCYPART_GRANDPAR
(7,1),(1,13),-0.585733 # DEPENDENCYPART_GRANDPAR
(7,1),(1,19),-0.736188 # DEPENDENCYPART_GRANDPAR
(7,1),(1,20),-0.753918 # DEPENDENCYPART_GRANDPAR
(7,1),(1,21),-0.71506 # DEPENDENCYPART_GRANDPAR
(7,1),(1,25),-0.729031 # DEPENDENCYPART_GRANDPAR
(7,1),(1,28),-0.999401 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.197722 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.149663 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),-0.0681617 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.144873 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.0803688 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.245196 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),-0.22053 # DEPENDENCYPART_GRANDPAR
(7,4),(4,8),-0.330463 # DEPENDENCYPART_GRANDPAR
(7,4),(4,9),-0.536398 # DEPENDENCYPART_GRANDPAR
(7,4),(4,19),-0.719925 # DEPENDENCYPART_GRANDPAR
(7,4),(4,27),-0.815436 # DEPENDENCYPART_GRANDPAR
(7,4),(4,28),-0.995772 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.112101 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.0221747 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.282939 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.104275 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.197402 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.132252 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.267803 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.131956 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.294434 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.620203 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-0.449919 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.49243 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.502426 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,19),-0.383893 # DEPENDENCYPART_GRANDPAR
(7,8),(8,27),-0.503758 # DEPENDENCYPART_GRANDPAR
(7,8),(8,28),-0.682007 # DEPENDENCYPART_GRANDPAR
(7,9),(9,1),-0.458152 # DEPENDENCYPART_GRANDPAR
(7,9),(9,2),-0.509109 # DEPENDENCYPART_GRANDPAR
(7,9),(9,3),-0.651462 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-0.471014 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-0.646614 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.576235 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.580669 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),0.0367919 # DEPENDENCYPART_GRANDPAR
(7,10),(10,1),-0.459822 # DEPENDENCYPART_GRANDPAR
(7,10),(10,2),-0.489337 # DEPENDENCYPART_GRANDPAR
(7,10),(10,3),-0.63805 # DEPENDENCYPART_GRANDPAR
(7,10),(10,4),-0.438507 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),-0.618837 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-0.562715 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-0.577893 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),0.0232768 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),-0.181889 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.294021 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.391198 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.237203 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),-0.28876 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),-0.38984 # DEPENDENCYPART_GRANDPAR
(7,10),(10,16),-0.415635 # DEPENDENCYPART_GRANDPAR
(7,10),(10,17),-0.326778 # DEPENDENCYPART_GRANDPAR
(7,10),(10,18),-0.378669 # DEPENDENCYPART_GRANDPAR
(7,10),(10,19),-0.364728 # DEPENDENCYPART_GRANDPAR
(7,10),(10,20),-0.430605 # DEPENDENCYPART_GRANDPAR
(7,10),(10,21),-0.390855 # DEPENDENCYPART_GRANDPAR
(7,10),(10,23),-0.571428 # DEPENDENCYPART_GRANDPAR
(7,10),(10,24),-0.53472 # DEPENDENCYPART_GRANDPAR
(7,10),(10,25),-0.356645 # DEPENDENCYPART_GRANDPAR
(7,10),(10,27),-0.461301 # DEPENDENCYPART_GRANDPAR
(7,10),(10,28),-0.635093 # DEPENDENCYPART_GRANDPAR
(7,14),(14,10),-0.0188258 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),-0.202321 # DEPENDENCYPART_GRANDPAR
(7,14),(14,15),-0.422529 # DEPENDENCYPART_GRANDPAR
(7,14),(14,16),-0.459466 # DEPENDENCYPART_GRANDPAR
(7,14),(14,17),-0.365391 # DEPENDENCYPART_GRANDPAR
(7,14),(14,18),-0.417658 # DEPENDENCYPART_GRANDPAR
(7,14),(14,20),-0.457329 # DEPENDENCYPART_GRANDPAR
(7,14),(14,24),-0.577473 # DEPENDENCYPART_GRANDPAR
(7,16),(16,2),-0.509109 # DEPENDENCYPART_GRANDPAR
(7,16),(16,5),-0.646614 # DEPENDENCYPART_GRANDPAR
(7,16),(16,7),-0.580669 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,16),(16,8),0.0367934 # DEPENDENCYPART_GRANDPAR
(7,16),(16,10),-0.0360414 # DEPENDENCYPART_GRANDPAR
(7,16),(16,12),-0.309483 # DEPENDENCYPART_GRANDPAR
(7,16),(16,13),-0.2035 # DEPENDENCYPART_GRANDPAR
(7,16),(16,14),-0.257707 # DEPENDENCYPART_GRANDPAR
(7,16),(16,15),-0.355816 # DEPENDENCYPART_GRANDPAR
(7,16),(16,17),-0.377787 # DEPENDENCYPART_GRANDPAR
(7,16),(16,18),-0.420391 # DEPENDENCYPART_GRANDPAR
(7,17),(17,10),-0.0204305 # DEPENDENCYPART_GRANDPAR
(7,17),(17,12),-0.38054 # DEPENDENCYPART_GRANDPAR
(7,17),(17,13),-0.205049 # DEPENDENCYPART_GRANDPAR
(7,17),(17,14),-0.189798 # DEPENDENCYPART_GRANDPAR
(7,17),(17,15),-0.336964 # DEPENDENCYPART_GRANDPAR
(7,17),(17,16),-0.419182 # DEPENDENCYPART_GRANDPAR
(7,17),(17,18),-0.418546 # DEPENDENCYPART_GRANDPAR
(7,17),(17,19),-0.418475 # DEPENDENCYPART_GRANDPAR
(7,17),(17,20),-0.450251 # DEPENDENCYPART_GRANDPAR
(7,17),(17,21),-0.46225 # DEPENDENCYPART_GRANDPAR
(7,17),(17,24),-0.574582 # DEPENDENCYPART_GRANDPAR
(7,17),(17,25),-0.410921 # DEPENDENCYPART_GRANDPAR
(7,17),(17,27),-0.501178 # DEPENDENCYPART_GRANDPAR
(7,17),(17,28),-0.714758 # DEPENDENCYPART_GRANDPAR
(7,18),(18,12),-0.331273 # DEPENDENCYPART_GRANDPAR
(7,18),(18,14),-0.173088 # DEPENDENCYPART_GRANDPAR
(7,18),(18,16),-0.357793 # DEPENDENCYPART_GRANDPAR
(7,18),(18,17),-0.206111 # DEPENDENCYPART_GRANDPAR
(7,18),(18,20),-0.431939 # DEPENDENCYPART_GRANDPAR
(7,18),(18,23),-0.575285 # DEPENDENCYPART_GRANDPAR
(7,18),(18,24),-0.57938 # DEPENDENCYPART_GRANDPAR
(7,18),(18,25),-0.376554 # DEPENDENCYPART_GRANDPAR
(7,18),(18,27),-0.503758 # DEPENDENCYPART_GRANDPAR
(7,18),(18,28),-0.682007 # DEPENDENCYPART_GRANDPAR
(7,19),(19,1),-0.459822 # DEPENDENCYPART_GRANDPAR
(7,19),(19,3),-0.638051 # DEPENDENCYPART_GRANDPAR
(7,19),(19,4),-0.438507 # DEPENDENCYPART_GRANDPAR
(7,19),(19,5),-0.618868 # DEPENDENCYPART_GRANDPAR
(7,19),(19,6),-0.562716 # DEPENDENCYPART_GRANDPAR
(7,19),(19,7),-0.578992 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,19),(19,8),0.0222086 # DEPENDENCYPART_GRANDPAR
(7,19),(19,9),-0.180194 # DEPENDENCYPART_GRANDPAR
(7,19),(19,10),-0.0541221 # DEPENDENCYPART_GRANDPAR
(7,19),(19,11),-0.232306 # DEPENDENCYPART_GRANDPAR
(7,19),(19,12),-0.460102 # DEPENDENCYPART_GRANDPAR
(7,19),(19,13),-0.2082 # DEPENDENCYPART_GRANDPAR
(7,19),(19,14),-0.216434 # DEPENDENCYPART_GRANDPAR
(7,19),(19,15),-0.390158 # DEPENDENCYPART_GRANDPAR
(7,19),(19,16),-0.42835 # DEPENDENCYPART_GRANDPAR
(7,19),(19,17),-0.233307 # DEPENDENCYPART_GRANDPAR
(7,19),(19,18),-0.380132 # DEPENDENCYPART_GRANDPAR
(7,19),(19,20),-0.433362 # DEPENDENCYPART_GRANDPAR
(7,19),(19,21),-0.392028 # DEPENDENCYPART_GRANDPAR
(7,19),(19,22),-0.314073 # DEPENDENCYPART_GRANDPAR
(7,19),(19,23),-0.572118 # DEPENDENCYPART_GRANDPAR
(7,19),(19,24),-0.536643 # DEPENDENCYPART_GRANDPAR
(7,19),(19,25),-0.357824 # DEPENDENCYPART_GRANDPAR
(7,19),(19,26),-0.373312 # DEPENDENCYPART_GRANDPAR
(7,19),(19,27),-0.461977 # DEPENDENCYPART_GRANDPAR
(7,19),(19,28),-0.635991 # DEPENDENCYPART_GRANDPAR
(7,21),(21,9),-0.175147 # DEPENDENCYPART_GRANDPAR
(7,21),(21,16),-0.422586 # DEPENDENCYPART_GRANDPAR
(7,21),(21,18),-0.380899 # DEPENDENCYPART_GRANDPAR
(7,21),(21,20),-0.421264 # DEPENDENCYPART_GRANDPAR
(7,21),(21,24),-0.585375 # DEPENDENCYPART_GRANDPAR
(7,21),(21,25),-0.411251 # DEPENDENCYPART_GRANDPAR
(7,21),(21,28),-0.713451 # DEPENDENCYPART_GRANDPAR
(7,25),(25,1),-0.459822 # DEPENDENCYPART_GRANDPAR
(7,25),(25,3),-0.63805 # DEPENDENCYPART_GRANDPAR
(7,25),(25,4),-0.438507 # DEPENDENCYPART_GRANDPAR
(7,25),(25,5),-0.618837 # DEPENDENCYPART_GRANDPAR
(7,25),(25,6),-0.562715 # DEPENDENCYPART_GRANDPAR
(7,25),(25,7),-0.577893 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,25),(25,8),0.0232768 # DEPENDENCYPART_GRANDPAR
(7,25),(25,9),-0.181889 # DEPENDENCYPART_GRANDPAR
(7,25),(25,10),-0.0542904 # DEPENDENCYPART_GRANDPAR
(7,25),(25,12),-0.462343 # DEPENDENCYPART_GRANDPAR
(7,25),(25,13),-0.206526 # DEPENDENCYPART_GRANDPAR
(7,25),(25,14),-0.215336 # DEPENDENCYPART_GRANDPAR
(7,25),(25,15),-0.389038 # DEPENDENCYPART_GRANDPAR
(7,25),(25,16),-0.430045 # DEPENDENCYPART_GRANDPAR
(7,25),(25,17),-0.232208 # DEPENDENCYPART_GRANDPAR
(7,25),(25,18),-0.379064 # DEPENDENCYPART_GRANDPAR
(7,25),(25,19),-0.364942 # DEPENDENCYPART_GRANDPAR
(7,25),(25,20),-0.50175 # DEPENDENCYPART_GRANDPAR
(7,25),(25,21),-0.34236 # DEPENDENCYPART_GRANDPAR
(7,25),(25,22),-0.366046 # DEPENDENCYPART_GRANDPAR
(7,25),(25,23),-0.536746 # DEPENDENCYPART_GRANDPAR
(7,25),(25,24),-0.546948 # DEPENDENCYPART_GRANDPAR
(7,25),(25,26),-0.372637 # DEPENDENCYPART_GRANDPAR
(7,25),(25,27),-0.461301 # DEPENDENCYPART_GRANDPAR
(7,25),(25,28),-0.635093 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),-0.24322 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.154615 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.299521 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),-0.409781 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-0.936289 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,9),-0.405775 # DEPENDENCYPART_GRANDPAR
(8,4),(4,19),-0.389277 # DEPENDENCYPART_GRANDPAR
(8,4),(4,27),-0.857954 # DEPENDENCYPART_GRANDPAR
(8,4),(4,28),-1.08437 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.230733 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.155488 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.252307 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.284553 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.413683 # DEPENDENCYPART_GRANDPAR
(8,6),(6,9),-0.480664 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),-0.257517 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.288098 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.32563 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.47125 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.35389 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-0.92997 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.396213 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.479482 # DEPENDENCYPART_GRANDPAR
(8,7),(7,14),-0.669411 # DEPENDENCYPART_GRANDPAR
(8,7),(7,16),-0.604123 # DEPENDENCYPART_GRANDPAR
(8,7),(7,17),-0.680936 # DEPENDENCYPART_GRANDPAR
(8,7),(7,18),-0.879856 # DEPENDENCYPART_GRANDPAR
(8,7),(7,19),-0.403483 # DEPENDENCYPART_GRANDPAR
(8,7),(7,21),-0.770076 # DEPENDENCYPART_GRANDPAR
(8,7),(7,25),-0.633993 # DEPENDENCYPART_GRANDPAR
(8,19),(19,1),-0.556442 # DEPENDENCYPART_GRANDPAR
(8,19),(19,3),-0.6813 # DEPENDENCYPART_GRANDPAR
(8,19),(19,4),-0.622091 # DEPENDENCYPART_GRANDPAR
(8,19),(19,5),-0.781956 # DEPENDENCYPART_GRANDPAR
(8,19),(19,6),-0.746984 # DEPENDENCYPART_GRANDPAR
(8,19),(19,7),-0.513336 # DEPENDENCYPART_GRANDPAR
(8,19),(19,8),-0.564179 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,19),(19,9),-0.0681287 # DEPENDENCYPART_GRANDPAR
(8,19),(19,10),-0.101549 # DEPENDENCYPART_GRANDPAR
(8,19),(19,11),-0.276685 # DEPENDENCYPART_GRANDPAR
(8,19),(19,12),-0.432762 # DEPENDENCYPART_GRANDPAR
(8,19),(19,13),-0.313412 # DEPENDENCYPART_GRANDPAR
(8,19),(19,14),-0.349075 # DEPENDENCYPART_GRANDPAR
(8,19),(19,15),-0.316932 # DEPENDENCYPART_GRANDPAR
(8,19),(19,16),-0.276756 # DEPENDENCYPART_GRANDPAR
(8,19),(19,17),-0.347226 # DEPENDENCYPART_GRANDPAR
(8,19),(19,18),-0.514065 # DEPENDENCYPART_GRANDPAR
(8,19),(19,20),-0.387059 # DEPENDENCYPART_GRANDPAR
(8,19),(19,21),-0.399414 # DEPENDENCYPART_GRANDPAR
(8,19),(19,22),-0.498204 # DEPENDENCYPART_GRANDPAR
(8,19),(19,23),-0.418809 # DEPENDENCYPART_GRANDPAR
(8,19),(19,24),-0.431768 # DEPENDENCYPART_GRANDPAR
(8,19),(19,25),-0.226157 # DEPENDENCYPART_GRANDPAR
(8,19),(19,26),-0.512845 # DEPENDENCYPART_GRANDPAR
(8,19),(19,27),-0.482867 # DEPENDENCYPART_GRANDPAR
(8,19),(19,28),-0.698901 # DEPENDENCYPART_GRANDPAR
(8,27),(27,21),-0.424172 # DEPENDENCYPART_GRANDPAR
(8,27),(27,24),-0.48511 # DEPENDENCYPART_GRANDPAR
(8,27),(27,25),-0.245178 # DEPENDENCYPART_GRANDPAR
(8,27),(27,26),-0.466527 # DEPENDENCYPART_GRANDPAR
(9,1),(1,3),-0.673079 # DEPENDENCYPART_GRANDPAR
(9,1),(1,4),-0.204222 # DEPENDENCYPART_GRANDPAR
(9,1),(1,5),-0.328802 # DEPENDENCYPART_GRANDPAR
(9,1),(1,6),-0.287847 # DEPENDENCYPART_GRANDPAR
(9,1),(1,7),-0.140183 # DEPENDENCYPART_GRANDPAR
(9,1),(1,8),0.0449164 # DEPENDENCYPART_GRANDPAR
(9,1),(1,9),-0.754662 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,1),(1,10),-0.577662 # DEPENDENCYPART_GRANDPAR
(9,1),(1,12),-0.35482 # DEPENDENCYPART_GRANDPAR
(9,1),(1,13),-0.353896 # DEPENDENCYPART_GRANDPAR
(9,1),(1,19),-0.395316 # DEPENDENCYPART_GRANDPAR
(9,1),(1,20),-0.429607 # DEPENDENCYPART_GRANDPAR
(9,1),(1,21),-0.476391 # DEPENDENCYPART_GRANDPAR
(9,1),(1,25),-0.452267 # DEPENDENCYPART_GRANDPAR
(9,1),(1,28),-0.855219 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),-0.482155 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-0.795993 # DEPENDENCYPART_GRANDPAR
(9,3),(3,6),-0.191385 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),-0.622393 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-1.03713 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.804775 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),-0.329639 # DEPENDENCYPART_GRANDPAR
(9,4),(4,8),0.0839392 # DEPENDENCYPART_GRANDPAR
(9,4),(4,9),-0.7623 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,4),(4,19),-0.382848 # DEPENDENCYPART_GRANDPAR
(9,4),(4,27),-0.846177 # DEPENDENCYPART_GRANDPAR
(9,4),(4,28),-0.853953 # DEPENDENCYPART_GRANDPAR
(9,5),(5,1),-0.367981 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),-0.819797 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-0.561296 # DEPENDENCYPART_GRANDPAR
