# _root_ Legalábbis ez volt az az elképzelés , amelyet a Királyi_városok programban tavaly meghirdettek , s amelyből a visegrádi palota 400_millió forinttal részesült volna .
#goldHeads=3,3,0,6,6,3,3,13,11,11,13,13,2,2,2,22,19,19,22,21,22,2,22,3,
#predictedHeads=3,3,15,6,6,3,3,13,11,11,13,13,4,15,0,22,19,19,22,21,22,4,22,15,
(1,15),(15,14),-0.0659931 # DEPENDENCYPART_GRANDPAR
(1,15),(15,18),-0.249641 # DEPENDENCYPART_GRANDPAR
(1,15),(15,19),-0.272039 # DEPENDENCYPART_GRANDPAR
(1,15),(15,20),-0.288497 # DEPENDENCYPART_GRANDPAR
(1,15),(15,21),-0.362381 # DEPENDENCYPART_GRANDPAR
(1,15),(15,22),-0.141896 # DEPENDENCYPART_GRANDPAR
(1,15),(15,23),-0.270859 # DEPENDENCYPART_GRANDPAR
(1,15),(15,24),-0.538602 # DEPENDENCYPART_GRANDPAR
(1,22),(22,1),-0.405972 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,22),(22,2),0.0691397 # DEPENDENCYPART_GRANDPAR
(1,22),(22,3),-0.0901827 # DEPENDENCYPART_GRANDPAR
(1,22),(22,4),-0.0221545 # DEPENDENCYPART_GRANDPAR
(1,22),(22,6),-0.0899418 # DEPENDENCYPART_GRANDPAR
(1,22),(22,7),-0.151432 # DEPENDENCYPART_GRANDPAR
(1,22),(22,8),0.0158818 # DEPENDENCYPART_GRANDPAR
(1,22),(22,9),-0.253842 # DEPENDENCYPART_GRANDPAR
(1,22),(22,10),-0.152302 # DEPENDENCYPART_GRANDPAR
(1,22),(22,11),-0.188739 # DEPENDENCYPART_GRANDPAR
(1,22),(22,12),-0.0352481 # DEPENDENCYPART_GRANDPAR
(1,22),(22,13),-0.0709116 # DEPENDENCYPART_GRANDPAR
(1,22),(22,14),-0.179537 # DEPENDENCYPART_GRANDPAR
(1,22),(22,15),-0.289551 # DEPENDENCYPART_GRANDPAR
(1,22),(22,16),-0.294674 # DEPENDENCYPART_GRANDPAR
(1,22),(22,17),-0.362055 # DEPENDENCYPART_GRANDPAR
(1,22),(22,18),-0.178401 # DEPENDENCYPART_GRANDPAR
(1,22),(22,19),-0.244192 # DEPENDENCYPART_GRANDPAR
(1,22),(22,20),-0.245423 # DEPENDENCYPART_GRANDPAR
(1,22),(22,21),-0.335345 # DEPENDENCYPART_GRANDPAR
(1,22),(22,23),-0.156887 # DEPENDENCYPART_GRANDPAR
(1,22),(22,24),-0.563075 # DEPENDENCYPART_GRANDPAR
(2,1),(1,3),-1.02019 # DEPENDENCYPART_GRANDPAR
(2,1),(1,6),-0.369352 # DEPENDENCYPART_GRANDPAR
(2,1),(1,7),-0.611433 # DEPENDENCYPART_GRANDPAR
(2,1),(1,13),-0.516318 # DEPENDENCYPART_GRANDPAR
(2,1),(1,14),-0.437719 # DEPENDENCYPART_GRANDPAR
(2,1),(1,15),-0.509058 # DEPENDENCYPART_GRANDPAR
(2,1),(1,22),-0.499877 # DEPENDENCYPART_GRANDPAR
(2,1),(1,24),-1.38549 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.796403 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.585188 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.187553 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),-0.0604111 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),0.15564 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),-0.298574 # DEPENDENCYPART_GRANDPAR
(2,3),(3,8),0.0275823 # DEPENDENCYPART_GRANDPAR
(2,3),(3,9),0.0891599 # DEPENDENCYPART_GRANDPAR
(2,3),(3,10),0.27351 # DEPENDENCYPART_GRANDPAR
(2,3),(3,11),0.113802 # DEPENDENCYPART_GRANDPAR
(2,3),(3,12),0.0771242 # DEPENDENCYPART_GRANDPAR
(2,3),(3,13),-0.0574565 # DEPENDENCYPART_GRANDPAR
(2,3),(3,14),-0.12486 # DEPENDENCYPART_GRANDPAR
(2,3),(3,15),-0.153872 # DEPENDENCYPART_GRANDPAR
(2,3),(3,16),-0.238425 # DEPENDENCYPART_GRANDPAR
(2,3),(3,20),-0.163071 # DEPENDENCYPART_GRANDPAR
(2,3),(3,21),0.435848 # DEPENDENCYPART_GRANDPAR
(2,3),(3,22),-0.0400455 # DEPENDENCYPART_GRANDPAR
(2,3),(3,23),0.334576 # DEPENDENCYPART_GRANDPAR
(2,3),(3,24),-0.967324 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.720024 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.709658 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),-0.678255 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.034066 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.372685 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),-0.15055 # DEPENDENCYPART_GRANDPAR
(2,4),(4,10),0.0852251 # DEPENDENCYPART_GRANDPAR
(2,4),(4,11),-0.0742619 # DEPENDENCYPART_GRANDPAR
(2,4),(4,12),-0.115204 # DEPENDENCYPART_GRANDPAR
(2,4),(4,13),-0.22152 # DEPENDENCYPART_GRANDPAR
(2,4),(4,14),-0.198971 # DEPENDENCYPART_GRANDPAR
(2,4),(4,15),-0.283512 # DEPENDENCYPART_GRANDPAR
(2,4),(4,16),-0.430573 # DEPENDENCYPART_GRANDPAR
(2,4),(4,18),-0.459579 # DEPENDENCYPART_GRANDPAR
(2,4),(4,19),0.253887 # DEPENDENCYPART_GRANDPAR
(2,4),(4,20),-0.302212 # DEPENDENCYPART_GRANDPAR
(2,4),(4,21),0.247152 # DEPENDENCYPART_GRANDPAR
(2,4),(4,22),-0.205079 # DEPENDENCYPART_GRANDPAR
(2,4),(4,23),0.134898 # DEPENDENCYPART_GRANDPAR
(2,4),(4,24),-1.11014 # DEPENDENCYPART_GRANDPAR
(2,6),(6,1),-0.741293 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-0.645383 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,3),-0.555392 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),-0.205682 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),-0.0569905 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),-0.236502 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),-0.0311182 # DEPENDENCYPART_GRANDPAR
(2,6),(6,10),0.200711 # DEPENDENCYPART_GRANDPAR
(2,6),(6,11),0.040887 # DEPENDENCYPART_GRANDPAR
(2,6),(6,13),-0.0985366 # DEPENDENCYPART_GRANDPAR
(2,6),(6,22),-0.0795456 # DEPENDENCYPART_GRANDPAR
(2,6),(6,24),-1.05231 # DEPENDENCYPART_GRANDPAR
(2,8),(8,11),-0.0557561 # DEPENDENCYPART_GRANDPAR
(2,8),(8,19),0.272392 # DEPENDENCYPART_GRANDPAR
(2,8),(8,21),0.265658 # DEPENDENCYPART_GRANDPAR
(2,10),(10,4),-0.205917 # DEPENDENCYPART_GRANDPAR
(2,10),(10,5),-0.0569905 # DEPENDENCYPART_GRANDPAR
(2,10),(10,8),0.0448368 # DEPENDENCYPART_GRANDPAR
(2,10),(10,9),0.156826 # DEPENDENCYPART_GRANDPAR
(2,11),(11,1),-0.741293 # DEPENDENCYPART_GRANDPAR
(2,11),(11,2),-0.645649 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,11),(11,3),-0.555394 # DEPENDENCYPART_GRANDPAR
(2,11),(11,4),-0.204825 # DEPENDENCYPART_GRANDPAR
(2,11),(11,5),-0.0547763 # DEPENDENCYPART_GRANDPAR
(2,11),(11,6),0.103392 # DEPENDENCYPART_GRANDPAR
(2,11),(11,7),-0.175095 # DEPENDENCYPART_GRANDPAR
(2,11),(11,8),0.0448202 # DEPENDENCYPART_GRANDPAR
(2,11),(11,9),0.157933 # DEPENDENCYPART_GRANDPAR
(2,11),(11,10),0.222922 # DEPENDENCYPART_GRANDPAR
(2,11),(11,12),-0.0204262 # DEPENDENCYPART_GRANDPAR
(2,12),(12,3),-0.641544 # DEPENDENCYPART_GRANDPAR
(2,12),(12,6),-0.0472144 # DEPENDENCYPART_GRANDPAR
(2,12),(12,10),0.0722711 # DEPENDENCYPART_GRANDPAR
(2,12),(12,11),-0.0872198 # DEPENDENCYPART_GRANDPAR
(2,12),(12,20),-0.268031 # DEPENDENCYPART_GRANDPAR
(2,12),(12,22),-0.14575 # DEPENDENCYPART_GRANDPAR
(2,13),(13,1),-0.785315 # DEPENDENCYPART_GRANDPAR
(2,13),(13,2),-0.624229 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,13),(13,3),-0.577061 # DEPENDENCYPART_GRANDPAR
(2,13),(13,4),-0.227689 # DEPENDENCYPART_GRANDPAR
(2,13),(13,5),-0.109228 # DEPENDENCYPART_GRANDPAR
(2,13),(13,6),0.0700863 # DEPENDENCYPART_GRANDPAR
(2,13),(13,7),-0.325724 # DEPENDENCYPART_GRANDPAR
(2,13),(13,8),0.0823604 # DEPENDENCYPART_GRANDPAR
(2,13),(13,9),0.0703686 # DEPENDENCYPART_GRANDPAR
(2,13),(13,10),0.189945 # DEPENDENCYPART_GRANDPAR
(2,13),(13,11),0.0290819 # DEPENDENCYPART_GRANDPAR
(2,13),(13,12),0.00673416 # DEPENDENCYPART_GRANDPAR
(2,13),(13,14),-0.0656178 # DEPENDENCYPART_GRANDPAR
(2,13),(13,15),-0.117196 # DEPENDENCYPART_GRANDPAR
(2,13),(13,16),-0.222828 # DEPENDENCYPART_GRANDPAR
(2,13),(13,17),0.201539 # DEPENDENCYPART_GRANDPAR
(2,13),(13,18),-0.30789 # DEPENDENCYPART_GRANDPAR
(2,13),(13,19),0.469417 # DEPENDENCYPART_GRANDPAR
(2,13),(13,20),-0.144128 # DEPENDENCYPART_GRANDPAR
(2,13),(13,21),0.458871 # DEPENDENCYPART_GRANDPAR
(2,13),(13,22),-0.0108759 # DEPENDENCYPART_GRANDPAR
(2,13),(13,23),0.365311 # DEPENDENCYPART_GRANDPAR
(2,13),(13,24),-0.957712 # DEPENDENCYPART_GRANDPAR
(2,15),(15,1),-0.752357 # DEPENDENCYPART_GRANDPAR
(2,15),(15,2),-0.811463 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,15),(15,3),-0.752512 # DEPENDENCYPART_GRANDPAR
(2,15),(15,4),-0.38557 # DEPENDENCYPART_GRANDPAR
(2,15),(15,6),-0.101945 # DEPENDENCYPART_GRANDPAR
(2,15),(15,7),-0.445852 # DEPENDENCYPART_GRANDPAR
(2,15),(15,10),0.0176245 # DEPENDENCYPART_GRANDPAR
(2,15),(15,11),-0.141993 # DEPENDENCYPART_GRANDPAR
(2,15),(15,12),-0.165773 # DEPENDENCYPART_GRANDPAR
(2,15),(15,13),-0.241977 # DEPENDENCYPART_GRANDPAR
(2,15),(15,14),-0.272138 # DEPENDENCYPART_GRANDPAR
(2,15),(15,18),-0.476491 # DEPENDENCYPART_GRANDPAR
(2,15),(15,19),0.23516 # DEPENDENCYPART_GRANDPAR
(2,15),(15,20),-0.314989 # DEPENDENCYPART_GRANDPAR
(2,15),(15,21),0.228426 # DEPENDENCYPART_GRANDPAR
(2,15),(15,22),-0.237856 # DEPENDENCYPART_GRANDPAR
(2,15),(15,23),0.10082 # DEPENDENCYPART_GRANDPAR
(2,15),(15,24),-1.03945 # DEPENDENCYPART_GRANDPAR
(2,16),(16,18),-0.431798 # DEPENDENCYPART_GRANDPAR
(2,16),(16,19),0.272862 # DEPENDENCYPART_GRANDPAR
(2,16),(16,21),0.266128 # DEPENDENCYPART_GRANDPAR
(2,18),(18,8),-0.0186348 # DEPENDENCYPART_GRANDPAR
(2,18),(18,16),-0.312826 # DEPENDENCYPART_GRANDPAR
(2,18),(18,17),0.176083 # DEPENDENCYPART_GRANDPAR
(2,19),(19,2),-0.645618 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,19),(19,4),-0.205917 # DEPENDENCYPART_GRANDPAR
(2,19),(19,9),0.156826 # DEPENDENCYPART_GRANDPAR
(2,19),(19,10),0.222923 # DEPENDENCYPART_GRANDPAR
(2,19),(19,13),-0.0579033 # DEPENDENCYPART_GRANDPAR
(2,19),(19,14),-0.00137939 # DEPENDENCYPART_GRANDPAR
(2,19),(19,15),-0.0355488 # DEPENDENCYPART_GRANDPAR
(2,19),(19,16),-0.247974 # DEPENDENCYPART_GRANDPAR
(2,19),(19,17),0.239532 # DEPENDENCYPART_GRANDPAR
(2,19),(19,18),-0.21214 # DEPENDENCYPART_GRANDPAR
(2,19),(19,20),-0.208816 # DEPENDENCYPART_GRANDPAR
(2,19),(19,21),0.368148 # DEPENDENCYPART_GRANDPAR
(2,20),(20,16),-0.297381 # DEPENDENCYPART_GRANDPAR
(2,20),(20,17),0.200708 # DEPENDENCYPART_GRANDPAR
(2,20),(20,19),0.303258 # DEPENDENCYPART_GRANDPAR
(2,20),(20,23),0.225391 # DEPENDENCYPART_GRANDPAR
(2,20),(20,24),-1.06908 # DEPENDENCYPART_GRANDPAR
(2,21),(21,12),0.00494949 # DEPENDENCYPART_GRANDPAR
(2,21),(21,14),-0.00137906 # DEPENDENCYPART_GRANDPAR
(2,21),(21,15),-0.0355484 # DEPENDENCYPART_GRANDPAR
(2,21),(21,16),-0.247973 # DEPENDENCYPART_GRANDPAR
(2,21),(21,17),0.239515 # DEPENDENCYPART_GRANDPAR
(2,21),(21,18),-0.212145 # DEPENDENCYPART_GRANDPAR
(2,21),(21,19),0.389462 # DEPENDENCYPART_GRANDPAR
(2,21),(21,20),-0.175364 # DEPENDENCYPART_GRANDPAR
(2,22),(22,1),-0.785315 # DEPENDENCYPART_GRANDPAR
(2,22),(22,2),-0.624229 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,22),(22,3),-0.578018 # DEPENDENCYPART_GRANDPAR
(2,22),(22,4),-0.227689 # DEPENDENCYPART_GRANDPAR
(2,22),(22,6),0.0699877 # DEPENDENCYPART_GRANDPAR
(2,22),(22,7),-0.327663 # DEPENDENCYPART_GRANDPAR
(2,22),(22,8),0.0823604 # DEPENDENCYPART_GRANDPAR
(2,22),(22,9),0.070368 # DEPENDENCYPART_GRANDPAR
(2,22),(22,10),0.189846 # DEPENDENCYPART_GRANDPAR
(2,22),(22,11),0.0289833 # DEPENDENCYPART_GRANDPAR
(2,22),(22,12),0.00673416 # DEPENDENCYPART_GRANDPAR
(2,22),(22,13),-0.0876614 # DEPENDENCYPART_GRANDPAR
(2,22),(22,14),-0.153949 # DEPENDENCYPART_GRANDPAR
(2,22),(22,15),-0.10371 # DEPENDENCYPART_GRANDPAR
(2,22),(22,16),-0.24839 # DEPENDENCYPART_GRANDPAR
(2,22),(22,17),0.153074 # DEPENDENCYPART_GRANDPAR
(2,22),(22,18),-0.262821 # DEPENDENCYPART_GRANDPAR
(2,22),(22,19),0.355447 # DEPENDENCYPART_GRANDPAR
(2,22),(22,20),-0.172787 # DEPENDENCYPART_GRANDPAR
(2,22),(22,21),0.350028 # DEPENDENCYPART_GRANDPAR
(2,22),(22,23),0.365311 # DEPENDENCYPART_GRANDPAR
(2,22),(22,24),-0.959653 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-1.15788 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,6),-0.472454 # DEPENDENCYPART_GRANDPAR
(3,1),(1,7),-0.336426 # DEPENDENCYPART_GRANDPAR
(3,1),(1,13),-0.24036 # DEPENDENCYPART_GRANDPAR
(3,1),(1,14),-0.217448 # DEPENDENCYPART_GRANDPAR
(3,1),(1,15),-0.28144 # DEPENDENCYPART_GRANDPAR
(3,1),(1,22),-0.488942 # DEPENDENCYPART_GRANDPAR
(3,1),(1,24),-1.36757 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.0281925 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-0.608879 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),0.441901 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.244128 # DEPENDENCYPART_GRANDPAR
(3,2),(2,7),-0.00425607 # DEPENDENCYPART_GRANDPAR
(3,2),(2,8),0.063572 # DEPENDENCYPART_GRANDPAR
(3,2),(2,10),-0.231436 # DEPENDENCYPART_GRANDPAR
(3,2),(2,11),-0.227831 # DEPENDENCYPART_GRANDPAR
(3,2),(2,12),-0.159997 # DEPENDENCYPART_GRANDPAR
(3,2),(2,13),0.290411 # DEPENDENCYPART_GRANDPAR
(3,2),(2,14),0.114722 # DEPENDENCYPART_GRANDPAR
(3,2),(2,15),0.026504 # DEPENDENCYPART_GRANDPAR
(3,2),(2,16),-0.263565 # DEPENDENCYPART_GRANDPAR
(3,2),(2,18),-0.410912 # DEPENDENCYPART_GRANDPAR
(3,2),(2,19),-0.486641 # DEPENDENCYPART_GRANDPAR
(3,2),(2,20),-0.249649 # DEPENDENCYPART_GRANDPAR
(3,2),(2,21),-0.408474 # DEPENDENCYPART_GRANDPAR
(3,2),(2,22),0.0418301 # DEPENDENCYPART_GRANDPAR
(3,2),(2,24),-1.16739 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),0.053714 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),0.404135 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.936629 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,6),-0.133711 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.0133415 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),0.201059 # DEPENDENCYPART_GRANDPAR
(3,4),(4,10),-0.123 # DEPENDENCYPART_GRANDPAR
(3,4),(4,11),-0.116228 # DEPENDENCYPART_GRANDPAR
(3,4),(4,12),-0.197873 # DEPENDENCYPART_GRANDPAR
(3,4),(4,13),0.216392 # DEPENDENCYPART_GRANDPAR
(3,4),(4,14),0.105636 # DEPENDENCYPART_GRANDPAR
(3,4),(4,15),0.0618718 # DEPENDENCYPART_GRANDPAR
(3,4),(4,16),-0.101329 # DEPENDENCYPART_GRANDPAR
(3,4),(4,18),-0.379982 # DEPENDENCYPART_GRANDPAR
(3,4),(4,19),-0.379134 # DEPENDENCYPART_GRANDPAR
(3,4),(4,20),-0.0803002 # DEPENDENCYPART_GRANDPAR
(3,4),(4,21),-0.290792 # DEPENDENCYPART_GRANDPAR
(3,4),(4,22),-0.0321888 # DEPENDENCYPART_GRANDPAR
(3,4),(4,23),-0.293079 # DEPENDENCYPART_GRANDPAR
(3,4),(4,24),-1.01275 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-0.363893 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-0.0744789 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-0.858262 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),0.517514 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),0.239677 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.0229973 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),0.173597 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),-0.154726 # DEPENDENCYPART_GRANDPAR
(3,6),(6,11),-0.148288 # DEPENDENCYPART_GRANDPAR
(3,6),(6,13),0.0790325 # DEPENDENCYPART_GRANDPAR
(3,6),(6,22),-0.166999 # DEPENDENCYPART_GRANDPAR
(3,6),(6,24),-1.11267 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),-0.205612 # DEPENDENCYPART_GRANDPAR
(3,8),(8,19),-0.468519 # DEPENDENCYPART_GRANDPAR
(3,8),(8,21),-0.380176 # DEPENDENCYPART_GRANDPAR
(3,10),(10,4),0.516763 # DEPENDENCYPART_GRANDPAR
(3,10),(10,5),0.239396 # DEPENDENCYPART_GRANDPAR
(3,10),(10,8),0.120169 # DEPENDENCYPART_GRANDPAR
(3,10),(10,9),-0.12158 # DEPENDENCYPART_GRANDPAR
(3,11),(11,1),-0.363893 # DEPENDENCYPART_GRANDPAR
(3,11),(11,2),-0.0744789 # DEPENDENCYPART_GRANDPAR
(3,11),(11,3),-0.860369 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,11),(11,4),0.515575 # DEPENDENCYPART_GRANDPAR
(3,11),(11,5),0.23888 # DEPENDENCYPART_GRANDPAR
(3,11),(11,6),-0.246011 # DEPENDENCYPART_GRANDPAR
(3,11),(11,7),0.00655153 # DEPENDENCYPART_GRANDPAR
(3,11),(11,8),0.118326 # DEPENDENCYPART_GRANDPAR
(3,11),(11,9),-0.122751 # DEPENDENCYPART_GRANDPAR
(3,11),(11,10),-0.233382 # DEPENDENCYPART_GRANDPAR
(3,11),(11,12),-0.286519 # DEPENDENCYPART_GRANDPAR
(3,12),(12,3),-0.910791 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,12),(12,6),-0.37618 # DEPENDENCYPART_GRANDPAR
(3,12),(12,10),-0.363615 # DEPENDENCYPART_GRANDPAR
(3,12),(12,11),-0.36054 # DEPENDENCYPART_GRANDPAR
(3,12),(12,20),-0.255645 # DEPENDENCYPART_GRANDPAR
(3,12),(12,22),-0.263931 # DEPENDENCYPART_GRANDPAR
(3,13),(13,1),0.000192497 # DEPENDENCYPART_GRANDPAR
(3,13),(13,2),0.278817 # DEPENDENCYPART_GRANDPAR
(3,13),(13,3),-0.885782 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,13),(13,4),0.414883 # DEPENDENCYPART_GRANDPAR
(3,13),(13,5),0.167562 # DEPENDENCYPART_GRANDPAR
(3,13),(13,6),-0.333532 # DEPENDENCYPART_GRANDPAR
(3,13),(13,7),-0.162198 # DEPENDENCYPART_GRANDPAR
(3,13),(13,8),0.0845114 # DEPENDENCYPART_GRANDPAR
(3,13),(13,9),-0.191377 # DEPENDENCYPART_GRANDPAR
(3,13),(13,10),-0.320781 # DEPENDENCYPART_GRANDPAR
(3,13),(13,11),-0.319078 # DEPENDENCYPART_GRANDPAR
(3,13),(13,12),-0.265434 # DEPENDENCYPART_GRANDPAR
(3,13),(13,14),0.0106211 # DEPENDENCYPART_GRANDPAR
(3,13),(13,15),-0.0595379 # DEPENDENCYPART_GRANDPAR
(3,13),(13,16),-0.174095 # DEPENDENCYPART_GRANDPAR
(3,13),(13,17),-0.413213 # DEPENDENCYPART_GRANDPAR
(3,13),(13,18),-0.489409 # DEPENDENCYPART_GRANDPAR
(3,13),(13,19),-0.476141 # DEPENDENCYPART_GRANDPAR
(3,13),(13,20),-0.183139 # DEPENDENCYPART_GRANDPAR
(3,13),(13,21),-0.389473 # DEPENDENCYPART_GRANDPAR
(3,13),(13,22),-0.203168 # DEPENDENCYPART_GRANDPAR
(3,13),(13,23),-0.4268 # DEPENDENCYPART_GRANDPAR
(3,13),(13,24),-1.13821 # DEPENDENCYPART_GRANDPAR
(3,15),(15,1),-0.380705 # DEPENDENCYPART_GRANDPAR
(3,15),(15,2),-0.0775389 # DEPENDENCYPART_GRANDPAR
(3,15),(15,3),-1.15608 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,15),(15,4),0.14641 # DEPENDENCYPART_GRANDPAR
(3,15),(15,6),-0.581269 # DEPENDENCYPART_GRANDPAR
(3,15),(15,7),-0.376478 # DEPENDENCYPART_GRANDPAR
(3,15),(15,10),-0.568537 # DEPENDENCYPART_GRANDPAR
(3,15),(15,11),-0.56569 # DEPENDENCYPART_GRANDPAR
(3,15),(15,12),-0.441098 # DEPENDENCYPART_GRANDPAR
(3,15),(15,13),-0.213898 # DEPENDENCYPART_GRANDPAR
(3,15),(15,14),-0.2575 # DEPENDENCYPART_GRANDPAR
(3,15),(15,18),-0.771518 # DEPENDENCYPART_GRANDPAR
(3,15),(15,19),-0.787196 # DEPENDENCYPART_GRANDPAR
(3,15),(15,20),-0.493921 # DEPENDENCYPART_GRANDPAR
(3,15),(15,21),-0.698854 # DEPENDENCYPART_GRANDPAR
(3,15),(15,22),-0.674024 # DEPENDENCYPART_GRANDPAR
(3,15),(15,23),-0.932732 # DEPENDENCYPART_GRANDPAR
(3,15),(15,24),-1.30315 # DEPENDENCYPART_GRANDPAR
(3,16),(16,18),-0.448526 # DEPENDENCYPART_GRANDPAR
(3,16),(16,19),-0.468394 # DEPENDENCYPART_GRANDPAR
(3,16),(16,21),-0.380052 # DEPENDENCYPART_GRANDPAR
(3,20),(20,16),-0.253176 # DEPENDENCYPART_GRANDPAR
(3,20),(20,17),-0.375945 # DEPENDENCYPART_GRANDPAR
(3,20),(20,19),-0.545647 # DEPENDENCYPART_GRANDPAR
(3,20),(20,23),-0.465851 # DEPENDENCYPART_GRANDPAR
(3,20),(20,24),-1.125 # DEPENDENCYPART_GRANDPAR
(3,21),(21,12),-0.244293 # DEPENDENCYPART_GRANDPAR
(3,21),(21,14),0.127355 # DEPENDENCYPART_GRANDPAR
(3,21),(21,15),0.0524846 # DEPENDENCYPART_GRANDPAR
(3,21),(21,16),-0.207684 # DEPENDENCYPART_GRANDPAR
(3,21),(21,17),-0.473929 # DEPENDENCYPART_GRANDPAR
(3,21),(21,18),-0.358519 # DEPENDENCYPART_GRANDPAR
(3,21),(21,19),-0.486766 # DEPENDENCYPART_GRANDPAR
(3,21),(21,20),-0.212537 # DEPENDENCYPART_GRANDPAR
(3,22),(22,1),0.000191251 # DEPENDENCYPART_GRANDPAR
(3,22),(22,2),0.278816 # DEPENDENCYPART_GRANDPAR
(3,22),(22,3),-0.885779 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,22),(22,4),0.415843 # DEPENDENCYPART_GRANDPAR
(3,22),(22,6),-0.332671 # DEPENDENCYPART_GRANDPAR
(3,22),(22,7),-0.163177 # DEPENDENCYPART_GRANDPAR
(3,22),(22,8),0.0854709 # DEPENDENCYPART_GRANDPAR
(3,22),(22,9),-0.190418 # DEPENDENCYPART_GRANDPAR
(3,22),(22,10),-0.31992 # DEPENDENCYPART_GRANDPAR
(3,22),(22,11),-0.318217 # DEPENDENCYPART_GRANDPAR
(3,22),(22,12),-0.264475 # DEPENDENCYPART_GRANDPAR
(3,22),(22,13),0.0218376 # DEPENDENCYPART_GRANDPAR
(3,22),(22,14),-0.0441993 # DEPENDENCYPART_GRANDPAR
(3,22),(22,15),-0.0320227 # DEPENDENCYPART_GRANDPAR
(3,22),(22,16),-0.283965 # DEPENDENCYPART_GRANDPAR
(3,22),(22,17),-0.542748 # DEPENDENCYPART_GRANDPAR
(3,22),(22,18),-0.491285 # DEPENDENCYPART_GRANDPAR
(3,22),(22,19),-0.576066 # DEPENDENCYPART_GRANDPAR
(3,22),(22,20),-0.269556 # DEPENDENCYPART_GRANDPAR
(3,22),(22,21),-0.497751 # DEPENDENCYPART_GRANDPAR
(3,22),(22,23),-0.42584 # DEPENDENCYPART_GRANDPAR
(3,22),(22,24),-1.13919 # DEPENDENCYPART_GRANDPAR
(3,23),(23,7),-0.156148 # DEPENDENCYPART_GRANDPAR
(3,23),(23,11),-0.325159 # DEPENDENCYPART_GRANDPAR
(3,23),(23,12),-0.268535 # DEPENDENCYPART_GRANDPAR
(3,23),(23,13),0.0119999 # DEPENDENCYPART_GRANDPAR
(3,23),(23,14),-0.0371707 # DEPENDENCYPART_GRANDPAR
(3,23),(23,15),-0.0384962 # DEPENDENCYPART_GRANDPAR
(3,23),(23,16),-0.293591 # DEPENDENCYPART_GRANDPAR
(3,23),(23,18),-0.4819 # DEPENDENCYPART_GRANDPAR
