# _root_ Egybehangzó kommentárok szerint az együttes nemcsak hogy hullámvölgybe került , hanem alapjaiban rendült meg , sőt széthullóban van .
#goldHeads=2,3,9,5,9,9,9,9,16,16,16,13,16,13,16,0,18,16,16,
#predictedHeads=2,3,9,5,9,9,9,9,16,13,13,13,16,13,16,0,18,16,16,
(12,10),(12,18),0.0113992 # DEPENDENCYPART_SIBL
(12,11),(12,16),0.000988389 # DEPENDENCYPART_SIBL
(12,11),(12,17),0.0138456 # DEPENDENCYPART_SIBL
(12,11),(12,18),0.0105599 # DEPENDENCYPART_SIBL
(12,16),(12,17),0.0196769 # DEPENDENCYPART_SIBL
(12,16),(12,18),0.0244399 # DEPENDENCYPART_SIBL
(12,17),(12,18),0.0511886 # DEPENDENCYPART_SIBL
(13,1),(13,2),-0.0150119 # DEPENDENCYPART_SIBL
(13,1),(13,3),0.0234493 # DEPENDENCYPART_SIBL
(13,1),(13,4),-0.131921 # DEPENDENCYPART_SIBL
(13,1),(13,5),-0.007494 # DEPENDENCYPART_SIBL
(13,1),(13,6),0.158964 # DEPENDENCYPART_SIBL
(13,1),(13,7),0.0789166 # DEPENDENCYPART_SIBL
(13,1),(13,8),-0.0150119 # DEPENDENCYPART_SIBL
(13,1),(13,9),-0.000677816 # DEPENDENCYPART_SIBL
(13,1),(13,10),0.048812 # DEPENDENCYPART_SIBL
(13,1),(13,11),0.218049 # DEPENDENCYPART_SIBL
(13,1),(13,12),-0.0175692 # DEPENDENCYPART_SIBL
(13,1),(13,14),0.020535 # DEPENDENCYPART_SIBL
(13,1),(13,15),0.0135504 # DEPENDENCYPART_SIBL
(13,1),(13,16),-0.0498404 # DEPENDENCYPART_SIBL
(13,1),(13,17),-0.0294336 # DEPENDENCYPART_SIBL
(13,1),(13,18),0.0177393 # DEPENDENCYPART_SIBL
(13,1),(13,19),0.0051115 # DEPENDENCYPART_SIBL
(13,2),(13,3),0.00808308 # DEPENDENCYPART_SIBL
(13,2),(13,4),-0.0239258 # DEPENDENCYPART_SIBL
(13,2),(13,5),-0.0302647 # DEPENDENCYPART_SIBL
(13,2),(13,6),0.206879 # DEPENDENCYPART_SIBL
(13,2),(13,7),0.0468174 # DEPENDENCYPART_SIBL
(13,2),(13,8),-0.0309984 # DEPENDENCYPART_SIBL
(13,2),(13,9),-0.0131971 # DEPENDENCYPART_SIBL
(13,2),(13,10),0.0956371 # DEPENDENCYPART_SIBL
(13,2),(13,11),0.252151 # DEPENDENCYPART_SIBL
(13,2),(13,12),-0.0342851 # DEPENDENCYPART_SIBL
(13,2),(13,14),0.0884336 # DEPENDENCYPART_SIBL
(13,2),(13,15),-0.00637658 # DEPENDENCYPART_SIBL
(13,2),(13,16),-0.0955764 # DEPENDENCYPART_SIBL
(13,2),(13,17),-0.00613654 # DEPENDENCYPART_SIBL
(13,2),(13,18),0.0383102 # DEPENDENCYPART_SIBL
(13,2),(13,19),0.00695274 # DEPENDENCYPART_SIBL
(13,3),(13,4),0.0462149 # DEPENDENCYPART_SIBL
(13,3),(13,5),0.114805 # DEPENDENCYPART_SIBL
(13,3),(13,6),0.13313 # DEPENDENCYPART_SIBL
(13,3),(13,7),0.0472737 # DEPENDENCYPART_SIBL
(13,3),(13,8),0.112717 # DEPENDENCYPART_SIBL
(13,3),(13,9),-0.0267461 # DEPENDENCYPART_SIBL
(13,3),(13,10),0.0402743 # DEPENDENCYPART_SIBL
(13,3),(13,11),0.224955 # DEPENDENCYPART_SIBL
(13,3),(13,12),0.108142 # DEPENDENCYPART_SIBL
(13,3),(13,14),0.0499098 # DEPENDENCYPART_SIBL
(13,3),(13,15),0.0140087 # DEPENDENCYPART_SIBL
(13,3),(13,16),-0.0375998 # DEPENDENCYPART_SIBL
(13,3),(13,17),0.00217278 # DEPENDENCYPART_SIBL
(13,3),(13,18),0.0328182 # DEPENDENCYPART_SIBL
(13,3),(13,19),0.0311933 # DEPENDENCYPART_SIBL
(13,4),(13,5),-0.0346774 # DEPENDENCYPART_SIBL
(13,4),(13,6),0.102716 # DEPENDENCYPART_SIBL
(13,4),(13,7),0.0514229 # DEPENDENCYPART_SIBL
(13,4),(13,8),-0.0320467 # DEPENDENCYPART_SIBL
(13,4),(13,9),0.0118367 # DEPENDENCYPART_SIBL
(13,4),(13,10),0.015601 # DEPENDENCYPART_SIBL
(13,4),(13,11),0.168178 # DEPENDENCYPART_SIBL
(13,4),(13,12),-0.034604 # DEPENDENCYPART_SIBL
(13,4),(13,14),0.0633019 # DEPENDENCYPART_SIBL
(13,4),(13,15),0.0122401 # DEPENDENCYPART_SIBL
(13,4),(13,16),-0.0206081 # DEPENDENCYPART_SIBL
(13,4),(13,17),0.0140088 # DEPENDENCYPART_SIBL
(13,4),(13,18),0.0026031 # DEPENDENCYPART_SIBL
(13,4),(13,19),0.0155209 # DEPENDENCYPART_SIBL
(13,5),(13,6),0.198185 # DEPENDENCYPART_SIBL
(13,5),(13,7),0.038124 # DEPENDENCYPART_SIBL
(13,5),(13,8),-0.0397707 # DEPENDENCYPART_SIBL
(13,5),(13,9),-0.0175157 # DEPENDENCYPART_SIBL
(13,5),(13,10),0.0794602 # DEPENDENCYPART_SIBL
(13,5),(13,11),0.243458 # DEPENDENCYPART_SIBL
(13,5),(13,12),-0.0430574 # DEPENDENCYPART_SIBL
(13,5),(13,14),0.088427 # DEPENDENCYPART_SIBL
(13,5),(13,15),-0.00420341 # DEPENDENCYPART_SIBL
(13,5),(13,16),-0.0973111 # DEPENDENCYPART_SIBL
(13,5),(13,17),-0.00662644 # DEPENDENCYPART_SIBL
(13,5),(13,18),0.0374645 # DEPENDENCYPART_SIBL
(13,5),(13,19),-0.00141459 # DEPENDENCYPART_SIBL
(13,6),(13,7),0.019771 # DEPENDENCYPART_SIBL
(13,6),(13,8),0.00182737 # DEPENDENCYPART_SIBL
(13,6),(13,9),0.135878 # DEPENDENCYPART_SIBL
(13,6),(13,10),0.130244 # DEPENDENCYPART_SIBL
(13,6),(13,11),0.181744 # DEPENDENCYPART_SIBL
(13,6),(13,12),-0.00240379 # DEPENDENCYPART_SIBL
(13,6),(13,14),0.0367382 # DEPENDENCYPART_SIBL
(13,6),(13,15),-0.0488425 # DEPENDENCYPART_SIBL
(13,6),(13,16),-0.0638074 # DEPENDENCYPART_SIBL
(13,6),(13,17),-0.0386723 # DEPENDENCYPART_SIBL
(13,6),(13,18),-0.000452799 # DEPENDENCYPART_SIBL
(13,6),(13,19),-0.00385211 # DEPENDENCYPART_SIBL
(13,7),(13,8),-0.128377 # DEPENDENCYPART_SIBL
(13,7),(13,9),0.0889037 # DEPENDENCYPART_SIBL
(13,7),(13,10),0.227069 # DEPENDENCYPART_SIBL
(13,7),(13,11),0.131999 # DEPENDENCYPART_SIBL
(13,7),(13,12),-0.132608 # DEPENDENCYPART_SIBL
(13,7),(13,14),0.0106139 # DEPENDENCYPART_SIBL
(13,7),(13,15),-0.044926 # DEPENDENCYPART_SIBL
(13,7),(13,16),-0.0692045 # DEPENDENCYPART_SIBL
(13,7),(13,17),-0.0317322 # DEPENDENCYPART_SIBL
(13,7),(13,18),-0.0270542 # DEPENDENCYPART_SIBL
(13,7),(13,19),0.0165303 # DEPENDENCYPART_SIBL
(13,8),(13,9),-0.0131971 # DEPENDENCYPART_SIBL
(13,8),(13,10),0.0956371 # DEPENDENCYPART_SIBL
(13,8),(13,11),0.252151 # DEPENDENCYPART_SIBL
(13,8),(13,12),-0.0342851 # DEPENDENCYPART_SIBL
(13,8),(13,14),0.0884336 # DEPENDENCYPART_SIBL
(13,8),(13,15),-0.00637658 # DEPENDENCYPART_SIBL
(13,8),(13,16),-0.0955764 # DEPENDENCYPART_SIBL
(13,8),(13,17),-0.00613654 # DEPENDENCYPART_SIBL
(13,8),(13,18),0.0383102 # DEPENDENCYPART_SIBL
(13,8),(13,19),0.00695274 # DEPENDENCYPART_SIBL
(13,9),(13,10),0.0939551 # DEPENDENCYPART_SIBL
(13,9),(13,11),0.124108 # DEPENDENCYPART_SIBL
(13,9),(13,12),-0.0229567 # DEPENDENCYPART_SIBL
(13,9),(13,14),0.040729 # DEPENDENCYPART_SIBL
(13,9),(13,15),0.0186438 # DEPENDENCYPART_SIBL
(13,9),(13,16),-0.0338491 # DEPENDENCYPART_SIBL
(13,9),(13,17),-0.00447545 # DEPENDENCYPART_SIBL
(13,9),(13,18),0.0361258 # DEPENDENCYPART_SIBL
(13,9),(13,19),0.0376363 # DEPENDENCYPART_SIBL
(13,10),(13,11),0.366994 # DEPENDENCYPART_SIBL
(13,10),(13,12),-0.00977623 # DEPENDENCYPART_SIBL
(13,10),(13,14),0.0427109 # DEPENDENCYPART_SIBL
(13,10),(13,15),-0.00490476 # DEPENDENCYPART_SIBL
(13,10),(13,16),-0.04695 # DEPENDENCYPART_SIBL
(13,10),(13,17),-0.0172899 # DEPENDENCYPART_SIBL
(13,10),(13,18),0.0664818 # DEPENDENCYPART_SIBL
(13,10),(13,19),0.0213227 # DEPENDENCYPART_SIBL
(13,11),(13,12),-0.0267728 # DEPENDENCYPART_SIBL
(13,11),(13,14),0.0593256 # DEPENDENCYPART_SIBL
(13,11),(13,15),-0.00442109 # DEPENDENCYPART_SIBL
(13,11),(13,16),-0.0546084 # DEPENDENCYPART_SIBL
(13,11),(13,17),-0.0255581 # DEPENDENCYPART_SIBL
(13,11),(13,18),0.0409534 # DEPENDENCYPART_SIBL
(13,11),(13,19),0.0666892 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.0855302 # DEPENDENCYPART_SIBL
(13,12),(13,15),-0.00949579 # DEPENDENCYPART_SIBL
(13,12),(13,16),-0.0986956 # DEPENDENCYPART_SIBL
(13,12),(13,17),-0.00969819 # DEPENDENCYPART_SIBL
(13,12),(13,18),0.035191 # DEPENDENCYPART_SIBL
(13,12),(13,19),-2.71866e-05 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.0274461 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.0260789 # DEPENDENCYPART_SIBL
(13,14),(13,17),0.0517607 # DEPENDENCYPART_SIBL
(13,14),(13,18),0.0142959 # DEPENDENCYPART_SIBL
(13,14),(13,19),0.0174755 # DEPENDENCYPART_SIBL
(13,15),(13,16),0.302694 # DEPENDENCYPART_SIBL
(13,15),(13,17),0.0604985 # DEPENDENCYPART_SIBL
(13,15),(13,18),0.214474 # DEPENDENCYPART_SIBL
(13,15),(13,19),0.0489202 # DEPENDENCYPART_SIBL
(13,16),(13,17),0.05992 # DEPENDENCYPART_SIBL
(13,16),(13,18),-0.00458392 # DEPENDENCYPART_SIBL
(13,16),(13,19),-0.00432736 # DEPENDENCYPART_SIBL
(13,17),(13,18),-0.0363572 # DEPENDENCYPART_SIBL
(13,17),(13,19),-0.010899 # DEPENDENCYPART_SIBL
(13,18),(13,19),0.0511971 # DEPENDENCYPART_SIBL
(14,3),(14,6),0.138528 # DEPENDENCYPART_SIBL
(14,3),(14,7),0.120556 # DEPENDENCYPART_SIBL
(14,3),(14,8),0.233741 # DEPENDENCYPART_SIBL
(14,3),(14,9),0.110697 # DEPENDENCYPART_SIBL
(14,3),(14,10),0.176434 # DEPENDENCYPART_SIBL
(14,3),(14,11),0.157498 # DEPENDENCYPART_SIBL
(14,3),(14,12),0.23273 # DEPENDENCYPART_SIBL
(14,3),(14,13),0.110982 # DEPENDENCYPART_SIBL
(14,3),(14,15),0.0652751 # DEPENDENCYPART_SIBL
(14,3),(14,16),0.0297131 # DEPENDENCYPART_SIBL
(14,3),(14,18),0.0590717 # DEPENDENCYPART_SIBL
(14,6),(14,7),0.0699614 # DEPENDENCYPART_SIBL
(14,6),(14,8),0.117586 # DEPENDENCYPART_SIBL
(14,6),(14,9),0.243053 # DEPENDENCYPART_SIBL
(14,6),(14,10),0.255422 # DEPENDENCYPART_SIBL
(14,6),(14,11),0.112507 # DEPENDENCYPART_SIBL
(14,6),(14,12),0.116749 # DEPENDENCYPART_SIBL
(14,6),(14,13),0.240809 # DEPENDENCYPART_SIBL
(14,6),(14,15),-0.0188463 # DEPENDENCYPART_SIBL
(14,6),(14,16),-0.00339555 # DEPENDENCYPART_SIBL
(14,6),(14,18),-0.0228465 # DEPENDENCYPART_SIBL
(14,7),(14,8),0.0222648 # DEPENDENCYPART_SIBL
(14,7),(14,9),0.222637 # DEPENDENCYPART_SIBL
(14,7),(14,10),0.281478 # DEPENDENCYPART_SIBL
(14,7),(14,11),0.0576986 # DEPENDENCYPART_SIBL
(14,7),(14,12),0.0214279 # DEPENDENCYPART_SIBL
(14,7),(14,13),0.219796 # DEPENDENCYPART_SIBL
(14,7),(14,15),-0.0376545 # DEPENDENCYPART_SIBL
(14,7),(14,16),-0.027052 # DEPENDENCYPART_SIBL
(14,7),(14,18),-0.0348321 # DEPENDENCYPART_SIBL
(14,8),(14,9),0.0622868 # DEPENDENCYPART_SIBL
(14,8),(14,10),0.212317 # DEPENDENCYPART_SIBL
(14,8),(14,11),0.147648 # DEPENDENCYPART_SIBL
(14,8),(14,12),0.0367266 # DEPENDENCYPART_SIBL
(14,8),(14,13),0.0645924 # DEPENDENCYPART_SIBL
(14,8),(14,15),0.0510969 # DEPENDENCYPART_SIBL
(14,8),(14,16),-0.00851809 # DEPENDENCYPART_SIBL
(14,8),(14,18),0.0582884 # DEPENDENCYPART_SIBL
(14,9),(14,10),0.426722 # DEPENDENCYPART_SIBL
(14,9),(14,11),0.114508 # DEPENDENCYPART_SIBL
(14,9),(14,12),0.102568 # DEPENDENCYPART_SIBL
(14,9),(14,13),0.102476 # DEPENDENCYPART_SIBL
(14,9),(14,15),-0.00989268 # DEPENDENCYPART_SIBL
(14,9),(14,16),0.00949362 # DEPENDENCYPART_SIBL
(14,9),(14,18),0.0575102 # DEPENDENCYPART_SIBL
(14,10),(14,11),0.205672 # DEPENDENCYPART_SIBL
(14,10),(14,12),-0.0124954 # DEPENDENCYPART_SIBL
(14,10),(14,13),0.145333 # DEPENDENCYPART_SIBL
(14,10),(14,15),-0.0564509 # DEPENDENCYPART_SIBL
(14,10),(14,16),-0.0392641 # DEPENDENCYPART_SIBL
(14,10),(14,18),0.0491003 # DEPENDENCYPART_SIBL
(14,11),(14,12),0.0999563 # DEPENDENCYPART_SIBL
(14,11),(14,13),0.209346 # DEPENDENCYPART_SIBL
(14,11),(14,15),-0.0115168 # DEPENDENCYPART_SIBL
(14,11),(14,16),-0.0161444 # DEPENDENCYPART_SIBL
(14,11),(14,18),-0.00988082 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.064592 # DEPENDENCYPART_SIBL
(14,12),(14,15),0.0510969 # DEPENDENCYPART_SIBL
(14,12),(14,16),-0.00851809 # DEPENDENCYPART_SIBL
(14,12),(14,18),0.0582884 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.0130446 # DEPENDENCYPART_SIBL
(14,13),(14,16),0.0107492 # DEPENDENCYPART_SIBL
(14,13),(14,18),0.0571219 # DEPENDENCYPART_SIBL
(14,15),(14,16),0.123585 # DEPENDENCYPART_SIBL
(14,15),(14,18),0.291525 # DEPENDENCYPART_SIBL
(14,16),(14,18),0.00239283 # DEPENDENCYPART_SIBL
(16,1),(16,2),-0.0323393 # DEPENDENCYPART_SIBL
(16,1),(16,3),-0.0102852 # DEPENDENCYPART_SIBL
(16,1),(16,6),0.101481 # DEPENDENCYPART_SIBL
(16,1),(16,7),0.2371 # DEPENDENCYPART_SIBL
(16,1),(16,8),-0.0323393 # DEPENDENCYPART_SIBL
(16,1),(16,9),0.0422851 # DEPENDENCYPART_SIBL
(16,1),(16,10),0.196336 # DEPENDENCYPART_SIBL
(16,1),(16,11),0.132186 # DEPENDENCYPART_SIBL
(16,1),(16,12),-0.0323393 # DEPENDENCYPART_SIBL
(16,1),(16,13),0.0363519 # DEPENDENCYPART_SIBL
(16,1),(16,15),0.196336 # DEPENDENCYPART_SIBL
(16,1),(16,17),0.0616064 # DEPENDENCYPART_SIBL
(16,1),(16,18),0.0520182 # DEPENDENCYPART_SIBL
(16,1),(16,19),0.0438397 # DEPENDENCYPART_SIBL
(16,2),(16,3),-0.00643532 # DEPENDENCYPART_SIBL
(16,2),(16,6),0.110327 # DEPENDENCYPART_SIBL
(16,2),(16,7),0.225015 # DEPENDENCYPART_SIBL
(16,2),(16,8),-0.041967 # DEPENDENCYPART_SIBL
(16,2),(16,9),0.025424 # DEPENDENCYPART_SIBL
(16,2),(16,10),0.239122 # DEPENDENCYPART_SIBL
(16,2),(16,11),0.123257 # DEPENDENCYPART_SIBL
(16,2),(16,12),-0.0423317 # DEPENDENCYPART_SIBL
(16,2),(16,13),0.0248472 # DEPENDENCYPART_SIBL
(16,2),(16,15),0.239122 # DEPENDENCYPART_SIBL
(16,2),(16,17),-0.00326514 # DEPENDENCYPART_SIBL
(16,2),(16,18),0.0442629 # DEPENDENCYPART_SIBL
(16,2),(16,19),0.00568606 # DEPENDENCYPART_SIBL
(16,3),(16,6),0.115506 # DEPENDENCYPART_SIBL
(16,3),(16,7),0.229346 # DEPENDENCYPART_SIBL
(16,3),(16,8),0.109374 # DEPENDENCYPART_SIBL
(16,3),(16,9),0.0620916 # DEPENDENCYPART_SIBL
(16,3),(16,10),0.18275 # DEPENDENCYPART_SIBL
(16,3),(16,11),0.168501 # DEPENDENCYPART_SIBL
(16,3),(16,12),0.108363 # DEPENDENCYPART_SIBL
(16,3),(16,13),0.0591974 # DEPENDENCYPART_SIBL
(16,3),(16,15),0.18275 # DEPENDENCYPART_SIBL
(16,3),(16,17),0.0298781 # DEPENDENCYPART_SIBL
(16,3),(16,18),0.0737288 # DEPENDENCYPART_SIBL
(16,3),(16,19),0.0567075 # DEPENDENCYPART_SIBL
(16,6),(16,7),0.181343 # DEPENDENCYPART_SIBL
(16,6),(16,8),-0.00199273 # DEPENDENCYPART_SIBL
(16,6),(16,9),0.118814 # DEPENDENCYPART_SIBL
(16,6),(16,10),0.118951 # DEPENDENCYPART_SIBL
(16,6),(16,11),0.134758 # DEPENDENCYPART_SIBL
(16,6),(16,12),-0.00282968 # DEPENDENCYPART_SIBL
(16,6),(16,13),0.114463 # DEPENDENCYPART_SIBL
(16,6),(16,15),0.118951 # DEPENDENCYPART_SIBL
(16,6),(16,17),-0.00469671 # DEPENDENCYPART_SIBL
(16,6),(16,18),0.076718 # DEPENDENCYPART_SIBL
(16,6),(16,19),0.10179 # DEPENDENCYPART_SIBL
(16,7),(16,8),-0.12468 # DEPENDENCYPART_SIBL
(16,7),(16,9),0.0502307 # DEPENDENCYPART_SIBL
(16,7),(16,10),0.0736005 # DEPENDENCYPART_SIBL
(16,7),(16,11),0.0398655 # DEPENDENCYPART_SIBL
(16,7),(16,12),-0.125517 # DEPENDENCYPART_SIBL
(16,7),(16,13),0.045157 # DEPENDENCYPART_SIBL
(16,7),(16,15),0.0736005 # DEPENDENCYPART_SIBL
(16,7),(16,17),0.0121509 # DEPENDENCYPART_SIBL
(16,7),(16,18),0.107467 # DEPENDENCYPART_SIBL
(16,7),(16,19),0.13774 # DEPENDENCYPART_SIBL
(16,8),(16,9),0.025424 # DEPENDENCYPART_SIBL
(16,8),(16,10),0.239122 # DEPENDENCYPART_SIBL
(16,8),(16,11),0.123257 # DEPENDENCYPART_SIBL
(16,8),(16,12),-0.0423317 # DEPENDENCYPART_SIBL
(16,8),(16,13),0.0248472 # DEPENDENCYPART_SIBL
(16,8),(16,15),0.239122 # DEPENDENCYPART_SIBL
(16,8),(16,17),-0.00326514 # DEPENDENCYPART_SIBL
(16,8),(16,18),0.0442629 # DEPENDENCYPART_SIBL
(16,8),(16,19),0.00568606 # DEPENDENCYPART_SIBL
(16,9),(16,10),0.354953 # DEPENDENCYPART_SIBL
(16,9),(16,11),0.139159 # DEPENDENCYPART_SIBL
(16,9),(16,12),-0.0374639 # DEPENDENCYPART_SIBL
(16,9),(16,13),-0.0289623 # DEPENDENCYPART_SIBL
(16,9),(16,15),0.354953 # DEPENDENCYPART_SIBL
(16,9),(16,17),0.0484156 # DEPENDENCYPART_SIBL
(16,9),(16,18),0.232588 # DEPENDENCYPART_SIBL
(16,9),(16,19),0.211544 # DEPENDENCYPART_SIBL
(16,10),(16,11),0.31753 # DEPENDENCYPART_SIBL
(16,10),(16,12),-0.0257901 # DEPENDENCYPART_SIBL
(16,10),(16,13),0.0749125 # DEPENDENCYPART_SIBL
(16,10),(16,15),-0.0289575 # DEPENDENCYPART_SIBL
(16,10),(16,17),0.0293083 # DEPENDENCYPART_SIBL
(16,10),(16,18),0.274099 # DEPENDENCYPART_SIBL
(16,10),(16,19),0.214738 # DEPENDENCYPART_SIBL
(16,11),(16,12),-0.0165291 # DEPENDENCYPART_SIBL
(16,11),(16,13),0.0704098 # DEPENDENCYPART_SIBL
(16,11),(16,15),0.0617103 # DEPENDENCYPART_SIBL
(16,11),(16,17),0.0112298 # DEPENDENCYPART_SIBL
(16,11),(16,18),0.125093 # DEPENDENCYPART_SIBL
(16,11),(16,19),0.156247 # DEPENDENCYPART_SIBL
(16,12),(16,13),0.024847 # DEPENDENCYPART_SIBL
(16,12),(16,15),0.239122 # DEPENDENCYPART_SIBL
(16,12),(16,17),-0.00348637 # DEPENDENCYPART_SIBL
(16,12),(16,18),0.0442629 # DEPENDENCYPART_SIBL
(16,12),(16,19),0.0037557 # DEPENDENCYPART_SIBL
(16,13),(16,15),0.38026 # DEPENDENCYPART_SIBL
(16,13),(16,17),0.051849 # DEPENDENCYPART_SIBL
(16,13),(16,18),0.236218 # DEPENDENCYPART_SIBL
(16,13),(16,19),0.216997 # DEPENDENCYPART_SIBL
(16,15),(16,17),0.0293083 # DEPENDENCYPART_SIBL
(16,15),(16,18),0.274099 # DEPENDENCYPART_SIBL
(16,15),(16,19),0.214738 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.0256191 # DEPENDENCYPART_SIBL
(16,17),(16,19),0.0622008 # DEPENDENCYPART_SIBL
(16,18),(16,19),0.159914 # DEPENDENCYPART_SIBL
(17,11),(17,12),0.0472022 # DEPENDENCYPART_SIBL
(17,11),(17,13),0.208625 # DEPENDENCYPART_SIBL
(17,11),(17,15),0.0943481 # DEPENDENCYPART_SIBL
(17,11),(17,16),0.0754528 # DEPENDENCYPART_SIBL
(17,11),(17,19),0.0664549 # DEPENDENCYPART_SIBL
(17,12),(17,13),0.151693 # DEPENDENCYPART_SIBL
(17,12),(17,15),0.282618 # DEPENDENCYPART_SIBL
(17,12),(17,16),0.299217 # DEPENDENCYPART_SIBL
(17,12),(17,19),0.060249 # DEPENDENCYPART_SIBL
(17,13),(17,15),0.256209 # DEPENDENCYPART_SIBL
(17,13),(17,16),0.10343 # DEPENDENCYPART_SIBL
(17,13),(17,19),0.125238 # DEPENDENCYPART_SIBL
(17,15),(17,16),0.212889 # DEPENDENCYPART_SIBL
(17,15),(17,19),0.0204113 # DEPENDENCYPART_SIBL
(17,16),(17,19),0.104248 # DEPENDENCYPART_SIBL
(18,1),(18,2),0.0133648 # DEPENDENCYPART_SIBL
(18,1),(18,3),0.0372524 # DEPENDENCYPART_SIBL
(18,1),(18,4),-0.135627 # DEPENDENCYPART_SIBL
(18,1),(18,5),0.0208825 # DEPENDENCYPART_SIBL
(18,1),(18,6),0.157526 # DEPENDENCYPART_SIBL
(18,1),(18,7),0.0835271 # DEPENDENCYPART_SIBL
(18,1),(18,8),0.0133648 # DEPENDENCYPART_SIBL
(18,1),(18,9),-0.00776022 # DEPENDENCYPART_SIBL
(18,1),(18,10),0.0711824 # DEPENDENCYPART_SIBL
(18,1),(18,11),0.21978 # DEPENDENCYPART_SIBL
(18,1),(18,12),0.0108075 # DEPENDENCYPART_SIBL
(18,1),(18,13),-0.0100869 # DEPENDENCYPART_SIBL
(18,1),(18,14),-0.0202086 # DEPENDENCYPART_SIBL
(18,1),(18,15),0.0711824 # DEPENDENCYPART_SIBL
(18,1),(18,16),0.134441 # DEPENDENCYPART_SIBL
(18,1),(18,17),-0.0063729 # DEPENDENCYPART_SIBL
(18,1),(18,19),0.0108179 # DEPENDENCYPART_SIBL
(18,2),(18,3),0.00920103 # DEPENDENCYPART_SIBL
(18,2),(18,4),-0.0381049 # DEPENDENCYPART_SIBL
(18,2),(18,5),0.0110661 # DEPENDENCYPART_SIBL
(18,2),(18,6),0.19439 # DEPENDENCYPART_SIBL
(18,2),(18,7),0.0361014 # DEPENDENCYPART_SIBL
(18,2),(18,8),0.0103328 # DEPENDENCYPART_SIBL
(18,2),(18,9),-0.0301084 # DEPENDENCYPART_SIBL
(18,2),(18,10),0.0690176 # DEPENDENCYPART_SIBL
(18,2),(18,11),0.242758 # DEPENDENCYPART_SIBL
(18,2),(18,12),0.00704608 # DEPENDENCYPART_SIBL
(18,2),(18,13),-0.0258948 # DEPENDENCYPART_SIBL
(18,2),(18,14),-0.0216616 # DEPENDENCYPART_SIBL
(18,2),(18,15),0.0690176 # DEPENDENCYPART_SIBL
(18,2),(18,16),0.123607 # DEPENDENCYPART_SIBL
(18,2),(18,17),0.00361541 # DEPENDENCYPART_SIBL
(18,2),(18,19),-0.0195485 # DEPENDENCYPART_SIBL
(18,3),(18,4),0.0713419 # DEPENDENCYPART_SIBL
(18,3),(18,5),0.195294 # DEPENDENCYPART_SIBL
(18,3),(18,6),0.169413 # DEPENDENCYPART_SIBL
(18,3),(18,7),0.0895237 # DEPENDENCYPART_SIBL
(18,3),(18,8),0.193206 # DEPENDENCYPART_SIBL
(18,3),(18,9),-0.00512148 # DEPENDENCYPART_SIBL
(18,3),(18,10),0.0800689 # DEPENDENCYPART_SIBL
(18,3),(18,11),0.264409 # DEPENDENCYPART_SIBL
(18,3),(18,12),0.188631 # DEPENDENCYPART_SIBL
(18,3),(18,13),-0.00410327 # DEPENDENCYPART_SIBL
(18,3),(18,14),0.0320907 # DEPENDENCYPART_SIBL
(18,3),(18,15),0.0800689 # DEPENDENCYPART_SIBL
(18,3),(18,16),0.127333 # DEPENDENCYPART_SIBL
(18,3),(18,17),0.0931694 # DEPENDENCYPART_SIBL
(18,3),(18,19),0.0395552 # DEPENDENCYPART_SIBL
(18,4),(18,5),0.045664 # DEPENDENCYPART_SIBL
(18,4),(18,6),0.131229 # DEPENDENCYPART_SIBL
(18,4),(18,7),0.0860224 # DEPENDENCYPART_SIBL
(18,4),(18,8),0.0482949 # DEPENDENCYPART_SIBL
(18,4),(18,9),0.0340954 # DEPENDENCYPART_SIBL
(18,4),(18,10),0.0767756 # DEPENDENCYPART_SIBL
(18,4),(18,11),0.199861 # DEPENDENCYPART_SIBL
(18,4),(18,12),0.0457377 # DEPENDENCYPART_SIBL
(18,4),(18,13),0.0340636 # DEPENDENCYPART_SIBL
(18,4),(18,14),-0.053724 # DEPENDENCYPART_SIBL
(18,4),(18,15),0.0767756 # DEPENDENCYPART_SIBL
(18,4),(18,16),0.101484 # DEPENDENCYPART_SIBL
(18,4),(18,17),0.0759591 # DEPENDENCYPART_SIBL
(18,4),(18,19),0.0123398 # DEPENDENCYPART_SIBL
(18,5),(18,6),0.185694 # DEPENDENCYPART_SIBL
(18,5),(18,7),0.0274057 # DEPENDENCYPART_SIBL
(18,5),(18,8),0.001559 # DEPENDENCYPART_SIBL
(18,5),(18,9),-0.0344285 # DEPENDENCYPART_SIBL
(18,5),(18,10),0.0528386 # DEPENDENCYPART_SIBL
(18,5),(18,11),0.234063 # DEPENDENCYPART_SIBL
(18,5),(18,12),-0.00172769 # DEPENDENCYPART_SIBL
(18,5),(18,13),-0.0302149 # DEPENDENCYPART_SIBL
(18,5),(18,14),-0.026599 # DEPENDENCYPART_SIBL
(18,5),(18,15),0.0528386 # DEPENDENCYPART_SIBL
(18,5),(18,16),0.114912 # DEPENDENCYPART_SIBL
(18,5),(18,17),-0.000613864 # DEPENDENCYPART_SIBL
