# _root_ — Öt percet kaptunk , hogy elhagyjuk a lakásunkat — meséli egy asszony , akit az EBESZ-szóvivő találomra állít meg .
#goldHeads=11,3,4,11,4,4,4,9,7,11,0,13,11,11,19,17,19,19,11,19,11,
#predictedHeads=11,3,4,11,4,4,4,9,7,11,0,13,11,11,19,17,19,19,11,19,11,
(11,5),(11,21),0.0213227 # DEPENDENCYPART_SIBL
(11,6),(11,7),0.0812401 # DEPENDENCYPART_SIBL
(11,6),(11,8),-0.108919 # DEPENDENCYPART_SIBL
(11,6),(11,9),-0.128377 # DEPENDENCYPART_SIBL
(11,6),(11,10),0.0332743 # DEPENDENCYPART_SIBL
(11,6),(11,13),-0.0174018 # DEPENDENCYPART_SIBL
(11,6),(11,14),-0.044926 # DEPENDENCYPART_SIBL
(11,6),(11,15),-0.0324218 # DEPENDENCYPART_SIBL
(11,6),(11,16),-0.00995792 # DEPENDENCYPART_SIBL
(11,6),(11,17),-0.019771 # DEPENDENCYPART_SIBL
(11,6),(11,18),-0.0312996 # DEPENDENCYPART_SIBL
(11,6),(11,19),-0.0477913 # DEPENDENCYPART_SIBL
(11,6),(11,20),0.0106139 # DEPENDENCYPART_SIBL
(11,6),(11,21),0.0165303 # DEPENDENCYPART_SIBL
(11,7),(11,8),-0.0660861 # DEPENDENCYPART_SIBL
(11,7),(11,9),-0.0263397 # DEPENDENCYPART_SIBL
(11,7),(11,10),0.300427 # DEPENDENCYPART_SIBL
(11,7),(11,13),-0.00769143 # DEPENDENCYPART_SIBL
(11,7),(11,14),0.00227714 # DEPENDENCYPART_SIBL
(11,7),(11,15),-0.0228352 # DEPENDENCYPART_SIBL
(11,7),(11,16),-0.0116248 # DEPENDENCYPART_SIBL
(11,7),(11,17),-0.00872941 # DEPENDENCYPART_SIBL
(11,7),(11,18),-0.0144327 # DEPENDENCYPART_SIBL
(11,7),(11,19),-0.013635 # DEPENDENCYPART_SIBL
(11,7),(11,20),0.0316298 # DEPENDENCYPART_SIBL
(11,7),(11,21),0.0157563 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.0174639 # DEPENDENCYPART_SIBL
(11,8),(11,10),0.0917802 # DEPENDENCYPART_SIBL
(11,8),(11,13),-0.0292138 # DEPENDENCYPART_SIBL
(11,8),(11,14),-0.0377119 # DEPENDENCYPART_SIBL
(11,8),(11,15),-0.0231536 # DEPENDENCYPART_SIBL
(11,8),(11,16),0.0450632 # DEPENDENCYPART_SIBL
(11,8),(11,17),-0.0245112 # DEPENDENCYPART_SIBL
(11,8),(11,18),-0.00691562 # DEPENDENCYPART_SIBL
(11,8),(11,19),-0.0147706 # DEPENDENCYPART_SIBL
(11,8),(11,20),0.0495944 # DEPENDENCYPART_SIBL
(11,8),(11,21),-0.0634118 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.0359373 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.00595587 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.00637658 # DEPENDENCYPART_SIBL
(11,9),(11,15),-0.0260041 # DEPENDENCYPART_SIBL
(11,9),(11,16),-0.0272295 # DEPENDENCYPART_SIBL
(11,9),(11,17),-0.0106718 # DEPENDENCYPART_SIBL
(11,9),(11,18),-0.0124007 # DEPENDENCYPART_SIBL
(11,9),(11,19),-0.018498 # DEPENDENCYPART_SIBL
(11,9),(11,20),0.0884336 # DEPENDENCYPART_SIBL
(11,9),(11,21),0.00695274 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.039389 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.000864756 # DEPENDENCYPART_SIBL
(11,10),(11,15),-0.0520008 # DEPENDENCYPART_SIBL
(11,10),(11,16),-0.0109608 # DEPENDENCYPART_SIBL
(11,10),(11,17),0.0311363 # DEPENDENCYPART_SIBL
(11,10),(11,18),-0.0135464 # DEPENDENCYPART_SIBL
(11,10),(11,19),-0.0229214 # DEPENDENCYPART_SIBL
(11,10),(11,20),0.0220728 # DEPENDENCYPART_SIBL
(11,10),(11,21),0.109061 # DEPENDENCYPART_SIBL
(11,13),(11,14),0.0406839 # DEPENDENCYPART_SIBL
(11,13),(11,15),0.0388512 # DEPENDENCYPART_SIBL
(11,13),(11,16),0.0339684 # DEPENDENCYPART_SIBL
(11,13),(11,17),-0.0188259 # DEPENDENCYPART_SIBL
(11,13),(11,18),0.00333841 # DEPENDENCYPART_SIBL
(11,13),(11,19),-0.0275081 # DEPENDENCYPART_SIBL
(11,13),(11,20),-0.0196395 # DEPENDENCYPART_SIBL
(11,13),(11,21),-0.00405889 # DEPENDENCYPART_SIBL
(11,14),(11,15),0.0121242 # DEPENDENCYPART_SIBL
(11,14),(11,16),0.0711085 # DEPENDENCYPART_SIBL
(11,14),(11,17),0.07652 # DEPENDENCYPART_SIBL
(11,14),(11,18),0.10013 # DEPENDENCYPART_SIBL
(11,14),(11,19),0.179855 # DEPENDENCYPART_SIBL
(11,14),(11,20),0.0533773 # DEPENDENCYPART_SIBL
(11,14),(11,21),0.0489202 # DEPENDENCYPART_SIBL
(11,15),(11,16),0.0389516 # DEPENDENCYPART_SIBL
(11,15),(11,17),0.00787517 # DEPENDENCYPART_SIBL
(11,15),(11,18),0.0274202 # DEPENDENCYPART_SIBL
(11,15),(11,19),-0.0444928 # DEPENDENCYPART_SIBL
(11,15),(11,20),0.00726202 # DEPENDENCYPART_SIBL
(11,15),(11,21),-0.00814611 # DEPENDENCYPART_SIBL
(11,16),(11,17),0.0520221 # DEPENDENCYPART_SIBL
(11,16),(11,18),0.0118097 # DEPENDENCYPART_SIBL
(11,16),(11,19),-0.00425849 # DEPENDENCYPART_SIBL
(11,16),(11,20),-0.00083067 # DEPENDENCYPART_SIBL
(11,16),(11,21),-0.00660792 # DEPENDENCYPART_SIBL
(11,17),(11,18),0.00542112 # DEPENDENCYPART_SIBL
(11,17),(11,19),-0.0256103 # DEPENDENCYPART_SIBL
(11,17),(11,20),-0.0175568 # DEPENDENCYPART_SIBL
(11,17),(11,21),-1.62179e-05 # DEPENDENCYPART_SIBL
(11,18),(11,19),-0.0294823 # DEPENDENCYPART_SIBL
(11,18),(11,20),-0.0460984 # DEPENDENCYPART_SIBL
(11,18),(11,21),-0.0115944 # DEPENDENCYPART_SIBL
(11,19),(11,20),-0.020304 # DEPENDENCYPART_SIBL
(11,19),(11,21),0.0104605 # DEPENDENCYPART_SIBL
(11,20),(11,21),0.0174755 # DEPENDENCYPART_SIBL
(13,1),(13,2),-0.0303744 # DEPENDENCYPART_SIBL
(13,1),(13,4),0.169115 # DEPENDENCYPART_SIBL
(13,1),(13,6),0.0818404 # DEPENDENCYPART_SIBL
(13,1),(13,8),-0.385692 # DEPENDENCYPART_SIBL
(13,1),(13,9),-0.00636732 # DEPENDENCYPART_SIBL
(13,1),(13,10),0.874818 # DEPENDENCYPART_SIBL
(13,1),(13,12),-0.33497 # DEPENDENCYPART_SIBL
(13,1),(13,14),-0.060958 # DEPENDENCYPART_SIBL
(13,1),(13,15),-0.061466 # DEPENDENCYPART_SIBL
(13,1),(13,17),-0.0372842 # DEPENDENCYPART_SIBL
(13,1),(13,18),-0.0597629 # DEPENDENCYPART_SIBL
(13,1),(13,19),-0.0476311 # DEPENDENCYPART_SIBL
(13,1),(13,21),-0.0533193 # DEPENDENCYPART_SIBL
(13,2),(13,4),0.0892371 # DEPENDENCYPART_SIBL
(13,2),(13,6),0.323321 # DEPENDENCYPART_SIBL
(13,2),(13,8),-0.394523 # DEPENDENCYPART_SIBL
(13,2),(13,9),-0.00278208 # DEPENDENCYPART_SIBL
(13,2),(13,10),0.424932 # DEPENDENCYPART_SIBL
(13,2),(13,12),-0.305042 # DEPENDENCYPART_SIBL
(13,2),(13,14),-0.0242332 # DEPENDENCYPART_SIBL
(13,2),(13,15),-0.00883649 # DEPENDENCYPART_SIBL
(13,2),(13,17),0.0112287 # DEPENDENCYPART_SIBL
(13,2),(13,18),-0.0201898 # DEPENDENCYPART_SIBL
(13,2),(13,19),-0.00133415 # DEPENDENCYPART_SIBL
(13,2),(13,21),0.00911749 # DEPENDENCYPART_SIBL
(13,4),(13,6),0.0902402 # DEPENDENCYPART_SIBL
(13,4),(13,8),-0.357563 # DEPENDENCYPART_SIBL
(13,4),(13,9),-0.0369039 # DEPENDENCYPART_SIBL
(13,4),(13,10),0.416262 # DEPENDENCYPART_SIBL
(13,4),(13,12),-0.282381 # DEPENDENCYPART_SIBL
(13,4),(13,14),-0.021012 # DEPENDENCYPART_SIBL
(13,4),(13,15),0.00330814 # DEPENDENCYPART_SIBL
(13,4),(13,17),-0.0107194 # DEPENDENCYPART_SIBL
(13,4),(13,18),-0.0175546 # DEPENDENCYPART_SIBL
(13,4),(13,19),0.0332565 # DEPENDENCYPART_SIBL
(13,4),(13,21),0.116193 # DEPENDENCYPART_SIBL
(13,6),(13,8),-0.412154 # DEPENDENCYPART_SIBL
(13,6),(13,9),-0.0860498 # DEPENDENCYPART_SIBL
(13,6),(13,10),0.237981 # DEPENDENCYPART_SIBL
(13,6),(13,12),-0.342494 # DEPENDENCYPART_SIBL
(13,6),(13,14),-0.0447219 # DEPENDENCYPART_SIBL
(13,6),(13,15),-0.00164902 # DEPENDENCYPART_SIBL
(13,6),(13,17),-0.0156259 # DEPENDENCYPART_SIBL
(13,6),(13,18),-0.0377748 # DEPENDENCYPART_SIBL
(13,6),(13,19),-0.00610161 # DEPENDENCYPART_SIBL
(13,6),(13,21),0.0755286 # DEPENDENCYPART_SIBL
(13,8),(13,9),0.0732101 # DEPENDENCYPART_SIBL
(13,8),(13,10),0.482647 # DEPENDENCYPART_SIBL
(13,8),(13,12),-0.484035 # DEPENDENCYPART_SIBL
(13,8),(13,14),-0.0159026 # DEPENDENCYPART_SIBL
(13,8),(13,15),-0.0394464 # DEPENDENCYPART_SIBL
(13,8),(13,17),-0.0103315 # DEPENDENCYPART_SIBL
(13,8),(13,18),-0.0794013 # DEPENDENCYPART_SIBL
(13,8),(13,19),0.00291639 # DEPENDENCYPART_SIBL
(13,8),(13,21),-0.0436809 # DEPENDENCYPART_SIBL
(13,9),(13,10),0.477209 # DEPENDENCYPART_SIBL
(13,9),(13,12),-0.182636 # DEPENDENCYPART_SIBL
(13,9),(13,14),-0.0168808 # DEPENDENCYPART_SIBL
(13,9),(13,15),-0.0121829 # DEPENDENCYPART_SIBL
(13,9),(13,17),-0.00639168 # DEPENDENCYPART_SIBL
(13,9),(13,18),-0.0217897 # DEPENDENCYPART_SIBL
(13,9),(13,19),-0.00198334 # DEPENDENCYPART_SIBL
(13,9),(13,21),0.0236578 # DEPENDENCYPART_SIBL
(13,10),(13,12),-0.33497 # DEPENDENCYPART_SIBL
(13,10),(13,14),-0.060958 # DEPENDENCYPART_SIBL
(13,10),(13,15),-0.061466 # DEPENDENCYPART_SIBL
(13,10),(13,17),-0.0372842 # DEPENDENCYPART_SIBL
(13,10),(13,18),-0.0597629 # DEPENDENCYPART_SIBL
(13,10),(13,19),-0.0476311 # DEPENDENCYPART_SIBL
(13,10),(13,21),-0.0533193 # DEPENDENCYPART_SIBL
(13,12),(13,14),-0.0976385 # DEPENDENCYPART_SIBL
(13,12),(13,15),-0.0472617 # DEPENDENCYPART_SIBL
(13,12),(13,17),-0.0248348 # DEPENDENCYPART_SIBL
(13,12),(13,18),-0.0856492 # DEPENDENCYPART_SIBL
(13,12),(13,19),-0.0380349 # DEPENDENCYPART_SIBL
(13,12),(13,21),-0.111115 # DEPENDENCYPART_SIBL
(13,14),(13,15),0.171068 # DEPENDENCYPART_SIBL
(13,14),(13,17),0.325391 # DEPENDENCYPART_SIBL
(13,14),(13,18),0.166008 # DEPENDENCYPART_SIBL
(13,14),(13,19),0.397861 # DEPENDENCYPART_SIBL
(13,14),(13,21),0.0448 # DEPENDENCYPART_SIBL
(13,15),(13,17),0.0155243 # DEPENDENCYPART_SIBL
(13,15),(13,18),0.01009 # DEPENDENCYPART_SIBL
(13,15),(13,19),0.00180424 # DEPENDENCYPART_SIBL
(13,15),(13,21),0.0561019 # DEPENDENCYPART_SIBL
(13,17),(13,18),0.0178604 # DEPENDENCYPART_SIBL
(13,17),(13,19),0.0471874 # DEPENDENCYPART_SIBL
(13,17),(13,21),0.0249352 # DEPENDENCYPART_SIBL
(13,18),(13,19),0.0270825 # DEPENDENCYPART_SIBL
(13,18),(13,21),0.0679154 # DEPENDENCYPART_SIBL
(13,19),(13,21),0.191131 # DEPENDENCYPART_SIBL
(17,12),(17,13),-1.65508e-05 # DEPENDENCYPART_SIBL
(17,12),(17,14),0.348869 # DEPENDENCYPART_SIBL
(17,12),(17,15),0.0778564 # DEPENDENCYPART_SIBL
(17,12),(17,16),-0.482895 # DEPENDENCYPART_SIBL
(17,12),(17,18),-0.0829529 # DEPENDENCYPART_SIBL
(17,13),(17,14),0.64779 # DEPENDENCYPART_SIBL
(17,13),(17,15),0.0411876 # DEPENDENCYPART_SIBL
(17,13),(17,16),-0.271439 # DEPENDENCYPART_SIBL
(17,13),(17,18),-0.0210349 # DEPENDENCYPART_SIBL
(17,14),(17,15),-0.0383623 # DEPENDENCYPART_SIBL
(17,14),(17,16),-0.273529 # DEPENDENCYPART_SIBL
(17,14),(17,18),-0.0680523 # DEPENDENCYPART_SIBL
(17,15),(17,16),0.0560269 # DEPENDENCYPART_SIBL
(17,15),(17,18),-0.0277339 # DEPENDENCYPART_SIBL
(17,16),(17,18),-0.0816352 # DEPENDENCYPART_SIBL
(18,1),(18,4),0.272345 # DEPENDENCYPART_SIBL
(18,1),(18,5),0.178645 # DEPENDENCYPART_SIBL
(18,1),(18,6),0.1358 # DEPENDENCYPART_SIBL
(18,1),(18,7),0.260711 # DEPENDENCYPART_SIBL
(18,1),(18,9),0.105193 # DEPENDENCYPART_SIBL
(18,1),(18,10),0.524103 # DEPENDENCYPART_SIBL
(18,1),(18,11),0.260711 # DEPENDENCYPART_SIBL
(18,1),(18,13),0.0964669 # DEPENDENCYPART_SIBL
(18,1),(18,14),0.178645 # DEPENDENCYPART_SIBL
(18,1),(18,15),0.0769494 # DEPENDENCYPART_SIBL
(18,1),(18,17),0.105193 # DEPENDENCYPART_SIBL
(18,4),(18,5),0.455334 # DEPENDENCYPART_SIBL
(18,4),(18,6),0.0715826 # DEPENDENCYPART_SIBL
(18,4),(18,7),0.120683 # DEPENDENCYPART_SIBL
(18,4),(18,9),0.121489 # DEPENDENCYPART_SIBL
(18,4),(18,10),0.300334 # DEPENDENCYPART_SIBL
(18,4),(18,11),0.120683 # DEPENDENCYPART_SIBL
(18,4),(18,13),0.118469 # DEPENDENCYPART_SIBL
(18,4),(18,14),0.455334 # DEPENDENCYPART_SIBL
(18,4),(18,15),0.116673 # DEPENDENCYPART_SIBL
(18,4),(18,17),0.121489 # DEPENDENCYPART_SIBL
(18,5),(18,6),0.064598 # DEPENDENCYPART_SIBL
(18,5),(18,7),0.179432 # DEPENDENCYPART_SIBL
(18,5),(18,9),0.0283621 # DEPENDENCYPART_SIBL
(18,5),(18,10),-0.0760859 # DEPENDENCYPART_SIBL
(18,5),(18,11),0.179432 # DEPENDENCYPART_SIBL
(18,5),(18,13),0.0156325 # DEPENDENCYPART_SIBL
(18,5),(18,14),0.0995979 # DEPENDENCYPART_SIBL
(18,5),(18,15),0.00392706 # DEPENDENCYPART_SIBL
(18,5),(18,17),0.0283621 # DEPENDENCYPART_SIBL
(18,6),(18,7),0.244688 # DEPENDENCYPART_SIBL
(18,6),(18,9),0.0465782 # DEPENDENCYPART_SIBL
(18,6),(18,10),0.104205 # DEPENDENCYPART_SIBL
(18,6),(18,11),0.244688 # DEPENDENCYPART_SIBL
(18,6),(18,13),0.0426046 # DEPENDENCYPART_SIBL
(18,6),(18,14),0.311156 # DEPENDENCYPART_SIBL
(18,6),(18,15),0.141812 # DEPENDENCYPART_SIBL
(18,6),(18,17),0.0465782 # DEPENDENCYPART_SIBL
(18,7),(18,9),0.121489 # DEPENDENCYPART_SIBL
(18,7),(18,10),0.305041 # DEPENDENCYPART_SIBL
(18,7),(18,11),0.124341 # DEPENDENCYPART_SIBL
(18,7),(18,13),0.118469 # DEPENDENCYPART_SIBL
(18,7),(18,14),0.452172 # DEPENDENCYPART_SIBL
(18,7),(18,15),0.116673 # DEPENDENCYPART_SIBL
(18,7),(18,17),0.121489 # DEPENDENCYPART_SIBL
(18,9),(18,10),0.00612008 # DEPENDENCYPART_SIBL
(18,9),(18,11),0.0961663 # DEPENDENCYPART_SIBL
(18,9),(18,13),0.049673 # DEPENDENCYPART_SIBL
(18,9),(18,14),0.251811 # DEPENDENCYPART_SIBL
(18,9),(18,15),0.0114255 # DEPENDENCYPART_SIBL
(18,9),(18,17),0.072649 # DEPENDENCYPART_SIBL
(18,10),(18,11),0.260711 # DEPENDENCYPART_SIBL
(18,10),(18,13),0.0964669 # DEPENDENCYPART_SIBL
(18,10),(18,14),0.178645 # DEPENDENCYPART_SIBL
(18,10),(18,15),0.0769494 # DEPENDENCYPART_SIBL
(18,10),(18,17),0.105193 # DEPENDENCYPART_SIBL
(18,11),(18,13),0.118469 # DEPENDENCYPART_SIBL
(18,11),(18,14),0.452172 # DEPENDENCYPART_SIBL
(18,11),(18,15),0.116673 # DEPENDENCYPART_SIBL
(18,11),(18,17),0.121489 # DEPENDENCYPART_SIBL
(18,13),(18,14),0.275524 # DEPENDENCYPART_SIBL
(18,13),(18,15),0.0244951 # DEPENDENCYPART_SIBL
(18,13),(18,17),0.108419 # DEPENDENCYPART_SIBL
(18,14),(18,15),0.00392706 # DEPENDENCYPART_SIBL
(18,14),(18,17),0.0283621 # DEPENDENCYPART_SIBL
(18,15),(18,17),0.167805 # DEPENDENCYPART_SIBL
(19,1),(19,2),-0.0288336 # DEPENDENCYPART_SIBL
(19,1),(19,3),-0.0817987 # DEPENDENCYPART_SIBL
(19,1),(19,4),0.0676087 # DEPENDENCYPART_SIBL
(19,1),(19,5),-0.0418679 # DEPENDENCYPART_SIBL
(19,1),(19,6),0.0158314 # DEPENDENCYPART_SIBL
(19,1),(19,7),0.0587357 # DEPENDENCYPART_SIBL
(19,1),(19,9),-0.0817948 # DEPENDENCYPART_SIBL
(19,1),(19,10),0.732995 # DEPENDENCYPART_SIBL
(19,1),(19,11),0.0587357 # DEPENDENCYPART_SIBL
(19,1),(19,12),-0.155273 # DEPENDENCYPART_SIBL
(19,1),(19,13),-0.109054 # DEPENDENCYPART_SIBL
(19,1),(19,14),-0.0418679 # DEPENDENCYPART_SIBL
(19,1),(19,15),-0.110882 # DEPENDENCYPART_SIBL
(19,1),(19,16),0.0072267 # DEPENDENCYPART_SIBL
(19,1),(19,17),-0.0817948 # DEPENDENCYPART_SIBL
(19,1),(19,18),-0.036147 # DEPENDENCYPART_SIBL
(19,1),(19,20),0.00822114 # DEPENDENCYPART_SIBL
(19,1),(19,21),0.0710968 # DEPENDENCYPART_SIBL
(19,2),(19,3),0.0132483 # DEPENDENCYPART_SIBL
(19,2),(19,4),-0.0300215 # DEPENDENCYPART_SIBL
(19,2),(19,5),0.0540675 # DEPENDENCYPART_SIBL
(19,2),(19,6),0.0967863 # DEPENDENCYPART_SIBL
(19,2),(19,7),-0.0285602 # DEPENDENCYPART_SIBL
(19,2),(19,9),0.0132522 # DEPENDENCYPART_SIBL
(19,2),(19,10),0.0340528 # DEPENDENCYPART_SIBL
(19,2),(19,11),-0.0285602 # DEPENDENCYPART_SIBL
(19,2),(19,12),-0.0867183 # DEPENDENCYPART_SIBL
(19,2),(19,13),-0.00507527 # DEPENDENCYPART_SIBL
(19,2),(19,14),0.0540675 # DEPENDENCYPART_SIBL
(19,2),(19,15),-0.119687 # DEPENDENCYPART_SIBL
(19,2),(19,16),-0.0233057 # DEPENDENCYPART_SIBL
(19,2),(19,17),0.0132522 # DEPENDENCYPART_SIBL
(19,2),(19,18),0.0145015 # DEPENDENCYPART_SIBL
(19,2),(19,20),0.0913809 # DEPENDENCYPART_SIBL
(19,2),(19,21),-0.0173039 # DEPENDENCYPART_SIBL
(19,3),(19,4),-0.011531 # DEPENDENCYPART_SIBL
(19,3),(19,5),0.0849717 # DEPENDENCYPART_SIBL
(19,3),(19,6),0.0447076 # DEPENDENCYPART_SIBL
(19,3),(19,7),-0.0100697 # DEPENDENCYPART_SIBL
(19,3),(19,9),-0.0243629 # DEPENDENCYPART_SIBL
(19,3),(19,10),0.0235685 # DEPENDENCYPART_SIBL
(19,3),(19,11),-0.0100697 # DEPENDENCYPART_SIBL
(19,3),(19,12),-0.0486831 # DEPENDENCYPART_SIBL
(19,3),(19,13),-0.0693446 # DEPENDENCYPART_SIBL
(19,3),(19,14),0.0849717 # DEPENDENCYPART_SIBL
(19,3),(19,15),-0.111198 # DEPENDENCYPART_SIBL
(19,3),(19,16),-0.0249878 # DEPENDENCYPART_SIBL
(19,3),(19,17),-0.0243629 # DEPENDENCYPART_SIBL
(19,3),(19,18),-0.000289536 # DEPENDENCYPART_SIBL
(19,3),(19,20),0.0923858 # DEPENDENCYPART_SIBL
(19,3),(19,21),-0.0116256 # DEPENDENCYPART_SIBL
(19,4),(19,5),0.0690339 # DEPENDENCYPART_SIBL
(19,4),(19,6),-0.0583193 # DEPENDENCYPART_SIBL
(19,4),(19,7),-0.0400667 # DEPENDENCYPART_SIBL
(19,4),(19,9),-0.0261568 # DEPENDENCYPART_SIBL
(19,4),(19,10),0.27992 # DEPENDENCYPART_SIBL
(19,4),(19,11),-0.0400667 # DEPENDENCYPART_SIBL
(19,4),(19,12),-0.0811504 # DEPENDENCYPART_SIBL
(19,4),(19,13),-0.0420499 # DEPENDENCYPART_SIBL
(19,4),(19,14),0.0690339 # DEPENDENCYPART_SIBL
(19,4),(19,15),-0.0968429 # DEPENDENCYPART_SIBL
(19,4),(19,16),0.00861273 # DEPENDENCYPART_SIBL
(19,4),(19,17),-0.0261568 # DEPENDENCYPART_SIBL
(19,4),(19,18),-0.0240146 # DEPENDENCYPART_SIBL
(19,4),(19,20),0.0331059 # DEPENDENCYPART_SIBL
(19,4),(19,21),0.00293932 # DEPENDENCYPART_SIBL
(19,5),(19,6),0.0202708 # DEPENDENCYPART_SIBL
(19,5),(19,7),0.00729332 # DEPENDENCYPART_SIBL
(19,5),(19,9),-0.011988 # DEPENDENCYPART_SIBL
(19,5),(19,10),-0.0164957 # DEPENDENCYPART_SIBL
(19,5),(19,11),0.00729332 # DEPENDENCYPART_SIBL
(19,5),(19,12),-0.187923 # DEPENDENCYPART_SIBL
(19,5),(19,13),-0.0472095 # DEPENDENCYPART_SIBL
(19,5),(19,14),-0.0138609 # DEPENDENCYPART_SIBL
(19,5),(19,15),-0.0995109 # DEPENDENCYPART_SIBL
(19,5),(19,16),0.0755388 # DEPENDENCYPART_SIBL
(19,5),(19,17),-0.011988 # DEPENDENCYPART_SIBL
(19,5),(19,18),-0.035434 # DEPENDENCYPART_SIBL
(19,5),(19,20),0.0345643 # DEPENDENCYPART_SIBL
(19,5),(19,21),-0.0103367 # DEPENDENCYPART_SIBL
(19,6),(19,7),0.0827328 # DEPENDENCYPART_SIBL
(19,6),(19,9),-0.121372 # DEPENDENCYPART_SIBL
(19,6),(19,10),0.0249725 # DEPENDENCYPART_SIBL
(19,6),(19,11),0.0827328 # DEPENDENCYPART_SIBL
(19,6),(19,12),-0.106023 # DEPENDENCYPART_SIBL
(19,6),(19,13),-0.139155 # DEPENDENCYPART_SIBL
(19,6),(19,14),0.220636 # DEPENDENCYPART_SIBL
(19,6),(19,15),-0.0474936 # DEPENDENCYPART_SIBL
(19,6),(19,16),0.0435598 # DEPENDENCYPART_SIBL
(19,6),(19,17),-0.121372 # DEPENDENCYPART_SIBL
(19,6),(19,18),-0.0399013 # DEPENDENCYPART_SIBL
(19,6),(19,20),0.0150153 # DEPENDENCYPART_SIBL
(19,6),(19,21),0.00156087 # DEPENDENCYPART_SIBL
(19,7),(19,9),-0.0226213 # DEPENDENCYPART_SIBL
(19,7),(19,10),0.290598 # DEPENDENCYPART_SIBL
(19,7),(19,11),-0.0322424 # DEPENDENCYPART_SIBL
(19,7),(19,12),-0.0776149 # DEPENDENCYPART_SIBL
(19,7),(19,13),-0.0385145 # DEPENDENCYPART_SIBL
(19,7),(19,14),0.0713542 # DEPENDENCYPART_SIBL
(19,7),(19,15),-0.0933074 # DEPENDENCYPART_SIBL
(19,7),(19,16),0.0121482 # DEPENDENCYPART_SIBL
(19,7),(19,17),-0.0226213 # DEPENDENCYPART_SIBL
(19,7),(19,18),-0.0195417 # DEPENDENCYPART_SIBL
(19,7),(19,20),0.0350903 # DEPENDENCYPART_SIBL
(19,7),(19,21),-0.000391461 # DEPENDENCYPART_SIBL
(19,9),(19,10),0.0235751 # DEPENDENCYPART_SIBL
(19,9),(19,11),-0.0100454 # DEPENDENCYPART_SIBL
(19,9),(19,12),-0.0486831 # DEPENDENCYPART_SIBL
(19,9),(19,13),-0.0693282 # DEPENDENCYPART_SIBL
(19,9),(19,14),0.084985 # DEPENDENCYPART_SIBL
(19,9),(19,15),-0.111198 # DEPENDENCYPART_SIBL
(19,9),(19,16),-0.0249878 # DEPENDENCYPART_SIBL
(19,9),(19,17),-0.0243466 # DEPENDENCYPART_SIBL
(19,9),(19,18),-0.000289536 # DEPENDENCYPART_SIBL
(19,9),(19,20),0.0938025 # DEPENDENCYPART_SIBL
(19,9),(19,21),-0.0086984 # DEPENDENCYPART_SIBL
(19,10),(19,11),0.0587357 # DEPENDENCYPART_SIBL
(19,10),(19,12),-0.155273 # DEPENDENCYPART_SIBL
(19,10),(19,13),-0.109054 # DEPENDENCYPART_SIBL
(19,10),(19,14),-0.0418679 # DEPENDENCYPART_SIBL
(19,10),(19,15),-0.110882 # DEPENDENCYPART_SIBL
(19,10),(19,16),0.0072267 # DEPENDENCYPART_SIBL
(19,10),(19,17),-0.0817948 # DEPENDENCYPART_SIBL
(19,10),(19,18),-0.036147 # DEPENDENCYPART_SIBL
(19,10),(19,20),0.00822114 # DEPENDENCYPART_SIBL
(19,10),(19,21),0.0710968 # DEPENDENCYPART_SIBL
(19,11),(19,12),-0.0776149 # DEPENDENCYPART_SIBL
(19,11),(19,13),-0.0385145 # DEPENDENCYPART_SIBL
(19,11),(19,14),0.0713542 # DEPENDENCYPART_SIBL
(19,11),(19,15),-0.0933074 # DEPENDENCYPART_SIBL
(19,11),(19,16),0.0121482 # DEPENDENCYPART_SIBL
(19,11),(19,17),-0.0226213 # DEPENDENCYPART_SIBL
(19,11),(19,18),-0.0195417 # DEPENDENCYPART_SIBL
(19,11),(19,20),0.0350903 # DEPENDENCYPART_SIBL
(19,11),(19,21),-0.000391461 # DEPENDENCYPART_SIBL
(19,12),(19,13),-0.0329242 # DEPENDENCYPART_SIBL
(19,12),(19,14),0.0624425 # DEPENDENCYPART_SIBL
(19,12),(19,15),-0.10164 # DEPENDENCYPART_SIBL
(19,12),(19,16),-0.0986813 # DEPENDENCYPART_SIBL
(19,12),(19,17),-0.0154619 # DEPENDENCYPART_SIBL
(19,12),(19,18),-0.0785198 # DEPENDENCYPART_SIBL
(19,12),(19,20),0.032089 # DEPENDENCYPART_SIBL
(19,12),(19,21),-0.126188 # DEPENDENCYPART_SIBL
(19,13),(19,14),0.12724 # DEPENDENCYPART_SIBL
(19,13),(19,15),-0.0927813 # DEPENDENCYPART_SIBL
(19,13),(19,16),-0.00657088 # DEPENDENCYPART_SIBL
(19,13),(19,17),0.0208112 # DEPENDENCYPART_SIBL
(19,13),(19,18),0.0267804 # DEPENDENCYPART_SIBL
(19,13),(19,20),0.0698701 # DEPENDENCYPART_SIBL
(19,13),(19,21),-0.0173321 # DEPENDENCYPART_SIBL
(19,14),(19,15),-0.0995109 # DEPENDENCYPART_SIBL
(19,14),(19,16),0.0755388 # DEPENDENCYPART_SIBL
