# _root_ Mint arról korábban beszámoltunk , márciusban csaknem kétszáz mázsa busa , harcsa és amur pusztult el a természetvédelmi területen található vajai őstóban .
#goldHeads=4,4,4,15,15,15,9,9,10,15,15,15,15,15,0,15,19,19,20,22,22,15,15,
#predictedHeads=4,4,4,15,15,15,9,9,10,12,12,15,15,15,0,15,19,19,20,21,22,15,15,
(9,6),(9,7),0.167062 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.00376986 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.193964 # DEPENDENCYPART_SIBL
(10,2),(10,3),0.118578 # DEPENDENCYPART_SIBL
(10,2),(10,5),0.31878 # DEPENDENCYPART_SIBL
(10,2),(10,6),-0.0235282 # DEPENDENCYPART_SIBL
(10,2),(10,7),0.111804 # DEPENDENCYPART_SIBL
(10,2),(10,8),0.0445868 # DEPENDENCYPART_SIBL
(10,2),(10,9),-0.0245622 # DEPENDENCYPART_SIBL
(10,2),(10,11),0.00399765 # DEPENDENCYPART_SIBL
(10,2),(10,12),0.00695924 # DEPENDENCYPART_SIBL
(10,2),(10,14),0.00695928 # DEPENDENCYPART_SIBL
(10,2),(10,15),0.0182988 # DEPENDENCYPART_SIBL
(10,3),(10,5),0.0557164 # DEPENDENCYPART_SIBL
(10,3),(10,6),0.0328201 # DEPENDENCYPART_SIBL
(10,3),(10,7),0.0814904 # DEPENDENCYPART_SIBL
(10,3),(10,8),0.125729 # DEPENDENCYPART_SIBL
(10,3),(10,9),0.0317861 # DEPENDENCYPART_SIBL
(10,3),(10,11),0.0039704 # DEPENDENCYPART_SIBL
(10,3),(10,12),0.0367238 # DEPENDENCYPART_SIBL
(10,3),(10,14),0.0367256 # DEPENDENCYPART_SIBL
(10,3),(10,15),0.0403004 # DEPENDENCYPART_SIBL
(10,5),(10,6),0.0569251 # DEPENDENCYPART_SIBL
(10,5),(10,7),0.051402 # DEPENDENCYPART_SIBL
(10,5),(10,8),-0.0407121 # DEPENDENCYPART_SIBL
(10,5),(10,9),0.0547386 # DEPENDENCYPART_SIBL
(10,5),(10,11),-0.0346477 # DEPENDENCYPART_SIBL
(10,5),(10,12),-0.00844554 # DEPENDENCYPART_SIBL
(10,5),(10,14),-0.00844461 # DEPENDENCYPART_SIBL
(10,5),(10,15),-0.0268008 # DEPENDENCYPART_SIBL
(10,6),(10,7),0.167062 # DEPENDENCYPART_SIBL
(10,6),(10,8),0.00376986 # DEPENDENCYPART_SIBL
(10,6),(10,9),-0.0193899 # DEPENDENCYPART_SIBL
(10,6),(10,11),0.00356548 # DEPENDENCYPART_SIBL
(10,6),(10,12),0.0056776 # DEPENDENCYPART_SIBL
(10,6),(10,14),0.0056793 # DEPENDENCYPART_SIBL
(10,6),(10,15),0.011476 # DEPENDENCYPART_SIBL
(10,7),(10,8),0.193964 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.0316313 # DEPENDENCYPART_SIBL
(10,7),(10,11),0.0166559 # DEPENDENCYPART_SIBL
(10,7),(10,12),0.00131014 # DEPENDENCYPART_SIBL
(10,7),(10,14),0.00131192 # DEPENDENCYPART_SIBL
(10,7),(10,15),0.0454884 # DEPENDENCYPART_SIBL
(10,8),(10,9),-0.0219503 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.0196372 # DEPENDENCYPART_SIBL
(10,8),(10,12),0.015445 # DEPENDENCYPART_SIBL
(10,8),(10,14),0.015445 # DEPENDENCYPART_SIBL
(10,8),(10,15),0.00136303 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.00383243 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.00325497 # DEPENDENCYPART_SIBL
(10,9),(10,14),0.00325667 # DEPENDENCYPART_SIBL
(10,9),(10,15),0.00854388 # DEPENDENCYPART_SIBL
(10,11),(10,12),0.342981 # DEPENDENCYPART_SIBL
(10,11),(10,14),0.342981 # DEPENDENCYPART_SIBL
(10,11),(10,15),0.426143 # DEPENDENCYPART_SIBL
(10,12),(10,14),0.0047139 # DEPENDENCYPART_SIBL
(10,12),(10,15),0.0582124 # DEPENDENCYPART_SIBL
(10,14),(10,15),0.0582129 # DEPENDENCYPART_SIBL
(12,2),(12,5),0.318723 # DEPENDENCYPART_SIBL
(12,2),(12,6),-0.0235849 # DEPENDENCYPART_SIBL
(12,2),(12,7),0.111747 # DEPENDENCYPART_SIBL
(12,2),(12,8),0.04453 # DEPENDENCYPART_SIBL
(12,2),(12,9),-0.0246189 # DEPENDENCYPART_SIBL
(12,2),(12,10),-0.0235849 # DEPENDENCYPART_SIBL
(12,2),(12,11),0.318723 # DEPENDENCYPART_SIBL
(12,2),(12,14),0.00695928 # DEPENDENCYPART_SIBL
(12,2),(12,21),0.00678773 # DEPENDENCYPART_SIBL
(12,2),(12,22),0.00695834 # DEPENDENCYPART_SIBL
(12,5),(12,6),0.0569251 # DEPENDENCYPART_SIBL
(12,5),(12,7),0.051402 # DEPENDENCYPART_SIBL
(12,5),(12,8),-0.0407121 # DEPENDENCYPART_SIBL
(12,5),(12,9),0.0547386 # DEPENDENCYPART_SIBL
(12,5),(12,10),0.0569251 # DEPENDENCYPART_SIBL
(12,5),(12,11),0.0456326 # DEPENDENCYPART_SIBL
(12,5),(12,14),-0.00844461 # DEPENDENCYPART_SIBL
(12,5),(12,21),-0.00861617 # DEPENDENCYPART_SIBL
(12,5),(12,22),-0.00844555 # DEPENDENCYPART_SIBL
(12,6),(12,7),0.167062 # DEPENDENCYPART_SIBL
(12,6),(12,8),0.00376968 # DEPENDENCYPART_SIBL
(12,6),(12,9),-0.01939 # DEPENDENCYPART_SIBL
(12,6),(12,10),-0.0181142 # DEPENDENCYPART_SIBL
(12,6),(12,11),0.641686 # DEPENDENCYPART_SIBL
(12,6),(12,14),0.0056793 # DEPENDENCYPART_SIBL
(12,6),(12,21),0.00431327 # DEPENDENCYPART_SIBL
(12,6),(12,22),0.00631565 # DEPENDENCYPART_SIBL
(12,7),(12,8),0.193964 # DEPENDENCYPART_SIBL
(12,7),(12,9),0.0316313 # DEPENDENCYPART_SIBL
(12,7),(12,10),0.0326652 # DEPENDENCYPART_SIBL
(12,7),(12,11),0.0697919 # DEPENDENCYPART_SIBL
(12,7),(12,14),0.00131192 # DEPENDENCYPART_SIBL
(12,7),(12,21),0.00114037 # DEPENDENCYPART_SIBL
(12,7),(12,22),0.00131099 # DEPENDENCYPART_SIBL
(12,8),(12,9),-0.0219503 # DEPENDENCYPART_SIBL
(12,8),(12,10),-0.0188483 # DEPENDENCYPART_SIBL
(12,8),(12,11),0.385739 # DEPENDENCYPART_SIBL
(12,8),(12,14),0.015445 # DEPENDENCYPART_SIBL
(12,8),(12,21),0.0152735 # DEPENDENCYPART_SIBL
(12,8),(12,22),0.0154441 # DEPENDENCYPART_SIBL
(12,9),(12,10),-0.0188881 # DEPENDENCYPART_SIBL
(12,9),(12,11),0.641687 # DEPENDENCYPART_SIBL
(12,9),(12,14),0.00325667 # DEPENDENCYPART_SIBL
(12,9),(12,21),0.00189064 # DEPENDENCYPART_SIBL
(12,9),(12,22),0.00389302 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.641687 # DEPENDENCYPART_SIBL
(12,10),(12,14),0.00337853 # DEPENDENCYPART_SIBL
(12,10),(12,21),0.0020125 # DEPENDENCYPART_SIBL
(12,10),(12,22),0.00401488 # DEPENDENCYPART_SIBL
(12,11),(12,14),-0.00844461 # DEPENDENCYPART_SIBL
(12,11),(12,21),-0.00861617 # DEPENDENCYPART_SIBL
(12,11),(12,22),-0.00844555 # DEPENDENCYPART_SIBL
(12,14),(12,21),0.00444296 # DEPENDENCYPART_SIBL
(12,14),(12,22),0.00545315 # DEPENDENCYPART_SIBL
(12,21),(12,22),0.00448363 # DEPENDENCYPART_SIBL
(13,2),(13,4),0.0079401 # DEPENDENCYPART_SIBL
(13,2),(13,5),0.231667 # DEPENDENCYPART_SIBL
(13,2),(13,8),0.0154538 # DEPENDENCYPART_SIBL
(13,2),(13,9),-0.0128443 # DEPENDENCYPART_SIBL
(13,2),(13,10),-0.0128443 # DEPENDENCYPART_SIBL
(13,2),(13,11),0.231667 # DEPENDENCYPART_SIBL
(13,2),(13,12),-0.0130798 # DEPENDENCYPART_SIBL
(13,2),(13,14),0.0304373 # DEPENDENCYPART_SIBL
(13,2),(13,15),0.0306462 # DEPENDENCYPART_SIBL
(13,2),(13,19),0.0264469 # DEPENDENCYPART_SIBL
(13,2),(13,21),0.0304373 # DEPENDENCYPART_SIBL
(13,2),(13,22),0.0304373 # DEPENDENCYPART_SIBL
(13,2),(13,23),-0.0396355 # DEPENDENCYPART_SIBL
(13,4),(13,5),0.450186 # DEPENDENCYPART_SIBL
(13,4),(13,8),0.0163786 # DEPENDENCYPART_SIBL
(13,4),(13,9),-0.0156678 # DEPENDENCYPART_SIBL
(13,4),(13,10),-0.0153557 # DEPENDENCYPART_SIBL
(13,4),(13,11),0.450186 # DEPENDENCYPART_SIBL
(13,4),(13,12),-0.0153869 # DEPENDENCYPART_SIBL
(13,4),(13,14),-0.00427077 # DEPENDENCYPART_SIBL
(13,4),(13,15),0.216726 # DEPENDENCYPART_SIBL
(13,4),(13,19),-0.00830191 # DEPENDENCYPART_SIBL
(13,4),(13,21),-0.00427077 # DEPENDENCYPART_SIBL
(13,4),(13,22),-0.00427077 # DEPENDENCYPART_SIBL
(13,4),(13,23),0.200979 # DEPENDENCYPART_SIBL
(13,5),(13,8),0.0483813 # DEPENDENCYPART_SIBL
(13,5),(13,9),0.031267 # DEPENDENCYPART_SIBL
(13,5),(13,10),0.0324195 # DEPENDENCYPART_SIBL
(13,5),(13,11),0.0345787 # DEPENDENCYPART_SIBL
(13,5),(13,12),0.0323869 # DEPENDENCYPART_SIBL
(13,5),(13,14),0.0218518 # DEPENDENCYPART_SIBL
(13,5),(13,15),0.196998 # DEPENDENCYPART_SIBL
(13,5),(13,19),0.0236148 # DEPENDENCYPART_SIBL
(13,5),(13,21),0.0218518 # DEPENDENCYPART_SIBL
(13,5),(13,22),0.0218518 # DEPENDENCYPART_SIBL
(13,5),(13,23),0.198796 # DEPENDENCYPART_SIBL
(13,8),(13,9),-0.0031791 # DEPENDENCYPART_SIBL
(13,8),(13,10),-0.00214505 # DEPENDENCYPART_SIBL
(13,8),(13,11),0.342005 # DEPENDENCYPART_SIBL
(13,8),(13,12),-0.0021726 # DEPENDENCYPART_SIBL
(13,8),(13,14),0.0655478 # DEPENDENCYPART_SIBL
(13,8),(13,15),0.0511079 # DEPENDENCYPART_SIBL
(13,8),(13,19),0.0615381 # DEPENDENCYPART_SIBL
(13,8),(13,21),0.0655478 # DEPENDENCYPART_SIBL
(13,8),(13,22),0.0655478 # DEPENDENCYPART_SIBL
(13,8),(13,23),0.0149571 # DEPENDENCYPART_SIBL
(13,9),(13,10),0.00496703 # DEPENDENCYPART_SIBL
(13,9),(13,11),0.375892 # DEPENDENCYPART_SIBL
(13,9),(13,12),0.00480546 # DEPENDENCYPART_SIBL
(13,9),(13,14),0.23371 # DEPENDENCYPART_SIBL
(13,9),(13,15),0.000715601 # DEPENDENCYPART_SIBL
(13,9),(13,19),0.234063 # DEPENDENCYPART_SIBL
(13,9),(13,21),0.232687 # DEPENDENCYPART_SIBL
(13,9),(13,22),0.234348 # DEPENDENCYPART_SIBL
(13,9),(13,23),-0.00874341 # DEPENDENCYPART_SIBL
(13,10),(13,11),0.375892 # DEPENDENCYPART_SIBL
(13,10),(13,12),0.00558737 # DEPENDENCYPART_SIBL
(13,10),(13,14),0.233831 # DEPENDENCYPART_SIBL
(13,10),(13,15),0.00137233 # DEPENDENCYPART_SIBL
(13,10),(13,19),0.234184 # DEPENDENCYPART_SIBL
(13,10),(13,21),0.232808 # DEPENDENCYPART_SIBL
(13,10),(13,22),0.234469 # DEPENDENCYPART_SIBL
(13,10),(13,23),-0.00815188 # DEPENDENCYPART_SIBL
(13,11),(13,12),0.0323869 # DEPENDENCYPART_SIBL
(13,11),(13,14),0.0218518 # DEPENDENCYPART_SIBL
(13,11),(13,15),0.196998 # DEPENDENCYPART_SIBL
(13,11),(13,19),0.0236148 # DEPENDENCYPART_SIBL
(13,11),(13,21),0.0218518 # DEPENDENCYPART_SIBL
(13,11),(13,22),0.0218518 # DEPENDENCYPART_SIBL
(13,11),(13,23),0.198796 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.233487 # DEPENDENCYPART_SIBL
(13,12),(13,15),0.00125134 # DEPENDENCYPART_SIBL
(13,12),(13,19),0.23384 # DEPENDENCYPART_SIBL
(13,12),(13,21),0.232464 # DEPENDENCYPART_SIBL
(13,12),(13,22),0.234125 # DEPENDENCYPART_SIBL
(13,12),(13,23),-0.00307073 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.0601769 # DEPENDENCYPART_SIBL
(13,14),(13,19),-0.0488353 # DEPENDENCYPART_SIBL
(13,14),(13,21),-0.0464872 # DEPENDENCYPART_SIBL
(13,14),(13,22),-0.0454769 # DEPENDENCYPART_SIBL
(13,14),(13,23),-0.0584892 # DEPENDENCYPART_SIBL
(13,15),(13,19),0.0825687 # DEPENDENCYPART_SIBL
(13,15),(13,21),0.0850633 # DEPENDENCYPART_SIBL
(13,15),(13,22),0.0850633 # DEPENDENCYPART_SIBL
(13,15),(13,23),0.17452 # DEPENDENCYPART_SIBL
(13,19),(13,21),-0.0509747 # DEPENDENCYPART_SIBL
(13,19),(13,22),-0.0499644 # DEPENDENCYPART_SIBL
(13,19),(13,23),-0.067722 # DEPENDENCYPART_SIBL
(13,21),(13,22),-0.0464428 # DEPENDENCYPART_SIBL
(13,21),(13,23),-0.0584979 # DEPENDENCYPART_SIBL
(13,22),(13,23),-0.0584926 # DEPENDENCYPART_SIBL
(14,5),(14,6),0.0569251 # DEPENDENCYPART_SIBL
(14,5),(14,7),0.051402 # DEPENDENCYPART_SIBL
(14,5),(14,8),-0.0407121 # DEPENDENCYPART_SIBL
(14,5),(14,9),0.0547386 # DEPENDENCYPART_SIBL
(14,5),(14,10),0.0569251 # DEPENDENCYPART_SIBL
(14,5),(14,11),0.0456326 # DEPENDENCYPART_SIBL
(14,5),(14,12),0.0569226 # DEPENDENCYPART_SIBL
(14,5),(14,13),0.231586 # DEPENDENCYPART_SIBL
(14,5),(14,19),-0.00204201 # DEPENDENCYPART_SIBL
(14,5),(14,21),-0.00861617 # DEPENDENCYPART_SIBL
(14,5),(14,22),-0.00844555 # DEPENDENCYPART_SIBL
(14,6),(14,7),0.167062 # DEPENDENCYPART_SIBL
(14,6),(14,8),0.00376986 # DEPENDENCYPART_SIBL
(14,6),(14,9),-0.0193899 # DEPENDENCYPART_SIBL
(14,6),(14,10),-0.018114 # DEPENDENCYPART_SIBL
(14,6),(14,11),0.641686 # DEPENDENCYPART_SIBL
(14,6),(14,12),-0.0182474 # DEPENDENCYPART_SIBL
(14,6),(14,13),0.794004 # DEPENDENCYPART_SIBL
(14,6),(14,19),0.0118193 # DEPENDENCYPART_SIBL
(14,6),(14,21),0.00431327 # DEPENDENCYPART_SIBL
(14,6),(14,22),0.00631565 # DEPENDENCYPART_SIBL
(14,7),(14,8),0.193964 # DEPENDENCYPART_SIBL
(14,7),(14,9),0.0316313 # DEPENDENCYPART_SIBL
(14,7),(14,10),0.0326653 # DEPENDENCYPART_SIBL
(14,7),(14,11),0.069792 # DEPENDENCYPART_SIBL
(14,7),(14,12),0.0326643 # DEPENDENCYPART_SIBL
(14,7),(14,13),0.204285 # DEPENDENCYPART_SIBL
(14,7),(14,19),0.000574481 # DEPENDENCYPART_SIBL
(14,7),(14,21),0.00114037 # DEPENDENCYPART_SIBL
(14,7),(14,22),0.00131099 # DEPENDENCYPART_SIBL
(14,8),(14,9),-0.0219503 # DEPENDENCYPART_SIBL
(14,8),(14,10),-0.0188483 # DEPENDENCYPART_SIBL
(14,8),(14,11),0.385739 # DEPENDENCYPART_SIBL
(14,8),(14,12),-0.0188483 # DEPENDENCYPART_SIBL
(14,8),(14,13),0.489492 # DEPENDENCYPART_SIBL
(14,8),(14,19),0.0153391 # DEPENDENCYPART_SIBL
(14,8),(14,21),0.0152735 # DEPENDENCYPART_SIBL
(14,8),(14,22),0.0154441 # DEPENDENCYPART_SIBL
(14,9),(14,10),-0.0188879 # DEPENDENCYPART_SIBL
(14,9),(14,11),0.641687 # DEPENDENCYPART_SIBL
(14,9),(14,12),-0.0190213 # DEPENDENCYPART_SIBL
(14,9),(14,13),0.794005 # DEPENDENCYPART_SIBL
(14,9),(14,19),0.00939663 # DEPENDENCYPART_SIBL
(14,9),(14,21),0.00189064 # DEPENDENCYPART_SIBL
(14,9),(14,22),0.00389302 # DEPENDENCYPART_SIBL
(14,10),(14,11),0.641687 # DEPENDENCYPART_SIBL
(14,10),(14,12),-0.0182394 # DEPENDENCYPART_SIBL
(14,10),(14,13),0.794005 # DEPENDENCYPART_SIBL
(14,10),(14,19),0.00951849 # DEPENDENCYPART_SIBL
(14,10),(14,21),0.0020125 # DEPENDENCYPART_SIBL
(14,10),(14,22),0.00401488 # DEPENDENCYPART_SIBL
(14,11),(14,12),0.0569226 # DEPENDENCYPART_SIBL
(14,11),(14,13),0.231586 # DEPENDENCYPART_SIBL
(14,11),(14,19),-0.00204201 # DEPENDENCYPART_SIBL
(14,11),(14,21),-0.00861617 # DEPENDENCYPART_SIBL
(14,11),(14,22),-0.00844555 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.793956 # DEPENDENCYPART_SIBL
(14,12),(14,19),0.00920311 # DEPENDENCYPART_SIBL
(14,12),(14,21),0.00169713 # DEPENDENCYPART_SIBL
(14,12),(14,22),0.0036995 # DEPENDENCYPART_SIBL
(14,13),(14,19),-0.00490551 # DEPENDENCYPART_SIBL
(14,13),(14,21),-0.00815979 # DEPENDENCYPART_SIBL
(14,13),(14,22),-0.00798917 # DEPENDENCYPART_SIBL
(14,19),(14,21),0.00167451 # DEPENDENCYPART_SIBL
(14,19),(14,22),0.00268469 # DEPENDENCYPART_SIBL
(14,21),(14,22),0.00448363 # DEPENDENCYPART_SIBL
(15,1),(15,2),0.0308065 # DEPENDENCYPART_SIBL
(15,1),(15,3),0.0332764 # DEPENDENCYPART_SIBL
(15,1),(15,4),-0.000168413 # DEPENDENCYPART_SIBL
(15,1),(15,5),0.0819139 # DEPENDENCYPART_SIBL
(15,1),(15,6),0.0276272 # DEPENDENCYPART_SIBL
(15,1),(15,7),-0.0125238 # DEPENDENCYPART_SIBL
(15,1),(15,8),0.11792 # DEPENDENCYPART_SIBL
(15,1),(15,9),0.0252062 # DEPENDENCYPART_SIBL
(15,1),(15,10),0.0277135 # DEPENDENCYPART_SIBL
(15,1),(15,11),0.0819139 # DEPENDENCYPART_SIBL
(15,1),(15,12),0.0275085 # DEPENDENCYPART_SIBL
(15,1),(15,13),0.0452015 # DEPENDENCYPART_SIBL
(15,1),(15,14),0.0277135 # DEPENDENCYPART_SIBL
(15,1),(15,16),0.0180797 # DEPENDENCYPART_SIBL
(15,1),(15,17),-0.0984868 # DEPENDENCYPART_SIBL
(15,1),(15,18),-0.020694 # DEPENDENCYPART_SIBL
(15,1),(15,19),-0.00988343 # DEPENDENCYPART_SIBL
(15,1),(15,20),-0.0368413 # DEPENDENCYPART_SIBL
(15,1),(15,21),-0.0075736 # DEPENDENCYPART_SIBL
(15,1),(15,22),-0.00608308 # DEPENDENCYPART_SIBL
(15,1),(15,23),-0.0382805 # DEPENDENCYPART_SIBL
(15,2),(15,3),0.0347062 # DEPENDENCYPART_SIBL
(15,2),(15,4),-0.0231273 # DEPENDENCYPART_SIBL
(15,2),(15,5),0.0644288 # DEPENDENCYPART_SIBL
(15,2),(15,6),-0.018881 # DEPENDENCYPART_SIBL
(15,2),(15,7),-0.0102177 # DEPENDENCYPART_SIBL
(15,2),(15,8),-0.00100395 # DEPENDENCYPART_SIBL
(15,2),(15,9),-0.0213021 # DEPENDENCYPART_SIBL
(15,2),(15,10),-0.0187947 # DEPENDENCYPART_SIBL
(15,2),(15,11),0.0644288 # DEPENDENCYPART_SIBL
(15,2),(15,12),-0.0194077 # DEPENDENCYPART_SIBL
(15,2),(15,13),0.0280446 # DEPENDENCYPART_SIBL
(15,2),(15,14),-0.0187947 # DEPENDENCYPART_SIBL
(15,2),(15,16),-0.0116618 # DEPENDENCYPART_SIBL
(15,2),(15,17),-0.0220732 # DEPENDENCYPART_SIBL
(15,2),(15,18),-0.0296311 # DEPENDENCYPART_SIBL
(15,2),(15,19),-0.0137404 # DEPENDENCYPART_SIBL
(15,2),(15,20),-0.0377988 # DEPENDENCYPART_SIBL
(15,2),(15,21),-0.0120671 # DEPENDENCYPART_SIBL
(15,2),(15,22),-0.0105765 # DEPENDENCYPART_SIBL
(15,2),(15,23),-0.000281547 # DEPENDENCYPART_SIBL
(15,3),(15,4),-0.0239024 # DEPENDENCYPART_SIBL
(15,3),(15,5),0.0358462 # DEPENDENCYPART_SIBL
(15,3),(15,6),0.0141753 # DEPENDENCYPART_SIBL
(15,3),(15,7),-0.0434628 # DEPENDENCYPART_SIBL
(15,3),(15,8),0.0391482 # DEPENDENCYPART_SIBL
(15,3),(15,9),0.0117543 # DEPENDENCYPART_SIBL
(15,3),(15,10),0.0142617 # DEPENDENCYPART_SIBL
(15,3),(15,11),0.0358462 # DEPENDENCYPART_SIBL
(15,3),(15,12),0.0140566 # DEPENDENCYPART_SIBL
(15,3),(15,13),0.0200479 # DEPENDENCYPART_SIBL
(15,3),(15,14),0.0142617 # DEPENDENCYPART_SIBL
(15,3),(15,16),0.0287565 # DEPENDENCYPART_SIBL
(15,3),(15,17),-0.069183 # DEPENDENCYPART_SIBL
(15,3),(15,18),0.0136663 # DEPENDENCYPART_SIBL
(15,3),(15,19),0.0573399 # DEPENDENCYPART_SIBL
(15,3),(15,20),-0.00248095 # DEPENDENCYPART_SIBL
(15,3),(15,21),0.0596497 # DEPENDENCYPART_SIBL
(15,3),(15,22),0.0611403 # DEPENDENCYPART_SIBL
(15,3),(15,23),-0.0224804 # DEPENDENCYPART_SIBL
(15,4),(15,5),0.126881 # DEPENDENCYPART_SIBL
(15,4),(15,6),0.010931 # DEPENDENCYPART_SIBL
(15,4),(15,7),1.95434e-05 # DEPENDENCYPART_SIBL
(15,4),(15,8),-0.000560892 # DEPENDENCYPART_SIBL
(15,4),(15,9),0.00757373 # DEPENDENCYPART_SIBL
(15,4),(15,10),0.0110173 # DEPENDENCYPART_SIBL
(15,4),(15,11),0.126881 # DEPENDENCYPART_SIBL
(15,4),(15,12),0.0108115 # DEPENDENCYPART_SIBL
(15,4),(15,13),0.01536 # DEPENDENCYPART_SIBL
(15,4),(15,14),0.0110173 # DEPENDENCYPART_SIBL
(15,4),(15,16),0.0286206 # DEPENDENCYPART_SIBL
(15,4),(15,17),-0.00585716 # DEPENDENCYPART_SIBL
(15,4),(15,18),0.0144879 # DEPENDENCYPART_SIBL
(15,4),(15,19),0.0280591 # DEPENDENCYPART_SIBL
(15,4),(15,20),0.010947 # DEPENDENCYPART_SIBL
(15,4),(15,21),0.0298006 # DEPENDENCYPART_SIBL
(15,4),(15,22),0.0312912 # DEPENDENCYPART_SIBL
(15,4),(15,23),0.0721922 # DEPENDENCYPART_SIBL
(15,5),(15,6),-0.0174354 # DEPENDENCYPART_SIBL
(15,5),(15,7),-0.0528464 # DEPENDENCYPART_SIBL
(15,5),(15,8),-0.034251 # DEPENDENCYPART_SIBL
(15,5),(15,9),-0.0228612 # DEPENDENCYPART_SIBL
(15,5),(15,10),-0.0173491 # DEPENDENCYPART_SIBL
(15,5),(15,11),-0.000269186 # DEPENDENCYPART_SIBL
(15,5),(15,12),-0.0175558 # DEPENDENCYPART_SIBL
(15,5),(15,13),0.0402117 # DEPENDENCYPART_SIBL
(15,5),(15,14),-0.0173491 # DEPENDENCYPART_SIBL
(15,5),(15,16),0.00380917 # DEPENDENCYPART_SIBL
(15,5),(15,17),-0.0156273 # DEPENDENCYPART_SIBL
(15,5),(15,18),-0.0212907 # DEPENDENCYPART_SIBL
(15,5),(15,19),-0.0208249 # DEPENDENCYPART_SIBL
(15,5),(15,20),-0.0226036 # DEPENDENCYPART_SIBL
(15,5),(15,21),-0.0237185 # DEPENDENCYPART_SIBL
(15,5),(15,22),-0.022228 # DEPENDENCYPART_SIBL
(15,5),(15,23),0.0122187 # DEPENDENCYPART_SIBL
(15,6),(15,7),-0.0333382 # DEPENDENCYPART_SIBL
(15,6),(15,8),-0.0157237 # DEPENDENCYPART_SIBL
(15,6),(15,9),-0.0410089 # DEPENDENCYPART_SIBL
(15,6),(15,10),-0.037776 # DEPENDENCYPART_SIBL
(15,6),(15,11),0.0929302 # DEPENDENCYPART_SIBL
(15,6),(15,12),-0.0382462 # DEPENDENCYPART_SIBL
(15,6),(15,13),0.127754 # DEPENDENCYPART_SIBL
(15,6),(15,14),-0.037776 # DEPENDENCYPART_SIBL
(15,6),(15,16),-0.00423268 # DEPENDENCYPART_SIBL
(15,6),(15,17),-0.0214507 # DEPENDENCYPART_SIBL
(15,6),(15,18),-0.00687219 # DEPENDENCYPART_SIBL
(15,6),(15,19),-0.00264194 # DEPENDENCYPART_SIBL
(15,6),(15,20),-0.0249881 # DEPENDENCYPART_SIBL
(15,6),(15,21),-0.00905369 # DEPENDENCYPART_SIBL
(15,6),(15,22),-0.00441149 # DEPENDENCYPART_SIBL
(15,6),(15,23),0.00459117 # DEPENDENCYPART_SIBL
(15,7),(15,8),0.0380763 # DEPENDENCYPART_SIBL
(15,7),(15,9),-0.0371525 # DEPENDENCYPART_SIBL
(15,7),(15,10),-0.0346451 # DEPENDENCYPART_SIBL
(15,7),(15,11),0.00828297 # DEPENDENCYPART_SIBL
(15,7),(15,12),-0.0348501 # DEPENDENCYPART_SIBL
(15,7),(15,13),-0.0247351 # DEPENDENCYPART_SIBL
(15,7),(15,14),-0.0346451 # DEPENDENCYPART_SIBL
(15,7),(15,16),0.0257328 # DEPENDENCYPART_SIBL
(15,7),(15,17),-0.0839057 # DEPENDENCYPART_SIBL
(15,7),(15,18),-0.0084579 # DEPENDENCYPART_SIBL
(15,7),(15,19),-0.0237886 # DEPENDENCYPART_SIBL
(15,7),(15,20),-0.0246051 # DEPENDENCYPART_SIBL
(15,7),(15,21),-0.0214787 # DEPENDENCYPART_SIBL
(15,7),(15,22),-0.0199882 # DEPENDENCYPART_SIBL
(15,7),(15,23),1.41371e-05 # DEPENDENCYPART_SIBL
(15,8),(15,9),0.00214919 # DEPENDENCYPART_SIBL
(15,8),(15,10),0.00569071 # DEPENDENCYPART_SIBL
(15,8),(15,11),0.0610632 # DEPENDENCYPART_SIBL
(15,8),(15,12),0.00548663 # DEPENDENCYPART_SIBL
(15,8),(15,13),0.105615 # DEPENDENCYPART_SIBL
(15,8),(15,14),0.00569071 # DEPENDENCYPART_SIBL
(15,8),(15,16),0.0671544 # DEPENDENCYPART_SIBL
(15,8),(15,17),0.00188035 # DEPENDENCYPART_SIBL
(15,8),(15,18),-0.0180169 # DEPENDENCYPART_SIBL
(15,8),(15,19),0.00702002 # DEPENDENCYPART_SIBL
(15,8),(15,20),-0.026183 # DEPENDENCYPART_SIBL
(15,8),(15,21),0.00870067 # DEPENDENCYPART_SIBL
(15,8),(15,22),0.0101912 # DEPENDENCYPART_SIBL
(15,8),(15,23),-0.0051477 # DEPENDENCYPART_SIBL
(15,9),(15,10),-0.0416604 # DEPENDENCYPART_SIBL
(15,9),(15,11),0.0913782 # DEPENDENCYPART_SIBL
(15,9),(15,12),-0.0421306 # DEPENDENCYPART_SIBL
(15,9),(15,13),0.126201 # DEPENDENCYPART_SIBL
(15,9),(15,14),-0.0416604 # DEPENDENCYPART_SIBL
(15,9),(15,16),-0.0139312 # DEPENDENCYPART_SIBL
