# _root_ Az a kérdés , hogy sikerül -e az előtt tárgyalóasztalhoz ültetni Szlobodan_Milosevicset , hogy a jugoszláv hadsereg teljesen kiűzi az albánokat a tartományból .
#goldHeads=5,3,5,5,0,5,6,9,11,11,6,11,6,6,17,17,19,19,6,21,19,23,19,5,
#predictedHeads=5,3,5,5,0,5,6,10,11,11,6,11,6,6,17,17,19,19,11,21,19,23,19,5,
(11,4),(11,18),-0.0143898 # DEPENDENCYPART_SIBL
(11,4),(11,19),-0.00508159 # DEPENDENCYPART_SIBL
(11,4),(11,21),-0.0131616 # DEPENDENCYPART_SIBL
(11,4),(11,23),-0.0180136 # DEPENDENCYPART_SIBL
(11,4),(11,24),0.0213227 # DEPENDENCYPART_SIBL
(11,5),(11,6),0.125427 # DEPENDENCYPART_SIBL
(11,5),(11,7),-0.0262802 # DEPENDENCYPART_SIBL
(11,5),(11,8),0.0420669 # DEPENDENCYPART_SIBL
(11,5),(11,9),-0.0523711 # DEPENDENCYPART_SIBL
(11,5),(11,10),-0.134482 # DEPENDENCYPART_SIBL
(11,5),(11,12),-0.019771 # DEPENDENCYPART_SIBL
(11,5),(11,13),-0.044926 # DEPENDENCYPART_SIBL
(11,5),(11,14),0.002856 # DEPENDENCYPART_SIBL
(11,5),(11,15),-0.042521 # DEPENDENCYPART_SIBL
(11,5),(11,16),-0.0317339 # DEPENDENCYPART_SIBL
(11,5),(11,17),-0.0225063 # DEPENDENCYPART_SIBL
(11,5),(11,18),-0.0439073 # DEPENDENCYPART_SIBL
(11,5),(11,19),-0.0462302 # DEPENDENCYPART_SIBL
(11,5),(11,21),-0.0175119 # DEPENDENCYPART_SIBL
(11,5),(11,23),-0.019771 # DEPENDENCYPART_SIBL
(11,5),(11,24),0.0165303 # DEPENDENCYPART_SIBL
(11,6),(11,7),0.0125474 # DEPENDENCYPART_SIBL
(11,6),(11,8),0.0332732 # DEPENDENCYPART_SIBL
(11,6),(11,9),-0.00679285 # DEPENDENCYPART_SIBL
(11,6),(11,10),-0.00320039 # DEPENDENCYPART_SIBL
(11,6),(11,12),0.0158952 # DEPENDENCYPART_SIBL
(11,6),(11,13),0.0155831 # DEPENDENCYPART_SIBL
(11,6),(11,14),-0.00065016 # DEPENDENCYPART_SIBL
(11,6),(11,15),-0.0224138 # DEPENDENCYPART_SIBL
(11,6),(11,16),-0.00450644 # DEPENDENCYPART_SIBL
(11,6),(11,17),0.0131419 # DEPENDENCYPART_SIBL
(11,6),(11,18),-0.010799 # DEPENDENCYPART_SIBL
(11,6),(11,19),-0.00145201 # DEPENDENCYPART_SIBL
(11,6),(11,21),0.0161426 # DEPENDENCYPART_SIBL
(11,6),(11,23),0.0158952 # DEPENDENCYPART_SIBL
(11,6),(11,24),0.0244287 # DEPENDENCYPART_SIBL
(11,7),(11,8),-0.0626191 # DEPENDENCYPART_SIBL
(11,7),(11,9),0.0139317 # DEPENDENCYPART_SIBL
(11,7),(11,10),-0.0369383 # DEPENDENCYPART_SIBL
(11,7),(11,12),-0.026673 # DEPENDENCYPART_SIBL
(11,7),(11,13),-0.0140705 # DEPENDENCYPART_SIBL
(11,7),(11,14),6.79247e-05 # DEPENDENCYPART_SIBL
(11,7),(11,15),-0.0933724 # DEPENDENCYPART_SIBL
(11,7),(11,16),-0.0126449 # DEPENDENCYPART_SIBL
(11,7),(11,17),-0.0297215 # DEPENDENCYPART_SIBL
(11,7),(11,18),-0.0177847 # DEPENDENCYPART_SIBL
(11,7),(11,19),-0.0374038 # DEPENDENCYPART_SIBL
(11,7),(11,21),-0.0149479 # DEPENDENCYPART_SIBL
(11,7),(11,23),-0.026673 # DEPENDENCYPART_SIBL
(11,7),(11,24),-0.0039603 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.00218574 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.0372434 # DEPENDENCYPART_SIBL
(11,8),(11,12),-0.00346869 # DEPENDENCYPART_SIBL
(11,8),(11,13),0.0122401 # DEPENDENCYPART_SIBL
(11,8),(11,14),0.0363962 # DEPENDENCYPART_SIBL
(11,8),(11,15),0.036946 # DEPENDENCYPART_SIBL
(11,8),(11,16),0.0140072 # DEPENDENCYPART_SIBL
(11,8),(11,17),-0.00620456 # DEPENDENCYPART_SIBL
(11,8),(11,18),0.00851106 # DEPENDENCYPART_SIBL
(11,8),(11,19),-0.0233201 # DEPENDENCYPART_SIBL
(11,8),(11,21),-0.000527836 # DEPENDENCYPART_SIBL
(11,8),(11,23),-0.00346869 # DEPENDENCYPART_SIBL
(11,8),(11,24),0.0155209 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.024905 # DEPENDENCYPART_SIBL
(11,9),(11,12),0.0523698 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.00329684 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.00868999 # DEPENDENCYPART_SIBL
(11,9),(11,15),-0.0168833 # DEPENDENCYPART_SIBL
(11,9),(11,16),0.000963593 # DEPENDENCYPART_SIBL
(11,9),(11,17),0.0496281 # DEPENDENCYPART_SIBL
(11,9),(11,18),-0.00857051 # DEPENDENCYPART_SIBL
(11,9),(11,19),-0.0120933 # DEPENDENCYPART_SIBL
(11,9),(11,21),0.0553107 # DEPENDENCYPART_SIBL
(11,9),(11,23),0.0523698 # DEPENDENCYPART_SIBL
(11,9),(11,24),0.021526 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.010917 # DEPENDENCYPART_SIBL
(11,10),(11,13),-0.00662182 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.00314693 # DEPENDENCYPART_SIBL
(11,10),(11,15),-0.0209603 # DEPENDENCYPART_SIBL
(11,10),(11,16),-0.00638489 # DEPENDENCYPART_SIBL
(11,10),(11,17),-0.0184906 # DEPENDENCYPART_SIBL
(11,10),(11,18),-0.0110501 # DEPENDENCYPART_SIBL
(11,10),(11,19),-0.0159335 # DEPENDENCYPART_SIBL
(11,10),(11,21),-0.011356 # DEPENDENCYPART_SIBL
(11,10),(11,23),-0.010917 # DEPENDENCYPART_SIBL
(11,10),(11,24),0.00572654 # DEPENDENCYPART_SIBL
(11,12),(11,13),0.0430489 # DEPENDENCYPART_SIBL
(11,12),(11,14),0.0454245 # DEPENDENCYPART_SIBL
(11,12),(11,15),0.0707783 # DEPENDENCYPART_SIBL
(11,12),(11,16),0.0263349 # DEPENDENCYPART_SIBL
(11,12),(11,17),-0.0232071 # DEPENDENCYPART_SIBL
(11,12),(11,18),0.0202482 # DEPENDENCYPART_SIBL
(11,12),(11,19),-0.0189344 # DEPENDENCYPART_SIBL
(11,12),(11,21),-0.0131914 # DEPENDENCYPART_SIBL
(11,12),(11,23),-0.0191053 # DEPENDENCYPART_SIBL
(11,12),(11,24),-1.62179e-05 # DEPENDENCYPART_SIBL
(11,13),(11,14),0.81544 # DEPENDENCYPART_SIBL
(11,13),(11,15),0.124212 # DEPENDENCYPART_SIBL
(11,13),(11,16),0.0604982 # DEPENDENCYPART_SIBL
(11,13),(11,17),0.0659581 # DEPENDENCYPART_SIBL
(11,13),(11,18),0.0443168 # DEPENDENCYPART_SIBL
(11,13),(11,19),0.194562 # DEPENDENCYPART_SIBL
(11,13),(11,21),0.0781362 # DEPENDENCYPART_SIBL
(11,13),(11,23),0.07652 # DEPENDENCYPART_SIBL
(11,13),(11,24),0.0489202 # DEPENDENCYPART_SIBL
(11,14),(11,15),0.0755384 # DEPENDENCYPART_SIBL
(11,14),(11,16),0.082197 # DEPENDENCYPART_SIBL
(11,14),(11,17),-0.0177359 # DEPENDENCYPART_SIBL
(11,14),(11,18),0.0744261 # DEPENDENCYPART_SIBL
(11,14),(11,19),0.108302 # DEPENDENCYPART_SIBL
(11,14),(11,21),-0.0123765 # DEPENDENCYPART_SIBL
(11,14),(11,23),-0.0142557 # DEPENDENCYPART_SIBL
(11,14),(11,24),0.124079 # DEPENDENCYPART_SIBL
(11,15),(11,16),-0.00981114 # DEPENDENCYPART_SIBL
(11,15),(11,17),0.00755307 # DEPENDENCYPART_SIBL
(11,15),(11,18),-0.0156747 # DEPENDENCYPART_SIBL
(11,15),(11,19),-0.0359816 # DEPENDENCYPART_SIBL
(11,15),(11,21),0.0129146 # DEPENDENCYPART_SIBL
(11,15),(11,23),0.0110333 # DEPENDENCYPART_SIBL
(11,15),(11,24),-0.0284786 # DEPENDENCYPART_SIBL
(11,16),(11,17),-0.0271033 # DEPENDENCYPART_SIBL
(11,16),(11,18),-0.0403856 # DEPENDENCYPART_SIBL
(11,16),(11,19),-0.0297871 # DEPENDENCYPART_SIBL
(11,16),(11,21),-0.0217407 # DEPENDENCYPART_SIBL
(11,16),(11,23),-0.0236221 # DEPENDENCYPART_SIBL
(11,16),(11,24),-0.0109 # DEPENDENCYPART_SIBL
(11,17),(11,18),0.0106912 # DEPENDENCYPART_SIBL
(11,17),(11,19),-0.0335324 # DEPENDENCYPART_SIBL
(11,17),(11,21),-0.0245024 # DEPENDENCYPART_SIBL
(11,17),(11,23),-0.0304162 # DEPENDENCYPART_SIBL
(11,17),(11,24),-0.0182033 # DEPENDENCYPART_SIBL
(11,18),(11,19),-0.0260901 # DEPENDENCYPART_SIBL
(11,18),(11,21),-0.0235518 # DEPENDENCYPART_SIBL
(11,18),(11,23),-0.0254331 # DEPENDENCYPART_SIBL
(11,18),(11,24),-0.0150531 # DEPENDENCYPART_SIBL
(11,19),(11,21),-0.00260303 # DEPENDENCYPART_SIBL
(11,19),(11,23),-0.00448328 # DEPENDENCYPART_SIBL
(11,19),(11,24),0.0178063 # DEPENDENCYPART_SIBL
(11,21),(11,23),-0.0204612 # DEPENDENCYPART_SIBL
(11,21),(11,24),-0.00488911 # DEPENDENCYPART_SIBL
(11,23),(11,24),-1.62179e-05 # DEPENDENCYPART_SIBL
(12,8),(12,9),0.0320218 # DEPENDENCYPART_SIBL
(12,8),(12,10),-0.000693478 # DEPENDENCYPART_SIBL
(12,8),(12,11),0.159954 # DEPENDENCYPART_SIBL
(12,8),(12,13),-0.0165824 # DEPENDENCYPART_SIBL
(12,8),(12,14),-0.0118942 # DEPENDENCYPART_SIBL
(12,8),(12,17),-0.00572041 # DEPENDENCYPART_SIBL
(12,8),(12,18),-0.0128679 # DEPENDENCYPART_SIBL
(12,8),(12,19),-0.0121052 # DEPENDENCYPART_SIBL
(12,8),(12,21),-0.00571552 # DEPENDENCYPART_SIBL
(12,9),(12,10),0.071124 # DEPENDENCYPART_SIBL
(12,9),(12,11),0.0918299 # DEPENDENCYPART_SIBL
(12,9),(12,13),0.0797513 # DEPENDENCYPART_SIBL
(12,9),(12,14),0.0484488 # DEPENDENCYPART_SIBL
(12,9),(12,17),0.0806694 # DEPENDENCYPART_SIBL
(12,9),(12,18),0.0601213 # DEPENDENCYPART_SIBL
(12,9),(12,19),0.0545968 # DEPENDENCYPART_SIBL
(12,9),(12,21),0.0806763 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.153199 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.00283849 # DEPENDENCYPART_SIBL
(12,10),(12,14),0.00479946 # DEPENDENCYPART_SIBL
(12,10),(12,17),0.000946628 # DEPENDENCYPART_SIBL
(12,10),(12,18),0.0449823 # DEPENDENCYPART_SIBL
(12,10),(12,19),0.00765816 # DEPENDENCYPART_SIBL
(12,10),(12,21),0.00168839 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.0137764 # DEPENDENCYPART_SIBL
(12,11),(12,14),0.0301654 # DEPENDENCYPART_SIBL
(12,11),(12,17),-0.00604521 # DEPENDENCYPART_SIBL
(12,11),(12,18),0.0228401 # DEPENDENCYPART_SIBL
(12,11),(12,19),0.0352971 # DEPENDENCYPART_SIBL
(12,11),(12,21),-0.0073755 # DEPENDENCYPART_SIBL
(12,13),(12,14),0.33281 # DEPENDENCYPART_SIBL
(12,13),(12,17),0.339435 # DEPENDENCYPART_SIBL
(12,13),(12,18),0.148075 # DEPENDENCYPART_SIBL
(12,13),(12,19),0.425607 # DEPENDENCYPART_SIBL
(12,13),(12,21),0.342848 # DEPENDENCYPART_SIBL
(12,14),(12,17),-0.0350768 # DEPENDENCYPART_SIBL
(12,14),(12,18),0.0125638 # DEPENDENCYPART_SIBL
(12,14),(12,19),0.0426808 # DEPENDENCYPART_SIBL
(12,14),(12,21),-0.035076 # DEPENDENCYPART_SIBL
(12,17),(12,18),0.0609842 # DEPENDENCYPART_SIBL
(12,17),(12,19),0.0556804 # DEPENDENCYPART_SIBL
(12,17),(12,21),0.00583749 # DEPENDENCYPART_SIBL
(12,18),(12,19),0.0577195 # DEPENDENCYPART_SIBL
(12,18),(12,21),0.0538119 # DEPENDENCYPART_SIBL
(12,19),(12,21),0.0764121 # DEPENDENCYPART_SIBL
(14,1),(14,3),0.107184 # DEPENDENCYPART_SIBL
(14,1),(14,4),0.478695 # DEPENDENCYPART_SIBL
(14,1),(14,5),0.26131 # DEPENDENCYPART_SIBL
(14,1),(14,6),0.13414 # DEPENDENCYPART_SIBL
(14,1),(14,9),0.113986 # DEPENDENCYPART_SIBL
(14,1),(14,10),0.102613 # DEPENDENCYPART_SIBL
(14,1),(14,11),0.134265 # DEPENDENCYPART_SIBL
(14,1),(14,12),0.102858 # DEPENDENCYPART_SIBL
(14,1),(14,13),0.478695 # DEPENDENCYPART_SIBL
(14,1),(14,16),0.106606 # DEPENDENCYPART_SIBL
(14,1),(14,17),0.107758 # DEPENDENCYPART_SIBL
(14,1),(14,18),0.104581 # DEPENDENCYPART_SIBL
(14,1),(14,19),0.371289 # DEPENDENCYPART_SIBL
(14,1),(14,21),0.107086 # DEPENDENCYPART_SIBL
(14,1),(14,23),0.107812 # DEPENDENCYPART_SIBL
(14,1),(14,24),0.170288 # DEPENDENCYPART_SIBL
(14,3),(14,4),0.435004 # DEPENDENCYPART_SIBL
(14,3),(14,5),0.212799 # DEPENDENCYPART_SIBL
(14,3),(14,6),0.0602915 # DEPENDENCYPART_SIBL
(14,3),(14,9),0.0228534 # DEPENDENCYPART_SIBL
(14,3),(14,10),-0.0108916 # DEPENDENCYPART_SIBL
(14,3),(14,11),0.0605722 # DEPENDENCYPART_SIBL
(14,3),(14,12),-0.00939882 # DEPENDENCYPART_SIBL
(14,3),(14,13),0.435004 # DEPENDENCYPART_SIBL
(14,3),(14,16),0.105136 # DEPENDENCYPART_SIBL
(14,3),(14,17),0.140508 # DEPENDENCYPART_SIBL
(14,3),(14,18),0.105368 # DEPENDENCYPART_SIBL
(14,3),(14,19),0.210695 # DEPENDENCYPART_SIBL
(14,3),(14,21),0.141295 # DEPENDENCYPART_SIBL
(14,3),(14,23),0.142985 # DEPENDENCYPART_SIBL
(14,3),(14,24),0.250397 # DEPENDENCYPART_SIBL
(14,4),(14,5),0.114743 # DEPENDENCYPART_SIBL
(14,4),(14,6),0.065493 # DEPENDENCYPART_SIBL
(14,4),(14,9),-0.0309259 # DEPENDENCYPART_SIBL
(14,4),(14,10),-0.000384736 # DEPENDENCYPART_SIBL
(14,4),(14,11),0.0657353 # DEPENDENCYPART_SIBL
(14,4),(14,12),0.00229214 # DEPENDENCYPART_SIBL
(14,4),(14,13),0.0255207 # DEPENDENCYPART_SIBL
(14,4),(14,16),0.0754546 # DEPENDENCYPART_SIBL
(14,4),(14,17),0.0173575 # DEPENDENCYPART_SIBL
(14,4),(14,18),0.0794646 # DEPENDENCYPART_SIBL
(14,4),(14,19),0.297142 # DEPENDENCYPART_SIBL
(14,4),(14,21),0.0184772 # DEPENDENCYPART_SIBL
(14,4),(14,23),0.0175236 # DEPENDENCYPART_SIBL
(14,4),(14,24),0.213472 # DEPENDENCYPART_SIBL
(14,5),(14,6),0.0586291 # DEPENDENCYPART_SIBL
(14,5),(14,9),-0.0519743 # DEPENDENCYPART_SIBL
(14,5),(14,10),-0.0999568 # DEPENDENCYPART_SIBL
(14,5),(14,11),0.0422299 # DEPENDENCYPART_SIBL
(14,5),(14,12),-0.0992413 # DEPENDENCYPART_SIBL
(14,5),(14,13),0.165942 # DEPENDENCYPART_SIBL
(14,5),(14,16),-0.00923948 # DEPENDENCYPART_SIBL
(14,5),(14,17),-0.0675894 # DEPENDENCYPART_SIBL
(14,5),(14,18),-0.0126281 # DEPENDENCYPART_SIBL
(14,5),(14,19),0.0763593 # DEPENDENCYPART_SIBL
(14,5),(14,21),-0.0678804 # DEPENDENCYPART_SIBL
(14,5),(14,23),-0.0675393 # DEPENDENCYPART_SIBL
(14,5),(14,24),0.082133 # DEPENDENCYPART_SIBL
(14,6),(14,9),-0.0119412 # DEPENDENCYPART_SIBL
(14,6),(14,10),-0.00253991 # DEPENDENCYPART_SIBL
(14,6),(14,11),-0.0140329 # DEPENDENCYPART_SIBL
(14,6),(14,12),-0.00253991 # DEPENDENCYPART_SIBL
(14,6),(14,13),0.439676 # DEPENDENCYPART_SIBL
(14,6),(14,16),-0.036614 # DEPENDENCYPART_SIBL
(14,6),(14,17),-0.119734 # DEPENDENCYPART_SIBL
(14,6),(14,18),-0.0370677 # DEPENDENCYPART_SIBL
(14,6),(14,19),0.09339 # DEPENDENCYPART_SIBL
(14,6),(14,21),-0.121007 # DEPENDENCYPART_SIBL
(14,6),(14,23),-0.119658 # DEPENDENCYPART_SIBL
(14,6),(14,24),0.035566 # DEPENDENCYPART_SIBL
(14,9),(14,10),0.0837042 # DEPENDENCYPART_SIBL
(14,9),(14,11),0.0363824 # DEPENDENCYPART_SIBL
(14,9),(14,12),0.0837042 # DEPENDENCYPART_SIBL
(14,9),(14,13),0.254188 # DEPENDENCYPART_SIBL
(14,9),(14,16),0.0429912 # DEPENDENCYPART_SIBL
(14,9),(14,17),0.0388311 # DEPENDENCYPART_SIBL
(14,9),(14,18),0.0409226 # DEPENDENCYPART_SIBL
(14,9),(14,19),0.111354 # DEPENDENCYPART_SIBL
(14,9),(14,21),0.0388843 # DEPENDENCYPART_SIBL
(14,9),(14,23),0.0388843 # DEPENDENCYPART_SIBL
(14,9),(14,24),0.0549114 # DEPENDENCYPART_SIBL
(14,10),(14,11),0.0326418 # DEPENDENCYPART_SIBL
(14,10),(14,12),-0.0200428 # DEPENDENCYPART_SIBL
(14,10),(14,13),0.389874 # DEPENDENCYPART_SIBL
(14,10),(14,16),0.0489401 # DEPENDENCYPART_SIBL
(14,10),(14,17),0.0779241 # DEPENDENCYPART_SIBL
(14,10),(14,18),0.049172 # DEPENDENCYPART_SIBL
(14,10),(14,19),0.113961 # DEPENDENCYPART_SIBL
(14,10),(14,21),0.0787108 # DEPENDENCYPART_SIBL
(14,10),(14,23),0.0804009 # DEPENDENCYPART_SIBL
(14,10),(14,24),0.13294 # DEPENDENCYPART_SIBL
(14,11),(14,12),-0.00471806 # DEPENDENCYPART_SIBL
(14,11),(14,13),0.434738 # DEPENDENCYPART_SIBL
(14,11),(14,16),-0.0335076 # DEPENDENCYPART_SIBL
(14,11),(14,17),-0.124077 # DEPENDENCYPART_SIBL
(14,11),(14,18),-0.0339612 # DEPENDENCYPART_SIBL
(14,11),(14,19),0.098539 # DEPENDENCYPART_SIBL
(14,11),(14,21),-0.125349 # DEPENDENCYPART_SIBL
(14,11),(14,23),-0.124001 # DEPENDENCYPART_SIBL
(14,11),(14,24),0.042562 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.389874 # DEPENDENCYPART_SIBL
(14,12),(14,16),0.0489401 # DEPENDENCYPART_SIBL
(14,12),(14,17),0.0779241 # DEPENDENCYPART_SIBL
(14,12),(14,18),0.049172 # DEPENDENCYPART_SIBL
(14,12),(14,19),0.113961 # DEPENDENCYPART_SIBL
(14,12),(14,21),0.0787108 # DEPENDENCYPART_SIBL
(14,12),(14,23),0.0804009 # DEPENDENCYPART_SIBL
(14,12),(14,24),0.13343 # DEPENDENCYPART_SIBL
(14,13),(14,16),0.0754546 # DEPENDENCYPART_SIBL
(14,13),(14,17),0.0173575 # DEPENDENCYPART_SIBL
(14,13),(14,18),0.0794646 # DEPENDENCYPART_SIBL
(14,13),(14,19),0.297142 # DEPENDENCYPART_SIBL
(14,13),(14,21),0.0184772 # DEPENDENCYPART_SIBL
(14,13),(14,23),0.0175236 # DEPENDENCYPART_SIBL
(14,13),(14,24),0.213472 # DEPENDENCYPART_SIBL
(14,16),(14,17),0.00701295 # DEPENDENCYPART_SIBL
(14,16),(14,18),-0.0278192 # DEPENDENCYPART_SIBL
(14,16),(14,19),-0.0247909 # DEPENDENCYPART_SIBL
(14,16),(14,21),0.00701469 # DEPENDENCYPART_SIBL
(14,16),(14,23),0.00701469 # DEPENDENCYPART_SIBL
(14,16),(14,24),0.0333697 # DEPENDENCYPART_SIBL
(14,17),(14,18),0.0208494 # DEPENDENCYPART_SIBL
(14,17),(14,19),-0.0439898 # DEPENDENCYPART_SIBL
(14,17),(14,21),-0.0229109 # DEPENDENCYPART_SIBL
(14,17),(14,23),-0.0249263 # DEPENDENCYPART_SIBL
(14,17),(14,24),-0.00184129 # DEPENDENCYPART_SIBL
(14,18),(14,19),-0.0229434 # DEPENDENCYPART_SIBL
(14,18),(14,21),0.00607942 # DEPENDENCYPART_SIBL
(14,18),(14,23),0.00607942 # DEPENDENCYPART_SIBL
(14,18),(14,24),0.031318 # DEPENDENCYPART_SIBL
(14,19),(14,21),0.061263 # DEPENDENCYPART_SIBL
(14,19),(14,23),0.0612641 # DEPENDENCYPART_SIBL
(14,19),(14,24),0.0329812 # DEPENDENCYPART_SIBL
(14,21),(14,23),-0.0242707 # DEPENDENCYPART_SIBL
(14,21),(14,24),0.000491598 # DEPENDENCYPART_SIBL
(14,23),(14,24),0.00247674 # DEPENDENCYPART_SIBL
(15,16),(15,18),-0.000113141 # DEPENDENCYPART_SIBL
(16,1),(16,14),0.184379 # DEPENDENCYPART_SIBL
(16,1),(16,15),0.110641 # DEPENDENCYPART_SIBL
(16,14),(16,15),-0.0988094 # DEPENDENCYPART_SIBL
(17,1),(17,5),0.149447 # DEPENDENCYPART_SIBL
(17,1),(17,6),0.108146 # DEPENDENCYPART_SIBL
(17,1),(17,8),0.0140024 # DEPENDENCYPART_SIBL
(17,1),(17,9),0.0446701 # DEPENDENCYPART_SIBL
(17,1),(17,11),0.108146 # DEPENDENCYPART_SIBL
(17,1),(17,12),-0.0467955 # DEPENDENCYPART_SIBL
(17,1),(17,13),0.301872 # DEPENDENCYPART_SIBL
(17,1),(17,14),0.149447 # DEPENDENCYPART_SIBL
(17,1),(17,15),0.0811839 # DEPENDENCYPART_SIBL
(17,1),(17,16),0.134102 # DEPENDENCYPART_SIBL
(17,1),(17,18),-0.00604367 # DEPENDENCYPART_SIBL
(17,1),(17,21),-0.00300532 # DEPENDENCYPART_SIBL
(17,1),(17,23),-0.00227836 # DEPENDENCYPART_SIBL
(17,5),(17,6),0.131308 # DEPENDENCYPART_SIBL
(17,5),(17,8),-0.29624 # DEPENDENCYPART_SIBL
(17,5),(17,9),-0.0642617 # DEPENDENCYPART_SIBL
(17,5),(17,11),0.114665 # DEPENDENCYPART_SIBL
(17,5),(17,12),-0.0959413 # DEPENDENCYPART_SIBL
(17,5),(17,13),0.0965514 # DEPENDENCYPART_SIBL
(17,5),(17,14),0.0054008 # DEPENDENCYPART_SIBL
(17,5),(17,15),-0.414989 # DEPENDENCYPART_SIBL
(17,5),(17,16),-0.0951425 # DEPENDENCYPART_SIBL
(17,5),(17,18),0.0162846 # DEPENDENCYPART_SIBL
(17,5),(17,21),-0.0121782 # DEPENDENCYPART_SIBL
(17,5),(17,23),-0.0118372 # DEPENDENCYPART_SIBL
(17,6),(17,8),-0.276703 # DEPENDENCYPART_SIBL
(17,6),(17,9),-0.0317703 # DEPENDENCYPART_SIBL
(17,6),(17,11),0.0340978 # DEPENDENCYPART_SIBL
(17,6),(17,12),-0.0471085 # DEPENDENCYPART_SIBL
(17,6),(17,13),0.322088 # DEPENDENCYPART_SIBL
(17,6),(17,14),0.104665 # DEPENDENCYPART_SIBL
(17,6),(17,15),-0.362933 # DEPENDENCYPART_SIBL
(17,6),(17,16),-0.0447773 # DEPENDENCYPART_SIBL
(17,6),(17,18),0.0228285 # DEPENDENCYPART_SIBL
(17,6),(17,21),-0.000363012 # DEPENDENCYPART_SIBL
(17,6),(17,23),0.000985738 # DEPENDENCYPART_SIBL
(17,8),(17,9),0.0345473 # DEPENDENCYPART_SIBL
(17,8),(17,11),0.162449 # DEPENDENCYPART_SIBL
(17,8),(17,12),0.00337276 # DEPENDENCYPART_SIBL
(17,8),(17,13),0.215565 # DEPENDENCYPART_SIBL
(17,8),(17,14),0.094792 # DEPENDENCYPART_SIBL
(17,8),(17,15),-0.5491 # DEPENDENCYPART_SIBL
(17,8),(17,16),0.235164 # DEPENDENCYPART_SIBL
(17,8),(17,18),-0.0131008 # DEPENDENCYPART_SIBL
(17,8),(17,21),-0.00656981 # DEPENDENCYPART_SIBL
(17,8),(17,23),-0.00656981 # DEPENDENCYPART_SIBL
(17,9),(17,11),0.0918032 # DEPENDENCYPART_SIBL
(17,9),(17,12),0.0716307 # DEPENDENCYPART_SIBL
(17,9),(17,13),0.225915 # DEPENDENCYPART_SIBL
(17,9),(17,14),0.182714 # DEPENDENCYPART_SIBL
(17,9),(17,15),-0.303332 # DEPENDENCYPART_SIBL
(17,9),(17,16),0.0561673 # DEPENDENCYPART_SIBL
(17,9),(17,18),0.0601203 # DEPENDENCYPART_SIBL
(17,9),(17,21),0.0802482 # DEPENDENCYPART_SIBL
(17,9),(17,23),0.0802482 # DEPENDENCYPART_SIBL
(17,11),(17,12),-0.0504612 # DEPENDENCYPART_SIBL
(17,11),(17,13),0.313695 # DEPENDENCYPART_SIBL
(17,11),(17,14),0.100966 # DEPENDENCYPART_SIBL
(17,11),(17,15),-0.362931 # DEPENDENCYPART_SIBL
(17,11),(17,16),-0.0447703 # DEPENDENCYPART_SIBL
(17,11),(17,18),0.0228289 # DEPENDENCYPART_SIBL
(17,11),(17,21),-0.00781846 # DEPENDENCYPART_SIBL
(17,11),(17,23),-0.00646971 # DEPENDENCYPART_SIBL
(17,12),(17,13),0.641468 # DEPENDENCYPART_SIBL
(17,12),(17,14),0.413482 # DEPENDENCYPART_SIBL
(17,12),(17,15),-0.326574 # DEPENDENCYPART_SIBL
(17,12),(17,16),0.0894394 # DEPENDENCYPART_SIBL
(17,12),(17,18),0.0449777 # DEPENDENCYPART_SIBL
(17,12),(17,21),0.00125676 # DEPENDENCYPART_SIBL
(17,12),(17,23),0.00294691 # DEPENDENCYPART_SIBL
(17,13),(17,14),0.104997 # DEPENDENCYPART_SIBL
(17,13),(17,15),-0.41769 # DEPENDENCYPART_SIBL
(17,13),(17,16),0.0439443 # DEPENDENCYPART_SIBL
(17,13),(17,18),0.000273487 # DEPENDENCYPART_SIBL
(17,13),(17,21),-0.00792646 # DEPENDENCYPART_SIBL
(17,13),(17,23),-0.00888004 # DEPENDENCYPART_SIBL
(17,14),(17,15),-0.414989 # DEPENDENCYPART_SIBL
(17,14),(17,16),-0.0951425 # DEPENDENCYPART_SIBL
(17,14),(17,18),0.0162846 # DEPENDENCYPART_SIBL
(17,14),(17,21),-0.0121782 # DEPENDENCYPART_SIBL
(17,14),(17,23),-0.0118372 # DEPENDENCYPART_SIBL
(17,15),(17,16),0.193645 # DEPENDENCYPART_SIBL
(17,15),(17,18),0.0038004 # DEPENDENCYPART_SIBL
(17,15),(17,21),-0.00460007 # DEPENDENCYPART_SIBL
(17,15),(17,23),-0.00460007 # DEPENDENCYPART_SIBL
(17,16),(17,18),-0.00202882 # DEPENDENCYPART_SIBL
(17,16),(17,21),-0.00571183 # DEPENDENCYPART_SIBL
(17,16),(17,23),-0.00571183 # DEPENDENCYPART_SIBL
(17,18),(17,21),0.0537704 # DEPENDENCYPART_SIBL
(17,18),(17,23),0.0537704 # DEPENDENCYPART_SIBL
