# _root_ A Gellért_Szálló igazgatója szerint Budapesten és környékén olyan sok panzió épült , hogy azokban hét-nyolcszor annyi férőhely van , mint a Gellértben .
#goldHeads=2,3,4,11,11,11,11,10,10,11,0,11,11,18,17,17,18,11,18,18,22,14,11,
#predictedHeads=2,3,4,11,11,11,11,10,10,11,0,11,11,18,18,17,18,11,18,18,22,14,11,
(11,9),(11,18),0.0221857 # DEPENDENCYPART_SIBL
(11,9),(11,19),-0.0108796 # DEPENDENCYPART_SIBL
(11,9),(11,20),-0.0199422 # DEPENDENCYPART_SIBL
(11,9),(11,22),0.00838199 # DEPENDENCYPART_SIBL
(11,9),(11,23),0.0117304 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.00848917 # DEPENDENCYPART_SIBL
(11,10),(11,13),-0.00272691 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.0312897 # DEPENDENCYPART_SIBL
(11,10),(11,15),-0.00809131 # DEPENDENCYPART_SIBL
(11,10),(11,16),-0.0304842 # DEPENDENCYPART_SIBL
(11,10),(11,17),0.00311809 # DEPENDENCYPART_SIBL
(11,10),(11,18),0.0378138 # DEPENDENCYPART_SIBL
(11,10),(11,19),-0.00848917 # DEPENDENCYPART_SIBL
(11,10),(11,20),0.0119923 # DEPENDENCYPART_SIBL
(11,10),(11,22),-0.00668304 # DEPENDENCYPART_SIBL
(11,10),(11,23),0.00451803 # DEPENDENCYPART_SIBL
(11,12),(11,13),0.81544 # DEPENDENCYPART_SIBL
(11,12),(11,14),0.0171211 # DEPENDENCYPART_SIBL
(11,12),(11,15),0.0374092 # DEPENDENCYPART_SIBL
(11,12),(11,16),0.0433713 # DEPENDENCYPART_SIBL
(11,12),(11,17),0.0743878 # DEPENDENCYPART_SIBL
(11,12),(11,18),0.214474 # DEPENDENCYPART_SIBL
(11,12),(11,19),-0.0129099 # DEPENDENCYPART_SIBL
(11,12),(11,20),0.434999 # DEPENDENCYPART_SIBL
(11,12),(11,22),0.0743879 # DEPENDENCYPART_SIBL
(11,12),(11,23),0.0483378 # DEPENDENCYPART_SIBL
(11,13),(11,14),0.0599547 # DEPENDENCYPART_SIBL
(11,13),(11,15),0.014285 # DEPENDENCYPART_SIBL
(11,13),(11,16),0.0873357 # DEPENDENCYPART_SIBL
(11,13),(11,17),-0.0163879 # DEPENDENCYPART_SIBL
(11,13),(11,18),0.0798897 # DEPENDENCYPART_SIBL
(11,13),(11,19),-0.0390228 # DEPENDENCYPART_SIBL
(11,13),(11,20),0.0179101 # DEPENDENCYPART_SIBL
(11,13),(11,22),-0.0163878 # DEPENDENCYPART_SIBL
(11,13),(11,23),0.123496 # DEPENDENCYPART_SIBL
(11,14),(11,15),0.00435667 # DEPENDENCYPART_SIBL
(11,14),(11,16),0.0137987 # DEPENDENCYPART_SIBL
(11,14),(11,17),0.004345 # DEPENDENCYPART_SIBL
(11,14),(11,18),-0.0443361 # DEPENDENCYPART_SIBL
(11,14),(11,19),0.0119037 # DEPENDENCYPART_SIBL
(11,14),(11,20),0.0287368 # DEPENDENCYPART_SIBL
(11,14),(11,22),0.004345 # DEPENDENCYPART_SIBL
(11,14),(11,23),-0.00822822 # DEPENDENCYPART_SIBL
(11,15),(11,16),0.0082426 # DEPENDENCYPART_SIBL
(11,15),(11,17),-0.0167913 # DEPENDENCYPART_SIBL
(11,15),(11,18),-0.00730538 # DEPENDENCYPART_SIBL
(11,15),(11,19),0.0181619 # DEPENDENCYPART_SIBL
(11,15),(11,20),0.00727539 # DEPENDENCYPART_SIBL
(11,15),(11,22),-0.0167912 # DEPENDENCYPART_SIBL
(11,15),(11,23),0.00288614 # DEPENDENCYPART_SIBL
(11,16),(11,17),0.0116857 # DEPENDENCYPART_SIBL
(11,16),(11,18),-0.0276487 # DEPENDENCYPART_SIBL
(11,16),(11,19),0.0445298 # DEPENDENCYPART_SIBL
(11,16),(11,20),0.0473799 # DEPENDENCYPART_SIBL
(11,16),(11,22),0.0116857 # DEPENDENCYPART_SIBL
(11,16),(11,23),-0.000486128 # DEPENDENCYPART_SIBL
(11,17),(11,18),0.0252042 # DEPENDENCYPART_SIBL
(11,17),(11,19),0.0526278 # DEPENDENCYPART_SIBL
(11,17),(11,20),0.0214758 # DEPENDENCYPART_SIBL
(11,17),(11,22),-0.0223827 # DEPENDENCYPART_SIBL
(11,17),(11,23),0.00656434 # DEPENDENCYPART_SIBL
(11,18),(11,19),0.0471953 # DEPENDENCYPART_SIBL
(11,18),(11,20),-0.00508585 # DEPENDENCYPART_SIBL
(11,18),(11,22),-0.0133722 # DEPENDENCYPART_SIBL
(11,18),(11,23),0.0506147 # DEPENDENCYPART_SIBL
(11,19),(11,20),0.434999 # DEPENDENCYPART_SIBL
(11,19),(11,22),0.0743879 # DEPENDENCYPART_SIBL
(11,19),(11,23),0.0483378 # DEPENDENCYPART_SIBL
(11,20),(11,22),0.0312843 # DEPENDENCYPART_SIBL
(11,20),(11,23),0.0177531 # DEPENDENCYPART_SIBL
(11,22),(11,23),-0.00214251 # DEPENDENCYPART_SIBL
(13,2),(13,3),-0.0111018 # DEPENDENCYPART_SIBL
(13,2),(13,4),-0.00988835 # DEPENDENCYPART_SIBL
(13,2),(13,5),-0.0174859 # DEPENDENCYPART_SIBL
(13,2),(13,6),0.0341802 # DEPENDENCYPART_SIBL
(13,2),(13,7),-0.0219983 # DEPENDENCYPART_SIBL
(13,2),(13,8),-0.0205888 # DEPENDENCYPART_SIBL
(13,2),(13,10),-0.018846 # DEPENDENCYPART_SIBL
(13,2),(13,11),0.0326414 # DEPENDENCYPART_SIBL
(13,2),(13,12),0.389874 # DEPENDENCYPART_SIBL
(13,2),(13,15),0.0433486 # DEPENDENCYPART_SIBL
(13,2),(13,17),0.0802603 # DEPENDENCYPART_SIBL
(13,2),(13,18),0.221554 # DEPENDENCYPART_SIBL
(13,2),(13,19),-0.0210176 # DEPENDENCYPART_SIBL
(13,2),(13,20),0.0146058 # DEPENDENCYPART_SIBL
(13,2),(13,23),0.13343 # DEPENDENCYPART_SIBL
(13,3),(13,4),-0.0121663 # DEPENDENCYPART_SIBL
(13,3),(13,5),-0.0257496 # DEPENDENCYPART_SIBL
(13,3),(13,6),0.0296484 # DEPENDENCYPART_SIBL
(13,3),(13,7),-0.0302621 # DEPENDENCYPART_SIBL
(13,3),(13,8),-0.0219111 # DEPENDENCYPART_SIBL
(13,3),(13,10),-0.0271098 # DEPENDENCYPART_SIBL
(13,3),(13,11),0.0299463 # DEPENDENCYPART_SIBL
(13,3),(13,12),0.376364 # DEPENDENCYPART_SIBL
(13,3),(13,15),0.0414597 # DEPENDENCYPART_SIBL
(13,3),(13,17),0.0818581 # DEPENDENCYPART_SIBL
(13,3),(13,18),0.212195 # DEPENDENCYPART_SIBL
(13,3),(13,19),-0.0250828 # DEPENDENCYPART_SIBL
(13,3),(13,20),0.0114609 # DEPENDENCYPART_SIBL
(13,3),(13,23),0.119604 # DEPENDENCYPART_SIBL
(13,4),(13,5),0.11202 # DEPENDENCYPART_SIBL
(13,4),(13,6),-0.00612496 # DEPENDENCYPART_SIBL
(13,4),(13,7),0.113549 # DEPENDENCYPART_SIBL
(13,4),(13,8),0.00709841 # DEPENDENCYPART_SIBL
(13,4),(13,10),0.117307 # DEPENDENCYPART_SIBL
(13,4),(13,11),0.0379544 # DEPENDENCYPART_SIBL
(13,4),(13,12),0.281397 # DEPENDENCYPART_SIBL
(13,4),(13,15),0.0396349 # DEPENDENCYPART_SIBL
(13,4),(13,17),0.0345203 # DEPENDENCYPART_SIBL
(13,4),(13,18),0.229657 # DEPENDENCYPART_SIBL
(13,4),(13,19),0.0180334 # DEPENDENCYPART_SIBL
(13,4),(13,20),0.0682276 # DEPENDENCYPART_SIBL
(13,4),(13,23),0.0936636 # DEPENDENCYPART_SIBL
(13,5),(13,6),0.02676 # DEPENDENCYPART_SIBL
(13,5),(13,7),-0.0166114 # DEPENDENCYPART_SIBL
(13,5),(13,8),-0.0288172 # DEPENDENCYPART_SIBL
(13,5),(13,10),-0.013459 # DEPENDENCYPART_SIBL
(13,5),(13,11),0.0328395 # DEPENDENCYPART_SIBL
(13,5),(13,12),0.388844 # DEPENDENCYPART_SIBL
(13,5),(13,15),0.0420112 # DEPENDENCYPART_SIBL
(13,5),(13,17),0.0801532 # DEPENDENCYPART_SIBL
(13,5),(13,18),0.212684 # DEPENDENCYPART_SIBL
(13,5),(13,19),-0.0248101 # DEPENDENCYPART_SIBL
(13,5),(13,20),0.0111197 # DEPENDENCYPART_SIBL
(13,5),(13,23),0.127532 # DEPENDENCYPART_SIBL
(13,6),(13,7),-0.000660319 # DEPENDENCYPART_SIBL
(13,6),(13,8),-0.102629 # DEPENDENCYPART_SIBL
(13,6),(13,10),-0.00531102 # DEPENDENCYPART_SIBL
(13,6),(13,11),0.041843 # DEPENDENCYPART_SIBL
(13,6),(13,12),0.0710186 # DEPENDENCYPART_SIBL
(13,6),(13,15),-0.0212554 # DEPENDENCYPART_SIBL
(13,6),(13,17),-0.0776774 # DEPENDENCYPART_SIBL
(13,6),(13,18),0.116264 # DEPENDENCYPART_SIBL
(13,6),(13,19),-0.0649417 # DEPENDENCYPART_SIBL
(13,6),(13,20),-0.0295949 # DEPENDENCYPART_SIBL
(13,6),(13,23),0.0185283 # DEPENDENCYPART_SIBL
(13,7),(13,8),-0.0223383 # DEPENDENCYPART_SIBL
(13,7),(13,10),-0.0176436 # DEPENDENCYPART_SIBL
(13,7),(13,11),0.0345651 # DEPENDENCYPART_SIBL
(13,7),(13,12),0.399613 # DEPENDENCYPART_SIBL
(13,7),(13,15),0.0433151 # DEPENDENCYPART_SIBL
(13,7),(13,17),0.0835419 # DEPENDENCYPART_SIBL
(13,7),(13,18),0.222267 # DEPENDENCYPART_SIBL
(13,7),(13,19),-0.0263448 # DEPENDENCYPART_SIBL
(13,7),(13,20),0.0125501 # DEPENDENCYPART_SIBL
(13,7),(13,23),0.129935 # DEPENDENCYPART_SIBL
(13,8),(13,10),0.0141368 # DEPENDENCYPART_SIBL
(13,8),(13,11),0.0351697 # DEPENDENCYPART_SIBL
(13,8),(13,12),0.331205 # DEPENDENCYPART_SIBL
(13,8),(13,15),0.00346476 # DEPENDENCYPART_SIBL
(13,8),(13,17),0.00212699 # DEPENDENCYPART_SIBL
(13,8),(13,18),0.288674 # DEPENDENCYPART_SIBL
(13,8),(13,19),-0.0329739 # DEPENDENCYPART_SIBL
(13,8),(13,20),-0.00628505 # DEPENDENCYPART_SIBL
(13,8),(13,23),0.0253078 # DEPENDENCYPART_SIBL
(13,10),(13,11),0.0313625 # DEPENDENCYPART_SIBL
(13,10),(13,12),0.379721 # DEPENDENCYPART_SIBL
(13,10),(13,15),0.0406786 # DEPENDENCYPART_SIBL
(13,10),(13,17),0.0827726 # DEPENDENCYPART_SIBL
(13,10),(13,18),0.217579 # DEPENDENCYPART_SIBL
(13,10),(13,19),-0.027788 # DEPENDENCYPART_SIBL
(13,10),(13,20),0.0119346 # DEPENDENCYPART_SIBL
(13,10),(13,23),0.127695 # DEPENDENCYPART_SIBL
(13,11),(13,12),0.434738 # DEPENDENCYPART_SIBL
(13,11),(13,15),-0.0405569 # DEPENDENCYPART_SIBL
(13,11),(13,17),-0.124021 # DEPENDENCYPART_SIBL
(13,11),(13,18),0.217488 # DEPENDENCYPART_SIBL
(13,11),(13,19),-0.0949829 # DEPENDENCYPART_SIBL
(13,11),(13,20),-0.0377278 # DEPENDENCYPART_SIBL
(13,11),(13,23),0.0425618 # DEPENDENCYPART_SIBL
(13,12),(13,15),0.111634 # DEPENDENCYPART_SIBL
(13,12),(13,17),0.0236021 # DEPENDENCYPART_SIBL
(13,12),(13,18),0.486228 # DEPENDENCYPART_SIBL
(13,12),(13,19),0.00885234 # DEPENDENCYPART_SIBL
(13,12),(13,20),0.0981886 # DEPENDENCYPART_SIBL
(13,12),(13,23),0.213472 # DEPENDENCYPART_SIBL
(13,15),(13,17),-0.0153119 # DEPENDENCYPART_SIBL
(13,15),(13,18),-0.0294219 # DEPENDENCYPART_SIBL
(13,15),(13,19),0.0207997 # DEPENDENCYPART_SIBL
(13,15),(13,20),-0.0374619 # DEPENDENCYPART_SIBL
(13,15),(13,23),0.00701243 # DEPENDENCYPART_SIBL
(13,17),(13,18),-0.016798 # DEPENDENCYPART_SIBL
(13,17),(13,19),0.0170459 # DEPENDENCYPART_SIBL
(13,17),(13,20),-0.0445203 # DEPENDENCYPART_SIBL
(13,17),(13,23),0.00516084 # DEPENDENCYPART_SIBL
(13,18),(13,19),0.177811 # DEPENDENCYPART_SIBL
(13,18),(13,20),-0.0197454 # DEPENDENCYPART_SIBL
(13,18),(13,23),0.105079 # DEPENDENCYPART_SIBL
(13,19),(13,20),0.142885 # DEPENDENCYPART_SIBL
(13,19),(13,23),0.0259896 # DEPENDENCYPART_SIBL
(13,20),(13,23),0.0244846 # DEPENDENCYPART_SIBL
(14,11),(14,13),0.0783955 # DEPENDENCYPART_SIBL
(14,11),(14,15),-0.00649651 # DEPENDENCYPART_SIBL
(14,11),(14,16),-0.0178523 # DEPENDENCYPART_SIBL
(14,11),(14,17),0.015798 # DEPENDENCYPART_SIBL
(14,11),(14,18),0.00842735 # DEPENDENCYPART_SIBL
(14,11),(14,19),0.00574033 # DEPENDENCYPART_SIBL
(14,11),(14,20),-0.000671812 # DEPENDENCYPART_SIBL
(14,11),(14,22),0.0158037 # DEPENDENCYPART_SIBL
(14,11),(14,23),0.0610981 # DEPENDENCYPART_SIBL
(14,13),(14,15),0.00872043 # DEPENDENCYPART_SIBL
(14,13),(14,16),-0.0116289 # DEPENDENCYPART_SIBL
(14,13),(14,17),0.0260514 # DEPENDENCYPART_SIBL
(14,13),(14,18),-0.0230893 # DEPENDENCYPART_SIBL
(14,13),(14,19),0.00469892 # DEPENDENCYPART_SIBL
(14,13),(14,20),-0.0262798 # DEPENDENCYPART_SIBL
(14,13),(14,22),0.026052 # DEPENDENCYPART_SIBL
(14,13),(14,23),0.0831042 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.00931397 # DEPENDENCYPART_SIBL
(14,15),(14,17),0.0121853 # DEPENDENCYPART_SIBL
(14,15),(14,18),-0.000258992 # DEPENDENCYPART_SIBL
(14,15),(14,19),0.0183037 # DEPENDENCYPART_SIBL
(14,15),(14,20),-0.00194883 # DEPENDENCYPART_SIBL
(14,15),(14,22),0.0121863 # DEPENDENCYPART_SIBL
(14,15),(14,23),0.0161442 # DEPENDENCYPART_SIBL
(14,16),(14,17),0.0556291 # DEPENDENCYPART_SIBL
(14,16),(14,18),-0.00666724 # DEPENDENCYPART_SIBL
(14,16),(14,19),0.0468311 # DEPENDENCYPART_SIBL
(14,16),(14,20),0.0604856 # DEPENDENCYPART_SIBL
(14,16),(14,22),0.0556301 # DEPENDENCYPART_SIBL
(14,16),(14,23),-0.00847717 # DEPENDENCYPART_SIBL
(14,17),(14,18),0.00887491 # DEPENDENCYPART_SIBL
(14,17),(14,19),0.0090039 # DEPENDENCYPART_SIBL
(14,17),(14,20),-0.0149373 # DEPENDENCYPART_SIBL
(14,17),(14,22),0.00616996 # DEPENDENCYPART_SIBL
(14,17),(14,23),0.0642047 # DEPENDENCYPART_SIBL
(14,18),(14,19),0.0125511 # DEPENDENCYPART_SIBL
(14,18),(14,20),-0.0346677 # DEPENDENCYPART_SIBL
(14,18),(14,22),-0.0239 # DEPENDENCYPART_SIBL
(14,18),(14,23),0.0149569 # DEPENDENCYPART_SIBL
(14,19),(14,20),0.10585 # DEPENDENCYPART_SIBL
(14,19),(14,22),-0.026646 # DEPENDENCYPART_SIBL
(14,19),(14,23),0.0104754 # DEPENDENCYPART_SIBL
(14,20),(14,22),-0.0370458 # DEPENDENCYPART_SIBL
(14,20),(14,23),-0.05469 # DEPENDENCYPART_SIBL
(14,22),(14,23),0.0615178 # DEPENDENCYPART_SIBL
(15,9),(15,10),0.0776121 # DEPENDENCYPART_SIBL
(15,9),(15,11),0.0825284 # DEPENDENCYPART_SIBL
(15,9),(15,12),0.294629 # DEPENDENCYPART_SIBL
(15,9),(15,13),0.221512 # DEPENDENCYPART_SIBL
(15,9),(15,14),0.0738853 # DEPENDENCYPART_SIBL
(15,9),(15,17),0.021952 # DEPENDENCYPART_SIBL
(15,9),(15,18),0.0328201 # DEPENDENCYPART_SIBL
(15,9),(15,19),0.0290022 # DEPENDENCYPART_SIBL
(15,9),(15,22),0.021952 # DEPENDENCYPART_SIBL
(15,9),(15,23),0.0308383 # DEPENDENCYPART_SIBL
(15,10),(15,11),0.0944238 # DEPENDENCYPART_SIBL
(15,10),(15,12),0.290565 # DEPENDENCYPART_SIBL
(15,10),(15,13),0.189323 # DEPENDENCYPART_SIBL
(15,10),(15,14),0.0568032 # DEPENDENCYPART_SIBL
(15,10),(15,17),0.0283036 # DEPENDENCYPART_SIBL
(15,10),(15,18),0.0813838 # DEPENDENCYPART_SIBL
(15,10),(15,19),0.0841903 # DEPENDENCYPART_SIBL
(15,10),(15,22),0.0284348 # DEPENDENCYPART_SIBL
(15,10),(15,23),0.0337056 # DEPENDENCYPART_SIBL
(15,11),(15,12),0.31126 # DEPENDENCYPART_SIBL
(15,11),(15,13),0.0624253 # DEPENDENCYPART_SIBL
(15,11),(15,14),0.0815944 # DEPENDENCYPART_SIBL
(15,11),(15,17),0.00941143 # DEPENDENCYPART_SIBL
(15,11),(15,18),0.0731251 # DEPENDENCYPART_SIBL
(15,11),(15,19),0.0321453 # DEPENDENCYPART_SIBL
(15,11),(15,22),0.0094169 # DEPENDENCYPART_SIBL
(15,11),(15,23),0.0905017 # DEPENDENCYPART_SIBL
(15,12),(15,13),0.125341 # DEPENDENCYPART_SIBL
(15,12),(15,14),0.0931074 # DEPENDENCYPART_SIBL
(15,12),(15,17),-0.00545637 # DEPENDENCYPART_SIBL
(15,12),(15,18),0.0567669 # DEPENDENCYPART_SIBL
(15,12),(15,19),-0.00268289 # DEPENDENCYPART_SIBL
(15,12),(15,22),-0.0115497 # DEPENDENCYPART_SIBL
(15,12),(15,23),0.0154377 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.11486 # DEPENDENCYPART_SIBL
(15,13),(15,17),0.00555523 # DEPENDENCYPART_SIBL
(15,13),(15,18),0.0170629 # DEPENDENCYPART_SIBL
(15,13),(15,19),0.02457 # DEPENDENCYPART_SIBL
(15,13),(15,22),0.00555571 # DEPENDENCYPART_SIBL
(15,13),(15,23),0.0755596 # DEPENDENCYPART_SIBL
(15,14),(15,17),0.0709659 # DEPENDENCYPART_SIBL
(15,14),(15,18),0.0811222 # DEPENDENCYPART_SIBL
(15,14),(15,19),0.0711968 # DEPENDENCYPART_SIBL
(15,14),(15,22),0.0709662 # DEPENDENCYPART_SIBL
(15,14),(15,23),0.0810535 # DEPENDENCYPART_SIBL
(15,17),(15,18),0.0691408 # DEPENDENCYPART_SIBL
(15,17),(15,19),0.0540866 # DEPENDENCYPART_SIBL
(15,17),(15,22),-0.0414676 # DEPENDENCYPART_SIBL
(15,17),(15,23),-0.00382868 # DEPENDENCYPART_SIBL
(15,18),(15,19),0.0744937 # DEPENDENCYPART_SIBL
(15,18),(15,22),-0.00847158 # DEPENDENCYPART_SIBL
(15,18),(15,23),0.138405 # DEPENDENCYPART_SIBL
(15,19),(15,22),0.0559459 # DEPENDENCYPART_SIBL
(15,19),(15,23),0.058709 # DEPENDENCYPART_SIBL
(15,22),(15,23),-0.00651562 # DEPENDENCYPART_SIBL
(16,6),(16,10),0.166322 # DEPENDENCYPART_SIBL
(16,6),(16,11),0.179171 # DEPENDENCYPART_SIBL
(16,6),(16,12),0.016948 # DEPENDENCYPART_SIBL
(16,6),(16,13),0.0363868 # DEPENDENCYPART_SIBL
(16,6),(16,14),0.0398714 # DEPENDENCYPART_SIBL
(16,6),(16,15),0.0699705 # DEPENDENCYPART_SIBL
(16,6),(16,17),0.0348458 # DEPENDENCYPART_SIBL
(16,6),(16,19),0.0436993 # DEPENDENCYPART_SIBL
(16,6),(16,20),-0.0264277 # DEPENDENCYPART_SIBL
(16,6),(16,22),0.0348462 # DEPENDENCYPART_SIBL
(16,6),(16,23),0.0537824 # DEPENDENCYPART_SIBL
(16,10),(16,11),0.0965154 # DEPENDENCYPART_SIBL
(16,10),(16,12),0.174383 # DEPENDENCYPART_SIBL
(16,10),(16,13),0.210255 # DEPENDENCYPART_SIBL
(16,10),(16,14),0.0392504 # DEPENDENCYPART_SIBL
(16,10),(16,15),0.0321444 # DEPENDENCYPART_SIBL
(16,10),(16,17),0.0119173 # DEPENDENCYPART_SIBL
(16,10),(16,19),0.0109144 # DEPENDENCYPART_SIBL
(16,10),(16,20),-0.0293657 # DEPENDENCYPART_SIBL
(16,10),(16,22),0.0120487 # DEPENDENCYPART_SIBL
(16,10),(16,23),0.0330877 # DEPENDENCYPART_SIBL
(16,11),(16,12),0.222814 # DEPENDENCYPART_SIBL
(16,11),(16,13),0.0774758 # DEPENDENCYPART_SIBL
(16,11),(16,14),0.063453 # DEPENDENCYPART_SIBL
(16,11),(16,15),0.0587999 # DEPENDENCYPART_SIBL
(16,11),(16,17),0.0127933 # DEPENDENCYPART_SIBL
(16,11),(16,19),0.0110782 # DEPENDENCYPART_SIBL
(16,11),(16,20),-0.00146115 # DEPENDENCYPART_SIBL
(16,11),(16,22),0.0127991 # DEPENDENCYPART_SIBL
(16,11),(16,23),0.0602998 # DEPENDENCYPART_SIBL
(16,12),(16,13),0.179318 # DEPENDENCYPART_SIBL
(16,12),(16,14),0.106164 # DEPENDENCYPART_SIBL
(16,12),(16,15),0.0923264 # DEPENDENCYPART_SIBL
(16,12),(16,17),0.0745798 # DEPENDENCYPART_SIBL
(16,12),(16,19),0.0124798 # DEPENDENCYPART_SIBL
(16,12),(16,20),-0.00105143 # DEPENDENCYPART_SIBL
(16,12),(16,22),0.0684867 # DEPENDENCYPART_SIBL
(16,12),(16,23),0.0674554 # DEPENDENCYPART_SIBL
(16,13),(16,14),0.0614474 # DEPENDENCYPART_SIBL
(16,13),(16,15),0.0582335 # DEPENDENCYPART_SIBL
(16,13),(16,17),0.0244146 # DEPENDENCYPART_SIBL
(16,13),(16,19),0.010824 # DEPENDENCYPART_SIBL
(16,13),(16,20),-0.0262885 # DEPENDENCYPART_SIBL
(16,13),(16,22),0.0244153 # DEPENDENCYPART_SIBL
(16,13),(16,23),0.0830875 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.0685803 # DEPENDENCYPART_SIBL
(16,14),(16,17),0.0248781 # DEPENDENCYPART_SIBL
(16,14),(16,19),0.0203571 # DEPENDENCYPART_SIBL
(16,14),(16,20),-0.0486384 # DEPENDENCYPART_SIBL
(16,14),(16,22),0.0248786 # DEPENDENCYPART_SIBL
(16,14),(16,23),0.0525434 # DEPENDENCYPART_SIBL
(16,15),(16,17),0.0411535 # DEPENDENCYPART_SIBL
(16,15),(16,19),0.0243974 # DEPENDENCYPART_SIBL
(16,15),(16,20),-0.0169812 # DEPENDENCYPART_SIBL
(16,15),(16,22),0.0411537 # DEPENDENCYPART_SIBL
(16,15),(16,23),0.0429053 # DEPENDENCYPART_SIBL
(16,17),(16,19),0.00706709 # DEPENDENCYPART_SIBL
(16,17),(16,20),-0.0349117 # DEPENDENCYPART_SIBL
(16,17),(16,22),-0.0109061 # DEPENDENCYPART_SIBL
(16,17),(16,23),0.0576047 # DEPENDENCYPART_SIBL
(16,19),(16,20),0.0905866 # DEPENDENCYPART_SIBL
(16,19),(16,22),-0.0353276 # DEPENDENCYPART_SIBL
(16,19),(16,23),0.0113633 # DEPENDENCYPART_SIBL
(16,20),(16,22),-0.0524765 # DEPENDENCYPART_SIBL
(16,20),(16,23),-0.0606187 # DEPENDENCYPART_SIBL
(16,22),(16,23),0.0549178 # DEPENDENCYPART_SIBL
(17,4),(17,8),0.0804812 # DEPENDENCYPART_SIBL
(17,4),(17,9),-0.0138654 # DEPENDENCYPART_SIBL
(17,4),(17,11),0.086619 # DEPENDENCYPART_SIBL
(17,4),(17,12),0.214311 # DEPENDENCYPART_SIBL
(17,4),(17,13),0.192079 # DEPENDENCYPART_SIBL
(17,4),(17,14),0.0287015 # DEPENDENCYPART_SIBL
(17,4),(17,15),0.000787262 # DEPENDENCYPART_SIBL
(17,4),(17,16),0.0466772 # DEPENDENCYPART_SIBL
(17,4),(17,22),0.0279526 # DEPENDENCYPART_SIBL
(17,8),(17,9),0.134378 # DEPENDENCYPART_SIBL
(17,8),(17,11),0.0746503 # DEPENDENCYPART_SIBL
(17,8),(17,12),0.115572 # DEPENDENCYPART_SIBL
(17,8),(17,13),0.099309 # DEPENDENCYPART_SIBL
(17,8),(17,14),0.016756 # DEPENDENCYPART_SIBL
(17,8),(17,15),0.148677 # DEPENDENCYPART_SIBL
(17,8),(17,16),0.0439247 # DEPENDENCYPART_SIBL
(17,8),(17,22),-0.00535814 # DEPENDENCYPART_SIBL
(17,9),(17,11),0.127269 # DEPENDENCYPART_SIBL
(17,9),(17,12),0.435611 # DEPENDENCYPART_SIBL
(17,9),(17,13),0.387267 # DEPENDENCYPART_SIBL
(17,9),(17,14),0.048982 # DEPENDENCYPART_SIBL
(17,9),(17,15),0.0777829 # DEPENDENCYPART_SIBL
(17,9),(17,16),0.0669457 # DEPENDENCYPART_SIBL
(17,9),(17,22),0.0143199 # DEPENDENCYPART_SIBL
(17,11),(17,12),0.313845 # DEPENDENCYPART_SIBL
(17,11),(17,13),0.101088 # DEPENDENCYPART_SIBL
(17,11),(17,14),-0.0169028 # DEPENDENCYPART_SIBL
(17,11),(17,15),-0.0153154 # DEPENDENCYPART_SIBL
(17,11),(17,16),0.00268953 # DEPENDENCYPART_SIBL
(17,11),(17,22),-0.00603081 # DEPENDENCYPART_SIBL
(17,12),(17,13),0.105293 # DEPENDENCYPART_SIBL
(17,12),(17,14),-0.0322407 # DEPENDENCYPART_SIBL
(17,12),(17,15),-0.0462275 # DEPENDENCYPART_SIBL
(17,12),(17,16),0.00321863 # DEPENDENCYPART_SIBL
(17,12),(17,22),-0.00844724 # DEPENDENCYPART_SIBL
(17,13),(17,14),-0.0140598 # DEPENDENCYPART_SIBL
(17,13),(17,15),-0.0218234 # DEPENDENCYPART_SIBL
(17,13),(17,16),0.0126572 # DEPENDENCYPART_SIBL
(17,13),(17,22),-0.0114108 # DEPENDENCYPART_SIBL
(17,14),(17,15),0.0259688 # DEPENDENCYPART_SIBL
(17,14),(17,16),-0.0415154 # DEPENDENCYPART_SIBL
(17,14),(17,22),0.00583862 # DEPENDENCYPART_SIBL
(17,15),(17,16),0.027955 # DEPENDENCYPART_SIBL
(17,15),(17,22),0.0154429 # DEPENDENCYPART_SIBL
(17,16),(17,22),0.00708929 # DEPENDENCYPART_SIBL
(18,2),(18,3),0.0317271 # DEPENDENCYPART_SIBL
(18,2),(18,4),0.00920103 # DEPENDENCYPART_SIBL
(18,2),(18,5),0.00647637 # DEPENDENCYPART_SIBL
(18,2),(18,6),0.139316 # DEPENDENCYPART_SIBL
(18,2),(18,7),0.000996331 # DEPENDENCYPART_SIBL
(18,2),(18,8),-0.083744 # DEPENDENCYPART_SIBL
(18,2),(18,9),-0.0216924 # DEPENDENCYPART_SIBL
(18,2),(18,10),0.0187017 # DEPENDENCYPART_SIBL
(18,2),(18,11),-0.0258952 # DEPENDENCYPART_SIBL
(18,2),(18,12),0.0690176 # DEPENDENCYPART_SIBL
(18,2),(18,13),0.0361014 # DEPENDENCYPART_SIBL
(18,2),(18,14),-0.0956612 # DEPENDENCYPART_SIBL
(18,2),(18,15),-0.0234626 # DEPENDENCYPART_SIBL
(18,2),(18,16),-0.0804223 # DEPENDENCYPART_SIBL
(18,2),(18,17),0.00879884 # DEPENDENCYPART_SIBL
