# _root_ Sarkad önkormányzata 6,6_millió forintos támogatást kapott , amelyből 50 közhasznú munkás foglalkoztatását tudja megoldani .
#goldHeads=2,6,4,5,6,0,6,14,11,11,12,14,6,13,6,
#predictedHeads=2,6,4,5,6,0,6,13,11,11,12,14,6,13,6,
(14,7),(14,15),0.0200887 # DEPENDENCYPART_SIBL
(14,8),(14,9),-0.000266799 # DEPENDENCYPART_SIBL
(14,8),(14,10),0.000541633 # DEPENDENCYPART_SIBL
(14,8),(14,11),-0.0147108 # DEPENDENCYPART_SIBL
(14,8),(14,12),-0.0144103 # DEPENDENCYPART_SIBL
(14,8),(14,13),-0.0262253 # DEPENDENCYPART_SIBL
(14,8),(14,15),-0.023373 # DEPENDENCYPART_SIBL
(14,9),(14,10),-0.0293723 # DEPENDENCYPART_SIBL
(14,9),(14,11),-0.00434564 # DEPENDENCYPART_SIBL
(14,9),(14,12),-0.00404513 # DEPENDENCYPART_SIBL
(14,9),(14,13),-0.0323224 # DEPENDENCYPART_SIBL
(14,9),(14,15),-0.00311227 # DEPENDENCYPART_SIBL
(14,10),(14,11),-0.0310427 # DEPENDENCYPART_SIBL
(14,10),(14,12),-0.0307422 # DEPENDENCYPART_SIBL
(14,10),(14,13),-0.00871542 # DEPENDENCYPART_SIBL
(14,10),(14,15),0.00324791 # DEPENDENCYPART_SIBL
(14,11),(14,12),-0.0716282 # DEPENDENCYPART_SIBL
(14,11),(14,13),-0.0300755 # DEPENDENCYPART_SIBL
(14,11),(14,15),0.00248465 # DEPENDENCYPART_SIBL
(14,12),(14,13),-0.0288065 # DEPENDENCYPART_SIBL
(14,12),(14,15),0.00492018 # DEPENDENCYPART_SIBL
(14,13),(14,15),0.00184161 # DEPENDENCYPART_SIBL
(0,1),(1,2),0.865704 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),0.405497 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),0.923081 # DEPENDENCYPART_GRANDPAR
(0,1),(1,11),0.0468956 # DEPENDENCYPART_GRANDPAR
(0,1),(1,13),0.407836 # DEPENDENCYPART_GRANDPAR
(0,1),(1,14),0.384098 # DEPENDENCYPART_GRANDPAR
(0,1),(1,15),1.80346 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.582662 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),0.455714 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),0.19016 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),0.405497 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),0.923081 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),0.680759 # DEPENDENCYPART_GRANDPAR
(0,2),(2,9),0.156091 # DEPENDENCYPART_GRANDPAR
(0,2),(2,11),0.0468956 # DEPENDENCYPART_GRANDPAR
(0,2),(2,12),-0.0572495 # DEPENDENCYPART_GRANDPAR
(0,2),(2,13),0.407836 # DEPENDENCYPART_GRANDPAR
(0,2),(2,14),0.384098 # DEPENDENCYPART_GRANDPAR
(0,2),(2,15),1.80346 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.619401 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),0.699419 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),0.0161041 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),0.743811 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),0.57038 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),-0.0637699 # DEPENDENCYPART_GRANDPAR
(0,3),(3,11),-0.159795 # DEPENDENCYPART_GRANDPAR
(0,3),(3,12),-0.262046 # DEPENDENCYPART_GRANDPAR
(0,3),(3,13),0.234281 # DEPENDENCYPART_GRANDPAR
(0,3),(3,14),0.208019 # DEPENDENCYPART_GRANDPAR
(0,3),(3,15),1.6283 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),0.696616 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),0.776634 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),0.195921 # DEPENDENCYPART_GRANDPAR
(0,4),(4,13),0.208308 # DEPENDENCYPART_GRANDPAR
(0,4),(4,14),0.183197 # DEPENDENCYPART_GRANDPAR
(0,4),(4,15),1.60509 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),0.58256 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),0.662577 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),0.141657 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),-0.119179 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),0.681537 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),0.154668 # DEPENDENCYPART_GRANDPAR
(0,5),(5,11),0.0524031 # DEPENDENCYPART_GRANDPAR
(0,5),(5,12),-0.051742 # DEPENDENCYPART_GRANDPAR
(0,5),(5,13),0.407551 # DEPENDENCYPART_GRANDPAR
(0,5),(5,14),0.383814 # DEPENDENCYPART_GRANDPAR
(0,5),(5,15),1.80327 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),0.501943 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),0.58196 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),0.105282 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),-0.0596174 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),0.118052 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),0.561314 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),0.130936 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),0.0396561 # DEPENDENCYPART_GRANDPAR
(0,6),(6,10),-0.105293 # DEPENDENCYPART_GRANDPAR
(0,6),(6,11),0.0562417 # DEPENDENCYPART_GRANDPAR
(0,6),(6,12),-0.0460092 # DEPENDENCYPART_GRANDPAR
(0,6),(6,13),0.184153 # DEPENDENCYPART_GRANDPAR
(0,6),(6,14),0.160917 # DEPENDENCYPART_GRANDPAR
(0,6),(6,15),1.99826 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),0.724365 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),0.493197 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),0.076898 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),-0.145046 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),-0.159801 # DEPENDENCYPART_GRANDPAR
(0,9),(9,12),-0.262052 # DEPENDENCYPART_GRANDPAR
(0,9),(9,13),0.23428 # DEPENDENCYPART_GRANDPAR
(0,9),(9,14),0.208018 # DEPENDENCYPART_GRANDPAR
(0,9),(9,15),1.6283 # DEPENDENCYPART_GRANDPAR
(0,13),(13,1),0.49665 # DEPENDENCYPART_GRANDPAR
(0,13),(13,2),0.576667 # DEPENDENCYPART_GRANDPAR
(0,13),(13,3),0.0925254 # DEPENDENCYPART_GRANDPAR
(0,13),(13,4),-0.0729869 # DEPENDENCYPART_GRANDPAR
(0,13),(13,5),0.112759 # DEPENDENCYPART_GRANDPAR
(0,13),(13,6),0.470955 # DEPENDENCYPART_GRANDPAR
(0,13),(13,7),0.405067 # DEPENDENCYPART_GRANDPAR
(0,13),(13,8),-0.194209 # DEPENDENCYPART_GRANDPAR
(0,13),(13,9),-0.202538 # DEPENDENCYPART_GRANDPAR
(0,13),(13,10),-0.232806 # DEPENDENCYPART_GRANDPAR
(0,13),(13,11),-0.245304 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),-0.346286 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),0.195526 # DEPENDENCYPART_GRANDPAR
(0,13),(13,15),2.00478 # DEPENDENCYPART_GRANDPAR
(0,14),(14,1),0.537084 # DEPENDENCYPART_GRANDPAR
(0,14),(14,2),0.617101 # DEPENDENCYPART_GRANDPAR
(0,14),(14,3),0.1171 # DEPENDENCYPART_GRANDPAR
(0,14),(14,4),-0.0469761 # DEPENDENCYPART_GRANDPAR
(0,14),(14,5),0.153193 # DEPENDENCYPART_GRANDPAR
(0,14),(14,6),0.482079 # DEPENDENCYPART_GRANDPAR
(0,14),(14,7),0.443543 # DEPENDENCYPART_GRANDPAR
(0,14),(14,8),-0.159225 # DEPENDENCYPART_GRANDPAR
(0,14),(14,9),-0.177964 # DEPENDENCYPART_GRANDPAR
(0,14),(14,10),-0.206796 # DEPENDENCYPART_GRANDPAR
(0,14),(14,11),-0.20487 # DEPENDENCYPART_GRANDPAR
(0,14),(14,12),-0.305852 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),-0.0376037 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),1.98657 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.465073 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),0.111014 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),-0.129134 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),-0.0523428 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),-0.496769 # DEPENDENCYPART_GRANDPAR
(1,2),(2,7),-0.152192 # DEPENDENCYPART_GRANDPAR
(1,2),(2,9),-0.143744 # DEPENDENCYPART_GRANDPAR
(1,2),(2,11),-0.224565 # DEPENDENCYPART_GRANDPAR
(1,2),(2,12),-0.322358 # DEPENDENCYPART_GRANDPAR
(1,2),(2,13),-0.415764 # DEPENDENCYPART_GRANDPAR
(1,2),(2,14),-0.173566 # DEPENDENCYPART_GRANDPAR
(1,2),(2,15),-0.557502 # DEPENDENCYPART_GRANDPAR
(1,5),(5,1),-0.465128 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,5),(5,2),-0.0841204 # DEPENDENCYPART_GRANDPAR
(1,5),(5,3),0.0957574 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),-0.00999102 # DEPENDENCYPART_GRANDPAR
(1,5),(5,7),-0.151288 # DEPENDENCYPART_GRANDPAR
(1,5),(5,9),-0.145042 # DEPENDENCYPART_GRANDPAR
(1,5),(5,11),-0.218883 # DEPENDENCYPART_GRANDPAR
(1,5),(5,12),-0.316676 # DEPENDENCYPART_GRANDPAR
(1,5),(5,13),-0.415895 # DEPENDENCYPART_GRANDPAR
(1,5),(5,14),-0.173697 # DEPENDENCYPART_GRANDPAR
(1,5),(5,15),-0.557528 # DEPENDENCYPART_GRANDPAR
(1,6),(6,1),-0.631241 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,6),(6,2),-0.250233 # DEPENDENCYPART_GRANDPAR
(1,6),(6,3),0.0882718 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),0.0161738 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),-0.0979379 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),-0.259598 # DEPENDENCYPART_GRANDPAR
(1,6),(6,8),-0.140647 # DEPENDENCYPART_GRANDPAR
(1,6),(6,9),-0.218172 # DEPENDENCYPART_GRANDPAR
(1,6),(6,10),-0.421028 # DEPENDENCYPART_GRANDPAR
(1,6),(6,11),-0.180252 # DEPENDENCYPART_GRANDPAR
(1,6),(6,12),-0.276152 # DEPENDENCYPART_GRANDPAR
(1,6),(6,13),-0.510584 # DEPENDENCYPART_GRANDPAR
(1,6),(6,14),-0.271836 # DEPENDENCYPART_GRANDPAR
(1,6),(6,15),-0.569973 # DEPENDENCYPART_GRANDPAR
(1,11),(11,1),-0.465073 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,11),(11,2),-0.0840651 # DEPENDENCYPART_GRANDPAR
(1,11),(11,3),0.0957616 # DEPENDENCYPART_GRANDPAR
(1,11),(11,4),-0.0104135 # DEPENDENCYPART_GRANDPAR
(1,11),(11,5),0.0688754 # DEPENDENCYPART_GRANDPAR
(1,11),(11,6),-0.480414 # DEPENDENCYPART_GRANDPAR
(1,11),(11,7),-0.125185 # DEPENDENCYPART_GRANDPAR
(1,11),(11,8),-0.0978729 # DEPENDENCYPART_GRANDPAR
(1,11),(11,9),-0.161943 # DEPENDENCYPART_GRANDPAR
(1,11),(11,10),-0.241454 # DEPENDENCYPART_GRANDPAR
(1,11),(11,12),-0.318129 # DEPENDENCYPART_GRANDPAR
(1,13),(13,1),-0.631834 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,13),(13,2),-0.250826 # DEPENDENCYPART_GRANDPAR
(1,13),(13,3),0.0871152 # DEPENDENCYPART_GRANDPAR
(1,13),(13,4),0.013589 # DEPENDENCYPART_GRANDPAR
(1,13),(13,5),-0.098531 # DEPENDENCYPART_GRANDPAR
(1,13),(13,6),-0.496224 # DEPENDENCYPART_GRANDPAR
(1,13),(13,7),-0.262259 # DEPENDENCYPART_GRANDPAR
(1,13),(13,8),-0.0813788 # DEPENDENCYPART_GRANDPAR
(1,13),(13,9),-0.170026 # DEPENDENCYPART_GRANDPAR
(1,13),(13,10),-0.211192 # DEPENDENCYPART_GRANDPAR
(1,13),(13,11),-0.272923 # DEPENDENCYPART_GRANDPAR
(1,13),(13,12),-0.368178 # DEPENDENCYPART_GRANDPAR
(1,13),(13,14),-0.262238 # DEPENDENCYPART_GRANDPAR
(1,13),(13,15),-0.576838 # DEPENDENCYPART_GRANDPAR
(1,14),(14,1),-0.623167 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,14),(14,2),-0.242159 # DEPENDENCYPART_GRANDPAR
(1,14),(14,3),0.0888802 # DEPENDENCYPART_GRANDPAR
(1,14),(14,4),0.0168158 # DEPENDENCYPART_GRANDPAR
(1,14),(14,5),-0.0898639 # DEPENDENCYPART_GRANDPAR
(1,14),(14,6),-0.501798 # DEPENDENCYPART_GRANDPAR
(1,14),(14,7),-0.253849 # DEPENDENCYPART_GRANDPAR
(1,14),(14,8),-0.0759271 # DEPENDENCYPART_GRANDPAR
(1,14),(14,9),-0.168261 # DEPENDENCYPART_GRANDPAR
(1,14),(14,10),-0.207966 # DEPENDENCYPART_GRANDPAR
(1,14),(14,11),-0.264256 # DEPENDENCYPART_GRANDPAR
(1,14),(14,12),-0.359511 # DEPENDENCYPART_GRANDPAR
(1,14),(14,13),-0.419979 # DEPENDENCYPART_GRANDPAR
(1,14),(14,15),-0.574553 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-1.19584 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,5),-0.632342 # DEPENDENCYPART_GRANDPAR
(2,1),(1,6),-0.997742 # DEPENDENCYPART_GRANDPAR
(2,1),(1,11),-0.686903 # DEPENDENCYPART_GRANDPAR
(2,1),(1,13),-0.788653 # DEPENDENCYPART_GRANDPAR
(2,1),(1,14),-0.629785 # DEPENDENCYPART_GRANDPAR
(2,1),(1,15),-0.953279 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.342505 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.667102 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.253579 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-0.731871 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),-0.311239 # DEPENDENCYPART_GRANDPAR
(2,3),(3,9),-0.412796 # DEPENDENCYPART_GRANDPAR
(2,3),(3,11),-0.317594 # DEPENDENCYPART_GRANDPAR
(2,3),(3,12),-0.541799 # DEPENDENCYPART_GRANDPAR
(2,3),(3,13),-0.521226 # DEPENDENCYPART_GRANDPAR
(2,3),(3,14),-0.360315 # DEPENDENCYPART_GRANDPAR
(2,3),(3,15),-0.664849 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.401015 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.685927 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),0.0758184 # DEPENDENCYPART_GRANDPAR
(2,4),(4,13),-0.358102 # DEPENDENCYPART_GRANDPAR
(2,4),(4,14),-0.19623 # DEPENDENCYPART_GRANDPAR
(2,4),(4,15),-0.489711 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-0.463551 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-0.597966 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),0.0969434 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),-0.0129961 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.232637 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),-0.231061 # DEPENDENCYPART_GRANDPAR
(2,5),(5,11),-0.202962 # DEPENDENCYPART_GRANDPAR
(2,5),(5,12),-0.429061 # DEPENDENCYPART_GRANDPAR
(2,5),(5,13),-0.387532 # DEPENDENCYPART_GRANDPAR
(2,5),(5,14),-0.225807 # DEPENDENCYPART_GRANDPAR
(2,5),(5,15),-0.557534 # DEPENDENCYPART_GRANDPAR
(2,6),(6,1),-0.395455 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-0.764079 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,3),0.0894579 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),0.0131687 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),-0.201612 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),-0.340947 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),-0.215936 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),-0.304192 # DEPENDENCYPART_GRANDPAR
(2,6),(6,10),-0.415127 # DEPENDENCYPART_GRANDPAR
(2,6),(6,11),-0.164332 # DEPENDENCYPART_GRANDPAR
(2,6),(6,12),-0.388537 # DEPENDENCYPART_GRANDPAR
(2,6),(6,13),-0.48222 # DEPENDENCYPART_GRANDPAR
(2,6),(6,14),-0.323945 # DEPENDENCYPART_GRANDPAR
(2,6),(6,15),-0.569979 # DEPENDENCYPART_GRANDPAR
(2,9),(9,6),-0.573031 # DEPENDENCYPART_GRANDPAR
(2,9),(9,7),-0.218219 # DEPENDENCYPART_GRANDPAR
(2,9),(9,8),-0.131975 # DEPENDENCYPART_GRANDPAR
(2,9),(9,10),-0.470502 # DEPENDENCYPART_GRANDPAR
(2,9),(9,11),-0.317934 # DEPENDENCYPART_GRANDPAR
(2,9),(9,12),-0.542139 # DEPENDENCYPART_GRANDPAR
(2,9),(9,13),-0.52156 # DEPENDENCYPART_GRANDPAR
(2,9),(9,14),-0.360649 # DEPENDENCYPART_GRANDPAR
(2,9),(9,15),-0.665183 # DEPENDENCYPART_GRANDPAR
(2,11),(11,1),-0.46355 # DEPENDENCYPART_GRANDPAR
(2,11),(11,2),-0.597911 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,11),(11,3),0.0969476 # DEPENDENCYPART_GRANDPAR
(2,11),(11,4),-0.0134186 # DEPENDENCYPART_GRANDPAR
(2,11),(11,5),-0.0347989 # DEPENDENCYPART_GRANDPAR
(2,11),(11,6),-0.577993 # DEPENDENCYPART_GRANDPAR
(2,11),(11,7),-0.206534 # DEPENDENCYPART_GRANDPAR
(2,11),(11,8),-0.173162 # DEPENDENCYPART_GRANDPAR
(2,11),(11,9),-0.247962 # DEPENDENCYPART_GRANDPAR
(2,11),(11,10),-0.235553 # DEPENDENCYPART_GRANDPAR
(2,11),(11,12),-0.430514 # DEPENDENCYPART_GRANDPAR
(2,12),(12,1),-0.46355 # DEPENDENCYPART_GRANDPAR
(2,12),(12,2),-0.597911 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,12),(12,3),0.0969476 # DEPENDENCYPART_GRANDPAR
(2,12),(12,4),-0.0134186 # DEPENDENCYPART_GRANDPAR
(2,12),(12,5),-0.0347988 # DEPENDENCYPART_GRANDPAR
(2,12),(12,6),-0.577993 # DEPENDENCYPART_GRANDPAR
(2,12),(12,7),-0.206534 # DEPENDENCYPART_GRANDPAR
(2,12),(12,8),-0.173162 # DEPENDENCYPART_GRANDPAR
(2,12),(12,9),-0.247962 # DEPENDENCYPART_GRANDPAR
(2,12),(12,10),-0.235553 # DEPENDENCYPART_GRANDPAR
(2,12),(12,11),-0.0889738 # DEPENDENCYPART_GRANDPAR
(2,12),(12,13),-0.3874 # DEPENDENCYPART_GRANDPAR
(2,12),(12,14),-0.225676 # DEPENDENCYPART_GRANDPAR
(2,12),(12,15),-0.557508 # DEPENDENCYPART_GRANDPAR
(2,13),(13,1),-0.402651 # DEPENDENCYPART_GRANDPAR
(2,13),(13,2),-0.764672 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,13),(13,3),0.0883012 # DEPENDENCYPART_GRANDPAR
(2,13),(13,4),0.010584 # DEPENDENCYPART_GRANDPAR
(2,13),(13,5),-0.202205 # DEPENDENCYPART_GRANDPAR
(2,13),(13,6),-0.593803 # DEPENDENCYPART_GRANDPAR
(2,13),(13,7),-0.343608 # DEPENDENCYPART_GRANDPAR
(2,13),(13,8),-0.156668 # DEPENDENCYPART_GRANDPAR
(2,13),(13,9),-0.256045 # DEPENDENCYPART_GRANDPAR
(2,13),(13,10),-0.205291 # DEPENDENCYPART_GRANDPAR
(2,13),(13,11),-0.257002 # DEPENDENCYPART_GRANDPAR
(2,13),(13,12),-0.480563 # DEPENDENCYPART_GRANDPAR
(2,13),(13,14),-0.314348 # DEPENDENCYPART_GRANDPAR
(2,13),(13,15),-0.576844 # DEPENDENCYPART_GRANDPAR
(2,14),(14,1),-0.408157 # DEPENDENCYPART_GRANDPAR
(2,14),(14,2),-0.756005 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,14),(14,3),0.0900662 # DEPENDENCYPART_GRANDPAR
(2,14),(14,4),0.0138107 # DEPENDENCYPART_GRANDPAR
(2,14),(14,5),-0.193538 # DEPENDENCYPART_GRANDPAR
(2,14),(14,6),-0.599377 # DEPENDENCYPART_GRANDPAR
(2,14),(14,7),-0.335198 # DEPENDENCYPART_GRANDPAR
(2,14),(14,8),-0.151216 # DEPENDENCYPART_GRANDPAR
(2,14),(14,9),-0.25428 # DEPENDENCYPART_GRANDPAR
(2,14),(14,10),-0.202064 # DEPENDENCYPART_GRANDPAR
(2,14),(14,11),-0.248335 # DEPENDENCYPART_GRANDPAR
(2,14),(14,12),-0.471896 # DEPENDENCYPART_GRANDPAR
(2,14),(14,13),-0.391615 # DEPENDENCYPART_GRANDPAR
(2,14),(14,15),-0.574559 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.284873 # DEPENDENCYPART_GRANDPAR
(3,1),(1,5),-0.305412 # DEPENDENCYPART_GRANDPAR
(3,1),(1,6),-0.421261 # DEPENDENCYPART_GRANDPAR
(3,1),(1,11),-0.591222 # DEPENDENCYPART_GRANDPAR
(3,1),(1,13),-0.450135 # DEPENDENCYPART_GRANDPAR
(3,1),(1,14),-0.631657 # DEPENDENCYPART_GRANDPAR
(3,1),(1,15),-0.944432 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.28564 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-0.868212 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.333177 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-0.305412 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.421261 # DEPENDENCYPART_GRANDPAR
(3,2),(2,7),-0.618299 # DEPENDENCYPART_GRANDPAR
(3,2),(2,9),-0.694327 # DEPENDENCYPART_GRANDPAR
(3,2),(2,11),-0.591222 # DEPENDENCYPART_GRANDPAR
(3,2),(2,12),-0.637497 # DEPENDENCYPART_GRANDPAR
(3,2),(2,13),-0.450135 # DEPENDENCYPART_GRANDPAR
(3,2),(2,14),-0.631657 # DEPENDENCYPART_GRANDPAR
(3,2),(2,15),-0.944432 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.687495 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.722118 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.520091 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,13),-0.0946567 # DEPENDENCYPART_GRANDPAR
(3,4),(4,14),-0.275221 # DEPENDENCYPART_GRANDPAR
(3,4),(4,15),-0.624417 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-0.708638 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-0.74326 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-0.483806 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),0.0911371 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),0.0954196 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.269214 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),-0.342388 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),-0.307066 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),-0.24569 # DEPENDENCYPART_GRANDPAR
(3,6),(6,11),-0.0760693 # DEPENDENCYPART_GRANDPAR
(3,6),(6,12),-0.122344 # DEPENDENCYPART_GRANDPAR
(3,6),(6,13),-0.0537634 # DEPENDENCYPART_GRANDPAR
(3,6),(6,14),-0.238036 # DEPENDENCYPART_GRANDPAR
(3,6),(6,15),-0.554544 # DEPENDENCYPART_GRANDPAR
(3,9),(9,6),-0.0384288 # DEPENDENCYPART_GRANDPAR
(3,9),(9,7),-0.305747 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),-0.371574 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),-0.282861 # DEPENDENCYPART_GRANDPAR
(3,9),(9,11),-0.187142 # DEPENDENCYPART_GRANDPAR
(3,9),(9,12),-0.233416 # DEPENDENCYPART_GRANDPAR
(3,9),(9,13),-0.0934984 # DEPENDENCYPART_GRANDPAR
(3,9),(9,14),-0.27502 # DEPENDENCYPART_GRANDPAR
(3,9),(9,15),-0.628105 # DEPENDENCYPART_GRANDPAR
(3,11),(11,1),-0.737591 # DEPENDENCYPART_GRANDPAR
(3,11),(11,2),-0.772214 # DEPENDENCYPART_GRANDPAR
(3,11),(11,3),-0.475369 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,11),(11,4),0.0900243 # DEPENDENCYPART_GRANDPAR
(3,11),(11,5),0.181927 # DEPENDENCYPART_GRANDPAR
(3,11),(11,6),-0.0264419 # DEPENDENCYPART_GRANDPAR
(3,11),(11,7),-0.261802 # DEPENDENCYPART_GRANDPAR
(3,11),(11,8),-0.389983 # DEPENDENCYPART_GRANDPAR
(3,11),(11,9),-0.302737 # DEPENDENCYPART_GRANDPAR
(3,11),(11,10),-0.225212 # DEPENDENCYPART_GRANDPAR
(3,11),(11,12),-0.185545 # DEPENDENCYPART_GRANDPAR
(3,12),(12,1),-0.737591 # DEPENDENCYPART_GRANDPAR
(3,12),(12,2),-0.772214 # DEPENDENCYPART_GRANDPAR
(3,12),(12,3),-0.475369 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,12),(12,4),0.0900243 # DEPENDENCYPART_GRANDPAR
(3,12),(12,5),0.181927 # DEPENDENCYPART_GRANDPAR
(3,12),(12,6),-0.0264419 # DEPENDENCYPART_GRANDPAR
(3,12),(12,7),-0.261802 # DEPENDENCYPART_GRANDPAR
(3,12),(12,8),-0.389983 # DEPENDENCYPART_GRANDPAR
(3,12),(12,9),-0.302737 # DEPENDENCYPART_GRANDPAR
(3,12),(12,10),-0.225212 # DEPENDENCYPART_GRANDPAR
(3,12),(12,11),-0.103882 # DEPENDENCYPART_GRANDPAR
(3,12),(12,13),-0.0572417 # DEPENDENCYPART_GRANDPAR
(3,12),(12,14),-0.237965 # DEPENDENCYPART_GRANDPAR
(3,12),(12,15),-0.618556 # DEPENDENCYPART_GRANDPAR
