# _root_ Az ÁPTF 1997 szeptemberében nem járult hozzá , hogy Happy_Bank néven egy vállalkozás alakuljon , mivel semmilyen banki tevékenységet nem végzett volna .
#goldHeads=2,6,4,6,6,0,6,6,6,11,14,13,14,6,6,6,19,19,21,21,6,21,6,
#predictedHeads=2,6,4,6,6,0,6,6,6,11,14,13,14,6,6,6,19,19,21,21,6,21,6,
(14,7),(14,12),-0.0905851 # DEPENDENCYPART_SIBL
(14,7),(14,13),-0.0282031 # DEPENDENCYPART_SIBL
(14,7),(14,15),0.0221601 # DEPENDENCYPART_SIBL
(14,7),(14,16),-0.00871577 # DEPENDENCYPART_SIBL
(14,7),(14,17),0.000620333 # DEPENDENCYPART_SIBL
(14,7),(14,18),0.00381611 # DEPENDENCYPART_SIBL
(14,7),(14,19),-0.00969734 # DEPENDENCYPART_SIBL
(14,7),(14,20),-0.0316398 # DEPENDENCYPART_SIBL
(14,7),(14,21),-0.0174138 # DEPENDENCYPART_SIBL
(14,7),(14,22),0.00820867 # DEPENDENCYPART_SIBL
(14,7),(14,23),0.00594454 # DEPENDENCYPART_SIBL
(14,8),(14,9),0.0307099 # DEPENDENCYPART_SIBL
(14,8),(14,10),-0.00692861 # DEPENDENCYPART_SIBL
(14,8),(14,11),-0.0192189 # DEPENDENCYPART_SIBL
(14,8),(14,12),-0.179384 # DEPENDENCYPART_SIBL
(14,8),(14,13),-0.0195938 # DEPENDENCYPART_SIBL
(14,8),(14,15),-0.00490476 # DEPENDENCYPART_SIBL
(14,8),(14,16),0.0554425 # DEPENDENCYPART_SIBL
(14,8),(14,17),-0.0140396 # DEPENDENCYPART_SIBL
(14,8),(14,18),-0.0172932 # DEPENDENCYPART_SIBL
(14,8),(14,19),-0.0225278 # DEPENDENCYPART_SIBL
(14,8),(14,20),-0.0395262 # DEPENDENCYPART_SIBL
(14,8),(14,21),-0.00466547 # DEPENDENCYPART_SIBL
(14,8),(14,22),0.0185872 # DEPENDENCYPART_SIBL
(14,8),(14,23),0.0213227 # DEPENDENCYPART_SIBL
(14,9),(14,10),-0.128377 # DEPENDENCYPART_SIBL
(14,9),(14,11),-0.134512 # DEPENDENCYPART_SIBL
(14,9),(14,12),-0.107516 # DEPENDENCYPART_SIBL
(14,9),(14,13),-0.130116 # DEPENDENCYPART_SIBL
(14,9),(14,15),-0.044926 # DEPENDENCYPART_SIBL
(14,9),(14,16),0.0085414 # DEPENDENCYPART_SIBL
(14,9),(14,17),-0.0310681 # DEPENDENCYPART_SIBL
(14,9),(14,18),-0.0317357 # DEPENDENCYPART_SIBL
(14,9),(14,19),-0.0242482 # DEPENDENCYPART_SIBL
(14,9),(14,20),-0.0409608 # DEPENDENCYPART_SIBL
(14,9),(14,21),-0.0456122 # DEPENDENCYPART_SIBL
(14,9),(14,22),0.00458301 # DEPENDENCYPART_SIBL
(14,9),(14,23),0.0165303 # DEPENDENCYPART_SIBL
(14,10),(14,11),-0.0455635 # DEPENDENCYPART_SIBL
(14,10),(14,12),-0.0476213 # DEPENDENCYPART_SIBL
(14,10),(14,13),-0.031652 # DEPENDENCYPART_SIBL
(14,10),(14,15),-0.00637658 # DEPENDENCYPART_SIBL
(14,10),(14,16),0.0133485 # DEPENDENCYPART_SIBL
(14,10),(14,17),-0.0227535 # DEPENDENCYPART_SIBL
(14,10),(14,18),-0.0061454 # DEPENDENCYPART_SIBL
(14,10),(14,19),-0.0202383 # DEPENDENCYPART_SIBL
(14,10),(14,20),-0.0364195 # DEPENDENCYPART_SIBL
(14,10),(14,21),-0.0116869 # DEPENDENCYPART_SIBL
(14,10),(14,22),0.0500305 # DEPENDENCYPART_SIBL
(14,10),(14,23),0.00695274 # DEPENDENCYPART_SIBL
(14,11),(14,12),-0.0605664 # DEPENDENCYPART_SIBL
(14,11),(14,13),-0.0481139 # DEPENDENCYPART_SIBL
(14,11),(14,15),0.00514015 # DEPENDENCYPART_SIBL
(14,11),(14,16),0.0253149 # DEPENDENCYPART_SIBL
(14,11),(14,17),-0.0149363 # DEPENDENCYPART_SIBL
(14,11),(14,18),0.000377859 # DEPENDENCYPART_SIBL
(14,11),(14,19),-0.00169581 # DEPENDENCYPART_SIBL
(14,11),(14,20),-0.0319386 # DEPENDENCYPART_SIBL
(14,11),(14,21),0.00116743 # DEPENDENCYPART_SIBL
(14,11),(14,22),0.0628849 # DEPENDENCYPART_SIBL
(14,11),(14,23),0.0203487 # DEPENDENCYPART_SIBL
(14,12),(14,13),-0.0238734 # DEPENDENCYPART_SIBL
(14,12),(14,15),-0.102184 # DEPENDENCYPART_SIBL
(14,12),(14,16),-0.0162274 # DEPENDENCYPART_SIBL
(14,12),(14,17),-0.0340711 # DEPENDENCYPART_SIBL
(14,12),(14,18),-0.0338636 # DEPENDENCYPART_SIBL
(14,12),(14,19),-0.0325438 # DEPENDENCYPART_SIBL
(14,12),(14,20),-0.0459079 # DEPENDENCYPART_SIBL
(14,12),(14,21),-0.045357 # DEPENDENCYPART_SIBL
(14,12),(14,22),-0.000298215 # DEPENDENCYPART_SIBL
(14,12),(14,23),-0.110279 # DEPENDENCYPART_SIBL
(14,13),(14,15),0.0212638 # DEPENDENCYPART_SIBL
(14,13),(14,16),0.0211691 # DEPENDENCYPART_SIBL
(14,13),(14,17),-0.0136372 # DEPENDENCYPART_SIBL
(14,13),(14,18),0.00246184 # DEPENDENCYPART_SIBL
(14,13),(14,19),-0.0047112 # DEPENDENCYPART_SIBL
(14,13),(14,20),-0.0272534 # DEPENDENCYPART_SIBL
(14,13),(14,21),-0.00249118 # DEPENDENCYPART_SIBL
(14,13),(14,22),0.0592262 # DEPENDENCYPART_SIBL
(14,13),(14,23),0.0210847 # DEPENDENCYPART_SIBL
(14,15),(14,16),0.333162 # DEPENDENCYPART_SIBL
(14,15),(14,17),0.0196901 # DEPENDENCYPART_SIBL
(14,15),(14,18),0.0604985 # DEPENDENCYPART_SIBL
(14,15),(14,19),0.0751738 # DEPENDENCYPART_SIBL
(14,15),(14,20),0.13247 # DEPENDENCYPART_SIBL
(14,15),(14,21),0.202922 # DEPENDENCYPART_SIBL
(14,15),(14,22),0.118779 # DEPENDENCYPART_SIBL
(14,15),(14,23),0.0489202 # DEPENDENCYPART_SIBL
(14,16),(14,17),0.0886175 # DEPENDENCYPART_SIBL
(14,16),(14,18),0.103216 # DEPENDENCYPART_SIBL
(14,16),(14,19),0.0794115 # DEPENDENCYPART_SIBL
(14,16),(14,20),0.0334515 # DEPENDENCYPART_SIBL
(14,16),(14,21),0.0866557 # DEPENDENCYPART_SIBL
(14,16),(14,22),0.0367607 # DEPENDENCYPART_SIBL
(14,16),(14,23),0.0779376 # DEPENDENCYPART_SIBL
(14,17),(14,18),0.0676163 # DEPENDENCYPART_SIBL
(14,17),(14,19),0.0077725 # DEPENDENCYPART_SIBL
(14,17),(14,20),0.0517757 # DEPENDENCYPART_SIBL
(14,17),(14,21),-0.0334434 # DEPENDENCYPART_SIBL
(14,17),(14,22),-0.0691676 # DEPENDENCYPART_SIBL
(14,17),(14,23),-0.00331073 # DEPENDENCYPART_SIBL
(14,18),(14,19),-0.0249698 # DEPENDENCYPART_SIBL
(14,18),(14,20),-0.0111562 # DEPENDENCYPART_SIBL
(14,18),(14,21),-0.0260153 # DEPENDENCYPART_SIBL
(14,18),(14,22),-0.0662554 # DEPENDENCYPART_SIBL
(14,18),(14,23),-0.010901 # DEPENDENCYPART_SIBL
(14,19),(14,20),-0.00800111 # DEPENDENCYPART_SIBL
(14,19),(14,21),-0.0236985 # DEPENDENCYPART_SIBL
(14,19),(14,22),-0.066714 # DEPENDENCYPART_SIBL
(14,19),(14,23),-0.0114069 # DEPENDENCYPART_SIBL
(14,20),(14,21),-0.0187486 # DEPENDENCYPART_SIBL
(14,20),(14,22),-0.0471311 # DEPENDENCYPART_SIBL
(14,20),(14,23),-0.00233901 # DEPENDENCYPART_SIBL
(14,21),(14,22),-0.0318075 # DEPENDENCYPART_SIBL
(14,21),(14,23),0.0330535 # DEPENDENCYPART_SIBL
(14,22),(14,23),-0.00999635 # DEPENDENCYPART_SIBL
(16,2),(16,4),-0.00216708 # DEPENDENCYPART_SIBL
(16,2),(16,5),0.0753466 # DEPENDENCYPART_SIBL
(16,2),(16,6),0.0466143 # DEPENDENCYPART_SIBL
(16,2),(16,8),0.326334 # DEPENDENCYPART_SIBL
(16,2),(16,9),0.220463 # DEPENDENCYPART_SIBL
(16,2),(16,10),-0.00216708 # DEPENDENCYPART_SIBL
(16,2),(16,11),0.00692787 # DEPENDENCYPART_SIBL
(16,2),(16,13),-0.00224877 # DEPENDENCYPART_SIBL
(16,2),(16,14),0.0466236 # DEPENDENCYPART_SIBL
(16,2),(16,15),0.326334 # DEPENDENCYPART_SIBL
(16,2),(16,18),0.00717686 # DEPENDENCYPART_SIBL
(16,2),(16,19),0.113846 # DEPENDENCYPART_SIBL
(16,2),(16,21),-0.00223257 # DEPENDENCYPART_SIBL
(16,2),(16,22),-0.0157473 # DEPENDENCYPART_SIBL
(16,2),(16,23),0.0135949 # DEPENDENCYPART_SIBL
(16,4),(16,5),0.0753468 # DEPENDENCYPART_SIBL
(16,4),(16,6),0.0466146 # DEPENDENCYPART_SIBL
(16,4),(16,8),0.331467 # DEPENDENCYPART_SIBL
(16,4),(16,9),0.221406 # DEPENDENCYPART_SIBL
(16,4),(16,10),-0.00708824 # DEPENDENCYPART_SIBL
(16,4),(16,11),0.00200671 # DEPENDENCYPART_SIBL
(16,4),(16,13),-0.00716992 # DEPENDENCYPART_SIBL
(16,4),(16,14),0.0466238 # DEPENDENCYPART_SIBL
(16,4),(16,15),0.331467 # DEPENDENCYPART_SIBL
(16,4),(16,18),0.00717702 # DEPENDENCYPART_SIBL
(16,4),(16,19),0.107658 # DEPENDENCYPART_SIBL
(16,4),(16,21),-0.00502389 # DEPENDENCYPART_SIBL
(16,4),(16,22),-0.0185386 # DEPENDENCYPART_SIBL
(16,4),(16,23),0.00749662 # DEPENDENCYPART_SIBL
(16,5),(16,6),0.0648196 # DEPENDENCYPART_SIBL
(16,5),(16,8),0.405359 # DEPENDENCYPART_SIBL
(16,5),(16,9),0.27885 # DEPENDENCYPART_SIBL
(16,5),(16,10),0.049865 # DEPENDENCYPART_SIBL
(16,5),(16,11),0.0725359 # DEPENDENCYPART_SIBL
(16,5),(16,13),0.0482995 # DEPENDENCYPART_SIBL
(16,5),(16,14),0.0648942 # DEPENDENCYPART_SIBL
(16,5),(16,15),0.405359 # DEPENDENCYPART_SIBL
(16,5),(16,18),0.0961651 # DEPENDENCYPART_SIBL
(16,5),(16,19),0.137884 # DEPENDENCYPART_SIBL
(16,5),(16,21),0.193657 # DEPENDENCYPART_SIBL
(16,5),(16,22),0.152816 # DEPENDENCYPART_SIBL
(16,5),(16,23),0.16645 # DEPENDENCYPART_SIBL
(16,6),(16,8),0.388154 # DEPENDENCYPART_SIBL
(16,6),(16,9),0.0888674 # DEPENDENCYPART_SIBL
(16,6),(16,10),-0.0313253 # DEPENDENCYPART_SIBL
(16,6),(16,11),-0.0178603 # DEPENDENCYPART_SIBL
(16,6),(16,13),-0.0333302 # DEPENDENCYPART_SIBL
(16,6),(16,14),-0.031758 # DEPENDENCYPART_SIBL
(16,6),(16,15),0.388154 # DEPENDENCYPART_SIBL
(16,6),(16,18),0.0067112 # DEPENDENCYPART_SIBL
(16,6),(16,19),-0.0217277 # DEPENDENCYPART_SIBL
(16,6),(16,21),0.104975 # DEPENDENCYPART_SIBL
(16,6),(16,22),0.0899376 # DEPENDENCYPART_SIBL
(16,6),(16,23),0.114067 # DEPENDENCYPART_SIBL
(16,8),(16,9),0.184427 # DEPENDENCYPART_SIBL
(16,8),(16,10),-0.00743642 # DEPENDENCYPART_SIBL
(16,8),(16,11),0.00299944 # DEPENDENCYPART_SIBL
(16,8),(16,13),-0.0136253 # DEPENDENCYPART_SIBL
(16,8),(16,14),0.0646995 # DEPENDENCYPART_SIBL
(16,8),(16,15),0.02558 # DEPENDENCYPART_SIBL
(16,8),(16,18),0.0416844 # DEPENDENCYPART_SIBL
(16,8),(16,19),0.0576318 # DEPENDENCYPART_SIBL
(16,8),(16,21),0.151632 # DEPENDENCYPART_SIBL
(16,8),(16,22),0.10788 # DEPENDENCYPART_SIBL
(16,8),(16,23),0.201333 # DEPENDENCYPART_SIBL
(16,9),(16,10),-0.10824 # DEPENDENCYPART_SIBL
(16,9),(16,11),-0.0942626 # DEPENDENCYPART_SIBL
(16,9),(16,13),-0.110679 # DEPENDENCYPART_SIBL
(16,9),(16,14),0.0352057 # DEPENDENCYPART_SIBL
(16,9),(16,15),0.14147 # DEPENDENCYPART_SIBL
(16,9),(16,18),-0.0135686 # DEPENDENCYPART_SIBL
(16,9),(16,19),-0.00787994 # DEPENDENCYPART_SIBL
(16,9),(16,21),0.0266945 # DEPENDENCYPART_SIBL
(16,9),(16,22),0.00693485 # DEPENDENCYPART_SIBL
(16,9),(16,23),0.0724838 # DEPENDENCYPART_SIBL
(16,10),(16,11),0.00200671 # DEPENDENCYPART_SIBL
(16,10),(16,13),-0.00716992 # DEPENDENCYPART_SIBL
(16,10),(16,14),0.0466238 # DEPENDENCYPART_SIBL
(16,10),(16,15),0.331467 # DEPENDENCYPART_SIBL
(16,10),(16,18),0.00717702 # DEPENDENCYPART_SIBL
(16,10),(16,19),0.107658 # DEPENDENCYPART_SIBL
(16,10),(16,21),-0.00502389 # DEPENDENCYPART_SIBL
(16,10),(16,22),-0.0185386 # DEPENDENCYPART_SIBL
(16,10),(16,23),0.00749662 # DEPENDENCYPART_SIBL
(16,11),(16,13),-0.0120952 # DEPENDENCYPART_SIBL
(16,11),(16,14),0.0429993 # DEPENDENCYPART_SIBL
(16,11),(16,15),0.334777 # DEPENDENCYPART_SIBL
(16,11),(16,18),0.0157774 # DEPENDENCYPART_SIBL
(16,11),(16,19),0.122219 # DEPENDENCYPART_SIBL
(16,11),(16,21),0.0143742 # DEPENDENCYPART_SIBL
(16,11),(16,22),0.000859481 # DEPENDENCYPART_SIBL
(16,11),(16,23),0.0332578 # DEPENDENCYPART_SIBL
(16,13),(16,14),0.0450895 # DEPENDENCYPART_SIBL
(16,13),(16,15),0.323404 # DEPENDENCYPART_SIBL
(16,13),(16,18),0.00471736 # DEPENDENCYPART_SIBL
(16,13),(16,19),0.10769 # DEPENDENCYPART_SIBL
(16,13),(16,21),-0.00765968 # DEPENDENCYPART_SIBL
(16,13),(16,22),-0.0211744 # DEPENDENCYPART_SIBL
(16,13),(16,23),0.00646273 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.388306 # DEPENDENCYPART_SIBL
(16,14),(16,18),0.0067112 # DEPENDENCYPART_SIBL
(16,14),(16,19),-0.0217123 # DEPENDENCYPART_SIBL
(16,14),(16,21),0.105037 # DEPENDENCYPART_SIBL
(16,14),(16,22),0.0900005 # DEPENDENCYPART_SIBL
(16,14),(16,23),0.114149 # DEPENDENCYPART_SIBL
(16,15),(16,18),0.0416844 # DEPENDENCYPART_SIBL
(16,15),(16,19),0.0576318 # DEPENDENCYPART_SIBL
(16,15),(16,21),0.151632 # DEPENDENCYPART_SIBL
(16,15),(16,22),0.10788 # DEPENDENCYPART_SIBL
(16,15),(16,23),0.201333 # DEPENDENCYPART_SIBL
(16,18),(16,19),0.0315773 # DEPENDENCYPART_SIBL
(16,18),(16,21),-0.0255822 # DEPENDENCYPART_SIBL
(16,18),(16,22),-0.0290134 # DEPENDENCYPART_SIBL
(16,18),(16,23),0.0806701 # DEPENDENCYPART_SIBL
(16,19),(16,21),-0.0234758 # DEPENDENCYPART_SIBL
(16,19),(16,22),-0.026454 # DEPENDENCYPART_SIBL
(16,19),(16,23),0.0505548 # DEPENDENCYPART_SIBL
(16,21),(16,22),-0.0128938 # DEPENDENCYPART_SIBL
(16,21),(16,23),0.130233 # DEPENDENCYPART_SIBL
(16,22),(16,23),0.0963859 # DEPENDENCYPART_SIBL
(18,3),(18,10),0.0424488 # DEPENDENCYPART_SIBL
(18,3),(18,13),0.0408592 # DEPENDENCYPART_SIBL
(18,3),(18,14),0.11615 # DEPENDENCYPART_SIBL
(18,3),(18,15),0.22138 # DEPENDENCYPART_SIBL
(18,3),(18,16),0.278796 # DEPENDENCYPART_SIBL
(18,3),(18,17),0.0401782 # DEPENDENCYPART_SIBL
(18,3),(18,20),-0.00419769 # DEPENDENCYPART_SIBL
(18,10),(18,13),0.0783882 # DEPENDENCYPART_SIBL
(18,10),(18,14),0.151693 # DEPENDENCYPART_SIBL
(18,10),(18,15),0.282618 # DEPENDENCYPART_SIBL
(18,10),(18,16),0.292788 # DEPENDENCYPART_SIBL
(18,10),(18,17),0.0467611 # DEPENDENCYPART_SIBL
(18,10),(18,20),0.0374338 # DEPENDENCYPART_SIBL
(18,13),(18,14),0.151074 # DEPENDENCYPART_SIBL
(18,13),(18,15),0.276764 # DEPENDENCYPART_SIBL
(18,13),(18,16),0.292532 # DEPENDENCYPART_SIBL
(18,13),(18,17),0.0461436 # DEPENDENCYPART_SIBL
(18,13),(18,20),0.0374457 # DEPENDENCYPART_SIBL
(18,14),(18,15),0.256209 # DEPENDENCYPART_SIBL
(18,14),(18,16),0.103863 # DEPENDENCYPART_SIBL
(18,14),(18,17),0.0368552 # DEPENDENCYPART_SIBL
(18,14),(18,20),0.0333544 # DEPENDENCYPART_SIBL
(18,15),(18,16),0.162623 # DEPENDENCYPART_SIBL
(18,15),(18,17),0.01671 # DEPENDENCYPART_SIBL
(18,15),(18,20),-0.0352525 # DEPENDENCYPART_SIBL
(18,16),(18,17),0.0775456 # DEPENDENCYPART_SIBL
(18,16),(18,20),0.00568275 # DEPENDENCYPART_SIBL
(18,17),(18,20),0.0247338 # DEPENDENCYPART_SIBL
(19,2),(19,3),-0.0307704 # DEPENDENCYPART_SIBL
(19,2),(19,10),-0.0202015 # DEPENDENCYPART_SIBL
(19,2),(19,12),-0.178503 # DEPENDENCYPART_SIBL
(19,2),(19,13),-0.0192166 # DEPENDENCYPART_SIBL
(19,2),(19,14),0.147804 # DEPENDENCYPART_SIBL
(19,2),(19,15),0.628568 # DEPENDENCYPART_SIBL
(19,2),(19,16),0.468995 # DEPENDENCYPART_SIBL
(19,2),(19,17),0.043121 # DEPENDENCYPART_SIBL
(19,2),(19,18),0.034422 # DEPENDENCYPART_SIBL
(19,3),(19,10),-0.0199343 # DEPENDENCYPART_SIBL
(19,3),(19,12),-0.304189 # DEPENDENCYPART_SIBL
(19,3),(19,13),-0.0220984 # DEPENDENCYPART_SIBL
(19,3),(19,14),0.0867663 # DEPENDENCYPART_SIBL
(19,3),(19,15),0.385621 # DEPENDENCYPART_SIBL
(19,3),(19,16),0.381125 # DEPENDENCYPART_SIBL
(19,3),(19,17),0.00634553 # DEPENDENCYPART_SIBL
(19,3),(19,18),-0.00756073 # DEPENDENCYPART_SIBL
(19,10),(19,12),-0.173109 # DEPENDENCYPART_SIBL
(19,10),(19,13),-0.0171213 # DEPENDENCYPART_SIBL
(19,10),(19,14),0.153198 # DEPENDENCYPART_SIBL
(19,10),(19,15),0.641686 # DEPENDENCYPART_SIBL
(19,10),(19,16),0.475479 # DEPENDENCYPART_SIBL
(19,10),(19,17),0.048515 # DEPENDENCYPART_SIBL
(19,10),(19,18),0.0421783 # DEPENDENCYPART_SIBL
(19,12),(19,13),0.000946 # DEPENDENCYPART_SIBL
(19,12),(19,14),0.154557 # DEPENDENCYPART_SIBL
(19,12),(19,15),0.345541 # DEPENDENCYPART_SIBL
(19,12),(19,16),0.184498 # DEPENDENCYPART_SIBL
(19,12),(19,17),0.0738533 # DEPENDENCYPART_SIBL
(19,12),(19,18),0.234912 # DEPENDENCYPART_SIBL
(19,13),(19,14),0.149156 # DEPENDENCYPART_SIBL
(19,13),(19,15),0.630691 # DEPENDENCYPART_SIBL
(19,13),(19,16),0.472054 # DEPENDENCYPART_SIBL
(19,13),(19,17),0.0444752 # DEPENDENCYPART_SIBL
(19,13),(19,18),0.0335686 # DEPENDENCYPART_SIBL
(19,14),(19,15),0.313877 # DEPENDENCYPART_SIBL
(19,14),(19,16),0.170396 # DEPENDENCYPART_SIBL
(19,14),(19,17),-0.0172302 # DEPENDENCYPART_SIBL
(19,14),(19,18),-0.0677231 # DEPENDENCYPART_SIBL
(19,15),(19,16),0.249676 # DEPENDENCYPART_SIBL
(19,15),(19,17),-0.0282705 # DEPENDENCYPART_SIBL
(19,15),(19,18),0.0220088 # DEPENDENCYPART_SIBL
(19,16),(19,17),-0.0180686 # DEPENDENCYPART_SIBL
(19,16),(19,18),-0.0402658 # DEPENDENCYPART_SIBL
(19,17),(19,18),0.0569451 # DEPENDENCYPART_SIBL
(20,11),(20,15),0.365652 # DEPENDENCYPART_SIBL
(20,11),(20,16),0.216613 # DEPENDENCYPART_SIBL
(20,11),(20,18),0.0799926 # DEPENDENCYPART_SIBL
(20,11),(20,19),0.0727745 # DEPENDENCYPART_SIBL
(20,15),(20,16),0.206413 # DEPENDENCYPART_SIBL
(20,15),(20,18),0.0377521 # DEPENDENCYPART_SIBL
(20,15),(20,19),0.00747303 # DEPENDENCYPART_SIBL
(20,16),(20,18),0.158248 # DEPENDENCYPART_SIBL
(20,16),(20,19),0.14433 # DEPENDENCYPART_SIBL
(20,18),(20,19),0.0353471 # DEPENDENCYPART_SIBL
(21,1),(21,2),-0.0284871 # DEPENDENCYPART_SIBL
(21,1),(21,3),-0.0422784 # DEPENDENCYPART_SIBL
(21,1),(21,4),-0.0290346 # DEPENDENCYPART_SIBL
(21,1),(21,5),-0.0527801 # DEPENDENCYPART_SIBL
(21,1),(21,6),0.011114 # DEPENDENCYPART_SIBL
(21,1),(21,8),0.01422 # DEPENDENCYPART_SIBL
(21,1),(21,9),0.0511845 # DEPENDENCYPART_SIBL
(21,1),(21,10),-0.0290346 # DEPENDENCYPART_SIBL
(21,1),(21,11),-0.0324493 # DEPENDENCYPART_SIBL
(21,1),(21,12),-0.151247 # DEPENDENCYPART_SIBL
(21,1),(21,13),-0.0332833 # DEPENDENCYPART_SIBL
(21,1),(21,14),0.011417 # DEPENDENCYPART_SIBL
(21,1),(21,15),0.01422 # DEPENDENCYPART_SIBL
(21,1),(21,16),0.0426534 # DEPENDENCYPART_SIBL
(21,1),(21,17),-0.136168 # DEPENDENCYPART_SIBL
(21,1),(21,18),0.0276984 # DEPENDENCYPART_SIBL
(21,1),(21,19),-0.0318637 # DEPENDENCYPART_SIBL
(21,1),(21,20),-0.0527801 # DEPENDENCYPART_SIBL
(21,1),(21,22),0.0270855 # DEPENDENCYPART_SIBL
(21,1),(21,23),0.0165363 # DEPENDENCYPART_SIBL
(21,2),(21,3),-0.0182385 # DEPENDENCYPART_SIBL
(21,2),(21,4),-0.00895553 # DEPENDENCYPART_SIBL
(21,2),(21,5),0.0374871 # DEPENDENCYPART_SIBL
(21,2),(21,6),-0.00399311 # DEPENDENCYPART_SIBL
(21,2),(21,8),0.0903871 # DEPENDENCYPART_SIBL
(21,2),(21,9),0.0507481 # DEPENDENCYPART_SIBL
(21,2),(21,10),-0.00895553 # DEPENDENCYPART_SIBL
(21,2),(21,11),-0.0235207 # DEPENDENCYPART_SIBL
(21,2),(21,12),-0.0418915 # DEPENDENCYPART_SIBL
(21,2),(21,13),-0.00960917 # DEPENDENCYPART_SIBL
(21,2),(21,14),-0.00368062 # DEPENDENCYPART_SIBL
(21,2),(21,15),0.0903871 # DEPENDENCYPART_SIBL
(21,2),(21,16),0.0877974 # DEPENDENCYPART_SIBL
(21,2),(21,17),-0.0835457 # DEPENDENCYPART_SIBL
(21,2),(21,18),0.00339697 # DEPENDENCYPART_SIBL
(21,2),(21,19),-0.0117912 # DEPENDENCYPART_SIBL
(21,2),(21,20),0.0374871 # DEPENDENCYPART_SIBL
(21,2),(21,22),0.0783724 # DEPENDENCYPART_SIBL
(21,2),(21,23),0.0478292 # DEPENDENCYPART_SIBL
(21,3),(21,4),0.0174329 # DEPENDENCYPART_SIBL
(21,3),(21,5),0.0186632 # DEPENDENCYPART_SIBL
(21,3),(21,6),-0.026373 # DEPENDENCYPART_SIBL
(21,3),(21,8),0.063435 # DEPENDENCYPART_SIBL
(21,3),(21,9),0.100759 # DEPENDENCYPART_SIBL
(21,3),(21,10),0.0174329 # DEPENDENCYPART_SIBL
(21,3),(21,11),0.0117967 # DEPENDENCYPART_SIBL
(21,3),(21,12),-0.0842069 # DEPENDENCYPART_SIBL
(21,3),(21,13),0.0104627 # DEPENDENCYPART_SIBL
(21,3),(21,14),-0.02607 # DEPENDENCYPART_SIBL
(21,3),(21,15),0.063435 # DEPENDENCYPART_SIBL
(21,3),(21,16),0.118345 # DEPENDENCYPART_SIBL
(21,3),(21,17),-0.105965 # DEPENDENCYPART_SIBL
(21,3),(21,18),-0.0225156 # DEPENDENCYPART_SIBL
(21,3),(21,19),0.0146053 # DEPENDENCYPART_SIBL
(21,3),(21,20),0.0186632 # DEPENDENCYPART_SIBL
(21,3),(21,22),0.0100307 # DEPENDENCYPART_SIBL
(21,3),(21,23),0.000959141 # DEPENDENCYPART_SIBL
(21,4),(21,5),0.0330087 # DEPENDENCYPART_SIBL
(21,4),(21,6),-0.00847139 # DEPENDENCYPART_SIBL
(21,4),(21,8),0.0935831 # DEPENDENCYPART_SIBL
(21,4),(21,9),0.0480079 # DEPENDENCYPART_SIBL
(21,4),(21,10),-0.0248997 # DEPENDENCYPART_SIBL
(21,4),(21,11),-0.0394648 # DEPENDENCYPART_SIBL
(21,4),(21,12),-0.0463699 # DEPENDENCYPART_SIBL
(21,4),(21,13),-0.0255533 # DEPENDENCYPART_SIBL
(21,4),(21,14),-0.0081589 # DEPENDENCYPART_SIBL
(21,4),(21,15),0.0935831 # DEPENDENCYPART_SIBL
(21,4),(21,16),0.0850573 # DEPENDENCYPART_SIBL
(21,4),(21,17),-0.0880241 # DEPENDENCYPART_SIBL
(21,4),(21,18),9.96917e-05 # DEPENDENCYPART_SIBL
(21,4),(21,19),-0.0277353 # DEPENDENCYPART_SIBL
(21,4),(21,20),0.0330087 # DEPENDENCYPART_SIBL
(21,4),(21,22),0.0537767 # DEPENDENCYPART_SIBL
(21,4),(21,23),0.0166193 # DEPENDENCYPART_SIBL
(21,5),(21,6),-0.0290193 # DEPENDENCYPART_SIBL
(21,5),(21,8),0.100462 # DEPENDENCYPART_SIBL
(21,5),(21,9),0.0247515 # DEPENDENCYPART_SIBL
(21,5),(21,10),-0.0383846 # DEPENDENCYPART_SIBL
(21,5),(21,11),-0.0407883 # DEPENDENCYPART_SIBL
(21,5),(21,12),-0.0808137 # DEPENDENCYPART_SIBL
(21,5),(21,13),-0.0420242 # DEPENDENCYPART_SIBL
(21,5),(21,14),-0.0285671 # DEPENDENCYPART_SIBL
(21,5),(21,15),0.100462 # DEPENDENCYPART_SIBL
(21,5),(21,16),0.0267876 # DEPENDENCYPART_SIBL
(21,5),(21,17),-0.0778976 # DEPENDENCYPART_SIBL
(21,5),(21,18),0.0598766 # DEPENDENCYPART_SIBL
(21,5),(21,19),-0.0428097 # DEPENDENCYPART_SIBL
(21,5),(21,20),-0.0724117 # DEPENDENCYPART_SIBL
(21,5),(21,22),0.0703373 # DEPENDENCYPART_SIBL
(21,5),(21,23),-0.0103723 # DEPENDENCYPART_SIBL
(21,6),(21,8),0.0743312 # DEPENDENCYPART_SIBL
(21,6),(21,9),-0.052516 # DEPENDENCYPART_SIBL
(21,6),(21,10),-0.0253409 # DEPENDENCYPART_SIBL
(21,6),(21,11),-0.0325073 # DEPENDENCYPART_SIBL
(21,6),(21,12),-0.0792379 # DEPENDENCYPART_SIBL
(21,6),(21,13),-0.029859 # DEPENDENCYPART_SIBL
(21,6),(21,14),-0.0340748 # DEPENDENCYPART_SIBL
