# _root_ A bíróságot nem annyira ez utóbbi zavarta , mint inkább a képrongálás , amelynek divatja úgy tűnik feltartóztathatatlan .
#goldHeads=2,7,7,7,6,7,0,7,7,5,12,5,5,18,18,17,18,5,7,
#predictedHeads=2,7,7,7,6,7,0,7,7,17,12,15,7,17,17,17,7,17,7,
(15,10),(15,13),0.0612637 # DEPENDENCYPART_SIBL
(15,10),(15,14),0.00935437 # DEPENDENCYPART_SIBL
(15,10),(15,16),-0.0220106 # DEPENDENCYPART_SIBL
(15,10),(15,18),0.0503164 # DEPENDENCYPART_SIBL
(15,11),(15,12),0.0126456 # DEPENDENCYPART_SIBL
(15,11),(15,13),0.192197 # DEPENDENCYPART_SIBL
(15,11),(15,14),-0.00467799 # DEPENDENCYPART_SIBL
(15,11),(15,16),-0.077756 # DEPENDENCYPART_SIBL
(15,11),(15,18),0.00405258 # DEPENDENCYPART_SIBL
(15,12),(15,13),0.645855 # DEPENDENCYPART_SIBL
(15,12),(15,14),0.0311746 # DEPENDENCYPART_SIBL
(15,12),(15,16),-0.0155855 # DEPENDENCYPART_SIBL
(15,12),(15,18),0.0439856 # DEPENDENCYPART_SIBL
(15,13),(15,14),-0.0632783 # DEPENDENCYPART_SIBL
(15,13),(15,16),-0.0682629 # DEPENDENCYPART_SIBL
(15,13),(15,18),-0.00451752 # DEPENDENCYPART_SIBL
(15,14),(15,16),-0.0285789 # DEPENDENCYPART_SIBL
(15,14),(15,18),0.0131927 # DEPENDENCYPART_SIBL
(15,16),(15,18),0.0323363 # DEPENDENCYPART_SIBL
(16,7),(16,9),0.101182 # DEPENDENCYPART_SIBL
(16,7),(16,12),0.121221 # DEPENDENCYPART_SIBL
(16,7),(16,13),0.44686 # DEPENDENCYPART_SIBL
(16,7),(16,15),0.121221 # DEPENDENCYPART_SIBL
(16,7),(16,18),0.0679418 # DEPENDENCYPART_SIBL
(16,7),(16,19),0.125891 # DEPENDENCYPART_SIBL
(16,9),(16,12),0.116722 # DEPENDENCYPART_SIBL
(16,9),(16,13),0.281309 # DEPENDENCYPART_SIBL
(16,9),(16,15),0.116722 # DEPENDENCYPART_SIBL
(16,9),(16,18),0.0425105 # DEPENDENCYPART_SIBL
(16,9),(16,19),0.101173 # DEPENDENCYPART_SIBL
(16,12),(16,13),0.239228 # DEPENDENCYPART_SIBL
(16,12),(16,15),0.0698213 # DEPENDENCYPART_SIBL
(16,12),(16,18),0.11502 # DEPENDENCYPART_SIBL
(16,12),(16,19),0.0252926 # DEPENDENCYPART_SIBL
(16,13),(16,15),0.0281861 # DEPENDENCYPART_SIBL
(16,13),(16,18),0.0684919 # DEPENDENCYPART_SIBL
(16,13),(16,19),0.0297745 # DEPENDENCYPART_SIBL
(16,15),(16,18),0.11447 # DEPENDENCYPART_SIBL
(16,15),(16,19),0.0300821 # DEPENDENCYPART_SIBL
(16,18),(16,19),0.00933412 # DEPENDENCYPART_SIBL
(17,2),(17,3),0.013484 # DEPENDENCYPART_SIBL
(17,2),(17,4),0.00370397 # DEPENDENCYPART_SIBL
(17,2),(17,5),-0.130147 # DEPENDENCYPART_SIBL
(17,2),(17,6),-0.0821278 # DEPENDENCYPART_SIBL
(17,2),(17,7),-0.0343343 # DEPENDENCYPART_SIBL
(17,2),(17,8),0.0743829 # DEPENDENCYPART_SIBL
(17,2),(17,9),0.0676623 # DEPENDENCYPART_SIBL
(17,2),(17,10),0.0652615 # DEPENDENCYPART_SIBL
(17,2),(17,11),-0.0883652 # DEPENDENCYPART_SIBL
(17,2),(17,12),-0.067917 # DEPENDENCYPART_SIBL
(17,2),(17,13),0.0743829 # DEPENDENCYPART_SIBL
(17,2),(17,14),-0.183038 # DEPENDENCYPART_SIBL
(17,2),(17,15),-0.067922 # DEPENDENCYPART_SIBL
(17,2),(17,16),-0.0729191 # DEPENDENCYPART_SIBL
(17,2),(17,18),-0.0123027 # DEPENDENCYPART_SIBL
(17,2),(17,19),0.026949 # DEPENDENCYPART_SIBL
(17,3),(17,4),-0.0224058 # DEPENDENCYPART_SIBL
(17,3),(17,5),-0.0746117 # DEPENDENCYPART_SIBL
(17,3),(17,6),-0.0416953 # DEPENDENCYPART_SIBL
(17,3),(17,7),-0.0122392 # DEPENDENCYPART_SIBL
(17,3),(17,8),0.13419 # DEPENDENCYPART_SIBL
(17,3),(17,9),0.0913339 # DEPENDENCYPART_SIBL
(17,3),(17,10),-0.00397729 # DEPENDENCYPART_SIBL
(17,3),(17,11),-0.105679 # DEPENDENCYPART_SIBL
(17,3),(17,12),-0.033045 # DEPENDENCYPART_SIBL
(17,3),(17,13),0.13419 # DEPENDENCYPART_SIBL
(17,3),(17,14),-0.101652 # DEPENDENCYPART_SIBL
(17,3),(17,15),-0.0330451 # DEPENDENCYPART_SIBL
(17,3),(17,16),-0.0132539 # DEPENDENCYPART_SIBL
(17,3),(17,18),0.0477645 # DEPENDENCYPART_SIBL
(17,3),(17,19),0.0621622 # DEPENDENCYPART_SIBL
(17,4),(17,5),-0.0626357 # DEPENDENCYPART_SIBL
(17,4),(17,6),-0.0050161 # DEPENDENCYPART_SIBL
(17,4),(17,7),-0.013344 # DEPENDENCYPART_SIBL
(17,4),(17,8),0.0386818 # DEPENDENCYPART_SIBL
(17,4),(17,9),0.0627377 # DEPENDENCYPART_SIBL
(17,4),(17,10),0.00337966 # DEPENDENCYPART_SIBL
(17,4),(17,11),-0.0940173 # DEPENDENCYPART_SIBL
(17,4),(17,12),0.00363275 # DEPENDENCYPART_SIBL
(17,4),(17,13),0.0386818 # DEPENDENCYPART_SIBL
(17,4),(17,14),-0.0936947 # DEPENDENCYPART_SIBL
(17,4),(17,15),0.00363265 # DEPENDENCYPART_SIBL
(17,4),(17,16),-0.00430816 # DEPENDENCYPART_SIBL
(17,4),(17,18),0.00878285 # DEPENDENCYPART_SIBL
(17,4),(17,19),0.0602368 # DEPENDENCYPART_SIBL
(17,5),(17,6),-0.0169822 # DEPENDENCYPART_SIBL
(17,5),(17,7),-0.000804514 # DEPENDENCYPART_SIBL
(17,5),(17,8),0.0572577 # DEPENDENCYPART_SIBL
(17,5),(17,9),0.107677 # DEPENDENCYPART_SIBL
(17,5),(17,10),0.0580086 # DEPENDENCYPART_SIBL
(17,5),(17,11),0.113966 # DEPENDENCYPART_SIBL
(17,5),(17,12),-0.00540803 # DEPENDENCYPART_SIBL
(17,5),(17,13),0.0572577 # DEPENDENCYPART_SIBL
(17,5),(17,14),-0.20827 # DEPENDENCYPART_SIBL
(17,5),(17,15),-0.00557563 # DEPENDENCYPART_SIBL
(17,5),(17,16),0.0161878 # DEPENDENCYPART_SIBL
(17,5),(17,18),-0.0440251 # DEPENDENCYPART_SIBL
(17,5),(17,19),0.0361879 # DEPENDENCYPART_SIBL
(17,6),(17,7),-0.0306654 # DEPENDENCYPART_SIBL
(17,6),(17,8),0.0747478 # DEPENDENCYPART_SIBL
(17,6),(17,9),0.0676057 # DEPENDENCYPART_SIBL
(17,6),(17,10),0.070069 # DEPENDENCYPART_SIBL
(17,6),(17,11),-0.0847978 # DEPENDENCYPART_SIBL
(17,6),(17,12),-0.0507093 # DEPENDENCYPART_SIBL
(17,6),(17,13),0.0747478 # DEPENDENCYPART_SIBL
(17,6),(17,14),-0.179344 # DEPENDENCYPART_SIBL
(17,6),(17,15),-0.0507142 # DEPENDENCYPART_SIBL
(17,6),(17,16),-0.0681115 # DEPENDENCYPART_SIBL
(17,6),(17,18),-0.0226306 # DEPENDENCYPART_SIBL
(17,6),(17,19),0.0161974 # DEPENDENCYPART_SIBL
(17,7),(17,8),0.0913932 # DEPENDENCYPART_SIBL
(17,7),(17,9),0.0102067 # DEPENDENCYPART_SIBL
(17,7),(17,10),0.00831492 # DEPENDENCYPART_SIBL
(17,7),(17,11),-0.0699043 # DEPENDENCYPART_SIBL
(17,7),(17,12),-0.0340743 # DEPENDENCYPART_SIBL
(17,7),(17,13),0.0913932 # DEPENDENCYPART_SIBL
(17,7),(17,14),-0.118052 # DEPENDENCYPART_SIBL
(17,7),(17,15),-0.0340744 # DEPENDENCYPART_SIBL
(17,7),(17,16),-0.0376677 # DEPENDENCYPART_SIBL
(17,7),(17,18),-0.0243685 # DEPENDENCYPART_SIBL
(17,7),(17,19),0.0274056 # DEPENDENCYPART_SIBL
(17,8),(17,9),0.160273 # DEPENDENCYPART_SIBL
(17,8),(17,10),0.0758938 # DEPENDENCYPART_SIBL
(17,8),(17,11),-0.092471 # DEPENDENCYPART_SIBL
(17,8),(17,12),7.21839e-05 # DEPENDENCYPART_SIBL
(17,8),(17,13),0.0423095 # DEPENDENCYPART_SIBL
(17,8),(17,14),-0.144378 # DEPENDENCYPART_SIBL
(17,8),(17,15),6.2408e-05 # DEPENDENCYPART_SIBL
(17,8),(17,16),0.00483666 # DEPENDENCYPART_SIBL
(17,8),(17,18),0.00119584 # DEPENDENCYPART_SIBL
(17,8),(17,19),0.0858519 # DEPENDENCYPART_SIBL
(17,9),(17,10),0.102364 # DEPENDENCYPART_SIBL
(17,9),(17,11),-0.030528 # DEPENDENCYPART_SIBL
(17,9),(17,12),0.00357132 # DEPENDENCYPART_SIBL
(17,9),(17,13),0.215229 # DEPENDENCYPART_SIBL
(17,9),(17,14),-0.0683504 # DEPENDENCYPART_SIBL
(17,9),(17,15),0.00357122 # DEPENDENCYPART_SIBL
(17,9),(17,16),0.00102136 # DEPENDENCYPART_SIBL
(17,9),(17,18),-0.0226035 # DEPENDENCYPART_SIBL
(17,9),(17,19),0.0636543 # DEPENDENCYPART_SIBL
(17,10),(17,11),-0.114896 # DEPENDENCYPART_SIBL
(17,10),(17,12),-0.0333668 # DEPENDENCYPART_SIBL
(17,10),(17,13),0.0367888 # DEPENDENCYPART_SIBL
(17,10),(17,14),-0.112144 # DEPENDENCYPART_SIBL
(17,10),(17,15),-0.0333669 # DEPENDENCYPART_SIBL
(17,10),(17,16),-0.030183 # DEPENDENCYPART_SIBL
(17,10),(17,18),0.0676432 # DEPENDENCYPART_SIBL
(17,10),(17,19),0.158196 # DEPENDENCYPART_SIBL
(17,11),(17,12),0.0108269 # DEPENDENCYPART_SIBL
(17,11),(17,13),0.027986 # DEPENDENCYPART_SIBL
(17,11),(17,14),-0.144778 # DEPENDENCYPART_SIBL
(17,11),(17,15),0.0108213 # DEPENDENCYPART_SIBL
(17,11),(17,16),-0.0607814 # DEPENDENCYPART_SIBL
(17,11),(17,18),0.00191054 # DEPENDENCYPART_SIBL
(17,11),(17,19),-0.0383253 # DEPENDENCYPART_SIBL
(17,12),(17,13),0.0743829 # DEPENDENCYPART_SIBL
(17,12),(17,14),-0.183038 # DEPENDENCYPART_SIBL
(17,12),(17,15),-0.067922 # DEPENDENCYPART_SIBL
(17,12),(17,16),-0.0729191 # DEPENDENCYPART_SIBL
(17,12),(17,18),-0.0123027 # DEPENDENCYPART_SIBL
(17,12),(17,19),0.026949 # DEPENDENCYPART_SIBL
(17,13),(17,14),-0.144378 # DEPENDENCYPART_SIBL
(17,13),(17,15),6.2408e-05 # DEPENDENCYPART_SIBL
(17,13),(17,16),0.00483666 # DEPENDENCYPART_SIBL
(17,13),(17,18),0.00119584 # DEPENDENCYPART_SIBL
(17,13),(17,19),0.0858519 # DEPENDENCYPART_SIBL
(17,14),(17,15),0.0146616 # DEPENDENCYPART_SIBL
(17,14),(17,16),0.0410673 # DEPENDENCYPART_SIBL
(17,14),(17,18),-0.0274469 # DEPENDENCYPART_SIBL
(17,14),(17,19),-0.0129368 # DEPENDENCYPART_SIBL
(17,15),(17,16),-0.0714193 # DEPENDENCYPART_SIBL
(17,15),(17,18),-0.00936103 # DEPENDENCYPART_SIBL
(17,15),(17,19),0.0407213 # DEPENDENCYPART_SIBL
(17,16),(17,18),0.0116255 # DEPENDENCYPART_SIBL
(17,16),(17,19),0.0579278 # DEPENDENCYPART_SIBL
(17,18),(17,19),-0.0159669 # DEPENDENCYPART_SIBL
(18,2),(18,4),0.148393 # DEPENDENCYPART_SIBL
(18,2),(18,5),0.0385837 # DEPENDENCYPART_SIBL
(18,2),(18,7),0.151693 # DEPENDENCYPART_SIBL
(18,2),(18,8),0.282618 # DEPENDENCYPART_SIBL
(18,2),(18,9),0.264008 # DEPENDENCYPART_SIBL
(18,2),(18,10),0.167215 # DEPENDENCYPART_SIBL
(18,2),(18,11),-0.0374862 # DEPENDENCYPART_SIBL
(18,2),(18,12),0.076847 # DEPENDENCYPART_SIBL
(18,2),(18,13),0.282618 # DEPENDENCYPART_SIBL
(18,2),(18,14),0.0257714 # DEPENDENCYPART_SIBL
(18,2),(18,15),0.0768413 # DEPENDENCYPART_SIBL
(18,2),(18,16),0.131558 # DEPENDENCYPART_SIBL
(18,2),(18,17),0.151013 # DEPENDENCYPART_SIBL
(18,2),(18,19),0.0621801 # DEPENDENCYPART_SIBL
(18,4),(18,5),0.104059 # DEPENDENCYPART_SIBL
(18,4),(18,7),0.162672 # DEPENDENCYPART_SIBL
(18,4),(18,8),0.0627903 # DEPENDENCYPART_SIBL
(18,4),(18,9),0.168733 # DEPENDENCYPART_SIBL
(18,4),(18,10),0.0992336 # DEPENDENCYPART_SIBL
(18,4),(18,11),-0.0773262 # DEPENDENCYPART_SIBL
(18,4),(18,12),0.170354 # DEPENDENCYPART_SIBL
(18,4),(18,13),0.0627903 # DEPENDENCYPART_SIBL
(18,4),(18,14),0.104365 # DEPENDENCYPART_SIBL
(18,4),(18,15),0.170354 # DEPENDENCYPART_SIBL
(18,4),(18,16),0.130035 # DEPENDENCYPART_SIBL
(18,4),(18,17),0.162573 # DEPENDENCYPART_SIBL
(18,4),(18,19),0.0528756 # DEPENDENCYPART_SIBL
(18,5),(18,7),0.119325 # DEPENDENCYPART_SIBL
(18,5),(18,8),0.0909566 # DEPENDENCYPART_SIBL
(18,5),(18,9),0.140633 # DEPENDENCYPART_SIBL
(18,5),(18,10),0.0856076 # DEPENDENCYPART_SIBL
(18,5),(18,11),0.130509 # DEPENDENCYPART_SIBL
(18,5),(18,12),0.0537681 # DEPENDENCYPART_SIBL
(18,5),(18,13),0.0909566 # DEPENDENCYPART_SIBL
(18,5),(18,14),-0.0104541 # DEPENDENCYPART_SIBL
(18,5),(18,15),0.0535998 # DEPENDENCYPART_SIBL
(18,5),(18,16),0.0955855 # DEPENDENCYPART_SIBL
(18,5),(18,17),0.119317 # DEPENDENCYPART_SIBL
(18,5),(18,19),0.0835291 # DEPENDENCYPART_SIBL
(18,7),(18,8),0.256209 # DEPENDENCYPART_SIBL
(18,7),(18,9),0.0939211 # DEPENDENCYPART_SIBL
(18,7),(18,10),0.0396292 # DEPENDENCYPART_SIBL
(18,7),(18,11),-0.0763022 # DEPENDENCYPART_SIBL
(18,7),(18,12),0.000778602 # DEPENDENCYPART_SIBL
(18,7),(18,13),0.256209 # DEPENDENCYPART_SIBL
(18,7),(18,14),0.0391023 # DEPENDENCYPART_SIBL
(18,7),(18,15),0.000777773 # DEPENDENCYPART_SIBL
(18,7),(18,16),0.0543034 # DEPENDENCYPART_SIBL
(18,7),(18,17),0.0720509 # DEPENDENCYPART_SIBL
(18,7),(18,19),0.125238 # DEPENDENCYPART_SIBL
(18,8),(18,9),0.129747 # DEPENDENCYPART_SIBL
(18,8),(18,10),0.0339685 # DEPENDENCYPART_SIBL
(18,8),(18,11),-0.131379 # DEPENDENCYPART_SIBL
(18,8),(18,12),0.0485465 # DEPENDENCYPART_SIBL
(18,8),(18,13),0.0586475 # DEPENDENCYPART_SIBL
(18,8),(18,14),-0.0199201 # DEPENDENCYPART_SIBL
(18,8),(18,15),0.0485352 # DEPENDENCYPART_SIBL
(18,8),(18,16),0.03858 # DEPENDENCYPART_SIBL
(18,8),(18,17),0.184214 # DEPENDENCYPART_SIBL
(18,8),(18,19),0.0204113 # DEPENDENCYPART_SIBL
(18,9),(18,10),0.0581887 # DEPENDENCYPART_SIBL
(18,9),(18,11),-0.0755075 # DEPENDENCYPART_SIBL
(18,9),(18,12),0.0201704 # DEPENDENCYPART_SIBL
(18,9),(18,13),0.135226 # DEPENDENCYPART_SIBL
(18,9),(18,14),0.0468803 # DEPENDENCYPART_SIBL
(18,9),(18,15),0.0201696 # DEPENDENCYPART_SIBL
(18,9),(18,16),0.0391449 # DEPENDENCYPART_SIBL
(18,9),(18,17),0.209401 # DEPENDENCYPART_SIBL
(18,9),(18,19),0.0401333 # DEPENDENCYPART_SIBL
(18,10),(18,11),-0.0771354 # DEPENDENCYPART_SIBL
(18,10),(18,12),0.170495 # DEPENDENCYPART_SIBL
(18,10),(18,13),0.076607 # DEPENDENCYPART_SIBL
(18,10),(18,14),0.106587 # DEPENDENCYPART_SIBL
(18,10),(18,15),0.170494 # DEPENDENCYPART_SIBL
(18,10),(18,16),0.128479 # DEPENDENCYPART_SIBL
(18,10),(18,17),0.161004 # DEPENDENCYPART_SIBL
(18,10),(18,19),0.0733169 # DEPENDENCYPART_SIBL
(18,11),(18,12),0.0679518 # DEPENDENCYPART_SIBL
(18,11),(18,13),0.0398805 # DEPENDENCYPART_SIBL
(18,11),(18,14),0.00777884 # DEPENDENCYPART_SIBL
(18,11),(18,15),0.0679454 # DEPENDENCYPART_SIBL
(18,11),(18,16),-0.000365934 # DEPENDENCYPART_SIBL
(18,11),(18,17),0.144764 # DEPENDENCYPART_SIBL
(18,11),(18,19),-0.0375479 # DEPENDENCYPART_SIBL
(18,12),(18,13),0.282618 # DEPENDENCYPART_SIBL
(18,12),(18,14),0.0257714 # DEPENDENCYPART_SIBL
(18,12),(18,15),0.0768413 # DEPENDENCYPART_SIBL
(18,12),(18,16),0.131558 # DEPENDENCYPART_SIBL
(18,12),(18,17),0.151013 # DEPENDENCYPART_SIBL
(18,12),(18,19),0.0621801 # DEPENDENCYPART_SIBL
(18,13),(18,14),-0.0199201 # DEPENDENCYPART_SIBL
(18,13),(18,15),0.0485352 # DEPENDENCYPART_SIBL
(18,13),(18,16),0.03858 # DEPENDENCYPART_SIBL
(18,13),(18,17),0.184214 # DEPENDENCYPART_SIBL
(18,13),(18,19),0.0204113 # DEPENDENCYPART_SIBL
(18,14),(18,15),0.0748419 # DEPENDENCYPART_SIBL
(18,14),(18,16),0.117183 # DEPENDENCYPART_SIBL
(18,14),(18,17),0.12564 # DEPENDENCYPART_SIBL
(18,14),(18,19),0.0479861 # DEPENDENCYPART_SIBL
(18,15),(18,16),0.131354 # DEPENDENCYPART_SIBL
(18,15),(18,17),0.150738 # DEPENDENCYPART_SIBL
(18,15),(18,19),0.0669578 # DEPENDENCYPART_SIBL
(18,16),(18,17),0.158041 # DEPENDENCYPART_SIBL
(18,16),(18,19),0.0606545 # DEPENDENCYPART_SIBL
(18,17),(18,19),0.11706 # DEPENDENCYPART_SIBL
(0,2),(2,1),0.019215 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),0.277201 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),0.734644 # DEPENDENCYPART_GRANDPAR
(0,2),(2,10),0.138397 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),0.502674 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),0.147253 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),0.505926 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),0.429016 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),0.0631838 # DEPENDENCYPART_GRANDPAR
(0,3),(3,12),-0.154648 # DEPENDENCYPART_GRANDPAR
(0,3),(3,17),0.149256 # DEPENDENCYPART_GRANDPAR
(0,3),(3,19),1.87558 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),0.444421 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),0.114188 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),0.187956 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),0.521894 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),0.402297 # DEPENDENCYPART_GRANDPAR
(0,4),(4,12),-0.113946 # DEPENDENCYPART_GRANDPAR
(0,4),(4,13),0.289812 # DEPENDENCYPART_GRANDPAR
(0,4),(4,15),-0.153817 # DEPENDENCYPART_GRANDPAR
(0,4),(4,17),0.165224 # DEPENDENCYPART_GRANDPAR
(0,4),(4,19),1.87791 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),0.472217 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),0.655483 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),0.299177 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),0.131428 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),0.306589 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),0.241759 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),-0.211421 # DEPENDENCYPART_GRANDPAR
(0,5),(5,10),-0.133901 # DEPENDENCYPART_GRANDPAR
(0,5),(5,12),-0.16989 # DEPENDENCYPART_GRANDPAR
(0,5),(5,13),0.129274 # DEPENDENCYPART_GRANDPAR
(0,5),(5,14),-0.382996 # DEPENDENCYPART_GRANDPAR
(0,5),(5,15),-0.210029 # DEPENDENCYPART_GRANDPAR
(0,5),(5,16),-0.387132 # DEPENDENCYPART_GRANDPAR
(0,5),(5,17),-0.0499561 # DEPENDENCYPART_GRANDPAR
(0,5),(5,18),-0.0231798 # DEPENDENCYPART_GRANDPAR
(0,5),(5,19),1.83209 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),0.0180275 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),0.372907 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),0.545998 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),0.139177 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),-0.108483 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),0.433684 # DEPENDENCYPART_GRANDPAR
(0,6),(6,10),0.136678 # DEPENDENCYPART_GRANDPAR
(0,6),(6,17),0.375435 # DEPENDENCYPART_GRANDPAR
(0,6),(6,19),2.04136 # DEPENDENCYPART_GRANDPAR
(0,7),(7,1),0.0678546 # DEPENDENCYPART_GRANDPAR
(0,7),(7,2),0.369749 # DEPENDENCYPART_GRANDPAR
(0,7),(7,3),0.310684 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),0.0586676 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),-0.129735 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),0.0816291 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),0.378143 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),0.0677262 # DEPENDENCYPART_GRANDPAR
(0,7),(7,10),0.0645832 # DEPENDENCYPART_GRANDPAR
(0,7),(7,11),-0.597525 # DEPENDENCYPART_GRANDPAR
(0,7),(7,12),-0.0341151 # DEPENDENCYPART_GRANDPAR
(0,7),(7,13),0.265658 # DEPENDENCYPART_GRANDPAR
(0,7),(7,14),-0.154666 # DEPENDENCYPART_GRANDPAR
(0,7),(7,15),-0.07426 # DEPENDENCYPART_GRANDPAR
(0,7),(7,16),-0.200467 # DEPENDENCYPART_GRANDPAR
(0,7),(7,17),0.190399 # DEPENDENCYPART_GRANDPAR
(0,7),(7,18),0.141985 # DEPENDENCYPART_GRANDPAR
(0,7),(7,19),2.25623 # DEPENDENCYPART_GRANDPAR
(0,9),(9,2),0.41994 # DEPENDENCYPART_GRANDPAR
(0,9),(9,3),0.483213 # DEPENDENCYPART_GRANDPAR
(0,9),(9,4),0.132027 # DEPENDENCYPART_GRANDPAR
(0,9),(9,5),0.152895 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),0.130824 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),0.668361 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),0.562696 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),0.109508 # DEPENDENCYPART_GRANDPAR
(0,9),(9,12),-0.0779168 # DEPENDENCYPART_GRANDPAR
(0,9),(9,13),0.277999 # DEPENDENCYPART_GRANDPAR
(0,9),(9,15),-0.117925 # DEPENDENCYPART_GRANDPAR
(0,9),(9,17),0.376812 # DEPENDENCYPART_GRANDPAR
(0,9),(9,18),0.35777 # DEPENDENCYPART_GRANDPAR
(0,9),(9,19),2.14758 # DEPENDENCYPART_GRANDPAR
(0,10),(10,2),0.475294 # DEPENDENCYPART_GRANDPAR
(0,10),(10,3),0.733565 # DEPENDENCYPART_GRANDPAR
(0,10),(10,4),0.376591 # DEPENDENCYPART_GRANDPAR
(0,10),(10,6),0.186236 # DEPENDENCYPART_GRANDPAR
(0,10),(10,7),0.706724 # DEPENDENCYPART_GRANDPAR
(0,10),(10,8),0.379703 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),0.225464 # DEPENDENCYPART_GRANDPAR
(0,10),(10,12),-0.0463763 # DEPENDENCYPART_GRANDPAR
(0,10),(10,13),0.322807 # DEPENDENCYPART_GRANDPAR
(0,10),(10,15),-0.0862473 # DEPENDENCYPART_GRANDPAR
(0,10),(10,17),0.197275 # DEPENDENCYPART_GRANDPAR
(0,10),(10,19),1.95555 # DEPENDENCYPART_GRANDPAR
(0,16),(16,7),0.653569 # DEPENDENCYPART_GRANDPAR
(0,16),(16,9),0.175148 # DEPENDENCYPART_GRANDPAR
(0,16),(16,12),-0.143513 # DEPENDENCYPART_GRANDPAR
(0,16),(16,13),0.204834 # DEPENDENCYPART_GRANDPAR
(0,16),(16,15),-0.178674 # DEPENDENCYPART_GRANDPAR
(0,16),(16,18),0.104826 # DEPENDENCYPART_GRANDPAR
(0,16),(16,19),1.8825 # DEPENDENCYPART_GRANDPAR
(0,17),(17,2),0.369433 # DEPENDENCYPART_GRANDPAR
(0,17),(17,3),0.347841 # DEPENDENCYPART_GRANDPAR
(0,17),(17,4),0.089023 # DEPENDENCYPART_GRANDPAR
(0,17),(17,5),-0.110515 # DEPENDENCYPART_GRANDPAR
(0,17),(17,6),0.0806605 # DEPENDENCYPART_GRANDPAR
(0,17),(17,7),0.334453 # DEPENDENCYPART_GRANDPAR
(0,17),(17,8),0.283881 # DEPENDENCYPART_GRANDPAR
(0,17),(17,9),0.0168938 # DEPENDENCYPART_GRANDPAR
(0,17),(17,10),0.0369585 # DEPENDENCYPART_GRANDPAR
(0,17),(17,11),-0.903045 # DEPENDENCYPART_GRANDPAR
(0,17),(17,12),-0.219202 # DEPENDENCYPART_GRANDPAR
(0,17),(17,13),0.171397 # DEPENDENCYPART_GRANDPAR
(0,17),(17,14),-0.399046 # DEPENDENCYPART_GRANDPAR
(0,17),(17,15),-0.247316 # DEPENDENCYPART_GRANDPAR
(0,17),(17,16),-0.272185 # DEPENDENCYPART_GRANDPAR
(0,17),(17,18),0.131796 # DEPENDENCYPART_GRANDPAR
(0,17),(17,19),2.28281 # DEPENDENCYPART_GRANDPAR
(0,18),(18,2),0.488275 # DEPENDENCYPART_GRANDPAR
(0,18),(18,4),0.247759 # DEPENDENCYPART_GRANDPAR
(0,18),(18,5),0.0751811 # DEPENDENCYPART_GRANDPAR
(0,18),(18,7),0.58342 # DEPENDENCYPART_GRANDPAR
(0,18),(18,8),0.286655 # DEPENDENCYPART_GRANDPAR
(0,18),(18,9),0.0628815 # DEPENDENCYPART_GRANDPAR
(0,18),(18,10),0.139224 # DEPENDENCYPART_GRANDPAR
(0,18),(18,11),-0.826311 # DEPENDENCYPART_GRANDPAR
(0,18),(18,12),-0.10036 # DEPENDENCYPART_GRANDPAR
(0,18),(18,13),0.17417 # DEPENDENCYPART_GRANDPAR
(0,18),(18,14),-0.222177 # DEPENDENCYPART_GRANDPAR
(0,18),(18,15),-0.135557 # DEPENDENCYPART_GRANDPAR
(0,18),(18,16),-0.134844 # DEPENDENCYPART_GRANDPAR
(0,18),(18,17),0.200755 # DEPENDENCYPART_GRANDPAR
