# _root_ Koszovó székhelyének , Pristinának egyik kerületében összegyűjtik az embereket , majd vonatokon és autóbuszokon elindítják őket Macedónia felé .
#goldHeads=2,4,4,7,6,7,11,9,7,11,0,15,15,15,11,15,18,15,11,
#predictedHeads=2,7,7,7,6,7,11,9,7,11,0,15,15,15,11,15,18,15,11,
(13,7),(13,18),0.0263204 # DEPENDENCYPART_SIBL
(13,7),(13,19),0.183631 # DEPENDENCYPART_SIBL
(13,8),(13,9),0.0272589 # DEPENDENCYPART_SIBL
(13,8),(13,10),0.271166 # DEPENDENCYPART_SIBL
(13,8),(13,11),0.121735 # DEPENDENCYPART_SIBL
(13,8),(13,12),0.0272663 # DEPENDENCYPART_SIBL
(13,8),(13,14),0.0535341 # DEPENDENCYPART_SIBL
(13,8),(13,15),0.039744 # DEPENDENCYPART_SIBL
(13,8),(13,17),0.0535324 # DEPENDENCYPART_SIBL
(13,8),(13,18),-0.0120595 # DEPENDENCYPART_SIBL
(13,8),(13,19),-0.00819169 # DEPENDENCYPART_SIBL
(13,9),(13,10),0.375184 # DEPENDENCYPART_SIBL
(13,9),(13,11),0.169344 # DEPENDENCYPART_SIBL
(13,9),(13,12),0.00557313 # DEPENDENCYPART_SIBL
(13,9),(13,14),0.23187 # DEPENDENCYPART_SIBL
(13,9),(13,15),-0.000540794 # DEPENDENCYPART_SIBL
(13,9),(13,17),0.230862 # DEPENDENCYPART_SIBL
(13,9),(13,18),0.0186391 # DEPENDENCYPART_SIBL
(13,9),(13,19),-0.00926917 # DEPENDENCYPART_SIBL
(13,10),(13,11),0.318301 # DEPENDENCYPART_SIBL
(13,10),(13,12),0.0324195 # DEPENDENCYPART_SIBL
(13,10),(13,14),0.0218518 # DEPENDENCYPART_SIBL
(13,10),(13,15),0.195911 # DEPENDENCYPART_SIBL
(13,10),(13,17),0.021764 # DEPENDENCYPART_SIBL
(13,10),(13,18),0.0578848 # DEPENDENCYPART_SIBL
(13,10),(13,19),0.198796 # DEPENDENCYPART_SIBL
(13,11),(13,12),-0.0314211 # DEPENDENCYPART_SIBL
(13,11),(13,14),-0.0139311 # DEPENDENCYPART_SIBL
(13,11),(13,15),0.0559071 # DEPENDENCYPART_SIBL
(13,11),(13,17),-0.0139333 # DEPENDENCYPART_SIBL
(13,11),(13,18),-0.00559684 # DEPENDENCYPART_SIBL
(13,11),(13,19),0.110124 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.233831 # DEPENDENCYPART_SIBL
(13,12),(13,15),-0.000171722 # DEPENDENCYPART_SIBL
(13,12),(13,17),0.232823 # DEPENDENCYPART_SIBL
(13,12),(13,18),0.0187869 # DEPENDENCYPART_SIBL
(13,12),(13,19),-0.00815188 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.0601764 # DEPENDENCYPART_SIBL
(13,14),(13,17),-0.0462173 # DEPENDENCYPART_SIBL
(13,14),(13,18),0.00900939 # DEPENDENCYPART_SIBL
(13,14),(13,19),-0.0584892 # DEPENDENCYPART_SIBL
(13,15),(13,17),0.0850628 # DEPENDENCYPART_SIBL
(13,15),(13,18),0.0322264 # DEPENDENCYPART_SIBL
(13,15),(13,19),0.173438 # DEPENDENCYPART_SIBL
(13,17),(13,18),0.00900665 # DEPENDENCYPART_SIBL
(13,17),(13,19),-0.0584892 # DEPENDENCYPART_SIBL
(13,18),(13,19),0.00867323 # DEPENDENCYPART_SIBL
(14,1),(14,2),-0.01512 # DEPENDENCYPART_SIBL
(14,1),(14,3),0.656212 # DEPENDENCYPART_SIBL
(14,1),(14,4),-0.01512 # DEPENDENCYPART_SIBL
(14,1),(14,8),-0.261839 # DEPENDENCYPART_SIBL
(14,1),(14,9),-0.0155165 # DEPENDENCYPART_SIBL
(14,1),(14,10),0.656212 # DEPENDENCYPART_SIBL
(14,1),(14,11),0.552813 # DEPENDENCYPART_SIBL
(14,1),(14,12),-0.01512 # DEPENDENCYPART_SIBL
(14,1),(14,13),0.798103 # DEPENDENCYPART_SIBL
(14,1),(14,17),-0.000694641 # DEPENDENCYPART_SIBL
(14,1),(14,18),0.0264671 # DEPENDENCYPART_SIBL
(14,2),(14,3),0.641687 # DEPENDENCYPART_SIBL
(14,2),(14,4),-0.018106 # DEPENDENCYPART_SIBL
(14,2),(14,8),-0.269111 # DEPENDENCYPART_SIBL
(14,2),(14,9),-0.0185025 # DEPENDENCYPART_SIBL
(14,2),(14,10),0.641687 # DEPENDENCYPART_SIBL
(14,2),(14,11),0.54724 # DEPENDENCYPART_SIBL
(14,2),(14,12),-0.018106 # DEPENDENCYPART_SIBL
(14,2),(14,13),0.794005 # DEPENDENCYPART_SIBL
(14,2),(14,17),0.00237036 # DEPENDENCYPART_SIBL
(14,2),(14,18),0.0292382 # DEPENDENCYPART_SIBL
(14,3),(14,4),0.0569251 # DEPENDENCYPART_SIBL
(14,3),(14,8),-0.273529 # DEPENDENCYPART_SIBL
(14,3),(14,9),0.0553515 # DEPENDENCYPART_SIBL
(14,3),(14,10),0.0456326 # DEPENDENCYPART_SIBL
(14,3),(14,11),0.348087 # DEPENDENCYPART_SIBL
(14,3),(14,12),0.0569251 # DEPENDENCYPART_SIBL
(14,3),(14,13),0.231586 # DEPENDENCYPART_SIBL
(14,3),(14,17),-0.00853234 # DEPENDENCYPART_SIBL
(14,3),(14,18),-0.0184815 # DEPENDENCYPART_SIBL
(14,4),(14,8),-0.269111 # DEPENDENCYPART_SIBL
(14,4),(14,9),-0.0185025 # DEPENDENCYPART_SIBL
(14,4),(14,10),0.641687 # DEPENDENCYPART_SIBL
(14,4),(14,11),0.54724 # DEPENDENCYPART_SIBL
(14,4),(14,12),-0.018106 # DEPENDENCYPART_SIBL
(14,4),(14,13),0.794005 # DEPENDENCYPART_SIBL
(14,4),(14,17),0.00237036 # DEPENDENCYPART_SIBL
(14,4),(14,18),0.0292382 # DEPENDENCYPART_SIBL
(14,8),(14,9),0.000855746 # DEPENDENCYPART_SIBL
(14,8),(14,10),0.213182 # DEPENDENCYPART_SIBL
(14,8),(14,11),0.170741 # DEPENDENCYPART_SIBL
(14,8),(14,12),0.000855746 # DEPENDENCYPART_SIBL
(14,8),(14,13),0.121022 # DEPENDENCYPART_SIBL
(14,8),(14,17),-0.00571715 # DEPENDENCYPART_SIBL
(14,8),(14,18),-0.0206603 # DEPENDENCYPART_SIBL
(14,9),(14,10),0.641111 # DEPENDENCYPART_SIBL
(14,9),(14,11),0.547195 # DEPENDENCYPART_SIBL
(14,9),(14,12),-0.0182379 # DEPENDENCYPART_SIBL
(14,9),(14,13),0.79396 # DEPENDENCYPART_SIBL
(14,9),(14,17),0.000566778 # DEPENDENCYPART_SIBL
(14,9),(14,18),0.0292382 # DEPENDENCYPART_SIBL
(14,10),(14,11),0.348087 # DEPENDENCYPART_SIBL
(14,10),(14,12),0.0569251 # DEPENDENCYPART_SIBL
(14,10),(14,13),0.231586 # DEPENDENCYPART_SIBL
(14,10),(14,17),-0.00853234 # DEPENDENCYPART_SIBL
(14,10),(14,18),-0.0184815 # DEPENDENCYPART_SIBL
(14,11),(14,12),0.0102713 # DEPENDENCYPART_SIBL
(14,11),(14,13),0.0655309 # DEPENDENCYPART_SIBL
(14,11),(14,17),-0.0106744 # DEPENDENCYPART_SIBL
(14,11),(14,18),0.0158122 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.794005 # DEPENDENCYPART_SIBL
(14,12),(14,17),0.00237036 # DEPENDENCYPART_SIBL
(14,12),(14,18),0.0292382 # DEPENDENCYPART_SIBL
(14,13),(14,17),-0.00799084 # DEPENDENCYPART_SIBL
(14,13),(14,18),-0.00610363 # DEPENDENCYPART_SIBL
(14,17),(14,18),0.0307446 # DEPENDENCYPART_SIBL
(15,1),(15,2),-0.0383731 # DEPENDENCYPART_SIBL
(15,1),(15,3),0.0971227 # DEPENDENCYPART_SIBL
(15,1),(15,4),-0.0383731 # DEPENDENCYPART_SIBL
(15,1),(15,5),-0.0864389 # DEPENDENCYPART_SIBL
(15,1),(15,6),-0.0387129 # DEPENDENCYPART_SIBL
(15,1),(15,7),-0.0118135 # DEPENDENCYPART_SIBL
(15,1),(15,8),-0.0263245 # DEPENDENCYPART_SIBL
(15,1),(15,9),-0.041653 # DEPENDENCYPART_SIBL
(15,1),(15,10),0.0971227 # DEPENDENCYPART_SIBL
(15,1),(15,11),0.187036 # DEPENDENCYPART_SIBL
(15,1),(15,12),-0.0383731 # DEPENDENCYPART_SIBL
(15,1),(15,13),0.123236 # DEPENDENCYPART_SIBL
(15,1),(15,14),-0.0383731 # DEPENDENCYPART_SIBL
(15,1),(15,16),-0.0325991 # DEPENDENCYPART_SIBL
(15,1),(15,17),-0.0232606 # DEPENDENCYPART_SIBL
(15,1),(15,18),0.0171483 # DEPENDENCYPART_SIBL
(15,1),(15,19),-0.0175912 # DEPENDENCYPART_SIBL
(15,2),(15,3),0.0956371 # DEPENDENCYPART_SIBL
(15,2),(15,4),-0.0309984 # DEPENDENCYPART_SIBL
(15,2),(15,5),-0.084028 # DEPENDENCYPART_SIBL
(15,2),(15,6),-0.0313381 # DEPENDENCYPART_SIBL
(15,2),(15,7),-0.00898354 # DEPENDENCYPART_SIBL
(15,2),(15,8),-0.0239258 # DEPENDENCYPART_SIBL
(15,2),(15,9),-0.0342783 # DEPENDENCYPART_SIBL
(15,2),(15,10),0.0956371 # DEPENDENCYPART_SIBL
(15,2),(15,11),0.191445 # DEPENDENCYPART_SIBL
(15,2),(15,12),-0.0309984 # DEPENDENCYPART_SIBL
(15,2),(15,13),0.129349 # DEPENDENCYPART_SIBL
(15,2),(15,14),-0.0309984 # DEPENDENCYPART_SIBL
(15,2),(15,16),-0.0246483 # DEPENDENCYPART_SIBL
(15,2),(15,17),-0.0140245 # DEPENDENCYPART_SIBL
(15,2),(15,18),0.0252848 # DEPENDENCYPART_SIBL
(15,2),(15,19),0.00695274 # DEPENDENCYPART_SIBL
(15,3),(15,4),-0.00692861 # DEPENDENCYPART_SIBL
(15,3),(15,5),-0.0779661 # DEPENDENCYPART_SIBL
(15,3),(15,6),-0.00692862 # DEPENDENCYPART_SIBL
(15,3),(15,7),0.0158325 # DEPENDENCYPART_SIBL
(15,3),(15,8),0.084078 # DEPENDENCYPART_SIBL
(15,3),(15,9),-0.0125576 # DEPENDENCYPART_SIBL
(15,3),(15,10),0.00513268 # DEPENDENCYPART_SIBL
(15,3),(15,11),0.186586 # DEPENDENCYPART_SIBL
(15,3),(15,12),-0.00692861 # DEPENDENCYPART_SIBL
(15,3),(15,13),0.0442236 # DEPENDENCYPART_SIBL
(15,3),(15,14),-0.00692861 # DEPENDENCYPART_SIBL
(15,3),(15,16),-0.0268368 # DEPENDENCYPART_SIBL
(15,3),(15,17),-0.0195268 # DEPENDENCYPART_SIBL
(15,3),(15,18),0.00257319 # DEPENDENCYPART_SIBL
(15,3),(15,19),0.0213227 # DEPENDENCYPART_SIBL
(15,4),(15,5),-0.084028 # DEPENDENCYPART_SIBL
(15,4),(15,6),-0.0313381 # DEPENDENCYPART_SIBL
(15,4),(15,7),-0.00898354 # DEPENDENCYPART_SIBL
(15,4),(15,8),-0.0239258 # DEPENDENCYPART_SIBL
(15,4),(15,9),-0.0342783 # DEPENDENCYPART_SIBL
(15,4),(15,10),0.0956371 # DEPENDENCYPART_SIBL
(15,4),(15,11),0.191445 # DEPENDENCYPART_SIBL
(15,4),(15,12),-0.0309984 # DEPENDENCYPART_SIBL
(15,4),(15,13),0.129349 # DEPENDENCYPART_SIBL
(15,4),(15,14),-0.0309984 # DEPENDENCYPART_SIBL
(15,4),(15,16),-0.0246483 # DEPENDENCYPART_SIBL
(15,4),(15,17),-0.0140245 # DEPENDENCYPART_SIBL
(15,4),(15,18),0.0252848 # DEPENDENCYPART_SIBL
(15,4),(15,19),0.00695274 # DEPENDENCYPART_SIBL
(15,5),(15,6),-0.0634928 # DEPENDENCYPART_SIBL
(15,5),(15,7),-0.0458162 # DEPENDENCYPART_SIBL
(15,5),(15,8),0.0561901 # DEPENDENCYPART_SIBL
(15,5),(15,9),-0.0659811 # DEPENDENCYPART_SIBL
(15,5),(15,10),0.0363522 # DEPENDENCYPART_SIBL
(15,5),(15,11),0.0757395 # DEPENDENCYPART_SIBL
(15,5),(15,12),-0.0634928 # DEPENDENCYPART_SIBL
(15,5),(15,13),-0.0107434 # DEPENDENCYPART_SIBL
(15,5),(15,14),-0.0634928 # DEPENDENCYPART_SIBL
(15,5),(15,16),-0.0394775 # DEPENDENCYPART_SIBL
(15,5),(15,17),-0.0502397 # DEPENDENCYPART_SIBL
(15,5),(15,18),-0.000975221 # DEPENDENCYPART_SIBL
(15,5),(15,19),-0.0494917 # DEPENDENCYPART_SIBL
(15,6),(15,7),-0.00898354 # DEPENDENCYPART_SIBL
(15,6),(15,8),-0.0239258 # DEPENDENCYPART_SIBL
(15,6),(15,9),-0.0312383 # DEPENDENCYPART_SIBL
(15,6),(15,10),0.101717 # DEPENDENCYPART_SIBL
(15,6),(15,11),0.191445 # DEPENDENCYPART_SIBL
(15,6),(15,12),-0.0279584 # DEPENDENCYPART_SIBL
(15,6),(15,13),0.129349 # DEPENDENCYPART_SIBL
(15,6),(15,14),-0.0279584 # DEPENDENCYPART_SIBL
(15,6),(15,16),-0.0246483 # DEPENDENCYPART_SIBL
(15,6),(15,17),-0.0140245 # DEPENDENCYPART_SIBL
(15,6),(15,18),0.0252848 # DEPENDENCYPART_SIBL
(15,6),(15,19),0.00695274 # DEPENDENCYPART_SIBL
(15,7),(15,8),0.0121793 # DEPENDENCYPART_SIBL
(15,7),(15,9),-0.0304141 # DEPENDENCYPART_SIBL
(15,7),(15,10),0.0793449 # DEPENDENCYPART_SIBL
(15,7),(15,11),0.034625 # DEPENDENCYPART_SIBL
(15,7),(15,12),-0.0263397 # DEPENDENCYPART_SIBL
(15,7),(15,13),-0.00868443 # DEPENDENCYPART_SIBL
(15,7),(15,14),-0.0263397 # DEPENDENCYPART_SIBL
(15,7),(15,16),-0.0226342 # DEPENDENCYPART_SIBL
(15,7),(15,17),-0.0100896 # DEPENDENCYPART_SIBL
(15,7),(15,18),-0.0305286 # DEPENDENCYPART_SIBL
(15,7),(15,19),0.0157563 # DEPENDENCYPART_SIBL
(15,8),(15,9),-0.034535 # DEPENDENCYPART_SIBL
(15,8),(15,10),0.015601 # DEPENDENCYPART_SIBL
(15,8),(15,11),0.096171 # DEPENDENCYPART_SIBL
(15,8),(15,12),-0.0320467 # DEPENDENCYPART_SIBL
(15,8),(15,13),0.00118485 # DEPENDENCYPART_SIBL
(15,8),(15,14),-0.0320467 # DEPENDENCYPART_SIBL
(15,8),(15,16),0.0146872 # DEPENDENCYPART_SIBL
(15,8),(15,17),-0.00480844 # DEPENDENCYPART_SIBL
(15,8),(15,18),0.0275808 # DEPENDENCYPART_SIBL
(15,8),(15,19),0.0155209 # DEPENDENCYPART_SIBL
(15,9),(15,10),0.0936847 # DEPENDENCYPART_SIBL
(15,9),(15,11),0.190469 # DEPENDENCYPART_SIBL
(15,9),(15,12),-0.0321536 # DEPENDENCYPART_SIBL
(15,9),(15,13),0.128372 # DEPENDENCYPART_SIBL
(15,9),(15,14),-0.0321536 # DEPENDENCYPART_SIBL
(15,9),(15,16),-0.0274211 # DEPENDENCYPART_SIBL
(15,9),(15,17),-0.0203925 # DEPENDENCYPART_SIBL
(15,9),(15,18),0.0225121 # DEPENDENCYPART_SIBL
(15,9),(15,19),0.0024946 # DEPENDENCYPART_SIBL
(15,10),(15,11),0.186586 # DEPENDENCYPART_SIBL
(15,10),(15,12),-0.00692861 # DEPENDENCYPART_SIBL
(15,10),(15,13),0.0442236 # DEPENDENCYPART_SIBL
(15,10),(15,14),-0.00692861 # DEPENDENCYPART_SIBL
(15,10),(15,16),-0.0268368 # DEPENDENCYPART_SIBL
(15,10),(15,17),-0.0195268 # DEPENDENCYPART_SIBL
(15,10),(15,18),0.00257319 # DEPENDENCYPART_SIBL
(15,10),(15,19),0.0213227 # DEPENDENCYPART_SIBL
(15,11),(15,12),-0.0329954 # DEPENDENCYPART_SIBL
(15,11),(15,13),-0.0953886 # DEPENDENCYPART_SIBL
(15,11),(15,14),-0.0329954 # DEPENDENCYPART_SIBL
(15,11),(15,16),-0.0272277 # DEPENDENCYPART_SIBL
(15,11),(15,17),-0.0308463 # DEPENDENCYPART_SIBL
(15,11),(15,18),-0.00522024 # DEPENDENCYPART_SIBL
(15,11),(15,19),0.0548278 # DEPENDENCYPART_SIBL
(15,12),(15,13),0.129349 # DEPENDENCYPART_SIBL
(15,12),(15,14),-0.0309984 # DEPENDENCYPART_SIBL
(15,12),(15,16),-0.0246483 # DEPENDENCYPART_SIBL
(15,12),(15,17),-0.0140245 # DEPENDENCYPART_SIBL
(15,12),(15,18),0.0252848 # DEPENDENCYPART_SIBL
(15,12),(15,19),0.00695274 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.0241498 # DEPENDENCYPART_SIBL
(15,13),(15,16),-0.023936 # DEPENDENCYPART_SIBL
(15,13),(15,17),-0.0135928 # DEPENDENCYPART_SIBL
(15,13),(15,18),-0.0378226 # DEPENDENCYPART_SIBL
(15,13),(15,19),-0.00390509 # DEPENDENCYPART_SIBL
(15,14),(15,16),-0.0246483 # DEPENDENCYPART_SIBL
(15,14),(15,17),-0.0140245 # DEPENDENCYPART_SIBL
(15,14),(15,18),0.0252848 # DEPENDENCYPART_SIBL
(15,14),(15,19),0.00695274 # DEPENDENCYPART_SIBL
(15,16),(15,17),0.0344509 # DEPENDENCYPART_SIBL
(15,16),(15,18),0.0149604 # DEPENDENCYPART_SIBL
(15,16),(15,19),-0.00973347 # DEPENDENCYPART_SIBL
(15,17),(15,18),-0.00222048 # DEPENDENCYPART_SIBL
(15,17),(15,19),-0.00109742 # DEPENDENCYPART_SIBL
(15,18),(15,19),-0.0202606 # DEPENDENCYPART_SIBL
(16,7),(16,15),0.0571529 # DEPENDENCYPART_SIBL
(16,7),(16,18),-0.0160414 # DEPENDENCYPART_SIBL
(16,7),(16,19),0.0565471 # DEPENDENCYPART_SIBL
(16,15),(16,18),-0.0160414 # DEPENDENCYPART_SIBL
(16,15),(16,19),0.0565471 # DEPENDENCYPART_SIBL
(16,18),(16,19),0.0456436 # DEPENDENCYPART_SIBL
(17,12),(17,13),0.792995 # DEPENDENCYPART_SIBL
(17,12),(17,14),-0.0183014 # DEPENDENCYPART_SIBL
(17,12),(17,16),0.0507347 # DEPENDENCYPART_SIBL
(17,13),(17,14),0.102991 # DEPENDENCYPART_SIBL
(17,13),(17,16),-0.0331533 # DEPENDENCYPART_SIBL
(17,14),(17,16),0.0507347 # DEPENDENCYPART_SIBL
(18,1),(18,2),-0.159879 # DEPENDENCYPART_SIBL
(18,1),(18,3),0.324307 # DEPENDENCYPART_SIBL
(18,1),(18,4),-0.159879 # DEPENDENCYPART_SIBL
(18,1),(18,6),-0.160218 # DEPENDENCYPART_SIBL
(18,1),(18,9),-0.160275 # DEPENDENCYPART_SIBL
(18,1),(18,10),0.324307 # DEPENDENCYPART_SIBL
(18,1),(18,11),0.30341 # DEPENDENCYPART_SIBL
(18,1),(18,12),-0.159879 # DEPENDENCYPART_SIBL
(18,1),(18,13),0.479234 # DEPENDENCYPART_SIBL
(18,1),(18,14),-0.159879 # DEPENDENCYPART_SIBL
(18,1),(18,17),-0.173971 # DEPENDENCYPART_SIBL
(18,1),(18,19),-0.144979 # DEPENDENCYPART_SIBL
(18,2),(18,3),0.320644 # DEPENDENCYPART_SIBL
(18,2),(18,4),-0.156483 # DEPENDENCYPART_SIBL
(18,2),(18,6),-0.156823 # DEPENDENCYPART_SIBL
(18,2),(18,9),-0.156879 # DEPENDENCYPART_SIBL
(18,2),(18,10),0.320644 # DEPENDENCYPART_SIBL
(18,2),(18,11),0.304647 # DEPENDENCYPART_SIBL
(18,2),(18,12),-0.156483 # DEPENDENCYPART_SIBL
(18,2),(18,13),0.481531 # DEPENDENCYPART_SIBL
(18,2),(18,14),-0.156483 # DEPENDENCYPART_SIBL
(18,2),(18,17),-0.170575 # DEPENDENCYPART_SIBL
(18,2),(18,19),-0.134601 # DEPENDENCYPART_SIBL
(18,3),(18,4),-0.0213091 # DEPENDENCYPART_SIBL
(18,3),(18,6),-0.0213091 # DEPENDENCYPART_SIBL
(18,3),(18,9),-0.0228827 # DEPENDENCYPART_SIBL
(18,3),(18,10),-0.00752799 # DEPENDENCYPART_SIBL
(18,3),(18,11),0.196955 # DEPENDENCYPART_SIBL
(18,3),(18,12),-0.0213091 # DEPENDENCYPART_SIBL
(18,3),(18,13),0.138467 # DEPENDENCYPART_SIBL
(18,3),(18,14),-0.0213091 # DEPENDENCYPART_SIBL
(18,3),(18,17),-0.0275078 # DEPENDENCYPART_SIBL
(18,3),(18,19),-0.0833024 # DEPENDENCYPART_SIBL
(18,4),(18,6),-0.156823 # DEPENDENCYPART_SIBL
(18,4),(18,9),-0.156879 # DEPENDENCYPART_SIBL
(18,4),(18,10),0.320644 # DEPENDENCYPART_SIBL
(18,4),(18,11),0.304647 # DEPENDENCYPART_SIBL
(18,4),(18,12),-0.156483 # DEPENDENCYPART_SIBL
(18,4),(18,13),0.481531 # DEPENDENCYPART_SIBL
(18,4),(18,14),-0.156483 # DEPENDENCYPART_SIBL
(18,4),(18,17),-0.170575 # DEPENDENCYPART_SIBL
(18,4),(18,19),-0.134601 # DEPENDENCYPART_SIBL
(18,6),(18,9),-0.153839 # DEPENDENCYPART_SIBL
(18,6),(18,10),0.326724 # DEPENDENCYPART_SIBL
(18,6),(18,11),0.304647 # DEPENDENCYPART_SIBL
(18,6),(18,12),-0.153443 # DEPENDENCYPART_SIBL
(18,6),(18,13),0.481531 # DEPENDENCYPART_SIBL
(18,6),(18,14),-0.153443 # DEPENDENCYPART_SIBL
(18,6),(18,17),-0.167535 # DEPENDENCYPART_SIBL
(18,6),(18,19),-0.134601 # DEPENDENCYPART_SIBL
(18,9),(18,10),0.320067 # DEPENDENCYPART_SIBL
(18,9),(18,11),0.304602 # DEPENDENCYPART_SIBL
(18,9),(18,12),-0.156615 # DEPENDENCYPART_SIBL
(18,9),(18,13),0.481487 # DEPENDENCYPART_SIBL
(18,9),(18,14),-0.156615 # DEPENDENCYPART_SIBL
(18,9),(18,17),-0.170706 # DEPENDENCYPART_SIBL
(18,9),(18,19),-0.135487 # DEPENDENCYPART_SIBL
(18,10),(18,11),0.196955 # DEPENDENCYPART_SIBL
(18,10),(18,12),-0.0213091 # DEPENDENCYPART_SIBL
(18,10),(18,13),0.138467 # DEPENDENCYPART_SIBL
(18,10),(18,14),-0.0213091 # DEPENDENCYPART_SIBL
(18,10),(18,17),-0.0275078 # DEPENDENCYPART_SIBL
(18,10),(18,19),-0.0833024 # DEPENDENCYPART_SIBL
(18,11),(18,12),-0.0913746 # DEPENDENCYPART_SIBL
(18,11),(18,13),-0.0077836 # DEPENDENCYPART_SIBL
(18,11),(18,14),-0.0913746 # DEPENDENCYPART_SIBL
(18,11),(18,17),-0.0953367 # DEPENDENCYPART_SIBL
(18,11),(18,19),-0.0465303 # DEPENDENCYPART_SIBL
(18,12),(18,13),0.481531 # DEPENDENCYPART_SIBL
(18,12),(18,14),-0.156483 # DEPENDENCYPART_SIBL
(18,12),(18,17),-0.170575 # DEPENDENCYPART_SIBL
(18,12),(18,19),-0.134601 # DEPENDENCYPART_SIBL
(18,13),(18,14),0.0292805 # DEPENDENCYPART_SIBL
(18,13),(18,17),0.0275459 # DEPENDENCYPART_SIBL
(18,13),(18,19),-0.122567 # DEPENDENCYPART_SIBL
(18,14),(18,17),-0.170575 # DEPENDENCYPART_SIBL
(18,14),(18,19),-0.134601 # DEPENDENCYPART_SIBL
(18,17),(18,19),-0.13966 # DEPENDENCYPART_SIBL
(0,1),(1,2),1.07692 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),0.460186 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),0.647913 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),0.113411 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),0.223705 # DEPENDENCYPART_GRANDPAR
(0,1),(1,7),0.821738 # DEPENDENCYPART_GRANDPAR
(0,1),(1,19),2.0159 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.57141 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),0.451232 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),0.639623 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),0.215415 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),0.812133 # DEPENDENCYPART_GRANDPAR
(0,2),(2,11),0.583027 # DEPENDENCYPART_GRANDPAR
(0,2),(2,15),0.527313 # DEPENDENCYPART_GRANDPAR
(0,2),(2,18),-0.176601 # DEPENDENCYPART_GRANDPAR
(0,2),(2,19),1.98165 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),0.57141 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),0.865602 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),0.237187 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),0.103751 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),0.215415 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),0.812133 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),-0.109033 # DEPENDENCYPART_GRANDPAR
(0,4),(4,10),0.241686 # DEPENDENCYPART_GRANDPAR
(0,4),(4,12),-0.0918418 # DEPENDENCYPART_GRANDPAR
(0,4),(4,14),-0.13562 # DEPENDENCYPART_GRANDPAR
(0,4),(4,15),0.527313 # DEPENDENCYPART_GRANDPAR
(0,4),(4,19),1.98165 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),0.0656332 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),0.406564 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),-0.258545 # DEPENDENCYPART_GRANDPAR
(0,5),(5,10),0.0282828 # DEPENDENCYPART_GRANDPAR
(0,5),(5,11),0.24769 # DEPENDENCYPART_GRANDPAR
(0,5),(5,12),-0.241624 # DEPENDENCYPART_GRANDPAR
(0,5),(5,13),-0.0675227 # DEPENDENCYPART_GRANDPAR
(0,5),(5,14),-0.285402 # DEPENDENCYPART_GRANDPAR
(0,5),(5,15),0.121745 # DEPENDENCYPART_GRANDPAR
(0,5),(5,17),-0.50673 # DEPENDENCYPART_GRANDPAR
(0,5),(5,19),1.79763 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),0.569078 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),0.863271 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),0.237187 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),0.434267 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),-0.272662 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),-0.103896 # DEPENDENCYPART_GRANDPAR
(0,6),(6,15),0.527313 # DEPENDENCYPART_GRANDPAR
(0,6),(6,18),-0.176601 # DEPENDENCYPART_GRANDPAR
(0,7),(7,1),0.522353 # DEPENDENCYPART_GRANDPAR
(0,7),(7,2),0.820888 # DEPENDENCYPART_GRANDPAR
(0,7),(7,3),0.214468 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),0.391885 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),-0.345123 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),-0.0310091 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),-0.463742 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),-0.154013 # DEPENDENCYPART_GRANDPAR
(0,7),(7,10),0.164212 # DEPENDENCYPART_GRANDPAR
(0,7),(7,11),0.440584 # DEPENDENCYPART_GRANDPAR
