# _root_ Krőzsel pénzügyi okokkal magyarázta , hogy az ORFK vezetése csökkentette a MESZ létszámát , pedig elégedett volt az eddigi tevékenységével .
#goldHeads=4,3,4,0,4,4,8,9,10,4,12,13,10,4,4,17,4,20,20,17,4,
#predictedHeads=4,3,4,0,4,4,8,9,10,4,12,13,10,10,17,17,4,20,20,17,4,
(13,1),(13,8),-0.0298563 # DEPENDENCYPART_SIBL
(13,1),(13,9),-0.0202544 # DEPENDENCYPART_SIBL
(13,1),(13,10),0.15318 # DEPENDENCYPART_SIBL
(13,1),(13,11),-0.317137 # DEPENDENCYPART_SIBL
(13,1),(13,12),-0.0222171 # DEPENDENCYPART_SIBL
(13,1),(13,14),-0.00283961 # DEPENDENCYPART_SIBL
(13,1),(13,15),-0.00462624 # DEPENDENCYPART_SIBL
(13,1),(13,16),0.0522607 # DEPENDENCYPART_SIBL
(13,1),(13,17),0.000100259 # DEPENDENCYPART_SIBL
(13,1),(13,20),0.00337231 # DEPENDENCYPART_SIBL
(13,4),(13,5),0.313874 # DEPENDENCYPART_SIBL
(13,4),(13,6),0.101086 # DEPENDENCYPART_SIBL
(13,4),(13,7),-0.270864 # DEPENDENCYPART_SIBL
(13,4),(13,8),-0.0556389 # DEPENDENCYPART_SIBL
(13,4),(13,9),-0.048861 # DEPENDENCYPART_SIBL
(13,4),(13,10),0.0345948 # DEPENDENCYPART_SIBL
(13,4),(13,11),-0.353507 # DEPENDENCYPART_SIBL
(13,4),(13,12),-0.0553656 # DEPENDENCYPART_SIBL
(13,4),(13,14),-0.0137764 # DEPENDENCYPART_SIBL
(13,4),(13,15),0.0269894 # DEPENDENCYPART_SIBL
(13,4),(13,16),0.032881 # DEPENDENCYPART_SIBL
(13,4),(13,17),0.0277816 # DEPENDENCYPART_SIBL
(13,4),(13,20),-0.00604031 # DEPENDENCYPART_SIBL
(13,5),(13,6),0.105326 # DEPENDENCYPART_SIBL
(13,5),(13,7),-0.273529 # DEPENDENCYPART_SIBL
(13,5),(13,8),0.0454041 # DEPENDENCYPART_SIBL
(13,5),(13,9),0.0558419 # DEPENDENCYPART_SIBL
(13,5),(13,10),0.140124 # DEPENDENCYPART_SIBL
(13,5),(13,11),-0.408123 # DEPENDENCYPART_SIBL
(13,5),(13,12),0.0519874 # DEPENDENCYPART_SIBL
(13,5),(13,14),-0.0346477 # DEPENDENCYPART_SIBL
(13,5),(13,15),-0.0175547 # DEPENDENCYPART_SIBL
(13,5),(13,16),0.00576726 # DEPENDENCYPART_SIBL
(13,5),(13,17),-0.0447483 # DEPENDENCYPART_SIBL
(13,5),(13,20),-0.00844477 # DEPENDENCYPART_SIBL
(13,6),(13,7),-0.287471 # DEPENDENCYPART_SIBL
(13,6),(13,8),-0.0996332 # DEPENDENCYPART_SIBL
(13,6),(13,9),-0.0951687 # DEPENDENCYPART_SIBL
(13,6),(13,10),0.116208 # DEPENDENCYPART_SIBL
(13,6),(13,11),-0.403357 # DEPENDENCYPART_SIBL
(13,6),(13,12),-0.0993599 # DEPENDENCYPART_SIBL
(13,6),(13,14),-0.0401258 # DEPENDENCYPART_SIBL
(13,6),(13,15),-0.00867816 # DEPENDENCYPART_SIBL
(13,6),(13,16),0.0292647 # DEPENDENCYPART_SIBL
(13,6),(13,17),-0.0122218 # DEPENDENCYPART_SIBL
(13,6),(13,20),-0.0114092 # DEPENDENCYPART_SIBL
(13,7),(13,8),-0.00439658 # DEPENDENCYPART_SIBL
(13,7),(13,9),0.000814769 # DEPENDENCYPART_SIBL
(13,7),(13,10),0.159954 # DEPENDENCYPART_SIBL
(13,7),(13,11),-0.542227 # DEPENDENCYPART_SIBL
(13,7),(13,12),-0.0139272 # DEPENDENCYPART_SIBL
(13,7),(13,14),-0.0165824 # DEPENDENCYPART_SIBL
(13,7),(13,15),-0.0093281 # DEPENDENCYPART_SIBL
(13,7),(13,16),0.0148584 # DEPENDENCYPART_SIBL
(13,7),(13,17),-0.024781 # DEPENDENCYPART_SIBL
(13,7),(13,20),-0.00571568 # DEPENDENCYPART_SIBL
(13,8),(13,9),-0.0254331 # DEPENDENCYPART_SIBL
(13,8),(13,10),0.151431 # DEPENDENCYPART_SIBL
(13,8),(13,11),-0.319851 # DEPENDENCYPART_SIBL
(13,8),(13,12),-0.0273958 # DEPENDENCYPART_SIBL
(13,8),(13,14),-0.00933797 # DEPENDENCYPART_SIBL
(13,8),(13,15),-0.00462629 # DEPENDENCYPART_SIBL
(13,8),(13,16),0.0525738 # DEPENDENCYPART_SIBL
(13,8),(13,17),-0.00134211 # DEPENDENCYPART_SIBL
(13,8),(13,20),0.00303362 # DEPENDENCYPART_SIBL
(13,9),(13,10),0.15081 # DEPENDENCYPART_SIBL
(13,9),(13,11),-0.319351 # DEPENDENCYPART_SIBL
(13,9),(13,12),-0.0216424 # DEPENDENCYPART_SIBL
(13,9),(13,14),-0.00155932 # DEPENDENCYPART_SIBL
(13,9),(13,15),-0.001266 # DEPENDENCYPART_SIBL
(13,9),(13,16),0.0522819 # DEPENDENCYPART_SIBL
(13,9),(13,17),-0.00134445 # DEPENDENCYPART_SIBL
(13,9),(13,20),0.0103905 # DEPENDENCYPART_SIBL
(13,10),(13,11),-0.353507 # DEPENDENCYPART_SIBL
(13,10),(13,12),-0.0553652 # DEPENDENCYPART_SIBL
(13,10),(13,14),-0.0137764 # DEPENDENCYPART_SIBL
(13,10),(13,15),0.0269894 # DEPENDENCYPART_SIBL
(13,10),(13,16),0.032881 # DEPENDENCYPART_SIBL
(13,10),(13,17),0.027798 # DEPENDENCYPART_SIBL
(13,10),(13,20),-0.0060269 # DEPENDENCYPART_SIBL
(13,11),(13,12),-0.011632 # DEPENDENCYPART_SIBL
(13,11),(13,14),-0.00907785 # DEPENDENCYPART_SIBL
(13,11),(13,15),-0.0192324 # DEPENDENCYPART_SIBL
(13,11),(13,16),0.0500727 # DEPENDENCYPART_SIBL
(13,11),(13,17),-0.00358725 # DEPENDENCYPART_SIBL
(13,11),(13,20),-0.00331977 # DEPENDENCYPART_SIBL
(13,12),(13,14),-0.00284243 # DEPENDENCYPART_SIBL
(13,12),(13,15),-0.00462964 # DEPENDENCYPART_SIBL
(13,12),(13,16),0.0525752 # DEPENDENCYPART_SIBL
(13,12),(13,17),9.86979e-05 # DEPENDENCYPART_SIBL
(13,12),(13,20),0.00829666 # DEPENDENCYPART_SIBL
(13,14),(13,15),0.123415 # DEPENDENCYPART_SIBL
(13,14),(13,16),0.130992 # DEPENDENCYPART_SIBL
(13,14),(13,17),0.482726 # DEPENDENCYPART_SIBL
(13,14),(13,20),0.342981 # DEPENDENCYPART_SIBL
(13,15),(13,16),0.0170915 # DEPENDENCYPART_SIBL
(13,15),(13,17),0.0138248 # DEPENDENCYPART_SIBL
(13,15),(13,20),-0.000371191 # DEPENDENCYPART_SIBL
(13,16),(13,17),0.0624648 # DEPENDENCYPART_SIBL
(13,16),(13,20),0.0644124 # DEPENDENCYPART_SIBL
(13,17),(13,20),0.0741048 # DEPENDENCYPART_SIBL
(15,1),(15,2),0.0366048 # DEPENDENCYPART_SIBL
(15,1),(15,3),0.0567509 # DEPENDENCYPART_SIBL
(15,1),(15,4),0.0687443 # DEPENDENCYPART_SIBL
(15,1),(15,5),0.363362 # DEPENDENCYPART_SIBL
(15,1),(15,6),0.247229 # DEPENDENCYPART_SIBL
(15,1),(15,8),0.0530684 # DEPENDENCYPART_SIBL
(15,1),(15,9),0.055858 # DEPENDENCYPART_SIBL
(15,1),(15,10),0.0687529 # DEPENDENCYPART_SIBL
(15,1),(15,11),-0.0106571 # DEPENDENCYPART_SIBL
(15,1),(15,12),0.0587892 # DEPENDENCYPART_SIBL
(15,1),(15,13),0.0546124 # DEPENDENCYPART_SIBL
(15,1),(15,14),0.363362 # DEPENDENCYPART_SIBL
(15,1),(15,16),0.0340245 # DEPENDENCYPART_SIBL
(15,1),(15,17),-0.00656813 # DEPENDENCYPART_SIBL
(15,1),(15,19),0.0354922 # DEPENDENCYPART_SIBL
(15,1),(15,20),0.18922 # DEPENDENCYPART_SIBL
(15,1),(15,21),-0.0155477 # DEPENDENCYPART_SIBL
(15,2),(15,3),0.00997134 # DEPENDENCYPART_SIBL
(15,2),(15,4),0.0305281 # DEPENDENCYPART_SIBL
(15,2),(15,5),0.242971 # DEPENDENCYPART_SIBL
(15,2),(15,6),0.202428 # DEPENDENCYPART_SIBL
(15,2),(15,8),0.00842863 # DEPENDENCYPART_SIBL
(15,2),(15,9),0.00994932 # DEPENDENCYPART_SIBL
(15,2),(15,10),0.030533 # DEPENDENCYPART_SIBL
(15,2),(15,11),-0.196136 # DEPENDENCYPART_SIBL
(15,2),(15,12),0.00997134 # DEPENDENCYPART_SIBL
(15,2),(15,13),0.00997116 # DEPENDENCYPART_SIBL
(15,2),(15,14),0.242971 # DEPENDENCYPART_SIBL
(15,2),(15,16),0.0679597 # DEPENDENCYPART_SIBL
(15,2),(15,17),-0.0073052 # DEPENDENCYPART_SIBL
(15,2),(15,19),0.0678947 # DEPENDENCYPART_SIBL
(15,2),(15,20),0.0378256 # DEPENDENCYPART_SIBL
(15,2),(15,21),-0.00142367 # DEPENDENCYPART_SIBL
(15,3),(15,4),0.0688323 # DEPENDENCYPART_SIBL
(15,3),(15,5),0.363494 # DEPENDENCYPART_SIBL
(15,3),(15,6),0.247327 # DEPENDENCYPART_SIBL
(15,3),(15,8),0.0540926 # DEPENDENCYPART_SIBL
(15,3),(15,9),0.0568823 # DEPENDENCYPART_SIBL
(15,3),(15,10),0.0688409 # DEPENDENCYPART_SIBL
(15,3),(15,11),-0.0105801 # DEPENDENCYPART_SIBL
(15,3),(15,12),0.0598134 # DEPENDENCYPART_SIBL
(15,3),(15,13),0.0556367 # DEPENDENCYPART_SIBL
(15,3),(15,14),0.363494 # DEPENDENCYPART_SIBL
(15,3),(15,16),0.0343478 # DEPENDENCYPART_SIBL
(15,3),(15,17),-0.00655966 # DEPENDENCYPART_SIBL
(15,3),(15,19),0.0358155 # DEPENDENCYPART_SIBL
(15,3),(15,20),0.189231 # DEPENDENCYPART_SIBL
(15,3),(15,21),-0.0155339 # DEPENDENCYPART_SIBL
(15,4),(15,5),0.375282 # DEPENDENCYPART_SIBL
(15,4),(15,6),0.0882195 # DEPENDENCYPART_SIBL
(15,4),(15,8),-0.00860836 # DEPENDENCYPART_SIBL
(15,4),(15,9),-0.00548174 # DEPENDENCYPART_SIBL
(15,4),(15,10),-0.0391687 # DEPENDENCYPART_SIBL
(15,4),(15,11),-0.0506479 # DEPENDENCYPART_SIBL
(15,4),(15,12),-0.00706564 # DEPENDENCYPART_SIBL
(15,4),(15,13),-0.00706597 # DEPENDENCYPART_SIBL
(15,4),(15,14),0.375282 # DEPENDENCYPART_SIBL
(15,4),(15,16),0.0240951 # DEPENDENCYPART_SIBL
(15,4),(15,17),0.119451 # DEPENDENCYPART_SIBL
(15,4),(15,19),0.0241065 # DEPENDENCYPART_SIBL
(15,4),(15,20),0.0140529 # DEPENDENCYPART_SIBL
(15,4),(15,21),0.0921325 # DEPENDENCYPART_SIBL
(15,5),(15,6),0.205402 # DEPENDENCYPART_SIBL
(15,5),(15,8),0.0380653 # DEPENDENCYPART_SIBL
(15,5),(15,9),0.04392 # DEPENDENCYPART_SIBL
(15,5),(15,10),0.0743216 # DEPENDENCYPART_SIBL
(15,5),(15,11),-0.0566382 # DEPENDENCYPART_SIBL
(15,5),(15,12),0.0449915 # DEPENDENCYPART_SIBL
(15,5),(15,13),0.0449914 # DEPENDENCYPART_SIBL
(15,5),(15,14),0.0205045 # DEPENDENCYPART_SIBL
(15,5),(15,16),0.050663 # DEPENDENCYPART_SIBL
(15,5),(15,17),0.157064 # DEPENDENCYPART_SIBL
(15,5),(15,19),0.0507479 # DEPENDENCYPART_SIBL
(15,5),(15,20),0.086232 # DEPENDENCYPART_SIBL
(15,5),(15,21),0.153392 # DEPENDENCYPART_SIBL
(15,6),(15,8),-0.0715561 # DEPENDENCYPART_SIBL
(15,6),(15,9),-0.0707391 # DEPENDENCYPART_SIBL
(15,6),(15,10),0.0305915 # DEPENDENCYPART_SIBL
(15,6),(15,11),-0.08276 # DEPENDENCYPART_SIBL
(15,6),(15,12),-0.0700134 # DEPENDENCYPART_SIBL
(15,6),(15,13),-0.0702077 # DEPENDENCYPART_SIBL
(15,6),(15,14),0.114811 # DEPENDENCYPART_SIBL
(15,6),(15,16),0.0153196 # DEPENDENCYPART_SIBL
(15,6),(15,17),0.0363811 # DEPENDENCYPART_SIBL
(15,6),(15,19),0.014885 # DEPENDENCYPART_SIBL
(15,6),(15,20),0.0388879 # DEPENDENCYPART_SIBL
(15,6),(15,21),0.076572 # DEPENDENCYPART_SIBL
(15,8),(15,9),0.0527137 # DEPENDENCYPART_SIBL
(15,8),(15,10),0.0682211 # DEPENDENCYPART_SIBL
(15,8),(15,11),-0.0116799 # DEPENDENCYPART_SIBL
(15,8),(15,12),0.0556449 # DEPENDENCYPART_SIBL
(15,8),(15,13),0.0514681 # DEPENDENCYPART_SIBL
(15,8),(15,14),0.356922 # DEPENDENCYPART_SIBL
(15,8),(15,16),0.0351466 # DEPENDENCYPART_SIBL
(15,8),(15,17),-0.00764789 # DEPENDENCYPART_SIBL
(15,8),(15,19),0.0366143 # DEPENDENCYPART_SIBL
(15,8),(15,20),0.191195 # DEPENDENCYPART_SIBL
(15,8),(15,21),-0.0173967 # DEPENDENCYPART_SIBL
(15,9),(15,10),0.0686757 # DEPENDENCYPART_SIBL
(15,9),(15,11),-0.010584 # DEPENDENCYPART_SIBL
(15,9),(15,12),0.0616777 # DEPENDENCYPART_SIBL
(15,9),(15,13),0.057501 # DEPENDENCYPART_SIBL
(15,9),(15,14),0.368256 # DEPENDENCYPART_SIBL
(15,9),(15,16),0.0340486 # DEPENDENCYPART_SIBL
(15,9),(15,17),-0.00801511 # DEPENDENCYPART_SIBL
(15,9),(15,19),0.0355162 # DEPENDENCYPART_SIBL
(15,9),(15,20),0.196234 # DEPENDENCYPART_SIBL
(15,9),(15,21),-0.0190485 # DEPENDENCYPART_SIBL
(15,10),(15,11),-0.050646 # DEPENDENCYPART_SIBL
(15,10),(15,12),-0.00706371 # DEPENDENCYPART_SIBL
(15,10),(15,13),-0.00706404 # DEPENDENCYPART_SIBL
(15,10),(15,14),0.375291 # DEPENDENCYPART_SIBL
(15,10),(15,16),0.0241012 # DEPENDENCYPART_SIBL
(15,10),(15,17),0.119478 # DEPENDENCYPART_SIBL
(15,10),(15,19),0.0241126 # DEPENDENCYPART_SIBL
(15,10),(15,20),0.0140731 # DEPENDENCYPART_SIBL
(15,10),(15,21),0.0921707 # DEPENDENCYPART_SIBL
(15,11),(15,12),0.000512389 # DEPENDENCYPART_SIBL
(15,11),(15,13),0.0103573 # DEPENDENCYPART_SIBL
(15,11),(15,14),0.0896077 # DEPENDENCYPART_SIBL
(15,11),(15,16),0.0121473 # DEPENDENCYPART_SIBL
(15,11),(15,17),-0.0390081 # DEPENDENCYPART_SIBL
(15,11),(15,19),-0.00474027 # DEPENDENCYPART_SIBL
(15,11),(15,20),0.0281212 # DEPENDENCYPART_SIBL
(15,11),(15,21),-0.119457 # DEPENDENCYPART_SIBL
(15,12),(15,13),0.062309 # DEPENDENCYPART_SIBL
(15,12),(15,14),0.363494 # DEPENDENCYPART_SIBL
(15,12),(15,16),0.0343478 # DEPENDENCYPART_SIBL
(15,12),(15,17),-0.00655965 # DEPENDENCYPART_SIBL
(15,12),(15,19),0.0358155 # DEPENDENCYPART_SIBL
(15,12),(15,20),0.194153 # DEPENDENCYPART_SIBL
(15,12),(15,21),-0.00217389 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.363386 # DEPENDENCYPART_SIBL
(15,13),(15,16),0.034317 # DEPENDENCYPART_SIBL
(15,13),(15,17),-0.0067959 # DEPENDENCYPART_SIBL
(15,13),(15,19),0.0357847 # DEPENDENCYPART_SIBL
(15,13),(15,20),0.189192 # DEPENDENCYPART_SIBL
(15,13),(15,21),-0.0166157 # DEPENDENCYPART_SIBL
(15,14),(15,16),0.050663 # DEPENDENCYPART_SIBL
(15,14),(15,17),0.157064 # DEPENDENCYPART_SIBL
(15,14),(15,19),0.0507479 # DEPENDENCYPART_SIBL
(15,14),(15,20),0.086232 # DEPENDENCYPART_SIBL
(15,14),(15,21),0.153392 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.0143803 # DEPENDENCYPART_SIBL
(15,16),(15,19),-0.0179505 # DEPENDENCYPART_SIBL
(15,16),(15,20),0.0165318 # DEPENDENCYPART_SIBL
(15,16),(15,21),0.0469466 # DEPENDENCYPART_SIBL
(15,17),(15,19),0.0232106 # DEPENDENCYPART_SIBL
(15,17),(15,20),0.0852128 # DEPENDENCYPART_SIBL
(15,17),(15,21),0.068704 # DEPENDENCYPART_SIBL
(15,19),(15,20),0.0156737 # DEPENDENCYPART_SIBL
(15,19),(15,21),0.0316011 # DEPENDENCYPART_SIBL
(15,20),(15,21),-0.0224602 # DEPENDENCYPART_SIBL
(16,4),(16,6),0.0696721 # DEPENDENCYPART_SIBL
(16,4),(16,8),0.000725143 # DEPENDENCYPART_SIBL
(16,4),(16,10),0.0736827 # DEPENDENCYPART_SIBL
(16,4),(16,11),-0.0763029 # DEPENDENCYPART_SIBL
(16,4),(16,12),0.000770291 # DEPENDENCYPART_SIBL
(16,4),(16,13),0.000770148 # DEPENDENCYPART_SIBL
(16,4),(16,14),0.268251 # DEPENDENCYPART_SIBL
(16,4),(16,15),0.0736752 # DEPENDENCYPART_SIBL
(16,4),(16,19),0.0385499 # DEPENDENCYPART_SIBL
(16,4),(16,20),0.0597476 # DEPENDENCYPART_SIBL
(16,4),(16,21),0.115432 # DEPENDENCYPART_SIBL
(16,6),(16,8),-0.0341331 # DEPENDENCYPART_SIBL
(16,6),(16,10),0.216322 # DEPENDENCYPART_SIBL
(16,6),(16,11),-0.0987193 # DEPENDENCYPART_SIBL
(16,6),(16,12),-0.034088 # DEPENDENCYPART_SIBL
(16,6),(16,13),-0.0342821 # DEPENDENCYPART_SIBL
(16,6),(16,14),0.172817 # DEPENDENCYPART_SIBL
(16,6),(16,15),0.040536 # DEPENDENCYPART_SIBL
(16,6),(16,19),0.00581873 # DEPENDENCYPART_SIBL
(16,6),(16,20),0.0152775 # DEPENDENCYPART_SIBL
(16,6),(16,21),0.0516455 # DEPENDENCYPART_SIBL
(16,8),(16,10),0.149267 # DEPENDENCYPART_SIBL
(16,8),(16,11),-0.0403752 # DEPENDENCYPART_SIBL
(16,8),(16,12),0.0726342 # DEPENDENCYPART_SIBL
(16,8),(16,13),0.0684577 # DEPENDENCYPART_SIBL
(16,8),(16,14),0.28453 # DEPENDENCYPART_SIBL
(16,8),(16,15),0.266298 # DEPENDENCYPART_SIBL
(16,8),(16,19),0.0418103 # DEPENDENCYPART_SIBL
(16,8),(16,20),0.0190024 # DEPENDENCYPART_SIBL
(16,8),(16,21),0.0466451 # DEPENDENCYPART_SIBL
(16,10),(16,11),-0.0763029 # DEPENDENCYPART_SIBL
(16,10),(16,12),0.000770291 # DEPENDENCYPART_SIBL
(16,10),(16,13),0.000770148 # DEPENDENCYPART_SIBL
(16,10),(16,14),0.268255 # DEPENDENCYPART_SIBL
(16,10),(16,15),0.0736757 # DEPENDENCYPART_SIBL
(16,10),(16,19),0.0385499 # DEPENDENCYPART_SIBL
(16,10),(16,20),0.059761 # DEPENDENCYPART_SIBL
(16,10),(16,21),0.115461 # DEPENDENCYPART_SIBL
(16,11),(16,12),0.0580994 # DEPENDENCYPART_SIBL
(16,11),(16,13),0.0679444 # DEPENDENCYPART_SIBL
(16,11),(16,14),0.0519276 # DEPENDENCYPART_SIBL
(16,11),(16,15),0.0671669 # DEPENDENCYPART_SIBL
(16,11),(16,19),0.0370985 # DEPENDENCYPART_SIBL
(16,11),(16,20),0.0225869 # DEPENDENCYPART_SIBL
(16,11),(16,21),-0.0473114 # DEPENDENCYPART_SIBL
(16,12),(16,13),0.0787162 # DEPENDENCYPART_SIBL
(16,12),(16,14),0.289901 # DEPENDENCYPART_SIBL
(16,12),(16,15),0.26653 # DEPENDENCYPART_SIBL
(16,12),(16,19),0.0418235 # DEPENDENCYPART_SIBL
(16,12),(16,20),0.0242817 # DEPENDENCYPART_SIBL
(16,12),(16,21),0.0621831 # DEPENDENCYPART_SIBL
(16,13),(16,14),0.289851 # DEPENDENCYPART_SIBL
(16,13),(16,15),0.266527 # DEPENDENCYPART_SIBL
(16,13),(16,19),0.0418137 # DEPENDENCYPART_SIBL
(16,13),(16,20),0.0193428 # DEPENDENCYPART_SIBL
(16,13),(16,21),0.0477577 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.0604029 # DEPENDENCYPART_SIBL
(16,14),(16,19),-0.0093603 # DEPENDENCYPART_SIBL
(16,14),(16,20),0.0169617 # DEPENDENCYPART_SIBL
(16,14),(16,21),0.00147189 # DEPENDENCYPART_SIBL
(16,15),(16,19),-0.00513545 # DEPENDENCYPART_SIBL
(16,15),(16,20),-0.00844879 # DEPENDENCYPART_SIBL
(16,15),(16,21),0.00344483 # DEPENDENCYPART_SIBL
(16,19),(16,20),0.00568754 # DEPENDENCYPART_SIBL
(16,19),(16,21),-0.00169372 # DEPENDENCYPART_SIBL
(16,20),(16,21),0.0136211 # DEPENDENCYPART_SIBL
(17,1),(17,2),0.00528866 # DEPENDENCYPART_SIBL
(17,1),(17,3),-0.0702127 # DEPENDENCYPART_SIBL
(17,1),(17,4),0.00417976 # DEPENDENCYPART_SIBL
(17,1),(17,5),0.126351 # DEPENDENCYPART_SIBL
(17,1),(17,6),0.0355576 # DEPENDENCYPART_SIBL
(17,1),(17,7),-0.0276454 # DEPENDENCYPART_SIBL
(17,1),(17,8),-0.0680373 # DEPENDENCYPART_SIBL
(17,1),(17,9),-0.0720389 # DEPENDENCYPART_SIBL
(17,1),(17,10),0.00420705 # DEPENDENCYPART_SIBL
(17,1),(17,11),-0.0772493 # DEPENDENCYPART_SIBL
(17,1),(17,12),-0.0646522 # DEPENDENCYPART_SIBL
(17,1),(17,13),-0.0774186 # DEPENDENCYPART_SIBL
(17,1),(17,14),0.126351 # DEPENDENCYPART_SIBL
(17,1),(17,15),0.0424241 # DEPENDENCYPART_SIBL
(17,1),(17,16),0.0030052 # DEPENDENCYPART_SIBL
(17,1),(17,18),-0.0268608 # DEPENDENCYPART_SIBL
(17,1),(17,19),0.100999 # DEPENDENCYPART_SIBL
(17,1),(17,20),-0.0298509 # DEPENDENCYPART_SIBL
(17,1),(17,21),0.0109381 # DEPENDENCYPART_SIBL
(17,2),(17,3),-0.0304785 # DEPENDENCYPART_SIBL
(17,2),(17,4),0.00581642 # DEPENDENCYPART_SIBL
(17,2),(17,5),0.0890144 # DEPENDENCYPART_SIBL
(17,2),(17,6),0.0823685 # DEPENDENCYPART_SIBL
(17,2),(17,7),-0.134246 # DEPENDENCYPART_SIBL
(17,2),(17,8),-0.0309712 # DEPENDENCYPART_SIBL
(17,2),(17,9),-0.030332 # DEPENDENCYPART_SIBL
(17,2),(17,10),0.00584183 # DEPENDENCYPART_SIBL
(17,2),(17,11),-0.215663 # DEPENDENCYPART_SIBL
(17,2),(17,12),-0.0287174 # DEPENDENCYPART_SIBL
(17,2),(17,13),-0.0331312 # DEPENDENCYPART_SIBL
(17,2),(17,14),0.0890144 # DEPENDENCYPART_SIBL
(17,2),(17,15),0.0556016 # DEPENDENCYPART_SIBL
(17,2),(17,16),-0.0262828 # DEPENDENCYPART_SIBL
(17,2),(17,18),0.0107996 # DEPENDENCYPART_SIBL
(17,2),(17,19),-0.00536108 # DEPENDENCYPART_SIBL
(17,2),(17,20),-0.0146494 # DEPENDENCYPART_SIBL
(17,2),(17,21),-0.0138438 # DEPENDENCYPART_SIBL
(17,3),(17,4),0.00418721 # DEPENDENCYPART_SIBL
(17,3),(17,5),0.126382 # DEPENDENCYPART_SIBL
(17,3),(17,6),0.0355718 # DEPENDENCYPART_SIBL
(17,3),(17,7),-0.0276434 # DEPENDENCYPART_SIBL
(17,3),(17,8),-0.0671221 # DEPENDENCYPART_SIBL
(17,3),(17,9),-0.0711236 # DEPENDENCYPART_SIBL
(17,3),(17,10),0.0042145 # DEPENDENCYPART_SIBL
(17,3),(17,11),-0.0772474 # DEPENDENCYPART_SIBL
(17,3),(17,12),-0.0637369 # DEPENDENCYPART_SIBL
(17,3),(17,13),-0.0765034 # DEPENDENCYPART_SIBL
(17,3),(17,14),0.126382 # DEPENDENCYPART_SIBL
(17,3),(17,15),0.0424336 # DEPENDENCYPART_SIBL
(17,3),(17,16),0.00302138 # DEPENDENCYPART_SIBL
(17,3),(17,18),-0.0255165 # DEPENDENCYPART_SIBL
(17,3),(17,19),0.102979 # DEPENDENCYPART_SIBL
(17,3),(17,20),-0.028496 # DEPENDENCYPART_SIBL
(17,3),(17,21),0.0122873 # DEPENDENCYPART_SIBL
(17,4),(17,5),0.0731334 # DEPENDENCYPART_SIBL
(17,4),(17,6),-0.0683344 # DEPENDENCYPART_SIBL
(17,4),(17,7),-0.00935376 # DEPENDENCYPART_SIBL
(17,4),(17,8),-0.0547367 # DEPENDENCYPART_SIBL
(17,4),(17,9),-0.050862 # DEPENDENCYPART_SIBL
(17,4),(17,10),-0.0373665 # DEPENDENCYPART_SIBL
(17,4),(17,11),-0.0975439 # DEPENDENCYPART_SIBL
(17,4),(17,12),-0.0524829 # DEPENDENCYPART_SIBL
(17,4),(17,13),-0.0568968 # DEPENDENCYPART_SIBL
(17,4),(17,14),0.0731334 # DEPENDENCYPART_SIBL
(17,4),(17,15),-0.0892265 # DEPENDENCYPART_SIBL
(17,4),(17,16),-0.0121562 # DEPENDENCYPART_SIBL
(17,4),(17,18),-0.0423174 # DEPENDENCYPART_SIBL
(17,4),(17,19),0.00947207 # DEPENDENCYPART_SIBL
(17,4),(17,20),-0.0488508 # DEPENDENCYPART_SIBL
(17,4),(17,21),-0.00690562 # DEPENDENCYPART_SIBL
(17,5),(17,6),0.0143889 # DEPENDENCYPART_SIBL
(17,5),(17,7),0.0776734 # DEPENDENCYPART_SIBL
(17,5),(17,8),-0.0251679 # DEPENDENCYPART_SIBL
(17,5),(17,9),-0.0182887 # DEPENDENCYPART_SIBL
(17,5),(17,10),0.0365226 # DEPENDENCYPART_SIBL
(17,5),(17,11),-0.124294 # DEPENDENCYPART_SIBL
(17,5),(17,12),-0.0152101 # DEPENDENCYPART_SIBL
(17,5),(17,13),-0.0196239 # DEPENDENCYPART_SIBL
(17,5),(17,14),0.0291647 # DEPENDENCYPART_SIBL
(17,5),(17,15),-0.109562 # DEPENDENCYPART_SIBL
(17,5),(17,16),0.00320603 # DEPENDENCYPART_SIBL
(17,5),(17,18),-0.0229229 # DEPENDENCYPART_SIBL
(17,5),(17,19),0.0283343 # DEPENDENCYPART_SIBL
(17,5),(17,20),-0.0304676 # DEPENDENCYPART_SIBL
(17,5),(17,21),0.0140318 # DEPENDENCYPART_SIBL
(17,6),(17,7),0.0576112 # DEPENDENCYPART_SIBL
(17,6),(17,8),-0.129351 # DEPENDENCYPART_SIBL
(17,6),(17,9),-0.129818 # DEPENDENCYPART_SIBL
(17,6),(17,10),0.103648 # DEPENDENCYPART_SIBL
(17,6),(17,11),-0.109914 # DEPENDENCYPART_SIBL
(17,6),(17,12),-0.127097 # DEPENDENCYPART_SIBL
(17,6),(17,13),-0.131899 # DEPENDENCYPART_SIBL
(17,6),(17,14),0.281097 # DEPENDENCYPART_SIBL
(17,6),(17,15),-0.0287465 # DEPENDENCYPART_SIBL
(17,6),(17,16),-0.0410114 # DEPENDENCYPART_SIBL
(17,6),(17,18),-0.0375871 # DEPENDENCYPART_SIBL
(17,6),(17,19),-0.00712816 # DEPENDENCYPART_SIBL
