# _root_ Az új idők igényeihez igazodva ez a cég is szeretne a nagyok beszállítójává válni , hiszen a multiknak és a bankoknak is kellenek a jól zárható , biztonságos iratszekrények .
#goldHeads=3,3,4,5,10,8,8,10,10,16,12,13,14,10,16,0,18,23,23,21,23,23,16,29,26,29,29,29,23,16,
#predictedHeads=3,3,4,5,10,8,8,10,10,16,12,13,14,10,16,0,18,23,23,21,23,23,16,29,26,29,29,29,23,16,
(0,16),(16,18),-0.388129 # DEPENDENCYPART_GRANDPAR
(0,16),(16,19),0.219612 # DEPENDENCYPART_GRANDPAR
(0,16),(16,21),-0.401746 # DEPENDENCYPART_GRANDPAR
(0,16),(16,22),0.0620474 # DEPENDENCYPART_GRANDPAR
(0,16),(16,23),0.26819 # DEPENDENCYPART_GRANDPAR
(0,16),(16,25),-0.517966 # DEPENDENCYPART_GRANDPAR
(0,16),(16,26),-0.0848505 # DEPENDENCYPART_GRANDPAR
(0,16),(16,27),-0.0676124 # DEPENDENCYPART_GRANDPAR
(0,16),(16,28),-0.292459 # DEPENDENCYPART_GRANDPAR
(0,16),(16,29),0.0815935 # DEPENDENCYPART_GRANDPAR
(0,16),(16,30),2.60641 # DEPENDENCYPART_GRANDPAR
(0,19),(19,4),0.207135 # DEPENDENCYPART_GRANDPAR
(0,19),(19,9),0.197817 # DEPENDENCYPART_GRANDPAR
(0,19),(19,10),0.834256 # DEPENDENCYPART_GRANDPAR
(0,19),(19,12),-0.347509 # DEPENDENCYPART_GRANDPAR
(0,19),(19,14),-0.00211191 # DEPENDENCYPART_GRANDPAR
(0,19),(19,15),0.641559 # DEPENDENCYPART_GRANDPAR
(0,19),(19,16),0.588685 # DEPENDENCYPART_GRANDPAR
(0,19),(19,17),-0.773582 # DEPENDENCYPART_GRANDPAR
(0,19),(19,18),-0.511428 # DEPENDENCYPART_GRANDPAR
(0,19),(19,20),-0.59146 # DEPENDENCYPART_GRANDPAR
(0,19),(19,21),-0.582249 # DEPENDENCYPART_GRANDPAR
(0,19),(19,22),0.0100332 # DEPENDENCYPART_GRANDPAR
(0,19),(19,23),0.291377 # DEPENDENCYPART_GRANDPAR
(0,19),(19,25),-0.571541 # DEPENDENCYPART_GRANDPAR
(0,19),(19,26),-0.136286 # DEPENDENCYPART_GRANDPAR
(0,19),(19,27),-0.135823 # DEPENDENCYPART_GRANDPAR
(0,19),(19,28),-0.343894 # DEPENDENCYPART_GRANDPAR
(0,19),(19,29),-0.0989097 # DEPENDENCYPART_GRANDPAR
(0,19),(19,30),2.33778 # DEPENDENCYPART_GRANDPAR
(0,23),(23,1),0.157132 # DEPENDENCYPART_GRANDPAR
(0,23),(23,2),0.269046 # DEPENDENCYPART_GRANDPAR
(0,23),(23,3),0.259169 # DEPENDENCYPART_GRANDPAR
(0,23),(23,4),0.150085 # DEPENDENCYPART_GRANDPAR
(0,23),(23,5),0.161684 # DEPENDENCYPART_GRANDPAR
(0,23),(23,6),-0.177442 # DEPENDENCYPART_GRANDPAR
(0,23),(23,8),0.0417405 # DEPENDENCYPART_GRANDPAR
(0,23),(23,9),0.211273 # DEPENDENCYPART_GRANDPAR
(0,23),(23,10),0.373373 # DEPENDENCYPART_GRANDPAR
(0,23),(23,11),-0.763243 # DEPENDENCYPART_GRANDPAR
(0,23),(23,12),-0.40456 # DEPENDENCYPART_GRANDPAR
(0,23),(23,13),-0.24923 # DEPENDENCYPART_GRANDPAR
(0,23),(23,14),-0.453385 # DEPENDENCYPART_GRANDPAR
(0,23),(23,15),0.1616 # DEPENDENCYPART_GRANDPAR
(0,23),(23,16),0.345309 # DEPENDENCYPART_GRANDPAR
(0,23),(23,17),-0.912301 # DEPENDENCYPART_GRANDPAR
(0,23),(23,18),-0.568477 # DEPENDENCYPART_GRANDPAR
(0,23),(23,19),-0.16278 # DEPENDENCYPART_GRANDPAR
(0,23),(23,20),-0.957929 # DEPENDENCYPART_GRANDPAR
(0,23),(23,21),-0.582094 # DEPENDENCYPART_GRANDPAR
(0,23),(23,22),-0.183854 # DEPENDENCYPART_GRANDPAR
(0,23),(23,24),-0.633529 # DEPENDENCYPART_GRANDPAR
(0,23),(23,25),-0.656994 # DEPENDENCYPART_GRANDPAR
(0,23),(23,26),-0.357761 # DEPENDENCYPART_GRANDPAR
(0,23),(23,27),-0.126884 # DEPENDENCYPART_GRANDPAR
(0,23),(23,28),-0.56422 # DEPENDENCYPART_GRANDPAR
(0,23),(23,29),0.0938448 # DEPENDENCYPART_GRANDPAR
(0,23),(23,30),2.389 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.518851 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,2),-0.961839 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,2),-0.0768663 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.353752 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),0.37377 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),0.439646 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),0.523824 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),0.36647 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.0118752 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.229931 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.878343 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.512401 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.286894 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.389509 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),-0.28658 # DEPENDENCYPART_GRANDPAR
(4,5),(5,12),-0.338567 # DEPENDENCYPART_GRANDPAR
(4,5),(5,13),-0.551286 # DEPENDENCYPART_GRANDPAR
(4,5),(5,14),-0.223288 # DEPENDENCYPART_GRANDPAR
(4,5),(5,15),-0.182224 # DEPENDENCYPART_GRANDPAR
(4,5),(5,16),-0.337713 # DEPENDENCYPART_GRANDPAR
(4,5),(5,19),-0.314037 # DEPENDENCYPART_GRANDPAR
(4,5),(5,21),-0.524843 # DEPENDENCYPART_GRANDPAR
(4,5),(5,22),-0.3588 # DEPENDENCYPART_GRANDPAR
(4,5),(5,23),-0.237907 # DEPENDENCYPART_GRANDPAR
(4,5),(5,27),-0.20369 # DEPENDENCYPART_GRANDPAR
(4,5),(5,29),-0.512093 # DEPENDENCYPART_GRANDPAR
(4,5),(5,30),-0.830424 # DEPENDENCYPART_GRANDPAR
(4,8),(8,1),-0.0351997 # DEPENDENCYPART_GRANDPAR
(4,8),(8,3),-0.358688 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-0.781833 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,5),-0.188304 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),-0.47143 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),-0.551936 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),0.219373 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),0.156716 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),0.150779 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),0.157435 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),0.150972 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),0.124379 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-0.761584 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,8),-0.30226 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.0797189 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.111631 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.0842603 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.343618 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,8),0.184053 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.0173373 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),0.0356832 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),-0.0678668 # DEPENDENCYPART_GRANDPAR
(5,6),(6,13),-0.108959 # DEPENDENCYPART_GRANDPAR
(5,6),(6,14),0.0859053 # DEPENDENCYPART_GRANDPAR
(5,6),(6,15),-0.0998217 # DEPENDENCYPART_GRANDPAR
(5,6),(6,16),-0.259203 # DEPENDENCYPART_GRANDPAR
(5,6),(6,18),-0.188832 # DEPENDENCYPART_GRANDPAR
(5,6),(6,19),-0.314854 # DEPENDENCYPART_GRANDPAR
(5,6),(6,21),-0.183628 # DEPENDENCYPART_GRANDPAR
(5,6),(6,22),-0.43259 # DEPENDENCYPART_GRANDPAR
(5,6),(6,23),0.0697282 # DEPENDENCYPART_GRANDPAR
(5,6),(6,25),-0.258097 # DEPENDENCYPART_GRANDPAR
(5,6),(6,26),-0.171772 # DEPENDENCYPART_GRANDPAR
(5,6),(6,27),-0.169886 # DEPENDENCYPART_GRANDPAR
(5,6),(6,28),-0.208856 # DEPENDENCYPART_GRANDPAR
(5,6),(6,29),-0.232989 # DEPENDENCYPART_GRANDPAR
(5,6),(6,30),-0.608372 # DEPENDENCYPART_GRANDPAR
(5,8),(8,1),-0.224087 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-0.274066 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-0.246694 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-0.399146 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),0.0823094 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),-0.0021281 # DEPENDENCYPART_GRANDPAR
(5,9),(9,2),-0.198049 # DEPENDENCYPART_GRANDPAR
(5,9),(9,3),-0.235517 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),-0.208146 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-0.412254 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,6),0.0967417 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),-0.0286827 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),0.106074 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.0777919 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),-0.139168 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),-0.18026 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),-0.0293609 # DEPENDENCYPART_GRANDPAR
(5,9),(9,15),-0.212899 # DEPENDENCYPART_GRANDPAR
(5,9),(9,16),-0.281519 # DEPENDENCYPART_GRANDPAR
(5,9),(9,23),-0.0503546 # DEPENDENCYPART_GRANDPAR
(5,9),(9,30),-0.614586 # DEPENDENCYPART_GRANDPAR
(5,10),(10,1),-0.205609 # DEPENDENCYPART_GRANDPAR
(5,10),(10,2),-0.202108 # DEPENDENCYPART_GRANDPAR
(5,10),(10,3),-0.262476 # DEPENDENCYPART_GRANDPAR
(5,10),(10,4),-0.235105 # DEPENDENCYPART_GRANDPAR
(5,10),(10,5),-0.369193 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,10),(10,6),0.10966 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),-0.0244752 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),0.153607 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),0.123096 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.21038 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.0975323 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-0.138625 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),0.0921549 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),-0.119859 # DEPENDENCYPART_GRANDPAR
(5,10),(10,16),-0.235039 # DEPENDENCYPART_GRANDPAR
(5,10),(10,17),-0.354439 # DEPENDENCYPART_GRANDPAR
(5,10),(10,18),-0.218497 # DEPENDENCYPART_GRANDPAR
(5,10),(10,19),-0.313345 # DEPENDENCYPART_GRANDPAR
(5,10),(10,21),-0.213294 # DEPENDENCYPART_GRANDPAR
(5,10),(10,22),-0.341314 # DEPENDENCYPART_GRANDPAR
(5,10),(10,23),0.0744154 # DEPENDENCYPART_GRANDPAR
(5,10),(10,25),-0.271526 # DEPENDENCYPART_GRANDPAR
(5,10),(10,26),-0.184707 # DEPENDENCYPART_GRANDPAR
(5,10),(10,27),-0.189924 # DEPENDENCYPART_GRANDPAR
(5,10),(10,28),-0.221407 # DEPENDENCYPART_GRANDPAR
(5,10),(10,29),-0.262658 # DEPENDENCYPART_GRANDPAR
(5,10),(10,30),-0.600381 # DEPENDENCYPART_GRANDPAR
(5,12),(12,6),0.0863972 # DEPENDENCYPART_GRANDPAR
(5,12),(12,7),0.00558052 # DEPENDENCYPART_GRANDPAR
(5,12),(12,10),0.0726651 # DEPENDENCYPART_GRANDPAR
(5,12),(12,11),-0.233951 # DEPENDENCYPART_GRANDPAR
(5,13),(13,3),-0.274061 # DEPENDENCYPART_GRANDPAR
(5,13),(13,5),-0.39349 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,13),(13,6),0.0863972 # DEPENDENCYPART_GRANDPAR
(5,13),(13,8),0.229424 # DEPENDENCYPART_GRANDPAR
(5,13),(13,9),0.0533934 # DEPENDENCYPART_GRANDPAR
(5,13),(13,10),0.0726651 # DEPENDENCYPART_GRANDPAR
(5,13),(13,11),-0.233951 # DEPENDENCYPART_GRANDPAR
(5,13),(13,12),-0.0189292 # DEPENDENCYPART_GRANDPAR
(5,13),(13,15),-0.138653 # DEPENDENCYPART_GRANDPAR
(5,14),(14,1),-0.205609 # DEPENDENCYPART_GRANDPAR
(5,14),(14,2),-0.202107 # DEPENDENCYPART_GRANDPAR
(5,14),(14,3),-0.260541 # DEPENDENCYPART_GRANDPAR
(5,14),(14,4),-0.23317 # DEPENDENCYPART_GRANDPAR
(5,14),(14,5),-0.363875 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,14),(14,6),0.114233 # DEPENDENCYPART_GRANDPAR
(5,14),(14,7),-0.0199623 # DEPENDENCYPART_GRANDPAR
(5,14),(14,8),0.15768 # DEPENDENCYPART_GRANDPAR
(5,14),(14,9),0.126225 # DEPENDENCYPART_GRANDPAR
(5,14),(14,10),0.0408995 # DEPENDENCYPART_GRANDPAR
(5,14),(14,11),-0.259494 # DEPENDENCYPART_GRANDPAR
(5,14),(14,12),-0.102947 # DEPENDENCYPART_GRANDPAR
(5,14),(14,13),-0.144038 # DEPENDENCYPART_GRANDPAR
(5,14),(14,15),-0.114252 # DEPENDENCYPART_GRANDPAR
(5,14),(14,16),-0.224316 # DEPENDENCYPART_GRANDPAR
(5,14),(14,17),-0.349251 # DEPENDENCYPART_GRANDPAR
(5,14),(14,18),-0.216456 # DEPENDENCYPART_GRANDPAR
(5,14),(14,19),-0.301466 # DEPENDENCYPART_GRANDPAR
(5,14),(14,20),-0.419018 # DEPENDENCYPART_GRANDPAR
(5,14),(14,21),-0.211252 # DEPENDENCYPART_GRANDPAR
(5,14),(14,22),-0.330591 # DEPENDENCYPART_GRANDPAR
(5,14),(14,23),0.0760175 # DEPENDENCYPART_GRANDPAR
(5,14),(14,25),-0.259775 # DEPENDENCYPART_GRANDPAR
(5,14),(14,26),-0.179515 # DEPENDENCYPART_GRANDPAR
(5,14),(14,27),-0.184316 # DEPENDENCYPART_GRANDPAR
(5,14),(14,28),-0.216215 # DEPENDENCYPART_GRANDPAR
(5,14),(14,29),-0.260616 # DEPENDENCYPART_GRANDPAR
(5,14),(14,30),-0.597263 # DEPENDENCYPART_GRANDPAR
(5,16),(16,2),-0.197224 # DEPENDENCYPART_GRANDPAR
(5,16),(16,3),-0.230952 # DEPENDENCYPART_GRANDPAR
(5,16),(16,4),-0.203581 # DEPENDENCYPART_GRANDPAR
(5,16),(16,5),-0.414633 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,16),(16,6),0.102417 # DEPENDENCYPART_GRANDPAR
(5,16),(16,8),0.148244 # DEPENDENCYPART_GRANDPAR
(5,16),(16,9),0.025432 # DEPENDENCYPART_GRANDPAR
(5,16),(16,10),0.041614 # DEPENDENCYPART_GRANDPAR
(5,16),(16,11),-0.232358 # DEPENDENCYPART_GRANDPAR
(5,16),(16,12),-0.0987477 # DEPENDENCYPART_GRANDPAR
(5,16),(16,13),-0.13984 # DEPENDENCYPART_GRANDPAR
(5,16),(16,14),0.0917098 # DEPENDENCYPART_GRANDPAR
(5,16),(16,15),-0.0207813 # DEPENDENCYPART_GRANDPAR
(5,16),(16,17),-0.40171 # DEPENDENCYPART_GRANDPAR
(5,16),(16,18),-0.24707 # DEPENDENCYPART_GRANDPAR
(5,16),(16,19),-0.345776 # DEPENDENCYPART_GRANDPAR
(5,16),(16,21),-0.241866 # DEPENDENCYPART_GRANDPAR
(5,16),(16,22),-0.423533 # DEPENDENCYPART_GRANDPAR
(5,16),(16,23),-0.0100267 # DEPENDENCYPART_GRANDPAR
(5,16),(16,25),-0.300562 # DEPENDENCYPART_GRANDPAR
(5,16),(16,26),-0.202998 # DEPENDENCYPART_GRANDPAR
(5,16),(16,27),-0.268424 # DEPENDENCYPART_GRANDPAR
(5,16),(16,28),-0.240082 # DEPENDENCYPART_GRANDPAR
(5,16),(16,29),-0.291227 # DEPENDENCYPART_GRANDPAR
(5,16),(16,30),-0.536383 # DEPENDENCYPART_GRANDPAR
(5,19),(19,4),-0.208095 # DEPENDENCYPART_GRANDPAR
(5,19),(19,9),0.0112057 # DEPENDENCYPART_GRANDPAR
(5,19),(19,10),0.0921164 # DEPENDENCYPART_GRANDPAR
(5,19),(19,12),-0.016935 # DEPENDENCYPART_GRANDPAR
(5,19),(19,14),0.141161 # DEPENDENCYPART_GRANDPAR
(5,19),(19,15),-0.0216258 # DEPENDENCYPART_GRANDPAR
(5,19),(19,16),-0.192591 # DEPENDENCYPART_GRANDPAR
(5,19),(19,17),-0.365054 # DEPENDENCYPART_GRANDPAR
(5,19),(19,18),-0.1379 # DEPENDENCYPART_GRANDPAR
(5,19),(19,20),-0.458528 # DEPENDENCYPART_GRANDPAR
(5,19),(19,21),-0.18452 # DEPENDENCYPART_GRANDPAR
(5,19),(19,22),-0.398463 # DEPENDENCYPART_GRANDPAR
(5,19),(19,23),0.0212887 # DEPENDENCYPART_GRANDPAR
(5,19),(19,25),-0.292566 # DEPENDENCYPART_GRANDPAR
(5,19),(19,26),-0.19389 # DEPENDENCYPART_GRANDPAR
(5,19),(19,27),-0.260668 # DEPENDENCYPART_GRANDPAR
(5,19),(19,28),-0.230974 # DEPENDENCYPART_GRANDPAR
(5,19),(19,29),-0.233882 # DEPENDENCYPART_GRANDPAR
(5,19),(19,30),-0.605641 # DEPENDENCYPART_GRANDPAR
(5,21),(21,17),-0.378011 # DEPENDENCYPART_GRANDPAR
(5,21),(21,18),-0.139894 # DEPENDENCYPART_GRANDPAR
(5,21),(21,19),-0.228336 # DEPENDENCYPART_GRANDPAR
(5,21),(21,20),-0.447778 # DEPENDENCYPART_GRANDPAR
(5,22),(22,14),0.0372784 # DEPENDENCYPART_GRANDPAR
(5,22),(22,15),-0.111256 # DEPENDENCYPART_GRANDPAR
(5,22),(22,16),-0.21245 # DEPENDENCYPART_GRANDPAR
(5,22),(22,17),-0.412274 # DEPENDENCYPART_GRANDPAR
(5,22),(22,18),-0.261881 # DEPENDENCYPART_GRANDPAR
(5,22),(22,19),-0.304822 # DEPENDENCYPART_GRANDPAR
(5,22),(22,20),-0.482041 # DEPENDENCYPART_GRANDPAR
(5,22),(22,21),-0.256678 # DEPENDENCYPART_GRANDPAR
(5,22),(22,23),-0.0503546 # DEPENDENCYPART_GRANDPAR
(5,22),(22,25),-0.351847 # DEPENDENCYPART_GRANDPAR
(5,22),(22,26),-0.215563 # DEPENDENCYPART_GRANDPAR
(5,22),(22,29),-0.304291 # DEPENDENCYPART_GRANDPAR
(5,22),(22,30),-0.614586 # DEPENDENCYPART_GRANDPAR
(5,23),(23,1),-0.205609 # DEPENDENCYPART_GRANDPAR
(5,23),(23,2),-0.202107 # DEPENDENCYPART_GRANDPAR
(5,23),(23,3),-0.260541 # DEPENDENCYPART_GRANDPAR
(5,23),(23,4),-0.23317 # DEPENDENCYPART_GRANDPAR
(5,23),(23,5),-0.362673 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,23),(23,6),0.11351 # DEPENDENCYPART_GRANDPAR
(5,23),(23,8),0.154752 # DEPENDENCYPART_GRANDPAR
(5,23),(23,9),0.125274 # DEPENDENCYPART_GRANDPAR
(5,23),(23,10),0.0401761 # DEPENDENCYPART_GRANDPAR
(5,23),(23,11),-0.260217 # DEPENDENCYPART_GRANDPAR
(5,23),(23,12),-0.105874 # DEPENDENCYPART_GRANDPAR
(5,23),(23,13),-0.146966 # DEPENDENCYPART_GRANDPAR
(5,23),(23,14),0.0929539 # DEPENDENCYPART_GRANDPAR
(5,23),(23,15),-0.184759 # DEPENDENCYPART_GRANDPAR
(5,23),(23,16),-0.199271 # DEPENDENCYPART_GRANDPAR
(5,23),(23,17),-0.404276 # DEPENDENCYPART_GRANDPAR
(5,23),(23,18),-0.226838 # DEPENDENCYPART_GRANDPAR
(5,23),(23,19),-0.296056 # DEPENDENCYPART_GRANDPAR
(5,23),(23,20),-0.474043 # DEPENDENCYPART_GRANDPAR
(5,23),(23,21),-0.221635 # DEPENDENCYPART_GRANDPAR
(5,23),(23,22),-0.289978 # DEPENDENCYPART_GRANDPAR
(5,23),(23,24),-0.424243 # DEPENDENCYPART_GRANDPAR
(5,23),(23,25),-0.262543 # DEPENDENCYPART_GRANDPAR
(5,23),(23,26),-0.179517 # DEPENDENCYPART_GRANDPAR
(5,23),(23,27),-0.195068 # DEPENDENCYPART_GRANDPAR
(5,23),(23,28),-0.216217 # DEPENDENCYPART_GRANDPAR
(5,23),(23,29),-0.262228 # DEPENDENCYPART_GRANDPAR
(5,23),(23,30),-0.601218 # DEPENDENCYPART_GRANDPAR
(5,29),(29,12),-0.0189293 # DEPENDENCYPART_GRANDPAR
(5,29),(29,17),-0.378011 # DEPENDENCYPART_GRANDPAR
(5,29),(29,18),-0.139894 # DEPENDENCYPART_GRANDPAR
(5,29),(29,19),-0.228336 # DEPENDENCYPART_GRANDPAR
(5,29),(29,20),-0.447778 # DEPENDENCYPART_GRANDPAR
(5,29),(29,21),-0.134691 # DEPENDENCYPART_GRANDPAR
(5,29),(29,22),-0.361859 # DEPENDENCYPART_GRANDPAR
(5,29),(29,24),-0.453001 # DEPENDENCYPART_GRANDPAR
(5,29),(29,25),-0.207011 # DEPENDENCYPART_GRANDPAR
(5,29),(29,26),-0.126201 # DEPENDENCYPART_GRANDPAR
(5,29),(29,27),-0.0857703 # DEPENDENCYPART_GRANDPAR
(5,29),(29,28),-0.163668 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.257169 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.284427 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.229298 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.284128 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.229246 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.180964 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.274731 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-0.814587 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.316444 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.260723 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.416513 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-0.94608 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,8),-0.726343 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.69835 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-0.616844 # DEPENDENCYPART_GRANDPAR
(6,5),(5,12),-0.587559 # DEPENDENCYPART_GRANDPAR
(6,5),(5,13),-0.534813 # DEPENDENCYPART_GRANDPAR
(6,5),(5,14),-0.359277 # DEPENDENCYPART_GRANDPAR
(6,5),(5,15),-0.527073 # DEPENDENCYPART_GRANDPAR
(6,5),(5,16),-0.677683 # DEPENDENCYPART_GRANDPAR
(6,5),(5,19),-0.744894 # DEPENDENCYPART_GRANDPAR
(6,5),(5,21),-0.711385 # DEPENDENCYPART_GRANDPAR
(6,5),(5,22),-0.71263 # DEPENDENCYPART_GRANDPAR
(6,5),(5,23),-0.474743 # DEPENDENCYPART_GRANDPAR
(6,5),(5,27),-0.401911 # DEPENDENCYPART_GRANDPAR
(6,5),(5,29),-0.702917 # DEPENDENCYPART_GRANDPAR
(6,5),(5,30),-1.45992 # DEPENDENCYPART_GRANDPAR
(6,8),(8,1),-0.685106 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-0.718279 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-0.874076 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.667826 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.572052 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),0.282964 # DEPENDENCYPART_GRANDPAR
(6,9),(9,2),-0.621159 # DEPENDENCYPART_GRANDPAR
(6,9),(9,3),-0.684237 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-0.840034 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-0.677962 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-0.699044 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),0.116428 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),-0.461027 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.363149 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.265064 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),-0.212318 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),-0.113822 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),-0.326963 # DEPENDENCYPART_GRANDPAR
(6,9),(9,16),-0.405842 # DEPENDENCYPART_GRANDPAR
(6,9),(9,23),-0.234092 # DEPENDENCYPART_GRANDPAR
(6,9),(9,30),-1.13785 # DEPENDENCYPART_GRANDPAR
(6,10),(10,1),-0.701462 # DEPENDENCYPART_GRANDPAR
(6,10),(10,2),-0.65309 # DEPENDENCYPART_GRANDPAR
(6,10),(10,3),-0.745724 # DEPENDENCYPART_GRANDPAR
(6,10),(10,4),-0.901521 # DEPENDENCYPART_GRANDPAR
(6,10),(10,5),-0.707432 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-0.548678 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,7),0.201658 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),-0.283357 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),-0.300534 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.0159482 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-0.0409609 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),0.0117851 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),0.126654 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),-0.155105 # DEPENDENCYPART_GRANDPAR
(6,10),(10,16),-0.281543 # DEPENDENCYPART_GRANDPAR
(6,10),(10,17),0.143453 # DEPENDENCYPART_GRANDPAR
(6,10),(10,18),-0.114204 # DEPENDENCYPART_GRANDPAR
