# _root_ Fémlemezzel borított , falra és oszlopokra hasonlító elemek szolgálnak díszletül a Kár,_hogy_ká című John_Ford-dráma előadásához .
#goldHeads=2,8,8,7,7,7,8,9,0,9,14,13,14,15,9,9,
#predictedHeads=2,8,8,9,8,7,8,9,0,9,14,13,14,15,9,9,
(15,3),(15,8),0.0555259 # DEPENDENCYPART_SIBL
(15,3),(15,10),0.0569251 # DEPENDENCYPART_SIBL
(15,3),(15,11),-0.408123 # DEPENDENCYPART_SIBL
(15,3),(15,12),0.0569251 # DEPENDENCYPART_SIBL
(15,3),(15,13),0.0565868 # DEPENDENCYPART_SIBL
(15,3),(15,14),0.0569251 # DEPENDENCYPART_SIBL
(15,3),(15,16),0.0238545 # DEPENDENCYPART_SIBL
(15,4),(15,5),0.794005 # DEPENDENCYPART_SIBL
(15,4),(15,6),-0.018106 # DEPENDENCYPART_SIBL
(15,4),(15,8),-0.0209037 # DEPENDENCYPART_SIBL
(15,4),(15,10),-0.018106 # DEPENDENCYPART_SIBL
(15,4),(15,11),-0.317123 # DEPENDENCYPART_SIBL
(15,4),(15,12),-0.018106 # DEPENDENCYPART_SIBL
(15,4),(15,13),-0.0638504 # DEPENDENCYPART_SIBL
(15,4),(15,14),-0.018106 # DEPENDENCYPART_SIBL
(15,4),(15,16),0.041682 # DEPENDENCYPART_SIBL
(15,5),(15,6),0.102991 # DEPENDENCYPART_SIBL
(15,5),(15,8),0.101924 # DEPENDENCYPART_SIBL
(15,5),(15,10),0.102991 # DEPENDENCYPART_SIBL
(15,5),(15,11),-0.38659 # DEPENDENCYPART_SIBL
(15,5),(15,12),0.102991 # DEPENDENCYPART_SIBL
(15,5),(15,13),0.0146507 # DEPENDENCYPART_SIBL
(15,5),(15,14),0.102991 # DEPENDENCYPART_SIBL
(15,5),(15,16),0.0197197 # DEPENDENCYPART_SIBL
(15,6),(15,8),-0.0209037 # DEPENDENCYPART_SIBL
(15,6),(15,10),-0.018106 # DEPENDENCYPART_SIBL
(15,6),(15,11),-0.317123 # DEPENDENCYPART_SIBL
(15,6),(15,12),-0.018106 # DEPENDENCYPART_SIBL
(15,6),(15,13),-0.0638504 # DEPENDENCYPART_SIBL
(15,6),(15,14),-0.018106 # DEPENDENCYPART_SIBL
(15,6),(15,16),0.041682 # DEPENDENCYPART_SIBL
(15,8),(15,10),-0.0181294 # DEPENDENCYPART_SIBL
(15,8),(15,11),-0.317146 # DEPENDENCYPART_SIBL
(15,8),(15,12),-0.0181294 # DEPENDENCYPART_SIBL
(15,8),(15,13),-0.0638919 # DEPENDENCYPART_SIBL
(15,8),(15,14),-0.0181294 # DEPENDENCYPART_SIBL
(15,8),(15,16),0.0415352 # DEPENDENCYPART_SIBL
(15,10),(15,11),-0.317123 # DEPENDENCYPART_SIBL
(15,10),(15,12),-0.018106 # DEPENDENCYPART_SIBL
(15,10),(15,13),-0.0638504 # DEPENDENCYPART_SIBL
(15,10),(15,14),-0.018106 # DEPENDENCYPART_SIBL
(15,10),(15,16),0.041682 # DEPENDENCYPART_SIBL
(15,11),(15,12),0.0129962 # DEPENDENCYPART_SIBL
(15,11),(15,13),0.390398 # DEPENDENCYPART_SIBL
(15,11),(15,14),0.0129962 # DEPENDENCYPART_SIBL
(15,11),(15,16),-0.0285178 # DEPENDENCYPART_SIBL
(15,12),(15,13),-0.0638504 # DEPENDENCYPART_SIBL
(15,12),(15,14),-0.018106 # DEPENDENCYPART_SIBL
(15,12),(15,16),0.041682 # DEPENDENCYPART_SIBL
(15,13),(15,14),-0.00352499 # DEPENDENCYPART_SIBL
(15,13),(15,16),-0.00535282 # DEPENDENCYPART_SIBL
(15,14),(15,16),0.041682 # DEPENDENCYPART_SIBL
(0,1),(1,2),0.722722 # DEPENDENCYPART_GRANDPAR
(0,1),(1,9),0.798156 # DEPENDENCYPART_GRANDPAR
(0,1),(1,14),0.0154776 # DEPENDENCYPART_GRANDPAR
(0,1),(1,15),0.25418 # DEPENDENCYPART_GRANDPAR
(0,1),(1,16),1.72847 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.716373 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),0.298227 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),0.107505 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),0.079121 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),-0.0782501 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),0.12823 # DEPENDENCYPART_GRANDPAR
(0,2),(2,9),0.597065 # DEPENDENCYPART_GRANDPAR
(0,2),(2,10),-0.0064516 # DEPENDENCYPART_GRANDPAR
(0,2),(2,14),-0.159508 # DEPENDENCYPART_GRANDPAR
(0,2),(2,15),0.0791943 # DEPENDENCYPART_GRANDPAR
(0,2),(2,16),1.53011 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),0.601694 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),0.401095 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),0.151526 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),0.0967359 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),0.30092 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),0.798156 # DEPENDENCYPART_GRANDPAR
(0,4),(4,14),0.0154776 # DEPENDENCYPART_GRANDPAR
(0,4),(4,16),1.72847 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),0.60403 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),0.557406 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),0.60324 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),0.0818024 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),-0.161157 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),0.0669218 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),0.0453425 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),0.953251 # DEPENDENCYPART_GRANDPAR
(0,5),(5,10),-0.0893588 # DEPENDENCYPART_GRANDPAR
(0,5),(5,12),-0.36642 # DEPENDENCYPART_GRANDPAR
(0,5),(5,14),-0.242416 # DEPENDENCYPART_GRANDPAR
(0,5),(5,15),-0.00371286 # DEPENDENCYPART_GRANDPAR
(0,5),(5,16),1.82986 # DEPENDENCYPART_GRANDPAR
(0,7),(7,1),0.713576 # DEPENDENCYPART_GRANDPAR
(0,7),(7,2),0.474113 # DEPENDENCYPART_GRANDPAR
(0,7),(7,3),0.208669 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),0.191349 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),0.116633 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),0.00559423 # DEPENDENCYPART_GRANDPAR
(0,7),(7,12),-0.283142 # DEPENDENCYPART_GRANDPAR
(0,8),(8,1),0.601689 # DEPENDENCYPART_GRANDPAR
(0,8),(8,2),0.401054 # DEPENDENCYPART_GRANDPAR
(0,8),(8,3),0.151514 # DEPENDENCYPART_GRANDPAR
(0,8),(8,4),0.0794618 # DEPENDENCYPART_GRANDPAR
(0,8),(8,5),0.096468 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),-0.106293 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),-0.298368 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),0.798156 # DEPENDENCYPART_GRANDPAR
(0,8),(8,10),0.16853 # DEPENDENCYPART_GRANDPAR
(0,8),(8,12),-0.108532 # DEPENDENCYPART_GRANDPAR
(0,8),(8,14),0.0154727 # DEPENDENCYPART_GRANDPAR
(0,8),(8,15),0.254175 # DEPENDENCYPART_GRANDPAR
(0,8),(8,16),1.72847 # DEPENDENCYPART_GRANDPAR
(0,9),(9,1),0.559186 # DEPENDENCYPART_GRANDPAR
(0,9),(9,2),0.476544 # DEPENDENCYPART_GRANDPAR
(0,9),(9,3),0.13057 # DEPENDENCYPART_GRANDPAR
(0,9),(9,4),0.0369585 # DEPENDENCYPART_GRANDPAR
(0,9),(9,5),0.010745 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),-0.148796 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),-0.227221 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),0.0576743 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),0.12671 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),-0.538025 # DEPENDENCYPART_GRANDPAR
(0,9),(9,12),-0.150351 # DEPENDENCYPART_GRANDPAR
(0,9),(9,13),-0.443532 # DEPENDENCYPART_GRANDPAR
(0,9),(9,14),-0.0263469 # DEPENDENCYPART_GRANDPAR
(0,9),(9,15),0.212356 # DEPENDENCYPART_GRANDPAR
(0,9),(9,16),1.91182 # DEPENDENCYPART_GRANDPAR
(0,10),(10,2),0.401095 # DEPENDENCYPART_GRANDPAR
(0,10),(10,3),0.151526 # DEPENDENCYPART_GRANDPAR
(0,10),(10,5),0.096468 # DEPENDENCYPART_GRANDPAR
(0,10),(10,6),-0.106288 # DEPENDENCYPART_GRANDPAR
(0,10),(10,7),-0.298327 # DEPENDENCYPART_GRANDPAR
(0,10),(10,8),0.102514 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),0.562032 # DEPENDENCYPART_GRANDPAR
(0,10),(10,11),-0.46305 # DEPENDENCYPART_GRANDPAR
(0,10),(10,12),-0.108527 # DEPENDENCYPART_GRANDPAR
(0,10),(10,13),-0.29097 # DEPENDENCYPART_GRANDPAR
(0,10),(10,14),0.0154776 # DEPENDENCYPART_GRANDPAR
(0,10),(10,15),0.25418 # DEPENDENCYPART_GRANDPAR
(0,10),(10,16),1.72847 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.564244 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),-0.122772 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),0.0939707 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),0.0444767 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),0.0604406 # DEPENDENCYPART_GRANDPAR
(1,2),(2,8),0.118756 # DEPENDENCYPART_GRANDPAR
(1,2),(2,9),-0.272034 # DEPENDENCYPART_GRANDPAR
(1,2),(2,10),-0.15671 # DEPENDENCYPART_GRANDPAR
(1,2),(2,14),-0.150904 # DEPENDENCYPART_GRANDPAR
(1,2),(2,15),-0.256248 # DEPENDENCYPART_GRANDPAR
(1,2),(2,16),-0.543962 # DEPENDENCYPART_GRANDPAR
(1,9),(9,1),-0.632616 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,9),(9,2),-0.0192245 # DEPENDENCYPART_GRANDPAR
(1,9),(9,3),-0.288641 # DEPENDENCYPART_GRANDPAR
(1,9),(9,4),-0.0767082 # DEPENDENCYPART_GRANDPAR
(1,9),(9,5),-0.0925526 # DEPENDENCYPART_GRANDPAR
(1,9),(9,6),-0.110238 # DEPENDENCYPART_GRANDPAR
(1,9),(9,7),-0.279598 # DEPENDENCYPART_GRANDPAR
(1,9),(9,8),-0.0521577 # DEPENDENCYPART_GRANDPAR
(1,9),(9,10),-0.270586 # DEPENDENCYPART_GRANDPAR
(1,9),(9,11),-0.285862 # DEPENDENCYPART_GRANDPAR
(1,9),(9,12),-0.379607 # DEPENDENCYPART_GRANDPAR
(1,9),(9,13),-0.541002 # DEPENDENCYPART_GRANDPAR
(1,9),(9,14),-0.264779 # DEPENDENCYPART_GRANDPAR
(1,9),(9,15),-0.370123 # DEPENDENCYPART_GRANDPAR
(1,9),(9,16),-0.61281 # DEPENDENCYPART_GRANDPAR
(1,14),(14,1),-0.47719 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,14),(14,2),-0.0484568 # DEPENDENCYPART_GRANDPAR
(1,14),(14,3),-0.16191 # DEPENDENCYPART_GRANDPAR
(1,14),(14,4),0.0787179 # DEPENDENCYPART_GRANDPAR
(1,14),(14,5),-0.045191 # DEPENDENCYPART_GRANDPAR
(1,14),(14,6),0.0451878 # DEPENDENCYPART_GRANDPAR
(1,14),(14,7),-0.304487 # DEPENDENCYPART_GRANDPAR
(1,14),(14,8),0.105467 # DEPENDENCYPART_GRANDPAR
(1,14),(14,9),-0.266722 # DEPENDENCYPART_GRANDPAR
(1,14),(14,10),-0.171963 # DEPENDENCYPART_GRANDPAR
(1,14),(14,11),-0.272975 # DEPENDENCYPART_GRANDPAR
(1,14),(14,12),-0.280985 # DEPENDENCYPART_GRANDPAR
(1,14),(14,13),-0.340849 # DEPENDENCYPART_GRANDPAR
(1,14),(14,15),-0.392442 # DEPENDENCYPART_GRANDPAR
(1,15),(15,3),-0.16191 # DEPENDENCYPART_GRANDPAR
(1,15),(15,4),0.0787179 # DEPENDENCYPART_GRANDPAR
(1,15),(15,5),-0.045191 # DEPENDENCYPART_GRANDPAR
(1,15),(15,6),0.0451878 # DEPENDENCYPART_GRANDPAR
(1,15),(15,8),0.105467 # DEPENDENCYPART_GRANDPAR
(1,15),(15,10),-0.171963 # DEPENDENCYPART_GRANDPAR
(1,15),(15,11),-0.272975 # DEPENDENCYPART_GRANDPAR
(1,15),(15,12),-0.280985 # DEPENDENCYPART_GRANDPAR
(1,15),(15,13),-0.340849 # DEPENDENCYPART_GRANDPAR
(1,15),(15,14),-0.166157 # DEPENDENCYPART_GRANDPAR
(1,15),(15,16),-0.59593 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-0.832923 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,9),-0.569616 # DEPENDENCYPART_GRANDPAR
(2,1),(1,14),-0.80295 # DEPENDENCYPART_GRANDPAR
(2,1),(1,15),-0.881959 # DEPENDENCYPART_GRANDPAR
(2,1),(1,16),-0.821442 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.243899 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.384101 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),-0.114795 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.0132069 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),0.0998704 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),-0.110625 # DEPENDENCYPART_GRANDPAR
(2,4),(4,14),-0.21739 # DEPENDENCYPART_GRANDPAR
(2,4),(4,16),-0.421316 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-0.201095 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-0.39835 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),0.0412232 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),0.0809578 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.151372 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.183573 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),-0.0359853 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),-0.278208 # DEPENDENCYPART_GRANDPAR
(2,5),(5,10),-0.124622 # DEPENDENCYPART_GRANDPAR
(2,5),(5,12),-0.338334 # DEPENDENCYPART_GRANDPAR
(2,5),(5,14),-0.355554 # DEPENDENCYPART_GRANDPAR
(2,5),(5,15),-0.434562 # DEPENDENCYPART_GRANDPAR
(2,5),(5,16),-0.494383 # DEPENDENCYPART_GRANDPAR
(2,6),(6,1),-0.243899 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-0.384101 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,3),-0.114795 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),0.00249323 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),0.110154 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),-0.0198305 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),0.0998704 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),-0.110625 # DEPENDENCYPART_GRANDPAR
(2,6),(6,10),0.0135423 # DEPENDENCYPART_GRANDPAR
(2,6),(6,12),-0.200169 # DEPENDENCYPART_GRANDPAR
(2,6),(6,14),-0.21739 # DEPENDENCYPART_GRANDPAR
(2,6),(6,15),-0.296398 # DEPENDENCYPART_GRANDPAR
(2,6),(6,16),-0.421316 # DEPENDENCYPART_GRANDPAR
(2,8),(8,1),-0.243899 # DEPENDENCYPART_GRANDPAR
(2,8),(8,2),-0.384165 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,8),(8,3),-0.114824 # DEPENDENCYPART_GRANDPAR
(2,8),(8,4),0.00246733 # DEPENDENCYPART_GRANDPAR
(2,8),(8,5),0.110137 # DEPENDENCYPART_GRANDPAR
(2,8),(8,6),-0.0665503 # DEPENDENCYPART_GRANDPAR
(2,8),(8,7),-0.0364518 # DEPENDENCYPART_GRANDPAR
(2,8),(8,9),-0.110625 # DEPENDENCYPART_GRANDPAR
(2,8),(8,10),0.0135374 # DEPENDENCYPART_GRANDPAR
(2,8),(8,12),-0.200174 # DEPENDENCYPART_GRANDPAR
(2,8),(8,14),-0.217395 # DEPENDENCYPART_GRANDPAR
(2,8),(8,15),-0.296403 # DEPENDENCYPART_GRANDPAR
(2,8),(8,16),-0.421316 # DEPENDENCYPART_GRANDPAR
(2,9),(9,1),-0.205202 # DEPENDENCYPART_GRANDPAR
(2,9),(9,2),-0.40935 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,9),(9,3),-0.246326 # DEPENDENCYPART_GRANDPAR
(2,9),(9,4),-0.0938399 # DEPENDENCYPART_GRANDPAR
(2,9),(9,5),0.0478312 # DEPENDENCYPART_GRANDPAR
(2,9),(9,6),-0.162858 # DEPENDENCYPART_GRANDPAR
(2,9),(9,7),-0.0655332 # DEPENDENCYPART_GRANDPAR
(2,9),(9,8),-0.0449947 # DEPENDENCYPART_GRANDPAR
(2,9),(9,10),-0.0324726 # DEPENDENCYPART_GRANDPAR
(2,9),(9,11),-0.307207 # DEPENDENCYPART_GRANDPAR
(2,9),(9,12),-0.246184 # DEPENDENCYPART_GRANDPAR
(2,9),(9,13),-0.172361 # DEPENDENCYPART_GRANDPAR
(2,9),(9,14),-0.263405 # DEPENDENCYPART_GRANDPAR
(2,9),(9,15),-0.342413 # DEPENDENCYPART_GRANDPAR
(2,9),(9,16),-0.430595 # DEPENDENCYPART_GRANDPAR
(2,10),(10,2),-0.384101 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,10),(10,3),-0.114795 # DEPENDENCYPART_GRANDPAR
(2,10),(10,5),0.110154 # DEPENDENCYPART_GRANDPAR
(2,10),(10,6),-0.0665244 # DEPENDENCYPART_GRANDPAR
(2,10),(10,7),-0.0363885 # DEPENDENCYPART_GRANDPAR
(2,10),(10,8),0.056227 # DEPENDENCYPART_GRANDPAR
(2,10),(10,9),-0.184045 # DEPENDENCYPART_GRANDPAR
(2,10),(10,11),-0.261294 # DEPENDENCYPART_GRANDPAR
(2,10),(10,12),-0.200169 # DEPENDENCYPART_GRANDPAR
(2,10),(10,13),-0.105879 # DEPENDENCYPART_GRANDPAR
(2,10),(10,14),-0.21739 # DEPENDENCYPART_GRANDPAR
(2,10),(10,15),-0.296398 # DEPENDENCYPART_GRANDPAR
(2,10),(10,16),-0.421316 # DEPENDENCYPART_GRANDPAR
(2,14),(14,1),-0.243899 # DEPENDENCYPART_GRANDPAR
(2,14),(14,2),-0.384101 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,14),(14,3),-0.114795 # DEPENDENCYPART_GRANDPAR
(2,14),(14,4),0.00249323 # DEPENDENCYPART_GRANDPAR
(2,14),(14,5),0.110154 # DEPENDENCYPART_GRANDPAR
(2,14),(14,6),-0.0665244 # DEPENDENCYPART_GRANDPAR
(2,14),(14,7),-0.0363885 # DEPENDENCYPART_GRANDPAR
(2,14),(14,8),0.056227 # DEPENDENCYPART_GRANDPAR
(2,14),(14,9),-0.184045 # DEPENDENCYPART_GRANDPAR
(2,14),(14,10),-0.0397752 # DEPENDENCYPART_GRANDPAR
(2,14),(14,11),-0.36899 # DEPENDENCYPART_GRANDPAR
(2,14),(14,12),-0.253487 # DEPENDENCYPART_GRANDPAR
(2,14),(14,13),-0.0993364 # DEPENDENCYPART_GRANDPAR
(2,14),(14,15),-0.296398 # DEPENDENCYPART_GRANDPAR
(2,15),(15,3),-0.114795 # DEPENDENCYPART_GRANDPAR
(2,15),(15,4),0.00249323 # DEPENDENCYPART_GRANDPAR
(2,15),(15,5),0.110154 # DEPENDENCYPART_GRANDPAR
(2,15),(15,6),-0.0665244 # DEPENDENCYPART_GRANDPAR
(2,15),(15,8),0.056227 # DEPENDENCYPART_GRANDPAR
(2,15),(15,10),-0.0397752 # DEPENDENCYPART_GRANDPAR
(2,15),(15,11),-0.36899 # DEPENDENCYPART_GRANDPAR
(2,15),(15,12),-0.253487 # DEPENDENCYPART_GRANDPAR
(2,15),(15,13),-0.0993364 # DEPENDENCYPART_GRANDPAR
(2,15),(15,14),-0.270707 # DEPENDENCYPART_GRANDPAR
(2,15),(15,16),-0.421316 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),0.0829442 # DEPENDENCYPART_GRANDPAR
(4,1),(1,9),-0.531739 # DEPENDENCYPART_GRANDPAR
(4,1),(1,14),-0.783965 # DEPENDENCYPART_GRANDPAR
(4,1),(1,15),-0.934732 # DEPENDENCYPART_GRANDPAR
(4,1),(1,16),-0.968463 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.204496 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.115621 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.03533 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.342262 # DEPENDENCYPART_GRANDPAR
(4,2),(2,6),-0.573442 # DEPENDENCYPART_GRANDPAR
(4,2),(2,8),-0.590175 # DEPENDENCYPART_GRANDPAR
(4,2),(2,9),-0.51713 # DEPENDENCYPART_GRANDPAR
(4,2),(2,10),-0.748896 # DEPENDENCYPART_GRANDPAR
(4,2),(2,14),-0.72143 # DEPENDENCYPART_GRANDPAR
(4,2),(2,15),-0.872196 # DEPENDENCYPART_GRANDPAR
(4,2),(2,16),-0.955322 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.817681 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.486589 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.474606 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.49993 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.0322232 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.0316556 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.17806 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.127281 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.334441 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),-0.435943 # DEPENDENCYPART_GRANDPAR
(4,6),(6,14),-0.306975 # DEPENDENCYPART_GRANDPAR
(4,6),(6,15),-0.457741 # DEPENDENCYPART_GRANDPAR
(4,6),(6,16),-0.572693 # DEPENDENCYPART_GRANDPAR
(4,8),(8,1),-0.817681 # DEPENDENCYPART_GRANDPAR
(4,8),(8,2),-0.48659 # DEPENDENCYPART_GRANDPAR
(4,8),(8,3),-0.474606 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-0.499992 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,5),0.032166 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),-0.0381079 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),0.0818521 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.130452 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.337622 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),-0.439123 # DEPENDENCYPART_GRANDPAR
(4,8),(8,14),-0.310155 # DEPENDENCYPART_GRANDPAR
(4,8),(8,15),-0.460922 # DEPENDENCYPART_GRANDPAR
(4,8),(8,16),-0.575864 # DEPENDENCYPART_GRANDPAR
(4,9),(9,1),-0.756125 # DEPENDENCYPART_GRANDPAR
(4,9),(9,2),-0.412617 # DEPENDENCYPART_GRANDPAR
(4,9),(9,3),-0.482416 # DEPENDENCYPART_GRANDPAR
(4,9),(9,4),-0.655356 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,9),(9,5),-0.0151384 # DEPENDENCYPART_GRANDPAR
(4,9),(9,6),-0.193472 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),0.106873 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),-0.210475 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.312122 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),-0.234777 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),-0.413624 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),-0.232398 # DEPENDENCYPART_GRANDPAR
(4,9),(9,14),-0.284656 # DEPENDENCYPART_GRANDPAR
(4,9),(9,15),-0.435422 # DEPENDENCYPART_GRANDPAR
(4,9),(9,16),-0.589573 # DEPENDENCYPART_GRANDPAR
(4,14),(14,1),-0.817681 # DEPENDENCYPART_GRANDPAR
(4,14),(14,2),-0.486589 # DEPENDENCYPART_GRANDPAR
(4,14),(14,3),-0.474606 # DEPENDENCYPART_GRANDPAR
(4,14),(14,4),-0.49993 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,14),(14,5),0.0322232 # DEPENDENCYPART_GRANDPAR
(4,14),(14,6),-0.0380459 # DEPENDENCYPART_GRANDPAR
(4,14),(14,7),0.081984 # DEPENDENCYPART_GRANDPAR
(4,14),(14,8),-0.0528507 # DEPENDENCYPART_GRANDPAR
(4,14),(14,9),-0.10854 # DEPENDENCYPART_GRANDPAR
(4,14),(14,10),-0.2135 # DEPENDENCYPART_GRANDPAR
(4,14),(14,11),-0.221889 # DEPENDENCYPART_GRANDPAR
(4,14),(14,12),-0.315002 # DEPENDENCYPART_GRANDPAR
(4,14),(14,13),-0.0322458 # DEPENDENCYPART_GRANDPAR
(4,14),(14,15),-0.457741 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.0539429 # DEPENDENCYPART_GRANDPAR
(5,1),(1,9),-0.657281 # DEPENDENCYPART_GRANDPAR
(5,1),(1,14),-0.990842 # DEPENDENCYPART_GRANDPAR
(5,1),(1,15),-0.932295 # DEPENDENCYPART_GRANDPAR
(5,1),(1,16),-0.819282 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.173516 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.337247 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),0.103298 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.01288 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),-0.540044 # DEPENDENCYPART_GRANDPAR
(5,2),(2,8),-0.7367 # DEPENDENCYPART_GRANDPAR
(5,2),(2,9),-0.64176 # DEPENDENCYPART_GRANDPAR
(5,2),(2,10),-0.863228 # DEPENDENCYPART_GRANDPAR
(5,2),(2,14),-0.922189 # DEPENDENCYPART_GRANDPAR
(5,2),(2,15),-0.863642 # DEPENDENCYPART_GRANDPAR
(5,2),(2,16),-0.803663 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.227038 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.103119 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.320207 # DEPENDENCYPART_GRANDPAR
(5,4),(4,6),-0.608698 # DEPENDENCYPART_GRANDPAR
