# _root_ Az internacionális BEK-döntő első mérkőzésén a magyar bajnok 4:2-re győzött , s ha csak ezt tekintjük , a Marczibányi téri visszavágó nem ígér különösebb izgalmakat .
#goldHeads=3,3,5,5,10,8,8,10,10,12,12,0,23,16,16,23,23,21,20,21,23,23,12,25,23,12,
#predictedHeads=3,3,5,5,10,8,8,10,10,12,12,0,23,16,16,12,23,19,20,21,23,23,12,25,23,12,
(8,4),(4,3),-0.683206 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-0.900004 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,1),-0.837734 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.691843 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.569328 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.50594 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.602085 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),-0.113517 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-1.0203 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,9),-0.421558 # DEPENDENCYPART_GRANDPAR
(8,5),(5,11),-0.390658 # DEPENDENCYPART_GRANDPAR
(8,5),(5,16),-0.472647 # DEPENDENCYPART_GRANDPAR
(8,5),(5,23),-0.577643 # DEPENDENCYPART_GRANDPAR
(8,5),(5,26),-0.945036 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.190882 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.493165 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.495324 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.512917 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-1.05508 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.554987 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.469822 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.466089 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),0.0110905 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),-0.105304 # DEPENDENCYPART_GRANDPAR
(8,9),(9,17),-0.0447422 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),-0.394234 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.406745 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.228895 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.28111 # DEPENDENCYPART_GRANDPAR
(9,8),(8,1),-0.48558 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),-0.809947 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.436889 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.342804 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.259039 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.414377 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.635055 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-0.748597 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,1),-0.816151 # DEPENDENCYPART_GRANDPAR
(9,10),(10,2),-1.12305 # DEPENDENCYPART_GRANDPAR
(9,10),(10,3),-0.801022 # DEPENDENCYPART_GRANDPAR
(9,10),(10,4),-0.658562 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-0.623172 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-0.733251 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.952257 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.592194 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.39986 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),-0.251516 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),-0.0636074 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.0896352 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.122627 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),-0.118619 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),0.0360394 # DEPENDENCYPART_GRANDPAR
(9,10),(10,17),-0.23942 # DEPENDENCYPART_GRANDPAR
(9,10),(10,18),-0.279133 # DEPENDENCYPART_GRANDPAR
(9,10),(10,20),-0.16052 # DEPENDENCYPART_GRANDPAR
(9,10),(10,22),-0.170578 # DEPENDENCYPART_GRANDPAR
(9,10),(10,23),-0.0248359 # DEPENDENCYPART_GRANDPAR
(9,10),(10,24),-0.199908 # DEPENDENCYPART_GRANDPAR
(9,10),(10,25),-0.0562331 # DEPENDENCYPART_GRANDPAR
(9,10),(10,26),-0.190354 # DEPENDENCYPART_GRANDPAR
(9,16),(16,1),-0.816151 # DEPENDENCYPART_GRANDPAR
(9,16),(16,2),-1.12305 # DEPENDENCYPART_GRANDPAR
(9,16),(16,3),-0.801022 # DEPENDENCYPART_GRANDPAR
(9,16),(16,5),-0.623172 # DEPENDENCYPART_GRANDPAR
(9,16),(16,6),-0.733251 # DEPENDENCYPART_GRANDPAR
(9,16),(16,7),-0.952257 # DEPENDENCYPART_GRANDPAR
(9,16),(16,8),-0.592194 # DEPENDENCYPART_GRANDPAR
(9,16),(16,9),-0.39986 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,16),(16,10),-0.0284061 # DEPENDENCYPART_GRANDPAR
(9,16),(16,11),-0.241827 # DEPENDENCYPART_GRANDPAR
(9,16),(16,12),-0.0141466 # DEPENDENCYPART_GRANDPAR
(9,16),(16,13),-0.0894802 # DEPENDENCYPART_GRANDPAR
(9,16),(16,14),-0.150912 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),-0.129259 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),-0.239073 # DEPENDENCYPART_GRANDPAR
(9,16),(16,18),-0.279133 # DEPENDENCYPART_GRANDPAR
(9,16),(16,19),-0.138101 # DEPENDENCYPART_GRANDPAR
(9,16),(16,20),-0.159796 # DEPENDENCYPART_GRANDPAR
(9,16),(16,21),-0.138119 # DEPENDENCYPART_GRANDPAR
(9,16),(16,22),-0.170571 # DEPENDENCYPART_GRANDPAR
(9,16),(16,23),-0.0247674 # DEPENDENCYPART_GRANDPAR
(9,16),(16,24),-0.199185 # DEPENDENCYPART_GRANDPAR
(9,16),(16,25),-0.0562317 # DEPENDENCYPART_GRANDPAR
(9,16),(16,26),-0.190343 # DEPENDENCYPART_GRANDPAR
(10,1),(1,2),0.130613 # DEPENDENCYPART_GRANDPAR
(10,1),(1,4),0.0514624 # DEPENDENCYPART_GRANDPAR
(10,1),(1,5),0.094877 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),0.166857 # DEPENDENCYPART_GRANDPAR
(10,3),(3,1),0.110289 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),0.0627475 # DEPENDENCYPART_GRANDPAR
(10,3),(3,5),0.110456 # DEPENDENCYPART_GRANDPAR
(10,3),(3,8),0.249938 # DEPENDENCYPART_GRANDPAR
(10,3),(3,9),0.036633 # DEPENDENCYPART_GRANDPAR
(10,3),(3,11),-0.584977 # DEPENDENCYPART_GRANDPAR
(10,3),(3,26),-1.33609 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),0.00451305 # DEPENDENCYPART_GRANDPAR
(10,4),(4,8),0.194461 # DEPENDENCYPART_GRANDPAR
(10,5),(5,1),0.110289 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),0.0627475 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),0.0629789 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),0.0149632 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),-0.147813 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),0.126812 # DEPENDENCYPART_GRANDPAR
(10,5),(5,8),0.249938 # DEPENDENCYPART_GRANDPAR
(10,5),(5,9),0.036633 # DEPENDENCYPART_GRANDPAR
(10,5),(5,11),-0.584977 # DEPENDENCYPART_GRANDPAR
(10,5),(5,16),-0.254467 # DEPENDENCYPART_GRANDPAR
(10,5),(5,23),-0.664278 # DEPENDENCYPART_GRANDPAR
(10,5),(5,26),-1.33609 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),0.248428 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),-0.108789 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.0539415 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),0.07762 # DEPENDENCYPART_GRANDPAR
(10,8),(8,1),0.110289 # DEPENDENCYPART_GRANDPAR
(10,8),(8,2),0.0627475 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),0.0629789 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),0.0149632 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),0.117827 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.0735698 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),0.140084 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),0.036633 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),-0.018584 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),0.0622905 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),0.168011 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-1.17247 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.45742 # DEPENDENCYPART_GRANDPAR
(10,9),(9,16),-0.117555 # DEPENDENCYPART_GRANDPAR
(10,9),(9,17),-0.429281 # DEPENDENCYPART_GRANDPAR
(10,12),(12,2),-0.472124 # DEPENDENCYPART_GRANDPAR
(10,12),(12,3),-0.491268 # DEPENDENCYPART_GRANDPAR
(10,12),(12,5),-0.43642 # DEPENDENCYPART_GRANDPAR
(10,12),(12,7),-0.386089 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-0.296938 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-1.03592 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),-0.369679 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),-0.19715 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.267931 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.336102 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.196876 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),-0.461011 # DEPENDENCYPART_GRANDPAR
(10,12),(12,19),-0.46943 # DEPENDENCYPART_GRANDPAR
(10,12),(12,20),-0.71188 # DEPENDENCYPART_GRANDPAR
(10,12),(12,21),-0.501732 # DEPENDENCYPART_GRANDPAR
(10,12),(12,22),-0.237993 # DEPENDENCYPART_GRANDPAR
(10,12),(12,23),-0.606696 # DEPENDENCYPART_GRANDPAR
(10,12),(12,24),-0.959281 # DEPENDENCYPART_GRANDPAR
(10,12),(12,25),-0.480979 # DEPENDENCYPART_GRANDPAR
(10,12),(12,26),-1.05125 # DEPENDENCYPART_GRANDPAR
(10,13),(13,3),-0.486985 # DEPENDENCYPART_GRANDPAR
(10,13),(13,5),-0.432138 # DEPENDENCYPART_GRANDPAR
(10,13),(13,8),-0.292655 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-0.993326 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),-0.376969 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),-0.40417 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.243221 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.207419 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),-0.386703 # DEPENDENCYPART_GRANDPAR
(10,13),(13,21),-0.494372 # DEPENDENCYPART_GRANDPAR
(10,13),(13,23),-0.617238 # DEPENDENCYPART_GRANDPAR
(10,13),(13,24),-0.936417 # DEPENDENCYPART_GRANDPAR
(10,13),(13,25),-0.47362 # DEPENDENCYPART_GRANDPAR
(10,13),(13,26),-1.10314 # DEPENDENCYPART_GRANDPAR
(10,14),(14,10),-0.85016 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,14),(14,12),-0.206894 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),0.0698133 # DEPENDENCYPART_GRANDPAR
(10,14),(14,19),-0.277885 # DEPENDENCYPART_GRANDPAR
(10,14),(14,21),-0.310186 # DEPENDENCYPART_GRANDPAR
(10,14),(14,23),-0.262013 # DEPENDENCYPART_GRANDPAR
(10,14),(14,25),-0.289433 # DEPENDENCYPART_GRANDPAR
(10,14),(14,26),-0.958906 # DEPENDENCYPART_GRANDPAR
(10,15),(15,8),0.167468 # DEPENDENCYPART_GRANDPAR
(10,15),(15,10),-0.89851 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,15),(15,11),-0.20031 # DEPENDENCYPART_GRANDPAR
(10,15),(15,12),-0.252153 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),0.0264563 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),-0.0653407 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),0.267613 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),-0.158113 # DEPENDENCYPART_GRANDPAR
(10,15),(15,19),-0.170856 # DEPENDENCYPART_GRANDPAR
(10,15),(15,20),-0.415085 # DEPENDENCYPART_GRANDPAR
(10,15),(15,21),-0.203161 # DEPENDENCYPART_GRANDPAR
(10,15),(15,22),0.030382 # DEPENDENCYPART_GRANDPAR
(10,15),(15,23),-0.142253 # DEPENDENCYPART_GRANDPAR
(10,15),(15,24),-0.662475 # DEPENDENCYPART_GRANDPAR
(10,15),(15,25),-0.182401 # DEPENDENCYPART_GRANDPAR
(10,15),(15,26),-0.881815 # DEPENDENCYPART_GRANDPAR
(10,16),(16,1),-0.173002 # DEPENDENCYPART_GRANDPAR
(10,16),(16,2),-0.159853 # DEPENDENCYPART_GRANDPAR
(10,16),(16,3),-0.104264 # DEPENDENCYPART_GRANDPAR
(10,16),(16,5),-0.0494159 # DEPENDENCYPART_GRANDPAR
(10,16),(16,6),-0.361628 # DEPENDENCYPART_GRANDPAR
(10,16),(16,7),-0.0739473 # DEPENDENCYPART_GRANDPAR
(10,16),(16,8),0.0900663 # DEPENDENCYPART_GRANDPAR
(10,16),(16,9),-0.164665 # DEPENDENCYPART_GRANDPAR
(10,16),(16,10),-0.863887 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,16),(16,11),-0.226817 # DEPENDENCYPART_GRANDPAR
(10,16),(16,12),-0.235612 # DEPENDENCYPART_GRANDPAR
(10,16),(16,13),0.0676612 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),-0.0305462 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),-0.210002 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),-0.184748 # DEPENDENCYPART_GRANDPAR
(10,16),(16,18),-0.493257 # DEPENDENCYPART_GRANDPAR
(10,16),(16,19),-0.220834 # DEPENDENCYPART_GRANDPAR
(10,16),(16,20),-0.465257 # DEPENDENCYPART_GRANDPAR
(10,16),(16,21),-0.252202 # DEPENDENCYPART_GRANDPAR
(10,16),(16,22),0.0670539 # DEPENDENCYPART_GRANDPAR
(10,16),(16,23),-0.187185 # DEPENDENCYPART_GRANDPAR
(10,16),(16,24),-0.712665 # DEPENDENCYPART_GRANDPAR
(10,16),(16,25),-0.232316 # DEPENDENCYPART_GRANDPAR
(10,16),(16,26),-0.925363 # DEPENDENCYPART_GRANDPAR
(10,18),(18,19),-0.214322 # DEPENDENCYPART_GRANDPAR
(10,18),(18,20),-0.356215 # DEPENDENCYPART_GRANDPAR
(10,20),(20,10),-0.868313 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,20),(20,12),-0.246976 # DEPENDENCYPART_GRANDPAR
(10,20),(20,13),0.0205878 # DEPENDENCYPART_GRANDPAR
(10,20),(20,14),0.0393541 # DEPENDENCYPART_GRANDPAR
(10,20),(20,15),-0.211339 # DEPENDENCYPART_GRANDPAR
(10,20),(20,16),0.189826 # DEPENDENCYPART_GRANDPAR
(10,20),(20,17),-0.15606 # DEPENDENCYPART_GRANDPAR
(10,20),(20,18),-0.570904 # DEPENDENCYPART_GRANDPAR
(10,20),(20,19),-0.309101 # DEPENDENCYPART_GRANDPAR
(10,20),(20,22),-0.109274 # DEPENDENCYPART_GRANDPAR
(10,20),(20,25),-0.33875 # DEPENDENCYPART_GRANDPAR
(10,22),(22,3),-0.230381 # DEPENDENCYPART_GRANDPAR
(10,22),(22,5),-0.175533 # DEPENDENCYPART_GRANDPAR
(10,22),(22,17),-0.181453 # DEPENDENCYPART_GRANDPAR
(10,22),(22,20),-0.518778 # DEPENDENCYPART_GRANDPAR
(10,22),(22,21),-0.319201 # DEPENDENCYPART_GRANDPAR
(10,22),(22,24),-0.792323 # DEPENDENCYPART_GRANDPAR
(10,22),(22,25),-0.394422 # DEPENDENCYPART_GRANDPAR
(10,23),(23,2),-0.159854 # DEPENDENCYPART_GRANDPAR
(10,23),(23,3),-0.104265 # DEPENDENCYPART_GRANDPAR
(10,23),(23,5),-0.0494178 # DEPENDENCYPART_GRANDPAR
(10,23),(23,7),-0.0739492 # DEPENDENCYPART_GRANDPAR
(10,23),(23,8),0.0900645 # DEPENDENCYPART_GRANDPAR
(10,23),(23,10),-0.863889 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,23),(23,11),-0.22821 # DEPENDENCYPART_GRANDPAR
(10,23),(23,12),-0.235614 # DEPENDENCYPART_GRANDPAR
(10,23),(23,13),0.0676594 # DEPENDENCYPART_GRANDPAR
(10,23),(23,14),-0.0305501 # DEPENDENCYPART_GRANDPAR
(10,23),(23,15),-0.210338 # DEPENDENCYPART_GRANDPAR
(10,23),(23,16),0.194961 # DEPENDENCYPART_GRANDPAR
(10,23),(23,17),-0.200071 # DEPENDENCYPART_GRANDPAR
(10,23),(23,18),-0.634993 # DEPENDENCYPART_GRANDPAR
(10,23),(23,19),-0.275605 # DEPENDENCYPART_GRANDPAR
(10,23),(23,20),-0.4753 # DEPENDENCYPART_GRANDPAR
(10,23),(23,21),-0.307673 # DEPENDENCYPART_GRANDPAR
(10,23),(23,22),-0.0266355 # DEPENDENCYPART_GRANDPAR
(10,23),(23,24),-0.712669 # DEPENDENCYPART_GRANDPAR
(10,23),(23,25),-0.224993 # DEPENDENCYPART_GRANDPAR
(10,23),(23,26),-0.927801 # DEPENDENCYPART_GRANDPAR
(10,24),(24,14),0.0393507 # DEPENDENCYPART_GRANDPAR
(10,24),(24,15),-0.211343 # DEPENDENCYPART_GRANDPAR
(10,24),(24,18),-0.570908 # DEPENDENCYPART_GRANDPAR
(10,24),(24,19),-0.309101 # DEPENDENCYPART_GRANDPAR
(10,24),(24,21),-0.341022 # DEPENDENCYPART_GRANDPAR
(10,24),(24,22),-0.00262494 # DEPENDENCYPART_GRANDPAR
(10,24),(24,23),-0.219998 # DEPENDENCYPART_GRANDPAR
(10,25),(25,6),-0.682212 # DEPENDENCYPART_GRANDPAR
(10,25),(25,7),-0.43154 # DEPENDENCYPART_GRANDPAR
(10,25),(25,12),-0.138166 # DEPENDENCYPART_GRANDPAR
(10,25),(25,13),0.113554 # DEPENDENCYPART_GRANDPAR
(10,25),(25,14),0.00869163 # DEPENDENCYPART_GRANDPAR
(10,25),(25,15),-0.0484327 # DEPENDENCYPART_GRANDPAR
(10,25),(25,18),-0.554314 # DEPENDENCYPART_GRANDPAR
(10,25),(25,19),-0.188911 # DEPENDENCYPART_GRANDPAR
(10,25),(25,20),-0.348589 # DEPENDENCYPART_GRANDPAR
(10,25),(25,21),-0.212789 # DEPENDENCYPART_GRANDPAR
(10,25),(25,22),0.0286434 # DEPENDENCYPART_GRANDPAR
(10,25),(25,23),-0.15952 # DEPENDENCYPART_GRANDPAR
(10,25),(25,24),-0.593139 # DEPENDENCYPART_GRANDPAR
(10,25),(25,26),-0.903458 # DEPENDENCYPART_GRANDPAR
(12,2),(2,1),0.0581967 # DEPENDENCYPART_GRANDPAR
(12,3),(3,1),-0.0268231 # DEPENDENCYPART_GRANDPAR
(12,3),(3,2),-0.0236688 # DEPENDENCYPART_GRANDPAR
(12,3),(3,5),0.363317 # DEPENDENCYPART_GRANDPAR
(12,3),(3,8),0.262425 # DEPENDENCYPART_GRANDPAR
(12,3),(3,9),0.121833 # DEPENDENCYPART_GRANDPAR
(12,3),(3,11),-0.0874866 # DEPENDENCYPART_GRANDPAR
(12,3),(3,26),-0.836446 # DEPENDENCYPART_GRANDPAR
(12,5),(5,1),-0.0268231 # DEPENDENCYPART_GRANDPAR
(12,5),(5,2),-0.0236688 # DEPENDENCYPART_GRANDPAR
(12,5),(5,3),0.158175 # DEPENDENCYPART_GRANDPAR
(12,5),(5,4),-0.0102538 # DEPENDENCYPART_GRANDPAR
(12,5),(5,6),-0.0994243 # DEPENDENCYPART_GRANDPAR
(12,5),(5,7),-0.0226233 # DEPENDENCYPART_GRANDPAR
(12,5),(5,8),0.262425 # DEPENDENCYPART_GRANDPAR
(12,5),(5,9),0.121833 # DEPENDENCYPART_GRANDPAR
(12,5),(5,11),-0.0874866 # DEPENDENCYPART_GRANDPAR
(12,5),(5,16),-0.377959 # DEPENDENCYPART_GRANDPAR
(12,5),(5,23),-0.477752 # DEPENDENCYPART_GRANDPAR
(12,5),(5,26),-0.836446 # DEPENDENCYPART_GRANDPAR
(12,7),(7,3),0.194448 # DEPENDENCYPART_GRANDPAR
(12,7),(7,5),0.269879 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),0.0524073 # DEPENDENCYPART_GRANDPAR
(12,8),(8,1),-0.0268231 # DEPENDENCYPART_GRANDPAR
(12,8),(8,2),-0.0236688 # DEPENDENCYPART_GRANDPAR
(12,8),(8,3),0.158175 # DEPENDENCYPART_GRANDPAR
(12,8),(8,4),-0.0102538 # DEPENDENCYPART_GRANDPAR
(12,8),(8,5),0.233605 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),-0.0414476 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),-0.0704215 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),0.121833 # DEPENDENCYPART_GRANDPAR
(12,10),(10,1),0.021144 # DEPENDENCYPART_GRANDPAR
(12,10),(10,2),0.0831074 # DEPENDENCYPART_GRANDPAR
(12,10),(10,3),0.249932 # DEPENDENCYPART_GRANDPAR
(12,10),(10,4),0.0487035 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),0.325362 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),0.0264627 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),0.030454 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),0.22447 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),0.13021 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),-0.179964 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-1.06183 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),-0.462717 # DEPENDENCYPART_GRANDPAR
(12,10),(10,14),-0.708792 # DEPENDENCYPART_GRANDPAR
(12,10),(10,15),-0.629724 # DEPENDENCYPART_GRANDPAR
(12,10),(10,16),-0.746377 # DEPENDENCYPART_GRANDPAR
(12,10),(10,17),-0.639327 # DEPENDENCYPART_GRANDPAR
(12,10),(10,18),-1.09744 # DEPENDENCYPART_GRANDPAR
(12,10),(10,20),-0.883463 # DEPENDENCYPART_GRANDPAR
(12,10),(10,22),-0.732995 # DEPENDENCYPART_GRANDPAR
(12,10),(10,23),-0.84617 # DEPENDENCYPART_GRANDPAR
(12,10),(10,24),-1.0184 # DEPENDENCYPART_GRANDPAR
(12,10),(10,25),-1.04147 # DEPENDENCYPART_GRANDPAR
(12,10),(10,26),-1.12211 # DEPENDENCYPART_GRANDPAR
(12,13),(13,3),-0.489203 # DEPENDENCYPART_GRANDPAR
(12,13),(13,5),-0.413773 # DEPENDENCYPART_GRANDPAR
(12,13),(13,8),-0.514665 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-0.654694 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.616638 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.210938 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),0.0736469 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),0.202042 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),0.188118 # DEPENDENCYPART_GRANDPAR
(12,13),(13,21),0.0182466 # DEPENDENCYPART_GRANDPAR
(12,13),(13,23),0.102248 # DEPENDENCYPART_GRANDPAR
(12,13),(13,24),-0.231539 # DEPENDENCYPART_GRANDPAR
(12,13),(13,25),0.0692636 # DEPENDENCYPART_GRANDPAR
(12,13),(13,26),-0.396574 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),-0.571697 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-0.106888 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),0.540959 # DEPENDENCYPART_GRANDPAR
(12,14),(14,19),-0.052345 # DEPENDENCYPART_GRANDPAR
(12,14),(14,21),0.116773 # DEPENDENCYPART_GRANDPAR
(12,14),(14,23),0.18162 # DEPENDENCYPART_GRANDPAR
(12,14),(14,25),0.16779 # DEPENDENCYPART_GRANDPAR
(12,14),(14,26),-0.380516 # DEPENDENCYPART_GRANDPAR
(12,15),(15,8),-0.454222 # DEPENDENCYPART_GRANDPAR
(12,15),(15,10),-0.534619 # DEPENDENCYPART_GRANDPAR
(12,15),(15,11),-0.581353 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),-0.241713 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,13),0.413153 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),-0.0778395 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),0.130348 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),0.140977 # DEPENDENCYPART_GRANDPAR
(12,15),(15,19),-0.196289 # DEPENDENCYPART_GRANDPAR
(12,15),(15,20),-0.206623 # DEPENDENCYPART_GRANDPAR
(12,15),(15,21),-0.0271724 # DEPENDENCYPART_GRANDPAR
(12,15),(15,22),0.0675006 # DEPENDENCYPART_GRANDPAR
(12,15),(15,23),0.0305153 # DEPENDENCYPART_GRANDPAR
(12,15),(15,24),-0.341561 # DEPENDENCYPART_GRANDPAR
(12,15),(15,25),0.0238482 # DEPENDENCYPART_GRANDPAR
(12,15),(15,26),-0.511641 # DEPENDENCYPART_GRANDPAR
(12,16),(16,1),-0.673211 # DEPENDENCYPART_GRANDPAR
(12,16),(16,2),-0.717075 # DEPENDENCYPART_GRANDPAR
(12,16),(16,3),-0.869305 # DEPENDENCYPART_GRANDPAR
(12,16),(16,5),-0.793875 # DEPENDENCYPART_GRANDPAR
(12,16),(16,6),-0.728719 # DEPENDENCYPART_GRANDPAR
(12,16),(16,7),-0.767278 # DEPENDENCYPART_GRANDPAR
(12,16),(16,8),-0.894767 # DEPENDENCYPART_GRANDPAR
(12,16),(16,9),-0.560322 # DEPENDENCYPART_GRANDPAR
(12,16),(16,10),-0.944254 # DEPENDENCYPART_GRANDPAR
(12,16),(16,11),-0.942407 # DEPENDENCYPART_GRANDPAR
(12,16),(16,12),-0.24813 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,16),(16,13),0.393137 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),-0.0901062 # DEPENDENCYPART_GRANDPAR
