# _root_ — 1997 telén a szponzorokkal megállapodtunk , hogy a ' 98-as szezonra egy F2-es Opel_Astrát vásárolunk , amit egy jó nevű német cég készít fel a versenyekre — nyilatkozta az újdonsült bronzérmes .
#goldHeads=29,3,6,5,6,29,6,6,12,12,12,16,15,15,16,6,16,24,23,21,23,23,24,16,24,27,24,29,0,32,32,29,29,
#predictedHeads=29,3,6,5,6,29,29,6,12,12,12,16,14,15,16,29,16,24,23,21,23,23,24,29,24,27,24,29,0,32,32,29,29,
(31,21),-2.09792 # DEPENDENCYPART_ARC
(31,22),-2.20342 # DEPENDENCYPART_ARC
(31,23),-3.07731 # DEPENDENCYPART_ARC
(31,24),-1.63066 # DEPENDENCYPART_ARC
(31,25),-1.20761 # DEPENDENCYPART_ARC
(31,26),-1.01728 # DEPENDENCYPART_ARC
(31,27),-1.41676 # DEPENDENCYPART_ARC
(31,28),-0.501092 # DEPENDENCYPART_ARC
(31,29),-0.649662 # DEPENDENCYPART_ARC
(31,30),1.10644 # DEPENDENCYPART_ARC
(31,32),-0.646899 # DEPENDENCYPART_ARC
(31,33),-1.2636 # DEPENDENCYPART_ARC
(32,1),-3.45118 # DEPENDENCYPART_ARC
(32,2),-3.14674 # DEPENDENCYPART_ARC
(32,3),-8.33845 # DEPENDENCYPART_ARC
(32,4),-4.46436 # DEPENDENCYPART_ARC
(32,5),-7.40641 # DEPENDENCYPART_ARC
(32,6),-2.10494 # DEPENDENCYPART_ARC
(32,7),-3.31078 # DEPENDENCYPART_ARC
(32,8),-2.59143 # DEPENDENCYPART_ARC
(32,9),-3.04162 # DEPENDENCYPART_ARC
(32,10),-2.16593 # DEPENDENCYPART_ARC
(32,11),-3.1132 # DEPENDENCYPART_ARC
(32,12),-6.19064 # DEPENDENCYPART_ARC
(32,13),-0.617938 # DEPENDENCYPART_ARC
(32,14),-0.685269 # DEPENDENCYPART_ARC
(32,15),-5.16343 # DEPENDENCYPART_ARC
(32,16),-2.11491 # DEPENDENCYPART_ARC
(32,17),-2.52203 # DEPENDENCYPART_ARC
(32,18),-2.81245 # DEPENDENCYPART_ARC
(32,19),0.376001 # DEPENDENCYPART_ARC
(32,20),-1.20589 # DEPENDENCYPART_ARC
(32,21),-1.10011 # DEPENDENCYPART_ARC
(32,22),-1.26205 # DEPENDENCYPART_ARC
(32,23),-3.00789 # DEPENDENCYPART_ARC
(32,24),-1.41001 # DEPENDENCYPART_ARC
(32,25),-0.807655 # DEPENDENCYPART_ARC
(32,26),0.160276 # DEPENDENCYPART_ARC
(32,27),-2.91424 # DEPENDENCYPART_ARC
(32,28),-0.89942 # DEPENDENCYPART_ARC
(32,29),0.313356 # DEPENDENCYPART_ARC
(32,30),2.92113 # DEPENDENCYPART_ARC
(32,31),3.72027 # DEPENDENCYPART_ARC
(32,33),0.11751 # DEPENDENCYPART_ARC
(33,1),-3.70462 # DEPENDENCYPART_ARC
(33,2),-3.85395 # DEPENDENCYPART_ARC
(33,3),-4.70955 # DEPENDENCYPART_ARC
(33,4),-3.69169 # DEPENDENCYPART_ARC
(33,5),-4.77261 # DEPENDENCYPART_ARC
(33,6),-3.71021 # DEPENDENCYPART_ARC
(33,7),-3.29913 # DEPENDENCYPART_ARC
(33,8),-3.41418 # DEPENDENCYPART_ARC
(33,9),-3.44534 # DEPENDENCYPART_ARC
(33,10),-3.29104 # DEPENDENCYPART_ARC
(33,11),-3.66737 # DEPENDENCYPART_ARC
(33,12),-4.5557 # DEPENDENCYPART_ARC
(33,13),-3.24658 # DEPENDENCYPART_ARC
(33,14),-3.17739 # DEPENDENCYPART_ARC
(33,15),-4.34487 # DEPENDENCYPART_ARC
(33,16),-3.43324 # DEPENDENCYPART_ARC
(33,17),-2.99286 # DEPENDENCYPART_ARC
(33,18),-3.48849 # DEPENDENCYPART_ARC
(33,19),-3.08709 # DEPENDENCYPART_ARC
(33,20),-3.36514 # DEPENDENCYPART_ARC
(33,21),-3.3736 # DEPENDENCYPART_ARC
(33,22),-3.35006 # DEPENDENCYPART_ARC
(33,23),-4.06525 # DEPENDENCYPART_ARC
(33,24),-3.17903 # DEPENDENCYPART_ARC
(33,25),-2.9281 # DEPENDENCYPART_ARC
(33,26),-2.85321 # DEPENDENCYPART_ARC
(33,27),-3.78862 # DEPENDENCYPART_ARC
(33,28),-2.64661 # DEPENDENCYPART_ARC
(33,29),-2.55327 # DEPENDENCYPART_ARC
(33,30),-2.18409 # DEPENDENCYPART_ARC
(33,31),-2.19529 # DEPENDENCYPART_ARC
(33,32),-2.57736 # DEPENDENCYPART_ARC
